period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1116c484,growth1116c484,Y1155c191,growth1155c191,Y1276c32,Y1292c246,growth1292c246,Y1432c428,growth1432c428,Y1435c826,growth1435c826,Y1528c807,Y1695c752,growth1695c752,Y1766c586,growth1766c586,Y1850c222,Y1909c152,growth1909c152,Y2164c348,growth2164c348,Y2398c152,growth2398c152,Y2481c428,growth2481c428,Y260c208,Y297c36,Y2991c152,growth2991c152,Y3044c752,growth3044c752,Y3315c620,growth3315c620,Y3394c792,growth3394c792,Y3491c586,growth3491c586,Y3576c376,Y3716c68,growth3716c68,Y3745c246,growth3745c246,Y3753c484,growth3753c484,Y388c757,growth388c757,Y3916c218,Y402c251,growth402c251,Y4190c251,growth4190c251,Y4277c498,Y4282c792,growth4282c792,Y4359c440,growth4359c440,Y4462c792,growth4462c792,Y4471c218,Y448c208,growth448c208,Y4491c344,Y4772c792,growth4772c792,Y4846c36,Y4909c703,growth4909c703,Y4966c32,Y496c208,growth496c208,Y4977c251,growth4977c251,Y4990c32,Y5016c268,growth5016c268,Y609c703,growth609c703,Y633c203,Y661c757,growth661c757,Y71c233,Y892c752,growth892c752,Y915c251,growth915c251,_merge,x,r2,s,sf
201109,902131,620,4766,2446447,09,0,0,0,0,0,0,0,1,0,0,0,289500,-.0417251586914063,325447,.1004571914672852,43620596,77043,.0167932510375977,62580,-.4818286895751953,1177617,.5265302658081055,6044,1694843,-.2048158645629883,110400,-.5779104232788086,15791,5570888,.2437906265258789,4374040,-.094212532043457,905993,-.2639627456665039,68902,.0211658477783203,521580,535575,460895,-.2978401184082031,1180573,.5372514724731445,428267,.3009929656982422,1904090,1.069158554077148,502819,-.1152095794677734,90000,3730,-.7654056549072266,85167,-.0092449188232422,7839220,-.2563924789428711,714575,-.7063264846801758,303222,652133,.2620944976806641,6895727,-.1887931823730469,27838,29801,-.88677978515625,571,-3.091678619384766,119105,.0803337097167969,116586,304785,-.676335334777832,3783982,485124,-.2927980422973633,289495,109371,-.0251989364624023,500706,263861,.0724964141845703,22738416,-.0089797973632813,343877,6876,-.894352912902832,36434,-.6361665725708008,815349,405925,-.2977542877197266,2740,538083,.6365451812744141,19636,-1.170679092407227,matched (3),6677815,.88604981,924779.19,1184033.8
201110,902131,621,4766,4257415,10,0,0,0,0,0,0,0,0,1,0,0,690173,.8687868118286133,257392,-.2345991134643555,50716672,8087,-2.254105567932129,48502,-.2548408508300781,398696,-1.083049774169922,7942,1517857,-.11029052734375,144696,.2705249786376953,87280,9586319,.5427827835083008,3578376,-.2007780075073242,1624285,.5837917327880859,96608,.3379755020141602,268898,501506,498761,.0789566040039063,1343311,.1291379928588867,534378,.2213573455810547,196688,-2.270140647888184,436266,-.1419782638549805,180000,4867,.2660703659057617,137704,.4804925918579102,8259130,.0521793365478516,3269600,1.520734786987305,482960,963600,.3904285430908203,4990300,-.3234052658081055,53843,226737,2.029248237609863,1207,.7485041618347168,92843,-.2490949630737305,300854,324119,.0615034103393555,2577637,597968,.209132194519043,206033,74903,-.3785514831542969,627155,192090,-.3174591064453125,22020498,-.0320816040039063,405139,10332,.4072084426879883,50287,.3222436904907227,959173,477592,.1625890731811523,4920,459494,-.1578874588012695,19463,-.0088491439819336,matched (3),4825231,.88604981,490856.78,887502
201111,902131,622,4766,4745246,11,0,0,0,0,0,0,0,0,0,1,0,714231,.0342645645141602,374054,.3737993240356445,57197520,18504,.827728271484375,54059,.1084709167480469,569448,.3564682006835938,10677,1767187,.1520891189575195,447906,1.129948616027832,65326,9598625,.0012836456298828,4085860,.1326227188110352,936502,-.5506715774536133,48184,-.6956338882446289,322077,460414,469643,-.060154914855957,1453840,.079071044921875,507796,-.0510234832763672,198659,.0099706649780273,501259,.1388702392578125,246000,2004,-.8873329162597656,86813,-.4613504409790039,8821138,.0658321380615234,3661942,.1133260726928711,250045,766619,-.2286863327026367,6458065,.2578334808349609,45177,58516,-1.354490280151367,309,-1.362552165985107,69658,-.2873125076293945,159334,661221,.712977409362793,3511732,609921,.0197925567626953,296863,65245,-.1380443572998047,622840,191845,-.0012760162353516,27069082,.2064189910888672,287561,12274,.1722373962402344,81987,.4888143539428711,863260,960062,.6982412338256836,10031,279240,-.4980535507202148,37279,.6499147415161133,matched (3),4025888.8,.88604981,433348.19,857035.56
201112,902131,623,4766,4877548,12,0,0,0,0,0,0,0,0,0,0,1,515900,-.3252935409545898,264039,-.3483028411865234,41042528,1563912,4.436959266662598,64765,.180689811706543,260567,-.7818069458007813,7064,2025810,.1365814208984375,124948,-1.27668571472168,392780,10227423,.0634517669677734,5355722,.2706336975097656,928830,-.0082254409790039,68930,.3580646514892578,346476,533150,498021,.0586700439453125,690408,-.7446813583374023,465688,-.0865640640258789,595413,1.097665786743164,527408,.0508518218994141,309000,10334,1.640294075012207,133424,.4297761917114258,8061971,-.0899925231933594,1858656,-.6781406402587891,668712,1450323,.6375513076782227,6655487,.0301113128662109,61361,67932,.1492071151733398,456,.3891515731811523,86604,.2177486419677734,897461,762827,.1429433822631836,3133759,1372856,.8113183975219727,275550,71549,.0922327041625977,666314,138472,-.326019287109375,28103664,.0375080108642578,572548,16005,.2654180526733398,67872,-.1889371871948242,886920,681528,-.3426609039306641,18648,320474,.1377286911010742,18820,-.6835098266601563,matched (3),4992622,.88604981,404482.69,842808.19
201201,902131,624,4766,3576869,01,0,0,0,0,0,0,0,0,0,0,0,582924,.1221437454223633,338407,.2481517791748047,48732072,516845,-1.107202529907227,52103,-.2175426483154297,374333,.3622856140136719,5680,960945,-.7458076477050781,182735,.3801393508911133,55988,8017355,-.2434635162353516,3829236,-.3355007171630859,806277,-.1414985656738281,175100,.9322652816772461,323941,152091,287142,-.5506658554077148,1146777,.5074281692504883,250166,-.6213912963867188,72719,-2.102652549743652,428711,-.2071914672851563,51000,7791,-.2824697494506836,95858,-.3306646347045898,5161072,-.446014404296875,1744013,-.063664436340332,467282,303397,-1.564499855041504,5399981,-.20904541015625,34710,58489,-.1496686935424805,14009,3.424962043762207,106284,.204768180847168,212643,555883,-.3164730072021484,2890270,656314,-.7380084991455078,267438,56760,-.2315502166748047,377562,210093,.4168815612792969,26752324,-.0492782592773438,458415,4506,-1.267491340637207,27984,-.8859901428222656,568749,741320,.0840950012207031,5859,343467,.0692901611328125,43154,.8298549652099609,matched (3),3742120.8,.88604981,399831.28,840585.75
201202,902131,625,4766,3329864,02,1,0,0,0,0,0,0,0,0,0,0,418633,-.3310623168945313,238409,-.3502607345581055,25056400,62021,-2.120269775390625,157647,1.107135772705078,321315,-.1527233123779297,64,1531379,.4660062789916992,172352,-.0584983825683594,194057,3593546,-.8024692535400391,2727807,-.3391666412353516,663706,-.1945877075195313,84852,-.7244482040405273,283642,403088,517478,.5889902114868164,1515153,.2785606384277344,404132,.4796171188354492,148198,.7119464874267578,362955,-.16650390625,135000,6,-7.168965339660645,99392,.0362043380737305,5105440,-.0108375549316406,1165215,-.4032831192016602,154712,365789,.1870145797729492,4755774,-.1270360946655273,16488,34894,-.5165233612060547,870,-2.778961658477783,44478,-.871119499206543,127930,623168,.1142578125,2414114,583938,-.1168451309204102,163487,117506,.7276573181152344,321387,184197,-.1315441131591797,25648146,-.0421504974365234,230495,2803,-.4747195243835449,65554,.8512411117553711,895080,298488,-.9097023010253906,3147,292330,-.1612071990966797,22058,-.6710996627807617,matched (3),4169824,.88604981,503259.25,894421.19
201203,902131,626,4766,4914474,03,0,1,0,0,0,0,0,0,0,0,0,424140,.0130691528320313,284658,.1773004531860352,31361924,96420,.4412403106689453,11944,-2.580129623413086,414325,.2542285919189453,20400,1484452,-.031123161315918,214839,.2203502655029297,85417,1929720,-.62176513671875,3466609,.2396783828735352,843443,.2396526336669922,96007,.1235122680664063,348440,463084,173345,-1.093683242797852,1029163,-.3867702484130859,730656,.5922012329101563,185403,.2239828109741211,395529,.0859451293945313,258000,6526,6.991789817810059,84222,-.1656160354614258,9019443,.5690755844116211,1669317,.3595085144042969,308600,487935,.2881259918212891,8412812,.5703964233398438,55344,103516,1.087410926818848,806,-.0764093399047852,94671,.7554130554199219,150013,376070,-.5050411224365234,3025230,1153375,.6806535720825195,274193,119113,.0135831832885742,148340,185540,.0072641372680664,20230150,-.2372970581054688,164980,2961,.0548367500305176,128932,.6764106750488281,828970,467510,.4486904144287109,2878,374658,.2481298446655273,13980,-.4560470581054688,matched (3),5149360,.88604981,359246.66,822056.88
201204,902131,627,4766,3995477,04,0,0,1,0,0,0,0,0,0,0,0,274218,-.4361400604248047,278011,-.0236282348632813,23304816,17992,-1.678786277770996,59601,1.607443809509277,226941,-.6019611358642578,8847,1484358,-.0000629425048828,101100,-.7537784576416016,69983,1926697,-.0015678405761719,4175895,.186152458190918,812799,-.0370082855224609,110034,.1363677978515625,337816,515802,448748,.9511775970458984,1093552,.0606851577758789,581148,-.228938102722168,130776,-.3490457534790039,475985,.1851625442504883,116000,5841,-.1108922958374023,104454,.2152910232543945,6910248,-.2663764953613281,1107331,-.41046142578125,258246,477688,-.0212249755859375,6682334,-.2302885055541992,72163,122465,.1680994033813477,348,-.8398814201354981,27682,-1.229625701904297,213483,150428,-.916290283203125,4204967,807880,-.3560342788696289,136804,91581,-.2628488540649414,21135,122380,-.4161386489868164,19884202,-.0172500610351563,59253,1724,-.5408797264099121,83723,-.4317712783813477,744798,354046,-.2779932022094727,4554,258265,-.3720273971557617,58953,1.439112663269043,matched (3),3823997.5,.88604981,348592.69,817457.19
201205,902131,628,4766,4730186,05,0,0,0,1,0,0,0,0,0,0,0,362083,.2779502868652344,281936,.0140199661254883,30775916,64150,1.271296501159668,68972,.1460275650024414,275308,.1932010650634766,24301,1951077,.2733993530273438,165080,.4903202056884766,142039,3141910,.4890241622924805,3494633,-.1781005859375,1029568,.2364110946655273,101258,-.0831174850463867,365612,572974,530333,.1670436859130859,1236978,.1232404708862305,641583,.098933219909668,838629,1.858282089233398,420535,-.1238594055175781,115000,18157,1.134154319763184,113579,.0837516784667969,10269513,.3961734771728516,1751770,.458674430847168,327246,420131,-.1283903121948242,5418009,-.2097396850585938,29560,123768,.0105829238891602,1927,1.711517333984375,55924,.703211784362793,257551,510128,1.221177101135254,3092653,991734,.2050409317016602,388899,132733,.3711156845092773,86571,124744,.0191326141357422,21967780,.0996513366699219,148035,44573,3.252480983734131,62368,-.2944612503051758,787252,271579,-.2651739120483398,946,342093,.2810964584350586,19631,-1.099631309509277,matched (3),4519855,.88604981,316038.53,804114.25
201206,902131,629,4766,5559384,06,0,0,0,0,1,0,0,0,0,0,0,443464,.2027425765991211,304163,.0758838653564453,32767128,12501,-1.635415077209473,9889,-1.942276954650879,362158,.2741899490356445,36375,1984619,.0170450210571289,110874,-.398036003112793,124226,3518674,.1132535934448242,3447857,-.0134754180908203,1129538,.0926685333251953,227527,.8095970153808594,389058,483071,338834,-.4479942321777344,1715912,.3272733688354492,4417111,1.929303169250488,290281,-1.060918807983398,1133867,.9918622970581055,128000,5614,-1.173792839050293,125586,.1004924774169922,9503980,-.0774688720703125,1437029,-.1980495452880859,377573,492673,.1592788696289063,5445816,.0051193237304688,40932,205875,.5088605880737305,940,-.7178397178649902,82007,.3828105926513672,238373,527570,.0336198806762695,3088834,933760,-.0602350234985352,177217,77188,-.5420951843261719,167670,154195,.2119541168212891,23522712,.068389892578125,175945,9496,-1.546257972717285,108716,.5556869506835938,707230,361284,.2854108810424805,3457,398001,.151371955871582,58672,1.094853401184082,matched (3),4107981,.88604981,440264.5,860553.44
201207,902131,630,4766,3770857,07,0,0,0,0,0,1,0,0,0,0,0,372670,-.1739234924316406,282507,-.0738611221313477,36206968,1367455,4.694897651672363,29911,1.106802940368652,310778,-.1530017852783203,1220,672512,-1.082161903381348,99532,-.1079158782958984,7748,2813160,-.2237758636474609,3344589,-.0304088592529297,663860,-.5314922332763672,141158,-.4773883819580078,341188,658611,304109,-.1081247329711914,720678,-.8675079345703125,635525,-1.938790321350098,319789,.0968122482299805,282817,-1.388589859008789,198000,10475,.6237277984619141,89710,-.3364086151123047,8061177,-.1646509170532227,755098,-.6434850692749023,241838,336655,-.3807868957519531,6201700,.1299762725830078,19173,148597,-.3260316848754883,1054,.1144676208496094,64688,-.2372293472290039,195685,162996,-1.174555778503418,3687639,621125,-.4076871871948242,377543,56113,-.3188772201538086,118908,101146,-.4216527938842773,19168150,-.2047157287597656,126478,29250,1.125009536743164,43242,-.9219274520874023,680681,271384,-.2861299514770508,5356,240754,-.5026788711547852,40083,-.3810110092163086,matched (3),3307349,.88604981,395882.81,838714.81
201208,902131,631,4766,5944971,08,0,0,0,0,0,0,1,0,0,0,0,526167,.3449258804321289,325277,.1409740447998047,47793604,16442,-4.420867919921875,153615,1.636222839355469,278408,-.1099910736083984,14170,2191601,1.181366920471191,117230,.1636590957641602,219753,4767637,.5275421142578125,4794373,.3600988388061523,1228612,.6155691146850586,156631,.1040124893188477,383656,979830,518729,.5339956283569336,1344433,.62353515625,1776501,1.027949333190918,993696,1.133769989013672,312797,.1007547378540039,81000,16571,.4586629867553711,95331,.0607728958129883,10290896,.2442007064819336,1195167,.459193229675293,345568,429251,.2429828643798828,7078627,.1322565078735352,52227,160642,.0779409408569336,1663,.4560308456420898,59753,-.0793561935424805,376734,252613,.4381332397460938,2484291,839890,.3017387390136719,285640,123544,.7892303466796875,286075,187277,.616023063659668,22836744,.1751213073730469,171763,9934,-1.079916954040527,56308,.2640247344970703,984014,418633,.4334602355957031,5530,272490,.1238260269165039,53890,.2959928512573242,matched (3),5805394,.88604981,535104.38,912719.06
201209,902131,632,4766,4963278,09,0,0,0,0,0,0,0,1,0,0,0,321446,-.4927892684936523,99145,-1.188094139099121,41025816,8923,-.6112060546875,13795,-2.41014289855957,210204,-.2810096740722656,8468,1693459,-.2578582763671875,92028,-.2420454025268555,122423,4707675,-.0126562118530273,4744108,-.0105400085449219,1092919,-.1170330047607422,81763,-.6500682830810547,363976,517462,398177,-.2644844055175781,863604,-.4426126480102539,519879,-1.228804588317871,253139,-1.36749267578125,249787,-.2249460220336914,53000,3430,-1.575093269348145,75547,-.232600212097168,10252880,-.0037021636962891,1044061,-.1351680755615234,393833,427913,-.0031223297119141,7200515,.0170726776123047,42947,67432,-.8680591583251953,1312,-.2370705604553223,49097,-.1964216232299805,290049,173374,-.3764076232910156,2286953,537852,-.4456882476806641,198620,88565,-.3328609466552734,204680,119543,-.4489126205444336,21394294,-.06524658203125,158970,2000,-1.602815628051758,83433,.3932075500488281,597983,240969,-.5523262023925781,2649,268283,-.015559196472168,21805,-.9048051834106445,matched (3),4041462.3,.88604981,414325.28,847575.81
201210,902131,633,4766,4990423,10,0,0,0,0,0,0,0,0,1,0,0,223968,-.3613262176513672,2699,-3.603701591491699,63379912,233169,3.263131141662598,42011,1.113625526428223,390348,.6189603805541992,1190,1848393,.0875425338745117,107126,.1519136428833008,35426,7935459,.5221462249755859,4915628,.0355167388916016,1157311,.0572471618652344,118414,.3703622817993164,314866,651587,537465,.2999668121337891,1506761,.5566024780273438,617107,.1714468002319336,298135,.1636075973510742,265803,.0621471405029297,365000,4078,.1730461120605469,96721,.247075080871582,12187951,.1728897094726563,1748397,.5155820846557617,460866,585659,.3138179779052734,7589323,.0525894165039063,48889,114417,.5287303924560547,4065,1.130861282348633,54337,.1014080047607422,90753,109033,-.4638004302978516,2494517,859858,.4691839218139648,219753,52899,-.5153522491455078,264611,503560,1.438027381896973,24340248,.1290073394775391,371724,3692,.6130208969116211,26576,-1.144035339355469,708783,341451,.3485355377197266,1038,280057,.0429506301879883,30061,.3210887908935547,matched (3),6586416.5,.88604981,350870.66,818431.19
201211,902131,634,4766,5287813,11,0,0,0,0,0,0,0,0,0,1,0,264757,.1673088073730469,6540,.8850555419921875,64658456,43076,-1.688797950744629,20422,-.7213191986083984,167736,-.8446474075317383,17097,1552547,-.1744194030761719,101473,-.0542135238647461,5503,7460058,-.0617771148681641,3950344,-.2186174392700195,763740,-.4156274795532227,244143,.723567008972168,308347,482368,602707,.1145668029785156,1890809,.2270431518554688,459531,-.2948360443115234,264324,-.1203708648681641,344489,.2593069076538086,273000,10061,.9030599594116211,72350,-.2903146743774414,9212071,-.2799320220947266,1910322,.0885715484619141,351698,649892,.1040687561035156,5574549,-.3085308074951172,82829,100623,-.1284685134887695,1907,-.7568826675415039,91761,.523982048034668,275343,440270,1.395737648010254,2217544,986279,.1371726989746094,465245,24471,-.7708959579467773,396809,693353,.3198356628417969,28661896,.1634368896484375,324724,13991,1.332245826721191,129628,1.584659576416016,631510,215465,-.4604053497314453,29120,300098,.0691156387329102,11994,-.9188222885131836,matched (3),6263044,.88604981,494630.81,889594.88
201212,902131,635,4766,6999222,12,0,0,0,0,0,0,0,0,0,0,1,277934,.0485715866088867,74218,2.429069519042969,59504652,44292,.0278387069702148,57228,1.030430793762207,380018,.8178272247314453,9434,1220841,-.2403564453125,202056,.6887521743774414,5477,13734406,.6103410720825195,6045755,.4255542755126953,989089,.2585573196411133,144055,-.5275583267211914,254657,626441,287828,-.7390680313110352,1044569,-.5934009552001953,411244,-.1110200881958008,284217,.0725622177124023,360409,.0451765060424805,263000,4258,-.8598670959472656,120435,.5095949172973633,8724830,-.0543422698974609,2273605,.1740951538085938,647916,561748,-.1457529067993164,5770963,.0346279144287109,24758,139825,.3290109634399414,2263,.1711602210998535,60843,-.4108905792236328,129409,1076907,.8944597244262695,2651958,1151117,.1545486450195313,163899,162724,1.894567489624023,432570,510938,-.3052902221679688,30598840,.0653934478759766,400946,7034,-.6876583099365234,79504,-.488861083984375,1049068,337093,.4475603103637695,18274,231885,-.2578668594360352,12468,.0387592315673828,matched (3),6975699,.88604981,467437.97,874767.19
201301,902131,636,4766,8731794,01,0,0,0,0,0,0,0,0,0,0,0,286323,.0297365188598633,2366,-3.445805549621582,77011160,241238,1.694979667663574,16914,-1.218901634216309,707606,.621668815612793,16992,1569764,.2513847351074219,96628,-.7376766204833984,86369,7471713,-.6087808609008789,6314949,.0435628890991211,448079,-.7918148040771484,162761,.1220874786376953,316015,467721,400762,.3310050964355469,1315483,.2305994033813477,388621,-.0565824508666992,370288,.2645435333251953,318233,-.124455451965332,299000,24284,1.741018295288086,74318,-.482757568359375,8959906,.0265865325927734,724106,-1.144184112548828,702420,816813,.3743572235107422,8420725,.3778562545776367,46018,79073,-.5700206756591797,2804,.21435546875,144617,.8657922744750977,426338,696796,-.4353551864624023,1901625,878386,-.2704019546508789,257806,849,-5.255752086639404,655386,823989,.4779081344604492,23982820,-.2436256408691406,240739,2997,-.8531436920166016,65546,-.1930551528930664,376683,550662,.4907627105712891,3893,397912,.5399885177612305,27161,.7786169052124023,matched (3),8424580,.88604981,529328.19,909344.63
201302,902131,637,4766,5870294,02,1,0,0,0,0,0,0,0,0,0,0,499052,.5555896759033203,5718,.8824186325073242,46688728,568510,.8572349548339844,43797,.9514236450195313,425677,-.5082063674926758,5369,1551955,-.0114097595214844,35176,-1.010503768920898,63865,4206864,-.574406623840332,4334107,-.37640380859375,534007,.1754388809204102,165283,.015376091003418,345116,562953,360781,-.1050968170166016,1038405,-.2365179061889648,555167,.3566646575927734,442895,.179051399230957,309797,-.0268659591674805,271000,3939,-1.818891525268555,106408,.3589277267456055,10461113,.1549053192138672,662270,-.089263916015625,358759,626350,-.2655010223388672,6973171,-.1886253356933594,32883,67474,-.1586294174194336,570,-1.593165874481201,68575,-.7461614608764648,323913,1105484,.4615449905395508,1682264,800361,-.0930233001708984,142097,15207,2.885451793670654,352136,500896,-.4977579116821289,23724608,-.0108242034912109,480210,2734,-.0918464660644531,80922,.2107334136962891,640320,379198,-.3730630874633789,1670,338180,-.1626520156860352,29430,.0802326202392578,matched (3),5800408,.88604981,377499.16,830195.75
201303,902131,638,4766,5447259,03,0,1,0,0,0,0,0,0,0,0,0,475964,-.047368049621582,37229,1.873468399047852,33234396,157747,-1.282026290893555,4666,-2.239263534545898,416328,-.0222072601318359,19271,1216636,-.2434253692626953,175075,1.604849815368652,185855,3392395,-.2151813507080078,5655326,.2660818099975586,712175,.2879152297973633,141634,-.1544122695922852,316957,519573,513779,.3535223007202148,967687,-.0705318450927734,522333,-.0609636306762695,43059,-2.330761909484863,140727,-.7890958786010742,478000,3909,-.0076446533203125,131131,.2089157104492188,9656600,-.0800228118896484,1135863,.5394744873046875,433420,619731,-.0106239318847656,7054412,.0115833282470703,70988,147647,.7830820083618164,2774,1.582409381866455,57249,-.1805171966552734,154674,620729,-.577143669128418,3917886,849698,.0598182678222656,43124,20180,.2829360961914063,159333,219390,-.8255481719970703,20729592,-.1349506378173828,219014,2239,-.1997361183166504,62011,-.26617431640625,608279,335666,-.1219415664672852,10579,319301,-.0574445724487305,12938,-.8218460083007813,matched (3),4630642.5,.88604981,349173.06,817704.81
201304,902131,639,4766,4122133,04,0,0,1,0,0,0,0,0,0,0,0,408544,-.1527423858642578,4189,-2.184625625610352,56173984,13005,-2.495658874511719,33550,1.972735404968262,298579,-.3324394226074219,17790,1838268,.4127340316772461,65077,-.9896430969238281,27734,2711521,-.2240257263183594,5383361,-.0492849349975586,651768,-.0886354446411133,134203,-.0538930892944336,360531,639317,281052,-.6032533645629883,1060421,.0915126800537109,431390,-.1912927627563477,597986,2.630996704101563,270308,.652740478515625,246000,3696,-.0560302734375,106548,-.2076005935668945,10301108,.0646095275878906,612128,-.6182069778442383,195716,521127,-.1732921600341797,5789270,-.1976470947265625,25459,73959,-.6913127899169922,1123,-.9042868614196777,45746,-.2243061065673828,99287,421010,-.3882379531860352,2763832,693622,-.2029542922973633,143005,17731,-.1293773651123047,156093,156194,-.339752197265625,20206832,-.0255413055419922,104268,3949,.5674328804016113,120579,.6649942398071289,767974,449371,.2917318344116211,3152,297381,-.0711193084716797,7464,-.5500774383544922,matched (3),4823602,.88604981,347604.94,817036.44
201305,902131,640,4766,4695248,05,0,0,0,1,0,0,0,0,0,0,0,548238,.2941102981567383,55361,2.581413269042969,57970648,36772,1.039402961730957,43640,.2629365921020508,388974,.2644777297973633,24029,2152989,.1580333709716797,157164,.881718635559082,42870,3774155,.3306665420532227,5148459,-.0446147918701172,1035165,.4626274108886719,130695,-.0264873504638672,512607,705297,366137,.2644672393798828,1204905,.1277341842651367,582905,.3010120391845703,367389,-.4871463775634766,371356,.3175992965698242,361000,14728,1.382498741149902,67660,-.4541006088256836,12377264,.1836090087890625,1465102,.8727388381958008,310583,711777,.3117713928222656,7091132,.2028388977050781,73395,204224,1.015706062316895,716,-.4500784873962402,56214,.2060613632202148,477890,210399,-.6936511993408203,2900105,793415,.1344194412231445,179284,32299,.5997219085693359,72596,151435,-.0309419631958008,24361152,.1869697570800781,256441,9373,.8643712997436523,34900,-1.239818572998047,550655,504027,.114781379699707,36752,310728,.0439033508300781,149968,3.000330924987793,matched (3),5210555,.88604981,419456.09,850095.75
201306,902131,641,4766,3380360,06,0,0,0,0,1,0,0,0,0,0,0,450495,-.1963624954223633,3884,-2.657010078430176,41723192,65574,.5784425735473633,13081,-1.204813003540039,244563,-.4640388488769531,14040,1879931,-.1356220245361328,171323,.0862607955932617,28364,4113482,.0860929489135742,4761453,-.0781450271606445,869884,-.1739559173583984,98339,-.2844457626342773,310983,567718,345045,-.0593318939208984,1041300,-.145930290222168,253404,-.8330392837524414,241149,-.4210062026977539,390654,.0506610870361328,345000,5998,-.8983240127563477,46928,-.3658809661865234,10520997,-.1624870300292969,1403339,-.0430707931518555,354668,672718,-.0564384460449219,7457100,.0503215789794922,29243,230957,.1230144500732422,164,-1.473814010620117,75763,.2984437942504883,597095,138168,-.4205350875854492,2524591,800116,.0084104537963867,109538,23310,-.3261537551879883,120842,152267,.0054788589477539,23585784,-.0323467254638672,172781,3561,-.9677925109863281,92967,.9797573089599609,499160,447885,-.1180934906005859,11778,182946,-.5297269821166992,60669,-.9049892425537109,matched (3),3690639.8,.88604981,332998.03,810929.75
201307,902131,642,4766,4369432,07,0,0,0,0,0,1,0,0,0,0,0,285481,-.456171989440918,289144,4.310059547424316,57939536,203603,1.132992744445801,5161,-.9300308227539063,367608,.4075441360473633,22036,1233670,-.4212417602539063,75408,-.8206367492675781,398796,4546958,.100189208984375,5434760,.1322622299194336,653500,-.2860174179077148,186513,.640080451965332,355802,623875,598415,.5506095886230469,1318230,.2358198165893555,265483,.0465660095214844,608836,.9261341094970703,226678,-.5442924499511719,0,5486,-.0892267227172852,89585,.6465740203857422,12038533,.1347389221191406,973636,-.3655719757080078,488672,830175,.2103099822998047,7469583,.0016717910766602,62527,154377,-.4028339385986328,808,1.594695568084717,69638,-.0842990875244141,172441,300918,.7783679962158203,2990733,1064158,.285181999206543,234591,16974,-.31719970703125,163574,233033,.4255447387695313,21657996,-.0852699279785156,451842,4665,.2700471878051758,93090,.0013227462768555,624794,390768,-.1364221572875977,36297,212306,.1488380432128906,5415,-2.416259765625,matched (3),4453918,.88604981,402164.09,841697.88
201308,902131,643,4766,4912332,08,0,0,0,0,0,0,1,0,0,0,0,530081,.6188545227050781,6372,-3.815011978149414,50310520,79714,-.9377269744873047,13712,.9771413803100586,409026,.1067609786987305,13549,2506359,.7088375091552734,103814,.3196868896484375,629729,5271877,.1479272842407227,5512590,.0142192840576172,605730,-.0759077072143555,86087,-.7731428146362305,384885,690570,625625,.0444660186767578,1569724,.1746101379394531,100521,-.9711847305297852,609975,.0018692016601563,257480,.1274118423461914,349000,25656,1.542577743530273,75068,-.1767940521240234,9002954,-.2905597686767578,1362119,.335759162902832,779995,519170,-.4694051742553711,6281961,-.17315673828125,37814,129378,-.1766595840454102,1463,.5936822891235352,71146,.02142333984375,495562,423458,.3416156768798828,2679904,1202534,.1222476959228516,244483,37126,.7826347351074219,168910,229438,-.0155467987060547,25075854,.1465320587158203,274150,7197,.4335756301879883,74714,-.2198991775512695,546198,440596,.1200141906738281,51270,304617,.3610258102416992,53147,2.283888816833496,matched (3),5884183,.88604981,384386.97,833350.31
201309,902131,644,4766,4101619,09,0,0,0,0,0,0,0,1,0,0,0,353052,-.4064149856567383,2573,-.9068403244018555,43223092,37014,-.7671489715576172,5747,-.869593620300293,269370,-.4176921844482422,9516,1729511,-.3709926605224609,91242,-.1290855407714844,9604,5964847,.1234970092773438,5455652,-.0103816986083984,829348,.3142051696777344,40042,-.7654294967651367,266853,645398,311653,-.6968603134155273,973436,-.4778232574462891,239646,.8687963485717773,490918,-.2171411514282227,190075,-.303523063659668,258000,5670,-1.509588241577148,103447,.3206653594970703,9157374,.0170059204101563,2254710,.5039796829223633,452785,593572,.1339273452758789,9305932,.3929691314697266,53314,127069,-.0180082321166992,1391,-.0504660606384277,52674,-.3006114959716797,268156,205933,-.7209033966064453,2174621,602771,-.6906490325927734,334664,28841,-.2525196075439453,176397,191344,-.1815605163574219,23759640,-.0539169311523438,233346,7015,-.0256128311157227,84624,.1245498657226563,635440,668085,.4162864685058594,49962,206594,-.3882989883422852,19181,-1.019142150878906,matched (3),4468681,.88604981,442468.59,861683.13
