period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1365c757,growth1365c757,Y1430c818,Y1452c818,Y1456c191,growth1456c191,Y1811c792,growth1811c792,Y2212c792,growth2212c792,Y2220c498,Y2275c807,growth2275c807,Y2292c124,Y2426c807,growth2426c807,Y2558c440,growth2558c440,Y2570c484,growth2570c484,Y2631c440,growth2631c440,Y2690c688,growth2690c688,Y2716c372,growth2716c372,Y2876c246,growth2876c246,Y291c36,Y2922c757,growth2922c757,Y2932c826,growth2932c826,Y3088c620,growth3088c620,Y3089c428,growth3089c428,Y3304c705,growth3304c705,Y3316c348,growth3316c348,Y3397c826,growth3397c826,Y3434c586,growth3434c586,Y3687c818,Y3695c818,Y3750c818,Y3760c428,growth3760c428,Y4041c484,growth4041c484,Y4186c268,growth4186c268,Y4193c218,Y4241c554,Y425c826,growth425c826,Y4288c642,Y4339c268,growth4339c268,Y4387c792,growth4387c792,Y439c705,growth439c705,Y4417c124,growth4417c124,Y4463c792,growth4463c792,Y4474c620,growth4474c620,Y4760c792,growth4760c792,Y4774c440,Y4934c818,Y4959c705,growth4959c705,Y4984c600,growth4984c600,Y5039c792,growth5039c792,Y604c586,growth604c586,Y609c222,growth609c222,Y983c792,growth983c792,_merge,x,r2,s,sf
201109,902212,620,4771,5248170,09,0,0,0,0,0,0,0,1,0,0,0,80403,-1.252832412719727,1203844,40285,31006,-1.010656356811523,1119197,.4574136734008789,158850,-1.355036735534668,6405,35149,-.7795228958129883,5791,18230,-.9970645904541016,180027,-.0308856964111328,20934,-.4877462387084961,73605,-.0153284072875977,120554,-.4079008102416992,114591,.2964611053466797,125555,1.149204254150391,79158,3991718,-.3804168701171875,18329466,-.1480922698974609,826005,.1071481704711914,285018,-.3454561233520508,336799,.5248708724975586,231887,-.6019773483276367,548040,-.2610273361206055,5765972,.4560985565185547,33392,292448,366798,2784,-.3358054161071777,1833023,-.0255546569824219,24046,-.5516834259033203,1090002,267,901576,-.4431095123291016,61112,388447,-.4326591491699219,2070003,.2791147232055664,18898,-.4463510513305664,2202309,.4431753158569336,28625,-.4124393463134766,2291493,.0807199478149414,5088784,.1200151443481445,117354,3194395,826615,-.5368452072143555,2138,-2.729703426361084,154037,-2.108860015869141,23469,-1.411985397338867,402364,-.0641536712646484,401014,-.5190200805664063,matched (3),8482414,.88550168,1784919.4,2547998
201110,902212,621,4771,6187171,10,0,0,0,0,0,0,0,0,1,0,0,192729,.8742341995239258,871623,5233,51300,.503509521484375,807200,-.3267946243286133,482234,1.110468864440918,9861,125855,1.275533676147461,3477,163389,2.193065643310547,186784,.0368452072143555,35574,.5302400588989258,36871,-.6912879943847656,200529,.5088615417480469,47672,-.8770246505737305,90939,-.3225555419921875,309636,4085165,.0231409072875977,21175106,.144317626953125,1143997,.3256826400756836,364209,.2451753616333008,163773,-.7210044860839844,407795,.56451416015625,1244434,.8200874328613281,5934002,.0287256240844727,51893,503598,642619,12233,1.480248928070068,2055256,.1144332885742188,29232,.1952953338623047,1872996,24393,1203925,.2891979217529297,42773,730040,.6309423446655273,1989102,-.0398664474487305,22603,.1790266036987305,2296499,.0418796539306641,35039,.2021818161010742,2083500,-.0951547622680664,4083557,-.2200708389282227,61164,4070053,2084201,.9248018264770508,3873,.5941586494445801,573356,1.314313888549805,144926,1.82054328918457,374823,-.0709028244018555,355488,-.1205043792724609,matched (3),6412092,.88550168,1382810,2284408.3
201111,902212,622,4771,7500529,11,0,0,0,0,0,0,0,0,0,1,0,342802,.5758676528930664,523092,2662257,54820,.0663642883300781,1329946,.4993219375610352,571268,.169428825378418,12022,139060,.0997753143310547,20751,170980,.0454130172729492,191862,.0268239974975586,67847,.6456403732299805,123472,1.208589553833008,187927,-.0649051666259766,74965,.4526767730712891,134611,.3922004699707031,72299,5419578,.2826557159423828,19888062,-.0627079010009766,1014709,-.1199264526367188,290115,-.2274503707885742,155200,-.053767204284668,268355,-.4184541702270508,647917,-.6526737213134766,3434027,-.5469655990600586,222549,438899,717175,12353,.0097618103027344,2063347,.0039291381835938,19252,-.4176492691040039,1498408,225308,1254300,.0409908294677734,136279,979227,.2936639785766602,1893915,-.049036979675293,34076,.4105110168457031,2540058,.1008014678955078,11099,-1.149606704711914,1975150,-.0534048080444336,4382362,.0706195831298828,398732,2504315,1156313,-.5891494750976563,9382,.8847637176513672,621832,.0811634063720703,129835,-.109959602355957,435953,.1510801315307617,503669,.3484277725219727,matched (3),7316647,.88550168,1001649.8,2075971.9
201112,902212,623,4771,4245884,12,0,0,0,0,0,0,0,0,0,0,1,94101,-1.292784690856934,1054605,25241,40355,-.3063392639160156,784952,-.5272712707519531,873675,.4248504638671875,12130,43529,-1.161478042602539,15794,163027,-.0476312637329102,204129,.0619754791259766,53005,-.2468690872192383,91668,-.2978410720825195,111890,-.5185375213623047,74779,-.0024843215942383,38983,-1.239263534545898,278126,4841196,-.1128559112548828,19546972,-.0172996520996094,1019123,.0043401718139648,243666,-.1744785308837891,79065,-.6744441986083984,331584,.2115707397460938,262658,-.9029092788696289,3306238,-.0379219055175781,19402,329260,962745,3043,-1.401055335998535,1445675,-.3557529449462891,24838,.2547597885131836,1193463,88666,1140091,-.0954694747924805,62041,773064,-.2364015579223633,1862658,-.0166416168212891,9593,-1.267560005187988,2508957,-.0123205184936523,42937,1.352878570556641,1937093,-.0194559097290039,4269669,-.0260515213012695,19601,3577926,3550240,1.121779441833496,28679,1.117372512817383,797136,.2483549118041992,56174,-.8378095626831055,446856,.0247020721435547,202701,-.9101877212524414,matched (3),5570605,.88550168,1169864.6,2162161
201201,902212,624,4771,9649464,01,0,0,0,0,0,0,0,0,0,0,0,356431,1.331771850585938,1166253,34330,25843,-.4456758499145508,1118082,.3537473678588867,839186,-.0402765274047852,4680,78205,.5859060287475586,46074,54204,-1.101161003112793,128687,-.4613685607910156,7745,-1.923338890075684,47138,-.6650943756103516,155197,.327178955078125,81043,.0804433822631836,61363,.4536809921264648,388934,4840626,-.0001182556152344,19493806,-.0027236938476563,479413,-.7541351318359375,377275,.4371757507324219,112995,.3570728302001953,373587,.1192693710327148,264099,.0054712295532227,3981762,.1859130859375,204095,340634,833526,12261,1.393579483032227,3036481,.7421226501464844,38358,.4345884323120117,2108631,296858,669399,-.5324831008911133,64614,271136,-1.047740936279297,1252688,-.3967132568359375,16061,.5153598785400391,811882,-1.128267288208008,31520,-.3091115951538086,2063420,.063176155090332,4027854,-.0583028793334961,375996,3826658,2804935,-.2356357574462891,6252,-1.523263931274414,777799,-.0245571136474609,178195,1.154423713684082,342991,-.2645320892333984,359297,.5724172592163086,matched (3),7995871.5,.88550168,1184604.3,2170171.5
201202,902212,625,4771,7070722,02,1,0,0,0,0,0,0,0,0,0,0,101884,-1.252305030822754,1009104,2785,55812,.7699489593505859,835674,-.2911310195922852,372165,-.8130950927734375,12740,30372,-.9458122253417969,14910,84103,.4392881393432617,299344,.8442096710205078,3938,-.6763744354248047,29570,-.4663190841674805,191148,.2083520889282227,54996,-.3877191543579102,33536,-.60418701171875,407431,4811356,-.0060644149780273,18536100,-.0503749847412109,785922,.4942951202392578,287365,-.272221565246582,151376,.2924232482910156,161769,-.8369808197021484,536094,.7079858779907227,4400633,.1000242233276367,84386,191636,996984,33282,.9985933303833008,2158913,-.3410940170288086,36413,-.052037239074707,1141788,149801,1133467,.5266561508178711,126113,297398,.0924501419067383,1780625,.3516731262207031,6521,-.9013662338256836,800746,-.0138111114501953,21207,-.3962907791137695,1668011,-.2127323150634766,3651105,-.0982036590576172,78157,2415511,2592864,-.0786170959472656,15153,.8852968215942383,474277,-.4946765899658203,83199,-.7616424560546875,304010,-.1206436157226563,557233,.4388341903686523,matched (3),6540737.5,.88550168,1060324.4,2104909.8
201203,902212,626,4771,4926859,03,0,1,0,0,0,0,0,0,0,0,0,189823,.6222572326660156,999182,10695,48389,-.1427164077758789,933963,.1111984252929688,360854,-.0308637619018555,11837,23180,-.2702312469482422,1526,58912,-.3559980392456055,191809,-.4450931549072266,17238,1.476443290710449,28704,-.02972412109375,211578,.1015462875366211,65224,.1705665588378906,32316,-.0370569229125977,437407,4015248,-.1808805465698242,20804348,.1154403686523438,827588,.0516576766967773,263168,-.0879602432250977,220554,.3763761520385742,481784,1.091325759887695,327165,-.4938449859619141,1599186,-1.012253761291504,220014,384729,728432,8421,-1.374288558959961,1903152,-.126093864440918,8677,-1.434249877929688,732452,1882,760605,-.3989229202270508,104242,482722,.484370231628418,1622310,-.093113899230957,11453,.5632247924804688,753728,-.0605125427246094,102414,1.574691772460938,1938325,.1501922607421875,2678067,-.3099346160888672,166311,5429393,4920451,.6406373977661133,620,-3.196234226226807,846236,.5790071487426758,180332,.773564338684082,384768,.2355794906616211,1042360,.6262588500976563,matched (3),6936378,.88550168,1332302.8,2254193.3
201204,902212,627,4771,3425896,04,0,0,1,0,0,0,0,0,0,0,0,385106,.7074260711669922,1267680,27018,59986,.214838981628418,769998,-.193049430847168,314253,-.138275146484375,9199,62028,.9842958450317383,87565,20912,-1.035721778869629,265981,.3269252777099609,15649,-.0967092514038086,28547,-.0054845809936523,171907,-.2076406478881836,94364,.3693323135375977,21164,-.4232606887817383,384664,3967321,-.0120077133178711,19215236,-.0794582366943359,513280,-.4776935577392578,154153,-.5348472595214844,210593,-.0462150573730469,296119,-.4867343902587891,294169,-.1063108444213867,921789,-.550933837890625,58233,180017,536681,9198,.0882577896118164,1518881,-.2255373001098633,28063,1.173776626586914,1125029,10937,853937,.1157436370849609,69996,266237,-.5950546264648438,1723665,.0606021881103516,9967,-.138972282409668,651525,-.1457157135009766,24084,-1.447475433349609,1552978,-.2216501235961914,3666517,.3141469955444336,118579,3494639,1078905,-1.517453193664551,7899,2.544771671295166,70812,-2.480770111083984,108947,-.5039386749267578,242232,-.4627437591552734,527492,-.6811084747314453,matched (3),4545228.5,.88550168,1101519.3,2125959
201205,902212,628,4771,6196605,05,0,0,0,1,0,0,0,0,0,0,0,67738,-1.737871170043945,1654199,55450,127377,.7530403137207031,1216643,.457463264465332,449609,.358180046081543,11482,81103,.2681341171264648,44949,25129,.1836996078491211,165196,-.476292610168457,24397,.4440536499023438,71942,.9243087768554688,206878,.185175895690918,59528,-.4607133865356445,27445,.2598819732666016,662345,5769567,.3745059967041016,20205468,.0502510070800781,716688,.3338193893432617,305407,.6836996078491211,214190,.0169363021850586,360854,.1977119445800781,481601,.4929618835449219,1076674,.1553153991699219,101400,500339,999309,2290,-1.390434265136719,3373448,.7979612350463867,28075,.00042724609375,1847944,478902,797071,-.068913459777832,129253,462351,.5519380569458008,1831212,.0605249404907227,13326,.2904376983642578,707687,.0826864242553711,54847,.8229999542236328,1964238,.2349300384521484,4218790,.1403064727783203,126923,5052443,4605386,1.451279640197754,33181,1.43524169921875,438930,1.824311256408691,174571,.4714698791503906,363770,.4066257476806641,545690,.0339174270629883,matched (3),5757844.5,.88550168,1045648.9,2097555.3
201206,902212,629,4771,4002191,06,0,0,0,0,1,0,0,0,0,0,0,473262,1.944002151489258,1402952,132253,110105,-.145716667175293,652268,-.6233949661254883,425315,-.0555477142333984,4806,53869,-.4091653823852539,9229,52931,.7449665069580078,164669,-.0031948089599609,4742,-1.638001441955566,30505,-.8579702377319336,140017,-.3903656005859375,51988,-.1354331970214844,26092,-.0505552291870117,303628,4221360,-.3124399185180664,19726444,-.0239944458007813,719248,.003565788269043,201246,-.4171171188354492,571046,.9806060791015625,119886,-1.101931571960449,375295,-.2494039535522461,330710,-1.180390357971191,74794,390488,797045,20557,2.194649696350098,2177633,-.4376964569091797,7288,-1.348649978637695,1068543,9650,994768,.2215652465820313,86218,511868,.1017427444458008,1651206,-.1034717559814453,10068,-.2803554534912109,691922,-.0225286483764648,54483,-.0066585540771484,2466472,.2276840209960938,3867844,-.0868511199951172,52443,4311327,1088062,-1.442828178405762,7692,-1.461796760559082,2212619,1.617592811584473,109898,-.4627780914306641,289895,-.2270030975341797,539254,-.0118646621704102,matched (3),3347901,.88550168,928326,2041603.9
201207,902212,630,4771,2540580,07,0,0,0,0,0,1,0,0,0,0,0,315559,-.405303955078125,684818,52115,102790,-.0687465667724609,924972,.3493070602416992,703758,.5036039352416992,5573,74173,.3198451995849609,12932,49462,-.067784309387207,118396,-.3299026489257813,16757,1.262356758117676,70668,.8401031494140625,152454,.0850992202758789,94033,.5926322937011719,26079,-.0004987716674805,334870,4058337,-.0393838882446289,16340051,-.1883411407470703,540315,-.2860546112060547,327688,.4875345230102539,132636,-1.459861755371094,541282,1.50739860534668,1430198,1.337856292724609,196881,-.5186424255371094,11678,409164,726522,9583,-.7632112503051758,1613659,-.2997341156005859,20724,1.045063018798828,1836962,812,472413,-.7446556091308594,85991,387111,-.2793560028076172,852272,-.6613559722900391,5409,-.6212978363037109,394013,-.5630893707275391,41304,-.2769298553466797,2376680,-.037083625793457,3450544,-.1141653060913086,344178,5393527,812658,-.2918434143066406,1013,-2.027264595031738,1492741,-.3935632705688477,129326,.1627836227416992,361419,.2205190658569336,508711,-.0583066940307617,matched (3),3651983,.88550168,1082761,2116300.8
201208,902212,631,4771,7922310,08,0,0,0,0,0,0,1,0,0,0,0,94736,-1.203251838684082,1539380,48888,103088,.002894401550293,970001,.0475339889526367,267441,-.9675350189208984,5220,29302,-.9287443161010742,0,27102,-.6015968322753906,189596,.470860481262207,132318,2.066391944885254,43772,-.478999137878418,80732,-.6357278823852539,64403,-.3784856796264648,11706,-.8010282516479492,412094,3981531,-.0191068649291992,20502032,.2269058227539063,620208,.1379032135009766,327961,.0008325576782227,74086,-.5823812484741211,83551,-1.86848258972168,1969587,.3200111389160156,457116,.8423385620117188,99385,257467,820349,2621,-1.29643440246582,1680108,.0403537750244141,30226,.3774099349975586,2768604,77797,873791,.6149873733520508,131679,536107,.32562255859375,1299232,.4216232299804688,23703,1.477537155151367,1195857,1.110234260559082,39879,-.0351095199584961,2052393,-.146697998046875,3119760,-.1007757186889648,39745,6571250,1692728,.7337865829467773,25167,3.212617874145508,823535,-.5947628021240234,125829,-.0274124145507813,370715,.025395393371582,659382,.2594232559204102,matched (3),5540529.5,.88550168,963252.88,2057720.4
201209,902212,632,4771,5684512,09,0,0,0,0,0,0,0,1,0,0,0,35418,-.9838733673095703,1064188,6830,52410,-.6764850616455078,952437,-.0182733535766602,186480,-.3605756759643555,4839,72216,.9020061492919922,6921,9721,-1.02531909942627,146070,-.2608098983764648,11375,-2.453789710998535,20223,-.7721738815307617,95511,.1681070327758789,46998,-.3150548934936523,36963,1.149815559387207,232854,4221510,.0585260391235352,18064922,-.1265525817871094,644963,.0391378402709961,396709,.1903076171875,134947,.5996551513671875,240692,1.058060646057129,1409224,-.3347854614257813,655020,.3597278594970703,131635,353716,674542,9241,1.26009464263916,1840486,.0911712646484375,10711,-1.037430763244629,1841519,7930,778121,-.1159591674804688,167137,312702,-.5390834808349609,1446942,.1076793670654297,22767,-.0402889251708984,1069065,-.1120786666870117,23581,-.5254087448120117,2021367,-.015233039855957,2737929,-.1305551528930664,409453,6050709,1812601,.0684213638305664,5625,-1.498312950134277,152370,-1.687294960021973,146134,.1496000289916992,315625,-.1608791351318359,580092,-.1281166076660156,matched (3),6153218,.88550168,776091.38,1977036.9
201210,902212,633,4771,2580677,10,0,0,0,0,0,0,0,0,1,0,0,409295,2.447216033935547,1220369,24450,44048,-.1738176345825195,571193,-.511296272277832,290860,.4445180892944336,10499,44687,-.4799795150756836,4376,57566,1.778643608093262,151773,.0383005142211914,12224,.0719833374023438,48356,.871769905090332,131761,.3217477798461914,37052,-.2377824783325195,131855,1.271785736083984,204871,4193839,-.0065755844116211,19280944,.0651454925537109,603225,-.0669031143188477,444494,.113734245300293,94459,-.3567161560058594,270521,.1168317794799805,4188567,1.089320182800293,235995,-1.020854949951172,74282,316767,554731,2520,-1.299391746520996,2992007,.4859151840209961,15596,.3757429122924805,811249,10344,1229009,.4570817947387695,106649,656519,.7417011260986328,1370985,-.0539236068725586,3458,-1.884621620178223,956423,-.1113386154174805,23992,.0172796249389648,1700662,-.1727561950683594,3317862,.1921195983886719,134158,3227854,1151565,-.4536409378051758,5845,.038365364074707,151052,-.0086870193481445,101610,-.3633823394775391,454357,.3643293380737305,315192,-.6100044250488281,matched (3),2784891.3,.88550168,1097270.5,2123760.8
201211,902212,634,4771,3614783,11,0,0,0,0,0,0,0,0,0,1,0,2333959,1.740884780883789,1404683,28962,18429,-.8713541030883789,811474,.3511247634887695,599117,.7226152420043945,6124,113457,.9317417144775391,12446,137104,.8678073883056641,153217,.0094690322875977,30564,.9164218902587891,57974,.1814041137695313,141412,.0706882476806641,58655,.4593505859375,43628,-1.106003761291504,212652,5653121,.2985906600952148,19292604,.0006046295166016,511645,-.1646585464477539,457184,.0281496047973633,246430,.9589118957519531,206313,-.2709560394287109,1083567,-1.352100372314453,247885,.0491542816162109,146139,409959,903373,1128,-.8038125038146973,2296669,-.2644844055175781,48511,1.134776115417481,1963499,9112,549212,-.8054790496826172,150244,767534,.1562309265136719,1831170,.2894258499145508,98844,3.352851867675781,1106293,.14556884765625,42521,.5722770690917969,1833686,.0753107070922852,3236608,-.0247955322265625,81955,4727237,2684879,.8465137481689453,16385,1.030779838562012,202008,.2906827926635742,158350,.4436655044555664,317816,-.3574113845825195,264638,-.1748189926147461,matched (3),6306684,.88550168,803716.44,1988043.5
201212,902212,635,4771,7633968,12,0,0,0,0,0,0,0,0,0,0,1,261749,-2.187934875488281,1144101,37604,19159,.0388469696044922,988334,.1971683502197266,761897,.2403545379638672,11205,100157,-.1246852874755859,1992,234532,.5368518829345703,192759,.2295856475830078,75379,.902705192565918,43413,-.2892351150512695,170664,.188018798828125,40572,-.3685951232910156,10212,-1.452136039733887,323154,5494464,-.0284662246704102,20900692,.0800609588623047,733217,.3598098754882813,272717,-.5166521072387695,177627,-.3273916244506836,320377,.4401044845581055,401655,-.9924201965332031,284178,.1366357803344727,115668,467055,738436,7288,1.865783214569092,3022867,.2747459411621094,39083,-.2161035537719727,7270843,25506,545170,-.0073871612548828,91402,1195529,.4431619644165039,2409450,.2744436264038086,42855,-.8357200622558594,1327057,.1819496154785156,59293,.332493782043457,1470099,-.2209987640380859,4349531,.2955427169799805,454304,5427027,1245078,-.768437385559082,17160,.0462150573730469,896033,1.489669799804688,92972,-.5325088500976563,321577,.0117645263671875,287219,.0818815231323242,matched (3),7764085,.88550168,883599.94,2021659.1
201301,902212,636,4771,4953998,01,0,0,0,0,0,0,0,0,0,0,0,55470,-1.551544189453125,1053883,112456,18183,-.0522851943969727,1040140,.0510902404785156,611215,-.220362663269043,5445,68825,-.3751716613769531,27195,95413,-.8993768692016602,162627,-.1699819564819336,20977,-1.279102325439453,57418,.2795982360839844,84177,-.7067747116088867,50893,.2266473770141602,45782,1.500328063964844,510551,4867772,-.1211051940917969,20445260,-.0220317840576172,527645,-.3290176391601563,287406,.0524616241455078,92581,-.6516017913818359,293230,-.0885410308837891,1015249,.9272956848144531,658476,.840327262878418,43168,349008,975751,7163,-.0173006057739258,1317004,-.8308467864990234,37933,-.0298652648925781,948267,0,319027,-.5358219146728516,80114,377386,-1.153076171875,1073313,-.8086481094360352,17795,-.8789052963256836,854257,-.4404869079589844,53469,-.1033897399902344,1728231,.161768913269043,2686486,-.4818344116210938,102718,4432196,1058133,-.1626920700073242,16311,-.0507411956787109,1414056,.4562406539916992,106467,.1355361938476563,345734,.0724325180053711,358208,.2208690643310547,matched (3),5770324,.88550168,782619.13,1979608.5
201302,902212,637,4771,4663739,02,1,0,0,0,0,0,0,0,0,0,0,567943,2.326178550720215,926555,44626,37764,.7308683395385742,809195,-.2510709762573242,304765,-.6959075927734375,4297,47998,-.360407829284668,52116,120510,.2335176467895508,125585,-.2584762573242188,10290,-.7122535705566406,52555,-.0884971618652344,60138,-.3362798690795898,31376,-.4836816787719727,10085,-1.512842178344727,400369,3592798,-.3037052154541016,18944704,-.0762271881103516,436789,-.1889734268188477,278040,-.0331306457519531,100173,.0788145065307617,212708,-.3210372924804688,382826,-.9753084182739258,247081,-.9802112579345703,33091,354740,632701,1137,-1.840535640716553,2180385,.5041418075561523,14812,-.9403839111328125,816114,24178,795370,.9135322570800781,168020,452311,.1811017990112305,1732775,.478973388671875,14510,-.2040796279907227,762074,-.1141881942749023,44978,-.1729278564453125,1669687,-.0344619750976563,2641197,-.0170011520385742,231778,6102692,949994,-.1078062057495117,16305,-.0003681182861328,257166,-1.704496383666992,106577,.001032829284668,325424,-.0605401992797852,466222,.2635478973388672,matched (3),7113388,.88550168,783182.88,1979831.4
201303,902212,638,4771,5660498,03,0,1,0,0,0,0,0,0,0,0,0,270427,-.7420186996459961,1541714,23783,25973,-.374298095703125,1354657,.515263557434082,316496,.0377693176269531,6826,50834,.0574064254760742,8755,86209,-.3349580764770508,173015,.3203954696655273,7487,-.3180046081542969,27001,-.6659860610961914,73668,.2029266357421875,28535,-.0949125289916992,27159,.9906597137451172,637468,3594578,.0004959106445313,21910106,.1454238891601563,614147,.3407840728759766,291339,.046722412109375,161301,.4763736724853516,84419,-.9241275787353516,1281375,1.208107948303223,912850,1.306855201721191,237541,1252452,992437,3173,1.026284694671631,2227981,.0215950012207031,7962,-.620758056640625,3491527,8404,740739,-.0711593627929688,273585,398786,-.1259450912475586,1379684,-.2278690338134766,66734,1.525876998901367,4855179,1.851757049560547,107923,.875244140625,2095841,.2273187637329102,5010391,.6402816772460938,170599,4084713,1327426,.3345413208007813,3729,-1.475332260131836,626532,.8904781341552734,107409,.0077762603759766,331163,.017481803894043,939133,.7002954483032227,matched (3),5854260,.88550168,1330029.9,2252850.8
201304,902212,639,4771,5377765,04,0,0,1,0,0,0,0,0,0,0,0,34738,-2.052167892456055,1193161,17789,16943,-.4272031784057617,1179491,-.1384649276733398,245319,-.2547512054443359,3168,25823,-.6773004531860352,37804,51432,-.5165138244628906,171448,-.0090980529785156,23015,1.122978210449219,27462,.0169286727905273,11709,-1.839210510253906,47154,.5022878646850586,12596,-.7683296203613281,438389,3851796,.0691127777099609,22880968,.0433578491210938,453424,-.3034067153930664,242725,-.1825590133666992,61361,-.9664983749389648,70142,-.1852703094482422,933074,-.317204475402832,357812,-.9365644454956055,78233,174956,638174,381,-2.119633674621582,1603108,-.3291521072387695,10440,.2709646224975586,1572037,27807,522381,-.3492507934570313,154965,572392,.3613996505737305,1194914,-.1437807083129883,64763,-.0299806594848633,779220,-1.829507827758789,38930,-1.0196533203125,1771468,-.1681461334228516,3000693,-.5126714706420898,173118,3074699,380611,-1.249218940734863,455,-2.103597640991211,450087,-.3307590484619141,160027,.3986988067626953,342892,.0348043441772461,422079,-.7997646331787109,matched (3),4353141.5,.88550168,1420563.6,2307457
201305,902212,640,4771,8829561,05,0,0,0,1,0,0,0,0,0,0,0,308324,2.183317184448242,1850079,41249,23852,.3420133590698242,1411021,.1792306900024414,191498,-.2476816177368164,6710,47461,.6086435317993164,30273,134319,.9599571228027344,252706,.3879470825195313,7280,-1.151015281677246,38088,.3270959854125977,131325,2.417317390441895,42539,-.1029977798461914,13065,.0365581512451172,489199,5358791,.3301992416381836,25119768,.0933494567871094,539995,.1747322082519531,365237,.4086179733276367,176356,1.055730819702148,190926,1.001363754272461,839891,-.1052122116088867,419896,.1599998474121094,48597,255840,768836,17129,3.805728912353516,2926143,.601740837097168,14253,.3113231658935547,1749940,6833,625596,.1803073883056641,158295,780530,.3101482391357422,1747852,.3803138732910156,52535,-.209254264831543,625310,-.2200460433959961,35326,-.0971450805664063,2040239,.1412582397460938,3006436,.0019121170043945,173771,2543591,441466,.1483230590820313,7013,2.735223770141602,483755,.0721378326416016,167054,.0429744720458984,309616,-.1020822525024414,459672,.0853204727172852,matched (3),5217973.5,.88550168,916711.25,2036348.9
201306,902212,641,4771,4822688,06,0,0,0,0,1,0,0,0,0,0,0,173363,-.5757637023925781,1527404,46336,43015,.5896806716918945,1099608,-.2493600845336914,562367,1.077277183532715,2176,35545,-.2891092300415039,29760,57937,-.8408613204956055,70604,-1.275140762329102,3284,-.7960691452026367,47394,.2185964584350586,14562,-2.199259757995606,25632,-.5065793991088867,7929,-.4994106292724609,332276,3969433,-.3001155853271484,20817148,-.1878776550292969,525739,-.0267553329467773,358594,-.0183553695678711,111806,-.4557399749755859,74053,-.9471054077148438,643542,-.2662849426269531,185370,-.8176536560058594,35171,285070,871637,6159,-1.022858619689941,1937388,-.4123439788818359,15493,.0834207534790039,1398383,13447,572662,-.088409423828125,947084,433361,-.5884017944335938,1271471,-.3182134628295898,9035,-1.760374069213867,951048,.4193172454833984,43752,.2139177322387695,1909081,-.0664453506469727,3008966,.0008411407470703,755101,3926951,441726,.0005893707275391,15338,.782567024230957,373378,-.2589864730834961,107383,-.4419155120849609,268862,-.1411352157592773,558754,.1951961517333984,matched (3),2813820.8,.88550168,821794.44,1995420.5
201307,902212,642,4771,6980650,07,0,0,0,0,0,1,0,0,0,0,0,283323,.4912004470825195,1867625,39585,175072,1.403648376464844,1780628,.4820127487182617,325550,-.5466384887695313,4708,75046,.7473020553588867,35352,67512,.152949333190918,272941,1.352169036865234,65236,2.988949775695801,43864,-.0774011611938477,56062,1.348042488098145,103817,1.398788452148438,17985,.8190116882324219,452617,4381655,.0988035202026367,23705850,.12994384765625,555143,.0544214248657227,331823,-.0775899887084961,117184,.0469799041748047,154089,.7327499389648438,1082995,.5204982757568359,369895,.6908655166625977,109960,179886,916974,6861,.1079387664794922,2935735,.4156169891357422,20972,.302800178527832,10053977,41060,910190,.4633579254150391,170419,345600,-.2262887954711914,1088281,-.1555747985839844,12034,.2866306304931641,764666,-.2181253433227539,56374,.2534704208374023,2208240,.145573616027832,3365923,.1121063232421875,210037,4107507,258133,-.5372152328491211,33354,.7768449783325195,545261,.3786725997924805,189227,.5665454864501953,322835,.1829433441162109,753171,.2985830307006836,matched (3),6922959,.88550168,1232683.6,2196785.3
201308,902212,643,4771,6012467,08,0,0,0,0,0,0,1,0,0,0,0,36122,-2.059685707092285,1419284,12314,103983,-.5209693908691406,1012704,-.5643424987792969,263098,-.2129898071289063,720,19150,-1.365798950195313,12885,31522,-.7616195678710938,170386,-.4711885452270508,35941,-.5961332321166992,25414,-.5457935333251953,39429,-.3519563674926758,64970,-.4687042236328125,102500,1.740324020385742,385326,3546872,-.2113609313964844,20278272,-.1561717987060547,516787,-.0715951919555664,336516,.0140447616577148,84412,-.3280353546142578,107214,-.3627033233642578,714424,-.4160089492797852,229515,-.4772510528564453,70698,179243,825272,519,-2.581704616546631,1086448,-.994044303894043,8960,-.8504180908203125,2422401,4494,618212,-.3868217468261719,191065,358692,.0371818542480469,755640,-.3647899627685547,22549,.6279544830322266,683826,-.1117353439331055,45088,-.2233915328979492,2041203,-.0786561965942383,2854333,-.1648645401000977,138422,5445454,388849,.4097156524658203,16131,-.7264347076416016,325087,-.5171718597412109,137269,-.3210048675537109,229680,-.3404541015625,288925,-.958125114440918,matched (3),5160044,.88550168,994813.81,2072682.3
