period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1200c300,growth1200c300,Y1469c203,Y1524c36,Y1616c826,growth1616c826,Y1738c807,growth1738c807,Y1740c703,growth1740c703,Y1889c826,growth1889c826,Y2085c826,growth2085c826,Y2114c372,growth2114c372,Y2117c792,growth2117c792,Y2229c792,growth2229c792,Y2548c705,growth2548c705,Y2633c484,growth2633c484,Y2635c233,Y2652c616,growth2652c616,Y2742c124,growth2742c124,Y2758c703,growth2758c703,Y2793c124,growth2793c124,Y2798c752,growth2798c752,Y2808c222,growth2808c222,Y2829c440,growth2829c440,Y2845c703,growth2845c703,Y2883c222,growth2883c222,Y2884c300,growth2884c300,Y2934c152,growth2934c152,Y3089c152,growth3089c152,Y3129c68,growth3129c68,Y3152c826,growth3152c826,Y3285c233,Y3704c372,growth3704c372,Y4093c484,growth4093c484,Y414c705,Y4198c616,growth4198c616,Y425c616,growth425c616,Y4347c688,growth4347c688,Y4358c826,growth4358c826,Y4382c484,growth4382c484,Y4482c428,growth4482c428,Y4488c300,growth4488c300,Y4522c372,growth4522c372,Y4631c484,growth4631c484,Y4710c428,Y474c442,Y4847c705,growth4847c705,Y4889c246,growth4889c246,Y4943c152,growth4943c152,Y4961c124,growth4961c124,Y4977c152,growth4977c152,Y5028c222,growth5028c222,Y912c152,growth912c152,_merge,x,r2,s,sf
201011,760719,610,3588,1597529,11,0,0,0,0,0,0,0,0,0,1,0,147363,.4342117309570313,51174,375515,5533176,.073084831237793,121762,.1163511276245117,174234,.117645263671875,248891,.1745615005493164,1759171,.1972646713256836,128495,.7077198028564453,141575,.7232112884521484,6167629,.2863130569458008,301771,.1732797622680664,996963,-.0443658828735352,174998,2240569,.8285188674926758,3424798,-.1152439117431641,97118,-.8521728515625,7009546,-.0769252777099609,1689565,-.1869564056396484,7478,-1.058363914489746,29094,-.0502395629882813,12452,-.5331096649169922,7740,.7879409790039063,236753,.0084457397460938,578151,-.0257806777954102,1676534,-.4826498031616211,169165,.2762689590454102,2147070,-.2337312698364258,454528,12763,-.5546674728393555,1034975,.5411872863769531,37436,20904304,.2119407653808594,77006,-.1439323425292969,7099,.5262985229492188,6763830,-.2480993270874023,2302321,.3914480209350586,2067528,-.2198677062988281,1560074,.1490573883056641,7603129,.0363359451293945,3193560,-.1301851272583008,47688,8342,12010,.4234437942504883,15333,-.6708564758300781,2743038,-.2014932632446289,4464790,-.4573278427124023,2181781,.1434497833251953,64936,-.8690032958984375,563512,.0739479064941406,matched (3),3240440.5,.88228881,191543.7,357540.13
201012,760719,611,3588,728439,12,0,0,0,0,0,0,0,0,0,0,1,76099,-.6608638763427734,5261,228738,7747521,.3366107940673828,18303,-1.895003318786621,172277,-.0112953186035156,270477,.0831718444824219,885428,-.6865262985229492,72913,-.5666227340698242,128537,-.0966129302978516,8995365,.3773956298828125,277715,-.083073616027832,720847,-.3242864608764648,162535,1657944,-.3011512756347656,3409916,-.0043544769287109,81677,-.1731538772583008,4285207,-.4921035766601563,898356,-.6316604614257813,5471,-.3125038146972656,16363,-.5755090713500977,5459,-.8246164321899414,22059,1.047319412231445,100143,-.8604183197021484,328883,-.5641336441040039,1831314,.0883054733276367,200189,.1683874130249023,686423,-1.140365600585938,311031,14839,.1507081985473633,445808,-.8422441482543945,2391,16208908,-.2543926239013672,112516,.3792123794555664,5529,-.2499465942382813,5697213,-.1716117858886719,2040293,-.1208248138427734,1846917,-.1128358840942383,946934,-.4992589950561523,7398927,-.0272245407104492,1957922,-.4892520904541016,857,1784,9206,-.2658834457397461,8235,-.6216144561767578,3086123,.1178493499755859,5056927,.124537467956543,2756888,.2339611053466797,65192,.0039339065551758,42674,-2.580598831176758,matched (3),2285668,.88228881,264093.06,401112.31
201101,760719,612,3588,1459394,01,0,0,0,0,0,0,0,0,0,0,0,50808,-.4039812088012695,10848,77786,5167722,-.4049406051635742,103319,1.730755805969238,210781,.2017154693603516,194998,-.3271980285644531,1526135,.5444221496582031,78696,.0763254165649414,142778,.1050739288330078,8072232,-.1082801818847656,252692,-.0944232940673828,1476929,.7172937393188477,320774,1077255,-.4311618804931641,5482761,.4749212265014648,84569,.034794807434082,5744063,.2929983139038086,933143,.0379924774169922,8839,.4797124862670898,26928,.4981441497802734,4649,-.1606130599975586,1621,-2.610677719116211,199852,.6909780502319336,140872,-.8478498458862305,1562709,-.1586132049560547,57917,-1.240250587463379,2009731,1.074262619018555,202564,16509,.1066474914550781,892708,.694371223449707,25176,17323624,.0665092468261719,147314,.2694711685180664,2289,-.881892204284668,6125966,.0725593566894531,1102619,-.6154050827026367,1970280,.0646581649780273,1015734,.0701379776000977,7272503,-.0172348022460938,881229,-.7983217239379883,7665,4716,18733,.7104310989379883,15979,.6628818511962891,5459462,.5704355239868164,4454631,-.1268148422241211,3883025,.3425121307373047,60259,-.0786848068237305,108417,.9323949813842773,matched (3),3180744.3,.88228881,297870.56,424114.16
201102,760719,613,3588,1947328,02,1,0,0,0,0,0,0,0,0,0,0,90452,.5767660140991211,11110,172257,4225374,-.201324462890625,72746,-.3508472442626953,159802,-.2768840789794922,533234,1.005971908569336,2947804,.6583223342895508,79288,.0074939727783203,57007,-.918116569519043,8175636,.0127286911010742,290627,.1398687362670898,917293,-.4762935638427734,257393,1965682,.6014232635498047,6451119,.1626443862915039,73855,-.1354637145996094,6804060,.1693525314331055,713693,-.2681055068969727,4683,-.6352348327636719,46217,.5401811599731445,11438,.9002885818481445,3568,.7889623641967773,220882,.1000509262084961,242309,.5423622131347656,2681754,.5400505065917969,49788,-.1512374877929688,2480220,.2103462219238281,311334,26886,.4876995086669922,727445,-.2047214508056641,25524,15061866,-.1399040222167969,262048,.5759611129760742,9226,1.39391040802002,4824593,-.2388095855712891,2677211,.8870878219604492,2205628,.1128358840942383,1919240,.636317253112793,6131176,-.1707143783569336,937026,.0613937377929688,10300,2348,6917,-.9963045120239258,28758,.5876407623291016,6370328,.1543006896972656,4570716,.0257253646850586,3523663,-.0971136093139648,76494,.238560676574707,147707,.3092451095581055,matched (3),2453713,.88228881,218250.72,372530.97
201103,760719,614,3588,1497558,03,0,1,0,0,0,0,0,0,0,0,0,54358,-.5092277526855469,8987,138274,2684976,-.4534358978271484,94909,.2659454345703125,85632,-.623875617980957,425820,-.2249441146850586,1038987,-1.042814254760742,123853,.4460086822509766,68778,.1877098083496094,5827513,-.3385677337646484,189987,-.4250850677490234,1325803,.3683462142944336,164768,1554770,-.2345123291015625,4170312,-.4362621307373047,20229,-1.294986724853516,4239061,-.4731779098510742,473026,-.4113025665283203,4103,-.1322212219238281,39419,-.1590995788574219,1064,-2.374905586242676,2865,-.2194371223449707,333946,.4133510589599609,133659,-.5949220657348633,1875751,-.3574619293212891,92733,.6219511032104492,2345154,-.0559959411621094,334814,13128,-.71685791015625,443889,-.4939632415771484,27491,14663065,-.0268344879150391,137833,-.6424846649169922,9113,-.0123233795166016,4905671,.0166654586791992,1350268,-.6844730377197266,1614960,-.311701774597168,828769,-.8397426605224609,4719119,-.2617635726928711,778212,-.1857118606567383,356,2884,9122,.2767066955566406,14405,-.691340446472168,3689900,-.5460519790649414,3841154,-.1738967895507813,2663653,-.2798023223876953,55350,-.3235359191894531,180661,.2013921737670898,matched (3),2279097.8,.88228881,215256.05,370784.47
201104,760719,615,3588,1814998,04,0,0,1,0,0,0,0,0,0,0,0,179442,1.194260597229004,27584,114839,2770730,.0314388275146484,88367,-.0714206695556641,182330,.7557582855224609,437422,.0268821716308594,1168976,.1178817749023438,102647,-.1877994537353516,65241,-.0527963638305664,1918068,-1.111271858215332,255450,.2960710525512695,751624,-.5675373077392578,345900,1603641,.030949592590332,5173143,.215489387512207,36625,.5936145782470703,4815354,.1274681091308594,514193,.0834484100341797,4035,-.0167112350463867,30058,-.2711191177368164,6167,1.757177352905273,4611,.4758763313293457,225079,-.3945283889770508,258504,.6596193313598633,2579293,.3185062408447266,88756,-.0438337326049805,2125324,-.0984268188476563,391710,51808,1.372797012329102,668662,.4097042083740234,34926,16873494,.140411376953125,351553,.9363174438476563,9179,.0072164535522461,5191287,.0565891265869141,2132427,.4569578170776367,1550104,-.0409879684448242,1089692,.2737083435058594,2059725,-.8290500640869141,1856911,.8696708679199219,31024,16421,9516,.0422849655151367,29462,.7155256271362305,4484645,.1950597763061523,5772025,.4072504043579102,3286560,.2101430892944336,79370,.3604440689086914,608413,1.214231491088867,matched (3),2310211,.88228881,216771.53,371666.31
201105,760719,616,3588,1708641,05,0,0,0,1,0,0,0,0,0,0,0,41364,-1.467441558837891,7317,50440,2726213,-.0161972045898438,23515,-1.323860168457031,238358,.2679557800292969,503023,.1397371292114258,1897685,.4845066070556641,137626,.2932443618774414,28240,-.8373479843139648,2503541,.2663869857788086,270109,.0557994842529297,1412476,.6308631896972656,241888,1619433,.0097990036010742,5835829,.1205358505249023,33588,-.0865621566772461,5726400,.1732769012451172,794561,.4351902008056641,2171,-.6198186874389648,27504,-.0887975692749023,4878,-.2344770431518555,24126,1.654845237731934,162014,-.3287687301635742,365783,.3471288681030273,1978977,-.2649354934692383,77466,-.136052131652832,2371927,.1097784042358398,405452,40933,-.2356081008911133,904388,.3019790649414063,58439,18043764,.0670566558837891,163029,-.7684326171875,4402,-.7348594665527344,5373307,.0344619750976563,2919423,.3141250610351563,1595195,.0286741256713867,1325426,.1958389282226563,4765402,.8388090133666992,1456783,-.2426843643188477,1814,8479,16688,.5617160797119141,35181,.1774053573608398,3546858,-.2345972061157227,5315014,-.0824880599975586,2989707,-.0946664810180664,45647,-.5531826019287109,853057,.3379726409912109,matched (3),1800275.5,.88228881,209292.61,367354.53
201106,760719,617,3588,2096064,06,0,0,0,0,1,0,0,0,0,0,0,74573,.5893678665161133,13741,168859,3319627,.1969385147094727,237370,2.311982154846191,93853,-.9320440292358398,598181,.1732578277587891,1720303,-.0981340408325195,86868,-.4601507186889648,53993,.6481142044067383,3941173,.4537725448608398,462212,.5371980667114258,1630437,.1435041427612305,130068,2338009,.3672237396240234,7282590,.2214698791503906,193245,1.749789237976074,6744440,.1636314392089844,1287539,.4826984405517578,13599,1.834808349609375,31547,.1371469497680664,15021,1.124713897705078,14848,-.4854249954223633,267027,.4996671676635742,408052,.1093549728393555,2247500,.1272382736206055,120171,.4390764236450195,2141191,-.1023406982421875,276681,4611,-2.183491706848145,798448,-.1245880126953125,26587,14620809,-.2103538513183594,327874,.6987018585205078,5193,.165252685546875,5217544,-.0294170379638672,3325099,.1301136016845703,1895174,.1723146438598633,2195364,.5046138763427734,5846629,.2044839859008789,3322764,.8245668411254883,7673,6806,10945,-.4218072891235352,27956,-.2298746109008789,4121054,.1500473022460938,9866493,.6186084747314453,3594440,.1842136383056641,78887,.5470790863037109,997413,.1563386917114258,matched (3),1890667.4,.88228881,269777.66,404877.69
201107,760719,618,3588,1836479,07,0,0,0,0,0,1,0,0,0,0,0,49867,-.4024190902709961,6091,133241,3589485,.0781564712524414,9353,-3.233922958374023,32180,-1.070384025573731,526688,-.1272850036621094,1347670,-.2441234588623047,84263,-.0304470062255859,74682,.3243846893310547,1985730,-.6854915618896484,283217,-.4898109436035156,1884762,.144953727722168,38128,1985199,-.1635808944702148,7675083,.0524930953979492,49353,-1.364959716796875,8688986,.2533378601074219,1355080,.0511283874511719,2805,-1.578592777252197,49329,.4470338821411133,6433,-.8480081558227539,11444,-.2603998184204102,258421,-.0327596664428711,58763,-1.937882423400879,1959230,-.1372671127319336,41219,-1.070015907287598,1910249,-.1141290664672852,159842,5904,.2471847534179688,558738,-.356989860534668,2012,15131490,.034332275390625,235435,-.3311948776245117,10234,.6784038543701172,4544123,-.1381912231445313,2545516,-.2671661376953125,1668817,-.1271963119506836,1750792,-.2262792587280273,3665031,-.4670286178588867,2686525,-.2125492095947266,5383,7446,6808,-.4747848510742188,20497,-.3103532791137695,5605697,.3076744079589844,15485842,.4507827758789063,3152469,-.1312026977539063,40951,-.6556406021118164,326056,-1.118096351623535,matched (3),2897301.3,.88228881,195426.48,359635.19
201108,760719,619,3588,2121658,08,0,0,0,0,0,0,1,0,0,0,0,68689,.3202295303344727,2682,93238,4205384,.1583566665649414,66278,1.958160400390625,39070,.1940097808837891,509479,-.0332202911376953,1652391,.2038459777832031,85262,.0117864608764648,51662,-.3685159683227539,2095390,.0537528991699219,348664,.2078952789306641,1966969,.0426921844482422,168602,2867750,.3678092956542969,6815181,-.1188268661499023,83534,.5262546539306641,9584287,.0980691909790039,2763581,.7126665115356445,9495,1.219361782073975,101343,.7199983596801758,40376,1.836793899536133,8321,-.3186826705932617,182701,-.3467388153076172,308281,1.657499313354492,2429210,.2150144577026367,161728,1.367016792297363,3220029,.5221567153930664,361745,10080,.5349235534667969,1237327,.7950286865234375,52959,17618798,.1521873474121094,263257,.1116962432861328,3570,-1.053150177001953,5725758,.23114013671875,2182416,-.153900146484375,1585931,-.0509433746337891,1801782,.0287075042724609,8202933,.8056545257568359,3384867,.2310667037963867,179,4102,17904,.9669256210327148,25330,.2117109298706055,6495752,.147364616394043,18644850,.1856441497802734,3764312,.1773796081542969,45630,.108189582824707,698822,.7623271942138672,matched (3),3638696.8,.88228881,234674.48,382384.72
201109,760719,620,3588,3309857,09,0,0,0,0,0,0,0,1,0,0,0,93953,.3132057189941406,5274,125187,5923050,.3424863815307617,72969,.0961771011352539,22630,-.5460786819458008,402298,-.2361955642700195,1789979,.0799808502197266,85565,.0035476684570313,68455,.2814540863037109,3257365,.4411792755126953,384913,.0989093780517578,1642351,-.1803646087646484,262718,3292805,.1382122039794922,5926472,-.1397237777709961,176355,.7472457885742188,9217302,-.0390434265136719,3102037,.1155319213867188,2887,-1.190547466278076,54636,-.6178178787231445,14230,-1.042882919311523,10247,.2082023620605469,109940,-.5079164505004883,500175,.4839458465576172,2533610,.042078971862793,147270,-.0936489105224609,2158644,-.3999099731445313,248493,13254,.2737464904785156,774045,-.4690790176391602,39535,16609779,-.0589752197265625,308692,.1592130661010742,7641,.7609634399414063,8427487,.3865232467651367,2934613,.296142578125,1920506,.1914176940917969,1444556,-.2209739685058594,7949328,-.0314044952392578,3679892,.0835685729980469,6676,4372,3788,-1.55318546295166,5384,-1.548558235168457,4773748,-.3080167770385742,15038723,-.2149429321289063,2509363,-.4055366516113281,161724,1.265325546264648,293325,-.8681144714355469,matched (3),3087945,.88228881,283300.69,414011.16
201110,760719,621,3588,4475001,10,0,0,0,0,0,0,0,0,1,0,0,73574,-.2445030212402344,11568,83659,7226606,.1989173889160156,21258,-1.233301162719727,266678,2.466765403747559,831638,.7262039184570313,1842656,.0290040969848633,99459,.1504688262939453,96510,.3434696197509766,4428634,.3071727752685547,395790,.0278663635253906,2091448,.2417278289794922,328492,2275837,-.3693923950195313,4283702,-.324610710144043,352696,.6931076049804688,8091205,-.1303043365478516,2606223,-.1741571426391602,4567,.4586386680603027,71124,.2637319564819336,21039,.3910255432128906,15014,.3819980621337891,248312,.8147516250610352,503673,.0069694519042969,2186112,-.1475200653076172,168416,.1341695785522461,2286211,.0574159622192383,413606,18093,.3112258911132813,793710,.0250883102416992,40081,17412972,.0472240447998047,230191,-.2934350967407227,2737,-1.026666641235352,8763597,.0391082763671875,3437863,.1582746505737305,1804123,-.0625143051147461,1235404,-.1564035415649414,8706646,.0909996032714844,2722037,-.3015031814575195,1417,6332,13433,1.265875816345215,29249,1.692414283752441,4595726,-.0380048751831055,11482562,-.2697982788085938,3160826,.230804443359375,66104,-.8946619033813477,389899,.2846059799194336,matched (3),4003925.8,.88228881,195116.48,359466.81
201111,760719,622,3588,3746068,11,0,0,0,0,0,0,0,0,0,1,0,26773,-1.010897636413574,10465,76060,5834332,-.2140092849731445,51386,.8826322555541992,95095,-1.031166076660156,308145,-.9928264617919922,3301497,.5831680297851563,130237,.2696104049682617,69334,-.3307113647460938,2372317,-.6242246627807617,298024,-.2837104797363281,1825998,-.1357307434082031,273140,2913964,.247166633605957,4116010,-.0399341583251953,149631,-.8574342727661133,7036680,-.1396408081054688,1658333,-.4520893096923828,4088,-.1108007431030273,29252,-.8884773254394531,32656,.4396505355834961,7798,-.655116081237793,492367,.6845378875732422,1636929,1.17864990234375,1627167,-.2952842712402344,146704,-.1380195617675781,2281207,-.0021915435791016,62561,27166,.4064407348632813,641075,-.2135715484619141,2061,20571102,.1666717529296875,200901,-.1360969543457031,10179,1.313464164733887,6942757,-.2329082489013672,3294084,-.0427217483520508,1270134,-.3509521484375,1243438,.0064821243286133,11045758,.2379608154296875,2195102,-.2151517868041992,324,1871,9332,-.3642644882202148,3294,-2.183742523193359,4002940,-.1380977630615234,6505117,-.5682401657104492,3711105,.160496711730957,63867,-.0344266891479492,458447,.161956787109375,matched (3),3504039.8,.88228881,203170.8,363901.53
201112,760719,623,3588,2585035,12,0,0,0,0,0,0,0,0,0,0,1,85874,1.165487289428711,8817,4729,3996311,-.3783884048461914,50384,-.0196924209594727,30338,-1.142475128173828,317754,.0307073593139648,2047453,-.4777793884277344,132097,.0141811370849609,71047,.0244064331054688,2158240,-.094573974609375,233723,-.243037223815918,1980116,.081028938293457,190502,1850916,-.4538335800170898,3910543,-.0512075424194336,110058,-.3071651458740234,6673258,-.0530290603637695,931913,-.5763282775878906,3375,-.1916608810424805,38774,.2818021774291992,14734,-.7958707809448242,4755,-.4946699142456055,175623,-1.030884742736816,1003159,-.4896678924560547,1423473,-.1337404251098633,134110,-.089756965637207,1835415,-.2174339294433594,374033,17752,-.4254684448242188,672491,.0478420257568359,52532,19945340,-.0308914184570313,154289,-.2639846801757813,7799,-.2663307189941406,6769320,-.0252981185913086,1997508,-.5002279281616211,1121708,-.1242704391479492,779340,-.4671878814697266,7635330,-.3692607879638672,1464518,-.4047021865844727,7501,15788,15325,.4960355758666992,3941,.1793317794799805,2298912,-.5545930862426758,5381105,-.1896953582763672,3186742,-.1523313522338867,52694,-.1923007965087891,409135,-.1137990951538086,matched (3),2282760.3,.88228881,204318.16,364543.34
201201,760719,624,3588,1263969,01,0,0,0,0,0,0,0,0,0,0,0,34895,-.9005374908447266,3936,119146,3344353,-.1780977249145508,58503,.1494045257568359,88570,1.071392059326172,549714,.5481204986572266,1838670,-.1075544357299805,123294,-.068964958190918,40533,-.5612249374389648,2205541,.0216798782348633,227843,-.0254793167114258,1656899,-.1782073974609375,136677,2861780,.4357633590698242,7378245,.6348590850830078,100756,-.0883054733276367,7665509,.1386232376098633,728629,-.2460746765136719,3277,-.0294666290283203,25691,-.4116086959838867,6672,-.7922382354736328,3644,-.2661151885986328,70461,-.9132795333862305,555423,-.5911788940429688,1477395,.0371799468994141,81505,-.4979963302612305,610310,-1.101058959960938,142291,63382,1.272682189941406,831891,.212712287902832,2907,17880832,-.1092662811279297,115769,-.2872304916381836,3045,-.9404945373535156,5165208,-.2704553604125977,1703847,-.1590118408203125,1189646,.0588035583496094,1377557,.5696191787719727,1419862,-1.68222713470459,1462197,-.0015859603881836,486,1497,6150,-.9130334854125977,2942,-.2923450469970703,6547000,1.046570777893066,4994438,-.0745687484741211,3948323,.2142925262451172,24494,-.7660741806030273,216674,-.6356515884399414,matched (3),1392486.9,.88228881,194279.97,359013.44
201202,760719,625,3588,1399004,02,1,0,0,0,0,0,0,0,0,0,0,114348,1.186902046203613,22388,20490,3667097,.0921268463134766,21218,-1.014227867126465,33315,-.9777851104736328,342609,-.472808837890625,1455962,-.2333755493164063,273783,.7977638244628906,49869,.2072830200195313,2387387,.0792264938354492,231156,.0144357681274414,1736299,.0468082427978516,256268,2610575,-.0918741226196289,7354588,-.0032110214233398,48205,-.737238883972168,5736330,-.2899112701416016,972982,.2892007827758789,3783,.1435890197753906,64785,.9249334335327148,20263,1.11087703704834,2839878,6.658434867858887,242065,1.234146118164063,357252,-.441288948059082,1291176,-.1347265243530273,144131,.5700588226318359,1424122,.8473443984985352,363263,58428,-.0813846588134766,340365,-.8936824798583984,25752,17138080,-.0424270629882813,204967,.5712518692016602,3046,.0003280639648438,6765655,.2699136734008789,3011754,.5696344375610352,1396948,.1606340408325195,1051903,-.2697105407714844,3845039,.9962244033813477,833842,-.5616512298583984,7658,1957,5553,-.1021137237548828,25800,2.171284675598145,4933217,-.283015251159668,5216796,.0435581207275391,4234605,.0699987411499023,90592,1.307938575744629,481939,.7994241714477539,matched (3),1877442,.88228881,123835.01,326314.34
201203,760719,626,3588,1361725,03,0,1,0,0,0,0,0,0,0,0,0,68896,-.506648063659668,10323,11178,1693577,-.772557258605957,12819,-.5039215087890625,55387,.5083370208740234,64374,-1.671879768371582,796452,-.6032552719116211,256058,-.0669317245483398,116798,.8510465621948242,3772756,.457606315612793,317344,.3168935775756836,1560277,-.1068925857543945,102295,2588915,-.008331298828125,5419119,-.3053913116455078,68116,.3457489013671875,4851401,-.1675519943237305,397310,-.8956489562988281,1492,-.9303998947143555,34048,-.6433029174804688,8051,-.9230003356933594,2818249,-.0076456069946289,108222,-.8050212860107422,307952,-.1484975814819336,1027060,-.2288532257080078,118796,-.1933155059814453,1292790,-.0967531204223633,217236,33549,-.5547885894775391,310183,-.0928564071655273,2194,13989781,-.2029743194580078,41789,-1.590215682983398,4258,.3349704742431641,4229913,-.4696769714355469,3526777,.1578617095947266,1394352,-.0018596649169922,755757,-.3306369781494141,4472321,.1511240005493164,636613,-.2698822021484375,5807,937,3392,-.4929180145263672,7973,-1.174313545227051,2984223,-.5026521682739258,5390616,.03277587890625,2073653,-.7139778137207031,23394,-1.353886604309082,191508,-.9228887557983398,matched (3),1691057,.88228881,193917.08,358817.22
201204,760719,627,3588,1728053,04,0,0,1,0,0,0,0,0,0,0,0,51911,-.2830667495727539,34603,75796,2711642,.4707107543945313,39131,1.115985870361328,66464,.1823158264160156,264630,1.413622856140137,1322558,.5071563720703125,177466,-.3666248321533203,97249,-.183171272277832,2599630,-.3724365234375,163006,-.6661996841430664,1573785,.0086202621459961,128290,1786932,-.3707389831542969,5645548,.0409345626831055,18968,-1.278458595275879,6173945,.2410707473754883,507277,.2443399429321289,89,-2.819236278533936,30195,-.1200952529907227,4650,-.5489292144775391,2679362,-.050537109375,275349,.9338550567626953,309153,.0038928985595703,1349257,.2728538513183594,87013,-.3113498687744141,1181357,-.0901393890380859,247669,27582,-.1958436965942383,813358,.9640092849731445,69398,17025376,.1963768005371094,115570,1.017243385314941,5904,.3268299102783203,5335053,.23211669921875,3541909,.0042810440063477,1519979,.0862665176391602,1029387,.3089990615844727,5127815,.1367721557617188,1991584,1.140523910522461,41500,1908,1422,-.8693556785583496,27969,1.255036354064941,5423307,.5973663330078125,4873150,-.1009187698364258,3543265,.535736083984375,60394,.9484100341796875,398538,.7328739166259766,matched (3),1509901.6,.88228881,190309.8,356880.63
201205,760719,628,3588,1865883,05,0,0,0,1,0,0,0,0,0,0,0,201567,1.356590270996094,132187,127321,2816875,.0380744934082031,129371,1.195769309997559,152156,.8282461166381836,405127,.425868034362793,1766238,.2892837524414063,245106,.322911262512207,60388,-.4764842987060547,2644096,.0169601440429688,261457,.4724826812744141,1718175,.0877790451049805,196477,2569091,.3630523681640625,5692671,.0083122253417969,61542,1.176966667175293,8206306,.2845640182495117,599881,.1676740646362305,2199,3.2071213722229,47270,.4481992721557617,9749,.7402982711791992,2701251,.0081357955932617,157215,-.5604257583618164,406419,.2735481262207031,1611100,.177363395690918,90351,.0376443862915039,1223788,.0352878570556641,255563,43526,.4561958312988281,1123725,.3232326507568359,1111,17330256,.0177497863769531,101559,-.1292362213134766,13149,.8007164001464844,6277447,.1626653671264648,2529840,-.3365097045898438,1588502,.0440950393676758,692780,-.3960056304931641,6209279,.1913652420043945,3108364,.4451656341552734,6432,6701,4504,1.152902126312256,51693,.6142253875732422,4939239,-.0934944152832031,6845837,.339900016784668,3204508,-.100489616394043,95042,.4534292221069336,477707,.1811943054199219,matched (3),1961264.4,.88228881,168396.67,345692.63
201206,760719,629,3588,1689044,06,0,0,0,0,1,0,0,0,0,0,0,50993,-1.374433517456055,19616,118571,2202466,-.2460508346557617,22823,-1.734914779663086,47997,-1.153768539428711,135565,-1.094749450683594,2059123,.1534280776977539,131819,-.6202602386474609,31794,-.6415128707885742,1612883,-.4943056106567383,323136,.2118034362792969,1665832,-.0309381484985352,169990,2112805,-.1955356597900391,5560975,-.0234060287475586,7212,-2.143973350524902,6978625,-.1620502471923828,677419,.1215591430664063,260,-2.13507604598999,27785,-.5313796997070313,2322,-1.434736251831055,2236996,-.1885805130004883,244445,.4413766860961914,253879,-.4705266952514648,1853703,.1402673721313477,51715,-.5579538345336914,1224221,.0003538131713867,227510,2010,-3.07522439956665,392099,-1.052889823913574,86371,11183987,-.4379711151123047,74602,-.3084726333618164,2806,-1.544586181640625,4142972,-.4155502319335938,1803925,-.338191032409668,1270594,-.2233066558837891,1552285,.8067703247070313,5534224,-.1150941848754883,2942880,-.0547075271606445,138367,6676,5038,.1120424270629883,54463,.0521993637084961,5043636,.0209159851074219,10951585,.4698429107666016,3049541,-.0495672225952148,52155,-.6000986099243164,385516,-.2144145965576172,matched (3),2000798.4,.88228881,172078.7,347501.13
201207,760719,630,3588,1964081,07,0,0,0,0,0,1,0,0,0,0,0,35280,-.3683719635009766,60081,154504,979170,-.8106279373168945,45722,.6948108673095703,62989,.2718219757080078,302049,.8011379241943359,1426376,-.3671426773071289,183677,.3317489624023438,76152,.8734540939331055,1712213,.0597629547119141,180945,-.5798797607421875,1834767,.096592903137207,69491,2152872,.0187864303588867,7150255,.2513742446899414,57296,2.072484016418457,11119926,.465886116027832,1156489,.5348539352416992,4269,2.798452854156494,42480,.4245376586914063,19147,2.10971736907959,3170810,.3488531112670898,159176,-.4289798736572266,169095,-.406397819519043,2178947,.1616573333740234,34569,-.4027910232543945,1310498,.0681018829345703,197416,35169,2.862030506134033,682980,.5549516677856445,495,17020412,.4199295043945313,57420,-.261775016784668,5886,.7408170700073242,5089328,.2057323455810547,1551366,-.1508293151855469,1981117,.4441757202148438,1649520,.0607566833496094,3780105,-.3811988830566406,2476781,-.172429084777832,15931,2727,6317,.2262353897094727,10085,-1.686472892761231,5337920,.0567092895507813,27922560,.9359512329101563,3655324,.1811933517456055,86788,.5092477798461914,572254,.3950004577636719,matched (3),2227847.8,.88228881,197145.58,360572.22
201208,760719,631,3588,2005981,08,0,0,0,0,0,0,1,0,0,0,0,28061,-.2289352416992188,113745,109509,3235140,1.195122718811035,7689,-1.78278923034668,11027,-1.742613792419434,361227,.1789178848266602,1555792,.0868473052978516,189214,.0296993255615234,92200,.191227912902832,1736418,.0140380859375,235848,.2649946212768555,1542544,-.1734848022460938,210205,2220351,.0308618545532227,627793,-2.432692527770996,145736,.9335660934448242,618489,-2.889214515686035,2105743,.5992794036865234,3711,-.1400775909423828,62181,.3810157775878906,15979,-.1808710098266602,2908580,-.0863218307495117,157120,-.01300048828125,519259,1.121942520141602,2760321,.2365045547485352,87035,.9233531951904297,1674182,.2449178695678711,266178,36466,.0362148284912109,1060345,.4398832321166992,21987,14408084,-.1666240692138672,88867,.4367485046386719,22731,1.351152420043945,6288546,.2115840911865234,2207482,.3527164459228516,2267021,.1348056793212891,744992,-.7948665618896484,7246646,.6507863998413086,3457392,.3335552215576172,13545,3918,9114,.3665676116943359,23994,.8667545318603516,8280856,.4391098022460938,1023939,-3.305777549743652,4722485,.2561502456665039,54445,-.4662771224975586,805813,.3422679901123047,matched (3),2001062.4,.88228881,217038.52,371822.09
