period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1048c608,Y1080c484,growth1080c484,Y1157c757,growth1157c757,Y1426c752,growth1426c752,Y1427c152,growth1427c152,Y1487c246,growth1487c246,Y1601c705,Y1651c818,Y1712c152,Y1811c484,growth1811c484,Y1988c268,growth1988c268,Y2010c792,growth2010c792,Y2081c372,growth2081c372,Y2156c703,growth2156c703,Y2289c826,growth2289c826,Y2651c752,growth2651c752,Y2685c36,Y2691c124,growth2691c124,Y269c124,growth269c124,Y2899c818,Y2915c484,growth2915c484,Y3002c428,growth3002c428,Y3095c372,growth3095c372,Y3234c124,growth3234c124,Y3344c428,growth3344c428,Y3379c752,growth3379c752,Y3491c586,growth3491c586,Y3550c484,growth3550c484,Y3778c608,Y3832c600,Y3894c792,growth3894c792,Y4351c818,Y4408c428,growth4408c428,Y4589c32,Y4633c620,growth4633c620,Y4763c428,growth4763c428,Y4803c268,growth4803c268,Y4815c152,growth4815c152,Y4824c152,growth4824c152,Y4958c300,growth4958c300,Y4964c152,growth4964c152,Y4973c124,Y4973c428,growth4973c428,Y657c818,Y716c752,growth716c752,Y724c705,growth724c705,Y83c498,Y956c818,Y963c703,Y980c300,growth980c300,_merge,x,r2,s,sf
201308,293299,643,1288,16235885,08,0,0,0,0,0,0,1,0,0,0,0,149231,3173078,.3483772277832031,11159,-.5887222290039063,403403,.1833486557006836,118122,.5707635879516602,1465151,-.0449628829956055,7145,18907088,713031,2239259,-.0295343399047852,205914,2.344760894775391,371042,.1924171447753906,255959,-.1215858459472656,2908,.9268341064453125,438219,.6768436431884766,1828464,.4125127792358398,73666,433408,-.4915227890014648,651757,.2094230651855469,0,575137,.3754386901855469,88647,.7034091949462891,166233,.1249122619628906,657954,1.169589996337891,13915,.8423757553100586,528033,.3134355545043945,257480,.1274118423461914,774365,.1201906204223633,1381323,756873,3870838,.5506906509399414,400004,334138,.1914472579956055,5811668,356608,-.8123388290405273,183614,.1107034683227539,2240,.1489558219909668,165529,.7851734161376953,7564719,.5987157821655273,168149,.512476921081543,208872,.1996831893920898,278295,21520,-.163914680480957,1169046,1112952,.1019725799560547,47810,.7690362930297852,21597,351390,2811,2715667,.9905490875244141,matched (3),16295690,.92032504,1193490.9,2106112.8
201309,293299,644,1288,11549409,09,0,0,0,0,0,0,0,1,0,0,0,72907,1696279,-.6262655258178711,7576,-.3872613906860352,248897,-.4828968048095703,90142,-.2703313827514648,1157272,-.2358922958374023,2910,16650533,437860,1988387,-.1188211441040039,22755,-2.20267391204834,135562,-1.00688648223877,209223,-.2016162872314453,1419,-.7175130844116211,362436,-.1898708343505859,1968255,.0736703872680664,63431,272954,-.462376594543457,474894,-.3165807723999023,77857,397675,-.3689727783203125,811,-4.694149971008301,129194,-.2520751953125,1045162,.4627914428710938,4281,-1.178780555725098,249666,-.7490348815917969,190075,-.303523063659668,660316,-.1593246459960938,802006,101030,2089172,-.6167030334472656,317449,591476,.5710668563842773,7073317,878047,.9010629653930664,220624,.183624267578125,10420,1.537250995635986,131696,-.2286500930786133,5315770,-.3528165817260742,41579,-1.397255897521973,18372,-2.430892944335938,237432,47302,.7875699996948242,995213,1056812,-.0517587661743164,31028,-.4323444366455078,21289,227894,7105,1740232,-.4450197219848633,matched (3),9124431,.92032504,902731.25,1956071
201310,293299,645,1288,14633300,10,0,0,0,0,0,0,0,0,1,0,0,124383,6465185,1.337994575500488,72222,2.254759788513184,390115,.4494028091430664,13547,-1.895220756530762,1263442,.0877742767333984,5558,24854870,1029958,2030728,.0210704803466797,40419,.5745153427124023,344963,.9340076446533203,415607,.6863393783569336,1171,-.1920943260192871,383337,.0560665130615234,1986423,.0091886520385742,153235,384994,.3439245223999023,549087,.1451654434204102,82857,589429,.3935184478759766,4991,1.817123413085938,142526,.0982093811035156,552224,-.6379728317260742,6629,.4372673034667969,288651,.1450939178466797,291344,.4270858764648438,624955,-.0550384521484375,477028,758268,1267360,-.4998321533203125,367798,629161,.0617656707763672,6581021,648832,-.3025264739990234,321767,.3773679733276367,4469,-.846562385559082,954574,1.980768203735352,2928449,-.5962057113647461,259157,1.829838752746582,24921,.3048830032348633,322190,26010,-.5980720520019531,1329614,1206505,.1324710845947266,41633,.2940025329589844,22319,323368,10810,383508,-1.512413024902344,matched (3),16329873,.92032504,1019215.6,2012483.6
201311,293299,646,1288,11272680,11,0,0,0,0,0,0,0,0,0,1,0,123921,2944478,-.7864999771118164,56755,-.2410011291503906,130974,-1.091443061828613,3050,-1.491024017333984,1214145,-.039799690246582,7385,26642900,723937,2263780,.1086416244506836,53883,.2875146865844727,298058,-.146148681640625,324826,-.2464504241943359,2604,.7991905212402344,398184,.0380001068115234,1810389,-.0927944183349609,131897,492598,.2464656829833984,642051,.1564111709594727,100248,407225,-.3697881698608398,4019,-.2166032791137695,148531,.0412693023681641,505672,-.0880661010742188,51659,2.053210258483887,285043,-.012578010559082,292238,.0030641555786133,423968,-.3880214691162109,1933231,385186,4166280,1.19008731842041,329520,608746,-.0329856872558594,7952735,512780,-.2353267669677734,204532,-.4531040191650391,1538,-1.066681385040283,187022,-1.630038261413574,3366700,.139460563659668,76056,-1.225963592529297,72454,1.067240715026856,108752,26404,.0150346755981445,1032105,1547529,.2489309310913086,9641,-1.462867736816406,16462,279136,5114,903100,.8564729690551758,matched (3),10715043,.92032504,798612.63,1910254.5
201312,293299,647,1288,10827215,12,0,0,0,0,0,0,0,0,0,0,1,50306,2038784,-.3675775527954102,49373,-.1393394470214844,450576,1.235527992248535,19423,1.851316452026367,972923,-.2214908599853516,6267,15154087,797902,1708660,-.2813262939453125,55655,.0323572158813477,175027,-.5323476791381836,295954,-.0930852890014648,1110,-.8526883125305176,377347,-.0537490844726563,1541227,-.1609621047973633,43495,400090,-.2080039978027344,574497,-.1111726760864258,140655,293405,-.3278121948242188,3056,-.27392578125,226746,.4230365753173828,415152,-.1972427368164063,26467,-.6687660217285156,713641,.9177398681640625,394757,.3007011413574219,454169,.0688114166259766,1193004,63025,3276586,-.2402210235595703,412112,506081,-.1847047805786133,2893162,568250,.1027145385742188,195052,-.0474576950073242,118,-2.567553520202637,53099,-1.259068489074707,2821219,-.1767644882202148,127767,.51873779296875,9695,-2.01134204864502,400231,2583,-2.324563980102539,789428,1053026,-.3849906921386719,15095,.448338508605957,22796,79750,2713,199550,-1.509768486022949,matched (3),11507949,.92032504,1048154.8,2027293.4
201401,293299,648,1288,17254434,01,0,0,0,0,0,0,0,0,0,0,0,237119,2677698,.2726039886474609,23699,-.7339715957641602,467128,.036076545715332,58911,1.109569549560547,1159557,.1754884719848633,24878,15776536,1323791,2791574,.4908962249755859,45437,-.202845573425293,223673,.2452449798583984,325438,.0949678421020508,989,-.1154212951660156,980370,.9547653198242188,2039372,.2800626754760742,155001,735310,.6086025238037109,550157,-.0432910919189453,62539,464225,.4588155746459961,6295,.7226486206054688,299619,.2786808013916016,810521,.669032096862793,13768,-.6535511016845703,278705,-.9402256011962891,533873,.3018875122070313,662982,.3782777786254883,597532,133081,699355,-1.544399261474609,516164,905469,.581756591796875,4149909,843436,.3949222564697266,219135,.1164216995239258,630,1.675034999847412,174348,1.188895225524902,3032778,.0723104476928711,66474,-.6533966064453125,11555,.1755084991455078,505713,14926,1.754153251647949,941285,1077229,.0227231979370117,20052,.2839651107788086,16393,214632,7126,1022934,1.634365081787109,matched (3),17848498,.92032504,1047916,2027170
201402,293299,649,1288,9697943,02,1,0,0,0,0,0,0,0,0,0,0,24760,2395434,-.111393928527832,27298,.1413812637329102,270487,-.5463790893554688,33632,-.5605497360229492,1098282,-.054290771484375,28812,14242298,683934,2306919,-.1906929016113281,12881,-1.260573387145996,344988,.433323860168457,183372,-.5736551284790039,701,-.3441863059997559,161640,-1.802558898925781,1734532,-.1619043350219727,35132,380305,-.6593179702758789,495928,-.1037731170654297,206150,304541,-.4215631484985352,2015,-1.13913631439209,174192,-.542353630065918,348206,-.8448829650878906,13615,-.0111751556396484,142710,-.6693391799926758,389763,-.3146190643310547,890150,.294642448425293,894375,149143,763521,.0877828598022461,192325,395464,-.8283929824829102,5155800,1085303,.2521305084228516,158634,-.3230886459350586,478,-.2761092185974121,117221,-.3969926834106445,2512929,-.1880302429199219,159297,.8739595413208008,16970,.3843288421630859,442570,21684,.3734703063964844,1063992,1091799,.0134353637695313,37930,.6374139785766602,16912,81141,3081,241448,-1.44377613067627,matched (3),8726206,.92032504,887359.81,1949024.8
201403,293299,650,1288,9872663,03,0,1,0,0,0,0,0,0,0,0,0,68110,5413740,.8153762817382813,11010,-.9080095291137695,443195,.4937858581542969,24360,-.322535514831543,1310390,.1765775680541992,28234,13522022,802521,1852537,-.2193565368652344,5321,-.8840923309326172,372936,.0778970718383789,258381,.3429183959960938,759,.0794939994812012,224483,.3284282684326172,2025791,.1552228927612305,225349,402362,.0563783645629883,400321,-.2141647338867188,653263,588784,.6592531204223633,3817,.6388454437255859,279786,.4738674163818359,360966,.0359897613525391,35561,.9600772857666016,208893,.381007194519043,323540,-.1862154006958008,341191,-.9589471817016602,892127,367151,4045906,1.667519569396973,166551,616435,.4438924789428711,2550342,1372620,.2348623275756836,216731,.3120574951171875,4485,2.238883495330811,137237,.157649040222168,1833963,-.3149700164794922,77033,-.726536750793457,110263,1.871420860290527,617108,34389,.4611616134643555,1830488,1319765,.1896266937255859,18446,-.7208948135375977,16987,311891,10827,1487694,1.818328857421875,matched (3),11690444,.92032504,1161989.4,2088422.8
201404,293299,651,1288,22304914,04,0,0,1,0,0,0,0,0,0,0,0,120818,2931322,-.6134862899780273,23353,.7519207000732422,408739,-.0809335708618164,47889,.6759433746337891,1440015,.0943288803100586,37115,12440991,832042,2002476,.0778284072875977,3995,-.2866172790527344,420940,.1210842132568359,453155,.5617990493774414,1222,.4762420654296875,447112,.6890096664428711,2263280,.1108541488647461,244973,607602,.4121675491333008,580168,.3710517883300781,310232,375185,-.4506397247314453,15522,1.402793884277344,338070,.1892280578613281,682649,.6371965408325195,17165,-.7283773422241211,989201,1.555075645446777,549808,.5302457809448242,684464,.696192741394043,1635091,373361,2945664,-.3173713684082031,211835,1451484,.856389045715332,4594823,946666,-.3715305328369141,259693,.1808433532714844,2413,-.6198678016662598,146102,.0625953674316406,2409574,.2729711532592773,114774,.3987312316894531,69862,-.4563465118408203,366352,45825,.2870931625366211,1221713,1389224,.0512914657592773,38694,.7408361434936523,23981,318868,5535,240477,-1.822358131408691,matched (3),20361182,.92032504,988678.5,1997191.9
201405,293299,652,1288,11181813,05,0,0,0,1,0,0,0,0,0,0,0,156556,3358752,.1361150741577148,44423,.6430320739746094,274175,-.3993101119995117,153066,1.161983489990234,1126977,-.2451152801513672,5268,8555475,721190,2319655,.14703369140625,14788,1.308772087097168,335783,-.2260255813598633,214531,-.7477798461914063,1147,-.0633387565612793,348350,-.2496013641357422,1275682,-.573333740234375,356422,595100,-.0207901000976563,611278,.0522336959838867,77728,445392,.1715354919433594,2413,-1.861387729644775,315539,-.0689706802368164,624666,-.0887632369995117,24049,.3372211456298828,659966,-.4047098159790039,485626,-.1241302490234375,472565,-.3704605102539063,744550,309206,2240195,-.2737712860107422,181544,547061,-.9757814407348633,5332484,1266312,.2909183502197266,294418,.1255006790161133,968,-.9133939743041992,89402,-.4911623001098633,2411721,.0008907318115234,102661,-.1115331649780273,274774,1.369427680969238,328344,22103,-.7291164398193359,332103,1295298,-.0700044631958008,44498,.1397600173950195,18553,260036,5157,2080936,2.15794849395752,matched (3),12925172,.92032504,825701.13,1921736.8
201406,293299,653,1288,13512962,06,0,0,0,0,1,0,0,0,0,0,0,73883,3186038,-.052790641784668,7578,-1.768507957458496,182550,-.4067420959472656,48468,-1.149965286254883,1309245,.1499118804931641,9582,9064854,370813,3509508,.414057731628418,61286,1.421735763549805,322244,-.0411558151245117,193152,-.1049766540527344,915,-.2259812355041504,471680,.3030929565429688,1775270,.3304719924926758,231964,662941,.1079559326171875,540049,-.1238918304443359,66037,547192,.2058448791503906,1526,-.4582209587097168,152747,-.725499153137207,576669,-.0799484252929688,30439,.235630989074707,630778,-.0452337265014648,533364,.0937652587890625,743082,.4526309967041016,1440960,388143,1334420,-.5180654525756836,84538,603251,.097773551940918,4275654,872832,-.3721208572387695,277271,-.0600051879882813,3104,1.165215015411377,136168,.4207468032836914,2618628,.0823097229003906,141834,.3232250213623047,181921,-.4123764038085938,245472,50414,.8245553970336914,402186,1411963,.0862407684326172,20731,-.7638139724731445,18082,477847,5353,2096232,.0073232650756836,matched (3),14006397,.92032504,940446.38,1973760.3
201407,293299,654,1288,14926420,07,0,0,0,0,0,1,0,0,0,0,0,82070,4019070,.2322721481323242,36704,1.57763671875,150305,-.1943578720092773,33406,-.3721685409545898,1248389,-.0475969314575195,17410,11424387,466546,2510110,-.3351497650146484,99356,.4831581115722656,292852,-.09564208984375,248581,.2522907257080078,1336,.3785114288330078,332038,-.3510513305664063,1603351,-.1018571853637695,334250,614381,-.0760707855224609,937477,.5515327453613281,174629,514398,-.0618019104003906,17002,2.410680770874023,94822,-.4767818450927734,447200,-.2542629241943359,49289,.4819765090942383,154118,-1.409235954284668,516035,-.0330295562744141,562579,-.2782745361328125,826260,577897,1390400,.0410947799682617,275303,250546,-.8786916732788086,4816130,987915,.1238536834716797,243503,-.1298666000366211,2029,-.4251489639282227,136019,-.0010948181152344,3503512,.2911157608032227,102959,-.3203258514404297,49769,-1.296180725097656,352594,53438,.058253288269043,272207,1210065,-.1543073654174805,39528,.6453790664672852,24641,145752,11745,900492,-.8449554443359375,matched (3),15465888,.92032504,902935.63,1956165.4
201408,293299,655,1288,15580651,08,0,0,0,0,0,0,1,0,0,0,0,117955,3644134,-.0979318618774414,96473,.9663772583007813,203772,.3043355941772461,114538,1.232171058654785,1431877,.1371326446533203,0,22183380,490634,4651681,.6169023513793945,98112,-.0125999450683594,289834,-.0103588104248047,271363,.0876884460449219,106203,4.375672340393066,524412,.4570274353027344,1846263,.1410675048828125,188580,525261,-.1567192077636719,1144604,.1996212005615234,219020,536587,.0422306060791016,37759,.7978935241699219,94870,.0005064010620117,570503,.2435121536254883,28921,-.5331325531005859,598561,1.356809616088867,551226,.0659704208374023,571274,.0153369903564453,937302,164232,1578396,.1268167495727539,374462,281589,.1168060302734375,9863819,891706,-.1024608612060547,220926,-.0973014831542969,1698,-.1780920028686523,63873,-.7558975219726563,2712315,-.2559633255004883,154017,.4027318954467773,64590,.2606678009033203,68095,41423,-.2546854019165039,1074524,1266398,.0455026626586914,35732,-.1009626388549805,20063,203283,13277,2642873,1.076681137084961,matched (3),17092300,.92032504,914031.75,1961311.9
201409,293299,656,1288,9874759,09,0,0,0,0,0,0,0,1,0,0,0,137060,3159778,-.1426172256469727,30296,-1.158246994018555,97106,-.7411985397338867,81712,-.3377056121826172,1199794,-.1768360137939453,3393,16453457,349493,2858178,-.4870443344116211,53765,-.6014871597290039,158427,-.6040143966674805,237689,-.1324939727783203,1259,-4.43503475189209,471669,-.1059999465942383,1436938,-.2506484985351563,140761,396130,-.2821531295776367,846838,-.301304817199707,749567,372427,-.3651876449584961,3350,-2.422264099121094,252657,.9795246124267578,402836,-.3479881286621094,24463,-.1674060821533203,169654,-1.260766983032227,409791,-.2964973449707031,758817,.2838916778564453,531570,470955,1101256,-.3599576950073242,533362,675379,.8748254776000977,7809348,592237,-.4092292785644531,183223,-.1871232986450195,61,-3.326332569122315,16500,-1.353536605834961,2266472,-.1795787811279297,47387,-1.178715705871582,11969,-1.685739517211914,183938,6199,-1.899448394775391,1274921,1298717,.0251998901367188,23569,-.4161138534545898,16843,182504,12738,265392,-2.29841423034668,matched (3),11500767,.92032504,786088.56,1905052.6
201410,293299,657,1288,18117648,10,0,0,0,0,0,0,0,0,1,0,0,224251,2804486,-.1192808151245117,37915,.2243309020996094,104227,.0707674026489258,54946,-.3968496322631836,1216915,.0141687393188477,4641,10849998,958870,3631817,.2395486831665039,55594,.0334529876708984,282829,.5795488357543945,239020,.0055837631225586,921,-.3126130104064941,671370,.3530435562133789,1804715,.2278881072998047,184269,591709,.4012727737426758,658037,-.2522478103637695,775580,609809,.4931049346923828,1650,-.7081847190856934,152637,-.5039701461791992,318323,-.2354631423950195,45378,.6178655624389648,335873,.6829719543457031,446203,.0851268768310547,941428,.21563720703125,710355,198537,2446033,.7980165481567383,387452,204746,-1.193503379821777,4195909,864462,.3782005310058594,361265,.6789073944091797,3912,4.160930156707764,131372,2.074672698974609,2704679,.1767587661743164,62079,.2700605392456055,40774,1.225724220275879,171941,18605,1.099041938781738,661004,1301388,.0020551681518555,32681,.3268613815307617,21199,311191,35915,2306430,2.162248611450195,matched (3),14209324,.92032504,783640.63,1904043.8
201411,293299,658,1288,8466787,11,0,0,0,0,0,0,0,0,0,1,0,257828,2639607,-.0605907440185547,66367,.5598526000976563,144722,.3282442092895508,14454,-1.335379600524902,974923,-.2217159271240234,2669,16691148,763194,2335433,-.4415359497070313,46968,-.1686086654663086,162122,-.5564937591552734,279549,.1566305160522461,989,.0712342262268066,573514,-.1575384140014648,1097566,-.4973077774047852,416612,445099,-.2847185134887695,925213,.3407630920410156,330891,424145,-.3630704879760742,7506,1.514927387237549,41779,-1.295668601989746,303246,-.04852294921875,20484,-.7953834533691406,53056,-1.84538459777832,350222,-.2422075271606445,780947,-.1868906021118164,883255,395572,1822533,-.2942399978637695,205727,338632,.503143310546875,2885044,598488,-.3677005767822266,285473,-.2354640960693359,6647,.5301170349121094,79469,-.5026664733886719,1848615,-.3805465698242188,6247,-2.296306610107422,70634,.5494670867919922,166135,2590,-1.971772193908691,1679991,1287649,-.0106134414672852,30394,-.0725488662719727,14201,123580,14985,217192,-2.362674713134766,matched (3),11292709,.92032504,792108.13,1907544.4
201412,293299,659,1288,14534556,12,0,0,0,0,0,0,0,0,0,0,1,106551,2778494,.0512790679931641,67770,.0209197998046875,183292,.2362651824951172,73153,1.62158203125,1051134,.0752668380737305,26108,17350916,341364,2546463,.0865077972412109,70043,.3996419906616211,324570,.6941518783569336,264110,-.0568113327026367,1068,.0768489837646484,275334,-.7337970733642578,1507372,.3172731399536133,325960,628548,.3451156616210938,769015,-.1849136352539063,1137122,499816,.1641645431518555,4543,-.5021152496337891,238320,1.741220474243164,464718,.4268865585327148,23708,.1461677551269531,74077,.3337564468383789,741463,.7500581741333008,1041554,.2879619598388672,961720,479192,6480084,1.268506050109863,502603,710833,.7415237426757813,5712526,714277,.1768636703491211,465091,.4880857467651367,7399,.1071796417236328,84299,.0590028762817383,3452882,.6247730255126953,45500,1.985610961914063,58339,-.1912412643432617,205048,20346,2.061226844787598,1007021,1948557,.4142704010009766,24794,-.203643798828125,27478,115351,21249,1100669,1.622891426086426,matched (3),14847284,.92032504,989011.63,1997356.8
201501,293299,660,1288,11422740,01,0,0,0,0,0,0,0,0,0,0,0,101128,2686910,-.0335168838500977,38085,-.576298713684082,117328,-.4461069107055664,68650,-.063532829284668,1004608,-.0452718734741211,616,14214778,270999,2175878,-.1572723388671875,4984,-2.642875671386719,259339,-.2243642807006836,181859,-.3731346130371094,870,-.205049991607666,235017,-.1583271026611328,1063845,-.3484783172607422,74538,476576,-.2767848968505859,1190897,.4373512268066406,671749,318735,-.4498796463012695,4495,-.0106220245361328,234489,-.0162057876586914,301061,-.434117317199707,5303,-1.497539520263672,72173,-.0260391235351563,499552,-.3949136734008789,690524,-.4110183715820313,931602,527182,1082084,-1.789844512939453,100864,221115,-1.167754173278809,4071511,1010834,.3472604751586914,238509,-.6678266525268555,351,-3.048314094543457,59198,-.3534822463989258,2398287,-.3644542694091797,36604,-.217555046081543,14741,-1.375638008117676,310395,1310,-2.742857456207275,396566,759608,-.9420413970947266,25069,.0110301971435547,14661,120227,15569,186755,-1.773875236511231,matched (3),10485602,.92032504,743913.25,1888040.5
201502,293299,661,1288,11425118,02,1,0,0,0,0,0,0,0,0,0,0,240130,3089785,.13970947265625,45962,.1879940032958984,124974,.0631322860717773,60621,-.1243791580200195,877926,-.1347904205322266,7699,21292496,335246,2779104,.2446956634521484,22259,1.496513366699219,314809,.1938295364379883,251416,.3238773345947266,2949,1.220728397369385,284382,.1906604766845703,1366458,.2503318786621094,224974,371457,-.2491941452026367,1512079,.2387790679931641,1121934,313860,-.0154132843017578,4894,.0850448608398438,368967,.4532985687255859,468778,.4428157806396484,24597,1.53435230255127,14471,-1.606919288635254,509485,.019688606262207,1187388,.5420608520507813,1095723,535601,655220,-.501673698425293,473364,522284,.8595285415649414,5365483,1108394,.0921363830566406,229612,-.0380163192749023,623,.5737600326538086,14536,-1.404258728027344,2746403,.1355371475219727,77911,.7554101943969727,8869,-.5080699920654297,809756,50873,3.659305095672607,1598932,950876,.2245807647705078,28124,.1149921417236328,17098,206294,10591,936432,1.612278938293457,matched (3),10860923,.92032504,844895.5,1930061.8
201503,293299,662,1288,10817356,03,0,1,0,0,0,0,0,0,0,0,0,122372,2390623,-.2565479278564453,10233,-1.502197265625,110283,-.1250553131103516,60545,-.0012550354003906,988097,.1182184219360352,2336,22131712,135237,2959062,.062744140625,15217,-.3803329467773438,196722,-.4701747894287109,198033,-.2386751174926758,981,-1.100648880004883,254094,-.112614631652832,1234095,-.1018838882446289,116982,649514,.5587911605834961,1181315,-.2468576431274414,277953,289101,-.0821704864501953,4845,-.0100631713867188,327521,-.1191549301147461,421571,-.1061410903930664,4275,-1.74984073638916,217871,2.711756706237793,404823,-.229949951171875,520375,-.8249616622924805,877893,239364,1817198,1.02008056640625,422107,640829,.2045507431030273,4264111,1232078,.1057901382446289,252919,.0966787338256836,1690,.9979372024536133,234064,2.778965950012207,3084944,.116241455078125,89016,.1332483291625977,23398,.970088005065918,633521,927,-4.005134105682373,592892,1156393,.1956777572631836,30847,.0924158096313477,13741,110344,23372,319361,-1.075755119323731,matched (3),10462646,.92032504,873089.69,1942569.4
201504,293299,663,1288,11278345,04,0,0,1,0,0,0,0,0,0,0,0,204171,3175976,.2840614318847656,11835,.1454439163208008,76506,-.3656806945800781,43021,-.3416976928710938,1079171,.0881671905517578,43877,34481544,342508,2187784,-.3019828796386719,6498,-.8509187698364258,118313,-.5084571838378906,297070,.4055337905883789,1693,.545684814453125,430630,.5275449752807617,1149439,-.0710639953613281,250637,708563,.0870141983032227,834412,-.34765625,816341,340084,.1624164581298828,11456,.8605661392211914,403028,.207453727722168,619913,.3855915069580078,25476,1.784953117370606,1471527,1.910152435302734,402761,-.0051069259643555,509699,-.0207290649414063,906646,603395,2369459,.2653656005859375,230962,529355,-.1911029815673828,6256496,1373493,.1086549758911133,284852,.1189002990722656,1521,-.1053605079650879,444977,.6424283981323242,3651374,.1685695648193359,20894,-1.44935417175293,70048,1.096529960632324,717586,5147,1.714215755462647,1780733,795917,-.3735666275024414,20544,-.4064702987670898,21584,172234,26407,1748666,1.700286865234375,matched (3),10416346,.92032504,1000428.8,2003034.6
201505,293299,664,1288,11162091,05,0,0,0,1,0,0,0,0,0,0,0,220794,2474827,-.2494449615478516,31312,.9729404449462891,106763,.3332414627075195,26646,-.4790496826171875,694951,-.4401073455810547,2751,31465616,62552,1955597,-.1121940612792969,3436,-.6371870040893555,255053,.7681369781494141,252425,-.1628532409667969,1085,-.4449224472045898,348491,-.2116365432739258,1216453,.0566654205322266,190631,606516,-.1555080413818359,1289044,.4349288940429688,642309,377252,.1037206649780273,2179,-1.659647464752197,369054,-.0880632400512695,644508,.0389080047607422,47284,.6184349060058594,143190,-2.329883575439453,634837,.4550247192382813,445455,-.1347246170043945,799916,367159,1205171,-.6760396957397461,228089,397949,-.2853355407714844,5749088,811677,-.5260105133056641,350761,.2081356048583984,1829,.1844015121459961,120421,-1.307028770446777,2959337,-.2101383209228516,225105,2.377105712890625,184190,.9667873382568359,450738,13907,.9939785003662109,2037496,1026532,.2544469833374023,30967,.4103527069091797,18148,458946,6909,431750,-1.398761749267578,matched (3),10216683,.92032504,871271,1941752.6
201506,293299,665,1288,10537293,06,0,0,0,0,1,0,0,0,0,0,0,208828,2766147,.1112852096557617,42925,.3154525756835938,202786,.64154052734375,29967,.117457389831543,1292918,.6208162307739258,5531,29426494,166682,2417661,.2121047973632813,10499,1.116971969604492,238628,-.0665655136108398,320201,.2378349304199219,568,-.6472134590148926,373438,.0691394805908203,1406444,.1451253890991211,308792,818334,.2995395660400391,1920779,.3988304138183594,1342849,416559,.0991144180297852,6929,1.156849384307861,148916,-.9075603485107422,748241,.1492376327514648,35648,-.2824792861938477,336163,.853424072265625,723364,.1305446624755859,924466,.7301206588745117,1060109,364523,624071,-.6581125259399414,348414,534510,.2950267791748047,7920546,828077,.0200042724609375,317612,-.0992746353149414,1162,-.4536266326904297,100139,-.1844348907470703,2735102,-.07879638671875,27125,-2.116111755371094,133973,-.3183298110961914,448356,12637,-.0957632064819336,923156,1354205,.2770280838012695,39150,.2344779968261719,18697,216964,13653,3027738,1.947724342346191,matched (3),9055680,.92032504,1009626,2007644.1
201507,293299,666,1288,8809398,07,0,0,0,0,0,1,0,0,0,0,0,494590,3417716,.211517333984375,25425,-.5237216949462891,45569,-1.492923736572266,104122,1.245467185974121,977441,-.279719352722168,14104,34662080,197715,2126811,-.1281766891479492,12933,.2085027694702148,235554,-.012965202331543,229043,-.3350391387939453,1391,.8956565856933594,386647,.0347604751586914,1325964,-.058924674987793,76570,466428,-.5621662139892578,992855,-.6599016189575195,1133435,354495,-.1613340377807617,11162,.4767999649047852,100571,-.3925180435180664,740870,-.0099000930786133,21389,-.5108165740966797,150648,-.8026504516601563,602139,-.1834239959716797,654560,-.3452529907226563,1074956,291480,1570524,.9229001998901367,270001,538493,.0074234008789063,7227030,483623,-.5378007888793945,213881,-.3954105377197266,2370,.7127470970153809,135864,.3050947189331055,4363076,.4670085906982422,33008,.196293830871582,62298,-.7657089233398438,289558,10457,-.1893577575683594,2065638,1191716,-.1278200149536133,31610,-.2139263153076172,26885,108376,16538,1471296,-.7216720581054688,matched (3),8384745,.92032504,912008.38,1960369.8
201508,293299,667,1288,8125324,08,0,0,0,0,0,0,1,0,0,0,0,161328,2156620,-.4604301452636719,9020,-1.036288261413574,44239,-.0296211242675781,14866,-1.946487426757813,999752,.0225696563720703,4372,21480050,63226,1849822,-.1395339965820313,12577,-.0279130935668945,159833,-.3878107070922852,232112,.013310432434082,1157,-.1841926574707031,410570,.0600337982177734,849908,-.4447669982910156,194566,667807,.3588953018188477,495370,-.6952800750732422,946803,310826,-.1314601898193359,2316,-1.572673797607422,171275,.5324058532714844,302532,-.8956375122070313,11054,-.6600837707519531,187841,.2206506729125977,416030,-.3697309494018555,721845,.0978469848632813,551115,264662,820100,-.6497383117675781,133701,176053,-1.117988586425781,4529299,434110,-.1080074310302734,219943,.0279483795166016,806,-1.078561305999756,44592,-1.114099502563477,2969996,-.3846168518066406,34942,.0569400787353516,16543,-1.325965881347656,245303,2241,-1.54034948348999,967586,1104693,-.0758266448974609,25604,-.2107248306274414,21138,171434,7040,1999848,.3069276809692383,matched (3),9441019,.92032504,958891,1982614.9
