period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1048c608,Y1080c484,growth1080c484,Y1157c757,growth1157c757,Y1426c752,growth1426c752,Y1427c152,growth1427c152,Y1487c246,growth1487c246,Y1601c705,Y1651c818,Y1712c152,Y1811c484,growth1811c484,Y1988c268,growth1988c268,Y2010c792,growth2010c792,Y2081c372,growth2081c372,Y2156c703,growth2156c703,Y2289c826,growth2289c826,Y2651c752,growth2651c752,Y2685c36,Y2691c124,growth2691c124,Y269c124,growth269c124,Y2899c818,Y2915c484,growth2915c484,Y3002c428,growth3002c428,Y3095c372,growth3095c372,Y3234c124,growth3234c124,Y3344c428,growth3344c428,Y3379c752,growth3379c752,Y3491c586,growth3491c586,Y3550c484,growth3550c484,Y3778c608,Y3832c600,Y3894c792,growth3894c792,Y4351c818,Y4408c428,growth4408c428,Y4589c32,Y4633c620,growth4633c620,Y4763c428,growth4763c428,Y4803c268,growth4803c268,Y4815c152,growth4815c152,Y4824c152,growth4824c152,Y4958c300,growth4958c300,Y4964c152,growth4964c152,Y4973c124,Y4973c428,growth4973c428,Y657c818,Y716c752,growth716c752,Y724c705,growth724c705,Y83c498,Y956c818,Y963c703,Y980c300,growth980c300,_merge,x,r2,s,sf
201011,293299,610,1288,15511259,11,0,0,0,0,0,0,0,0,0,1,0,88656,1842343,-.280909538269043,318190,1.546087265014648,1211020,-.2058725357055664,26534,.8797140121459961,1279301,.1424341201782227,6705,11393552,541165,1273301,-.0028018951416016,3473,-.4687795639038086,467447,1.328699111938477,310199,-.4338436126708984,8588,.1649599075317383,432341,.2450504302978516,2973945,-.0033903121948242,186446,295878,-.2360134124755859,434145,.4231405258178711,1143692,2142653,.1627340316772461,1274,-2.090176582336426,308170,.6967363357543945,254191,.1607723236083984,3102,-.2401485443115234,489673,-.3430538177490234,656684,.249384880065918,610057,.3016424179077148,1446163,76390,3310838,1.11711311340332,369425,649413,.0753698348999023,5828814,883341,-.0230331420898438,151245,.1409978866577148,16378,1.717869758605957,227432,.2550897598266602,2313403,-.0566329956054688,578585,2.035129547119141,38261,.3263616561889648,321139,19374,1.194077491760254,348474,501101,.043828010559082,13516,-.5431194305419922,47425,239450,1147,107126,-2.368414878845215,matched (3),46139516,.92032504,4908628.5,5206335
201012,293299,611,1288,19325032,12,0,0,0,0,0,0,0,0,0,0,1,186890,1845543,.001734733581543,966955,1.111502647399902,2127055,.5632753372192383,64197,.8835296630859375,1171476,-.0880498886108398,1487,17750748,815109,1548287,.1955366134643555,13862,1.384132385253906,275203,-.5297765731811523,199108,-.4433660507202148,20145,.8525905609130859,501933,.1492519378662109,3039330,.0217475891113281,435108,324629,.0927362442016602,490720,.1224956512451172,1243278,1411942,-.417078971862793,2654,.7339067459106445,215454,-.3579044342041016,411220,.4810428619384766,8674,1.02828311920166,411492,-.1739482879638672,767873,.1564207077026367,574267,-.0604581832885742,6204341,186019,3671619,.1034317016601563,490240,783696,.1879520416259766,5017790,820320,-.0740165710449219,237497,.4512538909912109,21594,.2764768600463867,219296,-.0364284515380859,4942304,.7591123580932617,256558,-.8132314682006836,23849,-.4726886749267578,473979,12861,-.4097318649291992,972410,590325,.1638650894165039,13945,.0312471389770508,18919,448235,5684,677541,1.844464302062988,matched (3),30626762,.92032504,6114670,6356137
201101,293299,612,1288,17155518,01,0,0,0,0,0,0,0,0,0,0,0,158079,3952329,.7615318298339844,520124,-.6200847625732422,217033,-2.282444000244141,70843,.0985097885131836,1127223,-.0385074615478516,53333,17598560,714773,1770941,.1343622207641602,25264,.6002292633056641,216925,-.2379579544067383,198757,-.0017642974853516,1029,-2.974368572235107,703190,.3371610641479492,2642100,-.1400632858276367,276202,410468,.2346153259277344,475273,-.0319843292236328,959369,1243068,-.1273832321166992,895,-1.086999893188477,100848,-.7591323852539063,204502,-.6985502243041992,7223,-.1830596923828125,237274,-.5505733489990234,729174,-.0517110824584961,670325,.154667854309082,1588459,955070,1079248,-1.224368095397949,258379,581597,-.298243522644043,3678475,807154,-.0161800384521484,94775,-.9186496734619141,1882,-2.440081119537354,331882,.4143571853637695,1907373,-.9521045684814453,63527,-1.395889282226563,17214,-.326019287109375,536691,9511,-.3017511367797852,543032,1010724,.5377492904663086,35582,.9367189407348633,10812,292165,12278,515990,-.2723827362060547,matched (3),35926260,.92032504,2935612.5,3410148.3
201102,293299,613,1288,16182101,02,1,0,0,0,0,0,0,0,0,0,0,200774,2185557,-.5924339294433594,13417,-3.657544136047363,1687658,2.051047325134277,28490,-.9109134674072266,943187,-.1782474517822266,561,12495540,524431,1375846,-.2524423599243164,16457,-.4286289215087891,250217,.1427774429321289,218097,.0928564071655273,46188,3.80413293838501,307614,-.8267812728881836,2951037,.1105823516845703,166724,203995,-.6992025375366211,435555,-.0872688293457031,189485,1357090,.0877599716186523,336,-.9797124862670898,219263,.7766571044921875,255566,.2229022979736328,4897,-.3886480331420898,307266,.2584981918334961,435788,-.5147571563720703,494825,-.303558349609375,544333,174110,1037787,-.0391740798950195,137333,585839,.0072669982910156,9945942,609171,-.2814149856567383,111859,.1657333374023438,21642,2.442301273345947,130028,-.9370298385620117,1778181,-.0701360702514648,90343,.3521480560302734,12873,-.2905902862548828,387204,48923,1.637799263000488,517795,671203,-.4093503952026367,9274,-1.344625473022461,15105,10411,13117,78332,-1.8851318359375,matched (3),29486312,.92032504,4024444.3,4382629.5
201103,293299,614,1288,17972912,03,0,1,0,0,0,0,0,0,0,0,0,282114,4888004,.8049125671386719,37438,1.026163101196289,1147512,-.3857450485229492,64642,.8193120956420898,893850,-.0537271499633789,20235,12851462,355472,1700066,.2115983963012695,30073,.6028766632080078,394606,.4555587768554688,344268,.4564809799194336,574,-4.38784646987915,371138,.1877279281616211,3135286,.0605640411376953,168547,187925,-.0820531845092773,348169,-.2239322662353516,842120,1529890,.1198530197143555,912,.9985289573669434,215893,-.0154886245727539,454239,.5751428604125977,5088,.0382623672485352,824401,.986943244934082,462726,.0599794387817383,200658,-.9026021957397461,1635376,29038,1101448,.059535026550293,280750,824301,.3414907455444336,5498328,1058740,.5527353286743164,127756,.1328830718994141,1601,-2.604007720947266,66362,-.6726255416870117,3222322,.5945110321044922,85002,-.0609378814697266,19982,.4396991729736328,405594,11296,-1.465799331665039,1108339,740911,.0988082885742188,9810,.056187629699707,16407,382067,15679,45679,-.5393171310424805,matched (3),35822908,.92032504,3415493.3,3831042.3
201104,293299,615,1288,18476128,04,0,0,1,0,0,0,0,0,0,0,0,200781,2476687,-.6798620223999023,12045,-1.134036064147949,1402535,.2006845474243164,67743,.0468559265136719,1057183,.1678256988525391,22669,14733379,673213,1728584,.0166349411010742,14357,-.7393903732299805,507913,.2524223327636719,231517,-.3967676162719727,8622,2.70944356918335,678978,.6040143966674805,2983631,-.0495796203613281,88212,262015,.3323593139648438,533980,.4276695251464844,50228,1065217,-.3620176315307617,608,-.4054651260375977,293376,.3066720962524414,282218,-.4759435653686523,5276,.0362834930419922,871690,.0557765960693359,495087,.0675983428955078,378748,.6352691650390625,1279263,26931,2132828,.660822868347168,232498,388568,-.7520675659179688,7346686,580708,-.6005868911743164,96462,-.2809724807739258,2208,.3214588165283203,164716,.9090986251831055,2928784,-.095515251159668,85193,.0022439956665039,147613,1.999762535095215,520733,23649,.7388725280761719,315940,772994,.0423908233642578,40113,1.408298492431641,21348,130514,19641,1175434,3.247754096984863,matched (3),26594090,.92032504,2918785,3395673
201105,293299,616,1288,21342796,05,0,0,0,1,0,0,0,0,0,0,0,482311,2797290,.121729850769043,37685,1.140612602233887,1651320,.1632938385009766,162342,.8739843368530273,1224677,.147068977355957,4509,20431464,742521,2103893,.1964874267578125,115484,2.084894180297852,332211,-.4245395660400391,358334,.4368124008178711,12640,.3825492858886719,1307579,.6553440093994141,2901908,-.0277719497680664,358782,327840,.2241239547729492,453782,-.1627407073974609,112725,1124411,.0540809631347656,4352,1.968215465545654,442555,.4111099243164063,310970,.0970163345336914,8960,.52960205078125,507392,-.5411500930786133,375414,-.2767038345336914,536392,.3479938507080078,611700,213289,9509172,1.494809150695801,347101,784900,.7030887603759766,9673466,765438,.2762002944946289,170141,.5674781799316406,355,-1.827724456787109,165800,.0065593719482422,3834461,.2694416046142578,165745,.6655311584472656,274663,.6209506988525391,331918,40237,.5314655303955078,696898,746798,-.0344762802124023,42914,.0674972534179688,16273,372422,23172,1399733,.1746444702148438,matched (3),20371786,.92032504,3756335.8,4137795.3
201106,293299,617,1288,21172214,06,0,0,0,0,1,0,0,0,0,0,0,362786,4534833,.4831371307373047,27567,-.3126430511474609,1695712,.0265283584594727,90076,-.5890512466430664,1252288,.0222949981689453,32337,19622680,792147,2190348,.0402708053588867,4659,-3.210330963134766,461914,.3296079635620117,316422,-.1243886947631836,2950,-1.455061435699463,1014963,-.2533254623413086,2143697,-.3028373718261719,186687,499145,.4203710556030273,590566,.2634639739990234,85316,1002998,-.1142654418945313,4075,-.0657644271850586,321203,-.3204917907714844,278569,-.1100301742553711,2939,-1.114701271057129,321500,-.4562864303588867,569684,.4170522689819336,620204,.1451835632324219,393687,159124,3834581,-.9081974029541016,340243,572471,-.3155946731567383,8513356,610136,-.2267665863037109,98800,-.5435304641723633,1899,1.67696475982666,101647,-.4892759323120117,2620359,-.3807172775268555,109047,-.4186716079711914,202902,-.3028221130371094,353616,37646,-.0665597915649414,1507572,882833,.1673412322998047,27265,-.4535942077636719,20526,279061,11899,1512481,.0774698257446289,matched (3),14855348,.92032504,3751965,4133827.8
201107,293299,618,1288,17276988,07,0,0,0,0,0,1,0,0,0,0,0,327036,2311882,-.6737270355224609,14157,-.6664104461669922,1536875,-.0983514785766602,86699,-.0382118225097656,1245547,-.005396842956543,2636,15907923,353080,2480425,.1243696212768555,13291,1.048286437988281,426717,-.0792570114135742,299603,-.0546188354492188,13109,1.491493701934815,796030,-.2429704666137695,2129658,-.0065698623657227,246890,465666,-.0694284439086914,662171,.1144428253173828,75749,1782878,.5752353668212891,5460,.2925777435302734,236567,-.3058414459228516,171789,-.4833993911743164,4043,.3189172744750977,1216035,1.330353736877441,393245,-.3706493377685547,549698,-.1206798553466797,713707,240207,1641480,-.8484621047973633,770329,456694,-.2259483337402344,7515901,788063,.2558965682983398,140228,.3501720428466797,557,-1.226517677307129,64758,-.4508495330810547,4974271,.6409673690795898,37771,-1.060236930847168,183440,-.100834846496582,361462,37429,-.0057811737060547,1154253,967941,.0920352935791016,15241,-.5816144943237305,19752,182555,5620,1595514,.0534439086914063,matched (3),36575164,.92032504,4434175,4761638.5
201108,293299,619,1288,11306077,08,0,0,0,0,0,0,1,0,0,0,0,239930,2384894,.0310935974121094,23775,.5184259414672852,310526,-1.599239349365234,30500,-1.04471492767334,1459099,.1582441329956055,1320,13971732,519495,1938815,-.2463531494140625,32584,.8967342376708984,338420,-.2318334579467773,434935,.3727388381958008,2998,-1.475353240966797,716471,-.1052989959716797,1975218,-.0752830505371094,210128,335735,-.3271465301513672,319748,-.7279911041259766,35629,1762227,-.0116510391235352,6213,.1291952133178711,295400,.2220983505249023,110711,-.4393434524536133,2351,-.5421457290649414,423621,-1.054512023925781,564218,.3610076904296875,423243,-.2614221572875977,712693,13262,1771878,.076441764831543,327955,699033,.4256839752197266,6895364,221871,-1.267481803894043,87388,-.4729118347167969,13149,3.16153621673584,89750,.3263711929321289,3329232,-.4015369415283203,123178,1.182088851928711,113878,-.4767599105834961,283272,15901,-.8560638427734375,659388,880746,-.0944023132324219,11494,-.2821636199951172,22593,120303,6655,2604560,.4900684356689453,matched (3),37966664,.92032504,3716970.3,4102092
201109,293299,620,1288,23662704,09,0,0,0,0,0,0,0,1,0,0,0,220205,5369929,.8116598129272461,54472,.8290519714355469,311862,.0042934417724609,26708,-.1327638626098633,1312364,-.1059894561767578,11885,20453588,489443,1720801,-.1192874908447266,73237,.8098793029785156,193096,-.561100959777832,326012,-.2882623672485352,4963,.5040645599365234,676491,-.0574188232421875,2509880,.2395563125610352,236131,496349,.3909578323364258,478958,.4040803909301758,136509,1318370,-.2901821136474609,15912,.9404296875,225307,-.2708663940429688,197059,.5765800476074219,1642,-.3589258193969727,747764,.5682477951049805,502819,-.1152095794677734,660355,.4448308944702148,880206,451201,1407237,-.2304115295410156,543426,621830,-.1170310974121094,7384583,659466,1.089334487915039,166916,.6471328735351563,1499,-2.171547889709473,158809,.570673942565918,2610351,-.2432575225830078,131862,.0681247711181641,16545,-1.929043769836426,208575,45499,1.051308631896973,827417,1026932,.1535615921020508,34068,1.086532592773438,22674,153836,9679,1481060,-.5645065307617188,matched (3),38721424,.92032504,2588948.8,3116720.3
201110,293299,621,1288,21204956,10,0,0,0,0,0,0,0,0,1,0,0,127293,2019725,-.9778537750244141,57201,.048884391784668,149971,-.7321186065673828,114980,1.459794998168945,1317010,.0035343170166016,697,18956744,514019,3575289,.7312564849853516,38653,-.6390762329101563,365377,.6377429962158203,280045,-.1519842147827148,2851,-.5543403625488281,562824,-.1839513778686523,2356870,-.0629005432128906,261513,348138,-.3546810150146484,426690,-.1155557632446289,115817,694317,-.6412229537963867,7369,-.7697916030883789,128554,-.5611152648925781,111835,-.5664787292480469,3378,.7213687896728516,1188063,.4629926681518555,436266,-.1419782638549805,340869,-.6612796783447266,2222005,247542,3188603,.8179550170898438,411197,689746,.1036567687988281,5362028,915472,.3280086517333984,160427,-.0396509170532227,1799,.1824326515197754,128494,-.2118196487426758,2012212,-.2602500915527344,110827,-.1737852096557617,10568,-.4482536315917969,95141,18375,-.9066991806030273,1098670,927554,-.1017799377441406,16545,-.7222738265991211,21849,99234,0,897524,-.5008726119995117,matched (3),21510702,.92032504,1293281.5,2164224.5
201111,293299,622,1288,18733892,11,0,0,0,0,0,0,0,0,0,1,0,59804,2144618,.0600004196166992,95282,.5102691650390625,173476,.1455965042114258,50416,-.8244495391845703,1106888,-.1738119125366211,4683,19058778,257347,2535771,-.3435487747192383,5484,-1.952790260314941,127295,-1.054422378540039,279559,-.0017366409301758,135235,3.859344482421875,209922,-.986231803894043,2061976,-.1336698532104492,176606,411809,.1679611206054688,366713,-.1514778137207031,94187,517804,-.2933311462402344,3090,-.869110107421875,77196,-.5100011825561523,167383,.4032602310180664,2871,-.162623405456543,716774,-.5053186416625977,501259,.1388702392578125,445233,.2671003341674805,791123,108745,2346987,-.3064508438110352,218056,684667,-.0073909759521484,2657555,511833,-.5814409255981445,126977,-.2338333129882813,83,-3.076145648956299,288871,.8100976943969727,2640589,.2717676162719727,52367,-.7496938705444336,10772,.0191192626953125,144120,152,-4.79486608505249,738339,909242,-.0199394226074219,12923,-.2470760345458984,14660,91761,285,843942,-.0615568161010742,matched (3),17864200,.92032504,817479.19,1918218.5
201112,293299,623,1288,20474772,12,0,0,0,0,0,0,0,0,0,0,1,55138,1411031,-.4186410903930664,12355,-2.042779922485352,312461,.5884408950805664,119430,.862421989440918,953435,-.1492366790771484,3495,23906412,1790520,2199317,-.1423501968383789,11604,.7495155334472656,348851,1.008137702941895,280954,.0049772262573242,4191,-3.474075317382813,244268,.1515302658081055,2102222,.0193300247192383,216113,569289,.3238286972045898,424215,.145660400390625,4219,809360,.4466466903686523,2488,-.2166924476623535,94457,.2017974853515625,215454,.2524623870849609,4208,.3823270797729492,782213,.0873661041259766,527408,.0508518218994141,745197,.5150508880615234,1339439,666707,7026520,1.096559524536133,350489,396294,-.5467758178710938,4273353,1081515,.7481193542480469,133377,.0491733551025391,1649,2.989083766937256,222343,-.2617588043212891,3424719,.2600173950195313,468962,2.192245483398438,45817,1.447705268859863,361993,203,.2893257141113281,1110465,1224342,.2975473403930664,8777,-.3868732452392578,18258,186032,3123,677849,-.2191591262817383,matched (3),19661284,.92032504,1277898.3,2155067
201201,293299,624,1288,24092756,01,0,0,0,0,0,0,0,0,0,0,0,174941,4940604,1.253167152404785,52655,1.449700355529785,280219,-.1089086532592773,84702,-.3435916900634766,1104629,.1471939086914063,23412,23947684,1388251,2311357,.049687385559082,39053,1.213569641113281,332062,-.0493240356445313,230975,-.1958808898925781,159361,3.638233184814453,282507,.1454372406005859,1835865,-.1354789733886719,77733,647726,.1290788650512695,378856,-.1130838394165039,160582,450686,-.5854730606079102,4472,.5863566398620606,136223,.3661479949951172,73862,-1.070549011230469,4696,.1097240447998047,1074948,.3179006576538086,428711,-.2071914672851563,614314,-.1931428909301758,948940,45840,860663,-2.099743843078613,422489,572256,.3674297332763672,4510976,1081547,.0000295639038086,185493,.3298377990722656,25004,2.71886682510376,203624,-.0879459381103516,4942347,.3668212890625,75172,-1.830742835998535,21635,-.7503423690795898,421224,28948,4.960050106048584,1024145,557883,-.7860088348388672,30337,1.240233421325684,13321,219989,26117,706820,.0418519973754883,matched (3),25080102,.92032504,1100351.6,2054766.1
201202,293299,625,1288,22887758,02,1,0,0,0,0,0,0,0,0,0,0,188454,2567500,-.6545553207397461,40764,-.2559614181518555,225403,-.2176809310913086,26860,-1.148500442504883,876725,-.2310714721679688,3774,21452724,777080,1806893,-.2462253570556641,28553,-.3131570816040039,244087,-.3077964782714844,312283,.3015995025634766,1981,-4.387570381164551,318760,.1207351684570313,2337620,.2416181564331055,247327,557640,-.1497535705566406,275921,-.3170413970947266,30917,545467,.1908712387084961,4496,.0053520202636719,131391,-.0361156463623047,709428,2.262261390686035,6615,.3426284790039063,1630638,.4166984558105469,362955,-.16650390625,452671,-.3053407669067383,1375714,17502,772422,-.1081724166870117,235837,486361,-.1626348495483398,3676914,778236,-.3291177749633789,358630,.6592741012573242,4779,-1.654804229736328,107278,-.6408519744873047,3975058,-.2178010940551758,145728,.6619625091552734,20692,-.0445652008056641,639521,56483,.6684389114379883,952487,649232,.1516408920288086,19044,-.4656162261962891,13010,412380,17456,732067,.0350961685180664,matched (3),20845992,.92032504,1020092.7,2012928
201203,293299,626,1288,20713696,03,0,1,0,0,0,0,0,0,0,0,0,182485,2326186,-.0987024307250977,15259,-.9826297760009766,188048,-.1811933517456055,27926,.0389194488525391,1774663,.7051725387573242,2849,24527656,775017,1716866,-.0511083602905273,19519,-.3803739547729492,301860,.2124385833740234,329933,.0549802780151367,6017,1.110986709594727,274931,-.1479177474975586,2611092,.1106348037719727,194714,548387,-.0167322158813477,389123,.343780517578125,2243,618366,.1254386901855469,3158,-.3532485961914063,368993,1.032600402832031,210516,-1.214898109436035,3358,-.6779947280883789,1035975,-.4536275863647461,395529,.0859451293945313,404418,-.1127166748046875,1812551,11904,602550,-.2483606338500977,645232,588489,.1906070709228516,3144362,673898,-.143951416015625,160415,-.8045272827148438,823,-1.759030342102051,132179,.2087335586547852,2722500,-.3784885406494141,166465,.1330432891845703,74241,1.277568817138672,384742,19671,-1.054794311523438,1239600,686056,.0551691055297852,26779,.3408660888671875,16817,307519,3732,155772,-1.547478675842285,matched (3),20426260,.92032504,1099731.9,2054434.3
201204,293299,627,1288,23507958,04,0,0,1,0,0,0,0,0,0,0,0,173987,4674473,.6978864669799805,52276,1.231368064880371,686254,1.294550895690918,83206,1.091761589050293,1137460,-.4448127746582031,8068,29548052,387966,2607370,.4178409576416016,56114,1.055996894836426,334008,.101201057434082,272467,-.1913719177246094,1057,-1.739153861999512,344582,.2258119583129883,2378150,-.0934457778930664,81801,751778,.3154592514038086,575867,.3919811248779297,46008,658155,.0623598098754883,15364,1.582087516784668,182187,-.7057437896728516,499466,.863978385925293,2529,-.2835211753845215,380000,-1.002927780151367,475985,.1851625442504883,740167,.6044273376464844,2677344,353606,1546899,.9428367614746094,309818,650315,.0998983383178711,5911553,860747,.2447223663330078,112541,-.3544464111328125,6890,2.124870300292969,118382,-.1102399826049805,6613251,.8875246047973633,186071,.1113433837890625,140781,.6398887634277344,504846,9203,-.7596158981323242,1202177,784771,.1344318389892578,21532,-.2180776596069336,18210,149779,24061,2229445,2.661113739013672,matched (3),22828202,.92032504,1209759.9,2115374.5
201205,293299,628,1288,19893500,05,0,0,0,1,0,0,0,0,0,0,0,146714,2093024,-.8035068511962891,27795,-.6316814422607422,292958,-.8512182235717773,16423,-1.622636795043945,1101005,-.0325746536254883,7729,24582160,315704,3054728,.1583490371704102,26107,-.7651815414428711,471087,.3438787460327148,230171,-.1686954498291016,5338,1.619416236877441,506055,.384312629699707,1928863,-.2093915939331055,123081,535592,-.3390684127807617,580094,.0073137283325195,24297,715350,.0833311080932617,5799,-.9743413925170898,258866,.3512763977050781,341007,-.3816366195678711,48813,2.960172176361084,218641,-.5527400970458984,420535,-.1238594055175781,635400,-.1526212692260742,900613,42558,2035242,.2743625640869141,271313,486294,-.2906436920166016,1869074,689259,-.2221832275390625,145686,.2581357955932617,4204,-.4940347671508789,50186,-.8581809997558594,2817140,-.8533535003662109,128223,-.3723573684692383,302452,.7647171020507813,463408,5216,-.5677986145019531,1235613,947690,.1886358261108398,21434,-.0045623779296875,18472,715509,12895,578012,-1.349912643432617,matched (3),20853800,.92032504,907664.31,1958352.5
