period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1306c124,Y1386c554,Y1436c705,growth1436c705,Y144c124,growth144c124,Y1507c124,growth1507c124,Y1537c208,growth1537c208,Y1686c752,growth1686c752,Y1723c440,growth1723c440,Y1764c222,growth1764c222,Y1765c752,growth1765c752,Y1773c124,growth1773c124,Y1794c32,Y2053c826,growth2053c826,Y212c124,growth212c124,Y2130c124,growth2130c124,Y2398c554,Y2481c752,growth2481c752,Y2631c251,growth2631c251,Y3028c124,growth3028c124,Y3080c36,Y3153c300,growth3153c300,Y3279c752,growth3279c752,Y3313c203,Y3429c124,growth3429c124,Y3499c484,growth3499c484,Y3547c372,growth3547c372,Y3592c124,growth3592c124,Y3705c300,growth3705c300,Y3712c826,growth3712c826,Y3745c554,Y3760c36,Y3771c826,growth3771c826,Y3848c208,growth3848c208,Y3873c752,growth3873c752,Y3973c428,growth3973c428,Y4302c124,growth4302c124,Y4333c442,Y4386c124,growth4386c124,Y4454c348,growth4454c348,Y4491c372,growth4491c372,Y4607c124,growth4607c124,Y4610c124,growth4610c124,Y4630c372,growth4630c372,Y4682c440,growth4682c440,Y4920c191,growth4920c191,Y4926c124,growth4926c124,Y5015c208,growth5015c208,Y638c124,growth638c124,Y810c191,growth810c191,Y913c251,growth913c251,_merge,x,r2,s,sf
201307,721710,642,3317,5049045,07,0,0,0,0,0,1,0,0,0,0,0,3676206,1181657,453235,.5988655090332031,23012044,.0943489074707031,4904682,.1554841995239258,300618,.1263332366943359,3687571,.645390510559082,121323,.1267967224121094,274343,.0302066802978516,9531875,.1482439041137695,5905675,-.1864242553710938,1139416,24526044,-.0706596374511719,1776699,.0088815689086914,6104576,.1546974182128906,1064715,373272,.4296903610229492,961158,.2030820846557617,2435768,.1988048553466797,5677714,509875,.6507902145385742,12730055,.0717411041259766,2198077,63064080,-.0335216522216797,1867702,-.0404272079467773,31996,.5329780578613281,3927955,.053314208984375,97496,1.225565910339356,9425137,.0611906051635742,61628,173584,2079327,.0411338806152344,562388,-.2175769805908203,2531062,.0764598846435547,205787,.1235055923461914,9763648,-.2739200592041016,181765,4864153,.0184249877929688,11425112,.0703487396240234,582196,.5610761642456055,78426648,-.16815185546875,31846828,-.2959632873535156,194872,.0132970809936523,316375,.4458866119384766,6460,-1.956643104553223,104957576,-.2447929382324219,30293,-.1952333450317383,390890,.1881799697875977,792816,.7902460098266602,382171,.6162700653076172,matched (3),4961343,.8631435,234848.05,598583.19
201308,721710,643,3317,5120605,08,0,0,0,0,0,0,1,0,0,0,0,4366944,1361014,424968,-.064396858215332,20503882,-.1154041290283203,3562147,-.3198270797729492,203656,-.3894081115722656,4053450,.0946006774902344,224998,.6176347732543945,218979,-.2254037857055664,8790147,-.0810098648071289,7365546,.2208995819091797,818870,25858228,.0528945922851563,1682468,-.0544948577880859,5956964,-.0244770050048828,783051,204913,-.5997219085693359,1019093,.0585298538208008,1815571,-.2938613891601563,6352773,119617,-1.449871063232422,16633567,.2674579620361328,2347367,78881176,.2237911224365234,2139548,.1358861923217773,34417,.0729398727416992,5162203,.2732448577880859,13547,-1.97364616394043,18433632,.6707954406738281,32435,264792,1723854,-.1874818801879883,515882,-.0863142013549805,2093934,-.1895942687988281,48376,-1.447837829589844,35624056,1.294355392456055,230077,5620721,.1445674896240234,11013643,-.0366783142089844,623532,.0685920715332031,92639976,.1665554046630859,39499388,.2153472900390625,232838,.1779994964599609,354162,.1128263473510742,2578,-.9186158180236816,136604512,.2635345458984375,38133,.23016357421875,478491,.2022113800048828,872048,.0952529907226563,194579,-.6750297546386719,matched (3),5055686,.8631435,280595.69,617966.13
201309,721710,644,3317,5683096,09,0,0,0,0,0,0,0,1,0,0,0,4379375,1578451,828605,.667729377746582,24489952,.1776485443115234,3915068,.0944700241088867,338398,.5077905654907227,4173562,.0292015075683594,227155,.0095415115356445,411535,.6309185028076172,8931677,.0159730911254883,7425443,.0080995559692383,866751,16778760,-.4325160980224609,1450045,-.1486673355102539,6475789,.0835094451904297,846038,414110,.7035455703735352,1018599,-.0004854202270508,2223882,.2028541564941406,6181538,260900,.7798423767089844,16660866,.0016384124755859,3238691,65387968,-.1876029968261719,2021309,-.056849479675293,35208,.0227222442626953,4475188,-.1428146362304688,101605,2.014926910400391,11965752,-.4321269989013672,46087,326972,1921312,.1084461212158203,349718,-.3887510299682617,3934971,.630859375,98126,.7072486877441406,19467558,-.6042728424072266,257898,6054526,.0743465423583984,12143248,.0976390838623047,1157232,.6183862686157227,98409416,.0604171752929688,41324024,.0451583862304688,300367,.2546625137329102,522443,.3887615203857422,7855,1.114136219024658,137950096,.0098018646240234,51243,.2954988479614258,588657,.2072057723999023,730825,-.1766700744628906,758380,1.360345840454102,matched (3),5300294,.8631435,293869.22,624105.19
201310,721710,645,3317,4590551,10,0,0,0,0,0,0,0,0,1,0,0,4270795,1364356,326644,-.930872917175293,23075550,-.0594882965087891,4828614,.2097263336181641,375183,.1031904220581055,3685286,-.1244220733642578,199807,-.1282815933227539,489935,.1743783950805664,8844998,-.0097532272338867,7380279,-.0061006546020508,905178,14789434,-.1261997222900391,1044913,-.3276605606079102,5630047,-.1399526596069336,1035114,395103,-.0469846725463867,1255711,.2092742919921875,2060314,-.0763959884643555,6629026,120118,-.7756624221801758,14476496,-.1405353546142578,2654734,66394416,.0152740478515625,2137523,.0559024810791016,34025,-.0341777801513672,4391144,-.0189590454101563,64204,-.4590272903442383,11697924,-.0226383209228516,27067,316502,2459329,.2468795776367188,428115,.2022647857666016,3854081,-.0207710266113281,68469,-.3598718643188477,11248842,-.5484848022460938,218379,6613561,.0883159637451172,13138823,.0787982940673828,626461,-.6136989593505859,98098512,-.0031642913818359,40451632,-.0213375091552734,255004,-.1637258529663086,606936,.149907112121582,1500,-1.655684947967529,146885296,.0627593994140625,35533,-.3661174774169922,412937,-.354548454284668,279354,-.9616937637329102,277965,-1.003688812255859,matched (3),4967537.5,.8631435,266750.16,611803.75
201311,721710,646,3317,5225136,11,0,0,0,0,0,0,0,0,0,1,0,3504269,1521388,312920,-.0429229736328125,24896048,.0759353637695313,3712292,-.2629098892211914,495535,.278223991394043,5032015,.3114719390869141,193349,-.0328550338745117,366789,-.2894859313964844,8594143,-.0287704467773438,7563460,.0245170593261719,1034457,31768648,.7645664215087891,1253081,.181671142578125,6269372,.1075582504272461,1401100,386692,-.0215177536010742,1018894,-.208984375,1920592,-.0702247619628906,7271771,209979,.55853271484375,12088202,-.1802959442138672,2698452,56103296,-.1684188842773438,2016169,-.0584487915039063,46890,.320709228515625,4656627,.0587015151977539,73401,.1338720321655273,5630449,-.7312211990356445,39065,456443,2231291,-.0973081588745117,605737,.3470544815063477,3077889,-.224888801574707,115599,.5237464904785156,17335540,.4324951171875,306319,5884446,-.1168098449707031,11435387,-.1388587951660156,1042809,.5095863342285156,99001280,.0091590881347656,40949328,.0122280120849609,398339,.4460239410400391,281824,-.7671403884887695,13601,2.204678058624268,142976080,-.0269737243652344,42100,.169586181640625,526601,.2431478500366211,458400,.4952621459960938,330213,.1722421646118164,matched (3),5301969,.8631435,288464.44,621578.56
201312,721710,647,3317,4377580,12,0,0,0,0,0,0,0,0,0,0,1,2444498,1264728,476834,.4212207794189453,20233588,-.2073650360107422,2559479,-.3718461990356445,180787,-1.008317947387695,3648350,-.3215446472167969,224320,.1485767364501953,337791,-.0823593139648438,7436492,-.1446819305419922,5355176,-.3452653884887695,654772,22949696,-.3251762390136719,1245425,-.0061283111572266,4228032,-.3939399719238281,918314,265360,-.3765411376953125,1047612,.0277957916259766,1891148,-.0154495239257813,5704334,183118,-.1368770599365234,7092060,-.5332546234130859,1836870,50268412,-.1098175048828125,1359185,-.3943138122558594,27461,-.5350379943847656,3635791,-.2474641799926758,48531,-.4137344360351563,4361483,-.2553777694702148,27312,300745,1627147,-.3157520294189453,710171,.1590595245361328,2165242,-.3517122268676758,26501,-1.472945213317871,16939946,-.0230846405029297,452975,5789373,-.0162887573242188,9065781,-.2322063446044922,510455,-.7143707275390625,75535392,-.2705307006835938,30921316,-.2808895111083984,223213,-.5791769027709961,239151,-.1641874313354492,1332,-2.323461532592773,109124864,-.2701854705810547,64040,.4194602966308594,363041,-.3719272613525391,275356,-.5096778869628906,301563,-.0907583236694336,matched (3),4807296,.8631435,239168.11,600291.25
201401,721710,648,3317,6065128,01,0,0,0,0,0,0,0,0,0,0,0,3946269,1336364,520272,.087183952331543,24743216,.2012062072753906,4825220,.6340532302856445,419076,.8407325744628906,4321551,.1693391799926758,536201,.8714361190795898,476148,.3433017730712891,9343949,.2283296585083008,6527115,.197901725769043,825603,33681800,.3836536407470703,1875398,.4093437194824219,4513253,.065281867980957,1161137,430460,.4837665557861328,1087078,.0369796752929688,2198791,.1507234573364258,6993129,355247,.6626834869384766,11495326,.4829654693603516,2474112,51589536,.0259418487548828,1899900,.3349161148071289,69293,.9255771636962891,4680447,.2525663375854492,58869,.1931123733520508,9142234,.7400932312011719,35039,364598,2513481,.434840202331543,835716,.1627836227416992,2247207,.0371561050415039,71994,.9994001388549805,13921810,-.1962184906005859,462422,5719580,-.0121278762817383,12981785,.359039306640625,812212,.4644584655761719,81562024,.0767631530761719,32248400,.042022705078125,199132,-.1141586303710938,388648,.4855785369873047,542,-.8991708755493164,126151840,.1449928283691406,32830,-.6681652069091797,375378,.0334177017211914,390066,.3482513427734375,508725,.5229282379150391,matched (3),6416918.5,.8631435,305766.66,629794.75
201402,721710,649,3317,5255208,02,1,0,0,0,0,0,0,0,0,0,0,3866307,1407474,550603,.0566616058349609,21259388,-.1517524719238281,4096177,-.1638021469116211,462424,.0984296798706055,4257124,-.0150203704833984,130668,-1.411849975585938,402647,-.1676692962646484,8962391,-.0416927337646484,7355019,.1194171905517578,961618,26027504,-.2578029632568359,1027018,-.6021614074707031,4317298,-.0443887710571289,943507,522346,.1934757232666016,1084254,-.0026016235351563,1935243,-.1276750564575195,6026579,203983,-.5547771453857422,9719661,-.1677913665771484,2308234,46680344,-.0999946594238281,1542765,-.2082252502441406,39480,-.5625495910644531,5155022,.0965776443481445,59489,.0104761123657227,6438607,-.3505926132202148,15429,175485,1582601,-.4625988006591797,613192,-.3096113204956055,1459427,-.4316434860229492,40412,-.5774555206298828,16721653,.1832485198974609,205136,5234884,-.0885505676269531,12469274,-.0402793884277344,663103,-.2028303146362305,89012624,.0874137878417969,35754920,.1032199859619141,164382,-.1917743682861328,275000,-.3459024429321289,4354,2.083583831787109,125278784,-.0069446563720703,30537,-.0724039077758789,363457,-.0322723388671875,411496,.0534830093383789,399950,-.2405681610107422,matched (3),4535431,.8631435,239854.22,600564.94
201403,721710,650,3317,4954397,03,0,1,0,0,0,0,0,0,0,0,0,4264413,0,495035,-.1063852310180664,14337401,-.3939266204833984,4188855,.0223731994628906,245784,-.6320285797119141,4711152,.1013383865356445,149804,.1366682052612305,320398,-.2284955978393555,9100079,.0152473449707031,7296843,-.0079402923583984,906111,23867152,-.0866508483886719,1650212,.4742441177368164,5326710,.2101039886474609,0,300244,-.5537347793579102,566132,-.6498193740844727,2160609,.1101570129394531,5035409,318034,.4441213607788086,12208681,.227996826171875,2421477,51748280,.1030673980712891,2095842,.3063793182373047,25286,-.4455432891845703,5070892,-.0164546966552734,73795,.2154998779296875,5803555,-.1038417816162109,0,125652,1976647,.2223329544067383,581504,-.0530595779418945,2186825,.4044065475463867,37722,-.068882942199707,17175104,.0267562866210938,122420,4998164,-.0462741851806641,13999805,.1157760620117188,495968,-.2904195785522461,86108368,-.033172607421875,36154536,.0111141204833984,192729,.1590919494628906,307191,.1106986999511719,4084,-.0640182495117188,128714864,.0270595550537109,53436,.5595455169677734,354673,-.0244646072387695,721270,.5612144470214844,430104,.072688102722168,matched (3),5313285,.8631435,256948.36,607594.13
201404,721710,651,3317,5704496,04,0,0,1,0,0,0,0,0,0,0,0,4359387,2039604,692234,.3352956771850586,23555284,.4964790344238281,4724293,.1202907562255859,310402,.2334146499633789,4779939,.0144948959350586,242171,.480316162109375,373321,.1528739929199219,10084984,.1027641296386719,7320941,.0032968521118164,1030674,27352052,.1362876892089844,1100471,-.4051647186279297,5216575,-.0208921432495117,1152798,453543,.4124946594238281,1283295,.8183584213256836,2197417,.0168924331665039,6645900,142706,-.8013715744018555,11823922,-.0320224761962891,2560623,66675144,.2534408569335938,1636969,-.2471084594726563,57774,.8262882232666016,5093668,.0044822692871094,55803,-.2794637680053711,9174194,.4579229354858398,31292,326667,2450059,.2147092819213867,874268,.4077682495117188,2690063,.2071142196655273,77796,.723846435546875,21119820,.2067508697509766,232676,5018044,.0039691925048828,14223657,.0158634185791016,525855,.0585145950317383,93008672,.07708740234375,36296544,.0039196014404297,161986,-.1737756729125977,403613,.2729864120483398,18754,1.524330139160156,138656688,.0743999481201172,35779,-.4011240005493164,714980,.7010583877563477,631495,-.1329231262207031,554197,.2534923553466797,matched (3),5678956,.8631435,214516.31,590902.25
201405,721710,652,3317,8130255,05,0,0,0,1,0,0,0,0,0,0,0,5353652,1761620,723700,.0444526672363281,24252800,.0291824340820313,4226532,-.1113367080688477,380766,.2043170928955078,2813069,-.5301513671875,327140,.3007450103759766,461708,.2124948501586914,11343363,.117584228515625,8204071,.1138916015625,1349993,26300440,-.0392055511474609,2308627,.7409143447875977,4705896,-.1030254364013672,912176,438558,-.0335979461669922,1192151,-.0736713409423828,2308594,.0493564605712891,8113267,158972,.1079416275024414,15976814,.3010139465332031,2381869,70281576,.0526771545410156,1861376,.1284694671630859,68352,.1681318283081055,5373589,.053497314453125,73109,.2701244354248047,6860672,-.29058837890625,33106,199686,2828921,.1437835693359375,1576154,.5893564224243164,2880738,.0684814453125,75137,-.0347776412963867,15621522,-.3015632629394531,258380,4964242,-.0107793807983398,15192977,.0659275054931641,578721,.095794677734375,98599000,.0583686828613281,42985888,.1691493988037109,250796,.4371299743652344,384895,-.0474863052368164,7634,-.8987941741943359,159449344,.1397266387939453,35487,-.0081939697265625,355335,-.6991939544677734,895448,.3492336273193359,586052,.0558891296386719,matched (3),7877755.5,.8631435,333893.69,643920.19
201406,721710,653,3317,6840385,06,0,0,0,0,1,0,0,0,0,0,0,4047558,1521802,656954,-.0967626571655273,23429508,-.0345363616943359,4886384,.1450710296630859,205258,-.6179170608520508,4310943,.4268808364868164,167728,-.6680450439453125,402506,-.1372232437133789,9885685,-.1375446319580078,7295314,-.1173982620239258,888135,22031008,-.1771354675292969,2166643,-.0634737014770508,3943481,-.1767520904541016,798671,315165,-.3303956985473633,1278296,.0697689056396484,2525099,.0896415710449219,6379737,320217,.7002706527709961,15747783,-.0144386291503906,2655604,64822132,-.0808620452880859,1951476,.0472698211669922,38194,-.5819921493530273,4352274,-.2107973098754883,41022,-.5778436660766602,6987670,.0183420181274414,56344,135240,2750826,-.0279941558837891,1001275,-.4537134170532227,2239944,-.2515954971313477,1276975,2.83293628692627,14523380,-.0728893280029297,205431,3933652,-.2326927185058594,15127218,-.0043392181396484,572578,-.0106716156005859,95320256,-.0338191986083984,39423312,-.0865135192871094,353724,.343876838684082,271599,-.3486433029174805,15465,.7059669494628906,141497248,-.11944580078125,55990,.4560060501098633,655131,.6117744445800781,472368,-.6395654678344727,644113,.0944652557373047,matched (3),6362743.5,.8631435,236928.31,599402.38
201407,721710,654,3317,6497405,07,0,0,0,0,0,1,0,0,0,0,0,3257385,1806438,776667,.1673974990844727,24871546,.0597286224365234,4866467,-.004084587097168,256891,.2243843078613281,3574326,-.1873807907104492,153500,-.0886430740356445,401316,-.0029611587524414,10282767,.0393829345703125,5824719,-.2251214981079102,1051010,27766980,.2313976287841797,2160646,-.002772331237793,5510975,.3346776962280273,1096949,411469,.2666378021240234,1260769,-.0138063430786133,2268072,-.1073503494262695,7670632,261358,-.2031078338623047,10666667,-.3895759582519531,2674487,59439328,-.0866909027099609,2629462,.2981929779052734,67394,.5678768157958984,4083630,-.0637121200561523,76445,.6224632263183594,10688416,.425013542175293,37478,304243,3219836,.1574296951293945,745492,-.2949848175048828,2363527,.0537042617797852,551051,-.8404216766357422,13929610,-.0417423248291016,139818,3415566,-.1412248611450195,14837817,-.0193157196044922,442593,-.2574977874755859,90216704,-.0550289154052734,32629076,-.1891536712646484,417023,.1646251678466797,521946,.6532373428344727,4150,-1.315470695495606,120397152,-.1614856719970703,45861,-.1995573043823242,351074,-.6238384246826172,638992,.3021335601806641,375216,-.5403718948364258,matched (3),6235588,.8631435,309772.41,631749.25
201408,721710,655,3317,5296900,08,0,0,0,0,0,0,1,0,0,0,0,2713399,1584206,403243,-.6554727554321289,28311172,.1295318603515625,4880790,.0029392242431641,328271,.2451868057250977,3297158,-.0807151794433594,185658,.1902055740356445,288597,-.3297176361083984,8888122,-.1457538604736328,6785306,.15264892578125,526311,24144506,-.1397914886474609,1431486,-.4116935729980469,4873233,-.1229839324951172,1016271,291309,-.3453493118286133,1020377,-.2115497589111328,2308577,.0177011489868164,7666496,106647,-.8963661193847656,16133897,.4137992858886719,2079736,62168164,.0448875427246094,2087734,-.2306995391845703,38650,-.5560092926025391,4722197,.1452875137329102,26223,-1.069934844970703,5135883,-.7329092025756836,30527,260217,2753140,-.1565885543823242,537859,-.3264484405517578,2532507,.0690546035766602,37433,-2.689274787902832,20096410,.3665237426757813,128493,3212495,-.0612955093383789,14727818,-.0074405670166016,471666,.0636205673217773,98410248,.0869312286376953,34100912,.0441207885742188,232591,-.5838603973388672,302476,-.5455617904663086,3480,-.1760759353637695,133308824,.1018733978271484,18947,-.8839702606201172,350794,-.0007972717285156,1022335,.4699525833129883,346526,-.0795440673828125,matched (3),5320854,.8631435,234264.88,598354.63
201409,721710,656,3317,6008461,09,0,0,0,0,0,0,0,1,0,0,0,4202767,1835372,406411,.0078258514404297,31048828,.0923042297363281,5573539,.1327228546142578,199266,-.4991989135742188,4191397,.2399730682373047,210745,.1267423629760742,291711,.0107326507568359,10017592,.1196269989013672,7982377,.1624765396118164,1193126,34481852,.3563766479492188,1602780,.1130266189575195,5608498,.1405258178710938,1322059,326258,.1133041381835938,1458299,.3570985794067383,2951553,.2457008361816406,7970827,344453,1.172432899475098,14339633,-.1178951263427734,2771758,61535656,-.0102272033691406,2151448,.0300617218017578,60606,.4498472213745117,5611206,.1724920272827148,54202,.7260808944702148,12684028,.9040918350219727,43126,270121,3166487,.1398801803588867,676169,.228846549987793,5464715,.7691020965576172,68495,.6042079925537109,22488704,.1124725341796875,148921,3412220,.0603151321411133,14718145,-.0006580352783203,545561,.145543098449707,113049992,.1386852264404297,43841912,.2512664794921875,268541,.1437225341796875,324635,.0706987380981445,7856,.8142452239990234,157061856,.163970947265625,66570,1.256608963012695,406447,.1472539901733398,838184,-.1986064910888672,687439,.6850147247314453,matched (3),6489349.5,.8631435,315179.38,634418
201410,721710,657,3317,4631084,10,0,0,0,0,0,0,0,0,1,0,0,3884056,1753775,300567,-.3016939163208008,31788528,.0235443115234375,4733696,-.1633234024047852,123746,-.4764089584350586,3910928,-.0692596435546875,151161,-.3323030471801758,300962,.0312204360961914,8720693,-.1386451721191406,7645159,-.0431632995605469,810968,25417004,-.3050155639648438,1892004,.1658964157104492,5277206,-.0608863830566406,818034,238411,-.3136930465698242,1253365,-.1514387130737305,2611527,-.1223964691162109,7180926,247748,-.3295459747314453,13678171,-.0472259521484375,2282237,67038876,.0856552124023438,1998004,-.0739927291870117,35816,-.5259990692138672,6232159,.1049566268920898,99131,.603724479675293,12181386,-.0404338836669922,23095,242643,2910579,-.0842704772949219,666586,-.0142736434936523,4961757,-.0965518951416016,40772,-.5187644958496094,14893145,-.4121131896972656,125376,4149932,.1957292556762695,15937188,.0795745849609375,586536,.0724191665649414,109238432,-.0342979431152344,42812548,-.0237598419189453,279575,.0402669906616211,523804,.4784164428710938,3241,-.8853960037231445,161594576,.0284500122070313,32787,-.7082223892211914,550404,.3031988143920898,583686,-.3618745803833008,521393,-.2764692306518555,matched (3),5415580,.8631435,277905.22,616749.13
201411,721710,658,3317,5097596,11,0,0,0,0,0,0,0,0,0,1,0,2166895,1186100,428887,.3555221557617188,23727070,-.2924900054931641,3550196,-.2877035140991211,149823,.19122314453125,2504962,-.4455013275146484,87539,-.5462608337402344,419623,.3323726654052734,7773145,-.1150236129760742,8143258,.0631170272827148,919722,26011910,.0231361389160156,1855944,-.0192432403564453,4204355,-.2272758483886719,1249241,262444,.0960416793823242,669433,-.6271562576293945,2113164,-.2117490768432617,6825004,157602,-.4523391723632813,11244452,-.1959266662597656,2177716,57271312,-.1574726104736328,2163543,.0795984268188477,42189,.1637649536132813,4972815,-.2257366180419922,104732,.0549631118774414,21247452,.5563278198242188,22256,459668,2039565,-.3556156158447266,517217,-.2537069320678711,3306064,-.4060020446777344,61850,.4167165756225586,20580000,.3234195709228516,131424,2817092,-.3873872756958008,11572160,-.3200531005859375,454991,-.2539558410644531,99351304,-.0948696136474609,38629584,-.102813720703125,298354,.0650100708007813,313709,-.5126514434814453,669,-1.577853202819824,153529552,-.0511970520019531,36794,.1153030395507813,410824,-.2924871444702148,333934,-.5584201812744141,428871,-.195347785949707,matched (3),5207421,.8631435,299505.44,626778.81
201412,721710,659,3317,6143843,12,0,0,0,0,0,0,0,0,0,0,1,2688811,2013756,233865,-.6064491271972656,24883608,.0475940704345703,3071115,-.1449623107910156,257044,.5397930145263672,2023683,-.2133541107177734,122852,.3388957977294922,299796,-.3362541198730469,6816409,-.1313419342041016,7571317,-.0728235244750977,805495,23077362,-.1197013854980469,1552532,-.1785058975219727,3985966,-.0533418655395508,873379,235867,-.1067695617675781,1002621,.4039421081542969,2474140,.1577062606811523,6056843,229255,.3747625350952148,7596251,-.3922204971313477,2341555,54265448,-.0539112091064453,2663379,.2078485488891602,67282,.4667329788208008,4424044,-.1169319152832031,62201,-.5210342407226563,16802288,-.2347221374511719,32010,501696,2539318,.2191591262817383,530823,.0259666442871094,2809556,-.1627311706542969,87990,.3525104522705078,27334276,.2838211059570313,239237,3048901,.0790767669677734,10924915,-.05755615234375,598401,.2739830017089844,83272528,-.176544189453125,33775268,-.1342887878417969,345865,.1477680206298828,451475,.3640537261962891,1811,.9958505630493164,127196152,-.1881618499755859,67168,.6018619537353516,551193,.293919563293457,20446,-2.793155670166016,227657,-.6333160400390625,matched (3),6174722.5,.8631435,271619.59,613942.5
201501,721710,660,3317,5596109,01,0,0,0,0,0,0,0,0,0,0,0,2070454,1489335,288584,.2102422714233398,25241664,.0142860412597656,5086729,.5045938491821289,329555,.2484960556030273,2332860,.1421756744384766,212278,.5469160079956055,420969,.3394565582275391,7341187,.0741682052612305,7766871,.0255012512207031,700825,19464044,-.1702842712402344,1710644,.0969829559326172,3719502,-.0691890716552734,848948,379372,.4752492904663086,904245,-.1032733917236328,2076171,-.1753673553466797,5341491,210953,-.0831995010375977,8688914,.1343927383422852,1535002,56889472,.0472221374511719,2624599,-.0146675109863281,43178,-.4435615539550781,4656151,.0511350631713867,18116,-1.233574867248535,9973884,-.52154541015625,19005,170933,2097519,-.1911401748657227,520730,-.0191974639892578,1808031,-.4407882690429688,19377,-1.51313591003418,19429628,-.3413410186767578,157342,3839656,.2306013107299805,12298980,.1184711456298828,960885,.4735937118530273,82300112,-.0117454528808594,32953404,-.0246334075927734,225822,-.4263019561767578,369271,-.20098876953125,7349,1.40068531036377,135161136,.0607376098632813,31359,-.7616958618164063,393787,-.3362741470336914,458552,3.110285758972168,457916,.6988458633422852,matched (3),5155449.5,.8631435,262126.58,609802.06
201502,721710,661,3317,5513434,02,1,0,0,0,0,0,0,0,0,0,0,2452581,1065929,486275,.5217876434326172,20683940,-.1991386413574219,3742341,-.3069238662719727,234710,-.3393926620483398,2375695,.0181951522827148,106278,-.691838264465332,310102,-.3056583404541016,6920669,-.0589885711669922,6817950,-.1303091049194336,653058,19134212,-.01708984375,1012247,-.5246973037719727,4448218,.1789131164550781,739740,226148,-.5173273086547852,1041519,.1413354873657227,2002233,-.0362625122070313,6697875,268469,.2411003112792969,9765644,.1168231964111328,2043068,52009664,-.0896816253662109,2405020,-.0873699188232422,104906,.8877334594726563,4548223,-.0234527587890625,176268,2.275209426879883,10568837,.0579395294189453,26624,102939,2054513,-.020716667175293,530672,.0189123153686523,2000057,.1009368896484375,40106,.7274389266967773,14454593,-.2957878112792969,111160,2876283,-.288884162902832,13314070,.0793037414550781,495809,-.6616640090942383,75029920,-.0924854278564453,31834336,-.0345497131347656,294813,.2665939331054688,278821,-.2809610366821289,3143,-.8493871688842773,124710368,-.080474853515625,43162,.3194599151611328,377833,-.0413579940795898,367635,-.220982551574707,305303,-.4053812026977539,matched (3),5578548,.8631435,335032.97,644511.63
201503,721710,662,3317,6977342,03,0,1,0,0,0,0,0,0,0,0,0,3232643,1362911,519480,.0660543441772461,25701154,.2171783447265625,4172247,.1087436676025391,299946,.2452516555786133,2676099,.1190700531005859,200396,.6342372894287109,383807,.2132387161254883,7352182,.0604848861694336,8024725,.162968635559082,1024926,23147384,.1904029846191406,1663383,.4966802597045898,4938401,.1045379638671875,1237860,321240,.3509988784790039,687178,-.4158420562744141,2167236,.0791902542114258,4994330,277526,.0331783294677734,10666073,.0881977081298828,2180867,71685624,.32086181640625,2574283,.0680131912231445,54188,-.6606044769287109,5174293,.1289663314819336,127510,-.3238105773925781,13854065,.2706699371337891,39741,160256,2315500,.1195869445800781,524774,-.0111761093139648,2331068,.1531505584716797,44028,.0932998657226563,18581226,.2511386871337891,115267,3498895,.195948600769043,12235509,-.0844783782958984,424104,-.1562118530273438,89546160,.1768665313720703,35851456,.1188392639160156,344931,.1570034027099609,303260,.0840206146240234,4524,.3642187118530273,133969880,.0716209411621094,64977,.4090728759765625,401103,.0597658157348633,688389,.627263069152832,722835,.8618764877319336,matched (3),6339007,.8631435,228034.38,595942.81
201504,721710,663,3317,7854082,04,0,0,1,0,0,0,0,0,0,0,0,3529513,1554492,326378,-.4647722244262695,17352456,-.3928012847900391,4555135,.0878009796142578,231875,-.2574043273925781,3233246,.1891269683837891,127481,-.4523277282714844,409238,.0641574859619141,6705371,-.0920886993408203,8131009,.013157844543457,727223,17918078,-.2560710906982422,1780252,.067901611328125,4161061,-.1712713241577148,862691,191727,-.5161161422729492,937721,.3108587265014648,2569754,.1703567504882813,5730505,304126,.0915279388427734,11763667,.0979480743408203,1956059,83417936,.1515731811523438,2340926,-.0950241088867188,48686,-.1070680618286133,4986929,-.0368824005126953,88735,-.3625402450561523,8841037,-.4491748809814453,13039,162055,2291674,-.0103425979614258,656237,.2235546112060547,2484712,.0638303756713867,47989,.086146354675293,18884566,.0161933898925781,151880,3342915,-.0456037521362305,12966879,.0580558776855469,424849,.0017547607421875,91916424,.0261249542236328,34035712,-.0519752502441406,352791,.0225315093994141,349396,.1416149139404297,32738,1.979140281677246,130639496,-.0251731872558594,83377,.2493391036987305,388927,-.0308265686035156,784630,.1308584213256836,424572,-.532099723815918,matched (3),6948703.5,.8631435,275521.72,615678.81
