period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1306c124,Y1386c554,Y1436c705,growth1436c705,Y144c124,growth144c124,Y1507c124,growth1507c124,Y1537c208,growth1537c208,Y1686c752,growth1686c752,Y1723c440,growth1723c440,Y1764c222,growth1764c222,Y1765c752,growth1765c752,Y1773c124,growth1773c124,Y1794c32,Y2053c826,growth2053c826,Y212c124,growth212c124,Y2130c124,growth2130c124,Y2398c554,Y2481c752,growth2481c752,Y2631c251,growth2631c251,Y3028c124,growth3028c124,Y3080c36,Y3153c300,growth3153c300,Y3279c752,growth3279c752,Y3313c203,Y3429c124,growth3429c124,Y3499c484,growth3499c484,Y3547c372,growth3547c372,Y3592c124,growth3592c124,Y3705c300,growth3705c300,Y3712c826,growth3712c826,Y3745c554,Y3760c36,Y3771c826,growth3771c826,Y3848c208,growth3848c208,Y3873c752,growth3873c752,Y3973c428,growth3973c428,Y4302c124,growth4302c124,Y4333c442,Y4386c124,growth4386c124,Y4454c348,growth4454c348,Y4491c372,growth4491c372,Y4607c124,growth4607c124,Y4610c124,growth4610c124,Y4630c372,growth4630c372,Y4682c440,growth4682c440,Y4920c191,growth4920c191,Y4926c124,growth4926c124,Y5015c208,growth5015c208,Y638c124,growth638c124,Y810c191,growth810c191,Y913c251,growth913c251,_merge,x,r2,s,sf
201109,721710,620,3317,4743020,09,0,0,0,0,0,0,0,1,0,0,0,3909304,1483099,499289,-.6434135437011719,29529616,-.036590576171875,5108157,-.084233283996582,357979,-.3487930297851563,5148957,-.1526775360107422,36475,-.17572021484375,202298,.3340911865234375,8056546,-.0004863739013672,5596858,-.2022304534912109,832661,33113100,-.066986083984375,1603058,.1590461730957031,5613731,-.1306362152099609,851058,233824,-.2950439453125,1329700,-.4631328582763672,2374719,-.1202268600463867,7252508,393368,-.0848360061645508,15523300,-.1668186187744141,2682024,62730820,-.0118331909179688,2241476,-.1912832260131836,43511,.7900123596191406,3369489,-.0313692092895508,263998,.0600080490112305,3044121,-.5906705856323242,41484,223229,2241618,-.1391401290893555,923760,-.0391731262207031,4259457,.0645656585693359,69216,-1.093832969665527,11352009,-.9797725677490234,151648,5330550,.0057191848754883,16856104,-.0872478485107422,517365,-.1118698120117188,85596936,-.0872917175292969,51291248,-.0746974945068359,282125,.4496650695800781,271518,-.0781831741333008,26131,.2206497192382813,125809496,-.0113945007324219,168228,.998347282409668,318119,-.6973657608032227,624348,-.1659393310546875,501944,-.7281398773193359,matched (3),9004355,.8631435,750051.63,930443.75
201110,721710,621,3317,4721455,10,0,0,0,0,0,0,0,0,1,0,0,5071730,1296481,294448,-.5280828475952148,20365232,-.3715648651123047,4926958,-.0361166000366211,343486,-.0413284301757813,4220859,-.1987552642822266,95832,.9659700393676758,226147,.1114435195922852,6959386,-.1463937759399414,5999721,.0695075988769531,1090640,25631496,-.2561073303222656,1084598,-.3907041549682617,6174361,.0951900482177734,928765,404505,.548095703125,1247479,-.0638284683227539,2274845,-.0429668426513672,7042384,456259,.1483154296875,12602503,-.2084465026855469,2593532,55355736,-.1250724792480469,4298633,.6511621475219727,36355,-.1796817779541016,3485929,.0339736938476563,89404,-1.082776069641113,2952522,-.0305519104003906,43651,559843,2393141,.0654087066650391,956117,.0344276428222656,7747741,.5982599258422852,125515,.5951938629150391,11275234,-.0067863464355469,199422,5158148,-.0328769683837891,14481157,-.1518630981445313,529137,.0224990844726563,84607448,-.011627197265625,48383712,-.0583572387695313,146573,-.6548261642456055,252148,-.0740118026733398,9350,-1.027746200561523,124034744,-.0142078399658203,53577,-1.144200325012207,663926,.7357444763183594,655372,.0484952926635742,477216,-.0505189895629883,matched (3),4952435.5,.8631435,422555.44,694047.06
201111,721710,622,3317,5722710,11,0,0,0,0,0,0,0,0,0,1,0,5628702,1299619,287701,-.0231800079345703,29001988,.3535346984863281,4476750,-.0958242416381836,442969,.2543535232543945,5780116,.3143844604492188,47792,-.6957387924194336,270004,.1772518157958984,7423659,.0645809173583984,6206998,.0339641571044922,539555,33921736,.2802352905273438,1403856,.2580137252807617,5849767,-.0540037155151367,1007304,428681,.058049201965332,1483745,.1734447479248047,2337835,.027313232421875,6497962,241093,-.63787841796875,10031182,-.2281970977783203,1933831,55661936,.0055160522460938,2827901,-.41876220703125,26041,-.3336601257324219,3268552,-.064387321472168,95095,.0617103576660156,3298763,.1108875274658203,65056,437176,2321362,-.0304527282714844,956444,.0003423690795898,4376067,-.5712509155273438,51712,-.8867359161376953,24297502,.7677650451660156,218102,5963121,.1450166702270508,14539013,.0039863586425781,591822,.1119585037231445,86243672,.0191555023193359,50960720,.0518913269042969,141401,-.035923957824707,297407,.1650848388671875,11958,.2460241317749023,131457984,.0581264495849609,57369,.0683841705322266,447896,-.3936090469360352,724387,.1001224517822266,547310,.1370458602905273,matched (3),5443642.5,.8631435,294193.19,624257.81
201112,721710,623,3317,4725652,12,0,0,0,0,0,0,0,0,0,0,1,3385770,1185626,91537,-1.14517879486084,28820472,-.0062789916992188,3752161,-.1765661239624023,373664,-.1701431274414063,4290358,-.2980527877807617,24212,-.6800098419189453,229039,-.1645450592041016,6381325,-.1512966156005859,5187499,-.1794252395629883,958450,28949826,-.1584930419921875,1849514,.2756996154785156,4356234,-.2947931289672852,602973,371753,-.1424837112426758,1058999,-.3372459411621094,2126584,-.0947084426879883,4286282,90500,-.979832649230957,9397892,-.0652122497558594,1263484,43703108,-.2418766021728516,1468616,-.6552143096923828,12604,-.7256574630737305,3155533,-.0351896286010742,39866,-.8693523406982422,5997109,.5977296829223633,25070,259873,1981654,-.1582221984863281,753944,-.2379045486450195,3089250,-.3482227325439453,45657,-.1245326995849609,12554955,-.6602573394775391,169917,5589736,-.064661979675293,9367660,-.4395713806152344,502502,-.1636066436767578,74863368,-.1415119171142578,44308136,-.1398868560791016,118988,-.172576904296875,208315,-.3560495376586914,10694,-.1117172241210938,120426816,-.087646484375,53586,-.0682163238525391,311780,-.3622636795043945,414272,-.558802604675293,349797,-.447662353515625,matched (3),4686560.5,.8631435,292246.72,623342.88
201201,721710,624,3317,5813305,01,0,0,0,0,0,0,0,0,0,0,0,4427497,1261761,506582,1.710943222045898,26548168,-.0821247100830078,3913981,.0422229766845703,697799,.6245746612548828,4906404,.1341705322265625,81106,1.208909034729004,231438,.0104198455810547,7283608,.1322507858276367,5755921,.1039772033691406,451793,29433792,.0165805816650391,1650007,-.1141433715820313,5000880,.138005256652832,1034026,545365,.3832254409790039,1215522,.1378498077392578,1957844,-.0826730728149414,6759492,372567,1.415066719055176,10146969,.0766887664794922,2109761,54052136,.2125301361083984,5979434,1.40400505065918,41007,1.179728507995606,3646047,.1444854736328125,40406,.0134544372558594,7090568,.1674880981445313,57262,336299,2205752,.1071367263793945,1147835,.4203147888183594,3511244,.1280422210693359,43186,-.0556411743164063,16128171,.2504520416259766,102246,5722981,.0235576629638672,13516207,.3666248321533203,787271,.4489736557006836,85149912,.1287479400634766,51481636,.1500568389892578,187488,.4546918869018555,247825,.173670768737793,26451,.9056110382080078,131048496,.0845260620117188,74462,.3290014266967773,381900,.2028608322143555,786302,.6408176422119141,492726,.3426008224487305,matched (3),5217588.5,.8631435,319880,636766.38
201202,721710,625,3317,4233295,02,1,0,0,0,0,0,0,0,0,0,0,4991827,1421867,427378,-.1700172424316406,19059450,-.3313980102539063,4513999,.1426286697387695,458423,-.4201393127441406,6488012,.2794151306152344,29306,-1.017965316772461,238248,.0290002822875977,6814340,-.0665969848632813,5698231,-.0100736618041992,775594,21719336,-.3039417266845703,1421209,-.1492710113525391,5040945,.0079803466796875,496535,391245,-.3321208953857422,946865,-.2497720718383789,2292227,.1576805114746094,4617274,215670,-.5466670989990234,12088283,.1750621795654297,2010908,54131852,.0014724731445313,3153142,-.6399259567260742,31314,-.2696771621704102,3818510,.0462169647216797,52883,.26910400390625,4416829,-.4733428955078125,35263,277472,2140499,-.030029296875,1375785,.1811466217041016,3752389,.0664224624633789,18524,-.8464488983154297,11038948,-.3791389465332031,241616,5086796,-.1178417205810547,14151611,.0459403991699219,390503,-.7011375427246094,80119440,-.0608940124511719,50891700,-.0115242004394531,186752,-.0039329528808594,200159,-.2136106491088867,71827,.9989662170410156,134592672,.0266857147216797,48572,-.427241325378418,945113,.9061460494995117,384176,-.7162399291992188,342753,-.3629436492919922,matched (3),4758451,.8631435,266172.69,611552.19
201203,721710,626,3317,4502677,03,0,1,0,0,0,0,0,0,0,0,0,6299183,1096787,708756,.5058422088623047,20258456,.0610103607177734,4367814,-.0329208374023438,532436,.1496706008911133,5528856,-.1599750518798828,63472,.7728071212768555,242108,.0160722732543945,7047393,.0336284637451172,6210739,.0861244201660156,1571425,32561972,.4049434661865234,2079913,.3808174133300781,5781106,.1370010375976563,322035,234846,-.5104045867919922,980636,.0350446701049805,2474857,.0766582489013672,3706957,92631,-.8451251983642578,17995946,.3979110717773438,2768355,59099676,.0878028869628906,3672664,.1525173187255859,24477,-.2463321685791016,3930845,.0289945602416992,164339,1.133849143981934,13182979,1.093504905700684,40129,295640,1945557,-.0954904556274414,1404534,.0206813812255859,1785316,-.7427968978881836,126048,1.917595863342285,12658788,.1369228363037109,135337,6208935,.1993408203125,14946872,.0546722412109375,521627,.2895174026489258,90963248,.1269359588623047,55507020,.0868091583251953,335765,.5866298675537109,252518,.2323703765869141,30858,-.8448638916015625,145195136,.0758247375488281,46058,-.0531463623046875,337128,-1.030841827392578,527122,.3163309097290039,545703,.4650650024414063,matched (3),5285692.5,.8631435,333694.84,643817.06
201204,721710,627,3317,4686379,04,0,0,1,0,0,0,0,0,0,0,0,4772508,1347530,941297,.283747673034668,22287244,.0954418182373047,4547048,.0402154922485352,338816,-.4520053863525391,3817888,-.3702840805053711,83976,.2799320220947266,137387,-.5665826797485352,7781835,.0991344451904297,6274049,.0101423263549805,724007,33210712,.0197257995605469,1690033,-.2075777053833008,4964074,-.1523685455322266,913245,269531,.1377534866333008,1088247,.1041221618652344,2636973,.0634489059448242,4377761,111680,.1870136260986328,16426492,-.0912513732910156,2534054,63725448,.0753593444824219,5547257,.4123868942260742,26890,.0940208435058594,3705721,-.0589771270751953,36196,-1.512982368469238,16346751,.2151012420654297,27803,207082,2463564,.2360601425170898,953363,-.3874654769897461,3596964,.7004947662353516,104953,-.1831502914428711,9185802,-.3206939697265625,187401,5936174,-.0449237823486328,13049044,-.1357860565185547,627259,.1844062805175781,88672096,-.0255107879638672,54552944,-.0173377990722656,171858,-.6697425842285156,256135,.0142221450805664,32640,.0561418533325195,142343168,-.01983642578125,55228,.1815690994262695,346093,.0262451171875,672050,.2429008483886719,437031,-.2220706939697266,matched (3),4549303,.8631435,315554.56,634604.5
201205,721710,628,3317,6681860,05,0,0,0,1,0,0,0,0,0,0,0,6230091,1581632,681540,-.3229045867919922,20987600,-.0600833892822266,5165462,.1275167465209961,310811,-.0862722396850586,5938943,.4418344497680664,102333,.1977014541625977,296114,.7679433822631836,8749594,.1172151565551758,6728834,.0699796676635742,820378,37120656,.1113014221191406,1921302,.1282548904418945,6515853,.2720117568969727,727442,307665,.1323280334472656,874320,-.218876838684082,3002685,.1298751831054688,6388880,146549,.2717218399047852,26765740,.4882259368896484,1691294,69950040,.0931968688964844,3973825,-.3335742950439453,58586,.7787418365478516,3716983,.0030345916748047,74266,.7187042236328125,17580528,.0727634429931641,59417,229627,3068527,.2195892333984375,1496428,.450840950012207,3866000,.0721302032470703,60468,-.5513982772827148,15404666,.5170116424560547,212438,6129864,.0321073532104492,13832058,.0582733154296875,491104,-.2447032928466797,91383664,.0301227569580078,58266240,.0658512115478516,160554,-.0680389404296875,295117,.141667366027832,26396,-.2123260498046875,151968384,.0654315948486328,72578,.2731914520263672,610838,.5681238174438477,364889,-.6107397079467773,648057,.3939743041992188,matched (3),6023569.5,.8631435,363154.19,659567.38
201206,721710,629,3317,5644986,06,0,0,0,0,1,0,0,0,0,0,0,5552910,1524077,538068,-.2363691329956055,24495668,.1545658111572266,4664746,-.1019611358642578,424694,.3121843338012695,1994828,-1.090973854064941,92606,-.0998783111572266,228744,-.2581415176391602,7720112,-.125178337097168,6516245,-.0321035385131836,1121146,32736454,-.1256847381591797,2995302,.4440422058105469,5743806,-.1261157989501953,542064,279217,-.0970220565795898,1217565,.3311614990234375,2721111,-.0984659194946289,5296438,99243,-.3897886276245117,22849164,-.1582069396972656,2750797,66140768,-.0559959411621094,2351784,-.5245552062988281,55778,-.0491170883178711,3863270,.0386018753051758,46947,-.4586334228515625,12057103,-.3771381378173828,38110,199809,2747031,-.1106767654418945,1397163,-.0686378479003906,3808280,-.0150432586669922,5488,-2.399550437927246,12618270,-.19952392578125,200817,5818829,-.0520734786987305,13379158,-.0332908630371094,506668,.0312004089355469,91479600,.0010490417480469,55821028,-.0428714752197266,215980,.2965555191040039,226489,-.2646751403808594,6477,-1.40495491027832,147209776,-.0318145751953125,49177,-.3892354965209961,316644,-.6570539474487305,877712,.8777256011962891,374502,-.5483818054199219,matched (3),5781828.5,.8631435,269412.22,612969.13
201207,721710,630,3317,4546362,07,0,0,0,0,0,1,0,0,0,0,0,3838718,1165969,510750,-.0521049499511719,21832286,-.1151065826416016,3760936,-.2153654098510742,214380,-.683619499206543,4444671,.8011484146118164,173984,.6306095123291016,208299,-.0936288833618164,7568873,-.0197849273681641,5128027,-.2395772933959961,963838,26358820,-.2166862487792969,1641090,-.6016845703125,5740495,-.0005769729614258,661146,145860,-.6493415832519531,1036708,-.1608028411865234,2767510,.0169076919555664,4862981,141020,.3513307571411133,18924336,-.1884670257568359,2723952,69319608,.0469436645507813,1975636,-.1742839813232422,17661,-1.150020599365234,3251801,-.1723051071166992,28560,-.4970121383666992,10320055,-.1555652618408203,56508,448180,2593319,-.0575828552246094,1210465,-.1434383392333984,4167236,.0900754928588867,33902,1.820910453796387,11222269,-.1172466278076172,193313,5240358,-.1047096252441406,11957491,-.1123390197753906,313784,-.479151725769043,74775736,-.2016220092773438,36844208,-.4154529571533203,157234,-.3174505233764648,286005,.2333126068115234,40824,1.841012954711914,103152240,-.35565185546875,43805,-.1156787872314453,404230,.244206428527832,857653,-.0231189727783203,295025,-.2385368347167969,matched (3),4112344.5,.8631435,306344.56,630075.56
201208,721710,631,3317,4296882,08,0,0,0,0,0,0,1,0,0,0,0,0,1572686,379420,-.297236442565918,17369242,-.2286891937255859,7041268,.6271200180053711,194792,-.0958175659179688,3619002,-.2055082321166992,76961,-.8156652450561523,150145,-.3273735046386719,7648308,.0104398727416992,3422540,-.4043378829956055,1189615,32870682,.2207794189453125,3375367,.7211437225341797,6974822,.1947612762451172,738601,488572,1.208839416503906,1372469,.2805614471435547,1078321,-.9425430297851563,5212457,85052,-.5056390762329102,14168079,-.2894573211669922,2317647,39804644,-.5547447204589844,1878769,-.0502738952636719,21669,.204524040222168,2138196,-.4192466735839844,20956,-.3095827102661133,13220866,.2477073669433594,39680,700541,1884093,-.3194913864135742,867752,-.3328542709350586,3688058,-.1221532821655273,26624,-.2416610717773438,508853,-3.09349536895752,232029,2874718,-.6004352569580078,11610814,-.0294227600097656,518908,.5030221939086914,23470048,-1.158769607543945,13323216,-1.017190933227539,199690,.2390308380126953,362721,.2376251220703125,18510,-.790959358215332,93801152,-.0950298309326172,33616,-.2647457122802734,100104,-1.395774841308594,782369,-.0918731689453125,333374,.1222047805786133,matched (3),4336280,.8631435,440264.25,704968.63
201209,721710,632,3317,3627768,09,0,0,0,0,0,0,0,1,0,0,0,3736393,1516667,512870,.3013782501220703,17937744,.0322055816650391,3452700,-.7126312255859375,206750,.0595779418945313,4501924,.2183065414428711,96637,.2276630401611328,138657,-.0795974731445313,7252932,-.0530786514282227,6901392,.7013397216796875,858431,16122249,-.7123813629150391,1787738,-.6355533599853516,5303347,-.2739686965942383,768363,298625,-.4922981262207031,1197585,-.1363048553466797,2245607,.7335700988769531,5058547,249023,1.074282646179199,12038773,-.1628589630126953,2080835,64702844,.4858207702636719,1479564,-.2388687133789063,15825,-.3142919540405273,3837436,.5848417282104492,19967,-.0483436584472656,21615136,.4915981292724609,29344,379858,2213268,.1610231399536133,964376,.1055755615234375,3934888,.0647830963134766,16448,-.4816093444824219,8464459,2.811471939086914,132798,5604545,.6676235198974609,10640159,-.0873012542724609,623512,.1836414337158203,93215000,1.379184722900391,51157476,1.345401763916016,150278,-.2842788696289063,278544,-.2640581130981445,286,-4.170073986053467,142414448,.4175643920898438,29391,-.1343135833740234,402081,1.390443801879883,740482,-.0550251007080078,492120,.3894577026367188,matched (3),3601855.3,.8631435,457477.97,715845.13
201210,721710,633,3317,5066690,10,0,0,0,0,0,0,0,0,1,0,0,4948145,1493541,567592,.1013803482055664,21051440,.1600627899169922,4004979,.148381233215332,303501,.3838748931884766,3725212,-.1893806457519531,125088,.2580556869506836,346474,.9158039093017578,7723279,.0628337860107422,7507387,.0841646194458008,1058620,28809660,.5805110931396484,1829064,.0228538513183594,5506706,.037628173828125,1033746,975398,1.183656692504883,1635892,.3118820190429688,2282017,.0160846710205078,5622418,356396,.3584976196289063,11124375,-.0789928436279297,2349137,79396864,.2046546936035156,2549321,.5440797805786133,23112,.3787612915039063,3955427,.0302848815917969,97915,1.590018272399902,23557028,.0860309600830078,42803,645279,2292132,.0350122451782227,1783640,.6149301528930664,6535912,.5074291229248047,127386,2.047018051147461,13457518,.4636621475219727,215576,7201997,.2507810592651367,13590278,.244720458984375,681409,.0887947082519531,98336632,.0534877777099609,53678652,.0481071472167969,148747,-.0102405548095703,262587,-.0589942932128906,20520,4.273163318634033,152589600,.0690097808837891,58474,.6878938674926758,642743,.4690914154052734,1091544,.3880472183227539,709678,.3660888671875,matched (3),4940659.5,.8631435,329091.72,641443.31
201211,721710,634,3317,4063474,11,0,0,0,0,0,0,0,0,0,1,0,4846673,1338298,306026,-.6177330017089844,24014756,.1316986083984375,3277711,-.2003927230834961,227030,-.2903032302856445,1288265,-1.061827659606934,176496,.3442811965942383,200276,-.5481109619140625,8047851,.0411663055419922,7389228,-.015864372253418,786493,32415016,.1179103851318359,1267436,-.3668088912963867,5204846,-.0563764572143555,962689,456177,-.7599649429321289,1274141,-.2499160766601563,2219470,-.0277919769287109,6081726,155078,-.8321151733398438,10046312,-.1019325256347656,2394846,66506712,-.1771564483642578,2018806,-.2333211898803711,17569,-.2742156982421875,3545891,-.1092996597290039,33019,-1.087016105651856,19737740,-.1768932342529297,23877,533115,2119924,-.0781021118164063,1336254,-.2887859344482422,3744070,-.5571384429931641,120478,-.0557546615600586,12017811,-.1131477355957031,169406,6336437,-.1280422210693359,11618320,-.1567726135253906,893341,.2708053588867188,95280056,-.0315761566162109,50149680,-.0680046081542969,135818,-.0909309387207031,233658,-.1167230606079102,5948,-1.238345146179199,152121216,-.0030727386474609,34225,-.5356254577636719,733817,.1325149536132813,400498,-1.002639770507813,209610,-1.219562530517578,matched (3),4524555,.8631435,300875.13,627434.5
201212,721710,635,3317,4403210,12,0,0,0,0,0,0,0,0,0,0,1,2001197,1755186,339,-6.805424690246582,23113400,-.0382556915283203,2910012,-.118988037109375,224430,-.0115175247192383,3739892,1.065760612487793,123492,-.3571224212646484,220838,.0977325439453125,6486487,-.2156848907470703,5685354,-.2621297836303711,1009686,8945682,-1.287450790405273,1507785,.1736459732055664,3959102,-.2735729217529297,1234284,244551,-.6234569549560547,686260,-.6187715530395508,1703285,-.26470947265625,3657411,154304,-.0050029754638672,7927351,-.2368869781494141,1300796,53619120,-.2153968811035156,2083692,.0316352844238281,20960,.1764793395996094,3203477,-.1015520095825195,26652,-.2142190933227539,7510624,-.9662132263183594,31860,250482,1473208,-.3639373779296875,817250,-.4916810989379883,4064095,.0820178985595703,9619,-2.527727127075195,14121855,.1613330841064453,228877,5382900,-.1630887985229492,8420846,-.3218727111816406,721439,-.2137203216552734,67569720,-.3436603546142578,37252168,-.29730224609375,168087,.2131662368774414,209570,-.1088008880615234,11995,.7014350891113281,102662384,-.3932323455810547,99113,1.063303947448731,500265,-.3831214904785156,240993,-.5079412460327148,270108,.2535734176635742,matched (3),5275424,.8631435,304204.88,629038
201301,721710,636,3317,4485694,01,0,0,0,0,0,0,0,0,0,0,0,3723314,1094942,318822,6.84638786315918,24556294,.0605564117431641,4245021,.377589225769043,412207,.6079616546630859,6216181,.5080986022949219,205170,.5076627731323242,171468,-.2530326843261719,8075826,.2191543579101563,6445550,.1254968643188477,869969,26980282,1.103935241699219,1473016,-.0233297348022461,4665367,.164149284362793,1478560,287415,.161503791809082,1788100,.9576530456542969,1969372,.1451559066772461,6157345,311783,.7033824920654297,12795291,.4787578582763672,2335491,74064416,.323028564453125,2298810,.0982503890991211,21161,.0095443725585938,3820039,.1760234832763672,61003,.828059196472168,22621732,1.102592468261719,17020,381436,2154550,.3801393508911133,1302756,.4662923812866211,2830847,-.3616151809692383,138646,2.668183326721191,13395536,-.0528011322021484,189695,5855109,.0840864181518555,13195531,.4491691589355469,641883,-.1168422698974609,84203584,.2200775146484375,39092928,.0482330322265625,202504,.1862773895263672,297656,.3508806228637695,8037,-.4004344940185547,128948120,.2279644012451172,30496,-1.178665161132813,682813,.3110828399658203,622479,.9489421844482422,391305,.3706655502319336,matched (3),4796984.5,.8631435,331718.28,642794.88
201302,721710,637,3317,4400777,02,1,0,0,0,0,0,0,0,0,0,0,4635802,1205497,187055,-.5332298278808594,21257452,-.1442623138427734,2921214,-.3737468719482422,505585,.2041902542114258,6295740,.0127182006835938,182187,-.118804931640625,236998,.3236551284790039,7141033,-.1230173110961914,7593962,.1639633178710938,782755,23464942,-.1395988464355469,1497413,.0164270401000977,4254513,-.0921859741210938,608306,302070,.0497312545776367,1061413,-.5215530395507813,1820401,-.0786581039428711,4675678,462211,.3937139511108398,10984732,-.1525707244873047,2092913,70109328,-.0548782348632813,2474356,.0735883712768555,23155,.0900506973266602,3808530,-.0030174255371094,60813,-.0031194686889648,17131924,-.2779674530029297,42310,180073,1571716,-.3154144287109375,836941,-.4424839019775391,1760609,-.4749164581298828,155081,.1120243072509766,12679812,-.0549106597900391,134643,5167848,-.1248579025268555,12319346,-.0687084197998047,626249,-.0246572494506836,82106048,-.0252265930175781,41816148,.0673408508300781,145051,-.3336734771728516,232000,-.249201774597168,17861,.7985639572143555,125170768,-.0297317504882813,49201,.4783182144165039,400363,-.5338497161865234,683871,.094059944152832,552755,.3454275131225586,matched (3),4426182,.8631435,273779.44,614901.13
201303,721710,638,3317,3704413,03,0,1,0,0,0,0,0,0,0,0,0,4013429,1333531,446608,.8702783584594727,16420023,-.2582054138183594,4379724,.4049863815307617,358247,-.3444938659667969,5069989,-.2165346145629883,151612,-.1837091445922852,162000,-.3804550170898438,7905027,.1016416549682617,7536685,-.0075712203979492,776972,19829468,-.1683387756347656,1667136,.1073684692382813,4847004,.1303806304931641,575810,271313,-.1073856353759766,623581,-.5318775177001953,2198530,.1887321472167969,3521654,207958,-.7986850738525391,12847513,.1566429138183594,1990330,63543684,-.0983295440673828,1292185,-.6496458053588867,21164,-.0899085998535156,3777484,-.0081853866577148,37038,-.4958591461181641,21002972,.2037200927734375,27108,80420,1524649,-.0304031372070313,1517008,.5947418212890625,1639679,-.0711593627929688,95314,-.4867706298828125,10134440,-.2240715026855469,154385,5414644,.0466508865356445,13369624,.0818138122558594,1012242,.4801750183105469,86805184,.0556545257568359,43093820,.0300960540771484,130870,-.1028814315795898,316533,.3106908798217773,25222,.345097541809082,129416472,.0333576202392578,22155,-.7978506088256836,229612,-.5559806823730469,292951,-.8477640151977539,404775,-.3115835189819336,matched (3),3854855.3,.8631435,262350.25,609898.25
201304,721710,639,3317,4887280,04,0,0,1,0,0,0,0,0,0,0,0,4804061,1416677,453455,.0152149200439453,17756298,.0782394409179688,4034199,-.0821781158447266,635364,.5729761123657227,5880514,.1483049392700195,128724,-.1636543273925781,334032,.7236404418945313,9391239,.1722784042358398,7070084,-.0639095306396484,795169,22083752,.1076736450195313,1865455,.1123971939086914,5147996,.060246467590332,791887,387458,.3563346862792969,882414,.3471822738647461,2232454,.0153131484985352,4727951,237281,.1319093704223633,12189362,-.0525856018066406,2189141,76361648,.1837539672851563,2101326,.4862337112426758,52111,.9010744094848633,4112655,.0850105285644531,53551,.3686895370483398,13823866,-.4182662963867188,31873,169503,1832579,.1839599609375,573609,-.9725465774536133,2336164,.3540096282958984,97605,.0237512588500977,16616517,.4944572448730469,235049,4936226,-.0925064086914063,13031951,-.0255794525146484,576754,-.5625076293945313,93970592,.079315185546875,44849640,.0399360656738281,188229,.3634548187255859,247193,-.247258186340332,39165,.4400663375854492,135040320,.0425376892089844,31562,.3538904190063477,426261,.6186609268188477,1064390,1.290151596069336,371902,-.0847015380859375,matched (3),5294038,.8631435,264930.84,611012.75
201305,721710,640,3317,5304027,05,0,0,0,1,0,0,0,0,0,0,0,3215527,1605175,641815,.3474035263061523,22757212,.2481422424316406,4325034,.0696115493774414,641869,.0101861953735352,5300551,-.1038331985473633,194007,.4102239608764648,474036,.3500461578369141,10105027,.0732555389404297,7672849,.0818157196044922,1382817,1725895,-2.54909610748291,2174626,.1533517837524414,5435449,.0543346405029297,913781,312091,-.2163124084472656,1245480,.3446149826049805,2023458,-.0982942581176758,5931485,328612,.3256320953369141,16360627,.2943134307861328,2189804,69183896,-.0987129211425781,1965794,-.0666723251342773,25038,-.7329816818237305,4558719,.1029729843139648,64437,.185053825378418,11604566,-.1749992370605469,89993,288309,2126056,.1485443115234375,985269,.5409660339355469,2522925,.076909065246582,285655,1.073856353759766,13257060,-.2258663177490234,197111,5325761,.0759544372558594,11438576,-.1304130554199219,566023,-.0187807083129883,97790384,.0398445129394531,45203324,.0078544616699219,184424,-.0204219818115234,290113,.1601009368896484,32153,-.1972780227661133,137466080,.0178031921386719,34999,.1033658981323242,498710,.1569728851318359,699713,-.4194869995117188,429665,.1443758010864258,matched (3),5196102.5,.8631435,265583.13,611295.81
201306,721710,641,3317,5007097,06,0,0,0,0,1,0,0,0,0,0,0,3552757,1389521,249023,-.9467544555664063,20940180,-.0832138061523438,4198409,-.0297136306762695,264941,-.8848772048950195,1933976,-1.008233070373535,106875,-.5962343215942383,266180,-.5771102905273438,8218582,-.2066354751586914,7115941,-.0753507614135742,752283,26321740,2.724648475646973,1760989,-.2109813690185547,5229630,-.0386009216308594,762984,242892,-.2506780624389648,784508,-.46221923828125,1996623,-.0133504867553711,5228235,265968,-.2115020751953125,11848766,-.3226528167724609,2102898,65213864,-.0590953826904297,1944754,-.0107603073120117,18777,-.2877616882324219,3724021,-.2022371292114258,28624,-.8114423751831055,8865700,-.2692079544067383,39605,188504,1995531,-.0633583068847656,699083,-.3431453704833984,2344750,-.0732402801513672,181878,-.4514484405517578,12840280,-.0319442749023438,178548,4775348,-.1090879440307617,10648983,-.0715274810791016,332198,-.5329036712646484,92787912,-.0525093078613281,42815600,-.0542678833007813,192298,.04180908203125,202561,-.3592290878295898,45708,.3517675399780273,134068256,-.0250282287597656,36824,.0508308410644531,323839,-.4317779541015625,359727,-.6653251647949219,206355,-.7334079742431641,matched (3),4795661,.8631435,209446.88,589080.81
