period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1038c757,growth1038c757,Y1237c251,growth1237c251,Y1292c246,growth1292c246,Y1411c600,Y1453c826,growth1453c826,Y1516c246,growth1516c246,Y1596c152,growth1596c152,Y1627c68,growth1627c68,Y1738c757,growth1738c757,Y1741c752,growth1741c752,Y1901c68,growth1901c68,Y2047c792,growth2047c792,Y2426c344,Y2626c32,Y2659c208,growth2659c208,Y2723c440,growth2723c440,Y2774c484,growth2774c484,Y2789c428,growth2789c428,Y2901c428,growth2901c428,Y2947c752,growth2947c752,Y2953c344,Y3029c554,Y3042c608,Y3085c616,growth3085c616,Y3173c826,growth3173c826,Y3386c152,growth3386c152,Y3623c344,Y3709c68,growth3709c68,Y3841c372,growth3841c372,Y3882c586,growth3882c586,Y3917c68,growth3917c68,Y393c757,growth393c757,Y3966c372,growth3966c372,Y4006c554,Y4156c208,growth4156c208,Y4324c792,Y4326c152,growth4326c152,Y4450c586,growth4450c586,Y4545c344,Y4693c620,growth4693c620,Y46c32,Y4784c600,growth4784c600,Y4792c152,growth4792c152,Y4851c818,Y4931c608,Y518c348,growth518c348,Y586c792,growth586c792,Y646c818,Y6c152,Y920c826,growth920c826,_merge,x,r2,s,sf
201109,840890,620,3809,456539,09,0,0,0,0,0,0,0,1,0,0,0,3309236,.0484428405761719,14406863,.6573810577392578,77043,.0167932510375977,1279894,635401,.8949489593505859,74220,.0524997711181641,425089,1.139342308044434,62711,.3575344085693359,11141539,.0004959106445313,99128,.1344194412231445,17316,.9085817337036133,437769,1.345291137695313,276777,91641,315416,.060399055480957,102739,-.2639522552490234,649522,.0989723205566406,273845,.3896951675415039,9255,1.058270454406738,121387,2.367653846740723,161502,730081,388626,508255,.1115121841430664,567194,.4042186737060547,2985420,.5640020370483398,1885407,252414,.6017894744873047,73187,1.382843971252441,150423,-.7829380035400391,44539,-.6926078796386719,3853131,.3664970397949219,419625,3.025544166564941,59765,4416879,3.32288932800293,0,89651,1.495005607604981,76455,.03369140625,866589,213245,1.622607231140137,0,76958,.7850017547607422,519195,-.905543327331543,446074,392592,1083258,-.023590087890625,1282362,-.8896112442016602,964753,0,3486229,.3020858764648438,matched (3),17147530,.93041915,2335500.3,2640363.5
201110,840890,621,3809,139107,10,0,0,0,0,0,0,0,0,1,0,0,2898063,-.1326751708984375,7438150,-.6610822677612305,8087,-2.254105567932129,609002,209344,-1.110278129577637,60868,-.1983261108398438,144396,-1.079738616943359,86071,.3166351318359375,12639248,.1261272430419922,115172,.1500139236450195,51086,1.081879615783691,178755,-.8956756591796875,188904,184295,271036,-.1516408920288086,73918,-.3292360305786133,325474,-.6909542083740234,143328,-.647425651550293,7553,-.2032194137573242,89733,-.3021459579467773,150014,804867,282004,276560,-.608555793762207,309724,-.6050205230712891,2534686,-.163670539855957,1867797,148653,-.5294551849365234,9893,-2.001190185546875,183429,.1983766555786133,96559,.7737884521484375,4280121,.1050958633422852,257034,-.4901533126831055,28073,476407,-2.226916313171387,49291,61776,-.3724098205566406,85959,.1171684265136719,1431424,18976,-2.419266700744629,0,46229,-.5096521377563477,331057,-.4499893188476563,582491,793190,952718,-.1284093856811523,798644,-.4735441207885742,1381059,0,2670803,-.2664413452148438,matched (3),954507.69,.93041915,908639.44,1530550.1
201111,840890,622,3809,104294,11,0,0,0,0,0,0,0,0,0,1,0,2424012,-.1786184310913086,10687225,.3624258041381836,18504,.827728271484375,321313,286350,.3132362365722656,42607,-.356689453125,183446,.2393608093261719,77023,-.1110677719116211,10312344,-.2034664154052734,74680,-.4332141876220703,10661,-1.56691837310791,176194,-.014430046081543,238518,58404,171402,-.4582395553588867,19826,-1.315961837768555,273585,-.173670768737793,214470,.4030332565307617,3078,-.8976650238037109,33429,-.9874143600463867,174393,363795,179247,258444,-.0677480697631836,326163,.0517158508300781,667126,-1.334846496582031,2000391,120536,-.2096662521362305,3039,-1.180298805236816,93862,-.6700019836425781,24635,-1.365985870361328,3890877,-.0953474044799805,49366,-1.649946212768555,30130,707677,.3957147598266602,23461,31030,-.6885604858398438,1271,-4.214066505432129,429984,15644,-.1930875778198242,0,39991,-.1449527740478516,358835,.0805721282958984,367831,557354,638176,-.4007053375244141,537274,-.3964071273803711,97926,0,1604324,-.5096769332885742,matched (3),1760532.9,.93041915,587743.81,1364698.1
201112,840890,623,3809,271559,12,0,0,0,0,0,0,0,0,0,0,1,3173504,.2694120407104492,8362814,-.2452535629272461,1563912,4.436959266662598,417984,499838,.5570697784423828,49817,.1563377380371094,219462,.1792583465576172,108475,.3424158096313477,7174791,-.362767219543457,115488,.4359550476074219,13344,.2244749069213867,112385,-.4496555328369141,135075,160933,76030,-.8128843307495117,119795,1.798787117004395,340899,.2199745178222656,143384,-.4026432037353516,6578,.7594509124755859,41791,.2232570648193359,204388,816547,323609,477363,.6135978698730469,478683,.383641242980957,1527200,.8282127380371094,2402847,170040,.3440847396850586,29389,2.269091606140137,299169,1.159182548522949,50343,.7146921157836914,2884595,-.2992496490478516,70550,.3570594787597656,8623,487320,-.3730669021606445,160871,87454,1.036158561706543,85166,4.204798698425293,1689249,16876,.0758047103881836,0,63835,.4676475524902344,422948,.1643867492675781,273420,552654,1001275,.4504156112670898,998676,.6199226379394531,402505,0,1747015,.0852060317993164,matched (3),588623.69,.93041915,624694.06,1381014.4
201201,840890,624,3809,110015,01,0,0,0,0,0,0,0,0,0,0,0,2789198,-.1290817260742188,10011518,.1799421310424805,516845,-1.107202529907227,26512,209822,-.8680248260498047,114906,.8357582092285156,206998,-.0584697723388672,80243,-.3014602661132813,9532177,.2840986251831055,83689,-.3220596313476563,22098,.504420280456543,145039,.2550725936889648,191980,39457,54949,-.3247222900390625,68797,-.554621696472168,164679,-.7275886535644531,113292,-.2355575561523438,681,-2.267923355102539,8943,-1.541810035705566,104601,399514,102203,346191,-.3212871551513672,243843,-.6745138168334961,391994,-1.359945297241211,1744507,27366,-1.826732635498047,7321,-1.389873504638672,320051,.0674715042114258,39572,-.2407379150390625,4615111,.4699516296386719,378169,1.679019927978516,14448,249880,-.6679401397705078,5278,46971,-.62158203125,149041,.5596189498901367,321412,19231,.1306314468383789,0,12884,-1.600316047668457,221599,-.6463804244995117,195572,730928,704148,-.3520412445068359,411164,-.8874387741088867,363265,0,1515255,-.1423244476318359,matched (3),16409.777,.93041915,625740.63,1381488.1
201202,840890,625,3809,323084,02,1,0,0,0,0,0,0,0,0,0,0,3383178,.1930608749389648,11541458,.1422080993652344,62021,-2.120269775390625,57274,372922,.5751094818115234,82690,-.3290157318115234,226570,.0903453826904297,99523,.2153291702270508,10295238,.0770092010498047,69069,-.1920013427734375,12052,-.6062564849853516,374695,.9491100311279297,101202,108906,247950,1.506821632385254,67277,-.0223417282104492,132809,-.2150859832763672,275209,.8875617980957031,8338,2.505016326904297,5448,-.4956226348876953,101322,470122,270056,279502,-.2139806747436523,475572,.6679935455322266,7955,-3.897445678710938,852906,62469,.8253698348999023,10266,.3380899429321289,824966,.9468622207641602,37294,-.0592899322509766,3907467,-.1664466857910156,85883,-1.482355117797852,15812,347090,.3286037445068359,68858,47599,.0132808685302734,14391,-2.337618827819824,249881,22429,.1538314819335938,0,38409,1.092306137084961,240004,.0797863006591797,415671,416026,789896,.1149129867553711,860569,.7386016845703125,140490,0,1403288,-.0767660140991211,matched (3),772702.25,.93041915,579040.38,1360972.4
201203,840890,626,3809,481858,03,0,1,0,0,0,0,0,0,0,0,0,3156915,-.0692195892333984,10870113,-.0599269866943359,96420,.4412403106689453,187233,505840,.3048515319824219,37834,-.781890869140625,446292,.6779193878173828,143773,.3678464889526367,10827066,.0503673553466797,101318,.3831577301025391,29438,.8930559158325195,370115,-.012298583984375,227054,50971,89265,-1.021617889404297,27814,-.8832788467407227,107927,-.2074565887451172,430825,.4481716156005859,1874,-1.492748260498047,17148,1.146633148193359,191205,623335,187016,412812,.3899831771850586,279377,-.5319557189941406,1249820,5.056954383850098,1303646,143281,.8301372528076172,7324,-.3376808166503906,208939,-1.373299598693848,80280,.766688346862793,4236267,.0807933807373047,169430,.6794538497924805,54157,510799,.3863916397094727,412542,23514,-.7052154541015625,284622,2.984559059143066,2114992,51520,.8316154479980469,0,42693,.1057424545288086,952100,1.37801456451416,695694,832707,877787,.1055030822753906,1010295,.1604042053222656,302846,0,2076644,.3919353485107422,matched (3),426711.38,.93041915,716392.25,1424842.4
201204,840890,627,3809,302688,04,0,0,1,0,0,0,0,0,0,0,0,3130657,-.0083522796630859,6281341,-.5484342575073242,17992,-1.678786277770996,6501,162295,-1.136804580688477,99439,.9663362503051758,233666,-.6470813751220703,69442,-.7277441024780273,10046786,-.0747966766357422,49121,-.7239770889282227,13136,-.8069305419921875,210394,-.5648317337036133,93410,17167,171356,.6521339416503906,17529,-.4616823196411133,46315,-.8459892272949219,144594,-1.091772079467773,5015,.9843578338623047,9121,-.6313018798828125,120773,409040,457978,372139,-.1037254333496094,364641,.2663507461547852,1094360,-.1328296661376953,1621604,117609,-.1974420547485352,1820,-1.392319679260254,762584,1.294670104980469,73008,-.0949516296386719,2411170,-.5635709762573242,65449,-.9511690139770508,38469,370787,-.320347785949707,115171,35447,.4104423522949219,76289,-1.316633224487305,316428,27169,-.6398935317993164,0,18745,-.8231077194213867,553544,-.5423288345336914,442633,802434,613665,-.3579549789428711,844217,-.1795883178710938,1055449,0,1632063,-.2409086227416992,matched (3),1442944.1,.93041915,539491,1344622.1
201205,840890,628,3809,487447,05,0,0,0,1,0,0,0,0,0,0,0,3028427,-.0332002639770508,8658729,.32098388671875,64150,1.271296501159668,45966,353086,.7772951126098633,40784,-.8912544250488281,386132,.5022869110107422,79327,.133087158203125,11522598,.1370582580566406,77501,.4560041427612305,17551,.2897548675537109,127583,-.5002155303955078,466155,32905,219101,.2457895278930664,72709,1.422608375549316,103684,.8058815002441406,77363,-.6254215240478516,814,-1.818227767944336,2660,-1.232253551483154,87357,528501,366921,449631,.1891603469848633,441335,.1908912658691406,4110180,1.323296546936035,1565610,337019,1.052773475646973,7932,1.472068786621094,142074,-1.680364608764648,75810,.0376615524291992,2922786,.1924257278442383,340286,1.648515701293945,27477,347707,-.0642681121826172,57108,17838,-.6867074966430664,127106,.510493278503418,757135,36194,.2868165969848633,0,29629,.4578266143798828,637533,.1412649154663086,423412,527259,873757,.3533525466918945,1106663,.2706947326660156,1092918,0,953789,-.5371570587158203,matched (3),985925.75,.93041915,573935.75,1358808.4
201206,840890,629,3809,1119381,06,0,0,0,0,1,0,0,0,0,0,0,3111916,.027195930480957,7389275,-.1585378646850586,12501,-1.635415077209473,79167,417822,.1683444976806641,121389,1.090710639953613,380189,-.0155105590820313,64038,-.2141017913818359,9982274,-.1434993743896484,37202,-.7339286804199219,4425,-1.377840995788574,211635,.5060958862304688,242403,87483,138312,-.4600210189819336,19109,-1.336305618286133,322950,1.136150360107422,388667,1.614214897155762,5779,1.960025787353516,5349,.6985840797424316,105358,512573,534078,349753,-.2512006759643555,276443,-.467799186706543,753137,-1.696974754333496,1539758,41484,-2.094831466674805,5250,-.4126768112182617,122285,-.149993896484375,23650,-1.164867401123047,3476622,.1735239028930664,222048,-.4268932342529297,29394,381066,.0916128158569336,792115,47721,.9840402603149414,58311,-.779231071472168,174513,12249,-1.083449363708496,0,10366,-1.050222396850586,555818,-.1371650695800781,317066,1064842,689857,-.2363176345825195,807659,-.3149642944335938,389940,0,1607043,.5217084884643555,matched (3),2016541.8,.93041915,915599.94,1534692.5
201207,840890,630,3809,1131222,07,0,0,0,0,0,1,0,0,0,0,0,1984210,-.4500179290771484,9393083,.2399444580078125,1367455,4.694897651672363,6501,292217,-.3575592041015625,22873,-1.66904354095459,310383,-.2028617858886719,99342,.439091682434082,10820094,.0805931091308594,16215,-.8304252624511719,20565,1.536320686340332,324347,.4269514083862305,115588,129779,203153,.3844480514526367,95187,1.605683326721191,188492,-.5384426116943359,423701,.0863046646118164,3208,-.5885829925537109,22578,1.440066337585449,119666,645314,313322,299813,-.1540679931640625,454097,.4963054656982422,1185813,.4539365768432617,1822493,123011,1.086965560913086,10529,.6959047317504883,72979,-.5161819458007813,53484,.8160190582275391,2256006,-.4324655532836914,107118,-.7289628982543945,33810,206494,-.612701416015625,24907,50354,.0537071228027344,59711,.0237255096435547,526818,22639,.6142301559448242,0,34324,1.19731330871582,605776,.0860691070556641,337228,868928,733269,.0610284805297852,442207,-.6023616790771484,524417,0,1708523,.0612335205078125,matched (3),576775,.93041915,567497.31,1356101.5
201208,840890,631,3809,1136005,08,0,0,0,0,0,0,1,0,0,0,0,4034466,.7096529006958008,5535385,-.528813362121582,16442,-4.420867919921875,896952,380290,.2634372711181641,164052,1.970226287841797,278741,-.1075239181518555,69141,-.3624210357666016,10973790,.0141048431396484,176874,2.389500617980957,24769,.1860017776489258,232971,-.3309001922607422,178771,274547,266699,.272160530090332,156362,.4963312149047852,584931,1.132438659667969,867418,.7164926528930664,47132,2.687304496765137,105549,1.54219913482666,143963,935866,249421,326615,.0856227874755859,160652,-1.039070129394531,2621085,.7931594848632813,1958907,188325,.4258956909179688,16969,.4772548675537109,93338,.2460546493530273,116334,.7770833969116211,3415241,.4146518707275391,58481,-.6052284240722656,119052,97960,-.7457122802734375,121183,42484,-.1699504852294922,78339,.2715291976928711,703754,14143,-.470454216003418,0,161571,1.549099922180176,598735,-.0116910934448242,420000,986345,743988,.0145120620727539,582916,.2762651443481445,147288,0,1197561,-.3553428649902344,matched (3),-34423.344,.93041915,625365.81,1381318.4
201209,840890,632,3809,21645,09,0,0,0,0,0,0,0,1,0,0,0,3003181,-.295201301574707,5428835,-.0194358825683594,8923,-.6112060546875,737947,217652,-.5580368041992188,70160,-.8494043350219727,448686,.4760398864746094,67514,-.0238122940063477,10962747,-.0010051727294922,43456,-1.403688430786133,3425,-1.978490829467773,86447,-.9913825988769531,117858,8894,140216,-.6429357528686523,72446,-.7693328857421875,217140,-.9909515380859375,563995,-.4304752349853516,5100,-2.223711967468262,44420,-.8654861450195313,152932,561891,160977,254892,-.2479419708251953,529161,1.192051887512207,719646,-1.292583465576172,1500108,304725,.4812402725219727,1950,-2.163558483123779,391176,1.432930946350098,54875,-.7514076232910156,2381362,-.3605756759643555,50030,-.1560792922973633,396,9925,-2.289502143859863,32552,26497,-.4720964431762695,71245,-.0949211120605469,412881,25606,.5936069488525391,0,32411,-1.606446266174316,588084,-.017949104309082,315693,744009,745836,.0024805068969727,457072,-.2432022094726563,99930,0,875880,-.3128128051757813,matched (3),-1441019.8,.93041915,601588,1370717.4
201210,840890,633,3809,589029,10,0,0,0,0,0,0,0,0,1,0,0,4055434,.3003854751586914,7351756,.3032140731811523,233169,3.263131141662598,762840,335628,.4331064224243164,84435,.1852035522460938,302558,-.3940496444702148,82406,.1993227005004883,10692048,-.0250034332275391,128222,1.082014083862305,11121,1.177733421325684,55858,-.4367189407348633,125683,37782,328489,.8513193130493164,69073,-.0476770401000977,359106,.5030755996704102,449467,-.2269830703735352,11551,.8175315856933594,58720,.2790908813476563,192867,664730,441242,571025,.8065929412841797,251487,-.743901252746582,187598,-1.34445858001709,1527479,354826,.1522178649902344,6940,1.269472599029541,42552,-2.218430519104004,110531,.7002382278442383,2844101,.1775751113891602,81967,.4936933517456055,35459,91441,2.220637321472168,3109,91265,1.236736297607422,233737,1.188072204589844,1301949,26806,.0457983016967773,0,16378,-.6825590133666992,573528,-.0250625610351563,320285,753321,795682,.0646944046020508,487510,.0644693374633789,157267,0,1345235,.4290952682495117,matched (3),-528118.19,.93041915,613440.75,1375960.6
201211,840890,634,3809,597337,11,0,0,0,0,0,0,0,0,0,1,0,4204137,.0360107421875,6034766,-.1974020004272461,43076,-1.688797950744629,192814,431325,.2508583068847656,91425,.0795364379882813,276919,-.0885477066040039,81870,-.0065250396728516,11297622,.0550918579101563,74146,-.5477266311645508,14185,.2433500289916992,179949,1.16986083984375,254259,70527,174820,-.6307468414306641,81135,.16094970703125,426886,.1728992462158203,533949,.1722383499145508,1150,-2.307010173797607,16753,-1.254202842712402,280840,702865,202152,327751,-.5551786422729492,310909,.2121095657348633,270254,.3650608062744141,1981673,331150,-.0690555572509766,62761,2.202032089233398,697461,2.796719551086426,57457,-.6542596817016602,3152037,.1028013229370117,21102,-1.356948852539063,21178,360287,1.371206283569336,446579,36645,-.9124908447265625,77749,-1.100710868835449,340133,19050,-.3415584564208984,0,36405,.79876708984375,205642,-1.025670051574707,145736,705962,917189,.1421136856079102,536391,.0955524444580078,658995,0,1884670,.337183952331543,matched (3),188620.09,.93041915,638748.88,1387428.6
201212,840890,635,3809,1875122,12,0,0,0,0,0,0,0,0,0,0,1,3157444,-.2863054275512695,8437616,.3351631164550781,44292,.0278387069702148,865387,432306,.0022716522216797,224522,.8984546661376953,268813,-.0297098159790039,57030,-.3615550994873047,7077718,-.4676408767700195,66524,-.1084737777709961,19018,.2932004928588867,192047,.0650672912597656,279995,21024,376530,.7672405242919922,50689,-.4704046249389648,475726,.1083250045776367,234435,-.8231220245361328,55954,3.884768009185791,20952,.2236566543579102,213793,748784,226521,459763,.3384571075439453,227783,-.3111076354980469,361344,.2904682159423828,1326946,182083,-.598109245300293,3839,-2.794122695922852,298849,-.847508430480957,136015,.8617286682128906,3903279,.2137680053710938,43565,.7248868942260742,103817,542287,.4088945388793945,17602,26222,-.3346786499023438,117778,.4153156280517578,1277443,38304,.6984872817993164,0,48648,.2899045944213867,343066,.5117855072021484,353521,1107435,828451,-.1017560958862305,641446,.1788616180419922,1309436,0,1519518,-.2153596878051758,matched (3),1978323.8,.93041915,702379.31,1417848.6
201301,840890,636,3809,796731,01,0,0,0,0,0,0,0,0,0,0,0,3656681,.1467924118041992,7419461,-.1285934448242188,241238,1.694979667663574,976023,231934,-.6226806640625,99995,-.8088531494140625,250279,-.0714397430419922,75458,.279998779296875,13040127,.611079216003418,31901,-.7349252700805664,14635,-.2619695663452148,165450,-.1490716934204102,315454,9367,234267,-.4745359420776367,107128,.7483148574829102,204238,-.8455562591552734,208754,-.1160221099853516,53203,-.0504150390625,19418,-.0760335922241211,397604,742332,309023,284774,-.4790153503417969,544913,.8722333908081055,726269,.6980905532836914,1331238,204938,.1182451248168945,3242,-.1690216064453125,148713,-.6979198455810547,104727,-.2614078521728516,4813529,.2096138000488281,25437,-.5380496978759766,41414,274862,-.6795263290405273,106989,37246,.3509464263916016,103694,-.1273574829101563,696154,51106,.2883481979370117,0,16410,-1.086719512939453,411223,.18121337890625,527679,670220,1292419,.4447135925292969,459714,-.3331203460693359,736029,0,1266763,-.1819286346435547,matched (3),1565982.4,.93041915,576028.81,1359693.8
201302,840890,637,3809,597939,02,1,0,0,0,0,0,0,0,0,0,0,3111386,-.1614875793457031,6959558,-.063990592956543,568510,.8572349548339844,201030,289495,.2216854095458984,239652,.8740673065185547,275845,.0972633361816406,52056,-.3712568283081055,10034534,-.2619972229003906,82740,.9530658721923828,15884,.0818967819213867,88891,-.6212577819824219,45602,34429,357500,.4226741790771484,54953,-.667546272277832,259539,.2396211624145508,263215,.2318143844604492,50341,-.0552949905395508,19154,-.0136890411376953,72055,325619,335858,322995,.125941276550293,257209,-.750737190246582,53518,-2.607902526855469,495282,118907,-.5443658828735352,1461,-.7970690727233887,162712,.0899629592895508,29398,-1.270430564880371,3892572,-.2123603820800781,21154,-.1843757629394531,25508,73795,-1.314977645874023,207402,77808,.736699104309082,59553,-.5545768737792969,816529,36511,-.3362884521484375,0,77152,1.547885894775391,399988,-.0277013778686523,230688,479669,862782,-.404109001159668,612613,.2871294021606445,296236,0,959082,-.2782430648803711,matched (3),-634225.94,.93041915,652762.13,1393935.6
201303,840890,638,3809,659210,03,0,1,0,0,0,0,0,0,0,0,0,3489377,.1146554946899414,7264494,.0428829193115234,157747,-1.282026290893555,300759,256565,-.1207561492919922,356728,.3977861404418945,517592,.6293478012084961,57632,.1017580032348633,11492827,.1356906890869141,81534,-.014683723449707,14913,-.063079833984375,255120,1.054323196411133,340577,67383,184607,-.6609067916870117,49538,-.1037378311157227,153321,-.5263729095458984,368760,.3371753692626953,32349,-.4422369003295898,6367,-1.101383209228516,345543,586807,316657,328508,.0169239044189453,510225,.684962272644043,791492,2.693901062011719,1580213,333849,1.032346725463867,17105,2.460249423980713,393515,.8831377029418945,76495,.956298828125,3690279,-.0533676147460938,184850,2.167716026306152,49249,560913,2.028274536132813,203098,81320,.0441484451293945,204253,1.232492446899414,431960,265416,1.983684539794922,0,29732,-.9535531997680664,632904,.4588842391967773,401206,1334245,1079634,.2242155075073242,778881,.2401247024536133,336333,0,888596,-.0763339996337891,matched (3),2029805.3,.93041915,566900.44,1355851.8
201304,840890,639,3809,474387,04,0,0,1,0,0,0,0,0,0,0,0,3726911,.0658559799194336,5387564,-.2989053726196289,13005,-2.495658874511719,3592,469523,.6043357849121094,57752,-1.820816040039063,266748,-.6628828048706055,123392,.7612886428833008,11077402,-.0368175506591797,50592,-.4772262573242188,9245,-.4781503677368164,230410,-.1018743515014648,242995,10320,233854,.2364683151245117,23532,-.7443790435791016,105797,-.3710117340087891,335027,-.0959348678588867,35366,.089167594909668,30694,1.572938919067383,208734,439079,205472,432850,.2758302688598633,500001,-.0202417373657227,1362891,.5434446334838867,1749557,89193,-1.319886207580566,8507,-.6984806060791016,717099,.6000947952270508,122147,.4679994583129883,3980630,.0757379531860352,41854,-1.485357284545898,47027,275068,-.7125473022460938,101655,121606,.4023942947387695,179562,-.1288385391235352,903227,25776,-2.331854820251465,0,23783,-.2232532501220703,248296,-.9356975555419922,216157,718484,696302,-.438593864440918,811810,.041407585144043,272774,0,1063341,.1795282363891602,matched (3),703773.75,.93041915,538757.06,1344327.8
201305,840890,640,3809,408274,05,0,0,0,1,0,0,0,0,0,0,0,3537360,-.0521993637084961,6660376,.2120819091796875,36772,1.039402961730957,518438,332647,-.3446359634399414,110187,.6460208892822266,374142,.3383312225341797,123003,-.0031576156616211,8861481,-.2231922149658203,35282,-.3604202270507813,6546,-.3452281951904297,74154,-1.133715629577637,234277,111954,89147,-.9644107818603516,34021,.368617057800293,70654,-.4037275314331055,135283,-.9068422317504883,2852,-2.517730236053467,26500,-.1469221115112305,175478,417327,203033,369614,-.1579322814941406,353485,-.3467683792114258,619536,-.7883930206298828,1474272,74891,-.1747684478759766,4803,-.5716485977172852,95867,-2.012251853942871,44608,-1.007311820983887,3091778,-.2526941299438477,54149,.2575521469116211,28281,316423,.1400613784790039,158248,53129,-.82806396484375,57049,-1.146610260009766,551973,25558,-.0084934234619141,0,37238,.448359489440918,239910,-.0343570709228516,291718,625844,1042292,.4033937454223633,802537,-.0114879608154297,913038,0,1079231,.0148324966430664,matched (3),406074.38,.93041915,530981.56,1341230.5
201306,840890,641,3809,1146051,06,0,0,0,0,1,0,0,0,0,0,0,3226292,-.0920467376708984,7007012,.0507354736328125,65574,.5784425735473633,244522,367457,.0995244979858398,140509,.2430925369262695,275865,-.3047237396240234,107602,-.1337699890136719,9191035,.0365142822265625,30439,-.147648811340332,3615,-.5937623977661133,193280,.9579954147338867,250513,65798,232324,.9578466415405273,49130,.3674917221069336,333545,1.551982879638672,272729,.7011089324951172,22931,2.084469318389893,18326,-.3688240051269531,257142,323762,287933,439695,.1736221313476563,500612,.3479900360107422,655957,.057124137878418,1505286,379726,1.623415946960449,23665,1.594756126403809,262261,1.006378173828125,103627,.8428850173950195,3997293,.256871223449707,181314,1.208490371704102,13688,305128,-.0363483428955078,83980,58254,.0920906066894531,80081,.3391284942626953,560176,49978,.6706323623657227,0,30415,-.2023944854736328,307881,.2494487762451172,328887,714025,710051,-.3838405609130859,803824,.0016021728515625,1165575,0,1645641,.4218816757202148,matched (3),2205594.3,.93041915,491668.91,1326158.5
201307,840890,642,3809,2126098,07,0,0,0,0,0,1,0,0,0,0,0,3504995,.082855224609375,8831446,.2314081192016602,203603,1.132992744445801,334064,627942,.5358419418334961,92332,-.4198799133300781,375373,.3080081939697266,114625,.0632266998291016,10241162,.1081867218017578,20989,-.3717260360717773,9890,1.00643253326416,202887,.0485095977783203,118259,65676,257192,.101689338684082,112822,.8313417434692383,281297,-.1703672409057617,191368,-.3542795181274414,63335,1.015948295593262,37599,.7186565399169922,389846,578780,353253,450613,.0245275497436523,592878,.1691570281982422,1596416,.8894214630126953,1758435,166088,-.8269319534301758,8828,-.9860687255859375,1056868,1.39372444152832,74079,-.3356657028198242,3872231,-.0317869186401367,265119,.379948616027832,114292,683875,.8070440292358398,213729,125709,.7691564559936523,75619,-.0573310852050781,935587,40776,-.2034893035888672,0,52031,.5369043350219727,1154307,1.321542739868164,581468,1149701,1170414,.4997758865356445,832921,.0355587005615234,3784117,0,1495860,-.095428466796875,matched (3),4150085.8,.93041915,590530.56,1365900.6
201308,840890,643,3809,1192834,08,0,0,0,0,0,0,1,0,0,0,0,2893095,-.1918621063232422,6412878,-.3200111389160156,79714,-.9377269744873047,1207722,239065,-.9657125473022461,146663,.4627466201782227,320938,-.156672477722168,61142,-.6284666061401367,8636059,-.1704692840576172,36395,.5504331588745117,4239,-.8471975326538086,84288,-.8784093856811523,148401,98384,206039,-.2217569351196289,76011,-.3949337005615234,190920,-.3875560760498047,898588,1.546626091003418,8061,-2.061400413513184,30431,-.2115154266357422,315578,472874,430340,466482,.0346107482910156,247603,-.8731613159179688,51591,-3.432168960571289,1545701,159562,-.0400857925415039,232932,3.272817611694336,1823399,.5453929901123047,66923,-.1015901565551758,2155255,-.5859212875366211,68295,-1.356342315673828,44361,141019,-1.578880310058594,19575,76361,-.4984979629516602,62381,-.1924476623535156,295362,34724,-.1606616973876953,0,35512,-.3819694519042969,294070,-1.367438316345215,270153,795006,1061670,-.0975141525268555,502218,-.5059051513671875,448542,0,1118430,-.2907752990722656,matched (3),1210516.6,.93041915,533643,1342286.4
201309,840890,644,3809,2998633,09,0,0,0,0,0,0,0,1,0,0,0,3472674,.1825981140136719,10832209,.5242156982421875,37014,-.7671489715576172,2728939,362509,.4163131713867188,198431,.3023033142089844,241856,-.2829046249389648,96327,.4545497894287109,9982893,.1449260711669922,184596,1.623738288879395,5766,.3076515197753906,307435,1.294023513793945,299303,31010,201915,-.0202188491821289,103758,.311182975769043,297228,.4426450729370117,402579,-.8029336929321289,40214,1.607177734375,131217,1.461390495300293,170383,538727,642048,725757,.4419956207275391,441669,.5787334442138672,84930,.4984798431396484,2493795,463874,1.067180633544922,9572,-3.191904067993164,3034602,.5093774795532227,81547,.1976375579833984,2560286,.1722097396850586,92986,.3086128234863281,178222,1000206,1.959066390991211,362136,121321,.4629678726196289,51211,-.1973056793212891,352281,55741,.4732847213745117,0,77961,.7863378524780273,670304,.82391357421875,404144,654452,1367334,.2530193328857422,863671,.5421581268310547,1181545,0,1339615,.1804561614990234,matched (3),1956357.6,.93041915,592007.56,1366539.8
