period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1177c705,growth1177c705,Y1185c616,growth1185c616,Y1197c586,growth1197c586,Y1380c376,Y1490c352,growth1490c352,Y1850c191,growth1850c191,Y1907c442,Y1974c68,growth1974c68,Y2051c376,Y2148c208,growth2148c208,Y2311c246,Y236c705,Y2408c251,growth2408c251,Y246c352,growth246c352,Y2481c124,growth2481c124,Y248c352,growth248c352,Y2567c152,growth2567c152,Y2724c381,Y2818c152,Y2879c484,growth2879c484,Y2923c752,growth2923c752,Y3208c376,Y3317c807,growth3317c807,Y3363c642,Y3453c352,growth3453c352,Y3547c757,growth3547c757,Y356c440,growth356c440,Y3614c246,growth3614c246,Y3713c554,Y3903c152,growth3903c152,Y4007c376,Y4025c757,growth4025c757,Y4142c642,Y4192c376,Y4268c191,growth4268c191,Y4271c68,growth4271c68,Y4272c376,Y4306c484,growth4306c484,Y4354c376,Y4442c554,Y4563c616,growth4563c616,Y4563c757,growth4563c757,Y465c826,growth465c826,Y4717c792,growth4717c792,Y4743c372,growth4743c372,Y4788c376,Y4833c600,growth4833c600,Y4989c246,growth4989c246,Y5016c222,growth5016c222,Y688c251,growth688c251,_merge,x,r2,s,sf
201109,300390,620,1376,2119903,09,0,0,0,0,0,0,0,1,0,0,0,39860,.2365608215332031,1697,-1.703943729400635,434995,-.5529851913452148,28000,53424,.2999353408813477,86772,-.2005796432495117,50499,63449,-.5494155883789063,1117000,1644620,-.6523752212524414,106277,21117,4475883,.6568412780761719,162,-3.958458423614502,794229,-.1400423049926758,3639,-2.005682945251465,8304,-2.585396766662598,413458,9361,58429,-4.168603897094727,649626,-.29608154296875,1402000,60718,-.7255239486694336,66155,33190,-.3957977294921875,550788,-.2334470748901367,36375,2.742023468017578,119083,-.2510614395141602,154495,93763,-.1710548400878906,284000,20920,-.2432460784912109,614882,25348000,513979,-.4062099456787109,768893,.7634944915771484,826000,70088256,-.1454582214355469,1768000,5230941,7309126,.4006404876708984,7445129,-.0823764801025391,763454,.4998674392700195,195897,-.3813838958740234,71262,-.4240493774414063,1260000,871100,.0756607055664063,792367,-.2223148345947266,11978,-.7768306732177734,799252,.1518630981445313,matched (3),-2506396.5,.77614522,987207.5,1392902.6
201110,300390,621,1376,2200093,10,0,0,0,0,0,0,0,0,1,0,0,20489,-.6654844284057617,1789,.0527949333190918,460231,.0563945770263672,197000,40557,-.2755508422851563,59841,-.3715934753417969,69092,158971,.9184846878051758,1540000,1602492,-.0259494781494141,105303,34875,4293925,-.0415019989013672,24032,4.999545574188232,846467,.0636997222900391,24659,1.913433074951172,70033,2.132229804992676,784093,23800,89143,.422429084777832,456191,-.353485107421875,1269000,79112,.2646245956420898,146975,76379,.8334598541259766,611711,.1049098968505859,10247,-1.266897201538086,129837,.0864591598510742,138847,366119,1.362188339233398,1167000,22826,.0871953964233398,273290,38037000,226133,-.8210592269897461,315693,-.8901815414428711,817000,71961280,.0263729095458984,1975000,5757368,3674798,-.6876249313354492,7561659,.0155305862426758,470369,-.4843358993530273,113315,-.5474176406860352,90227,.2359657287597656,1433000,1141147,.2700319290161133,744825,-.0618753433227539,27563,.8334026336669922,507273,-.4546270370483398,matched (3),1592384.3,.77614522,580620.75,1141367.5
201111,300390,622,1376,2484257,11,0,0,0,0,0,0,0,0,0,1,0,27810,.305506706237793,202631,4.729729652404785,287977,-.4688482284545898,154000,51828,.2452220916748047,165052,1.014570236206055,92154,138970,-.1344633102416992,1738000,2495754,.4430313110351563,137973,56621,4915555,.1352033615112305,60578,.9245452880859375,979965,.1464452743530273,36221,.3844976425170898,95134,.3063192367553711,940786,114419,105944,.1726694107055664,649116,.3526992797851563,1309000,91479,.1452445983886719,167456,84143,.0968093872070313,672869,.0952901840209961,52212,1.628327369689941,226114,.5547590255737305,204843,427795,.1556854248046875,1287000,52874,.8400106430053711,872999,33605000,1872439,2.113874435424805,323026,.0229625701904297,942000,85745976,.1752605438232422,1890000,6600554,4481299,.1984148025512695,9397606,.2173643112182617,1119556,.8671703338623047,133980,.1675186157226563,155434,.5438928604125977,1393000,1176641,.0306301116943359,944094,.2370767593383789,31659,.1385478973388672,586094,.1444311141967773,matched (3),3978909.8,.77614522,674922.44,1192107.1
201112,300390,623,1376,2102783,12,0,0,0,0,0,0,0,0,0,0,1,3268,-2.141217231750488,79623,-.9340839385986328,236750,-.1958761215209961,393000,32864,-.4555530548095703,98114,-.5201311111450195,91686,112538,-.2109670639038086,1110000,2151314,-.1485118865966797,7565,53996,4149237,-.1694803237915039,42391,-.3569955825805664,1042171,.0615444183349609,47552,.2721843719482422,90468,-.0502901077270508,604956,26566,135400,.2453222274780273,763631,.1624736785888672,1862000,41736,-.7847452163696289,52585,43836,-.6520624160766602,486193,-.3249444961547852,8447,-1.821500778198242,223503,-.0116147994995117,154306,292713,-.3794517517089844,834000,61201,.1462526321411133,580628,30044000,749571,-.915496826171875,279022,-.1464414596557617,805000,69501360,-.2100429534912109,2362000,5228023,3978286,-.1190624237060547,6525191,-.3647842407226563,1364894,.1981439590454102,342500,.9385814666748047,54431,-1.049287796020508,1509000,588809,-.692317008972168,865504,-.0869140625,84611,.9830417633056641,425682,-.3197879791259766,matched (3),1625938.1,.77614522,460788.22,1085322.5
201201,300390,624,1376,5643925,01,0,0,0,0,0,0,0,0,0,0,0,59927,2.90894889831543,4293,-2.920316696166992,309659,.2684669494628906,821000,42435,.2555952072143555,132580,.3010568618774414,63622,97518,-.143254280090332,1385000,1765662,-.1975536346435547,88102,52271,4829064,.151728630065918,81523,.6539487838745117,860980,-.1909894943237305,59861,.2302017211914063,87269,-.0360002517700195,1148364,351037,162793,.1842460632324219,783630,.0258522033691406,1728000,40,-6.950239658355713,34153,41238,-.0610952377319336,489482,.0067415237426758,1042,-2.092669486999512,289020,.2570714950561523,185204,466745,.4665908813476563,4892000,141429,.8376340866088867,799264,38076000,251080,-1.093729019165039,639118,.8287982940673828,1043000,74307928,.0668716430664063,2777000,3396511,2207555,-.5889654159545898,7487006,.1374979019165039,1079522,-.23455810546875,241768,-.3482933044433594,79934,.3842678070068359,1264000,696984,.1686601638793945,885502,.0228424072265625,119516,.3453865051269531,582880,.3142890930175781,matched (3),5982567.5,.77614522,752262.38,1237537
201202,300390,625,1376,5162407,02,1,0,0,0,0,0,0,0,0,0,0,7681,-2.054377555847168,65048,2.7181396484375,28841,-2.373673439025879,196000,31825,-.2877206802368164,105588,-.2276420593261719,40611,266151,1.004027366638184,1790000,1566965,-.119384765625,50860,24880,4707400,-.025517463684082,84314,.0336627960205078,889869,.0330028533935547,69821,.1539096832275391,83030,-.0497932434082031,983297,171446,56699,-1.054722785949707,504562,-.44024658203125,1580000,42519,6.968826770782471,112490,67539,.4933452606201172,368151,-.2848539352416992,48495,3.84031867980957,24279,-2.476883888244629,160979,119309,-1.364066123962402,493000,132093,-.0682916641235352,1279520,38345000,497048,.6829147338867188,743075,.1507072448730469,996000,84697584,.1308689117431641,2045000,1810596,3936382,.5783767700195313,9485247,.2365694046020508,950484,-.1273021697998047,228869,-.0548286437988281,42343,-.6353979110717773,1488000,557721,-.2229032516479492,803861,-.0967283248901367,34508,-1.242259979248047,424847,-.3162527084350586,matched (3),5132535.5,.77614522,638380.38,1171805.8
201203,300390,626,1376,3951480,03,0,1,0,0,0,0,0,0,0,0,0,20129,.9634122848510742,57765,-.1187429428100586,484216,2.820733070373535,264000,27387,-.1501836776733398,88420,-.1774463653564453,47405,85180,-1.139297485351563,1828000,1686467,.0734949111938477,15815,35590,4943907,.0490207672119141,59846,-.3427734375,620127,-.361149787902832,87587,.2266979217529297,9347,-2.184146881103516,864019,345,165587,1.07174015045166,432584,-.1539144515991211,1485000,7271,-1.766057014465332,59633,61226,-.0981330871582031,436810,.1710042953491211,2109,-3.135246753692627,269353,2.406411170959473,158556,423159,1.266031265258789,1155000,1557,-4.440745353698731,1089963,34890000,684800,.3204402923583984,329737,-.8125009536743164,823000,78910760,-.0707683563232422,3422000,3672684,3088053,-.2427215576171875,9140712,-.0369987487792969,412567,-.8345727920532227,299805,.2699823379516602,50362,.1734333038330078,1739000,433022,-.2530698776245117,776536,-.0345830917358398,15498,-.8004798889160156,498245,.15936279296875,matched (3),2684984,.77614522,475789.44,1091776
201204,300390,627,1376,4932491,04,0,0,1,0,0,0,0,0,0,0,0,9213,-.7815456390380859,128176,.7970218658447266,485176,.0019807815551758,304000,29567,.0765905380249023,248898,1.034944534301758,51477,148945,.5588102340698242,1361000,1360859,-.2145195007324219,124763,33223,5524144,.1109724044799805,76855,.2501459121704102,778521,.2274713516235352,112247,.2480688095092773,41862,1.499322891235352,258212,75729,166313,.0043745040893555,318731,-.3054285049438477,1702000,126903,2.859529495239258,94747,156063,.9356880187988281,451401,.0328578948974609,2833,.2951221466064453,375156,.3313188552856445,276169,400950,-.0539112091064453,416000,25857,2.809820175170898,1911987,42564000,904670,.2784433364868164,1414780,1.456433296203613,1065000,85422640,.0792942047119141,2496000,8958832,3952651,.2468452453613281,8150933,-.1146068572998047,1166223,1.039127349853516,635100,.7506504058837891,91398,.5959863662719727,1923000,879569,.7086429595947266,687859,-.1212587356567383,8463,-.6050071716308594,811003,.4871797561645508,matched (3),4747332,.77614522,613852.56,1158626
201205,300390,628,1376,3204956,05,0,0,0,1,0,0,0,0,0,0,0,31906,1.242177963256836,33682,-1.336441040039063,566281,.1545782089233398,55000,54547,.6124038696289063,202562,-.2059965133666992,40439,68161,-.7817039489746094,2749000,1249012,-.0857629776000977,94958,20733,6199596,.1153554916381836,57484,-.2904138565063477,930951,.1788110733032227,71957,-.4446334838867188,69138,.5017261505126953,420656,11671,139151,-.1783113479614258,315824,-.0091629028320313,1618000,45777,-1.019641876220703,57573,44943,-1.244865417480469,367575,-.2054281234741211,2044,-.3264274597167969,171181,-.7846202850341797,152683,273960,-.380854606628418,1272000,20043,-.2547016143798828,682280,35988000,268073,-1.216310501098633,585644,-.8820171356201172,1087000,91605032,.0698738098144531,2422000,5118485,3978336,.0064773559570313,8184764,.0041418075561523,606675,-.6535329818725586,524312,-.1916961669921875,152892,.5145082473754883,2162000,890321,.0121498107910156,676679,-.0163869857788086,13323,.4537878036499023,1138093,.3388376235961914,matched (3),3428339.3,.77614522,450437.03,1080968.4
201206,300390,629,1376,2746043,06,0,0,0,0,1,0,0,0,0,0,0,15864,-.6987419128417969,29678,-.1265573501586914,25606,-3.096262931823731,271000,22367,-.8914766311645508,93763,-.7702760696411133,31090,49981,-.3102302551269531,1395000,1310821,.0483007431030273,107310,45164,5707998,-.082615852355957,59051,.0268945693969727,860717,-.0784416198730469,66131,-.0844306945800781,4594,-2.711353302001953,641306,107046,110496,-.2305803298950195,532292,.5220069885253906,1302000,63795,.3318929672241211,98660,30944,-.3732156753540039,328524,-.1123180389404297,2640,.2558703422546387,32517,-1.660958290100098,198120,387201,.3459615707397461,909000,1157,-2.852049350738525,6401690,28627000,235722,-.1286067962646484,304289,-.6547336578369141,891000,81179848,-.120819091796875,2420000,4133964,3011427,-.2784490585327148,8769276,.0689802169799805,399597,-.417536735534668,27471,-2.948955535888672,224078,.38226318359375,1165000,1024812,.1406831741333008,594810,-.1289548873901367,29950,.8100376129150391,970903,-.1588821411132813,matched (3),2557287.8,.77614522,560288.25,1131159.6
201207,300390,630,1376,5487512,07,0,0,0,0,0,1,0,0,0,0,0,11462,-.3250150680541992,69446,.8501434326171875,347603,2.608234405517578,406000,29275,.2691478729248047,148114,.4572124481201172,56433,111608,.8033504486083984,2129000,1593444,.1952438354492188,77979,50480,4295604,-.284276008605957,51577,-.1353254318237305,828626,-.0379962921142578,59550,-.1048212051391602,3036,-.414210319519043,919212,163014,182322,.5007944107055664,607935,.1328763961791992,1971000,65366,.024327278137207,157358,76454,.904510498046875,816892,.9108972549438477,37145,2.644050598144531,44259,.3082952499389648,332864,712418,.6097211837768555,1382000,6548,1.733329296112061,1289328,31352000,331360,.3405523300170898,800077,.9667301177978516,859000,104015880,.2478771209716797,2306000,5968608,3682977,.2013072967529297,9603675,.0908908843994141,444633,.1067934036254883,73569,.9850931167602539,186932,-.1812496185302734,1637000,1173828,.1357603073120117,733699,.2098569869995117,41915,.3361148834228516,922062,-.0516147613525391,matched (3),5799627,.77614522,610212.69,1156701.6
201208,300390,631,1376,4159410,08,0,0,0,0,0,0,1,0,0,0,0,14490,.2344217300415039,50506,-.3184576034545898,10187,-3.529949188232422,42000,25869,-.1236886978149414,73399,-.7020721435546875,48224,166686,.401118278503418,1708000,1243112,-.2482795715332031,61492,63735,2716232,-.4583463668823242,2536,-3.012487888336182,122158,-1.914453506469727,16815,-1.264545440673828,291498,4.564492225646973,520304,130528,172865,-.0532627105712891,608059,.0002040863037109,1749000,173270,.9748497009277344,47677,16839,-1.512991905212402,558235,-.3807268142700195,36613,-.0144262313842773,275255,1.827639579772949,211205,694842,-.0249805450439453,522000,172217,3.269596099853516,2419375,29395000,334688,.0099935531616211,428904,-.6234750747680664,1038000,125824280,.1903419494628906,2051000,4223110,2822605,-.2660617828369141,7965682,-.1870031356811523,635939,.3578529357910156,470655,1.855901718139648,124802,-.4040164947509766,1496000,1180548,.0057086944580078,790488,.0745515823364258,20465,-.7169275283813477,1300810,.3441305160522461,matched (3),4097532.5,.77614522,656297,1181662
201209,300390,632,1376,2279775,09,0,0,0,0,0,0,0,1,0,0,0,7089,-.7149143218994141,61368,.1947965621948242,9745,-.0443582534790039,70000,40021,.4363584518432617,85732,.1553153991699219,40512,115641,-.3656206130981445,735000,1205402,-.0308046340942383,40602,55054,4099442,.4116048812866211,2285,-.1042218208312988,615911,1.617786407470703,3059,-1.704182624816895,8864,-3.493035316467285,757368,21599,116560,-.3941049575805664,494665,-.2063913345336914,1654000,84250,-.7210626602172852,79860,9441,-.5786361694335938,471585,-.1686811447143555,31151,-.1615571975708008,188519,-.3784990310668945,188501,343094,-.7056798934936523,374000,102110,-.522705078125,1406516,25274000,224017,-.4014768600463867,352114,-.1972780227661133,589000,100562264,-.2241096496582031,1348000,2601196,4314540,.4243307113647461,5902242,-.299809455871582,437977,-.3729362487792969,18790,-3.22080135345459,78344,-.4656190872192383,960000,1004624,-.1613655090332031,686707,-.1407432556152344,14719,-.3295774459838867,1081591,-.1845541000366211,matched (3),2896808.8,.77614522,620224.94,1162014.8
201210,300390,633,1376,3741921,10,0,0,0,0,0,0,0,0,1,0,0,9711,.3147153854370117,173015,1.036489486694336,707463,4.284931182861328,216000,48650,.1952476501464844,107542,.2266559600830078,37728,198482,.5402078628540039,1701000,1650358,.314178466796875,94451,137208,4844712,.1670370101928711,65283,3.352365493774414,652417,.057581901550293,70538,3.138063430786133,74977,2.135183334350586,817323,13492,97927,-.1741838455200195,594871,.1844635009765625,1839000,63949,-.2757034301757813,237352,14118,.4023895263671875,637433,.3013505935668945,28451,-.090662956237793,254433,.2998380661010742,396455,164722,-.7337455749511719,787000,190596,.6241054534912109,11209018,34183000,957889,1.453010559082031,888519,.9256010055541992,991000,103160400,.0255088806152344,1909000,2880219,4733624,.0927009582519531,10135557,.5407161712646484,1240806,1.041350364685059,31713,.523402214050293,88895,.1263465881347656,1185000,1176627,.1580390930175781,879676,.2476463317871094,125420,2.142529487609863,1541272,.3541746139526367,matched (3),4464722.5,.77614522,672907.94,1190967.8
201211,300390,634,1376,4417182,11,0,0,0,0,0,0,0,0,0,1,0,10978,.1226339340209961,59846,-1.061603546142578,173983,-1.402727127075195,128000,87581,.5879125595092773,158385,.3871469497680664,100418,169410,-.1583766937255859,743000,1573957,-.0473995208740234,66770,86638,5687101,.1603126525878906,71764,.0946512222290039,773801,.1706304550170898,70653,.0016288757324219,312894,1.428683280944824,732363,33750,79675,-.2062664031982422,415448,-.3589868545532227,1554000,61835,-.0336160659790039,30454,70906,1.613903999328613,593500,-.0714120864868164,7761,-1.299072265625,221693,-.1377439498901367,155182,836883,1.625425338745117,718000,10128,-2.934852600097656,182070,31861000,416304,-.8333168029785156,238194,-1.316471099853516,736000,100926544,-.0218925476074219,1702000,2898200,2919445,-.4832983016967773,7163562,-.347041130065918,1852140,.4005804061889648,45202,.3544149398803711,118314,.2858858108520508,1240000,1752963,.3986549377441406,672482,-.2685785293579102,44274,-1.041271209716797,1725020,.1126308441162109,matched (3),3437815,.77614522,603502.13,1153175.6
201212,300390,635,1376,6408580,12,0,0,0,0,0,0,0,0,0,0,1,29848,1.000224113464356,45314,-.2781581878662109,183208,.0516643524169922,475000,49605,-.5684728622436523,99194,-.4679508209228516,54729,187047,.0990381240844727,1065000,1817737,.1440000534057617,141163,73384,5098729,-.1092090606689453,104143,.3723821640014648,1071249,.3252658843994141,116114,.4967918395996094,395461,.2341880798339844,1013273,109215,134475,.5234222412109375,722266,.5530357360839844,1888000,105304,.5323820114135742,71298,56252,-.2315130233764648,312331,-.6419734954833984,35605,1.523375511169434,188424,-.1625986099243164,180828,240600,-1.246548652648926,2259000,303584,3.400355339050293,805549,42547000,661144,.4625558853149414,410931,.5453405380249023,1089000,65949220,-.425506591796875,2101000,3928422,2325519,-.2274503707885742,6566236,-.087066650390625,339622,-1.696264266967773,175963,1.359131813049316,66207,-.5805559158325195,1441000,1775358,.0126953125,702554,.0437469482421875,79204,.581629753112793,866041,-.6890621185302734,matched (3),5715167.5,.77614522,613421.25,1158397.5
201301,300390,636,1376,6284915,01,0,0,0,0,0,0,0,0,0,0,0,15487,-.6561164855957031,103784,.8286952972412109,512779,1.02922248840332,137000,26199,-.6383705139160156,249752,.9233903884887695,37479,302132,.4795036315917969,1073000,1153239,-.4550180435180664,17328,44979,6005884,.1637487411499023,66426,-.449676513671875,763826,-.3382406234741211,86063,-.2994928359985352,2795,-4.952220439910889,1695934,625,87797,-.4263505935668945,485601,-.3970060348510742,1670000,50880,-.727381706237793,70658,22319,-.924403190612793,784389,.9208412170410156,16499,-.7691869735717773,253160,.2953271865844727,116251,352313,.3813838958740234,751000,78251,-1.35573673248291,306272,42059000,523927,-.2326192855834961,634763,.4348258972167969,716000,58953172,-.1121425628662109,2215000,1658788,3623900,.443608283996582,10152280,.4357576370239258,1610684,1.556581497192383,133554,-.2757673263549805,56025,-.166987419128418,1186000,1615335,-.0944604873657227,829781,.1664390563964844,124488,.4521827697753906,1337450,.4345884323120117,matched (3),6142554.5,.77614522,602023.44,1152402.5
201302,300390,637,1376,1938323,02,1,0,0,0,0,0,0,0,0,0,0,8311,-.6224212646484375,37556,-1.016478538513184,332502,-.4331989288330078,230000,43023,.4960136413574219,97735,-.9382085800170898,24039,184434,-.4935722351074219,970000,1227051,.0620393753051758,5008,34015,4845082,-.2147760391235352,64672,-.0267601013183594,671697,-.1285324096679688,67398,-.2444639205932617,9607,1.234659671783447,1141326,231,67323,-.2655258178710938,496123,.0214366912841797,1743000,30069,-.525975227355957,76576,22259,-.0026922225952148,480120,-.4908695220947266,43952,.9797983169555664,111314,-.8216667175292969,111507,108657,-1.176323890686035,1380000,3955,-2.984941482543945,324064,32567000,240966,-.7766962051391602,359341,-.5689792633056641,894000,66362132,.1183834075927734,2306000,3349263,3945667,.0850667953491211,7684784,-.2784566879272461,569396,-1.039837837219238,189472,.3497352600097656,22821,-.8981170654296875,1155000,1374366,-.1615495681762695,803437,-.0322628021240234,18099,-1.928353309631348,1104950,-.1909646987915039,matched (3),1354148.3,.77614522,544773.63,1123555.8
201303,300390,638,1376,3434500,03,0,1,0,0,0,0,0,0,0,0,0,7462,-.1077566146850586,105597,1.033797264099121,339802,.0217170715332031,179000,44526,.0343389511108398,120813,.2119836807250977,27608,478580,.9535322189331055,1082000,1945417,.4608621597290039,25306,51305,5279174,.0858058929443359,88674,.315638542175293,735231,.0903778076171875,87671,.2629756927490234,93189,2.272137641906738,700976,26446,85317,.2368717193603516,432827,-.1364860534667969,1844000,65155,.7732744216918945,44002,35233,.4592361450195313,397602,-.1885843276977539,40274,-.0873918533325195,181439,.4885644912719727,141227,198097,.6005611419677734,2144000,90889,3.134658813476563,1058116,36430000,495067,.7200374603271484,679681,.6373510360717773,683000,68197248,.0272769927978516,2524000,3668765,3995238,.0124855041503906,6281252,-.2016725540161133,804219,.3452949523925781,190049,.0030403137207031,35661,.446375846862793,1069000,1399768,.0183143615722656,884664,.0963096618652344,20261,.1128416061401367,1283242,.1495895385742188,matched (3),4742337.5,.77614522,608277.31,1155681.9
201304,300390,639,1376,5274723,04,0,0,1,0,0,0,0,0,0,0,0,10188,.3113870620727539,146887,.3300333023071289,275212,-.2108211517333984,236000,41616,-.0675888061523438,165567,.3151321411132813,31106,70305,-1.917981147766113,1044000,1154889,-.5214719772338867,86204,41643,6433557,.1977577209472656,122875,.3262004852294922,766349,.0414524078369141,130543,.3981113433837891,378703,1.402122497558594,512804,15948,129710,.4189271926879883,551727,.2427158355712891,1900000,108062,.5059366226196289,63843,129158,1.299054145812988,401660,.0101547241210938,23691,-.5306110382080078,244496,.29827880859375,188689,289795,.3804168701171875,3364000,19386,-1.545087814331055,165906,32726000,972988,.6756782531738281,697166,.0254001617431641,1212000,76707336,.1175937652587891,3041000,3491852,4086924,.0226888656616211,8582206,.3121213912963867,884813,.0955047607421875,390845,.7210292816162109,77453,.7756137847900391,1639000,1423501,.0168123245239258,768785,-.1403970718383789,21717,.06939697265625,2292780,.5803756713867188,matched (3),5106918.5,.77614522,532682.63,1117743.3
201305,300390,640,1376,4889662,05,0,0,0,1,0,0,0,0,0,0,0,7203,-.3467130661010742,87929,-.5131340026855469,224050,-.2056722640991211,278000,38731,-.0718441009521484,159613,-.0366230010986328,37425,72238,.0271234512329102,1583000,1090047,-.0577831268310547,74278,60589,5396890,-.1757049560546875,63239,-.6642465591430664,744456,-.0289840698242188,103505,-.2320833206176758,11130,-3.527108192443848,456642,30819,75206,-.545069694519043,540140,-.0212249755859375,1731000,55069,-.6741189956665039,100949,48854,-.9722003936767578,348977,-.1406002044677734,15544,-.4214200973510742,139027,-.5645303726196289,127192,415549,.3604269027709961,3031000,7703,-.9229412078857422,494054,19517000,455742,-.7584447860717773,701746,.0065479278564453,899000,79280144,.032989501953125,2547000,2936379,2196589,-.6208868026733398,6226901,-.3208122253417969,403500,-.7852001190185547,243130,-.4747142791748047,42339,-.6039619445800781,1138000,1400305,-.0164289474487305,546742,-.3408346176147461,18698,-.1496782302856445,865198,-.9745626449584961,matched (3),4727066,.77614522,447087.34,1079576.9
201306,300390,641,1376,5022594,06,0,0,0,0,1,0,0,0,0,0,0,17173,.8688411712646484,57854,-.4186067581176758,456932,.7126646041870117,257000,39784,.0268239974975586,179559,.1177511215209961,53072,73711,.0201864242553711,1990000,1884774,.5475873947143555,92963,89953,5748412,.0631008148193359,75501,.1772251129150391,746619,.0029020309448242,161011,.4418535232543945,12652,.1281719207763672,935773,19392,91220,.1930427551269531,747934,.3254861831665039,2067000,108507,.6782283782958984,62862,61769,.2345647811889648,361410,.0350074768066406,34771,.8051090240478516,257555,.6165647506713867,325517,661890,.4654989242553711,2476000,12545,.4877119064331055,943952,27523000,279324,-.4895544052124023,332817,-.7459783554077148,1388000,75187408,-.0530033111572266,2342000,2298817,2306799,.048954963684082,7273479,.1553564071655273,1010294,.917820930480957,352094,.3703012466430664,76101,.5863523483276367,1473000,1439643,.027705192565918,683408,.2231149673461914,35012,.6272735595703125,1333593,.4326744079589844,matched (3),6189855,.77614522,598361.81,1150493.9
201307,300390,642,1376,4962465,07,0,0,0,0,0,1,0,0,0,0,0,32949,.6516227722167969,93912,.4844350814819336,886349,.6625766754150391,0,45344,.1308135986328125,347676,.6607675552368164,33573,130893,.5742273330688477,0,1138706,-.5039157867431641,161185,66185,4172455,-.3204193115234375,76493,.0130529403686523,625541,-.1769380569458008,79925,-.7003841400146484,8120,-.4434852600097656,890055,134673,63270,-.3658628463745117,868854,.1498603820800781,0,107837,-.0061941146850586,72280,60274,-.024500846862793,531914,.3864688873291016,46726,.2955169677734375,17383,-2.69573974609375,170298,660628,-.0019083023071289,0,255170,3.012607574462891,437604,0,310832,.1068801879882813,519552,.44537353515625,0,79727112,.0586261749267578,0,3056635,3227941,.3359842300415039,6297914,-.1440162658691406,665839,-.4169492721557617,150511,-.8498620986938477,106265,.3338747024536133,0,1400191,-.0277862548828125,962963,.3429231643676758,27379,-.2459144592285156,1687215,.2352018356323242,matched (3),4633429,.77614522,695832.13,1204068.8
201308,300390,643,1376,3683322,08,0,0,0,0,0,0,1,0,0,0,0,18525,-.5758399963378906,84112,-.1102085113525391,3117,-5.650239944458008,760000,24978,-.596282958984375,188153,-.6140155792236328,23065,141685,.0792264938354492,2951000,1524660,.2918787002563477,60441,57785,2659697,-.450291633605957,8462,-2.201613426208496,598901,-.0435209274291992,24403,-1.186382293701172,31372,1.351585388183594,740795,20457,54406,-.1509361267089844,684011,-.239201545715332,2078000,52294,-.7237386703491211,8079,38420,-.450322151184082,442799,-.1833658218383789,32975,-.3485507965087891,297465,2.839803695678711,184622,337738,-.6709213256835938,1329000,62240,-1.410931587219238,313238,33061000,513826,.5026321411132813,557087,.0697546005249023,1067000,72040744,-.1013774871826172,2439000,2994815,2106086,-.4270133972167969,5385037,-.1565942764282227,570138,-.1551694869995117,69994,-.7656259536743164,109485,.0298519134521484,1690000,1389466,-.0076894760131836,886220,-.0830497741699219,22299,-.2052345275878906,1191338,-.3480024337768555,matched (3),3033666.3,.77614522,565921.19,1133960.4
201309,300390,644,1376,2879827,09,0,0,0,0,0,0,0,1,0,0,0,14572,-.2400197982788086,56329,-.40093994140625,126,-3.208344459533691,221000,54568,.7814521789550781,401230,.7572793960571289,26914,76044,-.6222944259643555,1103000,1422843,-.0691146850585938,22972,63300,4321655,.4854259490966797,41087,1.580106735229492,690914,.142918586730957,55951,.8297700881958008,3716,-2.133268356323242,888256,4134,55774,.0248327255249023,490410,-.3327322006225586,1746000,70794,.302891731262207,52978,52988,.3214874267578125,355420,-.2198162078857422,5980,-1.707329750061035,279921,-.0607891082763672,311512,428313,.237584114074707,596000,54683,-.1294450759887695,819167,32485000,285152,-.588862419128418,398367,-.3353471755981445,959000,69712640,-.0328502655029297,2096000,2957969,4765676,.8166084289550781,7595119,.3438816070556641,799519,.3381319046020508,129092,.6121158599853516,81128,-.2997598648071289,1064000,1495803,.0737438201904297,1122500,.2363491058349609,40326,.5924549102783203,920411,-.2580118179321289,matched (3),2187285.5,.77614522,588091.5,1145185.9
201310,300390,645,1376,3072520,10,0,0,0,0,0,0,0,0,1,0,0,28005,.6532812118530273,113526,.7008218765258789,220918,7.469264984130859,543000,35862,-.419769287109375,530086,.2785043716430664,49976,207286,1.002787590026856,1971000,2228289,.448577880859375,106558,110862,5424575,.2273006439208984,70258,.5364818572998047,748095,.0795154571533203,69709,.2198524475097656,46167,2.519618034362793,552385,6605,181894,1.182116508483887,610811,.2195463180541992,1949000,142166,.6972217559814453,275824,136934,.9494333267211914,546974,.4311008453369141,55423,2.226573944091797,332246,.1713676452636719,185477,458265,.0675935745239258,1387000,358460,1.880264282226563,467152,37579000,392260,.3189029693603516,425009,.0647363662719727,1054000,77195704,.1019611358642578,2476000,3405090,4036958,-.1659479141235352,10503844,.3242349624633789,631255,-.2363004684448242,51364,-.9215879440307617,96445,.1729450225830078,1717000,1872549,.2246370315551758,1426900,.2399454116821289,87740,.7773818969726563,947012,.0284919738769531,matched (3),4113759.5,.77614522,664255.13,1186100.4
