period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1036c484,growth1036c484,Y1312c484,growth1312c484,Y1323c484,growth1323c484,Y1384c752,growth1384c752,Y1451c484,growth1451c484,Y1749c554,Y1761c484,growth1761c484,Y1766c208,growth1766c208,Y1851c372,growth1851c372,Y2062c484,growth2062c484,Y2074c705,growth2074c705,Y2120c752,growth2120c752,Y2121c300,growth2121c300,Y2138c484,growth2138c484,Y2146c32,Y2293c300,growth2293c300,Y2443c752,growth2443c752,Y2540c484,growth2540c484,Y2732c251,growth2732c251,Y2883c208,growth2883c208,Y3120c208,growth3120c208,Y3227c124,growth3227c124,Y3275c484,growth3275c484,Y3534c705,growth3534c705,Y3603c208,growth3603c208,Y3703c233,Y3916c191,growth3916c191,Y3949c484,growth3949c484,Y3974c352,growth3974c352,Y3974c484,growth3974c484,Y408c191,growth408c191,Y4291c484,growth4291c484,Y4415c484,growth4415c484,Y4452c752,growth4452c752,Y4456c246,growth4456c246,Y4480c705,growth4480c705,Y4606c68,growth4606c68,Y4645c484,growth4645c484,Y4681c372,growth4681c372,Y4682c222,growth4682c222,Y4753c222,growth4753c222,Y4758c222,growth4758c222,Y4761c428,growth4761c428,Y4989c152,growth4989c152,Y5003c616,growth5003c616,Y630c233,Y644c826,growth644c826,Y647c600,growth647c600,Y699c705,growth699c705,Y946c203,_merge,x,r2,s,sf
201011,300490,610,1384,1440111,11,0,0,0,0,0,0,0,0,0,1,0,1731329,.0872869491577148,749292,-.1491632461547852,1639791,-.5133800506591797,179081392,-.1849346160888672,4734474,-.0302305221557617,41290,10241572,-.1341762542724609,3887617,-.1062746047973633,748078,-.4909458160400391,1673252,.2863054275512695,123437,-.8382034301757813,4131429,-.1177577972412109,1627536,-.094233512878418,16262807,-.0559921264648438,103908,32018,.0498189926147461,562214,.4545745849609375,666213,-.0573835372924805,2061666,-.060786247253418,19033,-.7436294555664063,510590,-.2261590957641602,3336163,-.0232744216918945,40796760,-.2347736358642578,164693,1.693495750427246,157153,-.0909366607666016,437994,37879,-.4993124008178711,10672527,-.0948066711425781,228249,-.0387239456176758,18791936,.0221767425537109,12075,-.9071559906005859,13570926,-.1218662261962891,17373908,-.0835762023925781,1054181,-.2535362243652344,389005,.6017179489135742,1574778,.1279478073120117,264402,.1942930221557617,10430826,.0527229309082031,252882,-.4057893753051758,83767,-1.12277889251709,273448,-.0231742858886719,44901,-.7577924728393555,31054,-.3881416320800781,1567264,.2036104202270508,893246,-.0506410598754883,154354,8434675,.1652126312255859,448162,-.2523603439331055,384463,.1784954071044922,17518,matched (3),1784591.9,.92451733,2370146.5,4458237
201012,300490,611,1384,3873047,12,0,0,0,0,0,0,0,0,0,0,1,1972917,.1306238174438477,991654,.2802457809448242,1703252,.0379705429077148,183378672,.023712158203125,4848203,.0237369537353516,93008,10602360,.0346221923828125,4669105,.183171272277832,698514,-.0685520172119141,1814883,.0812520980834961,167873,.3074769973754883,5003004,.1914157867431641,1995478,.2038164138793945,16852808,.0356369018554688,63236,96944,1.107834815979004,771048,.3158683776855469,559934,-.1737909317016602,1326476,-.4409885406494141,134300,1.953902244567871,547484,.0697669982910156,3302848,-.0100364685058594,44892684,.095672607421875,252916,.4289751052856445,187610,.1771450042724609,258184,50852,.2945222854614258,11558231,.0797252655029297,379392,.5081329345703125,19872744,.0559215545654297,43471,1.280957221984863,11704969,-.1479167938232422,10392461,-.5138893127441406,1748636,.5060720443725586,215752,-.5894622802734375,1258246,-.224395751953125,272894,.0316133499145508,11511145,.0985488891601563,212390,-.17449951171875,364930,1.47166633605957,498891,.6012763977050781,62026,.3230934143066406,305833,2.287311553955078,1389815,-.1201610565185547,727163,-.2057113647460938,208099,7303287,-.1440267562866211,628210,.3377199172973633,313193,-.2050275802612305,21824,matched (3),3405442.5,.92451733,2983821.3,4812636.5
201101,300490,612,1384,1586780,01,0,0,0,0,0,0,0,0,0,0,0,2106933,.0657205581665039,614203,-.4790487289428711,2336249,.3160066604614258,175226176,-.0454750061035156,4360981,-.1059103012084961,57938,9748289,-.0839862823486328,4151380,-.1175260543823242,1605819,.8324337005615234,1663106,-.0873336791992188,249466,.3961153030395508,4847863,-.0315008163452148,1621664,-.2074308395385742,13601802,-.2143154144287109,337571,110474,.1306467056274414,218249,-1.262113571166992,831457,.3953609466552734,2012377,.4167900085449219,31115,-1.462386131286621,673812,.2076177597045898,2800758,-.1648950576782227,54420160,.1924591064453125,152560,-.5054998397827148,121683,-.4329462051391602,258610,65506,.2532224655151367,13554711,.1593360900878906,237384,-.4688901901245117,19745692,-.0064125061035156,25766,-.5230388641357422,16208797,.3255405426025391,9452565,-.0947952270507813,1295426,-.2999963760375977,343820,.4659881591796875,1355917,.0747594833374023,240391,-.1268167495727539,9310116,-.2122135162353516,199646,-.0618782043457031,153894,-.8634414672851563,204067,-.8939390182495117,69189,.109288215637207,108903,-1.032581329345703,860133,-.4798383712768555,1014737,.3332338333129883,136993,9489269,.2618370056152344,385791,-.4875783920288086,419198,.2915229797363281,51877,matched (3),6959842,.92451733,2409297,4479173.5
201102,300490,613,1384,2381295,02,1,0,0,0,0,0,0,0,0,0,0,1897656,-.1046142578125,654995,.0643014907836914,791711,-1.082104682922363,206697952,.1651802062988281,4910459,.1186695098876953,67504,11016690,.1223201751708984,3531815,-.1616296768188477,923902,-.5527830123901367,1601390,-.0378150939941406,282172,.1231937408447266,3511465,-.322504997253418,1597738,-.0148639678955078,14991110,.0972557067871094,57428,152678,.3235511779785156,581789,.9804706573486328,525221,-.4593601226806641,1882156,-.0668983459472656,46843,.4091110229492188,423337,-.46478271484375,3322563,.1708459854125977,45019428,-.1896400451660156,330521,.7731122970581055,122418,.0060224533081055,284882,89070,.3072805404663086,7975446,-.5303668975830078,175435,-.3024110794067383,18002650,-.0924167633056641,23103,-.1090927124023438,17661452,.0858306884765625,12014222,.2398052215576172,1724865,.2863092422485352,282616,-.1960287094116211,1709701,.2318410873413086,319359,.2840490341186523,13850434,.3972148895263672,297389,.3984956741333008,264471,.5414676666259766,271812,.2866621017456055,54911,-.2311277389526367,51517,-.7485456466674805,900489,.0458507537841797,910501,-.1083898544311523,161959,10097455,.0621223449707031,204475,-.6348505020141602,405070,-.0342826843261719,134020,matched (3),-8293550,.92451733,2312869.3,4428052.5
201103,300490,614,1384,7761513,03,0,1,0,0,0,0,0,0,0,0,0,3415460,.5876922607421875,919934,.3396749496459961,2093406,.97235107421875,224576752,.0829601287841797,5461579,.1063709259033203,32236,12876187,.1559677124023438,4167292,.1654548645019531,1103100,.1772737503051758,2661134,.5078802108764648,379852,.2972650527954102,4453852,.2377357482910156,2013266,.2311697006225586,17195878,.1372127532958984,102181,106112,-.3638362884521484,727836,.223968505859375,891803,.5294256210327148,2368421,.2298059463500977,51992,.1042881011962891,574813,.3058757781982422,9355800,1.035261154174805,62532316,.3285903930664063,343101,.0373544692993164,216201,.5687675476074219,433409,160850,.5910501480102539,11796343,.3914222717285156,235112,.2927932739257813,21598080,.1820850372314453,37304,.4791374206542969,22151490,.2265205383300781,12188146,.014373779296875,76698168,3.79472827911377,474020,.5171604156494141,2177864,.2420253753662109,204299,-.4467315673828125,14839713,.0689907073974609,354645,.1760759353637695,193276,-.3136129379272461,197552,-.3191089630126953,47210,-.1511087417602539,174747,1.221426963806152,1327302,.387965202331543,981363,.0749473571777344,192640,14276441,.3463268280029297,926725,1.511211395263672,643818,.4633560180664063,31890,matched (3),7310860,.92451733,2377569,4462187.5
201104,300490,615,1384,4704671,04,0,0,1,0,0,0,0,0,0,0,0,2701945,-.234339714050293,737059,-.2216339111328125,1266064,-.5028800964355469,207813744,-.07757568359375,5370091,-.0168933868408203,93237,12189573,-.0547981262207031,3121451,-.2889680862426758,923404,-.1778135299682617,2268857,-.1594762802124023,99724,-1.337375640869141,3779529,-.1641693115234375,1692126,-.1737728118896484,15703705,-.0907745361328125,74615,62202,-.5341081619262695,660462,-.0971364974975586,779807,-.1341981887817383,1935445,-.2018861770629883,11900,-1.474551200866699,371304,-.4370231628417969,1279311,-1.989675521850586,62819988,.0045890808105469,230034,-.3997974395751953,116229,-.6206464767456055,400968,144300,-.1085777282714844,10985149,-.0712451934814453,287781,.2021379470825195,20208444,-.0665035247802734,28994,-.2520112991333008,21734032,-.0190258026123047,10694085,-.1307735443115234,1859075,-3.719798088073731,358638,-.2789363861083984,1185221,-.6084146499633789,172565,-.1688108444213867,15649568,.0531368255615234,266546,-.2855701446533203,252882,.2688045501708984,242114,.2034072875976563,56204,.174382209777832,27527,-1.848172187805176,1023746,-.2596797943115234,816223,-.1842546463012695,192599,11326072,-.2315025329589844,598434,-.4373407363891602,556517,-.1457185745239258,19612,matched (3),5390591.5,.92451733,2197625.5,4368963.5
201105,300490,616,1384,7501556,05,0,0,0,1,0,0,0,0,0,0,0,2546375,-.0593013763427734,1075125,.3775234222412109,1774488,.3375997543334961,217771856,.0468063354492188,6161747,.1375160217285156,83315,12813707,.0499343872070313,4043698,.2588615417480469,1467070,.462956428527832,2392390,.0530166625976563,366217,1.300820350646973,4333508,.1367778778076172,2020773,.1774940490722656,19756612,.2295913696289063,190302,69429,.1099176406860352,791132,.1805248260498047,943505,.1905546188354492,2140763,.1008243560791016,54650,1.524411201477051,509802,.3170013427734375,4874343,1.337663650512695,54727584,-.1379051208496094,223357,-.0294561386108398,268087,.835749626159668,535255,153707,.0631532669067383,14631364,.2866230010986328,234497,-.2047567367553711,19702924,-.0253334045410156,40348,.3304529190063477,23621684,.0832862854003906,12856549,.1841621398925781,1705267,-.0863571166992188,371548,.035365104675293,2019275,.5328092575073242,268672,.4427175521850586,17910224,.1349277496337891,186599,-.3565855026245117,143065,-.5696239471435547,403646,.5111293792724609,218268,1.356736183166504,325224,2.46934700012207,1246840,.1971445083618164,1157977,.3497419357299805,141253,12497967,.0984573364257813,951662,.4638938903808594,622188,.1115446090698242,51752,matched (3),7929021,.92451733,2743612.5,4667514.5
201106,300490,617,1384,3279612,06,0,0,0,0,1,0,0,0,0,0,0,3184065,.2234878540039063,879985,-.200286865234375,3184762,.5848655700683594,213330736,-.0206050872802734,6202359,.0065689086914063,174519,11470992,-.1106948852539063,3636337,-.1061830520629883,1373414,-.0659675598144531,1641364,-.376765251159668,311538,-.1617050170898438,4055517,-.0662994384765625,1831981,-.0980815887451172,16432544,-.1842231750488281,180357,129837,.6259756088256836,386260,-.7169532775878906,1119344,.1708965301513672,2124892,-.0074405670166016,23582,-.8404655456542969,482099,-.055872917175293,6615632,.3054494857788086,61299924,.1134109497070313,625854,1.030345916748047,162728,-.499232292175293,418863,67627,-.8210411071777344,11961025,-.2015132904052734,172391,-.3076772689819336,22304756,.1240329742431641,27325,-.389739990234375,19736426,-.1796989440917969,10709902,-.1826839447021484,2023931,.1713199615478516,423050,.1298122406005859,1702790,-.17047119140625,197618,-.3071556091308594,14346439,-.2218704223632813,208761,.1122283935546875,244407,.5355358123779297,274873,-.3842296600341797,91140,-.8733272552490234,25712,-2.537556648254395,1553412,.2198410034179688,1073139,-.0760860443115234,136485,11849554,-.0532760620117188,834738,-.1310920715332031,339192,-.6066761016845703,16402,matched (3),-222938.89,.92451733,2022051.3,4283337
201107,300490,618,1384,2006534,07,0,0,0,0,0,1,0,0,0,0,0,2891598,-.096348762512207,1061115,.1871709823608398,1457161,-.7818880081176758,207467792,-.0278682708740234,5984089,-.0358257293701172,59737,11647292,.0152530670166016,4319467,.1721553802490234,884226,-.440342903137207,1952618,.1736431121826172,133964,-.8439502716064453,4000710,-.013606071472168,1771104,-.0337953567504883,16131542,-.0184879302978516,95744,84029,-.4351177215576172,83573,-1.530790328979492,1166909,.0416154861450195,2880743,.3043270111083984,211578,2.194109916687012,400633,-.1851043701171875,741949,-2.187910079956055,50129820,-.2011623382568359,315555,-.684783935546875,157788,-.030827522277832,537453,178933,.9730043411254883,9979696,-.1811008453369141,203899,.1678590774536133,19037736,-.1583766937255859,25437,-.0715970993041992,16846644,-.1583156585693359,12376919,.1446647644042969,1518103,-.2875804901123047,198569,-.7563543319702148,1444818,-.1642847061157227,193988,-.0185394287109375,13246313,-.0797824859619141,243614,.1543951034545898,185409,-.276270866394043,277798,.0105857849121094,31350,-1.067182540893555,715140,3.325520515441895,1096169,-.3486328125,815784,-.2741937637329102,118405,11659209,-.0161933898925781,1180563,.3466281890869141,529814,.4459600448608398,54160,matched (3),3207651.3,.92451733,1945588.1,4247775.5
201108,300490,619,1384,2538817,08,0,0,0,0,0,0,1,0,0,0,0,2443098,-.1685428619384766,1211369,.1324300765991211,2044988,.338902473449707,235448096,.1265144348144531,6629544,.1024322509765625,136956,11960167,.0265083312988281,4206372,-.0265312194824219,1649237,.6233558654785156,2497085,.2459535598754883,280701,.7397184371948242,4887851,.2002811431884766,1667618,-.060206413269043,17969322,.1078891754150391,143778,124999,.3971433639526367,791977,2.248811721801758,1108235,-.0515890121459961,2611903,-.0979690551757813,183605,-.1418075561523438,770363,.6538162231445313,1376564,.6180658340454102,62256400,.216644287109375,367842,.1533203125,311014,.6785860061645508,586772,52075,-1.234326362609863,19025296,.6452159881591797,101240,-.7001304626464844,20801448,.0885982513427734,90495,1.269089698791504,19680804,.1554927825927734,11019933,-.1161289215087891,2288612,.4104843139648438,227595,.1364316940307617,1713270,.1704206466674805,321024,.5037193298339844,16915958,.2445392608642578,59967,-1.401790618896484,338790,.6028165817260742,330653,.1741752624511719,65631,.7388343811035156,402124,-.5757169723510742,1471086,.2941799163818359,989629,.1931800842285156,91824,15419807,.2795562744140625,1039762,-.1269989013671875,618966,.1555242538452148,120065,matched (3),9924715,.92451733,2265184.8,4403333.5
201109,300490,620,1384,1957020,09,0,0,0,0,0,0,0,1,0,0,0,2414297,-.0118589401245117,1469954,.1934804916381836,918723,-.8001632690429688,211789456,-.1058979034423828,5988695,-.1016626358032227,107526,11520230,-.0374774932861328,3865666,-.0844669342041016,854990,-.6569786071777344,1698144,-.3855886459350586,194836,-.3651313781738281,4803975,-.0173091888427734,1158264,-.3644742965698242,15686788,-.1358470916748047,99528,60712,-.7221641540527344,696207,-.1288852691650391,1043143,-.0605306625366211,2214670,-.1649761199951172,59156,-1.132608413696289,616304,-.2231216430664063,3782838,1.010883331298828,52446816,-.1714611053466797,179343,-.718353271484375,391109,.2291479110717773,523535,85189,.4921875,27412072,.3652133941650391,219585,.7742452621459961,19983334,-.0401229858398438,32159,-1.034602165222168,15657464,-.2286968231201172,14744945,.2911949157714844,2068203,-.1012659072875977,208106,-.0895204544067383,1559299,-.0941677093505859,310257,-.0341148376464844,16057437,-.0520858764648438,84604,.3441867828369141,110411,-1.121170997619629,172528,-.6505098342895508,115103,.5617790222167969,61024,-1.885493278503418,902262,-.4888515472412109,877959,-.1197299957275391,106153,9891883,-.4439373016357422,424373,-.8961343765258789,485488,-.2428960800170898,19705,matched (3),14470875,.92451733,2651079.8,4613730
201110,300490,621,1384,4127144,10,0,0,0,0,0,0,0,0,1,0,0,3060270,.2370948791503906,1054133,-.3325128555297852,1610641,.5614032745361328,198211488,-.0662574768066406,6288958,.0489225387573242,124859,11824132,.0260372161865234,4031017,.0418844223022461,1816194,.7534084320068359,2033173,.1800622940063477,189703,-.026698112487793,5432373,.1229324340820313,1737373,.405451774597168,15774002,.0055446624755859,252952,69037,.1285009384155273,224162,-1.133277893066406,1363520,.2678308486938477,2248524,.0151710510253906,117159,.683354377746582,774526,.228510856628418,5618711,.3956279754638672,51402704,-.0201091766357422,139814,-.2489871978759766,198244,-.6794872283935547,539454,98876,.1489944458007813,16072416,-.5338783264160156,170434,-.2533912658691406,21064608,.0526962280273438,48330,.4073600769042969,17180156,.0928077697753906,12864868,-.1364002227783203,1789455,-.1447687149047852,210003,.0090742111206055,1520232,-.0253734588623047,286243,-.0805597305297852,13140187,-.2004966735839844,87984,.0391740798950195,127699,.1454658508300781,508741,1.081378936767578,10766,-2.369434356689453,179803,1.080594062805176,1229976,.309844970703125,691219,-.2391433715820313,100945,10584102,.0676383972167969,448361,.0549860000610352,271188,-.5823421478271484,51699,matched (3),7122277.5,.92451733,1965327.8,4256853
201111,300490,622,1384,7006501,11,0,0,0,0,0,0,0,0,0,1,0,3627437,.1700239181518555,984670,-.0681667327880859,1902561,.1665687561035156,213581200,.0746822357177734,6727605,.0674238204956055,131670,12490505,.0548267364501953,3364260,-.1808099746704102,852163,-.7567205429077148,2131972,.047450065612793,122193,-.4398584365844727,4107576,-.2795429229736328,2034647,.1579484939575195,17602770,.1096935272216797,183699,86257,.2226886749267578,595827,.9775810241699219,982356,-.3278703689575195,1717044,-.2696704864501953,54902,-.7579822540283203,512485,-.4129791259765625,3380388,-.5081119537353516,67833336,.2773628234863281,234803,.5184335708618164,220841,.1079444885253906,583030,158632,.4727201461791992,21941416,.3112716674804688,191057,.1142234802246094,20963048,-.0048332214355469,35330,-.3133201599121094,15755596,-.0865592956542969,10796879,-.1752433776855469,1515344,-.1662683486938477,368289,.5617465972900391,1587136,.0430688858032227,389263,.3074140548706055,15356788,.1558818817138672,267530,1.112076759338379,306305,.8749055862426758,194541,-.9612960815429688,127410,2.471016883850098,307325,.5360441207885742,1625711,.2789506912231445,824487,.176304817199707,113301,11808664,.1094799041748047,504885,.1187314987182617,323701,.1770076751708984,24780,matched (3),6928384,.92451733,1796926.6,4181773.3
201112,300490,623,1384,3840280,12,0,0,0,0,0,0,0,0,0,0,1,1466541,-.9056205749511719,651535,-.4129753112792969,669459,-1.044486045837402,180764128,-.1668243408203125,5620652,-.1797723770141602,31195,12349119,-.011383056640625,4480109,.2864389419555664,645948,-.2770586013793945,1909904,-.1099948883056641,120645,-.0127496719360352,4074538,-.0080757141113281,1353312,-.4077672958374023,14534989,-.191497802734375,107611,77558,-.1063051223754883,444936,-.2920198440551758,1081538,.0961847305297852,1486367,-.1442689895629883,5944,-2.223167419433594,515035,.0049629211425781,4433369,.2711696624755859,52034816,-.2651405334472656,138498,-.5278902053833008,159611,-.3247041702270508,347847,120466,-.2752199172973633,15712136,-.3339424133300781,96266,-.6854562759399414,19233108,-.0861282348632813,31945,-.1007165908813477,16097266,.021453857421875,12723434,.1641883850097656,1546674,.0204639434814453,166912,-.7914018630981445,1217247,-.2653398513793945,225915,-.5440959930419922,12153799,-.2339153289794922,99499,-.9890842437744141,179063,-.5368432998657227,181746,-.0680332183837891,162177,.2412786483764648,104908,-1.074822425842285,1223369,-.2843360900878906,646456,-.2432565689086914,108226,11495454,-.0268821716308594,606273,.1829996109008789,300183,-.0754280090332031,12784,matched (3),3115961.5,.92451733,2159925,4350121.5
201201,300490,624,1384,6520189,01,0,0,0,0,0,0,0,0,0,0,0,3715296,.9295520782470703,879932,.3005132675170898,2343368,1.252874374389648,212272224,.1606769561767578,5522915,-.0175418853759766,35325,11740742,-.0505199432373047,4040207,-.1033515930175781,884198,.3139619827270508,2393782,.2258214950561523,26571,-1.513031959533691,4323291,.0592594146728516,1767353,.2669277191162109,13189733,-.0971202850341797,543708,52446,-.3912420272827148,650425,.3796958923339844,1664516,.4311504364013672,1881549,.2357606887817383,6565432,7.007190704345703,704497,.3132495880126953,6008683,.3040456771850586,69347000,.2872104644775391,141528,.0216407775878906,279613,.5606670379638672,286723,48277,-.9144115447998047,10770233,-.3776473999023438,147116,.4241056442260742,21093828,.09234619140625,24602,-.2611875534057617,20031252,.2186431884765625,9912856,-.2496128082275391,1503239,-.0284843444824219,171275,.0258035659790039,1711761,.3409309387207031,217122,-.0396995544433594,15585194,.2486801147460938,84130,-.1677846908569336,253103,.3460588455200195,341161,.6297445297241211,135078,-.1828365325927734,45838,-.8279695510864258,600923,-.7108974456787109,718725,.1059741973876953,161596,9559009,-.1844673156738281,756769,.2217283248901367,295198,-.0167455673217773,126366,matched (3),4448138.5,.92451733,2144923.3,4342692.5
201202,300490,625,1384,8266459,02,1,0,0,0,0,0,0,0,0,0,0,2841106,-.2682647705078125,1218524,.3255510330200195,1306314,-.5843801498413086,228171680,.0722293853759766,6342413,.1383543014526367,40595,12829261,.0886631011962891,4283690,.0585193634033203,942575,.063934326171875,2142923,-.1107034683227539,59381,.8041543960571289,3823032,-.1229734420776367,1768657,.000737190246582,16991818,.2532939910888672,160964,249788,1.56082820892334,524318,-.2155284881591797,1187452,-.3377246856689453,1780188,-.0553770065307617,7451737,.1266288757324219,712126,.0107707977294922,1558877,-1.349239349365234,79715680,.13934326171875,210041,.394805908203125,312086,.1098728179931641,515220,411928,2.143893241882324,21966492,.7127323150634766,335394,.8240852355957031,21612948,.0243129730224609,35071,.3545465469360352,20743422,.0349369049072266,9078747,-.0878963470458984,1796401,.1781625747680664,163197,-.0483121871948242,1444248,-.1699333190917969,210113,-.0328140258789063,16154233,.0358600616455078,272543,1.175433158874512,311485,.2075538635253906,234635,-.3743228912353516,87309,-.4363985061645508,95951,.7387237548828125,1606977,.9836435317993164,961407,.290919303894043,115988,9788403,.0237140655517578,588631,-.2512588500976563,408442,.3247032165527344,166041,matched (3),2346021,.92451733,1839918.9,4200426.5
201203,300490,626,1384,6116512,03,0,1,0,0,0,0,0,0,0,0,0,3036635,.0665569305419922,907713,-.2944679260253906,2463345,.6343107223510742,224942368,-.0142536163330078,6661086,.0490226745605469,61083,13775681,.0711765289306641,4099716,-.0438976287841797,1721989,.6026201248168945,1772618,-.1897134780883789,5758,-2.333384513854981,4349017,.12890625,2693770,.4207210540771484,16319044,-.0403995513916016,49156,133581,-.6259040832519531,966010,.6110763549804688,693182,-.5382719039916992,1728156,-.0296640396118164,8472322,.1283578872680664,582600,-.2007541656494141,1787579,.1368961334228516,88318760,.1024856567382813,86759,-.8841686248779297,288349,-.0791072845458984,376466,24453,-2.824095726013184,13939250,-.4548091888427734,182147,-.6104917526245117,22446560,.0378437042236328,58487,.5114297866821289,18743978,-.1013565063476563,10170017,.1135082244873047,1135708,-.4585285186767578,160933,-.0139694213867188,1446003,.0012140274047852,265381,.2335214614868164,17153352,.0600109100341797,206685,-.2766008377075195,178818,-.5549821853637695,105464,-.7996616363525391,145491,.5106611251831055,48221,-.6880426406860352,1139176,-.3440494537353516,751384,-.2464818954467773,124406,12749279,.2642765045166016,513684,-.1361913681030273,341150,-.1800270080566406,26666,matched (3),2487894.8,.92451733,2324105,4433931.5
201204,300490,627,1384,6464996,04,0,0,1,0,0,0,0,0,0,0,0,1877534,-.4807910919189453,1180592,.262843132019043,1019123,-.8825778961181641,211065056,-.0636787414550781,6248077,-.0640087127685547,69379,11560591,-.1753025054931641,3452972,-.1716823577880859,1214175,-.3494148254394531,1898412,.0685606002807617,58693,2.321730613708496,4454297,.0239191055297852,1720668,-.4482288360595703,14033998,-.1508502960205078,86112,105428,-.2366800308227539,405416,-.868260383605957,1207938,.5553770065307617,1708085,-.0116815567016602,7361467,-.1405458450317383,395123,-.3883037567138672,5646262,1.150131225585938,83096000,-.0609550476074219,252340,1.067643165588379,179819,-.4722213745117188,461591,173043,1.956787109375,12896498,-.0777530670166016,230558,.2356882095336914,19829160,-.1239833831787109,61687,.0532684326171875,23543338,.2279701232910156,14210481,.3345355987548828,808186,-.3402194976806641,223622,.3289690017700195,1518872,.0491647720336914,357706,.2985448837280273,15884717,-.0768356323242188,134218,-.4317302703857422,213968,.1794576644897461,271784,.9466381072998047,21280,-1.922347068786621,114054,.8608770370483398,1786038,.4496946334838867,836653,.1074934005737305,134713,11994533,-.0610237121582031,649291,.2342729568481445,371803,.0860414505004883,41605,matched (3),7312064,.92451733,2078402.6,4310225
201205,300490,628,1384,6127906,05,0,0,0,1,0,0,0,0,0,0,0,2660274,.3484697341918945,1719187,.3758354187011719,1756244,.5442352294921875,192495472,-.0920944213867188,7329533,.1596384048461914,39544,11988357,.0363330841064453,3364121,-.0260686874389648,1097148,-.1013507843017578,2090332,.0963048934936523,49347,-.1734437942504883,4123314,-.0772113800048828,1806638,.0487556457519531,16786470,.1790904998779297,43749,84804,-.2176856994628906,623413,.4302949905395508,882750,-.3136281967163086,1667890,-.0238132476806641,7736872,.049738883972168,442615,.1135034561157227,4812929,-.1596879959106445,77663864,-.0676078796386719,192152,-.2724905014038086,116137,-.4371795654296875,555107,134532,-.2517385482788086,12506228,-.0307292938232422,151577,-.4194087982177734,25411452,.248046875,39281,-.4513320922851563,22920282,-.0268211364746094,11150138,-.2425270080566406,725418,-.1080446243286133,210801,-.0590429306030273,1483225,-.0237493515014648,258928,-.3231620788574219,21190872,.2882137298583984,82503,-.4866304397583008,245856,.1389198303222656,318010,.1570749282836914,27671,.2626171112060547,60911,-.62725830078125,1354029,-.2769155502319336,925873,.1013269424438477,182102,8552276,-.3382530212402344,965983,.3972654342651367,331878,-.1135969161987305,15244,matched (3),6904659,.92451733,2455509.8,4504199
201206,300490,629,1384,7467519,06,0,0,0,0,1,0,0,0,0,0,0,2952319,.1041622161865234,1658488,-.035944938659668,903566,-.6645832061767578,193462768,.0050125122070313,6483708,-.12261962890625,59523,12028069,.0033073425292969,5106399,.417327880859375,1114001,.0152435302734375,1972178,-.0581846237182617,138,-5.879378318786621,4241366,.0282278060913086,1776187,-.0169992446899414,15695249,-.0672149658203125,54223,101410,.1788291931152344,540597,-.1425352096557617,1035421,.1595220565795898,1972118,.1675481796264648,7892194,.0198764801025391,396235,-.1106929779052734,2957248,-.4870462417602539,78534200,.0111446380615234,419577,.7809600830078125,219030,.6344375610351563,781084,87451,-.4307231903076172,13926501,.1075668334960938,198551,.2699518203735352,22811644,-.1079292297363281,41474,.054326057434082,22533980,-.016998291015625,11457744,.0272140502929688,750094,.0334510803222656,274820,.2652015686035156,1914637,.2553091049194336,570260,.7895431518554688,17176904,-.2100048065185547,102155,.2136564254760742,250056,.0169391632080078,143930,-.792755126953125,71316,.9467363357543945,31244,-.6675863265991211,1884643,.3306541442871094,799003,-.1473722457885742,164918,9244821,.0778656005859375,434683,-.7985296249389648,367598,.1022224426269531,73127,matched (3),9154020,.92451733,1869147,4213311.5
201207,300490,630,1384,8607165,07,0,0,0,0,0,1,0,0,0,0,0,3704385,.2269258499145508,975368,-.5308465957641602,1447475,.471226692199707,222156688,.1382980346679688,6828896,.0518703460693359,92995,11009235,-.0885086059570313,5217654,.0215539932250977,1344759,.1882572174072266,2454653,.2188472747802734,44935,5.78571891784668,4559759,.0723838806152344,1792580,.0091867446899414,15613244,-.0052394866943359,40976,106404,.0480718612670898,364712,-.3935661315917969,1438196,.3285808563232422,3069391,.4423713684082031,7987351,.0119848251342773,752530,.6414337158203125,6168234,.7351531982421875,70896296,-.1023159027099609,198175,-.750096321105957,338117,.4341831207275391,409757,116349,.2855157852172852,15062814,.0784358978271484,198653,.000514030456543,24787326,.0830612182617188,77453,.6246042251586914,20073304,-.1156330108642578,13617645,.172698974609375,609127,-.2081718444824219,88899,-1.128615379333496,1732750,-.099818229675293,429775,-.2828311920166016,23480288,.3125953674316406,191173,.6266880035400391,478914,.6498355865478516,487085,1.219111442565918,238467,1.207110404968262,60513,.6610307693481445,1322949,-.3538751602172852,924196,.1455593109130859,191987,12042292,.2643623352050781,861308,.6838350296020508,342457,-.0708436965942383,24556,matched (3),11012767,.92451733,1926527.8,4239079
