period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1068c124,growth1068c124,Y1199c484,growth1199c484,Y1247c752,growth1247c752,Y1268c826,growth1268c826,Y1504c586,growth1504c586,Y1594c440,growth1594c440,Y1755c222,growth1755c222,Y1765c344,Y1783c32,Y2055c705,growth2055c705,Y2074c203,Y2150c352,growth2150c352,Y2346c705,growth2346c705,Y2355c152,growth2355c152,Y2464c218,Y2472c826,growth2472c826,Y2599c616,growth2599c616,Y2620c826,growth2620c826,Y2712c372,growth2712c372,Y2934c688,growth2934c688,Y3276c616,growth3276c616,Y3279c484,growth3279c484,Y3334c124,growth3334c124,Y3415c348,growth3415c348,Y3495c344,Y3603c608,Y3632c826,growth3632c826,Y3646c251,growth3646c251,Y3868c620,growth3868c620,Y3949c152,growth3949c152,Y3984c600,growth3984c600,Y4357c600,growth4357c600,Y4401c68,growth4401c68,Y4414c757,growth4414c757,Y4417c152,growth4417c152,Y4625c268,growth4625c268,Y4630c344,Y4748c32,Y4770c152,growth4770c152,Y4927c268,growth4927c268,Y4982c428,growth4982c428,Y4989c68,growth4989c68,Y573c68,growth573c68,Y599c372,growth599c372,Y629c554,Y663c428,growth663c428,Y667c705,growth667c705,Y674c428,growth674c428,Y829c268,growth829c268,Y855c826,growth855c826,_merge,x,r2,s,sf
201109,901890,620,4759,32261468,09,0,0,0,0,0,0,0,1,0,0,0,114294,-.2176303863525391,202873,-1.078474044799805,2069111,-.0165596008300781,679289,-.4274444580078125,1421255,-.2622280120849609,72184,-.7605094909667969,17855,-.3336677551269531,16982544,8748722,223453,-.3171052932739258,208450,573029,-.5816946029663086,64497,-1.903718948364258,38198,.1663541793823242,1035693,799503,-.1699514389038086,438791,.9094448089599609,880167,-.3047342300415039,9683,.1521902084350586,39582,-.5132322311401367,1596198,-.4683141708374023,8063726,-.0836582183837891,13433959,-.2913436889648438,537746,.1083498001098633,1504417,90702,4337426,.1350126266479492,826723,-.0389862060546875,1574104,-.6303472518920898,2548832,-.0608682632446289,1060623,.2710609436035156,82017,.6008424758911133,32276,.1795616149902344,6594500,-.2062082290649414,231691,-.4982576370239258,111601,-1.063721656799316,783506,2178513,907533,.0747394561767578,15101,-.4411745071411133,381553,.2379369735717773,220003,.1589670181274414,87419,-.610356330871582,304325,.5291862487792969,446886,668300,-.3076725006103516,1557890,-.104985237121582,590812,-.4861221313476563,2362603,.0914850234985352,3384181,-.4769182205200195,matched (3),33141352,.91917032,1465381.6,2564142
201110,901890,621,4759,35797416,10,0,0,0,0,0,0,0,0,1,0,0,29610,-1.350662231445313,532568,.9651308059692383,919769,-.8107509613037109,729683,.071563720703125,1726784,.1947202682495117,47780,-.4126110076904297,36716,.7209291458129883,14356044,6658623,149740,-.4003009796142578,126643,919386,.4727697372436523,200578,1.134584426879883,17064,-.805811882019043,1558002,1115364,.3329458236694336,590673,.2972393035888672,785334,-.1140031814575195,7275,-.2859277725219727,42232,.0648031234741211,2276417,.3549776077270508,8352250,.0351552963256836,17200520,.2471542358398438,430834,-.2216634750366211,2063409,101686,3766702,-.1410818099975586,232810,-1.267247200012207,1685247,.0682258605957031,5876909,.8353958129882813,639827,-.5054140090942383,94577,.1424875259399414,30808,-.0465497970581055,9146460,.3271303176879883,282255,.1974067687988281,190101,.5326251983642578,1170389,3586078,571866,-.4618253707885742,31655,.7401351928710938,265047,-.3643426895141602,162646,-.3020648956298828,151756,.5515613555908203,420044,.3222627639770508,668679,619090,-.0764865875244141,981239,-.4622707366943359,811748,.3176918029785156,5775206,.8938093185424805,4275246,.2337303161621094,matched (3),34580084,.91917032,1113817.3,2380770.8
201111,901890,622,4759,42602040,11,0,0,0,0,0,0,0,0,0,1,0,214568,1.980515480041504,1137952,.7592744827270508,2493599,.9973592758178711,899629,.2093725204467773,1087675,-.4622182846069336,44062,-.0810098648071289,20761,-.5701370239257813,17242392,6657857,152403,.0176277160644531,161384,1374301,.4019947052001953,221883,.1009464263916016,31078,.5995292663574219,2678306,1124073,.0077781677246094,704379,.1760540008544922,829051,.0541725158691406,16320,.8079471588134766,45092,.0655269622802734,2467007,.0804033279418945,8446766,.0112524032592773,16290580,-.054351806640625,394900,-.0870904922485352,1414528,113524,3637239,-.0349750518798828,274495,.1647100448608398,1740960,.0325250625610352,3269012,-.586543083190918,1101641,.5433588027954102,99639,.0521392822265625,92928,1.104050636291504,10393887,.1278514862060547,999513,1.264456748962402,215201,.1240167617797852,961557,2846053,763437,.2889261245727539,108242,1.229473114013672,230377,-.1401901245117188,220022,.3021516799926758,75251,-.7014446258544922,517426,.2085075378417969,1109621,407253,-.4188165664672852,1214013,.2128705978393555,1012755,.2212400436401367,2664120,-.7736997604370117,3990163,-.0690097808837891,matched (3),41016236,.91917032,1235077.1,2439855.8
201112,901890,623,4759,37233400,12,0,0,0,0,0,0,0,0,0,0,1,152628,-.3406238555908203,1060347,-.0706338882446289,853195,-1.072494506835938,987015,.0927028656005859,1918392,.5674448013305664,47175,.0682668685913086,19017,-.087742805480957,16781950,4158874,31624,-1.572611808776856,142887,2017086,.3837080001831055,457006,.7225465774536133,31938,.0272960662841797,634620,843248,-.2874526977539063,530346,-.2837867736816406,802808,-.03216552734375,19270,.1661577224731445,39538,-.1314430236816406,1708228,-.367548942565918,5845236,-.3681564331054688,14136031,-.1418609619140625,293061,-.2982521057128906,2444641,34890,3413223,-.063568115234375,273715,-.0028448104858398,1276424,-.3103742599487305,2409974,-.3048715591430664,369293,-1.092966079711914,76294,-.2669591903686523,63415,-.3821239471435547,7936891,-.2696962356567383,411409,-.8876800537109375,30060,-1.968377113342285,1538431,3959890,779365,.0206489562988281,50228,-.7677974700927734,188448,-.2008943557739258,218922,-.0050125122070313,184689,.8978443145751953,352168,-.3847579956054688,833775,376257,-.0791616439819336,951097,-.2440710067749023,804087,-.2307224273681641,2651267,-.0048360824584961,2888911,-.3229522705078125,matched (3),38603008,.91917032,959388.5,2312554.3
201201,901890,624,4759,36211240,01,0,0,0,0,0,0,0,0,0,0,0,37896,-1.393157958984375,254116,-1.428560256958008,649780,-.2723541259765625,778158,-.2377557754516602,1165981,-.4979248046875,59483,.2318258285522461,6366,-1.094361305236816,15581119,4036401,52295,.5029850006103516,81792,452247,-1.495180130004883,304132,-.4072341918945313,31701,-.0074481964111328,949709,509187,-.5044460296630859,782456,.3889083862304688,843505,.0494499206542969,6878,-1.030220985412598,10563,-1.319904327392578,2121028,.2164440155029297,11500964,.6768045425415039,19795680,.3367366790771484,350693,.1795310974121094,2183585,93719,2999145,-.1293296813964844,368051,.2961339950561523,1428803,.1127748489379883,1922066,-.2262153625488281,996247,.9924049377441406,52458,-.3745813369750977,32385,-.6720056533813477,7255705,-.0897340774536133,452284,.094721794128418,23966,-.2265586853027344,773132,2371713,822713,.0541276931762695,11464,-1.477360725402832,119282,-.457331657409668,105454,-.7304401397705078,161380,-.1349115371704102,281896,-.2225704193115234,752815,576699,.4270477294921875,1077764,.1250276565551758,712893,-.1203756332397461,4177801,.454747200012207,5646373,.6701335906982422,matched (3),37080176,.91917032,1195486.5,2420055.5
201202,901890,625,4759,29790952,02,1,0,0,0,0,0,0,0,0,0,0,26606,-.3537082672119141,898566,1.263009071350098,1180916,.597412109375,2982142,1.343467712402344,2165846,.6192483901977539,34708,-.5387201309204102,32656,1.635056495666504,11726844,2893318,72093,.3210554122924805,264678,331631,-.3102054595947266,45822,-1.892698287963867,4975,-1.851922988891602,745471,1410464,1.018858909606934,895046,.1344375610351563,919745,.0865306854248047,17070,.9089946746826172,464,-3.125228404998779,1595789,-.2845325469970703,14082257,.202484130859375,17150820,-.1434173583984375,320537,-.0899133682250977,2129603,33274,2246362,-.2890148162841797,335162,-.0936079025268555,921653,-.4384241104125977,1501899,-.2466707229614258,406967,-.8952627182006836,26105,-.6978864669799805,32501,.003575325012207,7587666,.0447359085083008,402241,-.1172580718994141,97450,1.402703285217285,886934,1755095,474722,-.5498771667480469,11100,-.0322666168212891,249378,.7374792098999023,186277,.5689592361450195,4359,-3.611518859863281,212478,-.2826995849609375,639774,661143,.1366500854492188,833725,-.256739616394043,632320,-.1199359893798828,703769,-1.781089782714844,2303276,-.8966808319091797,matched (3),32427872,.91917032,1408459.1,2532042.3
201203,901890,626,4759,35832684,03,0,1,0,0,0,0,0,0,0,0,0,123970,1.538902282714844,1282160,.3555011749267578,843874,-.3360424041748047,1514845,-.6773290634155273,1227270,-.568018913269043,75474,.7768182754516602,22134,-.3889131546020508,17318410,2836120,91403,.2373218536376953,264297,421529,.2398653030395508,335472,1.990774154663086,42814,2.152440071105957,1580736,948990,-.3962764739990234,542750,-.5002269744873047,1188580,.2564182281494141,38972,.8255205154418945,2135,1.526337623596191,5340900,1.208025932312012,15402812,.0896339416503906,21164466,.2102775573730469,372215,.1494731903076172,6331855,126121,4495906,.6938552856445313,511103,.4219570159912109,1898796,.7228069305419922,4029725,.9869680404663086,314416,-.2580156326293945,38037,.3764324188232422,42654,.2718505859375,7041312,-.0747289657592773,500837,.2192287445068359,261119,.9856367111206055,1554013,1773461,893747,.6326932907104492,26566,.8726873397827148,550804,.7924089431762695,335355,.5879554748535156,40676,2.233395576477051,373596,.5643367767333984,829684,764374,.1450862884521484,1809765,.7750482559204102,876154,.326146125793457,2697854,1.343761444091797,3030857,.2745122909545898,matched (3),35156100,.91917032,1742652.1,2732090.3
201204,901890,627,4759,33865268,04,0,0,1,0,0,0,0,0,0,0,0,185370,.4023141860961914,1096353,-.1565570831298828,804962,-.0472078323364258,761642,-.687591552734375,1434158,.1557855606079102,24267,-1.134671211242676,10280,-.7669153213500977,18149804,5577061,112463,.2073459625244141,176910,387530,-.0840950012207031,327876,-.0229024887084961,131500,1.122141838073731,1114257,569096,-.5113487243652344,377220,-.3638200759887695,1341569,.1210803985595703,38561,-.0106019973754883,1674,-.243250846862793,1111123,-1.570022583007813,13050928,-.1656913757324219,19467062,-.0835990905761719,208381,-.5801029205322266,3494919,220766,3410513,-.2763042449951172,498458,-.0250520706176758,1564309,-.1937761306762695,2136590,-.6344871520996094,343343,.0880126953125,52770,.3273839950561523,28384,-.4072952270507813,6216002,-.1246681213378906,1227224,.8962297439575195,246324,-.0583286285400391,1287859,2152996,629780,-.3500528335571289,8733,-1.112523078918457,408094,-.2998819351196289,105756,-1.154055595397949,21363,-.6439781188964844,230896,-.4812078475952148,555317,769469,.0066442489624023,1629012,-.1052236557006836,711841,-.2076873779296875,2667659,-.0112552642822266,2424870,-.2230672836303711,matched (3),37338772,.91917032,1114850.5,2381254.3
201205,901890,628,4759,37484572,05,0,0,0,1,0,0,0,0,0,0,0,2580,-4.274564266204834,665173,-.4996967315673828,627774,-.2486152648925781,447444,-.5319252014160156,1489132,.0376157760620117,87487,1.282373428344727,19407,.6354341506958008,17939804,6257308,51474,-.7815475463867188,320940,885583,.8264522552490234,113375,-1.061934471130371,267144,.7087812423706055,1500008,1077292,.6381568908691406,472290,.2247648239135742,1327510,-.0105342864990234,53274,.323206901550293,6784,1.399350643157959,1482420,.288304328918457,14665445,.1166362762451172,18991676,-.0247230529785156,307294,.3884363174438477,3154979,266415,3240654,-.0510883331298828,359959,-.3255290985107422,1884852,.1864051818847656,2837329,.2836523056030273,418417,.197749137878418,67199,.2417154312133789,37230,.2712888717651367,6789462,.0882453918457031,254180,-1.574467658996582,355139,.3658618927001953,754342,2616034,862269,.3141965866088867,48295,1.710219383239746,319085,-.2460393905639648,64056,-.5013771057128906,34018,.4652290344238281,294495,.2432947158813477,697639,1009847,.2718534469604492,2227410,.3128662109375,1117738,.4512081146240234,3197425,.1811447143554688,2955576,.1979160308837891,matched (3),37769056,.91917032,1237203.8,2440933
201206,901890,629,4759,37972696,06,0,0,0,0,1,0,0,0,0,0,0,116381,3.809079647064209,857767,.2542848587036133,792971,.2336063385009766,471438,.0522365570068359,1496785,.0051259994506836,48083,-.5985622406005859,49389,.9340934753417969,15814798,8016115,71549,.3293056488037109,202032,455048,-.6658430099487305,20105,-1.729732513427734,152420,-.5611486434936523,1539647,1003067,-.0713882446289063,526618,.108881950378418,1341831,.0107297897338867,40810,-.2665214538574219,3373,-.6987638473510742,1225591,-.1902532577514648,13852029,-.0570621490478516,22241196,.1579456329345703,458502,.4001598358154297,1705951,171461,1703645,-.6430044174194336,272390,-.2787551879882813,2289750,.1945934295654297,5546745,.6703481674194336,664099,.4619522094726563,49056,-.3146963119506836,35372,-.0511941909790039,7328483,.0763959884643555,235945,-.0744438171386719,418014,.1630048751831055,1141803,2765744,1236708,.3606414794921875,27316,-.5698556900024414,381948,.1798267364501953,261260,1.405758857727051,18686,-.5991144180297852,199066,-.3916254043579102,419824,998595,-.011204719543457,2469712,.1032619476318359,785898,-.3522357940673828,3867894,.190363883972168,2032037,-.3746547698974609,matched (3),36701968,.91917032,944867.31,2306567.8
201207,901890,630,4759,39089480,07,0,0,0,0,0,1,0,0,0,0,0,120210,.0323715209960938,1664304,.6628303527832031,1050724,.2814483642578125,690439,.3815393447875977,2031715,.3055610656738281,102153,.7535438537597656,56428,.1332378387451172,17911056,7083701,50590,-.3466281890869141,456940,1325610,1.069225311279297,55044,1.007164001464844,90798,-.5180025100708008,1776897,585681,-.5380420684814453,828672,.4533491134643555,1670613,.2191553115844727,62686,.4292116165161133,2212,-.421905517578125,1578020,.2527484893798828,12326468,-.1166839599609375,16931908,-.2727470397949219,547498,.177393913269043,1488607,187149,2890253,.5285739898681641,435591,.4694690704345703,3459235,.4126043319702148,3602212,-.4316635131835938,748860,.1201210021972656,69192,.3439235687255859,71584,.704951286315918,7718952,.051910400390625,483402,.717249870300293,795779,.6438074111938477,1436381,2828921,841475,-.3850517272949219,12446,-.7860736846923828,707975,.6171245574951172,177433,-.3869228363037109,56198,1.101106643676758,310608,.4448947906494141,514331,1044630,.0450687408447266,2675902,.0801849365234375,896097,.1312217712402344,4550188,.1624584197998047,2136683,.0502157211303711,matched (3),37903448,.91917032,1198115,2421355
201208,901890,631,4759,37532300,08,0,0,0,0,0,0,1,0,0,0,0,82485,-.3766241073608398,817420,-.7110090255737305,539388,-.6667995452880859,459949,-.4062118530273438,1102368,-.611419677734375,87028,-.1602420806884766,30014,-.6313009262084961,18261290,4749229,246132,1.582113265991211,155186,925132,-.3596916198730469,312922,1.737821578979492,79808,-.1290130615234375,2445039,470435,-.2191181182861328,553431,-.4036874771118164,1407759,-.1711912155151367,43259,-.3709335327148438,205,-2.378642559051514,1399611,-.1199769973754883,10732931,-.1384315490722656,258218,-4.183151245117188,473916,-.1443281173706055,1910817,217527,4472955,.4367046356201172,446016,.023651123046875,2351927,-.3858118057250977,1739231,-.7281045913696289,69350,-2.379385948181152,61851,-.1121578216552734,40510,-.5693225860595703,8508199,.0973520278930664,710072,.3845176696777344,257874,-1.126851081848145,1281355,1585665,1414335,.5192584991455078,41341,1.200455665588379,265437,-.9810314178466797,230268,.260650634765625,35552,-.4578847885131836,165169,-.6315622329711914,858833,786436,-.2839069366455078,1858251,-.3646507263183594,890440,-.0063323974609375,3120115,-.3772983551025391,2751474,.2528820037841797,matched (3),37728628,.91917032,1057751.5,2355062.5
201209,901890,632,4759,37447332,09,0,0,0,0,0,0,0,1,0,0,0,902,-4.515757083892822,293980,-1.022642135620117,941593,.5571374893188477,490642,.0645990371704102,1247398,.1235990524291992,57868,-.4080657958984375,29003,-.0342655181884766,15848960,4579978,50990,-1.574237823486328,334842,811115,-.1315269470214844,209978,-.398951530456543,13909,-1.747087478637695,568932,229509,-.7177152633666992,875601,.4587736129760742,1172252,-.1830720901489258,36569,-.168004035949707,11923,4.063214778900147,1246909,-.1155261993408203,6624357,-.4825639724731445,19437444,4.321151733398438,380433,-.2197198867797852,1862163,442885,4262037,-.0483016967773438,274724,-.4845876693725586,1891393,-.217921257019043,2795069,.4744138717651367,137101,.6815519332885742,111298,.5874834060668945,150888,1.31498908996582,7914696,-.0723094940185547,281702,-.9245166778564453,96423,-.9837255477905273,1189890,2283906,847444,-.5121908187866211,30169,-.3150396347045898,119034,-.8019685745239258,183868,-.2250261306762695,82279,.8391189575195313,343106,.7310695648193359,751002,493320,-.4663534164428711,1655434,-.1155729293823242,796805,-.1111059188842773,6034590,.659637451171875,2711530,-.0146236419677734,matched (3),37636832,.91917032,1132994.1,2389802.5
201210,901890,633,4759,34298976,10,0,0,0,0,0,0,0,0,1,0,0,134074,5.001533031463623,525650,.5811243057250977,864951,-.08489990234375,650845,.2825565338134766,1145261,-.0854272842407227,54953,-.0516862869262695,18658,-.4411239624023438,15572091,6548308,40920,-.2200107574462891,240746,1086244,.2920713424682617,281813,.2942409515380859,48489,1.248800277709961,699695,388177,.5255193710327148,516776,-.5273008346557617,913334,-.2495803833007813,52979,.3706951141357422,7075,-.5219020843505859,1052061,-.169917106628418,5454826,-.1942520141601563,15458335,-.2290515899658203,427960,.1177196502685547,1753626,307585,1025429,-1.424635887145996,411419,.4038448333740234,2278535,.18621826171875,2765867,-.010502815246582,229441,.514927864074707,46281,-.8774795532226563,54746,-1.013833999633789,9877098,.2214984893798828,458974,.4881439208984375,75254,-.2478761672973633,1034044,3715595,981217,.1465692520141602,3730,-2.090407371520996,211957,.5769748687744141,174576,-.0518579483032227,31996,-.9445047378540039,253468,-.3028011322021484,996097,594304,.1862325668334961,1198407,-.3230695724487305,890820,.1115322113037109,2586169,-.8473300933837891,1747578,-.4392824172973633,matched (3),33294774,.91917032,1358337.4,2504508.3
201211,901890,634,4759,38839392,11,0,0,0,0,0,0,0,0,0,1,0,201339,.4065980911254883,800639,.4207744598388672,1161421,.2947263717651367,892858,.3161563873291016,1213000,.0574636459350586,77280,.3409576416015625,22545,.1892385482788086,16060125,3300901,25311,-.4803800582885742,324099,1280489,.1645164489746094,105803,-.9796648025512695,37468,-.2578496932983398,621126,574306,.3917007446289063,564943,.0891151428222656,758308,-.1860122680664063,17851,-1.087836265563965,8203,.1479330062866211,1055428,.0031957626342773,7029624,.2536325454711914,14049570,-.0955562591552734,437165,.0212802886962891,1722822,382247,3275629,1.161398887634277,370126,-.1057682037353516,2836581,.2190675735473633,2353862,-.1612968444824219,139527,-.4973878860473633,42894,-.0759992599487305,76970,.3407115936279297,10228795,.0349864959716797,466026,.0152473449707031,80097,.0623693466186523,1153955,3229187,1178453,.1831645965576172,27945,2.013830184936523,236538,.1097249984741211,48375,-1.283376693725586,55949,.5588293075561523,164415,-.4328441619873047,998048,729736,.205291748046875,1362342,.1282119750976563,931334,.0444755554199219,1602811,-.4784183502197266,2173245,.2179908752441406,matched (3),37683068,.91917032,1071202.8,2361134.5
201212,901890,635,4759,38319456,12,0,0,0,0,0,0,0,0,0,0,1,123582,-.4880857467651367,533840,-.4053134918212891,690693,-.5197038650512695,385247,-.8405427932739258,1479701,.1987438201904297,53886,-.360565185546875,33449,.3945083618164063,15095808,1850250,19880,-.2415246963500977,156916,1962950,.4272060394287109,91727,-.1427621841430664,34933,-.0700550079345703,1218635,702833,.2019567489624023,357417,-.4578218460083008,930731,.2048807144165039,11174,-.4684696197509766,12761,.4418935775756836,702640,-.4068574905395508,5547496,-.2367868423461914,10929053,-.2511672973632813,234405,-.623260498046875,1401015,509144,1274501,-.9439554214477539,610288,.500086784362793,1022705,-1.020149230957031,1987441,-.1692094802856445,122878,-.1270656585693359,28781,-.399017333984375,57156,-.2976312637329102,9063406,-.1209602355957031,516978,.103759765625,12134,-1.887227058410645,435236,2612503,647326,-.5991077423095703,14771,-.6375722885131836,199233,-.1716337203979492,155579,1.168170928955078,136639,.8929023742675781,487911,1.087738990783691,512388,795600,.0864143371582031,1202135,-.1251058578491211,909994,-.0231800079345703,86872,-2.915078163146973,1251946,-.5515222549438477,matched (3),39713400,.91917032,1273282.6,2459416.5
201301,901890,636,4759,51392796,01,0,0,0,0,0,0,0,0,0,0,0,126134,.0204401016235352,658558,.209956169128418,1231955,.5786619186401367,1495219,1.356142997741699,1603759,.080510139465332,90597,.5195503234863281,17954,-.6222085952758789,19608984,5364074,79708,1.388655662536621,211942,403106,-1.583003997802734,265917,1.064367294311523,173550,1.603034019470215,629369,391807,-.5843496322631836,418216,.1570949554443359,1091773,.1595878601074219,52756,1.552087783813477,5997,-.7551345825195313,1473851,.7407894134521484,5625438,.0139522552490234,18181604,.5089855194091797,283429,.1899118423461914,1895975,147833,3748092,1.078692436218262,236686,-.9471960067749023,2408035,.8563604354858398,3909663,.6766033172607422,801815,1.875685691833496,59183,.7209196090698242,81749,.3578691482543945,11842533,.2674522399902344,1181358,.8264188766479492,87915,1.980359077453613,1910312,2939056,1236291,.6470203399658203,499,-3.387814998626709,267276,.2938070297241211,251050,.4784984588623047,52355,-.9592952728271484,338169,-.3665866851806641,783582,655211,-.1941394805908203,1097046,-.0914783477783203,695231,-.2691936492919922,3428513,3.675445556640625,1836091,.382939338684082,matched (3),50260444,.91917032,1280110.4,2462958.3
201302,901890,637,4759,37151048,02,1,0,0,0,0,0,0,0,0,0,0,107864,-.1564731597900391,210266,-1.141679763793945,701794,-.5627174377441406,2023870,.302739143371582,1326124,-.1900901794433594,63150,-.3609075546264648,9120,-.6773433685302734,9365046,3953707,50496,-.4564762115478516,195195,326119,-.2119369506835938,128898,-.7241621017456055,16224,-2.369974136352539,539628,453802,.1468915939331055,970623,.8419399261474609,1129826,.0342607498168945,35039,-.4092159271240234,14050,.8513631820678711,1051410,-.3377466201782227,5938416,.0541439056396484,15178765,-.1805133819580078,287763,.0151758193969727,883196,341908,2994083,-.224609375,778977,1.19124698638916,2082229,-.1453723907470703,2599375,-.4081802368164063,372469,-.7667236328125,36048,-.4957828521728516,89303,.0883817672729492,9404321,-.2305278778076172,862556,-.3145198822021484,163553,.6207666397094727,1278251,1724733,757823,-.4894208908081055,233979,6.150380611419678,418851,.4492330551147461,111054,-.8156356811523438,43759,-.1793498992919922,369627,.0889482498168945,505972,651719,-.0053434371948242,976092,-.1168193817138672,579869,-.1814422607421875,3357438,-.0209484100341797,2720928,.3933343887329102,matched (3),38203892,.91917032,949444.88,2308446.8
201303,901890,638,4759,33773664,03,0,1,0,0,0,0,0,0,0,0,0,45895,-.8545150756835938,53056,-1.377024650573731,1047512,.4005327224731445,1241199,-.4889335632324219,1669656,.2303571701049805,34463,-.6056270599365234,10202,.1121139526367188,15857383,3055226,44370,-.1293296813964844,136526,312198,-.0436248779296875,124327,-.0361061096191406,62617,1.350544929504395,705586,381516,-.1735086441040039,524809,-.614903450012207,1075125,-.0496273040771484,7003,-1.610123634338379,15304,.0854921340942383,890733,-.1658430099487305,9577820,.4780073165893555,17245376,.1276473999023438,271162,-.0594215393066406,1089052,334219,2734143,-.0908203125,531317,-.3826227188110352,1409909,-.3899135589599609,4641571,.5797815322875977,161363,-.8364973068237305,72359,.6967878341674805,48379,-.6129693984985352,8924670,-.0523509979248047,318796,-.9953479766845703,178273,.0861787796020508,745075,996483,752087,-.0075979232788086,17468,-2.594861030578613,526094,.2279644012451172,179485,.4800748825073242,25683,-.5328683853149414,355958,-.0376815795898438,766063,831195,.243250846862793,1307488,.2923059463500977,612411,.0546016693115234,2146639,-.4472742080688477,1533798,-.5732259750366211,matched (3),34771228,.91917032,1158197.8,2401854
201304,901890,639,4759,40465932,04,0,0,1,0,0,0,0,0,0,0,0,137222,1.095243453979492,474473,2.190855979919434,1829013,.5573587417602539,1949431,.4514598846435547,1894076,.1261138916015625,106972,1.132680892944336,16366,.4726219177246094,17949188,5107862,55067,.2159862518310547,161782,411472,.2761030197143555,132713,.0652732849121094,56061,-.1105966567993164,1026066,453422,.1726703643798828,197524,-.9771747589111328,1061817,-.0124549865722656,10546,.4094085693359375,8517,-.5860509872436523,1027724,.1430578231811523,7083460,-.3016872406005859,18230462,.0555496215820313,275023,.0141382217407227,1508290,352703,2817075,.029881477355957,608414,.1354970932006836,2033291,.3661308288574219,3219544,-.3658123016357422,864279,1.678238868713379,92586,.2464981079101563,29979,-.4785690307617188,9352355,.0468082427978516,320704,.0059671401977539,521026,1.072484016418457,1281358,2767372,1168281,.4404363632202148,21282,.1974916458129883,465110,-.1232061386108398,344548,.6521415710449219,189467,1.998385429382324,367558,.0320682525634766,755014,865864,.040863037109375,1819060,.3302125930786133,680236,.1050357818603516,3038508,.3474626541137695,1675309,.0882511138916016,matched (3),41085416,.91917032,1215717.5,2430113
201305,901890,640,4759,45463072,05,0,0,0,1,0,0,0,0,0,0,0,16633,-2.110211372375488,794274,.5152244567871094,1307421,-.3357200622558594,456914,-1.450798034667969,1618568,-.1571893692016602,113411,.0584516525268555,23713,.3708181381225586,18092048,5316177,57096,.0361833572387695,230373,642610,.4457969665527344,126161,-.0506296157836914,233429,1.426437377929688,869054,1161290,.9404640197753906,685045,1.243624687194824,1658660,.4460287094116211,17379,.4995155334472656,16421,.6564970016479492,1175910,.1346950531005859,9197579,.2611770629882813,15159160,-.1844902038574219,537729,.6705007553100586,2229053,513759,2671743,-.0529680252075195,544257,-.1114339828491211,2592230,.2428627014160156,10548750,1.186767578125,887341,.0263338088989258,103513,.1115598678588867,56542,.634486198425293,9110397,-.0262107849121094,976553,1.113510131835938,341994,-.4210062026977539,1543772,2784111,1274441,.08697509765625,51363,.8810558319091797,609620,.2705621719360352,147821,-.8462314605712891,42090,-1.504404067993164,483273,.2737007141113281,632547,1515171,.5595560073852539,2494187,.3156423568725586,770945,.1251773834228516,3738973,.2074441909790039,3271088,.6691246032714844,matched (3),45792176,.91917032,1180562.1,2412717.8
201306,901890,641,4759,35583004,06,0,0,0,0,1,0,0,0,0,0,0,869323,3.956326484680176,792567,-.0021514892578125,1065682,-.2044410705566406,331584,-.3206138610839844,1652012,.0204524993896484,75942,-.4010486602783203,18319,-.2580852508544922,17216540,3215791,25619,-.8013992309570313,344722,434472,-.3914060592651367,150492,.1763505935668945,105367,-.7954282760620117,308903,1117738,-.0382242202758789,645110,-.060063362121582,1456843,-.1297388076782227,16869,-.02978515625,806,-3.014232158660889,190848,-1.818320274353027,8449633,-.0848169326782227,16210901,.0670795440673828,382348,-.3410234451293945,1491084,367489,4044504,.4146280288696289,367907,-.3915920257568359,1711001,-.4154396057128906,3752297,-1.033639907836914,384139,-.8372249603271484,38511,-.9887533187866211,14627,-1.352113723754883,8976839,-.0147686004638672,216185,-1.507894515991211,372907,.0865354537963867,1621919,1853996,932529,-.3123636245727539,37148,-.3240079879760742,432046,-.344304084777832,272326,.6109981536865234,8951,-1.548045158386231,509015,.0518960952758789,458741,1500144,-.0099678039550781,2259442,-.0988445281982422,647776,-.174072265625,3209605,-.1526632308959961,2040529,-.4719133377075195,matched (3),34582352,.91917032,1948931,2868067.8
