period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1068c124,growth1068c124,Y1199c484,growth1199c484,Y1247c752,growth1247c752,Y1268c826,growth1268c826,Y1504c586,growth1504c586,Y1594c440,growth1594c440,Y1755c222,growth1755c222,Y1765c344,Y1783c32,Y2055c705,growth2055c705,Y2074c203,Y2150c352,growth2150c352,Y2346c705,growth2346c705,Y2355c152,growth2355c152,Y2464c218,Y2472c826,growth2472c826,Y2599c616,growth2599c616,Y2620c826,growth2620c826,Y2712c372,growth2712c372,Y2934c688,growth2934c688,Y3276c616,growth3276c616,Y3279c484,growth3279c484,Y3334c124,growth3334c124,Y3415c348,growth3415c348,Y3495c344,Y3603c608,Y3632c826,growth3632c826,Y3646c251,growth3646c251,Y3868c620,growth3868c620,Y3949c152,growth3949c152,Y3984c600,growth3984c600,Y4357c600,growth4357c600,Y4401c68,growth4401c68,Y4414c757,growth4414c757,Y4417c152,growth4417c152,Y4625c268,growth4625c268,Y4630c344,Y4748c32,Y4770c152,growth4770c152,Y4927c268,growth4927c268,Y4982c428,growth4982c428,Y4989c68,growth4989c68,Y573c68,growth573c68,Y599c372,growth599c372,Y629c554,Y663c428,growth663c428,Y667c705,growth667c705,Y674c428,growth674c428,Y829c268,growth829c268,Y855c826,growth855c826,_merge,x,r2,s,sf
201307,901890,642,4759,41356928,07,0,0,0,0,0,1,0,0,0,0,0,78506,-2.404540061950684,1066442,.2968053817749023,1358396,.2426891326904297,879323,.9752712249755859,1658777,.0040864944458008,109795,.3686447143554688,56404,1.124601364135742,19699882,6253446,92253,1.281200408935547,197064,1211347,1.025356292724609,190406,.2352485656738281,32935,-1.162913322448731,1789993,640559,-.5567216873168945,487892,-.279327392578125,1579801,.0810270309448242,17538,.0388927459716797,36574,3.815008640289307,962163,1.617707252502441,8905925,.0525941848754883,15821069,-.0243415832519531,517664,.3029947280883789,1834500,476898,5346728,.2791261672973633,554265,.4098129272460938,2373098,.3271169662475586,4117321,.09283447265625,1053615,1.008977890014648,49241,.2457818984985352,45971,1.1451416015625,7928188,-.1242237091064453,670974,1.132596015930176,483983,.2607202529907227,1518145,2521056,1037630,.1067943572998047,11387,-1.182436943054199,183539,-.856104850769043,324870,.1764249801635742,38373,1.455588340759277,425764,-.1785926818847656,542472,1407817,-.0635204315185547,2597165,.1393022537231445,941862,.3743143081665039,1412941,-.8204736709594727,2703228,.2812376022338867,matched (3),43107544,.91917032,1020452.2,2338547.3
201308,901890,643,4759,40567592,08,0,0,0,0,0,0,1,0,0,0,0,137039,.5570907592773438,677645,-.4534587860107422,965996,-.3408994674682617,422036,-.7340621948242188,1476996,-.1160707473754883,77863,-.3436641693115234,34284,-.4978609085083008,18178324,4618221,41574,-.7970600128173828,279958,817160,-.3936529159545898,129961,-.3819236755371094,42411,.2528715133666992,848793,752609,.1612052917480469,324020,-.4092884063720703,928433,-.53155517578125,8852,-.6837263107299805,845,-3.76775598526001,1346482,.3360662460327148,6899237,-.2553062438964844,15340233,-.0308628082275391,346007,-.402867317199707,1931891,600047,3236256,-.5020685195922852,436315,-.2392787933349609,2172589,-.0882768630981445,20638750,1.611968994140625,581736,-.5939655303955078,36758,-.2923707962036133,32847,-.336151123046875,7703332,-.0287714004516602,384386,-.5570831298828125,124012,-1.361671447753906,1309315,2529717,1462008,.3428716659545898,25064,.7889595031738281,83235,-.7907590866088867,224519,-.3694648742675781,17961,-.7591514587402344,383966,-.1033306121826172,474225,1041395,-.3014793395996094,2102863,-.21112060546875,864127,-.0861396789550781,2986011,.7482643127441406,5035016,.6219701766967773,matched (3),42868144,.91917032,1207783.9,2426153.8
201309,901890,644,4759,37978444,09,0,0,0,0,0,0,0,1,0,0,0,107825,-.2397565841674805,87180,-2.05064868927002,1206950,.222691535949707,688931,.49005126953125,1400527,-.05316162109375,64609,-.1865968704223633,10730,-1.161635398864746,17869108,3446452,25228,-.4995203018188477,406019,791789,-.0315399169921875,222345,.5369958877563477,24017,-.5686454772949219,660860,516194,-.3770637512207031,496839,.4274606704711914,1156059,.219273567199707,35992,1.402652740478516,12037,2.6564040184021,887415,-.4169378280639648,5551961,-.217259407043457,15838438,.0319595336914063,403627,.1540317535400391,1997330,473788,2939506,-.0961751937866211,434811,-.0034523010253906,1671183,-.2623872756958008,1858471,-2.407417297363281,378392,-.4300861358642578,92178,.9193658828735352,26270,-.2234325408935547,7992073,.0367975234985352,1355495,1.260274887084961,188031,.416229248046875,910732,2100770,1078759,-.3039989471435547,16558,-.4145631790161133,56561,-.386347770690918,361778,.4770708084106445,40707,.8181982040405273,376269,-.0202503204345703,510384,842409,-.2120504379272461,1475025,-.3546247482299805,770429,-.114771842956543,2156793,-.3253154754638672,2764387,-.5995979309082031,matched (3),35527552,.91917032,1578541.8,2630451.5
201310,901890,645,4759,37315372,10,0,0,0,0,0,0,0,0,1,0,0,45078,-.8721151351928711,576192,1.888465881347656,1153201,-.0455551147460938,373809,-.6113967895507813,1137428,-.2080793380737305,19159,-1.215580940246582,30845,1.055931091308594,0,3294202,63444,.9222030639648438,193942,1006194,.2396354675292969,153422,-.3710384368896484,19995,-.1832799911499023,0,493111,-.0457477569580078,637195,.248809814453125,1081596,-.0665788650512695,16359,-.788517951965332,4629,-.9556446075439453,1149807,.2590370178222656,5003619,-.1039905548095703,13704084,-.144744873046875,322843,-.2233247756958008,0,108459,3717880,.2349119186401367,217998,-.6904258728027344,2337007,.3353395462036133,4755428,.9395322799682617,554808,.3826913833618164,93119,.0101566314697266,17668,-.396672248840332,10012508,.2253856658935547,990563,-.3136491775512695,172504,-.086186408996582,0,2450611,1469448,.3090753555297852,30313,.6047077178955078,190971,1.216801643371582,117544,-1.124217987060547,23636,-.5436296463012695,396671,.0528030395507813,524810,1051039,.2212686538696289,1262552,-.1555395126342773,792196,.0278615951538086,2046679,-.0524044036865234,4102439,.3947620391845703,matched (3),38700132,.91917032,1151547.4,2398654.3
201311,901890,646,4759,40659808,11,0,0,0,0,0,0,0,0,0,1,0,62409,.3253154754638672,865774,.4071826934814453,1313691,.1302995681762695,840080,.8097524642944336,1881495,.5032978057861328,73825,1.34892463684082,11953,-.9479923248291016,18126432,3866281,76594,.1883611679077148,244918,1091655,.0815200805664063,362293,.8592605590820313,26288,.2736301422119141,903733,345647,-.3553171157836914,811755,.2421226501464844,841217,-.2513437271118164,9799,-.5124979019165039,11564,.9155559539794922,442330,-.9552936553955078,5340476,.0651540756225586,14333407,.0448989868164063,335910,.039677619934082,1485274,270934,4130547,.1052560806274414,146647,-.3964576721191406,1865371,-.2254114151000977,2656637,-.5822248458862305,584161,.0515546798706055,375067,1.393226623535156,26690,.4125337600708008,8554904,-.1573314666748047,1227972,.2148466110229492,30826,-1.722062110900879,1390380,2907185,1435072,-.0236721038818359,43099,.3519229888916016,229078,.181941032409668,76373,-.4311838150024414,105845,1.499204635620117,353090,-.1163845062255859,1121997,828409,-.2380275726318359,1133030,-.1082401275634766,890468,.1169376373291016,2699583,.2768793106079102,850878,-1.573067665100098,matched (3),40318336,.91917032,1361747.4,2506359.3
201312,901890,647,4759,45655808,12,0,0,0,0,0,0,0,0,0,0,1,16118,-1.35377311706543,923808,.06488037109375,787208,-.5121030807495117,269022,-1.138704299926758,1225144,-.4290084838867188,97149,.2745485305786133,9918,-.1866312026977539,16350091,2059212,16731,-1.521255493164063,338996,1772807,.4848690032958984,215824,-.5179891586303711,37694,.3603887557983398,937261,285622,-.1907482147216797,596370,-.3083372116088867,917435,.0867319107055664,12021,.2043743133544922,11184,-.033411979675293,538346,.1964454650878906,6789136,.2400083541870117,12366859,-.1475734710693359,283261,-.1704750061035156,1579455,139360,917378,-1.504645347595215,301645,.7212228775024414,1541802,-.1905078887939453,2438987,-.0854787826538086,428035,-.3109722137451172,59499,-1.841145515441895,72357,.9973230361938477,7603404,-.1179084777832031,711084,-.5463294982910156,68391,.7968826293945313,817848,2359165,1972196,.3179330825805664,8638,-1.607328414916992,85675,-.9835014343261719,161808,.7507810592651367,37665,-1.033244132995606,453320,.2498760223388672,717176,881313,.0619058609008789,1403314,.2139415740966797,833598,-.0659952163696289,2764233,.0236654281616211,3444642,1.398306846618652,matched (3),46419352,.91917032,1420728.6,2538887.8
201401,901890,648,4759,46135032,01,0,0,0,0,0,0,0,0,0,0,0,69234,1.457555770874023,1293266,.3364219665527344,1430195,.5970735549926758,1159134,1.460635185241699,1490807,.1962594985961914,53785,-.5912513732910156,27502,1.019907951354981,18743056,3549540,68456,1.408927917480469,344537,528282,-1.210689544677734,362644,.5189580917358398,76618,.7093315124511719,611774,411294,.3646392822265625,837079,.3390569686889648,1548002,.5231389999389648,13253,.097569465637207,19839,.5731649398803711,782613,.3741369247436523,6941804,.0222377777099609,18522124,.4039459228515625,440877,.4423971176147461,1389817,437599,3095714,1.216254234313965,282651,-.065037727355957,2215645,.3625917434692383,4195958,.5425386428833008,711504,.5081768035888672,49346,-.1871023178100586,31737,-.8241291046142578,9557801,.2287616729736328,2759381,1.355971336364746,35818,-.6467905044555664,1237761,2424224,1776035,-.1047649383544922,23451,.9987421035766602,424002,1.599177360534668,183981,.128422737121582,25957,-.3722896575927734,317994,-.3545665740966797,785446,851639,-.0342502593994141,1567845,.110865592956543,866926,.0392017364501953,2902537,.0488224029541016,3452760,.0023536682128906,matched (3),46714080,.91917032,1431173.4,2544747
201402,901890,649,4759,31697226,02,1,0,0,0,0,0,0,0,0,0,0,168467,.8892478942871094,392165,-1.193243026733398,1188940,-.184748649597168,1933199,.5115032196044922,1376947,-.0794496536254883,75205,.3352231979370117,21740,-.2351055145263672,8022874,2248899,53707,-.2426481246948242,67383,311245,-.5290498733520508,269647,-.2963085174560547,3100,-3.207430839538574,462667,158218,-.9553346633911133,792001,-.0553550720214844,1538650,-.0060596466064453,9839,-.2978706359863281,832,-3.171572208404541,903484,.143620491027832,5705708,-.1960945129394531,15205756,-.1972923278808594,367524,-.1819772720336914,1386318,285859,3267198,.0539140701293945,250884,-.1192226409912109,1668572,-.2835760116577148,1833846,-.8277063369750977,527982,-.2983188629150391,79665,.478973388671875,19130,-.5062255859375,8850841,-.0768451690673828,997515,-1.017494201660156,147222,1.413491249084473,580711,2154468,953336,-.6221704483032227,2461,-2.254345893859863,361927,-.1582956314086914,91098,-.7028970718383789,10969,-.8613681793212891,189484,-.5177278518676758,360304,697093,-.2002439498901367,1857766,.1696720123291016,684499,-.2362661361694336,1405751,-.7250137329101563,2815066,-.204188346862793,matched (3),33704920,.91917032,1045792.3,2349715.3
201403,901890,650,4759,35733320,03,0,1,0,0,0,0,0,0,0,0,0,39513,-1.45011043548584,683395,.5553903579711914,960438,-.2134284973144531,1681773,-.1393270492553711,4719167,1.23176383972168,19495,-1.350059509277344,15533,-.336186408996582,17600708,2507587,62643,.1539087295532227,338549,372271,.179041862487793,287799,.0651493072509766,63737,3.023364067077637,698054,234835,.3949089050292969,312995,-.9283761978149414,1603649,.0413761138916016,10493,.0643548965454102,6003,1.976182460784912,1264876,.3364706039428711,9212193,.4790620803833008,16300615,.0695304870605469,405714,.0988597869873047,1361720,66260,3129283,-.0431289672851563,336730,.2942905426025391,1962306,.1621522903442383,2036760,.104945182800293,108168,-1.585376739501953,60729,-.2714090347290039,32765,.5381031036376953,8233603,-.0722885131835938,1408492,.3450078964233398,186890,.2385778427124023,1145250,2197087,1347036,.3456945419311523,12843,1.652231216430664,391032,.0773468017578125,398647,1.476140975952148,18594,.5277652740478516,281829,.3969964981079102,0,1006748,.3675622940063477,2574498,.3262796401977539,867624,.2370710372924805,2387935,.5298576354980469,3923997,.3321247100830078,matched (3),35025760,.91917032,1167639.5,2406421.3
201404,901890,651,4759,43329168,04,0,0,1,0,0,0,0,0,0,0,0,60487,.4257984161376953,821746,.1843576431274414,969169,.0090494155883789,1725002,.0253791809082031,2320780,-.7097291946411133,70456,1.284830093383789,28033,.5904150009155273,18480056,3672144,85048,.3057641983032227,318918,669623,.587092399597168,342435,.1738195419311523,134338,.7455930709838867,1593326,434034,.6142396926879883,481629,.4309873580932617,1966350,.2038974761962891,15209,.3711786270141602,14954,.9127187728881836,1064815,-.1721735000610352,12158313,.2774848937988281,17445516,.0678787231445313,612058,.4111785888671875,1549290,388097,4240310,.3038330078125,252294,-.2886857986450195,1501705,-.2675189971923828,3745792,.6092729568481445,614230,1.73668384552002,67875,.1112470626831055,11175,-1.075681686401367,8208428,-.0030622482299805,853336,-.5011215209960938,249570,.289219856262207,718591,2251350,2035631,.4128990173339844,27872,.7748241424560547,675178,.5461864471435547,50497,-2.066163063049316,145048,2.054225921630859,389261,.3229494094848633,631831,1199013,.1747732162475586,3299205,.2480278015136719,817521,-.0594816207885742,2674843,.1134614944458008,4484761,.1335744857788086,matched (3),40029988,.91917032,1188101.3,2416415.8
201405,901890,652,4759,40495872,05,0,0,0,1,0,0,0,0,0,0,0,145715,.8792247772216797,565103,-.3744230270385742,565533,-.538670539855957,1184002,-.3763275146484375,2110179,-.0951299667358398,58536,-.1853466033935547,42659,.419856071472168,18234948,3148869,65728,-.2576913833618164,203080,392565,-.5340118408203125,136183,-.9220829010009766,80422,-.5130710601806641,948418,481033,.102813720703125,1146910,.8676528930664063,1620803,-.1932573318481445,15115,-.006199836730957,85685,1.745698928833008,1037301,-.0261783599853516,9643282,-.2317523956298828,14111487,-.2120933532714844,655806,.0690383911132813,1643757,465810,2806404,-.4127321243286133,214122,-.1640491485595703,2023038,.297999382019043,3655059,-.0245208740234375,356889,-.5429449081420898,38537,-.5660495758056641,42577,1.337635040283203,9447931,.1406335830688477,610612,-.3346920013427734,568895,.8239564895629883,566801,2811706,1527832,-.286956787109375,27835,-.0013284683227539,337789,-.6925544738769531,187486,1.311790466308594,68810,-.7457160949707031,322193,-.1890993118286133,385044,1438553,.1821393966674805,2972913,-.1041393280029297,752794,-.0824851989746094,3503653,.2699155807495117,4861908,.0807456970214844,matched (3),42028408,.91917032,788272.63,2246965.5
201406,901890,653,4759,39643624,06,0,0,0,0,1,0,0,0,0,0,0,31137,-1.543255805969238,710311,.2286949157714844,580543,.0261955261230469,905934,-.2676897048950195,1576677,-.2914533615112305,69364,.1697263717651367,27881,-.42529296875,17067088,5325119,63541,-.033839225769043,224890,487290,.2161569595336914,182242,.2913360595703125,34939,-.833683967590332,1163694,284361,-.5256919860839844,741666,-.4359283447265625,1839398,.1265163421630859,9056,-.5122594833374023,12107,-1.956893920898438,1039125,.0017566680908203,9106157,-.0573101043701172,20004904,.3489875793457031,673220,.0262069702148438,1419985,528199,3426448,.1996192932128906,492014,.8319606781005859,3017419,.3998012542724609,2886856,-.2359437942504883,869375,.8903493881225586,50981,.2798347473144531,22472,-.6390438079833984,7740082,-.1993827819824219,518467,-.1635856628417969,308991,-.6103839874267578,278667,1762048,1051063,-.3740472793579102,18546,-.4060401916503906,267539,-.2331562042236328,138757,-.3009796142578125,42761,-.4757223129272461,259598,-.2160167694091797,267066,1168434,-.2079734802246094,3138818,.0543041229248047,1053330,.3359203338623047,1254146,-1.027351379394531,2971417,-.4923915863037109,matched (3),39573496,.91917032,1178358.8,2411640.5
201407,901890,654,4759,42841524,07,0,0,0,0,0,1,0,0,0,0,0,130166,1.430413246154785,809894,.1312007904052734,1039817,.5828361511230469,2447143,.9937105178833008,1782618,.1227636337280273,56961,-.1970014572143555,30907,.1030378341674805,17782924,3918902,88830,.3350391387939453,259808,1368640,1.032712936401367,411240,.8138418197631836,52844,.4137401580810547,1463212,546504,.6532974243164063,855099,.1423187255859375,2142935,.1527385711669922,26549,1.075564384460449,24551,.7069692611694336,1218748,.1594448089599609,10561100,.1482257843017578,22033398,.0965824127197266,690588,.0254716873168945,1597673,271934,4415294,.2535505294799805,436259,-.1202707290649414,4022648,.2875385284423828,2803771,-.0292034149169922,1227738,.3451547622680664,163657,1.166319847106934,26762,.174713134765625,8223985,.0606422424316406,1448875,1.027667045593262,486228,.4533653259277344,370885,1227126,1473026,.3375167846679688,45624,.9001798629760742,278501,.040156364440918,295749,.7567863464355469,117521,1.010991096496582,334007,.2520275115966797,572332,1431395,.2029848098754883,2964136,-.0572614669799805,1040170,-.0125722885131836,2149559,.5388078689575195,6882872,.8399972915649414,matched (3),46536772,.91917032,1153933.3,2399800.5
201408,901890,655,4759,39267128,08,0,0,0,0,0,0,1,0,0,0,0,84110,-.4366846084594727,637192,-.239832878112793,300730,-1.24058723449707,777286,-1.146868705749512,2266898,.2403287887573242,55378,-.0281839370727539,18429,-.5170574188232422,16353262,3343790,38776,-.828923225402832,193053,742105,-.6120815277099609,249846,-.4983320236206055,17596,-1.099672317504883,688914,308767,-.5709552764892578,479033,-.5794477462768555,1196260,-.5829763412475586,32584,.204829216003418,8600,-1.048990249633789,862894,-.3452873229980469,10009836,-.0536079406738281,19286192,-.1331691741943359,644639,-.0688533782958984,1546331,221975,2836475,-.4425125122070313,160907,-.9974098205566406,2307673,-.5557003021240234,2341907,-.1799993515014648,873028,-.3409614562988281,73468,-.8009233474731445,71964,.9891824722290039,8647381,.050201416015625,634170,-.8262262344360352,290259,-.5159034729003906,236630,2316496,1133496,-.2620124816894531,26818,-.5313606262207031,186953,-.398564338684082,190076,-.4420871734619141,136111,.1468534469604492,186258,-.5840291976928711,367999,1250764,-.1348953247070313,2450077,-.1904659271240234,924691,-.1176795959472656,3147758,.3814277648925781,4577126,-.4079647064208984,matched (3),39099660,.91917032,1051670,2352337.3
201409,901890,656,4759,39570728,09,0,0,0,0,0,0,0,1,0,0,0,101929,.1921510696411133,476653,-.2902822494506836,964320,1.165210723876953,752164,-.0328540802001953,1713406,-.2799291610717773,73737,.2863216400146484,22694,.2081747055053711,17716830,3683022,76150,.6749038696289063,427239,691739,-.070281982421875,120581,-.7285232543945313,94219,1.677949905395508,1198847,307325,-.0046806335449219,837534,.5586919784545898,1639675,.3152980804443359,31922,-.0205259323120117,36539,1.446617126464844,1084530,.2286100387573242,6511768,-.4299583435058594,27291366,.3471813201904297,941945,.3792562484741211,1891997,225928,4988045,.5644826889038086,392002,.8904409408569336,2322669,.0064773559570313,5349266,.825993537902832,630935,-.3247642517089844,75871,.0321846008300781,36018,-.6921463012695313,8744809,.0112037658691406,922001,.3742294311523438,182488,-.4640893936157227,645144,2468200,974223,-.1514215469360352,17199,-.4442224502563477,253671,.305180549621582,267801,.3428201675415039,171227,.2295188903808594,260332,.3348255157470703,442378,818936,-.4235038757324219,1914427,-.2467012405395508,689142,-.2940120697021484,1925540,-.4914836883544922,3413799,-.2932462692260742,matched (3),41332400,.91917032,1331396,2489999.3
201410,901890,657,4759,38889944,10,0,0,0,0,0,0,0,0,1,0,0,29788,-1.230171203613281,667298,.3364477157592773,1389739,.365447998046875,1181004,.4511661529541016,1124783,-.4208927154541016,20823,-1.264446258544922,12698,-.5806560516357422,15024954,2407490,59374,-.2488489151000977,281634,775034,.1136980056762695,89075,-.3028430938720703,27109,-1.245756149291992,707391,536543,.5572404861450195,829752,-.0093345642089844,1629546,-.0061969757080078,17300,-.6125888824462891,19814,-.6119909286499023,1371881,.2350358963012695,8658156,.2848911285400391,26033844,-.0471744537353516,623948,-.4118795394897461,1697412,135610,4780558,-.0424871444702148,227393,-.5445871353149414,2246797,-.0332117080688477,1943370,-1.01253604888916,276982,-.8232507705688477,72642,-.0434913635253906,34016,-.0571880340576172,10997861,.2292404174804688,735606,-.2258520126342773,152297,-.180851936340332,245267,2776295,985125,.0111284255981445,11383,-.4127302169799805,134341,-.6356563568115234,154266,-.5515651702880859,106368,-.4760847091674805,259087,-.0047941207885742,528974,813055,-.007206916809082,2189614,.1343069076538086,670659,-.0271873474121094,1690441,-.1302175521850586,3970578,.1510858535766602,matched (3),37500128,.91917032,1151410.1,2398588.3
201411,901890,658,4759,42448716,11,0,0,0,0,0,0,0,0,0,1,0,75761,.9334783554077148,377494,-.5696821212768555,1137662,-.2001409530639648,691209,-.5356779098510742,1191457,.057586669921875,59777,1.054562568664551,16934,.2878789901733398,17382168,2946042,109591,.6128988265991211,345345,993243,.2480688095092773,150125,.5219898223876953,52870,.6679706573486328,1287253,280458,-.6487226486206055,1003685,.1903066635131836,1674975,.027496337890625,21966,.2387895584106445,49529,.9161691665649414,534148,-.9432649612426758,7926700,-.0882654190063477,26956700,.0348358154296875,731434,.1589393615722656,1701453,150968,1541837,-1.131582260131836,199130,-.1327219009399414,1704120,-.2764568328857422,1467058,-.2811641693115234,443774,.4713630676269531,76544,.0523223876953125,43860,.2541713714599609,9637388,-.132049560546875,1447094,.6766185760498047,80338,-.6395902633666992,428506,3268551,1143436,.1490249633789063,13670,.1830825805664063,319599,.8666858673095703,130857,-.1645736694335938,7951,-2.593606948852539,302707,.1556015014648438,706413,823158,.0123491287231445,2100123,-.0417289733886719,998992,.3984861373901367,3270981,.6601009368896484,2994812,-.2820301055908203,matched (3),41230356,.91917032,964454.94,2314660.8
201412,901890,659,4759,51694456,12,0,0,0,0,0,0,0,0,0,0,1,83343,.0953807830810547,674721,.580744743347168,1545787,.3065576553344727,704586,.0191679000854492,1474840,.2133722305297852,29950,-.6910915374755859,52099,1.123822212219238,17300356,1505257,110438,.0076990127563477,290720,1649944,.5075206756591797,173222,.1431055068969727,69282,.2703495025634766,1472781,338287,.1874713897705078,1121824,.1112775802612305,1148014,-.3777647018432617,21743,-.0102043151855469,4970,-2.299138069152832,677552,.2378139495849609,8337488,.0505256652832031,17436208,-.4356842041015625,328848,-.7994108200073242,1889406,333110,2543259,.5004711151123047,673290,1.218217849731445,1633973,-.0420341491699219,2713157,.6148538589477539,407141,-.086155891418457,135757,.5730009078979492,46272,.0535345077514648,9781020,.0147933959960938,1177780,-.2059259414672852,79253,-.0135974884033203,596828,3430440,1213843,.05975341796875,23034,.5217676162719727,115911,-1.01424503326416,168615,.2535133361816406,178196,3.109585762023926,355685,.161280632019043,1006931,957180,.150843620300293,2288344,.0858325958251953,1414098,.3475008010864258,1156502,-1.039690017700195,4531269,.4141206741333008,matched (3),50095968,.91917032,1277429.3,2461565.8
201501,901890,660,4759,43380224,01,0,0,0,0,0,0,0,0,0,0,0,72083,-.145146369934082,809666,.1823225021362305,1445068,-.0673761367797852,1753676,.9118595123291016,1605163,.0846767425537109,35131,.1595544815063477,19386,-.9885940551757813,18600904,2827207,45008,-.897613525390625,380362,359296,-1.524350166320801,61095,-1.042143821716309,18334,-1.329428672790527,1209829,637751,.6340532302856445,972714,-.1426210403442383,942834,-.1968984603881836,20581,-.0549240112304688,11658,.8525724411010742,907656,.2923784255981445,7814050,-.0648384094238281,22624268,.2604751586914063,406951,.2130966186523438,1806233,23670,1858295,-.313786506652832,580748,-.1478595733642578,1517140,-.0741872787475586,1077726,-.9232597351074219,209743,-.6632766723632813,39544,-1.233452796936035,32061,-.3668966293334961,9387645,-.0410499572753906,559820,-.7437715530395508,35490,-.8033943176269531,363495,4890586,759304,-.4691448211669922,28872,.2259016036987305,153609,.2815876007080078,229512,.3083372116088867,136447,-.2669477462768555,106645,-1.204540252685547,417273,920403,-.039179801940918,1814892,-.2318029403686523,533629,-.9745464324951172,2821045,.8917074203491211,3298317,-.3175897598266602,matched (3),40960948,.91917032,1187549.8,2416144.8
201502,901890,661,4759,38920068,02,1,0,0,0,0,0,0,0,0,0,0,1271,-4.03801441192627,835113,.0309457778930664,432564,-1.206181526184082,1728696,-.0143470764160156,1445111,-.1050395965576172,19704,-.5782623291015625,9113,-.7548494338989258,12822981,1537985,30549,-.3875083923339844,271487,357211,-.0058193206787109,210146,1.235372543334961,24867,.3047847747802734,771990,305425,-.7362442016601563,967913,-.0049476623535156,1035694,.0939369201660156,15152,-.3062353134155273,617,-2.938878536224365,778651,-.1533021926879883,8440864,.0771608352661133,19543932,-.1463584899902344,545942,.2938203811645508,908758,42282,2546539,.3150758743286133,289198,-.69720458984375,1481359,-.0238676071166992,3187402,1.084353446960449,116481,-.5881547927856445,33511,-.1655397415161133,29083,-.0974864959716797,7215107,-.2632169723510742,1189499,.7536725997924805,101363,1.049457550048828,192253,1457898,1741392,.8300380706787109,9394,-1.122801780700684,253383,.5004920959472656,140391,-.4915246963500977,15478,-2.176516532897949,187528,.564422607421875,376836,743712,-.2131576538085938,1728518,-.0487613677978516,471405,-.1239833831787109,1470551,-.6514701843261719,2639324,-.2228889465332031,matched (3),38098344,.91917032,1059790.3,2355978.8
201503,901890,662,4759,48431908,03,0,1,0,0,0,0,0,0,0,0,0,16545,2.566280364990234,212395,-1.369119644165039,962430,.7997312545776367,1483161,-.1531915664672852,1519770,.0503730773925781,40385,.7176370620727539,21044,.8369131088256836,13637013,3259682,48993,.4723453521728516,340840,311970,-.1354198455810547,471724,.8085908889770508,123466,1.602424621582031,1051159,705214,.836796760559082,1294284,.2905702590942383,1581635,.4233875274658203,10662,-.3514461517333984,2401,1.358771324157715,813032,.0432071685791016,12927507,.4262733459472656,21286858,.0854244232177734,646528,.1691036224365234,1324690,349150,3879723,.4210281372070313,529683,.6051664352416992,1632258,.0970048904418945,4949929,.4401664733886719,114846,-.0141363143920898,45971,.3161373138427734,67939,.8484563827514648,10211508,.3473386764526367,1401107,.1637296676635742,339832,1.209743499755859,303315,2702013,977523,-.577418327331543,12053,.2492427825927734,554889,.7838659286499023,215879,.4302873611450195,94437,1.808513641357422,544895,1.066664695739746,430783,1000269,.2963705062866211,2341004,.3033151626586914,607603,.2538042068481445,4038552,1.010249137878418,3417251,.2583131790161133,matched (3),48855884,.91917032,1104527.5,2376438.8
201504,901890,663,4759,46979344,04,0,0,1,0,0,0,0,0,0,0,0,46359,1.030331611633301,465875,.7854700088500977,606732,-.4613742828369141,1513370,.0201635360717773,1957553,.2531356811523438,72346,.5830020904541016,38014,.591339111328125,17795520,3040828,36864,-.2844419479370117,412064,264904,-.1635398864746094,172709,-1.004785537719727,40828,-1.106597900390625,969707,424984,-.5064496994018555,453584,-1.048532485961914,1202507,-.2740507125854492,10050,-.0591135025024414,2689,.1132841110229492,492063,-.5021629333496094,9891583,-.2676734924316406,20552020,-.0351295471191406,665898,.0295200347900391,1888041,165055,1168050,-1.200428009033203,569995,.0733489990234375,1450652,-.1179513931274414,3302725,-.4046249389648438,498213,1.467435836791992,63027,.3155517578125,41455,-.4940023422241211,9066555,-.1189231872558594,1385239,-.0113897323608398,274515,-.2134456634521484,602575,2256848,973846,-.0037689208984375,12279,.0185766220092773,218137,-.9336452484130859,119469,-.5916614532470703,69931,-.3004245758056641,175611,-1.132321357727051,469440,875552,-.1331701278686523,2445609,.0437145233154297,638100,.0489730834960938,1472731,-1.008768081665039,3123034,-.090031623840332,matched (3),44835188,.91917032,978684.75,2320625.8
