period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1025c203,Y1386c68,growth1386c68,Y1474c222,growth1474c222,Y1486c688,growth1486c688,Y1531c381,Y1571c348,growth1571c348,Y1718c705,growth1718c705,Y1760c818,Y1798c826,growth1798c826,Y1810c300,growth1810c300,Y1820c807,growth1820c807,Y1823c233,Y2012c251,growth2012c251,Y2128c757,growth2128c757,Y2677c620,growth2677c620,Y2807c440,growth2807c440,Y2876c68,Y2900c352,growth2900c352,Y2946c807,growth2946c807,Y2963c233,Y3106c251,growth3106c251,Y3108c300,growth3108c300,Y3225c484,growth3225c484,Y323c352,growth323c352,Y3417c352,growth3417c352,Y3457c300,growth3457c300,Y3528c208,growth3528c208,Y3690c757,growth3690c757,Y3709c705,growth3709c705,Y3738c348,growth3738c348,Y3761c300,growth3761c300,Y3787c222,growth3787c222,Y4066c440,growth4066c440,Y4160c703,Y4175c705,growth4175c705,Y4181c428,growth4181c428,Y4319c300,growth4319c300,Y4325c222,growth4325c222,Y4396c703,growth4396c703,Y4613c688,Y4614c792,growth4614c792,Y4800c300,growth4800c300,Y4846c620,growth4846c620,Y4887c191,growth4887c191,Y5015c381,Y5019c352,growth5019c352,Y5031c203,Y619c222,growth619c222,Y625c300,growth625c300,Y744c484,growth744c484,_merge,x,r2,s,sf
201109,760611,620,3583,39514328,09,0,0,0,0,0,0,0,1,0,0,0,3036354,147628,.6318264007568359,192107,-.3616199493408203,230154,-.4416027069091797,677801,383109,.114659309387207,569270,.846531867980957,1293191,107719,-.9055671691894531,370537,1.141357421875,25815,.5309772491455078,80885,213256,-.9398269653320313,2010353,.5877447128295898,328595,2.012228965759277,173105,.9033908843994141,11070,2662,-1.385072708129883,2864,-.6692967414855957,1699149,58412,.0262441635131836,807156,.6776533126831055,933520,.393585205078125,67950,-.6318035125732422,18223,.7645025253295898,273789,.1418027877807617,78585,-.7778043746948242,1820019,.5009212493896484,25758,-.2359037399291992,62819,.7954187393188477,120804,1.389909744262695,110554,1.909809112548828,12903,.7980508804321289,347237,3633032,1.193137168884277,96965,.5452022552490234,246882,.6878557205200195,10043,-1.317384719848633,896498,.3576116561889648,65902,73642160,.2034473419189453,1035036,-.0549697875976563,34123,.4000148773193359,104806,.5001888275146484,47823,9236,-1.723508834838867,342529,19457,-1.102203369140625,265472,.1576700210571289,10333,-.9059200286865234,matched (3),1586182.9,.78285015,6227964.5,8187326.5
201110,760611,621,3583,10475573,10,0,0,0,0,0,0,0,0,1,0,0,3903620,17399,-2.138282775878906,218367,.1281242370605469,318684,.3254508972167969,1107198,236689,-.4815731048583984,252855,-.8115386962890625,1188005,358831,1.203325271606445,105906,-1.252401351928711,20574,-.2269277572631836,69119,236853,.1049461364746094,1631493,-.2088146209716797,237086,-.3264036178588867,37963,-1.517287254333496,8963,2255,-.1659278869628906,12252,1.453469753265381,917658,279369,1.565011978149414,568127,-.3511724472045898,851794,-.0916175842285156,56810,-.1790599822998047,4927,-1.307954788208008,274490,.0025568008422852,71504,-.0944280624389648,1642236,-.102787971496582,30005,.152618408203125,16214,-1.354382514953613,44284,-1.003545761108398,9764,-2.426801681518555,1595,-2.090585708618164,18147,1532278,-.8633127212524414,63934,-.416499137878418,110402,-.8047828674316406,25168,.9186973571777344,832269,-.0743398666381836,52194,58078312,-.2374267578125,687753,-.4087619781494141,27542,-.214259147644043,72004,-.3753890991210938,35608,17946,.6642580032348633,641441,55394,1.0462646484375,366183,.3216238021850586,34138,1.195068359375,matched (3),11395574,.78285015,3279270,6244869
201111,760611,622,3583,7856562,11,0,0,0,0,0,0,0,0,0,1,0,531138,11253,-.4357776641845703,187553,-.1521148681640625,362820,.1297073364257813,567861,153576,-.432551383972168,352708,.3328237533569336,955061,126526,-1.042403221130371,287170,.997523307800293,19812,-.0377407073974609,66221,295616,.2216224670410156,1649989,.0112733840942383,387475,.4912290573120117,37018,-.02520751953125,8135,1824,-.2121181488037109,9275,-.2783670425415039,1277070,74368,-1.323508262634277,718644,.2350215911865234,653935,-.2643365859985352,49547,-.1367912292480469,5622,.1319570541381836,187235,-.3825502395629883,216991,1.110102653503418,1179964,-.3305749893188477,19936,-.4088363647460938,47351,1.071713447570801,29674,-.4003524780273438,2503,-1.361212253570557,11330,1.960579872131348,184484,2232682,.3764486312866211,43516,-.3847217559814453,104517,-.0547780990600586,8976,-1.03101921081543,865971,.0396957397460938,60111,52507064,-.1008434295654297,637349,-.0761127471923828,17958,-.4276771545410156,51836,-.3286371231079102,32548,12622,-.3519258499145508,523682,41536,-.2879114151000977,181908,-.6996316909790039,46310,.3049468994140625,matched (3),7297684.5,.78285015,2804427,6009125
201112,760611,623,3583,8708080,12,0,0,0,0,0,0,0,0,0,0,1,1714627,33884,1.10230827331543,244417,.2648143768310547,192500,-.6338109970092773,502779,176295,.1379632949829102,107399,-1.189089775085449,1152704,264963,.7391424179077148,404029,.3414115905761719,15977,-.2151374816894531,59899,380583,.2526426315307617,1501164,-.0945281982421875,430819,.1060361862182617,11971,-1.128916740417481,9208,3743,.7188558578491211,2566,-1.284974098205566,931162,46047,-.4793624877929688,1008642,.338994026184082,411580,-.4630050659179688,65699,.2821626663208008,8832,.4516944885253906,161759,-.1462564468383789,435579,.6968202590942383,1228683,.0404596328735352,11195,-.5770606994628906,35939,-.2757654190063477,11347,-.9613170623779297,8575,1.231360912322998,3687,-1.122640609741211,227364,2219648,-.0058555603027344,57099,.2716579437255859,105643,.0107154846191406,22575,.9222888946533203,943564,.0858125686645508,80824,51017476,-.0287799835205078,902827,.3482141494750977,27093,.4112396240234375,63573,.2041044235229492,28506,24264,.6535530090332031,433022,122226,1.079311370849609,115804,-.4516019821166992,6327,-1.990531921386719,matched (3),10636468,.78285015,2888049.3,6048603.5
201201,760611,624,3583,2542475,01,0,0,0,0,0,0,0,0,0,0,0,830127,52514,.4381370544433594,167721,-.3765745162963867,232985,.1908779144287109,474143,174747,-.008819580078125,213262,.6859712600708008,950871,157634,-.5193147659301758,172888,-.8488426208496094,1900,-2.12929630279541,56279,238536,-.4671840667724609,998424,-.4078178405761719,67131,-1.859042167663574,3144,-1.336991310119629,1760,310,-2.491070747375488,4322,.5213699340820313,1425164,31785,-.3706684112548828,417890,-.8811426162719727,229017,-.5862064361572266,54835,-.180755615234375,11755,.2858972549438477,155066,-.0422573089599609,402791,-.0782585144042969,999231,-.2067127227783203,37462,1.207859992980957,25720,-.3345537185668945,38896,1.231937408447266,2310,-1.311603546142578,3539,-.0409688949584961,146398,1453111,-.4236412048339844,7866,-1.982237815856934,84747,-.2203950881958008,27840,.2096309661865234,478905,-.67816162109375,36959,44149080,-.1445960998535156,1862527,.7241582870483398,10043,-.9923992156982422,34487,-.6116065979003906,28636,17614,-.3203001022338867,411398,54721,-.803624153137207,118184,.0203437805175781,20964,1.197979927062988,matched (3),5827694.5,.78285015,2259998,5775150.5
201202,760611,625,3583,3554962,02,1,0,0,0,0,0,0,0,0,0,0,1185598,19626,-.9842252731323242,228981,.3113374710083008,313105,.2955646514892578,350991,196257,.1160860061645508,179798,-.1706876754760742,880721,269201,.5351829528808594,113832,-.4179201126098633,8640,1.514548301696777,47434,467786,.6734905242919922,1541852,.4345617294311523,351957,1.656863212585449,22417,1.964323997497559,8896,1483,1.565249919891357,5382,.2193422317504883,1540305,60381,.6416797637939453,608886,.3764133453369141,636780,1.022627830505371,58893,.0713939666748047,16669,.3492717742919922,61121,-.930994987487793,370563,-.0833940505981445,1104766,.10040283203125,6170,-1.803627967834473,18051,-.3540678024291992,22706,-.5382623672485352,3346,.3705177307128906,9728,1.011164665222168,87363,1065104,-.3106346130371094,65985,2.126877784729004,263171,1.133133888244629,46714,.5175704956054688,551902,.1418676376342773,34168,51834896,.160491943359375,1959374,.0506906509399414,24373,.8866004943847656,45435,.275700569152832,52922,10169,-.5493497848510742,272573,56404,.0302925109863281,171264,.3709630966186523,9797,-.7607297897338867,matched (3),1306938.1,.78285015,2845868.5,6028577
201203,760611,626,3583,6391711,03,0,1,0,0,0,0,0,0,0,0,0,756166,47781,.8897733688354492,236039,.0303583145141602,417643,.2880878448486328,508067,260971,.2849836349487305,493822,1.010340690612793,1209561,223629,-.1854705810546875,128340,.1199588775634766,10245,.1703872680664063,64183,255189,-.6060066223144531,997630,-.4353570938110352,221151,-.4646635055541992,822,-3.305834770202637,9050,495,-1.097264289855957,4324,-.2188796997070313,1381920,52078,-.1479320526123047,310408,-.6737432479858398,856786,.2967634201049805,33196,-.5732927322387695,19111,.136713981628418,78071,.2447633743286133,379978,.025090217590332,1126646,.0196113586425781,22592,1.297897338867188,34455,.6464529037475586,22244,-.0205564498901367,65828,2.979280471801758,11718,.1861171722412109,11221,1782353,.514862060546875,73739,.1111049652099609,87457,-1.101656913757324,20339,-.8315038681030273,583248,.0552425384521484,73788,53045532,.0230865478515625,2552651,.2645072937011719,10339,-.8575534820556641,42058,-.0772333145141602,56553,15137,.3977975845336914,276970,46669,-.1894598007202148,186966,.0877208709716797,11062,.1214389801025391,matched (3),5717417,.78285015,2985931,6095946
201204,760611,627,3583,11057490,04,0,0,1,0,0,0,0,0,0,0,0,1022740,114331,.8724699020385742,168091,-.3394918441772461,351053,-.1736898422241211,983504,351202,.2969522476196289,384303,-.2507438659667969,1176502,996053,1.493812561035156,181846,.3484773635864258,21371,.7352457046508789,68574,440071,.5449314117431641,1437531,.3652992248535156,302452,.3130769729614258,2772,1.215583801269531,21177,1105,.8030428886413574,4918,.1287212371826172,684003,248420,1.562378883361816,440901,.3509321212768555,961172,.1149654388427734,64557,.6651191711425781,10155,-.632298469543457,299343,1.343971252441406,278389,-.3110942840576172,1503949,.2888498306274414,39596,.561131477355957,18256,-.6351604461669922,60743,1.004579544067383,9168,-1.97132682800293,3866,-1.108905792236328,376246,1403398,-.2390384674072266,19080,-1.35189151763916,75497,-.1470546722412109,25020,.2071352005004883,800003,.3160028457641602,82553,50264208,-.0538578033447266,2940430,.1414241790771484,16042,.4392871856689453,63746,.4158573150634766,36156,8749,-.5482025146484375,192771,62406,.2905817031860352,379447,.7077875137329102,18834,.5321483612060547,matched (3),9312135,.78285015,3310409,6261276.5
201205,760611,628,3583,8033058,05,0,0,0,1,0,0,0,0,0,0,0,227414,96138,-.1733131408691406,241267,.3613986968994141,322047,-.0862388610839844,1166766,160950,-.7802677154541016,363305,-.0561885833740234,1566438,394583,-.9259710311889648,121994,-.3991880416870117,17825,-.1814336776733398,86773,178803,-.9006509780883789,1216442,-.1669960021972656,251920,-.1828107833862305,2029,-.3120260238647461,15177,1087,-.0164237022399902,4747,-.0353889465332031,1716463,79688,-1.137001991271973,394438,-.1113576889038086,712744,-.2990312576293945,71558,.1029596328735352,15363,.4139957427978516,207668,-.3656492233276367,324674,.1538019180297852,1167293,-.2534074783325195,27794,-.353907585144043,12789,-.3559083938598633,110024,.5940465927124023,7588,-.1891508102416992,17967,1.536316871643066,270175,1287379,-.0862874984741211,20576,.0754852294921875,46002,-.4954080581665039,24075,-.0385017395019531,616128,-.2611608505249023,47884,59137872,.1625785827636719,2742524,-.0696773529052734,15716,-.0205307006835938,26374,-.8825283050537109,58868,13110,.4044361114501953,495689,50698,-.2077751159667969,263441,-.3648853302001953,13895,-.3041343688964844,matched (3),11708876,.78285015,3156981.5,6181529.5
201206,760611,629,3583,8194546,06,0,0,0,0,1,0,0,0,0,0,0,226833,62550,-.4298191070556641,175418,-.3187322616577148,316070,-.0187339782714844,908210,421475,.9626674652099609,272308,-.2883081436157227,1721551,425105,.0745067596435547,87331,-.3342666625976563,42345,.8652486801147461,103803,299171,.5147304534912109,1268041,.0415420532226563,322354,.2465391159057617,10083,1.603307723999023,12812,672,-.4809188842773438,3848,-.2099590301513672,1091866,62480,-.2432727813720703,292031,-.3006019592285156,630062,-.1233034133911133,82369,.1407003402709961,19469,.2368612289428711,99394,-.7368488311767578,617494,.642848014831543,881522,-.280792236328125,18031,-.4327278137207031,16497,.2545928955078125,18601,-1.777482986450195,3834,-.6826591491699219,5294,-1.221962928771973,7731,1255775,-.0248556137084961,23448,.1306591033935547,39419,-.1544361114501953,14649,-.4968013763427734,863823,.3379125595092773,45278,48926584,-.1895503997802734,1925459,-.3537149429321289,35333,.8101377487182617,44026,.5124015808105469,60952,19070,.3747415542602539,231017,35163,-.3658924102783203,419709,.4657325744628906,17257,.2166881561279297,matched (3),14204115,.78285015,3311447.5,6261825.5
201207,760611,630,3583,12378102,07,0,0,0,0,0,1,0,0,0,0,0,136991,75044,.1821088790893555,338012,.655909538269043,329257,.0408744812011719,1038588,120211,-1.254512786865234,371409,.3103694915771484,1104206,824126,.6619873046875,246908,1.039310455322266,15271,-1.019894599914551,65375,293231,-.020054817199707,1669479,.2750387191772461,65999,-1.586010932922363,32182,1.160556793212891,12014,1035,.4318985939025879,9561,.9101381301879883,1139734,100827,.4785594940185547,496261,.5302419662475586,581330,-.0804996490478516,105220,.2448444366455078,23139,.1726961135864258,171976,.5482625961303711,559831,-.0980339050292969,1317243,.4016456604003906,19139,.059636116027832,31582,.649409294128418,54823,1.080894470214844,12238,1.160636901855469,10141,.6500129699707031,248075,1122978,-.1117687225341797,14687,-.4678220748901367,61469,.4442844390869141,26467,.5915260314941406,927260,.070866584777832,85447,49415264,.0099391937255859,2208491,.13714599609375,44001,.219395637512207,21689,-.7079744338989258,41569,18398,-.0358753204345703,297138,64996,.6143312454223633,357440,-.1605939865112305,19977,.1463642120361328,matched (3),15215269,.78285015,2904588,6056517.5
201208,760611,631,3583,7765570,08,0,0,0,0,0,0,1,0,0,0,0,584958,42319,-.5728387832641602,268445,-.2304353713989258,304541,-.0780324935913086,862048,238006,.6830482482910156,246400,-.4103469848632813,1085052,277185,-1.089638710021973,70531,-1.252963066101074,8183,-.623896598815918,58689,199752,-.3838834762573242,595375,-1.031075477600098,118311,.5836772918701172,41430,.2525978088378906,8076,1337,.2560267448425293,9418,-.0150690078735352,1040955,12896,-2.056488990783691,134106,-1.3084716796875,405449,-.3603239059448242,74924,-.3395786285400391,13080,-.5704345703125,148006,-.1501016616821289,738370,.2768096923828125,914822,-.3645658493041992,14112,-.3047027587890625,7998,-1.373395919799805,6646,-2.110095024108887,44309,1.286642074584961,4986,-.7099533081054688,127832,950318,-.1669425964355469,28564,.6651840209960938,22233,-1.016955375671387,18181,-.3755216598510742,726700,-.2437200546264648,41699,36623048,-.2995815277099609,790401,-1.027524948120117,29441,-.4018239974975586,41426,.6471033096313477,24998,14880,-.2122230529785156,214892,46645,-.3317594528198242,742562,.7311382293701172,43936,.7881526947021484,matched (3),3224024.5,.78285015,3672947.8,6460288
201209,760611,632,3583,9931919,09,0,0,0,0,0,0,0,1,0,0,0,253600,152107,1.279348373413086,185751,-.3682394027709961,359776,.1666755676269531,1096608,208563,-.1320552825927734,266529,.078526496887207,1639146,308014,.1054601669311523,226267,1.16566276550293,12732,.4420595169067383,119825,181384,-.0964603424072266,1175154,.6799631118774414,265917,.8098669052124023,45178,.0866050720214844,11298,2353,.5652627944946289,18705,.6861677169799805,1208321,254976,2.9842529296875,490384,1.296558380126953,331483,-.2014188766479492,77804,.0377187728881836,8365,-.4470281600952148,110980,-.28790283203125,895219,.1926231384277344,1220580,.2883510589599609,17628,.2224626541137695,15505,.6619710922241211,73939,2.409225463867188,99596,.8099346160888672,3087,-.4794340133666992,168215,1417105,.3995742797851563,35239,.2100067138671875,39998,.5872516632080078,50381,1.019237518310547,1273899,.5613231658935547,451814,50875008,.3286933898925781,1030987,.2657318115234375,11891,-.9066066741943359,49205,.1720867156982422,41476,17220,.1460533142089844,256480,44167,-.0545883178710938,251556,-1.082440376281738,32695,-.2955121994018555,matched (3),10600293,.78285015,2914337.8,6061199.5
201210,760611,633,3583,9169595,10,0,0,0,0,0,0,0,0,1,0,0,27985,61474,-.9059696197509766,210219,.1237430572509766,505668,.3403987884521484,965317,141079,-.3909206390380859,390005,.38067626953125,1481463,633171,.7205953598022461,101703,-.7996587753295898,18742,.3866481781005859,102559,206118,.1278324127197266,1578097,.2948207855224609,117620,-.8157243728637695,45502,.007145881652832,16247,1198,-.6750373840332031,2201,-2.139878749847412,1379123,67750,-1.325345039367676,709833,.3698406219482422,636812,.6528987884521484,84058,.0773134231567383,7264,-.1411256790161133,286829,.9495363235473633,1378799,.4319000244140625,1311748,.0720348358154297,16361,-.0745878219604492,18981,.202275276184082,101742,.3191995620727539,5576,-2.882650375366211,5579,.5918102264404297,79335,983140,-.3656196594238281,30343,-.1495876312255859,82112,.7192554473876953,16913,-1.091531753540039,1305446,.0244626998901367,74407,49241872,-.0326271057128906,989670,-.0409002304077148,21013,.5693588256835938,54943,.1103010177612305,26791,44271,.9442577362060547,394358,101557,.8326425552368164,282924,.1175127029418945,33849,.0346870422363281,matched (3),1665513.4,.78285015,3229189.3,6218717
201211,760611,634,3583,1946888,11,0,0,0,0,0,0,0,0,0,1,0,323907,46498,-.279205322265625,243824,.1482963562011719,298291,-.5278110504150391,1044776,95966,-.3853263854980469,249865,-.4452390670776367,1427680,384537,-.4987001419067383,158695,.4449272155761719,9788,-.6496095657348633,71131,200527,-.0275001525878906,1179149,-.2914266586303711,401007,1.226519584655762,34798,-.2681961059570313,23872,3227,.9908995628356934,7371,1.208641529083252,1204498,44180,-.4275522232055664,410868,-.546757698059082,227057,-1.03127384185791,63812,-.2755651473999023,11679,.4748611450195313,246965,-.1496400833129883,921628,-.4028263092041016,1088344,-.1867036819458008,23517,.362823486328125,24976,.2744770050048828,54596,-.6224794387817383,2032,-1.009451389312744,499,-2.414159297943115,53660,992657,.0096340179443359,74943,.9041624069213867,118210,.3643779754638672,30607,.5931463241577148,1679059,.2516889572143555,70357,50125436,.0177841186523438,1426679,.3657331466674805,14594,-.3645305633544922,153838,1.029603004455566,44936,23139,-.6488103866577148,508977,89700,-.1241493225097656,196179,-.3661508560180664,19737,-.5394144058227539,matched (3),-6006725,.78285015,2320374.5,5799044
201212,760611,635,3583,658564,12,0,0,0,0,0,0,0,0,0,0,1,179465,70499,.4161891937255859,207340,-.1620864868164063,204857,-.3757572174072266,762851,124248,.2582855224609375,123618,-.7037239074707031,1328551,407257,.0574045181274414,106911,-.3949871063232422,21641,.7934322357177734,47446,258787,.2550563812255859,801516,-.3860435485839844,128408,-1.138766288757324,15059,-.8375844955444336,15220,2487,-.2604761123657227,5744,-.2493972778320313,845881,18458,-.8727741241455078,433977,.0547199249267578,282545,.2186365127563477,121927,.6474809646606445,7031,-.5074625015258789,193701,-.2429304122924805,876095,-.0506677627563477,901934,-.187870979309082,9519,-.9044342041015625,24871,-.0042123794555664,19197,-1.045206069946289,1318416,6.475165843963623,6559,2.575987339019775,23153,767899,-.2567272186279297,46450,-.4783515930175781,23762,-1.604374885559082,28291,-.0786848068237305,1109947,-.4139213562011719,37791,44697200,-.1146183013916016,1461499,.0241127014160156,13957,-.0446290969848633,45835,-1.210851669311523,21572,25148,.0832595825195313,292577,21226,-1.441244125366211,217094,.1013031005859375,43917,.7998065948486328,matched (3),1668231,.78285015,2168878.3,5740105
201301,760611,636,3583,1872528,01,0,0,0,0,0,0,0,0,0,0,0,72452,42400,-.5084505081176758,223496,.0750341415405273,331549,.4814634323120117,503110,273272,.7881879806518555,190547,.4327020645141602,1422296,520762,.2458486557006836,188994,.5697183609008789,2146,-2.310983657836914,73204,273281,.0544958114624023,981566,.2026443481445313,84676,-.4163808822631836,16231,.0749473571777344,12427,796,-1.139233112335205,1546,-1.312485218048096,1365262,40130,.7766256332397461,442251,.018885612487793,581923,.7225008010864258,71279,-.5368204116821289,7898,.1162805557250977,174070,-.1068582534790039,1391679,.4627923965454102,1110513,.2080364227294922,22885,.8771915435791016,14546,-.5363864898681641,49632,.9498815536499023,2518480,.6472244262695313,19573,1.093313217163086,628129,1206416,.4517507553100586,49236,.0582485198974609,24587,.0341300964355469,22020,-.2505931854248047,500993,-.7954750061035156,61831,48467296,.0809783935546875,3546676,.8865480422973633,14629,.0470247268676758,33253,-.3209028244018555,111606,42614,.5274038314819336,391820,22112,.0408935546875,263868,.1951179504394531,48654,.1024322509765625,matched (3),1561623.6,.78285015,3569668.8,6402133
201302,760611,637,3583,972255,02,1,0,0,0,0,0,0,0,0,0,0,2157,143500,1.219186782836914,217391,-.0276966094970703,379591,.1353187561035156,610773,133828,-.7139120101928711,237059,.2184104919433594,1029532,684880,.2739505767822266,153812,-.2059841156005859,9293,1.465655326843262,56909,172598,-.4595355987548828,1158413,.1656570434570313,484785,1.744874000549316,1155,-2.642822742462158,9411,1583,.6874775886535645,3070,.686007022857666,1549470,30485,-.2748889923095703,785173,.5740261077880859,502049,-.1476402282714844,102238,.3607015609741211,5967,-.2803659439086914,165133,-.0527067184448242,1306270,-.0633354187011719,906941,-.2025003433227539,28116,.2058572769165039,29585,.7099514007568359,53114,.0678043365478516,2637137,.0460386276245117,7634,-.9415388107299805,67764,981080,-.2067546844482422,62010,.2306709289550781,79816,1.177506446838379,21152,-.0402164459228516,868076,.5496864318847656,50147,46719928,-.0367183685302734,2783420,-.2423305511474609,18696,.2453041076660156,54040,.4855794906616211,42548,21810,-.6698141098022461,310103,88012,1.381352424621582,128535,-.7192478179931641,27299,-.5778837203979492,matched (3),7570137.5,.78285015,2704086,5962957
201303,760611,638,3583,566532,03,0,1,0,0,0,0,0,0,0,0,0,350591,60519,-.863377571105957,215931,-.0067386627197266,279972,-.3044042587280273,1029510,121208,-.0990476608276367,231195,-.0250473022460938,1137955,463405,-.3906421661376953,170539,.1032333374023438,5457,-.5323619842529297,53515,93639,-.6115179061889648,998472,-.1485805511474609,165460,-1.074975967407227,6633,1.7479567527771,20668,500,-1.152468681335449,9724,1.152918815612793,627289,37375,.2037668228149414,314617,-.9145479202270508,416285,-.1873283386230469,78255,-.2673311233520508,10955,.6075515747070313,167243,.0126972198486328,1263018,-.0336713790893555,849611,-.0652990341186523,15811,-.5756330490112305,17957,-.4992876052856445,52222,-.0169363021850586,2602020,-.0134057998657227,4076,-.6274967193603516,1002,1246486,.2394294738769531,22287,-1.023292541503906,142559,.5800313949584961,40178,.6415853500366211,500077,-.5515165328979492,37434,46503040,-.0046539306640625,1855492,-.4055299758911133,17590,-.0609798431396484,38396,-.341771125793457,35858,31558,.3694581985473633,214368,43229,-.7109613418579102,374964,1.070629119873047,27784,.0176105499267578,matched (3),2466566.5,.78285015,3297003.5,6254199
201304,760611,639,3583,2111372,04,0,0,1,0,0,0,0,0,0,0,0,635475,39825,-.4184627532958984,233948,.0801401138305664,478787,.5365657806396484,723081,302584,.914851188659668,267742,.1467618942260742,1205447,560349,.1899576187133789,206309,.1904106140136719,23447,1.457843780517578,82793,125987,.2967309951782227,1175041,.1628322601318359,462176,1.027215957641602,6833,.0297069549560547,15839,2191,1.477505207061768,17247,.5730409622192383,905287,36329,-.0283851623535156,488826,.4406509399414063,429472,.0311870574951172,108188,.3238983154296875,13236,.1891450881958008,199453,.1761302947998047,1331260,.0526218414306641,931920,.09246826171875,15070,-.047999382019043,23986,.2894906997680664,74162,.3507480621337891,2059407,-.2338705062866211,6048,.3946123123168945,184569,1243567,-.002345085144043,30784,.3229913711547852,142923,.0025501251220703,16488,-.8906869888305664,685898,.3159666061401367,90346,51429736,.1007003784179688,4388030,.8607301712036133,16759,-.0483951568603516,35773,-.0707597732543945,46007,35392,.114659309387207,258391,104637,.8839855194091797,466267,.2179288864135742,17103,-.4852066040039063,matched (3),6666542.5,.78285015,2794167.5,6004344
201305,760611,640,3583,1058775,05,0,0,0,1,0,0,0,0,0,0,0,8590,31791,-.225311279296875,214239,-.0880069732666016,362344,-.2786617279052734,1056800,327275,.0784416198730469,240365,-.1078653335571289,1205335,408569,-.3158988952636719,109053,-.6375408172607422,47947,.7153530120849609,68506,198092,.4525527954101563,941103,-.2220058441162109,253331,-.6012487411499023,1196,-1.742781162261963,13823,1372,-.4680886268615723,9574,-.5885868072509766,627472,57666,.4620513916015625,469541,-.0402507781982422,308867,-.329646110534668,121663,.1173839569091797,15360,.1488256454467773,118802,-.5181207656860352,1227279,-.0813264846801758,906434,-.0277280807495117,26356,.5589895248413086,14839,-.4802122116088867,98371,.2824935913085938,752277,-1.007068634033203,6531,.0768318176269531,85068,1584006,.241973876953125,90383,1.077061653137207,97664,-.380772590637207,14088,-.1573095321655273,541060,-.2371988296508789,46527,51292188,-.0026779174804688,2160214,-.7086725234985352,14227,-.1637935638427734,71870,.6976652145385742,45022,16130,-.7858047485351563,160804,51095,-.7168102264404297,304254,-.4268960952758789,14131,-.190882682800293,matched (3),1152586.5,.78285015,3737613,6497270.5
201306,760611,641,3583,2011586,06,0,0,0,0,1,0,0,0,0,0,0,1112299,101144,1.15736198425293,208898,-.0252456665039063,314199,-.1425676345825195,1542295,84692,-1.351779937744141,331519,.3215265274047852,1457243,465027,.1294345855712891,282132,.9505405426025391,10778,-1.492588996887207,111487,269333,.3072175979614258,1089109,.1460628509521484,137470,-.6112918853759766,1869,.4464206695556641,9517,4501,1.188030242919922,11801,.2091331481933594,1100662,96583,.5157346725463867,412957,-.1284122467041016,314072,.0167112350463867,122566,.0073947906494141,15677,.0204286575317383,208810,.5639667510986328,1168506,-.0490741729736328,885965,-.0228414535522461,24823,-.0599250793457031,29782,.6966457366943359,103770,.053431510925293,1163803,.4363441467285156,12061,.6134176254272461,2366,1561953,-.0140199661254883,99523,.0963325500488281,55908,-.557826042175293,26256,.6225709915161133,1140969,.7461032867431641,79319,52116296,.0159378051757813,2849541,.2769498825073242,14586,.0249204635620117,30758,-.8487091064453125,49986,18129,.1168317794799805,404931,63691,.2203559875488281,417727,.3169651031494141,37052,.9639511108398438,matched (3),7923621,.78285015,2925215,6066437
201307,760611,642,3583,1469313,07,0,0,0,0,0,1,0,0,0,0,0,1828987,56821,-.5766391754150391,234652,.1162576675415039,289643,-.0813770294189453,747221,80318,-.0530271530151367,305771,-.0808486938476563,1211414,340215,-.3125171661376953,284698,.0090541839599609,45564,1.441611289978027,86720,198567,-.3048219680786133,978027,-.1075773239135742,129317,-.0611381530761719,11709,1.834954738616943,13869,358,-2.531521797180176,1641,-1.972878456115723,1149706,30725,-1.145325660705566,346003,-.1768960952758789,263046,-.1772928237915039,113820,-.0740318298339844,9736,-.4763650894165039,242246,.148529052734375,454125,-.9451084136962891,1204572,.3072023391723633,21647,-.1369037628173828,22908,-.2624177932739258,49160,-.7470970153808594,429887,-.9959268569946289,4644,-.9544010162353516,10901,2653500,.529942512512207,55411,-.5856113433837891,41945,-.2873477935791016,25927,-.0126094818115234,436705,-.9603757858276367,53940,55230496,.0580387115478516,3609793,.2364931106567383,14714,.0087375640869141,23731,-.2593679428100586,49848,18436,.0167922973632813,224917,38490,-.5036439895629883,239881,-.5546846389770508,26025,-.3532648086547852,matched (3),-3392324,.78285015,3242648.5,6225716.5
