period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1058c218,Y1146c616,Y1271c152,Y1310c705,growth1310c705,Y1769c124,growth1769c124,Y1826c218,Y1850c484,growth1850c484,Y1898c344,Y206c246,growth206c246,Y2079c428,growth2079c428,Y2089c203,Y2307c222,growth2307c222,Y266c246,growth266c246,Y2738c826,growth2738c826,Y2813c381,Y2872c344,Y2888c124,growth2888c124,Y2c757,growth2c757,Y3013c300,Y3017c752,growth3017c752,Y3087c124,growth3087c124,Y3235c586,growth3235c586,Y3347c703,growth3347c703,Y3391c440,growth3391c440,Y3532c705,growth3532c705,Y3541c124,growth3541c124,Y3564c124,growth3564c124,Y3578c124,growth3578c124,Y3773c124,growth3773c124,Y3906c32,Y3925c826,growth3925c826,Y4163c32,Y4429c376,Y4761c352,growth4761c352,Y4950c600,growth4950c600,Y4951c124,growth4951c124,Y4952c752,growth4952c752,Y4974c705,growth4974c705,Y5014c208,growth5014c208,Y5026c484,growth5026c484,Y561c428,growth561c428,Y570c757,growth570c757,Y583c826,growth583c826,Y588c752,growth588c752,Y636c124,growth636c124,Y656c484,growth656c484,Y663c246,growth663c246,Y768c348,growth768c348,Y916c616,growth916c616,Y920c124,growth920c124,_merge,x,r2,s,sf
201011,841490,610,3852,17445060,11,0,0,0,0,0,0,0,0,0,1,0,60406,78891,1085534,2061248,.7318544387817383,4028793,-.1076803207397461,5605396,829288,-.0278139114379883,1364926,137301,-.0106782913208008,23087,1.072027206420898,819120,1245064,.9051742553710938,818042,.0680522918701172,25184584,-.0392780303955078,15999671,321416,2804318,-.7001066207885742,912408,-.6724023818969727,7346,366572,-.5115985870361328,9529115,-.1574726104736328,8739877,-.3694734573364258,218649,-.3670110702514648,535718,1.974152565002441,48090,.6497287750244141,7808461,-.1697406768798828,144260,-.8593349456787109,12029794,-.0509738922119141,18250650,-.2215900421142578,4204581,646921,-1.018455505371094,534705,276000,37272,-.4144210815429688,2021,-.1418466567993164,1561218,-.0829105377197266,3511296,-.1675729751586914,59718,-.8482017517089844,330554,-.0557212829589844,660211,-.1822299957275391,66066,.663029670715332,16121580,-.0003871917724609,18219868,.1091442108154297,109939,-.0644931793212891,815286,-.2090892791748047,889276,-7.62939453125e-06,731068,.6339550018310547,207944,.2800865173339844,583173,-.0830516815185547,513529,-.3388032913208008,matched (3),9858854,.91219002,1273258.5,2250674
201012,841490,611,3852,17204256,12,0,0,0,0,0,0,0,0,0,0,1,263309,31011,415600,971120,-.7526168823242188,3141882,-.2486448287963867,8088755,433561,-.6485347747802734,1134485,135516,-.0130863189697266,15430,-.4029560089111328,877180,1218958,-.0211906433105469,799746,-.0226192474365234,31662194,.2288913726806641,12633780,164748,2847561,.0153026580810547,3367153,1.305735588073731,28539,167743,-.7817621231079102,9370718,-.0167617797851563,11087908,.2379579544067383,1027183,1.547107696533203,42768,-2.527817726135254,25187,-.6467466354370117,8043415,.0296459197998047,22726,-1.84810733795166,10824517,-.1055717468261719,18560480,.0168342590332031,3199427,736112,.1291580200195313,1101992,266000,34938,-.0646677017211914,4588,.8198513984680176,1308717,-.1764192581176758,3288459,-.0655660629272461,79336,.2840585708618164,340826,.0306015014648438,671660,.0171928405761719,42355,-.4445676803588867,10985281,-.3836021423339844,18130138,-.0049362182617188,89357,-.2072868347167969,868909,.0636997222900391,414767,-.762690544128418,504458,-.3710222244262695,71618,-1.065921783447266,309921,-.632166862487793,504688,-.0173664093017578,matched (3),13503418,.91219002,1092243,2153448.5
201101,841490,612,3852,19419936,01,0,0,0,0,0,0,0,0,0,0,0,77633,29688,1145688,4382802,1.506993293762207,3323369,.056157112121582,8398977,586500,.3021402359008789,1410486,87214,-.4407243728637695,9428,-.4926290512084961,1064418,1287571,.0547609329223633,799449,-.0003719329833984,45277404,.3576850891113281,18764026,185813,4205784,.3899974822998047,8560976,.9331464767456055,11677,230300,.3169498443603516,11724039,.2240505218505859,14907545,.2960128784179688,382403,-.9881010055541992,33332,-.249272346496582,113071,1.501688003540039,7621608,-.0538663864135742,3338571,4.989788055419922,13034162,.185760498046875,21588336,.1511173248291016,4218427,1287071,.5587425231933594,1869851,356000,63880,.6034307479858398,3878,-.1681241989135742,2022290,.4351835250854492,3888107,.1675033569335938,121404,.4254312515258789,311422,-.0902233123779297,690619,.027836799621582,56424,.2868080139160156,14825450,.2997894287109375,24320276,.2937335968017578,662562,2.003475189208984,488239,-.5764331817626953,870436,.741276741027832,254708,-.6833667755126953,92879,.2599506378173828,692635,.8041858673095703,404456,-.2213973999023438,matched (3),13110574,.91219002,1513382.4,2394717.5
201102,841490,613,3852,17629742,02,1,0,0,0,0,0,0,0,0,0,0,297335,733,1316620,2048498,-.7605810165405273,3285109,-.0115795135498047,7523923,896978,.4248580932617188,710296,76912,-.1257038116455078,27264,1.061882972717285,818763,793068,-.4846038818359375,689042,-.14862060546875,37666908,-.1840267181396484,10559235,79225,3444551,-.1996669769287109,4844560,-.5693578720092773,12789,395029,.539576530456543,11387772,-.0291004180908203,8168116,-.6016292572021484,263862,-.3710479736328125,39407,.1674251556396484,437605,1.353301048278809,8319495,.0876150131225586,1905694,-.5606966018676758,12213485,-.0650348663330078,19909404,-.0809593200683594,1437972,1581495,.2060012817382813,564856,250000,59352,-.0735197067260742,5932,.4250421524047852,1820685,-.1050176620483398,3461427,-.116241455078125,206961,.5334072113037109,460258,.3906383514404297,1158657,.5174283981323242,94399,.5146360397338867,11396913,-.2630023956298828,17352940,-.3375473022460938,91121,-1.983925819396973,947700,.6632328033447266,577653,-.4100208282470703,479175,.6319484710693359,185954,.6942024230957031,923347,.2875022888183594,1404642,1.2449951171875,matched (3),14035673,.91219002,1283508.8,2256488.5
201103,841490,614,3852,15577759,03,0,1,0,0,0,0,0,0,0,0,0,107935,903,1211517,1152224,-.5754127502441406,3109625,-.0548973083496094,6499830,468432,-.6496400833129883,1228835,152897,.687103271484375,7237,-1.326360702514648,582386,501892,-.4575233459472656,933649,.3037986755371094,40741088,.0784549713134766,4986794,134221,1011967,-1.224897384643555,5106747,.0527067184448242,34410,1588565,1.391626358032227,9693877,-.1610450744628906,7483258,-.0875701904296875,304912,.1445960998535156,43848,.106785774230957,273756,-.4690790176391602,9216128,.1023521423339844,519912,-1.298941612243652,16379809,.2935104370117188,25194754,.235443115234375,1642523,2095337,.2813444137573242,344284,435000,52168,-.1290168762207031,535,-2.405850410461426,2000680,.0942745208740234,3112034,-.1064043045043945,121839,-.5298299789428711,342178,-.2964553833007813,595980,-.6648101806640625,49358,-.6484308242797852,15442972,.3038101196289063,19115580,.09674072265625,63457,-.3618259429931641,1007072,.0607643127441406,836827,.3706445693969727,438561,-.0885677337646484,146024,-.2417287826538086,741928,-.2187528610229492,1255800,-.1120100021362305,matched (3),16377286,.91219002,941014.31,2080830.1
201104,841490,615,3852,22040028,04,0,0,1,0,0,0,0,0,0,0,0,199323,39737,725304,3041451,.9706401824951172,3766041,.1915216445922852,8062522,391579,-.179203987121582,1620311,135249,-.1226472854614258,39369,1.693772315979004,434343,1169136,.8456354141235352,1164747,.2211589813232422,45082688,.1012611389160156,5790318,112333,1573488,.4413986206054688,5499865,.0741605758666992,38098,536621,-1.085293769836426,9279532,-.0436840057373047,9529325,.2417068481445313,324757,.063054084777832,90676,.7265634536743164,262850,-.040654182434082,10645793,.1442108154296875,2072309,1.382759094238281,13458095,-.1964702606201172,23563368,-.0669422149658203,4936732,1272098,-.4990472793579102,612346,175000,49751,-.0474386215209961,714,.2886161804199219,1776584,-.1187953948974609,3292978,.0565156936645508,195266,.4716625213623047,234942,-.3759927749633789,686486,.1413793563842773,100746,.7135028839111328,8350100,-.6148796081542969,17339480,-.0975170135498047,103434,.4885711669921875,918799,-.0917348861694336,884281,.0551576614379883,711095,.4833078384399414,206405,.3460693359375,683276,-.0823535919189453,2122207,.524683952331543,matched (3),18985100,.91219002,1253857.5,2239755.5
201105,841490,616,3852,24127648,05,0,0,0,1,0,0,0,0,0,0,0,121071,590898,1757783,4926486,.4822912216186523,4030858,.0679550170898438,7745205,738371,.6342592239379883,1840819,195272,.3672761917114258,27179,-.3705339431762695,455855,506205,-.8370790481567383,1313417,.1201276779174805,48070860,.064178466796875,15293773,246272,3351939,.7562437057495117,3778858,-.3753013610839844,45439,1137844,.7515983581542969,10779373,.1498241424560547,12578514,.2776145935058594,337401,.0381956100463867,87205,-.0390310287475586,405580,.4337348937988281,10790166,.0134696960449219,1252553,-.5034799575805664,16144506,.1819992065429688,26418456,.1143684387207031,6949252,1900763,.4015874862670898,630143,261000,55161,.1032257080078125,1093,.4257988929748535,1567680,-.1250953674316406,3853319,.1571426391601563,127330,-.4275808334350586,521424,.7972249984741211,972057,.3478279113769531,124094,.2084369659423828,12854386,.4314117431640625,21565512,.218109130859375,110721,.068079948425293,1297114,.3448295593261719,684057,-.2567338943481445,1104041,.4399261474609375,211786,.0257358551025391,1019762,.400425910949707,1910082,-.1053104400634766,matched (3),21435488,.91219002,901232.31,2063144.6
201106,841490,617,3852,22337692,06,0,0,0,0,1,0,0,0,0,0,0,522814,37919,1040731,2189110,-.8111305236816406,4281493,.0603227615356445,9088557,583206,-.235905647277832,1992582,86472,-.8145732879638672,3086,-2.175569534301758,327154,1448606,1.05141544342041,1531574,.1536645889282227,46428608,-.034759521484375,25807152,204526,12825547,1.341899871826172,6927593,.6060905456542969,22445,682955,-.5104618072509766,10467027,-.0294055938720703,25741916,.7161312103271484,332219,-.0154781341552734,84181,-.0352916717529297,478069,.1644363403320313,9788886,-.0973873138427734,596756,-.7414302825927734,16227468,.005126953125,31013888,.1603736877441406,7021175,1336964,-.3518533706665039,1082530,239000,95003,.5436525344848633,15807,2.671526432037354,1746474,.1080026626586914,3367914,-.1346416473388672,199919,.4511299133300781,653604,.2259378433227539,994084,.0224075317382813,155933,.2283868789672852,12764351,-.0070285797119141,20513636,-.0500049591064453,99579,-.1060619354248047,1247330,-.0391359329223633,912864,.2885456085205078,1165457,.0541362762451172,171001,-.2139062881469727,666875,-.4247226715087891,2313729,.1917142868041992,matched (3),24258704,.91219002,1087004.4,2150796.3
201107,841490,618,3852,20160490,07,0,0,0,0,0,1,0,0,0,0,0,306094,36702,1614311,2176083,-.0059690475463867,4658356,.0843601226806641,6470700,310688,-.6297512054443359,1660249,188927,.7815399169921875,28693,2.229777336120606,290301,977212,-.3936538696289063,651009,-.8555278778076172,49848888,.0710792541503906,47076208,167692,16541963,.2544612884521484,5438277,-.2420501708984375,11340,793806,.1504106521606445,9845581,-.0612068176269531,20679176,-.218994140625,234457,-.3485221862792969,69527,-.1912546157836914,218269,-.7840261459350586,9280694,-.0533103942871094,691074,.1467380523681641,15414404,-.0514030456542969,25168014,-.2088623046875,6177163,3636581,1.000642776489258,642400,247000,44178,-.7656822204589844,5996,-.9693603515625,1480812,-.165008544921875,2938427,-.1364192962646484,178965,-.1107215881347656,387952,-.5216197967529297,850292,-.1562414169311523,166985,.0684776306152344,10983668,-.1502475738525391,18376692,-.1100082397460938,138361,.3289146423339844,1112861,-.1140718460083008,727916,-.2264013290405273,955888,-.1982278823852539,135808,-.2304277420043945,509488,-.269195556640625,1529398,-.4139862060546875,matched (3),19455776,.91219002,879221.44,2053625.3
201108,841490,619,3852,24518184,08,0,0,0,0,0,0,1,0,0,0,0,275712,476311,1306191,1129073,-.6561288833618164,4564208,-.0204172134399414,8165835,749797,.8810129165649414,2132590,198005,.0469322204589844,4192,-1.92347526550293,671123,1100956,.1192312240600586,588751,-.100520133972168,38363816,-.2618808746337891,63311508,369127,15031411,-.0957584381103516,5586492,.0268888473510742,17914,905287,.1314125061035156,8227723,-.1795139312744141,17169654,-.1859836578369141,312591,.287623405456543,104649,.4088964462280273,216131,-.0098438262939453,9558204,.0294628143310547,392925,-.5646276473999023,19380868,.2289829254150391,30225344,.1831073760986328,8181960,3347249,-.0829057693481445,930711,674000,40100,-.0968503952026367,23336,1.358904838562012,1771346,.1791486740112305,4831712,.4973268508911133,186782,.0427513122558594,223177,-.5529165267944336,928365,.0878448486328125,245970,.3873052597045898,14534779,.2801342010498047,19674550,.0682430267333984,117039,-.1673593521118164,1215897,.0885486602783203,859515,.1661825180053711,772729,-.212712287902832,188926,.330113410949707,772501,.4162263870239258,2172649,.3510723114013672,matched (3),25154566,.91219002,656998.69,1968754.3
201109,841490,620,3852,21417458,09,0,0,0,0,0,0,0,1,0,0,0,243298,10414,986683,2930777,.9538707733154297,4187749,-.0860815048217773,8834401,710058,-.0544557571411133,2019331,149212,-.2829246520996094,2053,-.7138752937316895,1915710,369509,-1.09175968170166,717582,.1978836059570313,30723772,-.2220783233642578,38494916,246859,10048287,-.4027385711669922,5273629,-.0576324462890625,8124,1047403,.1458168029785156,7965765,-.0323562622070313,18057070,.0503940582275391,359047,.1385574340820313,59691,-.5614299774169922,102662,-.7444429397583008,9744293,.0192813873291016,861350,.784881591796875,17711362,-.0900802612304688,29682904,-.0181102752685547,8834897,2714353,-.2095851898193359,791480,268000,36581,-.0918474197387695,1792,-2.566665172576904,1582012,-.113041877746582,3790833,-.2426156997680664,125090,-.4009084701538086,444785,.6896257400512695,760023,-.2000761032104492,190888,-.2535228729248047,15225804,.04644775390625,21968640,.11029052734375,52369,-.8041925430297852,1348118,.1032266616821289,928865,.0775947570800781,347844,-.7981748580932617,213655,.1230068206787109,701255,-.0967617034912109,1052869,-.7244281768798828,matched (3),22732756,.91219002,626840.44,1958896.4
201110,841490,621,3852,20108636,10,0,0,0,0,0,0,0,0,1,0,0,58538,66782,304365,808750,-1.287533760070801,3505719,-.1777677536010742,6766062,307499,-.8368749618530273,1173319,125424,-.1736679077148438,29873,2.677652835845947,358110,527993,.356907844543457,663590,-.0782232284545898,27727516,-.1026115417480469,15329092,184909,5524764,-.5981626510620117,467550,-2.422967910766602,21244,858037,-.1994218826293945,7428009,-.0698947906494141,18834044,.0421295166015625,278136,-.2553424835205078,157270,.9687824249267578,111599,.083470344543457,8689379,-.1145792007446289,19612,-3.782359123229981,17664330,-.0026588439941406,24356688,-.1977634429931641,2713733,1542796,-.5649566650390625,476911,222000,24701,-.3926849365234375,423,-1.44371509552002,1321492,-.179936408996582,3481804,-.0850353240966797,97747,-.2466506958007813,228959,-.6640481948852539,571788,-.284581184387207,159713,-.1783084869384766,13515898,-.1191253662109375,19479134,-.1202716827392578,93941,.5843524932861328,818996,-.4983854293823242,697044,-.287114143371582,349284,.0041313171386719,149382,-.3578557968139648,400266,-.5607423782348633,1219944,.1472864151000977,matched (3),19738736,.91219002,692537.25,1980897.3
201111,841490,622,3852,20203976,11,0,0,0,0,0,0,0,0,0,1,0,215334,96494,963234,3823542,1.55344295501709,4244778,.1912937164306641,4913026,554876,.5902729034423828,1417636,143639,.1356029510498047,39630,.2826309204101563,546944,1267144,.8754377365112305,782683,.1650638580322266,28110220,.0137081146240234,12731687,295648,2874329,-.6534204483032227,2952076,1.842757225036621,16579,417837,-.7195558547973633,8028683,.0777626037597656,15064112,-.2233505249023438,387105,.3305854797363281,268724,.5357208251953125,35223,-1.153212547302246,9165076,.0532979965209961,55644,1.042832374572754,17388076,-.0157623291015625,22177612,-.0937232971191406,4683865,1368567,-.1198329925537109,1002137,268000,36318,.3854694366455078,23325,4.009909152984619,1564674,.1689167022705078,3757506,.0762052536010742,605011,1.822863578796387,312398,.310734748840332,656167,.1376476287841797,246893,.4355764389038086,13168409,-.0260448455810547,20335736,.0430355072021484,138149,.3856658935546875,831332,.0149507522583008,940171,.2992124557495117,568268,.4867076873779297,66018,-.8165788650512695,539818,.299102783203125,1226039,.0049839019775391,matched (3),17326558,.91219002,900599.13,2062868.1
201112,841490,623,3852,20415952,12,0,0,0,0,0,0,0,0,0,0,1,253716,19040,273898,1153666,-1.198232650756836,2578156,-.4986152648925781,7069234,673069,.1931037902832031,1528907,121418,-.1680641174316406,9940,-1.38301944732666,296910,1274365,.0056829452514648,795774,.0165872573852539,34238476,.1972160339355469,13481590,437991,4034167,.3389797210693359,1284584,-.8320732116699219,25001,462846,.1023035049438477,7523321,-.0650129318237305,26965100,.5822277069091797,788592,.711552619934082,54488,-1.595704078674316,55873,.4613819122314453,9343046,.0192317962646484,7649,-1.98439884185791,13296918,-.2682514190673828,22606312,.0191459655761719,6196396,1431053,.0446462631225586,912252,277000,30116,-.1872568130493164,9256,-.9242544174194336,1492856,-.0469865798950195,3840426,.0218276977539063,90251,-1.902651786804199,271487,-.1403636932373047,638564,-.0271940231323242,205225,-.1848478317260742,7761054,-.5287027359008789,19013820,-.0672130584716797,86270,-.470850944519043,1080224,.2618942260742188,580728,-.4817790985107422,511477,-.105290412902832,73657,.1094913482666016,323435,-.5122337341308594,1610049,.2724752426147461,matched (3),22905392,.91219002,920285.81,2071538.6
201201,841490,624,3852,23370060,01,0,0,0,0,0,0,0,0,0,0,0,261409,45529,1802140,4106991,1.269745826721191,3779478,.382512092590332,8605386,852070,.2358207702636719,1044888,61789,-.6755132675170898,8176,-.1953639984130859,494287,1025714,-.2170591354370117,895465,.1180276870727539,46584064,.3079090118408203,15408673,140822,5137501,.2417669296264648,10425209,2.093791007995606,10234,305410,-.4157390594482422,9226694,.2040929794311523,24243112,-.1064109802246094,495478,-.4647254943847656,88075,.4802083969116211,89131,.4670257568359375,9294858,-.0051708221435547,66434,2.161633491516113,20213110,.4187984466552734,20102876,-.1173667907714844,7506311,4812204,1.21274471282959,1066662,486000,40597,.2986373901367188,11266,.1965179443359375,1821187,.1987972259521484,4188511,.0867624282836914,1086763,2.488364219665527,425788,.4500274658203125,750319,.1612768173217773,206198,.004730224609375,10564955,.3084249496459961,20548408,.0776157379150391,802201,2.229877471923828,1080489,.0002450942993164,1136020,.6710042953491211,487499,-.0480136871337891,283536,1.347920417785645,625464,.6594953536987305,1730998,.0724334716796875,matched (3),23938840,.91219002,769894.31,2009249.5
201202,841490,625,3852,17689674,02,1,0,0,0,0,0,0,0,0,0,0,50947,44997,536297,4505127,.0925254821777344,3720126,-.0158290863037109,7891009,669384,-.2413110733032227,934229,252803,1.408885002136231,6658,-.20538330078125,308529,918443,-.1104640960693359,1010988,.1213407516479492,46171260,-.0089015960693359,7876228,76258,3241007,-.4606819152832031,5284102,-.6795234680175781,5382,290545,-.0498971939086914,9292198,.0070743560791016,19903702,-.1972274780273438,1544944,1.137219429016113,214504,.8901395797729492,30990,-1.056442260742188,8454196,-.0947980880737305,53607,-.2145290374755859,17684764,-.1336288452148438,20864832,.037200927734375,3675688,2412285,-.6905803680419922,371489,220000,39461,-.02838134765625,2328,-1.576780319213867,1995210,.0912609100341797,3613868,-.1475667953491211,146275,-2.005470275878906,268156,-.4623727798461914,569847,-.2751302719116211,162846,-.2360324859619141,9190863,-.1393337249755859,16295823,-.2318744659423828,48466,-2.806496620178223,1133607,.0479907989501953,1003231,-.1243057250976563,484832,-.0054864883422852,25390,-2.412983894348145,456093,-.3157968521118164,1500357,-.1429948806762695,matched (3),20122056,.91219002,737113.88,1996918.4
201203,841490,626,3852,21255070,03,0,1,0,0,0,0,0,0,0,0,0,105494,59499,1132617,2068244,-.7785158157348633,4330955,.1520309448242188,8799464,549383,-.1975622177124023,1103737,156260,-.4810895919799805,37609,1.731424331665039,428452,1475924,.4743595123291016,990775,-.0201959609985352,46826152,.0140857696533203,3633153,150893,946656,-1.230704307556152,5435874,.0283174514770508,32818,221790,-.2700271606445313,9683581,.0412578582763672,12176183,-.4914226531982422,2062625,.2889919281005859,480228,.8059320449829102,149452,1.573310852050781,9898298,.1577005386352539,78190,.3774623870849609,18871388,.0649433135986328,24313222,.1529560089111328,1539821,1386808,-.5535697937011719,938812,154000,63350,.4733619689941406,2906,.2217683792114258,2453550,.2067861557006836,3187474,-.1255502700805664,153429,.0477495193481445,179124,-.4034900665283203,372808,-.4243040084838867,161335,-.0093212127685547,7778808,-.1668062210083008,19391854,.1739444732666016,79813,.4988231658935547,788420,-.363128662109375,468513,-.7614173889160156,575009,.1705837249755859,191441,2.020224571228027,787094,.5456514358520508,1203945,-.2200994491577148,matched (3),20758884,.91219002,798680.25,2020454.5
201204,841490,627,3852,23177450,04,0,0,1,0,0,0,0,0,0,0,0,279360,47252,866220,3221823,.4432477951049805,3592310,-.1869926452636719,6666466,938586,.535578727722168,1241388,131080,-.1757135391235352,38693,.0284147262573242,470726,635081,-.843287467956543,1047208,.0553951263427734,37657600,-.2179069519042969,8922480,253278,1783339,.6333074569702148,4798669,-.1246814727783203,9529,771162,1.246167182922363,8528601,-.1270074844360352,9582142,-.2395820617675781,214862,-2.261738777160645,217278,-.7930831909179688,184673,.2116107940673828,10176506,.0277175903320313,328203,1.434490203857422,19809092,.0484943389892578,26133062,.0721817016601563,3713733,4582965,1.195341110229492,219840,298000,23512,-.9911632537841797,2357,-.2093882560729981,1683559,-.3766250610351563,4202219,.2763843536376953,211123,.3192024230957031,245353,.3146190643310547,478989,.2506132125854492,231765,.3622407913208008,6799914,-.1344928741455078,19880456,.0248851776123047,100729,.2327480316162109,1162238,.3880720138549805,626146,.2900199890136719,557634,-.0306835174560547,182728,-.0465812683105469,591772,-.2852268218994141,1943752,.4790172576904297,matched (3),23690290,.91219002,744529.19,1999667.4
201205,841490,628,3852,27555756,05,0,0,0,1,0,0,0,0,0,0,0,387115,54209,1844802,2788115,-.1445817947387695,4373274,.19671630859375,9300198,1014682,.0779561996459961,1777970,104959,-.2222375869750977,19815,-.6692190170288086,481953,1305514,.7206001281738281,1307445,.2219476699829102,40587224,.0749187469482422,15698370,207398,4573299,.9417476654052734,2857171,-.5185070037841797,10999,1017032,.2767457962036133,9040097,.0582456588745117,14419030,.4086494445800781,312829,.3756608963012695,197275,-.0965785980224609,91585,-.7013187408447266,10474224,.0288372039794922,18960,-2.851300239562988,20188112,.0189533233642578,28343800,.081207275390625,5499609,2504073,-.6044273376464844,197859,106000,20082,-.1576871871948242,4389,.6217122077941895,1898122,.1199541091918945,3908357,-.0724954605102539,177019,-.1761837005615234,511662,.7349662780761719,692453,.3685626983642578,316302,.3109731674194336,8793186,.2570667266845703,21316624,.0697498321533203,103003,.0223245620727539,1317482,.1253747940063477,938971,.4052009582519531,757659,.3065309524536133,185811,.0167312622070313,872376,.3880996704101563,2607097,.2936162948608398,matched (3),27290668,.91219002,598569,1950033.6
201206,841490,629,3852,27587784,06,0,0,0,0,1,0,0,0,0,0,0,313115,577753,1834289,2990284,.070002555847168,5083191,.1504278182983398,9605498,985217,-.0294685363769531,1194268,310144,1.083466529846191,52586,.9760103225708008,479909,1207187,-.0783042907714844,1390687,.0617227554321289,42254208,.0402488708496094,18109402,284749,11466668,.9192094802856445,4626019,.4818649291992188,22647,1485721,.3790111541748047,8673556,-.0413923263549805,18564780,.252716064453125,329526,.0519990921020508,220990,.1135187149047852,139122,.4180831909179688,10309701,-.0158329010009766,90371,1.561591148376465,17543372,-.1404170989990234,27686946,-.0234489440917969,5235333,4642195,.6172685623168945,662160,121000,78207,1.359535217285156,4927,.1156282424926758,2132554,.1164560317993164,4603242,.1636438369750977,333991,.634857177734375,387943,-.2768058776855469,670114,-.0327920913696289,598876,.6383571624755859,10756426,.2015256881713867,21680318,.0169181823730469,85152,-.1903209686279297,1553648,.1648826599121094,985209,.0480690002441406,854536,.1203250885009766,112358,-.5030403137207031,718192,-.194483757019043,1362005,-.6492786407470703,matched (3),28292600,.91219002,803401.31,2022325.4
201207,841490,630,3852,25831338,07,0,0,0,0,0,1,0,0,0,0,0,215937,499901,1345680,5098280,.5335350036621094,5535751,.0852880477905273,9922012,1319372,.2920494079589844,1160519,134915,-.8323917388916016,15343,-1.231790542602539,422029,2307855,.6480255126953125,747408,-.6209421157836914,45848904,.0816478729248047,38678952,643421,16179869,.3443222045898438,6636019,.3608160018920898,8132,1333342,-.1082115173339844,10386430,.1802225112915039,31096514,.5158290863037109,486186,.3889360427856445,212899,-.0373001098632813,129915,-.0684709548950195,9806560,-.0500335693359375,4750,-2.945778846740723,18731752,.0655441284179688,29571092,.0658378601074219,7020148,1707010,-1.000443458557129,531010,312000,70980,-.0969610214233398,1800,-1.006943225860596,1534197,-.3293132781982422,3495781,-.2752046585083008,151973,-.7874107360839844,604680,.4438409805297852,702607,.0473499298095703,374674,-.4689979553222656,9307394,-.1446933746337891,20641908,-.0490818023681641,98211,.1426801681518555,1604635,.0322914123535156,588632,-.5150518417358398,735676,-.1497688293457031,153796,.3139371871948242,410391,-.559626579284668,2017496,.3928985595703125,matched (3),23227644,.91219002,917338.13,2070230.8
201208,841490,631,3852,23295582,08,0,0,0,0,0,0,1,0,0,0,0,448122,73127,908081,1065993,-1.564996719360352,1769134,-1.140737533569336,9247255,960673,-.3172769546508789,1384829,223225,.503535270690918,7926,-.6605110168457031,334006,2143861,-.0737094879150391,510756,-.3807191848754883,35390520,-.2589073181152344,41918672,571356,1345822,-2.486762046813965,4439442,-.4019842147827148,12685,709367,-.6310710906982422,154772,-4.206303596496582,28160204,-.0991859436035156,295321,-.4985284805297852,101189,-.7438278198242188,86537,-.4063081741333008,2435829,-1.392764091491699,2190,-.7742428779602051,16547988,-.1239566802978516,9037114,-1.185459136962891,7183543,2020835,.168766975402832,1554142,217000,39525,-.5854654312133789,2404,.2893471717834473,759933,-.7025327682495117,4520358,.2570343017578125,636845,1.432823181152344,300650,-.6987524032592773,695347,-.0103864669799805,203677,-.6095209121704102,10281846,.0995712280273438,20401480,-.0117168426513672,26561,-1.307673454284668,21889,-4.294668197631836,851440,.3691272735595703,642221,-.1358575820922852,147250,-.0434951782226563,455714,.1047554016113281,866203,-.8454923629760742,matched (3),22326762,.91219002,1552939.4,2419910.5
201209,841490,632,3852,21177834,09,0,0,0,0,0,0,0,1,0,0,0,24656,39172,900803,4075859,1.341175079345703,4264512,.8798379898071289,9092635,982916,.0228891372680664,1284006,159167,-.338226318359375,33756,1.449009895324707,314400,1237230,-.5497341156005859,430934,-.1699371337890625,31827084,-.1061267852783203,33933352,332066,7246375,1.683496475219727,4626463,.041264533996582,3651,1005350,.3487186431884766,9223034,4.087506294250488,21775712,-.2571144104003906,252249,-.1576461791992188,161499,.4675092697143555,123916,.3590316772460938,9484347,1.359354972839356,32949,2.711060047149658,17573536,.0601291656494141,24657392,1.003738403320313,10849860,1967565,-.0267133712768555,857157,274000,76151,.6557855606079102,1812,-.2827029228210449,1847904,.8885774612426758,3695109,-.2015810012817383,94484,-1.908096313476563,360042,.1802740097045898,592254,-.1604757308959961,183224,-.1058263778686523,8991563,-.13409423828125,18666492,-.0888767242431641,78658,1.085664749145508,1004445,3.826206207275391,518307,-.4963607788085938,382001,-.5195083618164063,119350,-.2100715637207031,696096,.4236221313476563,1609481,.6195468902587891,matched (3),21781488,.91219002,808167.94,2024223.6
