period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1209c372,growth1209c372,Y1323c208,growth1323c208,Y1427c586,growth1427c586,Y1430c152,growth1430c152,Y1661c152,growth1661c152,Y1682c372,growth1682c372,Y1734c222,growth1734c222,Y1848c440,growth1848c440,Y1901c484,growth1901c484,Y1904c616,growth1904c616,Y1905c352,growth1905c352,Y2043c757,growth2043c757,Y2120c152,growth2120c152,Y2203c554,Y2419c208,growth2419c208,Y2433c203,Y2498c233,Y2521c381,Y2690c124,growth2690c124,Y2829c208,growth2829c208,Y2967c792,growth2967c792,Y3140c152,growth3140c152,Y3421c554,Y3439c372,growth3439c372,Y3482c372,growth3482c372,Y3489c152,growth3489c152,Y3521c124,growth3521c124,Y3568c251,growth3568c251,Y3571c344,Y3738c381,Y3850c818,Y3949c68,growth3949c68,Y4002c620,growth4002c620,Y4019c608,Y4089c191,growth4089c191,Y4142c222,growth4142c222,Y4197c688,growth4197c688,Y4272c600,growth4272c600,Y4276c554,Y4311c68,growth4311c68,Y4375c428,growth4375c428,Y4378c440,growth4378c440,Y4419c32,Y4450c440,growth4450c440,Y4524c554,Y4730c442,Y4763c554,Y4992c251,growth4992c251,Y543c348,growth543c348,Y651c251,growth651c251,_merge,x,r2,s,sf
201011,722240,610,3347,258008,11,0,0,0,0,0,0,0,0,0,1,0,36713,.5088663101196289,662500,.4666566848754883,353900,.6044349670410156,64342,.811366081237793,332746,-.5443258285522461,1607441,-.1381826400756836,179424,.6793861389160156,279690,.5037832260131836,168196,.3155021667480469,512897,-.0733518600463867,17939,-.2234230041503906,1998268,.3865165710449219,760037,-.4211740493774414,8649,69292,-.3710317611694336,65988,184624,10459,573982,-.0492019653320313,356373,-.3006162643432617,615789,.3761234283447266,72456,.6858587265014648,222787,41254,.3288707733154297,911095,-.0731725692749023,3676559,-.0384235382080078,498706,.0928821563720703,180869,.6260662078857422,6678167,561695,193678,440,-3.045928001403809,404656,.7993707656860352,280897,29805,.1972684860229492,114277,5.903377056121826,2590190,.2488174438476563,267785,.3868207931518555,190718,136985,.8878288269042969,556906,-.6502494812011719,5183,.2319612503051758,2447749,116964,.4074163436889648,45195,117107,678582,3523844,.1623668670654297,667920,-.2133140563964844,5787351,.264430046081543,matched (3),84960.734,.85648978,51035.238,78226.508
201012,722240,611,3347,321453,12,0,0,0,0,0,0,0,0,0,0,1,39195,.0654182434082031,488913,-.3038358688354492,660879,.6245565414428711,81738,.2393064498901367,462567,.3294124603271484,2155973,.2935981750488281,48250,-1.313355445861816,164752,-.529240608215332,242454,.3656816482543945,695478,.3045244216918945,18556,.0338163375854492,1760714,-.126561164855957,1925005,.929316520690918,26390,84096,.193629264831543,118319,65696,92900,812123,.3470535278320313,360614,.0118303298950195,632047,.0260591506958008,132891,.6065492630004883,371448,171901,1.427170753479004,647910,-.3408956527709961,3188028,-.1425752639770508,431065,-.1457576751708984,315975,.5578908920288086,7455345,329709,266380,127778,5.671275138854981,215179,-.6315670013427734,393998,18244,-.490839958190918,1302,-4.474723815917969,3623949,.3358335494995117,225545,-.1716651916503906,243690,153716,.115234375,523395,-.0620603561401367,6734,.261784553527832,527346,39981,-1.073461532592773,73994,140698,548298,2415549,-.3776254653930664,761280,.1308326721191406,5404767,-.0683927536010742,matched (3),29409.906,.85648978,60005.125,84352.867
201101,722240,612,3347,209160,01,0,0,0,0,0,0,0,0,0,0,0,25389,-.4342327117919922,416698,-.1598234176635742,740380,.1135931015014648,26204,-1.137607574462891,513640,.1047306060791016,975188,-.7933673858642578,209201,1.466899871826172,159817,-.0304117202758789,121821,-.6882591247558594,506901,-.3162832260131836,34216,.6119003295898438,1734411,-.0150518417358398,1326326,-.3725156784057617,5248,164128,.6686878204345703,225944,103834,60026,859255,.0564146041870117,395964,.0935144424438477,1027866,.4862766265869141,118232,-.1168804168701172,309857,57122,-1.101729393005371,799636,.2104053497314453,2986261,-.0653800964355469,520132,.1878232955932617,122044,-.9512815475463867,7081218,280573,252844,46850,-1.00334358215332,138072,-.443695068359375,353540,23320,.2454757690429688,3320,.9360637664794922,2309128,-.4506940841674805,229046,.0154027938842773,142972,83624,-.6087760925292969,315696,-.5055570602416992,1771,-1.335624694824219,1123999,24201,-.5020103454589844,14466,7014,400427,2551159,.0546207427978516,851085,.11151123046875,4519381,-.1789064407348633,matched (3),64904.539,.85648978,48594.055,76656.203
201102,722240,613,3347,168664,02,1,0,0,0,0,0,0,0,0,0,0,11281,-.8111963272094727,586866,.3424348831176758,434809,-.532257080078125,64764,.9048385620117188,428907,-.1802825927734375,1843037,.636540412902832,54046,-1.353460311889648,126354,-.2349424362182617,112107,-.083099365234375,497274,-.0191745758056641,19133,-.5812788009643555,1937284,.1106185913085938,1044482,-.2388916015625,14174,68109,-.8795375823974609,43841,90029,37439,725821,-.16876220703125,371171,-.0646600723266602,879887,-.1554470062255859,75491,-.4486351013183594,197858,19503,-1.074621200561523,769327,-.0386409759521484,2898385,-.0298681259155273,651120,.2246112823486328,160198,.272028923034668,4754339,492961,119572,2263,-3.030259609222412,180632,.2686872482299805,182002,18483,-.2324600219726563,612,-1.690988063812256,1949305,-.1693973541259766,160734,-.3541717529296875,197149,165038,.6798458099365234,190399,-.5056571960449219,780,-.8200054168701172,881589,7036,-1.235354423522949,10090,120753,1259280,3593454,.3425664901733398,652722,-.2653608322143555,4019699,-.1171684265136719,matched (3),-38811.785,.85648978,39662.191,71329.383
201103,722240,614,3347,190229,03,0,1,0,0,0,0,0,0,0,0,0,25044,.7975139617919922,547039,-.0702762603759766,464956,.0670356750488281,121455,.6287937164306641,419195,-.0229034423828125,2881882,.4470281600952148,98143,.5965900421142578,115122,-.0930948257446289,154933,.3235397338867188,734934,.3906393051147461,21304,.1074800491333008,2220763,.1365642547607422,500012,-.7366447448730469,23045,74209,.0857763290405273,101605,91651,159323,583898,-.2175769805908203,602391,.4842443466186523,962023,.0892448425292969,111892,.3935203552246094,313651,71184,1.294699668884277,932475,.192326545715332,2380497,-.1968441009521484,679861,.0431947708129883,203237,.2379617691040039,6371272,573721,245607,3672,.4840445518493652,303248,.5180883407592773,226642,32097,.5519113540649414,16696,3.306191921234131,2457533,.231684684753418,369788,.8331794738769531,231291,45712,-1.283815383911133,172034,-.1014299392700195,9326,2.481266975402832,3601322,81189,2.44573974609375,15370,28432,1285947,4021619,.1125707626342773,960933,.3867530822753906,5302457,.2769632339477539,matched (3),346574.78,.85648978,39632.043,71312.625
201104,722240,615,3347,273380,04,0,0,1,0,0,0,0,0,0,0,0,30608,.200627326965332,787493,.3643341064453125,697836,.406041145324707,104287,-.1523971557617188,541657,.2562961578369141,1969112,-.3808603286743164,156818,.4686603546142578,124497,.0782890319824219,183693,.1702728271484375,918691,.2231693267822266,13562,-.4516229629516602,1632073,-.3079996109008789,1302137,.9571304321289063,49069,68108,-.0857906341552734,160942,123248,36452,860809,.3881454467773438,466491,-.2556686401367188,1184683,.2081918716430664,105645,-.0574493408203125,214577,136818,.6533832550048828,828298,-.11846923828125,3317949,.3320369720458984,757884,.1086416244506836,98653,-.7227640151977539,8268359,868282,93266,143191,3.663443565368652,86866,-1.250184059143066,213359,38958,.193720817565918,22128,.2816743850708008,1991604,-.2102174758911133,299801,-.2098112106323242,154934,126433,1.017352104187012,137900,-.2211637496948242,863,-2.380146503448486,4934082,56897,-.3555374145507813,60776,65754,1690769,3027375,-.2839889526367188,751547,-.2457704544067383,5739930,.0792770385742188,matched (3),342088.59,.85648978,61698.203,85565.531
201105,722240,616,3347,188588,05,0,0,0,1,0,0,0,0,0,0,0,25042,-.2007074356079102,740140,-.0620145797729492,357373,-.6692037582397461,82110,-.2390871047973633,411468,-.2749013900756836,1540810,-.245274543762207,102048,-.4296426773071289,145736,.1575155258178711,299400,.4885149002075195,513925,-.5808725357055664,9748,-.3302097320556641,1586123,-.0285587310791016,1051355,-.2139272689819336,34757,50375,-.3015995025634766,151698,217985,32569,732526,-.1613731384277344,455626,-.0235662460327148,1885767,.4648599624633789,79158,-.2886381149291992,174346,41397,-1.195443153381348,740389,-.1121978759765625,2420783,-.3152561187744141,558500,-.3052749633789063,77980,-.2351560592651367,8470139,204971,134857,1704,-4.431200981140137,146315,.5213956832885742,445038,30350,-.2496871948242188,66922,1.106684684753418,1650284,-.187993049621582,284615,-.0519819259643555,181339,52707,-.874964714050293,249324,.5922250747680664,1990,.8354754447937012,4439989,31715,-.5844526290893555,31500,40776,1572318,4012550,.2817316055297852,702879,-.0669488906860352,8076995,.3415727615356445,matched (3),101479.71,.85648978,53256.668,79693.563
201106,722240,617,3347,243122,06,0,0,0,0,1,0,0,0,0,0,0,1122684,3.802923202514648,364750,-.7076272964477539,625609,.5599460601806641,118434,.3662958145141602,880059,.7602577209472656,3616402,.8531713485717773,125324,.2054595947265625,127233,-.1357765197753906,226595,-.2786169052124023,755303,.3850412368774414,8651,-.1193866729736328,1547494,-.0246553421020508,1470700,.3356590270996094,17545,93637,.6199302673339844,96846,223518,16460,774090,.0551891326904297,476027,.0438022613525391,981494,-.6530141830444336,106547,.2971401214599609,196012,32638,-.2377309799194336,1084622,.3818111419677734,2407883,-.0053424835205078,372454,-.4051418304443359,74818,-.0413942337036133,8490297,237992,286313,195350,4.741814613342285,66242,-.7924470901489258,293284,31585,.0398855209350586,19253,-1.245861053466797,1840249,.1089534759521484,181105,-.4520597457885742,239260,136897,.9544811248779297,272820,.0900583267211914,397,-1.611953735351563,2483495,53486,.5226306915283203,50750,104716,1624394,4779766,.1749639511108398,578297,-.1950969696044922,8130371,.006587028503418,matched (3),227311.28,.85648978,42897.68,73177.883
201107,722240,618,3347,462244,07,0,0,0,0,0,1,0,0,0,0,0,18351,-4.11379337310791,626404,.5407829284667969,500144,-.2238302230834961,125964,.061640739440918,633296,-.3290510177612305,2108282,-.5396060943603516,159015,.2380962371826172,127798,.0044307708740234,246551,.0844049453735352,550678,-.3159685134887695,14734,.5324821472167969,2118587,.314112663269043,2225838,.4143953323364258,29659,110603,.1665220260620117,61535,88679,25946,1031336,.2869224548339844,427991,-.1063718795776367,589469,-.5098533630371094,74630,-.356043815612793,119535,74719,.8282575607299805,923817,-.1604728698730469,3961666,.4979162216186523,566214,.418858528137207,119775,.4705562591552734,8796464,400947,183067,26284,-2.005832672119141,606438,2.214287757873535,335346,47100,.3995904922485352,20107,.043400764465332,2684800,.3777055740356445,342084,.6359786987304688,284460,1682278,2.508674621582031,494023,.5937700271606445,1612,1.401294708251953,3811753,51425,-.0392961502075195,320696,30083,1661163,4575677,-.0436363220214844,545940,-.0575790405273438,8519274,.0467243194580078,matched (3),165464.06,.85648978,33501,68096.32
201108,722240,619,3347,318135,08,0,0,0,0,0,0,1,0,0,0,0,39458,.7655534744262695,521382,-.1835126876831055,438773,-.1309137344360352,20464,-1.817329406738281,553612,-.1344738006591797,1744810,-.1892280578613281,113083,-.340876579284668,163333,.2453403472900391,184064,-.2922849655151367,1092606,.6851711273193359,32113,.7791032791137695,1945991,-.0849781036376953,1909253,-.1534214019775391,28640,21142,-1.654685974121094,84853,3586,10643,898884,-.1374568939208984,615458,.3632640838623047,560025,-.0512409210205078,161741,.7734537124633789,299600,57898,-.2550516128540039,557773,-.5045614242553711,4010650,.0122890472412109,686602,.1927833557128906,58706,-.7130727767944336,8752219,178140,491119,62068,.8592700958251953,334038,-.5963478088378906,493992,22066,-.758234977722168,687,-3.37648868560791,1898286,-.3466548919677734,356558,.0414409637451172,257744,101232,-2.810488700866699,606070,.2044134140014648,4355,.9938488006591797,2965799,26474,-.6639614105224609,63256,36862,2290946,4276480,-.0676250457763672,668083,.2019033432006836,8316860,-.0240468978881836,matched (3),301756.84,.85648978,34344.094,68515.023
201109,722240,620,3347,288675,09,0,0,0,0,0,0,0,1,0,0,0,11105,-1.267842292785645,932105,.580963134765625,320653,-.3136224746704102,102429,1.610503196716309,599333,.0793533325195313,1796820,.0293731689453125,100956,-.1134376525878906,161750,-.009739875793457,317162,.54412841796875,430706,-.9308958053588867,31062,-.0332756042480469,1865859,-.0420503616333008,2336332,.2018699645996094,10215,136626,1.865985870361328,161398,145150,27650,764218,-.1623010635375977,726244,.1655197143554688,445165,-.2295370101928711,95500,-.5268697738647461,287531,40792,-.3501968383789063,1315856,.8582906723022461,2860206,-.3380594253540039,512469,-.2925148010253906,123476,.743504524230957,7540991,553609,264937,347661,1.722997665405273,161599,-.7261371612548828,457196,54371,.9017934799194336,280,-.8975448608398438,2514169,.2809906005859375,304326,-.1583976745605469,252023,272015,.9884424209594727,478738,-.2358417510986328,7060,.4831209182739258,5397057,44737,.5246381759643555,28112,30990,1590705,3832811,-.1095314025878906,579979,-.1414203643798828,6267374,-.2829265594482422,matched (3),229340.23,.85648978,39138.672,71039.617
201110,722240,621,3347,281621,10,0,0,0,0,0,0,0,0,1,0,0,121275,2.390666007995606,647088,-.3649635314941406,406066,.2361564636230469,90755,-.1210060119628906,598097,-.0020647048950195,2814550,.4487838745117188,125864,.2205171585083008,156755,-.031367301940918,200034,-.4609251022338867,220528,-.6694011688232422,30265,-.0259933471679688,2161337,.1470060348510742,1804006,-.2585725784301758,24685,73615,-.6183986663818359,75136,174409,46080,715395,-.0660181045532227,531532,-.3121232986450195,308271,-.3674650192260742,125559,.2736492156982422,214579,107710,.9709558486938477,1871705,.3523616790771484,2835375,-.0087194442749023,438051,-.1569051742553711,56921,-.7743816375732422,8259130,411920,243922,34344,-2.314801216125488,342887,.7522830963134766,332609,31489,-.5461931228637695,15802,4.033102035522461,3171583,.2322893142700195,306446,.0069427490234375,236609,201059,-.3022594451904297,228381,-.740138053894043,3162,-.8032407760620117,2376329,71215,.4649028778076172,23984,19449,1568470,3229079,-.1714019775390625,519170,-.1107606887817383,5618350,-.1093196868896484,matched (3),193561.31,.85648978,31973.5,67357.969
201111,722240,622,3347,76721,11,0,0,0,0,0,0,0,0,0,1,0,244042,.69927978515625,673855,.0405330657958984,536214,.2780170440673828,26177,-1.243283271789551,603374,.008784294128418,1781108,-.4575672149658203,123836,-.0162439346313477,144070,-.0843849182128906,144958,-.3220434188842773,159674,-.3228902816772461,17232,-.5632238388061523,1581798,-.3121652603149414,2690648,.3997726440429688,17713,107350,.3772459030151367,65001,119659,16742,822667,.1397171020507813,412211,-.2542276382446289,754847,.8955354690551758,98455,-.2431764602661133,211529,165162,.4274845123291016,1660085,-.1199808120727539,3907850,.3208131790161133,609779,.3307619094848633,96790,.530879020690918,7434603,580766,216682,27981,-.2049016952514648,192938,-.5750322341918945,188621,44900,.3548002243041992,7621,-.7292289733886719,2263129,-.3374824523925781,318934,.0399417877197266,184967,78705,-.9378910064697266,174862,-.2670183181762695,1346,-.854067325592041,1724976,44340,-.4738168716430664,8586,9815,1414296,2213180,-.3777666091918945,691004,.285914421081543,4764365,-.1648740768432617,matched (3),88469.953,.85648978,35065.688,68879.563
201112,722240,623,3347,177388,12,0,0,0,0,0,0,0,0,0,0,1,8474,-3.36033821105957,682237,.0123615264892578,205574,-.9587268829345703,49820,.6435356140136719,453305,-.2859716415405273,2135392,.1814146041870117,230179,.6198997497558594,222389,.4341287612915039,124364,-.1532306671142578,391784,.8975763320922852,24959,.3704662322998047,1021872,-.4369258880615234,2474228,-.0838537216186523,16630,72155,-.39727783203125,85005,17739,20796,868776,.0545339584350586,351128,-.1603851318359375,1259029,.5115814208984375,136033,.323298454284668,536078,119422,-.3242635726928711,1788368,.0744352340698242,2868851,-.3090763092041016,704634,.1445817947387695,128983,.2871370315551758,5390730,397123,463077,18098,-.4357242584228516,196317,.0173616409301758,107538,35206,-.2432212829589844,27310,1.276345252990723,2416065,.0653915405273438,257683,-.2132539749145508,253236,53409,-.3877277374267578,125634,-.3306245803833008,6958,1.642755031585693,2097553,55178,.2186775207519531,108293,19716,1152821,2563144,.1468048095703125,421570,-.4941596984863281,7824768,.4961299896240234,matched (3),133640.11,.85648978,38802.66,70855.055
201201,722240,624,3347,202423,01,0,0,0,0,0,0,0,0,0,0,0,19316,.8239307403564453,727455,.0641756057739258,517708,.9236049652099609,59593,.1791219711303711,703260,.4391613006591797,2213862,.0360889434814453,288437,.2256193161010742,104272,-.7574253082275391,115675,-.0724287033081055,399466,.0194187164306641,55405,.7974357604980469,1179371,.1433448791503906,2123364,-.1529273986816406,13779,112945,.4480838775634766,122314,46006,167404,907421,.0435209274291992,358411,.0205297470092773,1133485,-.1050443649291992,73312,-.6181735992431641,383655,209557,.5623331069946289,1270928,-.3415565490722656,3215343,.1140222549438477,269508,-.9610805511474609,123720,-.0416593551635742,5931426,738218,269930,216845,2.483381271362305,576345,1.076975822448731,280700,40840,.1484451293945313,13496,-.7048587799072266,1473086,-.4947805404663086,234273,-.0952425003051758,512753,64592,.1901111602783203,167600,.2882070541381836,8613,.2133798599243164,4339675,35577,-.4388647079467773,12078,74733,1353317,3263249,.2414884567260742,683926,.4838638305664063,5174040,-.413640022277832,matched (3),194747,.85648978,39491.34,71234.523
201202,722240,625,3347,63370,02,1,0,0,0,0,0,0,0,0,0,0,17975,-.0719518661499023,373909,-.6655397415161133,336344,-.4312763214111328,51781,-.1405153274536133,125267,-1.725278854370117,1146796,-.6577672958374023,18326,-2.756155967712402,156830,.4081592559814453,117932,.0193233489990234,294405,-.3051729202270508,24376,-.821070671081543,1266190,.0710315704345703,1576856,-.2975683212280273,7898,141669,.226593017578125,100053,44631,59786,737862,-.2068500518798828,343560,-.0423183441162109,618832,-.6052179336547852,186080,.931452751159668,337187,141468,-.3929224014282227,1389356,.0890932083129883,3101039,-.0361967086791992,232199,-.1490030288696289,110090,-.1167230606079102,1910020,560737,303175,36274,-1.788081169128418,512406,-.117588996887207,221819,25173,-.4838905334472656,6954,-.6630764007568359,1460508,-.008575439453125,241297,.029541015625,210181,44655,-.3691244125366211,167305,-.0017614364624023,4580,-.6315736770629883,1448627,17253,-.7237138748168945,42357,147329,1648761,3460760,.0587654113769531,372547,-.6074867248535156,4194454,-.2098913192749023,matched (3),104179.51,.85648978,36225.844,69477.359
201203,722240,626,3347,117415,03,0,1,0,0,0,0,0,0,0,0,0,16632,-.0776529312133789,620143,.5059375762939453,357118,.059931755065918,59569,.1401119232177734,853483,1.918877601623535,3043663,.9760904312133789,85401,1.539036750793457,173303,.099879264831543,95073,-.2154626846313477,316729,.0730905532836914,52713,.7712631225585938,1542140,.1971588134765625,2060458,.2674951553344727,15174,36633,-1.352543830871582,111205,56936,220351,825810,.1126079559326172,588910,.5389118194580078,634526,.0250444412231445,55236,-1.214561462402344,539887,82036,-.5449151992797852,1414523,.0179519653320313,1554646,-.6904888153076172,271993,.1581811904907227,223585,.7084932327270508,6606488,450577,710268,43243,.1757345199584961,199289,-.9443607330322266,378602,49725,.6807365417480469,28430,1.408127784729004,2116792,.3711175918579102,296940,.2075014114379883,267314,112023,.9197378158569336,324175,.6614656448364258,7352,.4732742309570313,1200605,88646,1.636665344238281,101913,43550,1697494,2847641,-.1949977874755859,646136,.5506467819213867,5271991,.2286453247070313,matched (3),232603.2,.85648978,33794.004,68240.945
201204,722240,627,3347,15867,04,0,0,1,0,0,0,0,0,0,0,0,29745,.5813322067260742,341106,-.5977573394775391,226213,-.4565896987915039,69145,.1490707397460938,402750,-.7510089874267578,942718,-1.172050476074219,190331,.8014068603515625,124791,-.3284006118774414,132297,.3304042816162109,351954,.1054534912109375,23242,-.8189010620117188,1513747,-.0185832977294922,1892455,-.0850534439086914,10694,81591,.8007688522338867,230427,71957,22639,994942,.1863203048706055,371010,-.4620447158813477,630641,-.0061416625976563,34524,-.4699602127075195,330346,292424,1.27104663848877,751715,-.6321907043457031,3152136,.7068319320678711,435419,.4705324172973633,71364,-1.141998291015625,8724556,281983,301680,41022,-.0527276992797852,1489072,2.011152267456055,161892,23141,-.7649021148681641,11838,-.8761301040649414,2693953,.2411079406738281,235366,-.2323875427246094,228327,158747,.3486080169677734,52287,-1.824536323547363,1788,-1.413875102996826,6115844,29477,-1.101040840148926,51460,63112,1888615,3207922,.1191320419311523,475951,-.305694580078125,5085060,-.0361013412475586,matched (3),70973.141,.85648978,31202.805,66995.57
201205,722240,628,3347,94503,05,0,0,0,1,0,0,0,0,0,0,0,17480,-.5316038131713867,453038,.283782958984375,657014,1.066228866577148,105874,.4260444641113281,1013622,.922968864440918,1478068,.4497241973876953,201619,.0576152801513672,213710,.5379791259765625,161735,.2009096145629883,531230,.4116945266723633,27887,.1821994781494141,2264168,.4026193618774414,2596860,.3164281845092773,41905,85264,.0440340042114258,54916,55709,35183,761559,-.2673168182373047,349152,-.0607213973999023,644000,.0209617614746094,159944,1.533168792724609,332856,72289,-1.397533416748047,1483858,.6800441741943359,4129690,.2701225280761719,349022,-.2211742401123047,168393,.8585071563720703,4845494,394438,353164,10361,-1.376059532165527,1711208,.1390457153320313,330810,61129,.9713802337646484,41391,1.251748085021973,1405573,-.6505651473999023,264865,.1180782318115234,267230,309641,.6681013107299805,86741,.5061788558959961,9732,1.694322109222412,2711145,45650,.4373931884765625,165439,19145,1256842,3512243,.0906314849853516,619077,.2629146575927734,8045573,.4588155746459961,matched (3),115722.14,.85648978,30236.881,66551.188
201206,722240,629,3347,173019,06,0,0,0,0,1,0,0,0,0,0,0,21869,.2240133285522461,382030,-.1704769134521484,270670,-.886805534362793,133627,.2328023910522461,818142,-.2142496109008789,1526443,.0322046279907227,169632,-.1727485656738281,183650,-.1515884399414063,100949,-.471343994140625,320649,-.504847526550293,23556,-.1687803268432617,2037401,-.1055326461791992,1521534,-.5345840454101563,11015,22835,-1.317458152770996,60100,88283,109690,948500,.2195138931274414,505562,.3701629638671875,617672,-.0417413711547852,83936,-.6447696685791016,325370,119331,.5012292861938477,757778,-.6720104217529297,3160535,-.267460823059082,447256,.2479963302612305,175928,.0437746047973633,5485970,291004,479415,14214,.3161792755126953,103996,-2.800601959228516,119582,27343,-.8045253753662109,1297,-3.463009357452393,1935055,.3196907043457031,165960,-.4674739837646484,324691,138636,-.8035612106323242,109998,.2375354766845703,1148,-2.137398719787598,1570146,64017,.3381452560424805,50499,50655,1488584,3832204,.0871858596801758,544017,-.1292495727539063,8220200,.0214719772338867,matched (3),117535.3,.85648978,31836.707,67293.148
201207,722240,630,3347,269441,07,0,0,0,0,0,1,0,0,0,0,0,31042,.3502712249755859,402731,.052769660949707,399128,.3883819580078125,55525,-.8782196044921875,792126,-.0323152542114258,2876493,.633631706237793,175636,.0347824096679688,129687,-.3479070663452148,125452,.2173080444335938,600185,.6268911361694336,34280,.3751811981201172,2337523,.1374168395996094,2122023,.3326511383056641,37548,72992,1.162055015563965,51200,92216,68852,927425,-.0224695205688477,500340,-.0103826522827148,389407,-.4613323211669922,64087,-.2698125839233398,792233,111401,-.0687646865844727,966748,.2435474395751953,3412308,.0766468048095703,501103,.1136808395385742,181914,.0334587097167969,8160578,310527,500503,63143,1.49117374420166,191779,.6119909286499023,1241566,44725,.4920721054077148,5820,1.501246929168701,2063200,.0641231536865234,470570,1.042198181152344,333496,145381,.0475063323974609,568814,1.643091201782227,5259,1.521920204162598,2035330,80679,.2313299179077148,70187,214933,2009000,3836490,.0011177062988281,456387,-.1756391525268555,8875411,.076690673828125,matched (3),279251.09,.85648978,34442.094,68564.203
201208,722240,631,3347,135644,08,0,0,0,0,0,0,1,0,0,0,0,28301,-.0924444198608398,363878,-.1014499664306641,316750,-.2311697006225586,54592,-.0169458389282227,304625,-.9556388854980469,870282,-1.195509910583496,34759,-1.619975090026856,97088,-.2895069122314453,158125,.2314624786376953,451685,-.2842531204223633,23126,-.3936042785644531,2139395,-.0885686874389648,2084304,-.0179347991943359,12315,131440,.588200569152832,41540,25978,20274,295937,-1.142265319824219,393725,-.2396354675292969,244408,-.4657859802246094,46365,-.3236970901489258,334058,93596,-.1741485595703125,880085,-.0939197540283203,3991315,.1567325592041016,9447,-3.971114158630371,102015,-.5784139633178711,6828780,284121,265910,67500,.0667257308959961,74540,-.94500732421875,229656,18423,-.8869333267211914,2705,-.7661986351013184,1848782,-.1097316741943359,131236,-1.276947021484375,709216,116855,-.2184247970581055,326269,-.5558309555053711,1467,-1.276721954345703,1805906,7154,-2.422806739807129,44426,15277,1609687,3263779,-.1616725921630859,281468,-.4833221435546875,4972288,-.5794048309326172,matched (3),98008.328,.85648978,37167.48,69972.945
201209,722240,632,3347,209705,09,0,0,0,0,0,0,0,1,0,0,0,119846,1.443310737609863,427450,.1610183715820313,450747,.3527936935424805,45958,-.1721591949462891,526309,.5468072891235352,1387894,.4667253494262695,54937,.4577484130859375,92823,-.0449228286743164,188698,.176762580871582,485239,.0716562271118164,28404,.2055721282958984,2365474,.1004552841186523,2108583,.0115804672241211,9453,63718,-.7240829467773438,70712,69080,113654,703036,.8652610778808594,446928,.1267452239990234,323946,.28173828125,72922,.452845573425293,400002,51926,-.5891685485839844,828730,-.060124397277832,4348029,.085601806640625,470944,3.909041404724121,108344,.0601911544799805,8980696,277707,90854,502358,2.007185935974121,172428,.8386440277099609,521014,52562,1.048394203186035,4531,.515841007232666,2427829,.2724704742431641,210066,.4704246520996094,286821,65177,-.583827018737793,236818,-.3204307556152344,28431,2.964261054992676,972600,52345,1.990184783935547,107446,24801,2377974,3941201,.1886005401611328,495167,.564875602722168,6573888,.2792253494262695,matched (3),206406.05,.85648978,29338.164,66147.711
201210,722240,633,3347,210811,10,0,0,0,0,0,0,0,0,1,0,0,37230,-1.169093132019043,463872,.0817718505859375,496243,.0961599349975586,194290,1.441623687744141,568911,.0778350830078125,2477795,.5795812606811523,59666,.0825748443603516,86402,-.0716838836669922,203710,.0765495300292969,231761,-.7389345169067383,24967,-.1289749145507813,2849722,.1862430572509766,2945142,.334141731262207,26079,93841,.3871345520019531,84123,192884,83838,734771,.0441503524780273,492856,.0978193283081055,677512,.7378501892089844,199140,1.004617691040039,295887,94578,.5996055603027344,1399705,.5241231918334961,4144832,-.0478610992431641,344016,-.3140506744384766,172048,.4624624252319336,9456406,313076,399319,577312,.1390695571899414,413466,.8745946884155273,12561055,61794,.1618127822875977,12333,1.001335144042969,2676335,.0974512100219727,224638,.0670680999755859,363432,137717,.7480945587158203,656857,1.020174980163574,7724,-1.30314826965332,791850,79702,.4204378128051758,40269,118647,3242877,3657928,-.0745887756347656,775728,.4489068984985352,5023688,-.2689409255981445,matched (3),212109.34,.85648978,29953.424,66422.883
201211,722240,634,3347,21710,11,0,0,0,0,0,0,0,0,0,1,0,25476,-.3793773651123047,448377,-.0339746475219727,661083,.2868127822875977,60266,-1.170583724975586,448959,-.2367925643920898,1798484,-.3204250335693359,217277,1.292410850524902,116253,.296757698059082,112266,-.5958271026611328,759872,1.187442779541016,57756,.8386726379394531,3147508,.0993900299072266,2305411,-.244898796081543,12759,74903,-.225407600402832,109038,93093,49734,728947,-.0079574584960938,405916,-.1940708160400391,596307,-.1276721954345703,104582,-.6440362930297852,286316,52381,-.5908803939819336,975412,-.3611574172973633,3875744,-.0671243667602539,410555,.1768217086791992,161479,-.0633983612060547,6168845,327140,255704,647,-6.793791770935059,146686,-1.036280632019043,239108,23804,-.9539527893066406,4306,-1.052268981933594,1919535,-.3323659896850586,190664,-.1639776229858398,336419,133794,-.028900146484375,446284,-.3865108489990234,5758,-.2937421798706055,3647429,25804,-1.127764701843262,58379,15022,2872386,1954243,-.6268939971923828,547512,-.3484172821044922,3849003,-.2663507461547852,matched (3),61699.406,.85648978,34466.863,68576.648
