period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1002c757,growth1002c757,Y1027c348,growth1027c348,Y1071c642,Y1141c300,growth1141c300,Y1376c442,Y1383c600,growth1383c600,Y1479c268,growth1479c268,Y1482c300,growth1482c300,Y1536c616,growth1536c616,Y1617c191,growth1617c191,Y1721c498,Y2017c381,Y2099c222,growth2099c222,Y2272c757,growth2272c757,Y2539c616,growth2539c616,Y2550c428,growth2550c428,Y2585c428,growth2585c428,Y2995c484,growth2995c484,Y3135c152,growth3135c152,Y3170c752,growth3170c752,Y3309c442,Y3440c620,growth3440c620,Y3528c246,growth3528c246,Y3537c440,growth3537c440,Y3596c208,growth3596c208,Y3681c32,Y3877c616,growth3877c616,Y3883c826,growth3883c826,Y3995c616,growth3995c616,Y4038c554,Y4189c124,growth4189c124,Y4214c124,growth4214c124,Y4219c208,growth4219c208,Y4292c152,growth4292c152,Y4306c381,Y4427c807,growth4427c807,Y4598c703,growth4598c703,Y4757c428,growth4757c428,Y491c620,growth491c620,Y4968c554,Y4993c428,growth4993c428,Y5027c792,growth5027c792,Y508c124,growth508c124,Y554c246,growth554c246,Y58c642,Y623c381,Y643c703,growth643c703,Y896c705,growth896c705,Y967c208,growth967c208,Y981c68,growth981c68,_merge,x,r2,s,sf
201109,730661,620,3412,501403,09,0,0,0,0,0,0,0,1,0,0,0,8678,.4934616088867188,205958,2.607101440429688,2375547,126312,-.6748666763305664,1431033,635755,.1449823379516602,987128,.247467041015625,6146405,.1883783340454102,156996,2.852792739868164,295366,.1321983337402344,102715,137328,951699,.0911836624145508,36726,.0537519454956055,960688,.0278615951538086,265167,.6845893859863281,180301,.9896516799926758,458397,.4689016342163086,18724,-.8724021911621094,189485,-.4878883361816406,1391382,58970,.0753297805786133,244170,.536524772644043,41570,-.5315761566162109,182769,.3091602325439453,179576,1016126,.5233421325683594,1407505,1.040278434753418,1269778,1.132107734680176,158462,111534,.0911226272583008,2207604,-.5481433868408203,127331,.0299091339111328,693936,.5443916320800781,110729544,25176,-.5305309295654297,118775,.265986442565918,142462,.5913000106811523,15756841,.4591484069824219,299685,71947,.9234676361083984,1366845,.1694183349609375,295853,.2212791442871094,87784,.6954965591430664,288139,653318,244699,.4500255584716797,150349,.4601669311523438,9722,1.99675989151001,83619,-.7398509979248047,matched (3),483246.66,.68773323,91799.719,203267.17
201110,730661,621,3412,429681,10,0,0,0,0,0,0,0,0,1,0,0,3404,-.9358396530151367,36019,-1.743625640869141,2031034,304081,.8785390853881836,1264940,559533,-.127711296081543,1038183,.0504274368286133,3922109,-.4492378234863281,90065,-.5556888580322266,242914,-.1955070495605469,16482,202876,695321,-.3138751983642578,149224,1.40196418762207,790393,-.1951189041137695,28964,-2.214305877685547,106808,-.523594856262207,351558,-.2653608322143555,33661,.5865335464477539,162375,-.1544017791748047,650473,226093,1.343917846679688,155166,-.453369140625,26898,-.4353265762329102,159456,-.1364545822143555,38493,878654,-.1453609466552734,617914,-.8232250213623047,973041,-.2661714553833008,829352,95385,-.1564083099365234,2423600,.0933465957641602,233948,.6083087921142578,419108,-.5042514801025391,90305376,68575,1.002037048339844,169584,.3561172485351563,218023,.4255247116088867,14186084,-.1050128936767578,259633,104402,.372319221496582,971008,-.3419256210327148,102817,-1.056912422180176,38857,-.8149909973144531,165108,534520,206248,-.1709499359130859,129450,-.1496639251708984,3015,-1.170791625976563,235755,1.036521911621094,matched (3),331582.72,.68773323,76024.789,196647.2
201111,730661,622,3412,102486,11,0,0,0,0,0,0,0,0,0,1,0,6210,.6012096405029297,18612,-.6602401733398438,2345024,297825,-.0207881927490234,1412603,718215,.2496662139892578,658390,-.4554300308227539,5465535,.3318319320678711,53100,-.5283546447753906,212957,-.131617546081543,3681,170995,779793,.114654541015625,89101,-.5156784057617188,1022252,.257232666015625,94125,1.178569793701172,55419,-.6561098098754883,557949,.4618930816650391,27387,-.2062711715698242,182423,.116419792175293,911573,98690,-.8289632797241211,108475,-.3579750061035156,53516,.6879291534423828,172459,.0783910751342773,187625,882222,.0040521621704102,94204,-1.880887031555176,573469,-.528721809387207,1482545,40489,-.8568906784057617,2201276,-.096217155456543,197470,-.1695117950439453,575619,.3173179626464844,54304956,39289,-.5569829940795898,30338,-1.720947265625,164201,-.2835092544555664,13940746,-.0174446105957031,236851,49277,-.7507915496826172,639207,-.4181060791015625,72651,-.3472833633422852,253714,1.876319885253906,148674,495350,301377,.3792829513549805,123122,-.0501194000244141,3565,.1675643920898438,142925,-.5004730224609375,matched (3),289090.5,.68773323,69598.484,194253.19
201112,730661,623,3412,78929,12,0,0,0,0,0,0,0,0,0,0,1,1198,-1.645507335662842,11097,-.5171318054199219,1836558,97946,-1.112090110778809,1023666,321173,-.8047885894775391,757480,.1401996612548828,3686179,-.3938713073730469,68407,.2532978057861328,205579,-.0352602005004883,73753,109425,1049766,.2972936630249023,19685,-1.509913444519043,613909,-.5099163055419922,57370,-.4951028823852539,89778,.482417106628418,103753,-1.682254791259766,9089,-1.10300350189209,193310,.0579671859741211,641765,61160,-.478489875793457,89789,-.1890573501586914,41742,-.2484731674194336,172605,.0008459091186523,151661,882002,-.000248908996582,53303,-.5694694519042969,449630,-.2432794570922852,814003,61769,.4223709106445313,595360,-1.307625770568848,151928,-.2621803283691406,440584,-.2673454284667969,50723572,37940,-.0349388122558594,25818,-.1613292694091797,182643,.1064424514770508,15720802,.1201686859130859,215146,31848,-.4364833831787109,1006152,.4536600112915039,514389,1.95731258392334,58146,-1.473250389099121,399102,471413,295565,-.0194730758666992,107473,-.1359357833862305,2662,-.2920866012573242,39672,-1.281674385070801,matched (3),80485.297,.68773323,86138.844,200774.14
201201,730661,624,3412,142296,01,0,0,0,0,0,0,0,0,0,0,0,4101,1.230576992034912,13486,.194976806640625,1769517,98826,.0089445114135742,1042414,436456,.3067073822021484,412689,-.6073026657104492,3847277,.0427751541137695,73725,.0748672485351563,150413,-.3124456405639648,7941,95471,458220,-.8289728164672852,26292,.2894077301025391,1477453,.8782281875610352,114177,.6882286071777344,44586,-.6999197006225586,385168,1.311666488647461,3279,-1.019526481628418,125604,-.4311609268188477,728823,64463,.0525979995727539,145672,.4838943481445313,79213,.6406326293945313,244046,.3463516235351563,110203,1169649,.2822647094726563,56702,.0618171691894531,657900,.3806285858154297,30485,17533,-1.259316444396973,1726921,1.064929008483887,106195,-.3581295013427734,343435,-.2491035461425781,61667148,5891,-1.862580299377441,61118,.8617353439331055,340163,.6218910217285156,11814724,-.2856388092041016,214364,37737,.1696662902832031,1047175,.0399627685546875,177698,-1.062893867492676,109280,.630955696105957,129461,247634,314429,.0618696212768555,169276,.4542903900146484,2775,.0415730476379395,75038,.6373491287231445,matched (3),-65843.852,.68773323,101334.34,207747.45
201202,730661,625,3412,342958,02,1,0,0,0,0,0,0,0,0,0,0,71854,2.863405227661133,66517,1.595806121826172,2810464,214718,.7759647369384766,1457126,472194,.0787029266357422,669460,.4837770462036133,4354729,.123896598815918,84049,.1310577392578125,231914,.4329824447631836,34228,268566,1168293,.9359493255615234,58466,.7991809844970703,1243278,-.1725683212280273,202962,.5752687454223633,96098,.7679481506347656,380405,-.0124435424804688,3453,.0517044067382813,194406,.4368143081665039,1005527,65812,.0207109451293945,153557,.0527143478393555,26255,-1.104284286499023,345305,.3470706939697266,204738,1173942,.0036630630493164,35073,-.4803781509399414,662997,.0077171325683594,1418478,30964,.5687408447265625,5340294,1.128940582275391,257194,.8845539093017578,748156,.7786140441894531,76168032,13778,.8496475219726563,127192,.7328910827636719,516023,.4167270660400391,11105511,-.0619049072265625,445082,43446,.1408777236938477,1090500,.0405406951904297,443385,.9143524169921875,119426,.0887842178344727,182798,421806,196741,-.4688701629638672,27132,-1.830816268920898,9508,1.231482982635498,67794,-.1015205383300781,matched (3),340856.31,.68773323,107303.34,210723.42
201203,730661,626,3412,195272,03,0,1,0,0,0,0,0,0,0,0,0,7645,-2.240584373474121,48579,-.3142662048339844,2068546,78005,-1.012552261352539,1069835,382758,-.2099876403808594,811467,.1923723220825195,3622275,-.1841602325439453,88409,.0505743026733398,182951,-.2371482849121094,86752,152155,900577,-.2602634429931641,52845,-.1010828018188477,1239260,-.0032377243041992,128302,-.4586315155029297,61132,-.4523324966430664,343270,-.1027183532714844,11090,1.166800498962402,189250,-.0268793106079102,785618,11738,-1.723971366882324,53702,-1.050621032714844,55720,.7524833679199219,311174,-.1040754318237305,27025,1318857,.1163978576660156,354717,2.313888549804688,493882,-.2944736480712891,864178,25775,-.1834201812744141,1270709,-1.43570613861084,94506,-1.001167297363281,316599,-.8599758148193359,70547480,44342,1.168859481811523,458415,1.282076835632324,311073,-.5061235427856445,9122650,-.1966800689697266,270503,19855,-.7830629348754883,473374,-.8345060348510742,92314,-1.569242477416992,106308,-.1163568496704102,174211,556792,236476,.1839580535888672,154742,1.741044998168945,9227,-.0299997329711914,76334,.1186447143554688,matched (3),126226.45,.68773323,96520.32,205442.28
201204,730661,627,3412,218323,04,0,0,1,0,0,0,0,0,0,0,0,3952,-.6598300933837891,23666,-.7191524505615234,2952926,139017,.5778236389160156,914654,600559,.4504585266113281,702973,-.1435251235961914,4722354,.2652053833007813,74999,-.1644992828369141,222844,.1972532272338867,94207,129883,523459,-.542576789855957,33760,-.4480867385864258,1287745,.0383787155151367,201007,.4489526748657227,45673,-.2915287017822266,260710,-.2751092910766602,31247,1.035880088806152,250315,.2796506881713867,431227,32303,1.0123291015625,78617,.3811378479003906,59859,.0716524124145508,232099,-.2931880950927734,3276,1883876,.3565664291381836,382998,.0767097473144531,578768,.158604621887207,1422902,42861,.5085563659667969,634776,-.6940574645996094,139530,.3896160125732422,541716,.5371065139770508,67126752,20053,-.7935543060302734,94839,-1.575593948364258,210019,-.3928298950195313,10621023,.1520748138427734,393269,46554,.8521575927734375,551370,.1525201797485352,137225,.3964262008666992,151113,.3516874313354492,296660,356269,416361,.5657062530517578,115777,-.2900934219360352,2317,-1.381860733032227,57154,-.2893695831298828,matched (3),397686.72,.68773323,107856.73,211005.75
201205,730661,628,3412,357134,05,0,0,0,1,0,0,0,0,0,0,0,30340,2.03824520111084,15935,-.3955211639404297,2012129,513811,1.307258605957031,1546280,776076,.2563896179199219,1065383,.415771484375,4434023,-.0629997253417969,32080,-.8492422103881836,256850,.1420202255249023,105217,217400,801594,.4261436462402344,50194,.3966188430786133,1225508,-.0495376586914063,125702,-.4694252014160156,108732,.8673791885375977,334689,.2497930526733398,22192,-.3421916961669922,313228,.2242116928100586,527470,108781,1.214176177978516,160272,.7122840881347656,116346,.664576530456543,279695,.1865358352661133,10371,1232976,-.4239006042480469,27304,-2.640996932983398,393043,-.3869819641113281,170998,51905,.1914529800415039,929621,.381505012512207,152650,.0898675918579102,660418,.1981306076049805,92054032,40741,.7088565826416016,17462,-1.692153930664063,263498,.2268476486206055,10333614,-.0274333953857422,263507,71767,.4328117370605469,594509,.0753297805786133,187961,.3146123886108398,124284,-.1954584121704102,109192,535488,736870,.5708589553833008,154073,.2857608795166016,8837,1.33867359161377,166889,1.071579933166504,matched (3),238345.13,.68773323,143956.3,231546.47
201206,730661,629,3412,122021,06,0,0,0,0,1,0,0,0,0,0,0,81799,.9917984008789063,17963,.1197957992553711,1571992,132400,-1.356027603149414,1509659,399810,-.6632614135742188,644480,-.5026464462280273,3774748,-.1609735488891602,9981,-1.167549133300781,239247,-.0709953308105469,40169,176078,864159,.0751543045043945,28441,-.5680637359619141,1097800,-.11004638671875,57528,-.7816429138183594,82770,-.2728204727172852,632179,.6359710693359375,3765,-1.773983955383301,345893,.0991973876953125,412393,39267,-1.018952369689941,72926,-.7874269485473633,11328,-2.329291343688965,213443,-.2703304290771484,6836,756654,-.4882802963256836,253197,2.227134704589844,619506,.4550027847290039,676131,329116,1.846995353698731,1225116,.2760133743286133,118947,-.2494697570800781,349279,-.6370019912719727,103717888,31589,-.2544260025024414,15590,-.1133975982666016,230916,-.1319913864135742,10353631,.0019340515136719,214757,68919,-.0404930114746094,1176244,.6823453903198242,90818,-.7273769378662109,51595,-.8791446685791016,95790,393467,136250,-1.687920570373535,108215,-.353306770324707,2630,-1.211963176727295,187918,.1186761856079102,matched (3),288160.25,.68773323,127798.71,221862.27
201207,730661,630,3412,289900,07,0,0,0,0,0,1,0,0,0,0,0,1435,-4.043100357055664,31361,.5572509765625,2761060,189702,.3596267700195313,1718962,537728,.2963638305664063,1153726,.5823087692260742,5373218,.353093147277832,51750,1.645740509033203,281204,.1615839004516602,56222,242523,1194897,.3240585327148438,108936,1.342928886413574,1220194,.1057014465332031,159966,1.022689819335938,85733,.0351724624633789,303342,-.7343120574951172,8858,.8555727005004883,171251,-.7029991149902344,314507,24384,-.4764566421508789,167529,.8317108154296875,50108,1.486903190612793,83765,-.9353542327880859,71147,1807806,.8709630966186523,708809,1.029417991638184,250150,-.9068613052368164,167248,337962,.0265235900878906,2386200,.6666669845581055,56568,-.7432336807250977,722053,.7262277603149414,57103536,18940,-.5115327835083008,49916,1.163712501525879,390560,.5255270004272461,16033067,.43731689453125,290939,32837,-.7413759231567383,1501642,.2442331314086914,144029,.4611577987670898,143281,1.021383285522461,59684,437630,161601,.1706390380859375,106537,-.0156278610229492,3169,.1864323616027832,88420,-.7539072036743164,matched (3),313935.53,.68773323,103427.81,208776.59
201208,730661,631,3412,141207,08,0,0,0,0,0,0,1,0,0,0,0,16798,2.460095405578613,1997,-2.753918647766113,2332796,28557,-1.893552780151367,1177330,560754,.0419292449951172,736550,-.4487752914428711,3822312,-.340571403503418,18434,-1.032227516174316,166640,-.5232448577880859,52146,29351,926442,-.2544631958007813,13223,-2.108802795410156,990094,-.2089653015136719,83159,-.6542072296142578,63946,-.2931995391845703,409582,.3002767562866211,16406,.6163263320922852,143257,-.1784896850585938,307942,12585,-.6614217758178711,138062,-.1934537887573242,11719,-1.452968597412109,276396,1.193819046020508,25639,1963203,.082463264465332,15433,-3.827077865600586,392285,.4499273300170898,536590,7148,-3.856101036071777,886200,-.9905147552490234,48397,-.156005859375,317534,-.8215141296386719,85797928,19645,.0365467071533203,2991,-2.81473445892334,226671,-.5440816879272461,13423792,-.1776256561279297,283457,29352,-.1121950149536133,830842,-.5918750762939453,87815,-.4947824478149414,115196,-.2181730270385742,55480,145390,146165,-.1003942489624023,24301,-1.477974891662598,2232,-.3505182266235352,82974,-.0635709762573242,matched (3),118559.36,.68773323,100878.14,207525.31
201209,730661,632,3412,245278,09,0,0,0,0,0,0,0,1,0,0,0,13039,-.2533149719238281,34521,2.849921226501465,2366114,90242,1.150593757629395,1266562,373761,-.405665397644043,1228623,.5116720199584961,4794931,.2267036437988281,62340,1.218406677246094,175810,.0535678863525391,74346,142980,1166971,.2308149337768555,85418,1.865599632263184,782882,-.2348184585571289,212393,.9376840591430664,111311,.5542898178100586,370569,-.10009765625,26776,.4898586273193359,143803,.0038042068481445,933442,43588,1.242276191711426,286437,.7298164367675781,35389,1.105189323425293,199525,-.3258943557739258,91543,665609,-1.081629753112793,153473,2.297017097473145,279323,-.3396196365356445,1227212,81015,2.427801132202148,597809,-.393671989440918,204423,1.440752983093262,263704,-.1857576370239258,93654720,45802,.8465051651000977,376856,4.83625602722168,433859,.6492195129394531,21383100,.4655723571777344,269919,66782,.8220729827880859,1224608,.3879365921020508,139119,.4600973129272461,89933,-.2475700378417969,55791,414439,160655,.0945234298706055,215230,2.181190490722656,2918,.268000602722168,96115,.1470184326171875,matched (3),279972.22,.68773323,100222.88,207207.58
201210,730661,633,3412,407710,10,0,0,0,0,0,0,0,0,1,0,0,6709,-.6644954681396484,12974,-.9786205291748047,2457510,398951,1.486343383789063,1820135,761224,.7113103866577148,1123124,-.0897798538208008,5701684,.1732025146484375,16703,-1.317014694213867,223041,.2379522323608398,127956,253006,1342046,.1397838592529297,66141,-.255767822265625,1096222,.3366432189941406,90161,-.8568410873413086,167377,.4079198837280273,362517,-.021967887878418,18155,-.3885593414306641,151926,.0549488067626953,331135,77974,.5815935134887695,162097,-.5693244934082031,66786,.6350927352905273,447188,.8070392608642578,77817,257656,-.9490766525268555,1811827,2.468565940856934,548317,.6744852066040039,1152960,238983,1.081758499145508,1941945,1.178174018859863,151731,-.2980813980102539,399390,.4151115417480469,119460584,18424,-.9106740951538086,92341,-1.406374931335449,558554,.2526321411132813,21533676,.0070171356201172,330280,38013,-.5635051727294922,1106736,-.1012058258056641,175886,.2345056533813477,185515,.7240705490112305,80705,763818,301592,.6298160552978516,214326,-.0042095184326172,9121,1.139680862426758,68634,-.3367576599121094,matched (3),409208.19,.68773323,108541.13,211356.41
201211,730661,634,3412,378202,11,0,0,0,0,0,0,0,0,0,1,0,5503,-.1981563568115234,8364,-.4390096664428711,1516239,308616,-.2567405700683594,1529777,519349,-.3823509216308594,948736,-.1687383651733398,4717253,-.1895351409912109,64805,1.355793952941895,192436,-.1475925445556641,6549,46643,857815,-.4475622177124023,27225,-.8876533508300781,970060,-.1222667694091797,204067,.8168516159057617,110330,-.4167728424072266,353036,-.0265016555786133,17700,-.0253820419311523,181195,.1761808395385742,248081,54909,-.3506984710693359,89616,-.5926609039306641,26591,-.9209213256835938,210110,-.7553482055664063,19865,500481,.6639442443847656,76801,-3.160873413085938,265210,-.7263317108154297,696137,37354,-1.855952262878418,1818633,-.0656042098999023,134527,-.1203451156616211,171916,-.8429327011108398,110203040,31253,.5284614562988281,583166,1.842983245849609,186365,-1.097643852233887,18011148,-.1786270141601563,281721,41992,.0995502471923828,1313888,.1715755462646484,124024,-.349360466003418,263397,.3505268096923828,80133,116517,293266,-.0279951095581055,124880,-.5401449203491211,2963,-1.124377250671387,30522,-.8103399276733398,matched (3),259670.67,.68773323,78924.531,197786.34
201212,730661,635,3412,227613,12,0,0,0,0,0,0,0,0,0,0,1,14875,.9943885803222656,17521,.7394628524780273,1406054,15068,-3.019524574279785,1474205,749345,.3666229248046875,776313,-.2005748748779297,4025516,-.158574104309082,205749,1.155274391174316,263118,.3128395080566406,60080,142456,823378,-.0409727096557617,64907,.8688192367553711,327189,-1.086819648742676,100354,-.7097444534301758,220832,.6939268112182617,393738,.1091156005859375,21826,.2095375061035156,148564,-.1985578536987305,882929,14086,-1.360495567321777,126596,.3454675674438477,20442,-.2629804611206055,371121,.5688972473144531,146592,1064598,.7547826766967773,2018701,3.268991470336914,295595,.1084680557250977,243217,76452,.7162227630615234,2826437,.4409313201904297,58489,-.8329257965087891,657106,1.340839385986328,275446080,49386,.4575519561767578,26111,-3.106115341186523,342342,.6081027984619141,19189582,.0633773803710938,219353,120873,1.057261466979981,1828243,.3303651809692383,74259,-.5129165649414063,73266,-1.279565811157227,383904,303238,405573,.3242206573486328,100919,-.2130346298217773,2349,-.2322125434875488,68759,.812159538269043,matched (3),266823.91,.68773323,112134.59,213224.11
201301,730661,636,3412,158432,01,0,0,0,0,0,0,0,0,0,0,0,754,-2.982044696807861,19471,.1055259704589844,1510833,27736,.6101579666137695,3819,360360,-.7320957183837891,576914,-.2968626022338867,4907476,.1981067657470703,67933,-1.108135223388672,202079,-.2639436721801758,2345,193580,1004743,.199070930480957,12719,-1.629858016967773,452813,.3249406814575195,85372,-.1616859436035156,39197,-1.728801727294922,308648,-.2434844970703125,24935,.1331701278686523,196182,.2780265808105469,185059,78713,1.720626831054688,89200,-.3501205444335938,76973,1.325862884521484,186776,-.6866178512573242,49862,883509,-.1864509582519531,529935,-1.337454795837402,468960,.4615268707275391,304986,28693,-.9800100326538086,1846314,-.4258260726928711,165874,1.042389869689941,546417,-.1844625473022461,50114416,10613,-1.537588119506836,5206,-1.612545013427734,398772,.1525793075561523,18808252,-.0200729370117188,162231,20156,-1.791237831115723,1100985,-.5071506500244141,172018,.8400402069091797,315320,1.459491729736328,78460,555345,164375,-.9031505584716797,79922,-.2332677841186523,2591,.0980544090270996,117815,.538508415222168,matched (3),249613.84,.68773323,101953.59,208050.22
201302,730661,637,3412,127904,02,1,0,0,0,0,0,0,0,0,0,0,2881,1.340500354766846,10084,-.6579761505126953,1697418,78522,1.040647506713867,586,128986,-1.027400016784668,833884,.3684005737304688,4990278,.0167322158813477,27585,-.901249885559082,236829,.1586790084838867,28158,141632,799702,-.2282476425170898,8361,-.4195194244384766,381791,-.1706056594848633,57496,-.3953027725219727,114520,1.072149276733398,294326,-.0475130081176758,19137,-.2646484375,175370,-.1121444702148438,477123,63016,-.2224197387695313,107762,.1890449523925781,9067,-2.138813018798828,77415,-.8807296752929688,45182,981877,.1055641174316406,71026,-2.009708404541016,488651,.0411310195922852,56263,49342,.5421228408813477,685435,-.9908924102783203,78137,-.7527647018432617,242207,-.8135900497436523,45487916,11340,.0662574768066406,204,-3.239446640014648,178533,-.8036165237426758,18540132,-.0143566131591797,415407,24494,.1949253082275391,1059472,-.0384340286254883,64686,-.9780540466308594,198169,-.4644680023193359,75467,280459,143334,-.1369733810424805,38127,-.7401275634765625,9164,1.263238906860352,28343,-1.424736022949219,matched (3),230776.94,.68773323,103355.76,208740.91
201303,730661,638,3412,281056,03,0,1,0,0,0,0,0,0,0,0,0,52778,2.907957077026367,40168,1.382121086120606,2014723,172644,.7878522872924805,21590,769227,1.785682678222656,1034949,.2160139083862305,4203573,-.1715564727783203,56045,.7088832855224609,250376,.0556259155273438,49230,227985,731709,-.0888557434082031,98979,2.471329689025879,431421,.1222114562988281,231032,1.390840530395508,41326,-1.019258499145508,315999,.0710506439208984,52172,1.002922058105469,122378,-.3597841262817383,313514,279199,1.488536834716797,152114,.3447046279907227,67855,2.012731552124023,192580,.9113311767578125,181317,1247786,.2396602630615234,599299,2.132715225219727,888017,.5973424911499023,1384769,57172,.1472883224487305,585355,-.1578350067138672,353943,1.510671615600586,1014542,1.432399749755859,61061152,28800,.9320383071899414,146015,6.573344230651856,482177,.9935379028320313,16941696,-.0901603698730469,110405,85901,1.254767417907715,1387642,.2698345184326172,190900,1.082204818725586,175754,-.1200351715087891,78311,166186,244631,.5345735549926758,170120,1.495580673217773,11603,.2359809875488281,76284,.9900836944580078,matched (3),289772.53,.68773323,133448.36,225163.98
201304,730661,639,3412,268770,04,0,0,1,0,0,0,0,0,0,0,0,4460,-2.470945358276367,20196,-.687586784362793,2467039,212305,.2067928314208984,4167,553388,-.3293266296386719,1127368,.0855331420898438,4817413,.1363019943237305,93216,.5087642669677734,229056,-.0889978408813477,38397,176696,789146,.0755681991577148,72062,-.3173809051513672,350526,-.2076501846313477,106379,-.775547981262207,151499,1.299087524414063,354865,.1159982681274414,53895,.0324916839599609,173061,.3465299606323242,243915,67808,-1.415245056152344,43229,-1.258118629455566,4109,-2.804193496704102,167695,-.1383647918701172,120352,1052042,-.1706380844116211,137067,-1.475291252136231,604967,-.3838167190551758,42897,28141,-.708836555480957,1151882,.6769332885742188,56923,-1.827436447143555,563514,-.5880002975463867,57768720,18285,-.4542942047119141,20300,-1.973088264465332,278485,-.5489463806152344,17483082,.0314559936523438,351413,35941,-.8713169097900391,648383,-.7608795166015625,203686,.0648298263549805,158633,-.1024913787841797,59703,336342,194358,-.2300491333007813,211363,.2170734405517578,37371,1.169631004333496,85805,.1176137924194336,matched (3),415768.16,.68773323,111332.02,212803.14
201305,730661,640,3412,197417,05,0,0,0,1,0,0,0,0,0,0,0,2878,-.4380536079406738,7788,-.9528999328613281,1877047,216699,.0204849243164063,1131,571127,.0315523147583008,786535,-.3600034713745117,4770956,-.0096902847290039,72020,-.2579755783081055,233753,.020298957824707,21754,257680,731723,-.0755491256713867,43002,-.5162801742553711,268209,-.2676677703857422,88118,-.1883316040039063,77222,-.6738948822021484,325642,-.0859384536743164,26474,-.7108745574951172,690356,1.383563041687012,470359,116258,.5391321182250977,665235,2.73362922668457,59625,2.674895286560059,283657,.5256185531616211,28225,880915,-.1775264739990234,685057,1.60903263092041,496594,-.1974010467529297,124303,114348,1.402018547058106,251898,-1.520127296447754,79190,.3301506042480469,504919,-.1097936630249023,41236596,9968,-.6067008972167969,235670,2.451811790466309,377022,.3029394149780273,13218697,-.27960205078125,351374,41536,.1446819305419922,1374267,.751194953918457,101300,-.6984930038452148,114338,-.3274345397949219,15892,296769,257623,.2817955017089844,80693,-.9629249572753906,20525,-.5992517471313477,59561,-.3650760650634766,matched (3),237190.59,.68773323,101864.92,208006.77
201306,730661,641,3412,197748,06,0,0,0,0,1,0,0,0,0,0,0,2590,-.1054377555847168,23142,1.089064598083496,2704933,399646,.6120700836181641,1118,485035,-.16339111328125,1120919,.3542671203613281,5878780,.2088022232055664,16171,-1.493723869323731,244030,.0430259704589844,32238,63123,869440,.1724472045898438,92481,.7657566070556641,429450,.470738410949707,132565,.4083967208862305,151473,.6737232208251953,366705,.1187591552734375,15695,-.5228204727172852,215559,-1.163972854614258,810972,176595,.4180469512939453,132146,-1.616233825683594,84656,.3505210876464844,291081,.0258359909057617,96914,1133657,.2522420883178711,137836,-1.603438377380371,1208582,.889430046081543,1343419,513326,1.501665115356445,13240407,3.962004661560059,134726,.5313930511474609,361697,-.3335914611816406,37272984,31300,1.144238471984863,327305,.3284597396850586,362727,-.0386533737182617,26175308,.6831855773925781,184109,134474,1.174810409545898,1455714,.0575752258300781,104583,.0318946838378906,40455,-1.038969039916992,24882,502343,192693,-.2903985977172852,167574,.7307729721069336,9905,-.7286033630371094,92957,.4451360702514648,matched (3),373478.19,.68773323,99663.305,206937.5
201307,730661,642,3412,39458,07,0,0,0,0,0,1,0,0,0,0,0,2928,.1226615905761719,4910,-1.550374984741211,3101608,237381,-.5209131240844727,853,417533,-.1498575210571289,1205408,.0726690292358398,6066176,.0313796997070313,22842,.3453807830810547,378948,.4401073455810547,40221,194369,1317468,.4156169891357422,52702,-.5623493194580078,467773,.0854778289794922,109739,-.1889686584472656,114643,-.2785844802856445,478059,.2651767730712891,19949,.2398366928100586,60702,-1.267257690429688,246150,76254,-.8397893905639648,149544,.1236839294433594,10119,-2.124181747436523,72411,-1.391243934631348,21764,590749,-.6518125534057617,439328,1.159182548522949,745414,-.4832630157470703,953629,268560,-.6478366851806641,2081305,-1.850278854370117,51640,-.9589462280273438,336666,-.0717153549194336,85089256,16397,-.646519660949707,2706,-4.795420646667481,164569,-.7903203964233398,19963092,-.2709331512451172,91862,55932,-.8772335052490234,1846383,.2377328872680664,140333,.294036865234375,53693,.2830924987792969,14793,175141,152693,-.2326688766479492,103541,-.4814577102661133,9705,-.0203990936279297,70772,-.2726736068725586,matched (3),-70050.133,.68773323,107697.9,210924.61
201308,730661,643,3412,252054,08,0,0,0,0,0,0,1,0,0,0,0,21291,1.983964920043945,11313,.8346786499023438,2300793,318552,.2941198348999023,16049,495403,.1710081100463867,1267374,.0501289367675781,5283494,-.1381416320800781,81295,1.26948356628418,236218,-.4726438522338867,84226,46825,1291376,-.0200033187866211,13641,-1.351573944091797,427238,-.090641975402832,229407,.7373933792114258,223654,.6682777404785156,648820,.3054208755493164,36494,.603968620300293,154449,.9338874816894531,1130783,36645,-.732792854309082,289373,.660125732421875,30754,1.111605644226074,212521,1.076683044433594,58239,1211470,.7181987762451172,249888,-.5642337799072266,283354,-.9672431945800781,754826,42440,-1.844983100891113,29442152,2.649431228637695,52561,.0176782608032227,433005,.2516574859619141,32470490,19412,.168792724609375,9043,1.20651912689209,344113,.7376394271850586,29639396,.3952198028564453,106273,134719,.879054069519043,763134,-.8835506439208984,160921,.1368951797485352,429567,2.079495429992676,9570,434279,185084,.1923799514770508,152773,.3889856338500977,3607,-.9897642135620117,97548,.3208808898925781,matched (3),197551.09,.68773323,95676.867,205047.36
