period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1325c608,Y1343c826,growth1343c826,Y1358c818,Y1764c586,growth1764c586,Y1822c152,growth1822c152,Y1836c246,growth1836c246,Y2105c222,growth2105c222,Y2157c703,growth2157c703,Y2229c428,growth2229c428,Y2241c642,Y2280c826,growth2280c826,Y2295c554,Y2314c826,growth2314c826,Y2363c826,growth2363c826,Y2509c703,growth2509c703,Y2556c203,Y2570c348,growth2570c348,Y2654c208,growth2654c208,Y2829c222,Y2944c807,growth2944c807,Y3271c191,growth3271c191,Y3275c826,growth3275c826,Y3296c792,growth3296c792,Y3412c792,growth3412c792,Y3454c586,growth3454c586,Y3636c348,growth3636c348,Y3693c208,growth3693c208,Y3704c440,growth3704c440,Y3743c608,Y3898c600,growth3898c600,Y393c616,growth393c616,Y404c826,growth404c826,Y4157c68,growth4157c68,Y4158c616,growth4158c616,Y4165c484,growth4165c484,Y4198c428,growth4198c428,Y4318c440,growth4318c440,Y4321c705,growth4321c705,Y4492c608,Y4823c344,Y4889c348,growth4889c348,Y4975c344,Y4988c208,growth4988c208,Y4c68,Y514c348,growth514c348,Y577c208,growth577c208,Y723c826,growth723c826,Y824c826,growth824c826,Y853c208,growth853c208,Y901c372,growth901c372,_merge,x,r2,s,sf
201112,902129,623,4765,406953,12,0,0,0,0,0,0,0,0,0,0,1,1544795,300334,-.2193574905395508,808557,296430,-.7793426513671875,11455,-.8130712509155273,82790,-.1734552383422852,48571,-.5761575698852539,3782,-1.394392013549805,5916,-1.034869194030762,30931,122914,.1168031692504883,108149,315751,-.4829311370849609,1985602,-.3389854431152344,156817,.2278537750244141,23538,49962,.2256889343261719,81328,-.0987377166748047,5753,2106,-.0920238494873047,454535,.0236082077026367,67792600,-.2669258117675781,650357,-.2957277297973633,5434690,-.0455417633056641,23121,1.259750366210938,53849,-1.236870765686035,47892,-.412165641784668,1682,-1.615720272064209,177713,247777,-1.036799430847168,3734857,-.227142333984375,174253,.0228176116943359,422611,1.805931091308594,1009914,-.558924674987793,2219268,-.4144792556762695,505904,.0243558883666992,20048,-.8207035064697266,131420,-.1510324478149414,63399,136241,3005,-.2789926528930664,387222,22325,-.1334419250488281,0,79931,-.4880533218383789,1907713,.5295934677124023,394635,-1.036159515380859,110148808,-.0793018341064453,38364,-.3719091415405273,14243,-.9931964874267578,matched (3),432325.81,.87761158,40823.188,83333.453
201201,902129,624,4765,444393,01,0,0,0,0,0,0,0,0,0,0,0,619105,393333,.2697610855102539,1793035,1111869,1.321986198425293,39873,1.247272491455078,109538,.2799644470214844,107261,.7922382354736328,166970,3.78756046295166,153004,3.252802848815918,88774,155129,.2327718734741211,216666,157822,-.693486213684082,1472839,-.2987298965454102,145817,-.0727262496948242,14454,1019,-3.892441272735596,27475,-1.085213661193848,3550,85,-3.20989465713501,149771,-1.110167503356934,78928544,.1520900726318359,1196778,.6098670959472656,4025617,-.3001241683959961,91386,1.374351501464844,130521,.885350227355957,163868,1.230113029479981,4138,.9002289772033691,504773,135144,-.6061878204345703,3273004,-.1320009231567383,213457,.2029266357421875,98841,-1.452939987182617,1213835,.1839199066162109,2460160,.1030492782592773,636209,.2291803359985352,27588,.3192510604858398,185236,.3432321548461914,255231,189387,2568,-.1571502685546875,259899,30378,.3080120086669922,0,22261,-1.278327941894531,1227446,-.4409694671630859,878710,.8004941940307617,140521408,.2435264587402344,61699,.4751482009887695,36644,.9449834823608398,matched (3),451830.78,.87761158,48134.723,87148.625
201202,902129,625,4765,364760,02,1,0,0,0,0,0,0,0,0,0,0,844207,264438,-.3970499038696289,779588,217689,-1.630729675292969,20603,-.6602621078491211,148281,.3028373718261719,121079,.1211786270141602,81440,-.7179470062255859,16690,-2.215654373168945,26648,39949,-1.356653213500977,144850,135406,-.1531896591186523,227499,-1.867801666259766,136136,-.0686988830566406,65406,4152,1.404768466949463,38561,.3389644622802734,5672,2943,3.544533252716065,391400,.9606227874755859,47384980,-.5102367401123047,707236,-.5260238647460938,4589891,.1311779022216797,13747,-1.894271850585938,107471,-.1943130493164063,104073,-.4539690017700195,19378,1.543926239013672,51962,1369308,2.315719604492188,2907348,-.1184673309326172,115735,-.6121320724487305,53316,-.6172752380371094,1147145,-.0565090179443359,3885707,.4570779800415039,473549,-.2952718734741211,24171,-.1322269439697266,204540,.0991325378417969,251886,471215,7564,1.080272674560547,454311,21529,-.3443183898925781,0,22997,.0325279235839844,1137767,-.0758676528930664,1262705,.3625564575195313,93807328,-.4041156768798828,80587,.2670698165893555,33670,-.0846424102783203,matched (3),396272.75,.87761158,42786.355,84312.539
201203,902129,626,4765,440696,03,0,1,0,0,0,0,0,0,0,0,0,1321337,517319,.6710529327392578,1226919,372943,.5383577346801758,32334,.4506826400756836,173765,.158595085144043,110832,-.0884275436401367,145655,.5813741683959961,203329,2.500016212463379,14785,74718,.6261177062988281,86969,420696,1.133632659912109,836069,1.301565170288086,80418,-.5264158248901367,103403,43814,2.356363296508789,75615,.6734132766723633,6523,686,-1.45630693435669,415098,.0587844848632813,66738096,.3424701690673828,1399616,.6825885772705078,3439296,-.2885894775390625,38960,1.041714668273926,146016,.3064956665039063,107813,.0353059768676758,3415,-1.735960960388184,98971,333606,-1.412099838256836,5027494,.5476808547973633,150344,.261622428894043,176610,1.197707176208496,858457,-.2898941040039063,3635940,-.066436767578125,381259,-.2167758941650391,39910,.5014734268188477,179610,-.1299753189086914,69301,69488,14244,.6329355239868164,573722,34045,.458282470703125,0,59484,.950343132019043,1447529,.2407903671264648,1102331,-.1358299255371094,138170768,.3872470855712891,87787,.085576057434082,41122,.1999359130859375,matched (3),505092.53,.87761158,37069.117,81560.109
201204,902129,627,4765,627874,04,0,0,1,0,0,0,0,0,0,0,0,1097755,361867,-.3573827743530273,1890611,837583,.8090953826904297,57760,.5801773071289063,94898,-.6049013137817383,265466,.8734703063964844,66313,-.7868547439575195,310936,.4247617721557617,43269,85201,.1312923431396484,77287,163114,-.9474611282348633,1432599,.5385351181030273,88089,.0911092758178711,101611,104848,.8725576400756836,29154,-.9530620574951172,2027,878,.2467689514160156,454324,.0902957916259766,70671024,.0572586059570313,981160,-.3552179336547852,3542894,.0296773910522461,22858,-.5332345962524414,199273,.3109588623046875,59334,-.5972156524658203,5300,.4395294189453125,112262,870913,.9595813751220703,3605263,-.3325271606445313,151423,.0071516036987305,440484,.9139299392700195,696905,-.2084875106811523,4612216,.2378406524658203,503141,.2773914337158203,35236,-.1245584487915039,101022,-.5754499435424805,81083,193285,6660,-.7602157592773438,342028,28983,-.1609735488891602,0,34774,-.5368375778198242,1833085,.2361421585083008,716148,-.4312953948974609,120377752,-.1378555297851563,25732,-1.227177619934082,41631,.0123023986816406,matched (3),639271.88,.87761158,46802.25,86419.805
201205,902129,628,4765,578946,05,0,0,0,1,0,0,0,0,0,0,0,906679,423102,.156336784362793,1362968,1766953,.7464914321899414,58069,.0053348541259766,388453,1.409369468688965,100379,-.9725332260131836,32260,-.7205581665039063,261115,-.174626350402832,23277,49849,-.536015510559082,151725,62824,-.9541120529174805,3482143,.8881568908691406,272282,1.128490447998047,71107,11050,-2.250081062316895,55133,.6371555328369141,2523,15324,2.8595290184021,418811,-.081390380859375,60851720,-.1495952606201172,1853725,.6362171173095703,4844453,.3128900527954102,4242,-1.684266090393066,170349,-.1568260192871094,115651,.667393684387207,5292,-.0015106201171875,196153,556668,-.4475736618041992,5022658,.3315649032592773,33228,-1.516684532165527,260124,-.5267152786254883,2516434,1.28394889831543,4020737,-.1372432708740234,501772,-.0027246475219727,30108,-.1572780609130859,232225,.8323688507080078,124207,35863,5205,-.2465000152587891,541993,13940,-.7319469451904297,0,82003,.8578863143920898,1354905,-.3022689819335938,1021655,.3552923202514648,105989848,-.1272926330566406,47281,.608372688293457,36395,-.1344137191772461,matched (3),599194.25,.87761158,34391.293,80378.438
201206,902129,629,4765,493640,06,0,0,0,0,1,0,0,0,0,0,0,545657,29487,-2.663663864135742,1058651,945764,-.6250190734863281,22427,-.9513664245605469,318261,-.1993007659912109,120952,.1864404678344727,3058,-2.356066703796387,36491,-1.9678955078125,22347,69241,.3285951614379883,90641,155110,.9037971496582031,2239947,-.4411954879760742,88145,-1.127854347229004,159018,1466,-2.019892692565918,65336,.169795036315918,1638,1849,-2.11477518081665,407894,-.0264129638671875,93657232,.4312019348144531,1229781,-.4103612899780273,3687062,-.2730045318603516,6125,.3673439025878906,74592,-.8258161544799805,95335,-.1931791305541992,12218,.8367137908935547,89104,234865,-.8629579544067383,2376470,-.7483434677124023,65180,.6737594604492188,78488,-1.198212623596191,1397748,-.5879812240600586,4098554,.0191688537597656,545082,.0827903747558594,40221,.2895984649658203,67955,-1.228860855102539,91199,281465,6288,.1890230178833008,213447,13578,-.0263118743896484,0,35624,-.8337364196777344,1116254,-.1937522888183594,740250,-.3221912384033203,94868432,-.1108512878417969,103803,.7863864898681641,33201,-.0918512344360352,matched (3),497330.72,.87761158,41572.918,83703.281
201207,902129,630,4765,586279,07,0,0,0,0,0,1,0,0,0,0,0,885138,126642,1.457414627075195,1829207,389524,-.8870677947998047,75315,1.211414337158203,153734,-.7276477813720703,129758,.070277214050293,5766,.6342172622680664,81586,.8045921325683594,43865,173016,.9157905578613281,123959,216619,.3340053558349609,3419666,.423090934753418,109737,.2191028594970703,121341,1597,.0855894088745117,111539,.5348310470581055,5808,5113,1.017140865325928,428084,.0483121871948242,42581872,-.7882137298583984,1382999,.1174182891845703,3950768,.0690803527832031,36108,1.774135589599609,165208,.7951717376708984,80215,-.1726865768432617,8910,-.3157358169555664,150746,234124,-.0031595230102539,3803500,.4703054428100586,198857,1.115433692932129,28606,-1.009329795837402,3223112,.8354854583740234,4667153,.1299152374267578,766099,.3403749465942383,36373,-.1005620956420898,92931,.3130111694335938,67948,179188,4287,-.3830556869506836,538397,23499,.5485076904296875,0,53718,.4107284545898438,1017766,-.0923690795898438,1361711,.6095094680786133,120581272,.2398319244384766,32761,-1.153256416320801,41966,.2342796325683594,matched (3),468919.34,.87761158,46774.855,86404.969
201208,902129,631,4765,763082,08,0,0,0,0,0,0,1,0,0,0,0,458857,71928,-.5656986236572266,6584830,793535,.7115726470947266,70488,-.0662374496459961,192088,.2227296829223633,9690,-2.594575881958008,4646,-.2159719467163086,78289,-.0412502288818359,20889,80629,-.7635250091552734,219425,518947,.873661994934082,903170,-1.331387519836426,234455,.7591772079467773,74822,11247,1.951974868774414,41118,-.9979286193847656,8346,10037,.6744918823242188,290510,-.3876810073852539,69005856,.4827632904052734,976724,-.3478050231933594,4031243,.0201644897460938,58923,.4897174835205078,176043,.0635232925415039,112096,.3346443176269531,7331,-.1950626373291016,152064,375541,.4725160598754883,3497572,-.0838527679443359,222406,.1119184494018555,132276,1.53127384185791,640841,-1.615321159362793,3450946,-.3019008636474609,781672,.0201234817504883,49159,.3012332916259766,135026,.3736104965209961,109215,290873,16529,1.349529266357422,302758,57623,.8969631195068359,0,51572,-.0407695770263672,895950,-.1274805068969727,1448628,.0618753433227539,116901624,-.0309906005859375,54882,.5159473419189453,49841,.1719779968261719,matched (3),724823.25,.87761158,50816.664,88658.133
201209,902129,632,4765,446257,09,0,0,0,0,0,0,0,1,0,0,0,566182,29214,-.9010181427001953,852467,278676,-1.04644775390625,27720,-.9332876205444336,123374,-.4427328109741211,179176,2.91727352142334,2634,-.5675029754638672,26422,-1.086210250854492,67164,80811,.0022544860839844,112110,354273,-.3817338943481445,3765656,1.427766799926758,124435,-.6334800720214844,179031,5027,-.8052787780761719,53381,.2610092163085938,3145,1322,-2.027132034301758,422450,.3744325637817383,72431408,.0484485626220703,456331,-.760986328125,4419994,.0920639038085938,43090,-.3129405975341797,83582,-.7448997497558594,110350,-.0156984329223633,5270,-.3300809860229492,205368,291370,-.2537736892700195,3848191,.0955343246459961,166416,-.290013313293457,35696,-1.30985164642334,913909,.354949951171875,3383641,-.0196962356567383,566748,-.3215198516845703,40048,-.204981803894043,122797,-.094935417175293,97217,401098,2276,-1.982696533203125,218926,20699,-1.023836135864258,0,31846,-.4820671081542969,1268439,.3476581573486328,1279385,-.1242380142211914,57921592,-.7022418975830078,26202,-.7393503189086914,6917,-1.974855422973633,matched (3),493774.28,.87761158,37217.754,81627.773
201210,902129,633,4765,844132,10,0,0,0,0,0,0,0,0,1,0,0,437551,192599,1.88596248626709,2400410,290663,.0421142578125,50874,.6071977615356445,282950,.8300495147705078,194681,.0829935073852539,3770,.3585710525512695,22090,-.179072380065918,123572,136536,.52447509765625,114994,834183,.85638427734375,2508795,-.4061193466186523,108950,-.1328945159912109,182791,23716,1.551326751708984,92012,.544464111328125,12771,2179,.4997200965881348,627889,.3962926864624023,86865976,.1817264556884766,657881,.3658056259155273,3523140,-.2267856597900391,47978,.1074514389038086,223646,.9842357635498047,104532,-.054163932800293,8182,.439906120300293,179841,159952,-.5997200012207031,5926599,.4318475723266602,277981,.5130615234375,265287,2.005773544311523,2640426,1.06096363067627,5005819,.3916482925415039,1065974,.6317291259765625,49757,.2170724868774414,215100,.5605707168579102,66595,846014,3114,.3134880065917969,332416,41556,.6969566345214844,0,47913,.4084758758544922,1081590,-.1593551635742188,1845444,.3663406372070313,135115952,.8470420837402344,98369,1.322890281677246,26302,1.335662841796875,matched (3),852327.19,.87761158,37911.547,81946.43
201211,902129,634,4765,590585,11,0,0,0,0,0,0,0,0,0,1,0,316387,348827,.5939655303955078,824484,168910,-.5427980422973633,77650,.4228591918945313,174217,-.4849681854248047,170920,-.1301660537719727,14888,1.373480796813965,65124,1.081168174743652,151353,36844,-1.309895515441895,200557,420999,-.6838216781616211,2236607,-.114842414855957,82243,-.2812108993530273,120314,11879,-.6913776397705078,66064,-.3312950134277344,7165,701,-1.134113311767578,259517,-.8835411071777344,61254976,-.3493213653564453,850699,.2570343017578125,3990545,.1245746612548828,18437,-.9563827514648438,163749,-.3117294311523438,85665,-.1990480422973633,7457,-.0927839279174805,81437,270618,.5258350372314453,4490881,-.2774019241333008,12315,-3.116734504699707,88961,-1.09261417388916,872244,-1.107625961303711,3593122,-.3315792083740234,622096,-.5385494232177734,33589,-.3929519653320313,213555,-.0072088241577148,19165,684652,11738,1.326923370361328,210695,29953,-.3274126052856445,0,46502,-.0298919677734375,1163282,.0728130340576172,963311,-.6500988006591797,101791696,-.2832050323486328,46784,-.7431840896606445,30957,.1629533767700195,matched (3),592787.88,.87761158,33823.344,80137.07
201212,902129,635,4765,690195,12,0,0,0,0,0,0,0,0,0,0,1,688782,28367,-2.509348869323731,3289831,144132,-.1586370468139648,33314,-.8462333679199219,145873,-.1775655746459961,128398,-.2860612869262695,53,-5.638018608093262,77504,.174036979675293,60271,107588,1.071616172790527,159178,173277,-.8877391815185547,2338494,.0445470809936523,23467,-1.254082679748535,88782,18788,.4584465026855469,69203,.0464200973510742,6548,10439,2.700796604156494,319834,.208979606628418,62839964,.0255470275878906,590031,-.3658828735351563,4317913,.0788450241088867,72482,1.368978500366211,77409,-.749232292175293,93348,.0858898162841797,8991,.1870708465576172,349859,249783,-.0801162719726563,3012018,-.3994388580322266,171111,2.631494522094727,86455,-.0285739898681641,492404,-.5717697143554688,3639210,.0127449035644531,842364,.3031177520751953,46144,.3175678253173828,236840,.1034908294677734,114900,587117,2995,-1.365886688232422,241571,55824,.6225748062133789,0,48237,.0366306304931641,875052,-.2847175598144531,610002,-.456913948059082,115899608,.1297969818115234,43501,-.0727577209472656,31230,.0087804794311523,matched (3),692981.19,.87761158,38594.238,82264.492
201301,902129,636,4765,766505,01,0,0,0,0,0,0,0,0,0,0,0,987874,259708,2.214330673217773,1836164,242127,.518733024597168,59878,.5863313674926758,427201,1.074518203735352,169762,.2792625427246094,3751,4.259485244750977,272654,1.25787353515625,200174,122180,.1271867752075195,173746,438634,.9287738800048828,3147386,.2970647811889648,80156,1.228379249572754,140501,26679,.3506584167480469,89388,.2559423446655273,1415,5462,-.6477346420288086,303307,-.0530567169189453,90681224,.3667583465576172,978254,.5055942535400391,4318166,.0000581741333008,30255,-.8736763000488281,237908,1.122781753540039,84060,-.1048040390014648,5989,-.4062995910644531,372674,358933,.3625431060791016,4350853,.367762565612793,220131,.2519102096557617,97814,.123443603515625,1018736,.7270183563232422,3715398,.0207195281982422,848311,.0070352554321289,30349,-.4190034866333008,81161,-1.070950508117676,140089,3312972,5230,.5574665069580078,300381,15799,-1.26225757598877,0,64907,.2968292236328125,2081273,.8664522171020508,1757584,1.058233261108398,118978288,.0262165069580078,76220,.5608396530151367,23416,-.2879600524902344,matched (3),859156.88,.87761158,65865.531,98062.227
201302,902129,637,4765,661192,02,1,0,0,0,0,0,0,0,0,0,0,213723,153994,-.52264404296875,2002432,160945,-.4083995819091797,52076,-.1396055221557617,212576,-.6979551315307617,143307,-.169407844543457,2117,-.5720219612121582,93330,-1.072061538696289,46909,11094,-2.399091720581055,105850,319318,-.3174781799316406,2304247,-.3118181228637695,30288,-.9732227325439453,226333,6821,-1.363870620727539,46169,-.6606779098510742,3069,533,-2.327048301696777,616589,.7094573974609375,70618528,-.2500572204589844,758625,-.2542619705200195,4105220,-.0505714416503906,28404,-.0631322860717773,184087,-.2564754486083984,81089,-.0359830856323242,8381,.3360433578491211,74237,892441,.9108247756958008,4324635,-.0060443878173828,198604,-.102910041809082,34206,-1.050666809082031,656839,-.4388790130615234,3552086,-.0449504852294922,728217,-.15264892578125,25271,-.18310546875,105895,.2660140991210938,107143,799333,4986,-.0477771759033203,226528,28254,.5812883377075195,0,44315,-.3816318511962891,1889270,-.0967893600463867,621303,-1.039876937866211,141993728,.1768417358398438,51913,-.3840541839599609,30934,.2784366607666016,matched (3),552486,.87761158,44566.508,85229.719
201303,902129,638,4765,780782,03,0,1,0,0,0,0,0,0,0,0,0,417802,252823,.4957761764526367,1409351,598220,1.312895774841309,120176,.8362531661987305,329808,.4392118453979492,178508,.2196445465087891,5866,1.01917314529419,143657,.4312868118286133,111902,91723,2.112368583679199,149994,358857,.1167364120483398,2446457,.0598869323730469,119520,1.372732162475586,284461,100029,2.685453414916992,91811,.6874237060546875,8839,1358,.9352469444274902,310128,-.6872177124023438,70986648,.0051994323730469,996562,.2728042602539063,4138524,.0080795288085938,31716,.1102914810180664,104129,-.5697784423828125,115704,.3554878234863281,8927,.0631132125854492,133942,1668043,.6254463195800781,4855551,.1157941818237305,256907,.2574014663696289,123691,1.285386085510254,919984,.3369178771972656,4164225,.1589946746826172,952462,.2684516906738281,41499,.4960117340087891,78637,-.2976064682006836,32449,530364,6296,.233281135559082,412427,32280,.1332130432128906,0,98083,.7944908142089844,1549483,-.1982688903808594,982434,.4582147598266602,71725000,-.6829433441162109,63938,.2083444595336914,28949,-.0663204193115234,matched (3),717052.31,.87761158,35445.012,80834.898
201304,902129,639,4765,487614,04,0,0,1,0,0,0,0,0,0,0,0,658474,358478,.349177360534668,1931251,564723,-.0576229095458984,36559,-1.190030097961426,306370,-.0737180709838867,92152,-.6611948013305664,6225,.0594005584716797,19584,-1.992715835571289,70933,189882,.7276296615600586,110026,259044,-.3259258270263672,2307254,-.0585832595825195,42315,-1.038342475891113,132653,165590,.5040550231933594,81034,-.1248636245727539,1236,259,-1.656940460205078,404209,.2649469375610352,65640480,-.0783004760742188,885315,-.1183681488037109,4456611,.0740499496459961,123667,1.360771179199219,248375,.8693094253540039,99427,-.151611328125,2198,-1.401533126831055,104868,200381,-2.119186401367188,5565611,.1364841461181641,209047,-.2061548233032227,103060,-.1824750900268555,984057,.0673274993896484,4053869,-.0268583297729492,743677,-.2474431991577148,39598,-.0468912124633789,101278,.2530269622802734,67016,333395,4423,-.3530969619750977,352509,20920,-.4337425231933594,0,44791,-.7838068008422852,780212,-.6861114501953125,845515,-.1500873565673828,122891256,.5384597778320313,66732,.0427703857421875,37091,.2478389739990234,matched (3),592838.31,.87761158,39475.242,82681.477
201305,902129,640,4765,619870,05,0,0,0,1,0,0,0,0,0,0,0,186351,492135,.3168859481811523,1553302,373955,-.4121999740600586,19214,-.6432876586914063,433109,.346196174621582,236239,.9414052963256836,13079,.7424345016479492,191327,2.279271125793457,71144,89979,-.746826171875,95873,203252,-.2425508499145508,851772,-.9964942932128906,70592,.511775016784668,168188,256120,.436131477355957,92601,.1334314346313477,4268,975,1.325609683990479,547457,.3033523559570313,70694488,.0741748809814453,1303924,.3871898651123047,4770031,.0679636001586914,15737,-2.061577796936035,170742,-.374786376953125,79982,-.2176227569580078,9198,1.431438446044922,224478,181508,-.0989208221435547,4452380,-.2231674194335938,191048,-.0900344848632813,116233,.1202850341796875,1249016,.2384271621704102,3228725,-.2275848388671875,427518,-.5536108016967773,45551,.1400547027587891,148179,.3805522918701172,336359,441277,3697,-.1792964935302734,333962,38206,.6022872924804688,0,50154,.1130905151367188,1074715,.3202447891235352,1141343,.3000144958496094,128893312,.0476856231689453,40101,-.5092830657958984,49175,.2820110321044922,matched (3),654341.94,.87761158,27130.104,77549.82
201306,902129,641,4765,711828,06,0,0,0,0,1,0,0,0,0,0,0,854924,93441,-1.661422729492188,1150951,525808,.3408002853393555,81086,1.439870834350586,311097,-.3308849334716797,139090,-.5297231674194336,2588,-1.620122909545898,153456,-.2205705642700195,33382,127886,.3515634536743164,165466,295165,.3730878829956055,1285158,.4113178253173828,245253,1.245373725891113,127433,80297,-1.159914016723633,107622,.150324821472168,6881,7006,1.972084045410156,550212,.0050191879272461,58566872,-.1881980895996094,1773832,.3077640533447266,4984520,.0439844131469727,8319,-.6374721527099609,87111,-.6729707717895508,137166,.5393905639648438,13737,.4011068344116211,182366,101782,-.5784664154052734,4196473,-.0591945648193359,254850,.2881498336791992,188173,.4817647933959961,704999,-.5719146728515625,3820914,.1684026718139648,456127,.0647745132446289,52159,.1354637145996094,422389,1.047505378723145,97493,454389,7924,.7623748779296875,453535,35373,-.0770435333251953,0,105570,.7442760467529297,1711510,.4653205871582031,1166880,.0221281051635742,84988792,-.4164657592773438,65563,.4916105270385742,103307,.7423200607299805,matched (3),689372.06,.87761158,32696.168,79667.883
201307,902129,642,4765,463571,07,0,0,0,0,0,1,0,0,0,0,0,773333,265588,1.044615745544434,935329,404768,-.261622428894043,42962,-.6351938247680664,166024,-.6279716491699219,47062,-1.08365535736084,4974,.6533393859863281,79389,-.6590538024902344,17200,253175,.6829414367675781,117471,262943,-.1155977249145508,1720454,.2917070388793945,44991,-1.695827484130859,83542,12698,-1.844287872314453,55224,-.6672267913818359,2039,63,-4.711387157440186,489086,-.1177654266357422,41291292,-.349517822265625,1041739,-.5322504043579102,5894382,.1676626205444336,18095,.7770929336547852,161014,.6143083572387695,108904,-.2307252883911133,8514,-.4783811569213867,140098,255979,.9222621917724609,4513895,.0729160308837891,178552,-.3557949066162109,175113,-.071929931640625,636301,-.1025247573852539,3190015,-.1804637908935547,1021184,.8059473037719727,26772,-.6669397354125977,175429,-.878692626953125,205018,815323,4666,-.5295944213867188,229407,33145,-.0650568008422852,0,30246,-1.250009536743164,1111931,-.4312772750854492,1002079,-.1522560119628906,79513856,-.0665874481201172,43007,-.4216489791870117,30042,-1.235109329223633,matched (3),501543.72,.87761158,37957.824,81967.852
201308,902129,643,4765,728686,08,0,0,0,0,0,0,1,0,0,0,0,264613,127747,-.7318944931030273,3219112,492654,.1964931488037109,71984,.5161275863647461,258693,.4435091018676758,258076,1.701787948608398,7697,.4366054534912109,97815,.2087182998657227,76413,78398,-1.172282218933106,66143,302580,.1404085159301758,1566520,-.0937318801879883,86126,.649348258972168,992262,32226,.9313287734985352,64287,.1519594192504883,3336,6459,4.6300950050354,535606,.0908613204956055,75172664,.5991363525390625,809523,-.252202033996582,5104938,-.1437911987304688,14350,-.2318849563598633,200717,.2204046249389648,120416,.1004858016967773,3355,-.9312601089477539,113893,285721,.1099205017089844,3745166,-.1866941452026367,192362,.0744991302490234,247672,.3466739654541016,1508888,.8634567260742188,3236932,.0145998001098633,650511,-.4509601593017578,41356,.4348602294921875,104771,-.5154571533203125,169889,581276,11291,.8837041854858398,630884,23918,-.3262605667114258,0,64344,.7548789978027344,1354918,.1976423263549805,909212,-.097254753112793,122702976,.4338340759277344,92025,.7606973648071289,36946,.2068614959716797,matched (3),676675.06,.87761158,27453.494,77663.547
201309,902129,644,4765,435776,09,0,0,0,0,0,0,0,1,0,0,0,244212,185694,.3740482330322266,1907210,257245,-.6497774124145508,36888,-.6685581207275391,394513,.4220104217529297,117876,-.7836208343505859,5589,-.3200302124023438,177461,.595672607421875,66179,38170,-.7197494506835938,49384,199652,-.4157695770263672,4713579,1.101591110229492,101829,.1674842834472656,439535,6485,-1.603281021118164,48814,-.2753400802612305,1032,663,-2.276454448699951,390286,-.3165197372436523,42134740,-.5789146423339844,787026,-.0281839370727539,7756390,.418309211730957,12023,-.1769285202026367,110254,-.5991086959838867,92568,-.2630090713500977,6280,.626917839050293,187569,196119,-.3762941360473633,4401610,.161503791809082,161263,-.1763420104980469,116881,-.7509489059448242,1280647,-.1640081405639648,2698095,-.1820793151855469,957384,.3864469528198242,43275,.0453577041625977,97533,-.0715856552124023,34696,481509,12685,.1164140701293945,275601,14776,-.4816274642944336,0,56610,-.1280574798583984,885787,-.4250192642211914,1416350,.4432601928710938,92101360,-.2868766784667969,85521,-.073298454284668,32812,-.1186628341674805,matched (3),476599.22,.87761158,32810.188,79714.742
201310,902129,645,4765,477459,10,0,0,0,0,0,0,0,0,1,0,0,401004,265193,.356358528137207,2106383,299203,.151092529296875,61900,.517634391784668,442404,.1145715713500977,77495,-.4194192886352539,3564,-.4499168395996094,114627,-.4370670318603516,93428,47853,.2260847091674805,88129,346639,.5517082214355469,773927,-1.80672550201416,73833,-.3214893341064453,1063576,8189,.2332992553710938,59435,.1968660354614258,1138,2611,1.370713233947754,452487,.1478796005249023,59504816,.345184326171875,745210,-.0545949935913086,3992943,-.6639890670776367,15751,.2700824737548828,284025,.9462757110595703,100245,.0796737670898438,14999,.8706140518188477,328206,314259,.4714956283569336,5040760,.1355867385864258,200333,.2169437408447266,53029,-.7903175354003906,538450,-.8664255142211914,2771256,.0267543792724609,1004182,.0477237701416016,51263,.1693944931030273,141217,.3701066970825195,65400,0,4769,-.9782838821411133,0,22157,.4051494598388672,0,97470,.5433588027954102,1005752,.12701416015625,1118068,-.236480712890625,168839376,.6060581207275391,68966,-.2151479721069336,14425,-.8218317031860352,matched (3),508360.81,.87761158,35132.254,80698.25
201311,902129,646,4765,554084,11,0,0,0,0,0,0,0,0,0,1,0,353739,703007,.9749088287353516,1181192,588442,.676356315612793,43478,-.3532648086547852,338053,-.2690210342407227,175026,.8147211074829102,3441,-.035120964050293,3511,-3.485782623291016,107827,108933,.8225984573364258,75360,319567,-.0813169479370117,1711690,.7937593460083008,341062,1.530258178710938,742279,8830,.0753631591796875,40642,-.3800811767578125,7598,2665,.0204710960388184,490263,.0801830291748047,82339168,.3247909545898438,688646,-.0789384841918945,5791533,.3718690872192383,99908,1.847345352172852,213087,-.2873620986938477,157510,.4518718719482422,11285,-.2845087051391602,342119,404371,.2521152496337891,5312108,.0524320602416992,201640,.0065031051635742,92233,.5534791946411133,972382,.5910539627075195,3357736,.1919660568237305,1273028,.2372245788574219,40559,-.2342119216918945,220534,.4457540512084961,99360,708234,6124,.2500791549682617,566401,20335,-.0858097076416016,0,101494,.0404548645019531,1540431,.4263267517089844,1281845,.1366987228393555,114749280,-.3861980438232422,108137,.4497852325439453,35639,.9044771194458008,matched (3),469588.88,.87761158,35076.844,80674.141
