period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1055c826,growth1055c826,Y1400c152,Y1424c554,Y1540c586,growth1540c586,Y1686c440,growth1686c440,Y1752c440,growth1752c440,Y1980c484,growth1980c484,Y2080c826,growth2080c826,Y2120c372,growth2120c372,Y2327c208,Y2560c191,growth2560c191,Y2603c586,growth2603c586,Y2764c208,growth2764c208,Y2897c300,growth2897c300,Y2945c381,Y2968c484,growth2968c484,Y2984c124,growth2984c124,Y3007c757,growth3007c757,Y3260c428,growth3260c428,Y3394c554,Y3406c381,Y3453c152,growth3453c152,Y3454c498,Y3455c203,Y3465c300,growth3465c300,Y365c376,Y3681c484,growth3681c484,Y3738c208,growth3738c208,Y3820c826,growth3820c826,Y4077c218,Y4138c233,Y4173c586,growth4173c586,Y4181c826,growth4181c826,Y4210c376,Y4277c191,growth4277c191,Y4306c152,growth4306c152,Y4329c352,growth4329c352,Y4634c300,growth4634c300,Y4681c642,Y4711c348,growth4711c348,Y4757c152,growth4757c152,Y4760c620,growth4760c620,Y4793c688,growth4793c688,Y4838c246,growth4838c246,Y4922c428,growth4922c428,Y5009c222,growth5009c222,Y619c233,Y663c440,growth663c440,Y679c792,growth679c792,Y686c251,growth686c251,_merge,x,r2,s,sf
201011,901831,610,4753,5123252,11,0,0,0,0,0,0,0,0,0,1,0,918874,-.218165397644043,495000,125425,208451,-.2993478775024414,1520537,-.0522298812866211,44949,.117274284362793,3018997,.0098371505737305,378860,.9672489166259766,9219597,.1942977905273438,12083,2689,1.560098648071289,361594,2.848573684692383,9080231,.0555286407470703,682748,.0595483779907227,1392367,164817,.0154199600219727,5883508,.4470605850219727,514666,.8680868148803711,137780,-.12579345703125,219125,1348047,468200,.0959529876708984,9618,232821,6349,-1.225505828857422,188000,96167,.283106803894043,63571,.1462612152099609,3261777,.0870237350463867,32617,2403,175952,.4152345657348633,570488,-.2174777984619141,217000,272438,.3383989334106445,969619,-1.974928855895996,309864,.6897382736206055,39131,.1614475250244141,45357,138953,2.90572452545166,1141521,.0850667953491211,1415541,.283172607421875,379998,1.010588645935059,15442,1.105109214782715,25083,-.166900634765625,10802,-.149989128112793,78986,633167,.1790971755981445,49424,-1.745102882385254,2167468,-.8723440170288086,matched (3),4648515.5,.92764288,291346.63,524834.19
201012,901831,611,4753,5079569,12,0,0,0,0,0,0,0,0,0,0,1,779905,-.1639776229858398,429712,213725,576580,1.017410278320313,1953748,.2506856918334961,26918,-.5127334594726563,1824391,-.5036783218383789,152740,-.9084300994873047,8691402,-.0589971542358398,3543,298,-2.199831008911133,45773,-2.066826820373535,8113211,-.1126060485839844,305625,-.8037662506103516,1296629,102512,-.4748563766479492,11717076,.6888942718505859,223873,-.8324394226074219,44568,-1.128642082214356,196821,1095483,798388,.5336990356445313,3496,170254,5922,-.0696229934692383,151000,137669,.3587656021118164,29662,-.7622909545898438,2819665,-.1456537246704102,28465,197167,50768,-1.242944717407227,800711,.3390073776245117,720000,220497,-.2115268707275391,1134176,.1567583084106445,156325,-.6841964721679688,65815,.519932746887207,33020,209751,.4117851257324219,1711307,.4048957824707031,1427786,.0086135864257813,245678,-.4361448287963867,10112,-.4233675003051758,41985,.5151214599609375,7318,-.3893947601318359,73032,602721,-.0492792129516602,109752,.7977876663208008,2360005,.0851039886474609,matched (3),5927691,.92764288,354652.31,562446.75
201101,901831,612,4753,5541044,01,0,0,0,0,0,0,0,0,0,0,0,1287877,.5015783309936523,1452725,206303,242760,-.8650407791137695,2646383,.3034439086914063,36323,.2996559143066406,3330859,.6019840240478516,303225,.6857385635375977,8738978,.0054588317871094,6640,9652,3.477826595306397,51010,.1083269119262695,10805568,.2865676879882813,720491,.8575735092163086,1499526,151435,.3901767730712891,12611560,.0735664367675781,140864,-.4632844924926758,209189,1.546222686767578,161974,1900059,857039,.0708885192871094,582,318957,57261,2.26894474029541,474000,162180,.1638545989990234,71890,.8852710723876953,6309004,.8053598403930664,52256,14295,175505,1.240401268005371,1007836,.2300605773925781,1481000,219944,-.0025110244750977,1640027,.3688068389892578,296353,.6396150588989258,87187,.2812080383300781,61294,29045,-1.97707462310791,3947186,.8357458114624023,1829072,.2476835250854492,217530,-.1216840744018555,5197,-.6656417846679688,109779,.9611568450927734,15123,.7258796691894531,31102,582210,-.0346231460571289,248312,.816462516784668,5743851,.8894662857055664,matched (3),4669318.5,.92764288,272325.44,514518.44
201102,901831,613,4753,3234659,02,1,0,0,0,0,0,0,0,0,0,0,1444730,.1149272918701172,781454,142240,295220,.1956472396850586,2917762,.0976238250732422,31085,-.1557254791259766,4447237,.2890529632568359,226053,-.293705940246582,7699232,-.1266727447509766,7616,1177,-2.104196071624756,224468,1.481711387634277,9117150,-.1699047088623047,445790,-.4800844192504883,1311041,90507,-.5147294998168945,9167369,-.3189640045166016,69911,-.7005710601806641,100484,-.7332401275634766,148709,2884593,513444,-.5123424530029297,17078,210809,21238,-.9918270111083984,415000,196898,.1939792633056641,47294,-.4187536239624023,3379616,-.6242160797119141,120502,16106,112293,-.4465560913085938,557607,-.5919055938720703,560000,282272,.2494983673095703,714730,-.8305635452270508,182335,-.4857063293457031,60479,-.3657588958740234,41009,28062,-.0344305038452148,1988988,-.6853771209716797,1598370,-.1348237991333008,231344,.0615682601928711,3057,-.5306472778320313,73962,-.3949174880981445,1108,-2.613659858703613,33863,561153,-.0368375778198242,129241,-.6530075073242188,1660223,-1.241178512573242,matched (3),4542420,.92764288,298938.47,529086.25
201103,901831,614,4753,4519619,03,0,1,0,0,0,0,0,0,0,0,0,2071005,.360112190246582,0,238280,351605,.1747875213623047,2041993,-.3568906784057617,69632,.8064985275268555,7223442,.4850482940673828,341928,.4138307571411133,9708045,.2318334579467773,770,1455,.2120370864868164,272563,.1941366195678711,10515629,.1427059173583984,464291,.0406627655029297,1610921,201267,.7992057800292969,7550478,-.1940393447875977,137071,.6732759475708008,255063,.9315118789672852,156101,3376545,1133198,.7916584014892578,70229,374417,88180,1.423587799072266,791000,215468,.0901269912719727,49206,.0396318435668945,6615036,.6715831756591797,91387,124885,53435,-.7426462173461914,962838,.5462303161621094,1630000,308387,.0884838104248047,1702745,.8680925369262695,307021,.5210704803466797,66887,.1007080078125,50731,84736,1.105124473571777,2546072,.2469253540039063,1786071,.1110334396362305,257898,.1086587905883789,28796,2.242802619934082,158064,.7594490051269531,1752,.4582014083862305,46715,985393,.5630464553833008,292461,.8166522979736328,5093018,1.120919227600098,matched (3),3506414.5,.92764288,280721.59,519011.28
201104,901831,615,4753,4504160,04,0,0,1,0,0,0,0,0,0,0,0,1016450,-.7117176055908203,1053,108113,233667,-.4086112976074219,4517968,.7941360473632813,14757,-1.551506042480469,5259823,-.3172340393066406,317875,-.072941780090332,8685907,-.1112527847290039,462,1386,-.048583984375,49714,-1.701582908630371,8820524,-.17578125,399942,-.1491918563842773,1070585,178206,-.1216926574707031,6146421,-.2057409286499023,149911,.0895423889160156,61270,-1.426219940185547,167742,1144991,699401,-.4825754165649414,15857,237094,1646,-3.981031894683838,376000,242542,.1183624267578125,40004,-.207036018371582,6063730,-.0870199203491211,19496,59039,110961,.730712890625,717301,-.2943897247314453,33000,269555,-.13458251953125,1991482,.1566371917724609,210941,-.3753376007080078,29794,-.8086977005004883,42305,1964,-3.764557361602783,2196723,-.1475849151611328,995257,-.5847721099853516,118417,-.7783517837524414,4491,-1.858160972595215,82247,-.6532735824584961,880,-.688591480255127,45694,733969,-.2945737838745117,169684,-.5443935394287109,2883331,-.5689249038696289,matched (3),4866320.5,.92764288,331845.63,548351.75
201105,901831,616,4753,5605795,05,0,0,0,1,0,0,0,0,0,0,0,3543162,1.248703002929688,668463,191603,334164,.3577346801757813,5230394,.1464242935180664,45484,1.125642776489258,10227922,.6650247573852539,456241,.3613624572753906,9301204,.0684423446655273,6141,8940,1.864113330841065,171209,1.236598014831543,10018152,.1273174285888672,573592,.3605995178222656,1561044,180403,.0122528076171875,8182670,.2861490249633789,108105,-.3269386291503906,113357,.6152515411376953,7738916,1256170,827442,.1681146621704102,23296,326597,54148,3.493372440338135,480000,251696,.0370464324951172,58237,.3755407333374023,14131188,.8460578918457031,131959,3171,183265,.5017547607421875,815946,.1288528442382813,2537000,253189,-.0626363754272461,2460149,.2113428115844727,280675,.285618782043457,49844,.5145912170410156,48550,40059,3.015369892120361,2548296,.1484584808349609,1533218,.4321222305297852,944591,2.076539993286133,7963,.5727300643920898,138753,.5229682922363281,4609,1.655844211578369,75569,1236201,.521331787109375,595843,1.256039619445801,2666463,-.0781927108764648,matched (3),7575466,.92764288,387375.47,583633.31
201106,901831,617,4753,6251057,06,0,0,0,0,1,0,0,0,0,0,0,2150493,-.4993228912353516,1427386,87333,494269,.3914480209350586,8648686,.5029201507568359,13548,-1.211121559143066,7624143,-.2938022613525391,522173,.1349782943725586,10197096,.0919589996337891,561,4830,-.6156883239746094,74387,-.8336038589477539,10795144,.0746974945068359,476617,-.1852054595947266,1776875,173371,-.0397586822509766,12332730,.4102373123168945,159226,.3872213363647461,239627,.7485418319702148,374032,1428009,1334536,.4780006408691406,4536,444114,68127,.2296524047851563,1267000,318568,.2356138229370117,81738,.3389987945556641,3828029,-1.306033134460449,42688,53969,135732,-.3002510070800781,1100900,.299534797668457,778000,226681,-.1105928421020508,2696355,.0916786193847656,310536,.1011028289794922,23999,-.7308855056762695,51994,330291,2.109621047973633,1375904,-.6163139343261719,1536208,.001948356628418,358010,-.9701919555664063,6072,-.2711181640625,94887,-.3800086975097656,7836,.5307178497314453,120284,1647232,.287053108215332,755729,.237706184387207,3863106,.3707180023193359,matched (3),7635345.5,.92764288,491000.22,657000.25
201107,901831,618,4753,4966963,07,0,0,0,0,0,1,0,0,0,0,0,976470,-.7895078659057617,218440,314364,354704,-.3317956924438477,5259756,-.4973220825195313,9094,-.3986244201660156,5191176,-.3843593597412109,334854,-.4443044662475586,7773872,-.2713346481323242,143,5084,.0512514114379883,82382,.102086067199707,12219056,.1239013671875,582028,.1998052597045898,1800873,174004,.0036439895629883,8301949,-.3957653045654297,281907,.5712528228759766,136423,-.5633230209350586,165792,2326929,415470,-1.166929244995117,2211,267065,6504,-2.348956108093262,712000,225101,-.3472862243652344,67084,-.1975736618041992,6086594,.4637384414672852,93022,22480,56510,-.8762645721435547,838124,-.2727165222167969,182000,237972,.048609733581543,1551565,-.5526361465454102,399850,.2527894973754883,63418,.9717350006103516,33800,261559,-.2333145141601563,1230913,-.1113548278808594,1556719,.0132637023925781,266977,-.2933979034423828,14606,.8777446746826172,31716,-1.095865249633789,4836,-.4826412200927734,107066,1306422,-.2318038940429688,206354,-1.298089981079102,3119209,-.2138919830322266,matched (3),6478857.5,.92764288,279984.97,518613.22
201108,901831,619,4753,6573410,08,0,0,0,0,0,0,1,0,0,0,0,2982512,1.1165771484375,0,928101,458686,.2570819854736328,6056243,.1410045623779297,43676,1.569184303283691,5234063,.0082273483276367,461085,.3198881149291992,9580618,.2089738845825195,387,794,-1.856770038604736,119347,.3706684112548828,11678286,-.0452671051025391,915901,.4533901214599609,1504236,241415,.3274393081665039,6867117,-.1897459030151367,308542,.0902805328369141,240716,.5678567886352539,155570,753653,1120246,.9918937683105469,7972,221040,4705,-.32379150390625,446000,265963,.1668081283569336,54704,-.2040090560913086,775882,-2.059843063354492,36899,87148,103937,.6093673706054688,904965,.0767297744750977,2206000,279263,.1600008010864258,5508890,1.267098426818848,80262,-1.605792999267578,128485,.7060642242431641,46996,129,-7.614602565765381,2305931,.6277284622192383,952646,-.4910926818847656,472182,.5702018737792969,3414,-1.453547477722168,54973,.5500211715698242,7260,.4062919616699219,103112,1076079,-.1939687728881836,379392,.6089763641357422,4185918,.2941465377807617,matched (3),6992833.5,.92764288,318233.28,540222.63
201109,901831,620,4753,7399410,09,0,0,0,0,0,0,0,1,0,0,0,2087819,-.3566455841064453,1345375,212437,490742,.0675525665283203,8978272,.3937187194824219,50710,.1493244171142578,5754490,.094792366027832,421434,-.0899190902709961,8263631,-.1478776931762695,9832,23161,3.373141765594482,228663,.6502141952514648,10665733,-.0906944274902344,577376,-.4614152908325195,1812738,168052,-.36224365234375,5024135,-.3124914169311523,111227,-1.020284652709961,426956,.573063850402832,412820,1155675,1044616,-.0698995590209961,12257,236761,13288,1.038235664367676,517000,529350,.6882925033569336,88059,.4760704040527344,5737497,2.000777244567871,23996,54970,113664,.0894613265991211,1076621,.1736860275268555,2279000,236182,-.1675510406494141,6109036,.1034059524536133,278898,1.245550155639648,76644,-.5166406631469727,49478,83,-.440971851348877,1744553,-.2789859771728516,1453885,.4227514266967773,245121,-.6556129455566406,16317,1.564322471618652,113544,.7253484725952148,8745,.1861028671264648,156345,480070,-.8071470260620117,231487,-.4940462112426758,3475410,-.1860132217407227,matched (3),7104984.5,.92764288,629913,766393.19
201110,901831,621,4753,5702646,10,0,0,0,0,0,0,0,0,1,0,0,477565,-1.475175857543945,1108984,99083,417237,-.1622638702392578,3661797,-.8968544006347656,30352,-.5132608413696289,3516580,-.4924907684326172,409290,-.0292396545410156,7984946,-.034306526184082,24561,2280,-2.318294525146484,77575,-1.081004142761231,9461882,-.1197643280029297,457945,-.2317447662353516,2279020,206325,.2051782608032227,5017577,-.0013065338134766,92501,-.1843538284301758,239944,-.5762758255004883,219389,2652687,608033,-.5411748886108398,9687,370542,67475,1.624896049499512,131000,193058,-1.008659362792969,56016,-.4523696899414063,11714341,.7137918472290039,73771,18640,113417,-.0021753311157227,541206,-.6877822875976563,276000,216592,-.0865879058837891,1002426,-1.807345390319824,159595,-.5582075119018555,58100,-.2770051956176758,40971,179754,7.680503845214844,1449517,-.1852684020996094,950569,-.4249334335327148,54319,-1.506877899169922,8717,-.6269321441650391,43723,-.9543161392211914,3653,-.8729333877563477,70079,755469,.4534072875976563,168245,-.3191022872924805,4466333,.2508554458618164,matched (3),6161429.5,.92764288,220251.19,488956.72
201111,901831,622,4753,3925198,11,0,0,0,0,0,0,0,0,0,1,0,387976,-.2077560424804688,1209065,219885,322395,-.2578773498535156,2673394,-.3146047592163086,22032,-.3203668594360352,4325670,.2070779800415039,310447,-.2764110565185547,7611954,-.0478382110595703,434,6619,1.065769195556641,192395,.9083051681518555,8185967,-.1448507308959961,377928,-.1920452117919922,1433547,284754,.3221731185913086,6920581,.3215532302856445,7663,-2.490816116333008,280809,.1572694778442383,97797,1559862,902542,.3949861526489258,6550,246624,8798,-2.037232398986816,403000,60653,-1.157821655273438,53478,-.0463666915893555,7811494,-.4052181243896484,41640,29593,94180,-.1858634948730469,811646,.4052639007568359,1220000,239906,.1022319793701172,1315375,.271697998046875,271796,.5324125289916992,54929,-.0561246871948242,97364,8635,-3.035765647888184,1119883,-.2580060958862305,1170176,.2078485488891602,186109,1.23145866394043,5544,-.4525585174560547,46954,.071293830871582,3706,.014404296875,140332,635440,-.1730213165283203,151741,-.103245735168457,3379551,-.2788248062133789,matched (3),4228498,.92764288,213953.77,486152.56
201112,901831,623,4753,5285622,12,0,0,0,0,0,0,0,0,0,0,1,1235619,1.158383369445801,216230,114744,381560,.1684904098510742,3202089,.1804542541503906,11198,-.6767606735229492,3426363,-.2330684661865234,246044,-.2325029373168945,7989077,.0483560562133789,488,1208,-1.700978755950928,192426,.0001611709594727,9160868,.1125192642211914,341244,-.1021060943603516,1026499,146190,-.6667184829711914,14002331,.7047243118286133,295949,3.653783798217773,390153,.3288640975952148,245034,2176907,2104555,.8466434478759766,12277,253959,62152,1.955058097839356,538000,101169,.5116233825683594,47023,-.1286334991455078,9558334,.2018165588378906,60616,48907,51321,-.6071071624755859,645206,-.2294940948486328,1308000,366919,.4248943328857422,17764846,2.603099822998047,223650,-.1949691772460938,25027,-.7860860824584961,108703,1470315,5.137408256530762,1710833,.4237565994262695,1014606,-.1426534652709961,210096,.1212320327758789,5746,.0357875823974609,124861,.9780330657958984,20124,1.691959381103516,185784,639882,.0069665908813477,100607,-.4109535217285156,3190728,-.0574941635131836,matched (3),5831519,.92764288,252861.61,504486.94
201201,901831,624,4753,7421139,01,0,0,0,0,0,0,0,0,0,0,0,761586,-.4839239120483398,4723747,149761,506915,.2840757369995117,3728037,.1520786285400391,59276,1.666469573974609,4867381,.3510570526123047,431195,.5610504150390625,9118236,.1322011947631836,20196,5392,1.495950222015381,98580,-.6688432693481445,12223732,.2884387969970703,501733,.3854703903198242,1219626,171576,.1601200103759766,14620310,.0431880950927734,572326,.6595220565795898,320965,-.1952066421508789,348224,147220,1185781,-.5737018585205078,32602,385963,62744,.0094795227050781,298000,116745,.1431999206542969,72281,.4299240112304688,6451052,-.3931703567504883,60486,142639,112157,.78179931640625,1195137,.6164464950561523,1715000,213803,-.5400867462158203,1510373,-2.464864730834961,231406,.0340909957885742,159725,1.853498458862305,119496,529002,-1.022239685058594,1187349,-.3652572631835938,1210760,.1767473220825195,295318,.3404884338378906,5833,.0150270462036133,300208,.8772745132446289,10624,-.6387968063354492,105447,869460,.3065881729125977,176680,.5631179809570313,3333181,.0436782836914063,matched (3),6412034,.92764288,189734,475990.63
201202,901831,625,4753,3964483,02,1,0,0,0,0,0,0,0,0,0,0,156874,-1.579959869384766,5054647,115788,380418,-.2870731353759766,3655779,-.0195722579956055,31544,-.6308212280273438,3425723,-.3512430191040039,18247,-3.162559509277344,7575801,-.1853179931640625,27559,9879,.6054954528808594,89476,-.096898078918457,10949763,-.1100616455078125,223300,-.8095512390136719,1174807,112590,-.4212741851806641,7387618,-.6826066970825195,33566,-2.836195945739746,180483,-.5756959915161133,213364,834130,1230866,.0373163223266602,628,270047,49669,-.2336816787719727,237000,122279,.0463132858276367,66424,-.0845022201538086,4439861,-.3736200332641602,37751,54761,72164,-.4409580230712891,1136439,-.0503616333007813,1085000,195908,-.0874099731445313,2796685,.6160783767700195,202772,-.1320915222167969,22005,-1.982183456420898,72977,185361,-1.048686981201172,2080644,.5609540939331055,976205,-.2153310775756836,83715,-1.260634422302246,7815,.2925138473510742,140797,-.7571563720703125,8755,-.1934909820556641,138759,617837,-.3416481018066406,87368,-.7042112350463867,2699428,-.2108869552612305,matched (3),4126153.5,.92764288,260482.03,508349.25
201203,901831,626,4753,3997452,03,0,1,0,0,0,0,0,0,0,0,0,1107824,1.954710006713867,5368382,136547,427096,.1157379150390625,4333487,.1700630187988281,48622,.4326925277709961,4621709,.2994518280029297,160359,2.17341423034668,7869425,.0380258560180664,277,1754,-1.728512763977051,140537,.4514999389648438,9385621,-.1541385650634766,583299,.9601831436157227,803149,224524,.6902303695678711,6404788,-.1427602767944336,138729,1.419009208679199,282261,.4471960067749023,143335,1124567,485853,-.9295673370361328,20618,350526,47154,-.0519618988037109,510000,74252,-.49884033203125,127574,.6526374816894531,6535304,.3865957260131836,140311,86546,48823,-.3907403945922852,906907,-.2256145477294922,445000,221709,.1237211227416992,13999295,1.61057186126709,254703,.2280158996582031,36501,.5060691833496094,41456,54454,-1.224948883056641,2129375,.0231504440307617,982177,.006098747253418,192182,.831024169921875,15234,.6674842834472656,70069,-.6978387832641602,3977,-.7890968322753906,75153,996134,.4776573181152344,232031,.9767427444458008,4609631,.5351076126098633,matched (3),4097737.3,.92764288,290009.47,524093.09
201204,901831,627,4753,5062831,04,0,0,1,0,0,0,0,0,0,0,0,974231,-.128504753112793,111322,324141,583323,.311732292175293,4545611,.0477895736694336,26397,-.6108255386352539,4986165,.075901985168457,200738,.2245855331420898,7266620,-.0796937942504883,645,2180,.2174263000488281,216692,.4330062866210938,9632873,.0260028839111328,283720,-.7207117080688477,919142,97688,-.8322038650512695,7083313,.1006965637207031,115178,-.1860437393188477,251677,-.1146860122680664,271185,312584,1488359,1.119523048400879,15788,237732,28891,-.4898891448974609,253000,250613,1.216444969177246,56728,-.8104286193847656,10723312,.4952020645141602,46879,25942,85341,.5584535598754883,949191,.0455703735351563,1133000,210534,-.0517187118530273,10369486,-.3001384735107422,232142,-.0927486419677734,59729,.4924783706665039,47321,18032,-1.105208396911621,2267191,.062713623046875,761106,-.2549982070922852,445103,.8398628234863281,7029,-.7734851837158203,144661,.7249126434326172,3760,-.0561094284057617,114022,1082176,.0828475952148438,366354,.4567289352416992,2611973,-.5680418014526367,matched (3),5783853.5,.92764288,188682,475572.28
201205,901831,628,4753,6364729,05,0,0,0,1,0,0,0,0,0,0,0,2833930,1.067770957946777,3008416,196967,288031,-.7056722640991211,5195317,.1335954666137695,37349,.3470563888549805,7334426,.3859119415283203,209861,.0444450378417969,8793698,.1907444000244141,46974,9636,1.486181259155273,23615,-2.216594696044922,10469664,.0832996368408203,415975,.3826370239257813,1058469,219184,.8081321716308594,12668759,.5813980102539063,139621,.1924533843994141,374058,.3962640762329102,93407,5590008,513920,-1.063361167907715,31996,344548,12252,-.8578405380249023,571000,289126,.1429519653320313,74445,.2717933654785156,4838444,-.7958269119262695,59489,52934,76585,-.1082534790039063,992603,.0447206497192383,3037000,228411,.0814990997314453,1097717,-2.245635986328125,241072,.0377464294433594,27253,-.7846536636352539,50681,26064,.3684072494506836,1653844,-.3154392242431641,1113698,.3806686401367188,497213,.110713005065918,46245,1.883909225463867,45872,-1.148538589477539,5446,.3704624176025391,137315,1363379,.230992317199707,440592,.1845188140869141,3358916,.2515125274658203,matched (3),6483444,.92764288,263369.03,509834.63
201206,901831,629,4753,6079662,06,0,0,0,0,1,0,0,0,0,0,0,251743,-2.421010971069336,2119182,166128,219916,-.2698230743408203,4832264,-.0724430084228516,34373,-.0830354690551758,5311775,-.3226528167724609,337119,.4739904403686523,7644129,-.1400976181030273,29373,4405,-.7827663421630859,135683,1.748438835144043,10095718,-.0363693237304688,582822,.3372564315795898,950323,240748,.0938396453857422,10296306,-.2073554992675781,230317,.5005245208740234,289911,-.2548360824584961,199312,789263,982282,.6478109359741211,33926,363066,8017,-.4241247177124023,628000,96765,-1.094576835632324,57294,-.2618656158447266,12446182,.944819450378418,69784,63732,61531,-.2188606262207031,1148385,.1457805633544922,749000,171228,-.2881498336791992,2205114,.6975469589233398,216680,-.1066741943359375,54325,.6898202896118164,32731,4547,-1.746087074279785,2487392,.4081325531005859,1053562,-.0555095672607422,148677,-1.207242012023926,8255,-1.72313404083252,33189,-.3236360549926758,5334,-.0207796096801758,116767,1449182,.0610332489013672,248221,-.5738000869750977,5100074,.4176368713378906,matched (3),5574851,.92764288,242654.55,499449
201207,901831,630,4753,5200200,07,0,0,0,0,0,1,0,0,0,0,0,11885,-3.053131103515625,21004,79696,486843,.7946968078613281,3600335,-.2942876815795898,38965,.1253929138183594,4903259,-.0800256729125977,617608,.6054182052612305,6444745,-.1706724166870117,1855,1340,-1.190070629119873,61184,-.7964353561401367,13025327,.2547836303710938,887924,.4210042953491211,734534,174660,-.3209095001220703,7479883,-.3195676803588867,47838,-1.571636199951172,188466,-.4306564331054688,115199,12898,1058630,.0748519897460938,24125,312050,21632,.9926090240478516,346000,84606,-.1342802047729492,86074,.4070119857788086,5940902,-.7395524978637695,33358,19593,52126,-.1658773422241211,1159271,.009434700012207,1113000,228282,.2875852584838867,1446492,-.4216375350952148,244095,.119135856628418,54111,-.0039463043212891,276468,9238,.708857536315918,1624592,-.4259786605834961,724442,-.3745298385620117,126556,-.1610918045043945,55229,1.900669097900391,22530,-.3873710632324219,7001,.2719516754150391,86492,1257418,-.1419391632080078,655616,.9712562561035156,4833926,-.0535964965820313,matched (3),5074057,.92764288,228881.7,492904.56
201208,901831,631,4753,5681245,08,0,0,0,0,0,0,1,0,0,0,0,36560,1.123677253723145,154475,368499,432588,-.1181564331054688,4199347,.1539020538330078,64864,.5096282958984375,8728459,.5766887664794922,20958,-3.383334159851074,9533859,.3915843963623047,14694,826,-.4838299751281738,83557,.3116436004638672,12032464,-.0792865753173828,526454,-.5227212905883789,768614,231173,.2803249359130859,192398,-3.660406112670898,52784,.0983877182006836,195507,.0366783142089844,181099,440994,351826,-1.101593971252441,38772,314762,79385,1.300135612487793,258000,217011,.9419431686401367,69353,-.2159976959228516,7376254,.216404914855957,54204,51993,91083,.5581073760986328,648150,-.5814237594604492,1309000,211960,-.0741844177246094,2903343,.696721076965332,208906,-.1556730270385742,29512,-.6062412261962891,28351,30392,1.190854072570801,2290824,.3436555862426758,1042413,.3638916015625,125569,-.0078287124633789,19741,-1.028790473937988,55849,.9078035354614258,3321,-.7457876205444336,143914,1213467,-.035578727722168,264002,-.9096183776855469,4780783,-.0110549926757813,matched (3),5870700.5,.92764288,328409.25,546279
201209,901831,632,4753,6333385,09,0,0,0,0,0,0,0,1,0,0,0,96140,.9668502807617188,1312564,447338,235411,-.6084527969360352,3598940,-.1542901992797852,51707,-.2266988754272461,2486446,-1.255734443664551,165824,2.06840705871582,6710994,-.3511028289794922,1453,907,.0935478210449219,34394,-.8876466751098633,14049371,.15496826171875,343907,-.4257926940917969,1100928,212843,-.082611083984375,5569227,3.365446090698242,173123,1.18779468536377,93067,-.7422761917114258,341534,414220,392744,.1100215911865234,4358,320610,4988,-2.767273902893066,241000,63956,-1.221753120422363,130008,.6283864974975586,290101,-3.235791206359863,77767,72397,65130,-.3353853225708008,860558,.2834587097167969,66000,252536,.1751565933227539,1196987,-.8860549926757813,178609,-.1566848754882813,79712,.9936237335205078,36923,58820,.6603021621704102,1315979,-.5543308258056641,649238,-.4734945297241211,284875,.8191947937011719,37208,.6338253021240234,97619,.5584211349487305,3237,-.0256185531616211,91399,496042,-.8945760726928711,367312,.3302545547485352,5812739,.1954479217529297,matched (3),6602998,.92764288,346065.09,557071.94
201210,901831,633,4753,6346252,10,0,0,0,0,0,0,0,0,1,0,0,525634,1.698800086975098,5029445,298145,384428,.4904232025146484,2454063,-.3828935623168945,54483,.0522956848144531,5959107,.8740663528442383,262261,.4584131240844727,9259818,.3219375610351563,13259,2317,.9378862380981445,44831,.2650175094604492,10419912,-.298858642578125,403063,.1587209701538086,1501066,221789,.0411710739135742,5547555,-.0038995742797852,2591,-4.201958656311035,176779,.6415805816650391,153098,1423819,929365,.8613433837890625,25496,252500,58487,2.461769104003906,253000,216210,1.21805477142334,83786,-.4393301010131836,2517781,2.160903930664063,44961,78843,91528,.3402595520019531,960088,.1094436645507813,1682000,322752,.245330810546875,1344437,.1161670684814453,281519,.4550008773803711,32474,-.8979806900024414,46372,37093,-.4610528945922852,1522399,.1457061767578125,1339828,.7244977951049805,331411,.1513090133666992,18241,-.7128515243530273,52129,-.6273508071899414,9454,1.07179069519043,143466,838076,.5244483947753906,167791,-.7834920883178711,5491220,-.0569019317626953,matched (3),6713792.5,.92764288,253698.36,504906.88
201211,901831,634,4753,5415877,11,0,0,0,0,0,0,0,0,0,1,0,138504,-1.333705902099609,4855360,255163,1313208,1.228471755981445,2013944,-.1976499557495117,20693,-.9680938720703125,7105982,.1760158538818359,551181,.7427225112915039,8572669,-.0771055221557617,3015,1846,-.2272524833679199,42940,-.0430965423583984,7953642,-.2700891494750977,274750,-.3832311630249023,1061479,151083,-.3838968276977539,10448468,.6330986022949219,4646,.5839624404907227,177477,.0039405822753906,44954,281626,465519,-.6913490295410156,25361,221706,5298,-2.401474952697754,74000,187516,-.1423854827880859,112027,.2904739379882813,2331995,-.0766544342041016,40393,82125,53546,-.5361042022705078,307260,-1.139330863952637,905000,183277,-.5658855438232422,1555938,.1461038589477539,430220,.4240961074829102,82202,.9287395477294922,31873,316108,2.142655372619629,1682400,.0999336242675781,826240,-.4834117889404297,110662,-1.096879005432129,12802,-.3540706634521484,44518,-.1578283309936523,7766,-.1966819763183594,94991,835494,-.0030860900878906,116347,-.3661422729492188,2976045,-.6125545501708984,matched (3),5034460.5,.92764288,235384.86,495957.78
