period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1480c372,growth1480c372,Y1489c826,growth1489c826,Y1492c428,growth1492c428,Y1575c152,growth1575c152,Y1669c792,growth1669c792,Y1730c807,growth1730c807,Y2003c191,growth2003c191,Y200c705,Y2148c616,growth2148c616,Y2540c616,growth2540c616,Y2621c705,growth2621c705,Y2715c68,growth2715c68,Y2715c792,growth2715c792,Y2729c757,growth2729c757,Y2740c68,growth2740c68,Y2821c381,Y2848c620,growth2848c620,Y2877c208,growth2877c208,Y2884c124,growth2884c124,Y3208c688,growth3208c688,Y3210c246,growth3210c246,Y3439c246,growth3439c246,Y3443c688,growth3443c688,Y3552c233,Y3577c268,growth3577c268,Y3729c757,growth3729c757,Y3793c152,growth3793c152,Y37c246,growth37c246,Y3800c348,growth3800c348,Y3908c251,growth3908c251,Y3977c152,growth3977c152,Y405c807,growth405c807,Y4105c372,growth4105c372,Y4138c68,growth4138c68,Y4198c348,growth4198c348,Y4209c372,growth4209c372,Y4277c191,growth4277c191,Y4286c705,growth4286c705,Y4338c348,growth4338c348,Y4363c251,growth4363c251,Y4489c792,growth4489c792,Y4685c381,Y4699c757,growth4699c757,Y4882c68,growth4882c68,Y4890c792,growth4890c792,Y4935c642,Y4995c124,growth4995c124,Y5010c246,growth5010c246,Y532c703,growth532c703,Y868c372,growth868c372,_merge,x,r2,s,sf
201109,901520,620,4736,570064,09,0,0,0,0,0,0,0,1,0,0,0,894660,-.2907352447509766,1133287,.840703010559082,238376,-.0980463027954102,456296,.6168556213378906,1132080,-.1701583862304688,812148,-.0050067901611328,36105,-.6461238861083984,269386,3118020,.1753969192504883,2715447,.1291847229003906,2738,-1.358144760131836,20649,.7697649002075195,5464,-1.50020694732666,292772,-.3746929168701172,16121,1.454109191894531,4422249,1044397,-.2753171920776367,84809,3.993794441223145,2612362,-.0401859283447266,569433,.4072399139404297,187121,-.21441650390625,120033,1.085995674133301,583453,.2667789459228516,8744,256849,-.0132389068603516,495889,-.005406379699707,373471,1.073352813720703,151401,.2543706893920898,57338,-.788365364074707,45073452,-.2119884490966797,396748,-.3317546844482422,204531,-.0588788986206055,253686,1.319416999816895,20725,.059697151184082,30806328,-.0162830352783203,1515351,-.2728796005249023,236182,-.1675510406494141,81181,.9272022247314453,2445194,-.3122577667236328,837725,-.1960830688476563,2520668,.5749740600585938,641475,90963,1.367076873779297,30449,-.5089645385742188,44770,-.8530035018920898,763529,32865,-.5002355575561523,23974,.4129810333251953,1633002,-.048344612121582,310173,.1887149810791016,matched (3),203421.48,.80423963,148860.08,232464.5
201110,901520,621,4736,514017,10,0,0,0,0,0,0,0,0,1,0,0,473867,-.6355171203613281,657560,-.5443410873413086,229815,-.0365743637084961,428696,-.0623941421508789,634283,-.5793170928955078,532660,-.4217996597290039,33450,-.0763797760009766,251847,1906951,-.4916925430297852,2669907,-.0169134140014648,8234,1.101044654846191,10635,-.6635160446166992,16196,1.086583137512207,227947,-.2502813339233398,8613,-.6268501281738281,2809333,633637,-.4997186660766602,18256,-1.535907745361328,2426189,-.0739336013793945,397539,-.3593482971191406,308234,.4991035461425781,49808,-.8795909881591797,365015,-.4690256118774414,8237,234031,-.0930347442626953,369624,-.2938652038574219,295788,-.2331981658935547,105276,-.363347053527832,17900,-1.164162635803223,33999200,-.2819557189941406,231262,-.5397500991821289,170453,-.1822595596313477,64178,-1.374436378479004,3209,-1.865382194519043,28916878,-.0632953643798828,3299774,.7782068252563477,216592,-.0865879058837891,26939,-1.103106498718262,2369164,-.0315866470336914,349928,-.8729619979858398,1418773,-.5747308731079102,546417,16782,-1.690145492553711,62797,.7238540649414063,106040,.8622779846191406,581284,56013,.5331754684448242,17420,-.3193511962890625,1276659,-.2461729049682617,131320,-.859492301940918,matched (3),431986.44,.80423963,101644.72,205455.75
201111,901520,622,4736,433719,11,0,0,0,0,0,0,0,0,0,1,0,479089,.0109596252441406,697168,.0584897994995117,207173,-.1037206649780273,251237,-.5343513488769531,1757646,1.019235610961914,798621,.405003547668457,92942,1.021924018859863,301777,2075892,.0848846435546875,3372282,.233546257019043,3864,-.7565689086914063,14552,.3135776519775391,2857,-1.734991550445557,201210,-.1247634887695313,18055,.7401504516601563,2212705,416446,-.4197196960449219,29769,.4889736175537109,2033701,-.1764640808105469,683151,.5414228439331055,109654,-1.033529281616211,74328,.4003114700317383,71129,-1.635442733764648,8215,137798,-.5296649932861328,512533,.326878547668457,102251,-1.062211990356445,88209,-.1768760681152344,17691,-.011744499206543,42151204,.2149257659912109,191155,-.1904668807983398,135290,-.2310390472412109,102233,.4655933380126953,12187,1.334410667419434,27438320,-.0524845123291016,1061206,-1.13444709777832,239906,.1022319793701172,22954,-.1600828170776367,3187951,.2968406677246094,738016,.7462377548217773,1796845,.2362394332885742,585809,23787,.3488321304321289,25359,-.906773567199707,69612,-.4208793640136719,737959,55384,-.0112934112548828,17325,-.0054683685302734,2290151,.5843706130981445,39350,-1.205141067504883,matched (3),685092.13,.80423963,117426.74,213704.14
201112,901520,623,4736,520851,12,0,0,0,0,0,0,0,0,0,0,1,574625,.1818313598632813,398920,-.5582656860351563,275861,.2863435745239258,646799,.9456396102905273,1951999,.1048784255981445,1180671,.3909511566162109,29937,-1.132880210876465,362467,3161553,.4206724166870117,3257169,-.0347309112548828,5114,.280278205871582,14853,.0204734802246094,6073,.7540802955627441,242158,.1852407455444336,32597,.5907974243164063,7418393,1045800,.9207801818847656,100292,1.214618682861328,2579489,.2377338409423828,452540,-.411839485168457,160678,.3820724487304688,191649,.9471778869628906,295822,1.425262451171875,9779,599619,1.470505714416504,1079103,.7445201873779297,161155,.4549360275268555,318813,1.284895896911621,39972,.8151235580444336,47190888,.1129379272460938,180881,-.0552453994750977,160299,.1696205139160156,55383,-.6129817962646484,35646,1.073266983032227,41173000,.4058418273925781,648869,-.4919309616088867,366919,.4248943328857422,53188,.8403406143188477,2968781,-.0712270736694336,929330,.2304983139038086,1875701,.0429506301879883,596257,10535,-.8144359588623047,40881,.4775314331054688,159681,.8302412033081055,277570,49762,-.1070384979248047,41857,.8821086883544922,4782224,.7362880706787109,197195,1.611696243286133,matched (3),727767,.80423963,103147.53,206203.38
201201,901520,624,4736,366354,01,0,0,0,0,0,0,0,0,0,0,0,392422,-.3813800811767578,780247,.6708498001098633,237546,-.1495361328125,341035,-.6400508880615234,737562,-.9732589721679688,856896,-.320521354675293,25350,-.166316032409668,217753,1709137,-.6150741577148438,2404412,-.303553581237793,2808,-.5995087623596191,4321,-1.234714508056641,5702,-.0630359649658203,506816,.7385578155517578,7770,-1.433950424194336,3799580,722239,-.3701810836791992,2000,-3.914938926696777,1661310,-.4399843215942383,272640,-.5067243576049805,118236,-.3067197799682617,184709,-.0368833541870117,164656,-.5858993530273438,7769,149909,-1.386265754699707,372004,-1.064980506896973,158723,-.0152063369750977,132818,-.8756256103515625,16609,-.87823486328125,29462786,-.4710731506347656,115555,-.4480924606323242,87083,-.6101799011230469,61344,.1022253036499023,4639,-2.039137840270996,25878692,-.4643630981445313,380588,-.533513069152832,213803,-.5400867462158203,20432,-.956730842590332,2272919,-.2670860290527344,522665,-.5755233764648438,1117945,-.5174903869628906,412573,4175,-.9255895614624023,15898,-.9444723129272461,61921,-.9473180770874023,981706,48078,-.0344276428222656,10014,-1.430274963378906,1930672,-.9070367813110352,171967,-.1368904113769531,matched (3),227898.34,.80423963,85242.031,197855.05
201202,901520,625,4736,452418,02,1,0,0,0,0,0,0,0,0,0,0,454512,.1468868255615234,239498,-1.181065559387207,344000,.3702802658081055,550671,.4791526794433594,1211023,.4958705902099609,1044445,.1979246139526367,50999,.6990270614624023,254444,1038449,-.498260498046875,3197427,.2850408554077148,4355,.4388518333435059,16559,1.343442916870117,20287,1.269163131713867,560077,.0999259948730469,20758,.9826622009277344,6687800,1025288,.350372314453125,331,-1.798784255981445,1851919,.1086158752441406,425331,.4447154998779297,140188,.1703014373779297,55422,-1.203804969787598,33657,-1.587637901306152,19003,139182,-.0742464065551758,1078890,1.064783096313477,253144,.4667978286743164,392806,1.084336280822754,34290,.7249088287353516,39328560,.2888221740722656,436905,1.329968452453613,159970,.6081247329711914,78073,.2411470413208008,3005,-.4342212677001953,30070568,.1501274108886719,94765,-1.390317916870117,195908,-.0874099731445313,22174,.0818185806274414,2359307,.0373029708862305,568077,.0833168029785156,1078084,-.0363073348999023,550343,17448,1.430110931396484,13435,-.168330192565918,149144,.8790521621704102,1873579,63724,.2817373275756836,13938,.3306350708007813,3401161,.5662479400634766,119784,-.3616123199462891,matched (3),374792.94,.80423963,106670.79,207988.16
201203,901520,626,4736,684623,03,0,1,0,0,0,0,0,0,0,0,0,692040,.4204196929931641,375219,.4489650726318359,233451,-.387669563293457,680642,.2118988037109375,1539927,.240269660949707,1195975,.1354761123657227,34292,-.3968944549560547,226195,2217577,.7586870193481445,3692571,.143977165222168,4235,-.0279407501220703,4049,-1.40846061706543,24703,.1969451904296875,629697,.1171646118164063,5033,-1.416915893554688,7846450,1153396,.1177377700805664,581,.5626325607299805,2368968,.2462320327758789,433816,.0197525024414063,180101,.2505340576171875,67061,.1906251907348633,328574,2.278541564941406,10125,212627,.4237575531005859,919197,-.1601877212524414,23036,-2.396900177001953,642149,.4915046691894531,131548,1.344518661499023,52464564,.2881870269775391,518115,.1704816818237305,204313,.2446670532226563,1132395,2.674445152282715,14981,1.606505393981934,37521916,.2213783264160156,413759,1.473883628845215,221709,.1237211227416992,63345,1.049675941467285,2360959,.0006999969482422,1196644,.7450189590454102,1422671,.2773513793945313,585953,24600,.3435211181640625,8123,-.5031633377075195,50120,-1.090492248535156,2099312,60712,-.0484199523925781,14231,.0208034515380859,2506401,-.3052682876586914,224438,.6279096603393555,matched (3),633598.44,.80423963,110359.05,209903.64
201204,901520,627,4736,364743,04,0,0,1,0,0,0,0,0,0,0,0,581196,-.174555778503418,242701,-.4356794357299805,186013,-.2271556854248047,350619,-.6633367538452148,1444467,-.0639944076538086,1089457,-.0932826995849609,32391,-.0570306777954102,219356,1606008,-.3226642608642578,3242739,-.1299047470092773,6378,.4094705581665039,3339,-.1927986145019531,12780,-.6590433120727539,297228,-.7507390975952148,4096,-.2060050964355469,2974770,946743,-.1974382400512695,171,-1.223087310791016,3110875,.2724494934082031,303248,-.3580694198608398,115391,-.4451923370361328,56044,-.1794652938842773,381157,.1484489440917969,9213,118180,-.5873308181762695,364734,-.9243316650390625,7628,-1.105232238769531,131133,-1.588608741760254,74826,-.5642070770263672,32164058,-.489288330078125,337013,-.4300756454467773,163314,-.2239780426025391,101284,-2.414161682128906,20556,.3163700103759766,24165920,-.4399814605712891,332746,-.2179040908813477,210534,-.0517187118530273,14809,-1.453361511230469,1581493,-.4006986618041992,391135,-1.118223190307617,1444843,.0154638290405273,578391,4846,-1.624592781066895,18288,.8115453720092773,69930,.3330745697021484,965530,50957,-.1751594543457031,15808,.1050930023193359,2068169,-.1921844482421875,175106,-.2482080459594727,matched (3),497069.56,.80423963,86385.164,198350.23
201205,901520,628,4736,549076,05,0,0,0,1,0,0,0,0,0,0,0,586803,.0096006393432617,334294,.3201904296875,216199,.1503829956054688,873410,.9127054214477539,1849505,.2471771240234375,906832,-.1834774017333984,79722,.9006643295288086,198483,2259253,.341282844543457,3496814,.0754337310791016,3761,-.5281696319580078,5552,.5084877014160156,8262,-.4362154006958008,254531,-.1550769805908203,10208,.9131612777709961,3415443,889573,-.062286376953125,43316,5.534613609313965,2265394,-.3171558380126953,281816,-.0732965469360352,74726,-.4344978332519531,116840,.7346687316894531,567589,.3981866836547852,12111,232301,.6758251190185547,402563,.0986833572387695,169096,3.098641395568848,121700,-.0746526718139648,191157,.9379301071166992,37001404,.140106201171875,536115,.4642276763916016,203031,.2176837921142578,45649,-.7969465255737305,22807,.1039142608642578,26968906,.1097412109375,655921,.6786613464355469,228411,.0814990997314453,78803,1.67171573638916,2323007,.3844928741455078,702973,.5862655639648438,2184900,.413569450378418,627262,18020,1.313328742980957,37409,.7156667709350586,137871,.6788244247436523,1493985,35427,-.3635082244873047,6663,-.8639459609985352,4456460,.7676906585693359,50849,-1.236531257629395,matched (3),357070.44,.80423963,108817.25,209097.14
201206,901520,629,4736,839705,06,0,0,0,0,1,0,0,0,0,0,0,582646,-.0071086883544922,204499,-.4914579391479492,199727,-.0792474746704102,271652,-1.16788387298584,1494935,-.2128353118896484,694787,-.2663516998291016,40377,-.6802854537963867,214291,1929657,-.1576919555664063,3758068,.0720529556274414,19675,1.654664039611816,5352,-.0366878509521484,2179,-1.332800388336182,353598,.3287382125854492,18813,.6113758087158203,2383723,716189,-.2167978286743164,1866,-3.144724845886231,2847837,.2288112640380859,290078,.028895378112793,126112,.5233421325683594,121252,.0370655059814453,486182,-.1548147201538086,13415,162781,-.3556280136108398,500379,.2175140380859375,358179,.7505655288696289,195318,.4730701446533203,31628,-1.799052238464356,36384260,-.0168190002441406,562420,.0479001998901367,168587,-.1859073638916016,106287,.8451614379882813,22736,-.003117561340332,41359788,.4276237487792969,1627111,.9085206985473633,171228,-.2881498336791992,28758,-1.008034706115723,1594146,-.3765239715576172,1196271,.5316457748413086,2530578,.1468782424926758,664592,11844,-.4196605682373047,38788,.0361995697021484,145455,.0535478591918945,953676,34192,-.0354824066162109,29261,1.479685783386231,4981090,.1112947463989258,324600,1.853733062744141,matched (3),701768.56,.80423963,129674.55,220671.5
201207,901520,630,4736,606791,07,0,0,0,0,0,1,0,0,0,0,0,557082,-.0448675155639648,741689,1.28836727142334,236609,.1694574356079102,194300,-.335118293762207,1549641,.0359411239624023,668510,-.0385541915893555,26437,-.4234952926635742,233709,1794962,-.0723581314086914,3376674,-.1070137023925781,8935,-.789372444152832,9579,.5821027755737305,7595,1.248624324798584,333586,-.0582599639892578,7269,-.9509296417236328,4042689,702113,-.0198497772216797,344,-1.690910816192627,2840290,-.0026531219482422,328876,.1255311965942383,92953,-.3050765991210938,145492,.1822500228881836,395283,-.2069807052612305,11264,436830,.9871377944946289,510785,.0205831527709961,8131,-3.785348892211914,175649,-.1061410903930664,114524,1.286741256713867,37246488,.0234203338623047,154059,-1.294913291931152,227122,.2980356216430664,259868,.8940305709838867,13889,-.4928522109985352,21845216,-.6383266448974609,553400,-1.07848072052002,228282,.2875852584838867,19860,-.3702077865600586,1881553,.1657590866088867,689783,-.5505867004394531,2234057,-.124629020690918,427102,32820,1.019216537475586,22001,-.5670232772827148,137486,-.0563440322875977,639710,46426,.3058681488037109,14937,-.6724138259887695,2438308,-.7143449783325195,241045,-.2976093292236328,matched (3),635158.88,.80423963,84999.625,197750.73
201208,901520,631,4736,479882,08,0,0,0,0,0,0,1,0,0,0,0,432203,-.2538175582885742,490422,-.4136638641357422,278533,.1631269454956055,261248,.2960672378540039,1170708,-.2804155349731445,508625,-.2733402252197266,51486,.6665449142456055,207799,1612435,-.10723876953125,2072148,-.4883060455322266,6694,-.2887649536132813,14818,.4362688064575195,4431,-.5388650894165039,321935,-.0355510711669922,6769,-.0712652206420898,2293033,903137,.2517805099487305,37,-2.229723691940308,110427,-3.247306823730469,317069,-.0365610122680664,86031,-.0773859024047852,97576,-.3994894027709961,297715,-.2834653854370117,9263,350992,-.218780517578125,590997,.1458616256713867,257497,3.455324172973633,179440,.0213527679443359,128166,.1125421524047852,28996568,-.2503795623779297,1001025,1.871443748474121,205800,-.0985822677612305,259598,-.0010395050048828,50517,1.29121208190918,24590204,.1183662414550781,488316,-.1251182556152344,211960,-.0741844177246094,35340,.5763072967529297,1422689,-.2795486450195313,1821585,.9710845947265625,2428018,.083256721496582,667294,27550,-.1750354766845703,36517,.5066900253295898,131470,-.044743537902832,156054,32052,-.3705005645751953,23238,.4419469833374023,2402009,-.0149984359741211,165428,-.3764476776123047,matched (3),537777.13,.80423963,147528.94,231614.34
201209,901520,632,4736,407316,09,0,0,0,0,0,0,0,1,0,0,0,553870,.2480354309082031,408254,-.1833772659301758,156384,-.5772218704223633,209651,-.2200260162353516,897902,-.2653026580810547,609833,.1814737319946289,11283,-1.518012046813965,176885,1888423,.1579971313476563,3041353,.3837165832519531,6662,-.004791259765625,9269,-.4691667556762695,49660,2.416574478149414,263807,-.199131965637207,9245,.3117294311523438,3351665,642382,-.3406915664672852,71227,7.562708854675293,2454801,3.101446151733398,326859,.0304088592529297,98149,.1317787170410156,84469,-.1442470550537109,199729,-.3991756439208984,29648,23880,-2.687722206115723,482714,-.2023868560791016,165900,-.4396228790283203,96452,-.6207952499389648,37490,-1.229251861572266,37956296,.2692584991455078,154622,-1.867795944213867,127247,-.4807748794555664,340319,.2707490921020508,8598,-1.770779609680176,25689982,.0437526702880859,347305,-.34075927734375,252536,.1751565933227539,136218,1.349241256713867,1663516,.1563844680786133,756636,-.8785800933837891,1278023,-.6417608261108398,553447,27073,-.0174655914306641,16291,-.8071651458740234,37190,-1.262739181518555,275743,43745,.3110179901123047,13063,-.5760049819946289,2821661,.1610202789306641,117474,-.3423194885253906,matched (3),414479,.80423963,141511.13,227828.48
201210,901520,633,4736,989025,10,0,0,0,0,0,0,0,0,1,0,0,470485,-.1631660461425781,596177,.3786487579345703,317794,.7090892791748047,778024,1.311312675476074,1224707,.3103961944580078,950970,.4442977905273438,30111,.981593132019043,255904,2169254,.138641357421875,3623015,.1750049591064453,3464,-.653996467590332,40756,1.480927467346191,22206,-.8048372268676758,209859,-.2287817001342773,14177,.4275379180908203,3630540,622068,-.0321331024169922,76819,.0755805969238281,2679819,.0877037048339844,529712,.4828052520751953,143272,.3782587051391602,81853,-.0314598083496094,280928,.3411369323730469,121203,196555,2.107901573181152,648956,.2959413528442383,479085,1.060493469238281,203822,.7482013702392578,32435,-.14483642578125,38568120,.0159912109375,140970,-.0924367904663086,254673,.6938505172729492,363201,.0650730133056641,16026,.6226825714111328,25820880,.0050830841064453,173026,-.6967611312866211,322752,.245330810546875,33126,-1.413938522338867,2087776,.2271661758422852,807969,.0656414031982422,390915,-1.184579849243164,613631,35401,.2682027816772461,26562,.4888687133789063,149671,1.392399787902832,538904,38110,-.1379003524780273,65739,1.615908622741699,3003358,.0624046325683594,240169,.7151260375976563,matched (3),964147.06,.80423963,81699.813,196354.97
201211,901520,634,4736,531505,11,0,0,0,0,0,0,0,0,0,1,0,383746,-.2037830352783203,560087,-.0624456405639648,253731,-.2251291275024414,354059,-.7872934341430664,959888,-.2436408996582031,843300,-.1201601028442383,24660,-.1997079849243164,231498,2050303,-.056396484375,3515208,-.0302085876464844,5078,.3824939727783203,7736,-1.661718368530273,2606,-2.142545700073242,215472,.0263948440551758,16267,.1375179290771484,2959407,371475,-.5155677795410156,22013,-1.249818801879883,2401952,-.1094675064086914,310528,-.5340595245361328,121366,-.1659345626831055,91489,.1112937927246094,216973,-.2583255767822266,45950,140967,-.3324165344238281,439527,-.3896665573120117,13243,-3.588409423828125,172472,-.1670122146606445,7697,-1.438407897949219,34774476,-.1035423278808594,338465,.8758735656738281,161041,-.4583215713500977,112647,-1.170697212219238,11570,-.3257970809936523,29476064,.1323947906494141,432211,.9154720306396484,183277,-.5658855438232422,30556,-.0807571411132813,1791623,-.1529779434204102,1043468,.2557811737060547,665764,.532444953918457,714686,18437,-.6523799896240234,16363,-.4844589233398438,139127,-.0730524063110352,249879,28833,-.278956413269043,3964,-2.808439254760742,2188055,-.3167181015014648,105344,-.8241119384765625,matched (3),460600.66,.80423963,104286.35,206775.39
201212,901520,635,4736,805422,12,0,0,0,0,0,0,0,0,0,0,1,637388,.5073976516723633,839134,.4042778015136719,238683,-.0611381530761719,579788,.493199348449707,1271849,.2814111709594727,912402,.0787582397460938,28481,.1440544128417969,262031,2374250,.1466941833496094,1547570,-.8204126358032227,14029,1.016208648681641,39595,1.632818222045898,2747,.0526928901672363,249834,.1479654312133789,27804,.536041259765625,3257862,869231,.8501272201538086,46271,.7428817749023438,2510744,.0442972183227539,449268,.3693456649780273,88044,-.3209743499755859,54003,-.5271787643432617,13044,-2.811444282531738,32800,179529,.2418107986450195,486872,.1023025512695313,345707,3.26212215423584,175309,.0163154602050781,37550,1.584842681884766,39407668,.1250762939453125,344053,.0163755416870117,182096,.1228752136230469,150480,.2895708084106445,11808,.0203619003295898,40718992,.3231163024902344,339597,-.241154670715332,373135,.7109413146972656,33999,.1067705154418945,1399039,-.2473363876342773,1201551,.1410636901855469,775437,.152491569519043,580338,22398,.1946115493774414,88874,1.692196846008301,146129,.049102783203125,337971,41783,.3709688186645508,20741,1.65485954284668,2503362,.1346216201782227,173853,.5009794235229492,matched (3),875807.19,.80423963,99164.016,204239.86
201301,901520,636,4736,278489,01,0,0,0,0,0,0,0,0,0,0,0,384220,-.5061635971069336,326859,-.9428415298461914,147527,-.4811248779296875,195726,-1.085947036743164,420740,-1.106212615966797,861245,-.0577020645141602,13596,-.7394618988037109,176336,2818363,.1714744567871094,3844109,.909855842590332,3995,-1.256082534790039,4059,-2.277766227722168,2506,-.0918216705322266,447961,.5839099884033203,7392,-1.32478141784668,5196299,700363,-.2160100936889648,213,-5.380978107452393,2509250,-.0005950927734375,334285,-.2956256866455078,138760,.4549093246459961,91112,.5230493545532227,69067,1.666749000549316,75237,280035,.4445781707763672,471571,-.0319318771362305,241291,-.3595876693725586,184718,.0522804260253906,34284,-.0909938812255859,36729692,-.0703754425048828,327100,-.0505304336547852,142363,-.2461538314819336,57601,-.9602899551391602,26117,.7938089370727539,35999600,-.1231861114501953,241697,-.3400745391845703,191512,-.6669902801513672,43121,.2376785278320313,2226761,.4647626876831055,1136058,-.0560483932495117,588778,-.2753772735595703,519920,13232,-.5263328552246094,21619,-1.413646697998047,127807,-.1339683532714844,472331,52101,.2206945419311523,10169,-.7127685546875,2199110,-.1295814514160156,108130,-.4748764038085938,matched (3),178427.3,.80423963,92434.25,201058.47
201302,901520,637,4736,503278,02,1,0,0,0,0,0,0,0,0,0,0,399439,.0388460159301758,393719,.1861085891723633,173974,.1648941040039063,257459,.274144172668457,1558327,1.309353828430176,1326410,.4318523406982422,74732,1.704133033752441,188259,1380161,-.7139558792114258,2864059,-.2943019866943359,5788,.3707427978515625,6340,.4459419250488281,6413,.9396395683288574,494708,.0992612838745117,11381,.4315471649169922,4789242,763037,.0857076644897461,4929,3.141599178314209,2382108,-.0519981384277344,285681,-.1571187973022461,93687,-.3927860260009766,179092,.6758098602294922,109932,.4647846221923828,76467,88662,-1.150083541870117,446249,-.0551919937133789,26422,-2.211806297302246,294785,.4674158096313477,54435,.4623279571533203,39279136,.067108154296875,117538,-1.023504257202148,167214,.1608943939208984,143640,.9137706756591797,4839,-1.685877799987793,29609824,-.1954021453857422,535453,.7954282760620117,229483,.1808786392211914,21947,-.675379753112793,2298130,.0315475463867188,641726,-.5711584091186523,705619,.181025505065918,586447,20741,.4494743347167969,21333,-.0133171081542969,160349,.2268314361572266,634952,68359,.2715892791748047,24013,.8592510223388672,2101376,-.0454607009887695,199693,.6134471893310547,matched (3),459750.31,.80423963,109212.91,209303.31
201303,901520,638,4736,1034356,03,0,1,0,0,0,0,0,0,0,0,0,687403,.5428590774536133,472140,.1816387176513672,182682,.0488414764404297,673045,.9609518051147461,908762,-.5392856597900391,973789,-.3090362548828125,43648,-.5377511978149414,207363,1320834,-.0439367294311523,2179809,-.2730026245117188,7105,.205012321472168,19587,1.127987861633301,14387,.8079977035522461,528709,.0664701461791992,17850,.4500579833984375,5449599,850511,.1085309982299805,69759,2.649909973144531,3188899,.2916898727416992,310963,.0847988128662109,93855,.0017919540405273,235223,.2726345062255859,197249,.5846052169799805,82399,135457,.4238224029541016,492487,.0985908508300781,44844,.5289926528930664,393162,.2879753112792969,24165,-.8121013641357422,44786860,.1312217712402344,565542,1.571022987365723,182615,.0881052017211914,204507,.3532915115356445,58361,2.489939689636231,40619900,.3161506652832031,400463,-.290492057800293,226003,-.0152807235717773,87251,1.380158424377441,2061913,-.1084613800048828,783168,.1991853713989258,1137831,.4778041839599609,363549,78252,1.327821731567383,20590,-.0354499816894531,193801,.189478874206543,1122765,73903,.0779800415039063,24561,.0225648880004883,2508656,.1771554946899414,333885,.5140151977539063,matched (3),881253.88,.80423963,103839.73,206550.5
201304,901520,639,4736,674134,04,0,0,1,0,0,0,0,0,0,0,0,472868,-.3741044998168945,718980,.420557975769043,250553,.3159236907958984,490789,-.3157978057861328,1020762,.1162214279174805,1174913,.1877546310424805,38329,-.1299505233764648,217075,2861937,.7732353210449219,2705750,.2161417007446289,61053,2.150943756103516,19706,.0060567855834961,19594,.3088979721069336,310914,-.5309219360351563,6564,-1.00040340423584,4333977,868429,.020848274230957,8258,-2.13386344909668,3267721,.0244169235229492,342848,.0976133346557617,68428,-.3159694671630859,116065,-.7063837051391602,197181,-.0003452301025391,77647,87206,-.4403810501098633,407339,-.1898221969604492,237634,1.66754150390625,136153,-1.060442924499512,44471,.6099319458007813,41690436,-.0716438293457031,649752,.1388063430786133,175459,-.0399742126464844,37681,-1.691446304321289,33146,-.5657262802124023,35466304,-.1356735229492188,1188348,1.087697982788086,278911,.2103443145751953,44015,-.6842584609985352,1612855,-.2456283569335938,520411,-.4087276458740234,578395,-.6766223907470703,545577,24388,-1.165843009948731,56524,1.009860038757324,111772,-.5503711700439453,1073296,36295,-.7110729217529297,12438,-.6804037094116211,2083392,-.1857500076293945,306103,-.0868749618530273,matched (3),741633.88,.80423963,91425.992,200596.94
201305,901520,640,4736,483830,05,0,0,0,1,0,0,0,0,0,0,0,576840,.1987485885620117,535082,-.2954139709472656,239605,-.0446786880493164,367351,-.2896966934204102,1643676,.4763860702514648,884353,-.284092903137207,35426,-.0787601470947266,126279,2448246,-.1561269760131836,2735683,.0110025405883789,24789,-.9013423919677734,19306,-.0205078125,3262,-1.792882919311523,208326,-.4004116058349609,4923,-.2876815795898438,2296775,729568,-.1742334365844727,6699,-.2092247009277344,3042138,-.0715322494506836,263813,-.2620468139648438,69506,.0156307220458984,99817,-.1508111953735352,157060,-.2274942398071289,8062,94733,.082789421081543,327293,-.2187900543212891,39506,-1.794279098510742,152642,.1143159866333008,129232,1.066771507263184,36606256,-.1300525665283203,191903,-1.219600677490234,164775,-.0628252029418945,375907,2.300186157226563,6533,-1.624055862426758,32537096,-.0862026214599609,1024024,-.1488237380981445,216822,-.2518157958984375,164220,1.316677093505859,1331982,-.1913375854492188,765198,.3855152130126953,526101,-.0947637557983398,581347,3318,-1.994729042053223,12337,-1.522063255310059,218419,.6699542999267578,1127768,47929,.278040885925293,9311,-.2895603179931641,2700791,.259547233581543,156063,-.6736612319946289,matched (3),564038,.80423963,92585.398,201128
