period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1462c826,growth1462c826,Y1774c124,growth1774c124,Y1827c352,growth1827c352,Y1853c752,growth1853c752,Y1859c826,growth1859c826,Y1887c620,growth1887c620,Y1969c246,growth1969c246,Y2022c705,growth2022c705,Y2049c616,growth2049c616,Y2072c616,growth2072c616,Y2106c757,growth2106c757,Y2271c381,Y2397c757,growth2397c757,Y2550c348,growth2550c348,Y2637c757,growth2637c757,Y2644c826,growth2644c826,Y2661c348,growth2661c348,Y2675c381,Y2787c203,Y2979c826,growth2979c826,Y3029c826,growth3029c826,Y3102c826,growth3102c826,Y3129c620,growth3129c620,Y3141c752,growth3141c752,Y3262c703,growth3262c703,Y3355c826,growth3355c826,Y3410c440,growth3410c440,Y3419c348,growth3419c348,Y3451c616,growth3451c616,Y3463c752,growth3463c752,Y3502c348,growth3502c348,Y3583c752,growth3583c752,Y3592c642,Y3744c826,growth3744c826,Y3754c616,growth3754c616,Y4174c703,growth4174c703,Y4316c124,growth4316c124,Y4380c484,growth4380c484,Y4434c826,growth4434c826,Y4455c348,growth4455c348,Y4485c208,growth4485c208,Y4601c752,growth4601c752,Y4607c826,growth4607c826,Y4609c208,growth4609c208,Y4797c348,growth4797c348,Y4928c608,Y613c757,growth613c757,Y638c352,growth638c352,Y658c208,growth658c208,Y966c620,growth966c620,_merge,x,r2,s,sf
201109,841480,620,3851,35700792,09,0,0,0,0,0,0,0,1,0,0,0,36909528,.1952114105224609,3091664,-.0492868423461914,557085,1.056144714355469,481768,.3403205871582031,30178436,.0328235626220703,6886953,.5798912048339844,3179755,.1420383453369141,5471,-.0329017639160156,5839131,.0939474105834961,23678824,.0966548919677734,1368531,.5149307250976563,4750388,6559391,.4738025665283203,630707,-.0704746246337891,2500382,.2915744781494141,2344347,-.0511322021484375,440007,.3506021499633789,2760155,879889,11662759,-.0549106597900391,4702054,-.0051727294921875,444838,.2861289978027344,627966,-.1678762435913086,1017088,.4283046722412109,3540606,.2558002471923828,3880305,.204798698425293,664261,-.3803949356079102,382393,.0551910400390625,786562,.9682588577270508,7066433,.0067281723022461,35946572,.0023231506347656,5471268,.1077470779418945,1052538,13369429,.3648681640625,30582880,.2906684875488281,284296,-.0547151565551758,3768351,-.1599225997924805,7411875,-.0605001449584961,49033436,.2550125122070313,1444184,.2467632293701172,3852571,.0080699920654297,9146666,.2477846145629883,67632768,.2465705871582031,10730465,.1492958068847656,950488,.2693862915039063,300439,97015,1.845184326171875,3123,-.9722671508789063,2097763,.2033796310424805,117006,.0941171646118164,matched (3),36762052,.92735356,984212.13,2011615.6
201110,841480,621,3851,38423348,10,0,0,0,0,0,0,0,0,1,0,0,40241900,.0864391326904297,4185796,.3029880523681641,673767,.1901664733886719,405848,-.171483039855957,32466300,.0730743408203125,8151428,.1685647964477539,2707319,-.1608457565307617,11891,.7763204574584961,5942736,.0175876617431641,18970880,-.2216758728027344,1243936,-.0954570770263672,4600981,6668206,.0164527893066406,1152579,.6029157638549805,1877323,-.2865962982177734,2727608,.1514177322387695,579161,.2747898101806641,2671711,990108,13718745,.1623611450195313,4791445,.0188322067260742,391036,-.128911018371582,1062541,.5259323120117188,2117070,.7330894470214844,4670182,.2769002914428711,4611625,.1726665496826172,671334,.0105915069580078,354382,-.0760736465454102,880249,.1125326156616211,7033344,-.0046939849853516,37465720,.0413913726806641,4733175,-.1449146270751953,1115028,13048689,-.0242824554443359,24843040,-.2078628540039063,222914,-.2432308197021484,4242927,.1186161041259766,11764156,.4619731903076172,51468288,.0484638214111328,1210199,-.1767597198486328,3837296,-.0039730072021484,8439058,-.0805187225341797,62285308,-.082366943359375,11361561,.0571498870849609,1023125,.0736417770385742,434331,83156,-.1541471481323242,6281,.6987342834472656,2010465,-.0425052642822266,314206,.9878244400024414,matched (3),39179200,.92735356,1155759.8,2100881.8
201111,841480,622,3851,30691628,11,0,0,0,0,0,0,0,0,0,1,0,37925428,-.0592880249023438,3364153,-.2185211181640625,406615,-.5050182342529297,488680,.1857290267944336,30918372,-.0488529205322266,9633958,.1671009063720703,3193943,.1652975082397461,7535,-.4562234878540039,5681781,-.0449047088623047,21077004,.1052780151367188,860853,-.3681125640869141,3794555,5880280,-.1257457733154297,623983,-.6136341094970703,1787229,-.0491800308227539,2917263,.0672206878662109,570409,-.0152263641357422,2277422,862514,11620952,-.1659526824951172,5111922,.0647439956665039,439662,.1172065734863281,935344,-.1275043487548828,803789,-.9684514999389648,3538821,-.27740478515625,4091659,-.1196298599243164,690153,.0276470184326172,277817,-.243412971496582,647152,-.3076229095458984,7079594,.0065546035766602,33524598,-.1111469268798828,4227059,-.1130895614624023,1050164,13203426,.0117874145507813,26319844,.0577468872070313,484735,.7768163681030273,3699087,-.1371679306030273,7715474,-.4218282699584961,46504068,-.1014270782470703,1115374,-.0815944671630859,5139473,.2921829223632813,9108561,.0763435363769531,65660768,.0527744293212891,8644322,-.2733335494995117,522624,-.6717548370361328,1602851,107601,.2577114105224609,4703,-.2893285751342773,1946248,-.0324630737304688,165591,-.640528678894043,matched (3),31516606,.92735356,960775.5,2000253.4
201112,841480,623,3851,24599144,12,0,0,0,0,0,0,0,0,0,0,1,35734472,-.0595054626464844,3235455,-.039006233215332,92217,-1.483721733093262,413926,-.1660213470458984,24134932,-.2476902008056641,7294034,-.2782373428344727,2703949,-.1665430068969727,4050,-.6208419799804688,4490725,-.2352504730224609,15333237,-.3181591033935547,796112,-.0781841278076172,3841652,4163000,-.3453683853149414,198515,-1.145258903503418,1255116,-.3534383773803711,2001992,-.3765029907226563,240952,-.8617563247680664,1602514,583355,11027256,-.0524387359619141,4311541,-.1702804565429688,122697,-1.276288032531738,527305,-.5731353759765625,661072,-.1954736709594727,2852608,-.2155599594116211,2971154,-.3199996948242188,396654,-.5538492202758789,210469,-.2776241302490234,507979,-.2421417236328125,5506410,-.2513036727905273,22670884,-.3911972045898438,2711513,-.444000244140625,897152,9093955,-.3728656768798828,19277276,-.3113975524902344,346331,-.336207389831543,3200488,-.1447820663452148,3693128,-.7367544174194336,37658836,-.2109718322753906,704721,-.4591436386108398,5728213,.1084527969360352,6860579,-.2834224700927734,55811664,-.1625175476074219,7332651,-.1645650863647461,432469,-.1893510818481445,295278,57557,-.6256542205810547,3721,-.2342081069946289,1616022,-.1859359741210938,164018,-.0095443725585938,matched (3),25290636,.92735356,916856.75,1979532.9
201201,841480,624,3851,27952504,01,0,0,0,0,0,0,0,0,0,0,0,32786646,-.0860939025878906,3828997,.1684331893920898,248028,.9893970489501953,418032,.0098714828491211,31598696,.2694568634033203,8155689,.111659049987793,2978668,.0967636108398438,9268,.8278512954711914,5241375,.1545696258544922,16871280,.0955886840820313,1088413,.3127365112304688,3677370,5675862,.3099861145019531,322083,.4839448928833008,2062681,.4967784881591797,3365855,.5195398330688477,512871,.7554264068603516,2409325,814009,13191344,.1791896820068359,5122873,.1724205017089844,299933,.8938417434692383,585440,.1045846939086914,1394992,.7467813491821289,4276125,.4048137664794922,3987672,.2942571640014648,654314,.5005226135253906,351971,.5142107009887695,182952,-1.02121639251709,6489924,.1643381118774414,35170372,.4391231536865234,2826208,.0414295196533203,1036389,10082710,.1032123565673828,24576948,.2428817749023438,296318,-.1559610366821289,3720176,.1504678726196289,6326124,.5382137298583984,42517748,.1213531494140625,1277879,.5951547622680664,3961280,-.3688364028930664,8271808,.1870613098144531,57058088,.0220870971679688,10992143,.4048423767089844,673073,.4423427581787109,482821,116522,.7053041458129883,7259,.6682500839233398,2032370,.2292356491088867,231055,.3426799774169922,matched (3),28477272,.92735356,1224715.6,2139591.8
201202,841480,625,3851,20620636,02,1,0,0,0,0,0,0,0,0,0,0,31597704,-.0369377136230469,3201587,-.1789560317993164,153593,-.4792356491088867,399537,-.0452518463134766,27785320,-.1286087036132813,7328856,-.1068964004516602,3632514,.1984481811523438,18003,.663970947265625,5882702,.1154317855834961,15904533,-.0590076446533203,1071830,-.0153532028198242,3453302,5419541,-.0462112426757813,416093,.2560997009277344,1752980,-.162689208984375,3937934,.1569738388061523,491576,-.0424079895019531,2311251,648055,12626109,-.043792724609375,3225121,-.4627456665039063,243188,-.2097244262695313,724760,.2134771347045898,803861,-.5512180328369141,4233090,-.0101146697998047,3002512,-.2837581634521484,384727,-.5310525894165039,359799,.0219964981079102,64243,-1.046550750732422,6202347,-.045323371887207,33497080,-.0487461090087891,3930054,.3297176361083984,899549,9204351,-.0911464691162109,23847722,-.0301189422607422,330149,.1081104278564453,3424496,-.0828170776367188,4196641,-.4104032516479492,42082712,-.010284423828125,1131816,-.1213779449462891,3504558,-.122502326965332,7285035,-.1270313262939453,54158516,-.052154541015625,8294728,-.281559944152832,889645,.2789688110351563,263500,28828,-1.396733283996582,68,-4.67048978805542,1999918,-.0160970687866211,143287,-.4778060913085938,matched (3),21607274,.92735356,1147038.6,2096096.8
201203,841480,626,3851,29099330,03,0,1,0,0,0,0,0,0,0,0,0,39622792,.2263202667236328,3187409,-.0044384002685547,127412,-.1868801116943359,373668,-.0669384002685547,28780060,.0351753234863281,7410202,.0110378265380859,4575229,.2307319641113281,9246,-.6663475036621094,8363134,.3518171310424805,17616088,.1022071838378906,1093095,.0196456909179688,3658327,6045113,.1092386245727539,443118,.06292724609375,2250513,.2498407363891602,1313403,-1.098034858703613,525994,.0676736831665039,1747628,533109,5824753,-.773651123046875,4815720,.4009151458740234,173919,-.3352451324462891,499099,-.3730363845825195,736787,-.0871267318725586,3684635,-.1387605667114258,2055639,-.3788623809814453,590354,.4281883239746094,428188,.1740169525146484,79270,.2101869583129883,5444290,-.1303606033325195,38971872,.1513824462890625,4414216,.1161766052246094,1078440,9719558,.0544643402099609,26738088,.1143989562988281,408527,.2130136489868164,3564448,.0400552749633789,9341173,.8001470565795898,44770276,.0619087219238281,952030,-.1729822158813477,4093445,.1553220748901367,7956441,.0881595611572266,60038944,.1030769348144531,8281331,-.0016164779663086,759190,-.1585702896118164,471738,46120,.4699001312255859,9166,4.903748989105225,2115157,.0560235977172852,305214,.7561635971069336,matched (3),29496370,.92735356,1181500.3,2115151.8
201204,841480,627,3851,31862416,04,0,0,1,0,0,0,0,0,0,0,0,33606932,-.1646728515625,2830562,-.1187334060668945,206195,.4813966751098633,295737,-.2338972091674805,27388312,-.0495662689208984,9273774,.2243337631225586,3322563,-.319920539855957,39857,1.461106300354004,6803630,-.2063770294189453,18021536,.0227565765380859,939346,-.1515846252441406,3005082,4947646,-.2003383636474609,453826,.0238771438598633,2272012,.0095071792602539,1569851,.1783590316772461,305569,-.5431146621704102,2482735,578220,8280683,.3518085479736328,4429571,-.083582878112793,195516,.1170520782470703,777160,.4428415298461914,423224,-.5543975830078125,3769453,.0227584838867188,1834408,-.1138648986816406,424802,-.3290996551513672,296645,-.3670263290405273,140566,.5728178024291992,6075935,.1097688674926758,35332388,-.0980415344238281,3756909,-.1612339019775391,814660,10263942,.0544967651367188,23531172,-.1277618408203125,395256,-.0330238342285156,8114064,.8225889205932617,10762146,.1416034698486328,35015016,-.2457675933837891,845132,-.1191034317016602,3819928,-.0691556930541992,6587173,-.1888570785522461,45931060,-.2678508758544922,7776728,-.0628681182861328,1430486,.6335172653198242,509611,181804,1.371682167053223,3001,-1.116556167602539,1283440,-.4995851516723633,242548,-.2298135757446289,matched (3),32841206,.92735356,1110551.5,2076354.6
201205,841480,628,3851,34130300,05,0,0,0,1,0,0,0,0,0,0,0,39133728,.152252197265625,2948713,.0408935546875,154659,-.2875995635986328,300183,.0149211883544922,35775488,.2671451568603516,9383149,.0117244720458984,3931249,.1682205200195313,15945,-.9161520004272461,6864245,.0088701248168945,16995752,-.0586051940917969,1226281,.2665576934814453,3321470,5071909,.024806022644043,567921,.224268913269043,2312183,.0175266265869141,2134067,.3070487976074219,395052,.2568426132202148,3076637,590391,9514537,.1388950347900391,4784136,.0770034790039063,692722,1.264986991882324,469969,-.5029792785644531,758823,.583867073059082,3969042,.0515947341918945,2197745,.1807098388671875,578906,.3095169067382813,599523,.7035980224609375,363484,.9500579833984375,5792650,-.0477457046508789,39496052,.1114006042480469,4965240,.2788658142089844,769515,11890428,.1470966339111328,22968000,-.0242252349853516,432198,.0893497467041016,3086047,-.9667072296142578,4742546,-.8194608688354492,42147352,.185394287109375,1061935,.2283554077148438,3368904,-.1256437301635742,7873842,.1784219741821289,55544104,.1900348663330078,7951228,.022191047668457,1082781,-.2784814834594727,407508,15981,-2.431529045104981,17323,1.753089904785156,1337538,.0412864685058594,120888,-.6963357925415039,matched (3),33296126,.92735356,1082560.4,2061519.1
201206,841480,629,3851,30639240,06,0,0,0,0,1,0,0,0,0,0,0,33315494,-.1609611511230469,2762118,-.0653705596923828,114066,-.3044462203979492,293735,-.0217142105102539,29229116,-.2020969390869141,8745791,-.070343017578125,3241453,-.1929349899291992,6897,-.8380594253540039,7105046,.0344791412353516,15379741,-.0999126434326172,1459205,.1739053726196289,3210602,4108517,-.2106552124023438,268695,-.7484054565429688,2222336,-.0396337509155273,1802194,-.1690244674682617,370256,-.0648231506347656,2502094,373575,8896008,-.0672168731689453,3959375,-.1892194747924805,103835,-1.897826194763184,478161,.0172805786132813,725068,-.0455036163330078,3190553,-.2183303833007813,2703021,.2069377899169922,489950,-.1668367385864258,273906,-.7833490371704102,79946,-1.514384269714356,5741605,-.0088510513305664,36309080,-.0841331481933594,3006152,-.5018014907836914,976911,7344053,-.4818429946899414,24928912,.0819263458251953,399765,-.0780067443847656,3497747,.1252279281616211,7043158,.3954830169677734,39195708,-.0726051330566406,783138,-.304539680480957,3052574,-.098602294921875,7599700,-.0354375839233398,55790952,.0044345855712891,9058866,.1304178237915039,1034673,-.0454473495483398,647363,23131,.3697738647460938,7752,-.8040838241577148,1134718,-.1644468307495117,174622,.3677597045898438,matched (3),31517944,.92735356,1038171.8,2038559.5
201207,841480,630,3851,32110868,07,0,0,0,0,0,1,0,0,0,0,0,33010804,-.0091876983642578,2797242,.0126361846923828,32025,-1.270259857177734,296941,.0108556747436523,27825782,-.0492019653320313,8017633,-.0869293212890625,2086941,-.4403228759765625,14857,.7673845291137695,6022786,-.1652555465698242,15868099,.0312595367431641,689697,-.749394416809082,3636973,3989714,-.0293426513671875,324900,.1899404525756836,1848232,-.1843290328979492,2425263,.2969350814819336,370928,.0018129348754883,2549618,533089,11157017,.2264652252197266,4368499,.0983333587646484,448707,1.463567733764648,841025,.5646743774414063,587249,-.2108163833618164,3705731,.1496858596801758,3444830,.2425050735473633,564186,.1410808563232422,331791,.1917200088500977,277194,1.243366241455078,4555276,-.2314529418945313,35445320,-.0240764617919922,2964289,-.0140237808227539,1057933,7714662,.0492315292358398,21984604,-.1256847381591797,279294,-.358612060546875,4646700,.2840375900268555,3803396,-.6161623001098633,36764132,-.0640449523925781,1330271,.5298290252685547,2935114,-.0392389297485352,4958977,-.4269094467163086,50733652,-.0950222015380859,5308838,-.5343713760375977,1024080,-.0102910995483398,267855,96634,1.429757118225098,28863,1.314609527587891,944910,-.183049201965332,156754,-.1079463958740234,matched (3),33025142,.92735356,1295448.5,2180851
201208,841480,631,3851,26634936,08,0,0,0,0,0,0,1,0,0,0,0,29895042,-.0991420745849609,666233,-1.434750556945801,178460,1.71784782409668,291784,-.0175199508666992,30635332,.09619140625,6707955,-.178349494934082,2553854,.201904296875,6708,-.7951698303222656,4954517,-.1952495574951172,14279831,-.1054611206054688,740219,.0706939697265625,1637321,3666528,-.0844745635986328,409622,.2317171096801758,1785918,-.034296989440918,2678716,.0993976593017578,289292,-.2485713958740234,958545,691511,12534330,.1164035797119141,3578525,-.1994686126708984,150968,-1.089303016662598,598924,-.3394870758056641,627440,.0661993026733398,2694434,-.3186922073364258,1916957,-.5861358642578125,415625,-.3056001663208008,239060,-.3277902603149414,150712,-.6093463897705078,5625458,.2110166549682617,32709960,-.0803108215332031,3527490,.1739501953125,888051,8581469,.1064825057983398,19756188,-.1068763732910156,183897,-.4178886413574219,4481602,-.0361766815185547,4873123,.2478399276733398,33766876,-.0850410461425781,831668,-.4697046279907227,3165199,.075469970703125,7405404,.4010105133056641,45777088,-.1028060913085938,8336929,.4513225555419922,583110,-.5631742477416992,214201,30659,-1.148004531860352,6473,-1.49492073059082,1223917,.2587213516235352,140538,-.1091995239257813,matched (3),24387824,.92735356,1278877,2171048.3
201209,841480,632,3851,35691700,09,0,0,0,0,0,0,0,1,0,0,0,38281816,.2472820281982422,3029344,1.514462471008301,825843,1.532039642333984,313346,.0712947845458984,32709280,.0655040740966797,7998984,.176020622253418,2729781,.0666179656982422,5828,-.1406269073486328,5584669,.119725227355957,16503425,.1447181701660156,1079150,.3769826889038086,3858133,4705056,.2493925094604492,333313,-.2061529159545898,1798556,.0070514678955078,2045939,-.2694807052612305,273554,-.0559368133544922,2370357,841503,12785869,.0198688507080078,4861261,.3063468933105469,155088,.0269250869750977,626329,.0447416305541992,790423,.2309198379516602,3300087,.2027606964111328,2276755,.1720123291015625,607041,.3788127899169922,222114,-.0735235214233398,493488,1.186127662658691,5450178,-.0316543579101563,31183872,-.0477790832519531,4150676,.162684440612793,692549,10214746,.1742277145385742,22615268,.1351585388183594,388859,.74884033203125,4153294,-.0760784149169922,6244716,.2480010986328125,46008712,.3093490600585938,709850,-.1583795547485352,3629693,.136932373046875,7222603,-.0249948501586914,59597604,.2638320922851563,7305568,-.1320581436157227,1360661,.8473501205444336,447155,16105,-.6437969207763672,7060,.0868053436279297,1246634,.0183906555175781,156391,.1068811416625977,matched (3),33919780,.92735356,1208994.3,2130631.8
201210,841480,633,3851,40283364,10,0,0,0,0,0,0,0,0,1,0,0,44539300,.151397705078125,4146012,.3138008117675781,493254,-.5153799057006836,390764,.2207956314086914,33383548,.0204048156738281,11947515,.4012088775634766,3040197,.107701301574707,12069,.72796630859375,7228198,.2579641342163086,18964994,.1390285491943359,1577760,.3798322677612305,4002609,5076544,.075993537902832,564006,.5259828567504883,2077315,.1440925598144531,3158879,.4343605041503906,363454,.2841529846191406,1727942,1157449,14083105,.0966339111328125,5930218,.1987628936767578,243329,.4504222869873047,766036,.2013530731201172,829026,.0476837158203125,3912888,.1703271865844727,4320898,.640711784362793,770478,.2384147644042969,224995,.0128870010375977,844908,.5377292633056641,6930322,.2402582168579102,35409444,.1270771026611328,4281407,.031010627746582,1191045,12299554,.18572998046875,29572188,.2682094573974609,667994,.5410623550415039,4214345,.014592170715332,12090991,.6607255935668945,48325708,.04913330078125,690632,-.0274467468261719,4131921,.1295938491821289,7668905,.0599584579467773,63060956,.0564861297607422,12703414,.5532341003417969,1224110,-.1057558059692383,325982,26822,.5100927352905273,8099,.1372947692871094,1882073,.4119272232055664,290912,.620661735534668,matched (3),37993820,.92735356,945516.19,1992968.9
201211,841480,634,3851,33122002,11,0,0,0,0,0,0,0,0,0,1,0,36367752,-.2026901245117188,3226584,-.2507228851318359,399495,-.2108230590820313,347972,-.1159820556640625,29065812,-.1385002136230469,7039327,-.5290107727050781,2905940,-.0451650619506836,19150,.4616622924804688,5704732,-.2366933822631836,16704716,-.1269054412841797,1289829,-.2014961242675781,3143091,4692611,-.0786418914794922,337941,-.5121927261352539,1839464,-.1216020584106445,2436928,-.2594785690307617,261986,-.3273611068725586,1862677,807779,12027203,-.1578044891357422,4414858,-.2950849533081055,210773,-.1436328887939453,705999,-.0816154479980469,827675,-.0016307830810547,3872987,-.0102500915527344,2013965,-.7633571624755859,477547,-.4783487319946289,185211,-.1945829391479492,471829,-.582611083984375,4695882,-.3892202377319336,32559132,-.0839195251464844,4160736,-.028590202331543,889518,14886400,.1908855438232422,26420882,-.1126804351806641,374996,-.5773630142211914,3546378,-.1725673675537109,11323133,-.06561279296875,44350216,-.085845947265625,577760,-.1784486770629883,3200945,-.2552967071533203,8139058,.0595006942749023,65892324,.0439205169677734,6551439,-.6621866226196289,860502,-.3524541854858398,631533,81907,1.116362571716309,12815,.4588756561279297,1824360,-.0311450958251953,188758,-.4325551986694336,matched (3),31487994,.92735356,934752.75,1987885
201212,841480,635,3851,28825930,12,0,0,0,0,0,0,0,0,0,0,1,33160332,-.0923290252685547,2876324,-.1149110794067383,157074,-.9334840774536133,418989,.1857223510742188,25153214,-.1445770263671875,6521631,-.0763883590698242,2165149,-.2942686080932617,14084,-.3072633743286133,4663909,-.201441764831543,12935299,-.2557296752929688,1000170,-.2543401718139648,3688990,3160160,-.3953666687011719,214468,-.4547109603881836,1504292,-.2011518478393555,2169233,-.1163654327392578,156257,-.516789436340332,1325298,736384,13571790,.1208229064941406,3410887,-.2580032348632813,189631,-.1057024002075195,505622,-.3338241577148438,673818,-.2056608200073242,2370612,-.4908781051635742,975799,-.724604606628418,459979,-.0374822616577148,199018,.0719003677368164,302820,-.4434785842895508,3875830,-.1919269561767578,29055220,-.1138591766357422,2091407,-.6878547668457031,674922,10992455,-.3032398223876953,17142412,-.4325981140136719,306495,-.2017145156860352,3312609,-.0681905746459961,4817496,-.8545942306518555,42255496,-.0483837127685547,528261,-.0895671844482422,3169212,-.0099630355834961,5515541,-.3891048431396484,44800960,-.3857917785644531,5049014,-.2604913711547852,507045,-.5289154052734375,575891,11439,-1.96855640411377,10778,-.1731090545654297,1229509,-.3946142196655273,133430,-.346888542175293,matched (3),28611652,.92735356,973615.56,2006452.4
201301,841480,636,3851,28309994,01,0,0,0,0,0,0,0,0,0,0,0,39939688,.1860179901123047,4485653,.444371223449707,146173,-.0719270706176758,390052,-.0715646743774414,37997412,.4125308990478516,9888233,.4162206649780273,3239504,.4029312133789063,113574,2.08741569519043,8327126,.5796642303466797,19651028,.4181690216064453,884368,-.123051643371582,6944814,4581832,.3714761734008789,343378,.4706707000732422,2491208,.5044450759887695,3203710,.3899364471435547,314971,.7009782791137695,2403108,654000,18058588,.2856273651123047,4892564,.360743522644043,356581,.6314821243286133,524084,.0358619689941406,773632,.1381359100341797,4320072,.6001243591308594,2212030,.8184089660644531,525991,.1341037750244141,385939,.6622838973999023,249646,-.1930942535400391,5705923,.3867454528808594,38732772,.2874870300292969,2981104,.354456901550293,1163993,12648119,.1403007507324219,31208812,.5991439819335938,258118,-.1717844009399414,4221748,.2425136566162109,6889950,.3578090667724609,40391940,-.0451030731201172,801576,.4169883728027344,3347274,.0546636581420898,9178637,.5093088150024414,57939528,.2571697235107422,7773108,.4314765930175781,475305,-.0646438598632813,185454,65431,1.743968009948731,9218,-.1563491821289063,1414361,.1400632858276367,257236,.6564168930053711,matched (3),30141650,.92735356,1215530.9,2134347.5
201302,841480,637,3851,28240506,02,1,0,0,0,0,0,0,0,0,0,0,34442328,-.1480846405029297,3602420,-.2192783355712891,64976,-.8107728958129883,317770,-.204951286315918,31358900,-.1920185089111328,9444622,-.0458984375,2773342,-.1553668975830078,18217,-1.830100059509277,7391181,-.1192312240600586,19756214,.0053386688232422,1295650,.3818941116333008,6718762,5090696,.105316162109375,418314,.1974010467529297,1770780,-.3413476943969727,2147168,-.4001598358154297,358824,.1303520202636719,2191290,809894,16634671,-.0821323394775391,3844772,-.241002082824707,166821,-.7596406936645508,504886,-.0373191833496094,865861,.1126279830932617,4093590,-.0538501739501953,1908845,-.1474123001098633,446537,-.163762092590332,276755,-.3325471878051758,113033,-.7923641204833984,4793712,-.1742000579833984,35736228,-.0805206298828125,3819677,.2478723526000977,975285,12945925,.0232715606689453,27274276,-.1347560882568359,245852,-.0486869812011719,3931771,-.0711593627929688,5376099,-.2481002807617188,47929456,.1711006164550781,748481,-.0685338973999023,2851238,-.1603927612304688,9400121,.0238437652587891,57170136,-.0133686065673828,6410730,-.1926965713500977,453707,-.0465049743652344,301506,84854,.2599353790283203,7677,-.1829290390014648,1580650,.1111583709716797,260764,.0136213302612305,matched (3),29583390,.92735356,879448.81,1962486.8
201303,841480,638,3851,23069468,03,0,1,0,0,0,0,0,0,0,0,0,35757784,.0374813079833984,3061228,-.1627893447875977,48598,-.2904348373413086,269294,-.1655244827270508,30514704,-.0272903442382813,9085241,-.0387954711914063,3077943,.1042079925537109,17430,-.0441617965698242,7555174,.0219449996948242,18617520,-.0593643188476563,932137,-.3292875289916992,4511122,4968875,-.0242214202880859,404447,-.0337114334106445,2312164,.2667636871337891,1475987,-.3748226165771484,343262,-.0443382263183594,2134380,655478,12924322,-.2523765563964844,3993598,.0379781723022461,235181,.3434343338012695,475980,-.0589561462402344,674321,-.2500181198120117,2983713,-.316253662109375,1590194,-.1826419830322266,401261,-.1069097518920898,176894,-.4475812911987305,95138,-.1723508834838867,4582186,-.0451288223266602,38327692,.07000732421875,4717298,.2110700607299805,908300,11582012,-.111328125,30657160,.1169223785400391,496427,.7027063369750977,4712750,.1811809539794922,6048838,.1179027557373047,43856200,-.0888156890869141,1313785,.5626220703125,2716956,-.0482416152954102,7896796,-.1742649078369141,57096960,-.0012798309326172,6046954,-.0584182739257813,327328,-.3264884948730469,270858,30440,-1.025174140930176,676,-2.42979097366333,1152318,-.3160610198974609,219643,-.1716117858886719,matched (3),25302734,.92735356,964969.63,2002271.4
201304,841480,639,3851,35941780,04,0,0,1,0,0,0,0,0,0,0,0,40206136,.1172523498535156,3611295,.1652498245239258,167460,1.237161636352539,377278,.3371782302856445,35286852,.1453018188476563,12449457,.3150253295898438,3122937,.0145130157470703,53630,1.123915672302246,7601815,.0061550140380859,18984196,.0195026397705078,1143541,.2044048309326172,5628075,5692726,.1359958648681641,396125,-.0207910537719727,3136794,.3050174713134766,2334160,.4583244323730469,407537,.1716375350952148,2474687,659086,12663553,-.0203838348388672,4522054,.1242742538452148,317360,.2996816635131836,918709,.6575927734375,864069,.2479467391967773,3954534,.2816944122314453,2365579,.3971672058105469,751976,.6280918121337891,322249,.5997734069824219,155768,.4930391311645508,5432284,.1701841354370117,40940676,.0659523010253906,4503279,-.0464305877685547,786121,9761727,-.1709823608398438,27496752,-.1087989807128906,514661,.03607177734375,5205600,.0994634628295898,13176408,.7785615921020508,48575564,.1022052764892578,1075572,-.2000598907470703,3226750,.1719636917114258,8431385,.0655040740966797,61190268,.0692367553710938,6067516,.0033941268920898,770505,.8560829162597656,820382,158873,1.652347564697266,7561,2.414565563201904,1083065,-.0619802474975586,195478,-.1165561676025391,matched (3),34970972,.92735356,961733.56,2000713.8
201305,841480,640,3851,28839132,05,0,0,0,1,0,0,0,0,0,0,0,36865876,-.0867347717285156,3222325,-.1139631271362305,338950,.705108642578125,236983,-.4649934768676758,32745136,-.0747566223144531,12087182,-.0295314788818359,3057151,-.0212907791137695,19815,-.9956693649291992,6945286,-.0903244018554688,18032210,-.0514469146728516,1027232,-.1072616577148438,5052854,5074304,-.1149997711181641,486929,.2063884735107422,1593106,-.6775150299072266,1985025,-.1620197296142578,305449,-.2883481979370117,2857844,382624,14471672,.1334648132324219,4161439,-.0831060409545898,249906,-.23895263671875,549489,-.5139799118041992,1059686,.204075813293457,4396258,.105891227722168,2430072,.0268974304199219,539896,-.3313274383544922,208648,-.4346761703491211,53781,-1.063447952270508,5401855,-.0056180953979492,43453332,.0595626831054688,4148191,-.0821332931518555,905346,11250420,.1419353485107422,26343098,-.0428600311279297,365006,-.3435945510864258,5357535,.0287694931030273,9362888,-.3416728973388672,49693828,.0227603912353516,1209141,.1170578002929688,3149238,-.0243148803710938,9393774,.1080856323242188,55583552,-.096099853515625,6901088,.1287298202514648,134249,-1.747349739074707,422457,75706,-.7412481307983398,2853,-.9746322631835938,782516,-.3250360488891602,139776,-.3354063034057617,matched (3),29982064,.92735356,683528.31,1882852.9
