period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1058c222,Y1214c792,growth1214c792,Y1239c792,growth1239c792,Y1267c792,growth1267c792,Y1305c705,growth1305c705,Y1387c152,growth1387c152,Y1728c32,Y1758c344,Y1775c818,Y1820c586,growth1820c586,Y1901c68,growth1901c68,Y2120c757,growth2120c757,Y2493c124,growth2493c124,Y262c352,growth262c352,Y2762c440,growth2762c440,Y2830c586,growth2830c586,Y284c36,Y2914c68,growth2914c68,Y2979c484,growth2979c484,Y3092c608,Y3149c208,growth3149c208,Y3411c705,growth3411c705,Y3422c344,Y3486c152,growth3486c152,Y3597c688,growth3597c688,Y361c792,growth361c792,Y3702c68,growth3702c68,Y3726c68,growth3726c68,Y3834c352,growth3834c352,Y3850c344,Y3855c348,growth3855c348,Y4021c344,Y4184c586,Y4285c376,Y4322c344,Y4381c344,Y4422c344,Y4515c428,growth4515c428,Y4533c428,growth4533c428,Y4667c251,growth4667c251,Y4688c818,Y4719c348,growth4719c348,Y4833c428,growth4833c428,Y4881c124,growth4881c124,Y4976c344,Y543c268,growth543c268,Y573c68,growth573c68,Y617c428,growth617c428,Y829c440,growth829c440,Y937c484,growth937c484,_merge,x,r2,s,sf
201109,901850,620,4758,1458387,09,0,0,0,0,0,0,0,1,0,0,0,118030,1380636,.0440835952758789,215924,-.0577516555786133,673800,-.1915969848632813,138782,.3714570999145508,815398,-.3853740692138672,5467100,18502120,7328650,378955,-.0377473831176758,17316,.9085817337036133,7240342,-.1443080902099609,6898,-.8289051055908203,45683,-.2328720092773438,4367,-.3694849014282227,2262,-1.759716033935547,877121,5121,.0969133377075195,460609,-.4826555252075195,21936,4345702,-.001490592956543,12981,1.539597988128662,338384,84921,.0406646728515625,373715,-.9353818893432617,1816692,.4447946548461914,48972,.0242223739624023,11161,.2082252502441406,21767,.6540012359619141,3112057,1172901,.7811794281005859,388519,27442,2560000,23702236,11545025,22737446,11807,-.393280029296875,6482548,-.2392091751098633,5023943,-.1176681518554688,304964,24703,-.2708015441894531,241291,-.2631444931030273,280204,-.0278768539428711,1559432,70848,-.1728839874267578,87419,-.610356330871582,4238,-.6725254058837891,652216,-.3375959396362305,185652,-.0703954696655273,matched (3),784781.69,.93101412,116776.91,180882.02
201110,901850,621,4758,808273,10,0,0,0,0,0,0,0,0,1,0,0,37343,809297,-.5341339111328125,671159,1.134079933166504,542118,-.2174491882324219,110267,-.2300004959106445,730934,-.1093540191650391,4499447,16582735,7144601,348097,-.0849361419677734,51086,1.081879615783691,6947900,-.041229248046875,100712,2.681034088134766,17507,-.9591255187988281,4439,.0163536071777344,85970,3.637748718261719,588767,5104,-.0033254623413086,307321,-.4046573638916016,24756,5032871,.1468038558959961,9479,-.3144083023071289,224518,32315,-.9661903381347656,578277,.4365596771240234,1209931,-.4064540863037109,38814,-.2324676513671875,12927,.1468925476074219,17264,-.2317714691162109,2257461,612370,-.6498985290527344,313501,4844,3705000,23087280,12692093,25108076,22050,.6246204376220703,5223056,-.2160310745239258,2490874,-.7015810012817383,266001,84703,1.232226371765137,82069,-1.07844352722168,248878,-.1185550689697266,1084039,155058,.7832622528076172,151756,.5515613555908203,2420,-.5603237152099609,1472025,.8140182495117188,72943,-.9341955184936523,matched (3),896046.19,.93101412,100205.63,170653.52
201111,901850,622,4758,752939,11,0,0,0,0,0,0,0,0,0,1,0,14457,927815,.1366662979125977,227155,-1.083373069763184,385588,-.3407144546508789,189806,.5430984497070313,831796,.1292648315429688,3735119,16989680,5718881,218528,-.4655675888061523,10661,-1.56691837310791,7457697,.0708074569702148,88074,-.1340875625610352,5569,-1.1453857421875,2286,-.6636257171630859,30681,-1.030354499816895,268917,7303,.3582611083984375,167899,-.6045303344726563,61254,4755485,-.0566921234130859,838,-2.425815582275391,204992,22804,-.3485956192016602,314231,-.60992431640625,663477,-.6008243560791016,32634,-.1734256744384766,8404,-.4306106567382813,10550,-.4924983978271484,2735196,295494,-.7286882400512695,251966,20844,2905000,22969242,18178156,17545954,304,-4.284040451049805,6636015,.2394285202026367,1200587,-.729823112487793,258452,18233,-1.535918235778809,218114,.9774580001831055,804451,1.173197746276856,568502,8937,-2.853598594665527,75251,-.7014446258544922,3442,.3522853851318359,1210993,-.1951980590820313,92104,.2332401275634766,matched (3),747623.63,.93101412,82907.641,161105.97
201112,901850,623,4758,1220740,12,0,0,0,0,0,0,0,0,0,0,1,94695,1629830,.5633993148803711,82683,-1.010619163513184,882417,.8278951644897461,50799,-1.318125724792481,1135755,.3114652633666992,3736325,18177246,7027628,280979,.2513656616210938,13344,.2244749069213867,7028784,-.0592336654663086,40139,-.7858295440673828,32117,1.752170562744141,4567,.6920528411865234,36888,.1842422485351563,431611,21150,1.0633544921875,358773,.7593278884887695,68336,4733211,-.004694938659668,898,.0691518783569336,309066,40734,.5801277160644531,389911,.215789794921875,1294299,.6682300567626953,25741,-.2372703552246094,6857,-.2034378051757813,11348,.0729160308837891,4203768,671338,.8206243515014648,367960,49275,2972000,21138264,22372432,22578378,525,.5463705062866211,4322613,-.4286518096923828,1801517,.405817985534668,112701,18292,.0032310485839844,253382,.1498804092407227,345029,-.846531867980957,1375158,149216,2.815194129943848,184689,.8978443145751953,3077,-.1120977401733398,1109413,-.0876092910766602,125482,.3092441558837891,matched (3),1234072.3,.93101412,81782.695,160529.95
201201,901850,624,4758,893143,01,0,0,0,0,0,0,0,0,0,0,0,28464,1315753,-.2140665054321289,60767,-.3079671859741211,282678,-1.13835620880127,196045,1.350466728210449,989903,-.1374454498291016,3526862,13758733,9112268,327804,.1541366577148438,22098,.504420280456543,6870075,-.0228385925292969,140967,1.25617790222168,29793,-.0751123428344727,1560,-1.074170589447022,89177,.8827371597290039,534475,8511,-.9102802276611328,124389,-1.059276580810547,40475,4692994,-.0085334777832031,601,-.4015750885009766,220881,63209,.4393835067749023,364689,-.0668735504150391,510608,-.9301223754882813,21323,-.188298225402832,2757,-.9111266136169434,17720,.4456520080566406,2989854,509025,-.2767763137817383,222456,13481,2422000,16142978,12365876,23949038,462,-.127833366394043,3798119,-.1293535232543945,3440525,.6469955444335938,302347,96904,1.667256355285645,150081,-.5237236022949219,308192,-.1129055023193359,665052,30021,-1.603497505187988,161380,-.1349115371704102,4197,.3104143142700195,560509,-.6827411651611328,75899,-.5027589797973633,matched (3),1051701.5,.93101412,74172.625,156789.77
201202,901850,625,4758,866334,02,1,0,0,0,0,0,0,0,0,0,0,64321,988929,-.2855424880981445,40566,-.4041166305541992,713532,.9259185791015625,17193,-2.433841705322266,901720,-.0933036804199219,2639981,13105823,4982781,162729,-.7003297805786133,12052,-.6062564849853516,6997931,.0184402465820313,219626,.4434003829956055,13963,-.7578620910644531,9085,1.761938571929932,124279,.3319063186645508,272012,15541,.6021213531494141,528784,1.447166442871094,1200,3250208,-.3673515319824219,877,.3779120445251465,188915,71673,.1256675720214844,639071,.5609712600708008,868622,.531306266784668,24087,.1218862533569336,2867,.0391230583190918,12722,-.3313608169555664,2058550,253359,-.6976890563964844,166817,2291,2733000,17680316,10985971,12726522,152,-1.111684322357178,3398366,-.1112117767333984,1050753,-1.186117172241211,244720,12497,-2.048232078552246,149250,-.0055522918701172,346893,.1182937622070313,541171,109735,1.296171188354492,4359,-3.611518859863281,4218,.0049915313720703,366147,-.4258108139038086,42013,-.5914239883422852,matched (3),692551.19,.93101412,99677.188,170343.77
201203,901850,626,4758,1277553,03,0,1,0,0,0,0,0,0,0,0,0,84051,1727425,.557765007019043,142478,1.256257057189941,940497,.2761812210083008,196450,2.435905456542969,975574,.0787220001220703,3714220,16070470,7982657,52069,-1.139516830444336,29438,.8930559158325195,7015250,.0024709701538086,11920,-2.913708686828613,5652,-.9044017791748047,1807,-1.614956378936768,131222,.0543613433837891,382760,60630,1.361308097839356,608171,.1398763656616211,44421,3837993,.1662311553955078,2509,1.051132678985596,284108,15742,-1.515782356262207,643076,.0062465667724609,1053343,.1928157806396484,55180,.8289279937744141,11178,1.360681533813477,9963,-.2444543838500977,3193848,578983,.8264656066894531,333275,13252,2945000,22700444,14910279,24908716,10252,4.211348056793213,4040568,.173090934753418,3451758,1.189375877380371,1008115,39352,1.147058486938477,129295,-.1435260772705078,147010,-.858515739440918,764863,120559,.0940713882446289,40676,2.233395576477051,2012,-.740231990814209,364406,-.0047664642333984,92205,.7860345840454102,matched (3),1272808.3,.93101412,93567.789,166842.39
201204,901850,627,4758,1340247,04,0,0,1,0,0,0,0,0,0,0,0,38566,818255,-.7472133636474609,416998,1.073894500732422,764985,-.2065525054931641,125656,-.4468593597412109,1036034,.0601291656494141,2886851,16465393,8344083,340034,1.876476287841797,13136,-.8069305419921875,7235249,.030879020690918,96186,2.088066101074219,38870,1.928213119506836,3135,.5509610176086426,155216,.1679267883300781,305574,13060,-1.535235404968262,306981,-.6836700439453125,59470,3619050,-.0587387084960938,25294,2.310683250427246,141485,28433,.5912179946899414,883797,.3179645538330078,648438,-.4851579666137695,37764,-.3792448043823242,13586,.1950922012329102,5605,-.5752191543579102,3063921,407732,-.3506631851196289,320648,36377,2443000,23164902,16267250,33042864,10776,.0498485565185547,4064820,.0059843063354492,6633174,.6532001495361328,335971,19493,-.7024917602539063,138729,.0704259872436523,280004,.6443033218383789,827656,37975,-1.155211448669434,21363,-.6439781188964844,4091,.7096600532531738,894181,.8976402282714844,109832,.1749382019042969,matched (3),1355674.6,.93101412,83730.977,161531.2
201205,901850,628,4758,1437953,05,0,0,0,1,0,0,0,0,0,0,0,195864,1358286,.506805419921875,359586,-.1481285095214844,502914,-.4194364547729492,356983,1.044139862060547,1146302,.1011419296264648,3915597,17522136,9302100,307887,-.0993127822875977,17551,.2897548675537109,7196237,-.005406379699707,37041,-.9542579650878906,63194,.4859867095947266,4793,.4245271682739258,142605,-.0847387313842773,369543,21822,.5133647918701172,668343,.77801513671875,27617,4654441,.2516107559204102,870,-3.369829654693604,159840,70711,.9110507965087891,994578,.1180915832519531,1682047,.9532003402709961,38362,.015711784362793,17615,.2597112655639648,26337,1.54731559753418,3872951,338691,-.1855220794677734,431488,23529,2829000,25681608,16121671,34781696,12224,.1260795593261719,5427751,.2891550064086914,8590640,.2585897445678711,397781,28801,.390355110168457,210991,.4192934036254883,633055,.8157529830932617,1466383,90779,.8715000152587891,34018,.4652290344238281,3420,-.1791486740112305,1221334,.3117904663085938,142250,.2586336135864258,matched (3),1475152.5,.93101412,71999.969,155773.72
201206,901850,629,4758,1193233,06,0,0,0,0,1,0,0,0,0,0,0,4242,1110387,-.2015151977539063,137562,-.9608783721923828,963181,.6498222351074219,97395,-1.29891300201416,980985,-.1557397842407227,3250763,16507460,8074197,147235,-.7377033233642578,4425,-1.377840995788574,7083663,-.0157670974731445,118456,1.162515640258789,29059,-.776881217956543,452,-2.361229419708252,52403,-1.001114845275879,449687,10836,-.7000446319580078,73842,-2.202873229980469,14990,3694694,-.2309246063232422,7922,2.208905696868897,311329,50070,-.3451786041259766,1176745,.1681890487670898,1263569,-.2860708236694336,28472,-.2981462478637695,7076,-.9120426177978516,14108,-.624232292175293,2325804,266591,-.2393722534179688,262834,14953,3085000,22396124,12760218,27493740,10418,-.1598663330078125,4865033,-.1094512939453125,8093487,-.0596132278442383,470335,19215,-.404719352722168,152149,-.3269557952880859,287046,-.7909145355224609,604541,43516,-.7352991104125977,18686,-.5991144180297852,2131,-.4730491638183594,578945,-.7464914321899414,84251,-.5237855911254883,matched (3),1193020.1,.93101412,85139.438,162265.77
201207,901850,630,4758,1773177,07,0,0,0,0,0,1,0,0,0,0,0,117814,1956106,.5662469863891602,655737,1.561684608459473,814995,-.1670598983764648,153813,.4569625854492188,884067,-.1040239334106445,3587833,15515252,9311018,310493,.7461318969726563,20565,1.536320686340332,7180008,.0135087966918945,76938,-.4315414428710938,51128,.5650043487548828,3283,1.98283052444458,103403,.6796703338623047,554292,27995,.9491519927978516,199075,.9917535781860352,8813,4722817,.2455081939697266,10295,.2620143890380859,122078,50464,.007838249206543,898151,-.2701692581176758,769424,-.4960536956787109,32580,.1347770690917969,3658,-.6597919464111328,14869,.0525360107421875,3179857,576869,.7718992233276367,218555,60370,3565000,25044740,14469532,28431366,7268,-.3600540161132813,6073928,.2219324111938477,10142825,.2257061004638672,661295,26607,.3254833221435547,197673,.261754035949707,370169,.2543172836303711,1467958,86298,.6846771240234375,56198,1.101106643676758,2719,.2436728477478027,1218363,.7440557479858398,90542,.0720138549804688,matched (3),1632189.1,.93101412,85133.406,162262.59
201208,901850,631,4758,1230642,08,0,0,0,0,0,0,1,0,0,0,0,207147,1142578,-.5376691818237305,162834,-1.393028259277344,761120,-.0683908462524414,104553,-.3860435485839844,1283263,.3726282119750977,3379192,17336272,7744782,151972,-.7144651412963867,24769,.1860017776489258,5680602,-.2342433929443359,10340,-2.006979942321777,46148,-.1024789810180664,2714,-.1903338432312012,89403,-.1454801559448242,396376,17301,-.48126220703125,298090,.4037141799926758,26072,4831251,.022700309753418,8146,-.234130859375,105492,72654,.3644475936889648,701985,-.2464265823364258,380462,-.7042560577392578,60402,.6173238754272461,11445,1.140636444091797,10513,-.3466663360595703,2341492,865508,.4057016372680664,659854,6087,3365000,24147568,15785779,35329496,24019,1.195363998413086,5598086,-.0815811157226563,1794850,-1.731844902038574,279480,49017,.610992431640625,174483,-.124786376953125,11310,-3.488272666931152,459327,82612,-.0436515808105469,35552,-.4578847885131836,1762,-.4338145256042481,891545,-.3123073577880859,85031,-.0627985000610352,matched (3),1147409.4,.93101412,92068.117,166006
201209,901850,632,4758,581589,09,0,0,0,0,0,0,0,1,0,0,0,207402,1530863,.2925453186035156,566955,1.247549057006836,446574,-.5331859588623047,94315,-.1030540466308594,943145,-.3079414367675781,2941932,18773868,6967287,246411,.4833040237426758,3425,-1.978490829467773,7491198,.2766714096069336,10668,.0312280654907227,45817,-.0071983337402344,5116,.6339488029479981,99496,.1069631576538086,682389,16748,-.0324850082397461,454367,.4215097427368164,67005,3376453,-.3582801818847656,19243,.8596200942993164,175881,90922,.2242937088012695,449382,-.4460382461547852,1829943,1.570653915405273,46105,-.2701005935668945,6102,-.628936767578125,8586,-.202479362487793,2872186,1333816,.4324827194213867,262794,30812,2375000,22542354,12304055,35957240,11302,-.7538652420043945,5230891,-.0678434371948242,2352409,.2705192565917969,475755,42749,-.1368207931518555,212796,.1985063552856445,385725,3.529437065124512,727624,62289,-.2823696136474609,82279,.8391189575195313,5361,1.112700462341309,1145246,.2504186630249023,44639,-.6444082260131836,matched (3),571904.44,.93101412,91296.852,165579.5
201210,901850,633,4758,507962,10,0,0,0,0,0,0,0,0,1,0,0,32791,1004285,-.4215564727783203,283197,-.6941375732421875,417586,-.0671148300170898,55457,-.531031608581543,961239,.0190029144287109,3333235,16514469,8771278,241272,-.0210752487182617,11121,1.177733421325684,7469442,-.0029077529907227,114222,2.370895385742188,30775,-.3979520797729492,22707,1.490301132202148,38947,-.9379158020019531,617178,25375,.4154853820800781,416848,-.0861835479736328,17199,3648535,.0775003433227539,7956,-.8832206726074219,90136,25609,-1.267058372497559,403402,-.1079397201538086,1000809,-.6034755706787109,31036,-.3957738876342773,3982,-.4268321990966797,7982,-.0729436874389648,2563413,986193,-.3019475936889648,396041,15191,3360000,18470034,10508358,35242952,382,-3.387314319610596,4907782,-.0637588500976563,1995583,-.1645040512084961,301232,34926,-.2021141052246094,117543,-.5935297012329102,233895,-.5002517700195313,506587,44032,-.3468685150146484,31996,-.9445047378540039,12647,.8582696914672852,981136,-.1546630859375,41320,-.0772609710693359,matched (3),705146.56,.93101412,68712.781,154281.89
201211,901850,634,4758,1587213,11,0,0,0,0,0,0,0,0,0,1,0,374342,1940619,.6587314605712891,346491,.2017145156860352,450288,.0753974914550781,239493,1.462915420532227,1350006,.3396415710449219,2618661,16608779,9610301,101382,-.867030143737793,14185,.2433500289916992,7851981,.0499448776245117,37634,-1.110235214233398,4847,-1.848342895507813,8219,-1.01622486114502,93375,.8744220733642578,485134,8354,-1.111023902893066,790320,.6397161483764648,39029,3969253,.0842523574829102,2429,-1.186446666717529,72237,64414,.9223880767822266,362962,-.1056356430053711,1266212,.2352209091186523,54592,.5647392272949219,10820,.9996118545532227,24925,1.138682365417481,2555662,1789532,.5958576202392578,521940,57327,2364000,21767312,12651721,39878976,11459,3.401110172271729,3480104,-.3437604904174805,2369486,.1717367172241211,438446,50760,.3738765716552734,175074,.3984041213989258,339873,.3736991882324219,562487,56378,.2471628189086914,55949,.5588293075561523,13530,.0674896240234375,849906,-.1435861587524414,88790,.764927864074707,matched (3),1440848.1,.93101412,82884.539,161094.08
201212,901850,635,4758,1884700,12,0,0,0,0,0,0,0,0,0,0,1,44127,1259838,-.4320240020751953,1135718,1.187163352966309,569615,.2350730895996094,127182,-.6329050064086914,734779,-.6082944869995117,2572875,19461646,7802357,198026,.6695032119750977,19018,.2932004928588867,7020180,-.1119766235351563,85578,.8215198516845703,69221,2.658944129943848,11914,.3712654113769531,120843,.257868766784668,577716,18426,.7910223007202148,476438,-.5061006546020508,27908,4110868,.0350561141967773,2753,.125211238861084,249882,114867,.5784435272216797,368356,.0147514343261719,1546866,.2002010345458984,79777,.3793478012084961,5651,-.6495637893676758,2457,-2.316930294036865,2169705,1265977,-.3461103439331055,600481,48681,3238000,22991564,14174237,26614864,103,-4.711802005767822,3521431,.011805534362793,2460114,.0375347137451172,389580,42260,-.1832675933837891,278022,.4624919891357422,322874,-.0513095855712891,630829,78199,.3271780014038086,136639,.8929023742675781,5963,-.8193359375,674878,-.2305936813354492,72612,-.2011442184448242,matched (3),1770119.6,.93101412,97134.25,168868.34
201301,901850,636,4758,1396339,01,0,0,0,0,0,0,0,0,0,0,0,34624,1672754,.2834882736206055,889544,-.2443113327026367,584742,.026209831237793,187180,.3864517211914063,1101287,.4046649932861328,2251995,21489926,8526386,173407,-.1327571868896484,14635,-.2619695663452148,8450116,.1853914260864258,25044,-1.228794097900391,61374,-.1203184127807617,4807,-.9076414108276367,96480,-.2251567840576172,515469,2151,-2.147830009460449,273254,-.5559358596801758,23199,5005749,.1969528198242188,5794,.7441320419311523,124781,44478,-.9487800598144531,289450,-.2410669326782227,1393952,-.1040878295898438,30714,-.9545164108276367,6802,.1853847503662109,16879,1.92712926864624,3641362,336326,-1.325518608093262,372373,18549,2818000,21477036,15534332,21818278,121,.1610617637634277,3199263,-.095947265625,3260078,.2815437316894531,340180,48300,.1335906982421875,75336,-1.305742263793945,412186,.2442121505737305,598733,13659,-1.744858741760254,52355,-.9592952728271484,11851,.6868391036987305,674275,-.0008935928344727,54342,-.2898330688476563,matched (3),1300595.5,.93101412,70737.648,155194.3
201302,901850,637,4758,736278,02,1,0,0,0,0,0,0,0,0,0,0,416657,1540751,-.0822010040283203,690180,-.2537565231323242,700797,.1810474395751953,316494,.525233268737793,860315,-.2469358444213867,2243096,11409317,10213766,138603,-.2240276336669922,15884,.0818967819213867,6459906,-.2685651779174805,11907,-.7435073852539063,12758,-1.570827484130859,6247,.262028694152832,54662,-.5681667327880859,254623,18761,2.165847778320313,213089,-.2486915588378906,54377,4859644,-.0296220779418945,118584,3.018798828125,224002,149866,1.214746475219727,639802,.7931756973266602,1733913,.2182378768920898,23767,-.2564201354980469,10646,.447967529296875,8827,-.6482553482055664,1438743,287961,-.1552553176879883,235105,15166,3049000,11384271,5984853,18768752,10997,4.509587287902832,3094186,-.0333957672119141,1306029,-.9147605895996094,358968,24167,-.69244384765625,157362,.7365903854370117,367763,-.1140356063842773,1060962,107290,2.061137199401856,43759,-.1793498992919922,5979,-.6841592788696289,499861,-.2993078231811523,183618,1.217560768127441,matched (3),706974.88,.93101412,81587.922,160430.81
201303,901850,638,4758,714789,03,0,1,0,0,0,0,0,0,0,0,0,299215,1274811,-.1894721984863281,390313,-.5700035095214844,601551,-.1527070999145508,30957,-2.324705123901367,819250,-.0489101409912109,2110675,20637456,10768410,133605,-.0367259979248047,14913,-.063079833984375,7409133,.1370983123779297,10960,-.0828742980957031,21501,.5219411849975586,2813,-.7978501319885254,34890,-.4489688873291016,239707,11745,-.468353271484375,653205,1.120181083679199,10311,3101793,-.4489850997924805,5197,-3.127540588378906,115132,43311,-1.241334915161133,473870,-.3002252578735352,997179,-.5532054901123047,33844,.3534631729125977,5140,-.7281312942504883,8515,-.0359859466552734,2853236,402623,.3351755142211914,256277,14103,2575000,22261632,14701851,15854274,1300,-2.135258197784424,3882625,.2269868850708008,1732276,.282444953918457,348872,39986,.5035419464111328,163036,.0354223251342773,178994,-.7200860977172852,1001114,70854,-.4149141311645508,25683,-.5328683853149414,5944,-.0058708190917969,619414,.2144432067871094,89069,-.7234468460083008,matched (3),644073.13,.93101412,53563.414,148156.98
201304,901850,639,4758,1033889,04,0,0,1,0,0,0,0,0,0,0,0,100681,1521115,.1766452789306641,424914,.0849380493164063,1087282,.5919256210327148,134253,1.467127799987793,1052391,.2504310607910156,2775327,22638570,12572128,158180,.1688461303710938,9245,-.4781503677368164,7793455,.0505704879760742,85076,2.04929256439209,19454,-.1000471115112305,13307,1.554038524627686,15833,-.7901039123535156,652181,35647,1.110238075256348,1050678,.4752998352050781,45677,3886759,.2255954742431641,20408,1.36784553527832,146473,298627,1.930788993835449,696723,.3854551315307617,1260862,.2346200942993164,31647,-.0671176910400391,7946,.4356155395507813,11672,.315363883972168,3573960,1449673,1.281092643737793,382567,50475,4035000,24222492,12124864,21387892,37433,3.360188007354736,5180574,.2884044647216797,3821304,.7911558151245117,427084,35379,-.122410774230957,111768,-.3775453567504883,349379,.6688041687011719,406953,11492,-1.818970680236816,189467,1.998385429382324,11326,.6447181701660156,468019,-.2802648544311523,304541,1.229394912719727,matched (3),1031418.8,.93101412,74929.703,157149.34
201305,901850,640,4758,1007477,05,0,0,0,1,0,0,0,0,0,0,0,42750,1085656,-.3372592926025391,914429,.7664127349853516,817286,-.2854471206665039,201880,.4079465866088867,934003,-.1193399429321289,2909441,21302896,9685331,132207,-.1793651580810547,6546,-.3452281951904297,7253882,-.071746826171875,68484,-.216944694519043,24072,.2129964828491211,2434,-1.698753833770752,55231,1.249428749084473,327712,13544,-.9677219390869141,293879,-1.274023056030273,45200,3750474,-.0356931686401367,2004,-2.320781707763672,201701,81665,-1.29656982421875,561893,-.2150764465332031,2236579,.5731515884399414,78832,.9126749038696289,70128,2.177653312683106,15022,.2523231506347656,2545768,815159,-.5757102966308594,189042,29798,3416000,23697082,12588606,17546244,311,-4.790514945983887,4345297,-.1758213043212891,10585042,1.01884937286377,162012,34791,-.0167598724365234,86974,-.2508163452148438,346559,-.0081033706665039,610183,145755,2.540276527404785,42090,-1.504404067993164,8074,-.3384513854980469,743104,.4623270034790039,118804,-.9413309097290039,matched (3),1141833.8,.93101412,67885.938,153915.42
201306,901850,641,4758,542119,06,0,0,0,0,1,0,0,0,0,0,0,210618,1666210,.4283676147460938,590776,-.4368629455566406,948954,.1493711471557617,102681,-.6760463714599609,858895,-.0838336944580078,2068435,18870344,9485240,146331,.1015024185180664,3615,-.5937623977661133,9037374,.2198324203491211,13493,-1.624429702758789,41713,.5497636795043945,3702,.4193367958068848,82949,.4067010879516602,490709,11797,-.1380977630615234,411858,.3375110626220703,4694,3239575,-.1464405059814453,1466,-.3126077651977539,180098,34998,-.8473348617553711,375845,-.402134895324707,931150,-.87628173828125,51279,-.4300374984741211,10715,-1.878677368164063,9790,-.4281549453735352,3004811,761053,-.0686798095703125,289088,32989,3214000,21825924,10489234,20395496,250,-.2183318138122559,5400826,.2174577713012695,3424774,-1.128405570983887,199093,26066,-.288726806640625,163144,.6290245056152344,316569,-.0905122756958008,693595,54931,-.9758501052856445,8951,-1.548045158386231,4326,-.6240062713623047,680356,-.0882196426391602,113694,-.0439643859863281,matched (3),655681.5,.93101412,58823.066,150138.63
201307,901850,642,4758,931346,07,0,0,0,0,0,1,0,0,0,0,0,256890,1584838,-.0500698089599609,860267,.3758058547973633,972199,.0241994857788086,308439,1.099897384643555,954281,.105311393737793,2566579,21851068,9419220,44403,-1.192564010620117,9890,1.00643253326416,7661203,-.1652002334594727,57630,1.451872825622559,98170,.8558883666992188,1577,-.8533482551574707,138480,.5124998092651367,612030,18848,.4685611724853516,456907,.1038007736206055,42747,3110934,-.0405187606811523,8515,1.759291648864746,212489,522951,2.704196929931641,543063,.3680486679077148,1665488,.5814523696899414,18410,-1.024387359619141,1668,-1.860019207000732,33558,1.231914520263672,3836512,1692309,.7991456985473633,309280,20073,0,23782066,11496499,25005832,508,.7090206146240234,5996991,.104705810546875,3386281,-.0113029479980469,511594,32705,.2268962860107422,159082,-.0252141952514648,376550,.1735095977783203,942859,62746,.1330175399780273,38373,1.455588340759277,15168,1.254545211791992,929810,.3123645782470703,136611,.1836271286010742,matched (3),951951.69,.93101412,87870.008,163714.97
201308,901850,643,4758,863971,08,0,0,0,0,0,0,1,0,0,0,0,18231,1543869,-.0261898040771484,477869,-.5879058837890625,628488,-.4362430572509766,95192,-1.175627708435059,1372333,.3633098602294922,2119079,20731634,8975035,195812,1.483847618103027,4239,-.8471975326538086,6017179,-.2415504455566406,3565,-2.782878875732422,35272,-1.023612022399902,6801,1.461545467376709,90521,-.4251441955566406,572312,11270,-.5142621994018555,212263,-.7666540145874023,70934,3482748,.1128988265991211,6900,-.2103080749511719,263432,194817,-.9874267578125,132603,-1.409866333007813,1120279,-.3965396881103516,76431,1.423494338989258,20436,2.505672931671143,13909,-.8807392120361328,2809731,1047662,-.4795322418212891,202899,16131,2902000,22959024,11440810,22945472,371,-.3142795562744141,3918526,-.4255428314208984,1447289,-.8500404357910156,407506,31799,-.0280933380126953,190806,.1818380355834961,347181,-.0812044143676758,1097188,26181,-.8740606307983398,17961,-.7591514587402344,4711,-1.16928768157959,670610,-.3267927169799805,125962,-.0811576843261719,matched (3),1059339.4,.93101412,70933.492,155283.66
201309,901850,644,4758,1148228,09,0,0,0,0,0,0,0,1,0,0,0,428678,1853532,.1828012466430664,521958,.0882501602172852,1055026,.5180034637451172,149556,.4517745971679688,1340400,-.0235443115234375,2549082,18825552,8561417,122589,-.4683170318603516,5766,.3076515197753906,7782952,.2573165893554688,3141,-.1266231536865234,42253,.1805868148803711,8728,.2494659423828125,128675,.3517084121704102,656373,7395,-.4213399887084961,595372,1.031360626220703,38315,3785426,.0833368301391602,9880,.3589916229248047,389582,66861,-1.06944465637207,222197,.516204833984375,1401799,.2241783142089844,50264,-.4190988540649414,4477,-1.518344879150391,28558,.7194004058837891,3332945,971157,-.0758285522460938,1072877,18125,2977000,20722528,13481889,27194752,3560,2.261313915252686,4962274,.2361488342285156,7780883,1.681978225708008,780017,36913,.1491289138793945,237436,.2186403274536133,165693,-.7397098541259766,226428,71563,1.00554370880127,40707,.8181982040405273,9016,.6491003036499023,733241,.0892868041992188,160170,.2402553558349609,matched (3),1013682,.93101412,69711.258,154729.17
