period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1071c152,growth1071c152,Y1079c792,growth1079c792,Y1201c152,growth1201c152,Y1447c32,Y1459c554,Y1498c600,growth1498c600,Y1606c608,Y1699c442,Y2011c620,growth2011c620,Y2108c554,Y2269c792,growth2269c792,Y2419c124,growth2419c124,Y2560c344,Y2565c484,growth2565c484,Y2602c376,Y2686c344,Y2717c124,growth2717c124,Y2717c752,growth2717c752,Y2757c68,growth2757c68,Y2775c344,Y2882c246,growth2882c246,Y2926c348,growth2926c348,Y2965c586,growth2965c586,Y2986c268,growth2986c268,Y3024c705,growth3024c705,Y313c376,Y319c344,Y3453c32,Y3473c152,growth3473c152,Y3501c600,growth3501c600,Y3689c218,Y3743c600,growth3743c600,Y3765c586,growth3765c586,Y3848c300,growth3848c300,Y3897c818,Y4225c484,growth4225c484,Y4376c344,Y4544c68,growth4544c68,Y4579c152,growth4579c152,Y4584c376,Y4745c152,growth4745c152,Y476c208,growth476c208,Y4777c246,growth4777c246,Y48c484,Y4927c826,growth4927c826,Y4994c484,growth4994c484,Y632c222,growth632c222,Y640c826,growth640c826,Y679c792,growth679c792,Y843c484,growth843c484,_merge,x,r2,s,sf
201202,300510,625,1385,5011687,02,1,0,0,0,0,0,0,0,0,0,0,1388298,1.545535087585449,57022,-.9446449279785156,1234790,.0758953094482422,2175755,709401,308974,-.3213300704956055,66101,117852,48761,1.245376586914063,4798,4742405,-.0302705764770508,430885,-.2116594314575195,11663,776192,-.180842399597168,53000,4767939,17535,-.247136116027832,159389,-.2345008850097656,6162,.084446907043457,988309,192012,-1.636955261230469,56493,-.6832475662231445,12532115,-.0455074310302734,1548,-1.390323638916016,323570,-.0891408920288086,1534000,4727476,286780,322770,.3304529190063477,134603,-.5830268859863281,213189,69408,-1.572466850280762,9949,-.6422195434570313,707524,1.442904472351074,1791595,24022276,-.2650337219238281,5826944,2274,-2.267271995544434,53894700,-.3801441192626953,5956000,511288,-.0611515045166016,133126,-.025848388671875,988084,-.3296346664428711,11271388,1837452,-.4460210800170898,2321959,-.0761346817016602,160838,-.3111648559570313,445325,.2822074890136719,87368,-.7042112350463867,565167936,-.2596378326416016,matched (3),5207627,.92444021,341739.06,702654
201203,300510,626,1385,5855665,03,0,1,0,0,0,0,0,0,0,0,0,2456874,.5708112716674805,72691,.2427797317504883,951164,-.2609691619873047,1970182,703259,411488,.2865228652954102,63285,201342,12784,-1.338736534118652,28380,6285448,.2816925048828125,541733,.2289323806762695,18913,883221,.129176139831543,101000,7599651,41366,.8582601547241211,215123,.2998619079589844,6374,.0338258743286133,416620,141013,-.3087053298950195,38956,-.3716831207275391,13462056,.0715808868408203,5412,1.251654624938965,462013,.3561773300170898,861000,6464614,496267,397613,.2085390090942383,154407,.1372623443603516,459250,138010,.6873235702514648,29726,1.094550132751465,985296,.3311700820922852,2131696,25902028,.0753402709960938,7170255,39023,2.842610359191895,55519376,.0296993255615234,5129000,656705,.2503013610839844,175441,.2760066986083984,1015104,.0269784927368164,10621562,2025928,.0976486206054688,3239991,.3331594467163086,214628,.2885093688964844,431445,-.0316638946533203,232031,.9767427444458008,736602624,.2649250030517578,matched (3),6091104,.92444021,338773.69,701216.56
201204,300510,627,1385,6291408,04,0,0,1,0,0,0,0,0,0,0,0,778063,-1.149837493896484,49035,-.3936834335327148,1152771,.1922369003295898,2497695,681955,199585,-.7235393524169922,39866,245642,13762,.0737171173095703,2412,4993709,-.2300577163696289,500951,-.0782651901245117,29049,548802,-.4758377075195313,114000,7302757,9317,-1.490618705749512,500604,.8446054458618164,9646,.4143161773681641,251428,288235,.7149238586425781,45172,.1480445861816406,12653413,-.0619487762451172,19831,1.298627853393555,876918,.6408205032348633,1116000,8941468,75541,164840,-.8805036544799805,162702,.0523281097412109,361415,83243,-.5055618286132813,13451,-.79296875,1995188,.7055511474609375,2606392,27251096,.0507717132568359,6049569,7480,-1.651918411254883,52714472,-.0518417358398438,6081000,360430,-.5999364852905273,235560,.2946634292602539,641582,-.4588088989257813,9891208,2227034,.0946426391601563,2404896,-.2980642318725586,171622,-.2236118316650391,449575,.0411624908447266,366354,.4567289352416992,574342208,-.2488231658935547,matched (3),6551849.5,.92444021,252007.13,663660
201205,300510,628,1385,8650034,05,0,0,0,1,0,0,0,0,0,0,0,2815750,1.286176681518555,75044,.4255409240722656,2044971,.5732154846191406,3266648,939627,107730,-.616612434387207,67136,272291,186611,2.607114791870117,30407,8166148,.4918184280395508,387639,-.256434440612793,39724,1300389,.8626804351806641,49000,7646668,15786,.52728271484375,272815,-.6070213317871094,13341,.3242988586425781,710743,322027,.1108589172363281,24401,-.6158533096313477,13140172,.0377464294433594,15915,-.2199840545654297,1119673,.2443780899047852,1287000,16175267,143899,298671,.5943670272827148,216338,.2849216461181641,253371,137488,.5017728805541992,9508,-.346919059753418,2695128,.3007078170776367,2856316,33659372,.2111988067626953,5491506,29137,1.359776496887207,63863444,.1918563842773438,5184000,717416,.6883573532104492,208704,-.1210489273071289,1093677,.5333633422851563,10822054,3660247,.4968595504760742,2983877,.2157173156738281,181863,.0579586029052734,493109,.0924272537231445,440592,.1845188140869141,872142016,.4177265167236328,matched (3),8337212,.92444021,355956.34,709677.38
201206,300510,629,1385,6683826,06,0,0,0,0,1,0,0,0,0,0,0,64126,-3.782134056091309,62516,-.182652473449707,1944353,-.0504541397094727,1839954,892977,186846,.5506563186645508,43813,107711,176405,-.056243896484375,371,4301155,-.6411142349243164,448454,.1457319259643555,170,1042638,-.2209091186523438,34000,5525773,4422,-1.272531509399414,138450,-.6782846450805664,3847,-1.243548393249512,305116,870958,.9949588775634766,61265,.9205837249755859,11724259,-.114013671875,1691,-2.241941928863525,629305,-.5761756896972656,998000,3814523,74331,372565,.2210693359375,51915,-1.427234649658203,176895,137127,-.002629280090332,8264,-.1402254104614258,1896324,-.3515281677246094,1218622,38217696,.1270065307617188,4813053,2702,-2.378016471862793,71770456,.1167259216308594,7718000,576164,-.2192630767822266,159231,-.2705612182617188,887680,-.2086896896362305,10579920,1822442,-.6973533630371094,2334097,-.2455987930297852,85568,-.753941535949707,198815,-.9083547592163086,248221,-.5738000869750977,621108608,-.3394451141357422,matched (3),6984222,.92444021,334466.28,699145.69
201207,300510,630,1385,8130283,07,0,0,0,0,0,1,0,0,0,0,0,210916,1.190609931945801,116071,.6187801361083984,1830283,-.0604591369628906,3093422,894487,783043,1.432903289794922,57427,199222,86827,-.7088651657104492,19447,10551938,.897425651550293,502356,.1135034561157227,56481,1702749,.4904899597167969,164000,5818434,14066,1.157168388366699,169102,.1999931335449219,15104,1.367666244506836,440478,1863127,.7604179382324219,119241,.6659383773803711,12132624,.0342388153076172,15713,2.22916841506958,718330,.1323127746582031,1717000,5772493,272507,935519,.920689582824707,65710,.2356433868408203,154906,228208,.5093498229980469,11032,.2888917922973633,857497,-.7936553955078125,3250608,30640276,-.2209835052490234,4208240,22616,2.124665260314941,66079216,-.0826187133789063,7150000,664288,.1423234939575195,190255,.178009033203125,918720,.0343704223632813,11162916,2078736,.1315832138061523,2743674,.1616725921630859,134530,.4524755477905273,325351,.4925298690795898,655616,.9712562561035156,787074048,.23681640625,matched (3),8217907,.92444021,441383.75,756145.94
201208,300510,631,1385,6591797,08,0,0,0,0,0,0,1,0,0,0,0,277466,.2742385864257813,24818,-1.542633056640625,1763523,-.0371570587158203,2743687,1069826,711153,-.0963001251220703,81017,127298,13241,-1.880599021911621,34603,5231170,-.7016744613647461,182461,-1.012772560119629,23988,1374960,-.2138195037841797,95000,6371697,21220,.4111833572387695,86440,-.6710519790649414,18239,.1886024475097656,92729,820049,-.8206472396850586,90198,-.279139518737793,13435365,.1019916534423828,6448,-.8907184600830078,676507,-.0599861145019531,1332000,5656189,192924,224032,-1.429312705993652,87585,.2873592376708984,47823,277504,.1955776214599609,6908,-.4681205749511719,150400,-1.740718841552734,2874634,32433548,.0568790435791016,4629925,29303,.2590322494506836,73152656,.1016941070556641,4860000,709799,.0662660598754883,190774,.0027246475219727,1235090,.2959175109863281,11471975,1660287,-.2247695922851563,2697890,-.0168275833129883,129478,-.0382766723632813,276331,-.1633052825927734,264002,-.9096183776855469,836197888,.0605430603027344,matched (3),6249001,.92444021,325858.19,695068.75
201209,300510,632,1385,6578139,09,0,0,0,0,0,0,0,1,0,0,0,64222,-1.463353157043457,71644,1.060139656066895,427696,-1.416655540466309,2333823,968854,405656,-.5613822937011719,84726,48804,11228,-.1649074554443359,5435,4978660,-.049473762512207,282461,.4370040893554688,17333,611590,-.8101177215576172,60000,5457390,5221,-1.402255058288574,135228,.4475116729736328,5371,-1.222548484802246,198736,690076,-.1725625991821289,84212,-.068669319152832,11896029,-.1216850280761719,4266,-.4130935668945313,595193,-.128056526184082,1444000,3008251,115465,207204,-.0780849456787109,200549,.8284482955932617,12228,69681,-1.381907463073731,9859,.3557052612304688,141926,-.0579929351806641,3209076,21406776,-.4154872894287109,4004127,893,-3.490858554840088,62480500,-.1576938629150391,3999000,493059,-.3643531799316406,179944,-.0584440231323242,1139061,-.0809392929077148,10212037,1548897,-.0694475173950195,2106548,-.2474193572998047,112038,-.1446723937988281,227138,-.1960420608520508,367312,.3302545547485352,658048640,-.2395877838134766,matched (3),5754972.5,.92444021,259715.94,666625.38
201210,300510,633,1385,6696798,10,0,0,0,0,0,0,0,0,1,0,0,10405,-1.820058822631836,74409,.037867546081543,1432889,1.20903491973877,2944424,899545,911955,.8100852966308594,47651,191743,30058,.9847183227539063,14169,5167149,.0371599197387695,472193,.5138463973999023,40021,644685,.0527000427246094,105000,4250754,5372,.0285120010375977,155312,.1384735107421875,14861,1.017726898193359,573902,161941,-1.449569702148438,133554,.4611682891845703,13380433,.1175880432128906,15756,1.306544303894043,858598,.3664150238037109,1856000,2331601,250646,453056,.7823123931884766,133640,-.4059085845947266,235769,132170,.6401615142822266,8698,-.1252918243408203,280070,.6797342300415039,8118806,24984472,.1545486450195313,4865779,23367,3.264493465423584,72349456,.1466541290283203,4065000,799162,.4829349517822266,139367,-.2555351257324219,1060352,-.0716037750244141,13146094,1901326,.2050085067749023,2906062,.3217487335205078,131218,.1580219268798828,351399,.4363641738891602,167791,-.7834920883178711,1239265408,.63299560546875,matched (3),6765753.5,.92444021,286952.16,677700.94
201211,300510,634,1385,6112472,11,0,0,0,0,0,0,0,0,0,1,0,125847,2.492779731750488,73865,-.0073375701904297,993605,-.3661079406738281,2261616,968770,422400,-.7696380615234375,61273,129422,27480,-.0896711349487305,2766,8557370,.5044717788696289,310446,-.419377326965332,588,1284614,.6894512176513672,37000,5095407,11958,.8001995086669922,125714,-.21142578125,8543,-.5536279678344727,983694,149934,-.0770368576049805,60792,-.78704833984375,13252102,-.0096378326416016,61065,1.354718208312988,534677,-.4736385345458984,1371000,4124767,129754,113299,-1.385985374450684,70278,-.6426906585693359,30091,117600,-.1168003082275391,10422,.1808261871337891,217794,-.251490592956543,4180760,23899566,-.0443954467773438,3948876,17415,-.2939929962158203,66065020,-.0908699035644531,3105000,736591,-.0815305709838867,104869,-.2843990325927734,778005,-.3096227645874023,10349462,1435259,-.2812061309814453,2427596,-.1798982620239258,107593,-.1985044479370117,357093,.0160741806030273,116347,-.3661422729492188,783882752,-.4580135345458984,matched (3),6336206.5,.92444021,301675.75,684065.25
201212,300510,635,1385,7594687,12,0,0,0,0,0,0,0,0,0,0,1,154531,.2053279876708984,80752,.0891437530517578,1715795,.5462913513183594,1649554,1030998,278950,-.4149198532104492,30850,138722,86006,1.140958786010742,18552,7793249,-.0935344696044922,356797,.1391572952270508,5018,752943,-.5342235565185547,107000,4506888,12302,.0283613204956055,23921,-1.659253120422363,15528,.5975322723388672,780135,779897,1.648966789245606,46773,-.2621517181396484,11998666,-.0993595123291016,12415,-1.593033790588379,416599,-.2495384216308594,2922000,6146200,126836,460538,1.402364730834961,90320,.2508993148803711,173644,108616,-.0794696807861328,35865,1.235842704772949,112505,-.6605520248413086,3252606,34576388,.3693103790283203,3930981,3641,-1.565073013305664,78569456,.1733436584472656,4018000,495546,-.3963727951049805,238455,.8214693069458008,778644,.0008211135864258,11315908,1616743,.1190681457519531,1948535,-.219822883605957,128238,.175532341003418,181259,-.6780691146850586,772987,1.893685340881348,629783680,-.2188835144042969,matched (3),6911239,.92444021,316359.56,690666.63
201301,300510,636,1385,9112832,01,0,0,0,0,0,0,0,0,0,0,0,394830,.9380607604980469,199979,.906829833984375,1616337,-.0597133636474609,1975690,1486050,838806,1.100946426391602,29667,162345,19993,-1.45903491973877,8760,8245665,.0564298629760742,698413,.6716432571411133,44811,760774,.0103464126586914,30000,5017576,13291,.0773258209228516,77517,1.175740242004395,6299,-.9022541046142578,479344,1223995,.4507131576538086,156392,1.207059860229492,12719862,.0583686828613281,4202,-1.083344459533691,468553,.1175251007080078,1827000,7943576,298613,584020,.2375402450561523,367783,1.404134750366211,198618,222741,.7181901931762695,24505,-.380885124206543,144922,.2531986236572266,7707049,30225438,-.1344871520996094,3846723,52966,2.677391052246094,70694280,-.1056175231933594,7107000,792707,.4697933197021484,237457,-.0041942596435547,1137020,.3786115646362305,13898818,2164125,.2916021347045898,2809524,.3659372329711914,130071,.0141925811767578,285636,.4547910690307617,213323,-1.287454605102539,1117944960,.5738716125488281,matched (3),9024665,.92444021,385587.28,724992.81
201302,300510,637,1385,7978394,02,1,0,0,0,0,0,0,0,0,0,0,137060,-1.058036804199219,56475,-1.264414787292481,1108613,-.3770532608032227,2117434,604916,354513,-.8612337112426758,57297,212473,8953,-.8033933639526367,28335,11471893,.3302125930786133,474244,-.3870887756347656,144,1163135,.4245376586914063,53000,1677941,27386,.7229442596435547,85880,.1024541854858398,3772,-.5127849578857422,64619,303864,-1.393295288085938,107043,-.3791351318359375,9996439,-.240936279296875,25759,1.813222885131836,400343,-.1573276519775391,1719000,4386162,207732,127311,-1.523303031921387,82330,-1.496757507324219,148305,169089,-.2755842208862305,12444,-.677638053894043,807614,1.717887878417969,3674775,25582432,-.1667766571044922,1709704,6666,-2.072629928588867,74958888,.0585746765136719,6137000,606155,-.2683181762695313,198448,-.1794595718383789,599593,-.6399145126342773,10633310,2042053,-.0580596923828125,2515335,-.1106090545654297,127189,-.0224065780639648,202715,-.3429174423217773,44252,-1.572907447814941,648879936,-.5440006256103516,matched (3),7760248.5,.92444021,272661.25,671774.63
201303,300510,638,1385,5060063,03,0,1,0,0,0,0,0,0,0,0,0,234978,.5390739440917969,37961,-.3972387313842773,1197758,.0773420333862305,2107068,1040704,297630,-.1748943328857422,91584,123491,26918,1.10080623626709,3914,9754434,-.1621780395507813,345380,-.3170766830444336,29900,614619,-.6378707885742188,143000,3517057,15630,-.5608396530151367,47057,-.6015911102294922,13879,1.302770614624023,238146,156315,-.6647071838378906,99719,-.0708742141723633,12877971,.2532901763916016,22742,-.1245698928833008,433720,.0800771713256836,1630000,4166023,146984,274430,.7680635452270508,83799,.0176849365234375,157781,90667,-.6232318878173828,4844,-.9434976577758789,627408,-.2524871826171875,3145739,30735178,.183502197265625,2724517,1803,-1.307568073272705,68283280,-.0932750701904297,5714000,438133,-.3246126174926758,142163,-.333552360534668,1532033,.9380998611450195,9110503,2469401,.1900196075439453,2306496,-.0866765975952148,114177,-.1079244613647461,538435,.9768657684326172,110444,.9146080017089844,623001600,-.0406990051269531,matched (3),5449264.5,.92444021,340231.38,701921.94
201304,300510,639,1385,7542671,04,0,0,1,0,0,0,0,0,0,0,0,369046,.4514293670654297,96066,.9284763336181641,1289705,.0739622116088867,2349912,894660,452781,.4195575714111328,24502,119165,32804,.1977558135986328,28620,9933267,.0181674957275391,355333,.0284099578857422,37328,1024323,.5107841491699219,15000,5230414,10253,-.4216213226318359,58150,.2116661071777344,10249,-.3031959533691406,363763,620777,1.379098892211914,83474,-.177821159362793,13164733,.0220222473144531,59260,.9577207565307617,638451,.3866462707519531,2250000,5003447,180977,267568,-.0253219604492188,87620,.0445890426635742,205461,75390,-.1845188140869141,7702,.4637384414672852,2779037,1.488263130187988,1639079,27284256,-.1190986633300781,3406797,1171,-.4315938949584961,85837088,.2287864685058594,7273000,973594,.7984714508056641,185411,.2656002044677734,957438,-.4700899124145508,14104086,1054544,-.8508672714233398,2368418,.0264921188354492,133049,.1529674530029297,958778,.5769929885864258,359329,1.179730415344238,835136320,.2930469512939453,matched (3),7612837,.92444021,311950.38,688658.19
201305,300510,640,1385,8374230,05,0,0,0,1,0,0,0,0,0,0,0,372570,.0095033645629883,90133,-.0637493133544922,2413169,.6265268325805664,2387320,1086615,615472,.306981086730957,77702,149496,31085,-.0538253784179688,17559,8502806,-.1554937362670898,418905,.1645889282226563,33835,1130907,.0989885330200195,188000,6542918,56066,1.698959350585938,55877,-.0398731231689453,16008,.4459085464477539,377584,644264,.0371370315551758,58107,-.3622493743896484,12510781,-.0509490966796875,83581,.3438816070556641,717185,.1162891387939453,2596000,7539930,239754,328985,.2066383361816406,169208,.6581192016601563,228911,162980,.7709531784057617,8903,.1449089050292969,3088475,.1055727005004883,3168566,45530652,.5120754241943359,4729859,10121,2.156754016876221,103673144,.1887912750244141,8934000,913921,-.0632505416870117,230794,.2189502716064453,600388,-.4666852951049805,12664781,1876833,.57647705078125,3363308,.350703239440918,173207,.2637701034545898,1355649,.3463764190673828,419292,.1543283462524414,609200704,-.3154468536376953,matched (3),9122398,.92444021,316316.78,690647.06
201306,300510,641,1385,7115163,06,0,0,0,0,1,0,0,0,0,0,0,420837,.1218204498291016,77267,-.1540193557739258,870516,-1.019609451293945,1559533,735507,564551,-.0863590240478516,28405,89155,17456,-.5770416259765625,9869,9568135,.1180429458618164,371235,-.1208086013793945,5854,1002338,-.1206846237182617,39000,4580353,10123,-1.711719512939453,30905,-.5922346115112305,16200,.0119218826293945,631820,714075,.102879524230957,43890,-.2805995941162109,8678553,-.3657369613647461,67633,-.2117204666137695,650645,-.0973701477050781,2007000,19451382,117587,209890,-.4494285583496094,52758,-1.165413856506348,7322,114600,-.3521795272827148,20420,.8301258087158203,3366049,.0860624313354492,2805966,39735752,-.1361331939697266,3236630,7722,-.270538330078125,83485360,-.2165718078613281,4073000,503258,-.5966405868530273,141281,-.4907741546630859,915813,.422236442565918,11037190,2389214,.2413787841796875,2492241,-.2997426986694336,123736,-.3363370895385742,163536,-2.115002632141113,315403,-.2847156524658203,507118432,-.1834049224853516,matched (3),6793422,.92444021,230361.08,655746.31
201307,300510,642,1385,7155547,07,0,0,0,0,0,1,0,0,0,0,0,60315,-1.942665100097656,47566,-.4851484298706055,592348,-.3849925994873047,2664756,920575,885749,.4504032135009766,45125,151369,20605,.1658496856689453,1235,10536444,.0964012145996094,391476,.0530891418457031,38675,1522569,.4180631637573242,0,5164784,36753,1.289409637451172,44696,.3689661026000977,8975,-.5905675888061523,598591,1618742,.8184165954589844,50046,.131256103515625,18580884,.7612791061401367,2013,-3.514469623565674,2365819,1.290915489196777,0,3803915,243913,255572,.1969203948974609,64723,.204401969909668,177660,196176,.5375642776489258,8859,-.8350801467895508,981716,-1.232192993164063,5259287,51261540,.2546882629394531,3873537,3323,-.843205451965332,69004680,-.1904964447021484,0,846624,.5201530456542969,198084,.3379402160644531,743232,-.2088041305541992,13109730,1967199,-.1943531036376953,2460684,-.0127429962158203,151400,.2017755508422852,1059537,1.86855411529541,698457,.7950220108032227,828585024,.4909763336181641,matched (3),7448922.5,.92444021,397545.22,731422.75
201308,300510,643,1385,8301310,08,0,0,0,0,0,0,1,0,0,0,0,256124,1.446081161499023,75936,.4677724838256836,826510,.3331184387207031,2426825,968444,367379,-.880040168762207,123671,184250,22379,.0825901031494141,48543,9408018,-.1132774353027344,366326,-.0664005279541016,31272,1949026,.2469310760498047,87000,5785112,23333,-.4543514251708984,105362,.8575172424316406,16789,.6262807846069336,362555,996174,-.4854831695556641,94385,.6344394683837891,14441223,-.2520465850830078,25655,2.545112133026123,619884,-1.339346885681152,1153000,4998209,255572,376982,.3886928558349609,126762,.6721944808959961,24834,297728,.4171676635742188,7918,-.1122951507568359,213208,-1.527033805847168,3841150,40167940,-.2438716888427734,4335018,15110,1.514488220214844,75704632,.0926647186279297,9183000,765656,-.1005229949951172,251972,.2406272888183594,1172651,.4560136795043945,13729321,2445075,.2174644470214844,3203234,.2637214660644531,167904,.1034669876098633,1566608,.3910808563232422,245383,-1.046052932739258,792085952,-.0450496673583984,matched (3),7571621,.92444021,294023.63,680725.31
201309,300510,644,1385,7033102,09,0,0,0,0,0,0,0,1,0,0,0,197678,-.2590217590332031,71020,-.0669288635253906,590671,-.3359527587890625,1098338,959518,897644,.8933801651000977,61920,237630,13508,-.5048408508300781,12611,6561941,-.3602762222290039,236584,-.437220573425293,27734,1127757,-.5470991134643555,40000,5389560,51162,.7851285934448242,80915,-.264002799987793,4804,-1.251275062561035,271045,690866,-.3659753799438477,71607,-.276188850402832,14295330,-.0101547241210938,19086,-.2957830429077148,831472,.2936649322509766,3366000,6398219,220178,236446,-.4664773941040039,95579,-.2823581695556641,183856,300050,.0077695846557617,8211,.0363359451293945,194120,-.0937919616699219,3055440,32224272,-.2203483581542969,3756314,11758,-.2508230209350586,56365356,-.2949848175048828,3245000,885293,.1451854705810547,205439,-.2041692733764648,1055186,-.1055498123168945,12713861,1950841,-.2258148193359375,2036219,-.4530658721923828,137351,-.2008533477783203,1049135,-.4009466171264648,116518,-.7447748184204102,603956416,-.2711677551269531,matched (3),6336083.5,.92444021,329547.13,696805.81
201310,300510,645,1385,6602135,10,0,0,0,0,0,0,0,0,1,0,0,46775,-1.441290855407715,105731,.3979358673095703,887437,.4070777893066406,1974451,948286,430247,-.7354145050048828,7838,107577,21213,.4513320922851563,1292,5512448,-.1742782592773438,358175,.4147186279296875,0,756204,-.3996753692626953,69000,0,12126,-1.439644813537598,40991,-.6800460815429688,12218,.9334611892700195,0,357321,-.6593122482299805,76840,.0705318450927734,13519537,-.0557956695556641,18829,-.0135564804077148,750136,-.1029434204101563,2929000,0,179163,130462,-.5946378707885742,267145,1.027838706970215,0,116763,-.9438028335571289,3501,-.8524265289306641,221805,.1333227157592773,5436318,24077796,-.2914295196533203,0,9530,-.2100887298583984,74839992,.2834987640380859,1830000,774659,-.1334962844848633,200000,-.0268316268920898,1061315,.0057916641235352,13702987,1768863,-.0979242324829102,2860027,.3397359848022461,144406,.0500898361206055,1276874,.1964483261108398,418513,1.278661727905273,512742976,-.1637287139892578,matched (3),7334902.5,.92444021,278944.22,674349.25
201311,300510,646,1385,8375108,11,0,0,0,0,0,0,0,0,0,1,0,35837,-.2663679122924805,93511,-.1228189468383789,699276,-.2382917404174805,1609055,981774,286051,-.4081888198852539,23694,96496,32839,.4370021820068359,40975,5188269,-.0606088638305664,419714,.1585512161254883,20085,1468690,.6638154983520508,33000,4355504,3983,-1.113317489624023,25830,-.4618158340454102,17313,.3485469818115234,574473,437203,.2017631530761719,62374,-.2085762023925781,13925406,.0295791625976563,18558,-.0144977569580078,259102,-1.063032150268555,1288000,3825351,200799,221049,.5273027420043945,33874,-2.065144538879395,26089,157939,.3020620346069336,4158,.1719856262207031,236336,.0634555816650391,2294271,35436444,.3864498138427734,4314018,11402,.1793441772460938,94213136,.2302074432373047,4991000,364540,-.7537860870361328,88693,-.813136100769043,771059,-.3194990158081055,13840693,1948991,.0969753265380859,2371066,-.1874914169311523,144821,.0028696060180664,567617,-.8107233047485352,74499,-1.725921630859375,541963712,.0554256439208984,matched (3),7843733,.92444021,299268.53,683007.06
201312,300510,647,1385,8580809,12,0,0,0,0,0,0,0,0,0,0,1,169952,1.556534767150879,103759,.1039924621582031,1412808,.7032890319824219,1678552,1064174,440225,.4311151504516602,32072,137986,20806,-.4563751220703125,49193,6125069,.165989875793457,343794,-.1995306015014648,72437,1448988,-.0135059356689453,82000,5345927,12840,1.170530319213867,34566,.2913331985473633,34829,.6989927291870117,240239,312088,-.3371124267578125,147166,.8584127426147461,14212270,.0203895568847656,17116,-.0808868408203125,463905,.5824575424194336,1225000,5983945,327198,319769,.3692140579223633,107004,1.150218963623047,197125,203538,.2536439895629883,6111,.3850564956665039,141933,-.5098991394042969,3811398,36578088,.0317096710205078,4585807,16965,.3973636627197266,76144712,-.2129249572753906,2276000,1165020,1.161856651306152,97150,.0910749435424805,941006,.1991844177246094,17329898,1219989,-.4684696197509766,2459569,.036646842956543,172551,.1751937866210938,620879,.0896892547607422,210345,1.037962913513184,604481216,.1091709136962891,matched (3),8405357,.92444021,352118.88,707760.38
201401,300510,648,1385,8676710,01,0,0,0,0,0,0,0,0,0,0,0,609179,1.276596069335938,79619,-.2648181915283203,2114107,.4030532836914063,1885134,1569215,303037,-.3734302520751953,64103,189503,91980,1.486329078674316,58986,6971420,.129429817199707,565626,.4978904724121094,34794,1407429,-.0291004180908203,231000,4372991,12977,.0106134414672852,71024,.7201480865478516,10408,-1.20787525177002,345983,630674,.7035045623779297,258351,.5627574920654297,13286966,-.06732177734375,85684,1.610651969909668,759770,.4933366775512695,1853000,0,392553,412279,.2541017532348633,154162,.3651371002197266,343577,246945,.1933126449584961,9213,.4105253219604492,417182,1.078166961669922,3218650,34804400,-.0497074127197266,4970100,23569,.3287801742553711,81489768,.0678424835205078,7622000,860762,-.3026752471923828,248932,.9409236907958984,1071621,.1299781799316406,17118452,2438399,.6924991607666016,2620588,.0634126663208008,152837,-.1213207244873047,1910337,1.123899459838867,585402,1.023550033569336,568389568,-.0615634918212891,matched (3),9331140,.92444021,401710.56,733695.06
201402,300510,649,1385,7301729,02,1,0,0,0,0,0,0,0,0,0,0,357511,-.5329456329345703,99782,.2257347106933594,1208262,-.5594491958618164,2370833,473892,468940,.436619758605957,9277,142952,68382,-.2964611053466797,19588,10933551,.4500160217285156,249441,-.8187103271484375,16994,604538,-.8450555801391602,66000,3006628,19698,.4173383712768555,42798,-.5065269470214844,20529,.6792640686035156,250582,370902,-.5308513641357422,66349,-1.359390258789063,11055613,-.1838455200195313,105957,.212367057800293,656709,-.1457748413085938,1331000,5278224,214861,265183,-.4412803649902344,129380,-.1752500534057617,207617,203541,-.19329833984375,25086,1.001693725585938,282006,-.3915939331054688,3019692,22341448,-.44329833984375,1560142,8731,-.9930524826049805,75172552,-.0806922912597656,7560000,526920,-.4907693862915039,297705,.1789226531982422,761437,-.3417196273803711,10844579,1479449,-.4996719360351563,3437678,.271397590637207,163100,.0649919509887695,1537505,-.2171192169189453,196310,-1.09260368347168,503072320,-.1220722198486328,matched (3),7666087.5,.92444021,319503.16,692112.19
201403,300510,650,1385,7020697,03,0,1,0,0,0,0,0,0,0,0,0,696735,.6672391891479492,78910,-.23468017578125,881728,-.3150548934936523,1080906,0,405877,-.1444253921508789,83889,131500,75137,.094202995300293,0,10226559,-.0668468475341797,262064,.0493659973144531,40430,1676827,1.020194053649902,57000,6078400,16480,-.1783695220947266,18863,-.8192892074584961,5498,-1.317454338073731,168903,93796,-1.374815940856934,89090,.2947187423706055,17146292,.4388446807861328,113099,.0652303695678711,702469,.0673599243164063,2022000,3840331,51154,204365,-.2605123519897461,113188,-.1337032318115234,20311,140036,-.373967170715332,7664,-1.185775756835938,318653,.1221742630004883,2620191,27784466,.2180328369140625,3172280,40973,1.546032905578613,52083468,-.3669376373291016,7024000,314109,-.517308235168457,271814,-.0909843444824219,621582,-.2029399871826172,10851972,2899023,.6727046966552734,2620242,-.2715301513671875,137825,-.1683788299560547,2142398,.3317651748657227,181622,-.0777673721313477,761278912,.4142646789550781,matched (3),6893287.5,.92444021,391583.88,728199.81
