period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1071c152,growth1071c152,Y1079c792,growth1079c792,Y1201c152,growth1201c152,Y1447c32,Y1459c554,Y1498c600,growth1498c600,Y1606c608,Y1699c442,Y2011c620,growth2011c620,Y2108c554,Y2269c792,growth2269c792,Y2419c124,growth2419c124,Y2560c344,Y2565c484,growth2565c484,Y2602c376,Y2686c344,Y2717c124,growth2717c124,Y2717c752,growth2717c752,Y2757c68,growth2757c68,Y2775c344,Y2882c246,growth2882c246,Y2926c348,growth2926c348,Y2965c586,growth2965c586,Y2986c268,growth2986c268,Y3024c705,growth3024c705,Y313c376,Y319c344,Y3453c32,Y3473c152,growth3473c152,Y3501c600,growth3501c600,Y3689c218,Y3743c600,growth3743c600,Y3765c586,growth3765c586,Y3848c300,growth3848c300,Y3897c818,Y4225c484,growth4225c484,Y4376c344,Y4544c68,growth4544c68,Y4579c152,growth4579c152,Y4584c376,Y4745c152,growth4745c152,Y476c208,growth476c208,Y4777c246,growth4777c246,Y48c484,Y4927c826,growth4927c826,Y4994c484,growth4994c484,Y632c222,growth632c222,Y640c826,growth640c826,Y679c792,growth679c792,Y843c484,growth843c484,_merge,x,r2,s,sf
201404,300510,651,1385,7687199,04,0,0,1,0,0,0,0,0,0,0,0,927570,.2861623764038086,81470,.0319271087646484,1291401,.3815994262695313,1317968,828051,371701,-.0879602432250977,76438,119212,33031,-.8218660354614258,16192,8298367,-.2089300155639648,327576,.2231311798095703,47270,1163969,-.3650674819946289,26000,6321920,3096,-1.672036170959473,70493,1.31831169128418,14969,1.001597404479981,80774,108547,.1460609436035156,65849,-.3022832870483398,16401455,-.0444126129150391,144490,.2449464797973633,1270516,.5925769805908203,2167000,3590895,156613,187378,-.0867795944213867,217770,.6543893814086914,41506,159112,.1277084350585938,14334,.6261005401611328,1324953,1.425029754638672,3457565,33360796,.1829032897949219,3782415,6398,-1.856927871704102,80041304,.4296951293945313,7508000,383761,.2002801895141602,345666,.2403545379638672,791363,.2414894104003906,12207070,1923343,-.4103097915649414,2693492,.0275716781616211,174109,.2336969375610352,1068933,-.6952648162841797,154002,-.1649618148803711,656448960,-.1481552124023438,matched (3),8534970,.92444021,275564.59,672958.31
201405,300510,652,1385,9642904,05,0,0,0,1,0,0,0,0,0,0,0,1068934,.1418495178222656,55416,-.3853664398193359,1322776,.0240049362182617,2220959,891040,424682,.1332511901855469,97248,202146,38313,.1483430862426758,18509,8743712,.052276611328125,330968,.0103015899658203,57683,1357309,.1536684036254883,66000,8900278,21481,1.937057495117188,21441,-1.190208435058594,30207,.702092170715332,275403,476457,1.479194641113281,198653,1.104195594787598,17400788,.0591449737548828,334311,.8388614654541016,1393629,.0924882888793945,3280000,5296909,259237,456413,.8902702331542969,21839,-2.299742698669434,169109,198391,.2206315994262695,17673,.2094039916992188,1931791,.377070426940918,3625729,37081216,.1057300567626953,3426367,33954,1.669021606445313,80289104,.0030918121337891,9059000,426567,.1057491302490234,314592,-.0941963195800781,557106,-.3510017395019531,15026063,3025757,.4530973434448242,2974136,.0991153717041016,175173,.0060920715332031,1499992,.3387985229492188,469743,1.115220069885254,583408384,-.1179561614990234,matched (3),9308508,.92444021,328399.78,696263.94
201406,300510,653,1385,9559030,06,0,0,0,0,1,0,0,0,0,0,0,84233,-2.540830612182617,90623,.4918394088745117,1521109,.1397066116333008,1559911,1146701,308259,-.3204002380371094,86027,214819,95544,.9137973785400391,12918,7315059,-.1784000396728516,448005,.3027830123901367,104482,1923100,.3484344482421875,150000,5016182,30705,.3572568893432617,9868,-.7760086059570313,2805,-2.376670360565186,140082,1121091,.8556795120239258,64885,-1.118943214416504,10508145,-.504364013671875,241177,-.3265399932861328,1357379,-.0263557434082031,2698000,0,269865,247403,-.6123800277709961,98965,1.511069297790527,307245,131747,-.4093561172485352,24195,.3141078948974609,1218293,-.4609966278076172,481970,26098972,-.3512153625488281,3336596,24060,-.3444557189941406,59221344,-.304351806640625,7098000,654515,.4281253814697266,291723,-.0754718780517578,642578,.1427326202392578,16041002,2256828,-.2932014465332031,2919516,-.0185356140136719,168638,-.0380191802978516,2024159,.2996950149536133,222885,-.7455301284790039,640678400,.0936393737792969,matched (3),8474835,.92444021,237038.53,658121.81
201407,300510,654,1385,9083488,07,0,0,0,0,0,1,0,0,0,0,0,275022,1.18326473236084,36898,-.8985500335693359,737282,-.7242240905761719,1568089,938189,477276,.4371547698974609,58261,162586,37075,-.9466438293457031,18619,6750239,-.080357551574707,373477,-.1819486618041992,22440,1628132,-.1665048599243164,44000,6696250,13920,-.7910985946655273,29328,1.089245796203613,11499,1.4108567237854,101624,1611337,.362762451171875,190518,1.077130317687988,9399162,-.1115303039550781,188938,-.2441129684448242,1443231,.0613288879394531,2141000,6048308,352385,301980,.1993427276611328,168398,.5315637588500977,37007,251028,.6446809768676758,15750,-.4293060302734375,404249,-1.103175163269043,3947127,33216118,.2411403656005859,3326183,9828,-.8953161239624023,74019832,.2230510711669922,6302000,507562,-.2542762756347656,318551,.087977409362793,552221,-.1515398025512695,13545382,2392485,.0583724975585938,2615496,-.1099643707275391,163683,-.0298233032226563,2677002,.2795429229736328,1013068,1.514082908630371,530116992,-.1894302368164063,matched (3),8819127,.92444021,326395.41,695320.81
201408,300510,655,1385,8581249,08,0,0,0,0,0,0,1,0,0,0,0,264293,-.0397930145263672,102661,1.023274421691895,697055,-.0561065673828125,1550926,772219,611671,.2480993270874023,99850,55590,23081,-.473933219909668,9538,4917364,-.3168048858642578,344999,-.0793142318725586,43740,1658083,.0182285308837891,29000,5010433,5495,-.9294881820678711,8116,-1.28470516204834,8457,-.3072662353515625,142561,939035,-.5399665832519531,243488,.2453203201293945,11405327,.1934604644775391,130739,-.3682155609130859,1149865,-.2272396087646484,2021000,5066856,111898,139012,-.7758007049560547,163731,-.0281047821044922,164413,144903,-.5495004653930664,2959,-1.671988964080811,101621,-1.380781173706055,3193403,28656910,-.1476402282714844,2010714,22302,.8194417953491211,58424096,-.2366046905517578,10646000,771113,.4182167053222656,301660,-.0544815063476563,344116,-.4729690551757813,12846199,1402155,-.5343227386474609,2532417,-.0322790145874023,159735,-.0244150161743164,3147427,.1618881225585938,194359,-1.651031494140625,649361536,.2028923034667969,matched (3),8338707.5,.92444021,380993.53,722560.13
201409,300510,656,1385,10125972,09,0,0,0,0,0,0,0,1,0,0,0,350047,.2810087203979492,109292,.0625905990600586,1046920,.4067440032958984,1866357,855938,721808,.1655645370483398,61308,192346,26125,.1238822937011719,29540,2325374,-.7488918304443359,297887,-.1468276977539063,67647,1563077,-.0590057373046875,50000,5450891,12406,.8143415451049805,41677,1.636112213134766,31990,1.330429077148438,115919,552534,-.5303382873535156,187472,-.2614374160766602,10087012,-.122833251953125,157204,.1843414306640625,1266725,.0967903137207031,1643000,2914593,125029,191233,.3189325332641602,177110,.0785455703735352,397982,465815,1.167724609375,11605,1.366584300994873,114803,.1219682693481445,2101620,32772480,.1341934204101563,3332765,35642,.4688482284545898,50415692,-.1474266052246094,4748000,634543,-.1949300765991211,353506,.158599853515625,752594,.7825469970703125,14925009,2777734,.6836252212524414,2157636,-.160161018371582,178912,.113377571105957,818521,-1.346841812133789,70319,-1.016665458679199,970834624,.4021663665771484,matched (3),10100062,.92444021,349085.19,706256
201410,300510,657,1385,8325864,10,0,0,0,0,0,0,0,0,1,0,0,348731,-.0037660598754883,66084,-.5030956268310547,1583235,.4136171340942383,1479168,716838,441983,-.4904880523681641,39519,145800,41265,.457122802734375,19408,2738458,.1635141372680664,381717,.2479658126831055,46247,1431564,-.0878887176513672,45000,4742684,6791,-.6025819778442383,13529,-1.125114440917969,14276,-.8068437576293945,140197,263445,-.7406702041625977,107474,-.5563812255859375,9355062,-.0753307342529297,105570,-.3981704711914063,1282867,.0126619338989258,1759000,1523946,267511,188846,-.0125608444213867,79080,-.8063106536865234,114405,309580,-.4085721969604492,11245,-.0315122604370117,156742,.3113832473754883,3385690,36296880,.102142333984375,2677468,135416,1.334826469421387,49522692,-.0178718566894531,6285000,522974,-.1933736801147461,273335,-.2572021484375,447065,-.5208225250244141,19283096,2020226,-.3184261322021484,2656375,.2079486846923828,152889,-.1571817398071289,1259446,.4309282302856445,114240,.485260009765625,690729856,-.3404064178466797,matched (3),8420915,.92444021,271515.53,671310.44
201411,300510,658,1385,8586264,11,0,0,0,0,0,0,0,0,0,1,0,122276,-1.048020362854004,116488,.5668611526489258,900919,-.5638103485107422,1362581,879487,325193,-.3068523406982422,54372,162373,28924,-.3553438186645508,11756,3076615,.1164350509643555,281301,-.3052549362182617,52614,1791773,.2244377136230469,39000,3723629,9253,.3093490600585938,27135,.6959896087646484,11249,-.2383003234863281,193915,126909,-.7303743362426758,181655,.5248603820800781,10385663,.1045093536376953,69824,-.413395881652832,1741677,.3057518005371094,1830000,2801926,257657,374357,.6842775344848633,81496,.0300941467285156,231248,217005,-.3552961349487305,7963,-.3451175689697266,127494,-.2065315246582031,3449512,37873668,.0425243377685547,3516425,17,-8.982892990112305,44880812,-.0984210968017578,4058000,487457,-.0703296661376953,202708,-.2989320755004883,680581,.4202432632446289,14322642,2160329,.0670509338378906,2544123,-.0431766510009766,120390,-.2389755249023438,3008195,.8706684112548828,84428,-.3024024963378906,706687552,.0228385925292969,matched (3),8237785.5,.92444021,276422.31,673309.94
201412,300510,659,1385,9153691,12,0,0,0,0,0,0,0,0,0,0,1,47988,-.9353294372558594,102881,-.1242151260375977,986892,.0911455154418945,1390663,987882,247061,-.2747831344604492,129893,78196,21219,-.3097743988037109,47238,5470602,.5755586624145508,402719,.3588142395019531,56499,1386056,-.2567434310913086,67000,3842720,26725,1.060651779174805,69488,.9403295516967773,20589,.6044778823852539,220013,501198,1.373531341552734,133200,-.3102569580078125,10701363,.0299453735351563,114381,.4935569763183594,585466,-1.090195655822754,1969000,5027280,122364,140948,-.9768190383911133,123836,.4184036254882813,384597,210538,-.0302543640136719,8383,.0514001846313477,162526,.2427682876586914,4425244,31097602,-.1971244812011719,3000090,9803,6.357230663299561,58122372,.2585411071777344,6968000,855415,.5623846054077148,262047,.2567577362060547,455930,-.4006080627441406,16052843,1636650,-.2776088714599609,2708674,.0626735687255859,123357,.0243453979492188,370416,-2.09446907043457,362480,1.457070350646973,778576384,.0968799591064453,matched (3),9121834,.92444021,229137.38,655317.44
201501,300510,660,1385,9444132,01,0,0,0,0,0,0,0,0,0,0,0,125939,.9648466110229492,95345,-.0760707855224609,1594776,.4799280166625977,1447280,998053,448637,.5965785980224609,128840,45079,71892,1.220268249511719,26765,10726324,.6733121871948242,388087,-.0370092391967773,70694,1927065,.3295364379882813,39000,4266656,50723,.6407804489135742,71063,.0224123001098633,38089,.615168571472168,94639,719283,.3612537384033203,105888,-.2294702529907227,10757062,.0051898956298828,131146,.1367759704589844,428225,-.3127593994140625,2367000,5962888,182853,349511,.9081439971923828,139210,.1170253753662109,167560,247788,.162907600402832,18498,.7914562225341797,300280,.6138772964477539,3473946,26884552,-.1455783843994141,3082680,4733,-.7281293869018555,63811488,.0933818817138672,7954000,611203,-.3361577987670898,217721,-.1853094100952148,725311,.4642620086669922,17489020,1484386,-.0976495742797852,2175756,-.2190828323364258,140889,.1328897476196289,2958006,2.077644348144531,224424,-.4794330596923828,607147712,-.2486953735351563,matched (3),9511724,.92444021,232600.63,656536.44
201502,300510,661,1385,7203844,02,1,0,0,0,0,0,0,0,0,0,0,117433,-.0699300765991211,63116,-.4125280380249023,907055,-.5642852783203125,1197921,851733,329292,-.3092689514160156,77881,107512,62468,-.1405105590820313,9061,4950391,-.7732343673706055,139854,-1.020630836486816,9460,503147,-1.34287166595459,37000,2595005,22329,-.8204936981201172,3109,-3.129265785217285,10162,-1.321269989013672,87396,520752,-.3229808807373047,125793,.1722555160522461,8358173,-.2523221969604492,108020,-.1939945220947266,492692,.1402349472045898,3154000,2890132,87227,146970,-.8663063049316406,100304,-.3277778625488281,21449,149284,-.5067234039306641,9134,-.7056589126586914,269995,-.1063117980957031,4481535,20071742,-.2922401428222656,1763547,4041,-.1580667495727539,47982228,-.2851028442382813,6341000,410299,-.3985424041748047,195060,-.1099071502685547,471692,-.4302749633789063,15234358,1801118,.1934061050415039,2363873,.0829248428344727,104284,-.3008537292480469,982856,-1.101808547973633,97727,-.8313589096069336,524876960,-.1456089019775391,matched (3),7754328,.92444021,264566.06,668529.88
201503,300510,662,1385,11426236,03,0,1,0,0,0,0,0,0,0,0,0,140599,.1800441741943359,121003,.6508407592773438,1315645,.3718795776367188,2249313,1043835,329983,.0020961761474609,28856,94852,115857,.6177024841308594,38413,6921035,.3350992202758789,418727,1.096620559692383,69862,249104,-.7030115127563477,143000,5535285,4571,-1.586153984069824,28479,2.214866638183594,27777,1.005552291870117,107350,101361,-1.63658618927002,38731,-1.177996635437012,10482458,.2264642715454102,190230,.5659170150756836,603886,.2035017013549805,828000,5372068,285945,319572,.7767543792724609,218669,.7793540954589844,225275,315738,.7490625381469727,11410,.2224864959716797,711177,.9685182571411133,5800698,32405896,.4790287017822266,1883248,13079,1.174515724182129,52766248,.0950412750244141,9051000,625000,.4208650588989258,253118,.2605485916137695,693028,.3847446441650391,15217593,2482601,.3208990097045898,2278816,-.0366449356079102,95092,-.0922737121582031,1361809,.3261070251464844,306548,1.143197059631348,579751360,.0994358062744141,matched (3),10838731,.92444021,315390,690223.06
201504,300510,663,1385,8305000,04,0,0,1,0,0,0,0,0,0,0,0,70497,-.6903419494628906,89350,-.3032541275024414,1007789,-.2665681838989258,1319953,717280,326349,-.0110740661621094,34295,79144,110891,-.0438089370727539,58315,5571022,-.2169876098632813,442878,.0560750961303711,19580,1765386,1.958253860473633,17000,7579020,12347,.9936809539794922,95344,1.208324432373047,17098,-.4852466583251953,59473,54175,-.6264686584472656,32301,-.1815423965454102,10884296,.0376167297363281,43000,-1.487032890319824,505867,-.1771116256713867,2050000,8639887,112891,152228,-.741602897644043,125399,-.5560588836669922,174288,106365,-1.08803653717041,6205,-.6091346740722656,946767,.2861309051513672,3563578,27006334,-.1822700500488281,2123170,13636,.0417051315307617,63382840,.1833229064941406,9506000,307941,-.7078428268432617,250379,-.0108804702758789,292496,-.8626194000244141,16019391,1632395,-.4192581176757813,2099892,-.0817699432373047,133399,.3385000228881836,2566444,.6337070465087891,117875,-.9557504653930664,449832768,-.25372314453125,matched (3),8560897,.92444021,278535.69,674180.38
201505,300510,664,1385,11861934,05,0,0,0,1,0,0,0,0,0,0,0,176558,.9180793762207031,94952,.0608100891113281,973508,-.0346088409423828,1154075,1007018,826753,.9295387268066406,108228,153342,137080,.2120161056518555,11956,10842280,.6658744812011719,495246,.111760139465332,39459,1470112,-.1830301284790039,43000,7516231,16383,.2828311920166016,12342,-2.04448413848877,59940,1.254383087158203,143259,134390,.9085264205932617,79133,.896031379699707,11841392,.0842800140380859,96004,.8031892776489258,707493,.335453987121582,2025000,5063786,198205,353437,.8423252105712891,192024,.4261198043823242,188066,287297,.9936399459838867,11215,.5918970108032227,2291911,.8840885162353516,4184625,31981056,.1690731048583984,2416545,9704,-.3401756286621094,58951116,-.0724849700927734,10588000,369187,.1813945770263672,238618,-.0481119155883789,560543,.6504545211791992,15110020,1732679,.0596199035644531,2581294,.2064046859741211,127246,-.0472221374511719,1484686,-.5473184585571289,718194,1.80711555480957,472496992,.0491542816162109,matched (3),11687402,.92444021,349031.88,706229.63
201506,300510,665,1385,8188183,06,0,0,0,0,1,0,0,0,0,0,0,38044,-1.534906387329102,36587,-.9536781311035156,662196,-.3853445053100586,1514458,993411,413555,-.6927156448364258,42458,94397,170943,.2207660675048828,4085,8089663,-.2928657531738281,429611,-.1421747207641602,24060,1844119,.2266626358032227,36000,4604228,14177,-.1446237564086914,28296,.8297128677368164,3895,-2.733650207519531,41986,706836,1.660052299499512,61383,-.2539968490600586,10482954,-.1218509674072266,29329,-1.185812950134277,568809,-.2181835174560547,1331000,10812163,172440,401278,.1269493103027344,24933,-2.041428565979004,175689,177305,-.4826450347900391,16802,.4042453765869141,711631,-1.169581413269043,4083804,33637528,.0504970550537109,2037827,14348,.3910732269287109,53096872,-.1045913696289063,9369000,606928,.4971065521240234,205603,-.1489162445068359,490524,-.1334314346313477,13866676,1963410,.1250143051147461,2379878,-.0812416076660156,95739,-.2844963073730469,1291875,-.1391077041625977,372994,-.655177116394043,589043200,.2204685211181641,matched (3),8310459.5,.92444021,324881.34,694611.31
201507,300510,666,1385,8789817,07,0,0,0,0,0,1,0,0,0,0,0,219470,1.752472877502441,28519,-.2491226196289063,1212828,.6051492691040039,1874239,1173808,1028942,.9114961624145508,83528,118092,102431,-.512141227722168,15597,2703757,-1.095944404602051,346281,-.2156295776367188,32327,1640284,-.1171321868896484,32000,4652307,14835,.0453691482543945,62438,.7914533615112305,19218,1.596153259277344,140024,637929,-.1025714874267578,51733,-.1710367202758789,10570733,.0083389282226563,62022,.7489118576049805,741610,.2652788162231445,2587000,7018528,266061,378723,-.0578489303588867,278808,2.414331436157227,235325,222711,.2280035018920898,22153,.2764749526977539,144064,-1.597302436828613,3285457,49253416,.3813381195068359,1889342,5728,-.9182443618774414,58058484,.0893325805664063,10160000,357931,-.5280694961547852,229757,.1110744476318359,345720,-.3498449325561523,12589504,1953472,-.0050745010375977,2716871,.1324310302734375,158851,.5063409805297852,1669580,.2564773559570313,793095,.7543802261352539,705086656,.1798210144042969,matched (3),9215151,.92444021,346767.63,705113.31
201508,300510,667,1385,9915788,08,0,0,0,0,0,0,1,0,0,0,0,275656,.2279376983642578,57094,.6941289901733398,981387,-.2117433547973633,1027201,917046,498843,-.7239952087402344,198172,175242,124200,.1927042007446289,12306,2193080,-.2093353271484375,368633,.0625505447387695,69276,1088882,-.4097175598144531,52000,5122304,15820,.0642852783203125,58635,-.0628423690795898,33930,.5684518814086914,170322,621229,-.0265274047851563,54403,.050323486328125,10660630,.0084686279296875,58167,-.0641708374023438,366109,-.7058925628662109,2294000,4549612,278122,278471,-.3074913024902344,116332,-.8740749359130859,164782,255294,.1365413665771484,17852,-.2158565521240234,157950,.0920209884643555,1368496,63386516,.2522716522216797,3448870,7278,.2394895553588867,63333020,.0869560241699219,9294000,693402,.6612701416015625,273185,.1731271743774414,469856,.3067970275878906,10650993,2200088,.1188888549804688,2043963,-.2845897674560547,136587,-.1510047912597656,2286199,.3143177032470703,176126,-1.504743576049805,785381376,.10784912109375,matched (3),10204118,.92444021,256325.45,665311.75
201509,300510,668,1385,9073617,09,0,0,0,0,0,0,0,1,0,0,0,83274,-1.197017669677734,48271,-.1678686141967773,408157,-.8773155212402344,2027674,1092743,771346,.4358453750610352,85807,161656,100824,-.2085170745849609,29917,2100090,-.0433273315429688,354807,-.0382270812988281,49184,1304271,.1804924011230469,38000,3854978,13377,-.1677379608154297,38109,-.4308815002441406,31909,-.0614109039306641,127943,298957,-.7313995361328125,46162,-.1642627716064453,9232327,-.1438465118408203,101285,.5546207427978516,583588,.4662647247314453,1812000,3024495,179070,228633,-.1971960067749023,309291,.9778337478637695,21523,116776,-.7821588516235352,38999,.7814197540283203,169981,.0734081268310547,1342964,52517336,-.1881084442138672,2991710,6433,-.1234149932861328,46820804,-.3020782470703125,7567000,760785,.0927400588989258,230446,-.1701326370239258,190840,-.9009904861450195,13289091,1587779,-.3261613845825195,2214396,.0800886154174805,131551,-.0375680923461914,928329,-.9012594223022461,256309,.3751840591430664,462795360,-.5288848876953125,matched (3),9002732,.92444021,270958.47,671085.31
201510,300510,669,1385,8571788,10,0,0,0,0,0,0,0,0,1,0,0,21150,-1.370495796203613,43673,-.1001005172729492,849423,.732905387878418,1534667,683730,324858,-.8647489547729492,84258,123484,133508,.2807855606079102,15345,2138801,.0182657241821289,208546,-.5314140319824219,79110,1140733,-.1339731216430664,25000,9032366,11146,-.1824560165405273,92761,.8895759582519531,29235,-.0875215530395508,222703,232148,-.252924919128418,53724,.151702880859375,16625191,.5882091522216797,37374,-.9969635009765625,478266,-.1990289688110352,1395000,4903732,171803,389854,.5336542129516602,83331,-1.311461448669434,15309,71831,-.4859409332275391,26590,-.383000373840332,158324,-.0710430145263672,1637832,40931400,-.2492446899414063,5495395,37967,1.775276184082031,63103712,.2984523773193359,5752000,923478,.1937961578369141,170425,-.3017206192016602,171056,-.1094446182250977,11998017,1972609,.2170209884643555,2493092,.1185445785522461,113129,-.1508655548095703,1082957,.1540641784667969,77726,-1.193193435668945,525443776,.1269588470458984,matched (3),8829058,.92444021,314045.03,689609.56
201511,300510,670,1385,7159831,11,0,0,0,0,0,0,0,0,0,1,0,95991,1.512614250183106,39743,-.0942964553833008,300689,-1.038480758666992,1388319,993419,326307,.004450798034668,125796,128355,132850,-.0049409866333008,27140,1201261,-.576873779296875,274154,.2735300064086914,36826,660802,-.5459718704223633,22000,4481476,7923,-.3413114547729492,9221,-2.308542251586914,8584,-1.225466728210449,129287,124365,-.6241540908813477,50529,-.0613126754760742,15258506,-.0857830047607422,24741,-.4125137329101563,695458,.3744039535522461,1475000,4242478,79503,204513,-.6451406478881836,108811,.2667913436889648,7184,235355,1.186779022216797,22704,-.157994270324707,122976,-.2526540756225586,1862478,39702656,-.0304794311523438,2963134,15373,-.9041042327880859,61038852,-.0332698822021484,5726000,361731,-.9372453689575195,336494,.6802845001220703,244929,.3589773178100586,13058258,1967605,-.0025396347045898,1893120,-.2752971649169922,112566,-.0049886703491211,1717605,.4612360000610352,84866,.0878839492797852,378027104,-.3292770385742188,matched (3),8042016.5,.92444021,329222.94,696652.56
201512,300510,671,1385,9698996,12,0,0,0,0,0,0,0,0,0,0,1,157187,.4931821823120117,69597,.5602874755859375,1170325,1.358960151672363,960451,765299,197768,-.5007438659667969,45680,129206,121097,-.0926284790039063,33851,2759817,.8317928314208984,325679,.1722221374511719,32369,937537,.3498020172119141,48000,4676422,9247,.1545295715332031,18705,.7073068618774414,28860,1.212556838989258,71184,437701,1.258315086364746,60000,.1717977523803711,15518175,.0168743133544922,6531,-1.331901550292969,289136,-.8776731491088867,2291000,6746211,400551,278663,.3093719482421875,187848,.5460214614868164,843,133073,-.5701971054077148,17748,-.2462682723999023,86175,-.3556089401245117,1375436,41703308,.0491619110107422,3026417,25541,.5076713562011719,53326392,-.1350784301757813,16292000,492336,.3082599639892578,196222,-.5393333435058594,482438,.6778841018676758,15173468,1980029,.0062942504882813,1986749,.0482730865478516,154269,.3151578903198242,501714,-1.230655670166016,557221,1.881888389587402,470925312,.2197322845458984,matched (3),10135083,.92444021,293952.5,680694.56
201601,300510,672,1385,10513783,01,0,0,0,0,0,0,0,0,0,0,0,74286,-.7495136260986328,67852,-.0253925323486328,945133,-.2137107849121094,1354084,910028,566365,1.052144050598145,0,150979,158725,.2705812454223633,42470,6433211,.8463096618652344,394630,.1920366287231445,56427,1054101,.1171865463256836,56000,4858708,15837,.5380496978759766,52411,1.030325889587402,6495,-1.491424560546875,208284,717433,.4941434860229492,149860,.9153566360473633,14339822,-.0789699554443359,270100,3.722232818603516,351320,.1948003768920898,1410000,8252535,270656,92350,-1.10441780090332,145988,-.2521085739135742,45604,170368,.2470626831054688,27660,.4437141418457031,157084,.6003999710083008,1790483,56273952,.299652099609375,4657594,10490,-.889862060546875,53908020,.0108470916748047,15061000,567098,.1413707733154297,250522,.2442998886108398,301631,-.4696483612060547,11482075,2441268,.2094058990478516,2300399,.1465826034545898,141563,-.0859527587890625,2058670,1.411785125732422,56892,-2.281807899475098,309255136,-.4205322265625,matched (3),10140515,.92444021,353848.63,708622.5
201602,300510,673,1385,9380139,02,1,0,0,0,0,0,0,0,0,0,0,41075,-.5925235748291016,47056,-.3659906387329102,1268618,.2943582534790039,1090391,1092362,288732,-.6737394332885742,144849,0,149485,-.0599775314331055,11459,1546007,-1.425798416137695,316515,-.2205781936645508,6538,653311,-.4783897399902344,33000,2989133,22264,.3406219482421875,29703,-.5678682327270508,12976,.6920690536499023,44062,277587,-.9495449066162109,109439,-.3143339157104492,11386094,-.2306480407714844,28609,-2.245071411132813,296651,-.1691417694091797,1021000,3861014,94086,214240,.8415107727050781,35841,-1.40443229675293,143354,126143,-.3005447387695313,22948,-.1867561340332031,822865,1.656011581420898,944738,38982160,-.3671283721923828,1851635,8347,-.228520393371582,43027984,-.2254276275634766,9721000,247096,-.8307552337646484,261915,.0444736480712891,414520,.3179168701171875,10562515,1233233,-.6828784942626953,2186978,-.0505619049072266,110251,-.2499856948852539,1094870,-.6314249038696289,5689,-2.302619934082031,289065184,-.0675144195556641,matched (3),8603052,.92444021,374315,719061
201603,300510,674,1385,9962030,03,0,1,0,0,0,0,0,0,0,0,0,61524,.4040279388427734,67270,.3573760986328125,767047,-.5031356811523438,1721983,1295351,298057,.0317850112915039,30012,0,157663,.0532636642456055,26058,1462135,-.0557785034179688,321397,.0153064727783203,21809,901219,.3216953277587891,31000,4969671,21640,-.0284271240234375,100514,1.219048500061035,13961,.0731658935546875,59964,78858,-1.258485794067383,49009,-.8033638000488281,13693349,.1845169067382813,47806,.5134296417236328,358013,.1880130767822266,1631000,5194858,120644,273290,.2434368133544922,186861,1.651272773742676,161172,127672,.0120477676391602,5026,-1.518606185913086,1090104,.2812366485595703,933902,46206680,.1700210571289063,2282815,7872,-.0585899353027344,47804232,.1052627563476563,10969000,441138,.5795812606811523,267746,.0220184326171875,429628,.0357990264892578,11106278,1880784,.4220495223999023,2031717,-.073638916015625,138108,.2252769470214844,1214782,.1039295196533203,9878,.5517759323120117,407695200,.3438682556152344,matched (3),9537662,.92444021,314382.94,689763.5
201604,300510,675,1385,11950674,04,0,0,1,0,0,0,0,0,0,0,0,156407,.9330339431762695,77770,.1450414657592773,1174552,.4260940551757813,1327972,1082848,227235,-.2712993621826172,106912,56696,165456,.0482454299926758,9235,1480136,.0122365951538086,211939,-.4163789749145508,42630,1020489,.1242885589599609,48000,5907230,25235,.1536884307861328,124201,.211604118347168,17117,.2038049697875977,59475,72642,-.0821056365966797,67187,.3154764175415039,12859345,-.0628395080566406,2771,-2.84794282913208,1736500,1.579057693481445,2007000,5691381,157457,196949,-.3275880813598633,91590,-.713043212890625,142000,202630,.4619178771972656,24537,1.58555793762207,1857130,.5327587127685547,1247010,39345892,-.1607341766357422,2486726,11258,.3577671051025391,66190572,.3254241943359375,8909000,494756,.1147069931030273,323739,.1898984909057617,460236,.0688190460205078,9785465,1677333,-.1144828796386719,2273417,.1124019622802734,131581,-.0484132766723633,1320966,.0837984085083008,87842,2.185229301452637,411909632,.010284423828125,matched (3),10729097,.92444021,206541.03,647762.5
201605,300510,676,1385,12173695,05,0,0,0,1,0,0,0,0,0,0,0,241901,.4360675811767578,99969,.2511043548583984,654654,-.5845355987548828,1472177,947362,261488,.1404037475585938,169725,183708,209611,.2365484237670898,36820,1572267,.0603847503662109,291492,.3187141418457031,86589,1373013,.2967252731323242,58000,4898092,26026,.0308637619018555,63513,-.6706562042236328,32049,.6271934509277344,109318,73519,.0120010375976563,88575,.2763700485229492,12800408,-.0045928955078125,50695,2.906619548797607,2788173,.473515510559082,2389000,5652073,184196,266295,.3016595840454102,191808,.7391729354858398,146761,157666,-.2509031295776367,27401,.1103973388671875,2571522,.3254661560058594,1592344,45345416,.1419181823730469,3117570,22247,.6811275482177734,63986156,-.0338726043701172,11317000,510590,.0315017700195313,281506,-.1397838592529297,425953,-.0774106979370117,12647667,1445124,-.1490106582641602,2908797,.2464561462402344,123312,-.0649051666259766,1891375,.3589410781860352,172540,.6750888824462891,475285376,.1431102752685547,matched (3),12242409,.92444021,299295.75,683019
