period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y107c124,growth107c124,Y1094c792,growth1094c792,Y1212c300,growth1212c300,Y1214c191,Y1344c372,growth1344c372,Y1626c608,Y1742c792,growth1742c792,Y1756c826,growth1756c826,Y2073c705,Y2162c381,Y2213c381,Y2266c428,Y2638c428,growth2638c428,Y2641c826,growth2641c826,Y2757c251,growth2757c251,Y2868c251,growth2868c251,Y2871c705,growth2871c705,Y2984c124,growth2984c124,Y2986c484,growth2986c484,Y3008c381,Y3012c620,growth3012c620,Y3019c246,growth3019c246,Y3057c68,growth3057c68,Y3127c752,growth3127c752,Y3147c586,growth3147c586,Y356c246,growth356c246,Y3735c826,growth3735c826,Y3790c792,growth3790c792,Y3826c600,growth3826c600,Y3833c620,growth3833c620,Y3879c807,Y3912c68,growth3912c68,Y4029c428,growth4029c428,Y4225c688,growth4225c688,Y4266c688,growth4266c688,Y4289c554,Y4365c251,growth4365c251,Y4378c251,growth4378c251,Y4395c218,Y4626c222,growth4626c222,Y4770c68,growth4770c68,Y4885c300,growth4885c300,Y4937c251,growth4937c251,Y4990c792,growth4990c792,Y4992c300,growth4992c300,Y544c300,growth544c300,Y560c703,growth560c703,Y933c124,Y965c586,growth965c586,Y992c68,growth992c68,_merge,x,r2,s,sf
201109,760900,620,3592,1805684,09,0,0,0,0,0,0,0,1,0,0,0,4684404,-.0241069793701172,430069,1.836483955383301,616813,.3559484481811523,12260,4276304,.1518974304199219,1098878,55621,.2185649871826172,2949344,-.2093706130981445,255110,1606036,570436,11088,35762,.6534557342529297,1123704,.0416479110717773,16785134,-.0794029235839844,1676484,.1355133056640625,48973,1.833817481994629,5024135,-.3124914169311523,218281,-.2886018753051758,139600,22237,.18853759765625,120887,1.508321762084961,16183,.7554178237915039,120109,.7539644241333008,46815,1.336034774780273,8592,-.2247247695922852,1978688,.2607393264770508,1014965,.4493818283081055,158701,.2908697128295898,82700,1.519639015197754,11497,73925,-.2273311614990234,29491,.400172233581543,361597,.4210023880004883,197872,-.6802301406860352,31173,714567,1.022663116455078,652643,1.351450920104981,794126,50037,.1960000991821289,68482,.6008977890014648,89175,.8201150894165039,6535104,.3646926879882813,374761,-.0256013870239258,612779,.5251646041870117,67487,-.9106597900390625,538413,-.1616849899291992,170201,28228,-.5486040115356445,197278,-.6296911239624023,matched (3),3302368,.92442697,190519.91,264508.97
201110,760900,621,3592,1661924,10,0,0,0,0,0,0,0,0,1,0,0,4679222,-.0011062622070313,504518,.1596584320068359,838423,.3069572448730469,10532,4150935,-.0297555923461914,711616,79252,.3540716171264648,4284498,.3734197616577148,90718,3673044,447378,0,30774,-.1502151489257813,918308,-.2018527984619141,12620471,-.2851734161376953,783065,-.7612390518188477,11834,-1.420292854309082,5017577,-.0013065338134766,194970,-.1129369735717773,82716,11227,-.683436393737793,67118,-.588404655456543,6084,-.9782981872558594,121970,.015376091003418,19305,-.8858394622802734,7799,-.0968360900878906,1413851,-.3361167907714844,665269,-.4224176406860352,119113,-.2869491577148438,61994,-.288182258605957,8738,17955,-1.415182113647461,8335,-1.263621330261231,164389,-.788294792175293,112787,-.5621194839477539,177664,394445,-.5941972732543945,526804,-.2142019271850586,465423,24475,-.7151098251342773,58557,-.1565704345703125,67434,-.2794513702392578,5964646,-.0913381576538086,289780,-.2571659088134766,413537,-.3932580947875977,99711,.3903417587280273,891877,.5047016143798828,192823,8887,-1.15572452545166,153701,-.2496051788330078,matched (3),1724264.3,.92442697,82073.773,201005.64
201111,760900,622,3592,1112679,11,0,0,0,0,0,0,0,0,0,1,0,4609457,-.0150222778320313,485506,-.0384120941162109,677759,-.2127313613891602,5204,2436362,-.5328273773193359,1110133,60205,-.2748775482177734,4156411,-.0303506851196289,118252,1214740,250908,3937,6294,-1.587074279785156,1077678,.1600303649902344,11498606,-.0930938720703125,987893,.2323589324951172,34554,1.07154655456543,6920581,.3215532302856445,231094,.1699790954589844,103229,18517,.5003681182861328,62913,-.0646991729736328,8441,.3274383544921875,73840,-.5018749237060547,18125,-.0630722045898438,4338,-.5865821838378906,1339435,-.0540695190429688,444948,-.4022340774536133,58994,-.70263671875,22378,-1.018959045410156,18263,13832,-.2608833312988281,2821,-1.083372592926025,17216,-2.256396293640137,13544,-2.11955738067627,47468,299588,-.2750711441040039,204994,-.94384765625,659561,49054,.6952695846557617,18380,-1.158737182617188,147815,.7848119735717773,4763673,-.2248306274414063,419061,.3688945770263672,357960,-.1443252563476563,196074,.6762161254882813,335606,-.9773902893066406,155133,34682,1.361630439758301,160199,.041407585144043,matched (3),1333325.9,.92442697,81575.07,200802.52
201112,760900,623,3592,2101927,12,0,0,0,0,0,0,0,0,0,0,1,4687639,.0168190002441406,471354,-.0295820236206055,420674,-.476933479309082,5166,4039465,.5056066513061523,733218,72767,.1895074844360352,4111398,-.0108890533447266,65794,879777,614392,7902,38313,1.806193351745606,672239,-.471949577331543,12794608,.1067981719970703,1015798,.0278558731079102,10412,-1.199563980102539,14002331,.7047243118286133,346667,.4055395126342773,110928,43226,.847752571105957,17040,-1.30618953704834,11917,.3448648452758789,77374,.0467500686645508,37660,.7313070297241211,45902,2.359095573425293,1446578,.0769529342651367,860261,.6592788696289063,245451,1.425661087036133,45653,.7129907608032227,32580,33647,.8889389038085938,26159,2.227101802825928,4968032,5.664939880371094,28027,.7272253036499023,123369,321278,.0698986053466797,283955,.3258352279663086,565829,112135,.8267812728881836,60437,1.190338134765625,124528,-.1714315414428711,6061852,.2409963607788086,247953,-.5247774124145508,383140,.0679788589477539,238461,.1957130432128906,495030,.3886804580688477,182689,27442,-.2341461181640625,248386,.4385671615600586,matched (3),1829890.6,.92442697,87908.047,203457.58
201201,760900,624,3592,1604672,01,0,0,0,0,0,0,0,0,0,0,0,2925584,-.4714345932006836,368114,-.2472171783447266,1065992,.9298028945922852,20162,2326986,-.5515384674072266,578294,39351,-.614741325378418,4323801,.0503711700439453,127940,2056696,534370,10927,30532,-.2270145416259766,1148617,.5356998443603516,10260340,-.2207374572753906,857834,-.1690196990966797,25624,.9005699157714844,14620310,.0431880950927734,309553,-.1132354736328125,398429,4993,-2.158405303955078,71352,1.432062149047852,22936,.6547422409057617,31901,-.8860130310058594,24496,-.430088996887207,4904,-2.236457824707031,2118661,.3815832138061523,296576,-1.064932823181152,99087,-.9070987701416016,447402,2.282387733459473,15137,26503,-.2386665344238281,28541,.0871486663818359,4162842,-.1768255233764648,25794,-.0830268859863281,56632,361534,.1180486679077148,380078,.2915611267089844,517788,10969,-2.324629783630371,90217,.4006166458129883,51272,-.887385368347168,5311427,-.1321554183959961,281060,.1253290176391602,183574,-.7357826232910156,23629,-2.31173038482666,2700,-5.211366176605225,147761,76660,1.027305603027344,239436,-.0366973876953125,matched (3),1507545.9,.92442697,96365.695,207252.28
201202,760900,625,3592,1129395,02,1,0,0,0,0,0,0,0,0,0,0,4317641,.3892154693603516,684184,.6198339462280273,60037,-2.876700401306152,4858,3715292,.4678831100463867,264037,59658,.416107177734375,3478175,-.2176265716552734,113066,1743214,381750,18778,14126,-.7707576751708984,785235,-.3803310394287109,9093272,-.1207523345947266,645953,-.2836837768554688,31696,.2126617431640625,7387618,-.6826066970825195,375042,.1919088363647461,228828,17856,1.274303436279297,80032,.1148014068603516,8019,-1.050894737243652,42502,.2869138717651367,9706,-.9257659912109375,15988,1.181787490844727,1733951,-.2003812789916992,232525,-.2433052062988281,80118,-.2124977111816406,41756,-2.371613502502441,14932,17732,-.4018869400024414,127141,1.493954658508301,6162411,.3922700881958008,16285,-.4598970413208008,1634,386352,.0663928985595703,859110,.8155202865600586,491729,117466,2.371075630187988,33365,-.9947099685668945,82346,.473785400390625,5804265,.0887327194213867,385830,.316828727722168,480587,.9623908996582031,132716,1.725736618041992,698526,5.555720806121826,143603,17547,-1.474496841430664,271974,.1274204254150391,matched (3),1042396.8,.92442697,119350.6,218887.47
201203,760900,626,3592,1005549,03,0,1,0,0,0,0,0,0,0,0,0,4038840,-.0667524337768555,458607,-.4000329971313477,404267,1.907114982604981,10538,3198235,-.1498584747314453,919014,33217,-.585566520690918,3275092,-.0601615905761719,118196,659020,206305,11557,9650,-.3810596466064453,625622,-.2272367477416992,7329670,-.2156038284301758,607748,-.0609664916992188,22403,-.3469953536987305,6404788,-.1427602767944336,392891,.0464944839477539,199348,15176,-.1626243591308594,14006,-1.742940902709961,20770,.9516963958740234,22640,-.6298332214355469,16250,.5153493881225586,1096,-2.680171489715576,1076545,-.4766464233398438,335131,.3655233383178711,108885,.3067913055419922,32498,-.2506647109985352,115,38003,.7622947692871094,9684,-2.574821472167969,410789,-2.708144187927246,37167,.8251762390136719,8275,458906,.1720972061157227,344889,-.9126749038696289,396968,26477,-1.489872932434082,35356,.0579605102539063,64276,-.2477436065673828,5787860,-.0028305053710938,232284,-.5074367523193359,249459,-.6557140350341797,55272,-.8759450912475586,682376,-.0233917236328125,124511,42870,.8932895660400391,239671,-.1264400482177734,matched (3),1211412.6,.92442697,106934.95,212372.89
201204,760900,627,3592,1868519,04,0,0,1,0,0,0,0,0,0,0,0,3604359,-.1138134002685547,453902,-.0103120803833008,458459,.1257953643798828,12271,5343767,.5133323669433594,1091530,66807,.6987457275390625,3847792,.1611528396606445,177492,1705177,643556,37329,5133,-.6312675476074219,718258,.1380825042724609,4125668,-.574702262878418,415380,-.3805665969848633,17850,-.2271919250488281,7083313,.1006965637207031,285689,-.3186283111572266,207933,34471,.8204030990600586,26219,.6269979476928711,807,-3.247941493988037,88343,1.361508369445801,40271,.9075384140014648,8450,2.04249906539917,1699052,.4563140869140625,670389,.6933364868164063,66111,-.4989566802978516,88913,1.006479263305664,11578,16740,-.8198642730712891,35043,1.286101341247559,804492,.6721315383911133,58537,.4542379379272461,82454,484967,.0552349090576172,457643,.282867431640625,311857,22542,-.1608963012695313,70045,.6836690902709961,79985,.2186527252197266,5545980,-.042689323425293,288810,.217808723449707,165249,-.4118413925170898,109521,.6838493347167969,77905,-2.170090675354004,207184,84698,.6809196472167969,351336,.3824758529663086,matched (3),2007254,.92442697,102229.16,210042.77
201205,760900,628,3592,1780701,05,0,0,0,1,0,0,0,0,0,0,0,5218745,.3701133728027344,453689,-.0004692077636719,627339,.3136157989501953,4701,3930729,-.3071060180664063,872669,66585,-.0033283233642578,3596829,-.0674467086791992,180027,691130,312397,11774,32216,1.836772918701172,840313,.1569461822509766,4885117,.1689653396606445,413737,-.003962516784668,19493,.0880517959594727,12668759,.5813980102539063,144210,-.6836338043212891,125869,18022,-.6485252380371094,75353,1.055700302124023,56180,4.242992877960205,20948,-1.439183235168457,35778,-.1182985305786133,38802,1.52430534362793,1535238,-.1013851165771484,704546,.0496959686279297,79698,.1869087219238281,89290,.0042314529418945,255,57048,1.226092338562012,101600,1.064467430114746,540045,-.3985586166381836,130377,.8007717132568359,498400,364755,-.2848548889160156,414453,-.0991296768188477,171183,81010,1.279192924499512,34106,-.7196645736694336,68165,-.1599082946777344,6646392,.1810007095336914,561960,.6656618118286133,416985,.9255971908569336,71005,-.4333658218383789,1162846,2.703135490417481,224832,41317,-.7178182601928711,232532,-.412714958190918,matched (3),1874100.6,.92442697,85912.117,202603.19
201206,760900,629,3592,1702557,06,0,0,0,0,1,0,0,0,0,0,0,3746009,-.3315658569335938,443303,-.0231590270996094,98780,-1.848591804504395,6874,2672774,-.3857078552246094,894072,50059,-.2852773666381836,3268945,-.0955848693847656,110733,660772,310044,1164,9791,-1.190999984741211,812187,-.0340442657470703,8597508,.5652790069580078,746775,.5905332565307617,26161,.2942142486572266,10296306,-.2073554992675781,122332,-.1645317077636719,192800,16777,-.0715847015380859,32781,-.8323354721069336,22863,-.8990411758422852,20192,-.0367565155029297,20451,-.5593013763427734,3633,-2.368412971496582,1842750,.1825733184814453,3782658,1.680628776550293,75183,-.058319091796875,140954,.4565439224243164,404,28803,-.6834135055541992,33070,-1.122417449951172,502317,-.0724210739135742,10266,-2.541593551635742,222101,438473,.1840724945068359,310394,-.2891178131103516,254985,60191,-.2970495223999023,48099,.3437881469726563,25328,-.990020751953125,5777367,-.1401252746582031,626215,.1082630157470703,256946,-.4841842651367188,29662,-.8728837966918945,914127,-.2406558990478516,189935,35017,-.165440559387207,220606,-.0526494979858398,matched (3),1602479.1,.92442697,82811.539,201308
201207,760900,630,3592,1880912,07,0,0,0,0,0,1,0,0,0,0,0,4304799,.1390390396118164,861230,.6641082763671875,309704,1.142722129821777,19686,5220191,.6694164276123047,1110746,69319,.3255167007446289,4247008,.2617473602294922,145529,2286188,256306,8307,20610,.7443132400512695,1181042,.3744220733642578,10872212,.2347383499145508,871660,.1546354293823242,27314,.0431299209594727,7479883,-.3195676803588867,226797,.6173171997070313,169556,48879,1.069338798522949,105999,1.173581123352051,28857,.2328329086303711,81050,1.389779090881348,29753,.3748979568481445,6547,.5889482498168945,1913959,.0379152297973633,541794,-1.943296432495117,106389,.3471775054931641,93982,-.4053306579589844,14783,61783,.763148307800293,37021,.112858772277832,1141666,.8210124969482422,21104,.7206258773803711,19509,484849,.1005392074584961,611485,.6780481338500977,579301,24531,-.8975858688354492,63142,.272125244140625,31619,.2218475341796875,7391492,.2463808059692383,236005,-.9758405685424805,282004,.0930557250976563,129964,1.477391242980957,1045633,.1344079971313477,219007,39817,.1284608840942383,261722,.1709051132202148,matched (3),2019499.1,.92442697,101101.12,209496.06
201208,760900,631,3592,1672276,08,0,0,0,0,0,0,1,0,0,0,0,2920930,-.3878278732299805,206428,-1.428409576416016,156662,-.6815261840820313,6478,4015410,-.2623939514160156,342631,60660,-.1334342956542969,3218852,-.2771902084350586,82067,544013,4972,3468,9535,-.7708072662353516,732312,-.4779462814331055,9749029,-.1090431213378906,935704,.0708999633789063,9938,-1.01103401184082,192398,-3.660406112670898,192496,-.1639804840087891,56135,24408,-.6944370269775391,12065,-2.173121452331543,21123,-.3119907379150391,31099,-.957890510559082,52200,.5621528625488281,4352,-.4083719253540039,1851610,-.0331182479858398,7123842,2.576315879821777,87887,-.1910505294799805,33755,-1.023974418640137,2081,10962,-1.729193687438965,26881,-.3200654983520508,249706,-1.519959449768066,118151,1.722500801086426,1505,174307,-1.023019790649414,175869,-1.246150970458984,575073,38925,.4616994857788086,30774,-.7187156677246094,86354,1.004696846008301,5814199,-.2400264739990234,177375,-.2855873107910156,201624,-.3355169296264648,99336,-.2687492370605469,795067,-.273951530456543,0,17974,-.7953681945800781,130415,-.6965618133544922,matched (3),1565142.8,.92442697,102634.96,210240.58
201209,760900,632,3592,1842177,09,0,0,0,0,0,0,0,1,0,0,0,4974828,.5324878692626953,741901,1.279263496398926,317923,.7077178955078125,6809,2536174,-.4594831466674805,774890,106698,.5647182464599609,4133816,.2501764297485352,202180,1464582,232991,10219,22810,.8722295761108398,972952,.2841281890869141,10020089,.0274238586425781,963360,.0291271209716797,13178,.2821836471557617,5569227,3.365446090698242,283889,.3885078430175781,92659,34531,.3469467163085938,46889,1.357474327087402,25948,.2057323455810547,179584,1.753467559814453,18975,-1.011960029602051,7496,.5437345504760742,1297868,-.3553323745727539,940552,-2.024735450744629,103251,.1611108779907227,57442,.5316476821899414,28272,24918,.8211555480957031,35128,.2675790786743164,30814,-2.092314720153809,114774,-.0289983749389648,29454,506198,1.066110610961914,261623,.3971652984619141,611866,43032,.1003074645996094,56823,.6132707595825195,52739,-.4930992126464844,4661143,-.2210416793823242,261192,.3869895935058594,198059,-.0178394317626953,52045,-.6463994979858398,149207,-1.673091888427734,204632,79604,1.488138198852539,227802,.5577554702758789,matched (3),1623709.8,.92442697,104862.84,211337.13
201210,760900,633,3592,1592232,10,0,0,0,0,0,0,0,0,1,0,0,3578215,-.3295259475708008,443569,-.5143623352050781,369123,.1493206024169922,6141,2322820,-.0878744125366211,835524,34727,-1.122485160827637,3393300,-.1973981857299805,163034,1046042,239604,4014,9369,-.8897924423217773,877124,-.1036863327026367,10233917,.0211162567138672,817725,-.1639003753662109,11708,-.1182765960693359,5547555,-.0038995742797852,215523,-.2755155563354492,50625,21888,-.4559192657470703,389,-4.791958808898926,21162,-.2038869857788086,80685,-.8000898361206055,13112,-.3695945739746094,2219,-1.217312812805176,2004528,.4346857070922852,284214,-1.196739196777344,88580,-.1532564163208008,24427,-.8550872802734375,29505,24443,-.0192461013793945,56344,.4724769592285156,1664681,3.989418983459473,26999,-1.447165489196777,13243,461861,-.0916643142700195,406229,.4400119781494141,493532,81473,.6383275985717773,18721,-1.110295295715332,42581,-.2139472961425781,4406918,-.0560855865478516,172476,-.4149980545043945,439845,.7978572845458984,96915,.6217250823974609,767844,1.638252258300781,203435,45944,-.5496406555175781,361963,.4630651473999023,matched (3),1572262,.92442697,89805.977,204284.8
201211,760900,634,3592,2229988,11,0,0,0,0,0,0,0,0,0,1,0,3874854,.0796432495117188,454819,.0250463485717773,606572,.4966936111450195,13226,3097711,.2878808975219727,1065057,71546,.7228231430053711,4040256,.1745052337646484,256056,781418,376194,8220,14304,.4231328964233398,834161,-.0502214431762695,10966067,.0690975189208984,1209539,.3914680480957031,8993,-.2638263702392578,10448468,.6330986022949219,220296,.0219049453735352,145970,60229,1.012215614318848,41229,4.663317680358887,14227,-.3970661163330078,126895,.4528064727783203,53779,1.411355018615723,5234,.858119010925293,1241417,-.4791555404663086,1606439,1.732048034667969,67203,-.276188850402832,78315,1.165050506591797,151330,62509,.9389667510986328,9874,-1.741570472717285,443701,-1.322237968444824,49291,.6019420623779297,172485,426108,-.080571174621582,241372,-.5205774307250977,1094159,198748,.8917655944824219,19785,.0552778244018555,144341,1.220770835876465,6043450,.3157997131347656,289571,.5181427001953125,271017,-.4842405319213867,206672,.7572994232177734,1880146,.8955183029174805,145670,53678,.1555795669555664,64331,-1.727499961853027,matched (3),2136789,.92442697,111363.95,214637.11
201212,760900,635,3592,1708880,12,0,0,0,0,0,0,0,0,0,0,1,4331998,.1115207672119141,316303,-.3631982803344727,97570,-1.827253341674805,5181,2386501,-.2608346939086914,1346419,37371,-.6494455337524414,2925428,-.3228673934936523,143811,600446,296311,15734,18965,.2820558547973633,675891,-.2103948593139648,10115365,-.08074951171875,827356,-.3797597885131836,2225,-1.396688938140869,14269183,.3116455078125,155716,-.3469381332397461,126742,46792,-.25244140625,32180,-.2477960586547852,1124,-2.538247585296631,55059,-.8349542617797852,8888,-1.800180435180664,2388,-.7847194671630859,1716201,.3238592147827148,525674,-1.117094039916992,108186,.4761343002319336,54276,-.3666572570800781,12431,21765,-1.055007934570313,17247,.5577325820922852,407884,-.08416748046875,43907,-.1156682968139648,13464,336170,-.2370758056640625,609668,.9265756607055664,552294,15928,-2.523959159851074,39523,.6919584274291992,27378,-1.662439346313477,6359165,.0509214401245117,442166,.4232845306396484,282615,.0419034957885742,172789,-.1790618896484375,1210105,-.4406423568725586,182098,43703,-.2055864334106445,79851,.216120719909668,matched (3),1939022.4,.92442697,85242.211,202320.03
201301,760900,636,3592,2368089,01,0,0,0,0,0,0,0,0,0,0,0,4076881,-.0606966018676758,453703,.3607416152954102,346778,1.268115043640137,15138,4266208,.580897331237793,784415,68280,.60272216796875,4388700,.4055919647216797,160359,1590321,287353,5932,22852,.1864433288574219,1074834,.4638900756835938,8688013,-.1521110534667969,755542,-.0907993316650391,29036,2.568779468536377,14223465,-.0032081604003906,288970,.6182889938354492,240699,49768,.0616598129272461,37331,.1484785079956055,18185,2.783703327178955,141011,.9404325485229492,86200,2.271967887878418,5384,.8129749298095703,1465817,-.1576995849609375,1444337,1.010724067687988,129060,.1764259338378906,57036,.0496006011962891,14342,32533,.401951789855957,12336,-.3351163864135742,853870,.7387962341308594,20528,-.7602834701538086,49959,596644,.5737037658691406,561989,-.0814323425292969,744549,13113,-.1944742202758789,54141,.3147096633911133,85379,1.137360572814941,6159759,-.0318593978881836,557671,.2320842742919922,304793,.0755472183227539,119915,-.3652887344360352,900898,-.2950706481933594,306946,9077,-1.571673393249512,349452,1.476202964782715,matched (3),2133571,.92442697,86482.805,202845.84
201302,760900,637,3592,2129782,02,1,0,0,0,0,0,0,0,0,0,0,4070923,-.0014619827270508,373779,-.1937780380249023,462590,.2881565093994141,16171,3870373,-.0973749160766602,484671,47750,-.3576383590698242,3935750,-.1089315414428711,134335,1136704,428717,7801,59891,.9634876251220703,787941,-.3104982376098633,8338367,-.0410776138305664,1078900,.35626220703125,19825,-.3815927505493164,9780796,-.3744716644287109,559319,.6603965759277344,510902,8198,-1.803482055664063,27781,-.2954721450805664,8629,-.7454681396484375,100638,-.3373079299926758,3190,-3.296649932861328,4805,-.113774299621582,1555572,.0594301223754883,16712486,2.448505401611328,102728,-.2281932830810547,95520,.5156526565551758,43848,31217,-.0412921905517578,32304,.9626693725585938,490244,-.5548763275146484,60123,1.074602127075195,66383,268649,-.7979154586791992,451935,-.2179441452026367,567819,42758,1.181952476501465,46106,-.160649299621582,52378,-.4886131286621094,7805316,.2367677688598633,252923,-.7906837463378906,352306,.144866943359375,80254,-.4015865325927734,820195,-.0938501358032227,212168,28557,1.146158218383789,194534,-.585759162902832,matched (3),2196845,.92442697,119840.44,219154.95
201303,760900,638,3592,1885292,03,0,1,0,0,0,0,0,0,0,0,0,4863480,.1778841018676758,628823,.5201854705810547,571014,.2105722427368164,16728,2932971,-.2773351669311523,755079,27719,-.5438604354858398,3538481,-.1064033508300781,51929,587827,313820,12503,52820,-.125636100769043,702027,-.1154518127441406,5901122,-.3457241058349609,488133,-.7931098937988281,40929,.7248954772949219,8475350,-.1432590484619141,235926,-.8632020950317383,211832,8809,.0718841552734375,168600,1.803176879882813,25081,1.066981315612793,55598,-.5933828353881836,69005,3.074158668518066,12612,.964991569519043,1182534,-.2741832733154297,16172108,-.032867431640625,83671,-.2051916122436523,99464,.0404605865478516,31051,32097,.0278005599975586,36418,.1198720932006836,235751,-.7321271896362305,42946,-.3364486694335938,100896,547677,.7122802734375,290964,-.4403390884399414,531741,95033,.7986679077148438,15034,-1.120628356933594,66394,.2371196746826172,6504830,-.1822595596313477,457850,.5934562683105469,290451,-.1930646896362305,109127,.3073158264160156,723938,-.1248359680175781,158612,20508,-.3310861587524414,247581,.2411308288574219,matched (3),2011175,.92442697,116614.54,217407.7
201304,760900,639,3592,1676825,04,0,0,1,0,0,0,0,0,0,0,0,3825844,-.2399749755859375,423979,-.3941659927368164,164225,-1.246175765991211,5216,2551720,-.1392478942871094,760427,20570,-.2982845306396484,3707751,.0467281341552734,0,508713,31900,6795,24417,-.7716102600097656,651771,-.0742788314819336,5460809,-.0775461196899414,399687,-.1999063491821289,6598,-1.825072288513184,7512131,-.1206436157226563,236321,.001673698425293,220958,35415,1.391361236572266,52929,-1.158576965332031,17524,-.3585386276245117,50746,-.0913143157958984,2369,-3.371711254119873,6737,-.6270341873168945,935857,-.233952522277832,5028669,-1.168132781982422,136148,.4868497848510742,58868,-.5244979858398438,7496,15787,-.7095766067504883,13097,-1.022679328918457,69695,-1.218647003173828,75121,.5591564178466797,52088,437058,-.2256193161010742,405718,.3324594497680664,253867,68700,-.3244752883911133,58935,1.366120338439941,82536,.2176275253295898,5745881,-.1240625381469727,409618,-.1113166809082031,427253,.3859415054321289,33173,-1.190775871276856,985069,.3080053329467773,153287,66448,1.175603866577148,214796,-.1420488357543945,matched (3),1676725.4,.92442697,104243.33,211030.41
201305,760900,640,3592,2274307,05,0,0,0,1,0,0,0,0,0,0,0,4914412,.2503929138183594,530555,.2242393493652344,318522,.6624536514282227,12948,4265152,.5137100219726563,1125629,141714,1.929977416992188,3812377,.027827262878418,80944,536987,247086,13325,25015,.024195671081543,789899,.1922121047973633,6752042,.2122478485107422,604338,.4134521484375,30403,1.527773857116699,12979153,.5468254089355469,188366,-.2268047332763672,260510,69750,.6777820587158203,78043,.3883085250854492,7459,-.8541507720947266,37705,-.2970399856567383,81645,3.539912700653076,3939,-.5366878509521484,1435779,.4280004501342773,3661761,-.3172111511230469,60028,-.8189315795898438,104853,.5772609710693359,19360,40169,.9339094161987305,31331,.8722248077392578,745456,2.369867324829102,92843,.2118101119995117,41623,430275,-.0156421661376953,447100,.0971231460571289,773005,78224,.1298274993896484,17747,-1.200218200683594,53813,-.4277191162109375,6408421,.1091299057006836,419663,.0242271423339844,334723,-.2440729141235352,110047,1.19917106628418,849429,-.1481466293334961,143828,57958,-.1367006301879883,257077,.1796875,matched (3),2448205.5,.92442697,84272.945,201913.58
201306,760900,641,3592,1862817,06,0,0,0,0,1,0,0,0,0,0,0,4854053,-.0123577117919922,674946,.2407093048095703,276117,-.1428670883178711,3976,3349902,-.241546630859375,886543,48757,-1.066962242126465,4630260,.1943597793579102,36072,795930,259797,8880,13381,-.6256399154663086,885372,.1141023635864258,9360207,.3266220092773438,735260,.1960906982421875,8705,-1.250643730163574,17457056,.2964000701904297,226673,.1851215362548828,116459,29076,-.875004768371582,52513,-.3961992263793945,6042,-.2106857299804688,40534,.0723485946655273,45680,-.5807199478149414,6325,.4735832214355469,1469551,.0232486724853516,840414,-1.471804618835449,104641,.5557241439819336,41822,-.9191360473632813,30218,12788,-1.144588470458984,13780,-.8213901519775391,111053,-1.903988838195801,29176,-1.157563209533691,33833,302780,-.3514175415039063,396593,-.1198711395263672,588732,20006,-1.363544464111328,49409,1.023916244506836,24791,-.7750349044799805,5567011,-.1407546997070313,386334,-.0827503204345703,310622,-.0747270584106445,61823,-.5766315460205078,891380,.0482063293457031,103989,45718,-.2372264862060547,137917,-.6227235794067383,matched (3),1725522.8,.92442697,100645.2,209276.41
201307,760900,642,3592,2496977,07,0,0,0,0,0,1,0,0,0,0,0,3963845,-.2025995254516602,185406,-1.292084693908691,285313,.0327625274658203,13858,3216712,-.0405712127685547,973801,71886,.3882322311401367,3943859,-.1604528427124023,35460,1439271,343245,10259,112850,2.132224082946777,950916,.0714178085327148,14255330,.4206638336181641,1113893,.4153919219970703,18037,.7285280227661133,11750627,-.3958377838134766,372923,.49786376953125,162807,34276,.1645326614379883,20693,-.9312658309936523,17017,1.035477638244629,81389,.6970987319946289,118473,.9530248641967773,88172,2.634779930114746,1698386,.1447219848632813,3254482,1.353893280029297,101155,-.0338811874389648,136440,1.182461738586426,9254,14944,.1558027267456055,37727,1.007158279418945,1889731,2.834182739257813,38200,.2694883346557617,72034,345874,.1330680847167969,701206,.5698909759521484,746964,94924,1.55704402923584,80067,.4827308654785156,39294,.4605913162231445,6196912,.1071929931640625,722207,.6256103515625,374157,.1860990524291992,76675,.2152996063232422,1165270,.2679367065429688,113597,71620,.4488821029663086,298887,.7734127044677734,matched (3),2518341.3,.92442697,123837.32,221365.86
201308,760900,643,3592,1992146,08,0,0,0,0,0,0,1,0,0,0,0,4111873,.0366640090942383,243401,.2721624374389648,9710,-3.380430221557617,2286,4845643,.4097204208374023,818019,29453,-.8922853469848633,4299118,.0862493515014648,36024,1009004,65206,2797,39532,-1.048949241638184,873971,-.0843782424926758,10519572,-.3038921356201172,916580,-.1949663162231445,53735,1.091639518737793,8800496,-.2890987396240234,239731,-.4418544769287109,62211,4044,-2.137210845947266,2862,-1.978274822235107,14078,-.1895999908447266,27526,-1.084109306335449,82999,-.3558568954467773,16278,-1.689475059509277,1686765,-.006866455078125,7563208,.8432626724243164,91668,-.098480224609375,77577,-.5646133422851563,11527,137766,2.221246719360352,50442,.2904481887817383,1010992,-.6255025863647461,18126,-.745488166809082,20340,221771,-.4444293975830078,183239,-1.342010498046875,724830,44848,-.7497978210449219,30652,-.9601659774780273,45938,.1562213897705078,5240852,-.167567253112793,221473,-1.182011604309082,226069,-.5038356781005859,44847,-.5363187789916992,867978,-.2945413589477539,107662,41149,-.5541744232177734,162498,-.6093997955322266,matched (3),1947017.9,.92442697,93275.711,205833.72
