period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1231c124,growth1231c124,Y1463c208,growth1463c208,Y1587c807,growth1587c807,Y1727c826,growth1727c826,Y1755c752,growth1755c752,Y2054c826,growth2054c826,Y2073c152,growth2073c152,Y229c246,growth229c246,Y231c124,growth231c124,Y245c124,growth245c124,Y2709c36,Y2842c208,growth2842c208,Y284c124,growth284c124,Y2857c792,growth2857c792,Y2857c826,growth2857c826,Y2863c826,growth2863c826,Y2871c807,growth2871c807,Y2881c124,growth2881c124,Y2917c554,Y2919c152,growth2919c152,Y2943c300,growth2943c300,Y2943c381,Y2953c381,Y2955c826,growth2955c826,Y2973c826,growth2973c826,Y3008c124,growth3008c124,Y3284c703,growth3284c703,Y336c124,growth336c124,Y3571c586,growth3571c586,Y3769c586,growth3769c586,Y3848c586,growth3848c586,Y3946c818,Y4073c344,Y4175c826,growth4175c826,Y4329c381,Y4635c620,growth4635c620,Y4637c440,growth4637c440,Y4919c208,growth4919c208,Y4922c208,growth4922c208,Y4924c191,growth4924c191,Y4924c208,growth4924c208,Y4924c757,growth4924c757,Y4942c826,growth4942c826,Y4966c124,growth4966c124,Y4969c124,growth4969c124,Y4978c191,growth4978c191,Y4982c251,growth4982c251,Y661c372,growth661c372,Y717c300,growth717c300,Y754c752,growth754c752,_merge,x,r2,s,sf
201109,841370,620,3839,18612152,09,0,0,0,0,0,0,0,1,0,0,0,1449264,.2939691543579102,20366,-1.600431442260742,116260,-.6601552963256836,2102823,.2985601425170898,977698,.2170820236206055,2959246,-.148712158203125,161288,.3585596084594727,27333,.4476099014282227,3208415,.098933219909668,215041,-.0400009155273438,467402,1462016,-.7286520004272461,786934,.3325252532958984,491321,-.2800407409667969,5837933,-.0964527130126953,24580996,.0218429565429688,3533,-1.290339469909668,2785741,-.2783966064453125,93965,1416070,-1.43467903137207,51307,.2206029891967773,400101,1000693,2499529,-.9511499404907227,597010,-.1991701126098633,54500,-.3657379150390625,2188931,.1958713531494141,22748320,.1507301330566406,3276776,1.55724048614502,118231,.1811237335205078,101535,-1.178300857543945,545386,4329906,16294461,-.0457191467285156,28242588,351453,.9074258804321289,469155,-.0075960159301758,69924,-.5530900955200195,1595310,-.1046152114868164,575943,.1841058731079102,3305103,-.2396421432495117,5091843,.0176334381103516,3268874,.0347261428833008,1098613,-.1658334732055664,1079623,-.0438623428344727,277269,-.5274276733398438,1805013,-.3309297561645508,11924620,1.03029727935791,1367774,.2252225875854492,294071,.0963220596313477,matched (3),16043701,.92074353,888586.94,2315321.8
201110,841370,621,3839,15969967,10,0,0,0,0,0,0,0,0,1,0,0,1339282,-.0789222717285156,239704,2.465538024902344,97772,-.1731910705566406,1464260,-.3619308471679688,765302,-.2449302673339844,1761582,-.5187225341796875,152613,-.0552864074707031,2549,-2.372393608093262,3381966,.0526800155639648,431518,.6964807510375977,184878,881789,-.5056190490722656,744398,-.0555686950683594,376582,-.2659616470336914,5250337,-.1060848236083984,19014270,-.2567844390869141,3100,-.1307458877563477,2318035,-.1837940216064453,67380,1212653,-.1550750732421875,13487,-1.336100578308106,430766,972879,1390214,-.5866451263427734,749147,.2270011901855469,50960,-.0671596527099609,1360375,-.4756526947021484,17398950,-.2680816650390625,1758711,-.622279167175293,102599,-.1418123245239258,211772,.7351064682006836,2101935,4178035,12145160,-.2938957214355469,21089476,248021,-.3485631942749023,579750,.2116641998291016,114966,.497227668762207,1390720,-.1372461318969727,376617,-.4247798919677734,4007072,.1925935745239258,3919342,-.2617158889770508,1347968,-.8858470916748047,1647725,.4053468704223633,539760,-.693242073059082,340605,.2057352066040039,1997951,.1015539169311523,1928947,-1.821630477905273,963189,-.3506908416748047,194337,-.4142274856567383,matched (3),15215421,.92074353,798405.75,2282231.3
201111,841370,622,3839,18362546,11,0,0,0,0,0,0,0,0,0,1,0,1512990,.1219539642333984,345027,.3642177581787109,114229,.1555671691894531,940850,-.44232177734375,1322239,.5468111038208008,2320271,.2754716873168945,212335,.3302602767944336,64730,3.234523773193359,2822592,-.1808013916015625,533330,.2118310928344727,355035,891253,.0106754302978516,965982,.2605695724487305,214224,-.5641136169433594,6972373,.2836637496948242,18127916,-.0477371215820313,4921,.4621105194091797,2514018,.0811624526977539,75245,1124767,-.0752344131469727,21229,.4536418914794922,446602,1566938,1495271,.072850227355957,903457,.1872930526733398,189056,1.311001777648926,2161992,.4632692337036133,14327545,-.1942272186279297,2212422,.2295064926147461,97874,-.0471477508544922,59887,-1.26305103302002,271241,4809354,11411280,-.0623283386230469,26214376,249452,.0057535171508789,828021,.3564414978027344,91788,-.2251548767089844,1595053,.1370849609375,595159,.4575996398925781,4375253,.0879039764404297,5437076,.3273172378540039,1580072,.1588716506958008,1332676,-.2122068405151367,691124,.2471942901611328,316747,-.0726203918457031,2638621,.2781343460083008,2275323,.1651477813720703,1099378,.1322507858276367,187127,-.037806510925293,matched (3),16099683,.92074353,651127.69,2234971
201112,841370,623,3839,22394180,12,0,0,0,0,0,0,0,0,0,0,1,943552,-.4721908569335938,12256,-3.337607383728027,213999,.6277656555175781,1952911,.7302932739257813,1539676,.1522455215454102,1738503,-.2886590957641602,395471,.6219120025634766,36018,-.5862054824829102,3284443,.1515407562255859,742790,.331273078918457,781100,1410944,.4593868255615234,943541,-.0235061645507813,527303,.9007530212402344,9321831,.2904024124145508,21816838,.1852302551269531,3511,-.337611198425293,2886482,.1381568908691406,105500,1172636,.0416784286499023,23828,.1154937744140625,352512,2436626,5186210,1.243695259094238,2501160,1.018281936645508,353244,.6251163482666016,1268584,-.5331287384033203,20781940,.3719005584716797,3108803,.3401498794555664,63627,-.4306430816650391,146478,.8944158554077148,280044,6147614,12530889,.0935955047607422,23962756,307423,.2089576721191406,1439167,.5527811050415039,90830,-.0104913711547852,2198429,.320836067199707,1115781,.6284809112548828,9082229,.7303543090820313,8639457,.4630985260009766,2264867,.3600454330444336,3725260,1.027948379516602,2749074,1.38070011138916,411809,.2624568939208984,3013589,.1328754425048828,1936054,-.1614694595336914,1610803,.3819875717163086,199227,.062657356262207,matched (3),21655180,.92074353,1283993.4,2493946
201201,841370,624,3839,31926566,01,0,0,0,0,0,0,0,0,0,0,0,1138596,.1878995895385742,623118,3.928720474243164,72738,-1.079107284545898,2176814,.1085414886474609,1212502,-.2388858795166016,1847694,.0609140396118164,105277,-1.323482513427734,348848,2.270617485046387,3369913,.0256900787353516,1323744,.5778064727783203,2069951,3326432,.8576412200927734,490229,-.6547670364379883,880540,.5127601623535156,14950670,.4723987579345703,27351668,.2260951995849609,1995,-.5652570724487305,4604248,.4669408798217773,330174,1767413,.4102630615234375,127914,1.680496215820313,674080,2662276,7076948,.3108396530151367,4049689,.4818849563598633,729077,.7246198654174805,3494953,1.013419151306152,24488608,.16412353515625,4367514,.3399562835693359,128631,.7039098739624023,288177,.6766996383666992,543777,7139181,13756882,.0933418273925781,27334428,479490,.4444990158081055,1347272,-.0659828186035156,170591,.6302785873413086,3420057,.4419145584106445,1498317,.2947883605957031,9989348,.0951995849609375,13048852,.4123601913452148,2659174,.1604995727539063,4061646,.086451530456543,2293699,-.1810979843139648,437606,.0607595443725586,4247823,.3432750701904297,2354761,.1957864761352539,522420,-1.126015663146973,253093,.2393121719360352,matched (3),30018896,.92074353,1354663.4,2531055.3
201202,841370,625,3839,23878264,02,1,0,0,0,0,0,0,0,0,0,0,699012,-.4878835678100586,28418,-3.087713241577148,400958,1.706993103027344,2127354,-.0229835510253906,902141,-.2956705093383789,1243590,-.3959360122680664,119940,.130396842956543,119042,-1.075160026550293,10623683,1.148199081420898,1241074,-.0644874572753906,1760234,2681338,-.2155847549438477,388525,-.2325153350830078,1067560,.1925954818725586,20619726,.3214912414550781,30555590,.1107692718505859,1924,-.0362377166748047,4517524,-.0190153121948242,105251,3134305,.5728902816772461,38561,-1.199116706848145,516027,3638822,11413231,.477931022644043,7597626,.6291961669921875,498044,-.3810911178588867,4031885,.142913818359375,30320692,.213623046875,3554400,-.2060079574584961,117123,-.0937232971191406,437272,.4169807434082031,888541,4337648,17103324,.2177333831787109,23354576,475322,-.0087308883666992,1528541,.1262321472167969,129688,-.2741365432739258,3396981,-.006770133972168,1308372,-.13555908203125,10451866,.0452613830566406,11800745,-.1005382537841797,3128203,.1624431610107422,3591168,-.1231107711791992,2275454,-.0079860687255859,595449,.3079967498779297,6155931,.3710098266601563,2010371,-.1581192016601563,1085955,.7317428588867188,269082,.0612592697143555,matched (3),22373930,.92074353,1217439.4,2460342.8
201203,841370,626,3839,22189382,03,0,1,0,0,0,0,0,0,0,0,0,1078433,.4335966110229492,18970,-.4041643142700195,916270,.8264541625976563,1552878,-.3147687911987305,614427,-.3840808868408203,1140684,-.0863742828369141,55371,-.7729358673095703,62480,-.6446304321289063,3157680,-1.213248252868652,1026860,-.1894712448120117,1096563,1494116,-.5847816467285156,279686,-.3286895751953125,1538369,.3653469085693359,25937400,.2294368743896484,30116220,-.0144824981689453,6796,1.261927604675293,3457419,-.2674417495727539,261456,2746152,-.132206916809082,229777,1.784868240356445,710174,2547278,11119607,-.0260639190673828,6449326,-.1638603210449219,946383,.6419591903686523,3077246,-.2701988220214844,35475384,.1570091247558594,847964,-1.433102607727051,76205,-.4297971725463867,1072296,.8970022201538086,342454,3844064,18798664,.094512939453125,21611424,616995,.2608680725097656,1352134,-.1226301193237305,142663,.0953531265258789,2852023,-.1748590469360352,1888625,.3670654296875,8088041,-.2563934326171875,11958293,.0132637023925781,2691520,-.1503524780273438,5136171,.3578300476074219,2599470,.1331272125244141,1121735,.6333160400390625,5306908,-.148406982421875,2353097,.1574125289916992,982036,-.1005868911743164,330025,.2041521072387695,matched (3),23941950,.92074353,1125915,2416363.5
201204,841370,627,3839,23470940,04,0,0,1,0,0,0,0,0,0,0,0,678953,-.462712287902832,294960,2.74398136138916,1096642,.1796970367431641,2686921,.5482854843139648,741086,.1874265670776367,1292581,.1250123977661133,80038,.3684453964233398,172146,1.013496398925781,3524147,.1098003387451172,1141685,.1059999465942383,1216505,1655240,.1024112701416016,460087,.4977483749389648,1745377,.1262483596801758,25950104,.0004901885986328,30106364,-.0003280639648438,11161,.4960918426513672,1722179,-.6969318389892578,235208,2387137,-.140106201171875,12096,-2.944234848022461,210737,2430706,14362544,.2559146881103516,5893550,-.0901174545288086,1097875,.1484842300415039,3154302,.0247325897216797,41277280,.1514720916748047,869991,.0256443023681641,155358,.7123050689697266,1279028,.1762981414794922,1064208,8444555,15255805,-.2088260650634766,21676708,447927,-.3202304840087891,1178972,-.1370410919189453,306990,.7663297653198242,2891112,.0136127471923828,2021011,.0677490234375,9400432,.1503696441650391,14030074,.1597785949707031,4586291,.5329656600952148,5506424,.0696077346801758,2223235,-.1563434600830078,1060768,-.0558834075927734,6768058,.2432050704956055,1640656,-.3606357574462891,865494,-.1263275146484375,369405,.1127252578735352,matched (3),22665988,.92074353,1283896.9,2493896.5
201205,841370,628,3839,24831184,05,0,0,0,1,0,0,0,0,0,0,0,638094,-.0620670318603516,104857,-1.034242630004883,847966,-.2571678161621094,2819841,.0482845306396484,1097897,.3930349349975586,3059245,.8615274429321289,174915,.78179931640625,141267,-.1976909637451172,6578993,.6242437362670898,1050309,-.0834207534790039,704346,1059172,-.4464578628540039,579887,.2314176559448242,2147505,.2073354721069336,15989912,-.4842166900634766,26951380,-.1107025146484375,21101,.6368951797485352,2223442,.2554655075073242,294274,4942416,.7277593612670898,85418,1.954682350158691,381330,1602628,13496141,-.0622215270996094,5567525,-.0569076538085938,544291,-.7016477584838867,3956634,.2266263961791992,41642376,.0088062286376953,2598791,1.094318389892578,235405,.4155750274658203,1414281,.1005210876464844,1415192,8560346,20905744,.3150634765625,21928416,356066,-.2295141220092773,778414,-.4151391983032227,170669,-.5870885848999023,3050240,.0535793304443359,2171763,.0719413757324219,9314357,-.0091991424560547,10631249,-.2774066925048828,4366098,-.0492019653320313,5873725,.0645732879638672,2377617,.0671348571777344,1372315,.2575054168701172,3696443,-.6048431396484375,2489311,.4169092178344727,1474226,.532588005065918,320991,-.1404800415039063,matched (3),27829626,.92074353,892544.69,2316843.5
201206,841370,629,3839,21317972,06,0,0,0,0,1,0,0,0,0,0,0,1179467,.6143331527709961,130145,.2160520553588867,368959,-.8321552276611328,2617731,-.0743722915649414,862315,-.2415313720703125,1495713,-.7155647277832031,43565,-1.390046119689941,58697,-.8782634735107422,3967013,-.5058679580688477,686437,-.4253253936767578,389760,812775,-.2647886276245117,559884,-.0351037979125977,1338380,-.4728460311889648,9733985,-.4963359832763672,21424622,-.2294940948486328,3131,-1.907968521118164,3161720,.3520603179931641,193288,4571308,-.0780544281005859,27457,-1.134936332702637,758988,985433,14336037,.0603733062744141,2696804,-.7248830795288086,274032,-.6862392425537109,3198627,-.212672233581543,27691028,-.4080085754394531,3410047,.2716798782348633,295217,.2264032363891602,1807955,.245574951171875,1744022,5891490,13993758,-.4014110565185547,18228212,184750,-.6561126708984375,373767,-.7336263656616211,259576,.4193229675292969,1931083,-.4571390151977539,1091546,-.6879444122314453,5492488,-.5281753540039063,8493703,-.2244720458984375,3584337,-.197296142578125,3951129,-.3964872360229492,2287845,-.0384883880615234,1076533,-.2427530288696289,4404355,.1752223968505859,2014572,-.2115983963012695,1360374,-.0803737640380859,266967,-.1842880249023438,matched (3),22006920,.92074353,1006541,2363102.5
201207,841370,630,3839,20488912,07,0,0,0,0,0,1,0,0,0,0,0,908783,-.260711669921875,102080,-.2428922653198242,477598,.2580842971801758,2093753,-.2233495712280273,700593,-.2076930999755859,1148678,-.2639913558959961,107055,.8990879058837891,10294,-1.740826606750488,3467490,-.13458251953125,670421,-.0236091613769531,340156,1753516,.7689237594604492,377954,-.3929576873779297,646891,-.7270374298095703,7255742,-.2938289642333984,22510608,.0494461059570313,2200,-.3528947830200195,2947145,-.0702800750732422,115048,3190380,-.3596591949462891,93936,1.229992866516113,651998,1225378,5417134,-.9732093811035156,1140814,-.860325813293457,203996,-.2951440811157227,3418509,.0664825439453125,25866184,-.0681724548339844,3809175,.110687255859375,168858,-.5586519241333008,687350,-.9671087265014648,787501,8990039,14904740,.0630664825439453,16507325,160723,-.1393213272094727,303454,-.2084026336669922,196249,-.2796649932861328,1423212,-.3051652908325195,824724,-.2803020477294922,4328931,-.2380609512329102,6479775,-.2706394195556641,2430743,-.3883762359619141,2311435,-.5361328125,1654102,-.3243522644042969,580408,-.6177701950073242,4080487,-.0763769149780273,1723282,-.1561765670776367,1083093,-.2279386520385742,238064,-.1145858764648438,matched (3),15999126,.92074353,921661.94,2328215.8
201208,841370,631,3839,14917853,08,0,0,0,0,0,0,1,0,0,0,0,42293,-3.067484855651856,5258,-2.966006278991699,43963,-2.385420799255371,2001733,-.0449457168579102,858340,.2030735015869141,2004569,.5568170547485352,177221,.5040550231933594,18637,.5935869216918945,2092,-7.413065910339356,148847,-1.504986763000488,435359,2896243,.5017919540405273,42106,-2.194581985473633,675871,.0438241958618164,6031840,-.1847410202026367,21281560,-.0561447143554688,3172,.3659048080444336,123917,-3.168979644775391,178153,1325081,-.878666877746582,32773,-1.053009033203125,151726,704965,5140558,-.0524053573608398,293689,-1.356975555419922,72624,-1.032805442810059,2332676,-.3821878433227539,507276,-3.931636810302734,2280770,-.5129003524780273,135410,-.2207508087158203,336927,-.7129764556884766,1434520,6613978,20398108,.3137645721435547,10085205,148659,-.0780267715454102,441621,.3752222061157227,162750,-.187169075012207,1889475,.2833833694458008,330017,-.9159040451049805,2926946,-.3913612365722656,4252456,-.4211893081665039,2311384,-.0503501892089844,131371,-2.867598533630371,464650,-1.269728660583496,301813,-.6539230346679688,2658300,-.4285297393798828,2146683,.2196931838989258,406360,-.9803361892700195,237968,-.0004034042358398,matched (3),16699144,.92074353,1333385,2519731
201209,841370,632,3839,17555872,09,0,0,0,0,0,0,0,1,0,0,0,1316597,3.438183784484863,152057,3.364504814147949,89949,.7158937454223633,1432050,-.3349056243896484,1088701,.2377395629882813,2384314,.1734819412231445,95627,-.6169424057006836,5156,-1.284987449645996,3622576,7.456819534301758,326163,.7844781875610352,288658,1159709,-.9152460098266602,498819,2.472053527832031,467948,-.367645263671875,5571882,-.079319953918457,17427932,-.19976806640625,6759,.7565126419067383,2768265,3.106364250183106,105492,1526567,.1415481567382813,45076,.3187456130981445,217023,812421,2248563,-.8268699645996094,298430,.0160140991210938,96851,.2878789901733398,2955666,.2367076873779297,22333926,3.784807205200195,3039201,.2870817184448242,129110,-.047642707824707,307631,-.0909652709960938,1944772,7032660,14611173,-.3336563110351563,21934332,173802,.1562614440917969,674011,.4227943420410156,149216,-.0868206024169922,2439321,.2554206848144531,218810,-.4109401702880859,3198348,.0886745452880859,3879586,-.0917682647705078,1733816,-.2875223159790039,1054720,2.083004951477051,1111747,.8724031448364258,305299,.0114831924438477,2269958,-.1579256057739258,2326896,.0806112289428711,878042,.7704544067382813,613964,.9478006362915039,matched (3),18944392,.92074353,1198004,2450784
201210,841370,633,3839,15793190,10,0,0,0,0,0,0,0,0,1,0,0,604566,-.778294563293457,113432,-.2930517196655273,139862,.4414138793945313,2179120,.4198141098022461,905832,-.1838865280151367,629465,-1.331795692443848,191171,.692713737487793,11962,.8415737152099609,4061079,.1142635345458984,431647,.2802114486694336,129410,1720508,.3944511413574219,368271,-.3034248352050781,457908,-.0216884613037109,5436070,-.0246763229370117,14524326,-.1822490692138672,3335,-.7064018249511719,1873510,-.3904075622558594,111647,1872056,.2040157318115234,55905,.2153034210205078,485721,803298,2527106,.1167831420898438,601041,.7001276016235352,92662,-.044215202331543,3438227,.1512317657470703,22647618,.0139484405517578,2654020,-.1355190277099609,104577,-.2107410430908203,120597,-.9364471435546875,732501,4859470,17366466,.1727542877197266,23420692,271991,.4478521347045898,728077,.0771608352661133,94464,-.4571762084960938,2317598,-.0511884689331055,382646,.5589065551757813,4482880,.3376312255859375,4486465,.1453371047973633,2015504,.1505451202392578,873319,-.1887292861938477,740143,-.4068441390991211,395565,.2590236663818359,3085658,.3070030212402344,2502471,.0727434158325195,1015981,.1459159851074219,204042,-1.101611137390137,matched (3),18223642,.92074353,619480.69,2225957
201211,841370,634,3839,13838612,11,0,0,0,0,0,0,0,0,0,1,0,1097416,.5962028503417969,128152,.1220130920410156,70159,-.6898918151855469,1319281,-.5018348693847656,1100232,.194422721862793,606812,-.036651611328125,266674,.3328580856323242,2886,-1.421863555908203,3437936,-.1665773391723633,603347,.3348836898803711,250345,915945,-.6304187774658203,591713,.4742031097412109,345860,-.280634880065918,6178016,.1279411315917969,16112486,.1037693023681641,4125,.2125930786132813,2064080,.0968713760375977,55824,689852,-.9983158111572266,11725,-1.561930656433106,317865,630920,2598062,.0276908874511719,1110225,.6136550903320313,135351,.3789129257202148,2732692,-.2296686172485352,17216582,-.2741832733154297,2248038,-.1660175323486328,132552,.2370510101318359,249551,.7272090911865234,1439162,5598857,12408312,-.3361740112304688,20280196,106535,-.9372949600219727,678270,-.07086181640625,100200,.0589494705200195,1826912,-.2379045486450195,151751,-.9248695373535156,3634095,-.2099056243896484,4931572,.0945920944213867,1916513,-.0503625869750977,2209966,.928431510925293,584421,-.2362222671508789,399012,.0086765289306641,2878462,-.0695085525512695,1890391,-.2804946899414063,1194684,.1620264053344727,192433,-.0585775375366211,matched (3),17228204,.92074353,656891.81,2236657.3
201212,841370,635,3839,19137952,12,0,0,0,0,0,0,0,0,0,0,1,1268855,.1451559066772461,10370,-2.514299392700195,90790,.2577848434448242,1569515,.173680305480957,785175,-.3373699188232422,455702,-.2863798141479492,35432,-2.018411636352539,47393,2.798603057861328,3872935,.1191415786743164,827981,.316497802734375,500710,1629855,.5762901306152344,649221,.0927515029907227,552742,.4688577651977539,7128723,.1431350708007813,19633554,.1976470947265625,3268,-.2328882217407227,3047726,.3897104263305664,97716,1981189,1.054975509643555,25636,.7822742462158203,332238,958254,1615786,-.4749441146850586,1324845,.176732063293457,441435,1.182159423828125,1949853,-.3375329971313477,21490554,.22174072265625,673705,-1.205020904541016,99924,-.2825651168823242,57094,-1.474964141845703,2280520,7509844,12756538,.0276775360107422,19111284,193243,.5954742431640625,895557,.2779006958007813,85049,-.1639404296875,1782681,-.0245084762573242,224343,.390934944152832,8019023,.7914571762084961,5176204,.0484142303466797,1179755,-.4851999282836914,2502804,.1244344711303711,2367956,1.399161338806152,283518,-.3417158126831055,2366858,-.1956930160522461,1455493,-.261439323425293,572883,-.734954833984375,116780,-.4994564056396484,matched (3),22171442,.92074353,1088661.9,2399231.8
201301,841370,636,3839,28658364,01,0,0,0,0,0,0,0,0,0,0,0,1599781,.2317523956298828,19759,.6446914672851563,268002,1.08244514465332,2137488,.3088645935058594,1108821,.3451461791992188,1067323,.851069450378418,183910,1.646831512451172,298156,1.839142799377441,4446197,.1380367279052734,1206908,.3768272399902344,1781604,2758908,.5263433456420898,505513,-.2501993179321289,1198790,.7741765975952148,9829580,.321263313293457,27763764,.3464908599853516,4052,.2150325775146484,4325857,.350214958190918,236203,2370869,.1795597076416016,129723,1.621404647827148,565165,3122521,5479262,1.221149444580078,2798086,.7476406097412109,960081,.7769861221313477,2998423,.4303321838378906,29698332,.3234786987304688,1973785,1.074915885925293,129314,.2578334808349609,572541,2.305384635925293,1064791,5692274,16377217,.249847412109375,30688236,378986,.6735515594482422,1646148,.6087474822998047,119300,.338414192199707,2941086,.5006599426269531,864071,1.348478317260742,9144576,.1313438415527344,9079114,.5619039535522461,2544843,.7687616348266602,4395400,.5631465911865234,1937065,-.2008533477783203,121720,-.8455524444580078,5206305,.7883071899414063,1961018,.2981195449829102,1216693,.7532100677490234,238562,.7143373489379883,matched (3),31253938,.92074353,1003484.9,2361802.3
201302,841370,637,3839,30078440,02,1,0,0,0,0,0,0,0,0,0,0,691557,-.8386764526367188,120325,1.806587219238281,662560,.9051170349121094,1785083,-.1801662445068359,1284111,.1467695236206055,1108813,.0381364822387695,301644,.4948005676269531,138081,-.7697763442993164,13214130,1.089237213134766,1283761,.061732292175293,1710015,2351144,-.1599321365356445,864189,.5362176895141602,910629,-.274932861328125,16825620,.537506103515625,28945292,.0416755676269531,6470,.4679651260375977,3741287,-.1451807022094727,293606,4589716,.6605615615844727,184918,.3545103073120117,675979,3324868,9651050,.5660953521728516,4734042,.525843620300293,687108,-.3345260620117188,3630358,.1912450790405273,30205820,.0169429779052734,1654703,-.1763315200805664,90068,-.3616781234741211,662454,.1458673477172852,1790314,5083834,18080408,.0989360809326172,25190532,320850,-.1665258407592773,1742233,.0567293167114258,191982,.4757604598999023,3280930,.1093482971191406,1188411,.3187179565429688,12452752,.3087806701660156,10646418,.1592483520507813,3099840,.1972818374633789,4609547,.0475711822509766,2266928,.1572513580322266,404116,1.199978828430176,7455965,.3591442108154297,1887525,-.0381975173950195,1022012,-.1743631362915039,176312,-.3023738861083984,matched (3),30945526,.92074353,922916,2328712.5
201303,841370,638,3839,23091344,03,0,1,0,0,0,0,0,0,0,0,0,995567,.3643665313720703,15505,-2.049033164978027,1018845,.4303131103515625,1603148,-.1074962615966797,1082300,-.1709785461425781,966337,-.1375322341918945,263809,-.1340217590332031,71292,-.6610565185546875,4152662,-1.157537460327148,1191682,-.0744285583496094,529487,2238649,-.0490303039550781,317219,-1.002199172973633,1679828,.6123113632202148,21324056,.2369346618652344,32809916,.1253242492675781,5204,-.217747688293457,2381485,-.4517049789428711,256769,2793495,-.4965248107910156,111002,-.5103635787963867,536541,2574197,9494814,-.0163211822509766,7998421,.5244646072387695,717170,.0428218841552734,2482469,-.3800783157348633,41367464,.3144607543945313,5120978,1.129724502563477,159232,.5697975158691406,1001208,.4130115509033203,1215475,8991002,24084836,.2867546081542969,15800977,343256,.0675029754638672,1738270,-.0022773742675781,155814,-.2087392807006836,2833334,-.146672248840332,1909630,.4742927551269531,9800175,-.2395420074462891,11627605,.0881576538085938,3406623,.0943708419799805,4889600,.0589809417724609,1431671,-.4595832824707031,1243560,1.124032020568848,5709372,-.2669048309326172,1781331,-.0579051971435547,456263,-.8064594268798828,228915,.2610960006713867,matched (3),25943190,.92074353,1173294.1,2438800.5
201304,841370,639,3839,28952816,04,0,0,1,0,0,0,0,0,0,0,0,1002723,.0071620941162109,286570,2.916819572448731,1199090,.1628932952880859,1625042,.0135650634765625,852810,-.238306999206543,1283659,.2839574813842773,318747,.1891717910766602,566248,2.072247505187988,4322261,.0400295257568359,1243016,.04217529296875,1066655,1427626,-.449859619140625,704078,.7972965240478516,2315999,.3211498260498047,16960750,-.2289352416992188,28688784,-.1342258453369141,26532,1.628923416137695,2655936,.1090726852416992,304728,2712659,-.0293636322021484,147070,.2813596725463867,455802,2424485,12103447,.2427444458007813,7090187,-.1205320358276367,842854,.1614809036254883,2809878,.1238880157470703,38951696,-.0601730346679688,2919479,-.5619401931762695,253888,.4665307998657227,1882984,.6316499710083008,2342750,6025183,21739378,-.1024570465087891,17992896,433322,.2330045700073242,1398922,-.2171878814697266,166562,.0667047500610352,3170426,.1124114990234375,1791173,-.0640392303466797,11503224,.1602287292480469,11972356,.0292186737060547,3224065,-.0550785064697266,6277339,.2498350143432617,2098061,.382171630859375,1704412,.315241813659668,4121486,-.3258953094482422,1722033,-.0338554382324219,629792,.3223199844360352,326224,.3542327880859375,matched (3),30275444,.92074353,1132670.8,2419518.8
201305,841370,640,3839,27459582,05,0,0,0,1,0,0,0,0,0,0,0,892881,-.1160211563110352,85136,-1.213732719421387,840482,-.355341911315918,2166793,.2877140045166016,1247001,.3799600601196289,239359,-1.679505348205566,475228,.3993978500366211,314155,-.5891456604003906,7568324,.5601930618286133,1037252,-.1809663772583008,1073579,754773,-.6373510360717773,368717,-.6468601226806641,1674949,-.3240585327148438,14448706,-.1602973937988281,28298300,-.0137042999267578,6733,-1.371330261230469,1740491,-.4226303100585938,423469,3627614,.2906455993652344,141131,-.0412197113037109,512958,1845145,12787236,.0549583435058594,6773267,-.0457286834716797,496250,-.5297145843505859,2775217,-.0124120712280273,40785196,.0459976196289063,3370821,.1437511444091797,187567,-.3027572631835938,3300129,.5611038208007813,1988425,6758048,21635506,-.0047893524169922,22107048,296469,-.3795385360717773,1110912,-.2305212020874023,152772,-.086421012878418,2696946,-.1617460250854492,2091934,.1552181243896484,8875131,-.2593746185302734,9935917,-.1864433288574219,3538131,.0929555892944336,5747032,-.0882625579833984,1571843,-.2887649536132813,1223234,-.3317222595214844,5549156,.2974319458007813,2156210,.2248458862304688,843109,.2917070388793945,306034,-.0638875961303711,matched (3),27563838,.92074353,1204500.5,2453966
