period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1104c752,growth1104c752,Y1438c484,growth1438c484,Y1483c376,Y1574c752,growth1574c752,Y1714c826,growth1714c826,Y1722c268,growth1722c268,Y1750c152,growth1750c152,Y1762c818,Y1846c826,growth1846c826,Y1982c352,growth1982c352,Y2078c300,growth2078c300,Y2219c124,Y2219c348,growth2219c348,Y2313c792,growth2313c792,Y2404c348,growth2404c348,Y2485c222,growth2485c222,Y2555c620,growth2555c620,Y2611c752,growth2611c752,Y271c757,growth271c757,Y2946c203,Y2950c300,growth2950c300,Y3102c36,Y3214c586,Y3431c246,growth3431c246,Y3534c792,growth3534c792,Y3582c152,Y3735c600,growth3735c600,Y3799c381,Y3816c757,growth3816c757,Y3990c826,growth3990c826,Y4018c616,growth4018c616,Y4022c428,growth4022c428,Y4112c620,Y4123c484,growth4123c484,Y4138c703,growth4138c703,Y4199c222,growth4199c222,Y4317c300,growth4317c300,Y4321c705,growth4321c705,Y4395c818,Y4438c428,growth4438c428,Y4466c68,growth4466c68,Y4472c705,growth4472c705,Y4484c807,growth4484c807,Y4694c792,growth4694c792,Y4697c152,growth4697c152,Y4777c376,Y4790c608,Y4796c352,growth4796c352,Y496c251,growth496c251,Y990c251,growth990c251,_merge,x,r2,s,sf
201109,840490,620,3792,359287,09,0,0,0,0,0,0,0,1,0,0,0,96860,-1.034801483154297,382694,.1112556457519531,1710000,120109,-.2393884658813477,3865104,-.0171279907226563,238118,-.3559350967407227,629090,.1494550704956055,98410,1088212,.097259521484375,389022,.832188606262207,159236,-.3654632568359375,29949,158630,.6752042770385742,10816,.5172567367553711,78117,4.102790355682373,405683,.3537778854370117,13083,-.0376529693603516,24596,.1192989349365234,11920,.7129735946655273,579194,1297864,.4497299194335938,145956,599865,985161,-.206817626953125,659680,.0677118301391602,72081,63148,.6519775390625,1479766,2530438,-.2045173645019531,2387290,.2329072952270508,471720,-.3650360107421875,535490,4.576617240905762,497295,178606,.0519218444824219,118858,.7883901596069336,306532,.7459716796875,1592597,.1259431838989258,137785,-.3643789291381836,768268,268460,-.150212287902832,7370,-1.154548645019531,745471,.2161407470703125,233692,-.4052715301513672,36225,-1.319465637207031,46134,-.7014360427856445,1406000,253678,100801,.3539113998413086,7167877,-.3413562774658203,41145,1.03800106048584,matched (3),828065.88,.83091044,336049.06,656209.5
201110,840490,621,3792,58413,10,0,0,0,0,0,0,0,0,1,0,0,609807,1.839876174926758,342584,-.1107187271118164,2107000,165856,.3227205276489258,3197632,-.1895780563354492,221318,-.0731658935546875,279470,-.8113794326782227,112816,499441,-.7788019180297852,69803,-1.717959403991699,553147,1.245236396789551,21517,31592,-1.613670349121094,5803,-.6226520538330078,21464,-1.291830062866211,132424,-1.119563102722168,6220,-.7435436248779297,14707,-.5142602920532227,4011,-1.089177131652832,544580,1383936,.0642118453979492,142968,324369,1038065,.0523090362548828,1405109,.7561149597167969,4710,18148,-1.246920585632324,358700,3396464,.294342041015625,803438,-1.089014053344727,380908,-.2138280868530273,15396,-3.549074172973633,498245,243172,.3085870742797852,195448,.4973640441894531,281462,-.0853252410888672,993699,-.4716863632202148,234112,.5301055908203125,542809,219401,-.2018003463745117,6176,-.1767473220825195,347135,-.7643022537231445,121757,-.6519765853881836,97745,.9926118850708008,136675,1.086055755615234,616000,281680,100796,-.0000495910644531,9419531,.2731761932373047,6428,-1.856439590454102,matched (3),794624.13,.83091044,356560.28,666946.19
201111,840490,622,3792,518191,11,0,0,0,0,0,0,0,0,0,1,0,320749,-.6424837112426758,156453,-.7837610244750977,3043000,178221,.071904182434082,3396043,.0601997375488281,200158,-.1004934310913086,242549,-.1416912078857422,140854,501296,.0037078857421875,395772,1.735161781311035,342465,-.4794540405273438,40101,133106,1.438241958618164,18776,1.174204826354981,3945,-1.693928718566895,258486,.6688327789306641,9664,.4406375885009766,17216,.1575155258178711,26002,1.869132995605469,477537,1109735,-.2208099365234375,85694,608376,1353756,.2655248641967773,347459,-1.397223472595215,12540,58631,1.172703742980957,720556,6735155,.6846065521240234,816389,.0159912109375,602229,.4580802917480469,35959,.848271369934082,1164437,353640,.3745098114013672,626951,1.165574073791504,91611,-1.122446060180664,1215079,.2011299133300781,152846,-.4263687133789063,567255,328415,.403376579284668,13786,.802983283996582,487946,.3404912948608398,168663,.3258752822875977,20200,-1.576679229736328,48561,-1.034785270690918,757000,477811,45475,-.7959356307983398,4850784,-.6636457443237305,51960,2.089811325073242,matched (3),705012.69,.83091044,350707.44,663835.56
201112,840490,623,3792,529477,12,0,0,0,0,0,0,0,0,0,0,1,229262,-.3357934951782227,191839,.2039003372192383,1639000,88075,-.7048349380493164,2191245,-.438140869140625,260769,.2645273208618164,497190,.717768669128418,181150,492113,-.018488883972168,62208,-1.85035514831543,290175,-.1656856536865234,35830,129971,-.0238351821899414,37557,.6932802200317383,22483,1.740310668945313,265486,.0267200469970703,95985,2.295784950256348,8804,-.6706333160400391,41315,.4630517959594727,142333,1140511,.0273551940917969,97260,251695,856490,-.4577960968017578,1084146,1.137901306152344,3065,24094,-.8893013000488281,1252980,3075475,-.7838821411132813,3494165,1.453958511352539,333368,-.5913915634155273,4750,-2.024234771728516,512718,130803,-.9945869445800781,138933,-1.506875991821289,298683,1.181831359863281,1318203,.0814599990844727,131420,-.1510324478149414,811618,762080,.8417739868164063,5820,-.8623533248901367,1815798,1.314075469970703,215489,.2450075149536133,78880,1.362245559692383,169341,1.249094009399414,1125000,214889,70102,.4327878952026367,4834229,-.00341796875,46785,-.1049118041992188,matched (3),496446,.83091044,455970.16,724976.38
201201,840490,624,3792,4220900,01,0,0,0,0,0,0,0,0,0,0,0,222263,-.0310039520263672,378780,.6802997589111328,5272000,197627,.808192253112793,3588418,.4932413101196289,147630,-.5689249038696289,518025,.041050910949707,323038,494316,.0044670104980469,174995,1.034274101257324,268050,-.079310417175293,16144,138806,.0657663345336914,78556,.7379522323608398,34856,.4384660720825195,117698,-.8134393692016602,33522,-1.051990509033203,25087,1.047143936157227,6982,-1.777890205383301,272063,1762939,.4355058670043945,95298,976171,1071347,.2238292694091797,765782,-.3476505279541016,6231,45627,.6385374069213867,891426,4370190,.3513469696044922,4381579,.2263154983520508,201346,-.5042219161987305,21301,1.500609397888184,785276,645545,1.596403121948242,247842,.5787992477416992,279437,-.0666055679321289,807001,-.4906997680664063,185236,.3432321548461914,487624,609617,-.2232208251953125,7513,.2553339004516602,679603,-.9827718734741211,6250,-3.540328979492188,270855,1.23365592956543,349977,.7259531021118164,1735000,251741,73085,.0416717529296875,7011325,.3718051910400391,62060,.2825393676757813,matched (3),4096011.3,.83091044,364654.38,671308.25
201202,840490,625,3792,1533381,02,1,0,0,0,0,0,0,0,0,0,0,466120,.7405815124511719,118835,-1.159219741821289,1499000,126223,-.4483308792114258,5600054,.4450654983520508,221772,.4069404602050781,252217,-.7197332382202148,59674,850971,.5432033538818359,234665,.2934017181396484,267773,-.0010337829589844,68700,61002,-.8221712112426758,68206,-.1412792205810547,58556,.5187578201293945,227615,.6595335006713867,26382,-.2395200729370117,10421,-.8785266876220703,6809,-.025090217590332,220312,1309890,-.2970390319824219,87285,968852,1253146,.1567411422729492,1138901,.3969221115112305,95997,65739,.3651924133300781,825350,2771113,-.4555568695068359,3573494,-.2038660049438477,712659,1.263978004455566,2718,-2.058857440948486,301728,247924,-.9569730758666992,40225,-1.818302154541016,159304,-.5619621276855469,566265,-.3542623519897461,204540,.0991325378417969,487230,489893,-.2186441421508789,3888,-.6587400436401367,585484,-.1490697860717773,33186,1.669547080993652,189212,-.3587160110473633,428020,.2013025283813477,795000,92359,71951,-.0156373977661133,7350045,.0471792221069336,131923,.7541160583496094,matched (3),1840187.6,.83091044,275341.56,627291.75
201203,840490,626,3792,1216753,03,0,1,0,0,0,0,0,0,0,0,0,185184,-.9230928421020508,410888,1.240584373474121,3217000,137950,.0888404846191406,1862561,-1.100824356079102,154047,-.3643922805786133,151653,-.5086956024169922,250266,818843,-.0384864807128906,229830,-.0208187103271484,251017,-.0646190643310547,49282,158029,.9518718719482422,2921,-3.150606632232666,33280,-.5650262832641602,352863,.4384241104125977,17087,-.4343643188476563,24092,.8380565643310547,7308,.0707244873046875,373720,989059,-.28094482421875,68634,417426,1287560,.0270910263061523,1126259,-.0111627578735352,12040,60929,-.0759830474853516,551195,4286469,.4362144470214844,8612420,.8796615600585938,507889,-.3387393951416016,30254,2.409732341766357,991972,467034,.6332798004150391,231852,1.751609802246094,104821,-.4185609817504883,850474,.4067316055297852,179610,-.1299753189086914,746109,578380,.1660442352294922,14168,1.293091773986816,797352,.3088569641113281,334101,2.309314727783203,30386,-1.828886032104492,308794,-.3264961242675781,1429000,198257,81816,.1284875869750977,6964359,-.0539007186889648,93159,-.3479099273681641,matched (3),640095.31,.83091044,310390.38,643447.06
201204,840490,627,3792,554922,04,0,0,1,0,0,0,0,0,0,0,0,184781,-.0021791458129883,67183,-1.810900688171387,3767000,90989,-.4161520004272461,2933566,.4542665481567383,261269,.5282926559448242,468245,1.127396583557129,129687,1373340,.5171089172363281,169551,-.3041868209838867,369549,.3867626190185547,20833,223214,.3453531265258789,39153,2.595551013946533,9385,-1.265844345092773,228194,-.4358835220336914,11834,-.3673410415649414,25863,.0709333419799805,6885,-.0596246719360352,177318,1140908,.1428260803222656,138606,87667,1265658,-.0171566009521484,632020,-.5777359008789063,8340,38988,-.4464550018310547,1244638,3057942,-.3377218246459961,8867903,.0292329788208008,353517,-.3623313903808594,277263,2.215337753295898,328076,174184,-.9862899780273438,91987,-.9244518280029297,153219,.3796148300170898,662773,-.2493610382080078,101022,-.5754499435424805,492307,548786,-.0525226593017578,7315,-.6610593795776367,320490,-.9114446640014648,105300,-1.154629707336426,117542,1.352813720703125,290549,-.0609016418457031,1153000,95521,46623,-.5623788833618164,20342292,1.071896553039551,54635,-.5336332321166992,matched (3),480035.59,.83091044,310658.56,643576.5
201205,840490,628,3792,492762,05,0,0,0,1,0,0,0,0,0,0,0,204957,.1036291122436523,475642,1.957245826721191,3039000,232824,.9395437240600586,3591230,.2022762298583984,248978,-.0481863021850586,275133,-.5317363739013672,204848,1179653,-.1520252227783203,252550,.3984556198120117,335046,-.0980157852172852,20031,542701,.888427734375,13794,-1.043243408203125,4323,-.7751626968383789,244878,.0705633163452148,5348,-.7942533493041992,14874,-.5531978607177734,5496,-.2253246307373047,148928,883873,-.2552661895751953,137843,1015832,1462895,.1448249816894531,1064662,.5214920043945313,23168,24350,-.4707221984863281,581669,5768963,.6347503662109375,3400775,-.95843505859375,2022824,1.744318008422852,5068,-4.002019882202148,146742,457341,.9653177261352539,144676,.4528493881225586,229280,.4030752182006836,1096388,.5033435821533203,232225,.8323688507080078,425675,674330,.2060108184814453,3105,-.8569135665893555,531444,.5057468414306641,946694,2.196162223815918,83886,-.337336540222168,141945,-.7163333892822266,839000,596192,37214,-.2254085540771484,24834614,.1995353698730469,35119,-.4419326782226563,matched (3),21918.893,.83091044,307444.06,642031
201206,840490,629,3792,303062,06,0,0,0,0,1,0,0,0,0,0,0,386064,.6332025527954102,251150,-.638615608215332,1991000,67628,-1.236260414123535,3799213,.0562992095947266,148143,-.5191860198974609,493720,.5847139358520508,10706,1039412,-.1265649795532227,163107,-.4372024536132813,248140,-.3002748489379883,12122,274132,-.6829490661621094,12926,-.0649929046630859,13979,1.173606872558594,130926,-.6261272430419922,14509,.9980459213256836,19365,.2638521194458008,4589,-.1803579330444336,152379,1002218,.1256570816040039,99055,929038,1081257,-.3022928237915039,569169,-.6262350082397461,87428,26188,.0727691650390625,506338,2013717,-1.052510261535645,1597886,-.7553215026855469,360971,-1.723452568054199,163050,3.471110343933106,15141,148730,-1.123296737670898,82064,-.5669965744018555,75055,-1.11672306060791,1116229,.0179347991943359,67955,-1.228860855102539,842988,205729,-1.187159538269043,6268,.7024440765380859,470915,-.1209201812744141,76557,-2.51494026184082,55801,-.4076671600341797,49843,-1.046561241149902,662000,246660,39484,.0592098236083984,18234412,-.3089275360107422,4747,-2.001229286193848,matched (3),448990.69,.83091044,255328.17,618768.5
201207,840490,630,3792,529336,07,0,0,0,0,0,1,0,0,0,0,0,190083,-.7085418701171875,243164,-.0323143005371094,3040000,98923,.3803195953369141,3590940,-.0563802719116211,319216,.7676897048950195,691323,.3366384506225586,157265,761368,-.3112936019897461,274094,.5190639495849609,386995,.4444189071655273,13662,207329,-.2793025970458984,5776,-.8055295944213867,59221,1.443719863891602,347576,.9763507843017578,3545,-1.409231185913086,23008,.1723747253417969,11311,.9021139144897461,164704,862693,-.1499118804931641,75601,459390,1111788,.0278453826904297,692369,.1959409713745117,5574,46957,.5839309692382813,1324657,3588505,.577754020690918,2337763,.3805131912231445,682105,.6363859176635742,1561,-4.648730278015137,1530696,583687,1.367232322692871,143379,.5579919815063477,87269,.1507749557495117,1271873,.1305341720581055,92931,.3130111694335938,329507,313873,.422429084777832,12457,.6868257522583008,492776,.0453767776489258,601989,2.062204360961914,65114,.1543474197387695,181034,1.289807319641113,1184000,288918,86199,.7807636260986328,23062092,.2348804473876953,48202,2.317887306213379,matched (3),751020,.83091044,212928.8,602511.94
201208,840490,631,3792,459781,08,0,0,0,0,0,0,1,0,0,0,0,366618,.6568593978881836,340073,.3354244232177734,2704000,120826,.2000093460083008,2594469,-.3250322341918945,240048,-.2850284576416016,564333,-.2029628753662109,45002,986638,.259185791015625,262479,-.043299674987793,204848,-.636143684387207,0,148316,-.3349618911743164,22246,1.348450660705566,24391,-.8870620727539063,148007,-.8537235260009766,49736,2.641191482543945,12648,-.5983428955078125,24829,.7862358093261719,169086,960318,.1072053909301758,129962,343870,1021859,-.084345817565918,601383,-.1408872604370117,10148,44210,-.0602817535400391,553486,1719242,-.7358522415161133,476691,-1.590081214904785,340385,-.6951055526733398,217167,4.93533992767334,9319,411676,-.3491287231445313,128491,-.1096334457397461,110684,.2376832962036133,512480,-.9089841842651367,135026,.3736104965209961,626625,623551,.6864414215087891,11247,-.1021814346313477,342716,-.3631525039672852,229499,-.9643411636352539,85934,.277440071105957,172670,-.0473031997680664,608000,451972,74980,-.1394376754760742,43653008,.6380825042724609,8271,-1.762644767761231,matched (3),424886.66,.83091044,299756.09,638385.19
201209,840490,632,3792,407048,09,0,0,0,0,0,0,0,1,0,0,0,262124,-.3355026245117188,292776,-.1497526168823242,1712000,54474,-.7966279983520508,3030436,.1553249359130859,298489,.2178936004638672,437523,-.2545146942138672,12352,713585,-.3240013122558594,353814,.2986001968383789,274326,.2920494079589844,33073,89445,-.5057210922241211,20413,-.0859899520874023,54629,.8063507080078125,320384,.7722606658935547,10423,-1.562714576721191,22422,.5725431442260742,4730,-1.658086776733398,101929,1158745,.1878280639648438,73627,244122,875265,-.1548519134521484,984059,.4924545288085938,1802,67287,.4200162887573242,470662,583606,-1.080412864685059,415871,-.1364936828613281,196362,-.5501174926757813,200797,-.0783720016479492,371045,536259,.2643804550170898,272910,.7532835006713867,64699,-.5369329452514648,927284,.5929985046386719,122797,-.094935417175293,498755,346520,-.5874900817871094,6117,-.6090297698974609,466142,.3075876235961914,310205,.301335334777832,479021,1.718164443969727,131840,-.2697925567626953,1126000,876391,53222,-.3427495956420898,23053208,-.6384677886962891,9283,.1154289245605469,matched (3),-53336.02,.83091044,234468.58,610456.75
201210,840490,633,3792,258719,10,0,0,0,0,0,0,0,0,1,0,0,323714,.2110424041748047,625203,.7586688995361328,6043000,102767,.6347408294677734,3025254,-.0017118453979492,194824,-.4266366958618164,547419,.2240848541259766,23899,699561,-.0198488235473633,194774,-.5969314575195313,185710,-.3901309967041016,18991,47783,-.6269540786743164,15267,-.2904787063598633,35575,-.4289216995239258,213148,-.4075336456298828,3107,-1.210356712341309,22873,.0199146270751953,2922,-.4816570281982422,141066,1174484,.0134916305541992,39240,427412,1243584,.3512258529663086,796823,-.2110538482666016,6280,33629,-.693577766418457,522372,4503506,2.04338550567627,675547,.4851474761962891,345731,.5657005310058594,325710,.4837131500244141,289245,320226,-.515589714050293,181347,-.4087295532226563,127614,.6792640686035156,1247450,.2965965270996094,215100,.5605707168579102,639929,258196,-.2942209243774414,3093,-.6819305419921875,593252,.2411298751831055,107023,-1.064189910888672,45057,-2.363815307617188,229610,.5547924041748047,926000,744189,82334,.4363126754760742,4926383,-1.543200492858887,72006,2.048564910888672,matched (3),119793.41,.83091044,325793.88,651017.38
201211,840490,634,3792,358289,11,0,0,0,0,0,0,0,0,0,1,0,315222,-.0265827178955078,302431,-.7262229919433594,2902000,46950,-.7833805084228516,3291234,.0842676162719727,227288,.1541213989257813,420210,-.2644596099853516,86043,1035735,.3924140930175781,194145,-.00323486328125,387444,.7353849411010742,18029,109872,.8326454162597656,6080,-.9206886291503906,22552,-.4558200836181641,249681,.1581974029541016,30370,2.279797554016113,10404,-.7877664566040039,11703,1.387577056884766,142404,938625,-.2241678237915039,123083,277280,1049048,-.1701145172119141,634205,-.2282600402832031,9437,33895,.007878303527832,3108725,7355197,.4905509948730469,2271214,1.212547302246094,426685,.2103853225708008,72744,-1.49906063079834,1111435,471575,.3870506286621094,171569,-.0554265975952148,175788,.3202686309814453,1812122,.3733978271484375,213555,-.0072088241577148,675748,307247,.1739330291748047,4060,.2720413208007813,726180,.2021780014038086,408820,1.340230941772461,1975507,3.780652046203613,254280,.1020536422729492,890000,107242,110158,.2911310195922852,3902444,-.233001708984375,18678,-1.34940242767334,matched (3),157393.95,.83091044,293283.81,635371.81
201212,840490,635,3792,5259484,12,0,0,0,0,0,0,0,0,0,0,1,346752,.095332145690918,469053,.4388618469238281,2464000,73873,.4532642364501953,3435160,.0428009033203125,178815,-.2398662567138672,322728,-.2639446258544922,45448,870833,-.1734170913696289,203012,.0446605682373047,336355,-.1414041519165039,20970,120290,.0905895233154297,68633,2.423768997192383,53792,.8693017959594727,180338,-.3253517150878906,2991,-2.317848205566406,17667,.5295085906982422,83715,1.967573165893555,46271,1139513,.1939401626586914,92052,622271,889223,-.1652908325195313,564526,-.1163854598999023,20093,92044,.9989995956420898,710035,2463450,-1.093844413757324,6610459,1.068338394165039,2122481,1.604294776916504,348908,1.567861557006836,1310761,678027,.3631095886230469,25264,-1.915605545043945,333359,.6399412155151367,1063542,-.5328941345214844,236840,.1034908294677734,726883,433609,.3444910049438477,54299,2.59332275390625,258106,-1.034427642822266,118943,-1.234630584716797,68218,-3.365872383117676,147476,-.5447702407836914,694000,282088,150318,.3108377456665039,22910604,1.769997596740723,70298,1.325396537780762,matched (3),4207140,.83091044,352346.94,664703.19
201301,840490,636,3792,251019,01,0,0,0,0,0,0,0,0,0,0,0,114350,-1.109345436096191,327879,-.3580703735351563,4968000,50702,-.3763828277587891,2828196,-.1944246292114258,151478,-.1659107208251953,377030,.1555147171020508,87580,691928,-.2299680709838867,289619,.3553009033203125,140867,-.8703508377075195,24442,117075,-.0270900726318359,30528,-.8101291656494141,13387,-1.390841484069824,188766,.0456752777099609,16739,1.722133636474609,12021,-.3850440979003906,24876,-1.213515281677246,149865,1633684,.3602361679077148,121043,657011,1514953,.5327920913696289,746835,.2798576354980469,14226,80326,-.1361732482910156,324533,5408309,.7863731384277344,1699844,-1.358116149902344,401065,-1.666217803955078,67527,-1.642280578613281,771457,564878,-.1825780868530273,392011,2.741909980773926,881168,.9720287322998047,1583123,.3977947235107422,81161,-1.070950508117676,1281188,203149,-.7582035064697266,88326,.4865293502807617,887444,1.23497486114502,82671,-.3637752532958984,25159,-.997492790222168,121928,-.1902341842651367,1434000,77972,125425,-.1810455322265625,5823758,-1.369654655456543,12225,-1.749259948730469,matched (3),180950.02,.83091044,487067.25,744927.13
201302,840490,637,3792,110940,02,1,0,0,0,0,0,0,0,0,0,0,470532,1.414599418640137,207095,-.459467887878418,2358000,88078,.5522575378417969,1855715,-.4213685989379883,127314,-.1737842559814453,354416,-.0618534088134766,55305,1140401,.4996538162231445,183929,-.4540166854858398,352668,.9177103042602539,18286,110795,-.0551338195800781,248,-4.812971115112305,11463,-.1551589965820313,103875,-.5973196029663086,3411,-1.59073543548584,9420,-.2438201904296875,36328,.3786859512329102,131254,1378263,-.170013427734375,136161,380428,1351070,-.1144876480102539,1416162,.6398611068725586,6808,89387,.1068811416625977,908065,4753092,-.1291408538818359,743855,-.8264455795288086,318889,-.2292804718017578,6693,-2.311465263366699,1348814,583641,.0326766967773438,151602,-.9500312805175781,85841,-2.328751564025879,1790436,.1230602264404297,105895,.2660140991210938,711196,192134,-.0557470321655273,3577,-3.206510543823242,311099,-1.048233985900879,664607,2.08432674407959,494869,2.979077339172363,191912,.4536056518554688,1134000,172477,101393,-.2127037048339844,23801516,1.407803535461426,19330,.4581747055053711,matched (3),-301549.09,.83091044,356044.25,666670.44
201303,840490,638,3792,92002,03,0,1,0,0,0,0,0,0,0,0,0,361388,-.263911247253418,267409,.2556018829345703,1915000,37117,-.8641471862792969,2839205,.4252538681030273,157492,.2127180099487305,336109,-.0530357360839844,41752,715720,-.465846061706543,249130,.3034248352050781,208162,-.5272102355957031,10131,101933,-.0833654403686523,6473,3.261966705322266,6338,-.5925617218017578,152378,.3831758499145508,2715,-.2282137870788574,20810,.7925987243652344,12391,-1.075618743896484,121400,1285308,-.0698251724243164,131711,314480,1138600,-.1710977554321289,746439,-.6403913497924805,11801,26487,-1.216320991516113,474534,4266987,-.1078872680664063,715310,-.0391302108764648,284865,-.1128273010253906,17850,.9809408187866211,672738,227402,-.9425668716430664,254757,.5190515518188477,80776,-.060816764831543,678090,-.9709348678588867,78637,-.2976064682006836,410179,143600,-.2911605834960938,7833,.7838211059570313,601964,.6600866317749023,39962,-2.811266899108887,79153,-1.832910537719727,5517,-3.549202919006348,859000,106400,31230,-1.177624702453613,8796165,-.9954338073730469,38555,.6904277801513672,matched (3),754905.38,.83091044,277654.06,628310.25
201304,840490,639,3792,2601147,04,0,0,1,0,0,0,0,0,0,0,0,431263,.1767654418945313,354100,.2807998657226563,4415000,43188,.1514873504638672,3515998,.2137994766235352,264031,.5166921615600586,289875,-.1479864120483398,48206,888024,.2157096862792969,294329,.1667232513427734,263342,.2351369857788086,80089,177222,.5530872344970703,16014,.90582275390625,24852,1.366374969482422,235595,.4357500076293945,19759,1.984817028045654,11877,-.5608291625976563,18446,.3978776931762695,166424,1152103,-.1094093322753906,148634,318361,1609161,.3459138870239258,1682206,.8125467300415039,21866,27490,.0371685028076172,2319066,4839425,.1258878707885742,4289749,1.791267395019531,277115,-.027583122253418,260900,2.682133674621582,1831121,336671,.3923864364624023,260514,.0223464965820313,347859,1.460117340087891,1013742,.4021234512329102,101278,.2530269622802734,446347,343957,.8734846115112305,8940,.1321897506713867,482118,-.2220087051391602,209236,1.655533790588379,42657,-.6181907653808594,225302,3.70960807800293,1026000,320495,100903,1.17278003692627,34004228,1.352169036865234,71082,.6117486953735352,matched (3),1729668.9,.83091044,348055.97,662438.63
201305,840490,640,3792,810171,05,0,0,0,1,0,0,0,0,0,0,0,306337,-.3420314788818359,409162,.1445322036743164,3299000,24683,-.5594482421875,2222175,-.458836555480957,200861,-.2734537124633789,319345,.0968227386474609,98948,1012111,.1307945251464844,109443,-.9892940521240234,142131,-.616703987121582,13986,145092,-.2000350952148438,43068,.9893169403076172,17261,-.3644886016845703,192115,-.2040195465087891,15778,-.2249917984008789,5603,-.7513017654418945,13206,-.3341770172119141,154300,788990,-.3785905838012695,40826,292021,1230538,-.2682619094848633,978570,-.5417680740356445,8456,19591,-.3387517929077148,682620,2019352,-.874018669128418,3957267,-.0806751251220703,540072,.6672706604003906,36876,-1.956576347351074,1051554,716113,.7547321319580078,168191,-.437556266784668,318723,-.0874748229980469,973264,-.0407485961914063,148179,.3805522918701172,434759,147017,-.8499689102172852,4619,-.6603565216064453,435103,-.1026058197021484,134089,-.4449586868286133,35768,-.1761379241943359,98330,-.8291130065917969,761000,209985,79580,-.237396240234375,3288990,-2.335904121398926,94834,.2882938385009766,matched (3),1432983,.83091044,276335.28,627728.56
201306,840490,641,3792,1032791,06,0,0,0,0,1,0,0,0,0,0,0,296627,-.0322103500366211,475158,.1495361328125,2953000,46125,.6252403259277344,3085747,.3283071517944336,247091,.2071437835693359,235425,-.3048801422119141,129348,1194030,.1652956008911133,399293,1.294291496276856,210638,.3933916091918945,22788,168736,.1509675979614258,182466,1.443783760070801,2847,-1.802183628082275,69277,-1.019981384277344,37800,.873692512512207,7765,.326324462890625,67245,1.62767219543457,169458,1037559,.2738723754882813,170682,725654,1319071,.0694770812988281,813668,-.1845407485961914,15173,35795,.6027374267578125,846365,2954665,.3806085586547852,5580726,.3437652587890625,610006,.1217660903930664,47011,.2428207397460938,290659,406065,-.5673246383666992,243855,.3714733123779297,71573,-1.49360466003418,5973012,1.814352035522461,422389,1.047505378723145,636513,189135,.2519130706787109,5182,.1150121688842773,613315,.3432960510253906,77906,-.5430011749267578,1741577,3.885492324829102,139975,.3531351089477539,1562000,409363,95957,.1871376037597656,4031046,.2034454345703125,51675,-.6071538925170898,matched (3),1579827.9,.83091044,253496.19,618014.81
201307,840490,642,3792,333454,07,0,0,0,0,0,1,0,0,0,0,0,335824,.1241111755371094,264183,-.587005615234375,0,230577,1.609230041503906,3722792,.1876802444458008,194756,-.2380094528198242,480052,.7125024795532227,60146,738238,-.4808225631713867,114055,-1.25301456451416,259255,.2076711654663086,20577,182456,.0781736373901367,53674,-1.223634719848633,17341,1.806807994842529,261700,1.329085350036621,6536,-1.754983901977539,13892,.5816860198974609,45427,-.3922367095947266,107488,1111868,.0691699981689453,157747,572948,883175,-.4011602401733398,1155093,.3503837585449219,31965,34108,-.0482759475708008,611830,7961458,.9912261962890625,200501,-3.326254844665527,517788,-.1639032363891602,28386,-.5044851303100586,326884,573402,.3450736999511719,442423,.5956926345825195,171141,.871769905090332,821849,-1.983449935913086,175429,-.878692626953125,419326,87138,-.774968147277832,3407,-.4193582534790039,486903,-.2308139801025391,293539,1.326507568359375,559272,-1.135910034179688,136876,-.0223884582519531,0,302854,50103,-.6498193740844727,3157643,-.2441997528076172,14480,-1.27220630645752,matched (3),385184.91,.83091044,352565.25,664818.94
201308,840490,643,3792,325396,08,0,0,0,0,0,0,1,0,0,0,0,396216,.1653728485107422,365368,.3242635726928711,4526000,64226,-1.278176307678223,3195087,-.1528596878051758,369006,.6390657424926758,288074,-.5106773376464844,65468,1041328,.3439855575561523,257167,.8130455017089844,158124,-.4944324493408203,27829,157466,-.1472997665405273,48069,-.1102914810180664,3081,-1.727819442749023,195130,-.2935323715209961,17201,.9676418304443359,9175,-.414830207824707,6777,-1.902571678161621,122809,788265,-.3439617156982422,8775,500873,1044209,.1674919128417969,1029042,-.1155519485473633,11127,61546,.5902528762817383,59615,2901841,-1.00926685333252,186735,-.0711288452148438,313847,-.5006599426269531,5209,-1.695508003234863,256208,194349,-1.081931114196777,103021,-1.457333564758301,191693,.1134071350097656,607672,-.3019218444824219,104771,-.5154571533203125,353967,447647,1.636512756347656,3317,-.0267715454101563,480553,-.013127326965332,42347,-1.936112403869629,141287,-1.375843048095703,70358,-.6654787063598633,1454000,94082,54664,.0871238708496094,1498120,-.7456150054931641,80872,1.720099449157715,matched (3),710284.13,.83091044,202036.58,598749.31
