period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1036c705,growth1036c705,Y1188c705,growth1188c705,Y1472c554,Y1485c300,growth1485c300,Y1596c705,growth1596c705,Y1672c705,growth1672c705,Y1685c688,growth1685c688,Y1711c348,Y1751c191,growth1751c191,Y1807c705,growth1807c705,Y1851c586,growth1851c586,Y1856c705,growth1856c705,Y1858c191,growth1858c191,Y2052c620,growth2052c620,Y2105c440,growth2105c440,Y2565c757,growth2565c757,Y2636c348,growth2636c348,Y2739c705,growth2739c705,Y2967c642,Y2987c251,growth2987c251,Y3029c352,growth3029c352,Y303c440,growth303c440,Y3072c642,Y3304c300,growth3304c300,Y3313c620,growth3313c620,Y342c440,growth342c440,Y3458c620,growth3458c620,Y3461c620,growth3461c620,Y3476c372,growth3476c372,Y3520c191,growth3520c191,Y3532c372,growth3532c372,Y3583c703,growth3583c703,Y3689c208,growth3689c208,Y3750c792,growth3750c792,Y3775c372,growth3775c372,Y3839c372,growth3839c372,Y3893c124,growth3893c124,Y38c208,Y3926c203,Y3968c705,growth3968c705,Y4223c344,Y4405c344,Y4506c616,growth4506c616,Y4564c124,growth4564c124,Y4620c616,growth4620c616,Y4649c757,growth4649c757,Y829c381,Y907c208,growth907c208,Y907c616,growth907c616,Y958c826,growth958c826,_merge,x,r2,s,sf
201211,730419,634,3386,4284248,11,0,0,0,0,0,0,0,0,0,1,0,319209,-.1951360702514648,429189,.2633724212646484,159959,911352,.557866096496582,174747,.2007884979248047,233246,-.1570158004760742,461596,-.4021005630493164,7030,1473606,-.1012687683105469,226899,-.1051664352416992,39851,-.9841518402099609,1634412,.096339225769043,99404,-.4967460632324219,973744,.066009521484375,2098911,.0140657424926758,52348,1.70967960357666,2100008,-.0734901428222656,26253,.2555351257324219,343620,2120661,.0515251159667969,83624,1.078990936279297,678496,.4026918411254883,827194,193356,.1045408248901367,789452,.6341361999511719,56169,-.2459936141967773,73348,3.034483909606934,689968,-.0523195266723633,2065296,-.0576486587524414,87335,1.439375877380371,40815,-.9423742294311523,2199822,-.1459922790527344,134835,-.1720657348632813,6411743,.1167278289794922,187254,.6141529083251953,1878425,.6096363067626953,218133,.6387825012207031,279779,400913,590780,-.2136001586914063,472286,32523400,12158,-.598088264465332,2326147,-.5221748352050781,929977,.3386955261230469,1038972,1.148484230041504,3887128,92888,.6084909439086914,268653,.5684881210327148,86868,1.248759269714356,matched (3),4309451.5,.80936474,511957.69,999940.81
201212,730419,635,3386,358069,12,0,0,0,0,0,0,0,0,0,0,1,245487,-.2626018524169922,300201,-.3574457168579102,172249,510542,-.5794563293457031,78124,-.8050422668457031,213310,-.0893468856811523,186344,-.9070959091186523,2085,890510,-.5036735534667969,135496,-.5155630111694336,90126,.8160610198974609,1151679,-.3500614166259766,51679,-.6541404724121094,459992,-.7499399185180664,1873151,-.1137971878051758,1788,-3.376816272735596,1443278,-.3750238418579102,17945,-.3804683685302734,234338,1632164,-.2618217468261719,22468,-1.314238548278809,280005,-.8850717544555664,482234,59861,-1.172507286071777,256456,-1.124382019042969,129820,.8377838134765625,1608,-3.820224285125732,381947,-.5913639068603516,1469844,-.3401174545288086,284927,1.18248176574707,39554,-.0313825607299805,1257317,-.5593957901000977,118390,-.1300668716430664,4742732,-.301518440246582,70293,-.9797945022583008,1267726,-.3932085037231445,249274,.1334476470947266,222464,337621,488125,-.1908721923828125,261930,28025968,9569,-.2394590377807617,2355834,.0126810073852539,314195,-1.085145950317383,4811765,1.532832145690918,2973057,4367,-3.057318687438965,5501,-3.888490676879883,29123,-1.092861175537109,matched (3),877880.06,.80936474,481085.75,984491.94
201301,730419,636,3386,1218605,01,0,0,0,0,0,0,0,0,0,0,0,321420,.2695045471191406,342488,.1317844390869141,189326,463236,-.0972366333007813,113593,.3743247985839844,261450,.203495979309082,445629,.8718929290771484,24515,1471906,.5025186538696289,140601,.0369844436645508,147428,.492131233215332,1727592,.4055070877075195,65729,.2404880523681641,774916,.52154541015625,1976303,.0536060333251953,8421,1.549630641937256,1950161,.300994873046875,37774,.7443094253540039,346591,2512083,.4312057495117188,29891,.285466194152832,295736,.0546598434448242,759921,39067,-.4267473220825195,259903,.0133514404296875,51179,-.9308195114135742,33445,3.034911632537842,532784,.3328342437744141,1011961,-.3732662200927734,68608,-1.423823356628418,178209,1.505290031433106,1506386,.1807327270507813,158167,.2896671295166016,5590787,.1645069122314453,140943,.695683479309082,1179491,-.0721416473388672,100450,-.9088926315307617,228115,291313,484867,-.0066967010498047,352029,39045612,5003,-.6484909057617188,2918033,.214015007019043,535503,.5331926345825195,381815,-2.533883094787598,9140669,45365,2.340664863586426,61965,2.421639442443848,40131,.3206205368041992,matched (3),1964092.9,.80936474,489300.09,988532
201302,730419,637,3386,3000571,02,1,0,0,0,0,0,0,0,0,0,0,332393,.0335693359375,601241,.5627593994140625,251606,821257,.5725994110107422,169665,.4012041091918945,212591,-.2068729400634766,688180,.4345636367797852,20006,1302270,-.1224489212036133,171704,.1998453140258789,207426,.3414344787597656,1845169,.0658426284790039,157311,.8726844787597656,591975,-.2692899703979492,2053147,.0381460189819336,22809,.9964265823364258,2604979,.2895126342773438,89020,.8572397232055664,280951,2503717,-.0033359527587891,42132,.3432493209838867,490918,.506810188293457,571850,48993,.2263994216918945,180373,-.3652811050415039,48456,-.0546731948852539,165145,1.596920967102051,760143,.3553905487060547,1043202,.0304050445556641,253750,1.307940483093262,117833,-.4136886596679688,2335717,.4386062622070313,92524,-.5361833572387695,5801484,.0369939804077148,137336,-.0259246826171875,1294213,.0928192138671875,99497,-.0095319747924805,601970,319298,531177,.0912208557128906,6819,19885528,40723,2.096755981445313,3042680,.0418291091918945,775998,.3709430694580078,1450245,1.334551811218262,875843,21802,-.7327394485473633,69361,.1127557754516602,46315,.1433172225952148,matched (3),3136165.8,.80936474,531868.94,1010279.9
201303,730419,638,3386,2457313,03,0,1,0,0,0,0,0,0,0,0,0,309594,-.0710563659667969,464899,-.2571754455566406,302310,796565,-.0305271148681641,163414,-.0375394821166992,194458,-.0891532897949219,1019464,.3929815292358398,66798,1347576,.0341987609863281,141971,-.1901483535766602,69957,-1.086894035339356,1987883,.0744991302490234,129059,-.1979541778564453,433982,-.3104610443115234,1933291,-.060150146484375,21763,-.0469436645507813,2164138,-.1854019165039063,84944,-.0468683242797852,385541,3195328,.2439136505126953,50989,.1908025741577148,245821,-.6916732788085938,391985,98727,.7006807327270508,178455,-.0106906890869141,103500,.758915901184082,4365,-3.633205413818359,610250,-.2196378707885742,1135360,.0846548080444336,237473,-.0662956237792969,33775,-1.249547958374023,2370347,.0147171020507813,97256,.0498781204223633,6697536,.1436252593994141,75157,-.6028509140014648,1124468,-.1405925750732422,119439,.18267822265625,493306,306316,627760,.1670627593994141,70299,27703336,67161,.5002994537353516,4296714,.3451118469238281,648167,-.1800012588500977,2515856,.5508804321289063,7987146,117091,1.680950164794922,24683,-1.033210754394531,11283,-1.412168502807617,matched (3),1177698.5,.80936474,494195.94,990964.44
201304,730419,639,3386,1363755,04,0,0,1,0,0,0,0,0,0,0,0,379414,.2033662796020508,297857,-.4452066421508789,292062,382981,-.7323236465454102,156707,-.0419082641601563,161679,-.1846036911010742,920372,-.1022539138793945,9084,1703524,.2343912124633789,209508,.3891382217407227,96129,.31781005859375,2016890,.0144863128662109,57809,-.8031253814697266,824748,.6420745849609375,1332452,-.3722028732299805,6037,-1.282303810119629,3430247,.4606094360351563,52508,-.4810266494750977,243483,1982842,-.4771585464477539,32937,-.4370126724243164,541261,.7892980575561523,612834,32647,-1.106605529785156,459748,.9463424682617188,88815,-.1530160903930664,4030,-.0798521041870117,580981,-.0491504669189453,1476819,.2629413604736328,105899,-.8075685501098633,100431,1.089750289916992,2643105,.1089181900024414,85645,-.1271352767944336,7213853,.0742635726928711,254251,1.218742370605469,877427,-.2480716705322266,210515,.5667505264282227,285059,482769,584048,-.0721750259399414,172825,28463798,38324,-.5610160827636719,4057579,-.0572643280029297,1308103,.7021846771240234,5531579,.7878599166870117,38462928,122404,.0443754196166992,15500,-.4652748107910156,25205,.8037452697753906,matched (3),1097172.6,.80936474,463521.28,976029.13
201305,730419,640,3386,1041004,05,0,0,0,1,0,0,0,0,0,0,0,221446,-.5384492874145508,507314,.5325164794921875,294170,347109,-.0983467102050781,149740,-.0454778671264648,238938,.3905916213989258,725793,-.237513542175293,22189,1462708,-.152409553527832,212579,.014552116394043,26750,-1.279155731201172,1913522,-.0526113510131836,106683,.6127166748046875,714319,-.1437482833862305,1350657,.0135698318481445,26237,1.469263076782227,2601732,-.2764549255371094,32049,-.4937000274658203,189929,1811456,-.0904006958007813,19074,-.5462713241577148,217730,-.9106464385986328,799819,20933,-.4444255828857422,292318,-.4528360366821289,131275,.3907384872436523,7794,.6595878601074219,476746,-.1977338790893555,1502616,.0173168182373047,102069,-.0368366241455078,40684,-.9036359786987305,2294957,-.141240119934082,167572,.6712017059326172,6372444,-.1240196228027344,61894,-1.412899017333984,1424151,.4843378067016602,166823,-.2326231002807617,355902,132842,661273,.1241836547851563,94515,32487724,2134,-2.888078689575195,2007660,-.7036161422729492,583436,-.8073978424072266,6284797,.1276607513427734,22235556,59029,-.7292976379394531,100722,1.871524810791016,37737,.4035978317260742,matched (3),726956.25,.80936474,501295.31,994523.94
201306,730419,641,3386,3008060,06,0,0,0,0,1,0,0,0,0,0,0,217258,-.0190925598144531,384370,-.2775249481201172,422223,1082366,1.137266159057617,177413,.1695804595947266,193630,-.2102556228637695,832362,.1370029449462891,69223,1722752,.1636333465576172,225122,.0573291778564453,94326,1.260222434997559,2139913,.1118202209472656,101549,-.0493202209472656,721992,.0106840133666992,1596501,.1672239303588867,12504,-.7411222457885742,2850776,.0914144515991211,32676,.0193748474121094,205329,1435873,-.2323579788208008,26089,.3131875991821289,284593,.2678041458129883,850746,36751,.5628385543823242,287449,-.0167970657348633,172951,.2757139205932617,47074,1.798366546630859,445549,-.0676765441894531,1406227,-.0662975311279297,87666,-.1521148681640625,96331,.8619556427001953,2512865,.0907087326049805,182720,.0865421295166016,7343572,.1418418884277344,83560,.3001422882080078,1312626,-.0815458297729492,66141,-.9251441955566406,332561,255744,559299,-.1674823760986328,33784,26139910,8010,1.32269287109375,2536779,.2339248657226563,632838,.0812788009643555,2737784,-.8309850692749023,25783084,291239,1.596115112304688,85860,-.1596460342407227,50850,.2982397079467773,matched (3),3107099.8,.80936474,495869.34,991800.06
201307,730419,642,3386,1364067,07,0,0,0,0,0,1,0,0,0,0,0,305850,.3420085906982422,714822,.6204280853271484,404783,531837,-.7105674743652344,180373,.0165462493896484,289369,.4017534255981445,923458,.1038579940795898,62046,1645962,-.045598030090332,259978,.1439542770385742,56891,-.505620002746582,2584830,.1888942718505859,78270,-.2603769302368164,954293,.2789573669433594,1870471,.1583757400512695,7421,-.5217342376708984,3012749,.0552616119384766,23740,-.3194789886474609,99879,2026341,.3444585800170898,21448,-.1958818435668945,646427,.8204002380371094,952708,121781,1.19805908203125,323436,.117955207824707,130922,-.2784061431884766,10974,-1.456192016601563,560570,.2296466827392578,1357577,-.0352087020874023,37192,-.8574409484863281,26766,-1.280657768249512,3147325,.2251300811767578,126745,-.3657779693603516,7995334,.0850334167480469,115372,.322596549987793,1622893,.2121801376342773,53284,-.2161531448364258,410071,474348,546731,-.0227279663085938,131128,21467882,3870,-.7274360656738281,2477719,-.0235567092895508,463091,-.3122901916503906,355814,-2.040495872497559,25317386,43112,-1.910343170166016,1047,-4.406789302825928,44185,-.1404953002929688,matched (3),805031.19,.80936474,581767.88,1037417.3
201308,730419,643,3386,1606195,08,0,0,0,0,0,0,1,0,0,0,0,258018,-.1700649261474609,387253,-.6129550933837891,138999,703979,.2804117202758789,109171,-.5021114349365234,191472,-.4129610061645508,636193,-.3726234436035156,41917,1167902,-.3431158065795898,186782,-.3306550979614258,52337,-.0834341049194336,1897570,-.3090858459472656,139901,.5807704925537109,567226,-.5202131271362305,2235003,.1780519485473633,19184,.9497623443603516,1663274,-.5940647125244141,48416,.7126684188842773,281653,2082389,.0272846221923828,27359,.2434139251708984,155465,-1.425039291381836,965587,17173,-1.95888614654541,118978,-1.000061988830566,98550,-.2840375900268555,9273,-.168421745300293,480466,-.1541976928710938,1159213,-.1579599380493164,142279,1.341696739196777,84877,1.154069900512695,1888316,-.5108680725097656,145784,.139948844909668,6722531,-.1733942031860352,171479,.3962993621826172,1841998,.1266403198242188,114045,.7609567642211914,383874,427532,410131,-.287480354309082,179429,25942122,1502,-.9464573860168457,2453431,-.0098505020141602,635034,.3157548904418945,508798,.3576431274414063,21954898,49992,.1480617523193359,9374,2.192010402679443,55461,.227294921875,matched (3),1744119.1,.80936474,493035.81,990386.38
201309,730419,644,3386,1918195,09,0,0,0,0,0,0,0,1,0,0,0,365690,.3487567901611328,430879,.1067485809326172,222137,567997,-.2146329879760742,144716,.2818574905395508,262671,.3161611557006836,1028354,.4802122116088867,51555,1316512,.119776725769043,230020,.2082242965698242,138044,.9698696136474609,2306822,.1952972412109375,65172,-.7639045715332031,590067,.0394783020019531,2145897,-.040684700012207,30815,.4739255905151367,2974704,.5813560485839844,42419,-.1322336196899414,389561,2538523,.1980667114257813,29225,.06597900390625,665749,1.45449161529541,846263,31888,.6188907623291016,295048,.9081993103027344,197114,.6932182312011719,30359,1.185986518859863,959573,.6917314529418945,1225463,.055577278137207,60867,-.8490991592407227,130226,.4280691146850586,2015533,.0651988983154297,145974,.0013027191162109,7357161,.0902099609375,143645,-.1771163940429688,1543787,-.1766119003295898,115317,.0110921859741211,390336,593011,699607,.5340423583984375,141309,28903388,9304,1.823647022247315,2087439,-.1615495681762695,872292,.3174457550048828,976413,.6518344879150391,23554336,258884,1.644516944885254,112670,2.486523628234863,82538,.3975791931152344,matched (3),2425604.3,.80936474,459916,974322.13
201310,730419,645,3386,582123,10,0,0,0,0,0,0,0,0,1,0,0,292867,-.2220678329467773,581191,.2992525100708008,208981,895452,.4552125930786133,120885,-.1799335479736328,263859,.0045127868652344,556698,-.6136913299560547,31941,1304706,-.009007453918457,302538,.2740402221679688,81530,-.5266017913818359,2195734,-.0493545532226563,34542,-.6348543167114258,1045964,.5724582672119141,2008428,-.0662050247192383,58394,.6392107009887695,3193098,.0708475112915039,54917,.2582263946533203,285301,2397691,-.0570764541625977,63472,.7755746841430664,770741,.1464405059814453,693113,18233,-.5589962005615234,412578,.3352870941162109,185181,-.0624485015869141,7317,-1.422892570495606,700681,-.3144350051879883,1667483,.3079967498779297,121783,.6935501098632813,58552,-.7993564605712891,2396021,.1729249954223633,189732,.2621841430664063,7778969,.0557498931884766,107720,-.2878093719482422,3719057,.8792314529418945,78645,-.3827409744262695,298063,547998,627010,-.1095561981201172,0,0,8604,-.0782175064086914,3455236,.5039520263671875,851907,-.0236473083496094,167357,-1.76375675201416,770492,138437,-.6259641647338867,71530,-.454345703125,54819,-.4092226028442383,matched (3),1618328.8,.80936474,474769.75,981421
201311,730419,646,3386,2294683,11,0,0,0,0,0,0,0,0,0,1,0,365650,.2219581604003906,512103,-.1265535354614258,127608,1336557,.4005231857299805,117830,-.0255966186523438,303033,.1384267807006836,522410,-.0635700225830078,77373,1584249,.1941328048706055,250521,-.1886634826660156,138659,.5310468673706055,2096842,-.0460844039916992,100810,1.071062088012695,701145,-.3999795913696289,1708401,-.1617946624755859,20208,-1.061134338378906,3360110,.0509815216064453,39071,-.3404426574707031,166065,1793704,-.2902231216430664,33173,-.6488628387451172,1046952,.3062858581542969,799881,111972,1.81501579284668,998863,.8841924667358398,122530,-.4129781723022461,97296,2.587556838989258,552595,-.2374277114868164,1571213,-.0594673156738281,143700,.1654872894287109,83944,.360234260559082,2824608,.1645603179931641,233357,.2069568634033203,7966367,.0238046646118164,151938,.3439369201660156,2053833,-.5937623977661133,155631,.6825437545776367,295319,580301,664665,.0583209991455078,208859,24171064,23344,.998112678527832,2878546,-.1826047897338867,787332,-.078826904296875,835293,1.607653617858887,7144876,193672,.3357505798339844,160006,.8050937652587891,46996,-.1539735794067383,matched (3),2239739.8,.80936474,453987.44,971537.69
201312,730419,647,3386,27828,12,0,0,0,0,0,0,0,0,0,0,1,135416,-.9933252334594727,419676,-.1990432739257813,210977,937348,-.35479736328125,82958,-.3509082794189453,162642,-.6222906112670898,235333,-.7974510192871094,38149,1237088,-.2473506927490234,124863,-.6963262557983398,84168,-.4992027282714844,1580341,-.2827911376953125,32843,-1.121499061584473,597131,-.160578727722168,1465528,-.1533422470092773,5115,-1.3739013671875,2049860,-.49420166015625,10137,-1.349187850952148,39811,1527838,-.1604290008544922,29810,-.1068925857543945,213116,-1.591801643371582,538812,93503,-.1802558898925781,593495,-.5205888748168945,22953,-1.674907684326172,38227,-.9342155456542969,611830,.1018295288085938,1192645,-.2756748199462891,119970,-.1804866790771484,61114,-.317408561706543,1383353,-.7138595581054688,170838,-.3118534088134766,7279932,-.0901069641113281,78095,-.6655464172363281,1846234,-.1065597534179688,105201,-.3916149139404297,247294,598676,644594,-.0306625366210938,146300,18867320,7894,-1.084237098693848,3690461,.2484655380249023,365960,-.7661266326904297,1254954,.4070711135864258,2120042,137550,-.3421783447265625,22091,-1.980040550231934,24225,-.6626777648925781,matched (3),913797.38,.80936474,468796,978545.13
201401,730419,648,3386,1025204,01,0,0,0,0,0,0,0,0,0,0,0,390590,1.059307098388672,447735,.0647192001342773,375660,1008340,.0730066299438477,170651,.7212858200073242,213094,.2701816558837891,495446,.7444562911987305,25383,2109436,.533660888671875,196264,.4522438049316406,192858,.8291387557983398,2096368,.2825651168823242,72502,.791874885559082,645536,.0779447555541992,1608629,.0931663513183594,3661,-.3344402313232422,2872014,.3372421264648438,16205,.4691276550292969,71090,2196933,.3632078170776367,28275,-.0528659820556641,406864,.646641731262207,647726,27679,-1.217319488525391,605450,.0199432373046875,66742,1.067386627197266,4193,-2.210124969482422,864913,.3461742401123047,1996320,.515131950378418,45502,-.9694852828979492,128571,.7437400817871094,2641306,.646763801574707,176816,.034393310546875,7557274,.037388801574707,164711,.7462663650512695,1886400,.0215225219726563,120538,.1360921859741211,392742,188520,700291,.0828752517700195,210805,17852712,21543,1.003948211669922,3268660,-.1213712692260742,559225,.4240283966064453,1451289,.1453533172607422,7466451,31696,-1.46779727935791,61273,1.020168304443359,24538,.0128374099731445,matched (3),1510052.9,.80936474,470744.69,979480.19
201402,730419,649,3386,1918848,02,1,0,0,0,0,0,0,0,0,0,0,318534,-.2039289474487305,442424,-.0119333267211914,424578,1113857,.099522590637207,153261,-.107478141784668,224695,.0530109405517578,606123,.201624870300293,27523,1570620,-.2949504852294922,137267,-.3575325012207031,275853,.3579139709472656,2134977,.01824951171875,46097,-.4528656005859375,803000,.2182741165161133,2021549,.2284822463989258,18410,1.615157127380371,3642073,.2375392913818359,80862,1.607423782348633,131215,2934297,.2894058227539063,40061,.3484258651733398,750328,.6120319366455078,1050651,39119,.3459348678588867,441424,-.3159666061401367,64276,-.0376482009887695,4812,.1376962661743164,932723,.0754795074462891,1568358,-.2412757873535156,48383,.0613918304443359,124197,-.034611701965332,4174853,.4578056335449219,179816,.0168247222900391,7768364,.0275487899780273,191304,.1496715545654297,2588562,.316431999206543,131687,.0884628295898438,260199,447970,717092,.0237083435058594,246626,10050022,5637,-1.340699195861816,3535691,.0785293579101563,892924,.4679498672485352,734190,-.6814393997192383,1834399,80170,.9279584884643555,92400,.4107885360717773,58791,.8737659454345703,matched (3),1882872.9,.80936474,422733.81,957332.13
201403,730419,650,3386,34417,03,0,1,0,0,0,0,0,0,0,0,0,315735,-.0088262557983398,407623,-.0819253921508789,0,482418,-.8367729187011719,126688,-.1904144287109375,215178,-.043278694152832,724297,.1781187057495117,2228,1770232,.1196403503417969,257131,.6276578903198242,192383,-.3603801727294922,2514384,.1635723114013672,69421,.4094409942626953,751058,-.0668725967407227,1859054,-.083796501159668,26945,.3809041976928711,3019706,-.1873931884765625,49686,-.4870204925537109,95839,2544044,-.1427125930786133,38198,-.0476207733154297,535180,-.3379077911376953,841537,69998,.5818586349487305,452482,.0247421264648438,63104,-.018402099609375,15981,1.200286865234375,649840,-.3613824844360352,1732225,.0993766784667969,104207,.7672309875488281,92591,-.2936773300170898,3787703,-.0973196029663086,161355,-.1083269119262695,7638265,-.0168886184692383,161818,-.1673917770385742,2542104,-.0181102752685547,324165,.9008245468139648,618997,361467,710362,-.009429931640625,22521,17761608,9869,.5600471496582031,3417977,-.0338602066040039,1534748,.5416193008422852,724046,-.0139131546020508,614647,79309,-.0107975006103516,11952,-2.045228958129883,53719,-.0902214050292969,matched (3),957962.5,.80936474,368001.03,934454.75
201404,730419,651,3386,454906,04,0,0,1,0,0,0,0,0,0,0,0,277779,-.128077507019043,645760,.4600849151611328,294688,1358379,1.035236358642578,157802,.2196130752563477,321214,.4006423950195313,1103587,.4211196899414063,19337,1642355,-.0749797821044922,223377,-.1407251358032227,261659,.3075542449951172,2621039,.0415430068969727,73155,.0523910522460938,898573,.1793251037597656,2127004,.1346464157104492,30276,.1165571212768555,3254716,.0749454498291016,64481,.2606477737426758,91596,2201977,-.1443996429443359,40918,.0687875747680664,684078,.2454690933227539,684607,16013,-1.475066184997559,343608,-.2752466201782227,95113,.4102811813354492,35480,.7975692749023438,907941,.3344535827636719,1646417,-.0508050918579102,43762,-.8676128387451172,101041,.0873346328735352,3345274,-.124211311340332,144213,-.1123161315917969,5407945,-.345301628112793,167021,.0316476821899414,2212424,-.1389036178588867,50790,-1.85355281829834,607540,483809,879398,.2134628295898438,206462,12632290,6428,-.4287357330322266,3768447,.0976142883300781,564549,-1.000094413757324,1556772,.7655153274536133,12297280,62071,-.2450723648071289,176622,2.693113327026367,62462,.1507911682128906,matched (3),846327.88,.80936474,373108.63,936477.94
201405,730419,652,3386,924446,05,0,0,0,1,0,0,0,0,0,0,0,320626,.1434497833251953,502640,-.250554084777832,629478,2743551,.7029609680175781,139580,-.1227025985717773,277690,-.1456022262573242,972971,-.1259670257568359,60537,1855994,.1222896575927734,202347,-.098876953125,96861,-.9937648773193359,2324043,-.1202621459960938,78909,.0757150650024414,1011093,.1179800033569336,2155732,.0134162902832031,43351,.3589744567871094,3036825,-.0692930221557617,53931,-.1786651611328125,82738,1920655,-.1366891860961914,34526,-.1698579788208008,705708,.0311298370361328,640359,62750,1.365757942199707,411951,.1814031600952148,68477,-.3285675048828125,25117,-.3454246520996094,603110,-.4090805053710938,2186520,.2837104797363281,115152,.9674863815307617,227637,.812225341796875,4173536,.2212152481079102,270058,.6273460388183594,6725862,.2180910110473633,111594,-.4032526016235352,1739329,-.2405891418457031,163153,1.166988372802734,633495,496420,800574,-.0939083099365234,278111,17040870,11524,.5837688446044922,3621967,-.0396461486816406,794484,.3416662216186523,885499,-.5642185211181641,701146,84865,.3127822875976563,74727,-.8601703643798828,56361,-.1027812957763672,matched (3),1352949.4,.80936474,646806.88,1075239.5
201406,730419,653,3386,2140643,06,0,0,0,0,1,0,0,0,0,0,0,309379,-.0357084274291992,373426,-.297154426574707,607241,921774,-1.090707778930664,125765,-.1042232513427734,228055,-.1969184875488281,1081336,.1055984497070313,2983,1730072,-.0702581405639648,274639,.3054733276367188,162264,.5159473419189453,2203158,-.0534172058105469,70394,-.1141872406005859,778710,-.2611484527587891,2279839,.055974006652832,3070,-2.647651672363281,3708875,.199915885925293,33101,-.4881420135498047,77999,1375519,-.3338356018066406,36318,.0506010055541992,387035,-.6006870269775391,970288,98093,.4467573165893555,441296,.0688114166259766,152819,.8027563095092773,51262,.713404655456543,1002467,.5081195831298828,2455192,.1158933639526367,123547,.070368766784668,69580,-1.185275077819824,3139359,-.2847452163696289,178696,-.4129514694213867,6464433,-.0396451950073242,159063,.3544330596923828,1479603,-.1617259979248047,99115,-.4984073638916016,315625,296445,697720,-.1375112533569336,328892,15839670,28196,.8947486877441406,2495209,-.3726444244384766,879888,.1021013259887695,3015770,1.225459098815918,686540,106288,.2250909805297852,89821,.1839771270751953,73955,.2716798782348633,matched (3),1914043.9,.80936474,513390.47,1000675.1
201407,730419,654,3386,5941598,07,0,0,0,0,0,1,0,0,0,0,0,403378,.2653064727783203,629714,.5225458145141602,268299,1079348,.1578121185302734,150539,.1798067092895508,360540,.4580163955688477,1181267,.0883903503417969,31538,1966619,.1281528472900391,295272,.0724401473999023,109818,-.3903999328613281,2320424,.0518589019775391,54965,-.2474117279052734,979165,.2290611267089844,2342497,.0271129608154297,58899,2.954146385192871,3637133,-.0195322036743164,65441,.6815853118896484,90352,2320055,.5227603912353516,34510,-.0510644912719727,522508,.3001251220703125,1344142,237168,.8828525543212891,507117,.1390266418457031,146562,-.0418062210083008,9710,-1.663792610168457,1250516,.2210931777954102,1819084,-.2998714447021484,15121,-2.100537300109863,41428,-.5185203552246094,4373639,.3315773010253906,210837,.1653995513916016,8839010,.3128595352172852,117481,-.3030233383178711,2211215,.401768684387207,172712,.5553445816040039,302609,845996,1005878,.3657979965209961,60254,18283900,6534,-1.462161064147949,2970974,.1745176315307617,1523424,.5489215850830078,674137,-1.498177528381348,418007,73340,-.3710460662841797,98934,.0966348648071289,66825,-.10137939453125,matched (3),5626360,.80936474,566187.31,1028760.9
201408,730419,655,3386,4155122,08,0,0,0,0,0,0,1,0,0,0,0,260241,-.4382658004760742,314332,-.6948156356811523,342556,793319,-.307887077331543,143688,-.0465774536132813,237927,-.4156398773193359,734937,-.4745588302612305,12578,1442759,-.309758186340332,232330,-.2397384643554688,154786,.3432188034057617,1896649,-.2016620635986328,77322,.3412818908691406,369038,-.9758005142211914,1515696,-.4353427886962891,38378,-.428339958190918,2022814,-.5867061614990234,51062,-.2481088638305664,121070,1300339,-.5789661407470703,27844,-.2146310806274414,776352,.3959665298461914,514083,13465,-2.868675231933594,259284,-.6708183288574219,78684,-.6220083236694336,35944,1.308805465698242,728685,-.5400705337524414,1539689,-.166752815246582,114752,2.026689529418945,39467,-.0484914779663086,4009286,-.0869827270507813,143938,-.3817024230957031,8224138,-.0721015930175781,81807,-.3619136810302734,1922564,-.1398820877075195,128984,-.2919368743896484,188718,265846,591908,-.5302648544311523,88241,14399248,4152,-.4534292221069336,2790221,-.062769889831543,1870376,.2051792144775391,943321,.3359737396240234,1586335,5929,-2.515251159667969,13390,-1.999945640563965,21525,-1.132862091064453,matched (3),3397528.8,.80936474,478130.25,983051.06
201409,730419,656,3386,1072982,09,0,0,0,0,0,0,0,1,0,0,0,194636,-.2904767990112305,539271,.5397682189941406,234513,954775,.1852502822875977,140587,-.0218181610107422,267859,.1184968948364258,650298,-.1223535537719727,11197,1966274,.3095827102661133,211459,-.0941276550292969,241734,.4457950592041016,2128993,.1155605316162109,32837,-.8564224243164063,433881,.1618709564208984,1635072,.0758123397827148,33868,-.1250133514404297,3527316,.5560474395751953,31654,-.4781761169433594,95894,2046514,.4535131454467773,20235,-.3192043304443359,663109,-.1576671600341797,423959,37695,1.029434204101563,311353,.1830034255981445,23547,-1.206441879272461,16524,-.7771482467651367,1000866,.3173789978027344,1509831,-.0195827484130859,10819,-2.361470222473145,120289,1.114432334899902,2995301,-.2915678024291992,241309,.5166950225830078,8885697,.0773696899414063,156227,.646946907043457,2167500,.1199140548706055,80889,-.4666109085083008,370946,680090,707769,.178767204284668,132521,19377416,4848,.1549758911132813,2056205,-.3052587509155273,1189739,-.4524059295654297,420173,-.8087406158447266,512208,74768,2.534534454345703,791,-2.828965187072754,84594,1.368647575378418,matched (3),1646109.5,.80936474,512988.97,1000469.2
