period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1036c705,growth1036c705,Y1188c705,growth1188c705,Y1472c554,Y1485c300,growth1485c300,Y1596c705,growth1596c705,Y1672c705,growth1672c705,Y1685c688,growth1685c688,Y1711c348,Y1751c191,growth1751c191,Y1807c705,growth1807c705,Y1851c586,growth1851c586,Y1856c705,growth1856c705,Y1858c191,growth1858c191,Y2052c620,growth2052c620,Y2105c440,growth2105c440,Y2565c757,growth2565c757,Y2636c348,growth2636c348,Y2739c705,growth2739c705,Y2967c642,Y2987c251,growth2987c251,Y3029c352,growth3029c352,Y303c440,growth303c440,Y3072c642,Y3304c300,growth3304c300,Y3313c620,growth3313c620,Y342c440,growth342c440,Y3458c620,growth3458c620,Y3461c620,growth3461c620,Y3476c372,growth3476c372,Y3520c191,growth3520c191,Y3532c372,growth3532c372,Y3583c703,growth3583c703,Y3689c208,growth3689c208,Y3750c792,growth3750c792,Y3775c372,growth3775c372,Y3839c372,growth3839c372,Y3893c124,growth3893c124,Y38c208,Y3926c203,Y3968c705,growth3968c705,Y4223c344,Y4405c344,Y4506c616,growth4506c616,Y4564c124,growth4564c124,Y4620c616,growth4620c616,Y4649c757,growth4649c757,Y829c381,Y907c208,growth907c208,Y907c616,growth907c616,Y958c826,growth958c826,_merge,x,r2,s,sf
201011,730419,610,3386,514914,11,0,0,0,0,0,0,0,0,0,1,0,327997,-.0306062698364258,248662,-.6777267456054688,253611,1249113,.0829944610595703,116181,.0034751892089844,167938,-.5599708557128906,270162,-.6797666549682617,38107,748835,-.4066305160522461,360379,-.2579927444458008,142268,.0034084320068359,1799146,-.061976432800293,50851,-.7199621200561523,833558,-.0241994857788086,1501713,-.050663948059082,7883,-1.082714080810547,2629479,-.0156011581420898,22102,.1862020492553711,141397,2607537,.0388069152832031,17422,-.4460353851318359,276340,-.9339504241943359,1196752,67613,-.017664909362793,1386931,-.4474287033081055,39070,-.4016351699829102,14818,-1.842599868774414,691624,-.1490087509155273,1409708,-.1000337600708008,257617,1.276226043701172,673509,.0633649826049805,1808324,-.3726081848144531,136946,-.255183219909668,5164398,-.0822563171386719,90592,-.6618194580078125,1495050,-.0919971466064453,49970,-.6031885147094727,112874,433365,733277,-.0739564895629883,8587,74381272,7469,-2.548218727111816,1888008,-.3698205947875977,417350,.2936372756958008,1299150,-.4861049652099609,1080218,56171,-.0000171661376953,40305,-1.821671485900879,48580,-.2655582427978516,matched (3),4238512.5,.80936474,1217270.6,1489808.3
201012,730419,611,3386,826086,12,0,0,0,0,0,0,0,0,0,0,1,248830,-.2762346267700195,412283,.505615234375,281044,1636450,.2700958251953125,164407,.3471956253051758,302309,.5878543853759766,279800,.0350532531738281,6411,1060355,.3478403091430664,266312,-.3024873733520508,48298,-1.080322265625,1654319,-.0839223861694336,84310,.5056009292602539,749837,-.1058473587036133,1974353,.2736339569091797,26068,1.196000099182129,1823452,-.3660545349121094,23372,.0558700561523438,72001,2293106,-.1284980773925781,32350,.6188802719116211,425134,.4307718276977539,1003615,173162,.9404277801513672,1702592,.2050580978393555,71667,.6066751480102539,31999,.769862174987793,678096,-.0197534561157227,994047,-.3493537902832031,76370,-1.215884208679199,282693,-.8681402206420898,818675,-.7924690246582031,144954,.0568294525146484,5763591,.109771728515625,97252,.0709390640258789,1794629,.1826381683349609,68665,.3178176879882813,258197,291944,952822,.2619047164916992,71152,55727016,18374,.9001760482788086,2161879,.1354560852050781,539434,.2565946578979492,5612814,1.46334171295166,865534,119337,.7535505294799805,84215,.7368974685668945,68115,.3379859924316406,matched (3),1602674.6,.80936474,1071153.3,1373007.8
201101,730419,612,3386,267265,01,0,0,0,0,0,0,0,0,0,0,0,195954,-.2388896942138672,208667,-.6809701919555664,398155,374935,-1.473531723022461,118220,-.3297977447509766,152044,-.6872797012329102,169874,-.4990177154541016,147,795043,-.2879629135131836,285291,.0688409805297852,29208,-.5029478073120117,1629236,-.0152788162231445,66114,-.2431201934814453,619796,-.190464973449707,1309000,-.4109773635864258,12953,-.6993808746337891,2531266,.3279886245727539,57369,.8979654312133789,78939,2395822,.043818473815918,54272,.51739501953125,116037,-1.298495292663574,688513,63620,-1.001299858093262,473388,-1.279991149902344,7720,-2.228216171264648,338914,2.360041618347168,723043,.0641803741455078,1180552,.1719532012939453,55091,-.326603889465332,613137,.7742271423339844,1617228,.6807823181152344,71316,-.7092952728271484,4453908,-.2577781677246094,78692,-.2117643356323242,1923538,.0693683624267578,39305,-.5578880310058594,130968,228002,773017,-.2091274261474609,13537,55036216,81883,1.494354248046875,3087887,.3565092086791992,312492,-.5459413528442383,1380840,-1.402359962463379,424982,99786,-.1789236068725586,33092,-.9340810775756836,39051,-.5563287734985352,matched (3),5031082,.80936474,1214574.9,1487606.4
201102,730419,613,3386,1195870,02,1,0,0,0,0,0,0,0,0,0,0,335497,.5377330780029297,477764,.8283767700195313,444440,826488,.7904329299926758,224254,.6402320861816406,145590,-.0433750152587891,483435,1.045859336853027,2279,823229,.0348386764526367,163753,-.5551509857177734,26610,-.0931558609008789,1876389,.1412382125854492,99856,.412348747253418,961698,.4393100738525391,1395832,.0642271041870117,17200,.2835817337036133,2905599,.1379194259643555,49681,-.1438817977905273,117520,2647210,.0997800827026367,61445,.1241340637207031,322524,1.022269248962402,1311664,48809,-.2650136947631836,478568,.0108823776245117,46929,1.804821968078613,30949,-2.393405914306641,831639,.1399297714233398,1830810,.4387760162353516,399767,1.981895446777344,291474,-.7436370849609375,1157203,-.3347082138061523,272721,1.341328620910645,6053942,.3069276809692383,80241,.0194931030273438,1985878,.0318946838378906,86113,.7843084335327148,237015,322130,947894,.2039422988891602,5051,34455700,2424,-3.519872188568115,3567712,.1444368362426758,818188,.9625129699707031,561490,-.8998537063598633,1209452,35856,-1.023516654968262,77549,.8516178131103516,54738,.3376893997192383,matched (3),4777955.5,.80936474,724590.63,1123749.3
201103,730419,614,3386,1668866,03,0,1,0,0,0,0,0,0,0,0,0,458997,.3134298324584961,448973,-.0621538162231445,469623,1229322,.3970327377319336,185684,-.1887331008911133,313546,.7671518325805664,700835,.3713560104370117,12095,1180161,.3601713180541992,304293,.6196327209472656,39724,.4006690979003906,2267957,.1895303726196289,68675,-.3743438720703125,1094656,.1294946670532227,2001443,.3603782653808594,35053,.7119522094726563,3703785,.2427158355712891,99620,.6957406997680664,152508,4000928,.413020133972168,26581,-.8379459381103516,603590,.6267175674438477,957803,7993,-1.809348106384277,404004,-.1693735122680664,33332,-.3421182632446289,8656,-1.274087905883789,1255146,.4116086959838867,2456594,.2940177917480469,699796,.5599069595336914,313841,.0739355087280273,1848372,.4682998657226563,154899,-.5656766891479492,6669777,.0968761444091797,208760,.956151008605957,1838294,-.0772228240966797,126637,.3856639862060547,260871,420586,782085,-.1922798156738281,157734,39472128,5084,.7406792640686035,3997628,.1137771606445313,1262342,.4336318969726563,2708731,1.573641777038574,1838993,48759,.3073787689208984,145899,.6320047378540039,104699,.6485309600830078,matched (3),572061.5,.80936474,695998.94,1105529.5
201104,730419,615,3386,960869,04,0,0,1,0,0,0,0,0,0,0,0,302353,-.4174480438232422,694546,.4362955093383789,397505,407192,-1.104933738708496,145826,-.2416324615478516,164547,-.644749641418457,697994,-.0040616989135742,17273,1070627,-.0974063873291016,197392,-.43280029296875,102303,.9459829330444336,1881759,-.1866722106933594,111602,.4855537414550781,962658,-.1284971237182617,1699502,-.1635332107543945,32251,-.0833120346069336,3224711,-.1385116577148438,75666,-.2750339508056641,160008,2541980,-.453582763671875,21234,-.2245931625366211,468138,-.2541322708129883,935336,90869,2.430852890014648,552220,.3125219345092773,28098,-.1708192825317383,92913,2.373411178588867,1072256,-.1574869155883789,2480968,.0098724365234375,221570,-1.150050163269043,107135,-1.074796676635742,3082732,.5115108489990234,166401,.0716276168823242,7185235,.0744419097900391,122893,-.5298709869384766,1410134,-.2651538848876953,121110,-.0446252822875977,150601,273243,661791,-.1670131683349609,45056,39205744,7656,.4093914031982422,4034381,.0091514587402344,1028545,-.2048234939575195,1742761,-.441009521484375,3263935,62808,.2531919479370117,80008,-.6007881164550781,58385,-.5840301513671875,matched (3),4040012.5,.80936474,621034.19,1059936
201105,730419,616,3386,906176,05,0,0,0,1,0,0,0,0,0,0,0,426466,.343937873840332,501729,-.3251981735229492,832022,439786,.0770034790039063,147050,.0083589553833008,228750,.3294334411621094,981190,.3405551910400391,7246,1114899,.0405197143554688,274898,.3312091827392578,94574,-.0785560607910156,2190964,.152134895324707,139559,.2235488891601563,1055669,.0922317504882813,1866033,.0934791564941406,33699,.0439186096191406,2589057,-.2195491790771484,54001,-.3373260498046875,83245,1912491,-.2845373153686523,28345,.2888469696044922,136981,-1.228920936584473,886144,359969,1.376599311828613,385285,-.3599634170532227,68946,.8976249694824219,34443,-.9923572540283203,950987,-.1200199127197266,1675483,-.392547607421875,238623,.0741462707519531,82296,-.2637672424316406,1958820,-.4534740447998047,127049,-.2698278427124023,7247933,.0086879730224609,46568,-.9704008102416992,1373121,-.0265979766845703,34428,-1.257828712463379,102156,167811,723676,.0893936157226563,100281,52471584,1063,-1.97439432144165,3332784,-.191044807434082,1091907,.0597810745239258,1285549,-.3042850494384766,2695287,42885,-.3815603256225586,91421,.1333484649658203,42860,-.3091201782226563,matched (3),4258790.5,.80936474,735460.31,1130788.5
201106,730419,617,3386,1992441,06,0,0,0,0,1,0,0,0,0,0,0,303498,-.3401584625244141,738891,.3870906829833984,418335,1469518,1.206401824951172,180938,.2073812484741211,337225,.3881206512451172,1127718,.139185905456543,15640,1078662,-.0330429077148438,337621,.2055234909057617,145550,.4311370849609375,2198144,.0032711029052734,125017,-.1100378036499023,1195568,.1244468688964844,1883673,.0094089508056641,29230,-.14227294921875,3063018,.1681070327758789,50999,-.0571966171264648,152509,2404235,.228825569152832,52830,.6226282119750977,136983,.0000143051147461,919248,89349,-1.393467903137207,439725,.132166862487793,167540,.8878984451293945,44990,.2671337127685547,1050039,.0990819931030273,2161371,.2546415328979492,77929,-1.119086265563965,156900,.6452856063842773,2428709,.2150173187255859,145722,.1371278762817383,8824590,.1968259811401367,70127,.4093942642211914,1573131,.135981559753418,78936,.8297672271728516,395555,525809,791743,.0898933410644531,237957,64048488,1098,.0323948860168457,3748986,.1176776885986328,1112345,.0185441970825195,1263880,-.0169992446899414,9057937,87738,.7158336639404297,183088,.6944923400878906,67119,.4485282897949219,matched (3),4158905.5,.80936474,514553.19,1001272.1
201107,730419,618,3386,817680,07,0,0,0,0,0,1,0,0,0,0,0,275639,-.096282958984375,519564,-.3521604537963867,797832,296663,-1.600092887878418,156133,-.1474456787109375,281408,-.1809453964233398,1064318,-.0578622817993164,13408,1251454,.148585319519043,272944,-.2126569747924805,72352,-.6989765167236328,2078552,-.0559415817260742,110352,-.1247749328613281,1186195,-.0078706741333008,2309111,.203639030456543,16322,-.5826816558837891,2749315,-.1080493927001953,70001,.3167037963867188,136128,3051383,.2383632659912109,21190,-.9135494232177734,150970,.097224235534668,581461,168743,.6358261108398438,372260,-.1665573120117188,135907,-.2092514038085938,48683,.0788898468017578,928222,-.1233119964599609,1990591,-.082310676574707,45795,-.5316238403320313,123136,-.2423191070556641,2424338,-.0018014907836914,75143,-.6623077392578125,7217482,-.2010354995727539,79890,.1303434371948242,1813068,.1419525146484375,40116,-.6768627166748047,200908,356785,610042,-.2607088088989258,196230,55164936,31526,3.357322692871094,2755103,-.3080310821533203,729071,-.422454833984375,1146860,-.0971584320068359,919529,104812,.1778125762939453,41058,-1.49498176574707,22936,-1.073759078979492,matched (3),4088756.3,.80936474,684824,1098528.5
201108,730419,619,3386,766287,08,0,0,0,0,0,0,1,0,0,0,0,251621,-.0911674499511719,420950,-.2104759216308594,282122,231769,-.2468557357788086,160883,.0299692153930664,141824,-.6852188110351563,1118682,.0498170852661133,12909,901766,-.3277063369750977,259033,-.0523109436035156,25864,-1.028691291809082,1922024,-.0782928466796875,80775,-.312006950378418,793974,-.4014549255371094,1621210,-.3536901473999023,21584,.2794389724731445,2458046,-.1119852066040039,57243,-.2012042999267578,163902,2784292,-.0916013717651367,21421,.0108423233032227,381568,.9272079467773438,939957,23709,-1.962521553039551,292456,-.2412786483764648,185450,.3108148574829102,63433,.2646541595458984,790219,-.1609601974487305,1368815,-.3744869232177734,31845,-.3632936477661133,66077,-.6224689483642578,2276894,-.0627460479736328,148106,.6785354614257813,4988549,-.3693609237670898,103154,.2555723190307617,1170021,-.4379987716674805,89824,.8060770034790039,156697,368328,570182,-.0675725936889648,103222,52850960,12780,-.9029312133789063,2327208,-.1687850952148438,309879,-.8555889129638672,842208,-.3087558746337891,674207,22490,-1.539096832275391,8275,-1.601746559143066,27212,.1709499359130859,matched (3),3291700.8,.80936474,454098.13,971589.44
201109,730419,620,3386,3833176,09,0,0,0,0,0,0,0,1,0,0,0,271166,.0748071670532227,577876,.3168449401855469,449625,945751,1.406237602233887,135836,-.1692295074462891,277483,.671173095703125,634165,-.5675973892211914,30597,1137050,.231837272644043,300551,.1486616134643555,85728,1.19832706451416,2035114,.0571727752685547,51668,-.4468288421630859,587941,-.3004245758056641,1809812,.1100502014160156,35621,.5009832382202148,2806395,.1325340270996094,58811,.0270233154296875,247629,2915674,.046107292175293,29738,.3280544281005859,278835,-.3136682510375977,899841,125624,1.667438507080078,285954,-.0224828720092773,195481,.0526771545410156,64421,.0154552459716797,1156427,.3807802200317383,1207441,-.1254415512084961,49253,.4360895156860352,351290,1.670791625976563,2882965,.2360067367553711,166342,.1161174774169922,6958457,.3328123092651367,109459,.059326171875,1581840,.3015670776367188,109095,.1943674087524414,255819,322287,560062,-.0179080963134766,147555,54940264,7772,-.4973545074462891,3212635,.3224220275878906,1068705,1.238020896911621,1617060,.6523380279541016,374723,185867,2.111960411071777,80650,2.276880264282227,43932,.4789848327636719,matched (3),4109917.8,.80936474,699874.13,1107973.3
201110,730419,621,3386,7799577,10,0,0,0,0,0,0,0,0,1,0,0,345316,.2417287826538086,294872,-.6728181838989258,312135,703214,-.2963180541992188,153216,.1204004287719727,177330,-.4477472305297852,699584,.0981769561767578,14542,1034606,-.094416618347168,358815,.177189826965332,113817,.2834129333496094,1723871,-.1659793853759766,125342,.8862066268920898,1260826,.7628955841064453,1940709,.0698308944702148,73437,.7234926223754883,2737129,-.0249910354614258,43337,-.3053226470947266,249307,3026230,.0372161865234375,40095,.2988252639770508,369757,.2822256088256836,629531,174505,.3286600112915039,350001,.2021055221557617,40699,-1.569259643554688,17819,-1.285174369812012,1014890,-.1305551528930664,1564001,.2587442398071289,290063,1.773127555847168,387636,.098454475402832,1844471,-.4466266632080078,186772,.1158428192138672,7200919,.0342512130737305,147721,.2997760772705078,1395505,-.1253328323364258,131221,.1846637725830078,213622,382123,585698,.0447568893432617,237979,62656580,17665,.8210582733154297,3688665,.1381731033325195,505755,-.7481508255004883,484796,-1.20463752746582,2651576,37897,-1.590159416198731,699,-4.748223781585693,88353,.6986970901489258,matched (3),5901998.5,.80936474,612402.31,1054901.6
