period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1461c191,growth1461c191,Y1466c344,Y1485c268,growth1485c268,Y1618c300,growth1618c300,Y1707c705,growth1707c705,Y1806c348,growth1806c348,Y1814c191,growth1814c191,Y1991c381,Y1999c757,growth1999c757,Y2000c616,growth2000c616,Y2074c826,growth2074c826,Y2093c191,growth2093c191,Y2139c757,growth2139c757,Y2269c484,growth2269c484,Y2324c251,growth2324c251,Y2398c642,Y2939c300,growth2939c300,Y3024c757,growth3024c757,Y3025c757,growth3025c757,Y3087c620,growth3087c620,Y3159c352,growth3159c352,Y3385c381,Y3420c620,growth3420c620,Y3424c757,growth3424c757,Y3461c191,growth3461c191,Y3517c688,growth3517c688,Y3533c703,Y3606c807,growth3606c807,Y3717c688,growth3717c688,Y3746c191,growth3746c191,Y3754c428,growth3754c428,Y3758c191,growth3758c191,Y3808c792,growth3808c792,Y3850c616,growth3850c616,Y3878c620,growth3878c620,Y399c348,Y4243c757,growth4243c757,Y4398c688,growth4398c688,Y4533c705,growth4533c705,Y4577c484,growth4577c484,Y4608c620,growth4608c620,Y4610c222,growth4610c222,Y4614c191,growth4614c191,Y4741c251,growth4741c251,Y4773c620,growth4773c620,Y4818c300,growth4818c300,Y4932c703,growth4932c703,Y4959c620,growth4959c620,Y5000c818,Y514c348,growth514c348,_merge,x,r2,s,sf
201104,841620,615,3860,232763,04,0,0,1,0,0,0,0,0,0,0,0,1627517,-.1920814514160156,285108,8900,-1.731039047241211,13912051,.1239490509033203,36894,-.8322935104370117,1253739,-.3553237915039063,74357,.1717767715454102,2558906,22484430,-.1242828369140625,399903,-.3497772216796875,345329,-.1741790771484375,1769811,-.1161794662475586,1799125,-.2972221374511719,64950,-1.366598129272461,802311,-.7305870056152344,864833,1893678,-.0099925994873047,10814183,.0101985931396484,2044354,-.0755453109741211,1307774,-.0929660797119141,16703,-.7367839813232422,812218,325520,-.2710933685302734,5798816,-.0870523452758789,305608,-.2257003784179688,24676,-1.378493309020996,217,381813,.3747177124023438,11453,-1.046795845031738,472574,-.4768829345703125,546634,-.1412258148193359,651461,-.652775764465332,193527888,-.1059150695800781,1365497,-.7149248123168945,2602005,-.1986961364746094,92949,32446586,-.2594356536865234,139631,-.4764165878295898,7742867,-.2429208755493164,715579,-.0610733032226563,5956391,-.1595478057861328,12616,-1.151710510253906,2051796,.1291589736938477,751533,-.4189939498901367,647431,-1.547892570495606,119118,-.9195022583007813,920288,-.1407861709594727,913134,-1.699581146240234,10002,64931,-.7695455551147461,matched (3),434460.81,.77454299,344826.25,430411.34
201105,841620,616,3860,1220198,05,0,0,0,1,0,0,0,0,0,0,0,2032328,.2221260070800781,402381,33291,1.319235801696777,10702322,-.2622928619384766,50469,.3133106231689453,1561345,.219416618347168,36633,-.7079277038574219,3913981,27915612,.2163639068603516,561767,.3398647308349609,912848,.972071647644043,1988960,.1167392730712891,2289512,.2410383224487305,69679,.0702810287475586,1018443,.2385339736938477,1427575,1335699,-.3490667343139648,13388646,.2135486602783203,2731107,.2896251678466797,1411238,.076141357421875,28022,.5174016952514648,1811498,457220,.3397407531738281,5426437,-.066370964050293,314335,.0281562805175781,158490,1.859860420227051,26027,447906,.1596527099609375,32102,1.030666351318359,480743,.0171384811401367,660953,.1899032592773438,534175,-.1984939575195313,205524720,.0601444244384766,1743902,.2446060180664063,3256987,.2245206832885742,5452,34006740,.0469646453857422,144766,.0361146926879883,9974535,.2532625198364258,1603489,.8068447113037109,6718787,.1204423904418945,39753,1.147719383239746,2059558,.0037755966186523,924767,.2074270248413086,1279466,.6811857223510742,275964,.8401556015014648,1082204,.1620683670043945,1466629,.4738388061523438,292761,88081,.304931640625,matched (3),1356994.4,.77454299,353964.81,437766.91
201106,841620,617,3860,1175513,06,0,0,0,0,1,0,0,0,0,0,0,1516576,-.2927265167236328,362622,20055,-.5068082809448242,11799110,.0975627899169922,124306,.9013862609863281,2138244,.3144378662109375,38347,.0457267761230469,3032890,23816468,-.1588096618652344,801874,.3558645248413086,762742,-.1796493530273438,2156775,.0810022354125977,2055782,-.1076822280883789,157685,.8166999816894531,783542,-.2622060775756836,1140610,798692,-.5142345428466797,12632818,-.0581092834472656,2621825,-.0408363342285156,1089872,-.2584066390991211,11459,-.8942146301269531,1602737,352073,-.2613258361816406,5334486,-.01708984375,204281,-.4309625625610352,50828,-1.13724422454834,18561,382279,-.1584329605102539,18741,-.5382051467895508,492163,.0234775543212891,597342,-.1011924743652344,282094,-.6384830474853516,213967216,.0402565002441406,1634360,-.0648736953735352,2669883,-.1987676620483398,2734,34752136,.0216827392578125,132989,-.0848522186279297,8311165,-.1824350357055664,1241527,-.2558393478393555,5701485,-.1641807556152344,32729,-.1944236755371094,1846944,-.1089591979980469,774319,-.1775579452514648,1011426,-.235081672668457,114039,-.8837299346923828,1384500,.2463397979736328,1264292,-.1484537124633789,139110,62976,-.3355026245117188,matched (3),1166674.6,.77454299,300404.13,395716.31
201107,841620,618,3860,1488531,07,0,0,0,0,0,1,0,0,0,0,0,1760730,.1492729187011719,479969,85087,1.445196151733398,18310696,.4394607543945313,61689,-.7006406784057617,1550739,-.321253776550293,82563,.7668848037719727,3717484,26334756,.1005134582519531,780672,-.0267963409423828,788485,.0331935882568359,1810512,-.1750040054321289,2189651,.0630855560302734,203163,.2534093856811523,1213410,.4373655319213867,1065700,1149422,.364039421081543,13667727,.0787391662597656,2330053,-.1179790496826172,928198,-.1605710983276367,61218,1.675665855407715,1925326,460037,.2674684524536133,6514943,.1999053955078125,332998,.4886398315429688,183452,1.283505439758301,8045,522758,.3129682540893555,14097,-.2847509384155273,623408,.2363910675048828,641046,.0706110000610352,358867,.2407121658325195,206567280,-.0351963043212891,2485577,.4192533493041992,2936748,.0952682495117188,2339,41712196,.1825523376464844,154089,.1472644805908203,10221007,.2068452835083008,692097,-.5843715667724609,6814577,.1783370971679688,62949,.6540632247924805,1940148,.0492315292358398,981106,.2366962432861328,353610,-1.050922393798828,809225,1.959536552429199,1317494,-.0496082305908203,1252171,-.0096340179443359,288780,40652,-.4377059936523438,matched (3),1340301.1,.77454299,258857.64,365179.5
201108,841620,619,3860,400862,08,0,0,0,0,0,0,1,0,0,0,0,1938007,.0959320068359375,631270,46425,-.6058368682861328,9387651,-.6680908203125,83342,.300847053527832,1206705,-.2508382797241211,44962,-.6077442169189453,2794604,22871176,-.1410121917724609,603810,-.2568950653076172,751951,-.0474424362182617,1487071,-.1968011856079102,1819226,-.1853313446044922,66305,-1.119743347167969,412390,-1.079220771789551,306104,1043568,-.096613883972168,9297460,-.3852958679199219,1808116,-.253605842590332,1038869,.1126432418823242,27646,-.7949600219726563,555892,354425,-.2608108520507813,5574055,-.155975341796875,315841,-.0528974533081055,52279,-1.25535774230957,531,344523,-.4169578552246094,12936,-.0859479904174805,499820,-.2209529876708984,618966,-.0350503921508789,304274,-.1650238037109375,120842112,-.5361423492431641,2099309,-.1688966751098633,2214542,-.282257080078125,88927,32240924,-.2575569152832031,117709,-.2693147659301758,8882516,-.1403598785400391,423619,-.4908914566040039,3918073,-.5534639358520508,26108,-.8800830841064453,1491764,-.2628040313720703,934920,-.0482187271118164,282093,-.2259578704833984,75731,-2.368889808654785,1248286,-.053959846496582,1063776,-.1630535125732422,53117,62277,.426544189453125,matched (3),528884.5,.77454299,139231.86,292804.19
201109,841620,620,3860,2029287,09,0,0,0,0,0,0,0,1,0,0,0,1704075,-.1286382675170898,536271,19851,-.849583625793457,11486438,.2017726898193359,45667,-.6015768051147461,1884920,.4459924697875977,81668,.5968446731567383,6770599,26451936,.1454505920410156,543900,-.1044940948486328,1119575,.3980340957641602,2054707,.3233242034912109,2536814,.3324985504150391,393614,1.781105995178223,887463,.7663974761962891,567212,1106626,.0586700439453125,12489030,.2951087951660156,2450513,.3040122985839844,1194152,.1393032073974609,29481,.0642642974853516,994552,385494,.0840291976928711,6109989,.0918025970458984,316433,.0018720626831055,198194,1.332651138305664,0,341066,-.0100851058959961,20829,.4763317108154297,438341,-.131251335144043,592005,-.0445356369018555,222626,-.3124351501464844,190489536,.4551124572753906,2961912,.3442268371582031,1908153,-.1489105224609375,40002,36469552,.1232414245605469,173954,.3905754089355469,11087695,.2217502593994141,1368716,1.172794342041016,7396513,.6354084014892578,46550,.5782852172851563,2019183,.3027334213256836,1135529,.194392204284668,866887,1.122672080993652,164744,.7772054672241211,7847579,1.838433265686035,3451207,1.176898956298828,210323,82895,.2859821319580078,matched (3),845757.13,.77454299,170648.7,308981.81
201110,841620,621,3860,1209181,10,0,0,0,0,0,0,0,0,1,0,0,1540954,-.1006202697753906,453445,14862,-.2894468307495117,12731092,.1028804779052734,153390,1.211607933044434,1366091,-.3219318389892578,65201,-.2251873016357422,21943524,29416722,.1062335968017578,648544,.17596435546875,676018,-.5044851303100586,2053727,-.0004768371582031,1905007,-.2864236831665039,286699,-.3169384002685547,808599,-.0930633544921875,479141,1246944,.119379997253418,12384903,-.0083713531494141,2300288,-.063262939453125,976221,-.201502799987793,12267,-.8768329620361328,719222,320631,-.184234619140625,5815160,-.0494565963745117,375680,.171626091003418,361128,.5999860763549805,14501,665727,.6688041687011719,24906,.1787624359130859,466133,.0614738464355469,534969,-.1013059616088867,303746,.3106985092163086,177541152,-.0703945159912109,1861143,-.4646434783935547,2329705,.1996059417724609,25452,43329128,.1723461151123047,152445,-.1319875717163086,9926870,-.1105899810791016,471267,-1.066204071044922,6070084,-.1976356506347656,24700,-.6337242126464844,1763061,-.1356420516967773,932008,-.1975126266479492,1289799,.3973331451416016,77823,-.7499551773071289,1301563,-1.796638488769531,3045564,-.1250381469726563,416737,78974,-.0484561920166016,matched (3),1183507.8,.77454299,248755.5,358089.47
201111,841620,622,3860,1504113,11,0,0,0,0,0,0,0,0,0,1,0,1773361,.1404743194580078,1176279,57787,1.357956886291504,9902956,-.2512149810791016,78330,-.6720523834228516,1473375,.0756015777587891,86624,.2841024398803711,5519963,25220888,-.1538906097412109,547773,-.1688690185546875,741559,.0925350189208984,2511119,.2010726928710938,2422201,.2401905059814453,549500,.6505765914916992,1324286,.4933252334594727,676930,913430,-.311244010925293,12743181,.0285167694091797,2706503,.1626224517822266,1147932,.1620292663574219,50536,1.415773391723633,820667,351268,.0912580490112305,6352383,.0883617401123047,228717,-.4962520599365234,83575,-1.46348762512207,71887,544411,-.2011756896972656,35249,.3473291397094727,446837,-.0422773361206055,673543,.2303428649902344,426201,.338719367980957,187122272,.0525608062744141,2876740,.4354667663574219,2425690,.040374755859375,34093,37720448,-.1386222839355469,214108,.3396768569946289,9169137,-.0794029235839844,1182081,.9196071624755859,5323075,-.131321907043457,59816,.8844699859619141,1577592,-.1111516952514648,1153873,.2135381698608398,2477355,.652705192565918,249444,1.164796829223633,1206620,-.0757427215576172,4656230,.4245204925537109,101898,130219,.5000991821289063,matched (3),1126959.4,.77454299,151457.58,298811.28
201112,841620,623,3860,1010642,12,0,0,0,0,0,0,0,0,0,0,1,1491871,-.1728448867797852,720051,86230,.4002542495727539,11195732,.1226997375488281,51653,-.4163827896118164,1098839,-.2933015823364258,85972,-.0075550079345703,5256022,17965886,-.3391971588134766,811532,.3930625915527344,492293,-.4096803665161133,1967319,-.2440567016601563,2293142,-.054753303527832,195427,-1.033822059631348,940519,-.3421964645385742,414735,966390,.0563602447509766,8680380,-.3839302062988281,1681323,-.4760761260986328,1027791,-.1105508804321289,16069,-1.145793914794922,826350,258788,-.3055400848388672,3904533,-.4866924285888672,209911,-.0858011245727539,213348,.9371795654296875,24487,375579,-.3712348937988281,15989,-.7905368804931641,491986,.096257209777832,718185,.0641756057739258,374802,-.1285133361816406,200318288,.0681438446044922,2129418,-.3008089065551758,4015171,.5039634704589844,7749,33164266,-.1287288665771484,319931,.4016246795654297,7212728,-.239995002746582,1050265,-.1182336807250977,3882060,-.3156843185424805,51417,-.1513042449951172,1318179,-.1796483993530273,1357582,.1625814437866211,2169856,-.1325302124023438,255725,.0248680114746094,1058669,-.1308107376098633,3443479,-.3017244338989258,151905,79931,-.4880533218383789,matched (3),988727.5,.77454299,166166.28,306528.97
201201,841620,624,3860,926702,01,0,0,0,0,0,0,0,0,0,0,0,1350638,-.0994539260864258,693738,28113,-1.120786666870117,10182677,-.0948448181152344,253242,1.589797019958496,1364059,.2162113189697266,69766,-.2088756561279297,2856535,16366589,-.0932331085205078,667955,-.1947031021118164,525451,.0651826858520508,1739834,-.1228828430175781,2416770,.0525093078613281,152173,-.2501688003540039,809634,-.1498498916625977,483519,496868,-.6652431488037109,7036919,-.209895133972168,933333,-.5885744094848633,616290,-.511448860168457,10690,-.4075832366943359,1351812,180634,-.3595361709594727,4921278,.2314300537109375,173697,-.1893720626831055,23672,-2.198631286621094,11053,81268,-1.530716896057129,18068,.1222419738769531,278667,-.5684328079223633,648275,-.102412223815918,105693,-1.265859603881836,134285056,-.3999423980712891,1164208,-.6038084030151367,2599005,-.4349508285522461,9898,23811756,-.3312950134277344,96345,-1.200169563293457,8181970,.1260852813720703,482196,-.778447151184082,5567288,.3605413436889648,52073,.0126781463623047,1256363,-.048029899597168,829004,-.4932355880737305,449990,-1.573191642761231,60344,-1.444040298461914,789570,-.2932796478271484,2296267,-.4051971435546875,131394,22261,-1.278327941894531,matched (3),654110.88,.77454299,164025.17,305373.59
201202,841620,625,3860,207793,02,1,0,0,0,0,0,0,0,0,0,0,1394092,.0316658020019531,423433,22952,-.2028264999389648,10588814,.0391101837158203,52657,-1.57054615020752,1299761,-.0482845306396484,28894,-.8815126419067383,2359228,18737680,.1352958679199219,532543,-.2265567779541016,418497,-.2275876998901367,1277975,-.3085126876831055,2134895,-.1240148544311523,626264,1.414753913879395,1066026,.2751102447509766,513362,803477,.4806241989135742,9723088,.3233327865600586,1332019,.3556890487670898,999668,.4837055206298828,17659,.5019369125366211,1205487,301311,.5116701126098633,5067989,.0293760299682617,263838,.4180231094360352,7345,-1.170272827148438,13,193862,.8693943023681641,12967,-.3317346572875977,460894,.5031499862670898,619121,-.0460147857666016,217620,.7222118377685547,155504512,.1467094421386719,1708754,.3837242126464844,3067503,.1657352447509766,3147,28241804,.170623779296875,162692,.5239229202270508,6811564,-.1833105087280273,398422,-.1908388137817383,5037922,-.0999135971069336,34053,-.4247283935546875,1269621,.0104970932006836,757590,-.0900821685791016,363697,-.2129039764404297,379423,1.838589668273926,783773,-.0073690414428711,3964463,.5460853576660156,101309,22997,.0325279235839844,matched (3),25102.947,.77454299,166067.72,306475.56
201203,841620,626,3860,428917,03,0,1,0,0,0,0,0,0,0,0,0,1454903,.0426959991455078,341427,155371,1.912410736083984,11246935,.0602989196777344,105449,.6944284439086914,1407187,.0794124603271484,113669,1.369656562805176,4040760,23924400,.2443618774414063,726750,.3109188079833984,513048,.203700065612793,1838080,.3634452819824219,2274641,.0634050369262695,211596,-1.085093498229981,887398,-.1833992004394531,477125,909496,.1239423751831055,11318060,.1518974304199219,1913132,.3620462417602539,841226,-.1725635528564453,38594,.7818508148193359,1543804,403927,.2930917739868164,5564259,.0934200286865234,452714,.5399255752563477,20329,1.018028259277344,69601,290654,.4049873352050781,19139,.3893203735351563,500773,.0829849243164063,695729,.1166601181030273,240177,.0986261367797852,171653792,.0988063812255859,2009109,.16192626953125,1964257,-.4457502365112305,4488,31468652,.1081886291503906,231244,.3516149520874023,8703384,.2450895309448242,967386,.8870849609375,7012945,.3307638168334961,39554,.1497488021850586,1394036,.0934848785400391,969759,.2469043731689453,506913,.3320188522338867,63220,-1.792031288146973,1035651,.2786664962768555,3986653,.0055818557739258,367834,59484,.950343132019043,matched (3),455806.81,.77454299,111570.43,280707.56
201204,841620,627,3860,92339,04,0,0,1,0,0,0,0,0,0,0,0,1650801,.1263217926025391,954779,22506,-1.932034492492676,9196408,-.2012844085693359,64924,-.4850101470947266,1431618,.0172119140625,69814,-.4874553680419922,4282875,22318216,-.0694961547851563,440788,-.5000181198120117,443832,-.144923210144043,1864103,.0140581130981445,2100408,-.0796909332275391,301540,.3542242050170898,562307,-.4562454223632813,359105,671710,-.3030643463134766,10405469,-.0840682983398438,1910105,-.0015840530395508,727347,-.1454563140869141,12252,-1.147407531738281,923275,405457,.0037803649902344,4814223,-.1447896957397461,351754,-.2523288726806641,197027,2.271292686462402,17366,363724,.2242612838745117,13123,-.3773622512817383,422935,-.1689338684082031,782735,.117833137512207,327707,.3107433319091797,159213056,-.0752372741699219,1806224,-.1064529418945313,1307792,-.406773567199707,2317,25661844,-.2039852142333984,136634,-.5261678695678711,8617077,-.0099658966064453,895543,-.0771665573120117,5535557,-.2365655899047852,71511,.5921840667724609,1198066,-.1514949798583984,760724,-.2427768707275391,317906,-.4665842056274414,70930,.1150732040405273,861323,-.1843166351318359,1801420,-.7943763732910156,68839,34774,-.5368375778198242,matched (3),-46453.359,.77454299,148625.44,297385.78
201205,841620,628,3860,351047,05,0,0,0,1,0,0,0,0,0,0,0,1433195,-.1413545608520508,791141,10698,-.7437248229980469,11131865,.1909999847412109,66267,.0204744338989258,1624446,.1263618469238281,70202,.0055418014526367,4434496,25680428,.1403255462646484,723316,.4952821731567383,658351,.394291877746582,1888676,.0130958557128906,1860567,-.1212501525878906,495332,.4963254928588867,787150,.3363704681396484,474868,1028248,.4257850646972656,12132406,.1535472869873047,2704300,.3476848602294922,972442,.2904071807861328,33221,.997492790222168,1219610,272555,-.3971748352050781,4906102,.0189056396484375,284265,-.2130250930786133,148731,-.2812013626098633,40530,323053,-.1185789108276367,19388,.3902883529663086,491684,.1506175994873047,654114,-.1795120239257813,337632,.0298366546630859,160194384,.0061454772949219,2374758,.2736577987670898,1525711,.1541204452514648,6484,30713944,.1797103881835938,167241,.2021303176879883,9625702,.1106901168823242,960519,.0700435638427734,5896741,.0632076263427734,38127,-.6289281845092773,1312686,.0913677215576172,1058546,.3303813934326172,2147956,1.910516738891602,149593,.7462244033813477,1191999,.3249177932739258,2656167,.3883085250854492,91007,82003,.8578863143920898,matched (3),552909.94,.77454299,148884.5,297515.31
201206,841620,629,3860,229754,06,0,0,0,0,1,0,0,0,0,0,0,1650619,.1412439346313477,851711,85235,2.075355529785156,9509927,-.1574764251708984,92553,.3340892791748047,1160935,-.3359413146972656,42272,-.5072517395019531,4253404,24301560,-.0551872253417969,685841,-.0532007217407227,721798,.0920076370239258,1736625,-.0839319229125977,2100172,.1211376190185547,300157,-.5009231567382813,658442,-.1785421371459961,490527,644237,-.4675445556640625,12056920,-.0062408447265625,2535566,-.0644254684448242,831415,-.156682014465332,52492,.4574785232543945,1084965,231196,-.1645746231079102,5120008,.0426759719848633,256957,-.1009979248046875,353446,.8655910491943359,3274,310520,-.0395679473876953,14861,-.2659139633178711,446822,-.0956764221191406,555396,-.163599967956543,246917,-.3129043579101563,139219648,-.1403350830078125,2047063,-.1484899520874023,1875143,.2062244415283203,2004,31015176,.0097599029541016,89357,-.6267967224121094,9216184,-.0434741973876953,703474,-.3114433288574219,5513130,-.0672674179077148,22664,-.5201454162597656,1134405,-.1459674835205078,1007742,-.0491838455200195,796622,-.9918918609619141,202921,.3048992156982422,1065980,-.1117372512817383,3167920,.1761913299560547,184760,35624,-.8337364196777344,matched (3),560263.56,.77454299,137252.31,291868.06
201207,841620,630,3860,883085,07,0,0,0,0,0,1,0,0,0,0,0,1814150,.0944671630859375,1988170,78954,-.0765466690063477,11224652,.1657772064208984,132890,.3617410659790039,1310457,.1211509704589844,71323,.5230941772460938,4551689,29926154,.20819091796875,560767,-.2013406753540039,370189,-.6677322387695313,1683155,-.0312738418579102,2414163,.1393337249755859,147246,-.7122001647949219,693149,.0513687133789063,387099,668065,.0363187789916992,11738066,-.0268020629882813,3178170,.2258882522583008,764652,-.0837078094482422,51120,-.026484489440918,766829,316325,.3135042190551758,5788916,.1227893829345703,363838,.3478002548217773,179593,-.677037239074707,71624,411615,.2818403244018555,28333,.6452865600585938,560836,.2272682189941406,662900,.1769428253173828,221404,-.1090631484985352,162271072,.1532154083251953,2180133,.0629796981811523,1658331,-.1228733062744141,131869,31046726,.0010166168212891,159257,.5778799057006836,9230843,.0015888214111328,1282346,.6004152297973633,4037212,-.3115777969360352,57903,.9379911422729492,1370873,.1893396377563477,813250,-.2144289016723633,470225,-.5271692276000977,48583,-1.429543495178223,1474121,.3241672515869141,5432443,.5393133163452148,133776,53718,.4107284545898438,matched (3),970017.38,.77454299,142628.58,294434.53
201208,841620,631,3860,720092,08,0,0,0,0,0,0,1,0,0,0,0,1797561,-.0091867446899414,1056732,39683,-.6879425048828125,8592630,-.2672080993652344,40598,-1.185803413391113,1577330,.1853570938110352,50543,-.3443946838378906,2284849,22975150,-.2643184661865234,487668,-.1396703720092773,817746,.7925386428833008,1224112,-.3184547424316406,1614057,-.4026021957397461,123434,-.1763982772827148,439803,-.4549179077148438,184215,544608,-.2043190002441406,8055943,-.3764266967773438,1848261,-.5420598983764648,742646,-.0292015075683594,14113,-1.287079811096191,1116831,332924,.0511445999145508,4933631,-.1598701477050781,181013,-.6981401443481445,169780,-.0561895370483398,1069,330959,-.2180938720703125,24094,-.1620645523071289,380150,-.3888626098632813,660680,-.0033550262451172,164171,-.2990798950195313,90710048,-.5816001892089844,1597735,-.3107986450195313,1095034,-.4150266647338867,4166,22841832,-.3069000244140625,154243,-.0319900512695313,6537861,-.344940185546875,569886,-.811009407043457,2815523,-.3604068756103516,42812,-.3019504547119141,1328690,-.031254768371582,747075,-.0848731994628906,3209904,1.920784950256348,700402,2.668380737304688,763554,-.6578330993652344,3149238,-.5452280044555664,124343,51572,-.0407695770263672,matched (3),719664.75,.77454299,173644.63,310646.47
201209,841620,632,3860,579211,09,0,0,0,0,0,0,0,1,0,0,0,1634971,-.0948057174682617,517810,19954,-.6874933242797852,8590387,-.0002613067626953,264194,1.872964859008789,1346030,-.158574104309082,42640,-.1700315475463867,3587613,27552724,.1816883087158203,802806,.4984779357910156,550320,-.396052360534668,1045480,-.1577396392822266,2037264,.2328577041625977,68467,-.5893545150756836,457972,.0404806137084961,381272,646980,.1722488403320313,11745092,.3770256042480469,2721691,.3870077133178711,843674,.1275463104248047,13670,-.0318927764892578,510338,324893,-.024418830871582,5110603,.0352420806884766,308873,.5343608856201172,129922,-.2675695419311523,60991,418113,.2337570190429688,13196,-.6020488739013672,397235,.0439624786376953,539828,-.2020187377929688,149253,-.0952663421630859,144231024,.4637470245361328,1757407,.0952520370483398,997968,-.0928192138671875,46091,33890004,.3945274353027344,129402,-.1756048202514648,8711722,.2870588302612305,954068,.5152978897094727,5570813,.6823930740356445,30739,-.3312864303588867,1326520,-.0016345977783203,629636,-.1710243225097656,891240,-1.281382560729981,108203,-1.867645263671875,1080024,.3467550277709961,4556957,.3694944381713867,51659,31846,-.4820671081542969,matched (3),548720.63,.77454299,155286.56,300770.16
201210,841620,633,3860,1037495,10,0,0,0,0,0,0,0,0,1,0,0,2019998,.2114715576171875,1612999,110738,1.713737487792969,10591039,.2093639373779297,191830,-.3200740814208984,1721805,.2462139129638672,62424,.3811569213867188,5512445,32023942,.1503810882568359,896702,.1106109619140625,1106238,.6982202529907227,1559151,.3996658325195313,2809606,.3214359283447266,115090,.5193624496459961,1195411,.959437370300293,581092,1121044,.5497007369995117,13547649,.1427783966064453,3192977,.1597003936767578,965327,.1347007751464844,37466,1.008230209350586,787548,395427,.1964702606201172,6968156,.310032844543457,525452,.5313291549682617,426629,1.188980102539063,93207,587370,.3399028778076172,18843,.3562278747558594,573162,.3666400909423828,996393,.6128911972045898,238514,.468785285949707,147458464,.0221309661865234,2197558,.2235078811645508,1187269,.1736898422241211,39805,33960124,.0020675659179688,150291,.1496496200561523,9041725,.0371809005737305,1062596,.1077356338500977,4958050,-.1165285110473633,49540,.4772481918334961,1519013,.1355018615722656,1070057,.5303258895874023,181881,-1.589261054992676,210711,.666478157043457,1102758,.0208311080932617,8901428,.6695566177368164,61347,47913,.4084758758544922,matched (3),1039503.6,.77454299,161214.7,303873.25
201211,841620,634,3860,560297,11,0,0,0,0,0,0,0,0,0,1,0,1622977,-.2188348770141602,543371,56994,-.6642208099365234,10130182,-.0444889068603516,89485,-.7625389099121094,1134367,-.4172983169555664,40778,-.425806999206543,5274091,30943596,-.0343170166015625,632335,-.34930419921875,948317,-.1540307998657227,1542327,-.0108489990234375,2453886,-.135371208190918,105374,-.0881986618041992,863170,-.3256330490112305,524841,657576,-.5334558486938477,11387736,-.1736774444580078,2563052,-.2197551727294922,835613,-.1443014144897461,20564,-.5998916625976563,1370582,293552,-.2979106903076172,5674966,-.2052860260009766,346533,-.4162807464599609,265600,-.4739227294921875,34080,480388,-.2010602951049805,21716,.1419076919555664,447896,-.2466068267822266,640789,-.441441535949707,226632,-.0510997772216797,160835216,.0868339538574219,2010790,-.0888195037841797,1588595,.291193962097168,16278,36698572,.0775508880615234,189742,.2330913543701172,7923935,-.1319618225097656,1733284,.4893026351928711,4365544,-.1272697448730469,48852,-.0139846801757813,1538248,.0125837326049805,1281094,.1800022125244141,1074427,1.776189804077148,39497,-1.674263000488281,921724,-.1793241500854492,10666314,.1808795928955078,111533,46502,-.0298919677734375,matched (3),348798.81,.77454299,146757.08,296456.44
201212,841620,635,3860,29621,12,0,0,0,0,0,0,0,0,0,0,1,1470046,-.0989675521850586,303802,99533,.5575428009033203,8749733,-.1464958190917969,26068,-1.233362197875977,968756,-.1578178405761719,29339,-.3292255401611328,4315771,17551200,-.5670433044433594,593693,-.0630569458007813,367210,-.9487552642822266,1243219,-.2155885696411133,1614296,-.4187736511230469,6230,-2.828139305114746,835404,-.0326967239379883,337559,600934,-.0900754928588867,8213781,-.3267230987548828,1886895,-.3062658309936523,771255,-.0801458358764648,30049,.3792877197265625,1578820,361692,.2087383270263672,4991928,-.1282415390014648,160347,-.7706384658813477,295526,.1067647933959961,210,268799,-.5806303024291992,20978,-.0345754623413086,315318,-.3509798049926758,515222,-.2181024551391602,225528,-.0048837661743164,136975568,-.1605777740478516,1672708,-.1840839385986328,1251129,-.2388038635253906,224,26058504,-.3423938751220703,351670,.6170282363891602,5128945,-.4349880218505859,1422562,-.1975584030151367,3270357,-.2888431549072266,60662,.216522216796875,1162898,-.279728889465332,1152483,-.1057958602905273,643794,-.5121631622314453,98097,.9097328186035156,1757467,.6453828811645508,8144691,-.2697248458862305,44161,48237,.0366306304931641,matched (3),33296.832,.77454299,123967.27,285861.25
201301,841620,636,3860,316882,01,0,0,0,0,0,0,0,0,0,0,0,1690492,.1397256851196289,826600,78823,-.2332839965820313,11677961,.2886810302734375,133182,1.631008148193359,1503721,.4396858215332031,49222,.5174236297607422,2436621,18827062,.0701732635498047,1009385,.5307340621948242,1330845,1.287635803222656,1339140,.0743236541748047,1798534,.1080722808837891,161214,3.253355979919434,612723,-.310002326965332,367279,1058105,.5657501220703125,7905620,-.0382394790649414,1210772,-.4436740875244141,683945,-.1201419830322266,77926,.9529294967651367,1639008,432507,.1788053512573242,3827832,-.2655239105224609,203911,.2403440475463867,66161,-1.496665000915527,9551,242870,-.1014375686645508,25759,.2053098678588867,359580,.1313552856445313,698860,.3048524856567383,170643,-.2788705825805664,159148800,.1500358581542969,1672076,-.0003776550292969,772598,-.4820423126220703,7972,32796526,.2299785614013672,161626,-.7774085998535156,6164847,.1839628219604492,463976,-1.120381355285645,4800416,.3838033676147461,60266,-.0065498352050781,1154445,-.0072956085205078,943873,-.1996822357177734,1437257,.8031129837036133,173827,.5721035003662109,699908,-.920680046081543,2086463,-1.361896514892578,68727,64907,.2968292236328125,matched (3),489615.78,.77454299,137929.83,292187.28
