period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1162c826,growth1162c826,Y1199c484,growth1199c484,Y1485c376,Y1622c586,growth1622c586,Y1771c344,Y1888c826,growth1888c826,Y2049c68,growth2049c68,Y2108c620,growth2108c620,Y2160c752,growth2160c752,Y2224c344,Y2717c344,Y271c36,Y2789c208,growth2789c208,Y2871c344,Y2883c428,growth2883c428,Y2897c251,growth2897c251,Y2912c440,growth2912c440,Y3109c300,growth3109c300,Y3110c792,growth3110c792,Y3150c428,growth3150c428,Y3152c792,growth3152c792,Y3300c124,growth3300c124,Y3329c372,Y3487c124,growth3487c124,Y350c246,growth350c246,Y3674c124,growth3674c124,Y4194c442,Y4195c251,growth4195c251,Y4246c381,Y427c344,Y4299c688,growth4299c688,Y4342c600,growth4342c600,Y437c251,growth437c251,Y4389c428,growth4389c428,Y4437c600,Y4441c251,growth4441c251,Y4703c222,growth4703c222,Y4732c352,Y4755c428,growth4755c428,Y4808c268,growth4808c268,Y487c484,growth487c484,Y4925c484,growth4925c484,Y5024c124,growth5024c124,Y516c152,growth516c152,Y654c705,growth654c705,Y718c484,growth718c484,Y887c620,growth887c620,Y894c203,Y933c484,growth933c484,Y937c191,growth937c191,_merge,x,r2,s,sf
201109,293329,620,1292,1239712,09,0,0,0,0,0,0,0,1,0,0,0,1803814,.3804512023925781,202873,-1.078474044799805,420000,1471940,.0643129348754883,5028176,1440294,.0559921264648438,1543828,.1362066268920898,115225,3.886531829833984,55765,.3193750381469727,1887712,762075,653974,1038588,.0313205718994141,1867136,180812,-.4153013229370117,17289158,-.2674427032470703,6726,-.4478673934936523,97850,1.422443389892578,4483261,.4369897842407227,2279904,.0884923934936523,911570,.0452299118041992,5566603,.11138916015625,74144,456203,-.0675125122070313,149886,.6229476928710938,474319,-1.421650886535645,2271065,152743952,.2813625335693359,385767,52835,132720,1.487210273742676,95111,-1.775759696960449,1332192,-.1752071380615234,170042,1.490725517272949,1083557,20549300,.5925312042236328,918,-1.118030548095703,768699,1212963,.143733024597168,23725,-1.470904350280762,7130796,-.1949901580810547,3578621,.5024232864379883,127733,.062591552734375,6050553,.1543922424316406,17122,-.0242338180541992,24987,-.9611263275146484,2697568,2.766510009765625,500305,173151,-.7795600891113281,103282,.6747474670410156,matched (3),1479709,.80747455,374663.03,529349.63
201110,293329,621,1292,1482579,10,0,0,0,0,0,0,0,0,1,0,0,2476095,.3167800903320313,532568,.9651308059692383,1635000,1603331,.0855016708374023,5842104,1475766,.0243301391601563,1063209,-.3729734420776367,56258,-.7169389724731445,74300,.2869644165039063,5731421,794459,705412,1189133,.1353626251220703,1238148,182092,.007054328918457,12798019,-.3007888793945313,7542,.114506721496582,54988,-.5763206481933594,3214859,-.3325672149658203,1708216,-.2886838912963867,1030840,.1229610443115234,6090157,.0898895263671875,81164,670846,.3856019973754883,100602,-.3987026214599609,995674,.7415399551391602,2098663,156854576,.0265579223632813,13404,56252,62621,-.7511405944824219,271343,1.048338890075684,2215561,.5086803436279297,69921,-.8886795043945313,2176720,18270152,-.1175575256347656,6387,1.939822673797607,109611,1242660,.0241880416870117,17755,-.2898616790771484,18317968,.9434595108032227,5439990,.4187994003295898,159983,.2251253128051758,4773873,-.2369918823242188,18029,.0516176223754883,52247,.7376270294189453,790884,-1.226954460144043,654996,442973,.9393453598022461,63500,-.4864234924316406,matched (3),1183245.6,.80747455,212338.75,430030.72
201111,293329,622,1292,1147898,11,0,0,0,0,0,0,0,0,0,1,0,1421445,-.5550088882446289,1137952,.7592744827270508,960000,913715,-.5623197555541992,5228108,1090535,-.3025093078613281,961520,-.1005315780639648,39270,-.3594865798950195,52990,-.338007926940918,2351473,443004,612221,790532,-.4082736968994141,359953,71109,-.9402980804443359,10612586,-.1872501373291016,4775,-.4570932388305664,139600,.931666374206543,2981976,-.0751981735229492,1061868,-.4754199981689453,706347,-.3780221939086914,4938020,-.2097101211547852,71340,351038,-.6476449966430664,174656,.5516462326049805,655377,-.4182090759277344,1390561,147145264,-.0638999938964844,13258,125596,106074,.5270357131958008,120267,-.8136692047119141,1461188,-.4162559509277344,50310,-.3291616439819336,572882,18373844,.0056591033935547,10499,.4970149993896484,265013,1547189,.2191858291625977,16253,-.0883903503417969,8777122,-.7357330322265625,2044496,-.9786262512207031,148842,-.0721817016601563,3533829,-.300776481628418,16998,-.0588855743408203,80660,.434260368347168,2006239,.9308652877807617,561273,162097,-1.005314826965332,71665,.1209630966186523,matched (3),1160667.4,.80747455,213617.59,430663.59
201112,293329,623,1292,735960,12,0,0,0,0,0,0,0,0,0,0,1,777562,-.6032657623291016,1060347,-.0706338882446289,235000,834396,-.0908107757568359,4420793,1101986,.0104455947875977,825982,-.151942253112793,33265,-.1659555435180664,50436,-.0493974685668945,2782631,1063280,563861,707818,-.1105194091796875,1556270,32674,-.7776346206665039,12733972,.1822319030761719,4521,-.0546607971191406,224241,.4739398956298828,1921107,-.4396839141845703,708928,-.4040307998657227,591789,-.1769571304321289,4770631,-.0344858169555664,28256,345265,-.0165824890136719,163341,-.0669784545898438,1402859,.7610569000244141,2417964,173899104,.1670551300048828,13139,79834,82799,-.2477207183837891,216725,.5889148712158203,1571517,.0727920532226563,292272,1.759480476379395,890585,13626163,-.2989368438720703,3396,-1.128681182861328,158457,962867,-.4742794036865234,74111,1.51728630065918,12754576,.3737411499023438,1740992,-.1606960296630859,138397,-.072758674621582,3806926,.0744400024414063,26657,.449955940246582,45553,-.5713663101196289,164282,-2.502432823181152,237762,228072,.3414669036865234,59858,-.180027961730957,matched (3),1204776.1,.80747455,186173.31,417730.97
201201,293329,624,1292,863309,01,0,0,0,0,0,0,0,0,0,0,0,1309098,.520930290222168,254116,-1.428560256958008,343000,1718911,.7227382659912109,4216795,1190461,.0772266387939453,710822,-.150151252746582,154917,1.538383483886719,49736,-.0139760971069336,1364795,690510,440003,999879,.3454475402832031,1681318,1896452,4.061160087585449,16321534,.2482128143310547,5091,.1187410354614258,55853,-1.389998435974121,3967522,.7252397537231445,546027,-.2610855102539063,755696,.2444896697998047,5187707,.0838136672973633,56213,610772,.5704116821289063,251028,.4297246932983398,149158,-2.24126148223877,3627570,158715168,-.0913639068603516,84308,75693,132831,.4726619720458984,285951,.277191162109375,1261941,-.219390869140625,186616,-.4486312866210938,427289,19874256,.3774337768554688,6807,.6953525543212891,34787,1484747,.4330844879150391,14480,-1.632795333862305,15497342,.1947784423828125,1932056,.1041297912597656,149273,.0756502151489258,3952381,.0374965667724609,26228,-.0162248611450195,110915,.8898868560791016,1015416,1.821469306945801,92710,71241,-1.163593292236328,3496,-2.840354919433594,matched (3),872730.38,.80747455,280552.44,467491.53
201202,293329,625,1292,1050453,02,1,0,0,0,0,0,0,0,0,0,0,774752,-.5245513916015625,898566,1.263009071350098,1212000,673301,-.9372539520263672,3470420,1398699,.1612024307250977,878736,.2120628356933594,84594,-.6050262451171875,75112,.4122514724731445,2146368,746957,717360,1204918,.1865320205688477,1690126,2070461,.0877866744995117,15558710,-.0478649139404297,10387,.7130804061889648,127043,.821803092956543,2057175,-.6568078994750977,406726,-.2945280075073242,570319,-.2814435958862305,5825996,.1160383224487305,340260,328451,-.6203365325927734,219161,-.1357583999633789,778545,1.652420043945313,2669079,122034432,-.2628078460693359,9733,55495,95265,-.3324155807495117,28559,-2.303848266601563,1517652,.1845130920410156,452211,.8850955963134766,1185702,18297652,-.0826530456542969,5364,-.2382411956787109,40385,1380249,-.0729808807373047,3716,-1.36012077331543,9293872,-.5113124847412109,2145483,.1047801971435547,146872,-.0162153244018555,4583595,.1481657028198242,13847,-.638758659362793,13804,-2.083805084228516,1148244,.1229352951049805,434382,220224,1.12857723236084,16972,1.579944610595703,matched (3),1367225.8,.80747455,242639.2,445771.72
201203,293329,626,1292,1690675,03,0,1,0,0,0,0,0,0,0,0,0,1393829,.5872669219970703,1282160,.3555011749267578,1268000,1071542,.4646615982055664,5769000,1480813,.0570487976074219,1135623,.2564516067504883,146420,.5486164093017578,87483,.1524639129638672,997701,820011,956423,468741,-.9441156387329102,1543218,2269164,.0916404724121094,16362679,.0503826141357422,2679,-1.355111122131348,208985,.497736930847168,4271946,.7307357788085938,687965,.5255975723266602,745154,.26739501953125,8338647,.3585710525512695,336507,521430,.4621877670288086,286132,.2666473388671875,509457,-.4240808486938477,2309000,151214416,.2143955230712891,39035,52741,96514,.013026237487793,209622,1.99333381652832,2132450,.3401079177856445,743885,.4977378845214844,1798282,22849504,.2221584320068359,2506,-.7610220909118652,286909,1376659,-.0026044845581055,39966,2.375381469726563,15275459,.4968910217285156,2225801,.0367517471313477,100184,-.3825531005859375,3823134,-.1814136505126953,15215,.0942134857177734,124921,2.202722549438477,1113149,-.0310401916503906,429772,426672,.6613702774047852,1573,-2.378580093383789,matched (3),1651521.6,.80747455,195144.94,421805.88
201204,293329,627,1292,1605280,04,0,0,1,0,0,0,0,0,0,0,0,1046659,-.2864513397216797,1096353,-.1565570831298828,815000,678149,-.4574871063232422,4822405,1290258,-.1377496719360352,726137,-.4471979141235352,99930,-.3820095062255859,35985,-.8883428573608398,243611,272077,801466,419670,-.1105823516845703,517436,1775627,-.2452583312988281,14345922,-.1315364837646484,4779,.5787878036499023,75681,-1.015735626220703,3522070,-.1930208206176758,699754,.0169906616210938,697707,-.065791130065918,5376182,-.4389228820800781,61222,476285,-.0905590057373047,274678,-.0408544540405273,829506,.4874849319458008,1757061,118380160,-.2447986602783203,16071,49155,89563,-.0747461318969727,43827,-1.565055847167969,1602908,-.2854528427124023,989543,.2853565216064453,1272968,17893580,-.2444877624511719,1836,-.311098575592041,36044,1205777,-.1325349807739258,14798,-.9935369491577148,5735473,-.9795770645141602,2637599,.1697521209716797,125866,.2282094955444336,4730943,.2130546569824219,11427,-.2863035202026367,51723,-.8817787170410156,174407,-1.853556632995606,707142,356202,-.1805171966552734,25056,2.768129348754883,matched (3),1154173.8,.80747455,185206.2,417300.84
201205,293329,628,1292,1237684,05,0,0,0,1,0,0,0,0,0,0,0,881900,-.1712799072265625,665173,-.4996967315673828,359000,611859,-.1028652191162109,5067734,1590318,.2090921401977539,700536,-.0358924865722656,30342,-1.191937446594238,56297,.4475393295288086,2140227,268627,508457,519860,.2140913009643555,349721,2118427,.1765203475952148,13369851,-.070465087890625,4030,-.1704654693603516,60147,-.2297353744506836,3915302,.1058435440063477,790859,.1223917007446289,1314138,.6331367492675781,6701694,.2203817367553711,117509,760019,.4673271179199219,260653,-.0524091720581055,704586,-.1632204055786133,1164195,96452720,-.2048473358154297,15385,39096,60441,-.3932743072509766,644133,2.687655448913574,1359420,-.1647605895996094,850185,-.1517887115478516,1113613,20247904,.1236095428466797,356,-1.640413761138916,38393,844313,-.3563566207885742,10440,-.3488473892211914,4382654,-.2690153121948242,2445635,-.0755643844604492,120741,-.0415706634521484,4590408,-.030156135559082,11435,.0006999969482422,45859,-.120330810546875,491027,1.035107612609863,700211,228133,-.4455699920654297,12302,-.7113523483276367,matched (3),1184398.5,.80747455,230477.95,439270.69
201206,293329,629,1292,1352538,06,0,0,0,0,1,0,0,0,0,0,0,1173160,.2853775024414063,857767,.2542848587036133,869000,1289635,.7456130981445313,4874112,1663395,.044926643371582,1591786,.820765495300293,52366,.5457248687744141,70759,.2286386489868164,1936496,881396,356771,838503,.4780588150024414,1242280,2369199,.1118783950805664,16330109,.2000083923339844,8527,.7494716644287109,59110,-.0173921585083008,3989813,.0188522338867188,883870,.1111898422241211,1120679,-.1592464447021484,5257956,-.2426176071166992,95424,618007,-.206843376159668,259226,-.0054893493652344,519247,-.3052301406860352,1482778,147392144,.4240436553955078,115552,27572,149952,.9086475372314453,77825,-2.113443374633789,1932637,.3518266677856445,906499,.0641355514526367,340374,20869894,.0302562713623047,1933,1.691897392272949,69844,1218174,.3665847778320313,8058,-.2589788436889648,7985817,.6000127792358398,1800926,-.3060035705566406,124157,.0278997421264648,4058766,-.1230897903442383,21196,.6171340942382813,55599,.1925935745239258,544590,.1035337448120117,763209,181292,-.2298192977905273,22036,.582916259765625,matched (3),1225765.6,.80747455,200165.2,424151.81
201207,293329,630,1292,1759860,07,0,0,0,0,0,1,0,0,0,0,0,999532,-.1601686477661133,1664304,.6628303527832031,1164000,1211863,-.0622005462646484,5351022,1329043,-.2244014739990234,1837604,.1436061859130859,118501,.8166637420654297,73335,.0357580184936523,1336237,942926,525000,704942,-.1735029220581055,1324810,3176009,.2930736541748047,19991424,.2022933959960938,11584,.3063869476318359,82229,.330108642578125,4431092,.1049013137817383,567043,-.4438743591308594,859127,-.265772819519043,6575463,.223602294921875,166812,1270200,.7204294204711914,194837,-.2855377197265625,1237542,.8685026168823242,1961792,135913712,-.0810756683349609,36029,69845,60993,-.8995561599731445,509903,1.879757881164551,1989062,.028778076171875,889640,-.018773078918457,983393,26240416,.2289924621582031,46001,3.169590473175049,71206,2573567,.7479400634765625,40166,1.606354713439941,8617679,.0761480331420898,1838779,.0208005905151367,137917,.1051054000854492,5413203,.2879619598388672,10344,-.7174062728881836,67806,.1984853744506836,1061366,.6672792434692383,992916,436623,.8789606094360352,23610,.0689926147460938,matched (3),1382394,.80747455,182034.69,415902.97
201208,293329,631,1292,732427,08,0,0,0,0,0,0,1,0,0,0,0,990896,-.0086774826049805,817420,-.7110090255737305,430000,907423,-.2893056869506836,5038538,1211161,-.0928802490234375,726167,-.9284381866455078,11270,-2.352776527404785,53308,-.3189516067504883,1992654,661412,624240,1111424,.4552822113037109,1002782,1894591,-.5166225433349609,16075546,-.2180042266845703,10862,-.0643539428710938,45892,-.5832176208496094,4240855,-.0438804626464844,529045,-.069361686706543,738906,-.1507463455200195,3476461,-.6373300552368164,21115,3211,-5.9803466796875,75020,-.9544086456298828,1949057,.4542179107666016,1790771,105084200,-.2572593688964844,102932,37473,90764,.3975038528442383,462350,-.0978975296020508,1245357,-.4682407379150391,1301478,.3804388046264648,961921,12961745,-.7052993774414063,8303,-1.712046623229981,38804,1115854,-.8356723785400391,15267,-.9673271179199219,9411483,.0881156921386719,1766381,-.0401687622070313,58382,-.859644889831543,4958061,-.0878267288208008,7013,-.3886404037475586,58905,-.1407241821289063,1140864,.0722284317016602,838240,201969,-.7709550857543945,2256,-2.348076820373535,matched (3),911241.75,.80747455,179752.67,414909.25
201209,293329,632,1292,1083675,09,0,0,0,0,0,0,0,1,0,0,0,1157045,.1550149917602539,293980,-1.022642135620117,166000,1310523,.3675727844238281,5418988,793127,-.4233512878417969,975066,.2947254180908203,87622,2.050888061523438,80368,.4105300903320313,3154715,704512,682249,828595,-.293665885925293,1355955,2913117,.4302206039428711,15628520,-.0282020568847656,5722,-.6409521102905273,73734,.4741735458374023,3173814,-.2898311614990234,418294,-.234889030456543,1012217,.314727783203125,4953343,.3540477752685547,91966,925913,5.66419792175293,200502,.9830694198608398,645205,-1.105532646179199,2052035,113162896,.074066162109375,15467,82491,158916,.5601129531860352,70270,-1.883977890014648,1174160,-.0588693618774414,1887684,.3718500137329102,698194,12475184,-.0382595062255859,13022,.4500236511230469,83038,1129008,.01171875,18229,.1773204803466797,11003833,.1563129425048828,1277953,-.3236732482910156,87457,.404139518737793,3916426,-.235835075378418,12807,.6022262573242188,43838,-.2954254150390625,658258,-.5499439239501953,663102,357844,.5719823837280273,32090,2.654951095581055,matched (3),923596.81,.80747455,187223.8,418200.22
201210,293329,633,1292,1338616,10,0,0,0,0,0,0,0,0,1,0,0,1336860,.1444540023803711,525650,.5811243057250977,739000,2024251,.4347734451293945,4951262,1736797,.7838144302368164,1065690,.0888729095458984,61729,-.3502788543701172,102508,.2433242797851563,6482236,253216,686280,702399,-.1652307510375977,968502,2070202,-.3415775299072266,14976926,-.0425853729248047,10912,.6455440521240234,162058,.7874898910522461,2211933,-.3610677719116211,573264,.3151617050170898,578426,-.5595884323120117,6404254,.2568998336791992,126307,2115876,.8264436721801758,284922,.3513917922973633,1217379,.6348876953125,2090047,121490000,.0710048675537109,100315,104995,120497,-.2767515182495117,486592,1.935081481933594,2116890,.5893945693969727,1534261,-.207301139831543,837765,16125540,.2566623687744141,10893,-.1785202026367188,83999,1532735,.3057146072387695,65965,1.286110877990723,17761452,.4787864685058594,2341969,.6057329177856445,186230,.7558355331420898,5315426,.3054342269897461,15985,.2216587066650391,74723,.5332870483398438,1060737,.4771223068237305,1644338,275133,-.2628421783447266,87527,1.003402709960938,matched (3),1828961.9,.80747455,247981.34,448701.91
201211,293329,634,1292,943051,11,0,0,0,0,0,0,0,0,0,1,0,1140848,-.1585512161254883,800639,.4207744598388672,1359000,1764533,-.1373138427734375,4435908,1320121,-.2743186950683594,1383686,.2611284255981445,10058,-1.814385414123535,101277,-.0120811462402344,3236698,316400,518544,606662,-.1465291976928711,523373,2046832,-.0113525390625,10703965,-.3358974456787109,12566,.1411323547363281,72055,-.8105239868164063,2570458,.1502180099487305,555348,-.0317516326904297,1058323,.604130744934082,6965820,.0840530395507813,83308,920235,-.8325948715209961,222976,-.2451515197753906,316729,-1.346408843994141,2520445,123383552,.0154647827148438,5939,76348,155121,.2525806427001953,239070,-.7106695175170898,2121456,.0021553039550781,2312359,.4102191925048828,1381528,14333058,-.1178359985351563,7355,-.3927402496337891,58034,1363502,-.1169977188110352,22490,-1.076053619384766,11711080,-.4164943695068359,1996796,-.1594486236572266,113897,-.4916877746582031,4727376,-.1172428131103516,13378,-.17803955078125,81027,.0809946060180664,1048046,-.0120363235473633,775004,470811,.5372018814086914,95223,.0842742919921875,matched (3),876234.5,.80747455,208670.36,428231.22
201212,293329,635,1292,537098,12,0,0,0,0,0,0,0,0,0,0,1,1011289,-.1205463409423828,533840,-.4053134918212891,280000,2758459,.4467868804931641,4799037,1117319,-.1667909622192383,753704,-.6075067520141602,47140,1.544754028320313,67342,-.4080753326416016,2252272,248575,496611,450694,-.2971830368041992,985239,2138321,.0437278747558594,12736577,.1738643646240234,3581,-1.255352973937988,72039,-.0002222061157227,4018557,.44683837890625,184404,-1.102465629577637,811121,-.2660236358642578,3685320,-.63665771484375,9761,394129,-.8479509353637695,187447,-.1735677719116211,2150,-4.992578983306885,2248614,172339152,.33416748046875,49227,87058,129236,-.1825647354125977,106526,-.8083677291870117,1864880,-.12890625,1203700,-.6528682708740234,1022423,13201573,-.0822315216064453,4357,-.5235958099365234,167251,1419995,.0405969619750977,14284,-.4539308547973633,10827062,-.0784873962402344,2114710,.0573740005493164,106976,-.0626907348632813,4423302,-.0664844512939453,11449,-.1557092666625977,34700,-.8480424880981445,1125768,.071537971496582,425876,303424,-.4393253326416016,51625,-.6122159957885742,matched (3),405896.88,.80747455,218212.83,432961.31
201301,293329,636,1292,1484203,01,0,0,0,0,0,0,0,0,0,0,0,955669,-.0565690994262695,658558,.209956169128418,661000,2298823,-.1822748184204102,5829583,1305894,.1559553146362305,618225,-.1981468200683594,72859,.4354038238525391,95240,.3466157913208008,1793200,678753,618961,668280,.3939180374145508,1308416,2264016,.0571184158325195,13881150,.0860538482666016,9282,.9524354934692383,185667,.946746826171875,5377162,.2912378311157227,493579,.984553337097168,705700,-.1392269134521484,6288137,.5343074798583984,36735,770008,.6697225570678711,229932,.2042875289916992,1079280,6.218581676483154,2136202,174137328,.0103797912597656,55092,105668,186134,.3648262023925781,131941,.2139663696289063,2100195,.1188335418701172,1282090,.0630912780761719,1254711,18329534,.3281764984130859,4542,.0415830612182617,164169,1619131,.1312370300292969,13963,-.0227289199829102,6741870,-.4737110137939453,2115984,.0006017684936523,127055,.1720161437988281,3824639,-.1454219818115234,19062,.5097951889038086,77055,.7977790832519531,1533890,.3093414306640625,417305,214384,-.3473625183105469,25830,-.6924686431884766,matched (3),1615597.5,.80747455,244891.59,447001.72
201302,293329,637,1292,1080066,02,1,0,0,0,0,0,0,0,0,0,0,633058,-.4118499755859375,210266,-1.141679763793945,356000,1429019,-.4754095077514648,3010027,1199669,-.0848417282104492,252549,-.8952474594116211,84023,.1425647735595703,87450,-.0853328704833984,772614,168010,521551,390270,-.5378684997558594,1188954,2050094,-.0992546081542969,14481330,.042327880859375,6263,-.3934183120727539,76842,-.8822031021118164,6150798,.1344213485717773,579514,.1605072021484375,967680,.3157110214233398,5279877,-.1747627258300781,13764,569760,-.3011856079101563,389707,.5276117324829102,266443,-1.398889541625977,2035121,96165600,-.5937728881835938,28722,27777,59658,-1.137838363647461,105666,-.2220726013183594,1944429,-.077061653137207,1252654,-.0232267379760742,553703,20057670,.0900974273681641,3602,-.2318782806396484,81422,1286344,-.2300853729248047,7383,-.6372308731079102,4646303,-.3722658157348633,2317572,.0910005569458008,107696,-.1653079986572266,3788481,-.0094995498657227,12732,-.4035787582397461,70833,-.0841941833496094,675376,-.8202924728393555,296554,162746,-.275578498840332,31242,.1902265548706055,matched (3),1730871,.80747455,206914.3,427378.28
201303,293329,638,1292,1407644,03,0,1,0,0,0,0,0,0,0,0,0,391703,-.4800586700439453,53056,-1.377024650573731,257000,1701209,.1743507385253906,4291032,316482,-1.332534790039063,766857,1.110694885253906,64559,-.2635116577148438,107624,.2075767517089844,2150438,318214,514614,406746,.0413503646850586,1504873,2400212,.1576719284057617,14301379,-.0125045776367188,8380,.2911891937255859,76563,-.0036373138427734,4512142,-.309809684753418,863966,.3993434906005859,1185439,.2029666900634766,5307662,.0052490234375,10257,489787,-.1512451171875,261943,-.3972682952880859,182153,-.3803129196166992,2319474,107420640,.1106815338134766,15492,80607,89371,.4041681289672852,336903,1.159512519836426,1880260,-.0335588455200195,1287619,.0275297164916992,634557,22937956,.1341819763183594,683,-1.662749290466309,30584,1444781,.1161527633666992,14961,.7062664031982422,8137843,.5604534149169922,1787031,-.2599649429321289,151962,.3443183898925781,4512685,.1749277114868164,28095,.791473388671875,78509,.1028881072998047,1006635,.3990983963012695,629882,286648,.5660648345947266,3500,-2.189000129699707,matched (3),708104.25,.80747455,194491.42,421503.94
201304,293329,639,1292,1582553,04,0,0,1,0,0,0,0,0,0,0,0,1319751,1.214694976806641,474473,2.190855979919434,620000,2920679,.5404767990112305,5135397,1418596,1.500156402587891,1264946,.5004844665527344,135064,.7381696701049805,79435,-.3037042617797852,3884178,435337,646304,537735,.2791767120361328,481755,2455195,.022648811340332,16343688,.1334857940673828,1861,-1.504734516143799,71909,-.0627126693725586,4252798,-.0591955184936523,1174777,.3073005676269531,1222841,.0310640335083008,6252948,.1639013290405273,20511,533463,.0854196548461914,253177,-.0340385437011719,627910,1.237549781799316,1995764,135989872,.2358264923095703,22900,71272,151832,.5299777984619141,110355,-1.116092681884766,2770244,.3875255584716797,2796625,.7756185531616211,1477872,23718392,.0334587097167969,4438,1.871463775634766,113819,1392417,-.0369157791137695,35259,.857274055480957,9026936,.1036882400512695,2426102,.3057308197021484,124834,-.1966457366943359,4385841,-.0285110473632813,19228,-.3792247772216797,95644,.1974201202392578,1055491,.0473928451538086,695583,403487,.3418893814086914,20591,1.772090911865234,matched (3),1736463.8,.80747455,193635.25,421109.56
201305,293329,640,1292,1438777,05,0,0,0,1,0,0,0,0,0,0,0,991368,-.2861127853393555,794274,.5152244567871094,1290000,2495964,-.1571407318115234,4283679,1256675,-.1211986541748047,784566,-.4776544570922852,24702,-1.698864936828613,12568,-1.843785285949707,2674748,139687,600981,328081,-.494105339050293,566569,1564746,-.4504823684692383,16183504,-.0098495483398438,11970,1.861289501190186,51217,-.339329719543457,6305310,.3938150405883789,898827,-.2677431106567383,1136408,-.0733041763305664,5109408,-.2019691467285156,481134,533171,-.0005474090576172,412343,.487767219543457,548787,-.1346864700317383,1529277,103240288,-.2755203247070313,72388,94047,85430,-.5750770568847656,50891,-.7740163803100586,1756140,-.4558172225952148,1533389,-.6009330749511719,654533,23517114,-.0085220336914063,10639,.8743228912353516,43159,1406622,.0101499557495117,12748,-1.017346382141113,8052223,-.1142654418945313,2933342,.1898565292358398,115656,-.0763645172119141,5886514,.2942829132080078,15060,-.2443246841430664,71099,-.2965602874755859,468254,-.8127498626708984,523162,226159,-.5789060592651367,34320,.5108737945556641,matched (3),1724609.3,.80747455,175700.31,413169.78
201306,293329,641,1292,772551,06,0,0,0,0,1,0,0,0,0,0,0,835698,-.1708183288574219,792567,-.0021514892578125,666000,1409981,-.5710983276367188,4425295,1264881,.0065088272094727,1383179,.5670099258422852,53921,.7806358337402344,6367,-.6800260543823242,1528575,708719,372416,346251,.0539035797119141,1061427,1558855,-.0037717819213867,16355639,.0105800628662109,6524,-.6069154739379883,94669,.6143150329589844,5630468,-.1131992340087891,936989,.0415811538696289,1040904,-.0877828598022461,4218515,-.1916007995605469,3205,324096,-.497802734375,383623,-.0721960067749023,112615,-1.583735466003418,1305564,118126048,.1346931457519531,12925,25385,21180,-1.39463996887207,279315,1.702653884887695,2801752,.4671268463134766,2366115,.4337692260742188,728794,17041480,-.3220787048339844,2189,-1.581081390380859,33272,1114179,-.2330732345581055,53643,1.436976432800293,4249128,-.6392345428466797,4809692,.4944906234741211,76443,-.4140748977661133,3153470,-.6241607666015625,14867,-.0128984451293945,91810,.2556486129760742,662176,.3465204238891602,594872,188557,-.1818380355834961,19922,-.5439033508300781,matched (3),931597.13,.80747455,252709.44,451332.16
201307,293329,642,1292,1559344,07,0,0,0,0,0,1,0,0,0,0,0,88977,-2.239889144897461,1066442,.2968053817749023,0,2529084,.5842809677124023,4895409,2010476,.4633932113647461,1184769,-.1548366546630859,60312,.1120109558105469,6644,.0425863265991211,2284505,1059691,599926,610339,.5668506622314453,1088817,2138655,.3162250518798828,20917288,.2460041046142578,11378,.5561933517456055,83526,-.1252288818359375,6234279,.1018705368041992,1560180,.5098848342895508,1253561,.1858987808227539,5322797,.2325162887573242,25021,365202,.119410514831543,210601,-.5996942520141602,385086,1.2294921875,4076185,134464272,.1295452117919922,31235,96843,275162,2.564302444458008,63602,-1.479695320129395,2619021,-.0674448013305664,1157322,-.7151403427124023,822463,26138012,.4277400970458984,7548,1.237837791442871,221586,1426630,.247197151184082,32862,-.4900341033935547,9794123,.8350696563720703,8918481,.6174917221069336,93191,.1981058120727539,4388278,.3304338455200195,15068,.0134296417236328,62246,-.3886270523071289,808449,.1995859146118164,531520,297329,.4554386138916016,28277,.350224494934082,matched (3),1814236.9,.80747455,246972.48,448145.13
201308,293329,643,1292,1451912,08,0,0,0,0,0,0,1,0,0,0,0,333365,1.320859909057617,677645,-.4534587860107422,1392000,2418964,-.0445184707641602,4781079,1274541,-.455784797668457,765245,-.4371070861816406,40272,-.403874397277832,10093,.4181280136108398,2138082,954646,563396,852306,.3339309692382813,990207,2776121,.2608776092529297,16291373,-.2499408721923828,7974,-.3554954528808594,33429,-.9157342910766602,5671937,-.0945320129394531,1088784,-.3597402572631836,1098223,-.1322956085205078,5157841,-.0314807891845703,21907,471735,.2559671401977539,178940,-.1629152297973633,455148,.1671552658081055,1160576,117606072,-.1339569091796875,17902,70382,43275,-1.849784851074219,398889,1.836038589477539,1863120,-.3405475616455078,646217,-.582728385925293,1084413,12475290,-.7396411895751953,789,-2.25827169418335,96481,1464981,.0265264511108398,14750,-.8010740280151367,5279768,-.6179008483886719,3125452,-1.048545837402344,165042,.5715484619140625,4310483,-.0178871154785156,11499,-.2703132629394531,107282,.5443658828735352,713122,-.1254653930664063,443900,288328,-.0307407379150391,24644,-.1375160217285156,matched (3),1518650.3,.80747455,198290.42,423270.31
