period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1029c428,growth1029c428,Y1128c826,growth1128c826,Y1155c616,growth1155c616,Y1156c484,growth1156c484,Y1161c705,growth1161c705,Y1321c620,growth1321c620,Y1365c152,Y1498c586,growth1498c586,Y1525c600,growth1525c600,Y1770c586,growth1770c586,Y1781c124,growth1781c124,Y1851c440,growth1851c440,Y1901c703,growth1901c703,Y2046c428,growth2046c428,Y2116c757,growth2116c757,Y2308c344,Y2375c703,growth2375c703,Y2381c372,Y2504c124,growth2504c124,Y2509c348,growth2509c348,Y2554c208,growth2554c208,Y2638c352,growth2638c352,Y2669c807,Y2854c703,growth2854c703,Y3092c440,growth3092c440,Y3133c124,growth3133c124,Y3426c36,Y3775c600,growth3775c600,Y3886c484,growth3886c484,Y3987c600,growth3987c600,Y399c124,growth399c124,Y4022c68,growth4022c68,Y4041c616,growth4041c616,Y4254c152,growth4254c152,Y428c152,growth428c152,Y4405c372,growth4405c372,Y4457c600,growth4457c600,Y4470c586,growth4470c586,Y4489c36,Y4638c586,growth4638c586,Y4641c68,Y4839c68,growth4839c68,Y4886c246,growth4886c246,Y4961c376,Y4989c440,growth4989c440,Y4998c36,Y581c124,growth581c124,Y612c600,growth612c600,Y612c826,growth612c826,Y741c208,growth741c208,_merge,x,r2,s,sf
201109,841319,620,3833,2008745,09,0,0,0,0,0,0,0,1,0,0,0,23165,3.292303562164307,33342,-.9019851684570313,148345,.0460052490234375,302143,-.7015361785888672,31398,.3893527984619141,19094,.7020902633666992,8995,2133527,.4251909255981445,240102,.1451082229614258,302800,.5225019454956055,6605355,-.2721004486083984,325195,.083770751953125,104298,-.1565465927124023,14472,-1.911137580871582,50717,.6127662658691406,400400,80884,2.881853103637695,3862,100293,.2592897415161133,446506,-.0379295349121094,849031,-.1827764511108398,52749,.7885751724243164,69619,70957,.1873369216918945,52683,1.060401916503906,299377,.2697429656982422,5345253,439277,.5442075729370117,4851517,-.2736692428588867,8860409,-.0070867538452148,1265316,.4609699249267578,391512,2.179618835449219,1091578,.3405523300170898,2381966,.1848602294921875,1563451,-.245213508605957,1156809,.7152633666992188,11755,.7064208984375,234805,-1.603601455688477,1306626,29494,-.2042636871337891,112180,24602,.4096403121948242,622652,.3481254577636719,372000,298595,-.1057310104370117,121619,11025360,-.1632556915283203,223186,.2583274841308594,10181744,-.0273094177246094,134795,1.223462104797363,matched (3),2175038.8,.87494093,136065.75,248387.84
201110,841319,621,3833,1170819,10,0,0,0,0,0,0,0,0,1,0,0,25950,.1135292053222656,95632,1.053689956665039,89754,-.5024681091308594,287517,-.0496187210083008,24889,-.2323188781738281,25549,.291224479675293,2443,1666617,-.2469806671142578,181785,-.2782392501831055,55518,-1.696365356445313,6522030,-.0126953125,216092,-.4087209701538086,71148,-.3824901580810547,1426,-2.317342758178711,42993,-.1652240753173828,1001273,53947,-.4050140380859375,1391,89709,-.1115245819091797,371926,-.1827573776245117,726267,-.1561775207519531,65495,.2164287567138672,53103,37075,-.6491308212280273,50975,-.0329580307006836,272321,-.094721794128418,4043413,408895,-.0716714859008789,4787511,-.0132808685302734,2556034,-1.243136405944824,1512614,.1785173416137695,81650,-1.567574501037598,1007415,-.0802373886108398,994390,-.8735513687133789,4596301,1.07835578918457,1062685,-.0848665237426758,2800,-1.434659481048584,129643,-.5939702987670898,1039227,27178,-.0817794799804688,60050,19803,-.2169942855834961,486769,-.2461986541748047,235000,261395,-.1330547332763672,54169,10408271,-.0575962066650391,94176,-.8628396987915039,8395574,-.1928911209106445,58100,-.8415889739990234,matched (3),1321141.6,.87494093,101645.24,231331.78
201111,841319,622,3833,1610028,11,0,0,0,0,0,0,0,0,0,1,0,27185,.0464935302734375,47660,-.6964149475097656,436937,1.58271598815918,633927,.7906513214111328,45354,.6000728607177734,20630,-.2138519287109375,3651,2427060,.375885009765625,205339,.1218376159667969,132481,.8697319030761719,6846295,.0485219955444336,216700,.0028095245361328,306596,1.460768699645996,2018,.347233772277832,69649,.4824304580688477,642468,86175,.4683780670166016,10755,81858,-.0915851593017578,325154,-.1343965530395508,906273,.2214231491088867,23578,-1.021659851074219,68629,9760,-1.334650993347168,43259,-.1641302108764648,133996,-.709172248840332,3686509,563682,.3210315704345703,7375504,.4321537017822266,5978085,.8496437072753906,1716186,.1262645721435547,121279,.3956518173217773,1128533,.1135311126708984,2102718,.7488565444946289,2131229,-.7685527801513672,2824734,.9776153564453125,6002,.7624735832214356,233492,.5883626937866211,734041,28033,.0309743881225586,109941,34645,.5593194961547852,411153,-.1688241958618164,899000,292487,.1123876571655273,166896,12573088,.1889572143554688,238729,.9301633834838867,7404107,-.1256704330444336,64242,.1004915237426758,matched (3),1672446,.87494093,109970.91,235108.98
201112,841319,623,3833,1314978,12,0,0,0,0,0,0,0,0,0,0,1,21886,-.2168178558349609,53952,.1240024566650391,167487,-.9588832855224609,526656,-.1853857040405273,27212,-.5108404159545898,11627,-.5734167098999023,3285,1854852,-.2688760757446289,202590,-.0134773254394531,250888,.6385679244995117,5805054,-.16497802734375,144783,-.4032773971557617,97327,-1.147455215454102,856,-.8575921058654785,4409,-2.759819984436035,483835,17620,-1.587346076965332,281,89117,.0849637985229492,59661,-1.695619583129883,1264182,.3328399658203125,36240,.4298496246337891,58864,8276,-.1649322509765625,35317,-.2028408050537109,92367,-.372039794921875,927861,161017,-1.25298023223877,4899881,-.4089536666870117,3258272,-.606903076171875,1503049,-.1326084136962891,101234,-.1806583404541016,1288700,.1327152252197266,1277194,-.498565673828125,682169,-1.139176368713379,2745702,-.0283775329589844,10252,.5353803634643555,155167,-.4086456298828125,485172,36245,.2569189071655273,84599,11251,-1.124695777893066,524827,.2441034317016602,1901000,210346,-.3296670913696289,57220,10770939,-.1547069549560547,111582,-.7605695724487305,6154793,-.1848030090332031,29099,-.7919530868530273,matched (3),1403620.6,.87494093,113687.49,236870.19
201201,841319,624,3833,1788393,01,0,0,0,0,0,0,0,0,0,0,0,22404,.0233917236328125,106022,.6755514144897461,96151,-.5549860000610352,791245,.4070596694946289,26083,-.0423746109008789,17653,.4175758361816406,1633,2127063,.136937141418457,154182,-.2730503082275391,202458,-.2144746780395508,7012830,.1890125274658203,368711,.9347763061523438,107377,.0982704162597656,71591,4.426454067230225,37908,2.151514053344727,964421,58305,1.196653366088867,4807,189482,.7543439865112305,87702,.3852653503417969,1135150,-.107661247253418,68759,.6404438018798828,59841,12495,.4119682312011719,50513,.3578662872314453,363194,1.369167327880859,3003577,274981,.535191535949707,5467629,.1096343994140625,13479260,1.419954299926758,649055,-.8397331237792969,156877,.4380273818969727,1324234,.0272006988525391,1609872,.2314891815185547,672943,-.0136175155639648,852378,-1.169761657714844,12586,.2051115036010742,1495569,2.26576042175293,543873,37232,.0268678665161133,262644,2217,-1.624302387237549,353313,-.3957147598266602,1456000,248958,.1685304641723633,166092,14281789,.2821331024169922,199962,.5833683013916016,6640878,.0760126113891602,46355,.4656248092651367,matched (3),1973431.1,.87494093,123146.43,241552.64
201202,841319,625,3833,1277218,02,1,0,0,0,0,0,0,0,0,0,0,6299,-1.268848419189453,29074,-1.293802261352539,188776,.6746416091918945,760812,-.0392208099365234,51988,.6897296905517578,13675,-.255335807800293,819,2251322,.0567760467529297,116299,-.2819700241088867,120704,-.5171909332275391,6480993,-.0788679122924805,286764,-.2513532638549805,61566,-.5562362670898438,32201,-.7989711761474609,36369,-.0414447784423828,616453,43607,-.2904701232910156,60320,122621,-.4351959228515625,224557,.940185546875,642567,-.5690488815307617,12399,-1.712991714477539,33076,16250,.2627649307250977,12850,-1.368886947631836,63055,-1.750929832458496,3023179,51071,-1.68348503112793,4137148,-.2788381576538086,1441813,-2.235250473022461,1224538,.634800910949707,128875,-.196619987487793,905536,-.3800630569458008,1664765,.0335292816162109,157778,-1.450470924377441,435289,-.6720199584960938,3021,-1.426997184753418,159502,-2.238205909729004,503237,14283,-.958099365234375,287906,19425,2.170405864715576,264189,-.2906894683837891,340000,238269,-.0438833236694336,35263,11759087,-.1943588256835938,151147,-.2798748016357422,7560275,.1296634674072266,42264,-.0923938751220703,matched (3),1186851.5,.87494093,93932.969,228048.33
201203,841319,626,3833,2060821,03,0,1,0,0,0,0,0,0,0,0,0,26584,1.439918518066406,160658,1.709433555603027,254732,.2996511459350586,588317,-.2571210861206055,33126,-.4506950378417969,38894,1.045269966125488,2613,2345048,.0407876968383789,299225,.9450311660766602,125055,.0354127883911133,6892729,.0615930557250977,319956,.1095237731933594,49431,-.2195320129394531,33130,.0284414291381836,65667,.5908794403076172,898344,31050,-.3396186828613281,5588,148438,.1910696029663086,235242,.0464849472045898,1126019,.5609731674194336,82560,1.895909309387207,38639,13491,-.186070442199707,13021,.0132198333740234,92810,.3865470886230469,9349497,98541,.6572561264038086,4204886,.016240119934082,817896,-.5669212341308594,1933469,.4567527770996094,144907,.1172494888305664,1075065,.1716098785400391,1761217,.0563211441040039,452006,1.052506446838379,437373,.0047760009765625,30090,2.298604965209961,91193,-.5590782165527344,680104,14677,.0272121429443359,404610,1825,-2.364981174468994,347345,.2736539840698242,235000,243996,.0237512588500977,128168,13356027,.1273422241210938,244700,.4817800521850586,7264223,-.0399465560913086,48184,.1310920715332031,matched (3),1742142.9,.87494093,98578.516,230000.78
201204,841319,627,3833,1377441,04,0,0,1,0,0,0,0,0,0,0,0,23733,-.1134424209594727,298336,.6189432144165039,402311,.4570131301879883,579338,-.0153799057006836,21257,-.4436321258544922,12535,-1.132314682006836,3814,2188348,-.0691585540771484,163210,-.6061573028564453,157184,.228663444519043,6014876,-.1362314224243164,208834,-.4266433715820313,58433,.1673030853271484,11826,-1.030138969421387,18597,-1.2615966796875,414681,155326,1.609927177429199,2128,56559,-.9648828506469727,876339,1.31513786315918,683055,-.4998683929443359,63357,-.264739990234375,24234,6008,-.8089303970336914,6355,-.7173213958740234,235792,.9323959350585938,2175718,270107,1.008345603942871,4357463,.0356426239013672,786369,-.0393095016479492,1611664,-.1820487976074219,52865,-1.008350372314453,724954,-.3940286636352539,1403631,-.2269420623779297,370701,-.1983003616333008,780938,.5797090530395508,7523,-1.386227607727051,122149,.2922630310058594,630223,38092,.9537229537963867,124135,10161,1.716976642608643,105230,-1.194169998168945,331000,183218,-.2864751815795898,82827,10412737,-.2489376068115234,228572,-.0681819915771484,3907134,-.6201572418212891,29983,-.4743967056274414,matched (3),1389219.1,.87494093,97086.242,229365.16
201205,841319,628,3833,1518264,05,0,0,0,1,0,0,0,0,0,0,0,2495,-2.252578258514404,138050,-.7706050872802734,48258,-2.120663642883301,796448,.3182764053344727,13604,-.4463224411010742,15132,.1882867813110352,4588,2499239,.1328392028808594,163902,.0042304992675781,233878,.3973817825317383,5574141,-.0760974884033203,370170,.5724220275878906,75079,.2506599426269531,11123,-.0612850189208984,17857,-.0406045913696289,312694,28522,-1.694849967956543,6155,69111,.2004289627075195,694225,-.2329568862915039,762953,.1106204986572266,54676,-.1473608016967773,27359,32530,1.689070701599121,7633,.1832389831542969,232552,-.0138368606567383,3619631,432102,.4698429107666016,4687417,.0729923248291016,1839540,.8498449325561523,1641806,.018528938293457,116716,.7920017242431641,749821,.033726692199707,2609199,.6199808120727539,4157617,2.417302131652832,609632,-.2476396560668945,3802,-.6824378967285156,308548,.9266357421875,739384,46942,.2089080810546875,548748,4660,-.779541015625,218999,.7329187393188477,179000,271329,.3926553726196289,121028,11347887,.0860004425048828,219187,-.0419254302978516,4567529,.1561689376831055,45465,.4163122177124023,matched (3),1496401.4,.87494093,115868.83,237924.83
201206,841319,629,3833,2026747,06,0,0,0,0,1,0,0,0,0,0,0,26654,2.368650913238525,144013,.0422878265380859,61874,.2485380172729492,1051475,.2777872085571289,50266,1.306964874267578,36407,.8779497146606445,3713,2238992,-.1099605560302734,222890,.3074102401733398,288720,.210658073425293,7544429,.3026714324951172,429373,.1483640670776367,147580,.6758289337158203,32222,1.063633918762207,14817,-.186619758605957,1314329,57939,.708714485168457,53154,99257,.3619985580444336,986134,.3509960174560547,703648,-.0809183120727539,68829,.2302007675170898,24770,3917,-2.116836547851563,15653,.7181816101074219,484752,.7345237731933594,9986428,140214,-1.125491142272949,3595603,-.2651700973510742,2303111,.2247457504272461,1958233,.1762456893920898,163402,.3364696502685547,753181,.0044708251953125,1921292,-.3060455322265625,578512,-1.972238540649414,637011,.0439310073852539,6688,.5647878646850586,2369909,2.038729667663574,813747,24361,-.6559295654296875,87827,825,-1.731387138366699,135218,-.4821786880493164,245000,260518,-.0406599044799805,121555,11735912,.0336227416992188,245946,.1151866912841797,7883431,.5457906723022461,69457,.4237651824951172,matched (3),1890957.9,.87494093,111895.2,236015.2
201207,841319,630,3833,1374902,07,0,0,0,0,0,1,0,0,0,0,0,17522,-.4194822311401367,122092,-.1651287078857422,40638,-.4203958511352539,628960,-.5138816833496094,43018,-.1557102203369141,22209,-.4942636489868164,1681,1122975,-.6900444030761719,180223,-.2124834060668945,211629,-.3106222152709961,6424809,-.1606426239013672,386140,-.1061258316040039,132955,-.1043596267700195,229698,1.964116096496582,27830,.6303386688232422,1028352,44146,-.2718887329101563,46269,51638,-.6534538269042969,923069,-.0660877227783203,549549,-.2471799850463867,27120,-.9313535690307617,6747,3002,-.266047477722168,68410,1.474856376647949,344703,-.3409538269042969,5735537,344346,.8984766006469727,6216521,.5474987030029297,2359770,.0243034362792969,1862265,-.0502481460571289,93746,-.5556240081787109,574633,-.270573616027832,1865173,-.0296440124511719,2721387,1.54843807220459,875638,.3181657791137695,4944,-.3021402359008789,254143,-2.232709884643555,750419,8716,-1.027822494506836,264252,13616,2.803617477416992,293674,.7755813598632813,161000,184394,-.3455972671508789,145667,10457822,-.1153030395507813,155960,-.4555130004882813,4776969,-.5009574890136719,35218,-.6791505813598633,matched (3),1332817.3,.87494093,109547.1,234911.06
201208,841319,631,3833,692603,08,0,0,0,0,0,0,1,0,0,0,0,22998,.2719497680664063,110694,-.0980052947998047,388929,2.258692741394043,594102,-.0570163726806641,17361,-.9073915481567383,8892,-.9153461456298828,4949,2058229,.6058645248413086,176883,-.018707275390625,182188,-.1497955322265625,113839,-4.033137321472168,386033,-.0002775192260742,94406,-.3424062728881836,2017,-4.735154151916504,18315,-.4183940887451172,570582,35148,-.2279338836669922,79712,43674,-.1675052642822266,955259,.0342788696289063,795125,.3694019317626953,33826,.2209577560424805,13211,25316,2.132157325744629,41609,-.4972019195556641,524,-6.488946914672852,3981781,318280,-.0787153244018555,7407271,.1752510070800781,2167221,-.0851192474365234,1536262,-.1924419403076172,133128,.3507223129272461,521216,-.0975675582885742,1670673,-.1101274490356445,60305,-3.809481620788574,546855,-.470768928527832,3695,-.291193962097168,94430,-.9900379180908203,682957,32304,1.310029983520508,34504,923,-2.691371917724609,394320,.2946929931640625,288000,284451,.4334859848022461,144772,8445917,-.2136669158935547,115142,-.3034334182739258,2635117,-.5948781967163086,47021,.289036750793457,matched (3),681599.5,.87494093,137091.33,248951.14
201209,841319,632,3833,1253077,09,0,0,0,0,0,0,0,1,0,0,0,35682,.439239501953125,88829,-.2200565338134766,195613,-.6872587203979492,889928,.4040889739990234,37644,.7739467620849609,2614,-1.224269866943359,7669,2143784,.0407266616821289,261798,.392085075378418,196135,.0737638473510742,6628975,4.064420700073242,666677,.5463829040527344,131506,.3314485549926758,4418,.7840757369995117,27285,.3986167907714844,1383063,36200,.0294914245605469,43906,79615,.6004495620727539,176292,-1.689841270446777,811907,.0208864212036133,100681,1.090727806091309,92664,42983,.5293684005737305,71654,.5435323715209961,491814,6.844364166259766,3620965,360476,.1244935989379883,5537020,-.2910051345825195,1422498,-.4210309982299805,1883907,.2039957046508789,140986,.0573492050170898,1254873,.8786258697509766,842450,-.6846675872802734,124872,.7278738021850586,737966,.2997140884399414,6769,.605372428894043,262211,1.02129077911377,1171296,17887,-.5911169052124023,545827,4520,1.588638305664063,431847,.0909080505371094,345000,332359,.1556549072265625,238592,11151920,.2779273986816406,371786,1.172152519226074,8259183,1.142397880554199,56737,.1878328323364258,matched (3),1485749.1,.87494093,125179.08,242595.22
201210,841319,633,3833,1225079,10,0,0,0,0,0,0,0,0,1,0,0,27384,-.2646875381469727,112390,.2352619171142578,99746,-.6735105514526367,625387,-.3527698516845703,51530,.313990592956543,9336,1.272995948791504,5809,2199450,.025634765625,262102,.0011606216430664,221818,.1230535507202148,5952925,-.1075677871704102,372315,-.5825653076171875,225290,.5383358001708984,10600,.8751668930053711,17649,-.4356575012207031,587216,55054,.419255256652832,43716,113955,.3586006164550781,461148,.9615774154663086,678852,-.1789827346801758,52115,-.6585044860839844,71627,19010,-.8158397674560547,15692,-1.518698692321777,463146,-.06005859375,2877746,283880,-.2388734817504883,5678381,.0252094268798828,4655369,1.185606956481934,2351258,.2216024398803711,22501,-1.835101127624512,786459,-.467249870300293,1316768,.4466209411621094,5349790,3.757523536682129,994768,.2986116409301758,1899,-1.271025657653809,101090,-.9531383514404297,552792,32206,.588078498840332,431215,3144,-.3630161285400391,1028553,.8678369522094727,303000,335827,.010380744934082,64653,14629569,.2714347839355469,45644,-2.097446441650391,2007580,-1.414395332336426,87276,.4306488037109375,matched (3),1211938,.87494093,132273.95,246331.16
201211,841319,634,3833,609378,11,0,0,0,0,0,0,0,0,0,1,0,2247,-2.500362873077393,92217,-.1978302001953125,266116,.9813051223754883,720150,.1410894393920898,18284,-1.036137580871582,5508,-.5276765823364258,3393,1991740,-.0991983413696289,224003,-.157073974609375,126348,-.5628166198730469,6905386,.1484193801879883,266789,-.333282470703125,203673,-.1008729934692383,343,-3.430878639221191,9061,-.6667003631591797,563293,16489,-1.205620765686035,68063,110977,-.0264806747436523,223220,-.7255611419677734,755377,.1068134307861328,29340,-.5745010375976563,77733,7819,-.8884086608886719,24403,.4415559768676758,177567,-.9586944580078125,2314069,254424,-.1095495223999023,6921123,.1979122161865234,3250762,-.3591318130493164,2311038,-.0172529220581055,60191,.9839639663696289,887387,.1207408905029297,1916017,.3750686645507813,7874517,.3865747451782227,1593833,.4713878631591797,1864,-.0186028480529785,68787,-.3849964141845703,418395,39472,.2034387588500977,178755,3940,.2256851196289063,454214,-.8173398971557617,738000,270726,-.215489387512207,148347,11961581,-.2013454437255859,179652,1.370149612426758,7562254,1.326239585876465,90309,.0341615676879883,matched (3),693566.63,.87494093,90060.969,226480.94
201212,841319,635,3833,1218604,12,0,0,0,0,0,0,0,0,0,0,1,27228,2.494649410247803,58426,-.4563837051391602,97855,-1.000445365905762,730296,.0139904022216797,49590,.9977626800537109,19575,1.268052101135254,9099,2060981,.0341730117797852,244577,.0878705978393555,179540,.3513574600219727,4749490,-.3742647171020508,315433,.1674880981445313,53378,-1.339117050170898,1136,1.197538375854492,24006,.9743242263793945,319962,18278,.1030044555664063,57298,146874,.2802524566650391,326420,.3800268173217773,850815,.1189775466918945,79104,.9918117523193359,18638,11798,.4113740921020508,20368,-.1807413101196289,254596,.3603305816650391,5156223,539137,.7509679794311523,5895120,-.1604528427124023,4837028,.3974113464355469,1924292,-.1831388473510742,274829,1.518626213073731,348507,-.9346227645874023,1157063,-.504364013671875,5913497,-.2863950729370117,2943615,.6134967803955078,8590,1.52787446975708,236792,1.236166954040527,349740,24794,-.4649896621704102,63262,15676,1.380949974060059,748139,.4990205764770508,1010000,218422,-.2146778106689453,107166,12174386,.0176334381103516,259481,.3676614761352539,1509954,-1.611090660095215,50533,-.5806112289428711,matched (3),1233706.9,.87494093,101143.41,231111.72
201301,841319,636,3833,1471358,01,0,0,0,0,0,0,0,0,0,0,0,3448,-2.066451072692871,476959,2.099669456481934,517412,1.665351867675781,748571,.0247154235839844,36113,-.3171358108520508,24572,.2273540496826172,11282,2478989,.1846685409545898,411137,.5193958282470703,152520,-.1631021499633789,4882999,.0277223587036133,552610,.5607061386108398,48451,-.0968456268310547,14777,2.565558433532715,25297,.0523824691772461,806683,60518,1.197242736816406,38146,177544,.1896438598632813,357983,.0923004150390625,1164055,.3134708404541016,84093,.0611600875854492,40145,25412,.7672910690307617,100825,1.599421501159668,222355,-.1354026794433594,4899719,453071,-.1739215850830078,5812694,-.0140810012817383,12170397,.9227066040039063,3371481,.5607938766479492,307259,.111541748046875,543285,.4439754486083984,1855461,.4722480773925781,6414821,.0813741683959961,748343,-1.369532585144043,1111,-2.04533863067627,523070,.7925338745117188,564040,31845,.250279426574707,399282,23541,.4066123962402344,547812,-.3116559982299805,955000,319299,.3796987533569336,124525,12374141,.0162754058837891,418292,.4774971008300781,7424244,1.592671394348145,40688,-.2166929244995117,matched (3),1618144,.87494093,131353.09,245837.91
201302,841319,637,3833,1413111,02,1,0,0,0,0,0,0,0,0,0,0,35813,2.340516090393066,126018,-1.331006050109863,47932,-2.379055976867676,484430,-.4351930618286133,39977,.1016511917114258,11433,-.7651033401489258,1666,1397572,-.5731143951416016,310147,-.2818794250488281,143995,-.0575170516967773,3878732,-.2302513122558594,288861,-.6487064361572266,177655,1.299290657043457,4061,-1.291643142700195,2291,-2.401697635650635,330457,28023,-.7699155807495117,53479,135573,-.2697086334228516,69826,-1.634478569030762,665679,-.5588579177856445,56894,-.3907337188720703,36628,6108,-1.42562198638916,35058,-1.05638313293457,151431,-.3841457366943359,3762209,153402,-1.082986831665039,4208876,-.3228483200073242,4497937,-.9953889846801758,1535200,-.7866916656494141,124840,-.9006586074829102,762281,.3386812210083008,1646987,-.1191854476928711,3447138,-.6210670471191406,318544,-.8541011810302734,4063,1.296661376953125,267981,-.6687994003295898,564562,23984,-.2834939956665039,112017,4319,-1.695719718933106,417837,-.2708415985107422,454000,234389,-.3091459274291992,49212,11007445,-.1170368194580078,284712,-.3847017288208008,5674617,-.2687473297119141,55173,.3045406341552734,matched (3),1455843.6,.87494093,108219.26,234294.78
201303,841319,638,3833,579981,03,0,1,0,0,0,0,0,0,0,0,0,25567,-.3370084762573242,54502,-.8381872177124023,227103,1.555620193481445,568732,.1604366302490234,17417,-.8308582305908203,6972,-.4946022033691406,6146,2269364,.4847631454467773,165931,-.6254749298095703,162774,.122584342956543,5408731,.3325061798095703,265521,-.0842514038085938,93976,-.6368036270141602,2791,-.3750286102294922,17889,2.055198192596436,398063,38253,.3111963272094727,91313,55299,-.8967552185058594,622239,2.187317848205566,522410,-.2423543930053711,71915,.2342948913574219,46112,5685,-.0717687606811523,3935,-2.187092781066895,102181,-.3933839797973633,6858545,44134,-1.245831489562988,4033512,-.0425586700439453,4543301,.010035514831543,2699937,.5645675659179688,578045,1.532619476318359,584799,-.2650470733642578,1529055,-.0742979049682617,180945,-2.94710636138916,301644,-.0545129776000977,350,-2.451744079589844,100730,-.9784727096557617,324138,4317,-1.714826583862305,134886,1808,-.8708024024963379,310896,-.2956323623657227,379000,244003,.0401983261108398,39133,11804194,.0698833465576172,229466,-.215723991394043,3788214,-.4041080474853516,41420,-.2867097854614258,matched (3),514395.53,.87494093,102603.37,231754.38
201304,841319,639,3833,936585,04,0,0,1,0,0,0,0,0,0,0,0,31281,.2017087936401367,89222,.4928903579711914,114782,-.682368278503418,627015,.0975608825683594,45260,.9549770355224609,9221,.2795820236206055,7156,2076494,-.0888185501098633,323284,.6669597625732422,134303,-.1922645568847656,5264893,-.0269536972045898,339866,.2468576431274414,57077,-.4986391067504883,14340,1.636652946472168,5326,-1.211585998535156,401136,40440,.0555973052978516,51701,257941,1.539976119995117,957870,.4313879013061523,807345,.435297966003418,33152,-.7743816375732422,34310,9825,.5470991134643555,5698,.370203971862793,138907,.3070592880249023,4868999,222302,1.616806983947754,4892339,.1930332183837891,10065061,.7954158782958984,2208215,-.2010440826416016,89546,-1.864899635314941,1418548,.8861207962036133,1752754,.1365385055541992,700772,1.353989601135254,359458,.1753501892089844,1985,1.735441207885742,51375,-.6732921600341797,682662,20371,1.551551818847656,17070,3582,.6837000846862793,336888,.080291748046875,134000,299786,.2058887481689453,80830,13685951,.1479148864746094,173059,-.2821216583251953,4337884,.1354913711547852,51322,.21435546875,matched (3),952982.5,.87494093,132550.94,246480
201305,841319,640,3833,1010884,05,0,0,0,1,0,0,0,0,0,0,0,26837,-.1532297134399414,132479,.3952960968017578,488247,1.447786331176758,1041877,.5078086853027344,21095,-.7633876800537109,26176,1.04335880279541,4177,2718365,.2693500518798828,199145,-.4844980239868164,236226,.5646905899047852,5937989,.1203098297119141,430356,.2360610961914063,67930,.174077033996582,930,-2.735623836517334,26745,1.613747596740723,450386,46522,.140106201171875,65254,75167,-1.23301887512207,809382,-.1684417724609375,793057,-.0178556442260742,39614,.1780796051025391,32930,5327,-.6121416091918945,26791,1.547951698303223,84095,-.5018577575683594,5401253,278788,.226414680480957,5312713,.0824317932128906,5211508,-.6582002639770508,2694378,.1989831924438477,59681,-.4057388305664063,1294733,-.0913286209106445,1895909,.0785102844238281,179443,-1.362324714660645,555460,.4351987838745117,4595,.8393497467041016,164434,1.163357734680176,436761,53502,.965606689453125,316776,5838,.4884672164916992,281269,-.1804389953613281,156000,250795,-.1784334182739258,46649,11571829,-.1677970886230469,438026,.928645133972168,2230916,-.6649742126464844,83059,.4814319610595703,matched (3),1101890.1,.87494093,110099.6,235169.22
201306,841319,641,3833,1304771,06,0,0,0,0,1,0,0,0,0,0,0,39867,.3957681655883789,171864,.260279655456543,54688,-2.189176559448242,414247,-.9223165512084961,27879,.2788381576538086,10782,-.8869647979736328,3715,1811792,-.4057140350341797,150410,-.2806682586669922,382517,.4819841384887695,6371965,.0705375671386719,539779,.2265472412109375,92518,.3089256286621094,41977,3.809692859649658,9668,-1.017526626586914,359733,111338,.872645378112793,118140,73294,-.025233268737793,259369,-1.138018608093262,917123,.1453466415405273,131840,1.202406883239746,36919,8380,.4530601501464844,43991,.4959182739257813,269241,1.16365909576416,5695234,319683,.1368780136108398,6352791,.1787919998168945,6206729,.1747646331787109,3142036,.1537036895751953,33621,-.5738630294799805,702850,-.6109161376953125,1915560,.0103120803833008,73130,-.8976192474365234,562269,.0121841430664063,2512,-.6038894653320313,158178,-.038787841796875,637589,81498,.4208593368530273,61890,2401,-.8885035514831543,367016,.2660942077636719,375000,242311,-.0344142913818359,47428,11067130,-.0445938110351563,371746,-.164067268371582,2863809,.2497406005859375,122803,.3910303115844727,matched (3),1389024.1,.87494093,110196.89,235214.78
201307,841319,642,3833,1420966,07,0,0,0,0,0,1,0,0,0,0,0,1601,-3.214920997619629,63679,-.9928483963012695,133955,.8958587646484375,131714,-1.145829200744629,33367,.1796932220458984,7420,-.3736991882324219,18240,1969073,.0832462310791016,275813,.6063575744628906,329097,-.1504201889038086,5901187,-.0767545700073242,261354,-.7252845764160156,71931,-.2516965866088867,295703,1.95223331451416,6838,-.3463258743286133,991143,30003,-1.311273574829102,22466,45925,-.4674692153930664,605310,.8474884033203125,779830,-.162165641784668,118663,-.1053018569946289,6153,7694,-.0854072570800781,104895,.8689746856689453,110750,-.888331413269043,16525419,248028,-.2537879943847656,5392878,-.1638154983520508,5400609,-.1391220092773438,3304066,.0502824783325195,131133,1.361061096191406,515229,-.3105325698852539,1809331,-.0570535659790039,120497,.4993858337402344,702319,.222407341003418,1995,-.2304353713989258,265111,.5164270401000977,772712,30190,-.993067741394043,108000,16742,1.94203519821167,404787,.0979557037353516,0,330324,.3098526000976563,51759,13326624,.1857852935791016,180875,-.7204046249389648,8051603,1.033718109130859,121212,-.0130405426025391,matched (3),1590432.3,.87494093,124532.45,242262.19
