period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1162c554,Y1359c203,Y1382c251,growth1382c251,Y1499c620,growth1499c620,Y1702c616,growth1702c616,Y1714c68,growth1714c68,Y1731c440,growth1731c440,Y1822c554,Y1847c757,growth1847c757,Y1913c222,growth1913c222,Y1944c372,Y2084c688,growth2084c688,Y2089c484,growth2089c484,Y2151c440,growth2151c440,Y2165c203,Y2584c705,growth2584c705,Y2623c642,Y2641c246,growth2641c246,Y2653c300,growth2653c300,Y2661c484,growth2661c484,Y2852c642,Y3069c484,growth3069c484,Y3178c484,growth3178c484,Y3311c807,growth3311c807,Y3385c484,growth3385c484,Y3392c826,growth3392c826,Y3413c246,growth3413c246,Y3422c586,growth3422c586,Y3429c372,growth3429c372,Y3475c600,growth3475c600,Y3531c642,Y3542c32,Y3572c807,growth3572c807,Y3709c642,Y3732c688,growth3732c688,Y382c442,Y3867c484,growth3867c484,Y3941c705,growth3941c705,Y3945c620,growth3945c620,Y4138c703,growth4138c703,Y415c757,growth415c757,Y4284c246,growth4284c246,Y4313c703,growth4313c703,Y4383c600,growth4383c600,Y4483c218,Y4980c440,Y4993c440,growth4993c440,Y667c246,growth667c246,Y841c152,growth841c152,Y975c484,growth975c484,_merge,x,r2,s,sf
201011,722850,610,3372,2450350,11,0,0,0,0,0,0,0,0,0,1,0,98812,273,11338509,.0069923400878906,451279,.0166692733764648,454788,-.4794702529907227,91483,1.915614128112793,2011964,-.2178554534912109,7361,160062,.7489814758300781,66150,.6952352523803711,19725,151491,-.0688772201538086,2383951,.11871337890625,50975,.0825710296630859,1205763,337887,.0327787399291992,744913,256783,-.4260921478271484,377345,.0819721221923828,423041,-.2110376358032227,200817,666806,-.6762971878051758,3864462,-.2090902328491211,27288,-.2871599197387695,175477,-.0216808319091797,4675907,.3317604064941406,351949,.1001520156860352,30798,1.540532112121582,3906763,.0093021392822266,38043,1.374665260314941,449859,131575,672588,.063018798828125,215741,767703,.4331483840942383,159297,2323933,.4239282608032227,1260959,.2735557556152344,7254163,1.865065574645996,188966,.8959197998046875,43445,.0287437438964844,1871540,.1993865966796875,117940,.425786018371582,100043,.5547542572021484,2493664,22007,87875,.5126104354858398,3614586,.1972866058349609,383320704,-.4601497650146484,45140,-1.226690292358398,matched (3),8885086,.87216765,952996.31,1129673.5
201012,722850,611,3372,1377469,12,0,0,0,0,0,0,0,0,0,0,1,38043,489,11395775,.0050373077392578,337753,-.2897710800170898,410315,-.1029062271118164,2463,-3.614772796630859,1618485,-.217620849609375,7009,36525,-1.477563858032227,28006,-.8595056533813477,10408,283305,.6259975433349609,1844883,-.2563438415527344,53777,.0535106658935547,806474,329230,-.0259552001953125,468173,84043,-1.116903305053711,289604,-.2646446228027344,323418,-.2685232162475586,133044,3095926,1.535343170166016,3725158,-.036712646484375,2697,-2.314306735992432,165046,-.0612831115722656,3332318,-.3387556076049805,194352,-.5938148498535156,4673,-1.885648727416992,2328297,-.5175724029541016,11712,-1.178103446960449,37422,25982,747507,.1056108474731445,146963,420663,-.6015710830688477,127453,1142832,-.7097511291503906,602095,-.7392129898071289,623519,-2.453950881958008,110546,-.5361356735229492,43885,.0100774765014648,1167326,-.4720458984375,17462,-1.910148620605469,101734,.0167617797851563,1136973,2547,76839,-.1342029571533203,2939200,-.2068395614624023,463948096,.1909008026123047,48809,.0781459808349609,matched (3),4435450,.87216765,544567.13,815177
201101,722850,612,3372,1851294,01,0,0,0,0,0,0,0,0,0,0,0,80947,7188,12350852,.0804824829101563,435520,.2542257308959961,425676,.0367527008056641,51400,3.038257598876953,1712701,.0565814971923828,10944,117755,1.170608520507813,54071,.6578788757324219,9731,119713,-.8614273071289063,1593421,-.1465320587158203,44192,-.1963024139404297,1450589,418194,.2391891479492188,542197,331782,1.373149871826172,315256,.0848703384399414,389970,.1871242523193359,155790,6947367,.8082752227783203,3891851,.0437755584716797,15783,1.766793727874756,217060,.2739496231079102,4926533,.3909673690795898,214588,.0990486145019531,23662,1.622069358825684,2870940,.2095022201538086,23933,.7146444320678711,126976,41032,775336,.0365524291992188,108136,295910,-.351776123046875,165263,975798,-.1580095291137695,176017,-1.22983455657959,351241,-.5739068984985352,156753,.3492393493652344,23338,-.6314897537231445,1753847,.4070959091186523,100881,1.753914833068848,164391,.4798860549926758,2582644,8341,68616,-.1131868362426758,2677812,-.0931377410888672,534619104,.1417808532714844,97189,.6887435913085938,matched (3),3564459.8,.87216765,561400.63,826517.31
201102,722850,613,3372,570203,02,1,0,0,0,0,0,0,0,0,0,0,14149,1474,15170345,.2056179046630859,524909,.1866846084594727,387312,-.094447135925293,28390,-.5936012268066406,1923551,.1161012649536133,7490,102695,-.1368427276611328,29895,-.5926065444946289,5921,139559,.1533908843994141,1526760,-.0427360534667969,46852,.0584506988525391,1378372,249579,-.516169548034668,420997,255605,-.2608451843261719,368427,.1558570861816406,582869,.4018926620483398,211177,4874029,-.3544416427612305,3657051,-.0622282028198242,9919,-.4644813537597656,130917,-.505610466003418,5352360,.0829019546508789,55551,-1.351418495178223,18427,-.2500534057617188,2930373,.0204906463623047,6910,-1.242288589477539,35077,23738,721988,-.0712871551513672,15163,202272,-.3804416656494141,142345,1115835,.1341028213500977,685940,1.360209465026856,92603,-1.333150863647461,186009,.1711244583129883,20372,-.1359214782714844,1665779,-.051518440246582,45806,-.7895269393920898,49999,-1.190244674682617,1115128,5051,93526,.3097133636474609,2866822,.0682039260864258,421094592,-.2386970520019531,113179,.152313232421875,matched (3),2746865.5,.87216765,479598.69,773288.5
201103,722850,614,3372,1673259,03,0,1,0,0,0,0,0,0,0,0,0,76046,1064,13709599,-.1012458801269531,650730,.214869499206543,509316,.2738380432128906,37510,.2785711288452148,2586927,.2962980270385742,8207,115182,.114750862121582,69565,.8445701599121094,17632,198701,.3533134460449219,1814767,.1728096008300781,58875,.2284221649169922,1733062,642843,.9461250305175781,603278,262803,.0277719497680664,503124,.3115940093994141,701094,.1846799850463867,214812,7137964,.3815069198608398,5036240,.320002555847168,16386,.5019750595092773,178008,.3072643280029297,5724181,.0671625137329102,275864,1.602606773376465,59867,1.178308486938477,3512409,.1811723709106445,23650,1.230393409729004,20887,46169,925977,.24884033203125,114724,499581,.9041557312011719,199878,1919438,.5424289703369141,836297,.1981935501098633,28726,-1.17051887512207,430497,.8391447067260742,18718,-.0846757888793945,1981334,.1734771728515625,22090,-.7292900085449219,55050,.0962390899658203,2867588,98332,169728,.5959577560424805,3653333,.242436408996582,692178624,.4969863891601563,179661,.4621009826660156,matched (3),3119566.8,.87216765,569523.88,832056.31
201104,722850,615,3372,971433,04,0,0,1,0,0,0,0,0,0,0,0,104186,202,9241262,-.3944187164306641,608362,-.0673246383666992,389255,-.268834114074707,26181,-.3595733642578125,2586174,-.0002918243408203,8199,87047,-.2800655364990234,41710,-.5115203857421875,9409,106892,-.6199817657470703,1783905,-.0171518325805664,44604,-.277592658996582,1570611,471109,-.3108110427856445,609789,215301,-.1993675231933594,318793,-.456294059753418,332039,-.7473897933959961,184126,4405647,-.4825401306152344,4790488,-.0500268936157227,8872,-.6135272979736328,78639,-.816960334777832,5060316,-.1232709884643555,231621,-.1748056411743164,47752,-.226104736328125,3602373,.0252904891967773,6866,-1.236781120300293,43603,33120,694620,-.2874841690063477,46420,534827,.0681734085083008,168394,1687598,-.1287260055541992,496078,-.5222501754760742,82812,1.058770179748535,98596,-1.473909378051758,2114,-2.180903911590576,1680312,-.1647911071777344,34054,.4328222274780273,50237,-.0914907455444336,1880561,77277,99535,-.5336875915527344,4584642,.2270717620849609,486056032,-.3535194396972656,30558,-1.771445274353027,matched (3),192308.53,.87216765,472166.97,768701.38
201105,722850,616,3372,3852205,05,0,0,0,1,0,0,0,0,0,0,0,50180,9699,12184368,.2764759063720703,702813,.1443204879760742,536188,.3202495574951172,61099,.8474607467651367,3042215,.1624069213867188,15546,164704,.6377019882202148,88601,.7534017562866211,17034,133113,.2193794250488281,2204482,.2116870880126953,43834,-.0174140930175781,1673100,290587,-.4831867218017578,617451,224728,.0428533554077148,452785,.3508749008178711,661879,.6898298263549805,127811,3584018,-.2064027786254883,7645209,.4674463272094727,45622,1.637490272521973,307400,1.363282203674316,6405191,.2356796264648438,488510,.7462577819824219,31639,-.4116306304931641,2395551,-.4079790115356445,15519,.8154830932617188,135722,58118,786283,.1239519119262695,105236,526129,-.0163965225219727,162588,1778028,.0521984100341797,999043,.7000646591186523,1073902,2.562480926513672,295993,1.099305152893066,12827,1.802970409393311,1795930,.0665435791015625,41694,.2024097442626953,109885,.7826824188232422,1037255,23457,160810,.4797143936157227,5814606,.2376613616943359,691135616,.3520126342773438,220265,1.975204467773438,matched (3),4579238,.87216765,495965.5,783544.5
201106,722850,617,3372,2666543,06,0,0,0,0,1,0,0,0,0,0,0,62388,317,13294152,.0871696472167969,602969,-.1532249450683594,633171,.1662559509277344,81986,.2940530776977539,2399559,-.2373008728027344,14029,82272,-.6941194534301758,30912,-1.052998542785645,3233,156562,.1622533798217773,1968002,-.1134738922119141,44499,.0150575637817383,1401780,195282,-.3974590301513672,452192,335240,.3999557495117188,430777,-.0498266220092773,530328,-.2215871810913086,209310,2917657,-.2057037353515625,7196092,-.0605411529541016,47845,.0475759506225586,365724,.1737289428710938,7156926,.1109724044799805,219978,-.7978324890136719,24470,-.2569417953491211,3554115,.3944921493530273,24367,.4511642456054688,27111,56578,713371,-.097315788269043,97004,558727,.060114860534668,181577,1658466,-.0696115493774414,995131,-.0039234161376953,1142330,.0617713928222656,305428,.0313777923583984,14241,.1045722961425781,1605125,-.1123208999633789,19021,-.7848129272460938,147335,.2932748794555664,1505540,7432,59929,-.9870634078979492,5634787,-.0314140319824219,570559616,-.1917190551757813,134643,-.4922046661376953,matched (3),4067766.3,.87216765,446754.56,753359.06
201107,722850,618,3372,1213068,07,0,0,0,0,0,1,0,0,0,0,0,99050,157,10612944,-.2252483367919922,750656,.2190818786621094,546520,-.1471691131591797,3167,-3.253763198852539,3367981,.3390283584594727,10720,121641,.3910427093505859,30631,-.0091314315795898,28461,117395,-.287907600402832,1705975,-.1428813934326172,43249,-.0284929275512695,1300135,187726,-.0394611358642578,436892,427834,.2438888549804688,322908,-.2882232666015625,431343,-.2065916061401367,140062,2518159,-.1472530364990234,4558985,-.4564380645751953,31206,-.4273557662963867,245986,-.3966045379638672,5428667,-.2763872146606445,55573,-1.375829696655273,19289,-.2379131317138672,3369248,-.0534162521362305,12003,-.7080726623535156,42672,38531,292632,-.8910856246948242,54056,397960,-.3393096923828125,139017,2695138,.4855566024780273,643056,-.4366426467895508,690943,-.5027685165405273,284638,-.07049560546875,6300,-.8155746459960938,1510686,-.060638427734375,10413,-.6024885177612305,50993,-1.061020851135254,1333782,85244,104073,.5519323348999023,4486313,-.2279281616210938,569218688,-.0023536682128906,90665,-.3954553604125977,matched (3),2617653,.87216765,504240.75,788808.56
201108,722850,619,3372,5013280,08,0,0,0,0,0,0,1,0,0,0,0,147713,416,9165779,-.1465988159179688,713363,-.0509567260742188,365449,-.4024448394775391,108448,3.533485412597656,2449638,-.3183736801147461,11826,92078,-.278437614440918,6603,-1.534488677978516,982,212540,.5935859680175781,2694805,.457188606262207,48600,.1166496276855469,2075289,423665,.813960075378418,379143,422717,-.0120325088500977,372215,.1421041488647461,580382,.2967824935913086,257309,4515397,.5839653015136719,5857193,.2505712509155273,86611,1.020815849304199,598836,.8897132873535156,6437042,.1703758239746094,373865,1.906196594238281,21774,.1211814880371094,3647533,.0793619155883789,45132,1.324435234069824,27041,35897,456405,.4444646835327148,74045,647219,.486332893371582,167512,1547698,-.5546808242797852,499444,-.2527360916137695,565112,-.2010326385498047,54030,-1.661678314208984,31582,1.612037658691406,1661206,.0949802398681641,18087,.5521383285522461,81071,.4636373519897461,5402277,54141,113433,.0861196517944336,4541611,.0122509002685547,662468480,.1517086029052734,119161,.2733039855957031,matched (3),3740590.5,.87216765,471356.66,768203.94
201109,722850,620,3372,4258685,09,0,0,0,0,0,0,0,1,0,0,0,79107,991,18602210,.7078037261962891,775515,.0835361480712891,575790,.4546165466308594,107596,-.0078868865966797,2486836,.015070915222168,15941,91003,-.0117435455322266,48214,1.988124847412109,6078,228254,.0713281631469727,2033188,-.2817201614379883,44684,-.0840082168579102,1818879,237194,-.5800647735595703,759951,362468,-.1537666320800781,543887,.3792705535888672,548242,-.0569696426391602,278096,2432163,-.6187124252319336,4015079,-.3776140213012695,11155,-2.049538612365723,366029,-.4922752380371094,5466447,-.1634407043457031,276212,-.3027257919311523,26174,.1840496063232422,4008897,.0944652557373047,17588,-.9423751831054688,66344,169432,728089,.4670429229736328,76127,705550,.0862932205200195,183683,980926,-.4560270309448242,514263,.0292387008666992,98,-8.659811973571777,118858,.7883901596069336,31007,-.0183744430541992,1518624,-.0897388458251953,369840,3.017876625061035,90402,.1089410781860352,2826792,31726,108731,-.0423355102539063,5092697,.1145257949829102,540751296,-.2030124664306641,112360,-.0587673187255859,matched (3),4208253.5,.87216765,397504.22,725237.75
201110,722850,621,3372,2444592,10,0,0,0,0,0,0,0,0,1,0,0,120410,507,9768595,-.6441078186035156,552444,-.3391752243041992,353832,-.4869203567504883,3162,-3.527178764343262,2273619,-.0896377563476563,27089,91223,.0024147033691406,44852,-.0722808837890625,11029,187654,-.1958589553833008,1700006,-.1789731979370117,41961,-.0628747940063477,1708179,295302,.2191200256347656,688178,278890,-.2621192932128906,402175,-.301854133605957,419214,-.2683353424072266,244561,2550879,.0476570129394531,4573496,.1302213668823242,12705,.1301078796386719,359256,-.0186767578125,5292232,-.0323886871337891,389977,.3449192047119141,25845,-.0126495361328125,3695354,-.0814399719238281,27239,.4374332427978516,70367,18014,392020,-.619110107421875,29230,566861,-.2188634872436523,164746,2836600,1.061864852905273,732261,.3534021377563477,41459,6.047492980957031,195448,.4973640441894531,6309,-1.592236518859863,1477000,-.0277919769287109,125520,-1.080605506896973,39870,-.8186426162719727,1704908,8092,105450,-.0306396484375,4207879,-.1908493041992188,325361408,-.5080242156982422,243754,.7744512557983398,matched (3),2366513.5,.87216765,423039.59,739542.25
201111,722850,622,3372,5421000,11,0,0,0,0,0,0,0,0,0,1,0,87761,25973,17495224,.5827560424804688,565975,.0241985321044922,379241,.0693492889404297,21541,1.918753623962402,2314336,.0177497863769531,8399,137972,.4137439727783203,69211,.4337911605834961,4518,187223,-.0022993087768555,1895128,.1086540222167969,42645,.016169548034668,4669649,324639,.0947151184082031,480183,367096,.274806022644043,435866,.0804471969604492,422864,.0086698532104492,255237,2652779,.0391702651977539,4724537,.0324916839599609,68175,1.680082321166992,163808,-.7853403091430664,5514120,.041071891784668,309985,-.2295637130737305,186884,1.978371620178223,4425862,.1803884506225586,33373,.2030973434448242,272688,44779,603226,.4309787750244141,51572,598693,.0546350479125977,153129,1801545,-.4539623260498047,1202126,.4957103729248047,97910,.8593435287475586,626951,1.165574073791504,35776,1.735300064086914,1450356,-.0182037353515625,316763,.9256887435913086,55687,.3341226577758789,1781620,29565,70803,-.3983354568481445,3873180,-.0828828811645508,474885440,.3781375885009766,79131,-1.125054359436035,matched (3),5057491.5,.87216765,492044.31,781068.38
201112,722850,623,3372,2174857,12,0,0,0,0,0,0,0,0,0,0,1,34071,501,11030797,-.4612369537353516,483759,-.1569633483886719,299080,-.2374610900878906,156389,1.982388496398926,2054358,-.1191596984863281,10778,52565,-.965001106262207,58778,-.1633920669555664,3839,302378,.4793777465820313,1326958,-.3563966751098633,36365,-.1593036651611328,1275081,200703,-.4808874130249023,361435,124133,-1.084269523620606,370567,-.1623010635375977,249558,-.5273599624633789,189388,2204283,-.1852054595947266,3508340,-.2976264953613281,11038,-1.820734024047852,263880,.4767990112304688,4072415,-.3030757904052734,114631,-.9948062896728516,99402,-.6313161849975586,2413743,-.6062860488891602,8294,-1.392214775085449,20482,14324,413984,-.37646484375,34332,93537,-1.856391906738281,144257,1952376,.0804033279418945,1021240,-.1630744934082031,2421068,3.207915306091309,138933,-1.506875991821289,23866,-.4048223495483398,1345497,-.0750455856323242,16671,-2.944482803344727,8884,-1.835494041442871,1326211,15360,123253,.5543375015258789,3194721,-.1925754547119141,529665888,.1091728210449219,65590,-.1876811981201172,matched (3),3068891.3,.87216765,383361.28,717583.5
201201,722850,624,3372,5020215,01,0,0,0,0,0,0,0,0,0,0,0,40291,1019,11383539,.0314769744873047,510322,.0534553527832031,414025,.3252153396606445,2892,-3.990398406982422,1884697,-.0861959457397461,18520,116668,.7972822189331055,18474,-1.157402992248535,570,128235,-.857813835144043,1904684,.3614263534545898,18378,-.6824522018432617,1158959,168282,-.1761846542358398,394517,240962,.6632852554321289,357133,-.0369253158569336,445443,.5793781280517578,192445,2873545,.2651433944702148,4448986,.2375326156616211,11214,.0158195495605469,581645,.7903661727905273,4286634,.0512657165527344,115409,.0067644119262695,109380,.0956554412841797,2036679,-.1698589324951172,25451,1.121222496032715,44666,29195,287249,-.3654775619506836,34375,662971,1.9583740234375,196091,2375786,.1962804794311523,390882,-.9603672027587891,689881,-1.25544548034668,247842,.5787992477416992,9553,-.9155988693237305,1205469,-.1098947525024414,74155,1.492486953735352,216743,3.194459915161133,2108276,3389,92767,-.2841482162475586,2323171,-.3185672760009766,613943232,.1476554870605469,132638,.7041997909545898,matched (3),4955025,.87216765,455979.44,758865.88
201202,722850,625,3372,6466564,02,1,0,0,0,0,0,0,0,0,0,0,154556,7987,16705099,.383544921875,505392,-.0097074508666992,501962,.1925983428955078,90212,3.440214157104492,2029428,.0739870071411133,7696,71955,-.4832916259765625,56479,1.117505073547363,9162,215525,.5192127227783203,2211560,.1493825912475586,23839,.2601680755615234,1393638,236794,.3415489196777344,588627,239513,-.0060310363769531,318487,-.1145267486572266,462339,.0372295379638672,253143,2926294,.0181903839111328,4555325,.02362060546875,44529,1.378976821899414,303420,-.6507425308227539,2445057,-.5614328384399414,327625,1.043387413024902,157676,.3657150268554688,3216094,.4568471908569336,14134,-.5881719589233398,51664,49948,541147,.6333417892456055,32166,61336,-2.380364418029785,137173,1530015,-.4400501251220703,457981,.1584224700927734,5170141,2.01413631439209,40225,-1.818302154541016,31534,1.194211006164551,2021077,.5167617797851563,152261,.7194385528564453,73595,-1.080135345458984,3220148,26157,198142,.7588930130004883,3414992,.3852424621582031,427173728,-.3627109527587891,209405,.4566469192504883,matched (3),6542630,.87216765,515852.69,796281.5
201203,722850,626,3372,6428725,03,0,1,0,0,0,0,0,0,0,0,0,47280,845,7370620,-.818211555480957,630510,.2211942672729492,348545,-.3647575378417969,61148,-.3888654708862305,3076826,.4161443710327148,7748,137265,.6458730697631836,85415,.4136524200439453,33228,173094,-.2192420959472656,2034936,-.0832338333129883,20175,-.1668787002563477,1736895,397865,.5189228057861328,474990,255202,.0634479522705078,290805,-.0909290313720703,360597,-.2485380172729492,309699,3519851,.1846818923950195,5199173,.1322031021118164,2932,-2.720455646514893,227953,-.2859783172607422,3871671,.4596176147460938,226028,-.371211051940918,43454,-1.288839340209961,2735536,-.161839485168457,29147,.7237691879272461,177231,23478,482298,-.1151294708251953,6765,758363,2.514795303344727,181817,1625055,.0602636337280273,605441,.2791290283203125,1858917,-1.022905349731445,231852,1.751609802246094,52800,.5154447555541992,2785437,.3207740783691406,7218,-3.049017906188965,32749,-.8097047805786133,3135446,110157,109401,-.593963623046875,5563878,.4881200790405273,507716960,.1727333068847656,76682,-1.004603385925293,matched (3),5245853.5,.87216765,395407.5,724090.69
201204,722850,627,3372,3280582,04,0,0,1,0,0,0,0,0,0,0,0,7943,553,7301422,-.0094327926635742,494216,-.243556022644043,543439,.4441509246826172,40417,-.4140462875366211,2435080,-.2339191436767578,7359,127167,-.0764122009277344,44013,-.6630363464355469,18629,90394,-.6496572494506836,1731634,-.1613988876342773,21345,.0563735961914063,2565682,190078,-.7386789321899414,655081,208499,-.2021217346191406,254329,-.1340236663818359,573370,.463770866394043,237140,2249864,-.4475488662719727,4334582,-.1818742752075195,9457,1.171070575714111,339407,.3980598449707031,4182774,.0772876739501953,217989,-.0362138748168945,52419,.187565803527832,2543366,-.0728397369384766,14779,-.6791448593139648,44449,46194,929022,.6555709838867188,62527,528887,-.3603878021240234,162222,1895482,.1539316177368164,270555,-.8054819107055664,170712,-2.387771606445313,91987,-.9244518280029297,44700,-.1665382385253906,2094956,-.2848720550537109,171115,3.165757179260254,8621,-1.334671020507813,1862903,125758,123463,.1209211349487305,4687725,-.1713476181030273,478107232,-.060089111328125,68791,-.1085939407348633,matched (3),1911267.3,.87216765,286672.38,670925.69
201205,722850,628,3372,3754314,05,0,0,0,1,0,0,0,0,0,0,0,67843,729,17299488,.8626079559326172,571551,.145380973815918,458925,-.1690311431884766,118168,1.072856903076172,2970646,.1988000869750977,10920,152635,.1825475692749023,106667,.8852262496948242,22069,196309,.7755126953125,2636198,.4202718734741211,21381,.0016851425170898,1497707,247319,.26324462890625,664073,295976,.3503446578979492,286116,.1177682876586914,609788,.061579704284668,313665,4142534,.610438346862793,5834798,.2972145080566406,9660,.0212383270263672,564260,.5083160400390625,4951581,.1687326431274414,343014,.4533262252807617,182528,1.247634887695313,2585010,.0162410736083984,18540,.2267236709594727,106186,36051,798804,-.1510171890258789,83080,888468,.5187244415283203,189111,1319546,-.3621854782104492,505723,.625514030456543,37840,-1.506610870361328,144676,.4528493881225586,32058,-.3324260711669922,2427825,.1474628448486328,169344,-.0104036331176758,37311,1.465086936950684,2605925,32357,85041,-.372807502746582,4860332,.036158561706543,639464576,.2907962799072266,160309,.8460302352905273,matched (3),3291916.3,.87216765,276925.97,666819.44
201206,722850,629,3372,2038191,06,0,0,0,0,1,0,0,0,0,0,0,8452,75,4681355,-1.307088851928711,395061,-.3693141937255859,291597,-.4535140991210938,5726,-3.027090072631836,2383287,-.2202987670898438,5997,70747,-.7689390182495117,46873,-.8222694396972656,7215,80985,-.8854265213012695,2028044,-.2622661590576172,18262,-.1576805114746094,1263310,215537,-.1375465393066406,516400,257660,-.1386375427246094,421938,.3884611129760742,561535,-.0824375152587891,220731,2308821,-.5845708847045898,4907408,-.1730937957763672,1280,-2.021133422851563,324766,-.5524110794067383,3550930,-.3324975967407227,363517,.0580549240112305,77741,-.8535213470458984,2454485,-.0518121719360352,20123,.0819320678710938,12307,34995,585211,-.3111429214477539,79793,754094,-.1639814376831055,162600,1217913,-.0801486968994141,355474,-.3525371551513672,282205,2.00926685333252,82064,-.5669965744018555,3415,-2.23936939239502,2174739,-.1100864410400391,28348,-1.787375450134277,35682,-.0446414947509766,4174616,26014,69510,-.2016630172729492,4265253,-.1306047439575195,375028096,-.53363037109375,102739,-.444911003112793,matched (3),1416151.5,.87216765,242717.09,653354.25
201207,722850,630,3372,2188911,07,0,0,0,0,0,1,0,0,0,0,0,30173,405,14519749,1.131921768188477,635988,.476140022277832,571196,.6723594665527344,62961,2.39749813079834,2616896,.0935077667236328,10287,132121,.624608039855957,79683,.530613899230957,20635,132589,.4929904937744141,2030405,.0011634826660156,18536,.014892578125,1460764,163467,-.2765207290649414,636077,350008,.3063144683837891,279215,-.4128761291503906,551148,-.0186700820922852,293178,1652985,-.3341541290283203,5097989,.0381002426147461,3339,.9588108062744141,482622,.3961296081542969,4377277,.2092180252075195,116293,-1.139713287353516,61734,-.2305479049682617,2671631,.0847721099853516,26107,.260340690612793,61375,42759,648373,.1024932861328125,127980,586151,-.2519397735595703,137655,1649845,.3035421371459961,632695,.5765371322631836,858729,1.112819671630859,143379,.5579919815063477,23514,1.929418563842773,2179034,.0019721984863281,6083,-1.539058685302734,33589,-.0604476928710938,4930843,52407,86752,.2215824127197266,3505768,-.1960916519165039,520196576,.3272056579589844,145585,.3485679626464844,matched (3),2309383.8,.87216765,280347.5,668247.63
201208,722850,631,3372,1554141,08,0,0,0,0,0,0,1,0,0,0,0,32949,831,9034590,-.4744491577148438,504948,-.2307243347167969,334574,-.5348739624023438,209818,1.20372486114502,2288533,-.1340780258178711,10434,95327,-.3264045715332031,22745,-1.253710746765137,7626,122012,-.083134651184082,2522407,.2169790267944336,19525,.0519809722900391,1460311,198713,.1952495574951172,286021,206187,-.5291719436645508,323206,.1463069915771484,703343,.2438411712646484,299449,3255397,.6777315139770508,5636411,.1004009246826172,10728,1.167185783386231,395962,-.1979160308837891,6165178,.3424901962280273,108438,-.0699338912963867,52151,-.1686916351318359,2625079,-.017578125,10358,-.9244441986083984,25653,74361,370779,-.5588598251342773,39569,549455,-.0646505355834961,138967,1909961,.1464014053344727,496062,-.2432880401611328,29798,-3.36101245880127,128491,-.1096334457397461,54861,.8472061157226563,1965685,-.1030406951904297,869,-1.945909976959229,26038,-.2546415328979492,4997812,29468,83819,-.034393310546875,3494084,-.0033388137817383,406721696,-.2460784912109375,96049,-.4159021377563477,matched (3),1742449.6,.87216765,276244.03,666536.56
201209,722850,632,3372,2071663,09,0,0,0,0,0,0,0,1,0,0,0,65179,874,11259188,.220123291015625,650262,.2529201507568359,455126,.3077163696289063,48743,-1.459678649902344,2776407,.1932468414306641,8548,92286,-.0324211120605469,35336,.440556526184082,24367,125166,.0255212783813477,1730203,-.3769750595092773,17297,-.1211624145507813,1959788,207020,.04095458984375,657361,409091,.6851539611816406,423092,.2693004608154297,652221,-.0754613876342773,377347,2827414,-.1409521102905273,3451357,-.4904794692993164,20068,.6262693405151367,186979,-.7503213882446289,3627994,-.5302371978759766,365519,1.215139389038086,29226,-.5790843963623047,3641509,.3272867202758789,45400,1.477752685546875,129447,532778,457915,.2110776901245117,35951,816558,.3961706161499023,141232,2719874,.3535032272338867,3013741,1.80423641204834,808982,3.301335334777832,272910,.7532835006713867,37257,-.386962890625,7538983,1.344246864318848,19258,3.098338603973389,62136,.8697681427001953,1572327,11017,153745,.6066350936889648,2700198,-.2577457427978516,531772448,.2680873870849609,79103,-.1941070556640625,matched (3),3091223.3,.87216765,271757.34,664689.63
201210,722850,633,3372,1362982,10,0,0,0,0,0,0,0,0,1,0,0,19881,701,9009496,-.2229042053222656,582997,-.1091938018798828,491815,.0775279998779297,120593,.9058589935302734,2986767,.0730342864990234,6790,123616,.2922878265380859,51916,.3847255706787109,8861,173333,.3255739212036133,3220328,.6212444305419922,22442,.2604007720947266,1952548,294201,.3514471054077148,675688,194805,-.741938591003418,469814,.1047468185424805,749240,.1386756896972656,322457,3095788,.0906801223754883,5584505,.4812278747558594,25520,.2403364181518555,316584,.5265922546386719,3279047,-.1011276245117188,453999,.2167768478393555,31995,.0905208587646484,3131723,-.1508140563964844,17853,-.9333410263061523,31200,96224,424270,-.0763139724731445,59746,798108,-.0228538513183594,166975,3677389,.3016176223754883,319044,-2.245608329772949,638493,-.2366657257080078,181347,-.4087295532226563,20303,-.6070709228515625,2504812,-1.101873397827148,17415,-.1005945205688477,48075,-.2565631866455078,3104660,7482,120254,-.2456893920898438,4039182,.4027166366577148,715970624,.29742431640625,106667,.2989606857299805,matched (3),1753454.5,.87216765,246211.27,654660.38
