period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1203c792,growth1203c792,Y1269c68,growth1269c68,Y1288c152,growth1288c152,Y1292c124,growth1292c124,Y1380c705,growth1380c705,Y1577c246,growth1577c246,Y1617c807,growth1617c807,Y1659c752,growth1659c752,Y1850c251,growth1850c251,Y2175c792,growth2175c792,Y2212c124,growth2212c124,Y232c300,growth232c300,Y2618c251,growth2618c251,Y2660c484,growth2660c484,Y3133c440,growth3133c440,Y3214c688,growth3214c688,Y3238c300,growth3238c300,Y3339c191,growth3339c191,Y3453c807,Y3464c68,growth3464c68,Y3582c440,growth3582c440,Y3692c554,Y3732c348,growth3732c348,Y3893c251,Y3907c348,growth3907c348,Y3946c251,growth3946c251,Y4006c616,growth4006c616,Y4013c620,growth4013c620,Y4030c218,Y4089c68,Y4140c757,growth4140c757,Y4170c688,growth4170c688,Y422c152,growth422c152,Y4256c218,Y4276c344,Y4470c32,Y4514c705,growth4514c705,Y467c246,growth467c246,Y4737c703,growth4737c703,Y4764c484,growth4764c484,Y4765c152,growth4765c152,Y4793c484,growth4793c484,Y4851c203,Y579c498,Y605c208,growth605c208,Y647c620,growth647c620,Y668c352,growth668c352,Y897c124,growth897c124,Y954c620,growth954c620,Y966c124,growth966c124,_merge,x,r2,s,sf
201110,841239,621,3829,1159991,10,0,0,0,0,0,0,0,0,1,0,0,255734,-1.02918815612793,351955,1.087822914123535,278974,.6340484619140625,1995467,.8107366561889648,1359917,-.0788183212280273,2483157,-.0009708404541016,84964,.4863033294677734,3459422,.334111213684082,4359344,-.0714025497436523,133929,.7404918670654297,110193,1.28159236907959,4427,-.7723731994628906,348448,.3713130950927734,54819,-.3686971664428711,37274,.3157415390014648,1274509,.5179634094238281,39651,.3185606002807617,23351,.6116399765014648,26044,114328,.4518909454345703,13477,1.241290092468262,315460,1166285,.1936807632446289,644,1119547,-.5540142059326172,11849056,.2102127075195313,116738,.7095565795898438,1473365,1.075204849243164,55751,10943,1208680,.1557741165161133,119590,-.3511638641357422,1380833,-.0974712371826172,573659,462172,2451760,18433968,.1423568725585938,214417,.1004610061645508,67845,.0809392929077148,176155,.6526021957397461,905165,-.1991357803344727,2506770,-.4760875701904297,242720,167751,10362,.3080253601074219,4148222,.4328832626342773,80882,.134404182434082,21916,-1.589035987854004,40109,-.1025619506835938,2150571,.0926065444946289,matched (3),1104188.5,.89989918,120055,206634.86
201111,841239,622,3829,1720474,11,0,0,0,0,0,0,0,0,0,1,0,886506,1.24315071105957,48662,-1.978604316711426,517644,.6181697845458984,1074333,-.6191778182983398,1785113,.2720575332641602,3032992,.2000188827514648,50905,-.5122671127319336,2397812,-.3665447235107422,3830709,-.1292715072631836,221557,.5033702850341797,319373,1.064126968383789,8784,.6852102279663086,320857,-.0824928283691406,126826,.8387794494628906,41321,.1030750274658203,552784,-.8353481292724609,128931,1.179161071777344,21100,-.1013669967651367,19347,159027,.3300027847290039,34421,.93768310546875,446698,1229272,.0525989532470703,43921,1495227,.2893543243408203,17352900,.3815116882324219,188942,.4815082550048828,2112998,.3605594635009766,33674,14593,3767801,1.136962890625,25227672,5.351626396179199,1530491,.1029014587402344,638281,634415,2746824,25430884,.3217697143554688,464984,.7740802764892578,140969,.7313146591186523,83957,-.7410593032836914,1255571,.3272285461425781,3779612,.4106264114379883,276827,210029,18165,.5613517761230469,2299927,-.5898027420043945,101382,.2259035110473633,47111,.765289306640625,31798,-.2321968078613281,2599018,.1894006729125977,matched (3),1721204.8,.89989918,142802.08,220629.09
201112,841239,623,3829,1445105,12,0,0,0,0,0,0,0,0,0,0,1,446570,-.6856918334960938,63664,.2687206268310547,181321,-1.049018859863281,668685,-.4741420745849609,1860147,.0411739349365234,6507672,.763432502746582,59954,.1636171340942383,2287835,-.0469503402709961,4225741,.09814453125,359095,.4829063415527344,196918,-.4835729598999023,10570,.1850872039794922,360907,.1176242828369141,135479,.0660009384155273,19180,-.7675027847290039,807913,.3794870376586914,37705,-1.229484558105469,10524,-.6956148147583008,8355,124179,-.247349739074707,4747,-1.981154441833496,261509,1108749,-.1031894683837891,19505,2062395,.321589469909668,10738421,-.4799308776855469,145468,-.2614841461181641,4599600,.7778615951538086,22745,9336,1963825,-.6515970230102539,8651876,-1.070164680480957,1746176,.1318397521972656,295583,467135,1188443,14921970,-.5331306457519531,179366,-.9525747299194336,137286,-.0264739990234375,22749,-1.305784225463867,965522,-.2626771926879883,4649691,.207179069519043,97656,304057,9383,-.6605968475341797,2700803,.1606721878051758,340630,1.211901664733887,112785,.8729772567749023,93912,1.082954406738281,2211772,-.1613397598266602,matched (3),1357703.5,.89989918,111912.65,202012.88
201201,841239,624,3829,1760431,01,0,0,0,0,0,0,0,0,0,0,0,535028,.1807222366333008,263046,1.418709754943848,400292,.7919254302978516,3943707,1.774562835693359,1848457,-.0063037872314453,1342378,-1.578539848327637,20806,-1.05833625793457,1849377,-.2127571105957031,5232371,.2136697769165039,451009,.227900505065918,221103,.1158418655395508,15434,.3785533905029297,199731,-.5916481018066406,77366,-.5602693557739258,99498,1.646268844604492,1026744,.2396926879882813,39722,.0521125793457031,21974,.736201286315918,27622,131387,.056422233581543,4991,.0501232147216797,365445,646708,-.539093017578125,165920,549534,-1.322552680969238,10897124,.0146713256835938,155917,.0693674087524414,359669,-2.548541069030762,97533,5969,997745,-.6771516799926758,12646912,.3796377182006836,1630456,-.0685691833496094,579474,794164,1025928,6817442,-.7833499908447266,208119,.148681640625,30971,-1.489014625549316,177202,2.052769660949707,810852,-.1745834350585938,2529345,-.6088399887084961,170785,167079,113074,2.489142417907715,1782698,-.4154214859008789,51964,-1.880245208740234,232804,.7247133255004883,52020,-.5907297134399414,2625990,.1716642379760742,matched (3),1738569,.89989918,112567.06,202376.14
201202,841239,625,3829,935992,02,1,0,0,0,0,0,0,0,0,0,0,606018,.1245908737182617,174127,-.4125442504882813,347925,-.1402082443237305,1870514,-.7459077835083008,1326589,-.3317403793334961,4214515,1.144092559814453,41460,.6894874572753906,2741335,.3935956954956055,5005628,-.0443019866943359,133595,-1.216673851013184,85902,-.9454221725463867,35916,.8446102142333984,194446,-.0268173217773438,73021,-.05780029296875,37677,-.9710874557495117,24646,-3.729533195495606,37490,-.057830810546875,20662,-.0615634918212891,3949,63484,-.7273588180541992,14492,1.065960884094238,287254,551071,-.1600313186645508,16067,1686470,1.121322631835938,9167445,-.1728401184082031,154291,-.0104827880859375,843720,.8526363372802734,37136,18797,731896,-.3098592758178711,3888406,-1.179414749145508,2190154,.2951126098632813,409386,709530,1678543,5540384,-.2074203491210938,211399,.0156373977661133,41427,.2908811569213867,73968,-.8736581802368164,767862,-.0544757843017578,3828477,.4145069122314453,243718,148824,53729,-.7440891265869141,1854256,.0393552780151367,35198,-.3895626068115234,160258,-.3734121322631836,41787,-.2190427780151367,2844716,.0800046920776367,matched (3),1177371.5,.89989918,83892.336,187943.31
201203,841239,626,3829,946225,03,0,1,0,0,0,0,0,0,0,0,0,747547,.2098875045776367,99069,-.5639686584472656,481148,.324188232421875,1965438,.0495014190673828,1400451,.0541830062866211,4407708,.0448198318481445,53819,.2608976364135742,2486382,-.0976161956787109,5723637,.1340417861938477,96637,-.3238515853881836,57553,-.4005002975463867,46666,.2618331909179688,267716,.3197717666625977,92446,.2358770370483398,86153,.8270750045776367,54159,.7873096466064453,48844,.264556884765625,16954,-.1977920532226563,12866,271421,1.452882766723633,81099,1.722073554992676,293273,774885,.340850830078125,28131,2734680,.4833765029907227,5311818,-.5457248687744141,101289,-.420863151550293,1787734,.7508840560913086,26206,10346,733956,.0028104782104492,951483,-1.407732963562012,1536707,-.3543300628662109,536779,468033,832277,6746382,.1969423294067383,166544,-.2384872436523438,107652,.9549713134765625,152716,.7249479293823242,882792,.1394796371459961,4908974,.2485971450805664,269248,354446,87575,.4885425567626953,1530578,-.191838264465332,82443,.8511180877685547,48028,-1.205000877380371,82799,.6838302612304688,2194297,-.2596006393432617,matched (3),1021625.9,.89989918,132115.88,213867.64
201204,841239,627,3829,1603624,04,0,0,1,0,0,0,0,0,0,0,0,471855,-.4601249694824219,405882,1.410245895385742,238665,-.7011137008666992,2141900,.0859785079956055,2071728,.3915891647338867,6016008,.3110694885253906,42349,-.2396821975708008,2547768,.0243892669677734,6065194,.0579624176025391,257210,.9789314270019531,63566,.0993728637695313,348398,2.010329246520996,461052,.5435848236083984,85277,-.0807199478149414,15071,-1.743352890014648,557948,2.332342147827148,32023,-.4221773147583008,89027,1.658435821533203,34207,162313,-.5141439437866211,51621,-.4517421722412109,317205,977436,.2322187423706055,32866,3674528,.29541015625,7473252,.341395378112793,157392,.4407615661621094,3969722,.7977466583251953,131691,21666,801576,.088129997253418,11450825,2.487795829772949,2222995,.3692131042480469,782460,571537,847513,8193331,.1943140029907227,701324,1.437709808349609,96510,-.109257698059082,173814,.1294050216674805,1215445,.3197765350341797,3849830,-.2430353164672852,192994,203746,94832,.0796108245849609,1197803,-.2451562881469727,51999,-.4608821868896484,170204,1.265213966369629,117979,.354090690612793,1722441,-.2421197891235352,matched (3),1562046.6,.89989918,106080.01,198840.97
201205,841239,628,3829,987084,05,0,0,0,1,0,0,0,0,0,0,0,591108,.2253265380859375,295030,-.3189849853515625,481025,.7008581161499023,916682,-.8486881256103516,1393605,-.396489143371582,5419722,-.1043796539306641,26857,-.4554176330566406,3444922,.3016834259033203,4669392,-.2615375518798828,248186,-.0357141494750977,146735,.8365488052368164,3709,-4.542583465576172,202591,-.822321891784668,50826,-.5174961090087891,29270,.6637907028198242,505461,-.0987949371337891,40477,.2342796325683594,10543,-2.133478164672852,428,138926,-.1555852890014648,8022,-1.861740112304688,427990,903850,-.0782699584960938,23532,1413069,-.9556598663330078,7474186,.0001249313354492,758443,1.572528839111328,993071,-1.385648727416992,26160,18063,1001666,.2228403091430664,1549928,-1.999853134155273,1439548,-.4345254898071289,556354,499698,365239,13352459,.4883804321289063,195237,-1.278755187988281,66837,-.3673896789550781,81072,-.7626476287841797,848168,-.3597869873046875,2540626,-.415618896484375,182563,136428,68882,-.3197116851806641,878956,-.30950927734375,104319,.6962289810180664,78314,-.7762718200683594,34446,-1.231113433837891,1641688,-.0480175018310547,matched (3),916100.88,.89989918,94500.469,192912.16
201206,841239,629,3829,1541542,06,0,0,0,0,1,0,0,0,0,0,0,1449315,.8968477249145508,414639,.3403310775756836,253071,-.6422491073608398,1788008,.6680974960327148,1467312,.0515384674072266,4347461,-.2204523086547852,50038,.6222553253173828,2368491,-.3746480941772461,5480263,.1601238250732422,87619,-1.041180610656738,124704,-.1626853942871094,3845,.0360116958618164,206090,.0171232223510742,74991,.3889598846435547,122753,1.433611869812012,546902,.0787982940673828,59198,.3801536560058594,29015,1.012351036071777,15177,205076,.389439582824707,5806,-.3232965469360352,352940,1029299,.1299705505371094,205101,2082047,.3875875473022461,11320097,.4151248931884766,304725,-.9118585586547852,1147274,.1443414688110352,29508,4906,2509320,.9183473587036133,274659,-1.730433464050293,1632576,.1258296966552734,829077,624219,2049670,27540480,.7239570617675781,278528,.3553037643432617,84215,.2311162948608398,204300,.9242515563964844,1324241,.4455156326293945,3243191,.2441473007202148,220458,116717,157615,.8277606964111328,2040482,.8422069549560547,125553,.1852741241455078,208804,.9806699752807617,170426,1.598908424377441,1958659,.1765356063842773,matched (3),1427514.9,.89989918,79204.156,185897.98
201207,841239,630,3829,1108356,07,0,0,0,0,0,1,0,0,0,0,0,751239,-.6571226119995117,454282,.0913095474243164,351045,.327244758605957,1087862,-.4968881607055664,1867859,.2413606643676758,4042529,-.0727214813232422,44941,-.1074314117431641,1790860,-.2795572280883789,5307794,-.0319766998291016,52871,-.5051431655883789,64990,-.6517095565795898,9090,.8604011535644531,153955,-.291651725769043,57483,-.2658786773681641,14154,-2.160177230834961,22454,-3.192800521850586,289436,1.587046623229981,23694,-.2025909423828125,5070,122049,-.5189580917358398,1320,-1.481259822845459,453867,764421,-.2975149154663086,97326,885971,-.8544225692749023,6298363,-.5862903594970703,346634,.1288595199584961,537999,-.7572870254516602,21860,7425,387375,-1.868373870849609,119551,-.831787109375,951204,-.5401859283447266,722615,762519,683272,7933711,-1.244537353515625,190095,-.3819942474365234,50675,-.5079402923583984,43188,-1.554026603698731,728691,-.5973443984985352,3721317,.1375198364257813,130714,182752,54725,-1.057834625244141,1509369,-.3014945983886719,103073,-.1972904205322266,134457,-.4401512145996094,75246,-.8175382614135742,1819373,-.0737686157226563,matched (3),1169229.8,.89989918,88689.352,190133.02
201208,841239,631,3829,1400699,08,0,0,0,0,0,0,1,0,0,0,0,693871,-.079437255859375,290254,-.4479618072509766,482195,.3174333572387695,10890,-4.604125022888184,682667,-1.006541252136231,4832106,.1784114837646484,80587,.5839862823486328,2420678,.3013515472412109,4582346,-.1469650268554688,64603,.2004060745239258,23975,-.9972209930419922,8010,-.1264839172363281,102573,-.4060859680175781,94178,.4936971664428711,44365,1.142453193664551,35775,.4657802581787109,32314,-2.19243335723877,13475,-.5643854141235352,20388,62623,-.6672906875610352,12400,2.240064144134522,445564,1067293,.3337621688842773,266823,6428619,1.981830596923828,8712823,.3245067596435547,256339,-.3017683029174805,1182164,.7872447967529297,40404,15483,1453912,1.322620391845703,185021,.4367256164550781,1671047,.5634775161743164,729661,849604,2118322,5807033,-.3120508193969727,474498,.91473388671875,46056,-.0955743789672852,121243,1.032234191894531,1224708,.5192079544067383,4464776,.1821413040161133,232438,215770,72069,.2753028869628906,1565949,.0368003845214844,75481,-.3115568161010742,1005,-4.896257400512695,17432,-1.462455749511719,1244406,-.3798332214355469,matched (3),1306285.1,.89989918,86101.969,188939.97
201209,841239,632,3829,539610,09,0,0,0,0,0,0,0,1,0,0,0,422287,-.4966011047363281,174686,-.5077657699584961,298209,-.4805536270141602,1103341,4.618253707885742,713266,.0438470840454102,3591084,-.2968282699584961,38345,-.7427129745483398,2518634,.0396690368652344,5226521,.1315345764160156,26342,-.8970966339111328,38911,.4842653274536133,7148,-.1138582229614258,218051,.7541542053222656,65034,-.3702764511108398,19370,-.8287248611450195,28189,-.2383174896240234,29455,-.0926370620727539,21883,.4848737716674805,7483,125553,.6955957412719727,7584,-.4916553497314453,363516,774609,-.3205223083496094,20944,3927740,-.4926958084106445,8427247,-.0333261489868164,195812,-.2693462371826172,824141,-.3607597351074219,25273,2110,1055383,-.3203544616699219,82161,-.8117885589599609,1435204,-.1521434783935547,846795,277823,774896,3596572,-.4790887832641602,138416,-1.231993675231934,57633,.2242364883422852,182819,.4106998443603516,702758,-.555445671081543,3436615,-.2617321014404297,158614,173112,52070,-.3250350952148438,1714102,.0903968811035156,66224,-.1308374404907227,41544,3.721765518188477,39585,.8201427459716797,1398131,.1164779663085938,matched (3),560165.19,.89989918,75110.617,184191.11
201210,841239,633,3829,884276,10,0,0,0,0,0,0,0,0,1,0,0,552945,.2695732116699219,184267,.0533952713012695,511202,.5389699935913086,1492531,.3021306991577148,2106717,1.08303165435791,4332589,.1877117156982422,74896,.6694765090942383,1657636,-.4183244705200195,5805307,.1050262451171875,145915,1.711859703063965,58642,.4101734161376953,2595,-1.013246059417725,267031,.2026357650756836,70709,.0836629867553711,35786,.6138315200805664,52942,.6302652359008789,490106,2.811758041381836,7861,-1.023796081542969,7901,129975,.0346145629882813,11017,.3733987808227539,388313,1420731,.6065683364868164,191042,3987351,.0150632858276367,9741580,.144932746887207,155159,-.2327041625976563,796818,-.0337152481079102,37014,12278,1111439,.0517520904541016,91419,.1067724227905273,1650449,.139739990234375,705375,439453,3251346,5525850,.4294557571411133,350259,.9284086227416992,72283,.2264938354492188,289995,.4613666534423828,1085819,.4350776672363281,4904286,.3556222915649414,242523,205225,77636,.3994426727294922,1985723,.1470937728881836,82082,.2146749496459961,90298,.776362419128418,82029,.7286224365234375,1484522,.0599565505981445,matched (3),912692.75,.89989918,94686.406,193003.31
201211,841239,634,3829,995613,11,0,0,0,0,0,0,0,0,0,1,0,517583,-.0660886764526367,238200,.2567253112792969,449487,-.128657341003418,1543012,.0332622528076172,900217,-.850250244140625,1127350,-1.346296310424805,46510,-.4764337539672852,2276688,.3173294067382813,4000758,-.372288703918457,155098,.0610332489013672,116117,.6831474304199219,48259,2.922996044158936,301266,.1206283569335938,91824,.2613000869750977,98419,1.011676788330078,2448,-3.073925495147705,71965,-1.918441772460938,22774,1.063705444335938,47177,117831,-.0980911254882813,4415,-.9144315719604492,301146,1276784,-.1068277359008789,202221,6255215,.4502878189086914,5182063,-.631199836730957,217148,.3361291885375977,1566773,.6761465072631836,60349,8077,932931,-.1750802993774414,6202145,4.217197418212891,1082760,-.4215335845947266,935009,537642,2643252,10841356,.6739320755004883,303331,-.1438484191894531,77912,.0749912261962891,216465,-.2924346923828125,870893,-.2205705642700195,4366106,-.1162376403808594,200989,279747,92554,.1757612228393555,2000872,.0075998306274414,146578,.5798397064208984,67046,-.2977361679077148,131781,.4740686416625977,1824701,.2063226699829102,matched (3),1119988.6,.89989918,87449.328,189557.77
201212,841239,635,3829,1004575,12,0,0,0,0,0,0,0,0,0,0,1,1231103,.8664960861206055,298969,.227229118347168,836772,.6214447021484375,1850050,.1814765930175781,1659731,.6117753982543945,2910148,.9483346939086914,70807,.4202909469604492,3471434,.4218463897705078,4827592,.1878643035888672,237480,.4260263442993164,338801,1.070815086364746,122889,.9346990585327148,161231,-.6251554489135742,102277,.1078119277954102,37392,-.9677772521972656,20563,2.128221988677979,85616,.1736927032470703,37810,.5069541931152344,20145,184316,.4474000930786133,24886,1.729297637939453,470472,909594,-.3391008377075195,72633,6713516,.0707073211669922,10541135,.7100820541381836,63196,-1.234338760375977,1653808,.0540628433227539,174153,8574,544367,-.5387067794799805,136253,-3.818137168884277,1558310,.3640880584716797,1090875,534188,1851144,13603021,.2269229888916016,336355,.1033430099487305,80423,.0317201614379883,204689,-.0559368133544922,1104809,.2379083633422852,5759344,.276951789855957,353889,200705,101198,.0892868041992188,2634950,.2752819061279297,308185,.7431421279907227,107546,.4725399017333984,63340,-.7326240539550781,1857494,.0178127288818359,matched (3),1153828.5,.89989918,96471.359,193885.23
201301,841239,636,3829,767012,01,0,0,0,0,0,0,0,0,0,0,0,662420,-.6197662353515625,309183,.0335931777954102,510770,-.4936323165893555,1143795,-.480860710144043,1041508,-.4659862518310547,3409886,.1584749221801758,52781,-.2938070297241211,2405503,-.3668088912963867,5689403,.1642580032348633,247040,.0394668579101563,151702,-.8034954071044922,37685,-1.182019233703613,253920,.4541816711425781,72363,-.3459901809692383,32173,-.15032958984375,39471,.6520729064941406,40919,-.7382783889770508,7978,-1.555886268615723,5294,131881,-.3347511291503906,1141,-3.082400321960449,258351,755047,-.18621826171875,358789,1160529,-1.755246162414551,17109642,.4843578338623047,87274,.3228120803833008,621647,-.9784631729125977,77310,1025,2014149,1.308327674865723,80826,-.5222148895263672,1476854,-.0536880493164063,959582,418677,1631643,2746503,-1.599963188171387,62816,-1.677957534790039,46997,-.5372161865234375,54398,-1.325164794921875,877140,-.2307615280151367,4773385,-.1877679824829102,172004,124485,44727,-.8165016174316406,2280760,-.1443557739257813,43961,-1.947397232055664,117274,.0865936279296875,124749,.6777868270874023,2387791,.2511396408081055,matched (3),998122.13,.89989918,100492.51,195917.09
201302,841239,637,3829,778280,02,1,0,0,0,0,0,0,0,0,0,0,679024,.0247564315795898,881316,1.047483444213867,916241,.5843601226806641,1410853,.2098426818847656,1230989,.1671485900878906,4471343,.2710094451904297,45096,-.1573572158813477,823156,-1.072368621826172,5301492,-.07061767578125,247776,.0029745101928711,124275,-.1994209289550781,39055,.0357084274291992,200158,-.2379121780395508,75585,.0435628890991211,135211,1.435708999633789,54192,.3169670104980469,65191,.4657268524169922,24254,1.111893653869629,9569,74764,-.5675640106201172,8351,1.990475654602051,331781,856243,.1257743835449219,144745,2052934,.5703935623168945,10877552,-.45294189453125,216808,.9099588394165039,864069,.329279899597168,44333,18587,1724860,-.1550502777099609,104517,.2570514678955078,2087008,.3458175659179688,864026,288070,3098917,2982988,.0825967788696289,403745,1.860573768615723,65688,.3348321914672852,123405,.8191442489624023,487036,-.5883283615112305,4707144,-.0139741897583008,161632,195892,98362,.7880764007568359,1678604,-.3065462112426758,68806,.4479885101318359,138886,.1691408157348633,177961,.355259895324707,1345540,-.573573112487793,matched (3),873758.38,.89989918,123183.41,208468.02
201303,841239,638,3829,735125,03,0,1,0,0,0,0,0,0,0,0,0,495760,-.3145647048950195,380294,-.8404722213745117,169123,-1.689653396606445,495551,-1.046279907226563,1287274,.044708251953125,4875853,.0866069793701172,48591,.0746450424194336,1452850,.5681362152099609,4911800,-.0763473510742188,90322,-1.009143829345703,45525,-1.00423526763916,6206,-1.839454650878906,176375,-.1264944076538086,113384,.405522346496582,46770,-1.061594009399414,51958,-.0420980453491211,46667,-.3342838287353516,24305,.002100944519043,6259,58973,-.2372570037841797,5850,-.3559389114379883,321170,969738,.1244716644287109,7714,917850,-.8049907684326172,11460487,.0522041320800781,140027,-.4371767044067383,782263,-.099461555480957,90757,7813,974214,-.5712709426879883,91176,-.1365585327148438,1491425,-.3359994888305664,529553,1272003,1073765,2853317,-.0444431304931641,203209,-.6865482330322266,48444,-.3045072555541992,101606,-.1943683624267578,1174103,.8799219131469727,3017191,-.4447546005249023,137701,112689,52297,-.6317148208618164,1658705,-.0119256973266602,62257,-.1000204086303711,159423,.1379079818725586,111559,-.467010498046875,1390600,.0329399108886719,matched (3),676570.06,.89989918,88314.93,189958.66
201304,841239,639,3829,1046910,04,0,0,1,0,0,0,0,0,0,0,0,826230,.5107812881469727,378039,-.0059471130371094,505290,1.09450626373291,2359656,1.560601234436035,1593606,.2134733200073242,2963439,-.4979448318481445,57401,.1666231155395508,1760684,.1921758651733398,5465121,.106745719909668,238993,.973052978515625,70910,.4431495666503906,299624,3.877012252807617,213013,.1887407302856445,47934,-.8609552383422852,18359,-.9351224899291992,189444,1.293658256530762,84895,.5983781814575195,4680,-1.647383689880371,6691,122224,.7287759780883789,9773,.5131816864013672,362374,1157266,.1767892837524414,10929,4817171,1.657907485961914,7239014,-.4594202041625977,140099,.000514030456543,1985302,.93133544921875,15006,1829,8079806,2.115492820739746,164650,.5910310745239258,1512057,.0137395858764648,676935,583304,1764215,2708409,-.0521211624145508,239169,.1629352569580078,63741,.274418830871582,100678,-.0091753005981445,1106730,-.0590944290161133,4321005,.359161376953125,94124,150419,125869,.8783025741577148,2623333,.4584083557128906,77934,.2245912551879883,146005,-.0879201889038086,15011,-2.005769729614258,2633616,.6386232376098633,matched (3),1104695.3,.89989918,139113.39,218259.7
201305,841239,640,3829,1072007,05,0,0,0,1,0,0,0,0,0,0,0,1619127,.6727695465087891,433518,.1369361877441406,948299,.6295375823974609,1829616,-.2544097900390625,1087650,-.3819799423217773,4060400,.3149309158325195,60419,.0512418746948242,1969308,.1119794845581055,4951127,-.0987710952758789,170596,-.3371362686157227,102764,.3710241317749023,43927,-1.919999122619629,289693,.3074684143066406,61219,.2446327209472656,73074,1.381353378295898,385391,.7101650238037109,32223,-.9687347412109375,15579,1.202625274658203,5682,110430,-.1014738082885742,15091,.4344749450683594,411414,1620265,.3365297317504883,35259,3573373,-.2986764907836914,8240376,.1295614242553711,2418574,2.848584175109863,468075,-1.444897651672363,97883,18310,640025,-2.535615921020508,78991,-.7344884872436523,1869304,.2120943069458008,678197,151985,1714717,3941667,.3752431869506836,159380,-.405879020690918,64122,.0059595108032227,323723,1.167960166931152,1472369,.2854623794555664,4375308,.0124893188476563,215094,150072,119876,-.0487842559814453,2750614,.0473785400390625,92259,.1687374114990234,151547,.0372543334960938,94114,1.835722923278809,1536171,-.5390653610229492,matched (3),1043211.8,.89989918,102426.98,196916.34
201306,841239,641,3829,723525,06,0,0,0,0,1,0,0,0,0,0,0,887289,-.6014719009399414,254818,-.5313835144042969,260670,-1.291415214538574,899765,-.7097282409667969,656737,-.5044918060302734,3698182,-.093440055847168,59570,-.0141515731811523,3338682,.5278940200805664,4897735,-.0108423233032227,93545,-.600855827331543,91668,-.1142616271972656,3086,-2.655653953552246,245091,-.1671924591064453,73069,.1769466400146484,22336,-1.185273170471191,52758,-1.988543510437012,48687,.4127311706542969,7344,-.752039909362793,16441,90696,-.1968679428100586,1328,-2.430424690246582,349829,1303093,-.2178487777709961,205102,2809028,-.2406721115112305,6060530,-.3072490692138672,129426,-2.927824020385742,1091912,.8470563888549805,32892,8335,1436456,.8084268569946289,124499,.4549636840820313,1198560,-.4444446563720703,1113770,529654,1069891,3360978,-.1593723297119141,176450,.10174560546875,55358,-.1469659805297852,199843,-.482356071472168,889074,-.5044469833374023,5594308,.2457723617553711,243453,94191,50751,-.8595266342163086,2003814,-.3167715072631836,107878,.1564016342163086,315665,.7337856292724609,123568,.2722845077514648,1483966,-.0345745086669922,matched (3),840862.81,.89989918,82208.313,187197.67
201307,841239,642,3829,1367446,07,0,0,0,0,0,1,0,0,0,0,0,1119922,.232844352722168,473401,.6193933486938477,261467,.0030527114868164,2558376,1.044994354248047,1086072,.5030393600463867,5122206,.3257436752319336,63883,.0699014663696289,2706675,-.2098550796508789,5605656,.1350030899047852,247685,.9737157821655273,112988,.2091073989868164,5422,.5635890960693359,284568,.1493425369262695,64582,-.1234683990478516,29532,.2792749404907227,57859,.0922937393188477,29130,-.5136432647705078,18448,.9210720062255859,23776,224763,.9075326919555664,9167,1.931936264038086,580316,1691388,.260807991027832,10072,1095238,-.9418659210205078,7484232,.2110013961791992,169448,.2694368362426758,1456662,.2882175445556641,66690,35507,2424866,.5235977172851563,144233,.1471328735351563,1732480,.3684329986572266,1082867,488910,2291653,12882361,1.3436279296875,437382,.9077701568603516,110038,.6870040893554688,104027,-.6528816223144531,1013112,.1306009292602539,4752870,-.1630010604858398,317544,174465,63072,.21734619140625,1965415,-.0193490982055664,126111,.1561613082885742,127890,-.9035110473632813,166211,.2964668273925781,1565524,.053502082824707,matched (3),1614476.8,.89989918,91631.039,191522.88
201308,841239,643,3829,1353174,08,0,0,0,0,0,0,1,0,0,0,0,1285212,.1376638412475586,401940,-.163640022277832,535669,.7172088623046875,1177154,-.7762727737426758,963619,-.1196269989013672,5124523,.0004520416259766,108060,.5256328582763672,3988001,.3875694274902344,5106102,-.0933399200439453,35612,-1.939475059509277,92057,-.2048730850219727,11791,.7768716812133789,164871,-.5458087921142578,55127,-.1582965850830078,50089,.5283269882202148,351629,1.804568290710449,31384,.0745296478271484,2331,-2.068658351898193,0,152450,-.388209342956543,23956,.9606084823608398,437422,2124619,.2280435562133789,4206,3530571,1.170487403869629,7591052,.0141716003417969,378962,.8048896789550781,331850,-1.479219436645508,100415,2276,1003849,-.8819351196289063,90556,-.4654617309570313,1402674,-.2111740112304688,1403755,210621,1493947,2023805,-1.85088062286377,238781,-.6052608489990234,62504,-.5655946731567383,205529,.6809368133544922,1064423,.0494060516357422,3066497,-.4382123947143555,294282,164970,90202,.3577747344970703,2585695,.2742910385131836,93426,-.299992561340332,30001,-1.449939727783203,7018,-3.164779663085938,1434397,-.0874757766723633,matched (3),1192813.9,.89989918,112045.8,202086.67
