period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1075c348,growth1075c348,Y1298c348,growth1298c348,Y1357c372,growth1357c372,Y1425c124,growth1425c124,Y1504c826,growth1504c826,Y1585c348,Y1726c554,Y1726c757,growth1726c757,Y1838c826,growth1838c826,Y1900c124,growth1900c124,Y1977c440,growth1977c440,Y1980c826,growth1980c826,Y2099c222,growth2099c222,Y2368c826,growth2368c826,Y2481c191,growth2481c191,Y2503c826,growth2503c826,Y2897c36,Y2930c440,growth2930c440,Y2963c36,Y3035c233,Y3087c372,growth3087c372,Y3115c620,growth3115c620,Y3209c124,growth3209c124,Y3216c191,growth3216c191,Y3295c705,growth3295c705,Y3328c705,growth3328c705,Y3340c616,growth3340c616,Y3392c616,growth3392c616,Y3395c616,growth3395c616,Y3463c826,growth3463c826,Y3484c616,growth3484c616,Y3541c440,growth3541c440,Y3703c372,growth3703c372,Y3714c300,growth3714c300,Y3717c152,growth3717c152,Y4285c616,growth4285c616,Y4425c484,growth4425c484,Y4452c616,growth4452c616,Y4459c616,growth4459c616,Y4473c703,growth4473c703,Y4636c222,growth4636c222,Y464c620,growth464c620,Y4688c428,growth4688c428,Y4943c124,growth4943c124,Y4988c826,growth4988c826,Y5026c251,growth5026c251,Y5027c36,Y773c246,growth773c246,Y780c616,growth780c616,Y838c620,growth838c620,_merge,x,r2,s,sf
201011,901510,610,4735,5067152,11,0,0,0,0,0,0,0,0,0,1,0,389537,.2502298355102539,1952,-2.574206352233887,1695236,.5930633544921875,373200,.257603645324707,835710,.1369190216064453,232,2273206,3756060,.2897567749023438,3167335,.1360349655151367,11016716,.0642585754394531,573665,.4331541061401367,4889777,.0360441207885742,836451,-.5186014175415039,4152333,-.0772523880004883,141696,.9646997451782227,214812,.5824966430664063,7189277,62867,-1.27385139465332,14798058,1482917,1252808,.0913887023925781,2107787,-.0969324111938477,5931180,-.0541772842407227,134080,-.0419769287109375,3586968,-.0291309356689453,216488,.1577415466308594,5979676,-.1995820999145508,9744902,.2977542877197266,982759,.1384191513061523,12189839,.0585155487060547,9328822,-.0933303833007813,584686,-.4310684204101563,826431,.1284360885620117,706956,.350398063659668,46690,.4088659286499023,9354259,-.0655956268310547,2155801,.4934167861938477,2409178,.0734548568725586,597277,.059382438659668,2559244,-.1531772613525391,47063,.2233924865722656,143551,.408024787902832,68390,-.0144004821777344,27665358,.0829753875732422,986172,-.1479330062866211,1256213,.0233869552612305,554257,21259,.628443717956543,256073,.341252326965332,442228,.0832614898681641,matched (3),2885120.5,.92781305,493619.66,863234.69
201012,901510,611,4735,4599287,12,0,0,0,0,0,0,0,0,0,0,1,375445,-.0368471145629883,251191,4.857358932495117,217042,-2.055485725402832,258707,-.3664188385009766,832435,-.0039262771606445,4997,1713071,2675509,-.3392305374145508,1979510,-.4700412750244141,7633097,-.3669195175170898,561942,-.0206470489501953,3499915,-.3344078063964844,614107,-.3089981079101563,2567852,-.4806003570556641,62264,-.8222999572753906,243353,.1247501373291016,6007456,47920,-.2714881896972656,12919939,1061512,777652,-.4768638610839844,1575102,-.2913188934326172,4758695,-.2202491760253906,80666,-.5081186294555664,2410648,-.3974123001098633,178133,-.1950054168701172,6124818,.0239830017089844,6190977,-.4536514282226563,627773,-.448185920715332,10799700,-.1210842132568359,5078019,-.6081886291503906,456889,-.2466344833374023,546596,-.4134063720703125,560980,-.2312831878662109,45537,-.0250053405761719,6587849,-.3506050109863281,957211,-.8118934631347656,1871726,-.2524251937866211,401353,-.3975400924682617,1238177,-.7260713577270508,9789,-1.57022762298584,54380,-.9706945419311523,96253,.3417530059814453,23951296,-.1441574096679688,779032,-.23577880859375,1020759,-.2075557708740234,478721,4256,-1.608450889587402,193545,-.2799520492553711,108738,-1.402884483337402,matched (3),3143933,.92781305,349041.09,789521.06
201101,901510,612,4735,4197337,01,0,0,0,0,0,0,0,0,0,0,0,373158,-.0061101913452148,2912,-4.457373142242432,1945872,2.193374633789063,249173,-.0375490188598633,677665,-.2057018280029297,110193,1696119,3168432,.1690969467163086,2563517,.2585306167602539,9133523,.1794576644897461,565988,.0071744918823242,5081048,.3727779388427734,659952,.0719976425170898,3101424,.1887912750244141,83860,.297764778137207,194937,-.221837043762207,6718115,191950,1.387701988220215,12823494,946890,947589,.1976413726806641,1614637,.0247898101806641,5119648,.0731115341186523,69581,-.1478261947631836,2645612,.0930070877075195,337308,.6384668350219727,6865993,.1142311096191406,9293337,.4062042236328125,1394364,.7980155944824219,13327573,.2103176116943359,8060299,.4620294570922852,314176,-.3744878768920898,632238,.1455564498901367,409203,-.3154735565185547,36657,-.2169208526611328,9591946,.3756980895996094,889753,-.0730800628662109,2399458,.2483816146850586,548496,.3123388290405273,1805764,.3773431777954102,31660,1.173794746398926,81822,.4085502624511719,94725,-.0160017013549805,28704220,.1810207366943359,1108125,.3523721694946289,1200970,.1625833511352539,618439,5077,.1763906478881836,190939,-.0135564804077148,406546,1.318755149841309,matched (3),6906672,.92781305,468478.75,849109
201102,901510,613,4735,4282477,02,1,0,0,0,0,0,0,0,0,0,0,576356,.4347238540649414,805291,5.622363567352295,1621583,-.1823081970214844,336526,.3005285263061523,609208,-.1064939498901367,63290,1894086,3884052,.2036418914794922,2284973,-.115025520324707,7152614,-.2444734573364258,596555,.0525979995727539,5556762,.0894985198974609,1162541,.5661964416503906,4034875,.2631139755249023,122527,.3791828155517578,165502,-.1636924743652344,8280428,11923,-2.778765678405762,12424115,874259,1054324,.1067342758178711,1743504,.076786994934082,5626292,.094365119934082,76961,.1008071899414063,4002451,.4140043258666992,466749,.3247947692871094,7049647,.0263967514038086,11379028,.2024745941162109,1064873,-.2695827484130859,13576162,.0184803009033203,7818694,-.0304327011108398,699603,.8005599975585938,884121,.3353281021118164,495513,.1913824081420898,15701,-.8478794097900391,10120081,.0535964965820313,1382820,.4409360885620117,2389108,-.0043220520019531,692957,.2337875366210938,1227072,-.3863525390625,42065,.2841625213623047,112688,.3200769424438477,78728,-.1849794387817383,23038124,-.2198925018310547,870283,-.2416057586669922,1278748,.0627517700195313,432032,38982,2.038379669189453,61916,-1.126174926757813,462615,.1291980743408203,matched (3),4724873,.92781305,502404,868287.75
201103,901510,614,4735,3598944,03,0,1,0,0,0,0,0,0,0,0,0,798531,.3260488510131836,239635,-1.21208667755127,95696,-2.829980850219727,302129,-.1078214645385742,845551,.3278293609619141,26486,1415361,3359774,-.1450052261352539,3196063,.3355655670166016,5036102,-.3508453369140625,610891,.023747444152832,4561964,-.1972627639770508,806197,-.3660354614257813,4502603,.1096811294555664,95106,-.2533388137817383,91600,-.591552734375,5328378,6616,-.5889787673950195,10004832,967191,1053828,-.0004701614379883,2309996,.2813491821289063,4275698,-.2745027542114258,48779,-.455998420715332,6389427,.467738151550293,396887,-.162139892578125,8974049,.2413597106933594,15347240,.299163818359375,1498629,.3416948318481445,13332406,-.0181179046630859,7034685,-.1056652069091797,429025,-.4889974594116211,677336,-.2664270401000977,482196,-.0272426605224609,72851,1.53469181060791,11556563,.1327323913574219,1243218,-.1064214706420898,2389197,.0000371932983398,562619,-.2083644866943359,1710692,.3322668075561523,22351,-.6323451995849609,97308,-.1467418670654297,41914,-.6303787231445313,21239432,-.0812911987304688,764766,-.1292486190795898,1069790,-.1784191131591797,182889,44769,.1384162902832031,260552,1.437024116516113,452341,-.0224580764770508,matched (3),3737900.5,.92781305,579732.63,915206.94
201104,901510,615,4735,5796305,04,0,0,1,0,0,0,0,0,0,0,0,549489,-.3737850189208984,668650,1.026144027709961,756329,2.067299842834473,194486,-.4404935836791992,1102520,.2653646469116211,13633,2300975,2799361,-.1824817657470703,4258997,.287114143371582,8105398,.4758977890014648,588276,-.0377225875854492,4341828,-.0494575500488281,1053453,.2675008773803711,5219233,.1476945877075195,262092,1.013703346252441,193571,.7482137680053711,7292130,10606,.4719295501708984,13850789,1165946,981585,-.0710163116455078,2125223,-.083369255065918,5119355,.1800804138183594,83038,.5319986343383789,5528686,-.1446943283081055,505024,.2409543991088867,7502538,-.1790952682495117,11294296,-.3066368103027344,1654515,.0989570617675781,12203964,-.0884361267089844,10428048,.393646240234375,560414,.2671604156494141,812690,.1821823120117188,529227,.0930662155151367,73432,.0079431533813477,9174191,-.2308597564697266,1583487,.2419261932373047,2330041,-.0250720977783203,566827,.007451057434082,1650273,-.0359573364257813,57852,.9510164260864258,135883,.3339128494262695,66234,.4575738906860352,24969816,.1618080139160156,881406,.1419486999511719,1306727,.2000637054443359,365563,37564,-.1754703521728516,126375,-.7235488891601563,312900,-.3685531616210938,matched (3),5924591.5,.92781305,421362.44,824051
201105,901510,616,4735,6429615,05,0,0,0,1,0,0,0,0,0,0,0,724243,.2761373519897461,83245,-2.083473205566406,1161924,.4293556213378906,318225,.4923982620239258,1131069,.0255651473999023,88296,2001266,4216879,.4097042083740234,5513221,.2581148147583008,9720072,.1816635131835938,691855,.1621809005737305,4522850,.0408468246459961,953706,-.0994739532470703,5944341,.1300888061523438,109867,-.8694248199462891,393959,.710601806640625,6975881,6623,-.4708719253540039,13730315,1431298,1043490,.0611581802368164,2346198,.0989189147949219,4114518,-.2185068130493164,75513,-.0949935913085938,4337259,-.2427082061767578,462461,-.0880441665649414,9686115,.2554521560668945,13280434,.1619930267333984,1782871,.0747175216674805,15261774,.2235889434814453,13931042,.2896213531494141,659271,.1624584197998047,686697,-.1684560775756836,584281,.0989646911621094,79513,.0795612335205078,11208869,.2003116607666016,2522270,.4655303955078125,2445830,.0484991073608398,670937,.1686210632324219,1180945,-.334625244140625,33806,-.5372495651245117,72031,-.6346979141235352,72497,.0903511047363281,25689344,.0284080505371094,1149631,.2656774520874023,1147457,-.1299772262573242,270241,69457,.6146621704101563,268355,.753056526184082,212319,-.3877935409545898,matched (3),7582124,.92781305,487195.16,859577.19
201106,901510,617,4735,5480993,06,0,0,0,0,1,0,0,0,0,0,0,643287,-.1185359954833984,247862,1.091084480285645,102135,-2.431536674499512,276458,-.1407003402709961,770302,-.3841361999511719,26503,2078474,4115114,-.0244293212890625,6112311,.1031560897827148,9498888,-.0230197906494141,639934,-.0780115127563477,6323792,.3351764678955078,874029,-.0872411727905273,5551650,-.0683441162109375,63450,-.5490188598632813,255255,-.4339838027954102,5523843,7953,.1830005645751953,12881700,1116466,1008324,-.0342817306518555,2069810,-.1253385543823242,4557332,.1022157669067383,65015,-.1496868133544922,4621727,.0635261535644531,846797,.6048994064331055,7540263,-.2504367828369141,11436405,-.1494903564453125,1458223,-.2010068893432617,13494277,-.1230850219726563,11366948,-.2034111022949219,700676,.0609111785888672,800547,.1534023284912109,514803,-.1265974044799805,32306,-.9006681442260742,9598634,-.1550846099853516,1921838,-.2718772888183594,2142390,-.1324625015258789,509971,-.2743215560913086,917106,-.2528476715087891,64504,.6460895538330078,99119,.3192243576049805,54394,-.2872915267944336,24984872,-.0278053283691406,1623044,.3448629379272461,1418168,.2118167877197266,336468,36589,-.640960693359375,257796,-.0401420593261719,58844,-1.283200263977051,matched (3),6764945.5,.92781305,529749.69,884391.56
201107,901510,618,4735,5616836,07,0,0,0,0,0,1,0,0,0,0,0,498555,-.2548761367797852,414940,.5152616500854492,288641,1.038887977600098,167540,-.5008363723754883,873577,.1258134841918945,0,1467633,4293041,.0423288345336914,6190530,.0127162933349609,10094661,.0608329772949219,531427,-.1857995986938477,6327210,.0005407333374023,1072626,.2047510147094727,3584543,-.437464714050293,59188,-.0695333480834961,152105,-.5176916122436523,6520204,7942,-.0013837814331055,13974836,1475868,1110693,.0966949462890625,2241701,.079777717590332,5673638,.2190933227539063,80655,.2155628204345703,5503547,.1746244430541992,278890,-1.110644340515137,9102701,.1883144378662109,13110349,.1366004943847656,1885251,.2568426132202148,14646201,.0819149017333984,9797027,-.1486301422119141,869129,.2154464721679688,568286,-.3426704406738281,558550,.0815591812133789,50491,.4465427398681641,10341571,.0745506286621094,2199467,.1349325180053711,2366859,.0996417999267578,544507,.0655269622802734,973432,.0596046447753906,92514,.3606319427490234,124877,.2310085296630859,58738,.0768337249755859,26430256,.0562381744384766,1760382,.0812273025512695,1514951,.0660181045532227,396731,81176,.7968721389770508,197559,-.2661314010620117,237149,1.393798828125,matched (3),7818704.5,.92781305,525551.5,881883.31
201108,901510,619,4735,5662209,08,0,0,0,0,0,0,1,0,0,0,0,313739,-.4631528854370117,314599,-.2768354415893555,316843,.0932226181030273,258109,.432159423828125,676958,-.2549867630004883,52209,2675828,4148579,-.0342292785644531,9605990,.439366340637207,9731548,-.0366344451904297,578586,.0850210189819336,4421792,-.3583145141601563,868759,-.2107992172241211,4270286,.1750497817993164,79639,.2967853546142578,106239,-.3588800430297852,9376624,7580,-.0466518402099609,17347794,1957131,1205821,.0821762084960938,1909142,-.1605806350708008,5312568,-.0657548904418945,3894,-3.030744552612305,3307134,-.5093107223510742,295589,.0581531524658203,6887119,-.2789192199707031,14193519,.0793838500976563,809566,-.8453178405761719,12090488,-.1917610168457031,7956805,-.2080516815185547,556625,-.4456005096435547,926022,.4882726669311523,418342,-.2890443801879883,32620,-.4368696212768555,7643420,-.3023262023925781,3071811,.3340520858764648,3113253,.274104118347168,513689,-.058262825012207,880732,-.1000738143920898,90857,-.0180730819702148,64907,-.6543741226196289,67838,.1440353393554688,27802560,.0506191253662109,1717600,-.0246028900146484,1217247,-.2187919616699219,544747,133720,.4991283416748047,137291,-.3639345169067383,386205,.4876794815063477,matched (3),8802909,.92781305,651145.06,962031
201109,901510,620,4735,6882734,09,0,0,0,0,0,0,0,1,0,0,0,434127,.3247756958007813,511156,.4853763580322266,1576535,1.604578018188477,419429,.4855127334594727,796657,.1628150939941406,52064,1840456,3698900,-.1147308349609375,5132426,-.6268091201782227,8600371,-.1235675811767578,619822,.0688457489013672,4377944,-.0099658966064453,951699,.0911836624145508,5665079,.2826404571533203,106038,.2862939834594727,249547,.8539562225341797,8552850,2838,-.9824137687683106,16391055,1836161,1178424,-.0229825973510742,2056924,.0745573043823242,6047706,.129603385925293,69801,2.886211395263672,3661651,.1018314361572266,518474,.561920166015625,8333223,.1905975341796875,12017486,-.1664218902587891,1312281,.4830236434936523,14707986,.1959705352783203,10282759,.2564411163330078,865281,.4411630630493164,811239,-.1323356628417969,467918,.1119937896728516,97191,1.091752052307129,11245649,.3861370086669922,3074281,.0008039474487305,2815039,-.1006917953491211,549255,.0669450759887695,1015218,.1421051025390625,66539,-.3114986419677734,104391,.4751882553100586,98153,.3694047927856445,28925164,.0395832061767578,2050985,.1773920059204102,1228711,.009373664855957,637186,211851,.4601354598999023,169020,.2079143524169922,438758,.1275796890258789,matched (3),7266990.5,.92781305,483321.09,857387.31
