period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1450c688,growth1450c688,Y1617c807,growth1617c807,Y1698c372,growth1698c372,Y1789c152,Y1809c807,growth1809c807,Y2050c268,growth2050c268,Y2118c642,Y2125c703,growth2125c703,Y2577c792,growth2577c792,Y2742c348,growth2742c348,Y2750c251,growth2750c251,Y2821c554,Y2927c222,growth2927c222,Y2962c268,growth2962c268,Y3024c792,growth3024c792,Y3158c440,growth3158c440,Y3215c703,growth3215c703,Y327c440,growth327c440,Y3339c484,growth3339c484,Y3388c208,Y3511c208,growth3511c208,Y3583c807,growth3583c807,Y3730c222,growth3730c222,Y3980c600,growth3980c600,Y4039c620,growth4039c620,Y4040c440,growth4040c440,Y4140c620,growth4140c620,Y4146c484,growth4146c484,Y4198c348,growth4198c348,Y4431c428,growth4431c428,Y4445c688,growth4445c688,Y4484c792,growth4484c792,Y4539c826,growth4539c826,Y4681c484,growth4681c484,Y4701c191,growth4701c191,Y472c792,growth472c792,Y4736c616,growth4736c616,Y4761c124,growth4761c124,Y47c124,growth47c124,Y4887c440,growth4887c440,Y4974c705,growth4974c705,Y4975c218,Y581c688,growth581c688,Y614c484,growth614c484,Y651c428,growth651c428,Y675c484,growth675c484,Y694c792,growth694c792,Y712c348,growth712c348,Y712c688,growth712c688,Y729c703,growth729c703,_merge,x,r2,s,sf
201109,840721,620,3800,6040768,09,0,0,0,0,0,0,0,1,0,0,0,749857,-.2187061309814453,52244,-.0475826263427734,382633,.590245246887207,260564,11042,-1.253435134887695,446620,-.6216878890991211,229993,585708,-1.151097297668457,908395,-.1648387908935547,298905,-.1940975189208984,494481,-.0135564804077148,14362,5952,-1.461245536804199,6038,-.3402271270751953,18803484,.0521907806396484,191807,.9723377227783203,603705,-.7193841934204102,845560,-.6011075973510742,925240,-.5628929138183594,2160761,74096,-.3342008590698242,165933,.2636480331420898,9714,1.044511795043945,382193,.5019378662109375,4626488,.3327903747558594,849282,-.1514348983764648,140800,-2.4840087890625,1678102,-.2004890441894531,30806328,-.0162830352783203,24157,-.0442924499511719,41667,1.104533195495606,23346146,1.408272743225098,487952,-.2661466598510742,46276,.0839910507202148,1242,-1.985931396484375,265033,-.4234695434570313,558445,.2052192687988281,12796707,.211151123046875,172367,.6940937042236328,17835,-1.185775756835938,125090,-.4009084701538086,46440,128268,-.4146537780761719,832932,-.3385066986083984,172611,.0734262466430664,9912644,-.5387535095214844,18862164,.0557727813720703,10092914,-.0400886535644531,5487378,-.1367311477661133,17640,-.0415287017822266,matched (3),9770479,.82285452,1046054.9,1596786.8
201110,840721,621,3800,5474578,10,0,0,0,0,0,0,0,0,1,0,0,679246,-.0988988876342773,84964,.4863033294677734,382515,-.0003089904785156,19060,4592,-.8773908615112305,697780,.4461956024169922,237774,968219,.5026369094848633,788223,-.1418981552124023,447268,.4030313491821289,448200,-.0982694625854492,5384,4551,-.2683801651000977,3179,-.6415061950683594,14933192,-.2304573059082031,116449,-.4990358352661133,1343668,.8000726699829102,224265,-1.327171325683594,478869,-.658625602722168,617,65309,-.1262311935424805,120497,-.3199596405029297,5196,-.6256790161132813,364991,-.0460529327392578,2989550,-.4366750717163086,1000354,.1637182235717773,977861,1.938027381896973,1399342,-.1816606521606445,28916878,-.0632953643798828,40720,.5221452713012695,26956,-.4355030059814453,15394245,-.4164371490478516,366620,-.2858905792236328,21342,-.7739467620849609,924,-.2957663536071777,249944,-.0586175918579102,435019,-.2497663497924805,12755069,-.0032596588134766,152333,-.1235570907592773,11091,-.4750289916992188,97747,-.2466506958007813,138194,166541,.2611198425292969,1173223,.3425579071044922,143080,-.1876363754272461,7549994,-.2722644805908203,21397562,.1261196136474609,8874553,-.1286458969116211,4895436,-.1141471862792969,24383,.3237171173095703,matched (3),5873259,.82285452,626560.06,1359439.1
201111,840721,622,3800,4857443,11,0,0,0,0,0,0,0,0,0,1,0,610592,-.1065540313720703,50905,-.5122671127319336,123460,-1.130849838256836,121880,6292,.3149633407592773,560911,-.2183418273925781,129914,908699,-.0634441375732422,523538,-.4091720581054688,394303,-.12603759765625,319081,-.3397941589355469,887,29245,1.860361099243164,1606,-.6828198432922363,13293794,-.1162891387939453,46770,-.9122114181518555,1038118,-.2579936981201172,93877,-.8708429336547852,1101472,.8329753875732422,895,63374,-.0300760269165039,73440,-.4951562881469727,2026,-.9418253898620606,191033,-.6474266052246094,3448351,.1427736282348633,1515613,.41546630859375,166556,-1.770036697387695,1236907,-.1233882904052734,27438320,-.0524845123291016,19818,-.720128059387207,54229,.699009895324707,7987990,-.6560554504394531,258267,-.3503322601318359,27557,.2555789947509766,4545,1.593071460723877,267419,.0675792694091797,321252,-.3031635284423828,11218860,-.1283321380615234,169856,.108881950378418,19092,.5431356430053711,605011,1.822863578796387,45777,309125,.618504524230957,848700,-.3238048553466797,165038,.1427717208862305,7583590,.0044403076171875,10622262,-.7003250122070313,6563991,-.3015890121459961,9746025,.6885566711425781,23682,-.0291709899902344,matched (3),5922052.5,.82285452,698955.94,1394287.1
201112,840721,623,3800,7812900,12,0,0,0,0,0,0,0,0,0,0,1,410137,-.3979377746582031,59954,.1636171340942383,140574,.1298160552978516,50786,3194,-.6780052185058594,911057,.4850435256958008,379259,1026275,.1216764450073242,985494,.6325340270996094,458392,.150604248046875,616382,.658421516418457,37026,18618,-.4515790939331055,4536,1.038299083709717,14524307,.0885276794433594,132564,1.041823387145996,1234464,.1732282638549805,244570,.9575166702270508,1136799,.0315685272216797,1768055,109188,.5440168380737305,102398,.3323984146118164,6640,1.187048435211182,140847,-.3047714233398438,4524585,.2716293334960938,1178782,-.2513389587402344,1082158,1.871380805969238,1448385,.1578350067138672,41173000,.4058418273925781,18099,-.0907344818115234,144066,.977055549621582,8887915,.1067523956298828,509600,.6796321868896484,72958,.973628044128418,5257,.1455326080322266,269199,.0066347122192383,590307,.6084165573120117,15565436,.3274574279785156,82449,-.7227716445922852,34873,.602442741394043,90251,-1.902651786804199,118377,219336,-.3431415557861328,1287718,.4169216156005859,166848,.0109071731567383,8274398,.0871791839599609,14881413,.3371601104736328,9558531,.3758354187011719,13694304,.3401203155517578,26885,.1268529891967773,matched (3),8171501,.82285452,699381.5,1394500.5
201201,840721,624,3800,6524867,01,0,0,0,0,0,0,0,0,0,0,0,325405,-.2314205169677734,20806,-1.05833625793457,294483,.7394876480102539,177850,3898,.1991901397705078,509844,-.580500602722168,258508,623357,-.4985713958740234,370626,-.9779500961303711,468710,.0222597122192383,240743,-.9401369094848633,5977,2302,-2.09035062789917,2129,-.7563929557800293,12647016,-.1384029388427734,57273,-.8392362594604492,834347,-.3917427062988281,149445,-.4925737380981445,1386680,.1986961364746094,343196,50200,-.7770557403564453,43396,-.8584995269775391,7028,.0567903518676758,24051,-1.767498016357422,3455747,-.2694864273071289,726088,-.4845657348632813,172646,-1.835469245910645,857052,-.5247058868408203,25878692,-.4643630981445313,33808,.6248407363891602,20594,-1.945271492004395,5232152,-.5298690795898438,395296,-.2539911270141602,106668,.3798370361328125,1478,-1.268870830535889,164914,-.4900264739990234,106669,-1.710911750793457,10804377,-.3651027679443359,81472,-.0119199752807617,11033,-1.150821685791016,1086763,2.488364219665527,67746,191877,-.1337499618530273,772712,-.5107202529907227,139174,-.1813583374023438,8562206,.0341920852661133,28617912,.6539211273193359,7106241,-.2964611053466797,754384,-2.898834228515625,4906,-1.701109886169434,matched (3),6821783,.82285452,654344.75,1372466.5
201202,840721,625,3800,7464397,02,1,0,0,0,0,0,0,0,0,0,0,399858,.2060384750366211,41460,.6894874572753906,106666,-1.015519142150879,263798,2590,-.4088058471679688,668036,.2702369689941406,203781,928220,.3981494903564453,463628,.2238893508911133,478603,.0208873748779297,337265,.3371391296386719,451,5409,.8542857170104981,5204,.8937754631042481,13065572,.0325584411621094,254073,1.489792823791504,1186129,.3518009185791016,187696,.2278957366943359,933816,-.3953876495361328,2318009,99854,.6876935958862305,57027,.273158073425293,904,-2.050827980041504,204346,2.13963794708252,3473056,.0049962997436523,642385,-.1224832534790039,915955,1.668724060058594,1024286,.1782522201538086,30070568,.1501274108886719,30149,-.1145458221435547,2477,-2.1179518699646,7844441,.4049825668334961,639692,.4813518524169922,57507,-.6178150177001953,686,-.7675676345825195,264861,.473780632019043,136382,.2457294464111328,13343517,.2110805511474609,157623,.6599464416503906,28968,.9653005599975586,146275,-2.005470275878906,120750,217999,.1276359558105469,834313,.0767021179199219,153211,.0960912704467773,7337402,-.1543731689453125,43370200,.4157390594482422,7539016,.0591182708740234,792582,.0493946075439453,23396,1.562106132507324,matched (3),6223256.5,.82285452,719959,1404933.5
201203,840721,626,3800,7537974,03,0,1,0,0,0,0,0,0,0,0,0,926467,.8402690887451172,53819,.2608976364135742,394699,1.308421134948731,93013,3461,.2898998260498047,658570,-.0142707824707031,256305,839339,-.1006536483764648,677149,.3788089752197266,738094,.4331998825073242,383911,.1295413970947266,9307,16374,1.107630729675293,1510,-1.237318515777588,9274830,-.3426761627197266,84244,-1.103904724121094,618970,-.6503944396972656,214680,.1343250274658203,1023404,.0916099548339844,871,195692,.6728334426879883,74453,.2666425704956055,10266,2.429762840270996,225222,.0972719192504883,5270171,.417027473449707,1160873,.5917396545410156,196724,-1.538165092468262,2573703,.9213504791259766,37521916,.2213783264160156,13213,-.8249502182006836,45836,2.918021678924561,4487367,-.5585393905639648,350770,-.600855827331543,11295,-1.627546310424805,216,-1.155599117279053,482739,.6002712249755859,624197,1.521005630493164,17282140,.2586421966552734,237557,.4102020263671875,23910,-.19189453125,153429,.0477495193481445,172556,256800,.1638069152832031,1524128,.6025686264038086,138214,-.1030130386352539,12750747,.5526056289672852,55799024,.251983642578125,9061760,.1839714050292969,2929775,1.307384490966797,14954,-.4475860595703125,matched (3),6263837,.82285452,535237.56,1319839.6
201204,840721,627,3800,7891837,04,0,0,1,0,0,0,0,0,0,0,0,809620,-.1348133087158203,42349,-.2396821975708008,200130,-.6791563034057617,90500,4996,.3670797348022461,586918,-.1151857376098633,229446,923588,.0956506729125977,461031,-.3844261169433594,502815,-.3838491439819336,302068,-.2397584915161133,9731,23290,.3523292541503906,16773,2.407660961151123,9969955,.0722732543945313,67784,-.2173910140991211,810950,.2701501846313477,371720,.5489921569824219,1235806,.1885890960693359,1008288,243563,.2188329696655273,126666,.5313854217529297,13453,.2703647613525391,312201,.3265609741210938,4505558,-.1567506790161133,863676,-.2957296371459961,1988050,2.313107490539551,768885,-1.208160400390625,24165920,-.4399814605712891,14331,.0812234878540039,20890,-.7857990264892578,3480398,-.2541189193725586,418490,.1765222549438477,38712,1.231789588928223,6015,3.326733589172363,712953,.3899393081665039,331583,-.6325874328613281,15290342,-.1224517822265625,188348,-.23211669921875,34592,.3693256378173828,211123,.3192024230957031,73162,275958,.0719509124755859,881199,-.5478935241699219,147083,.0621938705444336,7323404,-.5545148849487305,24979436,-.8037033081054688,10494036,.1467437744140625,3647721,.21917724609375,35566,.8664112091064453,matched (3),4785878,.82285452,571080.63,1334777.3
201205,840721,628,3800,6411914,05,0,0,0,1,0,0,0,0,0,0,0,795002,-.0182209014892578,26857,-.4554176330566406,181799,-.0960655212402344,127944,2169,-.8343710899353027,373529,-.4518899917602539,196238,293354,-1.146885871887207,752888,.4904508590698242,357389,-.3413972854614258,219178,-.3207674026489258,16590,6119,-1.336625099182129,13400,-.2245159149169922,15763591,.4581260681152344,31207,-.7756843566894531,774971,-.0453805923461914,943102,.9310331344604492,1593084,.2539482116699219,449648,57602,-1.441818237304688,52890,-.8733386993408203,5814,-.838932991027832,135368,-.8356504440307617,3432454,-.2720365524291992,779997,-.1019077301025391,82084,-3.187166213989258,1797526,.8492259979248047,26968906,.1097412109375,3425,-1.431323051452637,7275,-1.054826736450195,4746498,.3102598190307617,120935,-1.241399765014648,55087,.3527641296386719,5010,-.1828212738037109,592516,-.1850376129150391,321938,-.0295190811157227,14888164,-.0266551971435547,146413,-.2518596649169922,11039,-1.14218807220459,177019,-.1761837005615234,105895,199366,-.3251056671142578,688587,-.2466421127319336,157430,.0679836273193359,6834804,-.0690479278564453,40546664,.4843997955322266,8782782,-.1780128479003906,4980129,.3113527297973633,16988,-.7388830184936523,matched (3),6521748.5,.82285452,699714.75,1394667.8
201206,840721,629,3800,7427445,06,0,0,0,0,1,0,0,0,0,0,0,1043135,.271641731262207,50038,.6222553253173828,358193,.6781702041625977,92221,5580,.9449219703674316,560738,.4062585830688477,241635,371912,.2372770309448242,713257,-.0540742874145508,300912,-.1720066070556641,280971,.2483673095703125,10932,1012,-1.7994704246521,18131,.3023691177368164,16032945,.0169429779052734,153969,1.596109390258789,1317120,.5303764343261719,1123693,.175201416015625,968223,-.4979648590087891,0,58158,.0096063613891602,224505,1.445683479309082,1565,-1.31238317489624,149764,.1010637283325195,4526462,.2766647338867188,1109585,.3524513244628906,3038765,3.61146354675293,3117404,.5505886077880859,41359788,.4276237487792969,10807,1.149092674255371,21631,1.089683532714844,4463433,-.061488151550293,118300,-.0220298767089844,33968,-.483494758605957,8570,.5368318557739258,110954,-1.675262451171875,705284,.7842416763305664,18329988,.2079715728759766,303099,.7276277542114258,22551,.7143449783325195,333991,.634857177734375,148130,282945,.3501100540161133,863082,.2258682250976563,130066,-.1909389495849609,9956093,.3761568069458008,50541124,.2203350067138672,8873832,.0103130340576172,4786991,-.0395536422729492,35429,.7350234985351563,matched (3),8717238,.82285452,688990.44,1389318.3
201207,840721,630,3800,8507604,07,0,0,0,0,0,1,0,0,0,0,0,900367,-.1471834182739258,44941,-.1074314117431641,477322,.2871198654174805,181399,3196,-.5572881698608398,232484,-.88043212890625,39291,409191,.095524787902832,768680,.0748329162597656,406809,.3015251159667969,295271,.0496416091918945,10601,7711,2.03071928024292,11215,-.4803714752197266,15257499,-.0495758056640625,47027,-1.186029434204102,1208571,-.0860080718994141,1745862,.4406280517578125,1345395,.3289804458618164,11572,130812,.8105974197387695,107353,-.7377758026123047,4996,1.160751819610596,277082,.6152534484863281,5613368,.2152109146118164,792260,-.3368520736694336,375216,-2.091704368591309,823843,-1.330775260925293,21845216,-.6383266448974609,11940,.0996999740600586,24417,.1211519241333008,5457409,.2010555267333984,114365,-.0338287353515625,43169,.2397041320800781,7794,-.0949134826660156,275068,.907902717590332,178596,-1.373475074768066,13282631,-.3220806121826172,158032,-.6512622833251953,37737,.5148611068725586,151973,-.7874107360839844,246001,232771,-.1951980590820313,709258,-.1962909698486328,147158,.1234655380249023,6187773,-.4756097793579102,74607920,.3894596099853516,11848373,.2890834808349609,6589150,.3195228576660156,29875,-.1705083847045898,matched (3),7658916.5,.82285452,609301.25,1351571.4
201208,840721,631,3800,8827619,08,0,0,0,0,0,0,1,0,0,0,0,754010,-.1773967742919922,80587,.5839862823486328,310042,-.4314842224121094,289206,11399,1.271625518798828,666846,1.053737640380859,106605,626057,.4252595901489258,519933,-.3909749984741211,467207,.1384286880493164,329890,.110865592956543,10306,23494,1.114097595214844,6697,-.5155925750732422,15336280,.0051517486572266,118867,.9272832870483398,850399,-.3514890670776367,1833000,.0487060546875,1230647,-.0891475677490234,12549,123306,-.0590915679931641,62242,-.5450925827026367,7135,.3563747406005859,398598,.3636398315429688,3666702,-.4258584976196289,819573,.0338945388793945,3278359,2.167595863342285,2473989,1.099606513977051,24590204,.1183662414550781,46680,1.363421440124512,36675,.4068155288696289,4001204,-.3103790283203125,361760,1.151586532592773,67977,.4540462493896484,7113,-.0914297103881836,388386,.3449811935424805,242848,.3073101043701172,5825299,-.8242473602294922,969916,1.814412117004395,19599,-.6551618576049805,636845,1.432823181152344,138391,213739,-.0852994918823242,814201,.1379880905151367,156488,.0614719390869141,11500368,.6198034286499023,35539640,-.7415981292724609,12731601,.0718975067138672,3505845,-.6309928894042969,26733,-.1111230850219727,matched (3),9475828,.82285452,685586.25,1387633.1
201209,840721,632,3800,8102150,09,0,0,0,0,0,0,0,1,0,0,0,789666,.0462045669555664,38345,-.7427129745483398,269603,-.1397571563720703,56217,3004,-1.33358097076416,553345,-.1865777969360352,108107,359548,-.5545940399169922,269746,-.656219482421875,369916,-.2334957122802734,314580,-.047520637512207,23633,1342,-2.862584590911865,6300,-.0611095428466797,13127240,-.1555328369140625,24425,-1.582398414611816,969156,.1307201385498047,686310,-.9823799133300781,1162309,-.0571308135986328,10800,172821,.3375873565673828,103684,.5103178024291992,2846,-.919097900390625,262671,-.4170513153076172,4771380,.2633428573608398,901789,.0955972671508789,406077,-2.088555335998535,3604734,.3764162063598633,25689982,.0437526702880859,38791,-.1851272583007813,422,-4.464845180511475,3165815,-.2341842651367188,256154,-.3452024459838867,17307,-1.368058204650879,2396,-1.088123321533203,171181,-.8192777633666992,498365,.7188968658447266,14088472,.8831462860107422,72551,-2.59291934967041,7123,-1.012149810791016,94484,-1.908096313476563,149291,173519,-.2084684371948242,834384,.0244865417480469,208671,.2877798080444336,10906633,-.0530071258544922,47288128,.2856101989746094,4892192,-.9564476013183594,8469308,.8820171356201172,15336,-.5556955337524414,matched (3),6624923,.82285452,616364.5,1354770.3
201210,840721,633,3800,8853430,10,0,0,0,0,0,0,0,0,1,0,0,836636,.0577783584594727,74896,.6694765090942383,176397,-.4242134094238281,80682,6096,.7076883316040039,573208,.0352668762207031,197157,569265,.459498405456543,519556,.6554937362670898,428064,.14599609375,424899,.3006134033203125,28472,12659,2.244207859039307,13622,.7711362838745117,9886056,-.2835636138916016,161835,1.890970230102539,1309790,.3011970520019531,156932,-1.475517272949219,1262452,.0826473236083984,22756,103130,-.516265869140625,112380,.0805387496948242,18557,1.874933242797852,229530,-.1348686218261719,4433584,-.0734272003173828,1128125,.2239313125610352,309970,-.2700672149658203,536676,-1.904608726501465,25820880,.0050830841064453,13898,-1.026443481445313,1243,1.080277919769287,6415862,.7063627243041992,308582,.1862087249755859,92932,1.680756568908691,457,-1.656872749328613,630475,1.303751945495606,197393,-.9261360168457031,15767613,.1126022338867188,190142,.9634809494018555,31469,1.485673904418945,415680,1.481485366821289,168237,264474,.4214563369750977,856756,.0264596939086914,189141,-.0982666015625,12771097,.1578140258789063,38439392,-.2071762084960938,7774747,.4632406234741211,1505072,-1.727608680725098,47726,1.135272979736328,matched (3),8510994,.82285452,631787,1361856.1
201211,840721,634,3800,6285250,11,0,0,0,0,0,0,0,0,0,1,0,507531,-.4998311996459961,46510,-.4764337539672852,133545,-.2782983779907227,761,2560,-.8676257133483887,266328,-.7665195465087891,54869,436461,-.2656469345092773,609726,.1600351333618164,288296,-.3952846527099609,398976,-.0629501342773438,18852,45895,1.28798770904541,3837,-1.266995429992676,11723535,.1704730987548828,39361,-1.413801193237305,807711,-.4834184646606445,112328,-.3343896865844727,1198901,-.0516510009765625,14868,54814,-.632044792175293,29101,-1.351113319396973,5189,-1.274306297302246,28307,-2.092925071716309,4364089,-.0157985687255859,1022014,-.0987815856933594,1302288,1.435402870178223,2483153,1.531889915466309,29476064,.1323947906494141,14969,.0742368698120117,35886,3.362819671630859,5959323,-.0738162994384766,288656,-.0667514801025391,17235,-1.684925079345703,122,-1.320662498474121,471622,-.2902956008911133,245687,.2188615798950195,14725991,-.0683441162109375,125390,-.4163417816162109,8788,-1.275615692138672,58493,-1.961008071899414,92545,173808,-.4197921752929688,792659,-.0777606964111328,146750,-.2537622451782227,12127002,-.0517501831054688,36931976,-.0400047302246094,7137730,-.0854854583740234,3771835,.9187211990356445,18896,-.9265260696411133,matched (3),6156127,.82285452,506091.31,1308291.1
201212,840721,635,3800,6372120,12,0,0,0,0,0,0,0,0,0,0,1,584207,.1406974792480469,70807,.4202909469604492,252448,.6367673873901367,40750,2307,-.1040592193603516,841630,1.150611877441406,166186,535476,.2044572830200195,744928,.2002782821655273,375528,.2643451690673828,498720,.2231435775756836,21687,16640,-1.014547348022461,11651,1.110701560974121,12445963,.0597972869873047,58629,.3984537124633789,1029136,.2422704696655273,348535,1.132315635681152,1264682,.0534152984619141,991212,123667,.8136463165283203,118390,1.40321159362793,9764,.6321611404418945,264247,2.233775138854981,5528410,.2364902496337891,1256330,.2064189910888672,688404,-.6375026702880859,4039029,.4864749908447266,40718992,.3231163024902344,18482,.2108154296875,78429,.7818460464477539,13438483,.8131656646728516,582959,.702880859375,27490,.4668798446655273,2044,2.818643093109131,541001,.1372432708740234,371534,.4135818481445313,18539580,.2302932739257813,164089,.2689800262451172,44110,1.613299369812012,61884,.0563545227050781,172012,246415,.3490657806396484,1195861,.411229133605957,161539,.0960168838500977,3696721,-1.18798828125,54762352,.3939247131347656,9535924,.2896718978881836,4741514,.228795051574707,23207,.2055034637451172,matched (3),7682397.5,.82285452,561379.88,1330655.8
201301,840721,636,3800,4658617,01,0,0,0,0,0,0,0,0,0,0,0,397562,-.3849039077758789,52781,-.2938070297241211,195815,-.2540349960327148,10788,1068,-.7701601982116699,443078,-.6415948867797852,63383,448410,-.1774482727050781,669710,-.1064424514770508,359301,-.0441722869873047,420725,-.1700658798217773,9518,8910,-.6246347427368164,4105,-1.043187141418457,11345347,-.0925884246826172,32620,-.5863037109375,546357,-.6332015991210938,151807,-.8311281204223633,1121972,-.1197328567504883,5515,68393,-.5923213958740234,33921,-1.249950408935547,8971,-.0847053527832031,86813,-1.113127708435059,3621764,-.4229393005371094,854118,-.3858804702758789,58189,-2.47067928314209,959103,-1.437760353088379,35999600,-.1231861114501953,10848,-.5328168869018555,143,-6.307104110717773,20681144,.4310989379882813,228065,-.9384860992431641,34692,.2326869964599609,1477,-.3248958587646484,333043,-.4851493835449219,181211,-.7179784774780273,14629586,-.2368621826171875,91614,-.58282470703125,21407,-.7229681015014648,107941,.5563230514526367,20339,149780,-.4978494644165039,805089,-.3956689834594727,192043,.1729726791381836,10220757,1.016973495483398,46322760,-.1673698425292969,8066911,-.1672964096069336,2003944,-.8612394332885742,17369,-.2897663116455078,matched (3),4524347.5,.82285452,559422.44,1329831.1
201302,840721,637,3800,6583914,02,1,0,0,0,0,0,0,0,0,0,0,1383113,1.24674129486084,45096,-.1573572158813477,160232,-.2005481719970703,134572,9690,2.205307006835938,667106,.4092035293579102,147657,377903,-.1710700988769531,844487,.2318840026855469,575547,.4711599349975586,425457,.0111846923828125,29492,8086,-.0970401763916016,10952,.9813165664672852,16079498,.3487377166748047,35375,.0810794830322266,1029983,.6340246200561523,251063,.5030937194824219,1131701,.0086345672607422,13493,114794,.5178680419921875,76350,.8112936019897461,8038,-.1098165512084961,404679,1.539338111877441,3899220,.0738153457641602,946583,.1027898788452148,36654,-.4621734619140625,1932017,.7003211975097656,29609824,-.1954021453857422,5550,-.6701822280883789,72825,6.232969284057617,4926405,-1.434612274169922,223801,-.0188732147216797,21517,-.477665901184082,1669,.1222119331359863,1020147,1.119429588317871,219732,.1927471160888672,13041632,-.114898681640625,190393,.73150634765625,21785,.0175027847290039,169685,.4523591995239258,131700,249120,.5087671279907227,736812,-.0886201858520508,128039,-.4053850173950195,12034086,.1633224487304688,27127748,-.5350761413574219,7976487,-.0112724304199219,3075103,.4282207489013672,27625,.4640340805053711,matched (3),6961757.5,.82285452,661030.31,1375666.5
201303,840721,638,3800,4893228,03,0,1,0,0,0,0,0,0,0,0,0,1295074,-.0657691955566406,48591,.0746450424194336,109185,-.3835792541503906,17101,3129,-1.130381584167481,496221,-.2959280014038086,134901,431406,.1324119567871094,675091,-.223881721496582,480340,-.1808261871337891,476634,.1135845184326172,27767,11018,.3093957901000977,2855,-1.344449996948242,15414188,-.0422573089599609,25744,-.3178033828735352,583646,-.5680027008056641,366769,.3790283203125,1080960,-.045872688293457,42055,71743,-.4700489044189453,66665,-.1356477737426758,1310,-1.81415319442749,174573,-.8407516479492188,6589360,.5246801376342773,1097071,.1475400924682617,173751,1.556099891662598,1586243,-.1971960067749023,40619900,.3161506652832031,5970,.0729484558105469,4495,-2.785093307495117,10106114,.7185306549072266,137844,-.4846353530883789,39514,.6078119277954102,1355,-.2084231376647949,494714,-.7237215042114258,134559,-.4904060363769531,17758420,.3087120056152344,79717,-.8706083297729492,22093,.0140399932861328,118468,-.3593015670776367,136200,183354,-.3065156936645508,1174929,.4666299819946289,172159,.2960834503173828,7070173,-.5318574905395508,92867536,1.230617523193359,9324377,.1561346054077148,4365095,.3503017425537109,5291,-1.652713775634766,matched (3),4012885.8,.82285452,492291,1303014.9
201304,840721,639,3800,5195538,04,0,0,1,0,0,0,0,0,0,0,0,1517744,.1586570739746094,57401,.1666231155395508,128437,.1623954772949219,90643,3900,.2202634811401367,741972,.4022903442382813,85274,413571,-.0422201156616211,565111,-.1778249740600586,335680,-.3583364486694336,400963,-.1728792190551758,2386,3578,-1.124726295471191,12461,1.473531723022461,14829700,-.0386562347412109,285850,2.407265663146973,1413080,.8842325210571289,432010,.1637163162231445,1020473,-.0575838088989258,55360,140406,.6714487075805664,152165,.8252859115600586,7435,1.736171245574951,394217,.8145589828491211,3870891,-.5319719314575195,1328182,.191166877746582,126832,-.3147592544555664,2438752,.4301176071166992,35466304,-.1356735229492188,6285,.0514192581176758,10254,.824702262878418,14361402,.3514041900634766,247774,.5863943099975586,22687,-.5548629760742188,2471,.6008214950561523,471729,-.0475749969482422,338883,.9236516952514648,16791942,-.0559597015380859,148610,.6228427886962891,10659,-.7288570404052734,288395,.8896884918212891,32408,227874,.2173738479614258,1272179,.079524040222168,182213,.056757926940918,10036326,.3503255844116211,48015672,-.6596469879150391,10410192,.1101531982421875,4497002,.0297708511352539,28402,1.680452346801758,matched (3),7376021.5,.82285452,461896.5,1291838.1
201305,840721,640,3800,8125323,05,0,0,0,1,0,0,0,0,0,0,0,881993,-.5427961349487305,60419,.0512418746948242,361215,1.034034729003906,55342,7746,.6862001419067383,767361,.0336456298828125,91647,235985,-.561060905456543,1088958,.6559543609619141,314941,-.0637722015380859,327679,-.2018346786499023,9659,2101,-.5323901176452637,9204,-.3029651641845703,19460958,.2717781066894531,181232,-.4556894302368164,746827,-.6376934051513672,1023210,.8622512817382813,994617,-.0256633758544922,182696,68636,-.7157211303710938,150749,-.0093498229980469,4569,-.4869041442871094,476148,.1888275146484375,3960025,.02276611328125,1455173,.0913143157958984,180756,.3542842864990234,7958370,1.182738304138184,32537096,-.0862026214599609,14067,.8056659698486328,3117,-1.190796852111816,16098618,.1141891479492188,309391,.2220888137817383,58815,.9526042938232422,3966,.4731345176696777,802612,.5314664840698242,340355,.0043344497680664,15147760,-.1030464172363281,148119,-.0033092498779297,14640,.3173532485961914,337877,.158350944519043,47747,231519,.015869140625,728443,-.5575771331787109,215812,.1692314147949219,10494010,.0445938110351563,30882284,-.44134521484375,8859713,-.1612720489501953,5697648,.2366428375244141,10567,-.9887237548828125,matched (3),7648469.5,.82285452,848242.13,1474792.3
