period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1086c616,Y1449c826,growth1449c826,Y1463c208,growth1463c208,Y1503c208,growth1503c208,Y1665c233,Y1712c428,growth1712c428,Y1722c208,growth1722c208,Y1778c484,growth1778c484,Y1779c124,growth1779c124,Y1846c222,Y1898c268,Y1973c428,growth1973c428,Y2059c208,growth2059c208,Y2139c233,Y2141c616,growth2141c616,Y2174c703,growth2174c703,Y2190c792,growth2190c792,Y2203c191,growth2203c191,Y2322c233,Y2420c348,growth2420c348,Y2632c484,growth2632c484,Y2635c484,growth2635c484,Y2683c616,growth2683c616,Y2887c36,Y2922c440,growth2922c440,Y2958c826,growth2958c826,Y2982c68,growth2982c68,Y3115c246,growth3115c246,Y3157c705,growth3157c705,Y3233c251,growth3233c251,Y3435c246,growth3435c246,Y3521c826,growth3521c826,Y3584c826,growth3584c826,Y3597c428,growth3597c428,Y3752c757,growth3752c757,Y3900c792,growth3900c792,Y419c428,growth419c428,Y4256c616,growth4256c616,Y4276c68,growth4276c68,Y4437c376,Y4468c348,growth4468c348,Y4480c757,growth4480c757,Y4626c826,growth4626c826,Y4753c757,growth4753c757,Y4980c440,Y5003c222,growth5003c222,Y5012c586,growth5012c586,Y850c233,Y948c757,growth948c757,Y991c344,_merge,x,r2,s,sf
201111,760692,622,3586,3775609,11,0,0,0,0,0,0,0,0,0,1,0,109781,14533784,.0420341491699219,345027,.3642177581787109,3717909,-.1233510971069336,123238,1334443,-.15899658203125,3156135,.0998058319091797,21217826,-.0352973937988281,11798112,.3256616592407227,83235,6930,63120,-1.562923431396484,1817331,.2130241394042969,230127,566751,.2823257446289063,276353,.4088869094848633,10954632,.2187051773071289,110041,-.1656198501586914,153101,47392,-.6163005828857422,1843407,.1262025833129883,8553031,.0235433578491211,45482,-.8565120697021484,708169,97957,.4241313934326172,100631,-.7257652282714844,79418,-.09344482421875,1039189,-.0921030044555664,251349,-.1327924728393555,7659438,.0341796875,3304180,.198328971862793,1437678,-.0963993072509766,100555928,.0495262145996094,977591,-.0815258026123047,1423983,-.0350723266601563,42236232,.1161270141601563,2911232,1.311237335205078,2498363,-.0285587310791016,42451,.2224903106689453,1140000,578380,.1400842666625977,13779119,-.029296875,3354335,.0897378921508789,8830279,.0574464797973633,29565,289430,-.1521100997924805,174216,.1583518981933594,1361673,330507,-.0916786193847656,52365,matched (3),3666121,.90899533,464657.84,778883.5
201112,760692,623,3586,1962230,12,0,0,0,0,0,0,0,0,0,0,1,124412,10984420,-.279998779296875,12256,-3.337607383728027,2915537,-.2431068420410156,125214,1263610,-.0545415878295898,2600230,-.1937484741210938,16401122,-.2574920654296875,7143904,-.5016794204711914,161620,70,101351,.4735527038574219,1159620,-.4492769241333008,141898,398858,-.3513145446777344,131790,-.7404689788818359,9375109,-.1557044982910156,108842,-.010955810546875,73499,28111,-.5222921371459961,1466442,-.2287759780883789,7069377,-.1905126571655273,26230,-.5504131317138672,445303,186508,.6439456939697266,149407,.3952140808105469,55180,-.3641242980957031,765265,-.305974006652832,144914,-.5507020950317383,3341390,-.8295516967773438,3123252,-.0563135147094727,971505,-.3919382095336914,85217616,-.1655044555664063,534555,-.6036567687988281,1525674,.0689783096313477,38808312,-.0846424102783203,1036959,-1.032283782958984,1794373,-.3309793472290039,58731,.3246173858642578,966000,808136,.3344993591308594,10585636,-.2636566162109375,2024959,-.504704475402832,8966298,.0152864456176758,15360,211882,-.3118839263916016,371658,.7576780319213867,2443426,275100,-.1834936141967773,23983,matched (3),3025649,.90899533,416565.22,751185.19
201201,760692,624,3586,2684085,01,0,0,0,0,0,0,0,0,0,0,0,88011,11750378,.0674076080322266,623118,3.928720474243164,4307650,.3903379440307617,145891,954297,-.2807531356811523,2522811,-.0302257537841797,19683412,.1824264526367188,13294096,.6210603713989258,48182,646,236836,.8487777709960938,1349824,.1518821716308594,162784,427813,.0700807571411133,487341,1.307754516601563,10166160,.0810070037841797,74573,-.3781185150146484,29333,98981,1.258767127990723,1868723,.2424163818359375,6895459,-.0249099731445313,9756,-.9890213012695313,599725,354982,.6435928344726563,174532,.1554336547851563,94072,.5334596633911133,919120,.1831941604614258,154991,.0672264099121094,4534340,.305293083190918,2294341,-.3084297180175781,1089153,.1143093109130859,83499072,-.0203723907470703,1067848,.6919660568237305,1408295,-.0800561904907227,30104376,-.2539653778076172,1638452,.4574594497680664,2277275,.2383232116699219,70290,.179661750793457,1230000,1783690,.7917089462280273,12391728,.15753173828125,2310233,.1317987442016602,9229078,.0288867950439453,3389,473535,.8041963577270508,298563,-.2189931869506836,481589,274543,-.0020265579223633,28356,matched (3),2623119,.90899533,342271.75,712672.81
201202,760692,625,3586,3449059,02,1,0,0,0,0,0,0,0,0,0,0,146873,12313396,.0468025207519531,28418,-3.087713241577148,4552547,.0552949905395508,110844,1001510,.0482892990112305,2562547,.0156278610229492,19341812,-.0175056457519531,11982637,-.1038608551025391,55755,1621,291282,.2069244384765625,1648054,.199620246887207,163224,402252,-.0616073608398438,1391288,1.049020767211914,10518235,.0340461730957031,78560,.0520839691162109,52711,31711,-1.138264656066895,1962654,.049041748046875,7993051,.147709846496582,4680,-.734583854675293,877963,76156,-1.53928279876709,350057,.6959877014160156,155241,.5009183883666992,1039049,.1226444244384766,174115,.1163492202758789,5192933,.1356191635131836,2447670,.0646915435791016,676921,-.4756011962890625,100045176,.1807861328125,857863,-.2189559936523438,1502251,.0645847320556641,32686582,.0822944641113281,492164,-1.202694892883301,2731426,.1818447113037109,17843,-1.371018409729004,1559000,669214,-.9803352355957031,14008893,.1226615905761719,2680007,.1484708786010742,9292065,.0068016052246094,26157,170714,-1.020236015319824,302470,.0130014419555664,306863,306806,.1111078262329102,50564,matched (3),2912635.8,.90899533,373660.56,728268.38
201203,760692,626,3586,5634596,03,0,1,0,0,0,0,0,0,0,0,0,100486,13020149,.0558109283447266,18970,-.4041643142700195,4798260,.0525665283203125,242634,1259288,.2290372848510742,2927414,.13311767578125,21385042,.1004219055175781,9772289,-.2039089202880859,0,9626,295140,.013157844543457,1454737,-.1247701644897461,124103,525583,.2674293518066406,1935288,.3300266265869141,9176999,-.1364097595214844,224721,1.050996780395508,42943,80724,.9343719482421875,2169022,.0999784469604492,8393176,.0488462448120117,74681,2.769927024841309,758757,121776,.4693994522094727,688443,.6763372421264648,456466,1.078535079956055,1297223,.2219200134277344,343599,.6797590255737305,9314718,.5842962265014648,3025722,.2120122909545898,1010871,.4010124206542969,101960136,.0189590454101563,770963,-.1068038940429688,1305492,-.1403846740722656,35560376,.0842666625976563,838561,.5328750610351563,2569230,-.0612173080444336,210891,2.469730377197266,1930000,958459,.359222412109375,14327240,.0224704742431641,2927711,.0884017944335938,11197420,.1865215301513672,110157,238110,.3327436447143555,273353,-.1012182235717773,764298,358360,.1553220748901367,36842,matched (3),6322195,.90899533,344394.81,713694.88
201204,760692,627,3586,6139330,04,0,0,1,0,0,0,0,0,0,0,0,149376,13842249,.0612258911132813,294960,2.74398136138916,3513083,-.3117599487304688,237653,1553097,.2097043991088867,2547689,-.1389331817626953,17197656,-.2179183959960938,14121425,.3681430816650391,74743,7768,353760,.1811685562133789,1413599,-.0286855697631836,144387,401867,-.2683868408203125,2631126,.3071556091308594,10043112,.0901870727539063,277132,.2096347808837891,201484,80946,.00274658203125,2262494,.0421915054321289,8680001,.0336027145385742,186690,.916224479675293,1141080,215927,.5727567672729492,752483,.0889453887939453,490285,.0714731216430664,1360161,.0473775863647461,323935,-.0589323043823242,8012012,-.1506528854370117,2825276,-.0685434341430664,1120241,.1027317047119141,64227824,-.4621448516845703,1123612,.3766632080078125,1135026,-.1399240493774414,35698156,.0038681030273438,3130472,1.317252159118652,2115128,-.1944913864135742,38228,-1.707773208618164,3646000,1049367,.0906162261962891,13110239,-.0887680053710938,2201260,-.2851905822753906,8067378,-.3278541564941406,125758,331296,.3302793502807617,506951,.617650032043457,859558,396609,.1014127731323242,25359,matched (3),5730299.5,.90899533,406043.69,745401.94
201205,760692,628,3586,9023390,05,0,0,0,1,0,0,0,0,0,0,0,163937,15324521,.1017284393310547,104857,-1.034242630004883,3994350,.128387451171875,342336,1709391,.09588623046875,2909459,.1327810287475586,21881136,.2408523559570313,9547713,-.3913917541503906,122067,8731,319987,-.1003379821777344,1424861,.0079355239868164,179903,574145,.3567609786987305,5143030,.6702299118041992,12305374,.2031478881835938,445299,.4742517471313477,43969,90405,.1105175018310547,2065284,-.0911998748779297,10919940,.2295684814453125,379806,.7102108001708984,749119,134408,-.4740610122680664,459797,-.4925928115844727,589542,.1843585968017578,1515279,.107996940612793,388671,.18218994140625,6434504,-.2192678451538086,3457647,.2019824981689453,1108353,-.0106687545776367,107133576,.5116405487060547,1436838,.2458963394165039,1788465,.4547023773193359,34250460,-.0413990020751953,1675175,-.6252660751342773,2482218,.1600370407104492,150391,1.369669914245606,1135000,1925614,.6070575714111328,13576626,.0349559783935547,2589885,.1625833511352539,10287437,.2430953979492188,32357,287050,-.1433563232421875,234589,-.7705793380737305,1156727,393726,-.0072956085205078,30326,matched (3),8619036,.90899533,465136.09,779168.88
201206,760692,629,3586,6705915,06,0,0,0,0,1,0,0,0,0,0,0,77089,14651015,-.0449428558349609,130145,.2160520553588867,3589025,-.1070003509521484,93093,1700957,-.0049457550048828,2566001,-.1256189346313477,18669920,-.1587123870849609,8766608,-.0853509902954102,73364,3408,267644,-.1786231994628906,1863280,.2682638168334961,142947,538984,-.0631961822509766,3357196,-.4265356063842773,11107864,-.1023826599121094,295018,-.4117097854614258,21520,54914,-.4985313415527344,1845227,-.1126651763916016,7800810,-.3363618850708008,320007,-.1713180541992188,453707,105734,-.2399530410766602,345747,-.2850780487060547,474673,-.2167196273803711,1262483,-.1825199127197266,269606,-.3657712936401367,5304886,-.1930465698242188,2369268,-.3780069351196289,1110545,.0019760131835938,87850416,-.1984424591064453,235897,-1.806804656982422,1320694,-.3032007217407227,27727580,-.211273193359375,1545259,-.0807266235351563,2218239,-.1124382019042969,46111,-1.182187080383301,958000,1187089,-.4837408065795898,13105628,-.035308837890625,3270427,.233306884765625,8200052,-.2267837524414063,26014,276185,-.0385856628417969,390136,.5086603164672852,688191,389617,-.0104913711547852,32789,matched (3),5478761.5,.90899533,325732.66,704878.94
201207,760692,630,3586,11279279,07,0,0,0,0,0,1,0,0,0,0,0,136992,13304084,-.0964393615722656,102080,-.2428922653198242,3392779,-.0562314987182617,276599,1705959,.0029363632202148,2536990,-.0113706588745117,27248892,.3780994415283203,10212411,.152653694152832,193251,621,135344,-.6818380355834961,1170481,-.4649238586425781,143968,528459,-.0197210311889648,259497,-2.560116767883301,11240388,.0118598937988281,489321,.5059823989868164,0,28020,-.6728496551513672,1958195,.0594205856323242,9375254,.1838464736938477,286577,-.1103353500366211,597595,179664,.5301618576049805,260198,-.2842645645141602,190838,-.9112005233764648,1997108,.4586200714111328,320903,.1741771697998047,8728101,.497920036315918,2446739,.0321750640869141,1237080,.1079025268554688,108327032,.2095203399658203,1195385,1.622827529907227,1432218,.0810670852661133,28969428,.0438137054443359,2305267,.4000053405761719,3167699,.3562917709350586,51479,.1101226806640625,5429000,1995118,.5191993713378906,13659792,.0414161682128906,4038233,.2108869552612305,10542737,.2512969970703125,52407,357871,.2591018676757813,168966,-.8367977142333984,1439230,467127,.1814374923706055,47387,matched (3),10928573,.90899533,540771,826550.56
201208,760692,631,3586,7351320,08,0,0,0,0,0,0,1,0,0,0,0,193239,12233618,-.0838832855224609,5258,-2.966006278991699,3387345,-.0016031265258789,269278,1684128,-.0128793716430664,3301413,.2633724212646484,20566128,-.2813682556152344,1058610,-2.266647338867188,132600,458,205694,.4185705184936523,1587845,.3049631118774414,121260,520326,-.0155096054077148,2668868,2.33066463470459,10839115,-.0363521575927734,136462,-1.276972770690918,47591,52018,.6186714172363281,2061264,.0512962341308594,9519206,.0152378082275391,161023,-.5764598846435547,568425,429848,.8723430633544922,138101,-.6334571838378906,313875,.4975690841674805,1368427,-.3780384063720703,318729,-.0067977905273438,5114727,-.534423828125,2341715,-.0438728332519531,1246376,.0074863433837891,87226608,-.2166461944580078,1068607,-.1121120452880859,1624509,.125981330871582,20658120,-.3381328582763672,1245213,-.6158905029296875,2686417,-.1647977828979492,20733,-.9094476699829102,1845000,1576920,-.2352304458618164,11886073,-.1390895843505859,2317198,-.5554485321044922,8193494,-.2520971298217773,29468,473348,.279658317565918,259176,.4278097152709961,775298,444750,-.0490894317626953,22936,matched (3),6712994,.90899533,365541.13,724136
201209,760692,632,3586,4658763,09,0,0,0,0,0,0,0,1,0,0,0,75003,15219644,.2183990478515625,152057,3.364504814147949,3067620,-.0991439819335938,266611,1570293,-.0699853897094727,2874960,-.1383113861083984,19558748,-.0502223968505859,6243562,1.774594306945801,140341,11648,150079,-.3152284622192383,1541415,-.0296773910522461,148792,619559,.1745529174804688,1518226,-.5641117095947266,9637217,-.1175289154052734,105383,-.2584447860717773,10234,45192,-.1406698226928711,2122812,.0294227600097656,7996586,-.1742973327636719,147237,-.0895042419433594,575185,233520,-.610163688659668,192438,.3317880630493164,82342,-1.338112831115723,1344384,-.017725944519043,483739,.4172048568725586,5061889,-.0103845596313477,1926141,-.1953649520874023,1404506,.11944580078125,85136640,-.0242519378662109,986417,-.0800323486328125,1145023,-.3497810363769531,28860236,.3343563079833984,500378,-.9116973876953125,2651618,-.0130376815795898,13226,-.4495420455932617,1532000,1115430,-.3462333679199219,12743234,.0696334838867188,2723754,.1616525650024414,10714254,.2682352066040039,11017,291123,-.4860849380493164,346682,.2909011840820313,598407,296359,-.405940055847168,44809,matched (3),5159762.5,.90899533,357060.34,719892.13
201210,760692,633,3586,3033953,10,0,0,0,0,0,0,0,0,1,0,0,238214,14934467,-.0189151763916016,113432,-.2930517196655273,3226841,.0506010055541992,225722,1451210,-.0788650512695313,3577256,.2185573577880859,16488657,-.1707496643066406,6820149,.0883302688598633,22752,3834,165097,.095372200012207,1290381,-.1777629852294922,162616,423650,-.3801002502441406,2712049,.5801620483398438,8951764,-.0737819671630859,64275,-.4944305419921875,88690,74432,.4989652633666992,1937987,-.0910921096801758,11530608,.3659896850585938,78384,-.6304235458374023,513214,230680,-.0122365951538086,153335,-.2271490097045898,155873,.6381597518920898,1216793,-.0997171401977539,421498,-.137730598449707,6631933,.2701568603515625,1803282,-.0659103393554688,1035337,-.3049583435058594,105705008,.2163944244384766,974854,-.0117912292480469,1896656,.5046672821044922,27306140,-.0553531646728516,359773,-.3298912048339844,3188537,.184391975402832,44413,1.211347579956055,905000,815507,-.3131847381591797,14853745,.1532516479492188,2587063,-.051487922668457,10379979,-.0316963195800781,7482,301900,.0363502502441406,344329,-.0068111419677734,59693,357440,.1873960494995117,18734,matched (3),2543734,.90899533,421151.16,753737.94
201211,760692,634,3586,3586199,11,0,0,0,0,0,0,0,0,0,1,0,66249,14119042,-.0561466217041016,128152,.1220130920410156,4409407,.3122367858886719,147150,1494192,.0291881561279297,3996114,.1107263565063477,15851595,-.0394020080566406,9122563,.2908706665039063,48860,6207,165883,.0047492980957031,1459942,.1234598159790039,126856,534539,.2324972152709961,9354442,1.23814582824707,9967642,.1074943542480469,108907,.5273237228393555,223926,81920,.0958576202392578,2436076,.2287387847900391,9386183,-.2057666778564453,88055,.1163415908813477,862987,184713,-.2222280502319336,297899,.6641292572021484,286751,.6095724105834961,1270139,.04290771484375,314840,-.2917509078979492,8651857,.2658777236938477,1765992,-.0208959579467773,825652,-.2263088226318359,79261296,-.2879009246826172,1064792,.0882472991943359,1358299,-.3338584899902344,37291360,.3116512298583984,1915858,1.67244815826416,3406045,.0659894943237305,82805,.6229562759399414,856000,1228756,.409947395324707,15410593,.0368022918701172,2579059,-.0030984878540039,7547641,-.3186445236206055,13398,348973,.1448984146118164,386600,.1157932281494141,108692,406951,.1297245025634766,50069,matched (3),4153979,.90899533,521579.44,814123.88
201212,760692,635,3586,2877015,12,0,0,0,0,0,0,0,0,0,0,1,49075,9767853,-.3684291839599609,10370,-2.514299392700195,2977780,-.3925619125366211,36349,1143671,-.2673425674438477,3018180,-.2806692123413086,11152620,-.3515968322753906,7655797,-.175288200378418,23467,1266,154758,-.0694198608398438,1300058,-.1159887313842773,140965,509905,-.04718017578125,140569,-4.197907447814941,9909037,-.0058975219726563,87058,-.2239198684692383,48554,65508,-.2235708236694336,1221405,-.6903867721557617,7368958,-.2419614791870117,82374,-.0666913986206055,410110,218276,.166956901550293,129961,-.8295192718505859,100316,-1.050288200378418,1168566,-.0833492279052734,103766,-1.109926223754883,5498784,-.4532470703125,1112901,-.4617424011230469,195921,-1.438462257385254,74606160,-.0605278015136719,804179,-.2807130813598633,1081766,-.2276382446289063,34088100,-.089813232421875,457451,-1.4322509765625,2085406,-.4905881881713867,19583,-1.441826820373535,1244000,961513,-.2452497482299805,10960745,-.3407344818115234,2523636,-.0217247009277344,7067043,-.0657920837402344,10580,272712,-.2465782165527344,278314,-.3286399841308594,94561,281440,-.3687734603881836,39289,matched (3),3049275.8,.90899533,371888.72,727360.88
201301,760692,636,3586,4571607,01,0,0,0,0,0,0,0,0,0,0,0,185925,11942009,.2009658813476563,19759,.6446914672851563,5420654,.5990381240844727,288509,1664620,.3753538131713867,2849253,-.0575971603393555,15375610,.3211078643798828,7322811,-.044468879699707,239973,9374,208328,.2972507476806641,1666860,.2485332489013672,143776,652854,.2471284866333008,3057481,3.079648017883301,8161031,-.1940765380859375,64724,-.2964420318603516,64779,136956,.7374868392944336,1779785,.376490592956543,8581902,.152379035949707,172995,.7419929504394531,686754,234507,.0717258453369141,497139,1.341634750366211,150837,.4078741073608398,1387868,.1719913482666016,153969,.3946132659912109,6802300,.212733268737793,2469928,.7972192764282227,2019457,2.33287239074707,114360584,.4271335601806641,1002938,.2208671569824219,1508096,.3322525024414063,51892244,.4202194213867188,590349,.2550439834594727,3250491,.443842887878418,28918,.3898029327392578,2642000,932255,-.0309019088745117,15133914,.3226165771484375,2989215,.1693105697631836,10723759,.4170198440551758,32535,470084,.5444955825805664,290095,.0414581298828125,139032,331741,.1644353866577148,18604,matched (3),4927326.5,.90899533,367200.69,724975.13
201302,760692,637,3586,4203525,02,1,0,0,0,0,0,0,0,0,0,0,135405,10955349,-.0862331390380859,120325,1.806587219238281,11549938,.7564630508422852,291387,1382672,-.1855792999267578,2661407,-.0682010650634766,13145525,-.1567001342773438,7035857,-.0399751663208008,79039,435,188872,-.0980443954467773,1757123,.0527362823486328,117092,649439,-.005244255065918,5015872,.4950160980224609,7571657,-.0749578475952148,100905,.4440469741821289,89906,91025,-.4085254669189453,1679257,-.058140754699707,9304003,.0807895660400391,15369,-2.420909881591797,1004766,152958,-.4273223876953125,685535,.3213300704956055,133756,-.1201820373535156,1060619,-.268916130065918,379398,.9018344879150391,7482723,.0953359603881836,1823851,-.3032388687133789,935108,-.7699222564697266,77024872,-.3952274322509766,945540,-.0589323043823242,1395351,-.0777015686035156,42277944,-.2049026489257813,635793,.0741586685180664,2552146,-.2418718338012695,75917,.9651765823364258,811000,2071338,.7983436584472656,14046993,-.0745296478271484,2959550,-.0099735260009766,9181749,-.1552448272705078,32431,269853,-.5550346374511719,285468,-.0160789489746094,783439,345820,.0415639877319336,31066,matched (3),4269524,.90899533,408010.88,746475.38
201303,760692,638,3586,3947132,03,0,1,0,0,0,0,0,0,0,0,0,119758,14557439,.2842731475830078,15505,-2.049033164978027,6726721,-.5405912399291992,72923,1296749,-.0641574859619141,3083371,.1471681594848633,12644993,-.0388202667236328,6899700,-.0195417404174805,73928,1579,124132,-.4197235107421875,1279754,-.3170099258422852,91111,567956,-.1340656280517578,347379,-2.66994571685791,8424894,.1067781448364258,168959,.515477180480957,78406,76710,-.1711015701293945,1394229,-.1860103607177734,8386766,-.103790283203125,75301,1.589140892028809,685471,207907,.3069276809692383,284984,-.8777666091918945,758594,1.735448837280273,1264055,.1754722595214844,362603,-.0452775955200195,6047473,-.2129554748535156,2392648,.2714500427246094,1297119,.3272390365600586,109128128,.3483943939208984,724214,-.2666692733764648,1073515,-.2622079849243164,39863748,-.0587978363037109,1116459,.563044548034668,3562239,.3334550857543945,38775,-.6718654632568359,675000,571436,-1.287796974182129,14732326,.0476360321044922,2394316,-.211939811706543,8943143,-.0263309478759766,54785,386135,.3583097457885742,261537,-.0875539779663086,601983,299096,-.1451539993286133,41496,matched (3),3386603.5,.90899533,401003.97,742668.69
201304,760692,639,3586,4893353,04,0,0,1,0,0,0,0,0,0,0,0,192013,15010209,.0306282043457031,286570,2.916819572448731,3710141,-.5950183868408203,203595,1475993,.1294708251953125,3123468,.0129203796386719,14587205,.14288330078125,8003195,.1483631134033203,19425,5696,138461,.1092424392700195,1515055,.1687841415405273,180018,605870,.0646219253540039,3662392,2.35545539855957,9055810,.0722160339355469,239228,.3477602005004883,102305,186620,.8890419006347656,1990430,.3560094833374023,10929972,.2648544311523438,214500,1.046815872192383,623954,152640,-.3090085983276367,1084918,1.336826324462891,880290,.1487846374511719,1628303,.2532138824462891,377854,.0411996841430664,7060298,.15484619140625,3005511,.2280473709106445,1590947,.2041845321655273,106238696,-.0268344879150391,1384551,.6480436325073242,1040110,-.031611442565918,39887616,.0005989074707031,637155,-.5609045028686523,2646875,-.2970104217529297,39409,.0162191390991211,1091000,1346961,.8574533462524414,14183215,-.0379848480224609,3006316,.2276182174682617,9677978,.0789661407470703,120655,542470,.3399457931518555,286069,.0896577835083008,633645,374172,.2239513397216797,46692,matched (3),4621830.5,.90899533,300113.56,693412.38
201305,760692,640,3586,2743134,05,0,0,0,1,0,0,0,0,0,0,0,223979,15268023,.0170307159423828,85136,-1.213732719421387,3726275,.0043392181396484,214021,1568692,.0609111785888672,3082303,-.0132665634155273,15596053,.0668735504150391,7247253,-.0992183685302734,79453,1730,134971,-.0255279541015625,1438964,-.0515289306640625,142568,603827,-.0033779144287109,1848760,-.6836013793945313,10565854,.1542205810546875,465441,.6655683517456055,97131,303830,.4873943328857422,1885461,-.0541782379150391,10181749,-.0709133148193359,479321,.8040609359741211,999826,235104,.43194580078125,880625,-.2086277008056641,672982,-.2685327529907227,1357430,-.1819448471069336,295052,-.2473564147949219,6166255,-.1353950500488281,2678993,-.1150064468383789,1369402,-.1499557495117188,97677672,-.084014892578125,810982,-.5348854064941406,1338511,.2522306442260742,45941688,.1413059234619141,1732184,1.000125885009766,2420127,-.0895595550537109,83829,.7547845840454102,1291000,967713,-.3306703567504883,22513818,.4620704650878906,2918490,-.0296497344970703,8525470,-.1267948150634766,76580,767655,.3472080230712891,250025,-.1346721649169922,373168,449986,.1845006942749023,37208,matched (3),3255570.5,.90899533,445928.81,767857.5
201306,760692,641,3586,2408285,06,0,0,0,0,1,0,0,0,0,0,0,128613,14534542,-.0492324829101563,416060,1.586579322814941,4871674,.2680282592773438,145053,1642322,.0458688735961914,2878631,-.0683622360229492,13538059,-.1415138244628906,6718330,-.0757827758789063,56993,11800,80362,-.518519401550293,1528816,.0605707168579102,121392,586441,-.0292158126831055,342793,-1.685144424438477,9482664,-.1081619262695313,240511,-.6602191925048828,44566,180893,-.5185623168945313,1564631,-.1865224838256836,10150388,-.0030841827392578,457312,-.0470046997070313,425070,388351,.5018815994262695,484025,-.5984954833984375,198941,-1.218709945678711,1888038,.3299446105957031,445005,.4109344482421875,5600696,-.0962009429931641,3916091,.3796529769897461,1133833,-.1887702941894531,109073544,.1103477478027344,1370358,.5245819091796875,1510871,.121129035949707,42977548,-.0666942596435547,996143,-.5532474517822266,2720944,.1171588897705078,69437,-.188359260559082,1514000,1828032,.6360597610473633,15227311,-.3910388946533203,4095554,.3388357162475586,10985956,.2535591125488281,14213,400905,-.6496162414550781,207589,-.1860008239746094,696814,406441,-.1017770767211914,30514,matched (3),2391350.5,.90899533,333570,708534.75
201307,760692,642,3586,1442612,07,0,0,0,0,0,1,0,0,0,0,0,127193,16042836,.0987339019775391,22851,-2.901834487915039,4266382,-.1326713562011719,108538,1755151,.0664434432983398,2861315,-.0060338973999023,13916669,.0275821685791016,4409923,-.4209823608398438,63368,2173,181003,.8119726181030273,1380659,-.101933479309082,105543,619799,.055323600769043,1459367,1.448631286621094,10987766,.1473178863525391,352000,.3808650970458984,4539,62746,-1.058811187744141,1466287,-.0649166107177734,9939018,-.0210437774658203,280428,-.489048957824707,1082703,165413,-.8534641265869141,321905,-.4078798294067383,338401,.5312232971191406,1526096,-.2128257751464844,324149,-.3168830871582031,7696167,.3178310394287109,1940667,-.7020626068115234,1135613,.0015687942504883,113255760,.0376262664794922,1299737,-.0529098510742188,1495088,-.0105018615722656,42262576,-.0167770385742188,2091545,.7417669296264648,2771635,.018458366394043,44938,-.4351358413696289,0,1010824,-.5924739837646484,15155481,-.0047283172607422,3327800,-.2075901031494141,10864733,-.0110950469970703,22318,910333,.8200864791870117,8565,-3.187876701354981,94712,529448,.2643957138061523,33014,matched (3),2565769.5,.90899533,387886.13,735668.56
201308,760692,643,3586,1112776,08,0,0,0,0,0,0,1,0,0,0,0,101999,13412905,-.1790447235107422,14921,-.4262247085571289,3600129,-.1697959899902344,72819,1608429,-.0872964859008789,2521832,-.1262950897216797,15559877,.1116085052490234,8251598,.6265497207641602,108166,5220,137567,-.2744026184082031,1396632,.0115032196044922,148300,557799,-.1053962707519531,29782,-3.891853332519531,7050072,-.4437456130981445,83532,-1.438401222229004,69252,61396,-.0217504501342773,2356755,.4745521545410156,9194019,-.0779151916503906,89990,-1.136618614196777,605971,533547,1.171101570129395,139370,-.8371238708496094,94643,-1.274119377136231,1147961,-.2847251892089844,271838,-.1759967803955078,4541439,-.5274782180786133,2412118,.217473030090332,1118886,-.0148391723632813,76613200,-.3908786773681641,965799,-.296961784362793,1313231,-.1296939849853516,26015894,-.4851932525634766,840038,-.9122114181518555,2318918,-.1783361434936523,176319,1.367011070251465,1248000,1057317,.0449686050415039,14054835,-.0753955841064453,3875152,.1522731781005859,9743846,-.10888671875,14244,608317,-.4031143188476563,291239,3.526460647583008,25169,406520,-.2642021179199219,20646,matched (3),1387374.9,.90899533,328734.63,706271.25
201309,760692,644,3586,2088472,09,0,0,0,0,0,0,0,1,0,0,0,208469,16909046,.2316322326660156,272740,2.905749320983887,4178498,.148982048034668,226195,1458007,-.0981874465942383,3277775,.2621784210205078,14433532,-.0751399993896484,6806744,-.1924934387207031,178413,7540,159869,.1502437591552734,1683503,.1868133544921875,131344,647792,.1495704650878906,520326,2.860550880432129,10749584,.4218301773071289,130710,.4477510452270508,76017,132857,.7719287872314453,1993108,-.1675901412963867,9523712,.0352325439453125,122788,.3107614517211914,759952,389150,-.315582275390625,364904,.9625015258789063,119275,.2313194274902344,1434136,.2225751876831055,316386,.1517572402954102,6181806,.3083667755126953,2273151,-.0593376159667969,1109034,-.0088443756103516,96558088,.2313747406005859,1563391,.4816570281982422,1403481,.0664644241333008,48836784,.6297760009765625,724200,-.1483793258666992,3101021,.2906303405761719,155939,-.1228303909301758,1602000,1190042,.1182537078857422,14750541,.0483131408691406,3842711,-.0084066390991211,11272935,.1457691192626953,34161,297250,-.7161226272583008,406218,.3327455520629883,38202,417198,.0259284973144531,45722,matched (3),2128935.8,.90899533,277179.53,683799
