period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1107c381,Y1222c586,Y1288c124,growth1288c124,Y1312c208,growth1312c208,Y1445c792,growth1445c792,Y1449c68,growth1449c68,Y1472c586,growth1472c586,Y1653c484,growth1653c484,Y1715c554,Y2000c246,growth2000c246,Y2052c705,growth2052c705,Y2266c152,growth2266c152,Y2284c688,growth2284c688,Y2298c251,Y2485c792,growth2485c792,Y2632c246,growth2632c246,Y2764c372,growth2764c372,Y2788c352,growth2788c352,Y2939c792,growth2939c792,Y3020c752,growth3020c752,Y3252c807,growth3252c807,Y327c124,growth327c124,Y3346c616,growth3346c616,Y3427c218,Y3434c124,growth3434c124,Y3467c68,growth3467c68,Y3476c586,growth3476c586,Y3591c222,growth3591c222,Y3701c191,growth3701c191,Y3708c484,growth3708c484,Y4240c348,growth4240c348,Y4291c792,growth4291c792,Y4422c757,growth4422c757,Y4515c616,growth4515c616,Y4528c372,growth4528c372,Y458c757,growth458c757,Y4654c620,growth4654c620,Y4700c251,growth4700c251,Y4801c484,growth4801c484,Y4818c616,growth4818c616,Y4819c208,growth4819c208,Y4894c208,growth4894c208,Y4929c344,Y496c826,growth496c826,Y4986c484,growth4986c484,Y561c208,growth561c208,Y648c792,Y723c484,growth723c484,Y862c600,growth862c600,Y864c124,growth864c124,_merge,x,r2,s,sf
201011,841231,610,3828,1542031,11,0,0,0,0,0,0,0,0,0,1,0,2626120,12734,1418075,-.1267213821411133,217079,.5570478439331055,1286733,-.0723762512207031,668064,.3276500701904297,1560138,-.4492979049682617,17708612,-.0704612731933594,302234,217488,-.4336061477661133,155641,.0073833465576172,342528,.6965808868408203,26700,-1.116601943969727,72542,97763,-.1257314682006836,1124401,.6615619659423828,3159069,-.1271677017211914,136539,1.080431938171387,338295,-.0974302291870117,287804,.0492286682128906,996682,-.9710149765014648,3222348,.0475797653198242,638975,-.715336799621582,60444,7025875,-.0773477554321289,1134,-2.330670356750488,47735,-.7375936508178711,15340,1.079691886901856,55340,-.3456716537475586,1652083,-.0138788223266602,25532,-.3329181671142578,8039320,-.2149848937988281,8068645,-.0097942352294922,569260,-.548309326171875,2625792,-.4061717987060547,227519,.2591896057128906,56347,-.7927770614624023,109,-3.921700477600098,890768,-.3226156234741211,2650751,.7276382446289063,4700347,-.2867708206176758,139157,-.0388383865356445,2361574,11956458,-.0312957763671875,49437,-.3067951202392578,1529067,-.034642219543457,368310,123858,.3788747787475586,303345,-.2808399200439453,57334,-.6048765182495117,matched (3),1619169.1,.87895769,121086.84,235429.28
201012,841231,611,3828,1543679,12,0,0,0,0,0,0,0,0,0,0,1,2166393,34955,1872905,.2781896591186523,73587,-1.081792831420898,1159383,-.1042184829711914,314748,-.7526111602783203,2733951,.56097412109375,22284910,.2298583984375,404851,200591,-.0808753967285156,124432,-.2237920761108398,102325,-1.208199501037598,8075,-1.195891380310059,57355,197516,.7032737731933594,466917,-.8788547515869141,2600897,-.1944208145141602,53201,-.9425334930419922,601107,.574854850769043,187478,-.4286184310913086,1239708,.2181987762451172,2992423,-.0740261077880859,685022,.0695858001708984,107970,7401300,.0520563125610352,6244,1.705869674682617,87168,.6021718978881836,70956,1.531596183776856,119375,.7687740325927734,1907915,.1439733505249023,6001,-1.448006629943848,12511764,.4423255920410156,10221569,.2365150451660156,365042,-.4443244934082031,1790452,-.3829145431518555,145308,-.4483776092529297,60502,.0711469650268555,51565,6.159250259399414,1029536,.1447792053222656,1287455,-.7221755981445313,5182749,.0976991653442383,120619,-.1429662704467773,2267472,13173940,.0969696044921875,44073,-.1148519515991211,1569618,.0261745452880859,852718,78500,-.4560365676879883,180080,-.5214700698852539,45001,-.2422084808349609,matched (3),2601447.8,.87895769,179320.55,270038.47
201101,841231,612,3828,1641930,01,0,0,0,0,0,0,0,0,0,0,0,1037431,60663,2271884,.1931190490722656,1092287,2.69756031036377,1319730,.1295385360717773,609168,.6603212356567383,3545543,.2599430084228516,17089848,-.2654247283935547,363485,341041,.5307340621948242,277076,.800532341003418,43858,-.8471975326538086,35694,1.486209869384766,49205,96751,-.713679313659668,947024,.7071733474731445,2983430,.1372175216674805,68217,.2486171722412109,776441,.2559480667114258,191021,.0187225341796875,958284,-.2574863433837891,3669264,.2039070129394531,1363246,.6881732940673828,112935,8760193,.1685619354248047,1005,-1.826633453369141,71614,-.1965465545654297,110664,.4444389343261719,35917,-1.201059341430664,1359973,-.3385457992553711,8751,.3772420883178711,11734852,-.0641059875488281,7222309,-.347325325012207,619364,.5286808013916016,3587060,.6948642730712891,145336,.0001926422119141,62212,.0278720855712891,935,-4.010051727294922,1214242,.1650114059448242,1598422,.2163496017456055,5024749,-.0309600830078125,181068,.4062356948852539,2600686,21509778,.4902667999267578,54717,.2163267135620117,1487035,-.0540485382080078,354360,84395,.0724096298217773,213852,.1718835830688477,57840,.2509956359863281,matched (3),2046749.4,.87895769,164873.16,260668.53
201102,841231,613,3828,1594453,02,1,0,0,0,0,0,0,0,0,0,0,3039469,11284,1429377,-.4633703231811523,198866,-1.703397750854492,1285495,-.0262832641601563,452722,-.2968158721923828,2402265,-.3892793655395508,21498824,.2295131683349609,153625,274359,-.217564582824707,98820,-1.030991554260254,23606,-.6194562911987305,35317,-.0106182098388672,50133,198620,.7192535400390625,453884,-.7354831695556641,3200136,.0701189041137695,77502,.1276092529296875,313999,-.9053306579589844,175089,-.0870895385742188,1427398,.3984642028808594,3369506,-.0852251052856445,1207823,-.1210498809814453,100028,7971051,-.0944013595581055,1714,.5338425636291504,49928,-.3607082366943359,62964,-.5639352798461914,63444,.5689468383789063,1318868,-.0306911468505859,4518,-.6610984802246094,10483182,-.1127910614013672,5165025,-.3352651596069336,600117,-.0315685272216797,2767093,-.2595348358154297,161525,.1056118011474609,44702,-.3305301666259766,669,-.3347625732421875,1058605,-.1371679306030273,1475773,-.0798349380493164,4956675,-.0136404037475586,139384,-.2616395950317383,947939,24990406,.1499843597412109,22755,-.8773889541625977,1472905,-.009547233581543,415534,53237,-.46075439453125,121211,-.5677518844604492,48240,-.1814918518066406,matched (3),2042723.5,.87895769,99348.859,225022.48
201103,841231,614,3828,1748057,03,0,1,0,0,0,0,0,0,0,0,0,5134343,66253,3061470,.7616558074951172,274800,.3234128952026367,1681183,.2683544158935547,797599,.5663280487060547,2991429,.2193393707275391,25335202,.1641960144042969,262328,464725,.527008056640625,171603,.5518836975097656,55329,.8517971038818359,81167,.8321447372436523,63989,275669,.3278074264526367,1315990,1.064502716064453,4135020,.2562990188598633,78912,.0180301666259766,666367,.7524499893188477,133144,-.2738628387451172,1538257,.0747966766357422,4298529,.2435073852539063,1324954,.0925588607788086,156746,9458513,.1710987091064453,19245,2.418421268463135,69880,.3361968994140625,143799,.8258533477783203,79856,.230067253112793,1499348,.1282567977905273,49752,2.398981094360352,12932861,.2099990844726563,7224346,.3355464935302734,1058910,.5678701400756836,4292701,.4391183853149414,195030,.1884927749633789,173039,1.353499412536621,2590,1.353629112243652,1151182,.0838375091552734,1755443,.1735391616821289,7409069,.4019699096679688,58726,-.8643503189086914,3057617,31242774,.223297119140625,55088,.8841466903686523,2091563,.3506746292114258,646331,105067,.6798439025878906,250770,.7270030975341797,81847,.5286626815795898,matched (3),2708422,.87895769,123392.95,236623.63
201104,841231,615,3828,1597012,04,0,0,1,0,0,0,0,0,0,0,0,3556935,16434,2155347,-.3509426116943359,142427,-.6572141647338867,1579129,-.0626249313354492,534249,-.4007434844970703,2777946,-.0740394592285156,23661568,-.0683422088623047,239153,283915,-.4927711486816406,133872,-.2482995986938477,27034,-.7162027359008789,14462,-1.724984169006348,46821,207537,-.2838916778564453,129487,-2.318763732910156,2879697,-.3618068695068359,22848,-1.239469528198242,522226,-.2437400817871094,193263,.3726205825805664,132087,-2.454944610595703,10117554,.8559980392456055,1214776,-.0868186950683594,29128,10938795,.1454010009765625,4582,-1.435115814208984,68997,-.0127162933349609,3847,-3.621123313903809,79405,-.0056638717651367,1240507,-.1895103454589844,25273,-.6773138046264648,12928474,-.0003395080566406,8379522,.1483345031738281,832150,-.2409820556640625,4121841,-.0406160354614258,68826,-1.041571617126465,29496,-1.769262313842773,910,-1.045968532562256,1152401,.0010585784912109,1593527,-.096771240234375,5322758,-.3307132720947266,34300,-.5377368927001953,2864926,6406085,-1.584540367126465,18720,-1.079339027404785,1658563,-.2319602966308594,289531,50710,-.7284746170043945,454468,.5945920944213867,28514,-1.05445671081543,matched (3),2060014.1,.87895769,116818.34,233262.61
201105,841231,616,3828,2099735,05,0,0,0,1,0,0,0,0,0,0,0,3502360,64493,3255743,.4124679565429688,143448,.0071430206298828,2180550,.3227043151855469,412851,-.2577753067016602,2934681,.0548868179321289,24323970,.0276107788085938,238940,321102,.1230840682983398,155615,.1505002975463867,28854,.0651540756225586,28848,.690516471862793,79285,223129,.0724401473999023,1386619,2.371043205261231,4008724,.3307876586914063,165048,1.977372169494629,941926,.5898265838623047,424620,.7871427536010742,1484200,2.419170379638672,15034277,.3960609436035156,1364082,.1159219741821289,109927,12586265,.140289306640625,16531,1.283102035522461,147639,.760706901550293,71959,2.928803443908691,105547,.2845954895019531,1514707,.199702262878418,36544,.3687801361083984,12476681,-.0355701446533203,9962984,.1730861663818359,880074,.0559930801391602,4611760,.112309455871582,236546,1.234560966491699,215109,1.986889839172363,3228,1.266173839569092,1329149,.1426906585693359,2043271,.2486019134521484,6782387,.2423372268676758,155773,1.513254165649414,2257011,19949400,1.135951042175293,25905,.3248434066772461,2100876,.2364034652709961,319611,79406,.448451042175293,451081,-.0074806213378906,84143,1.082122802734375,matched (3),3564367.5,.87895769,160659.11,258023.78
201106,841231,617,3828,1327676,06,0,0,0,0,1,0,0,0,0,0,0,2292023,18738,1175107,-1.019061088562012,112313,-.2446832656860352,1527363,-.3560342788696289,621846,.4096050262451172,2659924,-.0983009338378906,21623592,-.1176776885986328,320693,261962,-.2035589218139648,130218,-.1781749725341797,12650,-.8245916366577148,15907,-.5952816009521484,34056,197758,-.1207056045532227,1121775,-.2119560241699219,3872517,-.0345678329467773,44358,-1.313942909240723,690147,-.3110218048095703,210338,-.702479362487793,1042477,-.353276252746582,19464078,.2582378387451172,714060,-.6472692489624023,33310,10295046,-.2009429931640625,36,-6.129473686218262,143611,-.0276613235473633,927,-4.351898670196533,68099,-.4381942749023438,1380118,-.0930538177490234,19596,-.6231918334960938,9554618,-.2668380737304688,8994047,-.1023139953613281,1354457,.4311494827270508,1932923,-.8695764541625977,150873,-.4497041702270508,160484,-.2929506301879883,3036,-.0613222122192383,1580571,.1732473373413086,1389561,-.385563850402832,6423220,-.0544090270996094,190828,.2029733657836914,2931396,10585994,-.6336669921875,25357,-.0213813781738281,2615321,.2190322875976563,154803,71198,-.1091098785400391,471334,.043919563293457,21165,-1.380168914794922,matched (3),2336332.5,.87895769,125501.22,237729.84
201107,841231,618,3828,1871338,07,0,0,0,0,0,1,0,0,0,0,0,3052724,308668,4491846,1.34090518951416,334862,1.092429161071777,1832047,.1818904876708984,854217,.3174934387207031,2064845,-.2532424926757813,23218172,.0711498260498047,251232,415040,.4601755142211914,127480,-.0212507247924805,79838,1.842342376708984,66381,1.428651809692383,43448,132314,-.4018659591674805,1239941,.1001520156860352,4532026,.1572637557983398,164586,1.311140060424805,994216,.3650493621826172,306690,.3771219253540039,2087284,.6942644119262695,22259684,.1342067718505859,1819765,.9354953765869141,83491,9332248,-.0981864929199219,13521,5.92848014831543,76022,-.6360855102539063,44902,3.880283832550049,79930,.1601886749267578,1044565,-.2785682678222656,32736,.5131502151489258,9806124,.0259838104248047,8402258,-.0680627822875977,1718040,.2377834320068359,2869329,.395045280456543,291461,.6584682464599609,171213,.0647144317626953,1726,-.5647344589233398,1941709,.2057828903198242,1432369,.0303411483764648,5988127,-.0701408386230469,166304,-.1375551223754883,3024218,25246676,.8691616058349609,97516,1.346961975097656,1880352,-.3299274444580078,439962,76415,.0707149505615234,376165,-.2255392074584961,95343,1.505132675170898,matched (3),3165561.3,.87895769,205699.75,288231.34
201108,841231,619,3828,1643649,08,0,0,0,0,0,0,1,0,0,0,0,1434142,14299,3589190,-.2243375778198242,199167,-.5195751190185547,1559387,-.1611404418945313,430790,-.6845645904541016,3050285,.3901796340942383,23729400,.0217800140380859,422921,249353,-.5095052719116211,87261,-.3790559768676758,39370,-.706995964050293,17362,-1.341127395629883,32587,125410,-.0535898208618164,1266473,.0211715698242188,4474823,-.0127019882202148,63285,-.955784797668457,609242,-.4897384643554688,577879,.6335268020629883,1858703,-.1159849166870117,10817561,-.7216053009033203,1268742,-.3606815338134766,59621,8716035,-.0683116912841797,3196,-1.442343711853027,76674,.008540153503418,18690,-.8764934539794922,74939,-.0644760131835938,1121164,.0707674026489258,143,-5.433385848999023,11654249,.1726627349853516,8465530,.007502555847168,929832,-.6139354705810547,2439837,-.1621475219726563,86274,-1.217377662658691,45192,-1.331988334655762,1363,-.2361183166503906,1991399,.0252685546875,1288231,-.1060590744018555,6256818,.0438928604125977,130206,-.2447004318237305,3152647,17613006,-.3600559234619141,28800,-1.21964168548584,1705727,-.097468376159668,313507,89572,.1588630676269531,288379,-.265751838684082,53346,-.5806827545166016,matched (3),2817757,.87895769,159330.34,257198.52
201109,841231,620,3828,1958960,09,0,0,0,0,0,0,0,1,0,0,0,2199937,0,1292450,-1.021387100219727,311808,.4482440948486328,2278333,.379150390625,653896,.4173269271850586,2116996,-.3652362823486328,21931696,-.0787811279296875,387117,297349,.1760368347167969,115489,.2802724838256836,41837,.0607776641845703,28775,.505223274230957,54364,104351,-.1838283538818359,1339435,.0560121536254883,3849523,-.150517463684082,28467,-.7989025115966797,718903,.1655101776123047,355913,-.4846782684326172,1603519,-.1476783752441406,4003251,-.9940643310546875,1451217,.1343765258789063,264082,10525568,.1886425018310547,36659,2.439759254455566,103416,.2991962432861328,46483,.9110984802246094,98777,.2761898040771484,1706260,.4199361801147461,54667,5.946170806884766,11947834,.0248794555664063,10300900,.19622802734375,947983,.0193328857421875,3861503,.4591255187988281,296714,1.235239982604981,62529,.3247098922729492,1212,-.1174163818359375,2539264,.243037223815918,2965243,.8336887359619141,6186269,-.0113391876220703,139655,.0700578689575195,2522819,12051575,-.3794422149658203,71697,.912074089050293,1614422,-.0550136566162109,337397,103839,.1477994918823242,313090,.0822153091430664,123159,.8366775512695313,matched (3),2733949.8,.87895769,131697.5,241058.41
201110,841231,621,3828,1951769,10,0,0,0,0,0,0,0,0,1,0,0,3266249,61134,967957,-.2891073226928711,293651,-.0599956512451172,1449362,-.4523200988769531,481767,-.3054876327514648,1820325,-.1509828567504883,22624924,.0311183929443359,259965,335742,.1214361190795898,130473,.1219902038574219,60973,.3766498565673828,23568,-.1996173858642578,80372,95813,-.0853614807128906,1356072,.0123443603515625,3470685,-.1035976409912109,137803,1.577078819274902,729120,.0141124725341797,152534,-.8472986221313477,1343182,-.177159309387207,3473590,-.1419181823730469,873281,-.5079002380371094,70680,10506335,-.0018291473388672,6541,-1.723568916320801,47869,-.7702913284301758,113493,.8926544189453125,56057,-.5664958953857422,1541298,-.1016788482666016,9334,-1.767597198486328,10453000,-.1336612701416016,6228700,-.5030632019042969,360797,-.9660205841064453,3802329,-.0154428482055664,94298,-1.146308898925781,329729,1.662640571594238,1604,.2802286148071289,1560957,-.4865751266479492,1222271,-.8862485885620117,5643761,-.0917816162109375,206330,.3903017044067383,2544796,10739657,-.1152534484863281,9146,-2.05913257598877,1905764,.1659059524536133,262075,92401,-.116703987121582,353207,.1205635070800781,32542,-1.330945014953613,matched (3),1954125.3,.87895769,113305.81,231523.5
201111,841231,622,3828,2343325,11,0,0,0,0,0,0,0,0,0,1,0,1430687,3608,2433576,.9219293594360352,166712,-.5661239624023438,2221474,.4270477294921875,520272,.0768918991088867,2603751,.3579378128051758,22929404,.0133686065673828,284594,518937,.4354391098022461,172110,.2769680023193359,51020,-.1782131195068359,24803,.0510749816894531,87274,92404,-.0362281799316406,1248060,-.0830020904541016,3793314,.0888881683349609,46609,-1.084031105041504,582285,-.2248783111572266,105981,-.3641271591186523,1192428,-.1190500259399414,3169769,-.0915298461914063,1081926,.2142410278320313,132593,12218910,.1510066986083984,21145,1.173313140869141,80419,.5187826156616211,164230,.3695259094238281,114001,.7098388671875,1598267,.0362949371337891,17406,.6231517791748047,7411865,-.343806266784668,9291456,.3999271392822266,986397,1.005743026733398,3477405,-.0893268585205078,145192,.4315977096557617,195240,-.5240411758422852,5883,1.299566268920898,2173511,.3310441970825195,1254677,.0261678695678711,6277309,.1063899993896484,236322,.1357183456420898,3812619,18213224,.5282058715820313,14611,.4684581756591797,1629065,-.1568775177001953,545147,76437,-.189671516418457,358058,.0136404037475586,148242,1.516314506530762,matched (3),2440927.3,.87895769,108561.45,229238.98
201112,841231,623,3828,2074913,12,0,0,0,0,0,0,0,0,0,0,1,1057760,3218,1401072,-.5521240234375,135454,-.2076358795166016,1631428,-.3087158203125,400582,-.2614336013793945,2146865,-.1929445266723633,28011994,.2002124786376953,239729,457364,-.1263027191162109,113810,-.4136037826538086,44665,-.1330280303955078,49470,.6904020309448242,49474,131848,.3554792404174805,1065048,-.1585702896118164,3057289,-.2157115936279297,25867,-.5888252258300781,481713,-.1896114349365234,125438,.1685514450073242,1793705,.4082918167114258,3410349,.073155403137207,763386,-.3487348556518555,142165,9161065,-.2880210876464844,2205,-2.26067590713501,85958,.0666084289550781,16652,-2.288737297058106,61825,-.6118993759155273,1332786,-.1816482543945313,8962,-.6638212203979492,8951734,.1887655258178711,7264412,-.2461071014404297,639648,-.433140754699707,2065605,-.5208635330200195,92563,-.4501676559448242,302335,.4373064041137695,2702,-.7780742645263672,1986539,-.0899496078491211,829126,-.4142618179321289,6793933,.0790891647338867,466471,.6800003051757813,2922825,16882188,-.0758895874023438,17584,.1852149963378906,1287852,-.2350301742553711,200242,241908,1.152091026306152,360988,.0081501007080078,185418,.2237672805786133,matched (3),2246483.8,.87895769,116773.46,233240.14
201201,841231,624,3828,2702540,01,0,0,0,0,0,0,0,0,0,0,0,2495737,50320,1580038,.1202116012573242,162655,.1829996109008789,1689722,.0351085662841797,460803,.1400518417358398,2329388,.0815973281860352,25245100,-.1040019989013672,294148,476556,.0411062240600586,146255,.2508220672607422,34822,-.2489404678344727,33665,-.3849077224731445,62899,618583,1.545782089233398,882070,-.1885042190551758,3093938,.0119161605834961,42453,.4954290390014648,418632,-.1403560638427734,122998,-.0196437835693359,394024,-1.515626907348633,3415432,.0014896392822266,1062095,.330235481262207,150049,9887342,.0762920379638672,4300,.6678872108459473,109191,.2392396926879883,332395,2.993793487548828,86287,.3333711624145508,1753751,.2744855880737305,3342,-.986424446105957,9120491,.0186748504638672,8047916,.1024255752563477,777288,.1948928833007813,3498051,.5267829895019531,343536,1.311402320861816,996105,1.192317008972168,1213,-.8008956909179688,2226386,.1139860153198242,1309766,.4572315216064453,5433831,-.2233858108520508,252048,-.6155757904052734,2177244,19401448,.1390895843505859,31963,.5975894927978516,1192641,-.0768051147460938,16449,234053,-.0330095291137695,257689,-.3370914459228516,95393,-.6646080017089844,matched (3),2705351,.87895769,144536.56,248305.73
201202,841231,625,3828,1923786,02,1,0,0,0,0,0,0,0,0,0,0,1963909,9209,1639184,.0367498397827148,127850,-.2407741546630859,1705429,.0092525482177734,398138,-.1461715698242188,2461382,.0551166534423828,26185688,.0365810394287109,150494,245173,-.6646213531494141,122757,-.175145149230957,75989,.780339241027832,9127,-1.305221557617188,41563,411584,-.4074182510375977,637701,-.32440185546875,3926352,.2382659912109375,68158,.4734306335449219,399007,-.0480136871337891,234594,.6456890106201172,129372,-1.113718986511231,3578796,.046722412109375,708465,-.4048986434936523,143146,9682201,-.020965576171875,4740,.0974225997924805,71752,-.4198827743530273,120511,-1.014582633972168,72583,-.1729488372802734,1237125,-.3489675521850586,18302,1.700441360473633,9060970,-.0065460205078125,5100038,-.4561653137207031,729837,-.0629892349243164,2597356,-.2977123260498047,69683,-1.595335960388184,143687,-1.936215400695801,1917,.457664966583252,2751867,.2118997573852539,920948,-.3521995544433594,5849385,.0736923217773438,190849,-.27813720703125,1377764,5125852,-1.331051826477051,28348,-.1200227737426758,1253873,.0500669479370117,238714,244762,.04473876953125,182125,-.3470602035522461,87073,-.0912580490112305,matched (3),1955277.6,.87895769,103947.14,227090.14
201203,841231,626,3828,1942104,03,0,1,0,0,0,0,0,0,0,0,0,2027990,21193,965925,-.5288677215576172,285749,.8042564392089844,1902229,.1092100143432617,614485,.433985710144043,2535282,.0295820236206055,25657036,-.0203952789306641,262808,400822,.4915533065795898,109742,-.1120748519897461,18427,-1.41677188873291,39824,1.473232269287109,57556,259760,-.4602556228637695,1872403,1.077108383178711,4435859,.1220111846923828,81042,.1731395721435547,283935,-.3402338027954102,180444,-.2624359130859375,2797399,3.073753356933594,5909197,.5014829635620117,1361208,.6530275344848633,168664,11681065,.1876792907714844,22749,1.568483352661133,19403,-1.307787895202637,117258,-.0273647308349609,62775,-.1451740264892578,1478793,.178436279296875,20171,.0972356796264648,9977806,.0963859558105469,7202226,.3451423645019531,751097,.0287132263183594,2919449,.1169013977050781,121169,.5532302856445313,53522,-.9875450134277344,383,-1.610482215881348,1810401,-.418731689453125,1530003,.5076208114624023,7202690,.2081174850463867,208629,.0890750885009766,2778972,25572660,1.607226371765137,30885,.0857143402099609,1728064,.3207645416259766,70548,265941,.0829877853393555,123763,-.3863248825073242,22447,-1.355589866638184,matched (3),2091778.1,.87895769,124096.78,236991.42
201204,841231,627,3828,2617919,04,0,0,1,0,0,0,0,0,0,0,0,3182966,42441,1605659,.5082025527954102,264438,-.0775070190429688,2057820,.0786209106445313,665833,.0802545547485352,2989917,.1649408340454102,22720052,-.1215686798095703,365258,500051,.2211923599243164,77254,-.3510332107543945,20322,.0978870391845703,34520,-.1429309844970703,104204,190072,-.3123550415039063,1367887,-.3139553070068359,4616300,.0398721694946289,20639,-1.367785453796387,584750,.7224388122558594,467027,.9509658813476563,1416272,-.6806621551513672,11696750,.6828022003173828,1311384,-.0372896194458008,140731,12785925,.0903759002685547,4537,-1.612255096435547,72004,1.311293601989746,9210,-2.544086456298828,69934,.1079950332641602,2212518,.4029054641723633,150876,2.012211799621582,9594113,-.0392131805419922,9407091,.2670736312866211,989661,.2758274078369141,2628738,-.1048908233642578,190149,.4506216049194336,1410170,3.271372795104981,1198,1.140374183654785,1919111,.058314323425293,2531263,.5034494400024414,5251085,-.3160190582275391,234784,.118107795715332,2143914,9067926,-1.036779403686523,42550,.320408821105957,1825583,.0548973083496094,113769,214068,-.2169809341430664,156632,.2355308532714844,64875,1.061305046081543,matched (3),2694190,.87895769,107942.95,228946.72
201205,841231,628,3828,2605786,05,0,0,0,1,0,0,0,0,0,0,0,2963262,149837,1128008,-.3530807495117188,149324,-.5714883804321289,1901838,-.078826904296875,646236,-.0298748016357422,2618086,-.1328020095825195,27576384,.1937122344970703,328043,373861,-.2908258438110352,197456,.9384164810180664,70060,1.237648010253906,19068,-.5935268402099609,42805,317749,.5138587951660156,941987,-.3730306625366211,4750890,.0287380218505859,145546,1.953310012817383,704202,.1858816146850586,169275,-1.014862060546875,1051346,-.2979574203491211,18756848,.4722480773925781,1235993,-.0592079162597656,223960,10708757,-.1772823333740234,5534,.1986446380615234,90123,.2244539260864258,84870,2.220830917358398,112553,.4758729934692383,1700773,-.2630481719970703,33124,-1.516200065612793,9775004,.0186786651611328,7333329,-.2490339279174805,1097910,.1038017272949219,2644788,.0060863494873047,90399,-.7435750961303711,503422,-1.030036926269531,499,-.8758029937744141,1152840,-.5096340179443359,1525016,-.5067138671875,5994767,.1324520111083984,184302,-.2420902252197266,2127848,23477940,.9513168334960938,35878,-.1705551147460938,1191641,-.4265680313110352,298648,295256,.3215494155883789,143274,-.0891408920288086,56025,-.1466636657714844,matched (3),2422653.8,.87895769,101179.25,225836.58
201206,841231,629,3828,2266935,06,0,0,0,0,1,0,0,0,0,0,0,1875693,33472,810569,-.3304719924926758,142133,-.0493555068969727,1704654,-.1094579696655273,398255,-.4840717315673828,2464150,-.0605964660644531,26569036,-.0372142791748047,144599,378147,.0113992691040039,115328,-.5377349853515625,23251,-1.10300350189209,27848,.378748893737793,22196,225396,-.3434028625488281,376243,-.9177560806274414,3479922,-.3113222122192383,20242,-1.972732543945313,558738,-.2313852310180664,226508,.2912559509277344,360918,-1.069175720214844,21703620,.1459197998046875,1165654,-.0585927963256836,267094,10262086,-.0426063537597656,3534,-.4484796524047852,15146,-1.783438682556152,436,-5.271233558654785,54455,-.7260494232177734,1458617,-.153594970703125,9783,-1.219612121582031,7584227,-.2537574768066406,9090502,.2148008346557617,1083578,-.0131406784057617,2400371,-.0969676971435547,197821,.7831296920776367,145991,-1.237883567810059,639,.2472987174987793,1347722,.1561870574951172,1216358,-.2261438369750977,5976430,-.0030632019042969,185823,.0082197189331055,2576954,16509231,-.3521404266357422,40086,.1109027862548828,1500014,.2301435470581055,102603,225590,-.2691240310668945,124474,-.1406612396240234,39344,-.35345458984375,matched (3),2185923,.87895769,110423.9,230126.83
201207,841231,630,3828,3079332,07,0,0,0,0,0,1,0,0,0,0,0,1912091,62193,5144949,1.848033905029297,483793,1.224894523620606,1448486,-.1628437042236328,580951,.3775739669799805,2704338,.0930099487304688,33617244,.2352924346923828,280501,513668,.3062934875488281,228592,.6841583251953125,47086,.70562744140625,20228,-.3196926116943359,55192,169094,-.2874040603637695,1140631,1.109101295471191,4537594,.2653875350952148,95547,1.551858901977539,625545,.1129426956176758,234465,.0345258712768555,1773054,1.591808319091797,21791644,.0040473937988281,1629907,.335240364074707,286369,10958074,.0656204223632813,19822,1.724361419677734,134128,2.181057929992676,26119,4.092776298522949,66461,.1992397308349609,1026533,-.3513011932373047,36963,1.32927131652832,10030534,.2795639038085938,7192063,-.2342529296875,801367,-.3017044067382813,1946132,-.2097787857055664,164241,-.1860275268554688,352308,.8809604644775391,3661,1.745587348937988,1601616,.1725978851318359,876163,-.32806396484375,5513796,-.0805702209472656,101994,-.5998811721801758,2763364,33799592,.7165279388427734,75698,.6357240676879883,1437854,-.042323112487793,286382,249764,.1017971038818359,173247,.3306207656860352,62381,.4609165191650391,matched (3),3025503.3,.87895769,130330.98,240314.56
201208,841231,631,3828,2290579,08,0,0,0,0,0,0,1,0,0,0,0,1426781,6860,967330,-1.671230316162109,83564,-1.756044387817383,1343221,-.0754480361938477,548063,-.0582761764526367,2697026,-.0027074813842773,30292724,-.1041316986083984,217191,495839,-.0353250503540039,210378,-.0830326080322266,33757,-.3327884674072266,3256,-1.826568603515625,16442,70413,-.8760766983032227,361696,-1.148532867431641,4178349,-.0824804306030273,124342,.2634172439575195,519912,-.1849632263183594,296248,.2338905334472656,1288450,-.3192634582519531,105899,-5.326796531677246,887376,-.6080093383789063,143727,3950055,-1.020346641540527,6211,-1.160470008850098,55338,-.8853349685668945,4882,-1.677108764648438,82142,.2118349075317383,1620488,.4565401077270508,149,-5.513726234436035,8425628,-.1743564605712891,6685262,-.0730724334716797,923055,.1413698196411133,2250891,.145482063293457,109758,-.4030570983886719,299916,-.1610031127929688,8122,.796839714050293,1725213,.0743370056152344,1771475,.7040157318115234,5041195,-.0896100997924805,112741,.1001796722412109,2535716,3156979,-2.370832443237305,69879,-.079986572265625,1418089,-.0138416290283203,0,457213,.6046333312988281,203802,.1624307632446289,5592471,4.495916366577148,matched (3),2253857.3,.87895769,200912.8,284834.81
