period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1074c372,growth1074c372,Y1090c620,growth1090c620,Y1120c688,growth1120c688,Y1516c251,growth1516c251,Y1656c554,Y1665c608,Y1703c484,growth1703c484,Y1745c300,growth1745c300,Y1766c608,Y1794c826,growth1794c826,Y1844c616,growth1844c616,Y2053c300,growth2053c300,Y2125c203,Y2224c484,growth2224c484,Y2565c752,growth2565c752,Y2637c208,growth2637c208,Y2674c807,growth2674c807,Y2731c233,Y2902c616,growth2902c616,Y3022c208,growth3022c208,Y3032c703,growth3032c703,Y3263c757,growth3263c757,Y3416c752,growth3416c752,Y3495c826,growth3495c826,Y3498c608,Y3542c703,growth3542c703,Y3561c484,growth3561c484,Y3592c352,growth3592c352,Y3701c600,growth3701c600,Y3728c484,growth3728c484,Y3778c484,growth3778c484,Y3789c36,Y3849c600,growth3849c600,Y3917c586,growth3917c586,Y3970c222,growth3970c222,Y3981c484,growth3981c484,Y4004c757,growth4004c757,Y4156c372,growth4156c372,Y422c484,growth422c484,Y4338c826,growth4338c826,Y4375c428,growth4375c428,Y4377c608,Y4386c608,Y4611c218,Y4822c348,growth4822c348,Y4943c36,Y883c251,Y963c348,growth963c348,Y969c32,Y980c218,_merge,x,r2,s,sf
201202,840910,625,3810,44803,02,1,0,0,0,0,0,0,0,0,0,0,138379,-2.112212181091309,211415,-.0820837020874023,57765,-1.107643127441406,2059929,.1167526245117188,1960057,829723,980115,-.0100469589233398,136908,.6362466812133789,1415405,2385126,-.1905765533447266,1254714,-.3287143707275391,1169531,-.259857177734375,1356531,370192,-.0132932662963867,16133,-.616154670715332,2061106,.2487249374389648,6014,-1.319069862365723,49828,538883,-.368748664855957,159191,-.1016902923583984,375328,.0552406311035156,3370815,-.0254611968994141,1957549,-.0240335464477539,3467863,-.1924476623535156,119371,2171883,-.1023635864257813,6058114,-.0230865478515625,16605,1.309857368469238,72160,.2525520324707031,609903,-.1132030487060547,3197559,-.0564088821411133,71044,428361,.3412561416625977,177122,1.83723258972168,79092,-.1009702682495117,2144632,-.1701784133911133,103781,-2.113242149353027,103599,-1.090348243713379,974624,.1049327850341797,3102305,-.0358371734619141,167305,-.0017614364624023,847,230709,1986962,179159,-.5778446197509766,14705874,384990,1190,-2.476255893707275,20776,136718,matched (3),35860.941,.70522672,29040.191,65867.234
201203,840910,626,3810,8365,03,0,1,0,0,0,0,0,0,0,0,0,1433771,2.338067054748535,198761,-.0617198944091797,83994,.3743629455566406,1720130,-.180272102355957,1365644,522780,759992,-.2543621063232422,115416,-.1707658767700195,2467893,3413657,.3585319519042969,1238198,-.0132503509521484,1349631,.1432285308837891,1656818,575001,.4403495788574219,10587,-.4212408065795898,1777554,-.1480045318603516,18182,1.106342315673828,22983,437525,-.2083654403686523,110083,-.368870735168457,451090,.1838665008544922,2711487,-.2176580429077148,1873473,-.0438995361328125,2659799,-.2652873992919922,40936,1519141,-.3574495315551758,3619852,-.5149650573730469,29549,.5763463973999023,52773,-.3128862380981445,872642,.3582248687744141,3276004,.0242366790771484,160916,447833,.0444536209106445,116202,-.4215087890625,61714,-.2481012344360352,1874506,-.1346235275268555,64630,-.4736042022705078,146749,.3481960296630859,1269245,.2641258239746094,2812919,-.0979223251342773,324175,.6614656448364258,39859,435947,2216027,265036,.3915920257568359,15168333,29095,1558,.2694497108459473,24898,59178,matched (3),-3699.3577,.70522672,24516.75,64001.809
201204,840910,627,3810,21262,04,0,0,1,0,0,0,0,0,0,0,0,1696541,.1682834625244141,182819,-.0836067199707031,182937,.7783966064453125,1351645,-.2410774230957031,2297275,1190970,1170673,.4320259094238281,34537,-1.206512451171875,2928283,2405367,-.3500814437866211,773484,-.4705076217651367,1408347,.0425853729248047,1725472,680403,.1683139801025391,66534,1.83808708190918,1533176,-.1478967666625977,44811,.9020214080810547,22033,530104,.1919393539428711,112325,.0201616287231445,389666,-.1463775634765625,3366269,.21630859375,2007666,.0691795349121094,3521474,.2806291580200195,83587,1937495,.243250846862793,5014803,.3259611129760742,32629,.099151611328125,70530,.2900390625,1233131,.3457870483398438,3534866,.0760507583618164,80416,155588,-1.057209014892578,54653,-.7543258666992188,96818,.450322151184082,2118359,.1222972869873047,170482,.9699506759643555,18466,-2.072792053222656,1317567,.0373640060424805,3439340,.2010564804077148,52287,-1.824536323547363,25941,120845,1641165,218963,-.1909627914428711,18571760,148941,5752,1.306144714355469,36040,2223453,matched (3),79654.375,.70522672,31248.021,66870.016
201205,840910,628,3810,41408,05,0,0,0,1,0,0,0,0,0,0,0,408101,-1.424832344055176,217625,.1742763519287109,213788,.1558427810668945,1607667,.1734619140625,2011077,1348702,699777,-.5145721435546875,90469,.9629764556884766,2957350,3719834,.4359760284423828,1553953,.6976518630981445,1883410,.2906665802001953,1519551,355402,-.6494359970092773,46629,-.3554906845092773,1695898,.1008710861206055,44610,-.0044956207275391,25348,695456,.2714948654174805,81376,-.3223152160644531,483154,.2150459289550781,3059046,-.0957021713256836,1315170,-.4230070114135742,3736872,.0593690872192383,135190,1656984,-.1563968658447266,5788631,.1435012817382813,26162,-.2208938598632813,101333,.3623743057250977,1323148,.0704565048217773,3552182,.0048866271972656,77541,239890,.4329690933227539,162829,1.091696739196777,51072,-.6395959854125977,1990400,-.0623064041137695,527582,1.129674911499023,44785,.8859415054321289,3520203,.982731819152832,3106098,-.1019115447998047,86741,.5061788558959961,32421,166442,2143424,270884,.2127876281738281,18746964,1083024,1177,-1.586578845977783,96296,45908,matched (3),67184.063,.70522672,44114.105,73764.594
201206,840910,629,3810,18058,06,0,0,0,0,1,0,0,0,0,0,0,244763,-.5112237930297852,141581,-.429901123046875,147733,-.3695783615112305,2255569,.338618278503418,1959238,357095,574239,-.1977157592773438,119924,.2818508148193359,2251569,3282610,-.1250400543212891,1095254,-.3498153686523438,1965605,.0427169799804688,1395985,326328,-.0853462219238281,25052,-.6212692260742188,1469212,-.1434869766235352,28578,-.4453210830688477,11737,412288,-.5228452682495117,82822,.0176124572753906,475959,-.0150041580200195,2415995,-.235992431640625,2065500,.4514064788818359,3148800,-.1712274551391602,50351,1050346,-.4558801651000977,4617281,-.2260894775390625,22945,-.1312074661254883,41440,-.8941659927368164,1223236,-.0785131454467773,3666724,.0317363739013672,873914,261466,.0861234664916992,280427,.5436124801635742,42881,-.1748075485229492,1483495,-.2939348220825195,368116,-.3599061965942383,17526,-.9381875991821289,3240630,-.0827503204345703,3460045,.1079139709472656,109998,.2375354766845703,7024,305690,2023254,265902,-.0185632705688477,14224006,30062,614,-.6507291793823242,70975,212508,matched (3),92138.602,.70522672,32250.844,67344.469
201207,840910,630,3810,112124,07,0,0,0,0,0,1,0,0,0,0,0,311137,.2399425506591797,160134,.1231393814086914,224787,.4197463989257813,1949483,-.1458377838134766,2097889,789098,1977634,1.236610412597656,150319,.2259016036987305,2378026,2687483,-.2000341415405273,1430202,.2668294906616211,1870546,-.0495700836181641,1215219,357456,.0911092758178711,84379,1.214365005493164,1265498,-.1492595672607422,101626,1.268662452697754,20760,1254057,1.112417221069336,123847,.4023532867431641,622622,.2686080932617188,2074325,-.1524753570556641,1298345,-.4642820358276367,4593685,.3776607513427734,143153,2074156,.6804351806640625,4681748,.0138654708862305,13133,-.5579719543457031,77086,.6206750869750977,1401440,.1359996795654297,3431120,-.0664119720458984,75329,461514,.5682086944580078,172861,-.48382568359375,94217,.7871713638305664,1615157,.0850315093994141,904539,.8990268707275391,63809,1.292208671569824,4835316,.4001779556274414,3293387,-.0493650436401367,568814,1.643091201782227,32637,424006,2692543,242019,-.094111442565918,18461568,500462,7383,2.486940860748291,122847,275388,matched (3),74241.898,.70522672,41420.164,72185.805
201208,840910,631,3810,24566,08,0,0,0,0,0,0,1,0,0,0,0,205697,-.4138288497924805,114704,-.3336563110351563,139220,-.4790973663330078,1520711,-.2483863830566406,2348892,617068,980926,-.7011594772338867,126046,-.1761131286621094,2174427,3223623,.1819009780883789,1108393,-.2549047470092773,1756435,-.0629444122314453,1497684,302077,-.1683311462402344,77624,-.0834417343139648,2164494,.5367202758789063,50213,-.7050256729125977,26400,327196,-1.34358024597168,72850,-.530644416809082,377757,-.4996881484985352,2270283,.0902690887451172,1881427,.3709402084350586,3448053,-.2868728637695313,150495,1948853,-.0623130798339844,8439717,.5892772674560547,16932,.2540769577026367,85428,.102752685546875,953739,-.3848648071289063,8830716,.9453496932983398,312419,209631,-.7891635894775391,31052,-1.716824531555176,37572,-.9193410873413086,982280,-.4973115921020508,280633,-1.170377731323242,13886,-1.525012969970703,4610575,-.0475931167602539,2844291,-.1466026306152344,326269,-.5558309555053711,13619,383481,2414866,285250,.1643495559692383,20626916,99336,9846,.2878847122192383,21924,2931916,matched (3),9772.4043,.70522672,40667.102,71756.352
201209,840910,632,3810,15520,09,0,0,0,0,0,0,0,1,0,0,0,151546,-.3055152893066406,216039,.6331043243408203,77298,-.5883874893188477,1733817,.1311473846435547,2097855,310282,763346,-.2507858276367188,117974,-.0661821365356445,2490098,2391367,-.298640251159668,1492534,.2975645065307617,1202201,-.3791322708129883,1296068,167544,-.5894355773925781,20661,-1.323629379272461,1514930,-.3568172454833984,47950,-.0461149215698242,7470,342149,.0446872711181641,89008,.2003240585327148,332812,-.126673698425293,3261651,.3623285293579102,1659723,-.1253795623779297,2889967,-.1765642166137695,149414,2044729,.0480241775512695,6515409,-.2587795257568359,10791,-.4504928588867188,112385,.2742557525634766,668808,-.354893684387207,2975745,-1.087741851806641,31012,189460,-.101170539855957,17492,-.5739192962646484,105249,1.030069351196289,1285607,.2691106796264648,218689,-.2493963241577148,8555,-.4843654632568359,2734614,-.5223627090454102,2889922,.0159158706665039,236818,-.3204307556152344,38467,235492,1964121,220366,-.2580757141113281,17385130,57238,51,-5.262994766235352,56206,58842,matched (3),22979.48,.70522672,31386.477,66934.828
201210,840910,633,3810,54651,10,0,0,0,0,0,0,0,0,1,0,0,160385,.0566883087158203,453415,.7413482666015625,30472,-.9308595657348633,2742353,.4584903717041016,1827074,723742,1356568,.5750017166137695,120178,.0185098648071289,2076368,2831138,.1688137054443359,1644184,.0967683792114258,1871383,.4425239562988281,2280219,302033,.5892906188964844,19746,-.0452966690063477,1606077,.0584249496459961,47839,-.0023174285888672,9380,787405,.83349609375,118946,.2899436950683594,537441,.4792413711547852,3498546,.0701141357421875,2309982,.3305883407592773,3676998,.2408514022827148,47945,2543436,.2182502746582031,6929866,.061671257019043,13804,.246246337890625,98205,-.1348733901977539,1093367,.491520881652832,3151474,.0573759078979492,74039,339596,.5835781097412109,102788,1.770925521850586,128553,.20001220703125,1496934,.1521873474121094,411096,.6311759948730469,207755,3.189844131469727,1648597,-.5060653686523438,2457070,-.1622600555419922,656857,1.020174980163574,28876,331809,2205782,274854,.2209501266479492,16075979,853053,8433,5.108081817626953,74577,371972,matched (3),76043.398,.70522672,36624.281,69544.938
201211,840910,634,3810,67269,11,0,0,0,0,0,0,0,0,0,1,0,173757,.0800809860229492,266422,-.5317258834838867,239497,2.061732292175293,2664234,-.0288991928100586,2773284,624394,1011873,-.2931547164916992,108730,-.1001062393188477,2677536,3328188,.1617488861083984,1342486,-.2027206420898438,2059959,.09600830078125,1658250,183536,-.4981260299682617,51646,.9614620208740234,1417122,-.1251659393310547,43506,-.0949420928955078,23398,529011,-.3977336883544922,95787,-.2165431976318359,616535,.1372957229614258,3677017,.0497550964355469,1946841,-.1710309982299805,3149626,-.1548128128051758,31785,2005840,-.237452507019043,4209511,-.4984941482543945,24890,.5895071029663086,127418,.2604160308837891,1009970,-.0793418884277344,3059371,-.0296611785888672,107463,653471,.6545419692993164,567005,1.707698822021484,101368,-.2375831604003906,1593696,.0626373291015625,413891,.0067758560180664,520355,.91815185546875,1198683,-.3187017440795898,2674010,.0846090316772461,446284,-.3865108489990234,36439,364375,1843245,281382,.023472785949707,20188836,1046457,15163,.5867061614990234,11936,2227212,matched (3),144206.19,.70522672,35024.066,68715.688
201212,840910,635,3810,32184,12,0,0,0,0,0,0,0,0,0,0,1,206100,.1707029342651367,170950,-.4437103271484375,57658,-1.424012184143066,1784528,-.4007625579833984,1475138,722222,1045172,.0323781967163086,84996,-.2462635040283203,1963969,3064182,-.0826473236083984,969737,-.3252534866333008,1571353,-.2707490921020508,1266888,172074,-.0644855499267578,41970,-.2074575424194336,1391809,-.0180234909057617,32448,-.2932605743408203,10476,183747,-1.057449340820313,76446,-.2255420684814453,599487,-.028040885925293,1597790,-.8334808349609375,1501543,-.2597150802612305,2049032,-.4299163818359375,53275,720445,-1.02394962310791,5083071,.1885690689086914,7590,-1.187634468078613,40532,-1.145380973815918,601149,-.5188331604003906,2925316,-.0448064804077148,30702,291814,-.8061819076538086,30216,-2.93199634552002,55078,-.6100072860717773,1340257,-.1731948852539063,131294,-1.148163795471191,120466,-1.463144302368164,907521,-.2782621383666992,2643443,-.0114965438842773,202467,-.7903785705566406,32503,267895,1522818,193187,-.3760538101196289,12971156,1013167,2071,-1.990826606750488,22202,174907,matched (3),-3821.2891,.70522672,44925.391,74252.617
201301,840910,636,3810,36192,01,0,0,0,0,0,0,0,0,0,0,0,338295,.4955568313598633,233561,.3120718002319336,255141,1.487287521362305,2142770,.1829452514648438,1846448,211715,1621794,.4393520355224609,127122,.4025430679321289,1688498,4246029,.3262033462524414,1433954,.3911657333374023,1788544,.1294651031494141,1472508,255933,.3969907760620117,9247,-1.512656211853027,2536267,.6000881195068359,42827,.2775297164916992,19520,528962,1.057356834411621,172305,.8126811981201172,208594,-1.055684089660645,3220727,.7009859085083008,1660535,.1006460189819336,3367808,.4968948364257813,94326,3088741,1.455650329589844,6024757,.1699609756469727,30022,1.375099182128906,89874,.7963171005249023,801929,.288177490234375,2988012,.0212059020996094,147511,155827,-.6273698806762695,14044,-.7661762237548828,45393,-.1933927536010742,1892189,.3448734283447266,54342,-.8821420669555664,209016,.5510435104370117,1009985,.1069746017456055,3715141,.3403339385986328,377021,.6217241287231445,11151,492843,2675855,215913,.1112165451049805,14249229,106968,10605,1.633294105529785,25276,226749,matched (3),12785.464,.70522672,34590.215,68495.57
201302,840910,637,3810,70003,02,1,0,0,0,0,0,0,0,0,0,0,1654388,1.587268829345703,241948,.0352792739868164,52903,-1.573356628417969,2056685,-.0410041809082031,1679406,444993,1453791,-.1093587875366211,61979,-.7183523178100586,1739501,4523167,.0632286071777344,978222,-.3824539184570313,1202581,-.3969316482543945,1526817,310105,.1919956207275391,17584,.6426906585693359,1396096,-.5970134735107422,7648,-1.722723960876465,22403,1158535,.7839946746826172,105843,-.487309455871582,399500,.6498241424560547,3859004,.1808013916015625,1849943,.1080150604248047,3326575,-.0123186111450195,23818,2580593,-.1797447204589844,5592397,-.0744686126708984,6240,-1.570950508117676,81728,-.0950126647949219,838026,.0440292358398438,2826294,-.0556421279907227,24695,430427,1.016031265258789,55497,1.374134063720703,27094,-.5160455703735352,1387555,-.3101911544799805,167494,1.125650405883789,1697250,2.094353675842285,1937456,.6514406204223633,3276009,-.1257905960083008,195248,-.6580305099487305,14332,171787,1656372,252198,.155339241027832,16115243,26918,5394,-.6760387420654297,35976,833338,matched (3),70152.055,.70522672,43796.145,73574.875
201303,840910,638,3810,595225,03,0,1,0,0,0,0,0,0,0,0,0,263225,-1.838177680969238,180297,-.2941169738769531,151053,1.049171447753906,2682809,.2657690048217773,2421777,773257,1214003,-.1802511215209961,64329,.0372152328491211,2496571,3843652,-.1627893447875977,1223718,.223912239074707,1025821,-.1589775085449219,1368512,284937,-.0846433639526367,18947,.0746555328369141,1620241,.148895263671875,23370,1.117009162902832,36066,824627,-.3399801254272461,76060,-.3304338455200195,259274,-.4323282241821289,2256833,-.5364465713500977,2009763,.0828619003295898,2670160,-.2198047637939453,155140,1811499,-.3538646697998047,5430977,-.0292892456054688,13089,.7407922744750977,71918,-.1278696060180664,772401,-.0815448760986328,3393024,.1827554702758789,51137,292677,-.3857088088989258,63996,.142491340637207,42608,.4527301788330078,2162538,.4437389373779297,185388,.1015033721923828,40525,-3.734845161437988,1875293,-.0326108932495117,2692416,-.1961870193481445,215061,.0966510772705078,19720,485813,2555534,344983,.3132801055908203,12354074,666739,3689,-.3799314498901367,61591,201961,matched (3),398465.69,.70522672,42517.414,72820.953
201304,840910,639,3810,200910,04,0,0,1,0,0,0,0,0,0,0,0,1762757,1.901625633239746,230979,.2477216720581055,41530,-1.291214942932129,2606079,-.029017448425293,1783413,433622,1835416,.4133481979370117,143558,.8027286529541016,4143153,4393077,.1336069107055664,1007200,-.1947202682495117,909347,-.1205215454101563,1432005,379651,.2869844436645508,155631,2.105842590332031,2107539,.2629461288452148,18805,-.2173309326171875,19070,556470,-.3933181762695313,96300,.2359457015991211,246824,-.0492105484008789,3795881,.5199546813964844,2515395,.2244138717651367,2386833,-.1121711730957031,138997,2073333,.1350030899047852,5472413,.0076007843017578,14909,.130192756652832,66152,-.0835714340209961,939228,.1955537796020508,3773980,.1064081192016602,138768,173470,-.5230646133422852,98699,.4332542419433594,57937,.3073139190673828,2522342,.1539058685302734,112159,-.502532958984375,68187,.5203351974487305,1736403,-.0769491195678711,3138076,.1531715393066406,240011,.1097631454467773,19226,361175,1559811,313795,-.0947551727294922,23814138,650253,6874,.6223907470703125,56583,151550,matched (3),216768.77,.70522672,35675.387,69049.938
201305,840910,640,3810,177210,05,0,0,0,1,0,0,0,0,0,0,0,293999,-1.791058540344238,153377,-.409428596496582,143876,1.242535591125488,1803135,-.3683204650878906,1794210,642828,1092479,-.5188217163085938,64693,-.7970867156982422,3649346,4287958,-.0242195129394531,1112749,.0996599197387695,688911,-.2776145935058594,1213353,396833,.0442628860473633,135376,-.1394319534301758,2418806,.1377534866333008,67440,1.277115821838379,20005,378574,-.3852014541625977,82462,-.1551303863525391,260005,.0520257949829102,2405853,-.4560127258300781,2086513,-.1869363784790039,3323848,.3311557769775391,156682,1713455,-.1906461715698242,5542620,.0127477645874023,64022,1.45726203918457,111715,.5239953994750977,1226639,.2669754028320313,3528660,-.0672121047973633,70345,288219,.507716178894043,145898,.3908329010009766,37879,-.4249591827392578,1482466,-.5314817428588867,288249,.9439067840576172,22020,-1.130303382873535,1046319,-.5065374374389648,4173863,.2852315902709961,255643,.0630970001220703,27528,702999,2488660,306039,-.0250272750854492,19649318,958915,2485,-1.017473697662354,67102,1795034,matched (3),205833.66,.70522672,38056.508,70309.727
201306,840910,641,3810,107004,06,0,0,0,0,1,0,0,0,0,0,0,1687998,1.747722625732422,301621,.6762723922729492,137365,-.0463104248046875,2290692,.2393274307250977,1780999,568117,719955,-.4170160293579102,149852,.8399953842163086,2841503,4731391,.0984086990356445,1167918,.0483894348144531,702854,.0200376510620117,1408744,310396,-.24566650390625,46125,-1.076701164245606,1904320,-.2391490936279297,53071,-.2396078109741211,13506,208180,-.5980081558227539,50290,-.4945316314697266,326081,.226445198059082,3626493,.4103622436523438,1710652,-.1986188888549805,3722818,.1133575439453125,147472,1343023,-.2435884475708008,5216440,-.0606517791748047,17870,-1.276103973388672,65810,-.5291786193847656,792108,-.4373359680175781,3152862,-.1126070022583008,221331,451576,.4490232467651367,134314,-.0827274322509766,77507,.7159709930419922,1368538,-.0799636840820313,158683,-.5969161987304688,1098438,3.909693717956543,714723,-.381138801574707,3375730,-.2122297286987305,230551,-.1033096313476563,7889,249718,2107302,301450,-.0151081085205078,15878142,9430,6309,.931704044342041,38589,250217,matched (3),53533.496,.70522672,33347.035,67876.25
201307,840910,642,3810,4086,07,0,0,0,0,0,1,0,0,0,0,0,175273,-2.26495361328125,236246,-.2442970275878906,202743,.3892974853515625,2052788,-.1096553802490234,1950586,542290,1506658,.7384605407714844,80033,-.6272087097167969,3201853,3048020,-.4397268295288086,975407,-.1801233291625977,891251,.2374763488769531,1465681,309146,-.0040349960327148,43941,-.0485067367553711,1873265,-.0164422988891602,35753,-.3949966430664063,20052,1332359,1.856303215026856,99395,.6812953948974609,225117,-.3705263137817383,2497495,-.3729782104492188,1657980,-.0312747955322266,3947716,.0586557388305664,120197,2146552,.4689397811889648,6049481,.1481571197509766,4017,-1.492588043212891,100078,.4191780090332031,916284,.1456289291381836,3912993,.2159919738769531,116272,218797,-.7245998382568359,100616,-.2888689041137695,35308,-.7862586975097656,1058505,-.2568855285644531,68960,-.8333816528320313,358923,-1.118536949157715,966537,.3018245697021484,2588869,-.2653913497924805,67583,-1.227115631103516,2548,247732,2722800,289131,-.0417242050170898,15673649,83634,10028,.463404655456543,21098,56102,matched (3),36023.684,.70522672,26939.484,64968.426
201308,840910,643,3810,77265,08,0,0,0,0,0,0,1,0,0,0,0,2204912,2.532097816467285,300452,.2404136657714844,157288,-.2538604736328125,2159401,.0506324768066406,2155895,668809,1471481,-.0236244201660156,95614,.1778802871704102,3250406,3886370,.2429828643798828,1088720,.1099033355712891,904273,.0145053863525391,1089418,279719,-.1000280380249023,84106,.6492300033569336,2105216,.1167354583740234,23671,-.4123830795288086,29761,424431,-1.143957138061523,62411,-.4653596878051758,287146,.2433710098266602,2432689,-.0262908935546875,2101580,.2370891571044922,3439957,-.1376781463623047,235665,2175669,.0134735107421875,5278767,-.1362800598144531,17605,1.47764778137207,67814,-.3891811370849609,1099303,.1821050643920898,4075530,.0406980514526367,200012,485465,.7969627380371094,145323,.3676471710205078,107459,1.11299991607666,867857,-.1985855102539063,359334,1.650725364685059,37014,-2.271811485290527,1167673,.1890487670898438,2875691,.105072021484375,565023,2.123509407043457,216135,554637,2608489,339005,.1591348648071289,20504196,282332,12540,.2235422134399414,41926,1052448,matched (3),105893.06,.70522672,20734.84,62650.57
201309,840910,644,3810,75034,09,0,0,0,0,0,0,0,1,0,0,0,162349,-2.608695030212402,179979,-.5124473571777344,111858,-.3408479690551758,2022209,-.0656404495239258,2645035,538273,1235835,-.1745233535766602,119718,.2248191833496094,3177749,3120956,-.2193365097045898,1101610,.0117692947387695,894783,-.0105504989624023,1571975,240487,-.1511201858520508,55686,-.412348747253418,1502704,-.3371524810791016,39246,.5055990219116211,25588,572389,.2990694046020508,71932,.1419792175292969,323937,.1205577850341797,1432541,-.5295476913452148,1997329,-.0508785247802734,3749660,.0862064361572266,188633,2004337,-.0820226669311523,4141358,-.2426691055297852,20787,.1661453247070313,63400,-.0673046112060547,743382,-.3912210464477539,3402541,-.1804780960083008,67859,283208,-.5389251708984375,47300,-1.122447967529297,73431,-.380763053894043,1299270,.4035310745239258,158036,-.8214292526245117,470608,2.542729377746582,986733,-.1683692932128906,3099638,.0749921798706055,202098,-1.02811336517334,11153,524328,2614322,326806,-.0366487503051758,15372623,426736,3344,-1.321756362915039,17090,1976150,matched (3),114220.68,.70522672,29757.082,66186.438
201310,840910,645,3810,101231,10,0,0,0,0,0,0,0,0,1,0,0,1954623,2.488204956054688,382021,.7526350021362305,191896,.5397233963012695,2597296,.2502803802490234,2716917,460506,1530469,.2138280868530273,121738,.0167322158813477,3171454,3472548,.1067495346069336,2074853,.63311767578125,1158602,.2583885192871094,1805109,332594,.3242568969726563,40367,-.32171630859375,1692184,.1187543869018555,69849,.5764856338500977,14876,727460,.2397403717041016,78797,.0911540985107422,286981,-.1211328506469727,2898978,.7049083709716797,2743586,.3174552917480469,3938080,.0490283966064453,73271,2374514,.1694793701171875,5161710,.2202444076538086,42956,.7258481979370117,97284,.4281702041625977,1067621,.3619775772094727,3971242,.1545562744140625,127329,789268,1.024924278259277,18376,-.945465087890625,64686,-.1268014907836914,1272173,-.0210762023925781,315316,.6907520294189453,325325,-.3692007064819336,1225543,.2167396545410156,3144073,.0142345428466797,503825,.9134759902954102,37834,570679,0,420466,.2519969940185547,17404730,316702,16026,1.567045211791992,103936,0,matched (3),66056.383,.70522672,32600.205,67512.469
201311,840910,646,3810,93291,11,0,0,0,0,0,0,0,0,0,1,0,390007,-1.611787796020508,291663,-.2698764801025391,72689,-.97076416015625,1939002,-.29229736328125,3226040,459556,1111554,-.3198156356811523,78293,-.4414129257202148,2768271,3336985,-.039820671081543,1655679,-.2256784439086914,1408528,.1953306198120117,1500188,322745,-.030059814453125,9268,-1.471445083618164,1558027,-.0825996398925781,48517,-.3644208908081055,10430,573204,-.2383174896240234,51478,-.4257211685180664,322198,.1157503128051758,2645241,-.0915956497192383,1967801,-.3323497772216797,3898707,-.0100488662719727,183137,2278310,-.0413589477539063,3136654,-.4981117248535156,20170,-.7559795379638672,66459,-.3810491561889648,675059,-.4583883285522461,3479406,-.1322174072265625,33628,412084,-.6498785018920898,86897,1.553677558898926,62302,-.0375509262084961,1665345,.2693052291870117,266616,-.1677656173706055,562647,.5478277206420898,1236295,.0087356567382813,1946967,-.4792470932006836,121457,-1.42266845703125,91385,294228,2396851,341508,-.2079925537109375,20536886,51896,12627,-.2383747100830078,45914,2804490,matched (3),111415.15,.70522672,25383.623,64338.859
201312,840910,647,3810,9498,12,0,0,0,0,0,0,0,0,0,0,1,2296630,1.773033142089844,116276,-.9196319580078125,96632,.2847204208374023,1515339,-.2465343475341797,2411611,422942,902120,-.2087669372558594,92175,.1632308959960938,1910514,2559164,-.2653875350952148,1513763,-.0896129608154297,1227589,-.1374931335449219,1839541,251980,-.2475128173828125,35789,1.351072311401367,1235484,-.2319574356079102,43337,-.1129083633422852,10251,298069,-.6539163589477539,144882,1.034765243530273,185885,-.5500383377075195,1692743,-.4464120864868164,1676736,-.1600675582885742,3259744,-.1789960861206055,54874,850078,-.9858608245849609,3622315,.1439571380615234,14740,-.3136320114135742,48896,-.306889533996582,818384,.1925315856933594,3133915,-.104578971862793,33510,377269,-.0882692337036133,48475,-.5836753845214844,38493,-.4815177917480469,1325589,-.228175163269043,69738,-1.341063499450684,291292,-.6583261489868164,1038433,-.1744060516357422,2682556,.3204975128173828,174760,.3638534545898438,18504,204175,1752105,239581,-.3544788360595703,15524991,570949,1946,-1.870061874389648,26926,104084,matched (3),67978.938,.70522672,30864.047,66691.453
201401,840910,648,3810,64072,01,0,0,0,0,0,0,0,0,0,0,0,938913,-.8944759368896484,231683,.6894035339355469,113434,.1603107452392578,2184855,.365910530090332,2992317,546125,1140453,.2344331741333008,104955,.1298427581787109,3075961,4705273,.6090030670166016,1677115,.1024761199951172,1182246,-.0376358032226563,1484910,329635,.2686357498168945,4622,-2.046813011169434,1559241,.2327356338500977,89797,.7285451889038086,36332,405538,.3078889846801758,48666,-1.090938568115234,269719,.3722524642944336,1986470,.1600093841552734,1954173,.1531181335449219,4489177,.3200206756591797,80871,2844090,1.207670211791992,5555068,.4275970458984375,23636,.4722061157226563,78393,.4720392227172852,654884,-.2228727340698242,3010389,-.0402135848999023,168798,480765,.2424201965332031,129606,.9834508895874023,98598,.9405746459960938,1766247,.2870006561279297,121786,.5575199127197266,62945,-1.532065391540527,876146,-.1699361801147461,3543376,.2783098220825195,285511,.4908666610717773,53836,204354,2939280,295068,.2083139419555664,17061700,22469,382,-1.628110408782959,29629,191033,matched (3),109678.55,.70522672,35664.168,69044.141
