period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1166c203,Y1233c616,growth1233c616,Y1276c826,growth1276c826,Y1322c616,growth1322c616,Y137c246,growth137c246,Y1459c36,Y1486c752,growth1486c752,Y1502c440,growth1502c440,Y1505c218,Y1508c792,growth1508c792,Y1823c152,growth1823c152,Y1911c600,Y1924c792,growth1924c792,Y2052c688,growth2052c688,Y2095c348,growth2095c348,Y2117c68,growth2117c68,Y2441c208,growth2441c208,Y2523c807,growth2523c807,Y2668c705,growth2668c705,Y2941c344,Y2954c246,growth2954c246,Y3117c440,growth3117c440,Y3197c152,growth3197c152,Y3216c792,growth3216c792,Y3479c826,growth3479c826,Y3523c705,growth3523c705,Y3695c807,growth3695c807,Y3742c68,growth3742c68,Y3918c68,growth3918c68,Y4019c620,growth4019c620,Y4084c586,growth4084c586,Y4085c208,growth4085c208,Y412c348,growth412c348,Y4231c268,Y4247c251,growth4247c251,Y4388c32,Y4569c440,growth4569c440,Y4837c440,Y4892c36,Y4966c233,Y4981c152,growth4981c152,Y526c124,growth526c124,Y540c268,Y545c222,growth545c222,Y550c642,Y620c233,Y652c428,growth652c428,Y699c703,growth699c703,Y719c440,growth719c440,Y983c586,growth983c586,_merge,x,r2,s,sf
201109,901490,620,4734,328588,09,0,0,0,0,0,0,0,1,0,0,0,166906,272033,-.2328853607177734,8902416,.0852479934692383,48328,.8470087051391602,48099,.0328845977783203,2398251,1134130,-.8483734130859375,228405,.8474092483520508,338212,111976,-.7193517684936523,156600,-.1679201126098633,7320,4327490,-.6308279037475586,132677,.1042490005493164,1787456,-.0830059051513672,600,-.9938688278198242,840920,-.2465333938598633,350956,.6838445663452148,340512,.0506610870361328,4919,30941,-2.015202522277832,357102,-.2068147659301758,1006116,-.3680238723754883,10728114,-.5941963195800781,2816974,.0689668655395508,54990,.2603330612182617,11050,-.8906993865966797,110804,-.1047782897949219,17107,-2.857522010803223,1133620,.4596462249755859,2502684,-.2801990509033203,563386,-.5491867065429688,154899,-.1788034439086914,134378,322741,.241663932800293,9132366,550704,1.200385093688965,18868,196988,15643,60364,-1.283634185791016,121188,-.4909191131591797,101720,12242,-.205108642578125,25020876,418815,31088,-.7513923645019531,359020,-.4131717681884766,3340967,-.5204582214355469,144257,-.4470653533935547,matched (3),97073.398,.83343625,129326.59,235387.48
201110,901490,621,4734,274705,10,0,0,0,0,0,0,0,0,1,0,0,228164,207628,-.2701749801635742,8060007,-.0994081497192383,45744,-.0549507141113281,44380,-.0804719924926758,2036648,1135611,.0013046264648438,177204,-.2538185119628906,245722,267737,.8717212677001953,124733,-.2275190353393555,10264,5171962,.1782646179199219,123930,-.0682001113891602,1727230,-.0342750549316406,554,-.0797648429870605,968630,.1413860321044922,258473,-.3058700561523438,238471,-.3562030792236328,6825,30496,-.0144863128662109,634795,.5752801895141602,1340672,.287074089050293,9368038,-.1355628967285156,3634581,.2548313140869141,11088,-1.601287841796875,13272,.1832265853881836,74564,-.3961057662963867,45789,.9845561981201172,621144,-.6016082763671875,966707,-.9512233734130859,901265,.4698343276977539,149354,-.0364532470703125,11288,787410,.8918991088867188,10859828,665879,.1899099349975586,21051,168479,6812,113961,.6354637145996094,81179,-.4006862640380859,32498,16536,.3006668090820313,17497546,657230,18314,-.5291557312011719,199861,-.5857553482055664,3492894,.0444707870483398,154784,.0704345703125,matched (3),352642.75,.83343625,81452.063,212876.34
201111,901490,622,4734,300318,11,0,0,0,0,0,0,0,0,0,1,0,194664,267381,.2529258728027344,8641312,.0696401596069336,91428,.6924915313720703,27776,-.4686164855957031,3295227,1201034,.0560121536254883,103147,-.5411472320556641,289566,313186,.1567916870117188,289062,.8404655456542969,50720,6184059,.1787223815917969,153772,.2157535552978516,2003428,.148341178894043,7343,2.584337711334229,642256,-.4108953475952148,501464,.6627407073974609,293811,.2086887359619141,10235,21961,-.3283271789550781,672513,.0577192306518555,1253451,-.0672702789306641,7920347,-.1678686141967773,3851478,.0579624176025391,50869,1.523390769958496,34417,.9528942108154297,86352,.1467742919921875,27471,-.5109128952026367,627164,.0096454620361328,1192794,.2101583480834961,773085,-.1534099578857422,195518,.2693328857421875,325860,711270,-.1016969680786133,21673220,137336,-1.578677177429199,12062,225506,4297,14485,-2.062743186950684,140372,.5476398468017578,35790,9185,-.5879678726196289,45936076,695707,79277,1.465282440185547,297744,.3986120223999023,5203549,.3986101150512695,70618,-.7847461700439453,matched (3),140157.91,.83343625,152890.11,249113
201112,901490,623,4734,258978,12,0,0,0,0,0,0,0,0,0,0,1,190199,268532,.0042963027954102,6740668,-.2483949661254883,51238,-.579071044921875,52294,.6327095031738281,2415634,1165841,-.0297403335571289,104461,.0126590728759766,475941,265706,-.1644067764282227,100507,-1.056413650512695,2325,4104734,-.4098339080810547,105343,-.3782491683959961,1394285,-.3624782562255859,1142,-1.860966205596924,709768,.0999507904052734,216271,-.8409996032714844,378399,.2530126571655273,10710,408220,2.922537803649902,326845,-.7215347290039063,1069829,-.1584024429321289,12818631,.4814634323120117,3600698,-.0673284530639648,39383,-.2559194564819336,12645,-1.001289367675781,73670,-.1588363647460938,23860,-.1409273147583008,540259,-.1491594314575195,1037176,-.139796257019043,590340,-.2696905136108398,151717,-.2536354064941406,26184,1208396,.5299968719482422,17958776,237872,.5493021011352539,10998,225646,12125,14384,-.0069971084594727,137666,-.0194664001464844,118024,22006,.8737430572509766,2073489,227878,7507,-2.357111930847168,340031,.1328020095825195,5353355,.0283823013305664,112040,.4615707397460938,matched (3),256625.98,.83343625,129922.51,235715.41
201201,901490,624,4734,222994,01,0,0,0,0,0,0,0,0,0,0,0,303939,243352,-.0984611511230469,5581762,-.188654899597168,39781,-.2530918121337891,26816,-.6678829193115234,1634237,1159643,-.0053300857543945,102741,-.0166025161743164,566333,265019,-.002589225769043,53610,-.6284914016723633,0,3004878,-.3119039535522461,72587,-.3724355697631836,1185789,-.1619729995727539,6192,1.690476894378662,395577,-.5845928192138672,129570,-.5123109817504883,140179,-.9930286407470703,2058,8582,-3.862138748168945,362265,.1028890609741211,425646,-.9216461181640625,10788224,-.1724433898925781,3068725,-.1598663330078125,35217,-.1118059158325195,11606,-.0857391357421875,68426,-.0738430023193359,5788,-1.416417121887207,675923,.2240304946899414,1729819,.5115146636962891,571524,-.0323925018310547,27204,-1.718652725219727,271,645250,-.6274118423461914,8868786,128829,-.6132469177246094,13775,96249,6401,77511,1.684303283691406,39565,-1.246885299682617,62568,6096,-1.283681869506836,284504,271341,5919,-.2376689910888672,233395,-.3763036727905273,3746602,-.3568735122680664,103674,-.0776042938232422,matched (3),350089.06,.83343625,91213.805,216799.11
201202,901490,625,4734,395384,02,1,0,0,0,0,0,0,0,0,0,0,217918,261400,.0715427398681641,6154526,.0976829528808594,67408,.527374267578125,60804,.8186559677124023,1903108,1046098,-.1030454635620117,104964,.0214061737060547,429886,200801,-.2774868011474609,231066,1.460968017578125,12071,3581388,.1755132675170898,109991,.4156131744384766,1310102,.099696159362793,7216,.1530427932739258,771369,.6678218841552734,74361,-.5552892684936523,188850,.2980327606201172,73122,317495,3.610795021057129,367881,.0153837203979492,614221,.3667469024658203,14895174,.3225822448730469,2730396,-.1168155670166016,7291,-1.574888229370117,20340,.5610666275024414,86515,.2345657348632813,86663,2.706240653991699,958560,.3493528366088867,327195,-1.665215492248535,580811,.0161190032958984,96826,1.269551277160645,28244,596548,-.0784778594970703,5967526,293155,.8222160339355469,3219,312356,25364,19684,-1.370613098144531,50062,.2353172302246094,127707,10622,.5552940368652344,8162288,353134,7765,.2714595794677734,502043,.7659530639648438,3004501,-.220738410949707,135785,.2698211669921875,matched (3),457500.69,.83343625,99624.031,220469.61
201203,901490,626,4734,484938,03,0,1,0,0,0,0,0,0,0,0,0,371753,567900,.7758932113647461,5659487,-.0838546752929688,51924,-.2609825134277344,101700,.5143718719482422,1908603,1003382,-.0416908264160156,327224,1.137027740478516,461144,337968,.5206365585327148,294556,.2427654266357422,10137,6199481,.5487155914306641,91783,-.1809720993041992,2042604,.4441204071044922,5264,-.3154096603393555,515657,-.4027252197265625,223405,1.100054740905762,277972,.3865671157836914,7932,84196,-1.327315330505371,467198,.2389936447143555,1760795,1.053166389465332,7381388,-.7020759582519531,1904487,-.3602333068847656,11980,.4965982437133789,33615,.5023832321166992,82778,-.0441560745239258,113173,.2668905258178711,1589369,.5056600570678711,1088617,1.202106475830078,771084,.2833719253540039,39062,-.9077653884887695,185717,603642,.0118217468261719,850270,176825,-.5055408477783203,13995,161668,42692,3636,-1.688921928405762,75155,.4062910079956055,134389,21449,.7027511596679688,5477507,701818,12196,.4514808654785156,279522,-.5856046676635742,3122686,.0385828018188477,152030,.1130056381225586,matched (3),305624.47,.83343625,122876.81,231906.47
201204,901490,627,4734,1017203,04,0,0,1,0,0,0,0,0,0,0,0,237429,552470,-.0275459289550781,8130264,.3622608184814453,77165,.3961648941040039,64640,-.4531936645507813,2234370,1016041,.012537956237793,146917,-.8007774353027344,644710,211301,-.4696674346923828,47853,-1.81733512878418,17947,6308216,.0173873901367188,82613,-.105259895324707,1546825,-.2780208587646484,3841,-.3151588439941406,1009223,.6714935302734375,77321,-1.061020851135254,236112,-.1632137298583984,8541,165854,.6779603958129883,428596,-.086237907409668,1030672,-.5355548858642578,11355520,.4307422637939453,3078304,.4801654815673828,178566,2.701719284057617,19086,-.5660171508789063,275097,1.200962066650391,13398,-2.133811950683594,1064404,-.4009218215942383,2552573,.8521938323974609,478399,-.4773521423339844,75800,.6629476547241211,356875,1429025,.8617658615112305,2548893,292176,.5021953582763672,27485,220762,66626,106656,3.378724098205566,90126,.1816558837890625,6767,12503,-.5397100448608398,42186048,425067,53407,1.476834297180176,406899,.375483512878418,3624541,.1490335464477539,138703,-.0917434692382813,matched (3),1005843.1,.83343625,122898.47,231917.94
201205,901490,628,4734,467846,05,0,0,0,1,0,0,0,0,0,0,0,280782,499109,-.1015748977661133,7242700,-.1155996322631836,105980,.3173046112060547,66631,.0303363800048828,1953593,1246800,.2046661376953125,15541,-2.246386528015137,805126,317742,.4079561233520508,216716,1.510453224182129,65051,6139607,-.0270929336547852,93563,.1244678497314453,1497374,-.0324916839599609,205,-2.930477619171143,598871,-.5218896865844727,229578,1.088276863098145,389732,.5011529922485352,28636,64930,-.9377975463867188,351265,-.1989736557006836,1215420,.1648788452148438,10054096,-.1217231750488281,3747197,.196629524230957,5044,-3.56675910949707,16949,-.1187467575073242,117740,-.8486452102661133,74265,1.712533950805664,752922,-.3462085723876953,2515457,-.0146474838256836,650576,.3074131011962891,66605,-.1293182373046875,263273,545822,-.9624547958374023,1605604,127496,-.8292713165283203,16744,237076,101647,127039,.1748857498168945,155211,.5435762405395508,112684,11243,-.1062221527099609,12335250,436310,11831,-1.507219314575195,226457,-.5860090255737305,2976765,-.1968908309936523,95228,-.3760604858398438,matched (3),489944.38,.83343625,96826.445,219219.66
201206,901490,629,4734,436128,06,0,0,0,0,1,0,0,0,0,0,0,304883,174479,-1.051019668579102,7258555,.0021867752075195,16062,-1.886794090270996,111619,.5159215927124023,1770112,970001,-.2510385513305664,125957,2.092459678649902,467892,111844,-1.044134140014648,113406,-.6476125717163086,24279,5847698,-.0487127304077148,73285,-.2442789077758789,933375,-.472661018371582,9281,3.81271505355835,447053,-.2923688888549805,188024,-.1996726989746094,179343,-.7761592864990234,4055,44981,-.3670692443847656,282865,-.2165718078613281,966849,-.2288026809692383,8906006,-.1212539672851563,1583740,-.8612184524536133,187405,3.615073204040527,10811,-.4496440887451172,224104,.6436309814453125,174945,.8568315505981445,735215,-.023798942565918,1455343,-.5472126007080078,568906,-.1341428756713867,45545,-.3800792694091797,50268,206190,-.9734945297241211,1849481,412537,1.174241065979004,11411,219044,60563,10358,-2.506734848022461,162191,.0439891815185547,98830,10250,-.09246826171875,20755158,303067,13618,.1406698226928711,222673,-.0168514251708984,2881162,-.0326433181762695,124618,.2689790725708008,matched (3),415856.69,.83343625,71835.688,209385.44
201207,901490,630,4734,141704,07,0,0,0,0,0,1,0,0,0,0,0,255065,295138,.5256385803222656,6625752,-.091217041015625,45439,1.039914131164551,25306,-1.484049797058106,2539475,1417488,.3793449401855469,83879,-.4065656661987305,274149,211593,.6375589370727539,59098,-.6517772674560547,6114,5888894,.0070209503173828,90939,.2158327102661133,442875,-.7455196380615234,4792,-.6610221862792969,580689,.2615385055541992,116548,-.478266716003418,115903,-.4365463256835938,19271,58607,.264613151550293,241155,-.1595296859741211,779129,-.2158651351928711,10643516,.1782245635986328,653367,-.8854055404663086,7129,-3.269101142883301,19127,.5705366134643555,148412,-.4121179580688477,60730,-1.058032989501953,881551,.1815195083618164,1155679,-.2305536270141602,468917,-.1932897567749023,204443,1.501588821411133,6785,192392,-.0692625045776367,3176326,294962,-.335479736328125,20788,195434,55671,11364,.0926904678344727,78571,-.7247714996337891,39610,8063,-.2399921417236328,17367892,295369,12702,-.0696334838867188,313145,.3409624099731445,4221758,.3820581436157227,62250,-.6940946578979492,matched (3),255201.67,.83343625,95917.461,218819.69
201208,901490,631,4734,615492,08,0,0,0,0,0,0,1,0,0,0,0,269973,337643,.1345453262329102,8377029,.2345294952392578,40940,-.1042633056640625,64244,.9316463470458984,2710759,1097623,-.2557401657104492,166614,.6863040924072266,437500,88355,-.8733015060424805,129407,.7837648391723633,10485,7205966,.2018404006958008,57031,-.4665937423706055,1226918,1.018973350524902,32904,1.926646232604981,638526,.0949468612670898,86301,-.3004617691040039,150277,.2597265243530273,22783,65199,.1065902709960938,337268,.3354377746582031,1092526,.3380708694458008,9832214,-.0792865753173828,2107334,1.171039581298828,12188,.536280632019043,20674,.0777759552001953,131782,-.1188430786132813,116451,.6510324478149414,804724,-.0911836624145508,2831312,.896052360534668,566320,.1887340545654297,128737,-.4625177383422852,420887,240014,.2211618423461914,11196741,705379,.8718891143798828,41777,268475,34274,215216,2.941191673278809,103043,.271143913269043,41123,27176,1.215048789978027,32052868,574343,1922,-1.888392925262451,760079,.8867559432983398,4486483,.0608177185058594,139615,.8077297210693359,matched (3),633137.56,.83343625,103885.91,222427.92
201209,901490,632,4734,602251,09,0,0,0,0,0,0,0,1,0,0,0,216123,260837,-.2580928802490234,7545087,-.1045970916748047,84636,.726252555847168,78658,.2024211883544922,1888964,839433,-.2681751251220703,142062,-.1594161987304688,277234,194722,.7902097702026367,161500,.2215423583984375,7467,4823436,-.4014225006103516,84196,.389552116394043,1191465,-.0293216705322266,5088,-1.866708755493164,640307,.0027856826782227,203466,.8576574325561523,325368,.7724761962890625,53447,37092,-.5640430450439453,546147,.4820108413696289,939087,-.1513395309448242,8200997,-.1814088821411133,942302,-.8048534393310547,1666,-1.990025997161865,7787,-.9764213562011719,187341,.3517818450927734,86943,-.2922182083129883,713996,-.1196212768554688,4144106,.3809471130371094,510094,-.1045646667480469,105863,-.1956253051757813,0,491078,.7159061431884766,2070928,414428,-.5318365097045898,45350,117841,16791,165823,-.2607212066650391,76664,-.2957143783569336,16719,6143,-1.487021446228027,37164356,376871,11085,1.75222635269165,613152,-.2148094177246094,3496256,-.2493762969970703,80380,-.5521230697631836,matched (3),875864.13,.83343625,76844.406,211156.25
201210,901490,633,4734,260142,10,0,0,0,0,0,0,0,0,1,0,0,179586,237812,-.0924158096313477,7018207,-.0723886489868164,67636,-.2242193222045898,21238,-1.309316635131836,1612156,963423,.1377658843994141,130492,-.0849514007568359,283965,225760,.1478996276855469,80942,-.6907720565795898,12309,6118752,.2378711700439453,101361,.1855411529541016,805244,-.3917932510375977,907,-1.724497795104981,311843,-.7194480895996094,269826,.2822780609130859,495947,.4215126037597656,44205,35912,-.0323295593261719,627109,.1382322311401367,2027566,.7696828842163086,10963339,.2903013229370117,1963070,.7339391708374023,39806,3.17359209060669,15120,.6635627746582031,60178,-1.135623931884766,43954,-.6821088790893555,494674,-.366978645324707,2235986,-.6170053482055664,998505,.6716642379760742,4398,-3.180995941162109,55774,1048559,.7585687637329102,1545711,1876509,1.510269165039063,14794,158117,12364,172219,.037846565246582,111918,.3783340454101563,12416,5788,-.0595264434814453,29899232,619781,16792,.4153099060058594,555569,-.0986204147338867,4132467,.1671819686889648,148128,.6113119125366211,matched (3),499343.75,.83343625,108332.25,224539.03
201211,901490,634,4734,772061,11,0,0,0,0,0,0,0,0,0,1,0,285372,349628,.3853893280029297,6776070,-.0351104736328125,140193,.7288799285888672,42602,.6961088180541992,1623914,1640265,.5321207046508789,137268,.050623893737793,722061,349710,.4376316070556641,179075,.794072151184082,375,5620906,-.084864616394043,86673,-.1565456390380859,2094107,.9557371139526367,27357,3.406584739685059,440667,.345789909362793,398032,.3887557983398438,352255,-.3421134948730469,63519,30467,-.1644277572631836,681373,.0829887390136719,1624140,-.2218570709228516,11104297,.0127754211425781,1972755,.0049219131469727,14605,-1.002654075622559,35056,.8409280776977539,194314,1.172168731689453,63529,.3683528900146484,1761586,1.270071029663086,2113461,-.0563554763793945,852921,-.1575918197631836,57572,2.57188606262207,126386,910583,-.141087532043457,2895314,997547,-.6318693161010742,53502,243781,62190,28084,-1.813567161560059,198864,.574854850769043,21628,22353,1.351174354553223,40516504,685798,6805,-.9032449722290039,441408,-.2300233840942383,2212797,-.6246175765991211,134837,-.0940103530883789,matched (3),907678.25,.83343625,115366.05,228015.84
201212,901490,635,4734,417094,12,0,0,0,0,0,0,0,0,0,0,1,131307,259558,-.2978887557983398,3641428,-.6210212707519531,129248,-.0812873840332031,35426,-.1844549179077148,755935,931101,-.5662450790405273,140908,.0261716842651367,333628,374924,.0696191787719727,127381,-.3406219482421875,34426,2473560,-.8208351135253906,80293,-.0764598846435547,1080615,-.6615972518920898,5700,-1.568506240844727,360711,-.2002124786376953,225156,-.5697393417358398,210485,-.5149412155151367,114493,18630,-.4918708801269531,284721,-.8725996017456055,1533038,-.0577278137207031,4976555,-.8025951385498047,1958970,-.0070123672485352,5431,-.9892406463623047,40515,.1447257995605469,310023,.4671707153320313,50144,-.236598014831543,970290,-.5963754653930664,1381553,-.4251184463500977,607900,-.3386573791503906,3496,-2.801416397094727,228455,530425,-.5404062271118164,2685384,294155,-1.221192359924316,21953,160845,8589,20706,-.3047761917114258,155257,-.2475395202636719,12063,11670,-.6499395370483398,26806846,587977,6234,-.0876388549804688,732431,.5064001083374023,1190787,-.6196432113647461,126602,-.063018798828125,matched (3),575103.69,.83343625,76852.172,211159.08
201301,901490,636,4734,530891,01,0,0,0,0,0,0,0,0,0,0,0,271209,275917,.0611190795898438,7666221,.7444477081298828,64388,-.6968059539794922,14606,-.8860139846801758,1557258,1207914,.2602815628051758,147849,.0480842590332031,520154,312092,-.1834249496459961,553603,1.469264984130859,31772,2372827,-.0415754318237305,116327,.370722770690918,1831438,.5275716781616211,1775,-1.166665077209473,703121,.6674518585205078,190112,-.1691799163818359,319411,.4170646667480469,57467,263941,2.650952339172363,339147,.1749238967895508,571948,-.9859580993652344,11211454,.8121986389160156,2975677,.4180526733398438,10888,.6955385208129883,24598,-.4990072250366211,170115,-.6001720428466797,378559,2.02147388458252,807008,-.1842613220214844,2886788,.7369365692138672,757855,.2204818725585938,15149,1.466314315795898,240711,804269,.416254997253418,2773148,282637,-.039942741394043,22725,241313,10365,78867,1.337339401245117,72374,-.7632341384887695,77657,13792,.1670675277709961,728723,631884,6769,.0823345184326172,421796,-.5518474578857422,2613360,.7860221862792969,158454,.2244167327880859,matched (3),800445.88,.83343625,143080.77,243215.97
201302,901490,637,4734,298152,02,1,0,0,0,0,0,0,0,0,0,0,175311,630825,.8269290924072266,5585393,-.3166685104370117,65666,.0196542739868164,36898,.9267253875732422,915817,1065566,-.1253881454467773,148751,.0060825347900391,516058,308575,-.0113334655761719,125196,-1.486567497253418,27424,3866090,.4881610870361328,126447,.0834178924560547,1575859,-.1503009796142578,597,-1.089638710021973,677822,-.0366449356079102,207778,.0888566970825195,126265,-.928095817565918,27674,89720,-1.079030990600586,467439,.3208351135253906,1031471,.5896930694580078,8317285,-.2986001968383789,2445065,-.1963996887207031,9395,-.1474838256835938,14195,-.5497751235961914,140517,-.1911458969116211,12829,-3.384664535522461,946218,.1591396331787109,2110492,-.3132238388061523,751791,-.0080337524414063,38734,.9387836456298828,38671,499106,-.4771146774291992,709591,80251,-1.259004592895508,8192,161383,5798,42638,-.6150169372558594,197969,1.00626277923584,26584,12080,-.132537841796875,83414,553023,1480,-1.520310878753662,363140,-.1497335433959961,1309802,-.690760612487793,79552,-.6890535354614258,matched (3),440821.59,.83343625,84265.156,213968.48
201303,901490,638,4734,317485,03,0,1,0,0,0,0,0,0,0,0,0,276806,487383,-.2579784393310547,8291120,.3950300216674805,22335,-1.078426361083984,44213,.1808614730834961,2572991,1119572,.0494403839111328,292305,.6755237579345703,549902,383922,.2184743881225586,178943,.3571872711181641,26375,5523270,.3567266464233398,130891,.034541130065918,2065394,.2705202102661133,6911,2.448952674865723,690502,.0185346603393555,175702,-.1676807403564453,254177,.6996479034423828,28181,103535,.1432151794433594,261877,-.5793943405151367,1058508,.025874137878418,10994918,.2790975570678711,2740252,.113978385925293,28109,1.095911979675293,16103,.1261157989501953,203038,.3680648803710938,10059,-.2432403564453125,2071136,.7833795547485352,3825885,.5948686599731445,532056,-.3457098007202148,68080,.5639657974243164,253478,817406,.4933176040649414,1163968,280050,1.249809265136719,31571,209660,43079,130468,1.118381500244141,67099,-1.081941604614258,40756,22032,.6009445190429688,20856622,606987,9878,1.898268222808838,291043,-.2213172912597656,1817768,.3277339935302734,137952,.5504951477050781,matched (3),330116.56,.83343625,114531.69,227594.83
201304,901490,639,4734,268311,04,0,0,1,0,0,0,0,0,0,0,0,188447,336880,-.36932373046875,7737595,-.0690937042236328,57588,.9471588134765625,42470,-.0402212142944336,2309465,836306,-.2917070388793945,141765,-.7236270904541016,851875,178946,-.7633552551269531,31723,-1.730025291442871,16868,6545827,.1698570251464844,99099,-.2782449722290039,2001853,-.0312480926513672,34000,1.593245506286621,255125,-.9956655502319336,299470,.5332250595092773,173604,-.3812541961669922,78044,130897,.234501838684082,337630,.2540760040283203,1874859,.5716733932495117,7558144,-.3748073577880859,2888495,.0526857376098633,16051,-.5603189468383789,19755,.2044010162353516,170454,-.1749277114868164,102759,2.323919296264648,993754,-.7343626022338867,2076951,-.6108884811401367,574807,.0772857666015625,23248,-1.074464797973633,55174,613806,-.2864570617675781,2110248,268386,-.0425424575805664,9403,234406,98111,24390,-1.67695426940918,161681,.8794565200805664,51266,37227,.5245389938354492,2039159,493864,14011,.3495321273803711,483218,.5069971084594727,1076704,-.5237054824829102,147135,.0644445419311523,matched (3),163776.09,.83343625,102244.88,221666.22
201305,901490,640,4734,338953,05,0,0,0,1,0,0,0,0,0,0,0,294166,394141,.156982421875,9580529,.2136411666870117,104711,.5978899002075195,96320,.818878173828125,1527809,1066652,.2432851791381836,95270,-.397456169128418,968724,480610,.9879722595214844,103820,1.185616493225098,28224,7897491,.1877174377441406,85241,-.1506366729736328,2243994,.1141843795776367,55421,.4885988235473633,456837,.5825729370117188,222770,-.2958745956420898,192691,.1043109893798828,39593,104871,-.2216806411743164,399403,.1680202484130859,1381768,-.3051700592041016,9729047,.2524890899658203,3317430,.1384544372558594,17962,.11248779296875,43781,.7957935333251953,172965,.0146236419677734,106311,.0339822769165039,1180479,.1721858978271484,2602326,.2255048751831055,394679,-.3759613037109375,52151,.8079242706298828,23993,582866,-.0517215728759766,1838196,131050,-.7168474197387695,21875,130973,125159,141142,1.755593299865723,165171,.0213556289672852,23984,22782,-.4910640716552734,17182960,699522,39630,1.039743423461914,403384,-.1805791854858398,1487693,.3233222961425781,110250,-.288599967956543,matched (3),359800.81,.83343625,86250.898,214758.27
201306,901490,641,4734,873529,06,0,0,0,0,1,0,0,0,0,0,0,207674,277298,-.3516159057617188,8544601,-.1144332885742188,91126,-.1389608383178711,117210,.1962909698486328,1694525,1069720,.0028724670410156,132087,.3267459869384766,507824,249484,-.6556615829467773,227769,.7856731414794922,21179,7943086,.0057573318481445,86867,.018895149230957,1588254,-.3456220626831055,59840,.0767154693603516,871793,.6462259292602539,254178,.1318950653076172,185197,-.039668083190918,56373,123503,.1635351181030273,350053,-.1318864822387695,1556203,.1188850402832031,12727872,.2686786651611328,2705347,-.2039604187011719,19241,.0687847137451172,63524,.3722171783447266,170373,-.0150985717773438,112675,.0581388473510742,1278903,.0800819396972656,3187961,.2029752731323242,590577,.4030275344848633,48783,-.0667610168457031,235790,934467,.4720182418823242,5856628,154964,.1676139831542969,41045,201179,28132,12733,-2.405570030212402,237890,.3648271560668945,25477,20625,-.0994663238525391,38806568,470597,41767,.052520751953125,349733,-.1427192687988281,2464867,.5049114227294922,118183,.069483757019043,matched (3),457089.56,.83343625,101651.23,221393.03
201307,901490,642,4734,390714,07,0,0,0,0,0,1,0,0,0,0,0,293689,190496,-.3754615783691406,6430274,-.2842817306518555,66197,-.3196077346801758,100166,-.1571378707885742,1739631,1081613,.0110559463500977,81902,-.4779367446899414,445630,140230,-.57611083984375,107773,-.7483043670654297,6241,5536664,-.3609094619750977,52517,-.5032405853271484,1367747,-.149470329284668,34389,-.5539379119873047,441267,-.6809024810791016,128088,-.6853170394897461,192590,.0391435623168945,48272,61934,-.6901960372924805,301385,-.1496953964233398,1215911,-.2467546463012695,8242616,-.4344758987426758,1130151,-.8728790283203125,19947,.0360355377197266,18506,-1.233322143554688,192052,.1197757720947266,43428,-.9534034729003906,987608,-.2584714889526367,1904774,-.5150175094604492,368006,-.4730014801025391,25342,-.6549186706542969,103150,404447,-.8374547958374023,1935162,544787,1.2572021484375,17564,194484,42248,9920,-.2496433258056641,127273,-.6254739761352539,23719,15670,-.2747564315795898,9459835,896163,129507,1.131628036499023,241555,-.3700723648071289,2797024,.1264181137084961,111039,-.0623531341552734,matched (3),281213.19,.83343625,80672.039,212579.11
201308,901490,643,4734,914801,08,0,0,0,0,0,0,1,0,0,0,0,161348,309913,.4866600036621094,9461794,.3862447738647461,91693,.325810432434082,174374,.5543727874755859,2266710,1290339,.1764516830444336,226705,1.018125534057617,931103,303825,.7731685638427734,176466,.4931001663208008,9583,7769873,.3388614654541016,87490,.5103874206542969,1652523,.1891384124755859,72148,.7409830093383789,619541,.3393287658691406,87408,-.3821315765380859,163886,-.1613922119140625,48721,65113,.0500545501708984,438664,.3753452301025391,1438427,.1680564880371094,11037145,.2919492721557617,1177528,.0410661697387695,53034,.9778547286987305,18762,.0137386322021484,231398,.1863727569580078,121838,1.031587600708008,765413,-.2548704147338867,4054547,.7554750442504883,525545,.3563365936279297,60786,.8748960494995117,47844,412330,.0193033218383789,2421982,221720,-.8989791870117188,20942,285108,35112,301029,3.412652969360352,138474,.0843486785888672,54683,20883,.2871875762939453,19782372,363190,63129,-.7185544967651367,461381,.6471271514892578,2705424,-.0332975387573242,103828,-.0671453475952148,matched (3),892831.75,.83343625,100972.91,221082.39
