period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1093c826,growth1093c826,Y1194c620,growth1194c620,Y1288c300,growth1288c300,Y1442c348,growth1442c348,Y1514c620,growth1514c620,Y1527c826,growth1527c826,Y1694c616,growth1694c616,Y1714c705,growth1714c705,Y1733c616,growth1733c616,Y1733c705,growth1733c705,Y1737c616,growth1737c616,Y1755c251,growth1755c251,Y1769c203,Y1814c616,growth1814c616,Y1815c826,growth1815c826,Y1966c616,growth1966c616,Y1973c620,growth1973c620,Y2085c807,growth2085c807,Y2486c616,growth2486c616,Y2585c826,growth2585c826,Y2603c792,growth2603c792,Y2677c348,growth2677c348,Y2693c233,Y2696c300,growth2696c300,Y3042c152,growth3042c152,Y3251c620,growth3251c620,Y3303c757,growth3303c757,Y3435c352,growth3435c352,Y3439c642,Y3441c348,growth3441c348,Y3502c251,growth3502c251,Y3520c616,growth3520c616,Y3537c372,growth3537c372,Y3709c826,growth3709c826,Y3752c616,growth3752c616,Y3768c616,growth3768c616,Y3876c203,Y4180c233,Y4256c348,growth4256c348,Y4258c620,growth4258c620,Y4260c348,growth4260c348,Y4410c620,growth4410c620,Y442c616,Y4467c300,growth4467c300,Y4614c705,growth4614c705,Y4937c620,growth4937c620,Y4980c246,growth4980c246,Y5003c428,growth5003c428,Y648c620,growth648c620,Y651c616,growth651c616,_merge,x,r2,s,sf
201306,722220,641,3345,287549,06,0,0,0,0,1,0,0,0,0,0,0,733786,-.9147672653198242,289057,-.6454048156738281,1087134,-.1814193725585938,443681,-.3673076629638672,164036,.3655996322631836,4563420,.1161003112792969,15020114,.0524616241455078,2282865,.0270662307739258,4342524,.133296012878418,503941,-.3664684295654297,1857037,.1259860992431641,11614418,.0318279266357422,1301146,1725452,.3040790557861328,8183827,.2829179763793945,2106216,.1313905715942383,2795881,-.1484079360961914,467198,-.1152420043945313,450580,-.2576742172241211,44025968,.0535125732421875,64381,.7060441970825195,176128,.4607353210449219,19441,273134,.1396512985229492,218151,.1807804107666016,1877746,.6264276504516602,1991069,.0165567398071289,122820,-1.009543418884277,244576,1087502,-.082148551940918,150821760,.0609130859375,11975626,.0017662048339844,208703,-.422760009765625,664137,.0690174102783203,10561956,.0347442626953125,616562,.1536054611206055,6084165,271601,1068186,.0417375564575195,11031226,.0137252807617188,8171054,.0198278427124023,7059692,-.1727361679077148,227597,25494,-2.70592212677002,16199789,-.0915298461914063,601843,-.2016506195068359,173485,-.1574840545654297,171651,-.1525487899780273,974887,-.0970592498779297,1256184,-.0615215301513672,matched (3),300939.88,.81358963,40049.273,99720.938
201307,722220,642,3345,594484,07,0,0,0,0,0,1,0,0,0,0,0,1739340,.8630437850952148,486023,.5196323394775391,1383316,.2409381866455078,876717,.6810789108276367,130678,-.2273492813110352,4652199,.0192680358886719,17290460,.1407642364501953,2568036,.1177101135253906,4646204,.0675954818725586,1038709,.7232742309570313,2799986,.4106321334838867,12478359,.0717487335205078,1581629,1486284,-.1492109298706055,6575814,-.2187614440917969,1826276,-.1426143646240234,3367490,.1860208511352539,608547,.2643213272094727,749280,.5085773468017578,45685896,.0370101928710938,39901,-.4784173965454102,297911,.5255842208862305,10268,454322,.5088443756103516,54818,-1.381169319152832,245920,-2.032820701599121,2374663,.1761846542358398,306456,.9143543243408203,350570,837248,-.2615184783935547,157900944,.045867919921875,9334018,-.2492084503173828,340623,.489863395690918,203861,-1.181049346923828,6424456,-.4971466064453125,1057087,.5391139984130859,8057843,442876,1651358,.4356355667114258,12958700,.1610374450683594,8628652,.0544910430908203,9064865,.250004768371582,133261,184125,1.977171897888184,15877655,-.0200862884521484,570263,-.053898811340332,251228,.370269775390625,110778,-.4379358291625977,1112510,.1320524215698242,1750863,.3320302963256836,matched (3),453526.41,.81358963,63599.762,111289.04
201308,722220,643,3345,381483,08,0,0,0,0,0,0,1,0,0,0,0,1091892,-.4655942916870117,360645,-.2983617782592773,79602,-2.855198860168457,136355,-1.860922813415527,97779,-.2900266647338867,4348198,-.0675792694091797,17480240,.0109176635742188,2037099,-.2316141128540039,4342819,-.0675277709960938,751493,-.3236713409423828,2497538,-.1143093109130859,6981920,-.5806713104248047,1540821,491555,-1.106459617614746,5719143,-.1395788192749023,1877387,.0276021957397461,1305969,-.9472227096557617,468257,-.2620573043823242,471333,-.4635477066040039,40351448,-.1241626739501953,1919,-3.034596920013428,65041,-1.521777153015137,6761,338174,-.2952461242675781,97485,.5756797790527344,231490,-.0604696273803711,964727,-.9007663726806641,574636,.628662109375,268303,865455,.0331354141235352,111704600,-.3461093902587891,7482702,-.2210702896118164,224291,-.4178314208984375,312841,.4282560348510742,7503359,.155238151550293,727546,-.3735952377319336,6672648,143695,861970,-.6501321792602539,9328087,-.3287372589111328,8139484,-.0583620071411133,5782669,-.4495410919189453,80830,25848,-1.963381767272949,11983038,-.2814197540283203,492334,-.1469402313232422,86621,-1.064818382263184,120925,.0876426696777344,902960,-.2086963653564453,1607488,-.0854358673095703,matched (3),372266.75,.81358963,43924.25,101339.34
201309,722220,644,3345,351141,09,0,0,0,0,0,0,0,1,0,0,0,437355,-.914921760559082,259644,-.328582763671875,1243313,2.748495101928711,242429,.5754470825195313,94796,-.0309829711914063,4010688,-.0807981491088867,16157968,-.0786590576171875,2462676,.1897211074829102,4297135,-.0105743408203125,884912,.1634254455566406,2141887,-.1536178588867188,9902120,.3494243621826172,1428420,1375191,1.028773307800293,5671110,-.0084342956542969,1662533,-.1215391159057617,2938499,.8109540939331055,526761,.1177301406860352,663262,.3416051864624023,48464748,.1832103729248047,7021,1.297101497650147,148396,.8248662948608398,5499,341669,.0102825164794922,291849,1.096538543701172,1319395,1.740391731262207,2132456,.7931852340698242,184998,-1.133391380310059,226929,614985,-.3416576385498047,159480368,.3560638427734375,15286170,.7143545150756836,264935,.1665401458740234,295819,-.0559473037719727,7710953,.0272912979125977,1073326,.3888397216796875,7347990,304214,863112,.0013236999511719,10691114,.136383056640625,8577433,.0524082183837891,8103292,.3374052047729492,183909,137164,1.668944358825684,18592874,.4392852783203125,375998,-.2695732116699219,85307,-.0152864456176758,134685,.1077680587768555,1097036,.1946897506713867,1549262,-.0368938446044922,matched (3),456122.16,.81358963,57283.914,107804.3
201310,722220,645,3345,434010,10,0,0,0,0,0,0,0,0,1,0,0,1433551,1.187164306640625,443231,.5347795486450195,2300071,.6151609420776367,496575,.7170257568359375,97758,.0307683944702148,3645730,-.0954065322875977,18903688,.1569442749023438,2723216,.1005649566650391,6466869,.4087429046630859,773399,-.1346921920776367,2675111,.2223033905029297,10099737,.0197601318359375,1469324,1371146,-.0029449462890625,6433224,.1260910034179688,2323721,.3348274230957031,4259030,.3711423873901367,599961,.1301174163818359,742568,.1129446029663086,55065016,.1276779174804688,7118,.0137214660644531,209465,.3446722030639648,79697,363989,.0632810592651367,156302,-.6244468688964844,1539782,.1544675827026367,2390845,.1143722534179688,656518,1.266605377197266,387755,834326,.3050260543823242,175306160,.0946121215820313,16082600,.0507888793945313,318850,.1852359771728516,413588,.3351230621337891,10316685,.2911205291748047,753721,-.3534946441650391,7385438,361248,936818,.081944465637207,12826746,.1821193695068359,9710834,.1241073608398438,7321728,-.1014232635498047,313280,24245,-1.732967376708984,19604828,.0529975891113281,789035,.7412261962890625,254635,1.093574523925781,156840,.152287483215332,1131390,.0308341979980469,1673599,.0771980285644531,matched (3),382556.75,.81358963,55298.813,106762.73
201311,722220,646,3345,358606,11,0,0,0,0,0,0,0,0,0,1,0,644378,-.7996244430541992,324561,-.3116178512573242,350665,-1.880864143371582,397193,-.2233123779296875,168725,.5457744598388672,4551944,.2219982147216797,17463464,-.0792465209960938,2211191,-.2082815170288086,4468143,-.3697185516357422,636930,-.1941356658935547,3965821,.3937215805053711,8912862,-.1250133514404297,1129355,1085093,-.2339820861816406,4263261,-.4114418029785156,1707306,-.3082523345947266,3284953,-.2596893310546875,622013,.0360965728759766,546014,-.3074703216552734,52934668,-.0394573211669922,30688,1.461244583129883,204602,-.0234899520874023,56281,365829,.0050420761108398,196363,.228175163269043,1326125,-.1493797302246094,1933264,-.212437629699707,535347,-.204035758972168,281663,734395,-.1275768280029297,145205024,-.1883869171142578,11925434,-.2990646362304688,409907,.2512102127075195,353310,-.1575250625610352,7488299,-.3204202651977539,652087,-.1448440551757813,7283743,256174,897828,-.0425100326538086,11429718,-.1153144836425781,8144079,-.1759510040283203,6629516,-.0993146896362305,206005,11996,-.7036371231079102,19159092,-.0229988098144531,356092,-.7956209182739258,100108,-.9335813522338867,118167,-.2831268310546875,1072247,-.0536899566650391,1524442,-.093348503112793,matched (3),411111.84,.81358963,55682.809,106962.13
201312,722220,647,3345,28166,12,0,0,0,0,0,0,0,0,0,0,1,540264,-.1762275695800781,145945,-.7992429733276367,121863,-1.056934356689453,482523,.194605827331543,151091,-.1103878021240234,3036973,-.404693603515625,9342454,-.6255416870117188,1104433,-.6941995620727539,3847592,-.1495256423950195,702927,.0985927581787109,1918301,-.7262725830078125,9258694,.0380668640136719,945897,733660,-.3913745880126953,4064133,-.0478334426879883,910089,-.6291303634643555,2257261,-.3752002716064453,500786,-.2167825698852539,401810,-.3066654205322266,38388880,-.3212909698486328,16777,-.6038627624511719,176125,-.1498727798461914,25682,275800,-.2824897766113281,35667,-1.70573902130127,265735,-1.607517242431641,1284519,-.4088249206542969,392478,-.3104343414306641,196040,288339,-.934910774230957,134921088,-.073455810546875,7974340,-.4024438858032227,210298,-.6674051284790039,238131,-.3945245742797852,5109278,-.3822841644287109,568112,-.1378602981567383,5167140,162286,663684,-.3021726608276367,9420573,-.1933212280273438,6213402,-.2705821990966797,6604035,-.0038509368896484,79211,135416,2.423778533935547,13793684,-.3285655975341797,454644,.2443256378173828,102385,.0224905014038086,82524,-.3590097427368164,883124,-.1940460205078125,1740336,.1324501037597656,matched (3),115382.88,.81358963,45919.805,102220.1
201401,722220,648,3345,777285,01,0,0,0,0,0,0,0,0,0,0,0,849246,.4522914886474609,192865,.2787599563598633,3088600,3.232576370239258,667173,.3240213394165039,150031,-.0070400238037109,3996088,.2744550704956055,10446852,.1117324829101563,1656586,.4054269790649414,5938474,.4340047836303711,682548,-.0294198989868164,2134401,.106745719909668,10740104,.1484222412109375,1530214,1004072,.3137731552124023,4674290,.1398763656616211,1544241,.5287456512451172,2841941,.2303352355957031,497948,-.0056829452514648,498545,.2157144546508789,51010676,.2842674255371094,3842,-1.474016189575195,146362,-.1851110458374023,87618,105098,-.96478271484375,152277,1.451475143432617,496119,.6243171691894531,1856883,.3685150146484375,135183,-1.065851211547852,271740,365954,.2383708953857422,156387584,.1476459503173828,8880648,.1076450347900391,253534,.1869726181030273,635141,.9810256958007813,8185699,.4713306427001953,689110,.1930828094482422,7935937,451917,955667,.3646030426025391,12117040,.2517166137695313,8501216,.3135004043579102,6516148,-.0133981704711914,489233,7556,-2.886009216308594,18259460,.2804718017578125,600134,.2776374816894531,175143,.5368633270263672,217172,.9675998687744141,735362,-.1831026077270508,2043775,.1607198715209961,matched (3),722828.5,.81358963,62446.93,110634.27
201402,722220,649,3345,474616,02,1,0,0,0,0,0,0,0,0,0,0,1882330,.7959165573120117,421653,.7821922302246094,243586,-2.540003776550293,858968,.2526817321777344,148437,-.01068115234375,3519092,-.1271133422851563,10047884,-.0389385223388672,2051809,.2139625549316406,6255644,.0520315170288086,697750,.0220279693603516,1807789,-.166081428527832,12677845,.1658706665039063,1327228,821124,-.2011451721191406,4618345,-.0120410919189453,1201585,-.2508907318115234,2794012,-.0170087814331055,469148,-.0595769882202148,440946,-.1227712631225586,48197872,-.0567207336425781,39815,2.338251113891602,202898,.3266210556030273,64413,107344,.0211448669433594,29010,-1.658060073852539,863241,.5538778305053711,2009435,.078953742980957,396625,1.076361656188965,295621,318271,-.1396045684814453,161038224,.0293045043945313,11260352,.2374143600463867,65218,-1.357762336730957,932913,.384465217590332,9075171,.103154182434082,625743,-.096461296081543,7548384,348111,949871,-.0060834884643555,12797534,.0546398162841797,7937922,-.0685577392578125,5233946,-.2191171646118164,481543,35589,1.549694061279297,17742598,-.0287151336669922,429688,-.3340930938720703,372349,.7542285919189453,156599,-.327000617980957,609055,-.1884546279907227,1832936,-.1088790893554688,matched (3),526942.94,.81358963,50326.699,104274.15
201403,722220,650,3345,271450,03,0,1,0,0,0,0,0,0,0,0,0,1512292,-.2188844680786133,442930,.049229621887207,144026,-.5254755020141602,373478,-.8328723907470703,138876,-.0665788650512695,4182726,.172760009765625,14409375,.3605155944824219,2085694,.0163803100585938,7772635,.2171249389648438,475746,-.3829765319824219,2231188,.2104301452636719,11102171,-.1327152252197266,1897033,1233181,.4066781997680664,5550761,.18389892578125,2015608,.5172796249389648,3024238,.0791807174682617,508962,.0814552307128906,369204,-.1775732040405273,56429664,.1576805114746094,9818,-1.400026321411133,131043,-.4371786117553711,8350,176035,.4946441650390625,19823,-.38079833984375,735369,-.1603212356567383,1963503,-.0231227874755859,301328,-.2747917175292969,254416,708575,.8003530502319336,167849520,.0414257049560547,12448536,.1003150939941406,47287,-.3215007781982422,493561,-.6366653442382813,8509869,-.0643157958984375,839825,.2942543029785156,6543288,271137,956801,.0072698593139648,11504014,-.1065559387207031,9449390,.1742982864379883,5550017,.0586347579956055,358845,14298,-.9119167327880859,20300640,.1346836090087891,404059,-.0614986419677734,215860,-.5452022552490234,202551,.2573032379150391,928700,.4218769073486328,1728556,-.0586328506469727,matched (3),282056.69,.81358963,44506.531,101593.07
201404,722220,651,3345,395769,04,0,0,1,0,0,0,0,0,0,0,0,1613346,.0646839141845703,548789,.2143020629882813,1242414,2.154817581176758,601466,.4765110015869141,213961,.4322118759155273,4501473,.0734415054321289,15505503,.0733165740966797,2349896,.1192693710327148,6163117,-.2320261001586914,899626,.6370944976806641,3453704,.4369125366210938,12756006,.1388626098632813,2014772,1287234,.0428991317749023,5617671,.0119819641113281,1981349,-.0171432495117188,2725845,-.1038808822631836,458117,-.1052494049072266,591898,.4719858169555664,52639092,-.0695362091064453,8525,-.1412143707275391,258764,.6803913116455078,20659,175396,-.003636360168457,202753,2.325145721435547,1410198,.6511125564575195,2723289,.3271102905273438,475995,.4572086334228516,406700,711321,.0038681030273438,170443360,.0153350830078125,12640796,.0153255462646484,70741,.4027900695800781,442803,-.1085214614868164,8978427,.0535984039306641,852339,.0147905349731445,6710248,251059,1039217,.0826272964477539,12243485,.0622978210449219,8477291,-.1085586547851563,8681382,.4473800659179688,446336,46825,1.186297416687012,17361694,-.1563854217529297,797647,.6801052093505859,322243,.4006767272949219,133834,-.4143915176391602,935727,.007537841796875,1613195,-.0690698623657227,matched (3),455262.75,.81358963,62354.309,110582.01
201405,722220,652,3345,426332,05,0,0,0,1,0,0,0,0,0,0,0,1239354,-.2637195587158203,537789,-.0202474594116211,1311372,.0540170669555664,405846,-.3933963775634766,221874,.03631591796875,5398567,.1817293167114258,16489566,.0615329742431641,2486143,.056361198425293,5797420,-.0611696243286133,493166,-.6011323928833008,3478860,.0072574615478516,12175444,-.0465812683105469,1421990,1312241,.0192403793334961,5888042,.0470066070556641,1748886,-.1247987747192383,3552362,.2648344039916992,486135,.0593624114990234,694563,.1599483489990234,53020696,.0072231292724609,7960,-.0685739517211914,125905,-.7203884124755859,38859,219360,.223668098449707,437142,.7682695388793945,2170817,.4313735961914063,2084145,-.267481803894043,371740,-.2472133636474609,258764,721222,.0138225555419922,159641008,-.0654754638671875,12650989,.0008068084716797,41576,-.5315017700195313,633840,.3586711883544922,10999838,.2030544281005859,1022082,.1816129684448242,7365763,416357,1081509,.0398893356323242,13079843,.0660781860351563,7841883,-.0779123306274414,6343285,-.3137836456298828,353160,209787,1.499675750732422,22246652,.2479248046875,732923,-.084625244140625,212277,-.417414665222168,242960,.5962963104248047,825096,-.125823974609375,1955140,.1922454833984375,matched (3),407004.41,.81358963,60710.883,109663.73
201406,722220,653,3345,744865,06,0,0,0,0,1,0,0,0,0,0,0,1295939,.0446453094482422,527170,-.0199432373046875,1027086,-.2443475723266602,395249,-.0264577865600586,252089,.1276721954345703,5553051,.0282135009765625,16901852,.0246944427490234,2246921,-.1011714935302734,7036589,.1937103271484375,761962,.4350500106811523,2454896,-.3486194610595703,12903602,.0580844879150391,2011379,1399820,.0646076202392578,7263569,.2099475860595703,1551885,-.1195087432861328,3560982,.0024232864379883,500530,.0291805267333984,370322,-.6289100646972656,58234568,.0937976837158203,8640,.0819730758666992,163727,.2626724243164063,82604,367771,.5167465209960938,130894,-1.205870628356934,776455,-1.028120040893555,2504990,.1839256286621094,403027,.0808095932006836,347583,627186,-.1397037506103516,169222880,.0582904815673828,13751140,.0833854675292969,103263,.9097557067871094,433872,-.3790464401245117,10797586,-.0185565948486328,842282,-.1934823989868164,7291066,231101,1259769,.1525716781616211,12213459,-.0685348510742188,8348760,.0626344680786133,7060445,.1071109771728516,557461,14932,-2.642586708068848,21066448,-.0545101165771484,798752,.0860099792480469,264646,.2205018997192383,139946,-.5516395568847656,844357,.023076057434082,1578499,-.2139873504638672,matched (3),607840.13,.81358963,48327.313,103324.01
201407,722220,654,3345,253455,07,0,0,0,0,0,1,0,0,0,0,0,622377,-.7334451675415039,458753,-.1390113830566406,1239701,.1881446838378906,414667,.0479602813720703,244483,-.0306358337402344,5289297,-.0486621856689453,16747929,-.0091476440429688,2367936,.0524578094482422,5490914,-.2480287551879883,751131,-.0143165588378906,2201780,-.1088190078735352,12286900,-.0489730834960938,2048156,1252591,-.1111297607421875,5996281,-.1917314529418945,1476499,-.0497970581054688,3217051,-.1015710830688477,495181,-.0107440948486328,398209,.0726041793823242,63780400,.0909671783447266,3107,-1.022744178771973,152532,-.0708255767822266,43040,273840,-.294917106628418,63412,-.7247343063354492,790460,.0178756713867188,2585571,.0316619873046875,368427,-.0897617340087891,328836,661815,.0537433624267578,161381904,-.0474433898925781,14557977,.0570182800292969,59260,-.5553445816040039,465656,.0706977844238281,9282308,-.1512126922607422,1088968,.2568702697753906,8289910,282973,1230641,-.0233936309814453,14148593,.1470775604248047,8471412,.0145835876464844,6581539,-.0702390670776367,261953,33948,.8213233947753906,21224480,.0074748992919922,625433,-.2446069717407227,356422,.2977218627929688,128325,-.0866909027099609,647542,-.2653923034667969,1955207,.2140216827392578,matched (3),414940.84,.81358963,50667.484,104439.05
201408,722220,655,3345,200557,08,0,0,0,0,0,0,1,0,0,0,0,1420162,.8249807357788086,459409,.0014286041259766,19886,-4.132610321044922,369609,-.1150302886962891,194838,-.2269773483276367,3940075,-.2944850921630859,16378049,-.0223331451416016,1991309,-.1732263565063477,6117009,.1079788208007813,384183,-.6704607009887695,2693573,.2016029357910156,8278609,-.3948574066162109,1172930,460094,-1.001538276672363,4911328,-.1995954513549805,1408432,-.0471963882446289,1681873,-.6485567092895508,442392,-.112727165222168,993903,.9146623611450195,49103044,-.2615261077880859,1820,-.5348215103149414,123230,-.213322639465332,2927,55734,-1.591953277587891,108328,.5355110168457031,863288,.0881338119506836,1354483,-.6465263366699219,293873,-.2260942459106445,316725,578214,-.1350421905517578,113900184,-.3484516143798828,8723629,-.5121049880981445,44429,-.2880420684814453,293414,-.4618625640869141,5240882,-.5716209411621094,651269,-.5140628814697266,6165880,252206,889301,-.324854850769043,9575533,-.3904037475585938,7333253,-.1442775726318359,4795203,-.3166532516479492,394709,9658,-1.25704288482666,14389217,-.3886775970458984,452709,-.3231945037841797,116186,-1.120923042297363,110057,-.1535673141479492,597506,-.080418586730957,1508205,-.2595758438110352,matched (3),248999.16,.81358963,53012.406,105596.57
201409,722220,656,3345,453255,09,0,0,0,0,0,0,0,1,0,0,0,883898,-.4741849899291992,581412,.2355194091796875,217835,2.393722534179688,584875,.4589529037475586,282914,.3729743957519531,5028554,.2439327239990234,19149380,.1563282012939453,2419048,.1945819854736328,5847947,-.04498291015625,478926,.2204275131225586,2724027,.0112428665161133,11205918,.3027667999267578,1693082,1161125,.9257135391235352,5637788,.1379470825195313,1560268,.1023807525634766,3691385,.7860937118530273,574602,.2614812850952148,280872,-1.263740539550781,60164776,.2031669616699219,10679,1.769442558288574,149996,.1965560913085938,98357,391830,1.950237274169922,10171,-2.365623474121094,1091168,.2342557907104492,2087377,.4324884414672852,350356,.1758022308349609,348169,412485,-.3377437591552734,154697824,.30615234375,13242680,.4174108505249023,94145,.7509441375732422,321042,.0899868011474609,8391649,.4707479476928711,780532,.1810531616210938,8142918,316659,1096839,.209752082824707,13651085,.3546066284179688,9026241,.2077159881591797,5652800,.1645355224609375,632485,188702,2.972382545471191,21959562,.4227237701416016,634174,.3370742797851563,97796,-.1723089218139648,111234,.0106372833251953,820573,.3172378540039063,2016180,.2902841567993164,matched (3),488556,.81358963,58910.785,108677.52
201410,722220,657,3345,152670,10,0,0,0,0,0,0,0,0,1,0,0,959802,.0823860168457031,369132,-.4543056488037109,1072174,1.593705177307129,204864,-1.049052238464356,308676,.0871486663818359,4824086,-.0415115356445313,15191658,-.2315235137939453,2881329,.1748771667480469,7037062,.1851005554199219,469008,-.0209264755249023,3100958,.1295995712280273,11212024,.0005455017089844,1666385,1007958,-.1414632797241211,5722316,.0148820877075195,1284299,-.1946449279785156,3481781,-.0584583282470703,525661,-.0890207290649414,1171118,1.427815437316895,61320172,.0190219879150391,2573,-1.423206329345703,162482,.0799589157104492,18615,376782,-.0391607284545898,108168,2.364145278930664,727082,-.4059648513793945,2251636,.0757484436035156,315403,-.1050987243652344,182316,309275,-.2879695892333984,154266464,-.0027923583984375,12251997,-.0777568817138672,33698,-1.027398109436035,258969,-.2148637771606445,7614298,-.0972099304199219,869602,.1080598831176758,7862451,230495,908360,-.1885471343994141,12425830,-.0940418243408203,8991215,-.0038871765136719,5171600,-.0889692306518555,287746,65869,-1.052501678466797,20682792,-.0599002838134766,642743,.0134210586547852,122686,.2267446517944336,169201,.4194507598876953,899669,.0920248031616211,1760673,-.1355085372924805,matched (3),243140.2,.81358963,61212.539,109942.24
201411,722220,658,3345,513204,11,0,0,0,0,0,0,0,0,0,1,0,931941,-.0294580459594727,514707,.3324432373046875,740160,-.3705768585205078,227094,.1030178070068359,192210,-.4737033843994141,4783444,-.0084600448608398,13175815,-.1423625946044922,2377188,-.1923332214355469,5232606,-.2962818145751953,559656,.1767024993896484,3169927,.0219974517822266,9708732,-.1439628601074219,1217231,707308,-.3542156219482422,4544205,-.2305202484130859,1056029,-.1956968307495117,3165406,-.0952625274658203,567971,.0774135589599609,458568,-.9376058578491211,56302552,-.0853691101074219,6275,.8915004730224609,209949,.2562971115112305,27060,284238,-.2818546295166016,159994,.3914508819580078,275326,-.9710836410522461,2234567,-.0076093673706055,446585,.3477783203125,156514,322551,.0420303344726563,130372288,-.1682872772216797,9178992,-.2887706756591797,84790,.9227390289306641,264922,.0227270126342773,6548697,-.150761604309082,635068,-.3143033981323242,5752545,276454,1252352,.3211383819580078,11886879,-.044342041015625,7153518,-.2286443710327148,5446394,.0517721176147461,612299,19909,-1.19649600982666,21615710,.0441188812255859,470075,-.3128519058227539,129725,.0557889938354492,140189,-.1880950927734375,583246,-.4334182739257813,1664783,-.0560007095336914,matched (3),523148.69,.81358963,50265.133,104244.45
201412,722220,659,3345,177455,12,0,0,0,0,0,0,0,0,0,0,1,1452025,.4434452056884766,55266,-2.231439590454102,93512,-2.068777084350586,283027,.2201786041259766,126860,-.4155044555664063,4420360,-.0789394378662109,7429727,-.5728940963745117,1267086,-.6291990280151367,4046616,-.2570285797119141,239661,-.8480968475341797,1555213,-.7120962142944336,8862616,-.0911827087402344,1003696,518528,-.3104715347290039,4263737,-.0637073516845703,520541,-.707402229309082,1863739,-.5296964645385742,527766,-.0734176635742188,588724,.2498493194580078,42513684,-.280914306640625,12468,.6865921020507813,132933,-.4570188522338867,13516,307145,.0775079727172852,156606,-.0214033126831055,151554,-.5970134735107422,1264164,-.569636344909668,435832,-.0243730545043945,263840,148378,-.7764978408813477,123571360,-.0535755157470703,5167194,-.5745887756347656,54429,-.4432802200317383,221485,-.1790800094604492,4556185,-.3627805709838867,508239,-.2227802276611328,4222705,135146,773280,-.4821376800537109,10571827,-.1172428131103516,5649041,-.2361183166503906,5343583,-.0190572738647461,320476,151881,2.031926155090332,17106152,-.2339820861816406,359237,-.2689104080200195,87826,-.3900594711303711,102272,-.3153562545776367,463293,-.2302494049072266,1647877,-.0102071762084961,matched (3),210089.72,.81358963,41286.059,100224.05
201501,722220,660,3345,541258,01,0,0,0,0,0,0,0,0,0,0,0,862702,-.5206451416015625,298291,1.685911178588867,390880,1.43031120300293,515291,.5991888046264648,143020,.1199007034301758,4000753,-.0997390747070313,8819665,.1714944839477539,1438011,.1265411376953125,5584514,.3221168518066406,419553,.5599641799926758,4268462,1.009640693664551,10311135,.1513824462890625,1499293,1024889,.6813449859619141,5891466,.3233585357666016,666113,.2465906143188477,2444647,.2713165283203125,411524,-.2487850189208984,647621,.0953474044799805,48849872,.1389255523681641,4398,-1.042015075683594,99722,-.2874593734741211,4198,103291,-1.089770317077637,110824,-.345789909362793,415659,1.008922576904297,1527557,.1892585754394531,158513,-1.011420249938965,263381,404582,1.003090858459473,126811608,.0258827209472656,9310603,.5888252258300781,49909,-.086695671081543,347974,.4517726898193359,7417757,.487391471862793,533206,.0479555130004883,5973978,210671,813548,.0507640838623047,12244237,.1468639373779297,8292950,.3839206695556641,4738627,-.1201496124267578,454299,47760,-1.156908988952637,19893324,.1509456634521484,402304,.1132259368896484,275735,1.144083023071289,99122,-.0312843322753906,709735,.4265317916870117,1735292,.0516872406005859,matched (3),455402.84,.81358963,48347.48,103333.44
201502,722220,661,3345,252852,02,1,0,0,0,0,0,0,0,0,0,0,644030,-.2923240661621094,279235,-.0660152435302734,317554,-.2077522277832031,121757,-1.442704200744629,123856,-.143864631652832,3455148,-.1466169357299805,8715094,-.011927604675293,1556911,.0794429779052734,4197233,-.2855720520019531,389055,-.0754690170288086,1557509,-1.00816535949707,9914324,-.0392436981201172,1491782,982700,-.0420351028442383,6502931,.0987482070922852,766173,.1399478912353516,2231131,-.0913925170898438,351015,-.1590385437011719,367795,-.5657796859741211,48595056,-.0052299499511719,2612,-.5210342407226563,139554,.3360652923583984,5224,78274,-.2773342132568359,105939,-.0450801849365234,408443,-.017512321472168,1464905,-.0418796539306641,193444,.1991519927978516,188339,758736,.6288003921508789,132554152,.0442886352539063,9505020,.0206661224365234,55137,.0996189117431641,288794,-.1864137649536133,7144005,-.0376033782958984,847952,.4639167785644531,5547223,108364,979867,.1860113143920898,11889523,-.0293979644775391,7521312,-.0976657867431641,4436687,-.0658397674560547,254505,123919,.9534397125244141,19231164,-.0338516235351563,374747,-.0709571838378906,156505,-.5663528442382813,92255,-.0717945098876953,533079,-.2862215042114258,1394388,-.218719482421875,matched (3),239797.77,.81358963,38256.242,99014.453
