period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1093c826,growth1093c826,Y1194c620,growth1194c620,Y1288c300,growth1288c300,Y1442c348,growth1442c348,Y1514c620,growth1514c620,Y1527c826,growth1527c826,Y1694c616,growth1694c616,Y1714c705,growth1714c705,Y1733c616,growth1733c616,Y1733c705,growth1733c705,Y1737c616,growth1737c616,Y1755c251,growth1755c251,Y1769c203,Y1814c616,growth1814c616,Y1815c826,growth1815c826,Y1966c616,growth1966c616,Y1973c620,growth1973c620,Y2085c807,growth2085c807,Y2486c616,growth2486c616,Y2585c826,growth2585c826,Y2603c792,growth2603c792,Y2677c348,growth2677c348,Y2693c233,Y2696c300,growth2696c300,Y3042c152,growth3042c152,Y3251c620,growth3251c620,Y3303c757,growth3303c757,Y3435c352,growth3435c352,Y3439c642,Y3441c348,growth3441c348,Y3502c251,growth3502c251,Y3520c616,growth3520c616,Y3537c372,growth3537c372,Y3709c826,growth3709c826,Y3752c616,growth3752c616,Y3768c616,growth3768c616,Y3876c203,Y4180c233,Y4256c348,growth4256c348,Y4258c620,growth4258c620,Y4260c348,growth4260c348,Y4410c620,growth4410c620,Y442c616,Y4467c300,growth4467c300,Y4614c705,growth4614c705,Y4937c620,growth4937c620,Y4980c246,growth4980c246,Y5003c428,growth5003c428,Y648c620,growth648c620,Y651c616,growth651c616,_merge,x,r2,s,sf
201109,722220,620,3345,452598,09,0,0,0,0,0,0,0,1,0,0,0,606998,-.4064455032348633,447229,.1064176559448242,814014,3.279768943786621,1234467,-1.28923225402832,187279,.7685098648071289,4556631,.0357217788696289,12439909,.2380924224853516,3363158,.0835580825805664,4907641,-.1296215057373047,518137,.0368862152099609,2333926,-.18853759765625,12265944,.1772079467773438,1401428,1076606,.8838357925415039,3729183,.1510324478149414,2563543,.3332986831665039,3055473,.6145401000976563,350312,-.0291032791137695,733716,-.5634841918945313,43655152,.1057853698730469,28219,-.6765127182006836,318390,.7011184692382813,13550,265444,-.0352029800415039,68789,-.8866147994995117,101672,-3.421854019165039,3345347,.5192794799804688,581779,.1525545120239258,415038,993850,-.4142255783081055,147611424,.1675987243652344,17979260,.1633701324462891,221380,-.0267543792724609,546171,.0747900009155273,10202799,.282257080078125,824336,-.1586475372314453,7996528,269658,1385537,-.4950656890869141,13141479,.2313461303710938,7927472,-.0982847213745117,14667341,-.1462383270263672,141602,159057,.9466876983642578,18714708,.2553424835205078,840597,-.2832040786743164,59679,-1.042803764343262,182808,-.4159126281738281,1041633,-.0857048034667969,1375913,-.1175575256347656,matched (3),518257.38,.81358963,95927.484,132447.73
201110,722220,621,3345,397996,10,0,0,0,0,0,0,0,0,1,0,0,531979,-.1319208145141602,9602,-3.841099739074707,1279990,.4526300430297852,1075441,-.1379079818725586,124418,-.4089527130126953,4094185,-.1070156097412109,13232611,.0617752075195313,3269551,-.0282278060913086,4918590,.002227783203125,369392,-.3383817672729492,3756072,.4758224487304688,10317411,-.1729946136474609,1150016,661672,-.4867992401123047,3563154,-.0455427169799805,2023206,-.2367067337036133,3041242,-.0046682357788086,499833,.3554496765136719,701721,-.044586181640625,41535320,-.0497760772705078,10825,-.9581375122070313,179329,-.5740547180175781,15529,501955,.6371059417724609,58950,-.1543540954589844,96146,-.0558843612670898,2945410,-.1273221969604492,713519,.2041187286376953,162936,976388,-.017725944519043,143480384,-.0283832550048828,14258833,-.231842041015625,186650,-.1706457138061523,856093,.4494466781616211,7929301,-.2520971298217773,746152,-.0996484756469727,6961140,202191,1215544,-.1308965682983398,12961545,-.0137882232666016,6407980,-.2127904891967773,16054652,.0903759002685547,46910,78193,-.7100830078125,18286274,-.0231590270996094,697623,-.1864337921142578,110991,.6204690933227539,170487,-.0697774887084961,990132,-.0507068634033203,1608742,.1563348770141602,matched (3),445844.47,.81358963,64608.473,111868.56
201111,722220,622,3345,354911,11,0,0,0,0,0,0,0,0,0,1,0,439822,-.1902341842651367,33998,1.264330863952637,1154578,-.1031169891357422,624796,-.5430612564086914,107631,-.1449384689331055,4094243,.0000133514404297,10915853,-.1924686431884766,2933068,-.1086034774780273,4731875,-.0387001037597656,432143,.1568984985351563,2717947,-.3234968185424805,11948692,.14678955078125,1338777,1060327,.4715633392333984,3718334,.0426292419433594,1567847,-.2549800872802734,2928573,-.037750244140625,345441,-.3694524765014648,577803,-.1943035125732422,47113620,.1260166168212891,8260,-.2704334259033203,146893,-.1995172500610352,29403,167674,-1.096488952636719,71605,.1944751739501953,146097,.4184026718139648,2420379,-.196324348449707,310088,-.8333530426025391,205209,477293,-.7157297134399414,142389008,-.0076370239257813,14343639,.0059299468994141,180249,-.0348958969116211,821882,-.0407819747924805,7792486,-.0174045562744141,642517,-.1495361328125,7218814,153156,1639544,.2992267608642578,10762325,-.1859340667724609,7204255,.1171274185180664,10785263,-.3978176116943359,7645,6019,-2.564258575439453,18199884,-.0047340393066406,693027,-.0066099166870117,71494,-.4398355484008789,162457,-.0482454299926758,1081286,.0880680084228516,1609629,.0005512237548828,matched (3),382545.47,.81358963,49980.5,104107.5
201112,722220,623,3345,781262,12,0,0,0,0,0,0,0,0,0,0,1,1355109,1.125267028808594,179696,1.66496467590332,371806,-1.133118629455566,564957,-.1006755828857422,147397,.3144207000732422,3662528,-.1114273071289063,6176341,-.5694904327392578,1655429,-.5719890594482422,4011071,-.1652631759643555,560979,.2609272003173828,1809517,-.4068174362182617,10407509,-.1380958557128906,1023086,1209213,.1313924789428711,4674877,.2289276123046875,1286109,-.1980819702148438,2082220,-.3410806655883789,402404,.1526346206665039,678343,.1604204177856445,31376868,-.4064903259277344,18716,.8179540634155273,122486,-.1817083358764648,24724,414005,.9038572311401367,299111,1.42965030670166,119440,-.2014560699462891,1580040,-.4264736175537109,570144,.6090326309204102,199439,422176,-.1227083206176758,132963632,-.0684871673583984,15627433,.0857219696044922,191260,.0592947006225586,611560,-.2955837249755859,7359033,-.0572309494018555,623945,-.0293312072753906,5604673,157252,1454685,-.11962890625,9633375,-.1108188629150391,4725779,-.4216394424438477,15710662,.37615966796875,49496,137338,3.127523422241211,12120429,-.4065227508544922,872667,.2304849624633789,177877,.9114780426025391,206812,.2413969039916992,1255068,.1490392684936523,1588980,-.0129117965698242,matched (3),735248.44,.81358963,56902.137,107601.92
201201,722220,624,3345,296588,01,0,0,0,0,0,0,0,0,0,0,0,417542,-1.177251815795898,330442,.6091642379760742,1120399,1.103068351745606,530021,-.0638332366943359,85516,-.5444259643554688,4093060,.1111383438110352,6810037,.0976715087890625,1630364,-.0152568817138672,2806627,-.3570747375488281,322107,-.5548000335693359,1261633,-.3606529235839844,10359657,-.004608154296875,923250,985590,-.2044849395751953,3420666,-.3123674392700195,1475620,.1374568939208984,3028517,.374638557434082,264622,-.419154167175293,318632,-.7556161880493164,38332500,.2002277374267578,30409,.4853591918945313,107163,-.1336450576782227,1071,250331,-.5030946731567383,77798,-1.346698760986328,774215,1.869034767150879,1742645,.0979537963867188,287761,-.6837587356567383,118817,286956,-.3860931396484375,140056256,.0519695281982422,13870884,-.1192359924316406,21879,-2.168107032775879,426871,-.3595314025878906,4935319,-.3995113372802734,598194,-.0421476364135742,5542697,140974,1434649,-.0138692855834961,9863636,.0236225128173828,6504920,.3195266723632813,10661834,-.3876705169677734,48681,35631,-1.349228858947754,14685196,.1919460296630859,1083482,.2163820266723633,141503,-.2287712097167969,123547,-.5151891708374023,1243905,-.0089349746704102,1436022,-.1012153625488281,matched (3),147923.28,.81358963,66374.398,112897.66
201202,722220,625,3345,477183,02,1,0,0,0,0,0,0,0,0,0,0,882378,.7482357025146484,358573,.0817012786865234,1194405,.0639629364013672,1559215,1.079021453857422,159439,.6229581832885742,4128141,.0085344314575195,6279470,-.0811119079589844,1943066,.1754636764526367,4084371,.3751840591430664,481480,.4019804000854492,1530177,.1929769515991211,10811599,.0427017211914063,1033019,1318983,.2913761138916016,4030910,.1641569137573242,1311470,-.1179294586181641,3302545,.0866203308105469,470666,.5758466720581055,440046,.3228425979614258,40578968,.0569515228271484,37337,.2052469253540039,161320,.4090385437011719,15406,416715,.5096187591552734,104016,.2904291152954102,921488,.1741399765014648,1907411,.0903425216674805,864099,1.099556922912598,206956,353795,.2093887329101563,157225248,.1156349182128906,16930414,.1993198394775391,278652,2.544436454772949,451857,.0568838119506836,5897535,.1781167984008789,567389,-.0528697967529297,6863190,477730,1586192,.1004161834716797,10802490,.0909214019775391,6332008,-.0269412994384766,11174706,.0469837188720703,91721,19902,-.5823955535888672,16194617,.09783935546875,905282,-.1796894073486328,236842,.5150728225708008,197192,.4675559997558594,951602,-.2678632736206055,1632817,.1284303665161133,matched (3),511966.16,.81358963,54082.512,106137.83
201203,722220,626,3345,269137,03,0,1,0,0,0,0,0,0,0,0,0,624090,-.3463268280029297,217626,-.499354362487793,260482,-1.522869110107422,632209,-.9027175903320313,101013,-.4564123153686523,3530843,-.1562900543212891,8441187,.29583740234375,2213810,.1304483413696289,4447315,.0851325988769531,468584,-.0271492004394531,2205439,.3655424118041992,9495136,-.1298408508300781,1214980,1262107,-.0440788269042969,3858807,-.0436344146728516,2242584,.5364799499511719,3202600,-.030731201171875,522378,.1042423248291016,322284,-.3114461898803711,37172688,-.0876750946044922,20932,-.5787057876586914,149977,-.0729074478149414,14825,253116,-.4985551834106445,335225,1.170256614685059,422325,-.7802143096923828,2383532,.2228374481201172,680995,-.2381315231323242,131568,359397,.0157098770141602,142611328,-.0975570678710938,18648566,.0966567993164063,187704,-.3950967788696289,279452,-.4805355072021484,5338825,-.0995292663574219,631583,.1071844100952148,6839227,189857,1959438,.2113218307495117,10934485,.0121440887451172,7752208,.2023601531982422,10620421,-.0508747100830078,54469,12303,-.4809770584106445,17091744,.0539169311523438,841160,-.0734643936157227,233684,-.0134239196777344,223028,.1231203079223633,1185901,.2201108932495117,1836076,.1173238754272461,matched (3),425540.47,.81358963,41476.105,100302.48
201204,722220,627,3345,630184,04,0,0,1,0,0,0,0,0,0,0,0,1557238,.9143753051757813,848313,1.360471725463867,2038570,2.057470321655273,1922600,1.112213134765625,107794,.0649728775024414,3550448,.0055370330810547,8304155,-.0163669586181641,2518612,.128993034362793,4575338,.0283803939819336,633926,.3022174835205078,3124354,.3483009338378906,11112361,.1572780609130859,1279860,1081635,-.1543083190917969,4222559,.090083122253418,2154535,-.0400543212890625,3098036,-.0331945419311523,587627,.117701530456543,388780,.1875801086425781,37058576,-.0030746459960938,70098,1.208615303039551,244932,.4904985427856445,53148,275231,.0837631225585938,152578,-.7871255874633789,2272415,1.682823181152344,2163177,-.0970058441162109,237602,-1.052958488464356,251508,724515,.7010746002197266,138599728,-.0285320281982422,17807826,-.0461311340332031,195158,.0389423370361328,226288,-.2110214233398438,11504030,.7676916122436523,1131808,.5833425521850586,6593017,380527,1164034,-.5207662582397461,10125423,-.0768718719482422,7233743,-.0692214965820313,10779571,.0148735046386719,103489,14175,.141636848449707,16639544,-.0268135070800781,842941,.0021152496337891,230993,-.0115823745727539,227320,.0190610885620117,1227616,.034571647644043,1720530,-.0649986267089844,matched (3),703793.19,.81358963,64418.891,111759.18
201205,722220,628,3345,495850,05,0,0,0,1,0,0,0,0,0,0,0,1075630,-.3700075149536133,392244,-.7713651657104492,298841,-1.920092582702637,930067,-.7261772155761719,127211,.1656246185302734,4373750,.2085466384887695,11087488,.2890625,2875602,.1325540542602539,4332991,-.0544223785400391,680460,.070836067199707,2501827,-.2222061157226563,11400933,.0256385803222656,1737002,915509,-.1667490005493164,5770330,.3122882843017578,2936706,.3097143173217773,3209048,.0352058410644531,592787,.0087423324584961,439967,.1236867904663086,40858224,.0976085662841797,24312,-1.058924674987793,191196,-.2476816177368164,25015,312653,.1274833679199219,87379,-.5574216842651367,621634,-1.296246528625488,2051208,-.0531492233276367,231321,-.0267906188964844,276103,639348,-.1250534057617188,140772224,.0155525207519531,14197059,-.2266025543212891,461987,.8617277145385742,353386,.4457521438598633,6176971,-.6218690872192383,1038896,-.085658073425293,7370173,468832,844829,-.3205127716064453,10934612,.0768833160400391,7447073,.0290651321411133,11061821,.0258464813232422,158344,20245,.3564271926879883,16339297,-.0182094573974609,624667,-.2996788024902344,210507,-.0928678512573242,242297,.0638055801391602,872191,-.3418216705322266,1409143,-.199650764465332,matched (3),378069.72,.81358963,55416.68,106823.83
201206,722220,629,3345,358120,06,0,0,0,0,1,0,0,0,0,0,0,1004536,-.0683813095092773,334489,-.1592807769775391,200930,-.3969554901123047,496706,-.62725830078125,198421,.4445438385009766,4160117,-.0500774383544922,14286613,.2535057067871094,2710587,-.0590972900390625,3874583,-.1118202209472656,547479,-.2174444198608398,1897955,-.2762441635131836,10234581,-.1079235076904297,1774897,561451,-.4889564514160156,4245756,-.3068094253540039,2398507,-.2024421691894531,2753331,-.1531620025634766,612789,.0331859588623047,410562,-.0691728591918945,42982232,.0506782531738281,41062,.5241127014160156,121515,-.4532613754272461,15156,130245,-.875676155090332,19953,-1.476875305175781,343266,-.593846321105957,2120692,.0333137512207031,101260,-.8261146545410156,245715,773217,.1901111602783203,146608208,.0406208038330078,11520800,-.2088813781738281,212659,-.7758464813232422,307449,-.139251708984375,5687857,-.082493782043457,731339,-.3510370254516602,5960760,251785,834720,-.0120382308959961,10239381,-.0656909942626953,5990948,-.2175712585449219,9578080,-.1440219879150391,48147,52434,.9516477584838867,14583557,-.113677978515625,565575,-.0993757247924805,129256,-.4877243041992188,149597,-.4822196960449219,851526,-.0239782333374023,1470309,.0424909591674805,matched (3),386558.81,.81358963,38419.504,99077.641
201207,722220,630,3345,601869,07,0,0,0,0,0,1,0,0,0,0,0,741627,-.3034343719482422,359323,.0716180801391602,878883,1.475695610046387,1363020,1.00946044921875,123222,-.4764032363891602,3930351,-.0568141937255859,11601960,-.2081489562988281,2335814,-.1488046646118164,4180974,.076106071472168,687086,.2271356582641602,2252091,.1710824966430664,10981994,.0704841613769531,1385561,1136888,.7055263519287109,4165848,-.0190000534057617,2372823,-.0107660293579102,2928569,.061701774597168,500295,-.2028226852416992,250543,-.493896484375,43155488,.0040225982666016,81651,.6873712539672852,191299,.4537992477416992,9913,271120,.7331438064575195,117096,1.769615173339844,298002,-.1414051055908203,2561248,.1887521743774414,481327,1.558855056762695,312518,1065526,.3206634521484375,134606096,-.0854110717773438,4759886,-.8839302062988281,247946,.1535205841064453,373104,.1935482025146484,10185070,.5825881958007813,700881,-.0425386428833008,5742107,284620,1032937,.2130651473999023,11688332,.1323490142822266,6952007,.1487808227539063,8780221,-.08697509765625,92969,5147,-2.321141242980957,13688352,-.0633487701416016,742689,.272435188293457,130751,.0114994049072266,94890,-.455225944519043,607408,-.33782958984375,1726332,.1605262756347656,matched (3),559758,.81358963,60471.566,109531.42
201208,722220,631,3345,735100,08,0,0,0,0,0,0,1,0,0,0,0,771366,.0393171310424805,36602,-2.28411865234375,660486,-.2856760025024414,329530,-1.419791221618652,110172,-.1119441986083984,4292794,.0882091522216797,12099806,.0420150756835938,2297489,-.0165433883666992,4074306,-.025843620300293,605604,-.1262331008911133,2268456,.0072402954101563,8763353,-.2256784439086914,1623284,481731,-.8586645126342773,2660801,-.4482927322387695,2290503,-.035308837890625,1249648,-.8516521453857422,501734,.0028715133666992,440219,.5636415481567383,40993548,-.0513954162597656,34935,-.8489646911621094,108240,-.5694866180419922,12722,443226,.4915180206298828,253821,.7736349105834961,198772,-.4049415588378906,1961935,-.2665634155273438,378682,-.2398500442504883,339736,595039,-.5825967788696289,111928624,-.1844902038574219,12191732,.9405345916748047,257983,.0396823883056641,601945,.4783086776733398,12952377,.2403564453125,522911,-.2929267883300781,5408210,388182,777840,-.2836408615112305,8228750,-.350956916809082,6423597,-.0790529251098633,9052051,.0304889678955078,171576,25073,1.583377838134766,11927047,-.1377372741699219,775064,.0426673889160156,162663,.2183856964111328,173682,.6045074462890625,1409435,.8417434692382813,1379745,-.2241001129150391,matched (3),678553.88,.81358963,55218.965,106721.39
201209,722220,632,3345,505756,09,0,0,0,0,0,0,0,1,0,0,0,394313,-.6710186004638672,343831,2.240047454833984,172075,-1.34504508972168,658795,.6927452087402344,81067,-.306767463684082,4811177,.1140041351318359,12287882,.0154228210449219,2644241,.1405668258666992,3834354,-.060699462890625,506816,-.1780786514282227,2973167,.2705278396606445,8596738,-.019195556640625,1284497,822874,.5354175567626953,4153015,.4452075958251953,1678528,-.3108549118041992,3084386,.9034910202026367,607799,.1917743682861328,359559,-.2023935317993164,46507840,.1262073516845703,7970,-1.477805137634277,143019,.2786264419555664,3497,417216,-.0604753494262695,87370,-1.066477775573731,481440,.8846225738525391,2027936,.0330867767333984,443590,.1582040786743164,294632,753653,.2363052368164063,142290032,.2400054931640625,16799432,.320587158203125,320587,.2172603607177734,277396,-.7747201919555664,9466203,-.3135509490966797,552370,.0548067092895508,6780458,296658,876911,.1198854446411133,10522753,.245905876159668,6296361,-.0200061798095703,7613476,-.1730709075927734,297986,8640,-1.065389633178711,13638216,.1340675354003906,620728,-.2220525741577148,57123,-1.046473503112793,230717,.283966064453125,854027,-.500981330871582,1397591,.0128517150878906,matched (3),437349.75,.81358963,42896.023,100897.92
201210,722220,633,3345,526197,10,0,0,0,0,0,0,0,0,1,0,0,550769,.3341703414916992,277894,-.2129106521606445,1142270,1.892842292785645,1004564,.4218969345092773,158725,.6718978881835938,5449476,.124577522277832,12973816,.0543212890625,3043588,.1406536102294922,5060921,.2775478363037109,524034,.0334081649780273,3623495,.1978111267089844,9758926,.1267995834350586,1293638,1093968,.2847633361816406,3920869,-.0575218200683594,2091050,.2197494506835938,3397649,.0967311859130859,664524,.0892267227172852,496984,.3236789703369141,50574916,.0838336944580078,90912,2.434207916259766,131868,-.0811758041381836,22043,448239,.0717220306396484,419125,1.568017959594727,2471356,1.635741233825684,2366835,.1545352935791016,576320,.2617626190185547,390796,936035,.2167205810546875,152525440,.0694637298583984,18925358,.1191577911376953,1341128,1.431112289428711,348836,.2291555404663086,12676897,.29205322265625,567279,.0266332626342773,7683358,606327,1173382,.2912397384643555,13274416,.2322998046875,7307268,.1488981246948242,9505732,.2219753265380859,382405,213461,3.207052230834961,15457438,.125213623046875,711839,.1369590759277344,94023,.4983329772949219,232524,.0078010559082031,1153796,.3008499145507813,1711210,.2024507522583008,matched (3),453923.97,.81358963,64477.477,111792.96
201211,722220,634,3345,440734,11,0,0,0,0,0,0,0,0,0,1,0,2228226,1.397645950317383,235632,-.1649684906005859,877743,-.2634191513061523,667287,-.4090890884399414,152203,-.0419588088989258,4330710,-.2297878265380859,12636708,-.0263290405273438,2166107,-.3401060104370117,3191640,-.4610137939453125,588343,.1157541275024414,2399430,-.4122076034545898,8724669,-.1120281219482422,1199405,920357,-.1728048324584961,4112010,.0475988388061523,1360439,-.4298591613769531,3208133,-.0573949813842773,579817,-.1363582611083984,901080,.595036506652832,47531240,-.0620689392089844,23499,-1.352933883666992,196384,.3982706069946289,39895,412279,-.0836257934570313,62538,-1.902395248413086,346219,-1.965451240539551,1760188,-.2961330413818359,70790,-2.096945762634277,349338,604212,-.4377269744873047,138192496,-.0986843109130859,14414452,-.2722721099853516,266504,-1.615876197814941,275321,-.236663818359375,10981438,-.1435737609863281,393746,-.3651456832885742,6941641,220808,980072,-.1800193786621094,10268048,-.2568016052246094,5995628,-.1978397369384766,8757038,-.0820369720458984,185654,48567,-1.480509757995606,16050193,.0376319885253906,472862,-.4090480804443359,53377,-.5661592483520508,227524,-.0217370986938477,809342,-.3545904159545898,1555703,-.0952739715576172,matched (3),470361.75,.81358963,51631.051,104909.9
201212,722220,635,3345,304255,12,0,0,0,0,0,0,0,0,0,0,1,711054,-1.142212867736816,30316,-2.050595283508301,858824,-.02178955078125,374235,-.5783357620239258,99035,-.4297418594360352,3161143,-.3147983551025391,7050534,-.5835018157958984,1167759,-.6178445816040039,2736299,-.1539287567138672,270572,-.7767724990844727,1128464,-.7543735504150391,7233518,-.1874284744262695,970973,760610,-.1906414031982422,3584918,-.137176513671875,797522,-.534052848815918,2769934,-.1468648910522461,556697,-.0406913757324219,305828,-1.080571174621582,33262200,-.356964111328125,7938,-1.085296630859375,96000,-.715723991394043,6425,180890,-.8238115310668945,440584,1.952326774597168,162134,-.7586479187011719,1023444,-.5422468185424805,337534,1.561948776245117,172023,517482,-.1549510955810547,122390496,-.1214313507080078,9052036,-.4652423858642578,197948,-.2973852157592773,132042,-.7348175048828125,8463145,-.2604866027832031,589778,.4040403366088867,4932762,438859,635040,-.4339380264282227,9495594,-.0782108306884766,5110538,-.1597251892089844,5768033,-.4175271987915039,185760,200259,1.416666984558106,10579646,-.4167900085449219,701337,.3941850662231445,45440,-.1609878540039063,160281,-.3503274917602539,1133799,.3371076583862305,1190008,-.2679672241210938,matched (3),257206,.81358963,53662.77,105924.57
201301,722220,636,3345,301898,01,0,0,0,0,0,0,0,0,0,0,0,677418,-.0484600067138672,345154,2.432314872741699,189806,-1.509561538696289,1092250,1.071110725402832,119491,.1877679824829102,4517426,.3570089340209961,9056503,.2503795623779297,1394303,.1773080825805664,3975580,.3735647201538086,573789,.7517242431640625,1435475,.2406387329101563,11066765,.4252214431762695,945691,1198457,.4546699523925781,4928004,.3181982040405273,940047,.1644201278686523,2880840,.0392580032348633,489426,-.1287879943847656,404963,.2807722091674805,17514782,-.6413764953613281,7241,-.0919017791748047,101751,.0581808090209961,11282,249767,.3226394653320313,164553,-.984868049621582,356397,.7876214981079102,1558130,.4203128814697266,198954,-.5285930633544922,318764,156437,-1.196321487426758,147951328,.189666748046875,14567815,.4758262634277344,365926,.6144266128540039,513157,1.357461929321289,10316921,.1980648040771484,466340,-.2348308563232422,6332924,198523,906613,.3560276031494141,9342475,-.0162563323974609,6626179,.2597236633300781,9311430,.4789113998413086,199511,27193,-1.996651649475098,13916404,.2741374969482422,550823,-.2415752410888672,113054,.911473274230957,180571,.1191949844360352,1002374,-.1232032775878906,1411239,.1705083847045898,matched (3),347133.28,.81358963,67375.984,113489.41
201302,722220,637,3345,462080,02,1,0,0,0,0,0,0,0,0,0,0,1710628,.9263277053833008,368849,.0663967132568359,629668,1.199190139770508,1095179,.0026779174804688,127584,.0655336380004883,4076319,-.102747917175293,9402688,.0375137329101563,1454490,.0422601699829102,3357721,-.1689081192016602,495941,-.1458053588867188,1667266,.149688720703125,9710964,-.1306915283203125,1452262,1131200,-.0577564239501953,4539685,-.0820760726928711,1162570,.212458610534668,2957625,.0263051986694336,541965,.1019687652587891,635180,.4501132965087891,41354924,.8591461181640625,19780,1.004911422729492,132118,.2611665725708008,28455,299157,.1804399490356445,371080,.8131847381591797,816749,.8292865753173828,1832444,.1621637344360352,492850,.9071311950683594,366716,378237,.8828678131103516,158174848,.0668182373046875,12762035,-.1323394775390625,274457,-.2876367568969727,447349,-.1372432708740234,12255607,.1721992492675781,644385,.3233814239501953,8375151,342712,940693,.036900520324707,9972595,.0652694702148438,7200568,.0831317901611328,7350223,-.2365121841430664,266635,61096,.8094863891601563,14147561,.0164737701416016,1011073,.6073541641235352,143178,.2362232208251953,216675,.1822748184204102,1110149,.1021232604980469,1543685,.0897045135498047,matched (3),534711.5,.81358963,41227.867,100200.09
201303,722220,638,3345,86429,03,0,1,0,0,0,0,0,0,0,0,0,640975,-.9816255569458008,39334,-2.238298416137695,1821966,1.062478065490723,346346,-1.15123462677002,95284,-.2919130325317383,3492362,-.1546163558959961,13319791,.3482551574707031,1915951,.2755594253540039,4234289,.2319526672363281,780949,.4540529251098633,1913043,.1375102996826172,8521069,-.1307134628295898,1226660,1698323,.4063625335693359,4808243,.0574741363525391,1410706,.1934576034545898,2544890,-.1503000259399414,546153,.0076971054077148,577102,-.0958890914916992,38455240,-.0726966857910156,12029,-.4973506927490234,192252,.3751115798950195,27510,267502,-.1118412017822266,164750,-.8119888305664063,2260263,1.017905235290527,1819994,-.0068168640136719,426886,-.1436872482299805,285846,765847,.7054615020751953,145814528,-.0813655853271484,15328631,.1832466125488281,304252,.1030616760253906,740362,.5038003921508789,11613425,-.0538234710693359,613140,-.0497035980224609,7123633,268134,950529,.0104026794433594,9941276,-.0031452178955078,7015322,-.0260639190673828,6389477,-.1400775909423828,142140,15926,-1.344493865966797,16371644,.1460075378417969,734842,-.3191118240356445,196662,.3173971176147461,120039,-.5905818939208984,900894,-.2088623046875,1501229,-.027888298034668,matched (3),14082.122,.81358963,59001.738,108726.84
201304,722220,639,3345,230698,04,0,0,1,0,0,0,0,0,0,0,0,1268423,.6825389862060547,548961,2.63593864440918,923858,-.679112434387207,601087,.5513010025024414,100068,.0489883422851563,4146102,.1715908050537109,11495215,-.1473217010498047,2033318,.0594549179077148,3682925,-.1395082473754883,711658,-.0929126739501953,2306131,.1868762969970703,11846196,.3294649124145508,1199333,1416233,-.181640625,5635365,.1587305068969727,1539747,.0875272750854492,2850214,.113306999206543,507312,-.0737724304199219,435883,-.2806453704833984,40267752,.0460548400878906,24010,.6911497116088867,223459,.150421142578125,52625,210771,-.2383546829223633,160001,-.0292491912841797,2297020,.0161314010620117,1905036,.0456676483154297,244240,-.5583658218383789,363317,1277527,.5116996765136719,149461664,.0247039794921875,14493882,-.0559959411621094,247381,-.2069263458251953,550939,-.2955150604248047,13980022,.1854686737060547,615853,.0044155120849609,5495145,286205,982544,.0331258773803711,9704615,-.0240936279296875,7916376,.1208372116088867,8012527,.226353645324707,128842,40294,.9282503128051758,16966864,.0357112884521484,370780,-.684046745300293,287205,.3787097930908203,241305,.6982450485229492,1178211,.2683649063110352,1777015,.1686506271362305,matched (3),260885,.81358963,57903.203,108134.65
201305,722220,640,3345,244086,05,0,0,0,1,0,0,0,0,0,0,0,1831673,.3674554824829102,551162,.0040006637573242,1303385,.3441610336303711,640605,.0636739730834961,113805,.128636360168457,4063206,-.0201969146728516,14252454,.2149982452392578,2221904,.0886955261230469,3800602,.0314521789550781,727001,.0213308334350586,1637214,-.3425750732421875,11250578,-.0515880584716797,1622265,1273043,-.1065902709960938,6167183,.090179443359375,1846889,.181884765625,3243181,.1291608810424805,524264,.0328683853149414,583013,.2908353805541992,41731984,.0357170104980469,31778,.280303955078125,111105,-.6987524032592773,62664,237534,.1195383071899414,182073,.1292276382446289,1003651,-.8279685974121094,1958374,.027613639831543,337061,.3221120834350586,273417,1180611,-.0788946151733398,141908976,-.0518531799316406,11954494,-.1926193237304688,318516,.2527427673339844,619846,.1178464889526367,10201293,-.3151149749755859,528770,-.1524553298950195,5638986,331807,1024520,.041834831237793,10880837,.1144027709960938,8010636,.011836051940918,8390814,.0461311340332031,64351,381597,2.248162269592285,17752544,.0452671051025391,736307,.6860380172729492,203075,-.3466205596923828,199939,-.18804931640625,1074253,-.0923709869384766,1335893,-.2853355407714844,matched (3),367086.56,.81358963,59314.246,108896.74
