period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1105c792,growth1105c792,Y1108c348,growth1108c348,Y1387c428,growth1387c428,Y1393c752,growth1393c752,Y1466c705,Y1672c752,growth1672c752,Y1677c757,growth1677c757,Y1848c372,growth1848c372,Y2002c826,growth2002c826,Y2364c616,growth2364c616,Y2425c233,Y2438c826,growth2438c826,Y2521c440,Y2631c251,growth2631c251,Y2774c152,growth2774c152,Y2955c792,growth2955c792,Y2981c608,Y3012c792,growth3012c792,Y3038c600,growth3038c600,Y3058c703,growth3058c703,Y3087c372,growth3087c372,Y3133c752,growth3133c752,Y3146c440,Y3275c440,growth3275c440,Y3391c703,growth3391c703,Y3393c703,growth3393c703,Y3410c348,growth3410c348,Y3487c484,growth3487c484,Y3598c757,growth3598c757,Y3691c348,growth3691c348,Y3736c554,Y3760c484,growth3760c484,Y3767c152,growth3767c152,Y3897c372,growth3897c372,Y4024c348,Y4270c208,growth4270c208,Y428c752,growth428c752,Y4371c203,Y4447c608,Y4882c32,Y4884c554,Y4952c36,Y4990c208,growth4990c208,Y5002c152,growth5002c152,Y5021c442,Y627c251,growth627c251,Y747c124,growth747c124,Y872c372,growth872c372,Y905c705,growth905c705,Y959c752,growth959c752,_merge,x,r2,s,sf
201109,760410,620,3576,286119,09,0,0,0,0,0,0,0,1,0,0,0,355995,.2571573257446289,27182,-.7976894378662109,153633,-.4376411437988281,7411,-.9896116256713867,1989,816714,.0448904037475586,574818,-.160283088684082,330313,-.4801883697509766,3645485,-.1809463500976563,1450223,-.0186672210693359,15643,764081,.3026390075683594,62397,1329700,-.4631328582763672,172073,.0251998901367188,224495,-2.284403800964356,834919,109419,-.865443229675293,316731,.5725736618041992,11384,-.5003175735473633,1178424,-.0229825973510742,178788,.0124435424804688,13468,3613929,.0778636932373047,1726301,.0980072021484375,2851590,1.563188552856445,3365760,-.1584243774414063,75658,.101771354675293,217947,-.3999423980712891,111509,.0114450454711914,48816,1516192,-.3782634735107422,783280,.4999103546142578,661798,-.1384696960449219,145053,2167605,-.2420635223388672,998156,-.284907341003418,1996884,34648,225292,93577,3356374,321571,-.1939945220947266,56482,-.1812677383422852,85971,4281644,-.1748971939086914,650027,-.0900650024414063,140106,.2523641586303711,115787,.6835470199584961,159251,.6022205352783203,matched (3),208152.81,.84045327,59723.68,95784.398
201110,760410,621,3576,215897,10,0,0,0,0,0,0,0,0,1,0,0,263662,-.3002490997314453,1850,-2.687368869781494,277443,.5910491943359375,4002,-.6161708831787109,1838,876074,.0701618194580078,406943,-.3453798294067383,216507,-.4224176406860352,4690501,.252049446105957,907394,-.4688959121704102,932,614716,-.2175130844116211,105343,1247479,-.0638284683227539,39985,-1.459414482116699,80509,-1.025484085083008,1205140,69089,-.4597883224487305,85374,-1.31101131439209,9293,-.2029476165771484,943006,-.2228603363037109,174354,-.0251131057739258,10137,2319344,-.443511962890625,1484428,-.1509513854980469,1163598,-.8963594436645508,3390193,.007232666015625,33741,-.8075094223022461,128845,-.5256423950195313,106523,-.0457439422607422,34256,1166507,-.2621879577636719,266640,-1.077590942382813,543688,-.1965847015380859,363072,1859932,-.1530828475952148,855803,-.1538686752319336,2091481,48189,282123,96974,3528619,354780,.0982789993286133,99054,.5617437362670898,40830,4242802,-.0091133117675781,343157,-.6388263702392578,65959,-.7533664703369141,99126,-.1553611755371094,139568,-.1319303512573242,matched (3),263945.31,.84045327,50664.484,90413.617
201111,760410,622,3576,396033,11,0,0,0,0,0,0,0,0,0,1,0,128866,-.7158946990966797,6154,1.201916217803955,285365,.0281534194946289,20226,1.620174407958984,5111,918690,.0474987030029297,755621,.6188669204711914,223117,.0300731658935547,4055275,-.1455202102661133,1665226,.6071395874023438,9977,812773,.2792911529541016,120990,1483745,.1734447479248047,227062,1.73671817779541,1306889,2.787035942077637,1138856,213126,1.126487731933594,317997,1.315000534057617,16037,.5456371307373047,855522,-.0973615646362305,184673,.0574989318847656,3149,3045645,.2724285125732422,1737107,.1571922302246094,271703,-1.454563140869141,3043918,-.1077413558959961,41448,.2057256698608398,158832,.2092370986938477,148899,.3349065780639648,63683,2108829,.5921192169189453,459648,.5445623397827148,742991,.3123083114624023,434361,1883159,.0124111175537109,737921,-.1482038497924805,6626227,189718,433320,98499,3814977,265887,-.288426399230957,47537,-.7341575622558594,133283,3657205,-.1485252380371094,596952,.5536489486694336,88569,.2947483062744141,66818,-.3944187164306641,178980,.2487220764160156,matched (3),451583.34,.84045327,55467.301,93189.883
201112,760410,623,3576,361450,12,0,0,0,0,0,0,0,0,0,0,1,232353,.5894851684570313,4692,-.2712430953979492,142632,-.6935014724731445,4586,-1.48396110534668,1656,642872,-.3570032119750977,660556,-.1344585418701172,214762,-.0381660461425781,4075771,.0050411224365234,919717,-.5936508178710938,3822,519555,-.447479248046875,46776,1058999,-.3372459411621094,744470,1.187449455261231,1875940,.3614597320556641,683650,53620,-1.379961967468262,274656,-.1465225219726563,9739,-.4987592697143555,659500,-.2602291107177734,142241,-.2610635757446289,821,1793294,-.529658317565918,2227620,.2487125396728516,228221,-.1743946075439453,1859333,-.4929275512695313,13916,-1.091400146484375,161613,.0173578262329102,72906,-.7140970230102539,35036,1253723,-.5200157165527344,702130,.4236574172973633,684264,-.0823402404785156,11769,1473412,-.2453699111938477,1445301,.672236442565918,2868040,55363,185883,77950,3263198,197052,-.2996034622192383,96284,.7057943344116211,28374,3573446,-.0231685638427734,375842,-.4626674652099609,67745,-.268031120300293,51325,-.2637948989868164,81512,-.7865238189697266,matched (3),307447.97,.84045327,49613.098,89828.68
201201,760410,624,3576,507201,01,0,0,0,0,0,0,0,0,0,0,0,347696,.4030704498291016,13795,1.078447341918945,244504,.5389642715454102,4620,.0073871612548828,6739,513748,-.224212646484375,386676,-.5354948043823242,200997,-.0662403106689453,4393345,.0750312805175781,1502688,.4909448623657227,2026,1020969,.6755352020263672,131942,1215522,.1378498077392578,778872,.0451745986938477,2364286,.2313661575317383,867213,298311,1.716215133666992,440370,.4720964431762695,11631,.1775350570678711,725186,.0949459075927734,105898,-.2950468063354492,4254,2661900,.3949861526489258,1404322,-.4613790512084961,1163221,1.628633499145508,2765619,.3970470428466797,71633,1.638516426086426,100832,-.4717493057250977,63041,-.1453857421875,38084,1520302,.1927919387817383,621472,-.1220273971557617,861280,.2300758361816406,44729,1604685,.0853462219238281,1334312,-.0799016952514648,10618544,132701,225486,88224,3002688,272360,.3236570358276367,123808,.251429557800293,46600,4665196,.2665996551513672,361700,-.0383539199829102,98737,.376708984375,121786,.8640880584716797,89961,.0986261367797852,matched (3),478140.25,.84045327,45370.586,87556.969
201202,760410,625,3576,277214,02,1,0,0,0,0,0,0,0,0,0,0,273045,-.2416915893554688,25469,.6131553649902344,245635,.0046148300170898,9270,.6963882446289063,276,588508,.1358575820922852,898862,.8435430526733398,217920,.0808382034301758,3704032,-.1706695556640625,967351,-.4404487609863281,1005,738799,-.323481559753418,1181,946865,-.2497720718383789,374170,-.7331371307373047,1596105,-.392909049987793,845767,31130,-2.259964942932129,325230,-.3030834197998047,8003,-.3738574981689453,942383,.2619838714599609,113740,.0714387893676758,2047,2684953,.0086231231689453,1853834,.2777013778686523,396704,-1.07575798034668,3044482,.0960664749145508,48450,-.3910236358642578,68425,-.3877172470092773,93732,.3966541290283203,21498,2230704,.3834075927734375,326911,-.6424036026000977,609084,-.3464632034301758,86472,1585068,-.0122995376586914,2324488,.5550832748413086,4026219,215811,41683,126915,2642068,259204,-.0495090484619141,40723,-1.1119384765625,64070,4012598,-.150691032409668,169317,-.7590427398681641,161968,.4949398040771484,77391,-.453394889831543,92423,.0269994735717773,matched (3),220007.58,.84045327,44008.219,86858.828
201203,760410,626,3576,139861,03,0,1,0,0,0,0,0,0,0,0,0,190294,-.3610668182373047,2125,-2.483689785003662,270972,.0981683731079102,7366,-.2299089431762695,558,479579,-.2046823501586914,773245,-.1505336761474609,217550,-.0016994476318359,2541162,-.376800537109375,1202405,.2175168991088867,2825,313855,-.8560943603515625,0,980636,.0350446701049805,180601,-.728419303894043,263792,-1.800161361694336,583884,109983,1.262153625488281,186224,-.557581901550293,39740,1.602541923522949,663416,-.3510103225708008,96988,-.159327507019043,3082,3078609,.1368141174316406,1665307,-.1072463989257813,241370,-.4968595504760742,2324340,-.2698945999145508,47052,-.0292787551879883,199387,1.069509506225586,42349,-.79449462890625,20179,1259104,-.5719165802001953,281928,-.148036003112793,742810,.1984834671020508,10231,1426117,-.1056728363037109,756497,-1.122555732727051,1853130,74017,103391,208729,3192164,150742,-.5420465469360352,8524,-1.563907623291016,24448,4355710,.0820484161376953,213678,.2326974868774414,103417,-.4486293792724609,46293,-.5138797760009766,41398,-.8031425476074219,matched (3),235686.48,.84045327,37968.527,83960.359
201204,760410,627,3576,241046,04,0,0,1,0,0,0,0,0,0,0,0,263816,.3266820907592773,23468,2.401865482330322,187854,-.3663501739501953,14241,.6592502593994141,231,427502,-.1149492263793945,443482,-.555938720703125,256805,.1658878326416016,2725644,.0700836181640625,1664650,.325291633605957,6212,391108,.2200517654418945,64594,1088247,.1041221618652344,195575,.0796537399291992,400655,.4179401397705078,665301,153835,.3355550765991211,95201,-.67095947265625,13548,-1.076119422912598,854918,.2536039352416992,163301,.5210075378417969,33977,2019141,-.4218053817749023,1205912,-.3227739334106445,921566,1.339743614196777,2130428,-.0871133804321289,26668,-.5677890777587891,371483,.6222553253173828,108257,.938563346862793,16008,2338349,.6190452575683594,264885,-.0623559951782227,568963,-.2666244506835938,1398449,1173116,-.1952915191650391,1179407,.4440679550170898,2594335,392534,22825,61880,2870801,214198,.3513317108154297,16352,.6514644622802734,19190,5298969,.1960248947143555,617996,1.06201171875,101832,-.0154457092285156,81806,.5693597793579102,64033,.4361658096313477,matched (3),295190.63,.84045327,42249.648,85981.188
201205,760410,628,3576,316523,05,0,0,0,1,0,0,0,0,0,0,0,77124,-1.229837417602539,6561,-1.274494171142578,347527,.6151771545410156,11446,-.2184839248657227,5502,596696,.3334484100341797,621153,.3369197845458984,294148,.1357660293579102,4025204,.3898706436157227,1831082,.0952920913696289,1663,425313,.0838422775268555,149,874320,-.218876838684082,178799,-.0896816253662109,923120,.8346586227416992,696856,158715,.0312290191650391,398688,1.432188034057617,20516,.4149665832519531,1099523,.2516260147094727,147496,-.1017942428588867,80860,2052967,.0166139602661133,1653079,.315403938293457,163209,-1.731042861938477,2711895,.2413244247436523,23215,-.1386651992797852,587858,.4589824676513672,85251,-.2389078140258789,19354,3332675,.3543300628662109,304386,.1390008926391602,674092,.169550895690918,41577,1456565,.2164173126220703,559186,-.7462844848632813,1187727,55868,21020,119466,3033341,304314,.3511590957641602,8374,-.6692190170288086,41858,5241252,-.0109519958496094,414160,-.4002294540405273,122021,.1808691024780273,138296,.5250453948974609,181463,1.041652679443359,matched (3),290694.16,.84045327,48410.992,89170.383
201206,760410,629,3576,412126,06,0,0,0,0,1,0,0,0,0,0,0,247923,1.167703628540039,41248,1.838459014892578,210653,-.5006294250488281,43515,1.335464477539063,93,463136,-.2533864974975586,1030969,.5066766738891602,200958,-.380986213684082,2718388,-.3925361633300781,1560131,-.1601371765136719,200,908961,.7594766616821289,146274,1217565,.3311614990234375,291286,.4880428314208984,276843,-1.20430850982666,837337,203870,.2503728866577148,196847,-.7057523727416992,15635,-.271693229675293,806932,-.309391975402832,190483,.2557621002197266,87165,2379651,.1476678848266602,1704062,.0303745269775391,312441,.6493844985961914,2640055,-.0268478393554688,32583,.3389921188354492,277779,-.749659538269043,54714,-.4434804916381836,19920,2870332,-.149348258972168,299795,-.01519775390625,766595,.1285924911499023,617695,1749256,.183110237121582,1059061,.6386556625366211,1374829,63685,47567,99934,3208226,239535,-.2393608093261719,49193,1.770620346069336,89498,5179614,-.0118293762207031,560740,.3030052185058594,108242,-.1198234558105469,53820,-.943751335144043,139677,-.26171875,matched (3),314262.69,.84045327,45375.375,87559.453
201207,760410,630,3576,253167,07,0,0,0,0,0,1,0,0,0,0,0,148882,-.5099639892578125,319,-4.862166404724121,175610,-.1819467544555664,7739,-1.726832389831543,189,187650,-.9034423828125,416550,-.9062471389770508,224029,.1086788177490234,2812654,.0340890884399414,936659,-.5102062225341797,798,672282,-.3016242980957031,80732,1036708,-.1608028411865234,309985,.0622186660766602,204897,-.3009433746337891,704785,220847,.0799875259399414,287653,.379328727722168,19444,.2180261611938477,883013,.0901002883911133,172811,-.0973644256591797,16717,2188846,-.0835800170898438,1234952,-.3219823837280273,325807,.0418891906738281,2770214,.0481252670288086,17346,-.6304292678833008,416782,.4057369232177734,60081,.0935735702514648,9026,2800320,-.024693489074707,530348,.5704345703125,661772,-.1470375061035156,41360,1372332,-.2426795959472656,1093694,.0321779251098633,1037408,1277946,9912,63607,3144936,164778,-.3740997314453125,31356,-.4503459930419922,17984,4579045,-.1232404708862305,780908,.3311996459960938,88709,-.1990079879760742,45010,-.1787605285644531,20477,-1.92003059387207,matched (3),231471.47,.84045327,35393.266,82827.625
201208,760410,631,3576,353403,08,0,0,0,0,0,0,1,0,0,0,0,118506,-.2281904220581055,54200,5.135245323181152,194796,.1036872863769531,28185,1.292516708374023,3691,517998,1.015392303466797,443656,.0630426406860352,252439,.1193943023681641,3722356,.2802286148071289,774606,-.1899642944335938,1042,822273,.2013940811157227,143726,1372469,.2805614471435547,123663,-.9189643859863281,276096,.2982416152954102,832186,293503,.2844181060791016,294355,.0230312347412109,14331,-.3051137924194336,830935,-.0607881546020508,177531,.026947021484375,36633,2974530,.3067121505737305,1284662,.039463996887207,259515,-.2274904251098633,2531820,-.0899868011474609,33112,.6465339660644531,142193,-1.075377464294434,108636,.5923099517822266,35528,2312062,-.191594123840332,534238,.0073080062866211,626240,-.0551872253417969,295938,1435697,.0451393127441406,1189681,.0841245651245117,5709543,122777,268981,125882,3962769,364052,.7926969528198242,51100,.4883785247802734,94984,3662067,-.2234621047973633,134857,-1.756241798400879,231600,.9596500396728516,47092,.0452184677124023,50505,.9027700424194336,matched (3),287213.84,.84045327,43498.578,86601.727
201209,760410,632,3576,141086,09,0,0,0,0,0,0,0,1,0,0,0,106298,-.1087179183959961,6017,-2.198092460632324,211804,.0837078094482422,13590,-.7294549942016602,3610,421562,-.2060041427612305,762732,.5418577194213867,142447,-.572199821472168,3541046,-.0499343872070313,616706,-.2279624938964844,296,414842,-.6841745376586914,35805,1197585,-.1363048553466797,70228,-.5658130645751953,19316,-2.659815788269043,277887,130009,-.8142843246459961,246432,-.1777000427246094,11423,-.2267961502075195,863495,.0384359359741211,157123,-.1221160888671875,9501,2737994,-.0828609466552734,1276058,-.0067205429077148,250769,-.0342826843261719,2329742,-.0831804275512695,69508,.741546630859375,224728,.4577054977416992,81654,-.2855119705200195,21030,1423051,-.4853363037109375,459084,-.1516084671020508,517530,-.1906661987304688,17974,1203859,-.1761188507080078,579585,-.7191286087036133,1267706,37544,58439,58012,3403940,151877,-.8742256164550781,13064,-1.363924026489258,20044,4109740,.1153316497802734,587918,1.472372055053711,85724,-.9938793182373047,67840,.3650493621826172,112446,.8004007339477539,matched (3),72592.523,.84045327,45181.047,87458.898
201210,760410,633,3576,281440,10,0,0,0,0,0,0,0,0,1,0,0,125821,.168614387512207,584,-2.332442760467529,223898,.0555295944213867,42360,1.136870384216309,2492,580599,.3200931549072266,491014,-.440434455871582,269107,.636138916015625,4326765,.2003974914550781,715666,.1488208770751953,7265,877293,.7489433288574219,75284,1635892,.3118820190429688,66355,-.056727409362793,28194,.3781757354736328,836534,93514,-.3294925689697266,128299,-.6527233123779297,12168,.0631809234619141,913473,.0562658309936523,199307,.2378168106079102,14701,3001077,.0917463302612305,1370921,.0717067718505859,252789,.0080232620239258,2624251,.1190376281738281,70147,.009150505065918,150978,-.3977565765380859,92894,.1289682388305664,46502,1804534,.2374992370605469,641244,.3341770172119141,683671,.2784090042114258,72317,1493800,.2157917022705078,1339410,.837672233581543,2412437,137217,76710,90272,3447445,344148,.8180007934570313,50088,1.343921661376953,15063,4312065,.0480566024780273,514803,-.1328029632568359,79992,-.0692062377929688,74145,.0888700485229492,62249,-.5913305282592773,matched (3),272369.31,.84045327,40633.336,85198.594
201211,760410,634,3576,343414,11,0,0,0,0,0,0,0,0,0,1,0,185768,.3896379470825195,45822,4.36261796951294,276191,.2099018096923828,15676,-.9940738677978516,8619,411933,-.3431997299194336,692043,.343174934387207,298685,.1042804718017578,2959038,-.3799562454223633,1392463,.6656160354614258,2873,908035,.0344419479370117,118979,1274141,-.2499160766601563,171221,.9479360580444336,144375,1.633304595947266,1232321,358497,1.343809127807617,75897,-.5249862670898438,13413,.0974149703979492,637355,-.3599271774291992,266540,.2906780242919922,4466,4087177,.3088827133178711,1410440,.0284194946289063,579583,.8297538757324219,2272326,-.1439914703369141,28226,-.9103488922119141,320712,.7534093856811523,97223,.0455474853515625,57015,1797860,-.0037059783935547,558421,-.1382970809936523,775650,.1262245178222656,188944,2995004,.695622444152832,1627706,.1949424743652344,1128146,357419,194703,109185,4295220,215138,-.469792366027832,88256,.5664596557617188,30466,4229610,-.0193061828613281,514587,-.0004196166992188,146311,.6038084030151367,62755,-.1667842864990234,163634,.9664897918701172,matched (3),312707.72,.84045327,45983.75,87876.266
201212,760410,635,3576,249934,12,0,0,0,0,0,0,0,0,0,0,1,210941,.127079963684082,2309,-2.987949371337891,224665,-.20648193359375,6914,-.8185825347900391,608,235526,-.5590391159057617,608146,-.1292324066162109,206503,-.3690738677978516,3013488,.0182342529296875,1210090,-.1403789520263672,4512,472100,-.6540918350219727,79876,686260,-.6187715530395508,330543,.6577816009521484,147102,.0187129974365234,412751,167699,-.7597494125366211,240541,1.153513908386231,11258,-.175145149230957,609864,-.0440902709960938,245422,-.082545280456543,456,3005644,-.3073625564575195,1624213,.1411218643188477,184179,-1.146401405334473,1491898,-.4207544326782227,20421,-.3236799240112305,137978,-.843449592590332,85154,-.1325454711914063,40190,1906829,.0588445663452148,320384,-.5555925369262695,651111,-.1750211715698242,19026,2943898,-.0172109603881836,822145,-.6830101013183594,2458702,105428,124833,40479,2560842,264856,.2079067230224609,48625,-.5961036682128906,23881,3082541,-.3163557052612305,143945,-1.273933410644531,106733,-.315403938293457,86442,.3202352523803711,54597,-1.097653388977051,matched (3),230023.66,.84045327,41884.059,85802.141
201301,760410,636,3576,673622,01,0,0,0,0,0,0,0,0,0,0,0,220466,.0441656112670898,51907,3.112639427185059,330325,.3854665756225586,30206,1.474492073059082,2858,416097,.5690975189208984,871969,.3603382110595703,311221,.4101877212524414,4839084,.4736270904541016,979369,-.2115421295166016,5076,843513,.5803842544555664,123015,1788100,.9576530456542969,361918,.0906810760498047,1815081,2.512759208679199,593528,315793,.6329154968261719,285024,.169682502746582,19973,.5733022689819336,683495,.113983154296875,158425,-.4376974105834961,986,5314223,.5698947906494141,1208237,-.2958612442016602,254168,.3220882415771484,2893356,.6623678207397461,124699,1.809338569641113,247302,.5835161209106445,138264,.4847030639648438,22349,2454786,.252598762512207,407251,.2399091720581055,861527,.2800264358520508,256855,3429261,.1526098251342773,2292849,1.025633811950684,3375987,245212,457383,104584,3502680,274357,.0352439880371094,68515,.3429145812988281,63578,4483145,.3745698928833008,432793,1.100828170776367,117589,.0968647003173828,104772,.1923131942749023,111113,.7105693817138672,matched (3),646514.13,.84045327,45744.645,87751.383
201302,760410,637,3576,390267,02,1,0,0,0,0,0,0,0,0,0,0,244761,.1045379638671875,55743,.0712976455688477,254056,-.2625226974487305,8792,-1.234198570251465,690,365498,-.1296577453613281,828669,-.0509328842163086,179916,-.5480127334594727,3426158,-.3452854156494141,1620465,.5035600662231445,1590,566066,-.39886474609375,62619,1061413,-.5215530395507813,250968,-.3660926818847656,233939,-2.048825263977051,185017,47105,-1.902707099914551,452771,.4628133773803711,9311,-.7631855010986328,733129,.0701026916503906,210067,.2821455001831055,1309,1962723,-.9960536956787109,1104923,-.0893869400024414,837211,1.192080497741699,2657048,-.0852012634277344,51792,-.878666877746582,177116,-.3338050842285156,72211,-.6495723724365234,16841,2391915,-.0259456634521484,239140,-.5323801040649414,784160,-.0940933227539063,129194,2757966,-.2178516387939453,2011497,-.130915641784668,2045890,17460,438640,98911,2634240,182511,-.4076194763183594,16411,-1.429100036621094,70410,4394430,-.0199861526489258,382562,-.1233692169189453,105182,-.1115036010742188,108039,.030705451965332,69237,-.4730129241943359,matched (3),408736.81,.84045327,33642.758,82094.867
201303,760410,638,3576,570565,03,0,1,0,0,0,0,0,0,0,0,0,260151,.0609807968139648,27138,-.7198162078857422,254244,.0007400512695313,23606,.9876585006713867,1660,270070,-.3025798797607422,874227,.0535192489624023,164263,-.0910215377807617,2884445,-.1721076965332031,1127449,-.3627557754516602,5471,649095,.1368684768676758,43075,623581,-.5318775177001953,484709,.6582231521606445,348273,.3979263305664063,693422,159767,1.22133731842041,206886,-.7832183837890625,24957,.9859580993652344,636108,-.1419534683227539,159806,-.2734661102294922,1671,2393550,.1984443664550781,1440460,.2651872634887695,244793,-1.229663848876953,2321225,-.1351213455200195,28556,-.5953683853149414,251188,.3493967056274414,62770,-.1401147842407227,15747,1572092,-.4196872711181641,305829,.245976448059082,561801,-.333465576171875,20609,2728650,-.010685920715332,2257780,.1155023574829102,1946682,283738,455690,118742,2381757,261562,.3598604202270508,62254,1.333270072937012,39505,5734509,.2661638259887695,454946,.1732883453369141,106541,.0128383636474609,94448,-.1344423294067383,140238,.705805778503418,matched (3),575913.44,.84045327,49847.289,89958.234
201304,760410,639,3576,643390,04,0,0,1,0,0,0,0,0,0,0,0,263990,.0146484375,873,-3.436755180358887,265016,.0414953231811523,38098,.4786615371704102,820,396405,.3837556838989258,1420547,.4854574203491211,242833,.3909053802490234,2586996,-.1088342666625977,1695247,.4078712463378906,6057,564366,-.1398763656616211,103325,882414,.3471822738647461,247190,-.6733913421630859,447729,.2512016296386719,953392,372544,.8466386795043945,469771,.8200769424438477,10805,-.8371448516845703,714419,.1161012649536133,230748,.3673648834228516,35427,2282352,-.0475702285766602,1152981,-.2226123809814453,359356,.3839006423950195,2690415,.1476011276245117,98316,1.236319541931152,340966,.3055810928344727,74689,.1738557815551758,28417,2507071,.4667081832885742,358583,.1591339111328125,803010,.3572196960449219,24415,3947343,.3692350387573242,1353637,-.5115871429443359,2759977,217435,326275,136936,2571228,312231,.1770725250244141,26403,-.8577451705932617,49521,4721485,-.1943788528442383,699667,.4304256439208984,110471,.0362234115600586,49700,-.6420450210571289,42725,-1.188556671142578,matched (3),593704.81,.84045327,42609.277,86158.477
201305,760410,640,3576,663535,05,0,0,0,1,0,0,0,0,0,0,0,325133,.2083234786987305,4526,1.645658493041992,211497,-.2255792617797852,16960,-.8093042373657227,8677,421421,.0611953735351563,1218296,-.1535892486572266,188562,-.2529468536376953,2837904,.0925683975219727,1646860,-.0289583206176758,14799,874966,.4384822845458984,117207,1245480,.3446149826049805,343248,.3282957077026367,570161,.2417306900024414,1070757,300813,-.2138662338256836,440370,-.0646295547485352,25980,.8773174285888672,691822,-.0321407318115234,202609,-.1300477981567383,131970,3066813,.2954320907592773,1900044,.4995269775390625,473577,.2760009765625,2946062,.0907735824584961,48196,-.7129106521606445,344947,.0116081237792969,59798,-.2223606109619141,24710,2976414,.1716041564941406,550017,.4277896881103516,741261,-.0800142288208008,415554,4685528,.1714363098144531,1975214,.3778820037841797,2304026,36288,529890,70527,3482474,307972,-.0137348175048828,50351,.6455411911010742,117701,4807157,.0179824829101563,733264,.0469017028808594,188819,.5360355377197266,132387,.9797248840332031,167175,1.364256858825684,matched (3),612312.13,.84045327,41785.566,85754.102
201306,760410,641,3576,523904,06,0,0,0,0,1,0,0,0,0,0,0,144226,-.8128528594970703,15771,1.248333930969238,225454,.0639057159423828,19257,.1270170211791992,6236,237146,-.574955940246582,1241597,.0189456939697266,194689,.0319766998291016,4007203,.345026969909668,1372319,-.182368278503418,1926,1103501,.2320585250854492,991,784508,-.46221923828125,233361,-.3858661651611328,307970,-.6159172058105469,325480,333888,.1043167114257813,157770,-1.026476860046387,17023,-.4227609634399414,781283,.1216087341308594,251900,.2177543640136719,93974,2926951,-.0466775894165039,1299823,-.3796491622924805,222463,-.7555532455444336,2703370,-.0859699249267578,28794,-.5151090621948242,443883,.2521696090698242,66717,.1094875335693359,14962,2248508,-.2804527282714844,544533,-.0100212097167969,738554,-.0036592483520508,18273,3441577,-.3085489273071289,720601,-1.008346557617188,940937,634359,316708,66357,2990116,140410,-.7854423522949219,33079,-.4201192855834961,54004,5042920,.0478792190551758,499613,-.3836727142333984,102482,-.6111021041870117,57511,-.8337535858154297,150798,-.1030998229980469,matched (3),467707,.84045327,48959.855,89469.547
201307,760410,642,3576,484602,07,0,0,0,0,0,1,0,0,0,0,0,180823,.2261371612548828,42167,.9834651947021484,214489,-.0498580932617188,16157,-.1755218505859375,392,171989,-.3212451934814453,577504,-.7654380798339844,256494,.2757015228271484,2717777,-.3882789611816406,1438573,.047149658203125,209,1730670,.4500207901000977,55205,961158,.2030820846557617,215072,-.0816135406494141,280676,-.0928010940551758,948548,154980,-.7675094604492188,224178,.3513011932373047,14622,-.15203857421875,785973,.0059843063354492,196300,-.2493886947631836,46837,3002046,.0253324508666992,1210342,-.0713253021240234,245733,.0994844436645508,2920075,.0771102905273438,39844,.3248043060302734,434847,-.0205659866333008,94830,.3516254425048828,18001,2125908,-.0560674667358398,600749,.0982484817504883,686063,-.0737247467041016,43798,2650047,-.2613525390625,3973263,1.707257270812988,1623724,304926,284569,63264,2994590,194565,.3261995315551758,39905,.1876029968261719,109013,4908819,-.026951789855957,766418,.4278945922851563,117286,.1349287033081055,108407,.6339168548583984,42129,-1.275204658508301,matched (3),357219.22,.84045327,32829.809,81765.086
201308,760410,643,3576,578095,08,0,0,0,0,0,0,1,0,0,0,0,194049,.070591926574707,7724,-1.697305679321289,249252,.1502065658569336,30737,.6431140899658203,0,285196,.5057458877563477,621434,.0733137130737305,296210,.1439628601074219,4012024,.3894815444946289,1417903,-.0144720077514648,12006,1991600,.1404294967651367,50335,1019093,.0585298538208008,257283,.1792030334472656,368461,.2721338272094727,1210483,280974,.594965934753418,696948,1.134270668029785,18667,.2442302703857422,846986,.0747623443603516,176164,-.1082286834716797,64086,2936718,-.0220012664794922,812437,-.3986196517944336,403000,.4946908950805664,3051008,.0438623428344727,56330,.3462562561035156,346155,-.2281084060668945,103396,.0864810943603516,36762,1887019,-.1192007064819336,492930,-.1978092193603516,753156,.0933027267456055,24165,2967824,.1132516860961914,1300126,-1.11712646484375,2037369,87356,540059,107647,3531398,300460,.4345483779907227,18350,-.7768726348876953,74937,3867260,-.2384872436523438,693350,-.1001930236816406,137237,.1570940017700195,92699,-.1565351486206055,82883,.6766929626464844,matched (3),519879,.84045327,39795.461,84802.188
