period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1829c826,growth1829c826,Y1855c792,growth1855c792,Y22c124,growth22c124,Y251c191,Y253c428,growth253c428,Y264c757,growth264c757,Y2728c757,growth2728c757,Y2735c251,growth2735c251,Y2738c752,growth2738c752,Y2738c792,growth2738c792,Y2739c752,growth2739c752,Y2741c251,growth2741c251,Y2763c705,growth2763c705,Y2778c251,growth2778c251,Y2780c620,growth2780c620,Y2780c757,growth2780c757,Y2846c251,growth2846c251,Y2846c757,growth2846c757,Y2857c792,growth2857c792,Y2865c620,growth2865c620,Y2955c251,growth2955c251,Y2955c826,growth2955c826,Y2973c203,Y2973c757,growth2973c757,Y2975c246,growth2975c246,Y2975c752,growth2975c752,Y2975c757,growth2975c757,Y2975c807,growth2975c807,Y328c757,growth328c757,Y336c442,Y3800c752,growth3800c752,Y3848c376,Y3977c251,growth3977c251,Y3982c703,growth3982c703,Y3992c440,growth3992c440,Y4620c703,growth4620c703,Y4632c792,growth4632c792,Y4644c208,growth4644c208,Y4691c124,growth4691c124,Y4691c826,growth4691c826,Y4743c705,growth4743c705,Y4924c792,growth4924c792,Y4942c251,growth4942c251,Y4966c251,growth4966c251,Y4992c246,growth4992c246,Y660c208,growth660c208,Y660c300,growth660c300,Y660c705,growth660c705,Y660c752,growth660c752,Y917c586,growth917c586,_merge,x,r2,s,sf
201011,841590,610,3858,20802442,11,0,0,0,0,0,0,0,0,0,1,0,1785263,-.227971076965332,50654,-.5422801971435547,538013,-.3551025390625,22262,26913,.5581769943237305,4250916,-.0277099609375,2712913,.0697078704833984,21691584,.2682819366455078,1592993,-.1938695907592773,930755,-.5837945938110352,294481,-.1118059158325195,9614783,.1707124710083008,3220773,-.1861572265625,2742899,.779780387878418,265116,.1358680725097656,1307932,.254878044128418,13664810,.2464332580566406,1833281,-.1054086685180664,310893,-.5316600799560547,129679,-.1994171142578125,1170673,-.23321533203125,2135655,-.3773126602172852,54969,77212,.9301738739013672,1642364,-.1877193450927734,3297481,.1086635589599609,4739898,.0556573867797852,78494,-.9169530868530273,595706,-.2901182174682617,175585,2686059,.3692703247070313,71000,7565173,-.0105915069580078,276963,.5280189514160156,604702,-.1390132904052734,213597,-.3367033004760742,369535,.5400457382202148,1388380,-.3821983337402344,6834169,.0110130310058594,10678576,.3253612518310547,12756,.3431262969970703,985133,-.6556777954101563,2237006,.3821229934692383,2070487,-.0327301025390625,512857,.1383790969848633,7233595,-.131195068359375,419753,-.2615242004394531,136609,.7095088958740234,3889460,-.1049098968505859,205880,.5273952484130859,matched (3),21879862,.90805501,2316450.5,6655047
201012,841590,611,3858,19895664,12,0,0,0,0,0,0,0,0,0,0,1,1323899,-.298985481262207,42018,-.186920166015625,593954,.0989198684692383,44552,89348,1.199929237365723,5486583,.2551717758178711,2219662,-.2006683349609375,23832030,.0941066741943359,2178078,.3128280639648438,3816963,1.411213874816895,234668,-.2270431518554688,12479269,.2607669830322266,3524463,.0901060104370117,2837417,.033879280090332,238334,-.1064939498901367,1440096,.0962629318237305,21354936,.4464588165283203,2256270,.207606315612793,585188,.6324844360351563,220585,.5312204360961914,1304587,.1083078384399414,4573694,.7615480422973633,74790,94374,.2007102966308594,1480935,-.1034631729125977,3029495,-.0847635269165039,5251786,.1025533676147461,131125,.5131282806396484,848006,.3531408309936523,144214,2043091,-.2736120223999023,189000,9854260,.2643489837646484,445450,.4752016067504883,492308,-.2056312561035156,270451,.2359991073608398,925444,.9180278778076172,1727473,.2185220718383789,10683159,.4467334747314453,11522633,.0760726928710938,21135,.5049285888671875,2049061,.7323598861694336,1916471,-.1546535491943359,2563146,.2134523391723633,459687,-.1094512939453125,5572880,-.2608242034912109,393012,-.065826416015625,83907,-.4874134063720703,3269636,-.1735916137695313,404918,.6763916015625,matched (3),22041332,.90805501,2174559,6606997.5
201101,841590,612,3858,24459756,01,0,0,0,0,0,0,0,0,0,0,0,3396929,.942291259765625,105263,.9183645248413086,891116,.4056720733642578,42845,98554,.0980653762817383,5414528,-.0132198333740234,3525278,.4626045227050781,28375316,.1744880676269531,3503607,.4753503799438477,5164882,.3024272918701172,809335,1.238041877746582,17377124,.3310871124267578,5383459,.4236030578613281,4012088,.3464174270629883,1086082,1.516658782958984,5767643,1.387553215026856,33116208,.4387397766113281,4845297,.7642955780029297,941221,.4752445220947266,332136,.4092617034912109,2307860,.5704345703125,7553412,.501678466796875,89940,247635,.9646902084350586,5712148,1.349921226501465,9739427,1.16778564453125,11452811,.7796669006347656,136111,.0373201370239258,622561,-.309046745300293,122685,3929136,.653956413269043,725000,9287151,-.0592727661132813,391167,-.1299505233764648,671835,.310908317565918,375095,.3270883560180664,829758,-.1091394424438477,1753767,.015106201171875,10703186,.0018730163574219,18606412,.4791946411132813,10353,-.7136545181274414,3139264,.4266071319580078,2833656,.391082763671875,2511733,-.0202627182006836,775067,.5224037170410156,6117103,.0931768417358398,1629025,1.421896934509277,195247,.8445568084716797,4093410,.2246999740600586,446259,.0972146987915039,matched (3),29303034,.90805501,2351670.8,6667388
201102,841590,613,3858,18889084,02,1,0,0,0,0,0,0,0,0,0,0,4180525,.2075653076171875,32192,-1.184743881225586,1379906,.4372959136962891,51199,146614,.3971986770629883,5352526,-.0115175247192383,4017442,.1306858062744141,26702876,-.0607471466064453,3838263,.0912265777587891,6218912,.1857128143310547,892126,.0973939895629883,19033394,.0910396575927734,6405507,.1738271713256836,4911920,.2023525238037109,1887811,.5528411865234375,9605884,.5101127624511719,44158828,.2877712249755859,7190091,.3946952819824219,1642389,.5567293167114258,559137,.5208501815795898,7503278,1.179018974304199,9420307,.2208681106567383,491719,744787,1.101142883300781,6689675,.1579704284667969,10976812,.1196041107177734,13691141,.1785125732421875,492940,1.286916732788086,704259,.1233053207397461,291379,3925835,-.0008411407470703,754000,13714761,.3898410797119141,1511627,1.351806640625,955097,.3517999649047852,357126,-.0490903854370117,765452,-.0806674957275391,1874677,.0666704177856445,12052278,.1187114715576172,18776388,.0090923309326172,13980,.3003520965576172,2921503,-.0718908309936523,5252354,.6171083450317383,5557518,.7941789627075195,683938,-.1250829696655273,6377127,.0416288375854492,1631124,.0012874603271484,364739,.6249160766601563,6229636,.4199399948120117,277916,-.4735803604125977,matched (3),23538916,.90805501,2282996.3,6643476.5
201103,841590,614,3858,21207380,03,0,1,0,0,0,0,0,0,0,0,0,6212142,.3960685729980469,164989,1.634160041809082,2125750,.4321098327636719,70556,360398,.8994054794311523,6720105,.2275352478027344,4990758,.2169427871704102,27379384,.0250186920166016,4849632,.2338829040527344,7524330,.190546989440918,1247997,.3356876373291016,20650360,.0815372467041016,7422969,.1474208831787109,5809767,.1678762435913086,3972825,.7440595626831055,11759047,.2022476196289063,49045748,.1049594879150391,9296525,.2569360733032227,2329431,.3494720458984375,639129,.1337118148803711,11221598,.4025001525878906,12487832,.2818870544433594,779772,970483,.2646951675415039,7393460,.1000308990478516,13193694,.1839542388916016,16510126,.187225341796875,672704,.310917854309082,1631177,.8399105072021484,818242,5703781,.3735504150390625,1540000,17825528,.2621593475341797,3832394,.9303035736083984,1874056,.6740474700927734,699138,.6717596054077148,833333,.0849666595458984,2406134,.2495851516723633,13403120,.1062335968017578,19348880,.0300350189208984,23737,.5294065475463867,7142065,.8939037322998047,6300208,.1819067001342773,9886598,.5760288238525391,954942,.3337841033935547,9126648,.3584804534912109,2273144,.3318948745727539,808469,.7959604263305664,8568970,.3188295364379883,391302,.3421602249145508,matched (3),34214308,.90805501,2764736,6824036.5
201104,841590,615,3858,24049444,04,0,0,1,0,0,0,0,0,0,0,0,7234427,.1523456573486328,93238,-.5707235336303711,4649425,.782618522644043,75069,554204,.4303245544433594,9462247,.3422060012817383,4950188,-.0081624984741211,22124652,-.2130985260009766,3786678,-.2474136352539063,7842011,.0413532257080078,557172,-.8064212799072266,17689948,-.1547355651855469,6214679,-.1776647567749023,4894062,-.1715183258056641,3002680,-.2799720764160156,10615821,-.1022777557373047,50532688,.0298671722412109,7057033,-.2756156921386719,2837264,.1972160339355469,796450,.220057487487793,13149614,.1585521697998047,16209388,.2608356475830078,830603,760595,-.2436923980712891,3796686,-.6664676666259766,6500619,-.7078428268432617,10474636,-.45501708984375,397573,-.5259265899658203,4440879,1.001550674438477,1373925,6412797,.1171665191650391,2783000,13048549,-.3119544982910156,1720808,-.8006954193115234,1757289,-.0643329620361328,381702,-.6052083969116211,325702,-.9394502639770508,2761022,.1375799179077148,14232356,.0600318908691406,22346868,.1440525054931641,35035,.389312744140625,6573971,-.0828838348388672,6693723,.0605869293212891,8213830,-.1853618621826172,681908,-.336756706237793,10263756,.1174201965332031,5925466,.958094596862793,2907290,1.279834747314453,11312014,.2777166366577148,480928,.2062387466430664,matched (3),30137304,.90805501,2752523.5,6819098
201105,841590,616,3858,28357010,05,0,0,0,1,0,0,0,0,0,0,0,5858581,-.2109441757202148,63801,-.3793859481811523,4022871,-.1447477340698242,66143,657626,.1711034774780273,7801288,-.1930208206176758,5398160,.0866327285766602,25006276,.1224346160888672,3851081,.0168647766113281,3385217,-.8400774002075195,767602,.3203973770141602,19247828,.0844020843505859,6285875,.0113906860351563,4817513,-.0157642364501953,3602722,.1821842193603516,10736214,.0112762451171875,47711112,-.0574550628662109,7203923,.0206012725830078,1458492,-.6654367446899414,436672,-.6009817123413086,17153664,.2658195495605469,21456984,.2804603576660156,695777,929785,.2008514404296875,3641418,-.0417556762695313,8381812,.2541675567626953,14100533,.2972564697265625,694433,.5577173233032227,9441040,.7542142868041992,1322141,8258134,.2529029846191406,4403000,16653289,.2439308166503906,2758804,.4720029830932617,2883751,.4953193664550781,444822,.1530342102050781,610007,.6274881362915039,2814990,.0193576812744141,16786138,.1650352478027344,25131468,.1174335479736328,72492,.7271289825439453,8437198,.2495326995849609,5594096,-.1794586181640625,11776807,.3603134155273438,1168563,.5386362075805664,15186682,.3917999267578125,8201088,.325007438659668,3144801,.0785284042358398,11883396,.0492782592773438,469354,-.0243606567382813,matched (3),46993336,.90805501,3742216,7275155.5
201106,841590,617,3858,28088852,06,0,0,0,0,1,0,0,0,0,0,0,6800920,.1491508483886719,197622,1.130587577819824,2311738,-.5539960861206055,55231,333071,-.6802806854248047,6197562,-.230133056640625,4531878,-.174921989440918,32700340,.2682590484619141,2677592,-.3634357452392578,3233323,-.0459070205688477,563074,-.3098602294921875,18108132,-.0610370635986328,4700966,-.2905368804931641,5541193,.1399517059326172,2024243,-.5764942169189453,9996141,-.0714225769042969,32094420,-.3964824676513672,4455794,-.4804201126098633,905860,-.4762735366821289,326606,-.2904281616210938,14403740,-.1747245788574219,18250716,-.1618461608886719,276926,567022,-.4945545196533203,4066898,.1105079650878906,7587871,-.099513053894043,11108455,-.2385063171386719,327130,-.7527389526367188,10027875,.060302734375,1336257,5518992,-.4030036926269531,3921000,14757498,-.1208572387695313,1790889,-.4320850372314453,2911955,.0097332000732422,392131,-.1260776519775391,468526,-.2638788223266602,1848167,-.4207649230957031,13713089,-.2022037506103516,17861624,-.3414649963378906,88740,.2022342681884766,7207988,-.1574611663818359,8730250,.4450826644897461,10756958,-.0905799865722656,886286,-.2764911651611328,14092240,-.0747947692871094,10370712,.2347202301025391,3445826,.0914134979248047,11208310,-.0584869384765625,183244,-.9405384063720703,matched (3),27350996,.90805501,3200393.3,7011863
201107,841590,618,3858,27949976,07,0,0,0,0,0,1,0,0,0,0,0,3598196,-.6366252899169922,116197,-.5310697555541992,1723535,-.2936220169067383,44556,230883,-.3664445877075195,5316063,-.1534233093261719,4685258,.0332851409912109,31161948,-.048187255859375,3003742,.1149406433105469,2774238,-.1531343460083008,801009,.3524618148803711,16729618,-.0791816711425781,5656856,.1851005554199219,3796720,-.3780727386474609,1248656,-.4831275939941406,8418833,-.1717281341552734,22626070,-.349578857421875,3765835,-.1682357788085938,857963,-.0543241500854492,165939,-.6771335601806641,9272784,-.4404029846191406,11424995,-.4684009552001953,199140,266702,-.7542667388916016,4772791,.1600503921508789,9881643,.2641277313232422,13194302,.1720790863037109,174096,-.6307506561279297,9223057,-.0836639404296875,661878,3515990,-.4508733749389648,3354000,12027890,-.2045230865478516,698123,-.9420719146728516,2861386,-.0175189971923828,251645,-.4435768127441406,403039,-.1505584716796875,1617409,-.1333684921264648,12379191,-.1023330688476563,13772804,-.2599601745605469,36169,-.8975086212158203,4361138,-.5024566650390625,7840507,-.1074905395507813,8267928,-.2631683349609375,875895,-.0117931365966797,11176372,-.2318210601806641,8835393,-.1602210998535156,2930337,-.1620464324951172,10759292,-.0408859252929688,370805,.7048578262329102,matched (3),27393316,.90805501,2659620.5,6782130
201108,841590,619,3858,27515548,08,0,0,0,0,0,0,1,0,0,0,0,3105110,-.1473836898803711,40208,-1.061221122741699,1443435,-.1773519515991211,52442,29345,-2.062788963317871,6342426,.1765289306640625,4256259,-.0960311889648438,27918836,-.1098976135253906,3226042,.0713977813720703,1409387,-.6772212982177734,499610,-.4720449447631836,15727143,-.0617923736572266,5509764,-.0263462066650391,2971009,-.2452354431152344,724265,-.5446662902832031,3692256,-.8242340087890625,18260244,-.2143764495849609,2721188,-.3249015808105469,650108,-.2774229049682617,124572,-.2867364883422852,1976982,-1.545513153076172,6470493,-.5685510635375977,45869,83561,-1.160554885864258,4403387,-.0805568695068359,10684373,.0781021118164063,9062376,-.3756542205810547,416962,.8733882904052734,7462860,-.2117671966552734,426919,2579517,-.3097190856933594,1015000,10613791,-.1250743865966797,591964,-.1649503707885742,1252690,-.8260126113891602,177738,-.3477087020874023,334422,-.1866302490234375,1883150,.1521205902099609,11304365,-.0908279418945313,11120170,-.2139339447021484,22607,-.4699420928955078,4468825,.0243930816650391,4630566,-.5266246795654297,4139863,-.6917209625244141,680446,-.252497673034668,9415391,-.1714572906494141,5376287,-.4967670440673828,1768113,-.5052042007446289,6969436,-.4342355728149414,288957,-.2493991851806641,matched (3),19881878,.90805501,2184840.8,6610388.5
201109,841590,620,3858,19677904,09,0,0,0,0,0,0,0,1,0,0,0,3052072,-.0172281265258789,33643,-.1782608032226563,1048383,-.3197765350341797,47889,22375,-.2711782455444336,5802494,-.0889739990234375,3762804,-.1232261657714844,19806976,-.3432674407958984,2604526,-.2140054702758789,1447405,.0266170501708984,401778,-.2179279327392578,10472732,-.4066123962402344,4843972,-.1287870407104492,1663499,-.5799789428710938,423032,-.5377092361450195,1515929,-.8902091979980469,9987477,-.6033954620361328,2128463,-.2456684112548828,491321,-.2800407409667969,129962,.0423583984375,1295344,-.422795295715332,2499529,-.9511499404907227,35871,28556,-1.073709487915039,1833104,-.8763637542724609,7614690,-.3387022018432617,5783618,-.449101448059082,308135,-.3024568557739258,2786206,-.9852571487426758,320551,1265403,-.7122116088867188,272000,9846597,-.0750274658203125,265515,-.8017740249633789,1242125,-.0084695816040039,504000,1.042265892028809,239521,-.3337621688842773,1734607,-.0821657180786133,8580908,-.2756490707397461,10010082,-.1051692962646484,32468,.361994743347168,2846836,-.4509172439575195,1615070,-1.053300857543945,2610902,-.4609670639038086,638474,-.0636672973632813,8513137,-.1007347106933594,2975959,-.5914325714111328,977287,-.5928878784179688,5311398,-.2716789245605469,365424,.2347812652587891,matched (3),17958274,.90805501,2278630.3,6641977.5
201110,841590,621,3858,18727384,10,0,0,0,0,0,0,0,0,1,0,0,1815912,-.5192337036132813,3194,-2.354531288146973,730757,-.3609237670898438,17949,4202,-1.672383308410645,3944397,-.385991096496582,3324483,-.1238498687744141,17400562,-.1295318603515625,2061684,-.2337274551391602,972389,-.3977718353271484,301683,-.2865228652954102,8742208,-.1806125640869141,3767946,-.2512054443359375,3107383,.6248579025268555,288936,-.3812427520751953,927801,-.4909658432006836,8887532,-.1166820526123047,1916869,-.1047067642211914,376582,-.2659616470336914,65419,-.6864299774169922,559904,-.8387660980224609,1390214,-.5866451263427734,18572,26070,-.0910816192626953,1427891,-.249812126159668,4772539,-.4672002792358398,4786439,-.1892433166503906,166923,-.6130056381225586,817100,-1.226675033569336,287977,1159404,-.0874843597412109,105000,9672228,-.0178680419921875,1423601,1.67927360534668,845417,-.3847494125366211,189225,-.979640007019043,404142,.5231256484985352,1318421,-.2743453979492188,7681503,-.1107244491577148,9860786,-.0150260925292969,13930,-.8462095260620117,1499459,-.6411037445068359,1649860,.0213127136230469,1664731,-.4500322341918945,483561,-.2779035568237305,7333998,-.1490898132324219,583834,-1.628704071044922,239284,-1.407129287719727,4190623,-.2370061874389648,95956,-1.337168693542481,matched (3),18712440,.90805501,2536425,6734772.5
201111,841590,622,3858,16751978,11,0,0,0,0,0,0,0,0,0,1,0,1348099,-.2978916168212891,7945,.9112691879272461,530641,-.3199949264526367,10259,1880,-.8042888641357422,3647477,-.0782604217529297,3492771,.0493812561035156,18835886,.0792617797851563,1892458,-.0856466293334961,1418057,.3772869110107422,251965,-.1800870895385742,7896533,-.1017389297485352,3369147,-.1118698120117188,2409281,-.2544527053833008,243919,-.1693687438964844,1317150,.350407600402832,13064853,.3852767944335938,1748416,-.0919828414916992,214224,-.5641136169433594,42188,-.4386768341064453,1026094,.6057491302490234,1495271,.072850227355957,60473,23028,-.1240749359130859,1185635,-.1859197616577148,2903600,-.4969272613525391,4615787,-.0363044738769531,164875,-.0123443603515625,581497,-.3401556015014648,168027,1320205,.1298809051513672,102000,8073913,-.1806192398071289,278386,-1.631936073303223,853296,.0092763900756836,171145,-.1004257202148438,205755,-.6750802993774414,1169978,-.119450569152832,8115945,.0550146102905273,13267184,.2967281341552734,8131,-.5383615493774414,1264193,-.1706705093383789,1581443,-.0423526763916016,2425616,.3764219284057617,443322,-.0868816375732422,7164658,-.0233602523803711,220258,-.9748172760009766,182471,-.2710599899291992,4300180,.0258073806762695,126214,.2740888595581055,matched (3),16993658,.90805501,2127129.3,6591539
201112,841590,623,3858,19871792,12,0,0,0,0,0,0,0,0,0,0,1,1928822,.3582134246826172,9464,.174952507019043,670235,.2335424423217773,33591,20049,2.366907119750977,4245932,.1519250869750977,2857056,-.2009038925170898,20857678,.101959228515625,2590622,.314021110534668,1506052,.0602045059204102,232543,-.0802145004272461,12418479,.4527616500854492,4101696,.1967411041259766,2663397,.1002740859985352,258606,.0584697723388672,1460281,.1031589508056641,19096820,.3795948028564453,2256467,.2550897598266602,527303,.9007530212402344,116295,1.013994216918945,804842,-.2428684234619141,5186210,1.243695259094238,57052,39434,.5379180908203125,2579605,.7773571014404297,4101437,.3453855514526367,6738205,.3783111572265625,102450,-.4758129119873047,733892,.2327556610107422,206554,1173063,-.118168830871582,89000,11729626,.373478889465332,1022611,1.301105499267578,654121,-.2658138275146484,214185,.2243289947509766,675403,1.188623428344727,1538556,.273859977722168,13488068,.5079755783081055,15699151,.1683120727539063,11901,.3809385299682617,1899559,.4071874618530273,1626144,.0278739929199219,2030278,-.177912712097168,370422,-.1796531677246094,6713172,-.0650882720947266,152600,-.3669795989990234,95932,-.6429519653320313,3973179,-.0790901184082031,305245,.8831357955932617,matched (3),20323644,.90805501,2712980.3,6803232.5
201201,841590,624,3858,22284036,01,0,0,0,0,0,0,0,0,0,0,0,2993842,.4396486282348633,16409,.5503349304199219,1274348,.6425619125366211,35087,117609,1.769186973571777,5145221,.1921072006225586,4049992,.3489236831665039,27895772,.2907524108886719,3188025,.2075033187866211,1572558,.0432119369506836,843148,1.288066864013672,21270628,.5381412506103516,5539847,.3005657196044922,5123066,.6541509628295898,783381,1.10831356048584,7374448,1.619392395019531,32819324,.5414962768554688,4622713,.7171821594238281,880540,.5127601623535156,62698,-.6178007125854492,2732324,1.222262382507324,7076948,.3108396530151367,271444,209122,1.668289184570313,5739383,.7997159957885742,11416563,1.023728370666504,12328664,.6041345596313477,177399,.5490264892578125,571882,-.2494287490844727,130676,4213973,1.278787612915039,480000,13478085,.1389484405517578,1378228,.2984399795532227,719894,.0958118438720703,730547,1.226953506469727,888110,.2737855911254883,2024975,.2747125625610352,12581130,-.0696086883544922,20700634,.2765579223632813,19770,.5075435638427734,3696164,.6656742095947266,1817566,.1112861633300781,3622963,.5791196823120117,754852,.711878776550293,6323450,-.0598068237304688,762737,1.609092712402344,298479,1.13506031036377,11631315,1.07413387298584,348845,.1335124969482422,matched (3),22088266,.90805501,2994040.5,6920114.5
201202,841590,625,3858,20839614,02,1,0,0,0,0,0,0,0,0,0,0,4424129,.3905153274536133,23670,.3663778305053711,1663060,.2662248611450195,68818,145491,.2127485275268555,5779174,.1161928176879883,4991884,.2090978622436523,25999192,-.0704097747802734,4315586,.3028316497802734,3992437,.9316978454589844,842104,-.0012388229370117,20337532,-.0448589324951172,5050214,-.0925359725952148,5925040,.1454343795776367,2889440,1.305198669433594,10511643,.354461669921875,38758408,.1663303375244141,6460619,.334742546081543,1067560,.1925954818725586,153086,.8926706314086914,6911286,.9280023574829102,11413231,.477931022644043,375509,539304,.9473609924316406,6772870,.1655731201171875,13508726,.1682701110839844,15675802,.2401905059814453,444570,.918705940246582,546927,-.0446176528930664,257471,3184511,-.2801074981689453,1684000,14909319,.1009197235107422,1022723,-.2983303070068359,1021090,.3495216369628906,236461,-1.128009796142578,407941,-.7779731750488281,2254229,.1072511672973633,13117238,.0417308807373047,14672617,-.3441810607910156,18954,-.0421504974365234,4572820,.212834358215332,4340315,.8704490661621094,7322301,.7036323547363281,865339,.1365995407104492,7192203,.1287326812744141,1348293,.5696821212768555,363144,.1961002349853516,6298221,-.6134328842163086,200453,-.5540475845336914,matched (3),19942280,.90805501,2760007,6822122
201203,841590,626,3858,28383050,03,0,1,0,0,0,0,0,0,0,0,0,6508686,.3860645294189453,35757,.4125375747680664,2218152,.2880144119262695,72866,310165,.7569894790649414,7244591,.2259941101074219,5770548,.144953727722168,22226088,-.15679931640625,5119427,.1708097457885742,5416183,.3049898147583008,755427,-.1086206436157227,19460320,-.0440902709960938,6429968,.2415390014648438,3967165,-.4011354446411133,2956609,.022979736328125,12833540,.1995792388916016,32988244,-.1611957550048828,8414022,.2641744613647461,1538369,.3653469085693359,548973,1.277049064636231,7446790,.0746278762817383,11119607,-.0260639190673828,628618,898372,.5103054046630859,5345375,-.2366933822631836,10321149,-.2691402435302734,16328473,.0407924652099609,499590,.1166801452636719,2180527,1.383007049560547,914420,5618742,.5678091049194336,1298000,19087854,.2470664978027344,2333532,.8249139785766602,2052081,.6979837417602539,303374,.2491827011108398,548975,.2969303131103516,2509589,.1073102951049805,14725339,.1156425476074219,23801480,.4837646484375,24995,.2766609191894531,6196620,.3038740158081055,4636455,.0660028457641602,6536581,-.1135110855102539,1007778,.1523818969726563,9280263,.2548913955688477,3371100,.9163990020751953,1417520,1.36186408996582,2811047,-.8067102432250977,685216,1.229154586791992,matched (3),35760492,.90805501,3345975.8,7079496
201204,841590,627,3858,28363720,04,0,0,1,0,0,0,0,0,0,0,0,3230453,-.7005157470703125,12689,-1.036009788513184,4970399,.8068265914916992,77552,337222,.0836372375488281,6088105,-.1739187240600586,4661078,-.2135200500488281,22783198,.0247573852539063,3292830,-.4412956237792969,3881170,-.3332548141479492,578588,-.2666921615600586,16436245,-.1688880920410156,4981149,-.2553091049194336,3405668,-.1526107788085938,1754308,-.521967887878418,9571386,-.2932834625244141,29977336,-.0957107543945313,5432920,-.4374227523803711,1745377,.1262483596801758,268092,-.7167186737060547,8331730,.1122875213623047,14362544,.2559146881103516,570244,729821,-.2077846527099609,3627447,-.3877029418945313,9041109,-.1324138641357422,12706451,-.2508010864257813,581205,.1513156890869141,3172650,.375,1228186,5118991,-.0931501388549805,3421000,12676177,-.4093284606933594,2540225,.0848703384399414,1709950,-.1823902130126953,205192,-.3910198211669922,663655,.1897096633911133,1471433,-.5338821411132813,16026416,.0846672058105469,22851552,-.0407276153564453,34633,.3261308670043945,5321728,-.1522064208984375,4765078,.0273637771606445,6944587,.0605487823486328,713222,-.3457107543945313,8607882,-.0752105712890625,5338757,.4597539901733398,1882083,.2834701538085938,17195588,1.81109619140625,250834,-1.004942893981934,matched (3),30436686,.90805501,2537857.5,6735312
201205,841590,628,3858,39112272,05,0,0,0,1,0,0,0,0,0,0,0,4291242,.2839546203613281,64018,1.618428230285645,4613771,-.0744552612304688,55256,456077,.3019199371337891,7305830,.1823358535766602,5262228,.121307373046875,19148828,-.1737823486328125,2576203,-.2454299926757813,2427842,-.4691333770751953,729996,.2324485778808594,15201095,-.0781211853027344,5534804,.1053953170776367,4112981,.1887073516845703,2440504,.3301296234130859,9454926,-.0122432708740234,22531328,-.2855339050292969,4711231,-.1425275802612305,2147505,.2073354721069336,223327,-.1826934814453125,13884416,.5106964111328125,13496141,-.0622215270996094,509923,517861,-.3430929183959961,3123764,-.1494903564453125,6744445,-.2930622100830078,11695408,-.0829124450683594,451359,-.2528400421142578,7209149,.8207836151123047,1351695,6565425,.2488594055175781,4605000,16093371,.2386837005615234,3895432,.42755126953125,2002686,.1580257415771484,328569,.4708003997802734,867300,.2676229476928711,1732705,.163447380065918,15565409,-.0291862487792969,20785536,-.0947628021240234,50471,.376591682434082,6900368,.2597770690917969,5688995,.1772193908691406,7125238,.0256805419921875,846235,.1710042953491211,11342641,.2758903503417969,9145439,.5382633209228516,3237087,.5422954559326172,10241892,-.5181674957275391,327564,.2668924331665039,matched (3),34402140,.90805501,1995769.8,6550328.5
201206,841590,629,3858,43804928,06,0,0,0,0,1,0,0,0,0,0,0,4601447,.0697946548461914,251481,1.368203163146973,2247136,-.7193889617919922,57870,667684,.3811540603637695,7811544,.066929817199707,5786234,.0949277877807617,22181204,.1470050811767578,2868329,.1074123382568359,1153765,-.7439727783203125,501566,-.3753042221069336,15986783,.0503940582275391,3879045,-.3554668426513672,4285746,.0411462783813477,1534668,-.4638900756835938,9641194,.0195102691650391,17351804,-.2612113952636719,4096337,-.1398553848266602,1338380,-.4728460311889648,233432,.0442543029785156,22713458,.4921913146972656,14336037,.0603733062744141,267944,499398,-.0363035202026367,3941694,.2325725555419922,6751614,.0010623931884766,12121829,.0358104705810547,294343,-.4275178909301758,11237222,.4438819885253906,978456,4268222,-.4306192398071289,4232000,12378181,-.2624721527099609,2299264,-.5272150039672852,3574802,.5794200897216797,338752,.0305213928222656,708688,-.201970100402832,1987864,.1373767852783203,18402804,.1674518585205078,21703364,.0432109832763672,74319,.386967658996582,4769949,-.3692398071289063,7725899,.3060445785522461,8475568,.1735439300537109,865071,.0220146179199219,11377391,.0030593872070313,8620581,-.0591039657592773,2694511,-.1834573745727539,10304501,.0060958862304688,469116,.359166145324707,matched (3),33729748,.90805501,1931812.8,6531126
