period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1034c191,Y1038c218,Y1074c757,growth1074c757,Y1317c124,growth1317c124,Y1398c757,growth1398c757,Y1521c246,growth1521c246,Y1730c826,growth1730c826,Y1759c124,growth1759c124,Y1791c124,growth1791c124,Y1845c36,Y1965c484,growth1965c484,Y1969c124,growth1969c124,Y2038c372,growth2038c372,Y2073c620,growth2073c620,Y2091c484,growth2091c484,Y2161c300,growth2161c300,Y2858c208,growth2858c208,Y2932c752,growth2932c752,Y2936c124,growth2936c124,Y2938c344,Y3059c68,growth3059c68,Y3108c372,growth3108c372,Y3157c152,growth3157c152,Y3256c616,growth3256c616,Y3306c246,growth3306c246,Y3394c620,growth3394c620,Y342c352,growth342c352,Y3550c344,Y3709c124,growth3709c124,Y3755c826,growth3755c826,Y3952c68,growth3952c68,Y4063c586,growth4063c586,Y4219c191,growth4219c191,Y4262c826,growth4262c826,Y4263c600,growth4263c600,Y4348c222,growth4348c222,Y4475c208,growth4475c208,Y4480c152,growth4480c152,Y4522c792,growth4522c792,Y4666c124,growth4666c124,Y482c826,growth482c826,Y4997c348,growth4997c348,Y5005c616,growth5005c616,Y539c752,growth539c752,Y559c616,growth559c616,Y583c208,growth583c208,Y588c208,growth588c208,Y666c348,growth666c348,Y760c428,growth760c428,Y895c484,growth895c484,_merge,x,r2,s,sf
201109,292800,620,1268,833632,09,0,0,0,0,0,0,0,1,0,0,0,15454,309832,1537779,.4651041030883789,422365,-.7044858932495117,177225,-1.60746955871582,744695,-.3909578323364258,43274984,-.0102195739746094,29661108,-.1828975677490234,6387358,-.0902938842773438,229295,3760690,-.1155185699462891,3461718,.0591554641723633,23054,-.8416366577148438,449046,-.5597248077392578,13892757,-.2492790222167969,58757,.221095085144043,11098193,-.1309566497802734,3420113,-.3279542922973633,412101,-.2318620681762695,58949,15995,-1.311900138854981,1650625,-.0713129043579102,129324,-.6505517959594727,27245742,-.2573699951171875,236431,-.0464038848876953,171199,-.2069063186645508,56594,.3197975158691406,394641,8029177,.0120420455932617,13974931,.0470237731933594,5266486,1.455316543579102,29320,-1.14970588684082,200660,.0843906402587891,2921366,-.3980627059936523,39109,-.5693178176879883,49355,-.0069055557250977,4978819,-.0727472305297852,1702887,-.1655492782592773,54957,-.5507516860961914,466829,-.0425901412963867,771544,-.2606983184814453,101430,-.0353240966796875,3031543,-.1830015182495117,1686539,-.3281412124633789,214308,.3308706283569336,1191504,-.1255836486816406,50440,-.6561613082885742,2927598,-.2993202209472656,45483,-.7605218887329102,7891939,.1599922180175781,matched (3),-322456.91,.77977359,343531.22,634511.44
201110,292800,621,1268,1001780,10,0,0,0,0,0,0,0,0,1,0,0,43361,460738,2440736,.4619607925415039,516218,.2006597518920898,703331,1.37840747833252,806913,.0802412033081055,42412700,-.0201282501220703,30642848,.032562255859375,6314505,-.0114717483520508,853774,2483251,-.4150333404541016,3470833,.002629280090332,36052,.4471235275268555,754082,.518376350402832,15584261,.1148929595947266,61005,.0375452041625977,11247404,.0133552551269531,3661558,.0682153701782227,484345,.1615285873413086,59609,101804,1.850772857666016,1753518,.0604696273803711,124512,-.0379180908203125,32842144,.1868152618408203,332850,.3420352935791016,294216,.5414876937866211,52113,-.0824880599975586,588744,9795449,.1988363265991211,13636010,-.0245513916015625,1800863,-1.073098182678223,155938,1.671188354492188,165471,-.1928157806396484,3954618,.3028326034545898,48101,.2069501876831055,46152,-.0670986175537109,5987219,.1844348907470703,1725051,.0129318237304688,40424,-.3071279525756836,731237,.4487743377685547,1120990,.3735742568969727,147956,.3775453567504883,3142523,.035954475402832,2398166,.3520259857177734,188083,-.1305303573608398,1084967,-.0936660766601563,47039,-.0698070526123047,3011482,.0282497406005859,38706,-.1613435745239258,5663496,-.3318004608154297,matched (3),1253006.1,.77977359,277716.56,601429.56
201111,292800,622,1268,693027,11,0,0,0,0,0,0,0,0,0,1,0,17401,704791,1640312,-.3974132537841797,683887,.2812633514404297,146416,-1.569375991821289,471518,-.5372591018676758,43774536,.0316047668457031,31238570,.0192546844482422,5789367,-.0868263244628906,600112,2500763,.0070266723632813,3333355,-.0404148101806641,37287,.0336818695068359,648583,-.1507110595703125,11830362,-.2755908966064453,97725,.4712018966674805,10967807,-.0251731872558594,3510123,-.0422382354736328,420374,-.1416521072387695,37479,27765,-1.299273490905762,1610972,-.0847864151000977,168181,.3006381988525391,28749736,-.1330833435058594,300618,-.1018514633178711,258823,-.1281700134277344,37460,-.3301410675048828,343518,8881660,-.0979299545288086,13394312,-.01788330078125,5597898,1.134125709533691,337503,.7721166610717773,96241,-.5419406890869141,4563890,.1432914733886719,45756,-.0499801635742188,49087,.0616540908813477,4808218,-.2193002700805664,1598456,-.0762186050415039,67319,.5100193023681641,399080,-.6055755615234375,568187,-.6795167922973633,116880,-.2357664108276367,3243292,.0315628051757813,1541954,-.4416542053222656,176989,-.060795783996582,986877,-.0947599411010742,33714,-.333064079284668,2806458,-.0705089569091797,45423,.1600236892700195,7141972,.2319478988647461,matched (3),1337825.5,.77977359,222280.22,577926.94
201112,292800,623,1268,872940,12,0,0,0,0,0,0,0,0,0,0,1,37152,82852,1415329,-.1475248336791992,1100313,.4755573272705078,464342,1.154170036315918,658317,.3337297439575195,32571354,-.2956180572509766,28106392,-.1056556701660156,5210359,-.1053743362426758,697179,2527088,.010472297668457,3452422,.0350961685180664,37833,.0145378112792969,303047,-.7609024047851563,13948117,.1646747589111328,43464,-.8102245330810547,7953395,-.3213644027709961,3060335,-.1371259689331055,551734,.2719211578369141,110855,22975,-.1893692016601563,724289,-.7994022369384766,202041,.1834297180175781,22579544,-.2415847778320313,302656,.0067558288574219,372444,.3639421463012695,38217,.0200071334838867,483111,8753932,-.0144853591918945,11216914,-.1774082183837891,2479003,-.8145351409912109,61785,-1.697914123535156,108642,.1212034225463867,3599962,-.2372522354125977,20695,-.7934303283691406,26973,-.5987577438354492,4245694,-.1244220733642578,1443431,-.102015495300293,85797,.2425413131713867,466322,.1557140350341797,416200,-.3112850189208984,99554,-.1604480743408203,2574120,-.2310810089111328,987489,-.4456405639648438,100348,-.56744384765625,1159396,.1611089706420898,103811,1.124658584594727,2597146,-.077509880065918,27833,-.4897966384887695,5551516,-.251917839050293,matched (3),1133703.5,.77977359,239007.84,584564.63
201201,292800,624,1268,942309,01,0,0,0,0,0,0,0,0,0,0,0,24255,89194,1813553,.2479257583618164,967798,-.128326416015625,107609,-1.462117195129395,840812,.2446813583374023,37658900,.1451358795166016,29583676,.0512256622314453,7939842,.4212446212768555,297261,3933055,.4423484802246094,4067916,.1640548706054688,38596,.0199661254882813,401863,.2822237014770508,17915082,.2502975463867188,78385,.5896997451782227,12876132,.481776237487793,3097110,.0119447708129883,425795,-.2591085433959961,78344,6633,-1.242349624633789,1382955,.6467876434326172,204891,.014007568359375,22728636,.0065822601318359,360411,.1746482849121094,168073,-.7956876754760742,16459,-.8424081802368164,1745262,9579234,.0900936126708984,13294401,.1699199676513672,1144025,-.7733030319213867,45209,-.3123645782470703,1727760,2.766522407531738,3355701,-.0702619552612305,25674,.2155866622924805,29921,.1037235260009766,5308665,.2234354019165039,1625589,.1188478469848633,17046,-1.616068840026856,594649,.2430953979492188,1613004,1.354687690734863,181767,.6020259857177734,3316991,.2535495758056641,1012062,.0245800018310547,483007,1.57138729095459,1160921,.0013151168823242,186477,.5857362747192383,2560197,-.0143289566040039,42617,.4260311126708984,6472024,.1534175872802734,matched (3),1164522.6,.77977359,421215.94,679716.06
201202,292800,625,1268,562897,02,1,0,0,0,0,0,0,0,0,0,0,19407,1374,1007976,-.5873432159423828,426989,-.8182649612426758,573910,1.673968315124512,761650,-.0988807678222656,34248864,-.0949172973632813,28090234,-.0518016815185547,7268949,-.0882816314697266,399616,2782571,-.3460407257080078,3815162,-.06414794921875,16158,-.8707332611083984,373831,-.0723075866699219,14419818,-.2170391082763672,65234,-.1836519241333008,11377612,-.1237277984619141,2605445,-.1728658676147461,396740,-.0706768035888672,49510,66484,2.304903984069824,1292293,-.0678043365478516,187615,-.0880861282348633,21534820,-.053955078125,306691,-.1614036560058594,356284,.7513294219970703,77414,1.548295021057129,719446,9030403,-.0590000152587891,13296155,.0001316070556641,364442,-1.143940925598145,39262,-.1410388946533203,211676,-2.09952449798584,2277659,-.3875131607055664,15940,-.4766473770141602,28540,-.0472536087036133,4937379,-.0725059509277344,1332784,-.1986007690429688,22020,.2560358047485352,765388,.2524118423461914,535408,-1.102824211120606,145781,-.2206201553344727,2701095,-.2054004669189453,2316382,.8280162811279297,140290,-1.236319541931152,1191747,.0262060165405273,32901,-1.734805107116699,2369728,-.0773096084594727,34297,-.2171955108642578,6405147,-.0103874206542969,matched (3),756479.63,.77977359,306893.53,615446.75
201203,292800,626,1268,653373,03,0,1,0,0,0,0,0,0,0,0,0,31466,411462,1603639,.4643306732177734,594394,.3307838439941406,410353,-.3354549407958984,933033,.2029533386230469,42075376,.205810546875,31980940,.1297187805175781,8202350,.1208095550537109,303431,3090339,.1049051284790039,3733998,-.0215034484863281,105908,1.880155563354492,392743,.049351692199707,14855079,.0297393798828125,88618,.3063535690307617,10291447,-.1003341674804688,3245849,.2197732925415039,467409,.1639242172241211,58587,19043,-1.250261306762695,958080,-.2992420196533203,125700,-.4004936218261719,35771368,.507476806640625,430458,.3390083312988281,361987,.0158796310424805,108889,.3411617279052734,608365,8621636,-.0463218688964844,14679430,.0989723205566406,2652066,1.984726905822754,132190,1.213983535766602,327493,.4364099502563477,3090786,.3052778244018555,34991,.7862586975097656,47160,.5022392272949219,5035561,.0196905136108398,1480602,.1051788330078125,61403,1.025507926940918,904859,.1673955917358398,671726,.2268209457397461,157937,.0800905227661133,2596056,-.0396642684936523,2945434,.2402496337890625,230055,.4946069717407227,1223601,.0263776779174805,65068,.6819295883178711,2817199,.1729679107666016,54764,.4679756164550781,7052339,.0962581634521484,matched (3),796358.25,.77977359,358267.09,642609
201204,292800,627,1268,979001,04,0,0,1,0,0,0,0,0,0,0,0,30501,334188,2029983,.2357521057128906,610980,.027522087097168,234280,-.5605010986328125,411563,-.8184785842895508,44240612,.0501804351806641,32184552,.0063457489013672,8433662,.0278100967407227,264298,3174986,.0270223617553711,3876817,.0375347137451172,148257,.3363771438598633,398719,.015101432800293,14361937,-.0337619781494141,152087,.5401182174682617,9681757,-.0610694885253906,2604839,-.220005989074707,426895,-.0906667709350586,88121,25923,.3084306716918945,1026437,.0689172744750977,199699,.4629135131835938,41142484,.1398944854736328,248314,-.5501556396484375,155687,-.8437604904174805,36343,-1.09732723236084,600824,9220211,.0671234130859375,16494903,.1166057586669922,968084,-1.00777530670166,439850,1.202193260192871,201526,-.4855480194091797,4278548,.3251876831054688,12221,-1.051935195922852,42645,-.1006355285644531,4594328,-.0917024612426758,1897304,.2479848861694336,52091,-.1644668579101563,1391087,.4300613403320313,1210860,.5892362594604492,199589,.2340641021728516,2313232,-.1153469085693359,1592984,-.6146469116210938,370209,.4757490158081055,1264276,.0327014923095703,29364,-.7956628799438477,2930348,.0393781661987305,41779,-.2706394195556641,6830069,-.0320253372192383,matched (3),402229.31,.77977359,288108.88,606298.44
201205,292800,628,1268,1979497,05,0,0,0,1,0,0,0,0,0,0,0,30564,1384150,1920746,-.0553131103515625,754226,.210627555847168,425618,.5970249176025391,1076028,.9610700607299805,46312368,.0457649230957031,33994012,.0546989440917969,7864445,-.0698785781860352,492198,3852588,.1934423446655273,3904795,.0071916580200195,116806,-.2384328842163086,450505,.1221122741699219,15509369,.0768642425537109,243541,.4708328247070313,8013600,-.1891040802001953,3087584,.170018196105957,643247,.4099903106689453,75750,109312,1.439075469970703,1452454,.3471612930297852,474743,.865962028503418,33372460,-.2093105316162109,327450,.276641845703125,318579,.7160234451293945,93553,.945526123046875,618184,7548188,-.2000913619995117,17389846,.0528335571289063,478630,-.7043914794921875,75095,-1.767680168151856,106858,-.6344175338745117,3938514,-.0828104019165039,58906,1.572787284851074,45887,.0732717514038086,5169391,.1179323196411133,2205517,.1505289077758789,67566,.2601127624511719,1796760,.2559003829956055,1864256,.4315309524536133,304225,.4215068817138672,3480834,.408625602722168,2612869,.4948396682739258,400853,.0795269012451172,1795588,.3508329391479492,29786,.0142688751220703,3256015,.1053829193115234,52180,.2223052978515625,7041012,.0304174423217773,matched (3),2366324.5,.77977359,409465.22,672497.44
201206,292800,629,1268,943906,06,0,0,0,0,1,0,0,0,0,0,0,22674,869397,2056304,.0681962966918945,582743,-.2579460144042969,174582,-.8911476135253906,908849,-.1688528060913086,43220504,-.0690937042236328,34366272,.0108909606933594,7970704,.0134201049804688,191296,3006392,-.2480049133300781,5412755,.3265523910522461,97738,-.1782245635986328,596253,.2802953720092773,15511209,.0001182556152344,121715,-.693603515625,7636777,-.0481643676757813,3569785,.145115852355957,527539,-.1983060836791992,35215,35287,-1.130691528320313,964193,-.4097185134887695,117537,-1.396020889282227,16354093,-.7132530212402344,310494,-.0531711578369141,139233,-.8277215957641602,87589,-.0658721923828125,576724,8572433,.1272439956665039,14600213,-.1748504638671875,1038652,.7747516632080078,68763,-.0880880355834961,91182,-.1586437225341797,4767135,.1909427642822266,12327,-1.564150810241699,47291,.0301380157470703,4500692,-.138524055480957,2048638,-.0737876892089844,94619,.3367538452148438,979030,-.6071786880493164,1685441,-.100834846496582,207318,-.3835134506225586,3095270,-.117396354675293,2250960,-.1490917205810547,328904,-.1978292465209961,1559224,-.141143798828125,57031,.6495561599731445,3417744,.0484762191772461,45265,-.1421651840209961,7943491,.120600700378418,matched (3),759379.75,.77977359,243618.88,586465
201207,292800,630,1268,706428,07,0,0,0,0,0,1,0,0,0,0,0,16197,312213,279337,-1.996246337890625,607714,.0419588088989258,31060,-1.726472854614258,815670,-.1081695556640625,38466324,-.1165313720703125,36508684,.0604743957519531,6099557,-.2675561904907227,677450,2693157,-.1100263595581055,4401453,-.2068233489990234,97746,.0000820159912109,388308,-.4288654327392578,17871028,.1416187286376953,65633,-.6176033020019531,10913830,.3570556640625,3784664,.0584516525268555,574680,.0855913162231445,33559,23811,-.393366813659668,1274202,.2787837982177734,146396,.2195625305175781,22569324,.322113037109375,267005,-.1508970260620117,249089,.5816612243652344,41147,-.7555046081542969,689601,9674172,.1209087371826172,15248295,.0434322357177734,788728,-.2752580642700195,37464,-.6072854995727539,85725,-.0617122650146484,4100230,-.1507024765014648,19794,.4735870361328125,33164,-.3548545837402344,4263801,-.0540695190429688,1758777,-.1525564193725586,107457,.127232551574707,971777,-.0074357986450195,1603192,-.0500307083129883,110802,-.6265087127685547,3589232,.1480627059936523,1501608,-.404820442199707,387139,.1630182266235352,1033821,-.4109268188476563,48989,-.1519994735717773,2696313,-.2370948791503906,52386,.1461057662963867,8132632,.0235319137573242,matched (3),195070.66,.77977359,305729.16,614866.94
201208,292800,631,1268,837744,08,0,0,0,0,0,0,1,0,0,0,0,29275,919902,2185824,2.057329177856445,132643,-1.522043228149414,467338,2.711131095886231,654819,-.2196512222290039,38704940,.0061836242675781,36739896,.0063133239746094,1992821,-1.118664741516113,323117,3843330,.3556251525878906,16196026,1.302831649780273,125013,.2460451126098633,525430,.3024177551269531,19176730,.0705165863037109,18922,-1.243753433227539,13462891,.2099056243896484,4085490,.0764846801757813,1121,-6.239592552185059,57458,93513,1.367953300476074,1117018,-.131657600402832,192924,.2759809494018555,26196280,.1490249633789063,276198,.0338506698608398,539066,.7720279693603516,46098,.1136178970336914,694937,838271,-2.445874214172363,14654912,-.0396919250488281,757007,-.0410490036010742,224530,1.790629386901856,55787,-.4296035766601563,4115162,.0036344528198242,20544,.0371904373168945,26774,-.2140340805053711,5754059,.2997446060180664,2332213,.2821989059448242,113130,.0514459609985352,564640,-.542938232421875,343843,-1.539566993713379,158050,.3551664352416992,3329400,-.0751457214355469,3597748,.8737716674804688,226510,-.5359945297241211,1474955,.3553657531738281,91252,.6220293045043945,3186378,.1669998168945313,63674,.1951370239257813,7690185,-.0559396743774414,matched (3),472448.34,.77977359,421041.16,679607.75
201209,292800,632,1268,560036,09,0,0,0,0,0,0,0,1,0,0,0,22120,339138,1610650,-.3053550720214844,771194,1.760278701782227,80843,-1.754543304443359,727939,.1058588027954102,36932040,-.0468883514404297,34163952,-.07269287109375,7347713,1.304837226867676,304271,2840706,-.3022871017456055,3533437,-1.522495269775391,121607,-.027623176574707,563152,.0693321228027344,13991531,-.31524658203125,150463,2.073391914367676,10699313,-.2297573089599609,2832597,-.3662471771240234,418324,5.922035217285156,57323,69191,-.3012304306030273,1064547,-.0481128692626953,100703,-.650120735168457,19463368,-.2970829010009766,232631,-.1716642379760742,85008,-1.847092628479004,42683,-.0769681930541992,676598,9991443,2.478142738342285,14302603,-.0243339538574219,1229899,.4853153228759766,174244,-.2535533905029297,74318,.2868118286132813,3922017,-.0480718612670898,13445,-.4239616394042969,88600,1.196700096130371,4469127,-.2527122497558594,2024711,-.1413898468017578,91394,-.2133569717407227,378607,-.3996896743774414,1134481,1.193745613098145,265969,.5204677581787109,2285563,-.3761796951293945,2502602,-.3629770278930664,101066,-.8070154190063477,976718,-.4121847152709961,51106,-.5797224044799805,2807411,-.126622200012207,34807,-.6039581298828125,5804471,-.2813167572021484,matched (3),690575.31,.77977359,451160.88,698668.13
201210,292800,633,1268,1156700,10,0,0,0,0,0,0,0,0,1,0,0,29209,236609,1144769,-.341435432434082,1100208,.3553142547607422,587718,1.983737945556641,1032691,.349705696105957,44688100,.1906280517578125,38161004,.1106433868408203,4676093,-.4519262313842773,582416,3822849,.2969436645507813,3544632,.0031633377075195,96911,-.2270011901855469,557499,-.0100879669189453,15631245,.1108207702636719,156402,.0387125015258789,13010898,.1956081390380859,3322953,.1596593856811523,700626,.5157175064086914,47749,164173,.8640499114990234,1237236,.1503305435180664,146854,.377263069152832,24149276,.2157211303710938,466454,.6957054138183594,154837,.5996274948120117,93997,.7894620895385742,732374,11099585,.1051788330078125,13038019,-.0925712585449219,1691241,.3185300827026367,113825,-.4257936477661133,44562,-.5114717483520508,5069353,.2566070556640625,27672,.7218132019042969,32236,-1.01104736328125,4814249,.0743865966796875,2617297,.2567148208618164,56266,-.4850893020629883,799738,.7477855682373047,723519,-.449803352355957,195765,-.3064641952514648,2836672,.2160186767578125,1731030,-.3686141967773438,104296,.031458854675293,1495630,.4261045455932617,53388,.0436840057373047,2884951,.0272445678710938,57185,.4964733123779297,6770686,.1539745330810547,matched (3),1284426.4,.77977359,323805.69,624052.19
201211,292800,634,1268,1649919,11,0,0,0,0,0,0,0,0,0,1,0,39520,446974,1191588,.0400838851928711,578650,-.6425571441650391,107331,-1.700329780578613,408803,-.9266891479492188,35923624,-.2183113098144531,38746488,.0152263641357422,5949074,.2407732009887695,551454,3094961,-.2112207412719727,3687188,.0394296646118164,123625,.2434597015380859,580057,.0396652221679688,12129320,-.2536468505859375,72876,-.7636699676513672,11684012,-.1075668334960938,4261654,.2488040924072266,580470,-.188136100769043,149988,75169,-.7811813354492188,1148102,-.0747699737548828,166871,.1277828216552734,22053600,-.0907783508300781,343944,-.3046808242797852,241640,.4450759887695313,104972,.1104307174682617,431092,10333934,-.0714740753173828,13365339,.0247936248779297,1012094,-.5134410858154297,442310,1.357348442077637,71426,.4717807769775391,4368092,-.1488866806030273,19871,-.3311595916748047,58638,.5982990264892578,4937459,.0252704620361328,1933535,-.3027925491333008,113334,.7002487182617188,480176,-.5101308822631836,632911,-.1337976455688477,292158,.4003791809082031,2472331,-.1374702453613281,2165918,.2241277694702148,178482,.5372552871704102,1064249,-.3402776718139648,36201,-.3884992599487305,2485438,-.1490583419799805,70075,.2032737731933594,7121606,.0505304336547852,matched (3),1547475.9,.77977359,303888,613953.56
201212,292800,635,1268,710835,12,0,0,0,0,0,0,0,0,0,0,1,24889,289395,1071627,-.1061086654663086,573254,-.009368896484375,248640,.8400888442993164,636650,.4429864883422852,28100536,-.2456073760986328,32361682,-.1800651550292969,6355048,.0660133361816406,401590,3047560,-.0154342651367188,3382426,-.0862712860107422,78994,-.447880744934082,360909,-.4745006561279297,10675876,-.1276397705078125,112624,.4352951049804688,9535739,-.2031745910644531,2917365,-.3789768218994141,602078,.0365495681762695,51214,31286,-.8765678405761719,755790,-.4181022644042969,113287,-.3872966766357422,11785054,-.6266441345214844,188780,-.5998964309692383,174931,-.3230581283569336,14734,-1.963536262512207,413969,8462341,-.1998071670532227,10437724,-.2472381591796875,4929873,1.583292007446289,22261,-2.989174842834473,22128,-1.171818733215332,2728063,-.4707345962524414,20904,.0506792068481445,41952,-.3348569869995117,4089586,-.1884069442749023,1561547,-.2136726379394531,58040,-.6692075729370117,386064,-.2181501388549805,319268,-.6842985153198242,136545,-.7606401443481445,2232755,-.1019248962402344,1960800,-.099492073059082,113480,-.4528608322143555,1290993,.1931419372558594,77673,.7634210586547852,2089587,-.1734828948974609,29784,-.8555946350097656,5248142,-.3052587509155273,matched (3),1089080.8,.77977359,264156.03,595289.38
201301,292800,636,1268,1300572,01,0,0,0,0,0,0,0,0,0,0,0,16730,328769,2073764,.6601877212524414,797166,.3297348022460938,500699,.6999988555908203,528985,-.1852598190307617,42675080,.4178276062011719,34615408,.0673236846923828,8340683,.2718963623046875,736494,3020275,-.0089931488037109,4311063,.2425918579101563,104107,.2760467529296875,798136,.7936534881591797,14420484,.3006629943847656,308178,1.006622314453125,14266661,.4028797149658203,4102100,.3408184051513672,412380,-.3784418106079102,27527,181945,1.760533332824707,1086382,.3628444671630859,145917,.25311279296875,19564516,.5068855285644531,215126,.1306419372558594,221164,.2345132827758789,20551,.3327522277832031,729310,9793817,.1461248397827148,14940011,.3586177825927734,2623363,-.6308565139770508,56492,.9312629699707031,47457,.7629804611206055,4308858,.4570808410644531,34411,.4984359741210938,55176,.2740020751953125,4652209,.1288986206054688,2099539,.2960405349731445,91223,.4521751403808594,1002352,.9541015625,969140,1.110378265380859,79393,-.5422439575195313,3736991,.5150442123413086,4443145,.8180103302001953,189753,.5140962600708008,1550377,.1830863952636719,273693,1.259498596191406,2917874,.3338890075683594,34746,.1540937423706055,7740838,.3886356353759766,matched (3),869631,.77977359,301029.63,612543.75
201302,292800,637,1268,1096701,02,1,0,0,0,0,0,0,0,0,0,0,30636,582410,1387138,-.4021224975585938,733013,-.0838994979858398,410039,-.1997528076171875,314166,-.5210390090942383,36418164,-.1585483551025391,32320304,-.068603515625,6541035,-.2430496215820313,372856,3871597,.2483196258544922,4013189,-.0715980529785156,83459,-.2210636138916016,644827,-.2132968902587891,14722603,.0207347869873047,205185,-.4067649841308594,12637293,-.1212730407714844,3558742,-.1420917510986328,412533,.000370979309082,105239,58942,-1.127150535583496,1241559,.1335153579711914,177130,.1938467025756836,18645428,-.0481166839599609,512879,.8688163757324219,360925,.4897661209106445,16741,-.2050485610961914,406733,9561753,-.0239791870117188,13832211,-.0770435333251953,2056246,-.2435750961303711,36355,-.4407672882080078,19691,-.8796625137329102,3652127,-.1653623580932617,15525,-.7959251403808594,40616,-.306365966796875,4301171,-.0784549713134766,1174300,-.5810451507568359,86564,-.0524234771728516,711494,-.3427371978759766,675661,-.3607177734375,176607,.7995166778564453,2881302,-.2600383758544922,1168558,-1.335592269897461,364795,.6536121368408203,1309703,-.1686973571777344,61972,-1.485323905944824,2668914,-.0891838073730469,31669,-.0927267074584961,7090899,-.0876979827880859,matched (3),1025415.8,.77977359,275054.28,600204.88
201303,292800,638,1268,846190,03,0,1,0,0,0,0,0,0,0,0,0,22826,399463,2021689,.3766899108886719,628811,-.1533327102661133,259797,-.4563512802124023,935958,1.091649055480957,40598780,.1086711883544922,32678326,.011016845703125,6312345,-.035588264465332,222951,3641881,-.0611667633056641,4348174,.080169677734375,74150,-.1182651519775391,1026010,.4644508361816406,15500758,.0515060424804688,41423,-1.600075721740723,11435557,-.0999259948730469,3711873,.0421295166015625,456736,.1017885208129883,51880,53222,-.1020822525024414,689790,-.5877361297607422,80445,-.7893104553222656,20814276,.1100387573242188,333843,-.4293699264526367,188497,-.6495885848999023,31862,.6435527801513672,674614,8434648,-.1254234313964844,11272076,-.2046718597412109,92994,-3.096101760864258,32001,-.1275644302368164,73690,1.319705963134766,3536913,-.0320558547973633,43269,1.024985313415527,36533,-.1059465408325195,3889874,-.1005105972290039,1678870,.3574485778808594,50500,-.538909912109375,913032,.2494039535522461,660665,-.0224447250366211,246038,.3315591812133789,2646560,-.0849809646606445,2423488,.7294368743896484,278644,-.2694005966186523,1308534,-.0008926391601563,63796,.0290079116821289,3000129,.1169834136962891,42700,.2988605499267578,6476690,-.090601921081543,matched (3),1020345.4,.77977359,213069.91,574447.44
201304,292800,639,1268,1241614,04,0,0,1,0,0,0,0,0,0,0,0,28512,596072,2146467,.0598907470703125,845470,.2960615158081055,146075,-.5757808685302734,546766,-.5375499725341797,41173476,.0140552520751953,36838260,.1198234558105469,6965375,.0984439849853516,327729,4262260,.1572990417480469,3922540,-.1030168533325195,77047,.038325309753418,1027206,.001164436340332,16723419,.0759201049804688,89729,.7729578018188477,11693194,.0222797393798828,3689801,-.0059642791748047,528203,.1453752517700195,145770,13787,-1.35074520111084,962077,.332707405090332,48249,-.5111989974975586,22309382,.069366455078125,222102,-.4075336456298828,211845,.1167726516723633,91883,1.059102058410645,503192,5911253,-.3554906845092773,12158336,.0756874084472656,1676718,2.892058372497559,52169,.4887208938598633,91856,.2203550338745117,3715595,.0492849349975586,21528,-.6980819702148438,39664,.0822286605834961,3948749,.0150222778320313,1582792,-.0589303970336914,66209,.2708425521850586,1027080,.1177043914794922,925493,.3370800018310547,90311,-1.002226829528809,2816197,.0621261596679688,3583065,.3910112380981445,275079,-.0128765106201172,1319875,.0086288452148438,130129,.7128353118896484,3042769,.0141134262084961,65858,.4333019256591797,7883809,.1966009140014648,matched (3),979399.44,.77977359,252683.81,590288.19
201305,292800,640,1268,1735513,05,0,0,0,1,0,0,0,0,0,0,0,35534,1374861,2247571,.0460262298583984,1005157,.1730060577392578,202089,.3245878219604492,629979,.1416664123535156,53437048,.2607097625732422,36582480,-.0069675445556641,7096175,.0186042785644531,617870,3760071,-.125361442565918,4585316,.1561193466186523,78790,.0223703384399414,922241,-.1077909469604492,15526613,-.0742549896240234,376612,1.434421539306641,7774881,-.4081087112426758,3514318,-.0487270355224609,506624,-.0417108535766602,203765,99749,1.978930473327637,1135214,.1654815673828125,84454,.5598325729370117,27127604,.1955451965332031,307509,.3253679275512695,278746,.2744464874267578,32645,-1.034824371337891,756577,7561047,.2461519241333008,13821595,.1282157897949219,2484641,.3932895660400391,104265,.6924476623535156,111936,.1977052688598633,3920303,.0536298751831055,35921,.511967658996582,60546,.4229593276977539,3858276,-.0231781005859375,2212290,.3348379135131836,37780,-.5610361099243164,1813039,.5682840347290039,1213599,.2710189819335938,177532,.6758918762207031,3241737,.1407222747802734,2893316,-.2138156890869141,287734,.044978141784668,1520101,.141240119934082,90835,-.3594818115234375,3279475,.0749149322509766,43519,-.4143028259277344,7878440,-.0006809234619141,matched (3),1584792.3,.77977359,305990.91,614997.13
