period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1159c484,growth1159c484,Y1167c792,growth1167c792,Y1247c752,growth1247c752,Y1390c222,growth1390c222,Y1429c440,Y1436c440,growth1436c440,Y1540c222,growth1540c222,Y1594c440,growth1594c440,Y1619c586,growth1619c586,Y1653c152,growth1653c152,Y1663c600,growth1663c600,Y1702c586,growth1702c586,Y1821c752,growth1821c752,Y1887c152,Y2056c586,growth2056c586,Y2439c792,growth2439c792,Y2736c32,Y2881c124,growth2881c124,Y2909c826,growth2909c826,Y2939c268,growth2939c268,Y2984c32,Y3066c620,growth3066c620,Y3228c124,growth3228c124,Y3318c208,growth3318c208,Y3414c586,growth3414c586,Y3462c152,growth3462c152,Y3497c826,growth3497c826,Y3772c348,growth3772c348,Y379c428,growth379c428,Y3924c752,growth3924c752,Y3962c344,Y4002c554,Y4141c616,growth4141c616,Y4177c600,growth4177c600,Y4215c268,growth4215c268,Y4270c372,growth4270c372,Y4489c222,growth4489c222,Y4608c222,growth4608c222,Y4634c300,growth4634c300,Y4749c757,growth4749c757,Y4881c752,growth4881c752,Y488c428,growth488c428,Y5019c554,Y610c757,growth610c757,Y655c484,growth655c484,Y810c203,Y853c826,growth853c826,Y88c300,growth88c300,Y970c616,growth970c616,Y984c124,_merge,x,r2,s,sf
201011,841221,610,3826,2157307,11,0,0,0,0,0,0,0,0,0,1,0,17349430,.0223484039306641,399311,-.6823196411132813,779429,.3836336135864258,42368,-.3455648422241211,14131,367342,.7037601470947266,102523,-.4305686950683594,101549,1.196865081787109,77106,-.8790378570556641,829414,.1545600891113281,551718,-.0436344146728516,447004,.1100978851318359,207043,.6195659637451172,60977,69014,.3437347412109375,10392573,.3169345855712891,329693,2610336,.1139240264892578,2968006,.3948755264282227,4826,.4605169296264648,779777,312113,.9973373413085938,581150,-.325221061706543,262163,-.6378011703491211,3508253,1.572451591491699,4073423,-.0038251876831055,301417,-.1057643890380859,313459,.5254554748535156,34587,-.0331840515136719,613716,.8257360458374023,2072361,163659,3311025,.6037158966064453,258074,-.5031909942626953,300785,-.7563095092773438,108984,.3621664047241211,132105,.4392881393432617,287674,-.6680593490600586,39131,.1614475250244141,8195221,.4498119354248047,3427,-1.607802391052246,845692,.4886960983276367,469746,417918,.5215463638305664,3437182,-.0783901214599609,18787,1393118,.0017967224121094,10554,.0858230590820313,397538,-.0219202041625977,43141,matched (3),2704845.3,.92950249,769490.38,1393669.5
201012,841221,611,3826,2664239,12,0,0,0,0,0,0,0,0,0,0,1,19463664,.114990234375,793070,.6861705780029297,1155508,.3937339782714844,38903,-.085322380065918,12071,240622,-.4230661392211914,158484,.4355659484863281,28888,-1.257115364074707,201700,.9616003036499023,916225,.0995426177978516,950482,.5439319610595703,545162,.1985158920288086,234417,.1241750717163086,120369,114916,.5098915100097656,13130941,.2338790893554688,147532,2937581,.118107795715332,2581097,-.1396760940551758,5145,.0640068054199219,936056,156333,-.6913766860961914,1178778,.7072248458862305,195250,-.2946853637695313,82946,-3.744684219360352,5174989,.2393531799316406,755186,.9184694290161133,234126,-.29180908203125,52898,.4248876571655273,440559,-.3314876556396484,2180716,84748,1545428,-.7619571685791016,285383,.1005859375,730455,.8872718811035156,87209,-.2228937149047852,243957,.6133947372436523,312133,.0816020965576172,65815,.519932746887207,5015015,-.491114616394043,12914,1.326626777648926,1279339,.4139442443847656,253041,276098,-.4145298004150391,3745114,.0858001708984375,17805,1892638,.3064279556274414,11011,.0423898696899414,544391,.3143777847290039,100967,matched (3),4143734.3,.92950249,567240.31,1293043.4
201101,841221,612,3826,3794281,01,0,0,0,0,0,0,0,0,0,0,0,15491584,-.2282524108886719,1243902,.4500970840454102,1249347,.0780811309814453,143758,1.307060241699219,15525,261573,.0834856033325195,79433,-.690739631652832,50488,.5583095550537109,347653,.5444231033325195,1297477,.3479156494140625,968592,.0188741683959961,472771,-.1424722671508789,313813,.2916955947875977,289889,154765,.2977066040039063,15784242,.1840400695800781,228708,4414094,.4072160720825195,3613248,.3363924026489258,13663,.9766664505004883,1700892,229256,.3828506469726563,1389575,.1645193099975586,481909,.9034738540649414,97564,.1623191833496094,4836593,-.067626953125,961510,.2415409088134766,330566,.3449468612670898,43273,-.200836181640625,604620,.3165550231933594,13083104,33419,4040216,.9609975814819336,294353,.0309476852416992,700502,-.0418701171875,274048,1.14499568939209,363056,.3975648880004883,716946,.8315706253051758,87187,.2812080383300781,2665052,-.6322126388549805,29833,.8373031616210938,1344522,.0496950149536133,326335,575231,.7340154647827148,3323512,-.1194295883178711,14696,1927482,.0182428359985352,36620,1.201699256896973,579607,.0626821517944336,196575,matched (3),5720692.5,.92950249,1579036.1,1960498.5
201102,841221,613,3826,3249957,02,1,0,0,0,0,0,0,0,0,0,0,13473661,-.1395606994628906,879843,-.3462648391723633,2088488,.5138187408447266,118863,-.190159797668457,5774,274456,.0480775833129883,208525,.9651451110839844,37046,-.309575080871582,327500,-.0597162246704102,657093,-.6803512573242188,407115,-.8667478561401367,643794,.3087682723999023,235827,-.2856988906860352,74747,115161,-.2955770492553711,22070772,.3352432250976563,154476,4100183,-.0737705230712891,3335804,-.0798931121826172,174230,2.545684814453125,1641308,198989,-.1415891647338867,1035946,-.2936830520629883,809659,.5188579559326172,121032,.2155466079711914,3685398,-.2718315124511719,1593882,.5054225921630859,201582,-.4946107864379883,69961,.4804086685180664,1015813,.5188446044921875,8707000,16484,3062337,-.2771205902099609,857985,1.069807052612305,332322,-.7456932067871094,141038,-.6642732620239258,283906,-.2459135055541992,683683,-.0475063323974609,60479,-.3657588958740234,2727850,.023289680480957,8435,-1.263225555419922,871002,-.4341497421264648,210085,474374,-.192774772644043,3569644,.0714435577392578,16911,1961575,.0175323486328125,62403,.5330190658569336,756287,.2660713195800781,106449,matched (3),8291576.5,.92950249,1386542.3,1809060.1
201103,841221,614,3826,2806053,03,0,1,0,0,0,0,0,0,0,0,0,11626165,-.1474781036376953,642075,-.3150386810302734,1061292,-.6769533157348633,64581,-.610051155090332,3789,426630,.441126823425293,148366,-.3403768539428711,93324,.9239168167114258,502059,.4272289276123047,843606,.2498598098754883,759602,.6236991882324219,410174,-.4507980346679688,194824,-.1910018920898438,186321,161158,.336054801940918,18504584,-.1762371063232422,626573,3297376,-.2179050445556641,2951649,-.122349739074707,13097,-2.587992668151856,1549822,242604,.19818115234375,864980,-.180363655090332,413754,-.6713409423828125,69587,-.5534772872924805,3470524,-.0600728988647461,1444817,-.0981893539428711,437357,.7745542526245117,45403,-.4323596954345703,604631,-.5188264846801758,2476059,30519,2707967,-.1229801177978516,776970,-.0991849899291992,334152,.0054912567138672,121329,-.1505241394042969,110147,-.9468269348144531,583287,-.1588144302368164,66887,.1007080078125,4534228,.5081415176391602,6244,-.3007688522338867,1068408,.2042808532714844,238431,347137,-.3122768402099609,3995634,.112736701965332,64451,1850015,-.0585536956787109,98357,.4549903869628906,924616,.2009572982788086,89888,matched (3),7369189,.92950249,805329.5,1413773.4
201104,841221,615,3826,3127093,04,0,0,1,0,0,0,0,0,0,0,0,25547180,.7872695922851563,871276,.3052539825439453,1459826,.3188304901123047,65648,.0163860321044922,13066,342346,-.2200956344604492,179654,.1913509368896484,71676,-.263920783996582,191612,-.9632444381713867,1054751,.2233743667602539,678160,-.1134119033813477,600827,.3817262649536133,291873,.4042224884033203,238263,59158,-1.00217342376709,21459980,.1481723785400391,210827,1840542,-.5830669403076172,2025695,-.3764514923095703,3184,-1.41424560546875,3175901,211949,-.1350851058959961,1386576,.4718866348266602,296740,-.3324155807495117,271351,1.360835075378418,4170838,.1838111877441406,150403,-2.262419700622559,693664,.461237907409668,23620,-.6534843444824219,445030,-.3064765930175781,1481368,80651,2674986,-.0122537612915039,615579,-.2328386306762695,1101796,1.193100929260254,117584,-.0313520431518555,205197,.6221542358398438,728464,.2222585678100586,29794,-.8086977005004883,5025693,.1029081344604492,11756,.6327428817749023,1574263,.3876171112060547,278829,448696,.2566261291503906,2787339,-.3601150512695313,130974,1787592,-.0343236923217773,62404,-.4549741744995117,1494819,.480381965637207,147034,matched (3),6666458.5,.92950249,771341.25,1394692.4
201105,841221,616,3826,3806014,05,0,0,0,1,0,0,0,0,0,0,0,15278939,-.5140514373779297,694723,-.2264461517333984,1987099,.3083591461181641,51108,-.2503652572631836,8295,300689,-.1297454833984375,216413,.1861553192138672,100230,.3353109359741211,250388,.2675390243530273,1311489,.2178583145141602,1049819,.4369897842407227,1150866,.6499624252319336,269220,-.0807895660400391,718355,216594,1.297812461853027,23290148,.0818405151367188,473798,2273865,.211421012878418,2304058,.1287593841552734,28911,2.206084251403809,1891004,348121,.4962043762207031,1395161,.0061721801757813,364460,.2055606842041016,159701,-.5301103591918945,4442040,.0629968643188477,366942,.8918848037719727,506947,-.3135814666748047,11760,-.6973896026611328,493575,.1035337448120117,4931719,47428,1577385,-.5281753540039063,462949,-.2849464416503906,1172010,.0617790222167969,216865,.61212158203125,250630,.200007438659668,636844,-.1344137191772461,49844,.5145912170410156,3335948,-.4098062515258789,14376,.2011966705322266,2674170,.5298519134521484,339878,246719,-.5980958938598633,3270001,.1597023010253906,91452,1558109,-.1373968124389648,145457,.8462514877319336,1077360,-.3274917602539063,89031,matched (3),9813660,.92950249,1101701.8,1601232.6
201106,841221,617,3826,3835223,06,0,0,0,0,1,0,0,0,0,0,0,14152374,-.0765933990478516,1250910,.5881137847900391,899739,-.7923269271850586,53384,.0435695648193359,23539,406496,.3014974594116211,141059,-.4280099868774414,169837,.5273714065551758,273259,.0874080657958984,1930788,.3867654800415039,1308101,.2199592590332031,786230,-.3810205459594727,178555,-.4106321334838867,159770,172906,-.2252769470214844,20379532,-.1334991455078125,308490,3060582,.297123908996582,1679696,-.3160591125488281,31611,.0892829895019531,2785858,250974,-.3272008895874023,1137840,-.2038784027099609,316234,-.1419343948364258,179855,.1188478469848633,5008701,.1200628280639648,416335,.126286506652832,516126,.0179443359375,6287,-.6262197494506836,420993,-.1590585708618164,6670858,62048,2599014,.4993629455566406,333530,-.3278837203979492,1124126,-.0417146682739258,248688,.1369237899780273,203957,-.2060689926147461,500702,-.240513801574707,23999,-.7308855056762695,9137078,1.007583618164063,4475,-1.167054176330566,908574,-1.07951831817627,235013,255794,.0361223220825195,3609470,.0987710952758789,125003,2386276,.4262609481811523,79954,-.5984296798706055,762080,-.346217155456543,126053,matched (3),7670833.5,.92950249,960077.25,1507298.1
201107,841221,618,3826,4501866,07,0,0,0,0,0,1,0,0,0,0,0,16348044,.14422607421875,1194004,-.0465593338012695,2436790,.9963321685791016,67913,.2407159805297852,26033,499368,.2057695388793945,229316,.4859228134155273,91153,-.6222991943359375,125475,-.7783136367797852,1283548,-.4083003997802734,462593,-1.039484024047852,615035,-.245570182800293,118676,-.4084997177124023,685208,56838,-1.112542152404785,12740115,-.4697761535644531,354768,4211019,.3190994262695313,2884020,.5405721664428711,8669,-1.29375171661377,2148712,336973,.2946538925170898,1239918,.0859136581420898,368639,.1533355712890625,80167,-.8080387115478516,6064564,.1912860870361328,444035,.0644130706787109,516913,.0015239715576172,7260,.143895149230957,261573,-.4759035110473633,610963,49513,2590671,-.0032148361206055,541689,.4849586486816406,1174604,.0439252853393555,272810,.0925769805908203,104974,-.6641960144042969,376129,-.2860784530639648,63418,.9717350006103516,4850582,-.6332416534423828,6048,.3012218475341797,585596,-.4392461776733398,246216,373730,.3791618347167969,3415611,-.0552043914794922,86911,1375684,-.5507831573486328,36259,-.7907638549804688,845849,.1042890548706055,162776,matched (3),10357643,.92950249,761420.75,1389230.4
201108,841221,619,3826,4721689,08,0,0,0,0,0,0,1,0,0,0,0,16961808,.0368556976318359,574013,-.7324151992797852,2103659,-.147003173828125,108525,.4687538146972656,10998,605789,.1931886672973633,40280,-1.739246368408203,154428,.5271883010864258,323490,.9470615386962891,2114715,.4992914199829102,868613,.6300497055053711,497075,-.2129383087158203,222431,.6282196044921875,168716,115873,.7122888565063477,12079359,-.0532569885253906,368412,3679991,-.1347942352294922,2211208,-.2656459808349609,8806,.0156803131103516,2765959,373631,.1032657623291016,3039194,.8965473175048828,377364,.0233917236328125,693487,2.157620429992676,5660739,-.06890869140625,211073,-.7436990737915039,422860,-.2008333206176758,7449,.025700569152832,629443,.8781223297119141,3067559,70445,1778785,-.3759860992431641,590310,.0859565734863281,1021067,-.1400823593139648,379077,.3289632797241211,371202,1.263033866882324,1130966,1.100894927978516,128485,.7060642242431641,6369492,.2724208831787109,30665,1.623394012451172,1044736,.5788898468017578,252718,623987,.5125951766967773,3195737,-.0665388107299805,141465,1930246,.3386964797973633,33089,-.091486930847168,483568,-.5591487884521484,208341,matched (3),5698190.5,.92950249,926037.94,1485848.5
201109,841221,620,3826,4800292,09,0,0,0,0,0,0,0,1,0,0,0,17369036,.0237255096435547,590979,.0291280746459961,2069111,-.0165596008300781,96955,-.1127338409423828,21111,537912,-.1188373565673828,96915,.8779792785644531,72184,-.7605094909667969,425469,.2740240097045898,1249616,-.5260829925537109,869932,.0015172958374023,559220,.117802619934082,148293,-.4054269790649414,201075,154417,.2871627807617188,13540979,.1142215728759766,637460,2785741,-.2783966064453125,2587850,.1572885513305664,1657,-1.670424938201904,1448957,649005,.5521717071533203,1726720,-.56536865234375,431042,.13299560546875,187937,-1.305625915527344,5344822,-.0574254989624023,380235,.5885858535766602,528672,.2233266830444336,37171,1.607448577880859,752700,.1788311004638672,4177961,218201,9454621,1.670572280883789,816578,.3244743347167969,576333,-.5719184875488281,358998,-.0544223785400391,330506,-.1161222457885742,659410,-.5394821166992188,76644,-.5166406631469727,6978804,.0913581848144531,9830,-1.137682914733887,1078130,.031463623046875,324432,763723,.2020759582519531,3287856,.0284175872802734,288468,2262148,.1586675643920898,169936,1.636221885681152,844123,.5571060180664063,116831,matched (3),6106737.5,.92950249,895935.31,1467276.3
201110,841221,621,3826,3355539,10,0,0,0,0,0,0,0,0,1,0,0,9529331,-.6003150939941406,636066,.073521614074707,919769,-.8107509613037109,73560,-.2761459350585938,1118,236260,-.8227615356445313,143773,.3944015502929688,47780,-.4126110076904297,261855,-.4854011535644531,783815,-.4664192199707031,900805,.0348739624023438,583510,.0425186157226563,368006,.9089088439941406,109930,90419,-.5352029800415039,9154210,-.3915061950683594,207913,2318035,-.1837940216064453,2343069,-.0993661880493164,2442,.3878087997436523,1159667,209595,-1.130263328552246,1317419,-.2705497741699219,462715,.0709056854248047,123046,-.423548698425293,4353798,-.2050800323486328,370067,-.0271053314208984,353149,-.403477668762207,18402,-.7030696868896484,450831,-.5125741958618164,1914609,21650,2296612,-1.415067672729492,451577,-.592376708984375,765574,.283940315246582,148692,-.881439208984375,332892,.0071935653686523,421882,-.4466190338134766,58100,-.2770051956176758,5650291,-.2111711502075195,25246,.9432287216186523,798366,-.3004159927368164,215875,437061,-.5581321716308594,2804956,-.1588478088378906,47875,2458378,.0831871032714844,2577,-4.188796520233154,455533,-.6168298721313477,65839,matched (3),3465461,.92950249,931419.19,1489208.3
201111,841221,622,3826,4076126,11,0,0,0,0,0,0,0,0,0,1,0,17635776,.6155548095703125,357596,-.5758981704711914,2493599,.9973592758178711,44224,-.5088338851928711,3058,276426,.1570100784301758,270702,.6327829360961914,44062,-.0810098648071289,153603,-.5334196090698242,441361,-.5743093490600586,538155,-.5151424407958984,462247,-.2329626083374023,212165,-.5507345199584961,143872,119360,.2776899337768555,10369979,.1247005462646484,713699,2514018,.0811624526977539,2775603,.1694068908691406,3016,.211113452911377,1490611,258471,.2096061706542969,2022009,.4284172058105469,217791,-.753575325012207,82600,-.3985481262207031,5646058,.2599086761474609,1306805,1.261655807495117,376518,.0640754699707031,3889,-1.554306983947754,271364,-.5076313018798828,1641425,63058,2951672,.2509365081787109,648941,.3625955581665039,303444,-.9254283905029297,183147,.2084121704101563,97401,-1.228981971740723,711088,.5220699310302734,54929,-.0561246871948242,8940127,.4588422775268555,15495,-.4881505966186523,916609,.1381139755249023,332840,323633,-.3004627227783203,2923617,.0414342880249023,111186,2141189,-.1381406784057617,27925,2.382896900177002,379045,-.1838130950927734,71774,matched (3),5214327,.92950249,748749.31,1382325.9
201112,841221,623,3826,4992173,12,0,0,0,0,0,0,0,0,0,0,1,13410015,-.2739276885986328,463129,.2586021423339844,853195,-1.072494506835938,66734,.4114475250244141,21029,222848,-.2154531478881836,84710,-1.161785125732422,47175,.0682668685913086,276618,.5882663726806641,1238415,1.031723976135254,802726,.399867057800293,551474,.1764955520629883,248253,.1570844650268555,97614,130646,.0903472900390625,14831018,.3578071594238281,406990,2886482,.1381568908691406,2650436,-.0461444854736328,74354,3.204906463623047,2115363,94026,-1.011212348937988,2389002,.1667842864990234,261814,.1840982437133789,121071,.3823671340942383,4338262,-.2634830474853516,857178,-.4216947555541992,242665,-.4392843246459961,5362,.3211851119995117,540444,.6889305114746094,2787203,80229,2312138,-.2441987991333008,655290,.0097360610961914,554726,.6032772064208984,335120,.6041994094848633,133043,.3118362426757813,619570,-.1377706527709961,25027,-.7860860824584961,7872784,-.1271371841430664,41975,.9965572357177734,669671,-.3138942718505859,216366,396995,.2043132781982422,3562239,.1975679397583008,189079,1571485,-.3093404769897461,17594,-.4619646072387695,544995,.3631219863891602,195917,matched (3),4481326,.92950249,583944.81,1300458
201201,841221,624,3826,4908649,01,0,0,0,0,0,0,0,0,0,0,0,13355080,-.0041046142578125,1216829,.9659976959228516,649780,-.2723541259765625,102012,.4243755340576172,7043,144024,-.4365100860595703,81632,-.0370121002197266,59483,.2318258285522461,138127,-.6944637298583984,323707,-1.341748237609863,770851,-.0405187606811523,483865,-.1307888031005859,86889,-1.049817085266113,152992,166603,.2431221008300781,11958540,-.2152748107910156,340137,4604248,.4669408798217773,2802077,.0556373596191406,4063,-2.906915664672852,1891688,87852,-.0679178237915039,1380378,-.548518180847168,223502,-.1582136154174805,173724,.3610906600952148,4065099,-.0650358200073242,600286,-.3562393188476563,558167,.8329763412475586,18490,1.237893104553223,483137,-.112091064453125,278887,3400,1121418,-.7235794067382813,244461,-.9860219955444336,331277,-.5155191421508789,328341,-.0204362869262695,222548,.514470100402832,453608,-.3117914199829102,159725,1.853498458862305,2524129,-1.137516021728516,17899,-.8523292541503906,851162,.2398157119750977,273662,569896,.3615303039550781,2625847,-.3049860000610352,2775,1153842,-.3089237213134766,62254,1.263664245605469,1292263,.863372802734375,91924,matched (3),5511861,.92950249,770487.38,1394220.3
201202,841221,625,3826,5915114,02,1,0,0,0,0,0,0,0,0,0,0,23163656,.5506877899169922,647123,-.6314668655395508,1180916,.597412109375,171312,.5183963775634766,606,333558,.8398370742797852,150150,.6094131469726563,34708,-.5387201309204102,122035,-.123866081237793,2063364,1.852253913879395,829160,.0729179382324219,682261,.3436059951782227,110619,.241459846496582,122375,160803,-.0354337692260742,12914206,.0768814086914063,159486,4517524,-.0190153121948242,2938515,.0475425720214844,2155,-.6341309547424316,1079009,223722,.9347505569458008,1657244,.1827983856201172,424887,.6424026489257813,69471,-.9165582656860352,4714003,.1480989456176758,121681,-1.596003532409668,241378,-.8382940292358398,67583,1.296126365661621,622903,.2540903091430664,751962,116024,1546005,.321080207824707,1070616,1.476934432983398,749621,.8166122436523438,478854,.3773431777954102,337714,.4170570373535156,952059,.7413930892944336,22005,-1.982183456420898,5098076,.702967643737793,27043,.4126825332641602,688521,-.2120571136474609,253157,426263,-.2903976440429688,2926142,.108281135559082,5633,1899423,.4984531402587891,52605,-.1684112548828125,1742084,.2986879348754883,165613,matched (3),6096092,.92950249,606832,1310894.5
201203,841221,626,3826,5482678,03,0,1,0,0,0,0,0,0,0,0,0,15255243,-.4176616668701172,466163,-.3280010223388672,843874,-.3360424041748047,132917,-.2537612915039063,0,787998,.8596782684326172,298230,.6862306594848633,75474,.7768182754516602,274878,.8120193481445313,1204570,-.5382146835327148,942215,.1278209686279297,555692,-.2051982879638672,103285,-.0685997009277344,97886,247958,.433079719543457,13170665,.0196647644042969,277968,3457419,-.2674417495727539,2796348,-.0495901107788086,3404,.4571604728698731,859862,120796,-.6163005828857422,1649131,-.0049076080322266,256759,-.5036849975585938,63651,-.087493896484375,3436411,-.3161096572875977,1130242,2.228784561157227,390934,.4821748733520508,13894,-1.581899642944336,553254,-.1185731887817383,5620203,70350,2941256,.643162727355957,949770,-.1197700500488281,570318,-.2733736038208008,402130,-.1746206283569336,122357,-1.015256881713867,1075864,.1222524642944336,36501,.5060691833496094,8489055,.5099143981933594,5505,-1.591771125793457,535021,-.2522392272949219,308483,274930,-.4385395050048828,3799607,.2612123489379883,7815,1866039,-.0177326202392578,88618,.5215234756469727,1712001,-.0174198150634766,157225,matched (3),4745081.5,.92950249,624415.38,1319126.3
201204,841221,627,3826,5403741,04,0,0,1,0,0,0,0,0,0,0,0,13972323,-.0878448486328125,326352,-.3565587997436523,804962,-.0472078323364258,83449,-.465489387512207,25764,363887,-.7726516723632813,216227,-.3215360641479492,24267,-1.134671211242676,165312,-.5084924697875977,2018528,.5162458419799805,863767,-.0869302749633789,631436,.1277828216552734,144585,.3363761901855469,202301,172436,-.3632335662841797,12985693,-.0141448974609375,222715,1722179,-.6969318389892578,2126697,-.2737436294555664,7082,.73260498046875,872211,70905,-.5327625274658203,1617999,-.0190582275390625,324812,.2351083755493164,104653,.4972343444824219,4737109,.3209991455078125,851729,-.2829189300537109,363745,-.0720853805541992,11629,-.1779546737670898,457261,-.1905632019042969,3513874,261078,827719,-1.267918586730957,293302,-1.175017356872559,419104,-.308074951171875,456557,.1269378662109375,205248,.5172767639160156,404156,-.9790782928466797,59729,.4924783706665039,2338965,-1.289069175720215,7542,.3148307800292969,376390,-.3516807556152344,229708,171087,-.4743442535400391,2647682,-.3612127304077148,62598,631127,-1.084065437316895,26034,-1.224930763244629,1148425,-.3992710113525391,40001,matched (3),4406790,.92950249,587216.19,1301930.3
201205,841221,628,3826,5495635,05,0,0,0,1,0,0,0,0,0,0,0,15614379,.111114501953125,605678,.6183719635009766,627774,-.2486152648925781,43539,-.650578498840332,5304,209942,-.5500125885009766,220590,.0199766159057617,87487,1.282373428344727,191311,.1460657119750977,1668034,-.1907234191894531,1494099,.5479755401611328,822937,.2648830413818359,67257,-.7653465270996094,118354,105551,-.4908313751220703,16257525,.2247085571289063,447153,2223442,.2554655075073242,2219935,.04290771484375,7740,.0888452529907227,1524868,110920,.4474687576293945,1430882,-.122899055480957,373784,.1404314041137695,107539,.0272035598754883,4983898,.0507850646972656,213289,-1.384620666503906,479997,.2773265838623047,7418,-.4495925903320313,508913,.1070232391357422,3550230,411690,2632096,1.156862258911133,367727,.2261381149291992,1420489,1.220637321472168,380635,-.1818723678588867,137470,-.4008140563964844,643416,.4649906158447266,27253,-.7846536636352539,5728975,.8958282470703125,6254,-.1872663497924805,262022,-.3621969223022461,242023,288685,.5231637954711914,3755487,.3495330810546875,91070,607816,-.0376348495483398,65224,.9184236526489258,1897360,.5020713806152344,175671,matched (3),6642159,.92950249,697236.5,1355115.6
201206,841221,629,3826,7033586,06,0,0,0,0,1,0,0,0,0,0,0,15765970,.0096607208251953,1321161,.7799177169799805,792971,.2336063385009766,29819,-.3785114288330078,6724,568012,.9953117370605469,299141,.3046092987060547,48083,-.5985622406005859,230708,.1872529983520508,1235897,-.2998485565185547,504090,-1.08652400970459,535202,-.4302358627319336,75820,.1198406219482422,381503,313976,1.090122222900391,18315036,.1191654205322266,392765,3161720,.3520603179931641,2123154,-.0445747375488281,5628,-.3186473846435547,1230939,127584,.1399650573730469,1274686,-.1155910491943359,395020,.0552587509155273,340058,1.151263236999512,5469344,.0929470062255859,949376,1.493157386779785,603640,.2291975021362305,4829,-.4292707443237305,705314,.3263654708862305,2979066,14455,4474496,.5306129455566406,190093,-.6598272323608398,1104308,-.2517824172973633,311513,-.2003993988037109,147393,.069697380065918,756843,.1623640060424805,54325,.6898202896118164,12819020,.8053922653198242,19315,1.127660751342773,611826,.8480195999145508,319481,403880,.3357820510864258,2804545,-.2919759750366211,127966,1335344,.7870712280273438,100095,.4282922744750977,1435916,-.2786598205566406,250506,matched (3),7503290,.92950249,562611.69,1291019.5
201207,841221,630,3826,6945415,07,0,0,0,0,0,1,0,0,0,0,0,11954876,-.2767143249511719,1176386,-.1160640716552734,1050724,.2814483642578125,90885,1.114448547363281,3286,358816,-.4593334197998047,101065,-1.085150718688965,102153,.7535438537597656,172642,-.2899332046508789,982906,-.229039192199707,1003637,.6886310577392578,400716,-.2893905639648438,41422,-.6045503616333008,114245,58773,-1.675634384155273,14989538,-.2003688812255859,75943,2947145,-.0702800750732422,2711550,.2446174621582031,11277,.6950111389160156,3899364,201679,.4579029083251953,1657152,.2624006271362305,235546,-.5170307159423828,98830,-1.235714912414551,5650110,.0325164794921875,674708,-.3415250778198242,536614,-.1176986694335938,4347,-.1051530838012695,543764,-.2601280212402344,1691824,87421,4645861,.0375833511352539,777400,1.408441543579102,438759,-.9230232238769531,417542,.2929439544677734,176639,.1810054779052734,1053922,.3311176300048828,54111,-.0039463043212891,6578360,-.6671438217163086,15822,-.1994800567626953,422612,-.3699941635131836,300115,731533,.5940237045288086,3636665,.2598257064819336,102682,749702,-.5772676467895508,27639,-1.286891937255859,1123285,-.2455453872680664,174551,matched (3),7377887,.92950249,789643.75,1404897.4
201208,841221,631,3826,6523616,08,0,0,0,0,0,0,1,0,0,0,0,20608000,.5445404052734375,1106762,-.0610084533691406,539388,-.6667995452880859,132721,.3786544799804688,20765,215528,-.5097188949584961,320662,1.154623031616211,87028,-.1602420806884766,292867,.528498649597168,704980,-.3323440551757813,736755,-.3091306686401367,361835,-.1020650863647461,101246,.8937416076660156,506537,224422,1.339845657348633,16720142,.1092605590820313,139026,123917,-3.168979644775391,2606956,-.039337158203125,408392,3.589462280273438,2093849,118254,-.5338430404663086,19242,-4.455760002136231,283576,.1855745315551758,154116,.4443044662475586,5413427,-.0427932739257813,898972,.2869720458984375,269650,-.6881542205810547,7085,.4884939193725586,539189,-.008448600769043,749240,25967,1717019,-.995387077331543,344419,-.8140964508056641,742706,.5263500213623047,444575,.0627336502075195,271193,.4287223815917969,845571,-.2202615737915039,29512,-.6062412261962891,8326770,.2356901168823242,20820,.2745122909545898,366157,-.1433916091918945,225379,432348,-.5259113311767578,3316530,-.0921478271484375,106739,1569417,.7387828826904297,24639,-.1148967742919922,1099498,-.0214042663574219,0,matched (3),7047418.5,.92950249,720707.94,1367340.3
201209,841221,632,3826,5986031,09,0,0,0,0,0,0,0,1,0,0,0,15679346,-.2733364105224609,885506,-.2230348587036133,941593,.5571374893188477,120760,-.0944442749023438,11145,468872,.7772397994995117,200835,-.4679031372070313,57868,-.4080657958984375,156166,-.6287994384765625,1573729,.8030338287353516,700055,-.0510969161987305,482992,.2888116836547852,72204,-.3380575180053711,488675,111987,-.6951456069946289,14645694,-.1324672698974609,273314,2768265,3.106364250183106,2876788,.0984907150268555,2742,-5.0035400390625,1920811,114561,-.0317268371582031,965586,3.915639877319336,222564,-.2422657012939453,161381,.0460624694824219,5234708,-.0335712432861328,495721,-.5952386856079102,557535,.7264003753662109,18921,.9822921752929688,458101,-.1629762649536133,3092763,44735,4846243,1.037613868713379,229026,-.4080228805541992,389469,-.6455163955688477,493250,.1038970947265625,181728,-.4003190994262695,761983,-.1040878295898438,79712,.9936237335205078,5948511,-.336334228515625,18141,-.1377391815185547,230134,-.4644002914428711,294442,348202,-.2164478302001953,2666941,-.217987060546875,101774,1548693,-.0132923126220703,30728,.2208433151245117,779224,-.3443107604980469,69596,matched (3),6176610.5,.92950249,515686.31,1271271.8
