period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y10c642,Y1241c620,growth1241c620,Y1341c826,growth1341c826,Y1487c246,growth1487c246,Y1535c124,growth1535c124,Y1683c807,growth1683c807,Y1721c705,growth1721c705,Y1733c484,growth1733c484,Y1759c484,growth1759c484,Y1778c688,growth1778c688,Y1883c484,growth1883c484,Y1988c440,growth1988c440,Y1991c705,growth1991c705,Y2075c484,growth2075c484,Y2159c222,growth2159c222,Y232c642,Y2362c484,growth2362c484,Y2420c757,growth2420c757,Y2551c208,growth2551c208,Y2714c484,growth2714c484,Y2925c352,growth2925c352,Y2958c191,growth2958c191,Y3334c344,Y337c757,growth337c757,Y3414c484,growth3414c484,Y3436c484,growth3436c484,Y3475c484,growth3475c484,Y3517c246,growth3517c246,Y3596c222,growth3596c222,Y3812c233,Y3885c246,growth3885c246,Y3894c268,growth3894c268,Y4081c792,growth4081c792,Y4087c268,Y4112c705,growth4112c705,Y4493c208,growth4493c208,Y4590c554,Y4625c372,growth4625c372,Y4737c68,growth4737c68,Y4757c554,Y4789c620,growth4789c620,Y487c300,growth487c300,Y4944c807,growth4944c807,Y5020c124,growth5020c124,Y524c703,growth524c703,Y584c348,growth584c348,Y587c703,growth587c703,Y594c703,growth594c703,Y669c616,growth669c616,Y694c608,_merge,x,r2,s,sf
201109,730424,620,3389,66252,09,0,0,0,0,0,0,0,1,0,0,0,2439194,1576,.160728931427002,3987776,-.3714570999145508,1312364,-.1059894561767578,112951,-.0397987365722656,62964,-.3571128845214844,102532,.0815439224243164,7020286,-.1753396987915039,17876226,-.0206165313720703,4003978,-.1982994079589844,13431902,.2348880767822266,700310,-.3658447265625,266941,-.5443916320800781,1460473,-.2211923599243164,5790,-3.228288650512695,212425,269070,-.4935293197631836,91410,-.2188940048217773,2024,-4.522212982177734,1590626,.1196727752685547,76550,-.4131689071655273,13514,-.3679180145263672,9817723,834496,-.4336919784545898,2353183,-.2832498550415039,579741,.0106229782104492,4477095,-.1926403045654297,1264114,.188227653503418,104604,.1457052230834961,1523623,10823,-1.952685356140137,4177,-.4079351425170898,289485,-1.075449943542481,7244,1720190,-.0767402648925781,90854,-1.367147445678711,3310908,2642680,-.3929948806762695,35664,.6375761032104492,1486783,660683,-.2558259963989258,211342,-.0983667373657227,165944,-.3915576934814453,164285,-.474940299987793,8135353,-.0658607482910156,4076,-.5710468292236328,393309,-.4501676559448242,228366,.1011533737182617,19356346,.0732917785644531,63831980,matched (3),77885.398,.81371069,97498.156,214061.05
201110,730424,621,3389,395409,10,0,0,0,0,0,0,0,0,1,0,0,2447983,192865,4.807100296020508,5615830,.3423557281494141,1317010,.0035343170166016,166068,.3854436874389648,103127,.4933977127075195,207394,.7044448852539063,8024687,.1337184906005859,18842576,.0526466369628906,5567149,.329594612121582,11553415,-.1506519317626953,678522,-.0316057205200195,449517,.5211458206176758,1510835,.0339021682739258,516501,4.490944862365723,134039,462960,.5426692962646484,190561,.7346172332763672,232330,4.743083000183106,864038,-.6102666854858398,122518,.4703140258789063,3115,-1.467496871948242,15198109,538573,-.4379053115844727,1982637,-.1713418960571289,1139869,.67608642578125,4849241,.0798482894897461,1401767,.1033620834350586,92970,-.1179046630859375,1373835,40789,1.326739311218262,21878,1.655887603759766,996844,1.236490249633789,6650,2859092,.5080690383911133,225272,.9080543518066406,3304407,2721457,.0293741226196289,75331,.7477493286132813,1376991,838206,.2379894256591797,232399,.0949773788452148,264983,.4680156707763672,256252,.4445581436157227,8206372,.0086917877197266,6894,.5255355834960938,726582,.6137561798095703,267130,.1567859649658203,15338561,-.2326488494873047,51357732,matched (3),482546.44,.81371069,93987.266,212484.94
201111,730424,622,3389,343586,11,0,0,0,0,0,0,0,0,0,1,0,1850223,231896,.1842985153198242,11457103,.7130203247070313,1106888,-.1738119125366211,110097,-.4110355377197266,70789,-.3762578964233398,81362,-.9357118606567383,6249079,-.2500886917114258,18972392,.006866455078125,4498627,-.2131109237670898,10444529,-.1009025573730469,683029,.0066204071044922,470894,.0464591979980469,1646497,.0859870910644531,6112,-4.436823844909668,98012,365073,-.2375431060791016,156494,-.1969547271728516,140535,-.5027027130126953,1284427,.3964519500732422,265862,.77471923828125,3444,.1004047393798828,8508465,473837,-.1280593872070313,2660520,.2940940856933594,592892,-.653656005859375,5581368,.1406116485595703,976520,-.3614931106567383,67090,-.3262414932250977,1640710,8106,-1.615808486938477,10547,-.729640007019043,838465,-.1730213165283203,4235,1853027,-.4336833953857422,207054,-.0843286514282227,2388732,2796092,.0270547866821289,10047,-2.014616966247559,1193554,676326,-.2145881652832031,388895,.5148544311523438,362799,.314183235168457,332354,.2600393295288086,7271127,-.1209993362426758,1572,-1.478302478790283,443851,-.4928627014160156,289963,.0820178985595703,20876654,.3082599639892578,54422128,matched (3),33776.816,.81371069,100195.46,215302.98
201112,730424,623,3389,282239,12,0,0,0,0,0,0,0,0,0,0,1,1513518,209715,-.1005392074584961,7835316,-.3799676895141602,953435,-.1492366790771484,157763,.3597316741943359,63832,-.1034488677978516,150086,.612299919128418,7502292,.182774543762207,18297148,-.0362396240234375,4867474,.0788030624389648,8095308,-.2547931671142578,598499,-.1321125030517578,217836,-.7708902359008789,1552760,-.0586156845092773,30703,1.614106178283691,172274,280048,-.26513671875,98445,-.4635190963745117,139711,-.0058803558349609,793773,-.4812707901000977,917249,1.238402366638184,39215,2.432425498962402,7792742,721071,.4198741912841797,2285334,-.1520090103149414,509147,-.1522750854492188,4789525,-.1530027389526367,1429526,.3811025619506836,144968,.7704782485961914,1204996,22852,1.036434173583984,5979,-.5675878524780273,767594,-.0883121490478516,0,908170,-.7131443023681641,77743,-.9795713424682617,1934863,3107053,.1054525375366211,3308,-1.110930442810059,1198106,1066250,.4552278518676758,243126,-.4697303771972656,288589,-.2288455963134766,277761,-.1794395446777344,7370949,.0136346817016602,21956,2.636691570281982,366020,-.1928014755249023,256121,-.1241035461425781,16912888,-.2105541229248047,40649844,matched (3),306616.09,.81371069,108968.9,219523.27
201201,730424,624,3389,70739,01,0,0,0,0,0,0,0,0,0,0,0,2229079,59071,-1.267009735107422,3274375,-.8725147247314453,1104629,.1471939086914063,147804,-.0652065277099609,7433,-2.150324821472168,94338,-.4643239974975586,5887504,-.2423763275146484,17462700,-.0466785430908203,3469455,-.3385772705078125,7775472,-.0403108596801758,525134,-.1307716369628906,88223,-.9038753509521484,1354282,-.1367626190185547,29513,-.0395288467407227,204431,278891,-.0041399002075195,111953,.1285810470581055,134870,-.0352640151977539,831102,.045954704284668,79816,-2.441655158996582,3126,-2.529305458068848,3893493,574860,-.2266111373901367,1738013,-.2737703323364258,820766,.4775009155273438,3786568,-.2349710464477539,871565,-.4948081970214844,64176,-.8148841857910156,1108501,6014,-1.334948539733887,46144,2.043513298034668,410667,-.6254777908325195,7976,65132,-2.635015487670898,133902,.5437002182006836,1213680,1933679,-.4742507934570313,9717,1.077532768249512,1184473,325965,-1.185112953186035,233993,-.0382881164550781,191055,-.4124422073364258,129168,-.7656469345092773,6486076,-.1278886795043945,5085,-1.462745666503906,579162,.4588947296142578,209599,-.2004537582397461,11601930,-.3769054412841797,40166328,matched (3),45618.102,.81371069,92782.422,211954.77
201202,730424,625,3389,143563,02,1,0,0,0,0,0,0,0,0,0,0,2746014,52909,-.1101665496826172,5177502,.458195686340332,876725,-.2310714721679688,38682,-1.340513229370117,33164,1.495535850524902,157136,.5102272033691406,6967235,.1683864593505859,17704164,.01373291015625,2640655,-.2729711532592773,13522705,.5533952713012695,538192,.024561882019043,258832,1.076312065124512,1376671,.0163965225219727,40939,.3272523880004883,332080,398495,.3568744659423828,159582,.3544788360595703,263858,.6710996627807617,1192815,.3613195419311523,64199,-.2177362442016602,41542,2.58695125579834,9205453,844409,.3845100402832031,3385099,.6666412353515625,897946,.0898714065551758,4745029,.2256374359130859,1395066,.4704074859619141,106394,.5055198669433594,955725,17006,1.03947639465332,13516,-1.227892875671387,162974,-.9241924285888672,99098,1096554,2.823512077331543,74002,-.5930166244506836,2402345,2346374,.1934471130371094,3665,-.9750480651855469,1443105,398829,.2017421722412109,93652,-.915705680847168,193920,.0148849487304688,245379,.6416902542114258,7083459,.088104248046875,3332,-.4227218627929688,397102,-.3773889541625977,250793,.1794319152832031,12772585,.09613037109375,45996296,matched (3),-2433.8577,.81371069,102173.88,216230.77
201203,730424,626,3389,167560,03,0,1,0,0,0,0,0,0,0,0,0,3476412,61402,.148869514465332,5423913,.0464944839477539,1774663,.7051725387573242,259406,1.903019905090332,100524,1.108931541442871,113954,-.3213167190551758,14684310,.7455615997314453,18644142,.0517330169677734,4953808,.6291303634643555,10066527,-.2951526641845703,724557,.2973451614379883,318992,.2089862823486328,1487342,.0773229598999023,4921,-2.118571281433106,472991,479046,.1841011047363281,196643,.208831787109375,194583,-.3045530319213867,1060519,-.117558479309082,78771,.2045574188232422,103875,.9164829254150391,11905989,2472438,1.074323654174805,3970872,.159602165222168,709570,-.2354507446289063,4411094,-.0729751586914063,1855849,.285400390625,177486,.5117425918579102,1298860,21399,.2297782897949219,106571,2.064937591552734,932157,1.743910789489746,2500,1961416,.5814933776855469,65437,-.1230039596557617,3425861,2066907,-.1268177032470703,17035,1.536441802978516,1280686,500602,.2272787094116211,221592,.8612518310546875,309149,.4663772583007813,251670,.0253143310546875,7198715,.0161409378051758,5676,.5326738357543945,804044,.7054605484008789,341146,.3076820373535156,14807857,.1478557586669922,47447444,matched (3),376309.38,.81371069,97455.945,214041.83
201204,730424,627,3389,440935,04,0,0,1,0,0,0,0,0,0,0,0,3950274,173634,1.039506912231445,4322512,-.2269802093505859,1137460,-.4448127746582031,126349,-.7193460464477539,136992,.3095254898071289,110339,-.0322370529174805,7531041,-.6677465438842773,18184040,-.0249881744384766,2337122,-.7512369155883789,11857775,.1637668609619141,688675,-.0507907867431641,537037,.5209007263183594,1008383,-.3886432647705078,30819,1.834619522094727,538560,459586,-.0414705276489258,164233,-.1801033020019531,79,-7.809165954589844,1455983,.3169231414794922,142558,.5932035446166992,28303,-1.300220489501953,6119905,3911814,.458796501159668,3056448,-.2617321014404297,605514,-.1585807800292969,4452760,.0094013214111328,895174,-.7290802001953125,25432,-1.942883491516113,1512959,43263,.7039527893066406,8460,-2.533462524414063,1271076,.3101177215576172,10000,513161,-1.340831756591797,67337,.0286216735839844,2928163,3430220,.5065708160400391,106168,1.829751968383789,1504551,673559,.2967643737792969,117352,-.6356592178344727,406638,.2741003036499023,277240,.0967645645141602,6660963,-.0776386260986328,7055,.2174901962280273,560023,-.3616762161254883,259252,-.2745094299316406,14966849,.01068115234375,56749736,matched (3),535693.31,.81371069,102757.19,216507
201205,730424,628,3389,517357,05,0,0,0,1,0,0,0,0,0,0,0,4094386,70476,-.901677131652832,6464658,.4025135040283203,1101005,-.0325746536254883,194828,.4330692291259766,70909,-.6585254669189453,217945,.6806850433349609,8436182,.1134958267211914,22472628,.2117538452148438,3761032,.4757728576660156,10472208,-.1242580413818359,688750,.0001087188720703,451309,-.1739139556884766,1689417,.5160360336303711,54573,.5714073181152344,355842,432355,-.0610790252685547,143575,-.1344289779663086,4732,4.092655181884766,1110587,-.2707920074462891,66400,-.7640514373779297,25914,-.0881843566894531,7563748,4215351,.0747318267822266,3324913,.0841903686523438,687429,.1268806457519531,4559301,.0236454010009766,1078880,.1866607666015625,107519,1.441658973693848,1843880,21754,-.6875,21124,.9150609970092773,1622014,.243804931640625,3878,832497,.4838399887084961,81031,.1851224899291992,2308597,2474347,-.3266477584838867,28995,-1.29789924621582,1499700,520782,-.2572441101074219,149273,.2405986785888672,431099,.0584144592285156,248133,-.1109180450439453,7351792,.0986795425415039,13825,.6727418899536133,496739,-.1199131011962891,294080,.1260509490966797,17487714,.1556606292724609,62605820,matched (3),515187.19,.81371069,95666.969,213233.23
201206,730424,629,3389,896815,06,0,0,0,0,1,0,0,0,0,0,0,3243830,142958,.7072782516479492,9757012,.4116353988647461,1174939,.0649929046630859,277789,.3547449111938477,102574,.3691873550415039,86586,-.9231042861938477,8535357,.0116872787475586,19068508,-.1642608642578125,4611304,.2038173675537109,11910369,.1286830902099609,669705,-.028040885925293,317594,-.3513784408569336,1554421,-.0832805633544922,150005,1.011129379272461,205754,304742,-.3497810363769531,132470,-.0805015563964844,152504,3.472843170166016,1483960,.289825439453125,80518,.1927833557128906,12985,-.6909885406494141,4963846,2592659,-.4860496520996094,3083842,-.0752677917480469,877541,.2441654205322266,4747555,.0404605865478516,866210,-.2195510864257813,121266,.1203193664550781,1283589,33069,.4187994003295898,107962,1.631369590759277,926586,-.5599164962768555,12157,364953,-.8246612548828125,94421,.1529312133789063,2804339,3210022,.2603015899658203,10939,-.9747886657714844,1664710,729609,.3371772766113281,172082,.1421937942504883,622134,.3668174743652344,221414,-.1139307022094727,6939756,-.0576772689819336,3132,-1.484807014465332,590759,.1733436584472656,274400,-.0692653656005859,14340123,-.1984367370605469,50374512,matched (3),821652.31,.81371069,104048.05,217122.64
201207,730424,630,3389,107253,07,0,0,0,0,0,1,0,0,0,0,0,2629272,104867,-.3098583221435547,6808126,-.3598690032958984,1170886,-.0034551620483398,183323,-.4156122207641602,81825,-.2260017395019531,122583,.3476495742797852,7788224,-.0916042327880859,18394820,-.0359687805175781,3487001,-.2794685363769531,10578839,-.1185531616210938,609765,-.0937633514404297,315641,-.0061683654785156,1746111,.1162881851196289,5416,-3.321310997009277,175050,523456,.5409870147705078,133763,.0097131729125977,131697,-.1466865539550781,1250563,-.1711206436157227,76922,-.0456886291503906,6793,-.6479024887084961,5216161,429070,-1.798818588256836,2866475,-.0730934143066406,755928,-.1491775512695313,4253817,-.1098127365112305,1139660,.274357795715332,113010,-.0705099105834961,1000556,54909,.507080078125,18348,-1.772258758544922,1990552,.7646598815917969,241955,359727,-.0144233703613281,45709,-.725468635559082,2056790,2649855,-.1917734146118164,10715,-.0206899642944336,1741118,425025,-.5403604507446289,136008,-.2352571487426758,386476,-.4760856628417969,187495,-.1662826538085938,6737358,-.0295982360839844,1646,-.6433234214782715,644896,.0876808166503906,199371,-.3194189071655273,13724887,-.0438518524169922,28371064,matched (3),354382.03,.81371069,80706.258,206953.48
201208,730424,631,3389,309570,08,0,0,0,0,0,0,1,0,0,0,0,3045606,89176,-.1620807647705078,5579147,-.1990804672241211,1021574,-.1364164352416992,3046,-4.097420692443848,79922,-.0235319137573242,110784,-.1012058258056641,8425029,.0785942077636719,19617098,.0643329620361328,3532771,.0130405426025391,16583106,.4495296478271484,629651,.0320911407470703,317911,.0071659088134766,1531032,-.1314496994018555,97742,2.892973899841309,286540,620796,.1705493927001953,44627,-1.097729682922363,160878,.2001419067382813,2165696,.5491476058959961,173778,.8149862289428711,9548,.3404397964477539,5555118,1663750,1.355209350585938,2797639,-.0243072509765625,851178,.1186752319335938,4619977,.0825729370117188,841166,-.3036956787109375,96494,-.1579961776733398,1328387,25978,-.7484264373779297,176277,2.26253604888916,749104,-.9772891998291016,95828,978814,1.000996589660645,65757,.3636713027954102,2566640,3005183,.1258335113525391,13660,.2428274154663086,1806425,683044,.4744110107421875,745761,1.701691627502441,516916,.2908105850219727,24370,-2.040398597717285,7379369,.0910196304321289,1364,-.1879267692565918,649417,.0069856643676758,382379,.6512451171875,14017693,.0211105346679688,73183960,matched (3),304632.84,.81371069,96781.977,213735.8
201209,730424,632,3389,610437,09,0,0,0,0,0,0,0,1,0,0,0,3152552,107748,.189183235168457,8566083,.4287738800048828,1031321,.009495735168457,162268,3.975419998168945,68424,-.1553268432617188,165700,.4025964736938477,5606629,-.407257080078125,19619396,.0001163482666016,3051614,-.1464118957519531,9729910,-.5331802368164063,647048,.0272550582885742,461035,.3717021942138672,1989243,.2618122100830078,24226,-1.394905090332031,170979,624412,.0058078765869141,120673,.9947452545166016,172423,.0693044662475586,1080979,-.6948747634887695,107975,-.4758787155151367,3525,-.9964513778686523,7834116,893257,-.6219549179077148,2505547,-.1102685928344727,901745,.0577096939086914,4401554,-.0484323501586914,1365996,.4848499298095703,90394,-.065302848815918,1128184,31821,.202876091003418,17417,-2.314610481262207,722901,-.0356054306030273,32916,795222,-.2077207565307617,68398,.0393772125244141,3465895,2982730,-.0074987411499023,18194,.2866201400756836,1551666,499030,-.3138933181762695,335241,-.799555778503418,752142,.3750448226928711,333206,2.615407943725586,7076003,-.0419788360595703,3883,1.046186447143555,526822,-.2092123031616211,284045,-.2972803115844727,17622744,.2288684844970703,54208780,matched (3),486766.66,.81371069,96896.805,213787.83
201210,730424,633,3389,122650,10,0,0,0,0,0,0,0,0,1,0,0,2785365,96375,-.1115484237670898,2051769,-1.429107666015625,1299891,.231440544128418,367099,.8163824081420898,183282,.9853019714355469,194987,.1627540588378906,7339301,.2692937850952148,26524864,.3015651702880859,2683645,-.1284942626953125,18948476,.6665191650390625,685818,.058192253112793,638663,.3259029388427734,1847714,-.0738048553466797,14318,-.5259084701538086,121273,538451,-.1481132507324219,196131,.4856977462768555,86796,-.6863899230957031,806750,-.2926082611083984,82043,-.2746562957763672,1809,-.6671066284179688,7234525,740402,-.1876811981201172,2295298,-.0876445770263672,843396,-.06689453125,4675369,.0603504180908203,1249850,-.0888605117797852,81392,-.1049003601074219,1117010,19266,-.5017843246459961,12183,-.3574047088623047,552224,-.2693185806274414,143,793576,-.0020713806152344,135358,.6825799942016602,2684724,3996479,.2925739288330078,14160,-.25067138671875,1638055,464308,-.072117805480957,231236,-.3714103698730469,323419,-.8439769744873047,253556,-.2731761932373047,7773469,.0940074920654297,701,-1.711855411529541,652686,.2142333984375,280356,-.0130720138549805,17491372,-.0074825286865234,53003992,matched (3),64544.801,.81371069,115917.78,223054.2
201211,730424,634,3389,159490,11,0,0,0,0,0,0,0,0,0,1,0,1958809,92146,-.0448722839355469,13487604,1.883069038391113,1378574,.0587692260742188,192901,-.6434545516967773,65069,-1.035577774047852,91659,-.754857063293457,6646380,-.0991706848144531,19337256,-.3160495758056641,3219482,.1820440292358398,19272040,.0169315338134766,698963,.0189847946166992,437280,-.3788032531738281,1982317,.070317268371582,3443,-1.425174713134766,162536,525202,-.0249137878417969,112023,-.5600786209106445,144366,.5087909698486328,928572,.1406345367431641,144242,.5642490386962891,1832,.01263427734375,6745458,689792,-.0708036422729492,2928635,.2436742782592773,792032,-.0628347396850586,4329076,-.0769538879394531,1195056,-.044830322265625,183636,.8136777877807617,1118974,23475,.1975936889648438,28977,.8664608001708984,261391,-.7479362487792969,21306,1001954,.2331581115722656,192984,.3546838760375977,4074835,2265567,-.5675878524780273,24649,.5543155670166016,1743004,621833,.2921228408813477,487708,.7462778091430664,330573,.0218791961669922,361692,.3552083969116211,8088033,.0396690368652344,3579,1.630330562591553,672672,.0301618576049805,336627,.1829147338867188,23295346,.2865467071533203,86241280,matched (3),250697.59,.81371069,120484.02,225460.95
201212,730424,635,3389,179248,12,0,0,0,0,0,0,0,0,0,0,1,2376189,168636,.6043682098388672,3637597,-1.31044864654541,1247730,-.0997238159179688,426552,.7935571670532227,145212,.8027467727661133,113013,.2094268798828125,6720238,.0110511779785156,18732772,-.0317592620849609,1922209,-.5157451629638672,22660540,.1619701385498047,483405,-.3687429428100586,243219,-.5866117477416992,1523841,-.2630319595336914,248995,4.281089782714844,214456,397048,-.2797260284423828,121399,.080378532409668,430969,1.093684196472168,1037429,.1108522415161133,1262738,2.16954517364502,25988,2.652226448059082,7748594,736031,.0648822784423828,1813385,-.4793415069580078,600544,-.2767658233642578,4454611,.0285854339599609,799702,-.4017095565795898,68566,-.9851579666137695,1283024,24514,.0433082580566406,9440,-1.121546745300293,871855,1.204605102539063,1200,2187760,.7809257507324219,76895,-.920166015625,3481046,1349011,-.5184535980224609,36606,.3954753875732422,1401558,765620,.2080144882202148,320825,-.4188213348388672,396065,.180750846862793,318336,-.127685546875,7686477,-.0509233474731445,4103,.1366348266601563,710176,.054255485534668,367739,.0883979797363281,16701112,-.3327789306640625,88426400,matched (3),182039.72,.81371069,113382.97,221747.47
201301,730424,636,3389,7092,01,0,0,0,0,0,0,0,0,0,0,0,3344058,60084,-1.031998634338379,881705,-1.417221069335938,1329183,.0632381439208984,406098,-.0491399765014648,13509,-2.374838829040527,38840,-1.068051338195801,6034093,-.1076984405517578,18098660,-.0344371795654297,3014514,.4499635696411133,15793547,-.3610248565673828,612232,.2362565994262695,315705,.2608461380004883,1282532,-.1723976135253906,131365,-.6394529342651367,251991,303017,-.270268440246582,89726,-.3023214340209961,5342,-4.390436172485352,913634,-.127070426940918,70547,-2.884757995605469,2640,-2.286855697631836,5209332,622832,-.1669950485229492,2007811,.1018505096435547,415385,-.3686304092407227,3533806,-.2315645217895508,830548,.037846565246582,61592,-.1072654724121094,1163125,16945,-.3692712783813477,31341,1.199971199035645,516563,-.5234251022338867,850,264879,-2.111360549926758,63889,-.1852941513061523,1919786,1246010,-.0794258117675781,22022,-.5081701278686523,1171846,372687,-.7199468612670898,462950,.3667230606079102,236908,-.5139064788818359,173507,-.6068897247314453,8766883,.1315193176269531,3977,-.0311899185180664,363817,-.6688623428344727,279896,-.2729549407958984,14410016,-.1475505828857422,79348520,matched (3),-108801.84,.81371069,124785.95,227788.89
201302,730424,637,3389,51006,02,1,0,0,0,0,0,0,0,0,0,0,3605109,59536,-.0091629028320313,1054799,.1792488098144531,1097291,-.1917200088500977,127670,-1.157145500183106,91841,1.916703224182129,339478,2.16795825958252,6534446,.0796623229980469,17558890,-.0302772521972656,3187630,.0558395385742188,17624792,.1097049713134766,786156,.2500438690185547,411049,.2639045715332031,1300100,.0136041641235352,731548,1.717183113098145,349314,521124,.5421991348266602,96812,.0760097503662109,267567,3.91377067565918,975516,.0655364990234375,40558,-.5535469055175781,40524,2.731115341186523,3681239,1001421,.4748983383178711,2541853,.2358474731445313,825009,.6861886978149414,4711703,.2876739501953125,1150539,.3259000778198242,130103,.7477951049804688,1118282,13358,-.2378578186035156,434965,2.630338668823242,1146366,.797154426574707,3888,3949020,2.701950073242188,50965,-.2260074615478516,3907182,1087723,-.135859489440918,33073,.4066753387451172,1339059,813828,.781010627746582,992429,.7625370025634766,450125,.6418533325195313,193931,.1112842559814453,7821410,-.1141166687011719,5555,.3341703414916992,632609,.5532016754150391,279856,-.0001430511474609,15110807,.0474853515625,80265672,matched (3),-123895.09,.81371069,137296.31,234875.55
201303,730424,638,3389,53791,03,0,1,0,0,0,0,0,0,0,0,0,5369951,59653,.0019636154174805,6959053,1.886693000793457,1317734,.1830692291259766,88621,-.3650798797607422,121731,.2817544937133789,559654,.4999094009399414,7117366,.0854501724243164,19286830,.0938625335693359,2637837,-.1893186569213867,14734054,-.1791439056396484,853450,.0821323394775391,516665,.2286825180053711,1461680,.1171455383300781,51483,-2.653911590576172,371094,600292,.1414279937744141,208286,.7661418914794922,29636,-2.200380325317383,1172476,.1839065551757813,157862,1.358988761901856,74453,.6082735061645508,5891279,2634737,.9673633575439453,2879118,.1245908737182617,650204,-.2381086349487305,5520636,.1584444046020508,1008260,-.1320047378540039,136070,.0448427200317383,1167992,23358,.5588245391845703,14459,-3.403948783874512,523674,-.783482551574707,26160,904300,-1.474061965942383,127268,.9151554107666016,4173556,1467966,.2997913360595703,11833,-1.027824401855469,1555459,799323,-.0179843902587891,677390,-.3819084167480469,310829,-.3702821731567383,207777,.0689630508422852,7780107,-.0052947998046875,3465,-.4719858169555664,695766,.0951604843139648,407210,.3750543594360352,17577936,.1512355804443359,42403660,matched (3),-39544.039,.81371069,113502.77,221808.75
201304,730424,639,3389,35039,04,0,0,1,0,0,0,0,0,0,0,0,5317367,32320,-.6128578186035156,2891795,-.8781661987304688,1123830,-.1591711044311523,220101,.9097175598144531,58170,-.7384443283081055,350001,-.4693822860717773,7891858,.1032934188842773,21290678,.098846435546875,3016193,.1340360641479492,14129978,-.0418624877929688,752903,-.1253509521484375,376814,-.315643310546875,1260300,-.1482362747192383,90553,.5646839141845703,308284,824081,.3168535232543945,158331,-.2742252349853516,1941,-2.725786685943604,828709,-.3470039367675781,103884,-.4184465408325195,19147,-1.35802173614502,5611698,4644260,.5668487548828125,2597788,-.1028232574462891,390398,-.5101194381713867,5468140,-.0095548629760742,1028849,.0202150344848633,38824,-1.254131317138672,1115864,37990,.4863834381103516,3964,-1.294063568115234,959768,.6058216094970703,0,1434545,.4614419937133789,58499,-.7772855758666992,3071206,1689971,.140833854675293,29559,.9154958724975586,1404940,694590,-.1404428482055664,292968,-.8381834030151367,908112,1.072124481201172,233371,.1161642074584961,8139873,.0452041625976563,5431,.4494104385375977,649206,-.0692625045776367,322745,-.2324666976928711,16585937,-.0580902099609375,33007568,matched (3),199304.41,.81371069,85522.367,208878.72
201305,730424,640,3389,55678,05,0,0,0,1,0,0,0,0,0,0,0,3970787,46958,.3735666275024414,3415335,.1663980484008789,1133173,.0082798004150391,305387,.3274936676025391,72434,.2193059921264648,202335,-.5480117797851563,8530851,.0778579711914063,21857442,.0262718200683594,3248355,.074152946472168,17278332,.2011547088623047,786721,.0439376831054688,522492,.3268575668334961,1435867,.1304187774658203,319923,1.262145042419434,410790,992921,.1863822937011719,115327,-.3169155120849609,31183,2.776669979095459,1038453,.2256183624267578,131710,.2373275756835938,32880,.5407180786132813,7038037,5892651,.2380733489990234,3188487,.2048854827880859,426866,.0893039703369141,5684055,.0387258529663086,870389,-.1672554016113281,70461,.5960216522216797,1182388,68563,.5904302597045898,6887,.5523824691772461,861404,-.1081275939941406,2633,333659,-1.458483695983887,163210,1.026028633117676,2975765,1602434,-.0531883239746094,30538,.0325832366943359,1641138,586507,-.1691379547119141,295278,.0078535079956055,569815,-.4660558700561523,234289,.0039253234863281,9463418,.1506595611572266,11178,.7218246459960938,583324,-.1070079803466797,335908,.0399742126464844,16561931,-.0014476776123047,71585984,matched (3),-232607.41,.81371069,107404.74,218751.05
201306,730424,641,3389,82820,06,0,0,0,0,1,0,0,0,0,0,0,3814911,45238,-.0373153686523438,3409148,-.0018129348754883,1011823,-.1132688522338867,205944,-.3939762115478516,45233,-.4708480834960938,374403,.6154079437255859,7303488,-.1553373336791992,19109840,-.1343364715576172,4388828,.3009138107299805,13502320,-.2465934753417969,865131,.0950069427490234,492344,-.0594320297241211,1442163,.0043754577636719,725602,.8189210891723633,130740,832141,-.1766500473022461,119891,.0388107299804688,1016,-3.423999786376953,1443105,.3290643692016602,76100,-.5485544204711914,9081,-1.286680221557617,5427595,4123194,-.3570775985717773,5840179,.6052150726318359,396487,-.073826789855957,4767538,-.1758346557617188,966417,.1046552658081055,176916,.9206151962280273,1237985,9906166,4.973158836364746,3040,-.8177776336669922,1321455,.4279251098632813,0,803714,.879124641418457,158558,-.0289173126220703,4224153,1981908,.2125368118286133,13896,-.7873706817626953,1776835,590009,.0059537887573242,184679,-.4692983627319336,349559,-.4886398315429688,198395,-.166295051574707,8536360,-.1030988693237305,2802,-1.38361406326294,460381,-.2366886138916016,268885,-.2225532531738281,16639533,.0046749114990234,43197068,matched (3),285744.19,.81371069,110907.4,220491.94
