period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1098c705,growth1098c705,Y1139c826,growth1139c826,Y1366c554,Y1425c440,growth1425c440,Y1478c484,growth1478c484,Y1694c826,growth1694c826,Y1759c233,Y1770c352,growth1770c352,Y1816c208,growth1816c208,Y1817c440,growth1817c440,Y2077c616,growth2077c616,Y2105c484,growth2105c484,Y212c381,Y2881c352,growth2881c352,Y2930c208,growth2930c208,Y3034c705,growth3034c705,Y3040c703,growth3040c703,Y3112c703,growth3112c703,Y3157c191,growth3157c191,Y3286c484,growth3286c484,Y3411c616,growth3411c616,Y3591c208,growth3591c208,Y3692c642,Y3755c620,growth3755c620,Y3812c484,growth3812c484,Y3842c484,growth3842c484,Y3858c233,Y3867c352,growth3867c352,Y3902c554,Y3923c191,growth3923c191,Y4008c826,growth4008c826,Y419c152,growth419c152,Y422c620,growth422c620,Y4260c348,growth4260c348,Y4261c352,growth4261c352,Y4320c484,growth4320c484,Y4338c348,growth4338c348,Y4376c208,growth4376c208,Y4377c208,growth4377c208,Y4528c703,growth4528c703,Y4688c826,growth4688c826,Y4723c826,growth4723c826,Y516c352,growth516c352,Y544c348,growth544c348,Y589c208,growth589c208,Y595c352,growth595c352,Y607c372,growth607c372,Y657c352,growth657c352,Y759c826,growth759c826,Y848c807,growth848c807,_merge,x,r2,s,sf
201101,293723,612,1332,389969,01,0,0,0,0,0,0,0,0,0,0,0,37566,1.296677589416504,75074,-.7209358215332031,84635,39380,-.3568143844604492,16769984,-.143157958984375,9134296,.1315345764160156,1261371,73883,-.4135837554931641,14015,.1024703979492188,57711,-.2367773056030273,6897657,.5208740234375,4690606,-.0231599807739258,13025372,24377,-.138885498046875,420907,-.171513557434082,418872,-.0214967727661133,198730,-.2768173217773438,457874,.2181797027587891,173969,-.0574436187744141,616370,-.4370584487915039,387609,-.7797689437866211,1201852,.1276378631591797,358118,1933514,-.2345905303955078,73529552,-1.320541381835938,31023524,-.0968742370605469,208029,172829,.0525827407836914,1342054,16072,.5429859161376953,161618,-.4560203552246094,879402,-.2459850311279297,559271,-.6508979797363281,6120710,-.0542440414428711,54152,-.1347427368164063,2019831,-.0295753479003906,3107897,.5017538070678711,237167,-.2805614471435547,562443,-.3892984390258789,12214514,.1828880310058594,4916860,.329380989074707,711713,-.1911096572875977,122354,-.0193290710449219,17742,-.9226722717285156,735348,-.2070560455322266,796671,-.1942319869995117,27950,-.3945531845092773,840321,.2036256790161133,1004979,1.237020492553711,1456994,.055567741394043,matched (3),1094200.4,.88278431,173859.78,293809.91
201102,293723,613,1332,909861,02,1,0,0,0,0,0,0,0,0,0,0,18044,-.7332859039306641,192331,.9407434463500977,247936,96882,.9002351760864258,19983448,.1753139495849609,11094475,.1944122314453125,1382070,119490,.4807491302490234,13717,-.0214920043945313,79964,.3261280059814453,4466972,-.4344711303710938,5216945,.1063499450683594,13955447,29504,.1908855438232422,490722,.1534652709960938,533617,.2421121597290039,974484,1.589961051940918,577080,.2313871383666992,133717,-.2631511688232422,766597,.218113899230957,399641,.0305700302124023,1315409,.0902833938598633,469690,1850501,-.0438823699951172,73495960,-.0004558563232422,37263852,.1832790374755859,200668,255134,.3894863128662109,1678465,33993,.7490768432617188,614264,1.335189819335938,4389134,1.607645034790039,2466445,1.483899116516113,7070578,.1442642211914063,47301,-.1352634429931641,2151531,.0631656646728516,3153874,.0146846771240234,245163,.0331583023071289,430203,-.2680330276489258,10913536,-.1126213073730469,5790821,.163604736328125,1793561,.9242830276489258,133778,.0892629623413086,64369,1.288697242736816,854714,.1504230499267578,656183,-.1940021514892578,40026,.3591117858886719,576729,-.3764114379882813,1339802,.2875547409057617,1930377,.2813396453857422,matched (3),2037754.4,.88278431,218842.5,322473.38
201103,293723,614,1332,620481,03,0,1,0,0,0,0,0,0,0,0,0,15170,-.1734933853149414,260209,.3022670745849609,155041,58730,-.5005426406860352,26169978,.2697086334228516,13931181,.2276821136474609,2026271,260234,.7783489227294922,14867,.0805082321166992,49175,-.4861907958984375,8647888,.6606044769287109,6951415,.2870330810546875,13444990,45077,.4238462448120117,576577,.1612310409545898,625337,.1586132049560547,675676,-.3661947250366211,560562,-.0290412902832031,412424,1.126326560974121,1144852,.4010686874389648,628569,.4528789520263672,1667281,.2370471954345703,495454,2313381,.2232532501220703,86952344,.1681289672851563,40925656,.0937328338623047,298389,181414,-.3410072326660156,1221139,14060,-.8828210830688477,305603,-.6981382369995117,1247768,-1.25777530670166,1538216,-.4721546173095703,8584761,.1940460205078125,62920,.2853326797485352,2479151,.1417369842529297,2783813,-.1248092651367188,405663,.5035991668701172,758984,.567723274230957,14350095,.2737522125244141,7726791,.2884187698364258,2131762,.1727457046508789,97363,-.3177356719970703,44013,-.3801469802856445,693720,-.2086992263793945,1398092,.7564239501953125,34865,-.1380453109741211,1107142,.6521644592285156,1216782,-.0963115692138672,1387739,-.3300390243530273,matched (3),2645038.8,.88278431,197491.44,308382.72
201104,293723,615,1332,501095,04,0,0,1,0,0,0,0,0,0,0,0,7864,-.6570243835449219,160299,-.4844436645507813,185082,120806,.7212352752685547,22783556,-.1385746002197266,9191666,-.41583251953125,1260570,97706,-.9796180725097656,13749,-.0781774520874023,185996,1.330339431762695,5961255,-.3720340728759766,6046429,-.1394767761230469,11697774,36473,-.2117996215820313,368112,-.4487218856811523,423853,-.3889045715332031,231866,-1.069553375244141,413590,-.3040647506713867,198420,-.7316665649414063,701840,-.4893245697021484,263281,-.8702239990234375,1552342,-.0714292526245117,427585,1932825,-.1797275543212891,75252736,-.1445083618164063,34840748,-.1609687805175781,190649,142431,-.2419233322143555,1439940,9308,-.4124593734741211,107246,-1.047161102294922,320201,-1.360162734985352,1385734,-.1043930053710938,7652729,-.1149263381958008,45347,-.3275203704833984,2063979,-.1832809448242188,2442157,-.1309404373168945,223692,-.5952520370483398,600267,-.2346057891845703,12045379,-.1750755310058594,6074378,-.2406139373779297,751950,-1.042034149169922,123500,.2377948760986328,7712,-1.741707801818848,986374,.3519678115844727,1214869,-.1404714584350586,42556,.1993370056152344,902031,-.2048883438110352,1012236,-.1840486526489258,1515544,.0880985260009766,matched (3),1437589.9,.88278431,218302.56,322107.19
201105,293723,616,1332,544284,05,0,0,0,1,0,0,0,0,0,0,0,22010,1.029201507568359,127985,-.225128173828125,204951,136729,.123814582824707,25124672,.0978107452392578,10699944,.1519412994384766,1513969,176260,.5899972915649414,70849,1.639584541320801,133301,-.3331146240234375,6705303,.1176176071166992,5449956,-.1038608551025391,13727478,17011,-.7627124786376953,450331,.2015962600708008,501415,.1680479049682617,315879,.309199333190918,520635,.2301740646362305,208737,.050689697265625,935981,.2878894805908203,243683,-.0773534774780273,1682641,.0805997848510742,540111,2316617,.1811256408691406,85773680,.1308612823486328,42982120,.2099952697753906,538139,177797,.2217845916748047,1335809,32366,1.246233940124512,215077,.6958703994750977,582611,.5985708236694336,2252289,.4857168197631836,8810392,.1408700942993164,75794,.5136747360229492,2330587,.1214847564697266,2230852,-.0904979705810547,287155,.2497520446777344,556849,-.0750808715820313,13011025,.0771160125732422,7544130,.2166900634765625,996718,.2817983627319336,206851,.5157575607299805,69672,2.201021194458008,1240933,.2295827865600586,1393510,.1371889114379883,25431,-.5148515701293945,1030111,.1327724456787109,1376903,.3076753616333008,2296797,.415740966796875,matched (3),2837039.3,.88278431,213077.03,318588.84
201106,293723,617,1332,977298,06,0,0,0,0,1,0,0,0,0,0,0,42689,.6624441146850586,205710,.4745540618896484,399303,139741,.02178955078125,24265208,-.0348052978515625,13161544,.2070598602294922,1546451,262516,.3983516693115234,15884,-1.495238304138184,59518,-.8063316345214844,6893754,.0277166366577148,5669144,.0394306182861328,16298913,25390,.4004955291748047,534816,.1719398498535156,520414,.0371904373168945,439726,.3307924270629883,568959,.0887594223022461,329510,.4565315246582031,963886,.0293779373168945,687500,1.037193298339844,1785134,.0591287612915039,480020,2364448,.0204362869262695,88194008,.0278263092041016,41513496,-.0347652435302734,346391,171191,-.0378627777099609,2024159,24992,-.2585525512695313,502250,.8481016159057617,3551421,1.807582855224609,2439825,.0799789428710938,8350594,-.0535993576049805,66498,-.1308469772338867,2075407,-.1159629821777344,1528998,-.3777713775634766,451352,.4522247314453125,411410,-.302703857421875,13768568,.0565910339355469,6680492,-.121577262878418,1611392,.4803857803344727,145709,-.3503866195678711,39394,-.570185661315918,817641,-.4171953201293945,1236503,-.1195383071899414,30638,.1862716674804688,1140660,.1019411087036133,1135176,-.193049430847168,3186502,.3274078369140625,matched (3),2092538.3,.88278431,190056.8,303675.19
201107,293723,618,1332,771183,07,0,0,0,0,0,1,0,0,0,0,0,22583,-.6367435455322266,185380,-.1040592193603516,291535,125327,-.1088638305664063,24187728,-.0031986236572266,12475748,-.0535125732421875,1473143,209962,-.2233858108520508,30939,.6667051315307617,135365,.8216962814331055,6837061,-.0082578659057617,5226326,-.081329345703125,16113770,30727,.1907863616943359,281158,-.6430063247680664,683112,.27203369140625,435965,-.0085897445678711,430473,-.2789239883422852,281584,-.1571760177612305,716809,-.2961635589599609,457518,-.4072456359863281,1329619,-.2946014404296875,492985,2837705,.1824512481689453,78891168,-.1114692687988281,40029112,-.0364112854003906,202592,201982,.1653985977172852,1511824,23478,-.0624923706054688,75856,-1.890260696411133,866109,-1.411091804504395,332365,-1.993447303771973,7208612,-.1470565795898438,51724,-.2512502670288086,1957695,-.0583896636962891,2686639,.5636787414550781,284852,-.4602775573730469,460085,.111821174621582,11920197,-.1441535949707031,6462929,-.0331096649169922,1212711,-.28424072265625,35276,-1.41840934753418,5920,-1.89527702331543,883755,.0777568817138672,1238118,.0013055801391602,27530,-.106964111328125,629115,-.5950489044189453,350776,-1.174394607543945,2807718,-.126551628112793,matched (3),1713795.4,.88278431,177572.44,296021.97
201108,293723,619,1332,1123620,08,0,0,0,0,0,0,1,0,0,0,0,54083,.8733224868774414,95790,-.6602497100830078,356733,145836,.1515560150146484,27593428,.1317329406738281,19975016,.4706974029541016,1786808,150684,-.3317413330078125,25631,-.1882152557373047,55608,-.8896474838256836,8830436,.2558469772338867,6544299,.2248859405517578,11114893,62089,.7034273147583008,409249,.3754072189331055,487733,-.3368902206420898,451302,.0345745086669922,632541,.3848600387573242,116228,-.8848772048950195,827343,.1434097290039063,503874,.0965099334716797,1491313,.1147642135620117,503147,1985485,-.3571319580078125,97949208,.2163791656494141,46488896,.1496067047119141,297359,245126,.1935939788818359,1882531,26925,.1369915008544922,805935,2.363165855407715,2002165,.8379735946655273,3177932,2.257752418518066,8746204,.1933431625366211,145831,1.036526679992676,2442091,.2210874557495117,3341374,.2180910110473633,170768,-.5116634368896484,530992,.1433353424072266,7836743,-.4194107055664063,5549316,-.1524076461791992,1287285,.0596771240234375,186438,1.664896011352539,11173,.6351642608642578,1249792,.3465518951416016,1282777,.0354347229003906,37378,.3058052062988281,903605,.3620786666870117,740069,.7465953826904297,2155696,-.2642583847045898,matched (3),1728034.3,.88278431,192945.64,305491.5
201109,293723,620,1332,604310,09,0,0,0,0,0,0,0,1,0,0,0,23550,-.8313941955566406,109267,.1316366195678711,288678,107798,-.3022232055664063,22816078,-.1901130676269531,14834580,-.2975215911865234,1594786,196488,.265416145324707,22004,-.1525783538818359,76819,.323124885559082,9824146,.1066379547119141,7056474,.0753507614135742,18587160,69032,.1060009002685547,408281,-.0023679733276367,450445,-.0795326232910156,740615,.4953441619873047,583110,-.0813694000244141,261320,.8101921081542969,790239,-.0458841323852539,506485,.0051689147949219,1817117,.1975946426391602,411986,1878291,-.0555009841918945,93919024,-.0420169830322266,39586424,-.1607265472412109,272205,251959,.0274934768676758,1844630,13258,-.7084541320800781,285358,-1.03825855255127,4536254,.8178720474243164,2024475,-.4509210586547852,7927472,-.0982847213745117,62971,-.8397741317749023,2303967,-.058222770690918,2445194,-.3122577667236328,465233,1.002232551574707,730554,.319056510925293,11920054,.4193992614746094,7997546,.3654603958129883,1173439,-.0925960540771484,127372,-.380986213684082,1129,-2.292168140411377,1448811,.14776611328125,1200580,-.06622314453125,38773,.0366420745849609,917103,.0148277282714844,698290,-.0581092834472656,3502605,.4853935241699219,matched (3),1122092,.88278431,228628.08,329192.72
201110,293723,621,1332,90080,10,0,0,0,0,0,0,0,0,1,0,0,12111,-.6650114059448242,126429,.1458864212036133,504639,49561,-.7770547866821289,18704812,-.1986846923828125,12310476,-.1865100860595703,1306223,151683,-.2588081359863281,20175,-.0867805480957031,175422,.8257427215576172,6818528,-.365199089050293,5784279,-.1988019943237305,17689292,60339,-.1345911026000977,488509,.1794023513793945,526517,.1560478210449219,334536,-.7947359085083008,524803,-.1053524017333984,237019,-.0976057052612305,729175,-.0804214477539063,354505,-.3567724227905273,1259294,-.3667001724243164,486652,2052120,.0885105133056641,90397480,-.0382156372070313,40858660,.0316314697265625,205480,192954,-.2668142318725586,1335431,9430,-.3407049179077148,155775,-.6053314208984375,404836,-2.416374206542969,2344794,.1468877792358398,6407980,-.2127904891967773,62287,-.0109214782714844,2066278,-.1088829040527344,2369164,-.0315866470336914,429971,-.0788211822509766,707202,-.0324869155883789,9070151,-.2732334136962891,5929907,-.2991266250610352,1079789,-.0831737518310547,147913,.1495122909545898,70038,4.127706050872803,1369202,-.0565147399902344,1116528,-.0725803375244141,27801,-.3326520919799805,852025,-.0736045837402344,708981,.0151948928833008,3545694,.0122270584106445,matched (3),285775.75,.88278431,144859.09,277635
201111,293723,622,1332,1128653,11,0,0,0,0,0,0,0,0,0,1,0,26781,.7935781478881836,56026,-.8138656616210938,338285,75343,.4188461303710938,23286616,.2190971374511719,14834111,.1864776611328125,1517418,206162,.3068695068359375,31043,.4309291839599609,346548,.6808261871337891,7681898,.1192226409912109,8117088,.3388280868530273,16043689,30755,-.6739263534545898,361254,-.3017768859863281,530772,.0080490112304688,216788,-.4338245391845703,559890,.0647172927856445,343961,.3723878860473633,852351,.1560850143432617,369242,.0407295227050781,2070909,.4974365234375,551820,2251578,.0927581787109375,92164992,.0193634033203125,46670288,.1329898834228516,296714,409576,.7526702880859375,1922018,37151,1.371094703674316,736600,1.553631782531738,752030,.6192941665649414,2404838,.0252847671508789,7204255,.1171274185180664,92709,.3977127075195313,2507950,.1937160491943359,3187951,.2968406677246094,347671,-.2124605178833008,1017798,.3640804290771484,9720370,.0692348480224609,5910028,-.0033578872680664,1118384,.0351200103759766,147134,-.0052804946899414,31396,-.8023576736450195,1243045,-.0966644287109375,1410619,.2338047027587891,12505,-.7989435195922852,1126360,.2791309356689453,1122750,.4597072601318359,2815861,-.2304658889770508,matched (3),1151443.4,.88278431,143874.42,277122.5
201112,293723,623,1332,568040,12,0,0,0,0,0,0,0,0,0,0,1,7527,-1.269196510314941,85345,.4208860397338867,167151,34477,-.7817583084106445,20607200,-.1222381591796875,9364193,-.4600353240966797,1363104,91838,-.8086366653442383,12494,-.9101247787475586,92559,-1.320175170898438,6511793,-.1652517318725586,6331961,-.2483615875244141,15739429,26264,-.1578531265258789,228247,-.4591531753540039,407841,-.2634553909301758,368353,.5301218032836914,278630,-.6978559494018555,68145,-1.618890762329102,679762,-.2262563705444336,323442,-.1324319839477539,1158236,-.5810890197753906,413873,1718872,-.269963264465332,85012368,-.0807838439941406,45528864,-.0247611999511719,174806,222385,-.6107120513916016,1676671,22239,-.5131435394287109,146206,-1.61702823638916,910042,.1907138824462891,937969,-.9415206909179688,4725779,-.4216394424438477,51606,-.5858268737792969,2098553,-.1782169342041016,2968781,-.0712270736694336,278288,-.222599983215332,587045,-.5502948760986328,6033386,-.4769163131713867,4876912,-.192138671875,972028,-.1402559280395508,144113,-.0207462310791016,17950,-.5590906143188477,1685278,.3043670654296875,947216,-.3982572555541992,8059,-.4393386840820313,746250,-.4116859436035156,982744,-.1331872940063477,1958047,-.3633203506469727,matched (3),579778.88,.88278431,112166.17,262065.42
201201,293723,624,1332,987870,01,0,0,0,0,0,0,0,0,0,0,0,18303,.8885688781738281,50274,-.5292139053344727,302273,35635,.0330362319946289,21596600,.0468959808349609,12188569,.2636051177978516,1172664,81776,-.1160421371459961,13292,.0619144439697266,14274,-1.869406700134277,6532735,.0032110214233398,6499734,.0261516571044922,14227053,20422,-.2515869140625,260320,.1314830780029297,498061,.1998453140258789,456962,.2155580520629883,480448,.544835090637207,131902,.6604223251342773,917323,.2997169494628906,249549,-.2593650817871094,1425215,.2074241638183594,454733,1655091,-.0378122329711914,85840472,.0096950531005859,35763840,-.2414093017578125,183793,144415,-.4317188262939453,1502845,12106,-.6081457138061523,52845,-1.017653465270996,4309151,1.55500602722168,1194977,.2421646118164063,6504920,.3195266723632813,83569,.4820346832275391,1628528,-.2535715103149414,2272919,-.2670860290527344,301396,.079768180847168,418819,-.3376626968383789,8810009,.3785800933837891,7870449,.4786033630371094,1050991,.0781040191650391,108628,-.2826690673828125,26068,.3731184005737305,793503,-.7532291412353516,1099447,.1490354537963867,55569,1.930835723876953,539368,-.3246622085571289,708263,-.3275337219238281,2369574,.1907625198364258,matched (3),864345.75,.88278431,122347.91,266582.16
201202,293723,625,1332,1471355,02,1,0,0,0,0,0,0,0,0,0,0,32940,.5876226425170898,75990,.4131135940551758,654629,42467,.1753988265991211,26287868,.1965713500976563,10341892,-.1642951965332031,1510776,294677,1.281896591186523,32835,.904332160949707,76116,1.673819541931152,6825804,.04388427734375,6113893,-.0611982345581055,16376641,51994,.9345159530639648,359032,.3215007781982422,602020,.1895685195922852,171941,-.9774484634399414,603939,.2287540435791016,195966,.3958816528320313,1022774,.1088142395019531,220250,-.1248912811279297,1785531,.2253932952880859,512425,1674137,.0114421844482422,101468400,.1672573089599609,47130160,.2759761810302734,265564,402369,1.024678230285645,1496892,66625,1.705378532409668,537344,2.319275856018066,2109048,-.7145042419433594,618131,-.6591815948486328,6332008,-.0269412994384766,72685,-.1395378112792969,1779023,.0883874893188477,2359307,.0373029708862305,397434,.2766036987304688,937608,.8058929443359375,10861911,.2093744277954102,4333900,-.5966472625732422,1356778,.2553796768188477,82856,-.2708244323730469,32069,.2071809768676758,901335,.1274204254150391,869076,-.2351312637329102,13414,-1.421326637268066,829368,.4302654266357422,1835735,.9523849487304688,2491507,.0501775741577148,matched (3),1311401.9,.88278431,141565.3,275930.72
201203,293723,626,1332,1180716,03,0,1,0,0,0,0,0,0,0,0,0,17282,-.6450223922729492,2986,-3.236666679382324,396842,102806,.8841161727905273,24874116,-.0552787780761719,14563993,.3423480987548828,1744644,212734,-.3258380889892578,21993,-.4007701873779297,111064,.3778476715087891,6386899,-.0664606094360352,5722830,-.0661001205444336,14503846,51988,-.0001153945922852,323160,-.1052646636962891,520464,-.1455707550048828,200171,.1520204544067383,465577,-.2601957321166992,351948,.5855417251586914,1113866,.0853185653686523,194652,-.1235504150390625,1504320,-.1713752746582031,421780,1493060,-.1144704818725586,100920256,-.0054168701171875,45309784,-.0393905639648438,173804,157445,-.93829345703125,1836420,49396,-.2992105484008789,12407,-3.768378257751465,584980,-1.282414436340332,267062,-.8392190933227539,7752208,.2023601531982422,86699,.1763067245483398,2502722,.3413143157958984,2360959,.0006999969482422,264350,-.4077548980712891,435633,-.7665319442749023,11098176,.0215187072753906,4641904,.0686569213867188,1060313,-.2465486526489258,108272,.2675418853759766,12990,-.9037094116210938,1170414,.261235237121582,1188430,.312957763671875,10549,-.2402677536010742,957444,.1436033248901367,461198,-1.381372451782227,1657687,-.4074649810791016,matched (3),1092022.9,.88278431,128460.62,269442.31
201204,293723,627,1332,1207957,04,0,0,1,0,0,0,0,0,0,0,0,3744,-1.529510498046875,20446,1.923852920532227,162202,157642,.4274826049804688,22244600,-.1117286682128906,14787138,.0152053833007813,1328309,269580,.2368230819702148,32352,.385951042175293,115095,.0356512069702148,6425687,.0060539245605469,6091227,.0623865127563477,14908558,22811,-.8237705230712891,329669,.0199413299560547,490701,-.0588855743408203,359640,.5859317779541016,415856,-.1129388809204102,293728,-.1808290481567383,1843435,.5037937164306641,255096,.2704267501831055,1595656,.0589447021484375,428561,1167567,-.245905876159668,92898208,-.0828266143798828,45505736,.0043144226074219,335723,115394,-.3107233047485352,1809433,49757,.0072813034057617,1776226,4.963985443115234,668184,.1329860687255859,203740,-.2706365585327148,7233743,-.0692214965820313,72818,-.1744785308837891,2511384,.0034551620483398,1581493,-.4006986618041992,280719,.0600805282592773,451694,.0362052917480469,9798797,-.1245212554931641,4601493,-.0087442398071289,921178,-.1406660079956055,137108,.2361230850219727,35340,1.000835418701172,1016435,-.1410560607910156,1181955,-.0054636001586914,8565,-.2083473205566406,927152,-.0321493148803711,1100492,.869685173034668,3094404,.6241722106933594,matched (3),1099316.4,.88278431,153497.81,282238.56
201205,293723,628,1332,1429215,05,0,0,0,1,0,0,0,0,0,0,0,17947,1.567268371582031,41414,.7058315277099609,449057,162385,.0296440124511719,24435092,.0939197540283203,9552219,-.4369831085205078,1596911,190490,-.3472652435302734,84292,.957611083984375,123728,.0723276138305664,6522558,.0149631500244141,7753868,.2413425445556641,18195806,35524,.4429655075073242,288187,-.1344795227050781,425294,-.1430540084838867,686690,.6467790603637695,546170,.2725915908813477,242838,-.1902589797973633,1378122,-.2909088134765625,257826,.0106449127197266,1485404,-.071599006652832,443129,1482580,.2388620376586914,100367288,.07733154296875,48651984,.0668544769287109,731339,273211,.8618917465209961,2171185,33292,-.4018335342407227,142576,-2.522371292114258,4719734,1.954943656921387,2299786,2.423727035522461,7447073,.0290651321411133,83119,.1323099136352539,2662396,.0583925247192383,2323007,.3844928741455078,294275,.0471601486206055,526357,.1529741287231445,10241550,.0441932678222656,6100998,.2820720672607422,1103127,.1802501678466797,88533,-.4373941421508789,8351,-1.442634582519531,1067600,.0491113662719727,1423341,.1858367919921875,32878,1.345120429992676,1056685,.1307744979858398,1125965,.0228824615478516,3285250,.0598478317260742,matched (3),1427686.6,.88278431,142197.98,276255.88
201206,293723,629,1332,620417,06,0,0,0,0,1,0,0,0,0,0,0,5679,-1.15064811706543,49369,.1757040023803711,440625,126954,-.2461452484130859,20053976,-.1975917816162109,15475211,.4824657440185547,1164480,236517,.2164201736450195,13966,-1.797660827636719,40828,-1.10871696472168,5488657,-.1725826263427734,5987413,-.2585325241088867,12234695,13756,-.9487333297729492,415199,.3651485443115234,558779,.2729730606079102,311554,-.7903099060058594,432336,-.2337274551391602,179781,-.3006553649902344,1145769,-.1846456527709961,205120,-.2286891937255859,1397614,-.0609197616577148,470092,1754896,.1686258316040039,83229912,-.1872291564941406,44774896,-.0830440521240234,501842,136973,-.690460205078125,1785602,36335,.0874643325805664,401644,1.035691261291504,586557,-2.085237503051758,1420495,-.4818105697631836,5990948,-.2175712585449219,77338,-.0720882415771484,2045059,-.2637996673583984,1594146,-.3765239715576172,226132,-.2633953094482422,458439,-.1381521224975586,9440488,-.0814456939697266,5321968,-.1366100311279297,1516137,.3180170059204102,125940,.3524303436279297,33820,1.39867115020752,856302,-.2205448150634766,1176180,-.19073486328125,19827,-.5057592391967773,1007645,-.047520637512207,999097,-.1195430755615234,2294713,-.3588352203369141,matched (3),605226.19,.88278431,118148.44,264681.13
201207,293723,630,1332,927379,07,0,0,0,0,0,1,0,0,0,0,0,51496,2.204729080200195,85255,.5463237762451172,178431,134023,.0541868209838867,21150892,.0532550811767578,12222797,-.2359371185302734,1169940,180190,-.272007942199707,20072,.3626995086669922,31240,-.2676687240600586,6962248,.237818717956543,6265854,.0454549789428711,14717706,36855,.9855165481567383,351765,-.1657943725585938,565263,.0115375518798828,410236,.2751598358154297,390548,-.1016521453857422,186004,.0340280532836914,1193638,.0409297943115234,226758,.1002874374389648,1424035,.0187282562255859,499630,1431440,-.2037286758422852,79621136,-.0443267822265625,45610848,.0184974670410156,512120,206494,.410487174987793,1909252,29433,-.2106647491455078,635592,.4589910507202148,506672,-.1464061737060547,1636085,.1413002014160156,6952007,.1487808227539063,82087,.0595941543579102,2826303,.323542594909668,1881553,.1657590866088867,117890,-.6513671875,363631,-.2316875457763672,8920124,-.0566978454589844,8210624,.4335861206054688,909559,-.510960578918457,52921,-.8670053482055664,4103,-2.109333992004395,816554,-.0475301742553711,1404547,.1774435043334961,27451,.3253574371337891,1107645,.0946197509765625,932993,-.0684547424316406,2778560,.1913251876831055,matched (3),987102.75,.88278431,93129.664,254499.84
201208,293723,631,1332,1045187,08,0,0,0,0,0,0,1,0,0,0,0,5621,-2.214994430541992,45650,-.6246433258056641,284705,138360,.0318470001220703,21740280,.0274848937988281,13917459,.1298408508300781,1503698,119894,-.4074039459228516,16368,-.2039976119995117,108609,1.246054649353027,7127365,.0234394073486328,7220457,.1418037414550781,9032433,40399,.0918140411376953,386868,.0951204299926758,386086,-.3812313079833984,214818,-.6469411849975586,480112,.2064685821533203,130767,-.3523502349853516,1004031,-.1729831695556641,172647,-.2726335525512695,1520996,.0658702850341797,520798,1263319,-.12493896484375,93150216,.1569328308105469,50349392,.0988407135009766,447987,254873,.2104940414428711,1608660,19675,-.4027681350708008,730098,.1386213302612305,3742714,1.999702453613281,1934705,.1676492691040039,6423597,-.0790529251098633,58076,-.3460264205932617,13903992,1.593207359313965,1422689,-.2795486450195313,210254,.5785646438598633,478702,.2749385833740234,7088376,-.229853630065918,4836902,-.5291547775268555,1234794,.305699348449707,246500,1.538561820983887,26995,1.883934020996094,1018871,.2213573455810547,1299966,-.0773773193359375,46392,.5247249603271484,729493,-.4176416397094727,1086336,.1521682739257813,3183755,.1361284255981445,matched (3),732284,.88278431,107491.98,260099.14
201209,293723,632,1332,1083772,09,0,0,0,0,0,0,0,1,0,0,0,3244,-.5497026443481445,69314,.4176435470581055,116086,126075,-.0929813385009766,17993662,-.18914794921875,13697565,-.0159263610839844,1556843,153708,.2484464645385742,36410,.7995157241821289,104557,-.0380220413208008,6312492,-.1214113235473633,5146222,-.3386554718017578,15909339,40217,-.0045156478881836,424120,.0919322967529297,534163,.324641227722168,236028,.0941591262817383,418745,-.1367568969726563,202454,.4370956420898438,916753,-.0909395217895508,253596,.3844928741455078,1205222,-.232701301574707,477272,1382601,.0902242660522461,71129184,-.2697162628173828,39799288,-.235137939453125,493290,216347,-.1638822555541992,2897076,7378,-.9808464050292969,90851,-2.083957672119141,178744,-3.041611671447754,1483051,-.2658538818359375,6296361,-.0200061798095703,71361,.205998420715332,1815012,-2.036084175109863,1663516,.1563844680786133,219170,.0415306091308594,845643,.5690193176269531,9483426,.2910890579223633,5143364,.0614328384399414,965852,-.2456493377685547,136386,-.5918731689453125,16251,-.5074977874755859,1198549,.1624164581298828,1266297,-.0262413024902344,69667,.4065990447998047,788850,.0782260894775391,351617,-1.128023147583008,3644095,.1350469589233398,matched (3),1079853.6,.88278431,123462.86,267095.69
