period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1083c372,growth1083c372,Y1383c68,growth1383c68,Y1437c752,growth1437c752,Y1479c344,Y1578c484,growth1578c484,Y1690c826,growth1690c826,Y1782c442,Y1826c32,Y1851c124,growth1851c124,Y1856c208,growth1856c208,Y2046c484,growth2046c484,Y2051c208,growth2051c208,Y2120c372,growth2120c372,Y2282c440,Y25c428,growth25c428,Y2723c251,growth2723c251,Y2723c348,growth2723c348,Y2739c344,Y2782c251,growth2782c251,Y2875c251,growth2875c251,Y2968c484,growth2968c484,Y2995c484,growth2995c484,Y3010c348,growth3010c348,Y3096c484,growth3096c484,Y3317c484,growth3317c484,Y3386c792,growth3386c792,Y3448c32,Y3526c705,growth3526c705,Y3578c554,Y3695c586,growth3695c586,Y3968c32,Y4112c208,Y4197c300,growth4197c300,Y4244c372,growth4244c372,Y4329c222,growth4329c222,Y4354c208,growth4354c208,Y440c752,growth440c752,Y4513c705,growth4513c705,Y451c300,growth451c300,Y4580c152,growth4580c152,Y4755c32,Y4807c32,Y488c428,growth488c428,Y4974c36,Y5040c792,growth5040c792,Y514c208,growth514c208,Y530c208,growth530c208,Y78c757,growth78c757,Y933c705,growth933c705,Y966c300,growth966c300,_merge,x,r2,s,sf
201308,293790,643,1338,4404666,08,0,0,0,0,0,0,1,0,0,0,0,34272,.2652921676635742,714412,.0937137603759766,1538375,.520482063293457,11662375,1335289,.224146842956543,20735112,-.1188869476318359,1314890,25948900,12570216,.0348930358886719,7964185,.1151199340820313,140496,.3385591506958008,2259373,.1353530883789063,9062718,.0430746078491211,16951,449948,.0253324508666992,5916202,.1352319717407227,150704,1.061385154724121,2631298,5546557,.0221071243286133,1342167,.1647491455078125,382997,.561314582824707,648820,.3054208755493164,110370,.9168109893798828,457326,-.055328369140625,2487896,-.2762298583984375,3158286,-.7091865539550781,1678687,884643,.2296829223632813,1059994,222900,.1045083999633789,444097,915302,3920602,-.0873498916625977,5412835,.6710090637207031,1239724,-.11083984375,2584216,.2051668167114258,2347322,1.092403411865234,346139,.1668281555175781,1723968,-.2826318740844727,204158624,.1609077453613281,4392517,66666,500113,.6297826766967773,2129532,2880251648,-.0390167236328125,3227981,-.0333986282348633,4228654,.1945466995239258,138067,-.0539617538452148,13954,.1480302810668945,714244,.0736265182495117,matched (3),4388175.5,.91889381,448763,1064612.8
201309,293790,644,1338,3822764,09,0,0,0,0,0,0,0,1,0,0,0,6440,-1.67180061340332,562278,-.2394628524780273,1182953,-.2627124786376953,10564921,994573,-.2945890426635742,22291128,.0723590850830078,730659,18620674,11771504,-.0656471252441406,7332657,-.082615852355957,121384,-.1462192535400391,2228302,-.0138473510742188,8828601,-.0261726379394531,24282,311729,-.3669977188110352,4041668,-.381037712097168,140445,-.0705013275146484,2159383,4909715,-.1219606399536133,1221969,-.0938215255737305,313460,-.2003555297851563,305447,-.7533788681030273,199153,.590235710144043,421201,-.0822858810424805,1903528,-.2677278518676758,3518627,.1080417633056641,1724470,590002,-.4050588607788086,725563,114382,-.667180061340332,242274,2730867,3900352,-.0051784515380859,3577119,-.4142160415649414,1143734,-.0805902481079102,2500681,-.0328588485717773,1529378,-.4284143447875977,230767,-.4054317474365234,1333492,-.2568273544311523,164064752,-.2186355590820313,2928198,77394,290108,-.5445804595947266,1608074,3056866816,.0595130920410156,1622623,-.6878128051757813,4132301,-.0230493545532227,169724,.2064352035522461,8626,-.4809856414794922,460012,-.439971923828125,matched (3),3136073.8,.91889381,379632.09,1037368.2
201310,293790,645,1338,5062688,10,0,0,0,0,0,0,0,0,1,0,0,20279,1.14705753326416,493251,-.1309785842895508,1817472,.4294328689575195,0,1070734,.0737857818603516,25189052,.1222209930419922,1399301,21736350,12719305,.0774383544921875,9280104,.2355337142944336,196781,.4831323623657227,2435352,.0888509750366211,10339278,.1579532623291016,14000,443339,.3522005081176758,3171170,-.2425565719604492,167588,.176692008972168,0,5529974,.1189670562744141,1873845,.4275293350219727,297394,-.0526142120361328,636791,.7346649169921875,106688,-.6241645812988281,484766,.1405553817749023,2995942,.4535493850708008,2469802,-.3539333343505859,1333099,624363,.0566062927246094,2049684,185317,.4825239181518555,498922,1437685,4642397,.174163818359375,3484710,-.0261726379394531,1796966,.4518013000488281,2992550,.1795625686645508,1797678,.1616344451904297,362011,.4502658843994141,1689914,.2368764877319336,192349072,.1590499877929688,4613482,43128,347785,.181330680847168,2508901,2837362176,-.0745162963867188,3345167,.7234725952148438,5183683,.2266817092895508,160521,-.0557489395141602,98392,2.434178352355957,543383,.1665611267089844,matched (3),5073474,.91889381,403774.22,1046444.4
201311,293790,646,1338,1970689,11,0,0,0,0,0,0,0,0,0,1,0,26041,.2500858306884766,840822,.5333623886108398,831731,-.7816925048828125,12846632,827608,-.2575597763061523,22736620,-.1024322509765625,1235972,16989492,11980643,-.0598278045654297,6789484,-.3124971389770508,119465,-.4990682601928711,2306282,-.0544548034667969,9522304,-.0823135375976563,14362,282036,-.4523000717163086,2864238,-.1017980575561523,107663,-.4425020217895508,2364180,3282861,-.5214681625366211,1354086,-.3248662948608398,228737,-.2624845504760742,296131,-.7656393051147461,58168,-.6065740585327148,340267,-.3539352416992188,2194638,-.3112421035766602,977255,-.9271450042724609,1196221,615844,-.0137386322021484,1448512,177930,-.0406770706176758,361532,1042224,4639740,-.0005722045898438,2836461,-.2058277130126953,1252339,-.3610868453979492,3213990,.0713872909545898,1788053,-.0053682327270508,238823,-.4159517288208008,2052282,.19427490234375,157658176,-.1988811492919922,3700519,80784,135189,-.9449100494384766,2334025,3171493888,.111328125,1704512,-.6742382049560547,4416949,-.1600666046142578,104438,-.4298315048217773,7233,-2.610305786132813,718513,.2793693542480469,matched (3),2512655.5,.91889381,382376.97,1038375.8
201312,293790,647,1338,4515066,12,0,0,0,0,0,0,0,0,0,0,1,5712,-1.517102241516113,561745,-.4033327102661133,1152899,.3265256881713867,12196489,869245,.0490856170654297,20482760,-.1043930053710938,3100606,13798157,12586954,.0493679046630859,6863675,.0108680725097656,120964,.0124692916870117,1388643,-.5073089599609375,10689476,.1156234741210938,18426,300973,.0649852752685547,3326787,.1497039794921875,79744,-.3001842498779297,3880834,3679125,.1139593124389648,1425247,.0512189865112305,354651,.4385614395141602,314201,.0592308044433594,87853,.4123296737670898,388961,.1337480545043945,2133469,-.0282669067382813,3087125,1.150247573852539,1748820,425488,-.3697566986083984,1406817,209521,.1634340286254883,314962,3044081,5825987,.2276697158813477,3263154,.1401376724243164,1262217,.0078563690185547,2784029,-.1436138153076172,1022438,-.5589370727539063,134952,-.5708036422729492,1966141,-.0428800582885742,162275920,.0288677215576172,3434931,19807,179449,.2832174301147461,2632894,3503274752,.0994968414306641,2581273,.415003776550293,4695696,.0611972808837891,93510,-.1105251312255859,18178,.9215583801269531,523904,-.3158750534057617,matched (3),4803920.5,.91889381,315970.63,1015800
201401,293790,648,1338,6419360,01,0,0,0,0,0,0,0,0,0,0,0,3511,-.486668586730957,782583,.3315525054931641,1527564,.2813949584960938,10626113,1363006,.4498224258422852,25378688,.214324951171875,796294,18452472,13028169,.0344524383544922,8702950,.2374191284179688,193336,.4689369201660156,2810656,.7050905227661133,10782348,.0086498260498047,36434,385532,.2476034164428711,4336384,.2650346755981445,72243,-.0987863540649414,4734226,4337981,.1647348403930664,1470961,.0315704345703125,268856,-.2769584655761719,592408,.6341629028320313,117115,.2874917984008789,489916,.2307548522949219,2576219,.188572883605957,1733483,-.5771074295043945,2275771,729476,.5390901565551758,3259694,240102,.1362390518188477,512250,4714977,5620806,-.035853385925293,4463582,.3132572174072266,1288049,.020258903503418,3630208,.2653903961181641,1309869,.247736930847168,337112,.9154958724975586,3248892,.5022420883178711,178535616,.0954914093017578,4819401,93515,224298,.2230844497680664,2936919,3253180672,-.074066162109375,3212816,.2188653945922852,5710580,.195673942565918,143621,.4291095733642578,11500,-.4578647613525391,729951,.3316688537597656,matched (3),5717701.5,.91889381,566139.56,1119163.1
201402,293790,649,1338,3827635,02,1,0,0,0,0,0,0,0,0,0,0,1291,-1.000483989715576,646498,-.1910305023193359,1861693,.1978111267089844,7892997,1117544,-.1985588073730469,25652106,.0107173919677734,2462648,19414674,11535106,-.1217174530029297,7746343,-.1164417266845703,62277,-1.132837295532227,2047596,-.3167514801025391,10620254,-.0151462554931641,2931,382534,-.0078058242797852,2452271,-.5700263977050781,84910,.1615562438964844,2580601,4686376,.0772504806518555,1135523,-.2588224411010742,294835,.0922403335571289,451931,-.2706661224365234,115477,-.0140848159790039,380091,-.2538232803344727,2129412,-.1904764175415039,3036806,.560673713684082,1716954,647639,-.1189937591552734,1677536,160520,-.4026451110839844,407699,4023571,3886721,-.3689088821411133,4807250,.0741729736328125,1155675,-.1084432601928711,3000218,-.1906051635742188,1005742,-.2642011642456055,324865,-.0370054244995117,2493335,-.2646932601928711,138681552,-.2526092529296875,4380820,87810,216300,-.0363092422485352,2805100,3110662144,-.0447978973388672,1802090,-.5782003402709961,4683092,-.1983613967895508,121947,-.1635913848876953,23334,.7075643539428711,929962,.2421665191650391,matched (3),3710495.3,.91889381,371230.66,1034323.2
201403,293790,650,1338,2115779,03,0,1,0,0,0,0,0,0,0,0,0,47279,3.600649356842041,296154,-.7806901931762695,1322727,-.3417901992797852,11230665,1284870,.1395235061645508,28513984,.1057682037353516,1159506,17054078,11825295,.0248451232910156,9298454,.1826276779174805,180028,1.061519622802734,2297358,.1150932312011719,9606193,-.1003551483154297,0,372755,-.0258970260620117,2413827,-.0158014297485352,40709,-.735142707824707,6375776,4431501,-.0559215545654297,1504585,.2814235687255859,284512,-.0356407165527344,164348,-1.011543273925781,253755,.787297248840332,374586,-.0145883560180664,2480782,.1527280807495117,4303154,.348541259765625,1569647,691029,.0648488998413086,0,172784,.0736236572265625,313738,2221915,4249857,.0893192291259766,3336361,-.3652439117431641,1307897,.1237354278564453,2392547,-.2263259887695313,613895,-.493657112121582,287340,-.1227436065673828,1487207,-.5167217254638672,155952960,.1173744201660156,4250178,78479,139399,-.439326286315918,2317246,3071501312,-.0126686096191406,1775304,-.0149755477905273,5584734,.1760778427124023,112444,-.0811309814453125,20346,-.1370267868041992,619124,-.4068384170532227,matched (3),1615005.4,.91889381,566596.06,1119394.1
201404,293790,651,1338,4363056,04,0,0,1,0,0,0,0,0,0,0,0,28290,-.5135583877563477,929458,1.143722534179688,1430816,.0785493850708008,11306143,1659756,.2560129165649414,32651604,.1354999542236328,1926573,16895372,13332726,.1199817657470703,9519597,.0235042572021484,98281,-.605280876159668,1747765,-.2734222412109375,10982936,.1339340209960938,29911,379130,.0169582366943359,1794211,-.2966480255126953,42317,.0387401580810547,4908981,4724302,.0639820098876953,792365,-.6412506103515625,276449,-.0287494659423828,550408,1.208673477172852,71809,-1.262358665466309,377706,.0082941055297852,2766812,.1091213226318359,1956974,-.7879486083984375,1673953,838376,.1932849884033203,1407171,175616,.0162582397460938,406083,1803799,5757210,.3035678863525391,2966586,-.1174688339233398,823694,-.462376594543457,3121357,.2659091949462891,848978,.3242092132568359,312156,.0828371047973633,1634520,.0944499969482422,221200864,.349517822265625,3903812,237667,192787,.3242454528808594,2652985,2924459008,-.0490570068359375,2276718,.2487630844116211,6259546,.1140708923339844,137783,.2032241821289063,11492,-.5712337493896484,754256,.1974267959594727,matched (3),3346277.8,.91889381,409586.22,1048700.6
201405,293790,652,1338,3180482,05,0,0,0,1,0,0,0,0,0,0,0,27261,-.0370512008666992,657659,-.3459157943725586,1490703,.0410022735595703,11877420,1333247,-.2190532684326172,32362236,-.0089015960693359,847870,14460873,12230546,-.0862865447998047,8115556,-.1595697402954102,138306,.3416376113891602,2268850,.2609357833862305,9161881,-.1812915802001953,8245,446021,.1624870300292969,1941835,.0790681838989258,41712,-.0144004821777344,3660427,4141586,-.1316413879394531,636696,-.2187290191650391,218364,-.2358627319335938,487769,-.1208181381225586,56283,-.2436180114746094,389590,.0309791564941406,2310712,-.1801395416259766,1745838,-.1141643524169922,1373026,657032,-.2437343597412109,2011948,282329,.4747724533081055,407216,2766692,4741558,-.194087028503418,3744902,.2329835891723633,1106460,.2951221466064453,2773416,-.1181879043579102,711365,-.1768474578857422,335018,.0706806182861328,1270567,-.2518863677978516,173174656,-.2447719573974609,4878271,100945,135896,-.349696159362793,3488663,2686285824,-.0849494934082031,734211,-1.131693840026856,5813401,-.0739421844482422,205392,.3992404937744141,18280,.4641561508178711,465753,-.4820766448974609,matched (3),4066951.3,.91889381,371783.91,1034521.9
201406,293790,653,1338,1793179,06,0,0,0,0,1,0,0,0,0,0,0,1525,-2.883462429046631,735169,.1114139556884766,889579,-.5162544250488281,12841243,1060769,-.2286224365234375,31497428,-.0270862579345703,2816194,13046646,12056117,-.0143642425537109,8168645,.0065202713012695,145812,.0528497695922852,1957868,-.1474170684814453,9881898,.075653076171875,46004,352014,-.2366952896118164,1956997,.007777214050293,12162,-1.23247241973877,4520004,5471937,.2785539627075195,1113540,.5590066909790039,172071,-.2382564544677734,641323,.2736911773681641,55398,-.0158491134643555,420692,.0768060684204102,2519311,.0864295959472656,2234380,.2467288970947266,1802860,464450,-.3468790054321289,1721022,262599,-.0724449157714844,349842,1051712,7910117,.5117759704589844,2997043,-.2227697372436523,956564,-.145573616027832,2868174,.0335960388183594,1292506,.5971527099609375,300371,-.1091651916503906,1894892,.3996992111206055,154231664,-.1158447265625,3684091,49692,130502,-.0405006408691406,2309586,2666633984,-.0073432922363281,1203606,.4942808151245117,4289159,-.3040742874145508,120386,-.5342168807983398,5502,-1.200695037841797,681522,.3806734085083008,matched (3),3602285,.91889381,323900.06,1018294.4
201407,293790,654,1338,2496328,07,0,0,0,0,0,1,0,0,0,0,0,10218,1.902156352996826,1273199,.5491876602172852,1028673,.1452770233154297,11278095,1039206,-.0205373764038086,33470298,.0607509613037109,1936673,14173150,11573085,-.0408897399902344,7619081,-.0696468353271484,42103,-1.242199897766113,1842138,-.0609292984008789,8569805,-.1424589157104492,13186,421921,.181147575378418,6683850,1.228283882141113,66319,1.696160316467285,3905879,6373598,.152531623840332,858092,-.2605876922607422,184009,.06707763671875,886578,.3238363265991211,103328,.6233654022216797,481122,.1342201232910156,2941841,.1550502777099609,1238120,-.5903701782226563,1965931,850740,.6052532196044922,2348848,220227,-.175969123840332,512648,1802716,4208732,-.6309804916381836,3649370,.1969289779663086,1290028,.2990713119506836,2413517,-.1725912094116211,537578,-.8772649765014648,166023,-.5928926467895508,2317029,.2011232376098633,125073368,-.2095546722412109,4211956,109687,266934,.7156124114990234,2399805,2932381440,.0949974060058594,1574487,.2686071395874023,5133308,.1796588897705078,101542,-.1702308654785156,13976,.9322290420532227,403075,-.5252065658569336,matched (3),4271725.5,.91889381,478225.25,1077363.3
201408,293790,655,1338,4488750,08,0,0,0,0,0,0,1,0,0,0,0,28307,1.01895809173584,431156,-1.082818031311035,1160310,.120417594909668,10821242,1048870,.0092563629150391,28425788,-.163360595703125,4055557,15785592,11650514,.0066680908203125,8025245,.051936149597168,153917,1.296295166015625,2076595,.1198024749755859,9232663,.0745019912719727,4594,370607,-.1296758651733398,5949216,-.1164350509643555,127819,.6561384201049805,2881064,5116333,-.2197265625,742474,-.1447238922119141,212333,.1431713104248047,158435,-1.722024917602539,148361,.3617401123046875,482529,.0029201507568359,2053558,-.359461784362793,2326006,.630558967590332,1491676,643112,-.2797880172729492,2412592,266071,.1891040802001953,544139,2398574,4223553,.0035152435302734,4253876,.1532754898071289,1322349,.0247459411621094,2259212,-.0660686492919922,1114801,.7293577194213867,231841,.3339262008666992,1389273,-.511505126953125,139339200,.1080112457275391,4730425,88085,140002,-.6453447341918945,2248829,2818631680,-.0395622253417969,815247,-.6581935882568359,4872469,-.0521488189697266,166833,.49652099609375,8674,-.4770107269287109,470232,.1541042327880859,matched (3),5554046,.91889381,377749.03,1036680.5
201409,293790,656,1338,6059284,09,0,0,0,0,0,0,0,1,0,0,0,26085,-.0817480087280273,981827,.8229455947875977,1301383,.1147403717041016,12348024,1050526,.0015773773193359,29091462,.0231475830078125,1185068,12681370,11952731,.0256099700927734,8038256,.0016202926635742,226310,.3854923248291016,1869441,-.1050901412963867,8946088,-.0315303802490234,32662,318919,-.1502056121826172,4358657,-.3110952377319336,165522,.258488655090332,2468998,5566526,.0843334197998047,1817329,.8951349258422852,307668,.3708658218383789,596718,1.32610034942627,187617,.2347536087036133,423024,-.1316127777099609,2349927,.1348104476928711,992880,-.8512983322143555,2020009,463921,-.3266048431396484,1976876,261932,-.0156774520874023,270808,2677808,4766651,.120966911315918,3482350,-.2001228332519531,1326329,.0030050277709961,2842040,.2295064926147461,1467529,.2749042510986328,278539,.1835060119628906,1931832,.3296880722045898,115301392,-.189361572265625,4526189,73384,264498,.6361770629882813,2601310,3087099648,.0909805297851563,6152894,2.021186828613281,5088101,.0433034896850586,105298,-.4601993560791016,13788,.4634685516357422,612408,.2641725540161133,matched (3),6789172,.91889381,529218.56,1100947.1
201410,293790,657,1338,8013702,10,0,0,0,0,0,0,0,0,1,0,0,125603,1.571764945983887,999576,.0179157257080078,1245478,-.0439081192016602,13535651,1220131,.1496677398681641,33337524,.1362400054931641,1678633,14604217,13326353,.1087837219238281,7626352,-.0526027679443359,124053,-.6011972427368164,1965656,.0501871109008789,7980092,-.1142663955688477,50811,347073,.0845985412597656,4717143,.0790386199951172,102883,-.4755115509033203,2980859,5125199,-.0826015472412109,1286117,-.3457403182983398,79628,-1.351655960083008,683782,.1361942291259766,192049,.0233478546142578,469794,.1048660278320313,3617246,.4313287734985352,2819710,1.043779373168945,2593627,835037,.5877618789672852,2439833,356101,.30712890625,324714,1330948,5280899,.102452278137207,3051922,-.1319360733032227,1432960,.0773277282714844,2964580,.0422124862670898,1505562,.0255861282348633,231635,-.1843957901000977,1429767,-.3009567260742188,128067312,.1050052642822266,5240821,78158,139048,-.6430149078369141,2024664,2862770688,-.0754432678222656,1254743,-1.589991569519043,4535836,-.1148948669433594,175655,.5117273330688477,11996,-.139225959777832,910673,.396784782409668,matched (3),6708521.5,.91889381,399331.06,1044738
201411,293790,658,1338,6041535,11,0,0,0,0,0,0,0,0,0,1,0,137650,.0915889739990234,964321,-.0359067916870117,958919,-.2614688873291016,12834980,1403129,.1397457122802734,30621892,-.0849685668945313,825041,13476938,11079510,-.1846466064453125,7198221,-.0577754974365234,93097,-.2870664596557617,1773834,-.1026830673217773,9188497,.1410017013549805,12091,301673,-.1401920318603516,3369262,-.3365097045898438,88942,-.1456079483032227,3117376,4699828,-.086644172668457,1169312,-.0952119827270508,133833,.5192270278930664,590951,-.1459054946899414,62304,-1.125724792480469,408947,-.1387090682983398,2813135,-.2514142990112305,2329960,-.1907825469970703,1535450,587132,-.3522262573242188,2103890,182788,-.6668872833251953,571299,4789829,4527746,-.1538715362548828,3600073,.1651830673217773,1206465,-.1720476150512695,2319799,-.2452545166015625,1348670,-.1100473403930664,101335,-.8267307281494141,1848759,.2570028305053711,126097440,-.0155010223388672,3082613,72497,130184,-.0658702850341797,1751926,3151001344,.0959320068359375,4090916,1.181838035583496,3545669,-.2462825775146484,99842,-.5649328231811523,12497,.0409154891967773,558283,-.4893178939819336,matched (3),5880604.5,.91889381,477893.75,1077216.1
201412,293790,659,1338,6848324,12,0,0,0,0,0,0,0,0,0,0,1,121036,-.128626823425293,533852,-.5913057327270508,816946,-.1602334976196289,12594962,1065385,-.2753677368164063,28278552,-.0796127319335938,533828,16588960,12013934,.0809707641601563,7010678,-.0263996124267578,213995,.832310676574707,1727702,-.0263509750366211,10197472,.10418701171875,12664,352921,.1569004058837891,4263893,.2354888916015625,60478,-.3857049942016602,5178406,3938073,-.1768341064453125,931243,-.2276506423950195,64044,-.7370223999023438,464229,-.2413558959960938,85273,.3138322830200195,456893,.1108636856079102,2802279,-.0038661956787109,2448836,.0497617721557617,1192208,612364,.0420770645141602,2377773,362640,.6850833892822266,246911,3969869,5347029,.1663169860839844,6278617,.5561952590942383,1149464,-.0483989715576172,2416230,.0407276153564453,1335224,-.0100202560424805,154019,.4186439514160156,2894123,.4481678009033203,198679184,.4546375274658203,4165084,276212,201639,.437530517578125,2731858,3000812800,-.0488376617431641,1397369,-1.074177742004395,4067972,.1374177932739258,123105,.2094488143920898,19096,.4239902496337891,453792,-.2072267532348633,matched (3),6397808.5,.91889381,339109.88,1023233.9
201501,293790,660,1338,6310012,01,0,0,0,0,0,0,0,0,0,0,0,55835,-.7736873626708984,506929,-.0517473220825195,1175004,.3634538650512695,11395733,1503829,.3446779251098633,24344778,-.1497859954833984,2354736,14884740,12713206,.0565738677978516,6971573,-.0055932998657227,999200,1.54100227355957,1778432,.0289402008056641,8704631,-.1582841873168945,8826,321474,-.093327522277832,3842492,-.1040611267089844,90125,.3989181518554688,5113827,5325470,.3018093109130859,703696,-.2801733016967773,268003,1.431427955627441,385451,-.1859636306762695,106405,.2213945388793945,444739,-.0269613265991211,2412757,-.149662971496582,3778930,.4338283538818359,1894007,412329,-.3955049514770508,2158929,190886,-.6417341232299805,438493,1868703,4279529,-.2226982116699219,3308510,-.6406517028808594,1344147,.156463623046875,3096158,.2479543685913086,999445,-.2896537780761719,137219,-.1154975891113281,2439415,-.170924186706543,142024784,-.3356895446777344,3652277,128486,95859,-.7436008453369141,2633196,2569979136,-.1549854278564453,742594,-.632197380065918,3799602,-.0682487487792969,124060,.0077276229858398,21145,.1019248962402344,453338,-.0010013580322266,matched (3),6463649,.91889381,823978.19,1269233
201502,293790,661,1338,5122302,02,1,0,0,0,0,0,0,0,0,0,0,46972,-.1728487014770508,676143,.2880334854125977,1169849,-.0043964385986328,10665446,1385186,-.0821800231933594,23832570,-.0212631225585938,2508552,14154714,9607269,-.2801227569580078,6467415,-.0750646591186523,129559,-2.042819023132324,1611835,-.0983591079711914,6862855,-.2377309799194336,20386,247869,-.2600164413452148,3282712,-.1574506759643555,164487,.6016340255737305,3684525,6540550,.2055206298828125,1022605,.3737621307373047,208916,-.2490663528442383,525599,.310124397277832,62457,-.5327739715576172,407622,-.0871477127075195,2142450,-.1188201904296875,2872815,-.2741489410400391,1588281,682486,.5039205551147461,1732386,275584,.3672161102294922,438724,1177455,3819329,-.1137685775756836,2661101,-.2177581787109375,1315777,-.021331787109375,2234835,-.3259954452514648,1579810,.4578590393066406,127119,-.0764541625976563,2890811,.1697788238525391,108817792,-.266326904296875,4311762,96313,122306,.243647575378418,2502011,2571795968,.0007057189941406,5827311,2.060161590576172,3922092,.0317287445068359,89924,-.3218002319335938,4898,-1.462576866149902,523409,.1437253952026367,matched (3),4950547.5,.91889381,504663.06,1089356.3
201503,293790,662,1338,4440158,03,0,1,0,0,0,0,0,0,0,0,0,28383,-.5037612915039063,573182,-.1652011871337891,1103536,-.0583553314208984,12099639,1227643,-.1207380294799805,20353206,-.1578159332275391,1354749,14027847,12085486,.2294864654541016,7759482,.1821393966674805,128808,-.0058135986328125,1681366,.0422334671020508,7455573,.0828380584716797,1362,278508,.116546630859375,2594402,-.2353143692016602,73872,-.8004980087280273,2813958,5434599,-.1852359771728516,847234,-.1881313323974609,280245,.2937326431274414,522103,-.0066738128662109,94326,.4122791290283203,421607,.0337333679199219,2975116,.3283329010009766,2532593,-.1260490417480469,1176864,727704,.0641517639160156,2828882,304616,.1001596450805664,323774,2829176,3175467,-.1846199035644531,2517555,-.0554513931274414,1109351,-.1706523895263672,2381770,.0636768341064453,1131078,-.3341331481933594,108833,-.1553096771240234,1405736,-.7209758758544922,116686656,.0698165893554688,6218150,61334,190139,.4412298202514648,2099641,2443913728,-.0510025024414063,764919,-2.030540466308594,4270257,.0850486755371094,208158,.8393325805664063,15303,1.139222145080566,676320,.2563028335571289,matched (3),4538497.5,.91889381,376359.91,1036175.2
201504,293790,663,1338,4402472,04,0,0,1,0,0,0,0,0,0,0,0,372828,2.575326919555664,463810,-.2117280960083008,679655,-.4846897125244141,12497779,1150460,-.0649347305297852,23860920,.1590042114257813,1933945,16324952,13753871,.1293144226074219,5988000,-.2591581344604492,130346,.0118694305419922,1660718,-.0123567581176758,6548688,-.1296968460083008,14108,236802,-.1622219085693359,1417263,-.6046285629272461,26860,-1.01169490814209,3451921,4398619,-.2114944458007813,626248,-.3022308349609375,146883,-.6460285186767578,81381,-1.858722686767578,51901,-.5974187850952148,452656,.0710592269897461,2623585,-.1257410049438477,9316562,1.302550315856934,1803253,466481,-.444676399230957,2273515,128016,-.8668966293334961,311884,1292053,3254440,.0245656967163086,5244977,.7339820861816406,1966912,.5726900100708008,2690028,.1217079162597656,1002321,-.1208524703979492,78181,-.3307876586914063,1188698,-.1677026748657227,172661200,.3918399810791016,4010946,62362,107494,-.5703201293945313,1723452,1958391296,-.2214775085449219,2592191,1.220488548278809,3968489,-.0732879638671875,141538,-.3857288360595703,14527,-.0520401000976563,468722,-.3666563034057617,matched (3),4378940.5,.91889381,625152.75,1150142.6
201505,293790,664,1338,4445477,05,0,0,0,1,0,0,0,0,0,0,0,71718,-1.648375511169434,618386,.2876377105712891,901676,.2826700210571289,13253109,1244499,.0785713195800781,27053148,.1255607604980469,1264568,14167678,11942234,-.1412391662597656,7139879,.1759376525878906,191343,.383875846862793,1130990,-.3841562271118164,9355268,.3566751480102539,21226,274456,.1475658416748047,1744426,.207697868347168,32369,.1865625381469727,3742722,3434072,-.2475442886352539,322399,-.6639566421508789,365794,.9124345779418945,501299,1.818060874938965,72987,.3409423828125,431067,-.0488691329956055,2988115,.130101203918457,1710314,-1.695116996765137,1908604,726505,.4430274963378906,1646485,286191,.80450439453125,251367,1691425,2910457,-.1117105484008789,2847039,-.6109914779663086,1036298,-.6408100128173828,2662711,-.0102071762084961,1100344,.0933046340942383,77731,-.005772590637207,1945752,.4927902221679688,137262144,-.2294387817382813,6157682,128321,148710,.3245630264282227,1250308,2204466944,.1183624267578125,832572,-1.135739326477051,4212991,.0597867965698242,152860,.0769538879394531,17653,.1948966979980469,603756,.2531604766845703,matched (3),3973905.3,.91889381,333165.66,1021279.4
201506,293790,665,1338,5234944,06,0,0,0,0,1,0,0,0,0,0,0,9457,-2.025986671447754,634041,.0250005722045898,1185761,.2738847732543945,15429882,1429756,.1387710571289063,27887108,.0303611755371094,2143459,15968003,12631481,.0561122894287109,7199690,.0083427429199219,69209,-1.016937255859375,1907734,.522822380065918,8600601,-.0841083526611328,59244,347369,.2355966567993164,3126800,.5835847854614258,24839,-.2647857666015625,4779026,4526986,.2763099670410156,1047198,1.178083419799805,141726,-.9481754302978516,708304,.3456707000732422,59131,-.2105255126953125,443060,.0274410247802734,3664990,.2041826248168945,2022050,.1674356460571289,1957462,466030,-.443995475769043,2455275,424917,.3952341079711914,566855,1678864,3893160,.2909107208251953,3504574,.207789421081543,1275537,.2077121734619141,2479980,-.0710945129394531,1866310,.5283403396606445,141220,.5970649719238281,2245198,.1431446075439453,118586248,-.1462535858154297,4919174,140450,165835,.1089944839477539,1897017,2145532032,-.0270977020263672,1034276,.2169380187988281,3946880,-.0652475357055664,204256,.289851188659668,26020,.3879604339599609,916012,.4168596267700195,matched (3),4725066,.91889381,428164.22,1056095.1
