period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1083c372,growth1083c372,Y1383c68,growth1383c68,Y1437c752,growth1437c752,Y1479c344,Y1578c484,growth1578c484,Y1690c826,growth1690c826,Y1782c442,Y1826c32,Y1851c124,growth1851c124,Y1856c208,growth1856c208,Y2046c484,growth2046c484,Y2051c208,growth2051c208,Y2120c372,growth2120c372,Y2282c440,Y25c428,growth25c428,Y2723c251,growth2723c251,Y2723c348,growth2723c348,Y2739c344,Y2782c251,growth2782c251,Y2875c251,growth2875c251,Y2968c484,growth2968c484,Y2995c484,growth2995c484,Y3010c348,growth3010c348,Y3096c484,growth3096c484,Y3317c484,growth3317c484,Y3386c792,growth3386c792,Y3448c32,Y3526c705,growth3526c705,Y3578c554,Y3695c586,growth3695c586,Y3968c32,Y4112c208,Y4197c300,growth4197c300,Y4244c372,growth4244c372,Y4329c222,growth4329c222,Y4354c208,growth4354c208,Y440c752,growth440c752,Y4513c705,growth4513c705,Y451c300,growth451c300,Y4580c152,growth4580c152,Y4755c32,Y4807c32,Y488c428,growth488c428,Y4974c36,Y5040c792,growth5040c792,Y514c208,growth514c208,Y530c208,growth530c208,Y78c757,growth78c757,Y933c705,growth933c705,Y966c300,growth966c300,_merge,x,r2,s,sf
201109,293790,620,1338,294501,09,0,0,0,0,0,0,0,1,0,0,0,82333,-.8179912567138672,418796,-.4067916870117188,1423733,.0236940383911133,8016454,1268221,-.0627403259277344,20705850,-.1503067016601563,3546738,23758572,13097003,-.1918525695800781,7940236,-.1667098999023438,104446,-.8230457305908203,2692682,.0672893524169922,8263631,-.1478776931762695,2457,210077,-.2992162704467773,4806474,-.2269659042358398,71521,-.4421205520629883,2911013,4584928,-.5972890853881836,1629459,-.1106023788452148,168052,-.36224365234375,458397,.4689016342163086,218337,-.2200822830200195,268863,-.1845741271972656,2090144,-.2518777847290039,812873,-1.700048446655273,1917282,612361,-.0925178527832031,1533273,141507,-.4275245666503906,529639,2592216,4076967,-.029362678527832,1806039,-.4214229583740234,1049483,-.0511341094970703,2645176,-.0382156372070313,1208964,.0231456756591797,212527,-.3566675186157227,1687637,-.552886962890625,192012656,.0152721405029297,3352275,66316,1078130,.031463623046875,1826876,2940752384,.0933628082275391,1115012,.3882312774658203,4299917,-.0189228057861328,173767,-.0104703903198242,4431,-2.054042816162109,532417,-.1158323287963867,matched (3),12162.493,.91889381,656802.81,1167648.1
201110,293790,621,1338,648509,10,0,0,0,0,0,0,0,0,1,0,0,54531,-.4120025634765625,644755,.4314870834350586,1093396,-.2639932632446289,8120752,1346315,.0597562789916992,20863416,.0075817108154297,3590040,19860936,13529713,.0325050354003906,8057086,.0146093368530273,174516,.5133466720581055,2455197,-.0923309326171875,7984946,-.034306526184082,3964,261195,.2177934646606445,2775479,-.5491399765014648,110525,.4352502822875977,2771386,5480413,.1784067153930664,1946787,.1779317855834961,206325,.2051782608032227,351558,-.2653608322143555,258920,.1704797744750977,249102,-.0763387680053711,2789725,.2887096405029297,1909081,.8538026809692383,1950143,936806,.4251546859741211,1007753,153319,.0801715850830078,488209,2366464,4337223,.0618801116943359,2877272,.4657068252563477,1224243,.1540250778198242,2737033,.0341367721557617,1526095,.2329483032226563,191637,-.1034660339355469,1247918,-.3018522262573242,148179344,-.2591381072998047,3906563,119559,798366,-.3004159927368164,1844061,3230697216,.0940322875976563,738370,-.412175178527832,4198737,-.0238113403320313,128876,-.2988643646240234,13391,1.105957984924316,645799,.1930608749389648,matched (3),662955.75,.91889381,425721.19,1055107
201111,293790,622,1338,696940,11,0,0,0,0,0,0,0,0,0,1,0,110080,.7024383544921875,603335,-.0663976669311523,1334127,.1989879608154297,8530276,1052696,-.2460165023803711,26321252,.2323799133300781,4666816,24260896,13930489,.0291919708251953,8928551,.1027021408081055,137680,-.2370843887329102,2387849,-.0278139114379883,7611954,-.0478382110595703,15602,194291,-.2959098815917969,2757534,-.0064868927001953,80224,-.3204193115234375,3850054,3567194,-.4294013977050781,1812817,-.0712976455688477,284754,.3221731185913086,557949,.4618930816650391,49913,-1.646237373352051,245361,-.015131950378418,2753587,-.0130386352539063,348441,-1.700908660888672,2054511,490591,-.6468658447265625,912919,254478,.5066938400268555,383977,3206862,4948740,.1318988800048828,3282962,.1319026947021484,1025859,-.176793098449707,2817520,.0289831161499023,1614723,.0564508438110352,281035,.3828754425048828,1937139,.4397354125976563,164114064,.1021385192871094,3622758,24754,916609,.1381139755249023,2063196,3401839360,.0516185760498047,768883,.0404939651489258,4225961,.0064620971679688,155363,.1869134902954102,44406,1.19879150390625,793311,.2057275772094727,matched (3),1373762,.91889381,466206.63,1072082.5
201112,293790,623,1338,836483,12,0,0,0,0,0,0,0,0,0,0,1,48429,-.8211088180541992,600252,-.0051231384277344,1074484,-.2164363861083984,7623256,1345089,.2451057434082031,18567030,-.3489894866943359,3309550,15229713,12306207,-.1239757537841797,6812924,-.2704324722290039,210833,.4261341094970703,1973542,-.1905632019042969,7989077,.0483560562133789,3093,66685,-1.069376945495606,2118669,-.2635488510131836,38351,-.738041877746582,4963852,4714352,.2788324356079102,1932555,.0639610290527344,146190,-.6667184829711914,103753,-1.682254791259766,96852,.6629018783569336,303702,.2133159637451172,2933040,.0631351470947266,1311633,1.325559616088867,2079447,561177,.1344261169433594,513805,246196,-.0330867767333984,449494,2264099,4234360,-.1559009552001953,1806199,-.5975208282470703,1248168,.1961469650268555,2803859,-.0048608779907227,681499,-.8626241683959961,85870,-1.185644149780273,2663674,.3184938430786133,165647744,.0093021392822266,3671085,50984,669671,-.3138942718505859,2262552,3436055808,.0100078582763672,387436,-.6853885650634766,3449037,-.203150749206543,100096,-.4396352767944336,8954,-1.601274490356445,442327,-.5841665267944336,matched (3),-7978.4404,.91889381,414797.06,1050746.8
201201,293790,624,1338,1345445,01,0,0,0,0,0,0,0,0,0,0,0,19834,-.8927011489868164,441266,-.3077020645141602,1605008,.4012880325317383,7703750,1366276,.0156288146972656,24856228,.2917213439941406,5035428,14460731,12389161,.0067176818847656,8030704,.1644506454467773,178872,-.1643953323364258,2064955,.0452785491943359,9118236,.1322011947631836,5732,186625,1.029120445251465,3126946,.3892688751220703,83741,.7809476852416992,4161583,7030321,.3996210098266602,1821399,-.0592384338378906,171576,.1601200103759766,385168,1.311666488647461,111951,.1448774337768555,291730,-.0402183532714844,2784192,-.0520820617675781,812629,-.4787530899047852,2139104,687381,.2028522491455078,1106989,325117,.2780570983886719,460411,2541433,3591823,-.1645717620849609,3201866,.5725088119506836,1447219,.1479663848876953,2828169,.0086326599121094,893271,.2705955505371094,232741,.9970912933349609,2098830,-.2383260726928711,181088288,.0891208648681641,3906651,114848,851162,.2398157119750977,3614329,3541684480,.0302772521972656,721222,.6213960647583008,3579537,.0371379852294922,144963,.3703489303588867,21340,.8684835433959961,794367,.5854959487915039,matched (3),1649368.6,.91889381,454144.94,1066892.6
201202,293790,625,1338,1186794,02,1,0,0,0,0,0,0,0,0,0,0,18526,-.0682229995727539,354985,-.2175722122192383,1355460,-.1689872741699219,9488093,893631,-.4245519638061523,22724684,-.0896568298339844,3966817,13567636,10555248,-.1601982116699219,7004197,-.1367626190185547,97280,-.6090774536132813,2085253,.0097818374633789,7575801,-.1853179931640625,384,436136,.8488531112670898,2292923,-.3102293014526367,26435,-1.15303897857666,2456472,5426852,-.2588739395141602,1753225,-.0381479263305664,112590,-.4212741851806641,380405,-.0124435424804688,115829,.0340538024902344,280344,-.0398111343383789,3522364,.2351751327514648,955229,.1616764068603516,1905665,336485,-.7143354415893555,901439,146682,-.7959184646606445,330106,2704387,2597326,-.3241777420043945,3036508,-.0530252456665039,829044,-.5571250915527344,3181496,.1177225112915039,620655,-.3641147613525391,219040,-.0606718063354492,1671593,-.2276029586791992,122848512,-.3880329132080078,2134573,28958,688521,-.2120571136474609,2348251,3256618752,-.0839118957519531,961160,.2871942520141602,3894865,.0844259262084961,125387,-.1450729370117188,28322,.283055305480957,678761,-.1572761535644531,matched (3),1579992.6,.91889381,454325.69,1066969.5
201203,293790,626,1338,1460485,03,0,1,0,0,0,0,0,0,0,0,0,25836,.3325939178466797,601816,.5278759002685547,1721991,.2393398284912109,10422173,1084967,.1940126419067383,26148638,.1403446197509766,2163063,20429850,13628863,.2555656433105469,10346865,.3901748657226563,224245,.8351459503173828,2612702,.225494384765625,7869425,.0380258560180664,45793,388238,-.1163349151611328,2151974,-.0634422302246094,50217,.6416645050048828,5066800,4624852,-.1599140167236328,1933656,.0979557037353516,224524,.6902303695678711,343270,-.1027183532714844,280495,.8844413757324219,264643,-.0576353073120117,2681552,-.2727365493774414,3017044,1.150081634521484,1359729,926284,1.012627601623535,836953,174067,.1711740493774414,286515,2841515,3455415,.2854604721069336,3540927,.1536798477172852,1320124,.4652070999145508,3229559,.0149936676025391,396690,-.4476203918457031,241664,.0982942581176758,2230692,.2885351181030273,144495504,.1622962951660156,4739968,194520,535021,-.2522392272949219,2452764,3865242368,.1713352203369141,665080,-.3682336807250977,6418590,.4995393753051758,234758,.6271495819091797,33753,.1754302978515625,910869,.2941303253173828,matched (3),1723352.4,.91889381,425686.16,1055092.9
201204,293790,627,1338,1108172,04,0,0,1,0,0,0,0,0,0,0,0,7818,-1.195340156555176,441413,-.3099708557128906,1228133,-.3379859924316406,7925261,942124,-.1411685943603516,23746580,-.0963592529296875,2381993,14954400,11215303,-.1949100494384766,7368456,-.3394765853881836,127595,-.563878059387207,1970338,-.2821798324584961,7266620,-.0796937942504883,12431,203802,-.64447021484375,1019292,-.7472772598266602,9964,-1.617375373840332,3213708,4566003,-.0128068923950195,910139,-.753570556640625,97688,-.8322038650512695,260710,-.2751092910766602,105980,-.9733057022094727,300265,.1262836456298828,3057037,.1310501098632813,600645,-1.614028930664063,1173853,912727,-.014744758605957,703798,121014,-.3635339736938477,196768,1337838,2874239,-.1841545104980469,2270012,-.4446029663085938,933646,-.3463830947875977,2586517,-.2220335006713867,228216,-.5528621673583984,251102,.0383110046386719,1332679,-.5151205062866211,131555632,-.0938186645507813,2537862,56458,376390,-.3516807556152344,1525267,3165120000,-.1998348236083984,999970,.4078178405761719,4034706,-.4642648696899414,179674,-.2674102783203125,14177,-.8674488067626953,905625,-.0057744979858398,matched (3),-38852.34,.91889381,271666.53,1002903.3
201205,293790,628,1338,1617938,05,0,0,0,1,0,0,0,0,0,0,0,37795,1.575748443603516,650372,.3875637054443359,1538414,.2252569198608398,8959160,1175361,.2211942672729492,25512628,.0717353820800781,3115209,15924883,11386413,.0151405334472656,6817407,-.077728271484375,138120,.0792617797851563,2336077,.1702680587768555,8793698,.1907444000244141,81456,234398,.1398715972900391,1240878,.196711540222168,14503,.3753767013549805,3713759,3947657,-.1455154418945313,1229982,.3011579513549805,219184,.8081321716308594,334689,.2497930526733398,52409,-.7041721343994141,361749,.1862850189208984,3512140,.1387796401977539,1049821,.5583705902099609,953928,859126,-.060521125793457,860281,243748,.7002286911010742,271168,1404386,4088362,.35235595703125,2310623,.0177316665649414,1143459,.2027158737182617,2947839,.1307601928710938,272610,.1777496337890625,326738,.2632989883422852,1321283,-.0085887908935547,196011184,.3987407684326172,3141493,75139,262022,-.3621969223022461,1563117,2873122048,-.0967903137207031,692422,-.3675289154052734,4733605,.1597528457641602,222190,.2123880386352539,14859,.0469856262207031,483450,-.6276769638061523,matched (3),2120661.5,.91889381,483094.63,1079533.5
201206,293790,629,1338,2007726,06,0,0,0,0,1,0,0,0,0,0,0,1095,-3.541422843933106,616717,-.0531339645385742,1551182,.008265495300293,9231326,1020133,-.1416425704956055,22955350,-.105621337890625,5471645,12085369,11950347,.04833984375,7512080,.0970325469970703,37406,-1.306291580200195,2147044,-.084381103515625,7644129,-.1400976181030273,42754,275713,.1623401641845703,2609579,.7433691024780273,14630,.0087194442749023,3895709,4158181,.0519552230834961,1344516,.0890340805053711,240748,.0938396453857422,632179,.6359710693359375,122730,.8509082794189453,366719,.0136451721191406,2756926,-.2421092987060547,2915304,1.021354675292969,1083321,915727,.0638027191162109,1035800,388746,.4667911529541016,453029,2414174,3183070,-.2502985000610352,2599340,.1177406311035156,1005447,-.1286258697509766,2392403,-.2087736129760742,538693,.6811037063598633,344791,.0537796020507813,2470415,.6257829666137695,153754752,-.2428112030029297,4167568,35686,611826,.8480195999145508,1357953,3211988224,.1114902496337891,585691,-.1674032211303711,6695961,.3468179702758789,174213,-.2432537078857422,39714,.983098030090332,561754,.150115966796875,matched (3),1641871.4,.91889381,415108.13,1050869.6
201207,293790,630,1338,1561046,07,0,0,0,0,0,1,0,0,0,0,0,48968,3.800413131713867,463462,-.2856864929199219,844439,-.6080999374389648,10178948,1042319,.021514892578125,22229684,-.0321235656738281,3743942,23606756,12084295,.0111465454101563,6008362,-.2233600616455078,50429,.2987346649169922,1416468,-.4159250259399414,6444745,-.1706724166870117,17806,156423,-.5667963027954102,4729512,.5946331024169922,64344,1.481168746948242,3436067,4920565,.1683454513549805,1077589,-.2213077545166016,174660,-.3209095001220703,303342,-.7343120574951172,59000,-.7324495315551758,351327,-.0428781509399414,2773195,.0058832168579102,543104,-1.680428504943848,1102013,591441,-.4371557235717773,813357,116166,-1.207906723022461,297052,1301355,3071626,-.0356388092041016,3388336,.2650814056396484,1443655,.3617458343505859,2115477,-.1230182647705078,615416,.1331520080566406,202459,-.5324010848999023,1746121,-.3469886779785156,141021424,-.0864486694335938,3651599,28533,422612,-.3699941635131836,2124335,2970337792,-.0782146453857422,874105,.4004077911376953,4372490,-.4261722564697266,148045,-.1627626419067383,7362,-1.685372352600098,450098,-.2215986251831055,matched (3),1301426,.91889381,355979.75,1028947.9
201208,293790,631,1338,1814412,08,0,0,0,0,0,0,1,0,0,0,0,54890,.1141643524169922,818450,.5686883926391602,1406222,.5099887847900391,10426279,1606897,.4328575134277344,21155244,-.0495395660400391,2956606,25506414,443497,-3.304970741271973,7044167,.1590480804443359,115854,.8317642211914063,1782289,.229731559753418,9533859,.3915843963623047,6924,227264,.3735485076904297,3956232,-.1785297393798828,43189,-.3986577987670898,2976186,5192103,.053715705871582,1399402,.2613191604614258,231173,.2803249359130859,409582,.3002767562866211,238316,1.396059989929199,359258,.0223226547241211,2891430,.0417518615722656,1057035,.6659221649169922,1494516,416421,-.350865364074707,1146036,291297,.9193239212036133,289914,2302320,4591373,.4019718170166016,2379096,-.3536186218261719,1236954,-.1545267105102539,2845998,.2966337203979492,1819353,1.083938598632813,261011,.2540254592895508,1743837,-.0013093948364258,176712064,.2256107330322266,4902729,64548,366157,-.1433916091918945,1809762,3500792320,.1643142700195313,1101108,.2308712005615234,4401851,.0066928863525391,121025,-.2015190124511719,10888,.3913297653198242,434806,-.0345649719238281,matched (3),2468116,.91889381,406879,1047646.3
201209,293790,632,1338,2341325,09,0,0,0,0,0,0,0,1,0,0,0,43073,-.2424354553222656,673486,-.1949453353881836,1420818,.0103263854980469,11279460,1181493,-.3075265884399414,22611404,.0665664672851563,3483061,19538050,11487757,3.254345893859863,7387774,.0476264953613281,288755,.9132480621337891,1669083,-.0656242370605469,6710994,-.3511028289794922,17939,215013,-.0554141998291016,4736471,.1800003051757813,66817,.4363718032836914,3456957,4969050,-.043910026550293,1448846,.0347223281860352,212843,-.082611083984375,370569,-.10009765625,278144,.1545419692993164,302750,-.1711330413818359,2648792,-.0876474380493164,2299820,.7773628234863281,892380,646740,.4402475357055664,567866,38400,-2.026286125183106,893917,3100482,3641136,-.2318830490112305,2619371,.0962142944335938,1300926,.0504245758056641,2341583,-.1950864791870117,780009,-.8469314575195313,303406,.1505098342895508,1398794,-.2204771041870117,157520752,-.1149635314941406,3832729,15965,230134,-.4644002914428711,1861266,3754123776,.0698661804199219,1580911,.3616847991943359,4337897,-.0146360397338867,151214,.2226991653442383,13276,.1982965469360352,605774,.3316068649291992,matched (3),2618129.5,.91889381,410466.13,1049044.6
201210,293790,633,1338,1779799,10,0,0,0,0,0,0,0,0,1,0,0,10124,-1.44798755645752,503827,-.2902336120605469,1187199,-.1796360015869141,8547668,1171067,-.0088634490966797,25830762,.1331100463867188,2416044,21347908,12634794,.0951728820800781,6761737,-.0885467529296875,151238,-.646723747253418,1750283,.0475034713745117,9259818,.3219375610351563,22398,197991,-.0824766159057617,2797181,-.5266799926757813,64883,-.0293712615966797,2588593,4531299,-.0922203063964844,1406459,-.0296926498413086,221789,.0411710739135742,362517,-.021967887878418,155519,-.5813713073730469,381173,.2303457260131836,2570332,-.0300693511962891,2259702,-.0175971984863281,1344815,583903,-.1022090911865234,889468,96570,.922210693359375,356076,1374946,4261051,.1572198867797852,2671379,.0196599960327148,1035426,-.2282629013061523,3166370,.3017587661743164,1162989,.3994436264038086,288144,-.0516119003295898,1286567,-.0836334228515625,147287712,-.0671710968017578,3765747,63121,357466,.4403781890869141,1427992,3218446336,-.1539573669433594,1718315,.0833425521850586,4703698,.0809593200683594,90110,-.517664909362793,40976,1.127028465270996,466467,-.2613201141357422,matched (3),2550694,.91889381,342022.06,1024202.8
201211,293790,634,1338,2107232,11,0,0,0,0,0,0,0,0,0,1,0,92708,2.214546203613281,459356,-.0924081802368164,953531,-.2191801071166992,11846015,1040048,-.1186485290527344,23845770,-.0799579620361328,2263090,21369972,11523688,-.0920505523681641,6797185,.0052289962768555,180274,.1756229400634766,1869129,.0656948089599609,8572669,-.0771055221557617,2085,203640,.0281314849853516,2104331,-.2846145629882813,69040,.0621004104614258,3733401,4088438,-.1028451919555664,1523646,.0800313949584961,151083,-.3838968276977539,353036,-.0265016555786133,76930,-.7038717269897461,295029,-.2561798095703125,3446629,.2933616638183594,2770767,.2038908004760742,1579215,883042,.4136371612548828,1013260,153437,.4630222320556641,385541,3724045,5318296,.2216377258300781,2312179,-.144404411315918,1343417,.2604036331176758,2568961,-.2090845108032227,1227319,.0538387298583984,183245,-.45263671875,1866795,.3722457885742188,171003152,.1492958068847656,3740604,86503,377754,.0552024841308594,2410978,3643331840,.1240005493164063,3778834,.7880716323852539,4211381,-.1105575561523438,122525,.3072834014892578,4346,-2.243730545043945,474687,.0174684524536133,matched (3),2404349.8,.91889381,403245.75,1046240.6
201212,293790,635,1338,2131791,12,0,0,0,0,0,0,0,0,0,0,1,13612,-1.918502807617188,498590,.0819587707519531,970062,.0171880722045898,10544279,883522,-.1631059646606445,21095784,-.1225337982177734,2656163,16715255,10523130,-.0908279418945313,5624259,-.1894197463989258,101872,-.5707607269287109,2034040,.0845518112182617,8304727,-.0317535400390625,25278,260115,.2447700500488281,2611805,.2160434722900391,48013,-.3632144927978516,4460740,2924701,-.3349714279174805,1456063,-.0453701019287109,215074,.3531522750854492,393738,.1091156005859375,53673,-.3599863052368164,316775,.0711183547973633,2705876,-.2419710159301758,3377431,.1979913711547852,1267750,617099,-.3583431243896484,680875,124129,-.2119693756103516,324496,803950,5356461,.0071506500244141,2300782,-.0049409866333008,1233501,-.0853605270385742,2693885,.0474824905395508,1534726,.2235193252563477,169907,-.0755720138549805,2133074,.1333408355712891,180109840,.0518836975097656,4672205,66750,338584,-.1094703674316406,2141971,3728940544,.0232257843017578,2994194,-.2327404022216797,4215681,.0010204315185547,101350,-.1897354125976563,20690,1.560394287109375,688582,.371978759765625,matched (3),1298218.5,.91889381,293734.81,1009104.8
201301,293790,636,1338,3426462,01,0,0,0,0,0,0,0,0,0,0,0,94047,1.932842254638672,717491,.3639764785766602,1860570,.6512784957885742,10718491,1514744,.5390853881835938,17559310,-.1834888458251953,2727118,20446460,12746229,.1916599273681641,7488200,.2862396240234375,152857,.4057855606079102,2604754,.247314453125,8397349,.0110912322998047,38434,227485,-.1340389251708984,4427960,.527897834777832,108823,.8182506561279297,4634813,4483092,.4271211624145508,2216638,.4202556610107422,297263,.3236351013183594,308648,-.2434844970703125,146741,1.005759239196777,429621,.3047113418579102,2617774,-.0331010818481445,3443086,.0192527770996094,1860954,647259,.0477170944213867,783700,165767,.2892618179321289,682107,1298145,4999069,-.0690517425537109,2501301,.083561897277832,1655561,.2942838668823242,3972301,.3883609771728516,1776889,.1465120315551758,318887,.6295852661132813,2776567,.2636518478393555,203592128,.1225528717041016,4163005,269158,508953,.4075832366943359,2256854,3137274112,-.1727695465087891,4357932,.3753223419189453,3838000,-.0938596725463867,109634,.0785684585571289,24478,.1681241989135742,464255,-.394200325012207,matched (3),2992108.5,.91889381,437615.84,1059962.1
201302,293790,637,1338,2002821,02,1,0,0,0,0,0,0,0,0,0,0,13872,-1.913921356201172,571945,-.2267179489135742,1334351,-.3324384689331055,8969643,1087683,-.3311967849731445,11491429,-.4239826202392578,1533769,24761652,10362567,-.2070350646972656,7245133,-.0329990386962891,173904,.1290006637573242,2037648,-.2455425262451172,8351778,-.0054416656494141,5123,209444,-.0826282501220703,2386024,-.6183109283447266,68653,-.460658073425293,3318231,4391384,-.0206689834594727,1213291,-.6026554107666016,157063,-.637969970703125,294326,-.0475130081176758,201898,.3190937042236328,370478,-.1481094360351563,2326563,-.1179323196411133,4517670,.2716283798217773,1616936,489061,-.2802591323852539,862247,163468,-.0139656066894531,487015,95517,4954669,-.0089216232299805,3615869,.3685207366943359,934715,-.5716533660888672,2538036,-.4479541778564453,678401,-.9628801345825195,279095,-.1332845687866211,1923788,-.3669195175170898,151348656,-.2965335845947266,2715148,264168,503840,-.010096549987793,2121737,3140743680,.0011043548583984,2754212,-.4588661193847656,3443256,-.1085338592529297,109234,-.0036554336547852,9390,-.9581289291381836,835540,.5876445770263672,matched (3),435431.16,.91889381,421059.53,1053234.8
201303,293790,638,1338,1144587,03,0,1,0,0,0,0,0,0,0,0,0,35022,.9261035919189453,402890,-.3503789901733398,1254374,-.0618076324462891,11155861,1020439,-.0638160705566406,21629490,.6324558258056641,3321589,19185164,11627314,.1151561737060547,7315637,.0096845626831055,159002,-.0895862579345703,1947128,-.045440673828125,8153105,-.0240764617919922,1305,287805,.3178272247314453,1432846,-.5099658966064453,54629,-.2284994125366211,5686650,4149089,-.0567550659179688,1497614,.2105369567871094,127530,-.2082948684692383,315999,.0710506439208984,123488,-.4916191101074219,395851,.0662441253662109,2479014,.0634689331054688,3500904,-.2549753189086914,1121910,824636,.5224552154541016,993394,89274,-.6049070358276367,330978,1328253,4186690,-.1684198379516602,2667401,-.3042268753051758,1017781,.0851383209228516,2768994,.0870933532714844,512807,-.2798395156860352,306507,.0936880111694336,1850321,-.0389366149902344,175034336,.1453971862792969,3793538,26955,313365,-.4748907089233398,1595914,2851538944,-.0966014862060547,3300557,.1809597015380859,3503314,.0172910690307617,182949,.5157146453857422,25072,.9821062088012695,507382,-.498814582824707,matched (3),2147553.8,.91889381,324901.38,1018613.3
201304,293790,639,1338,3316754,04,0,0,1,0,0,0,0,0,0,0,0,3219,-2.386905670166016,571639,.3498439788818359,1335127,.0623893737792969,12414078,1425606,.3343639373779297,21672254,.0019741058349609,4481269,23083848,9702432,-.1809806823730469,6951415,-.0510692596435547,189526,.1756095886230469,2028432,.0409078598022461,8248322,.0116109848022461,30659,201316,-.3574075698852539,1981526,.3242053985595703,31381,-.5543622970581055,6448697,4388061,.0559988021850586,1009390,-.3945274353027344,333838,.9623041152954102,354865,.1159982681274414,64233,-.6536264419555664,505992,.2454833984375,2886052,.1520280838012695,3745905,.0676422119140625,1735848,588117,-.3380165100097656,639264,72963,-.2017574310302734,699314,2968785,4271289,.0200052261352539,2835524,.061121940612793,1604088,.454930305480957,6338820,.8282079696655273,902476,.5652427673339844,244542,-.2258529663085938,1876023,.0137948989868164,224890224,.2506294250488281,3476346,66428,418313,.2888612747192383,1716859,3009057792,.0537681579589844,3471585,.0505199432373047,3470321,-.0094623565673828,280314,.4267034530639648,19358,-.2586460113525391,532131,.0476255416870117,matched (3),3321267,.91889381,796545.81,1251598
201305,293790,640,1338,1502170,05,0,0,0,1,0,0,0,0,0,0,0,17413,1.688146591186523,703629,.2077436447143555,1714759,.2502460479736328,10446165,1248302,-.1328134536743164,21368236,-.0141258239746094,1370878,23164748,15329917,.4574298858642578,8404248,.1897926330566406,284606,.4065790176391602,1736252,-.1555347442626953,8595284,.0412044525146484,27494,297795,.3915290832519531,1670238,-.1709012985229492,19234,-.4895229339599609,2575284,4586567,.0442438125610352,756409,-.2885189056396484,98963,-1.215909957885742,325642,-.0859384536743164,47595,-.2997894287109375,438803,-.1424703598022461,2783294,-.0362539291381836,3113490,-.1849193572998047,1729588,978094,.5086793899536133,757689,127131,.5552654266357422,280948,1430720,3777617,-.1228227615356445,3606008,.2403745651245117,999998,-.4725570678710938,2970450,-.7579784393310547,716098,-.2313251495361328,238634,-.0244560241699219,1300138,-.3666839599609375,203099040,-.1019191741943359,3115689,34837,244658,-.5363683700561523,1820332,3258878464,.0797576904296875,3460404,-.0032253265380859,6774683,.6689462661743164,207985,-.2984447479248047,11817,-.4935665130615234,570841,.070220947265625,matched (3),1578902.4,.91889381,619707.25,1147191.9
201306,293790,641,1338,1194089,06,0,0,0,0,1,0,0,0,0,0,0,12675,-.3175859451293945,495193,-.3513031005859375,1387623,-.2116804122924805,8367583,829117,-.4091777801513672,21541116,.008056640625,508676,19455862,10404199,-.3875961303710938,7737564,-.0826511383056641,83472,-1.226593971252441,1738904,.0015268325805664,8659036,.007390022277832,21742,228628,-.2643089294433594,3120003,.6248674392700195,25019,.2629556655883789,3500287,4248757,-.0765047073364258,1092076,.367253303527832,120014,.1928625106811523,366705,.1187591552734375,39541,-.185389518737793,409216,-.0698080062866211,2437981,-.1324644088745117,2742135,-.1270074844360352,1214527,570096,-.5398006439208984,916722,169987,.2905035018920898,367817,485606,3592401,-.0502719879150391,3175985,-.126983642578125,920694,-.0826253890991211,2669665,-.1067609786987305,629439,-.1289882659912109,265737,.1075754165649414,2794228,.7650852203369141,189701792,-.0682392120361328,3289769,71812,325322,.2849540710449219,1760762,2700568320,-.1879215240478516,2738669,-.2339134216308594,3443068,-.6768302917480469,97981,-.7526922225952148,17715,.4048728942871094,448284,-.2416830062866211,matched (3),1660298.1,.91889381,307540.09,1013209.3
201307,293790,642,1338,2542265,07,0,0,0,0,0,1,0,0,0,0,0,26286,.729405403137207,650503,.2727975845336914,914154,-.4173479080200195,10274697,1067160,.2523946762084961,23352768,.0807533264160156,1924889,20696804,12139153,.1542263031005859,7098150,-.0862522125244141,100145,.1821079254150391,1973353,.1264791488647461,8680639,.0024909973144531,8455,438693,.6517038345336914,5167882,.5046291351318359,52140,.7342967987060547,2704664,5425283,.2444429397583008,1138300,.0414552688598633,218484,.5991039276123047,478059,.2651767730712891,44125,.1096887588500977,483342,.1664819717407227,3279422,.2964963912963867,6418702,.8504791259765625,1957651,703102,.2096967697143555,1073624,200781,.1664934158325195,476374,2143603,4278470,.174774169921875,2767001,-.1378536224365234,1385040,.408355712890625,2104873,-.2376976013183594,787314,.2237987518310547,292953,.0975055694580078,2287044,-.2002954483032227,173814512,-.0874652862548828,4693287,119824,266414,-.1997642517089844,1755516,2994849792,.1034317016601563,3337611,.1977834701538086,3481059,.0109739303588867,145722,.3969268798828125,12034,-.3866758346557617,663546,.3921709060668945,matched (3),2668088.3,.91889381,363903.69,1031716.1
