period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1026c348,growth1026c348,Y1168c208,growth1168c208,Y1385c218,Y1487c620,growth1487c620,Y1499c826,growth1499c826,Y1538c428,Y1958c251,Y2017c251,growth2017c251,Y2049c222,growth2049c222,Y2094c792,growth2094c792,Y2136c251,growth2136c251,Y2307c705,growth2307c705,Y2361c705,growth2361c705,Y2452c152,growth2452c152,Y2455c251,growth2455c251,Y2970c372,growth2970c372,Y2995c484,growth2995c484,Y3013c826,growth3013c826,Y3020c124,growth3020c124,Y303c705,Y3070c642,Y3085c372,growth3085c372,Y3384c752,growth3384c752,Y3418c586,growth3418c586,Y3604c152,growth3604c152,Y362c152,growth362c152,Y3788c246,growth3788c246,Y3806c705,growth3806c705,Y3812c208,growth3812c208,Y3949c68,growth3949c68,Y3974c792,growth3974c792,Y4002c124,growth4002c124,Y4160c484,growth4160c484,Y4208c826,growth4208c826,Y423c124,growth423c124,Y4359c705,growth4359c705,Y4456c246,growth4456c246,Y4467c152,growth4467c152,Y4889c440,growth4889c440,Y488c428,growth488c428,Y4890c381,Y4890c688,growth4890c688,Y497c372,growth497c372,Y541c208,growth541c208,Y631c348,growth631c348,Y633c752,growth633c752,Y680c344,Y694c246,growth694c246,Y776c218,Y917c586,growth917c586,_merge,x,r2,s,sf
201111,841381,622,3840,9804288,11,0,0,0,0,0,0,0,0,0,1,0,688238,.334254264831543,78896,-.7686910629272461,607546,3599155,.2207002639770508,3482793,.0905227661132813,22531,12838,584860,.6314382553100586,1063580,.6121177673339844,3811544,.404545783996582,2682746,.1298313140869141,47051,2.182394027709961,212646,.2882566452026367,268088,.2255916595458984,617150,.06298828125,154880,1.246465682983398,557949,.4618930816650391,691824,-.7039871215820313,11034947,.2632656097412109,242411,234473,47127,-.6083154678344727,773302,.2315435409545898,27773,1.476396560668945,64935,.6966800689697266,938942,.1571731567382813,1054914,.2176504135131836,4630,-1.344560623168945,28977888,.0047798156738281,27981,-.2049016952514648,10026875,.3904180526733398,539708,-.1191873550415039,1013274,.5763530731201172,8458358,-.1975717544555664,898984,-.0382461547851563,1593,.7858242988586426,368289,.5617465972900391,231443,.11492919921875,6758,1.253725528717041,916609,.1381139755249023,637362,18909,.5895013809204102,482973,.131321907043457,23872,1.195435523986816,610440,.7497797012329102,839455,.3557672500610352,123862,4529317,-.3898515701293945,267174,126214,.2740888595581055,matched (3),8999274,.89838207,451742.16,973364.31
201112,841381,623,3840,8495529,12,0,0,0,0,0,0,0,0,0,0,1,315756,-.7791643142700195,98684,.2237920761108398,270905,2419946,-.3969535827636719,2903451,-.1819343566894531,30735,94032,546217,-.0683565139770508,1140877,.0701560974121094,2632496,-.3701019287109375,2849761,.060394287109375,28636,-.4965677261352539,149980,-.3491277694702148,139811,-.6510229110717773,353237,-.5579729080200195,150511,-.0286149978637695,103753,-1.682254791259766,617799,-.1131687164306641,8564008,-.2534990310668945,73193,160252,39525,-.1759128570556641,361988,-.759058952331543,10122,-1.009352684020996,160990,.9079551696777344,893451,-.0496625900268555,854605,-.2105751037597656,1986,-.8464345932006836,22602288,-.2484817504882813,18098,-.4357242584228516,7679637,-.2666959762573242,774104,.3606777191162109,1269080,.2251052856445313,8050907,-.0493698120117188,774789,-.1486749649047852,1451,-.0933661460876465,166912,-.7914018630981445,371459,.4731044769287109,1835,-1.303682804107666,669671,-.3138942718505859,218626,52496,1.021099090576172,429738,-.1167850494384766,1832,-2.56729793548584,405518,-.4090147018432617,610016,-.3192672729492188,78828,4154047,-.0864877700805664,155491,305245,.8831357955932617,matched (3),7974751,.89838207,579061.56,1038594.9
201201,841381,624,3840,15194114,01,0,0,0,0,0,0,0,0,0,0,0,400713,.2382755279541016,273418,1.019079208374023,446827,2014414,-.1834173202514648,3960112,.3103723526000977,33146,16351,782895,.3599824905395508,913195,-.2226028442382813,2564896,-.0260152816772461,3133515,.0949211120605469,44275,.435755729675293,146725,-.0219411849975586,244571,.5592136383056641,813131,.8337526321411133,25458,-1.777006149291992,385168,1.311666488647461,664925,.0735111236572266,10729917,.225468635559082,46710,285801,62463,.4576416015625,490235,.3032741546630859,52473,1.645587921142578,128742,-.2235317230224609,1024492,.1368608474731445,628564,-.3072013854980469,16666,2.12724781036377,24446588,.0784397125244141,216845,2.483381271362305,5934287,-.2578258514404297,1031294,.2868633270263672,2360146,.6204319000244141,9787551,.1953268051147461,1004821,.259974479675293,231,-1.83759069442749,171275,.0258035659790039,237770,-.4461345672607422,7441,1.399960994720459,851162,.2398157119750977,526266,33484,-.4496688842773438,516197,.1833124160766602,18132,2.292269706726074,637430,.4522790908813477,634461,.0392904281616211,104591,5208045,.2261219024658203,251818,348845,.1335124969482422,matched (3),14911947,.89838207,481080.41,987322.38
201202,841381,625,3840,8786255,02,1,0,0,0,0,0,0,0,0,0,0,220947,-.5953226089477539,103160,-.9747200012207031,704027,1663611,-.1913375854492188,3060800,-.2575960159301758,22086,35546,1003781,.248530387878418,467307,-.6699628829956055,3678473,.3605804443359375,2254904,-.3290481567382813,27253,-.4852561950683594,183761,.2250757217407227,35931,-1.917904853820801,249629,-1.180915832519531,86136,1.218897819519043,380405,-.0124435424804688,662370,-.003849983215332,7234646,-.3941555023193359,256244,182195,37191,-.5185079574584961,520206,.0593404769897461,22588,-.8428802490234375,108210,-.173736572265625,939402,-.0867090225219727,446310,-.3424243927001953,16712,.0027570724487305,25194880,.0301494598388672,36274,-1.788081169128418,6712681,.1232519149780273,505351,-.7133159637451172,558791,-1.440703392028809,9503927,-.0294075012207031,860594,-.1549415588378906,1301,1.728470802307129,163197,-.0483121871948242,198635,-.1798343658447266,5602,-.2838811874389648,688521,-.2120571136474609,424120,22526,-.396397590637207,577234,.1117591857910156,18805,.0364446640014648,122071,-1.652841567993164,758634,.1787443161010742,98631,3885806,-.2928743362426758,279814,200453,-.5540475845336914,matched (3),9330359,.89838207,427799.69,962486.19
201203,841381,626,3840,7471057,03,0,1,0,0,0,0,0,0,0,0,0,16435,-2.598509788513184,166082,.4762001037597656,327557,2057030,.2122726440429688,2503453,-.2010049819946289,32335,26244,519275,-.6590957641601563,475802,.0180149078369141,2279509,-.4785375595092773,2436060,.0772743225097656,13664,-.690399169921875,149637,-.2054233551025391,157734,1.47930908203125,397165,.4643754959106445,37194,-.8397798538208008,343270,-.1027183532714844,602867,-.0941276550292969,8191575,.1242246627807617,68749,349721,91133,.8962535858154297,475764,-.0893030166625977,8083,-1.027655601501465,160704,.3954896926879883,934844,-.0048637390136719,395964,-.1196908950805664,37500,.8082132339477539,27829056,.0994415283203125,43243,.1757345199584961,9807416,.3791408538818359,1018453,.7007865905761719,1886074,1.216477394104004,10111286,.0619468688964844,971453,.1211700439453125,2997,.8344788551330566,160933,-.0139694213867188,184631,-.0731096267700195,1068,-1.657336235046387,535021,-.2522392272949219,253420,12017,-.6283483505249023,433920,-.2853870391845703,5927,-1.154604911804199,188708,.4355974197387695,968505,.2442340850830078,87584,19273,-5.306380271911621,155616,685216,1.229154586791992,matched (3),7364676.5,.89838207,482609.91,988068.5
201204,841381,627,3840,10474781,04,0,0,1,0,0,0,0,0,0,0,0,226900,2.625096321105957,245945,.3926258087158203,408578,2045746,-.0055007934570313,3203919,.2467031478881836,24588,28127,907415,.55816650390625,588156,.2119903564453125,2955250,.2596225738525391,2474877,.0158090591430664,7441,-.6077594757080078,228813,.4246921539306641,210461,.2883901596069336,637633,.4734115600585938,65485,.565673828125,260710,-.2751092910766602,780043,.2576522827148438,9934616,.1929197311401367,215765,121954,94768,.0391120910644531,367115,-.259246826171875,34815,1.460285186767578,201833,.2278766632080078,641571,-.3764591217041016,323364,-.2025442123413086,20362,-.6106700897216797,22849864,-.1971359252929688,41022,-.0527276992797852,6703995,-.3804359436035156,759621,-.2932205200195313,878084,-.7645111083984375,9976389,-.0134296417236328,755867,-.2509279251098633,2188,-.3146243095397949,223622,.3289690017700195,394967,.7604427337646484,7930,2.004864692687988,376390,-.3516807556152344,410378,18404,.4262456893920898,395402,-.0929574966430664,18861,1.157578468322754,411602,.7798566818237305,961787,-.0069608688354492,119673,7628077,5.98088550567627,204843,250834,-1.004942893981934,matched (3),10548081,.89838207,344616.31,928508.19
201205,841381,628,3840,9542886,05,0,0,0,1,0,0,0,0,0,0,0,9323,-3.192025184631348,57410,-1.454889297485352,426069,1975805,-.0347862243652344,3298666,.0291433334350586,19729,7072,957180,.0533914566040039,573538,-.0251674652099609,2648136,-.1097269058227539,2441740,-.0134801864624023,18501,.9108190536499023,211135,-.0804071426391602,65177,-1.17219352722168,186796,-1.22774600982666,49600,-.2778310775756836,334689,.2497930526733398,1217633,.4453153610229492,8334253,-.1756515502929688,53295,157579,74642,-.2387285232543945,312077,-.1624259948730469,55056,.4583024978637695,207581,.028080940246582,1103504,.5423259735107422,426897,.2777643203735352,68581,1.21434497833252,23745592,.0384521484375,10361,-1.376059532165527,9241214,.3209705352783203,664410,-.1339206695556641,1283011,.3792228698730469,11522495,.1440792083740234,730618,-.0339746475219727,1560,-.3383016586303711,210801,-.0590429306030273,138476,-1.048105239868164,3261,-.8886184692382813,262022,-.3621969223022461,320582,20092,.0877542495727539,594376,.4076089859008789,2008,-2.239956855773926,264604,-.4418230056762695,1067191,.1039924621582031,76017,2892143,-.9698381423950195,248718,327564,.2668924331665039,matched (3),9241385,.89838207,461405.06,977886.38
201206,841381,629,3840,14329611,06,0,0,0,0,1,0,0,0,0,0,0,11273,.1899261474609375,107548,.6277189254760742,611268,2206311,.1103458404541016,2732859,-.1881694793701172,12301,11223,614263,-.443568229675293,615111,.0699787139892578,4272352,.4783086776733398,3127817,.247624397277832,10680,-.5494518280029297,232585,.0967578887939453,288710,1.488316535949707,307826,.4995174407958984,67073,.3017911911010742,632179,.6359710693359375,715785,-.5312843322753906,10203743,.2023811340332031,125370,100502,132186,.5715065002441406,388419,.2188348770141602,102567,.6221656799316406,261562,.2311496734619141,1475673,.290623664855957,460681,.0761632919311523,18594,-1.305176734924316,23258878,-.0207099914550781,14214,.3161792755126953,9948879,.0737857818603516,1138106,.5382213592529297,1297372,.0111312866210938,13326140,.1454257965087891,789898,.0780134201049805,2158,.324495792388916,274820,.2652015686035156,151538,.0901393890380859,2263,-.3653426170349121,611826,.8480195999145508,503670,58306,1.065382957458496,379082,-.4497594833374023,34547,2.845181465148926,432623,.4916324615478516,1350190,.2352151870727539,90821,3381795,.1564092636108398,148929,469116,.359166145324707,matched (3),13982425,.89838207,564077.88,1030315.9
201207,841381,630,3840,10701869,07,0,0,0,0,0,1,0,0,0,0,0,229097,3.011734962463379,97203,-.10113525390625,403557,1988087,-.1041488647460938,2657904,-.0278100967407227,7393,15048,801236,.2657327651977539,732777,.1750383377075195,3276553,-.2653732299804688,2090639,-.4028654098510742,4741,-.8121242523193359,163556,-.3521003723144531,147197,-.6736507415771484,181951,-.5257968902587891,66988,-.0012683868408203,303342,-.7343120574951172,842924,.1634969711303711,9427226,-.0791530609130859,81109,311955,37711,-1.254258155822754,149103,-.9574470520019531,33996,-1.104273796081543,141838,-.6119852066040039,2029907,.3188753128051758,359528,-.2479143142700195,14369,-.2577657699584961,20637820,-.1195621490478516,63143,1.49117374420166,9944454,-.0004444122314453,718753,-.4596023559570313,661596,-.6734409332275391,9528514,-.3354377746582031,944077,.1783037185668945,1445,-.4010725021362305,88899,-1.128615379333496,162136,.0675992965698242,9748,1.460370540618897,422612,-.3699941635131836,484039,4906,-2.475246429443359,256196,-.3918094635009766,33486,-.031193733215332,218176,-.6845645904541016,666174,-.7064495086669922,90297,7061015,.7361822128295898,322765,525122,.1127805709838867,matched (3),9993526,.89838207,433705.94,965125.88
201208,841381,631,3840,10540623,08,0,0,0,0,0,0,1,0,0,0,0,37460,-1.810872077941895,208667,.7639379501342773,464139,2388740,.1835927963256836,2685857,.0104618072509766,32262,15029,775397,-.032780647277832,800038,.0878181457519531,2922370,-.1143970489501953,3001705,.3617105484008789,968,-1.588771343231201,155946,-.0476455688476563,192872,.2702541351318359,122128,-.3986682891845703,148426,.7955732345581055,409582,.3002767562866211,895672,.0606975555419922,154369,-4.112010955810547,85665,311700,114476,1.110413551330566,335693,.8115596771240234,2783,-2.502713203430176,209913,.3920078277587891,1388369,-.3798599243164063,962054,.984278678894043,56583,1.370635986328125,23000672,.1083984375,67500,.0667257308959961,11209108,.1197109222412109,1080301,.4074773788452148,1109697,.5171871185302734,9433584,-.0100135803222656,840112,-.1166725158691406,2348,.4854545593261719,261801,1.080083847045898,178676,.0971384048461914,20377,.7373447418212891,366157,-.1433916091918945,122090,11324,.8364658355712891,717493,1.029820442199707,17112,-.6713466644287109,436592,.6936969757080078,768242,.1425533294677734,149838,3828326,-.6121616363525391,180383,344112,-.422663688659668,matched (3),11636157,.89838207,530571.69,1012360.3
201209,841381,632,3840,8195017,09,0,0,0,0,0,0,0,1,0,0,0,123168,1.190276145935059,84598,-.9028291702270508,368209,2376063,-.0053205490112305,2765682,.0292873382568359,11869,14721,425277,-.6006345748901367,627725,-.2425575256347656,3920710,.2938785552978516,3394748,.1230487823486328,5853,1.799477100372315,149356,-.0431766510009766,169221,-.1308212280273438,253922,.7319574356079102,93351,-.463719367980957,370569,-.10009765625,1045796,.1549587249755859,8800800,4.043251991271973,41535,107148,76047,-.4090137481689453,590654,.565032958984375,13818,1.602442741394043,142211,-.3893814086914063,1435897,.0336599349975586,1129483,.1604442596435547,6846,-2.112044334411621,21774212,-.0547981262207031,502358,2.007185935974121,7119294,-.4539175033569336,697992,-.4367876052856445,369870,-1.098690986633301,9388708,-.0047683715820313,370779,-.8179292678833008,1893,-.2154011726379395,185331,-.3454408645629883,67554,-.9726467132568359,10507,-.6623649597167969,230134,-.4644002914428711,323593,29532,.9585504531860352,472643,-.4174232482910156,27591,.4777088165283203,417139,-.0455799102783203,877849,.1333703994750977,45843,6784353,.5721912384033203,172801,342251,-.0054225921630859,matched (3),8580993,.89838207,492154.16,992765.25
201210,841381,633,3840,8288668,10,0,0,0,0,0,0,0,0,1,0,0,114820,-.0701837539672852,110681,.2687416076660156,453766,3397021,.3574533462524414,3074567,.1058769226074219,33949,74990,541003,.2406845092773438,685466,.0879964828491211,3674890,-.0647497177124023,3200556,-.0589046478271484,24173,1.418282508850098,209141,.3366756439208984,267100,.4564180374145508,383174,.4114618301391602,173087,.617426872253418,362517,-.021967887878418,1969815,.6331615447998047,9347259,.0602407455444336,116369,344162,50508,-.4092197418212891,692954,.159733772277832,26076,.6350431442260742,423202,1.090537071228027,1881898,.2704906463623047,713855,-.4588346481323242,14442,.7464761734008789,23174716,.0623359680175781,577312,.1390695571899414,10157589,.355412483215332,649509,-.071990966796875,1705794,1.528635025024414,9636123,.0260124206542969,498275,.2955455780029297,1999,.0544843673706055,375364,.7057523727416992,197310,1.071848869323731,13150,.2243795394897461,357466,.4403781890869141,744876,26569,-.1057300567626953,259259,-.6005125045776367,35601,.2548847198486328,305447,-.3116426467895508,926473,.0539102554321289,134073,6256167,-.0810508728027344,379735,213262,-.4730224609375,matched (3),8885427,.89838207,501748,997556.06
201211,841381,634,3840,7733791,11,0,0,0,0,0,0,0,0,0,1,0,51697,-.7979660034179688,51094,-.7729854583740234,401867,1960834,-.5495290756225586,2501705,-.2061920166015625,13067,3297,286372,-.6361331939697266,1090738,.4645109176635742,1899012,-.6601896286010742,1846629,-.5499629974365234,17863,-.3025045394897461,195967,-.0650625228881836,206352,-.2580394744873047,312913,-.2025632858276367,55947,-1.129388809204102,353036,-.0265016555786133,1630574,-.1890077590942383,10285654,.0956668853759766,96836,185939,94335,.624720573425293,272569,-.9330720901489258,85657,1.189335823059082,168154,-.922968864440918,1544879,-.1973352432250977,431431,-.5035724639892578,805,-2.887053966522217,23005952,-.0073089599609375,647,-6.793791770935059,9214713,-.0974197387695313,970613,.4017105102539063,265503,-1.860159873962402,10708042,.1054763793945313,555672,.1090269088745117,1439,-.3286986351013184,187084,-.6963386535644531,104380,-.6367378234863281,5553,-.8620834350585938,377754,.0552024841308594,363687,17482,-.4185733795166016,502189,.6611490249633789,23308,-.4235773086547852,513556,.5195827484130859,526782,-.5645980834960938,153389,5724380,-.0888338088989258,356237,399922,.6287479400634766,matched (3),7900027.5,.89838207,393832.66,947877.25
201212,841381,635,3840,8685799,12,0,0,0,0,0,0,0,0,0,0,1,18498,-1.027737617492676,46865,-.086395263671875,315585,2023638,.0315275192260742,2766188,.1004981994628906,25633,9777,539582,.6335029602050781,584073,-.6245832443237305,2053327,.0781278610229492,3218584,.5555801391601563,9917,-.5884819030761719,181409,-.0771923065185547,180442,-.1341743469238281,200113,-.4470434188842773,57992,.0359001159667969,393738,.1091156005859375,950280,-.5399303436279297,8267218,-.2184524536132813,83002,455476,67138,-.3401021957397461,180837,-.4102954864501953,154450,.5895195007324219,214993,.2457246780395508,1127031,-.3153581619262695,558357,.2578907012939453,2053,.9362154006958008,19126590,-.1846733093261719,180740,5.632468223571777,13219696,.3609066009521484,1061267,.0892915725708008,1482263,1.719698905944824,10815733,.0100059509277344,621565,.1120615005493164,2812,.669947624206543,180586,-.0353507995605469,108497,.0386838912963867,7922,.3553056716918945,338584,-.1094703674316406,592938,17576,.0053634643554688,588413,.158452033996582,42300,.5959901809692383,208848,-.8997526168823242,766373,.3748817443847656,136663,8559119,.4022636413574219,163246,526376,.2747459411621094,matched (3),8911044,.89838207,442763.91,969230.06
201301,841381,636,3840,13812846,01,0,0,0,0,0,0,0,0,0,0,0,88169,1.561593055725098,74187,.4593172073364258,584015,2030933,.0035982131958008,2702281,-.0233745574951172,34771,11454,490008,-.0963735580444336,943743,.479827880859375,3237064,.455204963684082,2714845,-.1702070236206055,4844,-.7165088653564453,193036,.0621232986450195,464561,.945683479309082,439195,.7860612869262695,57215,-.01348876953125,308648,-.2434844970703125,1208427,.2403182983398438,8834802,.0664005279541016,84768,759475,107658,.4722089767456055,408392,.814631462097168,202937,.2730245590209961,186352,-.1429681777954102,1848328,.494694709777832,868742,.4420480728149414,9921,1.575351238250732,21265848,.1060237884521484,13599,-2.587062835693359,8861153,-.4000310897827148,1036546,-.0235700607299805,2221253,.4045009613037109,8342673,-.259617805480957,575634,-.0767679214477539,4213,.4042787551879883,183705,.0171241760253906,324659,1.096053123474121,10653,.2961978912353516,508953,.4075832366943359,576420,25122,.3572092056274414,425907,-.3232078552246094,24317,-.5536108016967773,1198284,1.747038841247559,849146,.1025619506835938,145589,11702397,.3127965927124023,289552,539921,.0254068374633789,matched (3),13885614,.89838207,479976.69,986785.06
201302,841381,637,3840,10962463,02,1,0,0,0,0,0,0,0,0,0,0,68948,-.2459030151367188,94168,.2384920120239258,505186,2063555,.015934944152832,3088385,.1335525512695313,25081,3099,861615,.564387321472168,765896,-.2088079452514648,3865307,.1773748397827148,2146551,-.2348718643188477,5816,.1828718185424805,129139,-.4019880294799805,151947,-1.117561340332031,537152,.2013378143310547,102723,.5852193832397461,294326,-.0475130081176758,1614093,.2894535064697266,7357678,-.1829547882080078,35471,670074,97865,-.0953702926635742,853928,.7376194000244141,7709,-3.270506858825684,98100,-.6416492462158203,1217323,-.4176273345947266,312126,-1.023639678955078,12596,.2387256622314453,23392170,.0952987670898438,113440,2.121277809143066,6141086,-.3666753768920898,653166,-.461817741394043,1876083,-.1688852310180664,5252891,-.4626054763793945,609047,.0564231872558594,3177,-.2822370529174805,134139,-.3144540786743164,91397,-1.267562866210938,406,-3.267243385314941,503840,-.010096549987793,363472,5169,-1.581065177917481,581919,.3121109008789063,28147,.1462650299072266,402672,-1.090522766113281,746540,-.1287813186645508,121287,4544054,-.9459743499755859,106924,211821,-.9356813430786133,matched (3),10416415,.89838207,459569.06,977021.38
201303,841381,638,3840,7452599,03,0,1,0,0,0,0,0,0,0,0,0,124378,.5899734497070313,54397,-.548771858215332,402878,1748398,-.1657304763793945,2121256,-.3756399154663086,8665,5873,488911,-.5666284561157227,800377,.044036865234375,3271710,-.1667289733886719,2433874,.1256217956542969,788,-1.998870372772217,478181,1.309100151062012,203640,.2928218841552734,652815,.1950130462646484,124382,.1913213729858398,315999,.0710506439208984,1580548,-.0210018157958984,6800931,-.0786848068237305,88115,493260,85950,-.1298236846923828,238854,-1.273994445800781,13035,.5252494812011719,193342,.6784725189208984,1142993,-.0630044937133789,398071,.2432231903076172,71326,1.733881950378418,18684002,-.2247352600097656,50759,-.8041849136352539,7033454,.135676383972168,978917,.4046154022216797,1047707,-.5825815200805664,7360550,.3373565673828125,964267,.45947265625,2474,-.2501015663146973,127315,-.0522127151489258,345522,1.329843521118164,10959,3.295562744140625,313365,-.4748907089233398,382905,39849,2.042418479919434,416555,-.3343133926391602,18461,-.4217805862426758,278299,-.3694267272949219,662208,-.1198701858520508,107488,1781006,-.9366416931152344,290399,342636,.4809274673461914,matched (3),8666625,.89838207,535557.69,1014982.3
201304,841381,639,3840,9563684,04,0,0,1,0,0,0,0,0,0,0,0,65433,-.642298698425293,113534,.7357931137084961,524652,2132693,.1986856460571289,2159596,.0179128646850586,26017,10460,517141,.0561351776123047,632157,-.2359457015991211,4141672,.2357873916625977,2401807,-.0132637023925781,3040,1.350115299224854,166838,-1.052966117858887,230673,.1246480941772461,815643,.2226829528808594,85163,-.3787899017333984,354865,.1159982681274414,982784,-.4751377105712891,9469838,.3310518264770508,107715,127078,56854,-.4132785797119141,273319,.1347866058349609,16785,.2528476715087891,94969,-.7109098434448242,1427501,.2222757339477539,1044671,.9648275375366211,14341,-1.604138374328613,20479176,.0917415618896484,121667,.8741989135742188,7888913,.1147804260253906,612523,-.4688596725463867,1911480,.6012735366821289,6228976,-.1669225692749023,716681,-.2967376708984375,1819,-.3075494766235352,233483,.6064453125,209145,-.5020284652709961,4101,-.9829301834106445,418313,.2888612747192383,466484,30002,-.2838335037231445,477889,.1373605728149414,25739,.3323469161987305,836154,1.100116729736328,760418,.1382884979248047,139876,5572411,1.140649795532227,247071,454907,.2834243774414063,matched (3),11515641,.89838207,361489.63,934902.06
201305,841381,640,3840,15074276,05,0,0,0,1,0,0,0,0,0,0,0,14954,-1.476048469543457,161301,.351170539855957,800083,2567193,.1854276657104492,3070477,.3519115447998047,15693,60055,383930,-.2978553771972656,763319,.1885385513305664,3828756,-.0785598754882813,2836930,.1665019989013672,8277,1.001622200012207,266281,.467529296875,143972,-.4713830947875977,573688,-.3518915176391602,173138,.7095212936401367,325642,-.0859384536743164,1032541,.0493888854980469,10057774,.0602340698242188,176597,194292,55608,-.0221595764160156,422936,.4365816116333008,20621,.2058238983154297,257928,.9991302490234375,1603748,.1164178848266602,1152316,.0980710983276367,33721,.8549976348876953,20827140,.0168476104736328,308284,.9297332763671875,10514785,.2873239517211914,1401361,.8276119232177734,4905858,.9425525665283203,5404314,-.1420145034790039,791559,.0993738174438477,6308,1.243531703948975,170285,-.3156356811523438,424070,.7068710327148438,10220,.9131155014038086,244658,-.5363683700561523,554695,43735,.3768844604492188,545193,.1317605972290039,40153,.4446897506713867,969258,.1477184295654297,714887,-.0617437362670898,141268,6400527,.1385526657104492,173943,521079,.1358089447021484,matched (3),14821597,.89838207,570879,1034055.1
201306,841381,641,3840,9006737,06,0,0,0,0,1,0,0,0,0,0,0,15926,.0629739761352539,143734,-.1153078079223633,625855,2155531,-.1747760772705078,3005538,-.0213766098022461,37478,55183,333985,-.1393642425537109,571921,-.2886753082275391,3916459,.0226478576660156,2643128,-.0707597732543945,4369,-.6389455795288086,230206,-.1455774307250977,381396,.9742193222045898,400009,-.3605985641479492,75477,-.8302602767944336,366705,.1187591552734375,1456472,.343994140625,8798317,-.133784294128418,91854,361476,73930,.2847909927368164,714855,.5248584747314453,268999,2.568398475646973,154816,-.5104436874389648,1988191,.2148818969726563,1908628,.5046110153198242,80184,.8662033081054688,19692548,-.0560150146484375,121194,-.933629035949707,9652786,-.0855350494384766,1337127,-.0469198226928711,697241,-1.951054573059082,9685279,.5834083557128906,681431,-.1498088836669922,5376,-.1598739624023438,184267,.0789117813110352,183537,-.8374824523925781,13585,.2846202850341797,325322,.2849540710449219,180373,19372,-.8143196105957031,367460,-.3945245742797852,25112,-.4693517684936523,468629,-.726719856262207,562814,-.2391748428344727,194218,5546162,-.1432743072509766,170403,526272,.0099163055419922,matched (3),8708504,.89838207,506382.34,999895.06
201307,841381,642,3840,8675623,07,0,0,0,0,0,1,0,0,0,0,0,17868,.1150588989257813,214355,.3996686935424805,609884,2515761,.1545381546020508,2382622,-.2322549819946289,18725,13485,157130,-.7540225982666016,282418,-.7056121826171875,3109411,-.2307548522949219,1883049,-.3390712738037109,2237,-.6693987846374512,180426,-.2436542510986328,199590,-.6475725173950195,182270,-.7859983444213867,119982,.4635133743286133,478059,.2651767730712891,1186907,-.2046661376953125,10033920,.1314115524291992,70540,119093,45253,-.490849494934082,254737,-1.031847953796387,18687,-2.666879653930664,148399,-.042332649230957,1653707,-.1842060089111328,508250,-1.323165893554688,29365,-1.004520416259766,18605412,-.0567893981933594,37773,-1.165798187255859,9761829,.0112323760986328,607063,-.7896461486816406,2080257,1.09311580657959,5026283,-.6559257507324219,613501,-.1050138473510742,602,-2.189442157745361,222517,.1886177062988281,207887,.1245784759521484,6958,-.6690740585327148,266414,-.1997642517089844,417723,10875,-.577362060546875,403471,.0934896469116211,15748,-.4666318893432617,1072623,.8280506134033203,720270,.2466764450073242,130600,4109422,-.2998237609863281,369905,220593,-.8694992065429688,matched (3),7920850,.89838207,468139.09,981081.69
201308,841381,643,3840,8783999,08,0,0,0,0,0,0,1,0,0,0,0,178962,2.30416202545166,392605,.6051702499389648,212443,2464176,-.0207176208496094,1928508,-.2114543914794922,17629,2436,204482,.2634067535400391,789374,1.027852058410645,2373169,-.2702064514160156,2703607,.3616952896118164,8294,1.310396671295166,88392,-.7135391235351563,391908,.6747617721557617,152426,-.1788091659545898,88337,-.306182861328125,648820,.3054208755493164,2420433,.7125959396362305,9551737,-.0492496490478516,92614,369140,73860,.4899024963378906,448667,.5660495758056641,12838,-.3754186630249023,258873,.5564336776733398,2162255,.268132209777832,672608,.2801885604858398,52742,.5856084823608398,20017894,.0731754302978516,46168,.2006921768188477,9217250,-.057403564453125,897294,.3907508850097656,1462808,-.3521337509155273,6166073,.2043819427490234,732115,.1767559051513672,1627,.9942355155944824,193714,-.1386203765869141,304082,.3803024291992188,4498,-.4362592697143555,500113,.6297826766967773,165483,30145,1.019552230834961,398528,-.0123271942138672,33621,.7584371566772461,899003,-.1765756607055664,461207,-.4457788467407227,165248,6059444,.3883352279663086,195918,292117,.2808351516723633,matched (3),8685967,.89838207,502252.63,997810
