period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1198c642,Y1205c642,Y1246c428,growth1246c428,Y1288c152,growth1288c152,Y1402c752,growth1402c752,Y1480c208,growth1480c208,Y1489c344,Y1500c826,growth1500c826,Y1505c586,growth1505c586,Y1525c68,growth1525c68,Y1587c300,growth1587c300,Y1622c300,growth1622c300,Y1657c752,growth1657c752,Y1766c586,growth1766c586,Y1910c203,Y1969c484,growth1969c484,Y2004c152,growth2004c152,Y2104c152,growth2104c152,Y2157c428,growth2157c428,Y2375c191,growth2375c191,Y2545c152,growth2545c152,Y2646c32,Y2701c300,growth2701c300,Y2822c688,Y2935c208,growth2935c208,Y3142c300,growth3142c300,Y3348c807,Y3416c586,growth3416c586,Y3442c703,growth3442c703,Y3537c440,growth3537c440,Y3567c381,Y3597c642,Y3758c608,Y3937c246,growth3937c246,Y3976c600,growth3976c600,Y3977c428,growth3977c428,Y4264c218,Y4445c688,growth4445c688,Y4453c246,growth4453c246,Y4454c616,growth4454c616,Y4484c376,Y4635c152,growth4635c152,Y464c620,growth464c620,Y465c620,growth465c620,Y4660c757,growth4660c757,Y5009c32,Y660c152,growth660c152,Y870c300,growth870c300,Y978c792,growth978c792,Y982c757,growth982c757,_merge,x,r2,s,sf
201109,730630,620,3409,1119058,09,0,0,0,0,0,0,0,1,0,0,0,244209,35057,3236,.1048111915588379,147979,-1.199944496154785,493661,.2192859649658203,62309,.8087253570556641,519255,62775496,-.0522403717041016,549431,-.2961854934692383,210467,-.0131320953369141,3293481,-.259892463684082,300269,.3543195724487305,2035385,-.0345945358276367,110400,-.5779104232788086,317729,1349391,-.0891218185424805,754487,-.0657329559326172,430118,-.3460941314697266,26257,-.3417139053344727,71030,.1524410247802734,117358,1.216962814331055,43710,668892,-.4211645126342773,1469,98690,1.937755584716797,854,-.7959866523742676,79081,537023,.2854137420654297,227857,.3878574371337891,41570,-.5315761566162109,1283020,1544130,151943,92892,.9364013671875,504650,-.0974044799804688,191104,-.2120132446289063,138461,41667,1.104533195495606,52409,-.1725139617919922,5316670,.6177091598510742,286000,141580,-.0123329162597656,104391,.4751882553100586,1265934,-.1091680526733398,12117495,4.829862594604492,42226,528887,-.2008733749389648,72595,-.1878042221069336,559891,-.3640871047973633,695815,.0310201644897461,matched (3),5400245.5,.86724472,1053833.5,2008632.5
201110,730630,621,3409,1736070,10,0,0,0,0,0,0,0,0,1,0,0,199711,12302,20810,1.861095428466797,278974,.6340484619140625,347187,-.351984977722168,32730,-.6438131332397461,626615,49018124,-.24737548828125,235394,-.8476228713989258,357605,.5301008224487305,2756331,-.1780452728271484,369199,.2066564559936523,2722423,.290837287902832,144696,.2705249786376953,453449,1479424,.0920000076293945,1144165,.4163923263549805,312205,-.3204002380371094,34487,.2726497650146484,37196,-.6469011306762695,59278,-.6829910278320313,37855,421624,-.4615087509155273,6245,4441,-3.101103782653809,2494,1.071712017059326,88317,157400,-1.227250099182129,242487,.062230110168457,26898,-.4353265762329102,2337421,920285,181019,75780,-.2036027908325195,500155,-.0089473724365234,68356,-1.028088569641113,113562,26956,-.4355030059814453,61540,.160609245300293,3319198,-.4711236953735352,504000,90025,-.4527778625488281,95597,-.0880022048950195,1974708,.4446096420288086,5039481,-.8773479461669922,152377,537877,.0168552398681641,92447,.2417392730712891,1544958,1.015009880065918,702679,.0098161697387695,matched (3),1394198.6,.86724472,895502.56,1930275.8
201111,730630,622,3409,2368588,11,0,0,0,0,0,0,0,0,0,1,0,218377,22153,20286,-.0255022048950195,517644,.6181697845458984,596518,.5412454605102539,49046,.4044666290283203,720906,53339680,.0844898223876953,258967,.0954399108886719,277438,-.2538318634033203,3381368,.2043800354003906,475829,.25372314453125,2202864,-.2117643356323242,447906,1.129948616027832,490985,1387875,-.0638790130615234,887087,-.2544870376586914,818267,.9635286331176758,42419,.2070140838623047,58380,.4507722854614258,83677,.3447265625,480233,324720,-.2611503601074219,19893,44003,2.293377876281738,5639,.8158183097839356,52454,502360,1.160526275634766,153386,-.4579906463623047,53516,.6879291534423828,3018542,815700,280480,102605,.3030519485473633,438836,-.1307916641235352,360389,1.662454605102539,128133,54229,.699009895324707,76537,.2180862426757813,3933694,.1698551177978516,1019000,371199,1.416650772094727,100234,.0473661422729492,1615319,-.2008876800537109,12981703,.9462375640869141,192819,459142,-.1582698822021484,141023,.4222869873046875,976495,-.4587821960449219,708413,.0081272125244141,matched (3),3226433,.86724472,1097838,2032064.9
201112,730630,623,3409,1313736,12,0,0,0,0,0,0,0,0,0,0,1,134859,337,1296,-2.750648498535156,181321,-1.049018859863281,515352,-.1462593078613281,88260,.5875282287597656,685225,65108784,.1993789672851563,481516,.6202392578125,248075,-.1118659973144531,1702924,-.6859331130981445,235865,-.7017993927001953,1868176,-.164794921875,124948,-1.27668571472168,338265,827142,-.5175533294677734,657433,-.2996006011962891,573698,-.3550853729248047,53358,.2294273376464844,29307,-.6891469955444336,84767,.0129423141479492,233476,206014,-.4550189971923828,9003,22721,-.6609678268432617,3716,-.4170589447021484,8982,133786,-1.323075294494629,97907,-.448939323425293,41742,-.2484731674194336,1162427,443720,205293,159769,.4428424835205078,524105,.1775655746459961,23957,-2.710923194885254,169316,144066,.977055549621582,28585,-.9848918914794922,2732414,-.3643932342529297,740000,164572,-.813389778137207,56405,-.5749492645263672,1303530,-.2144565582275391,181931,-4.267668724060059,92825,356212,-.2538337707519531,139210,-.012939453125,927103,-.051905632019043,652577,-.0820980072021484,matched (3),963916.31,.86724472,1034080.7,1998339.9
201201,730630,624,3409,1385632,01,0,0,0,0,0,0,0,0,0,0,0,153248,15468,5155,1.380684852600098,400292,.7919254302978516,420626,-.2031059265136719,89690,.0160722732543945,804295,69004000,.05810546875,640845,.2858476638793945,549351,.7950057983398438,6075313,1.271886825561523,261533,.1033010482788086,2151922,.1413984298706055,182735,.3801393508911133,401823,1015001,.2046689987182617,939363,.3568592071533203,848833,.3917598724365234,43949,-.1939935684204102,65103,.7981443405151367,115714,.3112154006958008,315072,343531,.5113325119018555,13453,198079,2.165376663208008,22571,1.804018020629883,50627,352254,.9681110382080078,241120,.9012765884399414,79213,.6406326293945313,961268,718393,160477,74952,-.7568807601928711,163914,-1.162349700927734,344918,2.667046546936035,171833,20594,-1.945271492004395,67312,.8564567565917969,3572857,.2681798934936523,157000,86523,-.6429376602172852,182669,1.175117492675781,1000172,-.2649040222167969,2976049,2.794724464416504,128849,432822,.1948003768920898,81985,-.5294466018676758,1192759,.2519598007202148,676687,.0362796783447266,matched (3),1083155,.86724472,917382.94,1940523.4
201202,730630,625,3409,1344666,02,1,0,0,0,0,0,0,0,0,0,0,136758,13239,6964,.300786018371582,347925,-.1402082443237305,223195,-.6336984634399414,86194,-.0397586822509766,431059,54337744,-.2389450073242188,383805,-.5126523971557617,148498,-1.308165550231934,5454252,-.1078386306762695,414758,.4611349105834961,1925428,-.1112127304077148,172352,-.0584983825683594,249550,943546,-.0729999542236328,561374,-.5148143768310547,406288,-.7368001937866211,28474,-.4340391159057617,69299,.0624599456787109,103867,-.1080112457275391,217218,256585,-.2918167114257813,1467,38231,-1.64501953125,714,-3.453537940979004,7460,589887,.5155782699584961,258478,.0695152282714844,26255,-1.104284286499023,3987578,538959,257955,237992,1.155388832092285,114437,-.3593177795410156,249329,-.3245334625244141,130506,2477,-2.1179518699646,45239,-.3973789215087891,2639679,-.3027076721191406,494000,50577,-.5369138717651367,118211,-.4352045059204102,1558238,.4433841705322266,108911,-3.307820320129395,48090,347826,-.2186241149902344,90188,.0953598022460938,797180,-.4029436111450195,636321,-.0615053176879883,matched (3),1472803.9,.86724472,783604.63,1880977.4
201203,730630,626,3409,1964950,03,0,1,0,0,0,0,0,0,0,0,0,259790,32002,16533,.8646049499511719,481148,.324188232421875,548026,.8982772827148438,98902,.1375284194946289,617612,67061356,.21038818359375,490282,.2448463439941406,213571,.3633975982666016,10457661,.65093994140625,303042,-.3138236999511719,2101665,.0875816345214844,214839,.2203502655029297,524621,1367162,.3708467483520508,611549,.0856075286865234,549739,.3023815155029297,30203,.0589504241943359,99053,.3572244644165039,152090,.3813619613647461,91026,304296,.1705408096313477,8250,12185,-1.143441200256348,2244,1.145132541656494,19162,375829,-.4507970809936523,249847,-.033961296081543,55720,.7524833679199219,3588969,1077931,303146,260773,.0914134979248047,398661,1.248086929321289,884861,1.266656875610352,150207,45836,2.918021678924561,55919,.211944580078125,3018010,.1339397430419922,1488000,40321,-.2266244888305664,125460,.0595159530639648,1096178,-.3517265319824219,1673217,2.731971740722656,9429,475383,.3124189376831055,107931,.179595947265625,843773,.0568027496337891,1249383,.6747016906738281,matched (3),4361463,.86724472,872756.75,1919829.1
201204,730630,627,3409,1382592,04,0,0,1,0,0,0,0,0,0,0,0,185299,43174,6582,-.9210195541381836,238665,-.7011137008666992,337776,-.4839401245117188,48989,-.7025337219238281,535897,56948544,-.1634597778320313,236013,-.7310943603515625,194034,-.0959358215332031,7375748,-.3491373062133789,403323,.2858657836914063,1956808,-.071415901184082,101100,-.7537784576416016,255343,886900,-.4327592849731445,1273296,.7333688735961914,359925,-.423548698425293,22179,-.3087959289550781,54859,-.5908889770507813,97617,-.4434213638305664,15661,84776,-1.277988433837891,3466,12438,.0205507278442383,2224,-.0089526176452637,12678,250322,-.4063863754272461,227431,-.0940017700195313,59859,.0716524124145508,3463567,523893,151438,54017,-1.574352264404297,355029,-.1159114837646484,460335,-.6534757614135742,124821,20890,-.7857990264892578,18637,-1.098755836486816,2525419,-.1781902313232422,578000,95415,.861363410949707,73897,-.5293149948120117,823124,-.2864780426025391,4318541,.9481697082519531,570,324795,-.3809270858764648,89317,-.189300537109375,723401,-.1539192199707031,962270,-.2611103057861328,matched (3),129703.3,.86724472,842269.75,1906163.1
201205,730630,628,3409,1738931,05,0,0,0,1,0,0,0,0,0,0,0,259423,55770,46097,1.946409225463867,481025,.7008581161499023,441451,.2676849365234375,59865,.2004966735839844,460453,50842516,-.1134147644042969,609262,.9483613967895508,512956,.9721565246582031,11297585,.4263906478881836,220265,-.6049060821533203,2309374,.1656618118286133,165080,.4903202056884766,598781,1662187,.6281566619873047,499319,-.9361190795898438,904723,.9217338562011719,27319,.2084369659423828,121711,.7968835830688477,180589,.6151723861694336,509353,187052,.7913742065429688,4087,45810,1.303746223449707,10103,1.513525009155273,17337,614317,.8977632522583008,251391,.1001625061035156,116346,.664576530456543,3684562,2101230,183435,93615,.5498924255371094,255694,-.3282184600830078,577060,.2259912490844727,170570,7275,-1.054826736450195,40362,.772740364074707,3218801,.2426023483276367,1163000,106934,.1139764785766602,105087,.352116584777832,1226074,.3984661102294922,11845702,1.009047508239746,33358,441339,.3066186904907227,75110,-.1732378005981445,1042758,.3656606674194336,732815,-.2724018096923828,matched (3),2367066.3,.86724472,1110258.3,2038801.9
201206,730630,629,3409,1348077,06,0,0,0,0,1,0,0,0,0,0,0,152161,61434,39977,-.1424436569213867,253071,-.6422491073608398,347283,-.2399272918701172,49590,-.1883029937744141,585753,49251932,-.0317840576171875,863844,.3491439819335938,243868,-.7435626983642578,9942801,-.1277389526367188,392878,.5786676406860352,1685924,-.3146629333496094,110874,-.398036003112793,655799,1302916,-.2435293197631836,1281383,.9424505233764648,318434,-1.044214248657227,30835,.121068000793457,78660,-.4365148544311523,115492,-.4470224380493164,93643,130959,-.3565025329589844,59707,8919,-1.636319160461426,3620,-1.026358604431152,6848,509449,-.1871814727783203,235113,-.0669431686401367,11328,-2.329291343688965,1010548,2068869,132475,69394,-.2993907928466797,241366,-.0576667785644531,519904,-.1043014526367188,91236,21631,1.089683532714844,25127,-.4739456176757813,2844056,-.1237783432006836,747000,139589,.2664899826049805,96276,-.0875692367553711,623378,-.6764202117919922,7608818,-.442657470703125,6843,364412,-.1915273666381836,124358,.5042104721069336,854497,-.1991119384765625,547641,-.2912731170654297,matched (3),2909443.3,.86724472,892722.44,1928987.5
201207,730630,630,3409,1128743,07,0,0,0,0,0,1,0,0,0,0,0,229837,4657,10051,-1.380632400512695,351045,.327244758605957,432753,.220026969909668,38031,-.2653875350952148,455520,56297304,.133697509765625,278789,-1.130936622619629,192509,-.2364845275878906,8125497,-.2018423080444336,372488,-.0532941818237305,1172803,-.3629169464111328,99532,-.1079158782958984,301179,1167207,-.1099910736083984,613291,-.7368564605712891,391255,.2059450149536133,25230,-.2006168365478516,61793,-.2413444519042969,125207,.0807666778564453,45184,905355,1.933443069458008,9278,8660,-.0294685363769531,2727,-.2832717895507813,2172,509336,-.0002212524414063,182139,-.2552967071533203,50108,1.486903190612793,1390598,1920129,283467,32233,-.7668094635009766,156435,-.4336738586425781,304075,-.5363702774047852,109687,24417,.1211519241333008,14188,-.5715465545654297,3134856,.0973520278930664,295000,171270,.2045392990112305,107508,.1103458404541016,1032248,.5043411254882813,29127,-5.565397262573242,55735,480341,.2762107849121094,67046,-.6177854537963867,717981,-.1740694046020508,427427,-.2478361129760742,matched (3),2038068.8,.86724472,1006802.9,1984361.8
201208,730630,631,3409,1295435,08,0,0,0,0,0,0,1,0,0,0,0,259377,9614,23109,.832550048828125,482195,.3174333572387695,480748,.1051759719848633,109666,1.059038162231445,564788,67394144,.1799125671386719,438055,.4518890380859375,605179,1.145380973815918,2094645,-1.355623245239258,212598,-.5608015060424805,1449138,.2115726470947266,117230,.1636590957641602,439927,1773692,.4184494018554688,1117283,.5998163223266602,914408,.8489170074462891,30253,.1815614700317383,46748,-.2790193557739258,126121,.0072736740112305,576739,706354,-.2482109069824219,7746,33468,1.351875305175781,843,-1.173990249633789,3978,522515,.0255451202392578,170421,-.066497802734375,11719,-1.452968597412109,1551984,3089680,204886,153413,1.56014347076416,211972,.3038139343261719,644602,.7513589859008789,199053,36675,.4068155288696289,38874,1.007928848266602,3327153,.0595340728759766,819000,335468,.6722850799560547,86618,-.2160577774047852,1118943,.0806455612182617,224172,2.04074764251709,16834,589558,.2048768997192383,111464,.5083227157592773,889585,.2143115997314453,492653,.1420211791992188,matched (3),492154.81,.86724472,924035.56,1943677.3
201209,730630,632,3409,1080994,09,0,0,0,0,0,0,0,1,0,0,0,183914,17616,7624,-1.108921051025391,298209,-.4805536270141602,462189,-.0393695831298828,33621,-1.182289123535156,473027,49703728,-.3044795989990234,434944,-.0071277618408203,251886,-.8765468597412109,1978160,-.0572166442871094,398908,.6293277740478516,1367964,-.0576457977294922,92028,-.2420454025268555,356558,2121870,.179234504699707,1043934,-.0679035186767578,286329,-1.161135673522949,28452,-.0613765716552734,44613,-.0467453002929688,112143,-.117466926574707,226649,387260,-.6010198593139648,7571,26806,-.2219648361206055,694,-.1944952011108398,7445,219578,-.8669452667236328,171510,.0063695907592773,35389,1.105189323425293,1134085,817868,589443,45089,-1.224495887756348,162580,-.265284538269043,310053,-.7318897247314453,173443,422,-4.464845180511475,23785,-.4912700653076172,3119224,-.0645332336425781,659000,116591,-1.056854248046875,97132,.11456298828125,754199,-.3944826126098633,98717,-.8201560974121094,178667,583525,-.0102863311767578,86038,-.2589130401611328,725037,-.2045326232910156,674791,.3145980834960938,matched (3),3273430.8,.86724472,984945.19,1973361.8
201210,730630,633,3409,1133642,10,0,0,0,0,0,0,0,0,1,0,0,194405,1355,14942,.6728744506835938,511202,.5389699935913086,497371,.0733623504638672,43216,.2510604858398438,516417,64376828,.2586746215820313,418771,-.0378923416137695,258309,.0251798629760742,1346429,-.3847112655639648,492104,.2099590301513672,2091357,.4244899749755859,107126,.1519136428833008,498448,2299971,.0805988311767578,1187458,.1288185119628906,637755,.8008127212524414,41758,.3836727142333984,20928,-.7569379806518555,164256,.3816509246826172,217639,469568,.1927165985107422,21486,49496,.6132669448852539,1790,.9474987983703613,9776,386405,.5651779174804688,132645,-.2569646835327148,66786,.6350927352905273,5778412,1537377,120855,209413,1.535670280456543,429461,.9713611602783203,418569,.3000984191894531,90103,1243,1.080277919769287,33084,.3299942016601563,3663435,.1608171463012695,621000,215266,.6132020950317383,113127,.1524410247802734,722130,-.0434513092041016,438558,1.49123477935791,103941,695547,.1756114959716797,123577,.3620758056640625,889724,.2046890258789063,728879,.0771045684814453,matched (3),1143377.1,.86724472,909738.63,1936921.3
201211,730630,634,3409,1000423,11,0,0,0,0,0,0,0,0,0,1,0,220361,27385,150323,2.308610916137695,449487,-.128657341003418,439474,-.1237573623657227,115324,.9815340042114258,542689,62652632,-.0271492004394531,508926,.1949777603149414,577583,.8046951293945313,716469,-.6308765411376953,320059,-.4301843643188477,1354932,-.4340620040893555,101473,-.0542135238647461,465669,1969646,-.1550426483154297,602475,-.6785240173339844,1022090,.4716510772705078,26893,-.4400253295898438,31175,.398529052734375,100622,-.4900550842285156,21347,272338,-.544769287109375,2139,62229,.2289285659790039,6658,1.31360387802124,5455,240206,-.4753894805908203,186683,.3417348861694336,26591,-.9209213256835938,2055969,675286,227795,512414,.8948240280151367,384375,-.1109123229980469,410142,-.0203380584716797,272413,35886,3.362819671630859,39703,.1823768615722656,3244680,-.1213846206665039,572000,104411,-.7235393524169922,72027,-.4514703750610352,925189,.2477922439575195,8934540,3.014188766479492,93966,466151,-.4001884460449219,114849,-.0732460021972656,244209,-1.292886734008789,761607,.0439233779907227,matched (3),1982321.3,.86724472,1015319.4,1988696.4
201212,730630,635,3409,694755,12,0,0,0,0,0,0,0,0,0,0,1,176694,16394,4249,-3.566102981567383,836772,.6214447021484375,547564,.2199010848999023,24673,-1.542036056518555,588609,58591464,-.0670166015625,212125,-.875126838684082,207226,-1.025041580200195,796733,.1061849594116211,287194,-.1083478927612305,1268959,-.0655546188354492,202056,.6887521743774414,332436,1318700,-.4012069702148438,558873,-.0751237869262695,396009,-.9481678009033203,22680,-.1703824996948242,22122,-.3430442810058594,98655,-.0197420120239258,168822,79428,-1.232192993164063,24746,16149,-1.348962783813477,2678,-.9107489585876465,2940,369314,.4301509857177734,172629,-.0782670974731445,20442,-.2629804611206055,4001621,640090,220921,95010,-1.685150146484375,176656,-.7774143218994141,231941,-.5700206756591797,164957,78429,.7818460464477539,24686,-.4751901626586914,2246251,-.3677539825439453,428000,104458,.0004501342773438,62649,-.1394929885864258,415391,-.8007774353027344,28121,-5.761163711547852,146296,637573,.3131589889526367,80919,-.3501701354980469,831390,1.225074768066406,657584,-.1468582153320313,matched (3),1086054.5,.86724472,1015594.5,1988836.8
201301,730630,636,3409,1317340,01,0,0,0,0,0,0,0,0,0,0,0,211009,20114,20980,1.596885681152344,510770,-.4936323165893555,587005,.0695533752441406,68752,1.024796485900879,945349,66478320,.1262874603271484,427484,.7007417678833008,485540,.8514509201049805,7874614,2.29088020324707,341918,.174412727355957,1753618,.3234844207763672,96628,-.7376766204833984,427594,2285484,.5499305725097656,700736,.2262086868286133,758375,.6497402191162109,35374,.444493293762207,27546,.2192850112915039,124410,.2319536209106445,37704,402137,1.621941566467285,4173,35957,.8004655838012695,3770,.3420042991638184,1503,384799,.0410737991333008,205365,.1736440658569336,76973,1.325862884521484,4488447,442500,334098,34093,-1.024889945983887,614133,1.246006965637207,771880,1.202345848083496,210145,143,-6.307104110717773,35551,.3647317886352539,3462065,.4326028823852539,792000,122433,.1587791442871094,146523,.8496341705322266,1206153,1.065971374511719,401233,2.658025741577148,46865,1087956,.5343866348266602,172113,.7547025680541992,370803,-.8074283599853516,1209345,.6092615127563477,matched (3),-40832.164,.86724472,827249.38,1899573.9
201302,730630,637,3409,933941,02,1,0,0,0,0,0,0,0,0,0,0,144283,12229,27053,.2542285919189453,916241,.5843601226806641,352624,-.5096302032470703,60637,-.1255998611450195,391705,54108036,-.2058925628662109,396316,-.0757055282592773,421079,-.1424407958984375,5755565,-.3134775161743164,423344,.2136144638061523,1444409,-.1939811706542969,35176,-1.010503768920898,579932,1954275,-.1565580368041992,675878,-.0361185073852539,467142,-.4845438003540039,20658,-.5378742218017578,34446,.2235355377197266,32563,-1.340405464172363,28683,214262,-.6295928955078125,1691,12544,-1.053081512451172,10640,1.037546157836914,572,304533,-.2339420318603516,62787,-1.185040473937988,9067,-2.138813018798828,8939936,369529,271695,70528,.7269172668457031,250530,-.8966331481933594,651282,-.169886589050293,142206,72825,6.232969284057617,60367,.5294742584228516,3006128,-.1412124633789063,699000,136141,.1061267852783203,85689,-.5364580154418945,921116,-.2696056365966797,305594,-.2722854614257813,11117,406741,-.9838790893554688,92339,-.6226844787597656,662372,.5801563262939453,462072,-.9621133804321289,matched (3),1661940.4,.86724472,851005.44,1910039.3
201303,730630,638,3409,587487,03,0,1,0,0,0,0,0,0,0,0,0,221920,11419,22867,-.1681032180786133,169123,-1.689653396606445,418384,.1709966659545898,42003,-.3671646118164063,562544,51742900,-.0446968078613281,281233,-.3430280685424805,203039,-.7294225692749023,9415465,.4921855926513672,297456,-.3529186248779297,2227186,.4330387115478516,175075,1.604849815368652,387579,2115705,.0793685913085938,564699,-.1797199249267578,226362,-.7244977951049805,18029,-.1361207962036133,28307,-.196284294128418,110035,1.217621803283691,301632,83801,-.9387550354003906,14056,34471,1.010876655578613,1713,-1.826374530792236,534,254369,-.1799936294555664,155077,.9041738510131836,67855,2.012731552124023,4450165,856737,175566,53542,-.275543212890625,345480,.3213567733764648,615354,-.0567445755004883,99447,4495,-2.785093307495117,42841,-.3429470062255859,2936426,-.0234594345092773,704000,100591,-.3026285171508789,84008,-.0198125839233398,517809,-.5759792327880859,16083,-2.944494247436523,68928,510049,.2263307571411133,125187,.3043422698974609,834154,.2305908203125,1039696,.8109626770019531,matched (3),544354.94,.86724472,673720.19,1837916.9
201304,730630,639,3409,655405,04,0,0,1,0,0,0,0,0,0,0,0,200523,74321,52592,.8328695297241211,505290,1.09450626373291,309720,-.3007307052612305,54487,.2602214813232422,582579,52471220,.0139789581298828,243118,-.1456365585327148,548738,.9942226409912109,11736329,.2203369140625,366951,.2099618911743164,1703922,-.2678060531616211,65077,-.9896430969238281,532213,2651469,.2257261276245117,603239,.0660209655761719,595257,.9668569564819336,24935,.3242902755737305,48344,.5352334976196289,179542,.4896106719970703,66301,99640,.1731195449829102,57427,7503,-1.524815559387207,4253,.9093785285949707,5151,100575,-.927882194519043,237448,.4260263442993164,4109,-2.804193496704102,6862643,882742,411009,167737,1.14193058013916,484276,.3377199172973633,661427,.0722017288208008,117262,10254,.824702262878418,39902,-.0710687637329102,3224820,.0936832427978516,2314000,107980,.0708837509155273,98329,.1574077606201172,1213347,.8515310287475586,37801,.8545722961425781,10535,651238,.2443675994873047,111590,-.1149778366088867,544961,-.4257040023803711,812950,-.2460136413574219,matched (3),255907.89,.86724472,867550.63,1917468
201305,730630,640,3409,1128209,05,0,0,0,1,0,0,0,0,0,0,0,218700,53016,43976,-.178919792175293,948299,.6295375823974609,403856,.2653894424438477,36739,-.3941240310668945,454477,66755196,.2407665252685547,395752,.4872407913208008,283580,-.6601266860961914,10923291,-.0717926025390625,375459,.0229206085205078,1165836,-.3794937133789063,157164,.881718635559082,469537,2997748,.1227474212646484,1035395,.5402240753173828,947191,.464508056640625,27686,.1046552658081055,35261,-.3155651092529297,101150,-.5738048553466797,25368,145018,.3752937316894531,10430,13177,.5631694793701172,2585,-.497899055480957,8520,575083,1.743611335754395,196218,-.1907224655151367,59625,2.674895286560059,3722939,2810827,969109,2398867,2.660354614257813,493593,.0190563201904297,763914,.1440553665161133,112394,3117,-1.190796852111816,44484,.1087026596069336,2931757,-.0952749252319336,17882000,155305,.3634443283081055,109861,.110896110534668,536808,-.8154973983764648,182508,1.574459075927734,83865,366980,-.5735673904418945,102907,-.0810050964355469,877584,.4764585494995117,831006,.0219669342041016,matched (3),2108679,.86724472,1136301.3,2053100.1
201306,730630,641,3409,1586209,06,0,0,0,0,1,0,0,0,0,0,0,241218,68567,46636,.0587282180786133,260670,-1.291415214538574,532375,.2762899398803711,78817,.7632904052734375,534278,69171728,.0355606079101563,404499,.0218610763549805,362819,.2464103698730469,13154802,.1858901977539063,213911,-.5625886917114258,1262605,.0797386169433594,171323,.0862607955932617,470778,2463907,-.1961135864257813,1127626,.085331916809082,1186725,.2254514694213867,30013,.0807037353515625,79828,.8170967102050781,83203,-.1953210830688477,41364,564517,1.359112739562988,10448,35228,.9833688735961914,1815,-.353640079498291,6114,495442,-.1490640640258789,1261691,1.860981941223145,84656,.3505210876464844,3417732,4207969,216575,102840,-3.149577140808106,736482,.4001731872558594,254626,-1.098659515380859,148297,16893,1.690028190612793,42040,-.0565080642700195,2845762,-.0297708511352539,615000,35298,-1.481564521789551,133659,.1960763931274414,235970,-.8219356536865234,65937,-1.018095016479492,75991,388434,.0568161010742188,119852,.1524314880371094,710407,-.211334228515625,607101,-.3139419555664063,matched (3),541046.38,.86724472,1347465.9,2177086
201307,730630,642,3409,1075273,07,0,0,0,0,0,1,0,0,0,0,0,186665,10608,19330,-.8807144165039063,261467,.0030527114868164,529557,-.0053071975708008,68474,-.1406745910644531,470695,67010244,-.0317478179931641,259104,-.4454193115234375,288846,-.2280101776123047,11060530,-.1734046936035156,608564,1.045541763305664,2943141,.8463001251220703,75408,-.8206367492675781,305490,3184534,.2565584182739258,889450,-.2372665405273438,432003,-1.010519981384277,41007,.3121118545532227,142122,.5768117904663086,99639,.1802701950073242,377397,736256,.2656078338623047,4485,22772,-.436309814453125,495,-1.299283027648926,11744,238613,-.7306079864501953,562996,-.8069353103637695,10119,-2.124181747436523,3675323,2059943,141591,112501,.089787483215332,565248,-.2646198272705078,519590,.7132444381713867,122674,67776,1.389308929443359,32949,-.2436599731445313,2793083,-.0186853408813477,0,201197,1.740458488464356,113037,-.167576789855957,1207640,1.632719039916992,154879,.8539447784423828,95244,405460,.0428991317749023,112351,-.0646295547485352,656328,-.0791778564453125,781575,.2526159286499023,matched (3),828861,.86724472,910546.81,1937301
201308,730630,643,3409,848903,08,0,0,0,0,0,0,1,0,0,0,0,183505,25196,6854,-1.036826133728027,535669,.7172088623046875,246813,-.7634096145629883,57752,-.1702966690063477,495085,56940132,-.1628437042236328,497468,.6523017883300781,265868,-.0828943252563477,2263803,-1.586336135864258,271453,-.8073129653930664,1173202,-.9197406768798828,103814,.3196868896484375,180384,3025312,-.0512924194335938,1033434,.1500396728515625,880335,.7118701934814453,22183,-.6144161224365234,78403,-.5948238372802734,71845,-.3270425796508789,5608,526389,-.3355379104614258,2724,18900,-.1863698959350586,2601,1.659093379974365,16094,308027,.2553443908691406,230909,-.8912487030029297,30754,1.111605644226074,2548759,1359377,125623,71954,-.446934700012207,548164,-.0306901931762695,541722,.041712760925293,355667,27140,-.9151992797851563,44682,.3046092987060547,2480185,-.1188125610351563,965000,133526,-.4099884033203125,87376,-.2574949264526367,714815,-.5243997573852539,58404,-.9752597808837891,5080,115045,-1.259698867797852,93017,-.1888456344604492,536664,-.2012882232666016,558093,-.3367853164672852,matched (3),495626.03,.86724472,984029.69,1972905
