period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1115c757,growth1115c757,Y1146c372,growth1146c372,Y1253c376,Y1357c484,growth1357c484,Y1432c36,Y1436c191,growth1436c191,Y1471c484,growth1471c484,Y1507c152,growth1507c152,Y1507c752,growth1507c752,Y1614c705,growth1614c705,Y1725c124,growth1725c124,Y1806c703,growth1806c703,Y1816c372,growth1816c372,Y1872c616,growth1872c616,Y1980c381,Y1c484,Y1c826,Y2021c440,growth2021c440,Y2051c352,growth2051c352,Y2285c124,growth2285c124,Y2745c36,Y285c440,growth285c440,Y3209c208,growth3209c208,Y3211c616,growth3211c616,Y3232c344,Y3302c376,Y3377c124,growth3377c124,Y3421c222,growth3421c222,Y3470c251,growth3470c251,Y3475c36,Y3501c124,growth3501c124,Y3528c703,growth3528c703,Y3553c124,growth3553c124,Y3578c124,growth3578c124,Y3727c616,growth3727c616,Y3732c757,growth3732c757,Y3800c36,Y4043c32,Y4194c222,growth4194c222,Y4636c826,growth4636c826,Y472c246,growth472c246,Y4748c32,Y4760c208,growth4760c208,Y4922c68,Y4958c124,growth4958c124,Y514c484,growth514c484,Y560c348,growth560c348,Y611c752,growth611c752,Y821c752,growth821c752,Y855c222,growth855c222,_merge,x,r2,s,sf
201110,841229,621,3827,2141416,10,0,0,0,0,0,0,0,0,1,0,0,263433,.6959714889526367,97801,.3146934509277344,1224000,3278419,.0833549499511719,297480,493331,-.3640422821044922,45396936,.0438270568847656,660841,.5061578750610352,2103090,.1592435836791992,65213,.0525588989257813,11498763,.0928325653076172,763753,-.1410045623779297,68298,.0650444030761719,2803193,.2628145217895508,3347773,2085,81901808,186761,1.23326301574707,238054,.2836599349975586,1924473,-.1934471130371094,941179,96765,-.1132287979125977,2306994,.4235591888427734,15503675,.4939117431640625,2633010,319000,4123254,.0853195190429688,85007,2.085565567016602,50205,.1270503997802734,1941889,7307845,.0869741439819336,104947,.2484445571899414,3866174,-.1100120544433594,17664330,-.0026588439941406,578029,1.26876163482666,1499412,.8099784851074219,16384583,20602698,746624,.0290651321411133,2540436,.291172981262207,148011,-.680572509765625,3586078,1357346,-.0728044509887695,18315,1980412,-.6678485870361328,703025,.0519895553588867,98039,.0415487289428711,1122508,-.2986488342285156,745360,-.1031532287597656,131834,.1308631896972656,matched (3),1282618.5,.85074556,229794.48,566420.56
201111,841229,622,3827,1608658,11,0,0,0,0,0,0,0,0,0,1,0,106827,-.902587890625,67399,-.3723049163818359,708000,2571606,-.2428302764892578,307958,390256,-.2343769073486328,43638712,-.0394992828369141,691490,.0453348159790039,1523030,-.3227052688598633,71280,.0889568328857422,10242388,-.1157035827636719,949869,.2180795669555664,25065,-1.002408027648926,2562674,-.0897073745727539,2528194,25683,108814336,120012,-.4422378540039063,125168,-.6428403854370117,1803762,-.0647773742675781,183305,96570,-.0020170211791992,1664392,-.3264856338500977,9389730,-.5014610290527344,4274084,123000,3454873,-.1768569946289063,68530,-.2154617309570313,25756,-.6674470901489258,1504080,7206422,-.0139751434326172,99149,-.0568313598632813,3524532,-.0925178527832031,17388076,-.0157623291015625,276964,-.7357368469238281,1259640,-.1742477416992188,18583526,18933490,484881,-.4316587448120117,3067987,.188685417175293,155447,.0490188598632813,2846053,1954247,.3644733428955078,8923,2649735,.2911548614501953,584429,-.1847572326660156,54658,-.5842695236206055,1650091,.3852653503417969,392934,-.6402254104614258,81956,-.4753608703613281,matched (3),2047115.4,.85074556,258196.42,578525.81
201112,841229,623,3827,2132504,12,0,0,0,0,0,0,0,0,0,0,1,181851,.5319766998291016,48978,-.3192586898803711,366000,2687577,.0441093444824219,576830,572143,.3825855255126953,40392864,-.0772914886474609,1059619,.4268159866333008,1538859,.0103387832641602,92462,.2601823806762695,8995845,-.1297721862792969,567382,-.5152912139892578,130265,1.648098945617676,1583742,-.4812612533569336,2596803,6000,27680902,82992,-.3688468933105469,115033,-.0844383239746094,1425869,-.2350931167602539,401412,167968,.5535049438476563,1825397,.0923376083374023,8573876,-.0908956527709961,3028524,89000,2357659,-.3821163177490234,37161,-.6120119094848633,86995,1.217183113098145,1253806,6603501,-.0873727798461914,89051,-.1074151992797852,4564633,.2585906982421875,13296918,-.2682514190673828,297006,.0698642730712891,848144,-.3955307006835938,10651514,22789724,486474,.0032796859741211,2233682,-.3173704147338867,192321,.212860107421875,3959890,1268083,-.4324989318847656,27163,1578819,-.5177831649780273,608323,.0400705337524414,39946,-.3135671615600586,1382082,-.1772394180297852,1003792,.9378976821899414,161528,.6784954071044922,matched (3),2481949,.85074556,306647.78,601713.88
201201,841229,624,3827,2741402,01,0,0,0,0,0,0,0,0,0,0,0,153553,-.1691417694091797,71167,.3736581802368164,751000,3973229,.3909387588500977,607185,654720,.1348190307617188,46357928,.1377391815185547,1137837,.0712194442749023,1619087,.0508213043212891,43353,-.7574214935302734,12648276,.3407573699951172,766625,.3009653091430664,58923,-.793339729309082,2398723,.4151458740234375,4928381,0,2963926,196287,.8608331680297852,56198,-.7163372039794922,2333703,.4926748275756836,318875,120290,-.3338680267333984,1699821,-.0712747573852539,8359212,-.025355339050293,3270315,157000,4040595,.5387229919433594,9217,-1.394209861755371,189097,.7764101028442383,1577159,7287905,.0986156463623047,103597,.1512994766235352,4812902,.0529623031616211,20213110,.4187984466552734,367521,.2130289077758789,1207945,.3536252975463867,12402880,16431017,1234160,.9309625625610352,2436184,.0867815017700195,269276,.3365716934204102,2371713,1231163,-.0295467376708984,15352,1855688,.1615791320800781,786259,.2565803527832031,113461,1.043931007385254,1382358,.0001993179321289,1137550,.1250925064086914,322998,.692967414855957,matched (3),2973191.3,.85074556,258272.66,578559.88
201202,841229,625,3827,2086509,02,1,0,0,0,0,0,0,0,0,0,0,174587,.1283769607543945,60517,-.1621055603027344,730000,3552734,-.1118612289428711,314525,307296,-.7563962936401367,49592852,.0674533843994141,1044167,-.0859088897705078,1566780,-.0328397750854492,28948,-.4038753509521484,11881473,-.0625400543212891,691111,-.1036977767944336,43734,-.2981061935424805,1745609,-.3178329467773438,3453368,0,3691699,143397,-.3139610290527344,86139,.4270801544189453,2190725,-.0632238388061523,129522,105168,-.1343460083007813,1794894,.0544233322143555,8134900,-.0272016525268555,1965753,86000,3831004,-.0532655715942383,47698,1.643839836120606,103703,-.6007299423217773,2041042,6553031,-.106287956237793,68257,-.4172286987304688,3979024,-.1902637481689453,17684764,-.1336288452148438,242523,-.415684700012207,738670,-.4918241500854492,8925247,18921152,1040650,-.1705446243286133,2181157,-.1105766296386719,134647,-.6930809020996094,1755095,957166,-.2517375946044922,13131,1530263,-.1928157806396484,657804,-.1783790588378906,116398,.0255565643310547,1629170,.1642799377441406,796138,-.3568592071533203,172252,-.6286869049072266,matched (3),2084154.6,.85074556,278856.41,588037.06
201203,841229,626,3827,1949305,03,0,1,0,0,0,0,0,0,0,0,0,65771,-.9762439727783203,80571,.2862148284912109,461000,3247620,-.0897951126098633,323134,805300,.9634037017822266,54989760,.1033000946044922,1186142,.1274862289428711,1180684,-.282928466796875,24867,-.1519594192504883,11434243,-.0383682250976563,1104459,.46881103515625,14182,-1.126152038574219,254545,-1.925380706787109,2131684,0,3358598,82589,-.5517406463623047,93631,.083399772644043,1990472,-.095860481262207,231985,166164,.4574165344238281,1629914,-.0964183807373047,6747008,-.1870641708374023,2697182,109000,4156952,.0816555023193359,9658,-1.597103118896484,112710,.083287239074707,1368568,7797012,.1738128662109375,329676,1.574831008911133,4492143,.1212930679321289,18871388,.0649433135986328,77801,-1.136941909790039,1236495,.5151844024658203,8668867,7644246,2804570,.9914045333862305,1708206,-.2444124221801758,189289,.3406190872192383,1773461,704656,-.3062677383422852,56952,1290337,-.170536994934082,590155,-.1085224151611328,101304,-.138890266418457,1800907,.1002197265625,494417,-.4763936996459961,318333,.6141395568847656,matched (3),1332897.3,.85074556,376787.78,640309.13
201204,841229,627,3827,2347196,04,0,0,1,0,0,0,0,0,0,0,0,73813,.1153564453125,37472,-.7655448913574219,328000,4122498,.2385368347167969,328291,859511,.0651483535766602,49846428,-.0981998443603516,942443,-.2299861907958984,1606685,.3080787658691406,31668,.241765022277832,14730293,.2532939910888672,634048,-.5549869537353516,323264,3.126496315002441,1965031,2.043785095214844,2748673,0,56316436,151588,.6072902679443359,66105,-.3481168746948242,1720130,-.1459722518920898,301379,177821,.0678014755249023,2055602,.2320413589477539,11686579,.5493431091308594,2870657,161000,3885348,-.0675697326660156,11500,.174560546875,131317,.152796745300293,1431163,8355975,.0692358016967773,99461,-1.198345184326172,4411201,-.0181827545166016,19809092,.0484943389892578,258972,1.202566146850586,1433213,.1476383209228516,9506583,8101983,799677,-1.25479793548584,2377824,.3307418823242188,388226,.7183122634887695,2152996,848870,.1861963272094727,2114,1715444,.2847690582275391,639658,.0805482864379883,65968,-.4289560317993164,2285555,.2383184432983398,408233,-.1915407180786133,80170,-1.378949165344238,matched (3),2807726.5,.85074556,307852.41,602328.69
201205,841229,628,3827,2794528,05,0,0,0,1,0,0,0,0,0,0,0,370907,1.614416122436523,68618,.6049613952636719,371000,3626564,-.128173828125,420447,468819,-.6061468124389648,54768008,.0941600799560547,991226,.0504674911499023,1757260,.0895833969116211,77638,.8967504501342773,13800227,-.0652217864990234,1135672,.582855224609375,57520,-1.726336479187012,1783617,-.0968647003173828,2929883,0,9421462,117359,-.2559289932250977,123611,.6258945465087891,2249931,.2685003280639648,326342,140734,-.2339057922363281,1537340,-.2905149459838867,10376573,-.1188907623291016,2940759,196000,4106488,.0553560256958008,27592,.875178337097168,119411,-.0950431823730469,1373443,8151215,-.0248098373413086,106265,.0661706924438477,4665016,.0559444427490234,20188112,.0189533233642578,242810,-.0644407272338867,1057008,-.3044767379760742,8173873,10738860,1524934,.6454992294311523,2331264,-.0197744369506836,387123,-.0028448104858398,2616034,1203343,.3489532470703125,34294,1748410,.0190343856811523,680563,.0619869232177734,127980,.6627044677734375,1939260,-.1643028259277344,825402,.7040319442749023,343493,1.45501708984375,matched (3),3274787,.85074556,263964.13,581122.88
201206,841229,629,3827,3293140,06,0,0,0,0,1,0,0,0,0,0,0,99972,-1.311060905456543,30223,-.8199520111083984,970000,3314199,-.0900697708129883,689557,632388,.2992868423461914,56295540,.0275096893310547,907132,-.0886545181274414,1295990,-.3044815063476563,29667,-.9620218276977539,19631456,.3524494171142578,1084772,-.0458545684814453,52792,-.0857734680175781,1534488,-.1504459381103516,3328747,0,805085,213328,.5975933074951172,96145,-.25128173828125,3063158,.3085460662841797,292083,105854,-.2848110198974609,1954119,.2398853302001953,8785293,-.1664724349975586,1906995,104000,4721330,.1395225524902344,2559,-2.377908706665039,269058,.8123559951782227,1472484,7194888,-.1247959136962891,265323,.9150114059448242,5240929,.1164073944091797,17543372,-.1404170989990234,104443,-.8436384201049805,1318062,.2207202911376953,8644326,7547463,953214,-.4698677062988281,2187377,-.0637083053588867,477967,.2107992172241211,2765744,1263886,.0490875244140625,2153,2167304,.214777946472168,756098,.105250358581543,118834,-.0741462707519531,2048552,.0548267364501953,592467,-.3315753936767578,103041,-1.204039573669434,matched (3),2825392.5,.85074556,335171.91,616738.94
201207,841229,630,3827,3429985,07,0,0,0,0,0,1,0,0,0,0,0,224108,.8072376251220703,92409,1.117621421813965,1420000,3481832,.0493431091308594,563158,354492,-.5788173675537109,63543728,.1211128234863281,786487,-.1427116394042969,1587412,.2028303146362305,30259,.0197582244873047,16035821,-.2023086547851563,955732,-.1266469955444336,17454,-1.106790542602539,2340742,.4222707748413086,2683022,0,3901932,247927,.150303840637207,86316,-.1078424453735352,2343185,-.2679347991943359,1165168,108625,.0258407592773438,2238022,.1356534957885742,9448946,.0728235244750977,2111308,128000,3806563,-.2153644561767578,4356,.5319375991821289,128638,-.7379255294799805,1558115,6572374,-.0904960632324219,173168,-.4266853332519531,4534303,-.1448278427124023,18731752,.0655441284179688,181258,.5512800216674805,1755427,.2865495681762695,11754421,15996304,1023190,.0708417892456055,2876765,.2739639282226563,627209,.2717380523681641,2828921,1217983,-.0369949340820313,11904,1683322,-.2527151107788086,626690,-.187718391418457,90828,-.2687597274780273,2155228,.0507640838623047,827917,.3346176147460938,318613,1.128850936889648,matched (3),3458632.8,.85074556,299569.38,598137.56
201208,841229,631,3827,2903824,08,0,0,0,0,0,0,1,0,0,0,0,38521,-1.760924339294434,40980,-.813140869140625,1235000,2398278,-.372807502746582,348327,424185,.1794834136962891,55393256,-.1372718811035156,644679,-.1988239288330078,1868172,.1628551483154297,39136,.2572488784790039,6434983,-.9130764007568359,939922,-.0166807174682617,154103,2.178051948547363,1089497,-.7647514343261719,662197,0,4511002,156041,-.4630155563354492,142330,.5001335144042969,268708,-2.165640830993652,608970,140597,.2579965591430664,1757006,-.2419815063476563,6377423,-.3931379318237305,1347196,111000,757331,-1.614681243896484,13150,1.104866981506348,174406,.3043842315673828,1395453,2846703,-.8367128372192383,152872,-.1246614456176758,1725722,-.9660253524780273,16547988,-.1239566802978516,126448,-.3600902557373047,1864525,.0602941513061523,12804803,32611124,747958,-.3133344650268555,2512749,-.135289192199707,256804,-.8929672241210938,1585665,960405,-.2375965118408203,3628,61532,-3.308967590332031,797665,.241236686706543,72540,-.2248296737670898,1727394,-.221282958984375,666215,-.2173004150390625,162918,-.6707305908203125,matched (3),3255723.5,.85074556,430887.75,673565.88
201209,841229,632,3827,3398023,09,0,0,0,0,0,0,0,1,0,0,0,225894,1.768861770629883,67835,.5039939880371094,1450000,2754501,.1384849548339844,382340,470121,.1028203964233398,60872288,.0943202972412109,764866,.1709480285644531,1943691,.0396289825439453,73865,.6351966857910156,12847297,.6913852691650391,1312687,.3340339660644531,49600,-1.133630752563477,1403789,.2534589767456055,2371192,0,8538759,153032,-.0194721221923828,144817,.0173225402832031,2611169,2.273927688598633,541466,107369,-.2696266174316406,2352383,.2918176651000977,6672315,.0452022552490234,1596936,135000,3375496,1.494497299194336,30787,.8506708145141602,230432,.2785701751708984,1452178,7125949,.9175806045532227,310663,.7091083526611328,4438261,.9446163177490234,17573536,.0601291656494141,243826,.6566238403320313,1416893,-.2745399475097656,10953416,19384976,790042,.0547399520874023,3535081,.3413591384887695,468090,.6003475189208984,2283906,1336246,.3302640914916992,21825,2038060,3.50019645690918,530050,-.408717155456543,94253,.2618446350097656,1539062,-.1154403686523438,559991,-.1736917495727539,246793,.4153032302856445,matched (3),3429296.5,.85074556,453111.5,687994.75
201210,841229,633,3827,3131634,10,0,0,0,0,0,0,0,0,1,0,0,96381,-.8517560958862305,55403,-.2024440765380859,1278000,2668928,-.0315589904785156,333891,414418,-.1261148452758789,60966708,.0015506744384766,712090,-.0714960098266602,1792501,-.0809774398803711,170949,.8391265869140625,16076682,.2242355346679688,1248327,-.0502719879150391,17108,-1.064444541931152,1887961,.2963218688964844,3753158,2016,117836944,201958,.2774124145507813,234361,.4813919067382813,2062320,-.235966682434082,691725,188386,.5622215270996094,1694729,-.3279056549072266,9933019,.3978986740112305,24537732,104000,3945927,.1561412811279297,21170,-.374506950378418,160320,-.3627843856811523,1695921,7081099,-.0063133239746094,143607,-.7716283798217773,4648268,.0462322235107422,19902800,.1244678497314453,103158,-.8601932525634766,1977550,.3333921432495117,15887215,24366600,982767,.2182855606079102,2480248,-.3543777465820313,401779,-.1527576446533203,3715595,1266379,-.0537023544311523,17235,2715070,.2868194580078125,738212,.3312597274780273,39389,-.8724966049194336,1536667,-.0015573501586914,1179272,.7447319030761719,173642,-.3515548706054688,matched (3),3323552.3,.85074556,316769.44,606934.56
201211,841229,634,3827,1763042,11,0,0,0,0,0,0,0,0,0,1,0,257576,.9830055236816406,68672,.2147073745727539,768000,1868823,-.3563680648803711,605259,503643,.1949930191040039,53613028,-.1285362243652344,852767,.1802816390991211,1393788,-.2515869140625,39096,-1.475345611572266,15069335,-.0647087097167969,1053877,-.1693277359008789,4875,-1.255425453186035,1462658,-.2552423477172852,3161268,0,67702872,73110,-1.016094207763672,184701,-.2381248474121094,2479956,.1844091415405273,535975,188090,-.0015716552734375,1718965,.0141992568969727,5242970,-.63897705078125,9494778,117000,4195013,.0612125396728516,19040,-.1060428619384766,120942,-.2818603515625,1426006,7018776,-.0088405609130859,171308,.1763820648193359,4617513,-.0066385269165039,17674496,-.1187381744384766,231135,.8067407608032227,1228450,-.476104736328125,13196868,23444890,2288077,.8450946807861328,2305904,-.0728855133056641,206518,-.6655149459838867,3229187,1589838,.2274703979492188,18975,2205716,-.2077655792236328,440847,-.515533447265625,47733,.1921367645263672,1405769,-.0890312194824219,464720,-.9312171936035156,106782,-.4862060546875,matched (3),2206282,.85074556,337343.09,617921.56
201212,841229,635,3827,1265555,12,0,0,0,0,0,0,0,0,0,0,1,114057,-.8146162033081055,51482,-.2881088256835938,719000,1728711,-.0779333114624023,281928,199484,-.9261341094970703,46118440,-.1505794525146484,778359,-.0912981033325195,1751055,.2281932830810547,138406,1.264171600341797,9719709,-.4385051727294922,609262,-.5479831695556641,12148,.9130439758300781,881778,-.5060701370239258,2219759,0,73201296,147092,.6990928649902344,72130,-.9402685165405273,2074036,-.1787443161010742,350696,187079,-.0053901672363281,2174595,.2351198196411133,5033536,-.0407657623291016,7614673,83000,3243079,-.2573728561401367,14413,-.278411865234375,88505,-.3122520446777344,1322214,6321750,-.1045923233032227,27451,-1.831060409545898,3904783,-.1676540374755859,14437549,-.2022914886474609,210024,-.0957803726196289,1186850,-.0344505310058594,13152806,15834056,597125,-1.343339920043945,1745417,-.2784795761108398,193991,-.0625762939453125,2612503,1305810,-.196807861328125,7737,1793066,-.2071247100830078,563129,.2448110580444336,63358,.2831783294677734,1215603,-.1453447341918945,621477,.2906637191772461,245504,.832524299621582,matched (3),951852.81,.85074556,265669.09,581899.31
201301,841229,636,3827,2934969,01,0,0,0,0,0,0,0,0,0,0,0,269501,.8598737716674805,109210,.752039909362793,563000,4417257,.9381427764892578,568347,294448,.3893680572509766,51455844,.1095123291015625,1252844,.4759836196899414,2112694,.1877460479736328,157285,.1278676986694336,11731001,.188079833984375,893177,.3825368881225586,29069,.8725080490112305,1391349,.4560890197753906,3403416,0,18009122,227524,.4361982345581055,87564,.1939001083374023,2889287,.3315134048461914,859830,321718,.542144775390625,1653519,-.2739362716674805,5326991,.0566644668579102,14190279,130000,3258732,.0048151016235352,26634,.6140584945678711,152440,.5437116622924805,1304259,8054454,.2422294616699219,412769,2.710485458374023,5039775,.2551593780517578,19952212,.3235092163085938,200029,-.0487594604492188,2404175,.7059040069580078,13075308,19307020,892375,.4017601013183594,2263502,.2599191665649414,387487,.6918706893920898,2939056,807964,-.4800615310668945,20585,1967408,.0927896499633789,737030,.2691192626953125,128355,.705998420715332,2012060,.5039186477661133,842211,.3039312362670898,126661,-.661799430847168,matched (3),3083249,.85074556,299196.5,597950.88
201302,841229,637,3827,2275434,02,1,0,0,0,0,0,0,0,0,0,0,82170,-1.187782287597656,23973,-1.51634407043457,302000,3440555,-.2498855590820313,478097,537689,.6021785736083984,43689584,-.1636142730712891,838085,-.4020519256591797,1964711,-.0726184844970703,40143,-1.365611076354981,9958363,-.1638221740722656,664240,-.2961416244506836,7696,-1.328971862792969,2097330,.4103908538818359,1915507,0,318080,82416,-1.015476226806641,94088,.0718603134155273,1955379,-.3904256820678711,380017,105901,-1.111170768737793,1203325,-.3178176879882813,5112891,-.0410223007202148,8952688,88000,3058940,-.0632696151733398,17524,-.4186172485351563,144798,-.0514316558837891,1430370,6793313,-.1702871322631836,305721,-.3002147674560547,4388919,-.1382780075073242,19044912,-.0465412139892578,125085,-.4694690704345703,1113533,-.7696695327758789,11107974,14928718,675983,-.2777185440063477,2241206,-.0098991394042969,553254,.356135368347168,1724733,796049,-.014857292175293,5685,1795675,-.0913362503051758,593755,-.2161617279052734,140310,.0890541076660156,1640189,-.2043476104736328,1382394,.4955415725708008,120812,-.0472784042358398,matched (3),1722677.8,.85074556,298705.25,597705.25
201303,841229,638,3827,1709289,03,0,1,0,0,0,0,0,0,0,0,0,217197,.9720144271850586,40758,.5307235717773438,231000,2561076,-.2952060699462891,376371,405718,-.2816219329833984,53941752,.2107944488525391,1147535,.3142518997192383,1960532,-.0021295547485352,10013,-1.388564109802246,12716851,.2445144653320313,687288,.0341100692749023,57606,2.01292610168457,1311340,-.4696149826049805,2592813,0,4745742,165249,.6956729888916016,57112,-.4992160797119141,1985648,.0153617858886719,280035,110576,.0431985855102539,1354284,.1181840896606445,5704858,.109553337097168,5105209,135000,3091102,.0104589462280273,5888,-1.090655326843262,119178,-.1947212219238281,1730884,6628167,-.0246105194091797,280413,-.0864095687866211,3844199,-.1325178146362305,18554124,-.0261077880859375,85548,-.3799161911010742,1400366,.2291965484619141,10454961,12830968,686664,.0156764984130859,2224771,-.007359504699707,662011,.1794643402099609,996483,858917,.0760116577148438,2111,1011088,-.5743541717529297,496567,-.1787481307983398,97923,-.3596725463867188,1698693,.0350475311279297,844377,-.4929723739624023,81810,-.389836311340332,matched (3),1687109.9,.85074556,324304.53,610901.13
201304,841229,639,3827,2583840,04,0,0,1,0,0,0,0,0,0,0,0,234411,.0762710571289063,111662,1.007824897766113,375000,3717443,.3726091384887695,475560,959806,.8610725402832031,78247032,.3719654083251953,677131,-.5275068283081055,2068861,.0537824630737305,32761,1.185354232788086,14153743,.1070518493652344,1087312,.4587106704711914,144951,.9227695465087891,1617668,.2099361419677734,2709400,21143,25785908,125948,-.2715835571289063,174920,1.119315147399902,2847909,.3606395721435547,532984,172411,.4441776275634766,1979351,.3794965744018555,9127962,.4700250625610352,6448826,210000,3837862,.2163877487182617,37701,1.856770515441895,175081,.3846302032470703,2170390,7750569,.156437873840332,377850,.2982339859008789,4808089,.2237339019775391,21255808,.1359386444091797,99098,.1470317840576172,1489316,.0615825653076172,7164129,24931448,1234011,.5861806869506836,3145777,.3464069366455078,521076,-.2393856048583984,2767372,717909,-.1793289184570313,46665,2643985,.9612607955932617,681565,.3166732788085938,79862,-.2038812637329102,1941148,.1334209442138672,875175,.0358247756958008,125448,.4274921417236328,matched (3),3337001.5,.85074556,344579.19,621901.56
201305,841229,640,3827,2573719,05,0,0,0,1,0,0,0,0,0,0,0,236734,.0098609924316406,30880,-1.285367965698242,542000,3544227,-.0477161407470703,368763,668690,-.3614110946655273,61441240,-.2417888641357422,656401,-.031092643737793,1954468,-.0568809509277344,59210,.5918521881103516,13794565,-.0257053375244141,836860,-.2618074417114258,18157,-2.077340126037598,110967,-2.679508209228516,2382599,31807,5565287,80339,-.4496145248413086,55059,-1.155923843383789,2204544,-.2560644149780273,999890,167035,-.03167724609375,1566343,-.2340250015258789,7370534,-.2138528823852539,2267039,179000,3557109,-.0759677886962891,31653,-.1748542785644531,124848,-.3381519317626953,1337545,7979195,.0290718078613281,402010,.0619792938232422,4186445,-.1384477615356445,25436964,.1795730590820313,98805,-.0029611587524414,1523663,.0228004455566406,9516816,15363090,1005888,-.2043991088867188,3311344,.0512933731079102,759291,.3764886856079102,2784111,612685,-.1584920883178711,28927,2353507,-.1163806915283203,697957,.0237655639648438,96465,.1888799667358398,2775203,.3574438095092773,640082,-.3128280639648438,211470,.522191047668457,matched (3),3264651.8,.85074556,265070.25,581626.13
201306,841229,641,3827,2312070,06,0,0,0,0,1,0,0,0,0,0,0,224784,-.0517969131469727,76905,.9124622344970703,419000,2544867,-.3312416076660156,257008,624575,-.0682487487792969,67149280,.088836669921875,521328,-.2303924560546875,1645735,-.1719303131103516,52801,-.1145601272583008,12478957,-.1002311706542969,828422,-.0101337432861328,17475,-.0382843017578125,1363741,2.508753776550293,2947346,17365,4336508,157041,.6702518463134766,89127,.4816570281982422,2310838,.0470895767211914,592316,139535,-.1798887252807617,1549602,-.0107460021972656,4632570,-.4643783569335938,970727,136000,3473063,-.0239105224609375,43820,.3252573013305664,113570,-.0946769714355469,1123927,7018501,-.1282882690429688,212178,-.6390514373779297,4864705,.1501541137695313,20356526,-.2228012084960938,129233,.2684688568115234,1507491,-.0106706619262695,7752841,12297581,670349,-.405827522277832,2840247,-.1534633636474609,355451,-.758997917175293,1853996,798291,.2646217346191406,6565,2368904,.0065202713012695,588633,-.1703548431396484,90691,-.0617218017578125,2316485,-.1806726455688477,648696,.0133676528930664,125488,-.5218725204467773,matched (3),2374294.8,.85074556,276786.44,587058.31
201307,841229,642,3827,3356439,07,0,0,0,0,0,1,0,0,0,0,0,199904,-.1173028945922852,32720,-.8545846939086914,0,2814518,.100712776184082,525641,746615,.1784782409667969,74239632,.1003799438476563,853459,.4929180145263672,1615549,-.0185127258300781,46447,-.1282186508178711,12521608,.0034122467041016,727417,-.1300230026245117,35525,.7094650268554688,229945,-1.780146598815918,3401245,0,4512065,160922,.0244131088256836,53150,-.5169439315795898,2067934,-.1110601425170898,1021064,165943,.1733293533325195,2197545,.3493423461914063,4363153,-.0599164962768555,1318375,0,3379826,-.0272130966186523,38741,-.1231918334960938,89363,-.2397127151489258,1673807,7758846,.1002845764160156,102364,-.7288904190063477,4431078,-.0933628082275391,20693232,.0164051055908203,125708,-.0276546478271484,1966625,.2658729553222656,12160968,16494827,811721,.1913576126098633,2915115,.0260181427001953,450070,.2360162734985352,2521056,903239,.1235141754150391,26113,3385982,.3572168350219727,734196,.2209739685058594,95899,.0558376312255859,2090293,-.1027469635009766,834577,.2519617080688477,220401,.5632381439208984,matched (3),3042575,.85074556,222522.03,563509.38
201308,841229,643,3827,3741336,08,0,0,0,0,0,0,1,0,0,0,0,305267,.4233503341674805,49668,.4173746109008789,1431000,3499496,.2178277969360352,329571,913307,.2015228271484375,55505208,-.2908210754394531,624955,-.3116178512573242,3175537,.6758022308349609,79334,.5353546142578125,12886986,.0287628173828125,1071906,.3876934051513672,54233,.4230527877807617,1839989,2.07967472076416,1380247,21692,6167985,79979,-.6991558074951172,135186,.9335336685180664,2755618,.2870912551879883,1220157,141247,-.1611337661743164,1648483,-.2874851226806641,6064651,.3292818069458008,1846956,153000,4019115,.1732378005981445,51154,.2779426574707031,230689,.9483633041381836,1463523,9250552,.1758489608764648,69457,-.3878269195556641,4782267,.0762720108032227,21706120,.0477867126464844,130083,.034210205078125,1464751,-.2946338653564453,11479385,20557424,1049285,.2567081451416016,2990588,.0255603790283203,483579,.0718116760253906,2529717,1061992,.1619148254394531,4312,2614162,-.2587003707885742,1167639,.4639625549316406,91530,-.0466289520263672,2201895,.0520143508911133,971960,.1523895263671875,111851,-.6782808303833008,matched (3),3525355,.85074556,331915.47,614975.31
201309,841229,644,3827,2479621,09,0,0,0,0,0,0,0,1,0,0,0,101759,-1.098580360412598,24642,-.7009086608886719,1214000,2455485,-.3542947769165039,370959,708915,-.2533369064331055,53238400,-.0416965484619141,710300,.1280078887939453,2324987,-.3117618560791016,24418,-1.178345680236816,11666274,-.0995159149169922,931482,-.140416145324707,37615,-.3658866882324219,900857,-.7141685485839844,2561334,51408,29687828,118351,.3918905258178711,95920,-.3431377410888672,2510358,-.0932159423828125,922352,136314,-.0355491638183594,1720891,.0429868698120117,4230675,-.3601150512695313,1515963,112000,3664798,-.0922889709472656,39891,-.2486896514892578,178917,-.2541484832763672,1410297,7378924,-.2260551452636719,47510,-.3797674179077148,4550266,-.0497293472290039,19705952,-.0966739654541016,118944,-.0895195007324219,1347906,-.0831327438354492,10903873,16090959,393194,-.9815616607666016,3181838,.0619897842407227,135175,-1.27464485168457,2100770,901884,-.1634159088134766,32460,3153197,.1874732971191406,951463,-.2047386169433594,39472,-.8410758972167969,1605370,-.3159637451171875,808838,-.1837167739868164,126740,.1249704360961914,matched (3),2115548.5,.85074556,228364.52,565841.94
