period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1115c757,growth1115c757,Y1146c372,growth1146c372,Y1253c376,Y1357c484,growth1357c484,Y1432c36,Y1436c191,growth1436c191,Y1471c484,growth1471c484,Y1507c152,growth1507c152,Y1507c752,growth1507c752,Y1614c705,growth1614c705,Y1725c124,growth1725c124,Y1806c703,growth1806c703,Y1816c372,growth1816c372,Y1872c616,growth1872c616,Y1980c381,Y1c484,Y1c826,Y2021c440,growth2021c440,Y2051c352,growth2051c352,Y2285c124,growth2285c124,Y2745c36,Y285c440,growth285c440,Y3209c208,growth3209c208,Y3211c616,growth3211c616,Y3232c344,Y3302c376,Y3377c124,growth3377c124,Y3421c222,growth3421c222,Y3470c251,growth3470c251,Y3475c36,Y3501c124,growth3501c124,Y3528c703,growth3528c703,Y3553c124,growth3553c124,Y3578c124,growth3578c124,Y3727c616,growth3727c616,Y3732c757,growth3732c757,Y3800c36,Y4043c32,Y4194c222,growth4194c222,Y4636c826,growth4636c826,Y472c246,growth472c246,Y4748c32,Y4760c208,growth4760c208,Y4922c68,Y4958c124,growth4958c124,Y514c484,growth514c484,Y560c348,growth560c348,Y611c752,growth611c752,Y821c752,growth821c752,Y855c222,growth855c222,_merge,x,r2,s,sf
201310,841229,645,3827,3057423,10,0,0,0,0,0,0,0,0,1,0,0,277366,1.002731323242188,69832,1.041640281677246,1663000,3675721,.4034252166748047,695141,809968,.1332588195800781,60269512,.1240463256835938,496370,-.3583660125732422,2547048,.0912199020385742,50472,.7260980606079102,13204828,.1238803863525391,1309385,.3405351638793945,63796,.5282878875732422,1684003,.6255826950073242,2467312,199196,116477216,199802,.5236721038818359,126907,.2799406051635742,2600223,.0351715087890625,1108980,240467,.5676212310791016,1645007,-.0450973510742188,11160725,.9700384140014648,0,212000,4710912,.2511081695556641,33798,-.1657495498657227,139937,-.2457294464111328,1541752,8017822,.0830392837524414,169675,1.272944450378418,4817845,.0571413040161133,22250618,.1214504241943359,210267,.5697250366210938,1509922,.1135053634643555,15925491,23525332,968314,.9012537002563477,3102113,-.0253763198852539,517725,1.342874526977539,2450611,1060933,.1624183654785156,7507,3813758,.1901979446411133,880505,-.0775051116943359,145067,1.301604270935059,1753881,.0884761810302734,906008,.1134500503540039,196534,.4386978149414063,matched (3),3568023,.85074556,245285.98,572880.38
201311,841229,646,3827,2580108,11,0,0,0,0,0,0,0,0,0,1,0,123758,-.8070096969604492,22973,-1.111772537231445,767000,2704633,-.3067827224731445,480965,577387,-.3384819030761719,54144916,-.1071624755859375,562805,.1256113052368164,2469817,-.0307903289794922,49350,-.0224809646606445,10881479,-.1935214996337891,1073206,-.1989068984985352,10884,-1.768397331237793,1180142,-.3555393218994141,2710102,42294,73004904,88591,-.8132963180541992,70630,-.5859994888305664,2059430,-.2331676483154297,822660,130476,-.6113929748535156,1377133,-.1777410507202148,4470329,-.9149379730224609,1358868,50000,4074843,-.1450490951538086,6903,-1.588445663452148,119148,-.1608257293701172,1477536,7041106,-.1299018859863281,192620,.1268339157104492,3883911,-.215484619140625,20062932,-.1034965515136719,160073,-.2727479934692383,907536,-.5090799331665039,12644367,14329478,1064980,.0951547622680664,2885535,-.0723724365234375,508988,-.0170202255249023,2907185,1079480,.0173301696777344,1561,3325699,-.1369352340698242,741403,-.1719512939453125,40196,-1.283428192138672,1448463,-.1913280487060547,702884,-.2538566589355469,64859,-1.108619689941406,matched (3),1893403.3,.85074556,185776.81,550036.13
201312,841229,647,3827,2685349,12,0,0,0,0,0,0,0,0,0,0,1,220237,.5763759613037109,24638,.0699701309204102,1117000,2419020,-.1116037368774414,826692,326988,-.5685892105102539,49159848,-.0965862274169922,616955,.091862678527832,2091370,-.166325569152832,50273,.0185298919677734,8955608,-.1947822570800781,1005306,-.0653581619262695,11582,.0621585845947266,1246858,.05499267578125,3329049,0,124617864,95301,.0730094909667969,78999,.1119794845581055,1846955,-.108891487121582,669553,143986,.0985260009765625,1802801,.2693376541137695,3193047,-.33648681640625,1776044,76000,3675515,-.1031389236450195,29785,1.462048530578613,126614,.0607767105102539,1396070,6327417,-.1068735122680664,109415,-.5655708312988281,3448848,-.1188020706176758,13743657,-.3782958984375,186968,.1553077697753906,1011514,.1084699630737305,11015337,13824469,1362974,.2467126846313477,2307501,-.223546028137207,172044,-1.084673881530762,2359165,1488451,.3212566375732422,50957,1717380,-.6608791351318359,807060,.0848541259765625,70162,.5570392608642578,1692031,.1554269790649414,880963,.2258243560791016,132572,.714909553527832,matched (3),2324787.8,.85074556,253508.39,576448.81
201401,841229,648,3827,3564617,01,0,0,0,0,0,0,0,0,0,0,0,332816,.4128856658935547,32751,.2846431732177734,334000,3694696,.4235353469848633,1106788,698891,.7595710754394531,47191488,-.0408649444580078,767205,.2179584503173828,3056978,.379608154296875,49491,-.0156764984130859,10534004,.1623287200927734,1077852,.0696783065795898,48137,1.424598693847656,1548485,.2166500091552734,2264618,22764,10834045,158481,.5085945129394531,83094,.050537109375,2322098,.2289333343505859,1004286,228069,.4599323272705078,1672418,-.0750713348388672,6247386,.6711874008178711,951098,256000,4884509,.2843751907348633,13654,-.7799720764160156,160539,.2373933792114258,1586412,7509650,.1712970733642578,204170,.623805046081543,3963409,.1390647888183594,23146110,.5212478637695313,680239,1.291506767272949,1871136,.6150979995727539,12219508,16156364,446859,-1.115180969238281,3623225,.4511995315551758,389311,.8166284561157227,2424224,1794655,.1870765686035156,48749,3147103,.605682373046875,657642,-.204737663269043,208637,1.089789390563965,1543125,-.0921201705932617,819631,-.0721616744995117,204249,.4322137832641602,matched (3),3144916.8,.85074556,286475.13,591688.06
201402,841229,649,3827,2308566,02,1,0,0,0,0,0,0,0,0,0,0,318539,-.0438451766967773,10756,-1.113469123840332,219000,3320845,-.1066789627075195,406249,334060,-.7381734848022461,46518648,-.0143604278564453,573356,-.2912473678588867,2221778,-.3191194534301758,38243,-.2578306198120117,11136854,.0556526184082031,1098687,.0191450119018555,22302,-.769373893737793,1769555,.1334514617919922,1953091,0,0,144396,-.0930747985839844,79395,-.045536994934082,1839088,-.2332019805908203,452633,135254,-.5224933624267578,1042035,-.4730949401855469,6057978,-.0307865142822266,443912,35000,3196787,-.4239225387573242,88944,1.873974800109863,121264,-.2805662155151367,1574120,6798812,-.0994405746459961,320098,.4496736526489258,4680629,.1663274765014648,18877344,-.2038631439208984,230086,-1.083991050720215,1095085,-.5357141494750977,7814645,14219454,256722,-.5542488098144531,3055676,-.1703634262084961,313369,-.2169971466064453,2154468,1462516,-.2046537399291992,10963,2359619,-.2879829406738281,617955,-.0622444152832031,188552,-.101222038269043,1711440,.1035261154174805,776514,-.0540399551391602,55551,-1.302038192749023,matched (3),2839969.5,.85074556,203081.2,556119.31
201403,841229,650,3827,3167991,03,0,1,0,0,0,0,0,0,0,0,0,211165,-.4111051559448242,56546,1.659590721130371,567000,3157260,-.0505151748657227,319837,502912,.4090938568115234,86585320,.62127685546875,521372,-.0950431823730469,2423310,.0868263244628906,45064,.16412353515625,13306207,.1779708862304688,1229178,.1122303009033203,137311,1.817571640014648,2288620,.2572202682495117,4217249,57599,9958883,188197,.2649297714233398,139055,.5604343414306641,2206528,.1821508407592773,824748,237921,.564784049987793,1031791,-.0098791122436523,6441818,.0614337921142578,891814,136000,5326930,.5106296539306641,8675,-2.327561378479004,95357,-.2403430938720703,1761592,7060482,.0377655029296875,184218,-.5525074005126953,4257151,-.0948324203491211,20362038,.0757102966308594,132400,-.5526256561279297,1261956,.1418313980102539,9143015,13802503,634260,.9044647216796875,2918697,-.045863151550293,391974,.2238140106201172,2197087,2080803,.352595329284668,7762,2652528,.1170129776000977,804016,.2632036209106445,224697,.1753787994384766,1935842,.1232070922851563,978989,.2317056655883789,100148,.5893478393554688,matched (3),3618573.3,.85074556,309231.94,603034.94
201404,841229,651,3827,4218565,04,0,0,1,0,0,0,0,0,0,0,0,343589,.4868068695068359,305393,1.686544418334961,817000,2526848,-.2227315902709961,535121,548209,.0862417221069336,98589232,.1298332214355469,742789,.3539485931396484,3026474,.222264289855957,58868,.2672138214111328,14255897,.068939208984375,1381550,.1168603897094727,91406,-.4069375991821289,649875,-1.258923530578613,2572829,63899,25664912,250245,.2849512100219727,82735,-.5192270278930664,2082211,-.0579900741577148,730265,156022,-.4219417572021484,1589357,.4320335388183594,7628484,.1690788269042969,999068,181000,3649959,-.3780593872070313,40324,1.536500930786133,130964,.3172950744628906,1718619,8276191,.1588687896728516,310457,.5219259262084961,4314987,.0134944915771484,23599008,.1475315093994141,254387,.6530294418334961,1458473,.1447267532348633,8643135,19217608,635499,.0019512176513672,4480060,.4284992218017578,790580,.7015714645385742,2251350,1329822,-.4477090835571289,13551,3501967,.2778120040893555,953128,.1701297760009766,100019,-.809391975402832,2642354,.3111276626586914,933081,-.0480279922485352,141611,.3464345932006836,matched (3),3896883.5,.85074556,303572.13,600152.31
201405,841229,652,3827,2869691,05,0,0,0,1,0,0,0,0,0,0,0,170812,-.698883056640625,81660,-1.319034576416016,716000,2514271,-.0049896240234375,369111,733077,.2905941009521484,87770888,-.1162319183349609,709592,-.0457220077514648,2862947,-.055546760559082,97844,.5080766677856445,14626189,.0256423950195313,968103,-.3556232452392578,70876,-.2543792724609375,1576136,.885951042175293,2747319,0,9947317,185461,-.299595832824707,50454,-.4945802688598633,2668079,.2479286193847656,545994,115844,-.2977523803710938,1206400,-.2756891250610352,4944852,-.4335422515869141,291911,113000,4411550,.1895103454589844,70460,.5580987930297852,118207,-.1024847030639648,1633414,8630346,.0419025421142578,274011,-.1248769760131836,4785037,.1033992767333984,22787130,-.0350093841552734,203584,-.2227783203125,2172397,.3984413146972656,7424139,17132232,467306,-.3074254989624023,4244788,-.0539445877075195,352706,-.8071327209472656,2811706,1672728,.2294111251831055,2902,2525559,-.3268623352050781,666996,-.3569650650024414,233087,.8460512161254883,2195225,-.1853857040405273,698895,-.2889919281005859,88932,-.4652118682861328,matched (3),3106361,.85074556,209954.75,558666
201406,841229,653,3827,4086555,06,0,0,0,0,1,0,0,0,0,0,0,461547,.9940204620361328,392333,1.569546699523926,1083000,2649174,.0522651672363281,557554,745554,.0168771743774414,155484128,.5718135833740234,641750,-.1004915237426758,2775037,-.0311870574951172,36085,-.99749755859375,15139557,.0344982147216797,977652,.0098152160644531,153444,.7724037170410156,1923935,.1993961334228516,3145374,0,13282354,262059,.3457250595092773,47639,-.0574102401733398,2699700,.0117816925048828,687486,224142,.6600351333618164,1555246,.253993034362793,7574321,.4264163970947266,621247,99000,4299620,-.0256996154785156,20865,-1.216972351074219,400847,1.221141815185547,1664841,7984145,-.0778274536132813,327554,.1784849166870117,4810432,.0052928924560547,22846862,.0026187896728516,1060853,1.650750160217285,1842406,-.1647586822509766,10008512,13053687,1057946,.8170995712280273,5153597,.1940031051635742,436334,.212773323059082,1762048,1886431,.1202306747436523,17996,3886194,.4309682846069336,1186273,.5757875442504883,277835,.1756153106689453,2857416,.2636327743530273,873133,.2225875854492188,71857,-.2131938934326172,matched (3),4095586.8,.85074556,293999.84,595367.63
201407,841229,654,3827,3419979,07,0,0,0,0,0,1,0,0,0,0,0,147990,-1.137439727783203,366790,-.06732177734375,767000,2497154,-.0590963363647461,456744,615407,-.1918439865112305,127904544,-.1952590942382813,828606,.2555456161499023,1881672,-.3885040283203125,60065,.5095500946044922,13614082,-.1062068939208984,1470455,.4081735610961914,320506,.7365655899047852,2566849,.2883062362670898,2068426,0,6692425,176421,-.3956966400146484,41885,-.1287240982055664,2603302,-.0363597869873047,1395638,168324,-.2863893508911133,1653701,.0613822937011719,6350599,-.1762142181396484,1065803,66000,4056797,-.0581331253051758,26113,.224360466003418,136323,-1.07855224609375,1567150,9075340,.1281023025512695,232934,-.3408985137939453,4713112,-.0204381942749023,21275462,-.0712604522705078,553140,-.6512174606323242,1901220,.0314226150512695,13716082,22245500,671634,-.4543704986572266,5701847,.1010951995849609,395413,-.0984773635864258,1227126,1789615,-.0526857376098633,30864,4837202,.2189054489135742,855520,-.3268623352050781,208854,-.2853918075561523,2621319,-.0862398147583008,855639,-.0202388763427734,112892,.4517536163330078,matched (3),3003751.8,.85074556,239690.63,570507.06
201408,841229,655,3827,2544548,08,0,0,0,0,0,0,1,0,0,0,0,390753,.9709310531616211,600790,.4934558868408203,371000,2011087,-.2164764404296875,409476,497630,-.2124271392822266,119429696,-.0685577392578125,492829,-.5195817947387695,1808002,-.0399379730224609,44196,-.306793212890625,12282700,-.1029129028320313,737540,-.6900062561035156,95271,-1.213175773620606,1395842,-.6091804504394531,836005,86000,19815548,154914,-.1300029754638672,75222,.5855159759521484,2482089,-.0476799011230469,769047,114665,-.383875846862793,1306823,-.2354164123535156,5200953,-.19970703125,902925,146000,4857561,.1801424026489258,21312,-.2031631469726563,96847,-.3418951034545898,1714731,8036768,-.1215324401855469,220313,-.0557050704956055,4107088,-.13763427734375,23044628,.0798797607421875,951881,.5428285598754883,1894013,-.0037975311279297,10751536,14525378,318627,-.745692253112793,5084211,-.1146507263183594,72117,-1.701641082763672,2316496,1775148,-.0081167221069336,26561,3120658,-.4382925033569336,775958,-.0976114273071289,142592,-.381648063659668,1660898,-.4563188552856445,847696,-.0093269348144531,30199,-1.318622589111328,matched (3),2863413.3,.85074556,311430.28,604165.19
201409,841229,656,3827,3754616,09,0,0,0,0,0,0,0,1,0,0,0,236916,-.5003700256347656,387714,-.4379777908325195,742000,3169556,.4549160003662109,495166,678307,.3097429275512695,121275368,.0153369903564453,764329,.4388360977172852,2862370,.4594278335571289,41424,-.0647735595703125,12542178,.0209064483642578,1082337,.3835573196411133,43506,-.7838258743286133,3065109,.7865848541259766,2355676,165639,24318066,165989,.0690517425537109,130202,.5486431121826172,2389226,-.0381317138671875,830918,158933,.3264684677124023,1692206,.2584333419799805,4810730,-.0779933929443359,1158676,77000,4433743,-.0912923812866211,35480,.5096988677978516,297354,1.121790885925293,1575418,7308614,-.0949735641479492,249492,.1243772506713867,4898763,.1762685775756836,25253520,.0915317535400391,1958399,.7214422225952148,1475324,-.2498197555541992,12757560,21625958,1121439,1.258346557617188,4043808,-.2289533615112305,266017,1.305271148681641,2468200,1425612,-.2192831039428711,33005,4296351,.3197221755981445,1035651,.2886877059936523,168685,.1680459976196289,2015362,.1934404373168945,1033220,.1979131698608398,161015,1.673688888549805,matched (3),3651668.5,.85074556,266724.88,582382.06
201410,841229,657,3827,2541424,10,0,0,0,0,0,0,0,0,1,0,0,304151,.2498188018798828,553503,.3559999465942383,372000,3159779,-.0030889511108398,330945,376612,-.588383674621582,66705256,-.5977802276611328,660276,-.1463403701782227,2172753,-.2756547927856445,73164,.568842887878418,14045409,.1131973266601563,1093051,.0098505020141602,44359,.0194168090820313,2408175,-.2412137985229492,3929708,0,136661024,120615,-.3193178176879883,120628,-.0763750076293945,2539045,.0608186721801758,727420,163431,.0279083251953125,1303448,-.2610197067260742,6613574,.3182754516601563,520679,139000,4005808,-.1014986038208008,25079,-.3469381332397461,152686,-.666539192199707,1426420,8434043,.1432228088378906,281792,.1217422485351563,4691493,-.0432319641113281,25379864,.0049915313720703,1668021,-.1604890823364258,1371889,-.0726890563964844,14284856,19622716,555411,-.7026596069335938,3769876,-.0701446533203125,123377,-.7683162689208984,2776295,1684320,.1667604446411133,18062,4178468,-.0278215408325195,1219256,.1632099151611328,81243,-.7305889129638672,1775862,-.1265134811401367,908086,-.1290960311889648,148396,-.0816135406494141,matched (3),2623456.8,.85074556,209565.48,558519.88
201411,841229,658,3827,2508314,11,0,0,0,0,0,0,0,0,0,1,0,138620,-.7857875823974609,388744,-.3533468246459961,791000,2283430,-.3248233795166016,210332,375382,-.0032720565795898,109931728,.4995746612548828,617744,-.0665836334228516,2194998,.0101852416992188,41370,-.5701475143432617,10513146,-.2896690368652344,835184,-.2690763473510742,22850,-.663365364074707,2290048,-.0502967834472656,3037738,80007,50591664,96632,-.2216939926147461,111780,-.0761795043945313,2756771,.0822725296020508,582307,238936,.3798046112060547,1480402,.1273012161254883,7771157,.1612949371337891,275061,83000,4062961,.0141668319702148,89506,1.272274017333984,132831,-.1393060684204102,1377699,7168394,-.1625947952270508,231732,-.1955881118774414,4060038,-.1445589065551758,24136408,-.0502357482910156,275773,-1.799815177917481,1018296,-.2980585098266602,11636975,13697304,576054,.0364933013916016,3387964,-.1068124771118164,222412,.5892868041992188,3268551,1825343,.0804061889648438,40403,3855929,-.0803318023681641,1058214,-.141657829284668,201868,.9101696014404297,1374725,-.2560319900512695,780582,-.1512994766235352,44699,-1.199933052062988,matched (3),2708729.8,.85074556,280840.53,588980.56
201412,841229,659,3827,2212173,12,0,0,0,0,0,0,0,0,0,0,1,303956,.7851467132568359,160691,-.8834371566772461,1761000,1288586,-.5721330642700195,608372,299099,-.2271690368652344,78841752,-.3324165344238281,280705,-.7887706756591797,2260336,.0293331146240234,35254,-.1599769592285156,9398712,-.1120529174804688,694494,-.1844682693481445,4503,-1.62420654296875,575571,-1.380965232849121,2495920,0,0,81232,-.1736011505126953,32658,-1.230442047119141,2400550,-.138361930847168,561285,199906,-.1783485412597656,1269885,-.1533880233764648,5600006,-.3276510238647461,465918,106000,3963354,-.0248212814331055,20822,-1.458294868469238,96332,-.3212776184082031,1333613,5960163,-.1845836639404297,72718,-1.158991813659668,3799127,-.0664205551147461,18735796,-.2532844543457031,477621,.5492391586303711,1427306,.3376579284667969,11450078,20623724,198183,-1.067010879516602,3066219,-.0997838973999023,67991,-1.185155868530273,3430440,1840740,.0083999633789063,19128,3629317,-.0605678558349609,777190,-.3086528778076172,101733,-.6852626800537109,1737339,.2341012954711914,706158,-.1002006530761719,140211,1.143197059631348,matched (3),2399439.3,.85074556,284894.75,590924.5
201501,841229,660,3827,2219356,01,0,0,0,0,0,0,0,0,0,0,0,161507,-.6323347091674805,577019,1.278391838073731,1525000,1982172,.4306468963623047,507664,554248,.6168375015258789,82335136,.0433559417724609,464443,.503535270690918,2469434,.088475227355957,56527,.4721393585205078,12706527,.3015422821044922,695505,.0014543533325195,7012,.4428787231445313,2230776,1.354742050170898,2824987,124395,23734998,135333,.5104293823242188,79252,.8865423202514648,2951212,.206517219543457,732734,241649,.1896390914916992,1359615,.0682754516601563,8226288,.3845672607421875,326091,127000,3995583,.0080986022949219,75773,1.291731834411621,105243,.0884714126586914,1640361,7282613,.2003917694091797,262893,1.285158157348633,4021443,.0568695068359375,24399068,.2641086578369141,163907,-1.069518089294434,1942736,.3083086013793945,8603879,13219042,487950,.9010219573974609,3250663,.0584135055541992,68314,.0047397613525391,4890586,859332,-.7617673873901367,8000,5317349,.3819303512573242,621513,-.2235279083251953,245013,.8789596557617188,1167109,-.3978252410888672,700389,-.0082025527954102,148824,.0596160888671875,matched (3),2935942,.85074556,308909.88,602869.81
201502,841229,661,3827,1732472,02,1,0,0,0,0,0,0,0,0,0,0,246579,.4231338500976563,270171,-.7588205337524414,526000,1820182,-.0852565765380859,333126,515642,-.072199821472168,64080940,-.2506504058837891,323637,-.3612165451049805,2330250,-.058013916015625,87084,.432154655456543,10489074,-.1917819976806641,691550,-.0057029724121094,9882,.3430919647216797,656517,-1.223155975341797,2194025,2478,4869224,125237,-.0775299072265625,64177,-.2109880447387695,1895410,-.4427804946899414,606686,126676,-.6458539962768555,1606348,.1667613983154297,5423385,-.4166154861450195,605169,89000,3852693,-.0364170074462891,7839,-2.268630981445313,131242,.2207717895507813,1139883,5310428,-.3158178329467773,63156,-1.426139831542969,3557640,-.1225433349609375,22664390,-.0737495422363281,158917,-.0309171676635742,1070898,-.5955991744995117,7020447,9597907,673869,.3228225708007813,3131051,-.0374898910522461,33235,-.7205114364624023,1457898,813736,-.0545196533203125,892,2949007,-.5895061492919922,912485,.3840141296386719,77831,-1.146771430969238,1234907,.0564661026000977,598199,-.1577129364013672,88986,-.5142850875854492,matched (3),1908868.9,.85074556,268006.81,582970.31
201503,841229,662,3827,4315009,03,0,1,0,0,0,0,0,0,0,0,0,129728,-.642242431640625,672951,.9126176834106445,852000,2223972,.2003583908081055,337411,632584,.2044010162353516,116923304,.6013698577880859,588549,.5980377197265625,1896498,-.2059659957885742,147064,.5239953994750977,13431197,.2472457885742188,720079,.0404253005981445,43624,1.484892845153809,2031874,1.129765510559082,2378819,323893,7950066,81855,-.4252586364746094,68277,.0619287490844727,2012992,.0601873397827148,662298,198051,.4468917846679688,1119088,-.3614492416381836,5076697,-.0660591125488281,573652,129000,4914172,.2433509826660156,8876,.1242399215698242,84189,-.4439792633056641,1414933,6669125,.2278165817260742,349736,1.711570739746094,4699225,.2783002853393555,24160030,.06390380859375,167609,.0532522201538086,1265921,.167302131652832,9967336,13702338,392949,-.5393552780151367,4267578,.3096771240234375,68611,.7248497009277344,2702013,752527,-.0781993865966797,8398,3982062,.3003311157226563,630919,-.3689937591552734,208258,.9842386245727539,2172851,.5650444030761719,790852,.2791872024536133,41278,-.7681493759155273,matched (3),3727748.8,.85074556,289762.59,593286.69
201504,841229,663,3827,4142010,04,0,0,1,0,0,0,0,0,0,0,0,288770,.8001909255981445,847689,.2308416366577148,967000,2625268,.165888786315918,299390,562393,-.1176128387451172,77877952,-.4063739776611328,716137,.1962108612060547,2596929,.3143205642700195,61725,-.8681793212890625,12801705,-.0480003356933594,801582,.1072263717651367,10822,-1.394026756286621,704802,-1.058796882629395,3119364,3000,19407532,84545,.0323343276977539,52897,-.2552270889282227,2414259,.1817703247070313,490912,171451,-.1442270278930664,801493,-.3337926864624023,7869716,.4383611679077148,488325,79000,4608370,-.0642490386962891,103398,2.455234527587891,79570,-.056427001953125,1449383,7250416,.0835704803466797,285174,-.2040786743164063,4380804,-.0701656341552734,24050916,-.0045261383056641,94587,-.5721139907836914,1594682,.2308740615844727,7211713,14245305,520028,.2802028656005859,4385485,.0272541046142578,37709,-.5985546112060547,2256848,563205,-.2897930145263672,27771,3408291,-.1555891036987305,941325,.400111198425293,118126,-.5670261383056641,1857062,-.1570444107055664,666596,-.1709260940551758,129735,1.145164489746094,matched (3),3798451.5,.85074556,307954.88,602381.06
201505,841229,664,3827,3176274,05,0,0,0,1,0,0,0,0,0,0,0,253988,-.1283435821533203,643886,-.2749929428100586,828000,2547648,-.0300130844116211,404220,465450,-.1891956329345703,97063696,.2202243804931641,378773,-.6369342803955078,3375442,.2621965408325195,116280,.6333122253417969,14829040,.1470088958740234,840975,.0479745864868164,49597,1.522349357604981,309613,-.8225936889648438,3309822,158507,9665347,176410,.7355270385742188,47159,-.1148214340209961,2163876,-.1094913482666016,1149355,178896,.0425071716308594,699853,-.1356058120727539,8917013,.12493896484375,354445,139000,4275172,-.0750494003295898,16744,-1.82054615020752,82123,.031580924987793,1402420,9283872,.2472190856933594,141219,-.7027873992919922,5931250,.3030023574829102,24838060,.0322036743164063,214627,.8193817138671875,1439118,-.1026439666748047,7173248,15435964,1317669,.9297361373901367,4306463,-.018183708190918,52289,.3268871307373047,1687298,883621,.4503850936889648,34265,4062686,.175633430480957,749248,-.2282190322875977,135979,.1407480239868164,1855954,-.0005970001220703,763039,.1351242065429688,67103,-.6592655181884766,matched (3),2930345.5,.85074556,297828.47,597267.56
201506,841229,665,3827,2215709,06,0,0,0,0,1,0,0,0,0,0,0,108781,-.8479509353637695,492135,-.268768310546875,865000,3148202,.2116613388061523,224356,655636,.3426008224487305,125482648,.2567996978759766,363079,-.0423164367675781,2864279,-.1642093658447266,91965,-.234593391418457,12735880,-.1521644592285156,399125,-.7452869415283203,25454,-.6670570373535156,2731436,2.17725944519043,3230040,207881,20079272,259695,.3866968154907227,40933,-.1415882110595703,2685667,.2160282135009766,898031,121290,-.3886203765869141,1212189,.5493125915527344,7838308,-.1289377212524414,296401,115000,4344858,.0161685943603516,9730,-.5428256988525391,139888,.5326242446899414,1267428,7926789,-.1580305099487305,81345,-.5516128540039063,3512546,-.5238933563232422,24680970,-.0063438415527344,202629,-.0575246810913086,1420031,-.0133514404296875,7269880,16580369,580425,-.8198585510253906,4394678,.0202779769897461,68240,.2662448883056641,1843482,1260247,.3550348281860352,1646,3677326,-.0996580123901367,913429,.1981363296508789,122266,-.1063013076782227,2622194,.3456125259399414,1116594,.3807296752929688,39144,-.5389814376831055,matched (3),2503626,.85074556,316458.41,606772.31
201507,841229,666,3827,2873157,07,0,0,0,0,0,1,0,0,0,0,0,312235,1.05441951751709,2096398,1.449222564697266,1446000,2692856,-.1562290191650391,556154,695016,.0583286285400391,112297488,-.1110172271728516,629163,.549769401550293,2972203,.0369863510131836,119545,.2622852325439453,11643272,-.0896949768066406,1195138,1.096742630004883,55467,.7789154052734375,2250841,-.1935234069824219,3120713,137863,10774155,226599,-.1363258361816406,88840,.7749004364013672,3213761,.1795120239257813,1202119,236451,.6675567626953125,1598681,.2767515182495117,5829076,-.2961645126342773,675921,97000,3773448,-.1410045623779297,37002,1.335758209228516,111017,-.2311592102050781,1422631,8211659,.0353069305419922,253280,1.135796546936035,5990787,.5338811874389648,22021844,-.1139984130859375,223663,.0987634658813477,1509356,.061004638671875,9772686,19775308,901148,.4399089813232422,4610913,.0480308532714844,21470,-1.156373977661133,3258122,1554726,.209991455078125,32739,3780383,.0276393890380859,825356,-.1013908386230469,298549,.892735481262207,2020517,-.2606582641601563,852464,-.2699069976806641,98314,.9209194183349609,matched (3),3476524.3,.85074556,238734.63,570106.06
201508,841229,667,3827,2765931,08,0,0,0,0,0,0,1,0,0,0,0,223986,-.3321723937988281,1053092,-.6884899139404297,1375000,2636929,-.0209875106811523,514853,228522,-1.112301826477051,148300048,.2780876159667969,500793,-.2281970977783203,2930673,-.0140714645385742,50312,-.8654489517211914,10771481,-.0778255462646484,923725,-.2576026916503906,15816,-1.254766464233398,1536222,-.3819780349731445,1414710,218724,22319600,130568,-.5512876510620117,67497,-.2747535705566406,2628007,-.2012157440185547,508568,140223,-.5225067138671875,995634,-.4735546112060547,8311538,.3547859191894531,418968,101000,3832230,.0154581069946289,23181,-.4676389694213867,73885,-.4071731567382813,1522861,7901598,-.0384893417358398,246697,-.0263347625732422,4823719,-.2166767120361328,21196180,-.0382137298583984,134640,-.5075359344482422,1059041,-.3543195724487305,8675634,16459029,782886,-.1406822204589844,4565496,-.0098981857299805,72671,1.21928596496582,4893347,632940,-.8986797332763672,46787,3456794,-.0894842147827148,647070,-.2433605194091797,215786,-.3246469497680664,1958230,-.0313119888305664,892860,.0462980270385742,34127,-1.058077812194824,matched (3),2342384,.85074556,332052.44,615049.25
201509,841229,668,3827,2469537,09,0,0,0,0,0,0,0,1,0,0,0,249838,.1092290878295898,1277295,.1930141448974609,856000,1703051,-.4371938705444336,511995,533464,.8477592468261719,121056520,-.2029800415039063,455675,-.0944128036499023,3083127,.0507125854492188,37783,-.2863845825195313,11021902,.0229816436767578,798751,-.1453657150268555,21804,.3210716247558594,1529109,-.0046405792236328,2979862,0,23079628,168854,.2571401596069336,111135,.498661994934082,2783032,.0573148727416992,576836,155261,.1018733978271484,1223915,.2064304351806641,5208145,-.4674205780029297,719022,92000,4056147,.0567865371704102,10532,-.788914680480957,280533,1.334181785583496,1220637,6985728,-.1231966018676758,152352,-.4819679260253906,3883582,-.2167873382568359,20497824,-.0335025787353516,322337,.8729925155639648,1002567,-.0548000335693359,9694825,19449664,962229,.2062654495239258,3434136,-.2847614288330078,81742,.1176252365112305,3117572,1010813,.468134880065918,25907,4984552,.366002082824707,737831,.1312599182128906,161783,-.2880315780639648,1857546,-.0527849197387695,1042801,.1552362442016602,25133,-.3059072494506836,matched (3),2786203.5,.85074556,236843.47,569316.75
