period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1117c586,growth1117c586,Y1288c757,growth1288c757,Y1310c428,growth1310c428,Y1397c208,growth1397c208,Y1428c68,growth1428c68,Y1591c826,growth1591c826,Y1594c428,growth1594c428,Y1689c428,growth1689c428,Y1724c792,growth1724c792,Y1904c600,growth1904c600,Y1912c703,growth1912c703,Y1916c428,growth1916c428,Y2142c218,Y246c757,growth246c757,Y2486c344,Y2552c344,Y2731c600,growth2731c600,Y2794c703,growth2794c703,Y3240c688,growth3240c688,Y3308c208,growth3308c208,Y3332c752,growth3332c752,Y3348c233,Y344c152,growth344c152,Y3450c818,Y3476c68,growth3476c68,Y3480c208,growth3480c208,Y3544c268,growth3544c268,Y3550c268,growth3550c268,Y3918c352,growth3918c352,Y3980c428,Y4003c484,growth4003c484,Y4295c222,growth4295c222,Y4302c268,growth4302c268,Y4589c152,growth4589c152,Y4631c344,Y4656c586,growth4656c586,Y4843c352,growth4843c352,Y4886c233,Y4939c600,growth4939c600,Y4960c608,Y4988c484,growth4988c484,Y5012c484,growth5012c484,Y596c428,growth596c428,Y598c616,growth598c616,Y607c807,growth607c807,Y676c620,growth676c620,Y707c608,Y793c208,growth793c208,Y896c372,growth896c372,Y984c208,_merge,x,r2,s,sf
201109,902140,620,4768,22254024,09,0,0,0,0,0,0,0,1,0,0,0,498515,.1635894775390625,11883350,.4645166397094727,40340,-1.965304374694824,2379800,.6793603897094727,55921,1.381175041198731,5209915,.0856924057006836,17147,-2.228520393371582,65855,.070469856262207,2657826,.2472696304321289,211388,.8894901275634766,36393,.0585603713989258,65705,.5936603546142578,65302,123073,1.845702171325684,841009,3657905,45704,1.783566474914551,179256,1.314203262329102,19832,.1874580383300781,998903,.214177131652832,879903,-.4705076217651367,99516,860105,.5440521240234375,7293,1465351,.5415477752685547,368788,.2858180999755859,294,-1.620935916900635,2133,-2.094621181488037,38139,-.7238082885742188,709237,670324,.4381446838378906,28869,1.996421813964844,19352,-1.181639671325684,55514108,.4013919830322266,11813639,5854372,.1365470886230469,11478,2.50124454498291,66785,24605,.5486526489257813,1716113,28659,.377593994140625,7356,.6684417724609375,290466,.714350700378418,1240211,-.0786018371582031,48820,1.121380805969238,221789,.138859748840332,14840828,440723,.3922233581542969,94304,-.3963394165039063,48911,matched (3),15714208,.84694231,1340770.5,2806199
201110,902140,621,4768,15570022,10,0,0,0,0,0,0,0,0,1,0,0,412278,-.1899356842041016,9777000,-.1951065063476563,87651,.7760200500488281,1178963,-.7023811340332031,27600,-.7061243057250977,2946100,-.5700807571411133,35992,.7414731979370117,53490,-.2079610824584961,2594842,-.0239830017089844,187508,-.1198740005493164,55468,.4214296340942383,12410,-1.666671752929688,27195,440355,1.274803161621094,1078583,3594138,11164,-1.409491539001465,1864359,2.34185791015625,29905,.4107294082641602,959913,-.0398149490356445,1053553,.1801118850708008,95079,385663,-.8020906448364258,216914,945596,-.4380340576171875,734285,.6886758804321289,364,.2135739326477051,2341,.0930490493774414,35448,-.0731706619262695,187478,462685,-.3707151412963867,27921,-.0333900451660156,88285,1.51777458190918,35695056,-.4416255950927734,12791068,3476843,-.5210638046264648,11010,-.0416278839111328,45257,14351,-.5391302108764648,1659184,18639,-.430211067199707,12289,.513188362121582,211763,-.3160190582275391,1609003,.2603330612182617,63145,.257293701171875,225221,.0153560638427734,14769810,425791,-.0344676971435547,66475,-.3496980667114258,20162,matched (3),15114337,.84694231,1281826.8,2778518.8
201111,902140,622,4768,13667577,11,0,0,0,0,0,0,0,0,0,1,0,357191,-.1434268951416016,3935255,-.9100570678710938,271602,1.130973815917969,668514,-.5673332214355469,14689,-.6307163238525391,2398637,-.2055816650390625,11115,-1.17500114440918,38949,-.3172416687011719,2784524,.0705509185791016,347775,.6177339553833008,49127,-.1213970184326172,25425,.7172298431396484,65377,1197824,1.000680923461914,775647,3501991,8364,-.28875732421875,227199,-2.104846000671387,170,-5.16998291015625,863138,-.1062679290771484,958979,-.0940542221069336,58955,226253,-.5333108901977539,6331,1435243,.4172735214233398,468468,-.4494295120239258,336,-.080042839050293,15485,1.889293193817139,47606,.294891357421875,76274,527029,.1302089691162109,4812,-1.758265495300293,7170,-2.510664939880371,88518944,.9082050323486328,13192187,1507913,-.8353977203369141,13408,.197047233581543,39597,2893,-1.601525783538818,661316,13763,-.3032722473144531,5099,-.8796606063842773,209025,-.0130138397216797,1221317,-.2756853103637695,80471,.2424631118774414,180033,-.2239418029785156,17045836,1481318,1.246738433837891,88572,.2869901657104492,66763,matched (3),12920820,.84694231,1561728.9,2918233
201112,902140,623,4768,16932290,12,0,0,0,0,0,0,0,0,0,0,1,690488,.6591281890869141,3943405,.0020694732666016,326425,.1838626861572266,1923501,1.056845664978027,115630,2.063296318054199,2173512,-.0985565185546875,13000,.1566543579101563,64919,.5108871459960938,2913180,.0451688766479492,474197,.3100671768188477,65539,.2882366180419922,13248,-.651885986328125,28345,2732871,.8248462677001953,780628,3011619,4535,-.6121120452880859,6677233,3.380632400512695,23265,4.918907165527344,884337,.0242633819580078,990257,.0320949554443359,67345,888330,1.367690086364746,35062,1701125,.1699562072753906,337343,-.3283681869506836,670,.6901664733886719,18341,.1692676544189453,23640,-.7000179290771484,247114,1188869,.813502311706543,15878,1.193820953369141,108661,2.718327522277832,91865632,.0371112823486328,14831336,4312331,1.050751686096191,9090,-.388676643371582,80458,21899,2.024146556854248,164915,9267,-.3955240249633789,4601,-.1027708053588867,533352,.9367284774780273,891975,-.3142461776733398,55795,-.3662128448486328,175244,-.0269613265991211,17668168,1219861,-.1941947937011719,112422,.2384443283081055,53480,matched (3),17694510,.84694231,1694717.1,2991513.5
201201,902140,624,4768,11808282,01,0,0,0,0,0,0,0,0,0,0,0,836758,.1921358108520508,3723137,-.0574779510498047,69514,-1.546671867370606,1285170,-.4032564163208008,13376,-2.156933784484863,8098612,1.315348625183106,12402,-.0470914840698242,30037,-.7707099914550781,2315774,-.2295017242431641,108265,-1.47704029083252,27932,-.8528728485107422,9884,-.2929296493530273,26602,2320578,-.1635370254516602,603759,2678098,3014,-.4085569381713867,45944,-4.979035377502441,2312,-2.308837413787842,542720,-.4882450103759766,957680,-.0334501266479492,59208,659594,-.2977190017700195,49375,1066310,-.4670858383178711,21332,-2.760891914367676,542,-.2120113372802734,19928,.0829868316650391,5151,-1.523749351501465,147882,514324,-.8379039764404297,8675,-.6044883728027344,19460,-1.719871520996094,4883769,-2.934410095214844,9994052,1877413,-.8315839767456055,4935,-.6108226776123047,52614,6684,-1.186723709106445,10709,23592,.9344472885131836,3487,-.2772312164306641,144704,-1.304491996765137,1144635,.2494029998779297,57011,.0215597152709961,206088,.1621236801147461,16589806,838954,-.3743371963500977,30702,-1.297932624816895,17344,matched (3),13143263,.84694231,1809472.5,3057986
201202,902140,625,4768,19129132,02,1,0,0,0,0,0,0,0,0,0,0,777980,-.0728340148925781,5663430,.4194631576538086,76040,.0897312164306641,1145106,-.1153936386108398,20075,.4060134887695313,5110410,-.460413932800293,36703,1.085000038146973,45335,.4116487503051758,2917166,.2308683395385742,118735,.0923118591308594,51601,.6137685775756836,20064,.7080097198486328,54020,2506657,.0771341323852539,732073,3841892,2169,-.3290019035339356,243086,1.66599178314209,529,-1.474879741668701,642197,.1683015823364258,966635,.0093069076538086,81764,824918,.2236595153808594,10478,1366417,.2479877471923828,84713,1.379060745239258,402,-.2988142967224121,2023,-2.28754472732544,54145,2.352474212646484,166109,413876,-.2172870635986328,5600,-.4376792907714844,23482,.1878728866577148,7362313,.410456657409668,11226527,3061070,.4888696670532227,4501,-.0920524597167969,41854,23657,1.263941764831543,11516,14434,-.4913206100463867,7515,.7678585052490234,189323,.2687644958496094,1382996,.1891660690307617,86490,.4167852401733398,104101,-.6829414367675781,12307225,923009,.0954837799072266,163451,1.672185897827148,13502,matched (3),19643002,.84694231,1467024.4,2868666.5
201203,902140,626,4768,19898784,03,0,1,0,0,0,0,0,0,0,0,0,1055905,.3054523468017578,18961112,1.208359718322754,316914,1.427371025085449,1687325,.3876466751098633,110638,1.706788063049316,4191468,-.1982278823852539,28426,-.25555419921875,7325,-1.822785377502441,3306851,.1253843307495117,119391,.0055093765258789,33966,-.4181814193725586,24948,.2178668975830078,77999,2621444,.0447750091552734,951818,4711107,3076,.3493638038635254,132708,-.6052646636962891,17933,3.523409843444824,775889,.1891145706176758,1127154,.153630256652832,107390,907335,.0952281951904297,37631,1326536,-.0296211242675781,94163,.1057586669921875,564,.3386025428771973,25719,2.542648792266846,77149,.3540735244750977,608980,323985,-.2448692321777344,7195,.2506198883056641,54519,.8423147201538086,25033302,1.223832130432129,12269778,4922381,.4750280380249023,7479,.5077991485595703,27630,8696,-1.000795364379883,96497,30258,.7401742935180664,11150,.3945388793945313,245822,.2611532211303711,1322066,-.0450563430786133,57201,-.4134578704833984,255497,.8978490829467773,13714202,1183852,.2488899230957031,89626,-.6008682250976563,27498,matched (3),19630840,.84694231,1223612.6,2752147.3
201204,902140,627,4768,14342919,04,0,0,1,0,0,0,0,0,0,0,0,525092,-.6985797882080078,3661366,-1.644553184509277,16215,-2.97269344329834,1618636,-.041560173034668,15855,-1.942778587341309,3577946,-.1582622528076172,19458,-.3790454864501953,21217,1.063508987426758,3679016,.1066484451293945,96607,-.2117519378662109,39206,.1434698104858398,23551,-.0576257705688477,93829,1729697,-.4157791137695313,773837,4505030,8895,1.061859130859375,28402,-1.541690826416016,3401,-1.66257381439209,594830,-.2657337188720703,605913,-.6207151412963867,80117,502325,-.5912647247314453,15160,1294654,-.024327278137207,32800,-1.054598808288574,7,-4.389144420623779,2318,-2.406525611877441,61911,-.2200412750244141,413327,392712,.1923789978027344,7439,.0333499908447266,27277,-.6925048828125,13636773,-.6074371337890625,11049332,2364451,-.733245849609375,3600,-.7311649322509766,48528,14078,.4817495346069336,91023,32942,.0849876403808594,10821,-.0299510955810547,367356,.4017238616943359,1267028,-.0425224304199219,61916,.0792074203491211,139798,-.6030120849609375,15242064,1006985,-.1618127822875977,99474,.1042509078979492,16913,matched (3),14363038,.84694231,1572296.6,2923902.3
201205,902140,628,4768,14894342,05,0,0,0,1,0,0,0,0,0,0,0,884208,.5211191177368164,2868297,-.2441177368164063,66823,1.416110038757324,1613524,-.0031633377075195,30471,.6532907485961914,4953076,.3252201080322266,22687,.153533935546875,49182,.8407249450683594,4135290,.116912841796875,74797,-.2558736801147461,46947,.1801900863647461,23244,-.0131206512451172,75696,815304,-.7521400451660156,832861,4288285,15521,.5567045211791992,50935,.5840902328491211,6572,.6587486267089844,508695,-.1564273834228516,1057855,.5572624206542969,92145,521783,.0380039215087891,41716,1714603,.2809381484985352,101161,1.126284599304199,479,4.225790500640869,34013,2.686038017272949,70987,.1367988586425781,680107,416355,.0584621429443359,22094,1.088569641113281,28235,.0345182418823242,56313448,1.418163299560547,11633009,4775742,.7030029296875,6030,.515812873840332,43623,2861,-1.593441486358643,135023,11881,-1.019807815551758,4388,-.9026145935058594,307030,-.1793861389160156,1377072,.0832862854003906,73722,.1745223999023438,180877,.2576189041137695,15633648,248490,-1.399313926696777,120873,.1948442459106445,47741,matched (3),15977867,.84694231,1278048.1,2776777.8
201206,902140,629,4768,16467321,06,0,0,0,0,1,0,0,0,0,0,0,292700,-1.105544090270996,3331538,.1497154235839844,135022,.7033910751342773,1653933,.0247354507446289,82897,1.000823974609375,5161814,.0412788391113281,38226,.521723747253418,92085,.6271848678588867,2933445,-.3433799743652344,236970,1.153155326843262,50981,.0824337005615234,9345,-.9112062454223633,88195,16465,-3.902324676513672,845710,2939668,1504,-2.334065437316895,93171,.603886604309082,11561,.5648193359375,834445,.4949188232421875,656212,-.4775142669677734,215535,575677,.0982952117919922,52250,1737072,.0130186080932617,13854,-1.988139152526856,727,.4172258377075195,38649,.1277780532836914,160179,.8137950897216797,388617,200927,-.7285966873168945,84983,1.347145080566406,48273,.5363101959228516,21508720,-.9624748229980469,13172438,4823155,.0098791122436523,2094,-1.057670593261719,25854,8671,1.108812808990479,69108,21396,.5882635116577148,4659,.0599269866943359,176725,-.5523509979248047,1180836,-.1537370681762695,55229,-.2888126373291016,167428,-.0772638320922852,14290944,572526,.83465576171875,131420,.0836582183837891,78713,matched (3),18034554,.84694231,1425583.9,2847696.8
201207,902140,630,4768,16157179,07,0,0,0,0,0,1,0,0,0,0,0,406683,.3288860321044922,2348973,-.3494558334350586,4396,-3.424742698669434,1007730,-.4954557418823242,35604,-.8451414108276367,6196663,.1827230453491211,17172,-.8002357482910156,66194,-.3301229476928711,2638182,-.1060876846313477,122031,-.6636581420898438,48329,-.0534219741821289,15520,.507288932800293,51448,9634,-.5359382629394531,516122,2950463,813,-.6151523590087891,23788,-1.365255355834961,9078,-.2417831420898438,628486,-.2834529876708984,590406,-.1056737899780273,19409,1012280,.5644140243530273,18803,1261606,-.3198146820068359,921,-2.710869312286377,5638,2.048357963562012,43010,.1069116592407227,105972,-.413116455078125,312997,371536,.6147041320800781,6789,-2.52714729309082,88799,.6095027923583984,34190024,.4634761810302734,12960464,3555567,-.3049135208129883,793,-.97100830078125,16473,40497,1.541243553161621,275394,14439,-.3932714462280273,7599,.4892158508300781,232580,.2746400833129883,1019391,-.1470174789428711,26115,-.7489786148071289,236503,.3454074859619141,17170712,197822,-1.062690734863281,41892,-1.143303871154785,18512,matched (3),18846042,.84694231,1412968.1,2841402
201208,902140,631,4768,19942596,08,0,0,0,0,0,0,1,0,0,0,0,306928,-.2814207077026367,5018785,.7592096328735352,465067,4.66148567199707,1590362,.4562616348266602,48972,.3187904357910156,8201916,.2803564071655273,23582,.3172035217285156,96212,.3739643096923828,1979649,-.28717041015625,136044,.10870361328125,62518,.2574234008789063,31301,.7015199661254883,58455,25783,.9844169616699219,920818,3763435,27054,3.50485897064209,49047,.723597526550293,32603,1.278550148010254,729827,.1494932174682617,741446,.2277917861938477,63141,1038761,.0258235931396484,18408,1888226,.4032516479492188,329456,5.879738330841065,309,-2.903943061828613,50719,.1648683547973633,26706,-1.378287315368652,280908,426281,.1374530792236328,11117,.4931716918945313,39247,-.8165006637573242,40985920,.1812953948974609,14335218,5663011,.4654407501220703,1899,.8732595443725586,36543,5919,-1.923060417175293,825690,16443,.1299667358398438,12906,.5296754837036133,180332,-.2544345855712891,780406,-.267146110534668,42276,.4817094802856445,230547,-.0255060195922852,17189656,375881,.6419048309326172,115711,1.016000747680664,24304,matched (3),22011068,.84694231,1373554.1,2822009.5
201209,902140,632,4768,31205588,09,0,0,0,0,0,0,0,1,0,0,0,377600,.2072219848632813,10782306,.7647180557250977,484146,.0402059555053711,1713837,.074772834777832,27250,-.5861949920654297,7510325,-.0880889892578125,39161,.507197380065918,72774,-.2791948318481445,3116121,.453669548034668,165467,.1957931518554688,55229,-.1239662170410156,10826,-1.061698913574219,49301,71317,1.01741886138916,1010416,4259079,15239,-.5739774703979492,246671,1.615276336669922,14191,-.8317966461181641,1049989,.3637275695800781,1039344,.337742805480957,79789,366349,-1.042198181152344,37887,1213641,-.4420127868652344,968323,1.078123092651367,292,-.0565872192382813,34244,-.3927888870239258,41584,.4428272247314453,230580,521896,.2023696899414063,16349,.3856916427612305,123085,1.143000602722168,61771524,.4102134704589844,13145206,8408791,.3953218460083008,3178,.5149250030517578,64875,101559,2.842473030090332,934814,13578,-.1914491653442383,17034,.2775192260742188,180746,.0022926330566406,1162760,.3987369537353516,41136,-.0273361206054688,248183,.0737113952636719,19641228,294125,-.2452678680419922,132527,.1356906890869141,10555,matched (3),30241486,.84694231,1671328.8,2978326.3
201210,902140,633,4768,23085496,10,0,0,0,0,0,0,0,0,1,0,0,479738,.2394046783447266,9622087,-.1138439178466797,72127,-1.903958320617676,954043,-.5857810974121094,85780,1.146732330322266,9383512,.2226753234863281,35014,-.111933708190918,64178,-.1256980895996094,2534867,-.2064476013183594,244139,.3889656066894531,78242,.3483180999755859,15877,.3829202651977539,21387,36499,-.6698493957519531,889352,4166364,3779,-1.394397735595703,86638,-1.046317100524902,7673,-.6148996353149414,785070,-.2907619476318359,817647,-.2399139404296875,88158,351106,-.0424976348876953,11359,1933468,.4656906127929688,193961,-1.607909202575684,34,-2.150393486022949,8364,-1.409574508666992,47169,.1260213851928711,271544,468865,-.1071538925170898,4780,-1.229726791381836,58135,-.7501077651977539,52618752,-.160369873046875,12832780,5850819,-.3626956939697266,9678,1.113602638244629,37287,6787,-2.705631256103516,608077,19653,.3697795867919922,45975,.9928865432739258,254557,.3424320220947266,973395,-.1777610778808594,36180,-.1283769607543945,144786,-.538909912109375,17676206,206364,-.3543624877929688,150838,.129420280456543,22108,matched (3),21896990,.84694231,1717007.3,3004197.3
201211,902140,634,4768,28740898,11,0,0,0,0,0,0,0,0,0,1,0,546355,.1300287246704102,5941751,-.4820585250854492,565453,2.059198379516602,3020827,1.15257740020752,62797,-.3118782043457031,6784947,-.3242473602294922,35876,.0243206024169922,107448,.5153465270996094,3155515,.2190103530883789,316691,.2601890563964844,51388,-.4204015731811523,21354,.2963676452636719,39095,1531568,3.736762046813965,1063978,3637705,6601,.5577611923217773,72083,-.1839199066162109,33328,1.468689918518066,858206,.0890712738037109,896818,.0924215316772461,76699,325575,-.075495719909668,16413,1365706,-.3476438522338867,144341,-.2954778671264648,92,.9954280853271484,28305,1.219100952148438,65581,.3295497894287109,543807,452694,-.0350980758666992,5429,.127314567565918,55821,-.0406169891357422,42574496,-.2118167877197266,13262153,3396219,-.5439186096191406,14192,.3828229904174805,50914,24970,1.302665710449219,170736,9184,-.7607669830322266,12100,-1.334892272949219,319899,.228480339050293,1302970,.2916116714477539,57286,.4595499038696289,223909,.4359827041625977,17649652,323330,.4490318298339844,36072,-1.430689811706543,37945,matched (3),26301594,.84694231,1243615.3,2761098.8
201212,902140,635,4768,29970240,12,0,0,0,0,0,0,0,0,0,0,1,228798,-.8704290390014648,9617271,.4815568923950195,2488229,1.481698989868164,734853,-1.413616180419922,42948,-.3799171447753906,2814084,-.8800697326660156,360764,2.30815601348877,94956,-.1235933303833008,4593689,.3755311965942383,295160,-.070408821105957,67697,.2756366729736328,24725,.146575927734375,47063,3193639,.7348690032958984,965285,3337800,9561,.3704710006713867,49952,-.366755485534668,22836,-.3780593872070313,425995,-.7004165649414063,771546,-.150456428527832,44028,356513,.0907783508300781,56297,1517261,.1052350997924805,199414,.3232040405273438,665,1.97799825668335,13438,-.7449512481689453,282300,1.459684371948242,750683,484071,.0670146942138672,6886,.2377357482910156,55351,-.0084562301635742,36086816,-.1653289794921875,15334681,4300187,.2359952926635742,3265,-1.469418525695801,95076,27272,.0881853103637695,62574,25772,1.031825065612793,13068,.076960563659668,454940,.3521604537963867,1364942,.0464649200439453,104952,.6054468154907227,99747,-.8086023330688477,17819022,195430,-.5034713745117188,58448,.4826211929321289,20160,matched (3),30500368,.84694231,2346379.8,3403319.8
201301,902140,636,4768,19866364,01,0,0,0,0,0,0,0,0,0,0,0,745206,1.180820465087891,6979603,-.3205680847167969,10756,-5.443861961364746,1875840,.9371414184570313,73555,.5380430221557617,5201525,.6143150329589844,336163,-.0706281661987305,64432,-.3878040313720703,3352558,-.3149595260620117,175295,-.5210475921630859,62556,-.0789794921875,23883,-.0346479415893555,95876,2866271,-.1081485748291016,833609,4997162,6616,-.3682012557983398,146685,1.077224731445313,4463,-1.632516860961914,869686,.7137041091918945,436440,-.5697450637817383,155310,686720,.6555557250976563,22656,1568370,.0331306457519531,11627,-2.842053413391113,662,-.004521369934082,5052,-.9783029556274414,44512,-1.847211837768555,186216,556129,.1387691497802734,3669,-.6295719146728516,170,-5.785651206970215,27555630,-.2697200775146484,12353482,2185098,-.6769981384277344,2251,-.371884822845459,31400,10354,-.9684867858886719,39825,14639,-.5655994415283203,8486,-.4317483901977539,381630,-.1757135391235352,1119391,-.1983270645141602,75241,-.3328065872192383,420400,1.438570022583008,16185347,383213,.6733884811401367,88539,.4153051376342773,9461,matched (3),19446504,.84694231,1469793.3,2870083.5
201302,902140,637,4768,18418140,02,1,0,0,0,0,0,0,0,0,0,0,383495,-.6643342971801758,14086355,.7022132873535156,290751,3.297002792358398,1328553,-.344965934753418,16573,-1.49025821685791,3767882,-.3224382400512695,286589,-.1595468521118164,160206,.9108505249023438,2578909,-.2623567581176758,107739,-.4867582321166992,32234,-.6630401611328125,5518,-1.465151786804199,31740,2304094,-.2183246612548828,372047,3092349,5342,-.2138910293579102,144238,-.0168228149414063,1175,-1.334553241729736,770427,-.1211872100830078,575880,.2772483825683594,61852,694886,.0118207931518555,98105,1201362,-.2665815353393555,24394,.7410078048706055,126,-1.658983707427979,3578,-.3449802398681641,13505,-1.192698478698731,157114,446854,-.2187690734863281,10492,1.050694465637207,26063,5.032473564147949,27992064,.0157146453857422,7734788,1269533,-.5430107116699219,1663,-.3027515411376953,28936,2659,-1.359423160552979,30801,15733,.0720720291137695,8606,.0140419006347656,284920,-.2922430038452148,1586159,.3485307693481445,39316,-.6490650177001953,234340,-.5844335556030273,15356492,646843,.5235128402709961,49609,-.5792703628540039,4863,matched (3),15400463,.84694231,1089584.5,2695233
201303,902140,638,4768,27888944,03,0,1,0,0,0,0,0,0,0,0,0,523011,.3102760314941406,4171805,-1.216856956481934,203834,-.3551607131958008,1414956,.0630083084106445,101418,1.81147575378418,4590846,.1975507736206055,289058,.0085783004760742,99220,-.479121208190918,2626510,.0182886123657227,59823,-.5883216857910156,43262,.2942523956298828,22863,1.421504974365234,108910,2766379,.1828517913818359,868147,4738141,6020,.1194877624511719,194676,.2998714447021484,42733,3.593702793121338,554354,-.3291416168212891,660344,.1368618011474609,52556,1225711,.5675287246704102,102380,1378130,.1372718811035156,26823,.0949220657348633,110,-.1358013153076172,28701,2.082128524780273,40714,1.103511810302734,655008,289820,-.4329719543457031,5993,-.5600214004516602,718762,3.317013740539551,27960676,-.0011234283447266,10631172,2917237,.8319873809814453,7547,1.512526988983154,31762,15525,1.764501094818115,26478,5622,-1.029073715209961,9956,.1457157135009766,274316,-.037928581237793,1843096,.1501312255859375,67320,.5378255844116211,189282,-.2135353088378906,16409973,685497,.0580406188964844,99855,.6995468139648438,22454,matched (3),25840594,.84694231,1445985.3,2857964.3
201304,902140,639,4768,30535476,04,0,0,1,0,0,0,0,0,0,0,0,632563,.1901779174804688,4757009,.1312704086303711,115786,-.5655622482299805,1788534,.2342977523803711,169514,.5136842727661133,5546224,.1890535354614258,444153,.4295415878295898,170209,.5396881103515625,2772262,.0540084838867188,79812,.2882833480834961,64749,.4032440185546875,51611,.8142147064208984,74225,1973765,-.3375959396362305,1789536,3924420,12416,.7238988876342773,270779,.3299665451049805,22376,-.6469821929931641,609286,.0944843292236328,840624,.2413835525512695,77921,1553865,.2372245788574219,24498,1717522,.2201547622680664,68646,.9397029876708984,54,-.7114963531494141,28965,.0091562271118164,50377,.2129621505737305,1057865,161242,-.5863533020019531,70923,2.471002578735352,71658,-2.305625915527344,26269722,-.0623817443847656,11208569,4315992,.3916902542114258,3030,-.9125871658325195,48626,17669,.1293601989746094,39500,23019,1.409632682800293,73578,2.000170707702637,465212,.5282125473022461,1302588,-.3470935821533203,99922,.394932746887207,299927,.460301399230957,15387766,799465,.1537981033325195,104821,.0485343933105469,45226,matched (3),31532696,.84694231,1706246.6,2998060.3
201305,902140,640,4768,21193260,05,0,0,0,1,0,0,0,0,0,0,0,438771,-.3658027648925781,6284964,.2785406112670898,125068,.0771141052246094,1855959,.0370054244995117,51438,-1.192558288574219,4843658,-.1354475021362305,575766,.2595319747924805,98187,-.5501537322998047,3071405,.1024713516235352,135182,.5269479751586914,44287,-.3798274993896484,6046,-2.14433765411377,74164,1530286,-.2544889450073242,926288,4239749,16912,.3090372085571289,140438,-.6565370559692383,11641,-.6534557342529297,594653,-.0243091583251953,571031,-.3867015838623047,47748,1309472,-.1711215972900391,3439,1705713,-.0068988800048828,4284,-2.774075508117676,853,2.759775638580322,14074,-.7217597961425781,69234,.317957878112793,760936,721643,1.498623847961426,2050,-3.543754577636719,44822,-.4692058563232422,24356332,-.0756244659423828,12929670,1616428,-.9821081161499023,7280,.8765678405761719,25678,10969,-.4767379760742188,92280,33575,.3774623870849609,16481,-1.496137619018555,255897,-.5977182388305664,1250441,-.0408563613891602,51055,-.6714859008789063,327035,.0865278244018555,14305476,1452582,.5971555709838867,50012,-.7399911880493164,37648,matched (3),20790452,.84694231,1194091.6,2739149.8
201306,902140,641,4768,18030816,06,0,0,0,0,1,0,0,0,0,0,0,921642,.7421798706054688,5718149,-.0945148468017578,226908,.5956869125366211,1417395,-.2695808410644531,27190,-.6375274658203125,1854265,-.9601821899414063,536358,-.0708990097045898,75700,-.2600955963134766,2555836,-.1837558746337891,63342,-.7580728530883789,80045,.5918979644775391,27724,1.52290153503418,40766,340031,-1.504173278808594,511916,2793724,14694,-.1405839920043945,135557,-.0353736877441406,24944,.7621002197265625,730262,.2054252624511719,607076,.0612106323242188,51424,920342,-.3526334762573242,12843,1194606,-.3561668395996094,29702,1.93632698059082,25,-3.529883861541748,23137,.4971046447753906,144799,.73785400390625,373848,316071,-.8255634307861328,12794,1.831136703491211,20131,-.8004379272460938,25597436,.0496997833251953,15565284,1414629,-.1333513259887695,1256,-1.757198810577393,15246,20213,.6112527847290039,83050,12331,-1.001666069030762,20474,.2169475555419922,251153,-.018712043762207,1014634,-.2089691162109375,61712,.1895742416381836,632176,.6591005325317383,14233375,525753,-1.016266822814941,43797,-.1326971054077148,59904,matched (3),18438036,.84694231,1519696.5,2895956.5
201307,902140,642,4768,15022985,07,0,0,0,0,0,1,0,0,0,0,0,470745,-.6718406677246094,3553747,-.475642204284668,19250,-2.467033386230469,623903,-.8205814361572266,8469,-1.166437149047852,5715530,1.125699043273926,126111,-1.447639465332031,57704,-.2714519500732422,3119981,.1994476318359375,56111,-.1212167739868164,72209,-.1030244827270508,18023,-.4306497573852539,22326,4619,-4.298857688903809,893353,3246564,3478,-1.440981864929199,66257,-.715850830078125,10073,-.9067745208740234,647015,-.1210336685180664,366326,-.5051298141479492,110591,1007837,.090815544128418,58887,1315030,.0960426330566406,61450,.7270097732543945,17,-.3856625556945801,8205,-1.036689758300781,33286,-1.470209121704102,226161,412306,.2657985687255859,2912,-1.480136394500732,10587,-.642634391784668,30717076,.1823272705078125,15056374,934088,-.4150524139404297,2251,.5834426879882813,34283,7275,-1.021882057189941,208623,15453,.2256870269775391,52543,.9424762725830078,249244,-.0076303482055664,1203195,.1704530715942383,31898,-.6599349975585938,150994,-1.431927680969238,13060708,694535,.278411865234375,26602,-.4985790252685547,13969,matched (3),12874545,.84694231,1641066.4,2961450
201308,902140,643,4768,23687852,08,0,0,0,0,0,0,1,0,0,0,0,661151,.339665412902832,5946558,.5148096084594727,46883,.8901433944702148,2089776,1.208817481994629,93427,2.400768280029297,8715646,.4219322204589844,700970,1.715302467346191,255288,1.487066268920898,2688966,-.1486701965332031,120418,.7636375427246094,29728,-.8874750137329102,53822,1.094033241271973,52107,208996,3.812136650085449,903359,3821423,5286,.4186038970947266,76934,.1494064331054688,7549,-.2884435653686523,707999,.0900726318359375,527574,.3647651672363281,99186,1084572,.0733795166015625,0,1567178,.1754169464111328,647891,2.355498313903809,2459,4.974296569824219,17481,.7563705444335938,104706,1.146018981933594,540433,564012,.3133106231689453,21365,1.992913722991943,13278,.2264823913574219,33226576,.0785312652587891,15601242,2241278,.8752307891845703,7924,1.258521556854248,51616,18442,.9301862716674805,911567,29908,.6603231430053711,21528,-.892277717590332,394357,.4588241577148438,970764,-.2146520614624023,62756,.6767110824584961,273443,.5938529968261719,17547212,156659,-1.489171981811523,98224,1.30626392364502,31039,matched (3),24265480,.84694231,1412518.8,2841178.8
