period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1058c440,growth1058c440,Y1210c792,growth1210c792,Y1686c440,growth1686c440,Y1756c484,growth1756c484,Y1771c818,Y1805c218,Y1858c703,growth1858c703,Y1913c152,growth1913c152,Y1970c152,Y2120c372,growth2120c372,Y2149c372,growth2149c372,Y2156c484,growth2156c484,Y2174c152,growth2174c152,Y2459c32,Y2589c152,growth2589c152,Y2621c586,growth2621c586,Y2735c251,growth2735c251,Y2775c251,growth2775c251,Y2863c208,growth2863c208,Y2883c233,Y2904c554,Y2940c752,growth2940c752,Y3343c344,Y3453c616,growth3453c616,Y3490c208,growth3490c208,Y353c124,growth353c124,Y3550c792,growth3550c792,Y3712c152,growth3712c152,Y3772c191,growth3772c191,Y3810c208,Y3887c233,Y3973c428,growth3973c428,Y4018c381,Y4081c484,growth4081c484,Y418c484,growth418c484,Y4294c826,growth4294c826,Y4358c818,Y4447c381,Y458c233,Y4679c826,growth4679c826,Y475c826,growth475c826,Y4770c68,growth4770c68,Y4947c152,growth4947c152,Y528c428,growth528c428,Y622c757,growth622c757,Y720c586,growth720c586,Y722c300,growth722c300,Y841c124,growth841c124,Y917c818,Y91c36,_merge,x,r2,s,sf
201109,902139,620,4767,989795,09,0,0,0,0,0,0,0,1,0,0,0,2216,-4.401593685150147,400473,-.3418474197387695,8978272,.3937187194824219,783090,-.4481296539306641,158074,28039,300093,.6520662307739258,2379776,.3500814437866211,872288,8263631,-.1478776931762695,24601,-2.063471794128418,4491,-.0824546813964844,83342,.7974653244018555,831340,963462,.4589834213256836,1107373,.0447635650634766,19806976,-.3432674407958984,3150080,-1.372415542602539,5269765,-.2798013687133789,11856,1653,627683,.0545988082885742,461879,1015324,.0971622467041016,177963,.0127067565917969,62715184,-.1041336059570313,584963,.1891613006591797,163049,-.1476907730102539,232946,-.5742816925048828,3897,196250,69216,-1.093832969665527,1306594,1253399,.1776266098022461,86155,-1.056865692138672,4482579,.2257213592529297,102848,14365084,14376,610959,.3976640701293945,54941,-.2850351333618164,68482,.6008977890014648,5603161,-.1137638092041016,727443,-.2096023559570313,104028,-.6440000534057617,92202,-.9767541885375977,230909,-.5949277877807617,2321282560,.0741767883300781,1024104,38405,matched (3),1620390.1,.92000735,170973.06,220841.86
201110,902139,621,4767,1557998,10,0,0,0,0,0,0,0,0,1,0,0,211096,4.5566086769104,265303,-.4117746353149414,3661797,-.8968544006347656,875830,.1119241714477539,339417,38538,326450,.0841846466064453,1723481,-.3226604461669922,1225760,7984946,-.034306526184082,137008,1.717252731323242,6147,.3138885498046875,49783,-.5152788162231445,874497,847381,-.1283817291259766,1249901,.1210737228393555,17400562,-.1295318603515625,1694171,-.620234489440918,3751401,-.3398561477661133,27947,10116,364799,-.5426883697509766,565300,808637,-.2276124954223633,174779,-.0180530548095703,59475520,-.05303955078125,392514,-.3989763259887695,387464,.8655719757080078,381681,.493779182434082,14364,452860,125515,.5951938629150391,816480,564281,-.7980613708496094,194731,.8154716491699219,4999910,.1092214584350586,51302,14253801,10088,520933,-.1594085693359375,64246,.1564598083496094,58557,-.1565704345703125,6821498,.1967487335205078,782077,.072418212890625,190152,.6031627655029297,116744,.2360019683837891,547472,.8632879257202148,2464134400,.0597209930419922,801563,29667,matched (3),1420309.9,.92000735,61994.012,152913.7
201111,902139,622,4767,1126637,11,0,0,0,0,0,0,0,0,0,1,0,1403,-5.013700008392334,442235,.5109691619873047,2673394,-.3146047592163086,684524,-.2464485168457031,213373,3053,173191,-.6338825225830078,1616467,-.0641031265258789,464402,7611954,-.0478382110595703,58128,-.8573923110961914,20547,1.206750869750977,34906,-.3550148010253906,1006196,919407,.081578254699707,1345676,.0738315582275391,18835886,.0792617797851563,1029822,-.497807502746582,3227196,-.1505155563354492,1084,811,443823,.1960792541503906,416675,1261894,.4450187683105469,126559,-.3228139877319336,54557440,-.0863113403320313,156186,-.9215240478515625,91043,-1.448290824890137,88959,-1.456409454345703,8039,261441,51712,-.8867359161376953,872423,614450,.085174560546875,238580,.2030849456787109,4664488,-.0694417953491211,22695,12330985,4867,483314,-.0749549865722656,48408,-.2830543518066406,18380,-1.158737182617188,5451873,-.2241201400756836,464212,-.5216121673583984,75755,-.920318603515625,100126,-.1535539627075195,183914,-1.090843200683594,2453062144,-.0045032501220703,295009,35531,matched (3),1197715.9,.92000735,79601.484,160859.38
201112,902139,623,4767,1315945,12,0,0,0,0,0,0,0,0,0,0,1,206248,4.990466594696045,841919,.6438426971435547,3202089,.1804542541503906,1050013,.4278345108032227,381402,34613,154761,-.1125125885009766,2402545,.3962860107421875,966131,7989077,.0483560562133789,22274,-.9592275619506836,11260,-.6014585494995117,22855,-.4234886169433594,990495,909002,-.0113821029663086,1099494,-.2020463943481445,20857678,.101959228515625,1298672,.2319564819335938,4248514,.2749557495117188,1950,3232,498707,.1165924072265625,688367,678057,-.6211376190185547,90975,-.3301239013671875,59975296,.0946788787841797,138404,-.1208705902099609,176079,.6596002578735352,259116,1.069099426269531,12296,479623,45657,-.1245326995849609,2011985,753227,.203639030456543,291801,.2013673782348633,7358388,.4558629989624023,135553,8611765,5654,325582,-.3950519561767578,17993,-.9896821975708008,60437,1.190338134765625,4290329,-.2395954132080078,627414,.301264762878418,115030,.4176883697509766,21694,-1.529394149780273,236207,.2502403259277344,2213496576,-.1027641296386719,412488,165218,matched (3),1202171.1,.92000735,57045.313,150975.2
201201,902139,624,4767,1539160,01,0,0,0,0,0,0,0,0,0,0,0,108926,-.6384105682373047,310239,-.9983406066894531,3728037,.1520786285400391,1183527,.1196966171264648,347470,11122,346259,.8053045272827148,2189906,-.0926704406738281,201174,9118236,.1322011947631836,45255,.708892822265625,15298,.3064651489257813,52917,.8395547866821289,1323858,1022378,.1175394058227539,1154266,.048614501953125,27895772,.2907524108886719,1566757,.1876659393310547,8223853,.6604690551757813,1152029,6587,322767,-.4350881576538086,448758,740781,.0884733200073242,399745,1.480242729187012,63863092,.0628089904785156,185380,.2922306060791016,177124,.0059175491333008,120029,-.7695417404174805,238497,316753,43186,-.0556411743164063,721996,507705,-.394465446472168,71899,-1.400809288024902,6482585,-.1267223358154297,120350,10149421,7614,518372,.4650783538818359,48145,.9842348098754883,90217,.4006166458129883,5919196,.3218364715576172,632162,.0075397491455078,249820,.775547981262207,102783,1.555584907531738,373096,.4571266174316406,2352736256,.061004638671875,530536,219608,matched (3),1322623.5,.92000735,66106.75,154626.8
201202,902139,625,4767,1035721,02,1,0,0,0,0,0,0,0,0,0,0,410172,1.325907707214356,503864,.4849634170532227,3655779,-.0195722579956055,967388,-.2016544342041016,248925,43465,237659,-.3763494491577148,2949650,.2978277206420898,1453386,7575801,-.1853179931640625,27567,-.4956932067871094,4633,-1.194517135620117,56174,.0597295761108398,788465,640979,-.4668893814086914,1288033,.1096515655517578,25999192,-.0704097747802734,1282887,-.199894905090332,7037350,-.1558065414428711,994273,1619,186326,-.5494327545166016,393767,785784,.0589771270751953,616490,.4332151412963867,47486688,-.2962913513183594,299417,.4794292449951172,141473,-.2247409820556641,169319,.344050407409668,9852,193665,18524,-.8464488983154297,692012,567815,.1118946075439453,177563,.9040632247924805,5563491,-.15289306640625,67756,8653746,3518,547642,.0549287796020508,45692,-.0522947311401367,33365,-.9947099685668945,5211193,-.1273918151855469,529758,-.1767253875732422,156582,-.4671611785888672,162998,.4611177444458008,144644,-.9475603103637695,2669054720,.1261463165283203,549719,239619,matched (3),924225.81,.92000735,70439.914,156528.34
201203,902139,626,4767,976088,03,0,1,0,0,0,0,0,0,0,0,0,310320,-.2789726257324219,315660,-.4676408767700195,4333487,.1700630187988281,1116046,.1429471969604492,191746,3926,318057,.2913932800292969,2945181,-.0015163421630859,2873845,7869425,.0380258560180664,57299,.731663703918457,3842,-.1872119903564453,59373,.0553855895996094,557169,1127002,.5643196105957031,1490921,.1462783813476563,22226088,-.15679931640625,925720,-.3262968063354492,7232326,.0273284912109375,1489509,6906,368981,.6832475662231445,730922,528814,-.3960447311401367,225539,-1.005549430847168,79809072,.5191879272460938,182851,-.4931659698486328,196955,.3308658599853516,266088,.4520425796508789,42943,244443,126048,1.917595863342285,744233,512372,-.1027450561523438,61569,-1.05916690826416,5449459,-.0207090377807617,121927,10836648,14495,184384,-1.088601112365723,7763,-1.772554397583008,35356,.0579605102539063,4832848,-.0753726959228516,680362,.2502040863037109,147613,-.058985710144043,137642,-.1690816879272461,391674,.99615478515625,2627603200,-.0156517028808594,532389,128228,matched (3),1095415.3,.92000735,59468.539,151907.38
201204,902139,627,4767,1523200,04,0,0,1,0,0,0,0,0,0,0,0,438368,.3454551696777344,444846,.3430624008178711,4545611,.0477895736694336,1100334,-.0141782760620117,244392,42554,261052,-.1975107192993164,2140281,-.3192329406738281,2881450,7266620,-.0796937942504883,190159,1.199577331542969,5185,.2997770309448242,65965,.1052846908569336,820833,798913,-.3440647125244141,1722237,.1442298889160156,22783198,.0247573852539063,913351,-.0134515762329102,5530304,-.2683181762695313,1202612,25260,431424,.156346321105957,757883,643183,.1957921981811523,233139,.03314208984375,63672088,-.22589111328125,229808,.2285728454589844,239621,.1960840225219727,308120,.146662712097168,56491,587038,104953,-.1831502914428711,808937,603944,.1644306182861328,113990,.6159515380859375,6333996,.1504144668579102,300043,10140637,5923,657759,1.271818161010742,71353,2.218271255493164,70045,.6836690902709961,6660721,.3207921981811523,648455,-.0480318069458008,265193,.5858640670776367,159740,.1488914489746094,258489,-.4155769348144531,2507680256,-.0467147827148438,539566,97418,matched (3),1339367.1,.92000735,66603.859,154839.97
201205,902139,628,4767,1349846,05,0,0,0,1,0,0,0,0,0,0,0,438352,-.0000362396240234,410816,-.0795831680297852,5195317,.1335954666137695,1060443,-.0369272232055664,721463,19974,241154,-.0792837142944336,4518269,.7471923828125,3346373,8793698,.1907444000244141,436849,.8317270278930664,3158,-.4958305358886719,68516,.0379428863525391,425024,622031,-.2502622604370117,1528218,-.1195220947265625,19148828,-.1737823486328125,3475334,1.336325645446777,4640195,-.1754856109619141,1271342,732,227619,-.6394186019897461,209144,703321,.0893840789794922,220239,-.0569219589233398,45861016,-.3281307220458984,264043,.1388683319091797,286865,.1799526214599609,345653,.1149463653564453,45631,643581,60468,-.5513982772827148,2027504,799829,.2809171676635742,139283,.2003974914550781,6723184,.0596303939819336,195957,13995629,25347,509327,-.2557487487792969,17841,-1.386140823364258,34106,-.7196645736694336,6288996,-.0574264526367188,780191,.1849460601806641,207663,-.244542121887207,104268,-.4265832901000977,458115,.5722675323486328,2644593664,.0531597137451172,674902,75246,matched (3),1398953.5,.92000735,79569.508,160843.56
201206,902139,629,4767,1034619,06,0,0,0,0,1,0,0,0,0,0,0,2425,-5.19719123840332,535346,.2647676467895508,4832264,-.0724430084228516,1031399,-.0277700424194336,408885,48867,220775,-.088292121887207,3702630,-.1990861892700195,3216278,7644129,-.1400976181030273,157800,-1.018259048461914,853,-1.308934688568115,36413,-.6321420669555664,1405713,903844,.3736667633056641,1400888,-.0869960784912109,22181204,.1470050811767578,5304210,.4228105545043945,4062395,-.1329841613769531,1179173,35001,415725,.602351188659668,655095,500275,-.3406553268432617,203773,-.0777063369750977,59743676,.2644481658935547,303718,.1399869918823242,140657,-.7126874923706055,393027,.1284427642822266,38229,298670,5488,-2.399550437927246,820804,912408,.1316890716552734,141947,.0189456939697266,4788368,-.3393716812133789,99656,12741886,19941,520452,.0216073989868164,17117,-.0414266586303711,48099,.3437881469726563,7206544,.1361875534057617,824070,.0547170639038086,117589,-.568720817565918,159674,.4261693954467773,572914,.2236146926879883,2124445568,-.2190074920654297,533049,127493,matched (3),1014165.4,.92000735,61999.465,152915.91
201207,902139,630,4767,1257671,07,0,0,0,0,0,1,0,0,0,0,0,297087,4.808193206787109,266044,-.6992511749267578,3600335,-.2942876815795898,1155767,.1138477325439453,663240,47378,134000,-.4993038177490234,3063792,-.1893901824951172,5342816,6444745,-.1706724166870117,74147,-.7552785873413086,2113,.9071044921875,85324,.8515300750732422,1173508,988862,.0898981094360352,1603737,.1352310180664063,29756920,.2938156127929688,8899893,.5175390243530273,4800587,.1669654846191406,1719330,72,615760,.3928327560424805,856943,445950,-.1149511337280273,95238,-.7606277465820313,55486624,-.0739231109619141,102713,-1.084160804748535,269894,.6517057418823242,372989,-.0523300170898438,122570,514356,33902,1.820910453796387,799025,1296847,.3516035079956055,146108,.0288925170898438,5456631,.1306419372558594,100665,11011378,1180,519027,-.002741813659668,41047,.8746452331542969,63142,.272125244140625,7872134,.0883398056030273,634320,-.2617025375366211,192916,.4950599670410156,47584,-1.210637092590332,341348,-.5178327560424805,2177653760,.0247383117675781,563661,40971,matched (3),1323506.4,.92000735,61789.18,152830.78
201208,902139,631,4767,1301846,08,0,0,0,0,0,0,1,0,0,0,0,84193,-1.260912895202637,426909,.4729089736938477,4199347,.1539020538330078,1797949,.4418821334838867,483455,51196,154658,.143376350402832,5475233,.5805816650390625,2589333,9533859,.3915843963623047,52712,-.3412065505981445,6360,1.101919651031494,68499,-.2196359634399414,1579303,1615988,.4911470413208008,1145806,-.3362283706665039,25018400,-.1734504699707031,4022374,-.7941675186157227,5221417,.0840311050415039,1561979,30824,649301,.05303955078125,951223,349121,-.2447881698608398,180246,.6379432678222656,2395971,-3.142352104187012,305799,1.090989112854004,301733,.1115131378173828,441019,.1675395965576172,46475,349556,26624,-.2416610717773438,935940,1194758,-.0819921493530273,222892,.4223413467407227,8974837,.4975929260253906,123256,12047394,3732,563954,.0830173492431641,71295,.5521087646484375,30774,-.7187156677246094,9044431,.1388206481933594,858141,.3022146224975586,73435,-.9658546447753906,101271,.7553033828735352,352991,.0335397720336914,6011204096,1.015377044677734,779497,25088,matched (3),1300362.4,.92000735,108230.8,176785.88
201209,902139,632,4767,950482,09,0,0,0,0,0,0,0,1,0,0,0,73329,-.1381559371948242,461605,.0781393051147461,3598940,-.1542901992797852,1132793,-.4619598388671875,370627,17347,209121,.30169677734375,3595613,-.4205198287963867,1264008,6710994,-.3511028289794922,57178,.0813255310058594,919,-1.934497833251953,24125,-1.043570518493652,1288664,784091,-.7231769561767578,1078221,-.060795783996582,23537638,-.0610103607177734,2449632,-.4959344863891602,4029218,-.2591972351074219,1423068,5156,274197,-.8620500564575195,559064,916680,.9653396606445313,147545,-.2001886367797852,59981548,3.220248222351074,180493,-.5272359848022461,128946,-.8501491546630859,187507,-.8552722930908203,20969,265801,16448,-.4816093444824219,843278,616464,-.6616983413696289,238090,.0659618377685547,4103969,-.782470703125,165933,10719666,8563,428728,-.2741498947143555,79986,.115025520324707,56823,.6132707595825195,6744538,-.2934169769287109,619124,-.3264627456665039,152096,.7281112670898438,58540,-.5480899810791016,167987,-.7425556182861328,2460686848,-.8931846618652344,466477,56653,matched (3),961273.31,.92000735,106203.84,175552.27
201210,902139,633,4767,827617,10,0,0,0,0,0,0,0,0,1,0,0,104390,.3531780242919922,446996,-.032160758972168,2454063,-.3828935623168945,1219307,.0735960006713867,364794,3921,277864,.2842187881469727,5570664,.4377994537353516,4411,9259818,.3219375610351563,174171,1.113868713378906,9723,2.358963012695313,56309,.8476057052612305,1496362,730894,-.070256233215332,1577936,.3808050155639648,20382920,-.1439037322998047,1439582,-.531585693359375,4242277,.0515279769897461,1815322,4035,359250,.270172119140625,1012981,646065,-.349858283996582,116883,-.2329597473144531,40388728,-.3954868316650391,378658,.7409420013427734,205197,.4645767211914063,196139,.0450077056884766,62184,388597,127386,2.047018051147461,750572,1025459,.5088949203491211,223488,-.0632915496826172,5505970,.2938785552978516,138876,11530409,34355,901253,.7429628372192383,86239,.0752706527709961,18721,-1.110295295715332,9844571,.3781871795654297,701159,.1244297027587891,189437,.2195444107055664,107559,.6083288192749023,410848,.8943367004394531,2416278784,-.0182113647460938,717495,274927,matched (3),991952.88,.92000735,66385.945,154746.36
201211,902139,634,4767,667125,11,0,0,0,0,0,0,0,0,0,1,0,97779,-.0654239654541016,304265,-.3846502304077148,2013944,-.1976499557495117,950954,-.2485723495483398,232892,38714,231721,-.1815977096557617,2744196,-.7080259323120117,252802,8572669,-.0771055221557617,64162,-.998626708984375,6923,-.3396444320678711,28348,-.6862983703613281,741838,582975,-.2261238098144531,1201912,-.2722043991088867,19010828,-.0696887969970703,1580525,.0934047698974609,3513063,-.1886119842529297,1339435,4039,528231,.3855152130126953,796097,539248,-.1807241439819336,74569,-.4494485855102539,43775292,.0805187225341797,334031,-.1253995895385742,166069,-.2115669250488281,140878,-.3309288024902344,48849,437537,120478,-.0557546615600586,582327,980634,-.0446958541870117,199426,-.1139144897460938,8903425,.4806041717529297,369171,8892819,4592,772453,-.1542148590087891,25319,-1.225566864013672,19785,.0552778244018555,6743281,-.3783731460571289,739184,.0528116226196289,120594,-.4516267776489258,77026,-.3338956832885742,278804,-.3877143859863281,2355860992,-.0253238677978516,223740,164567,matched (3),765698.88,.92000735,72410.734,157425.08
201212,902139,635,4767,701409,12,0,0,0,0,0,0,0,0,0,0,1,64238,-.4201145172119141,264109,-.1415367126464844,2626839,.26568603515625,1297785,.3109493255615234,252449,52828,88067,-.9674367904663086,3421788,.2206745147705078,0,8304727,-.0317535400390625,53048,-.1902141571044922,1674,-1.419633388519287,259428,2.213922500610352,624743,810203,.3291406631469727,1268793,.0541524887084961,22062492,.1488704681396484,2002836,.2368068695068359,4821114,.3165168762207031,1428554,4894,336975,-.4495248794555664,623636,661083,.2037029266357422,134539,.5901288986206055,49884832,.1306476593017578,449077,.2959604263305664,244111,.3852195739746094,157274,.1100950241088867,59650,671060,9619,-2.527727127075195,912207,327763,-1.095908164978027,243401,.1992673873901367,3655178,-.8902921676635742,320397,9123057,15463,889720,.1413354873657227,50512,.6906557083129883,39523,.6919584274291992,6106322,-.0992221832275391,777290,.050267219543457,143041,.1707019805908203,87186,.1239004135131836,50665,-1.705273628234863,2665612800,.1235275268554688,554682,213035,matched (3),924904.19,.92000735,46120.527,147195.27
201301,902139,636,4767,1144356,01,0,0,0,0,0,0,0,0,0,0,0,236538,1.303513526916504,531248,.6988668441772461,3724923,.3492650985717773,1215567,-.0654487609863281,317651,139007,58952,-.4013738632202148,3539333,.0337753295898438,63578,8397349,.0110912322998047,103738,.6706714630126953,4282,.9392046928405762,34891,-2.006250381469727,3053561,1378257,.5312900543212891,1248591,-.0160503387451172,31443860,.3543243408203125,2359776,.1640024185180664,6369111,.2784547805786133,1437908,5420,596560,.5711708068847656,917796,1136221,.5415840148925781,188504,.3372650146484375,47369552,-.0517368316650391,414139,-.0809926986694336,310144,.2394132614135742,157156,-.0007505416870117,8557,372383,138646,2.668183326721191,808774,496114,.4145145416259766,153929,-.4582195281982422,6163582,.5225133895874023,417845,10939107,18032,534027,-.5104598999023438,117746,.846318244934082,54141,.3147096633911133,7852007,.2514448165893555,708805,-.0922336578369141,247696,.5490703582763672,128030,.384221076965332,467242,2.221611976623535,2980433920,.1116352081298828,615150,246942,matched (3),1250136.5,.92000735,47824.063,147737.89
201302,902139,637,4767,995477,02,1,0,0,0,0,0,0,0,0,0,0,108236,-.781794548034668,398165,-.2883625030517578,3462473,-.073063850402832,1321917,.0838718414306641,319896,67952,60821,.0312118530273438,3441953,-.0278987884521484,7618,8351778,-.0054416656494141,41388,-.9188776016235352,5001,.155217170715332,18229,-.6492147445678711,1590640,1377319,-.0006809234619141,659732,-.6379375457763672,23643332,-.2851219177246094,1353146,-.5561342239379883,6134974,-.0374536514282227,1550072,5327,559709,-.0637626647949219,542385,688990,-.5002365112304688,153441,-.2058029174804688,42380296,-.1112957000732422,547785,.2796812057495117,217976,-.3526515960693359,201536,.2487287521362305,22684,309368,155081,.1120243072509766,784026,495509,-.001220703125,139438,-.0988712310791016,5786470,-.063136100769043,239417,9489726,77308,815887,.4238290786743164,84216,-.3351449966430664,46106,-.160649299621582,7415075,-.0572538375854492,630862,-.1164932250976563,185625,-.2884731292724609,62327,-.7198705673217773,507927,.0834903717041016,2177236992,-.3140125274658203,673201,211925,matched (3),1123372.5,.92000735,75883.578,159052.38
201303,902139,638,4767,715102,03,0,1,0,0,0,0,0,0,0,0,0,172883,.4683008193969727,436044,.090876579284668,3055815,-.1249361038208008,1163136,-.1279630661010742,213950,12744,50093,-.1940546035766602,4742734,.3205747604370117,288,8153105,-.0240764617919922,30517,-.3047065734863281,604,-2.113819122314453,17861,-.0203943252563477,1695597,1472736,.0669832229614258,1163792,.5676059722900391,21510050,-.0945606231689453,1169573,-.1457939147949219,5667939,-.0791807174682617,1497627,2025,362785,-.4336061477661133,806402,456075,-.4125690460205078,100458,-.4235763549804688,42098236,-.0066776275634766,360539,-.4182825088500977,342114,.4507589340209961,174635,-.1432695388793945,13094,588592,95314,-.4867706298828125,1041476,266490,-.6202487945556641,48573,-1.05455207824707,5653619,-.0232257843017578,531264,10504211,7403,223346,-1.295553207397461,31903,-.9706840515136719,15034,-1.120628356933594,4816365,-.4314956665039063,795076,.2313508987426758,145608,-.2428102493286133,45318,-.318690299987793,195515,-.9547004699707031,2498598656,.1376743316650391,579619,93418,matched (3),855554.06,.92000735,59138.293,151778.39
201304,902139,639,4767,860232,04,0,0,1,0,0,0,0,0,0,0,0,62770,-1.013137817382813,531832,.1985845565795898,3297393,.0760860443115234,1555094,.2904167175292969,278834,62342,89935,.5852060317993164,3856514,-.2068500518798828,0,8248322,.0116109848022461,168297,1.707446098327637,3461,1.745738983154297,74063,1.422296524047852,1925219,650940,-.8164606094360352,1544838,.2832345962524414,26454000,.2068862915039063,770300,-.4176139831542969,5287252,-.0695266723632813,1678765,4456,379901,.0460996627807617,296975,551198,.1894369125366211,109365,.0849514007568359,44030932,.0448856353759766,410392,.129511833190918,119901,-1.048477172851563,360252,.7241058349609375,37202,606395,97605,.0237512588500977,1496064,591013,.7965021133422852,49202,.0128669738769531,4728611,-.1786642074584961,273292,11404306,11358,525402,.8554410934448242,32964,.0327157974243164,58935,1.366120338439941,3908983,-.2087421417236328,702786,-.1233854293823242,226974,.4439172744750977,75129,.5055027008056641,415017,.7526826858520508,2197481728,-.12841796875,826016,64398,matched (3),896253.5,.92000735,65125.922,154210.02
201305,902139,640,4767,1068252,05,0,0,0,1,0,0,0,0,0,0,0,236992,1.328549385070801,352085,-.4124555587768555,3254411,-.0131216049194336,1381548,-.1183319091796875,365703,20259,166575,.616358757019043,5316601,.3210697174072266,222,8595284,.0412044525146484,561488,1.204860687255859,3083,-.1156549453735352,118626,.4710597991943359,2023871,1371166,.744999885559082,1469257,-.0501613616943359,25433504,-.0393390655517578,3560768,1.530951499938965,4219007,-.2256984710693359,1521711,2544,193069,-.6768627166748047,297120,952778,.5472879409790039,118240,.0780248641967773,48436900,.0953693389892578,458846,.1116018295288086,270976,.815363883972168,291870,-.2104959487915039,3752,756202,285655,1.073856353759766,1962839,755386,.2453908920288086,264019,1.680086135864258,8295007,.5620222091674805,617164,14373203,16812,826997,.4536371231079102,64966,.6784477233886719,17747,-1.200218200683594,7764692,.6863088607788086,786635,.1127119064331055,255007,.116455078125,81390,.0800457000732422,488776,.1635847091674805,1441797504,-.4214210510253906,386365,56376,matched (3),993590.81,.92000735,71823.023,157155.63
201306,902139,641,4767,955840,06,0,0,0,0,1,0,0,0,0,0,0,136864,-.5490388870239258,169507,-.7309780120849609,3443213,.0563936233520508,1315459,-.0490188598632813,249467,3421,68948,-.8820934295654297,3060797,-.5521583557128906,78,8659036,.007390022277832,38234,-2.68686580657959,2313,-.2873573303222656,56553,-.7407979965209961,1157857,468903,-1.073020935058594,1153160,-.2422513961791992,28379866,.1096115112304688,7708984,.7724103927612305,3681089,-.1363916397094727,738756,7152,196768,.018977165222168,181412,511445,-.6221418380737305,107715,-.0932273864746094,44349208,-.0881671905517578,331507,-.3250656127929688,256064,-.0566034317016602,393895,.2997760772705078,4405,196648,181878,-.4514484405517578,1102337,622523,-.1934490203857422,183949,-.3613624572753906,4970566,-.512120246887207,606655,10285310,7135,1172172,.3488130569458008,52970,-.2041378021240234,49409,1.023916244506836,7606097,-.0206365585327148,868155,.0986061096191406,227093,-.115931510925293,60250,-.3007497787475586,247224,-.681610107421875,2174101760,.4107246398925781,917294,51927,matched (3),814987.81,.92000735,65233.699,154255.56
201307,902139,642,4767,1979739,07,0,0,0,0,0,1,0,0,0,0,0,318694,.8452434539794922,218019,.2516880035400391,3517783,.0214262008666992,1549105,.1634922027587891,532251,21248,80352,.1530647277832031,3709109,.1921167373657227,4690495,8680639,.0024909973144531,86975,.8218955993652344,6628,1.052757263183594,36759,-.4307947158813477,1157322,970739,.7276620864868164,1326520,.1400527954101563,35396768,.2209415435791016,9755705,.2354660034179688,4240261,.1414165496826172,1366206,3570,502981,.9385271072387695,687601,1074542,.7424097061157227,131349,.198369026184082,46892936,.0557727813720703,528114,.4656639099121094,498211,.6655969619750977,272756,-.3675069808959961,118,770020,205787,.1235055923461914,1090296,577709,-.0747098922729492,197191,.069514274597168,8389389,.5234336853027344,418650,11714356,8856,1283454,.0906963348388672,53308,.0063600540161133,80067,.4827308654785156,7992670,.0495748519897461,901662,.0378694534301758,154006,-.3883676528930664,88970,.389796257019043,338982,.3156528472900391,1844679936,-.1643104553222656,953736,64306,matched (3),1709303.5,.92000735,76980.406,159578.59
201308,902139,643,4767,717177,08,0,0,0,0,0,0,1,0,0,0,0,85996,-1.309930801391602,387382,.5748291015625,2804280,-.2266836166381836,1462673,-.0574121475219727,447028,37786,67910,-.1682338714599609,2350567,-.4561357498168945,842377,9062718,.0430746078491211,41405,-.7422189712524414,3338,-.6859312057495117,18618,-.6802539825439453,1094496,1000299,.0299959182739258,1187651,-.1105813980102539,29771156,-.1730804443359375,5488671,-.5751657485961914,5900057,.3303365707397461,2161517,3113,286572,-.5625619888305664,415661,370982,-1.063496589660645,209127,.4650840759277344,41168552,-.1301918029785156,361711,-.3784666061401367,189489,-.9666929244995117,264600,-.0303583145141602,40,325203,48376,-1.447837829589844,1032190,1205075,.7352266311645508,348585,.5697097778320313,4018077,-.7361640930175781,434380,6280363,7507,1059238,-.1920051574707031,42994,-.2150259017944336,30652,-.9601659774780273,6979005,-.1356182098388672,826026,-.0876140594482422,223388,.3719186782836914,66589,-.289759635925293,149707,-.8172674179077148,2226867200,.1882896423339844,457337,40410,matched (3),839317.56,.92000735,68550.578,155687.27
201309,902139,644,4767,977234,09,0,0,0,0,0,0,0,1,0,0,0,42434,-.7063503265380859,174367,-.7982492446899414,2665091,-.0509090423583984,1425822,-.0255165100097656,259781,43696,74398,.0912456512451172,3273086,.3310766220092773,2260548,8828601,-.0261726379394531,77628,.6285266876220703,5330,.4679794311523438,30094,.4801969528198242,706915,1150950,.140289306640625,1354267,.1312828063964844,30902196,.0372867584228516,3003420,-.6029348373413086,3384919,-.5556316375732422,1460845,8630,308275,.0730018615722656,1079223,836226,.8127450942993164,235445,.118535041809082,50884272,.2118778228759766,294035,-.2071466445922852,355188,.6283159255981445,223968,-.1667156219482422,70517,325771,98126,.7072486877441406,1177187,913416,-.2771053314208984,52130,-1.900141716003418,3370347,-.1757879257202148,73480,11089505,11987,1183640,.1110448837280273,115687,.9898281097412109,107990,1.259341239929199,7160696,.025700569152832,708533,-.1534290313720703,167025,-.290766716003418,109426,.496708869934082,545813,1.293596267700195,2531298048,.1281375885009766,573029,65201,matched (3),1104711.8,.92000735,57737.996,151238.28
