period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1021c218,Y1288c705,growth1288c705,Y1387c807,growth1387c807,Y1449c32,Y1479c124,growth1479c124,Y1492c124,growth1492c124,Y1661c484,growth1661c484,Y1730c32,Y1980c344,Y1982c203,Y1991c124,growth1991c124,Y1992c376,Y223c124,growth223c124,Y2282c484,growth2282c484,Y2362c208,Y245c352,growth245c352,Y266c554,Y2694c792,growth2694c792,Y2915c792,growth2915c792,Y2965c152,growth2965c152,Y3144c152,growth3144c152,Y326c208,Y3298c600,growth3298c600,Y3463c428,growth3463c428,Y3469c792,growth3469c792,Y3670c372,growth3670c372,Y3724c32,Y3835c376,Y3971c484,growth3971c484,Y3987c440,growth3987c440,Y4140c68,growth4140c68,Y4175c484,growth4175c484,Y4195c36,Y4198c348,growth4198c348,Y4292c124,growth4292c124,Y4322c344,Y4472c32,Y4478c818,Y4494c124,growth4494c124,Y4645c484,growth4645c484,Y4685c484,growth4685c484,Y4710c124,growth4710c124,Y4724c32,Y4806c484,growth4806c484,Y4926c352,growth4926c352,Y4976c246,growth4976c246,Y556c554,Y663c428,growth663c428,Y665c428,growth665c428,Y667c807,growth667c807,_merge,x,r2,s,sf
201011,901819,610,4751,29403316,11,0,0,0,0,0,0,0,0,0,1,0,70244,168422,-.4234275817871094,123421,.1588726043701172,2925388,12969292,.0052261352539063,14703391,-.2309417724609375,15417585,-.0056648254394531,4360457,2261659,816827,5170336,.2311220169067383,1002000,4351548,.3290443420410156,207952,-.7571983337402344,28727,40602,.1464996337890625,220807,29208,-1.951708793640137,817965,.3472127914428711,3562934,.1236724853515625,427000,.2062005996704102,1562300,2822395,.7548694610595703,140006,.5610475540161133,2985641,.2795476913452148,21671,2.059296131134033,1609404,870000,4910121,-.1585969924926758,184847,-.9102897644042969,3034,-2.660761833190918,5085082,-.066554069519043,54369384,29727560,.2206592559814453,2669565,-.2060079574584961,24149784,516342,5365891,1058698,.5961666107177734,10430826,.0527229309082031,584892,.6691093444824219,724741,-.1876630783081055,35293,984740,-.1136722564697266,109221,.5685968399047852,1647525,.1603050231933594,81904,718939,.1769895553588867,941727,.0258216857910156,278519,.0668535232543945,matched (3),40158828,.79738718,1645705.4,2720128
201012,901819,611,4751,30749896,12,0,0,0,0,0,0,0,0,0,0,1,167136,38443,-1.477296829223633,166574,.2998390197753906,2478942,13587122,.0465373992919922,15783033,.0708560943603516,13825512,-.1089935302734375,2401693,1811945,553511,3528425,-.3820858001708984,1163000,4276402,-.0174198150634766,517115,.9109573364257813,13483,42260,.0400238037109375,117069,40851,.3354883193969727,932100,.1306209564208984,4492816,.2318954467773438,533823,.2232799530029297,1144167,2005439,-.3417224884033203,85494,-.4932394027709961,3024204,.0128335952758789,11821,-.6060972213745117,1275497,924000,6093549,.2159328460693359,3169629,2.841840744018555,43656,2.666459083557129,5499871,.0784130096435547,48499800,41816036,.3412055969238281,3349110,.2267789840698242,21074460,1334272,3572949,703613,-.4085664749145508,11511145,.0985488891601563,466845,-.2254295349121094,597654,-.1928024291992188,105480,1398598,.3508481979370117,93476,-.1556682586669922,1054400,-.4463024139404297,146917,511081,-.3412485122680664,1054851,.1134395599365234,453802,.4881744384765625,matched (3),35810672,.79738718,1550446.5,2663575.5
201101,901819,612,4751,23539284,01,0,0,0,0,0,0,0,0,0,0,0,159431,121970,1.154599189758301,101341,-.4969491958618164,2407816,12310708,-.0986537933349609,15523720,-.0165653228759766,14405471,.0410919189453125,3375841,1751987,885781,3352610,-.0511131286621094,1250000,3253986,-.2732315063476563,308688,-.5159339904785156,27749,47254,.1116962432861328,108127,25467,-.4725475311279297,873572,-.064849853515625,3267896,-.318333625793457,418512,-.2433586120605469,2101247,1684003,-.1746892929077148,68842,-.2166318893432617,2153373,-.3396120071411133,82406,1.941780090332031,1087783,910000,5555971,-.0923576354980469,518246,-1.810919761657715,5540,-2.064346313476563,5926856,.0747690200805664,44178344,18837440,-.7974338531494141,3714100,.1034421920776367,20590996,1058259,2670653,526613,-.2897624969482422,9310116,-.2122135162353516,328206,-.35235595703125,971875,.4862155914306641,59212,933403,-.404388427734375,80440,-.1501932144165039,597807,-.5674591064453125,12406,560282,.0919122695922852,684824,-.4319925308227539,234656,-.6595401763916016,matched (3),32131710,.79738718,1779035.1,2802805
201102,901819,613,4751,22243124,02,1,0,0,0,0,0,0,0,0,0,0,145184,11194,-2.388397216796875,69246,-.3808250427246094,2471280,12168122,-.0116481781005859,14937181,-.0385169982910156,14056893,-.0244941711425781,4031598,642079,855219,2850475,-.1622533798217773,1775000,3743945,.1402597427368164,480710,.4429330825805664,341,39012,-.1916675567626953,75258,5863,-1.468722343444824,714057,-.2016277313232422,3182918,-.0263481140136719,376411,-.1060237884521484,1063516,1200542,-.3384008407592773,85618,.2180814743041992,2333280,.0802392959594727,22887,-1.281088829040527,1170527,835000,4914521,-.1226787567138672,472595,-.0922107696533203,38619,1.941749572753906,5738528,-.0322904586791992,24429480,27790306,.3888416290283203,3583704,-.0357398986816406,18791068,573663,2086974,582854,.101470947265625,13850434,.3972148895263672,303618,-.0778713226318359,990350,.0188312530517578,9198,896361,-.0404939651489258,75352,-.0653409957885742,419475,-.3542642593383789,7007,490967,-.1320629119873047,1118801,.4908504486083984,208445,-.1184453964233398,matched (3),27352820,.79738718,1579031.5,2680315.3
201103,901819,614,4751,29630878,03,0,1,0,0,0,0,0,0,0,0,0,285752,57217,1.631472587585449,186326,.9898319244384766,2128892,13661477,.1157588958740234,17098736,.1351509094238281,19146960,.3090305328369141,4446152,1687297,1328771,3068257,.0736236572265625,1963000,4570161,.1994085311889648,538683,.1138629913330078,18577,50668,.2614250183105469,85078,24797,1.442061424255371,983746,.3204050064086914,4228021,.2839365005493164,288961,-.2643899917602539,2045268,2282640,.6425600051879883,87533,.022120475769043,2938125,.2304964065551758,15365,-.3984766006469727,1408249,1089000,6514774,.2818775177001953,4400804,2.231303215026856,3482,-2.406137466430664,6241452,.084010124206543,48954092,35160856,.2352466583251953,3760570,.0481739044189453,24050150,953488,7283696,982138,.5217952728271484,14839713,.0689907073974609,363165,.1790866851806641,1587227,.4716854095458984,21329,864947,-.035675048828125,142683,.6384544372558594,578229,.3209657669067383,271696,665744,.3045282363891602,1575847,.3425359725952148,410448,.6775741577148438,matched (3),45626312,.79738718,2108699.8,3022807.3
201104,901819,615,4751,29639644,04,0,0,1,0,0,0,0,0,0,0,0,185858,17081,-1.208884239196777,64083,-1.067318916320801,2551720,12708644,-.072296142578125,14182382,-.1870040893554688,18220730,-.0495834350585938,4060665,2508579,808088,2978226,-.0297813415527344,1398000,5833007,.2439842224121094,1147710,.7563972473144531,72,47220,-.0704765319824219,84949,24240,-.0227184295654297,1089761,.1023464202880859,3448400,-.2038240432739258,504251,.5567827224731445,1620493,2470671,.0791568756103516,112973,.2551326751708984,3600751,.2033710479736328,27669,.5882205963134766,1242108,501000,6860086,.0516481399536133,7154674,.4859790802001953,15873,1.517012596130371,6688801,.0692214965820313,51141244,20905848,-.5199050903320313,3310132,-.1275825500488281,22920240,486325,4489838,789910,-.2178125381469727,15649568,.0531368255615234,372132,.0243911743164063,689328,-.8340263366699219,18976,1115941,.2547845840454102,63337,-.8121557235717773,607459,.0493144989013672,64014,892911,.2935810089111328,1167627,-.2998199462890625,485366,.1676540374755859,matched (3),37054648,.79738718,2308889.3,3165710
201105,901819,616,4751,32908158,05,0,0,0,1,0,0,0,0,0,0,0,235263,203827,2.479305267333984,81586,.2414789199829102,2516176,12917776,.0163211822509766,15575750,.0937156677246094,22567150,.2139339447021484,4178715,1370273,1114386,3537632,.1721296310424805,1573000,6002450,.0286350250244141,496370,-.8382024765014648,129,51563,.0879859924316406,391434,113784,1.546298027038574,1458064,.2911510467529297,3145874,-.0918188095092773,556129,.097926139831543,1938934,3397995,.3186960220336914,140962,.2213420867919922,2829304,-.2411117553710938,1387,-2.993169784545898,1634293,1370000,7206756,.0492982864379883,12121472,.5272130966186523,54673,1.236750602722168,7963766,.1744670867919922,71539208,29867162,.3567314147949219,3223452,-.0265350341796875,25588400,720415,6090056,853103,.076960563659668,17910224,.1349277496337891,442710,.1736669540405273,1240942,.5879087448120117,61954,902225,-.2125892639160156,60312,-.0489387512207031,1543181,.932316780090332,12854,950320,.062312126159668,2067475,.571354866027832,514900,.0590686798095703,matched (3),47720308,.79738718,1920997.5,2894992.5
201106,901819,617,4751,33910712,06,0,0,0,0,1,0,0,0,0,0,0,340258,288235,.3465042114257813,155595,.6455984115600586,2875941,15071978,.1542320251464844,16781712,.0745735168457031,22408814,-.0070400238037109,4261253,1405945,942155,4362519,.2095918655395508,1641000,5137205,-.1556587219238281,351653,-.3446769714355469,35020,65077,.2327671051025391,958824,81424,-.3346319198608398,810074,-.5877389907836914,4159509,.2793054580688477,468421,-.1716327667236328,2230831,3011664,-.1206932067871094,205880,.3788022994995117,2919037,.0312232971191406,32717,3.160751342773438,1624370,894000,7148780,-.0080766677856445,18750968,.4362659454345703,43533,-.2278509140014648,9059461,.1289072036743164,82840928,36515896,.2009868621826172,3871630,.183222770690918,23587252,927689,2946626,1086731,.2420492172241211,14346439,-.2218704223632813,521373,.1635503768920898,1411686,.1289138793945313,156386,1061262,.1623506546020508,63466,.0509738922119141,1194175,-.2563905715942383,120120,1804065,.6409988403320313,2608671,.2325124740600586,788739,.4264631271362305,matched (3),32086658,.79738718,1557537.5,2667709.3
201107,901819,618,4751,33025260,07,0,0,0,0,0,1,0,0,0,0,0,265333,111232,-.9521579742431641,171582,.0978050231933594,2210208,16011685,.0604820251464844,17525924,.0433921813964844,19233854,-.1527824401855469,4566735,1021883,1154942,4502353,.031550407409668,1835000,4332310,-.1704082489013672,718593,.7146501541137695,29,48130,-.3016653060913086,1257976,116624,.3592844009399414,758321,-.0660190582275391,4303004,.0339164733886719,370607,-.2342252731323242,1954040,3101083,.0292587280273438,87123,-.8599720001220703,2529915,-.1430683135986328,30548,-.0685958862304688,2202069,884000,5664692,-.2326898574829102,16478484,-.1291904449462891,18509,-.8552618026733398,7457628,-.1945714950561523,61191272,28061624,-.2633438110351563,4274792,.0990591049194336,26719856,790083,2389032,557946,-.6666669845581055,13246313,-.0797824859619141,335465,-.4409475326538086,1274474,-.1022510528564453,39193,683341,-.4402198791503906,82944,.2676610946655273,1818475,.4205427169799805,55948,968096,-.6224660873413086,1795712,-.373438835144043,795807,.0089216232299805,matched (3),35504280,.79738718,1281712.9,2516652
201108,901819,619,4751,41055000,08,0,0,0,0,0,0,1,0,0,0,0,350546,144001,.2582025527954102,390476,.8223056793212891,2801946,16065966,.0033855438232422,20795920,.1710758209228516,19411274,.0091819763183594,6020503,1217975,1198974,6562464,.3767662048339844,1977000,4669545,.0749607086181641,803591,.1117954254150391,430,53589,.1074380874633789,1173179,125601,.0741558074951172,938479,.2131538391113281,6054766,.3415317535400391,364090,-.0177412033081055,1963356,4449784,.3611040115356445,112322,.2540483474731445,2679132,.057307243347168,77698,.9335308074951172,2019806,1403000,6925141,.2009057998657227,2429089,-1.914538383483887,34204,.6140851974487305,8186480,.0932464599609375,57909656,31312088,.1096000671386719,5759695,.2981491088867188,31008732,661314,9782678,967761,.5507230758666992,16915958,.2445392608642578,431959,.252812385559082,1413488,.1035261154174805,45260,1162671,.5314807891845703,285563,1.236296653747559,2227396,.2028350830078125,239986,909059,-.0629215240478516,1581314,-.1271457672119141,709590,-.1146697998046875,matched (3),44059412,.79738718,2480665,3293091
201109,901819,620,4751,34482444,09,0,0,0,0,0,0,0,1,0,0,0,257771,48265,-1.093113899230957,89546,-1.472614288330078,2975336,14729751,-.0868339538574219,17285772,-.1848735809326172,14847240,-.2680397033691406,4952524,1299126,1082666,5335684,-.2069492340087891,911000,4600369,-.0149250030517578,89924,-2.190125465393066,1322,38316,-.3354759216308594,1017949,3164,-3.681273460388184,780071,-.18487548828125,4628570,-.2685976028442383,357953,-.0170001983642578,2572346,3421588,-.2627506256103516,88757,-.2354669570922852,2218706,-.1885690689086914,64007,-.1938371658325195,1591480,870000,5043509,-.3170557022094727,836752,-1.065743446350098,54062,.457789421081543,8115421,-.0087175369262695,65077180,30806328,-.0162830352783203,4938002,-.1539230346679688,23702236,546944,7084924,577712,-.5159101486206055,16057437,-.0520858764648438,293951,-.3849172592163086,1122643,-.2303743362426758,23750,921732,-.2322206497192383,124667,-.8288164138793945,1615978,-.320892333984375,70016,668300,-.3076725006103516,1192432,-.2822608947753906,568010,-.2225484848022461,matched (3),34466296,.79738718,1771018.8,2797723.5
201110,901819,621,4751,33467898,10,0,0,0,0,0,0,0,0,1,0,0,199918,49798,.0312681198120117,82619,-.0805130004882813,3508830,11014068,-.2906970977783203,15887565,-.0843467712402344,17564548,.1680679321289063,7340698,869166,771442,6283386,.1634922027587891,1993000,5613811,.1990928649902344,94497,.0496034622192383,219,39633,.0337944030761719,441149,156528,3.901397705078125,535805,-.375615119934082,3579505,-.2570228576660156,273040,-.270782470703125,1860685,3219658,-.0608291625976563,110498,.2190952301025391,3458623,.4439468383789063,41611,-.4306278228759766,1621859,853000,5436530,.0750389099121094,461306,-.5954666137695313,7951,-1.916833877563477,7010278,-.1463890075683594,62765080,28916878,-.0632953643798828,4805301,-.0272417068481445,23087280,898456,4835310,714631,.2126913070678711,13140187,-.2004966735839844,416861,.349339485168457,855288,-.2720022201538086,125493,1184270,.2506275177001953,119002,-.0465059280395508,1817306,.1174144744873047,189843,619090,-.0764865875244141,664507,-.5847053527832031,305052,-.6216564178466797,matched (3),33655388,.79738718,1498495,2633673.8
201111,901819,622,4751,31724678,11,0,0,0,0,0,0,0,0,0,1,0,272849,15240,-1.184051513671875,139295,.5223541259765625,3134926,12059724,.0906982421875,15634372,-.0160655975341797,19388584,.0988025665283203,6499876,1126316,852686,5344272,-.1618833541870117,1917000,5677779,.0113306045532227,110455,.1560401916503906,41007,37347,-.0594100952148438,225199,46473,-1.214363098144531,716183,.290165901184082,4313807,.1865959167480469,324953,.1740617752075195,2420275,1761231,-.6032629013061523,118677,.0714082717895508,3522793,.0183830261230469,40511,-.0267906188964844,1928542,826000,5520474,.0153226852416992,1717014,1.314280509948731,10704,.2973194122314453,6582834,-.0629119873046875,54567928,27438320,-.0524845123291016,3886126,-.2123069763183594,22969242,694635,2684508,894640,.2246551513671875,15356788,.1558818817138672,411430,-.0131139755249023,807026,-.0580825805664063,90378,1324360,.1118030548095703,113894,-.0438718795776367,791182,-.8315820693969727,30909,407253,-.4188165664672852,425665,-.4453926086425781,219317,-.3299646377563477,matched (3),32511976,.79738718,1333467.8,2543400.5
201112,901819,623,4751,30885334,12,0,0,0,0,0,0,0,0,0,0,1,142856,2983,-1.630993843078613,115271,-.1893081665039063,2558141,13937491,.1447105407714844,14920519,-.0467338562011719,14381735,-.2987251281738281,5764014,1066786,895249,4247944,-.2295904159545898,1721000,4442217,-.2454061508178711,61857,-.5797834396362305,24790,31326,-.1758041381835938,155006,66831,.3632955551147461,820800,.1363430023193359,3759474,-.1375417709350586,278397,-.154632568359375,1799751,2061554,.1574478149414063,88141,-.2974681854248047,2484121,-.349334716796875,25918,-.4466361999511719,1347671,658000,6448858,.1554393768310547,1628671,-.0528221130371094,5250,-.7123889923095703,9594659,.3767414093017578,61520724,41173000,.4058418273925781,3657102,-.0607414245605469,21138264,333309,3038139,451845,-.6830825805664063,12153799,-.2339153289794922,301811,-.3098373413085938,1029248,.2432279586791992,19141,1055629,-.2267932891845703,103276,-.0978631973266602,579072,-.3121013641357422,4630,376257,-.0791616439819336,417268,-.019923210144043,452260,.7237396240234375,matched (3),35493208,.79738718,1170951.8,2462088
201201,901819,624,4751,32744900,01,0,0,0,0,0,0,0,0,0,0,0,155043,284882,4.559145927429199,141514,.205113410949707,2231772,13982274,.0032081604003906,15022119,.0067863464355469,15286339,.0610008239746094,9728564,537439,1029367,3373181,-.2305793762207031,1931000,4939985,.1062088012695313,266366,1.46004581451416,103,35356,.1210203170776367,87403,452,-4.996240139007568,713598,-.1399593353271484,2893009,-.2619819641113281,460191,.502593994140625,1198126,3055387,.3934459686279297,122210,.3268032073974609,2882836,.1488552093505859,138185,1.673655509948731,2333023,812000,6985629,.0799522399902344,528624,-1.125242233276367,28376,1.687314987182617,8702294,-.0976200103759766,70140088,25878692,-.4643630981445313,4081761,.1098575592041016,16142978,540931,3016925,893867,.6822175979614258,15585194,.2486801147460938,454318,.4089956283569336,642386,-.4713945388793945,104682,680199,-.4395065307617188,61716,-.514862060546875,898665,.439483642578125,71479,576699,.4270477294921875,730476,.559967041015625,154848,-1.071813583374023,matched (3),34695708,.79738718,1270844.4,2511134.3
201202,901819,625,4751,32892188,02,1,0,0,0,0,0,0,0,0,0,0,154465,48284,-1.774974822998047,161017,.1291112899780273,1680324,13474426,-.0369968414306641,16012815,.0638656616210938,16786286,.0936012268066406,3616029,1327732,969795,2418709,-.3326215744018555,1104000,4239549,-.1529054641723633,481840,.5927410125732422,159,46289,.2694358825683594,68026,10055,3.102142810821533,952025,.2882719039916992,3295754,.1303377151489258,340678,-.3007040023803711,1742183,4010934,.2721176147460938,117395,-.040196418762207,2620922,-.0952482223510742,25520,-1.689130783081055,707619,834000,5685106,-.2060060501098633,1846764,1.250912666320801,2660,-2.367217540740967,7635113,-.130828857421875,58158340,30070568,.1501274108886719,4188398,.0257892608642578,17680316,1171301,2256155,478045,-.6258516311645508,16154233,.0358600616455078,463479,.0199642181396484,721380,.1159763336181641,14975,1071497,.4544267654418945,56584,-.0868167877197266,681605,-.2764606475830078,28380,661143,.1366500854492188,839536,.1391534805297852,176101,.1286134719848633,matched (3),33637032,.79738718,1353653.4,2554041.3
201203,901819,626,4751,38006296,03,0,1,0,0,0,0,0,0,0,0,0,429313,231291,1.56657600402832,81996,-.674839973449707,2384384,14005379,.0386486053466797,18982066,.17010498046875,20319532,.1910209655761719,3813548,1372281,1176592,2704634,.1117324829101563,1732000,5320317,.2270755767822266,274707,-.5619068145751953,119,47839,.0329370498657227,236887,14426,.3609619140625,1134925,.1757297515869141,5046268,.4260139465332031,324536,-.0485410690307617,1925419,5661362,.3446407318115234,123047,.0470218658447266,3344029,.2436504364013672,27067,.0588531494140625,1065634,1026000,7391604,.2624950408935547,7957306,1.460655212402344,8649,1.179117679595947,8122495,.0618791580200195,65846440,37521916,.2213783264160156,4356298,.0393047332763672,22700444,320111,4462927,840208,.5639448165893555,17153352,.0600109100341797,686493,.3928346633911133,1901334,.9691448211669922,85329,765011,-.3369216918945313,185617,1.187959671020508,1007263,.3905420303344727,72880,764374,.1450862884521484,1071969,.2444028854370117,318925,.5938987731933594,matched (3),40185720,.79738718,1178419.1,2465648.3
