period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1157c826,growth1157c826,Y1197c152,growth1197c152,Y1231c124,growth1231c124,Y1231c218,Y1369c608,Y1428c484,growth1428c484,Y1457c344,Y1468c586,Y1492c124,growth1492c124,Y1566c251,growth1566c251,Y1626c600,growth1626c600,Y1705c381,Y1935c124,growth1935c124,Y1978c124,growth1978c124,Y2102c608,Y2104c300,growth2104c300,Y2134c428,growth2134c428,Y2271c348,growth2271c348,Y2694c807,growth2694c807,Y2744c68,growth2744c68,Y275c251,Y2784c705,growth2784c705,Y2795c300,growth2795c300,Y2857c807,growth2857c807,Y2897c620,growth2897c620,Y2957c344,Y3075c440,growth3075c440,Y3115c268,growth3115c268,Y3263c152,growth3263c152,Y3335c826,growth3335c826,Y3410c440,growth3410c440,Y3428c440,growth3428c440,Y3604c344,Y3687c600,growth3687c600,Y3833c218,Y4170c208,growth4170c208,Y4311c428,growth4311c428,Y4347c381,Y4405c620,growth4405c620,Y4542c203,Y4651c372,growth4651c372,Y4766c152,growth4766c152,Y4800c344,Y4919c208,growth4919c208,Y4976c428,growth4976c428,Y5002c428,growth5002c428,Y573c703,growth573c703,Y603c300,growth603c300,Y674c428,growth674c428,Y978c608,_merge,x,r2,s,sf
201011,722990,610,3377,1985034,11,0,0,0,0,0,0,0,0,0,1,0,149534,-2.452326774597168,50890,-.4740486145019531,1197919,-.1225528717041016,36883,1993200,2470475,.4028921127319336,719044,25546,14703391,-.2309417724609375,637282,-.715998649597168,29171,-1.271283149719238,2851240,217266,-.3292388916015625,1360025,-.7297239303588867,566432,1081406,-.0149011611938477,39553,-.7814970016479492,5680,-.9272165298461914,59645,-.4795360565185547,18857,-.3841867446899414,118131,203879,.0312156677246094,192871,.2218732833862305,4494,-.3840236663818359,1445837,-.0562829971313477,552547,126209,-.1187753677368164,105181,.0025997161865234,1119341,-1.601080894470215,5876100,-.3294296264648438,379039,-.4322052001953125,805974,.0978021621704102,3388654,17553,-.8873100280761719,91873,1409625,-.0305652618408203,164291,-1.062309265136719,1581019,2888511,.3463020324707031,1938210,593210688,-.0043125152587891,310597,1.258742332458496,2152067,131880,-.5747823715209961,265354,-.0743465423583984,80615,-.2862052917480469,481890,-.4083108901977539,3927731,-.2994651794433594,754943,.1745738983154297,775147,matched (3),3211730.3,.91892946,220236.83,356376.19
201012,722990,611,3377,2327209,12,0,0,0,0,0,0,0,0,0,0,1,293530,.6744556427001953,57696,.1255216598510742,856902,-.3350181579589844,125051,2158057,1716568,-.3640832901000977,759275,70814,15783033,.0708560943603516,879229,.321833610534668,59441,.7118091583251953,2413658,288811,.2846498489379883,629537,-.7702732086181641,1239761,609280,-.5737400054931641,45096,.1311521530151367,11170,.6762800216674805,67070,.1173267364501953,28090,.398529052734375,113111,131568,-.4380025863647461,54949,-1.255616188049316,7372,.4949455261230469,1629168,.1193809509277344,582502,123367,-.0227756500244141,79814,-.2759838104248047,2403182,.7640542984008789,6553124,.1090488433837891,425283,.1151161193847656,521290,-.4357452392578125,4205007,12381,-.3490610122680664,26444,1444703,.0245800018310547,193248,.1623353958129883,1002848,2033430,-.351017951965332,1688544,720469312,.1943531036376953,2324748,2.012870788574219,1471601,117142,-.1185054779052734,388643,.381596565246582,85430,.0580129623413086,510565,.0578022003173828,4349574,.102015495300293,813362,.0745344161987305,555980,matched (3),3517383.5,.91892946,230516.81,362819.16
201101,722990,612,3377,2546179,01,0,0,0,0,0,0,0,0,0,0,0,1441215,1.591261863708496,218377,1.331034660339356,1311065,.4252719879150391,193237,2934565,1233435,-.3305244445800781,787187,34920,15523720,-.0165653228759766,1404310,.4682559967041016,66380,.1104116439819336,3025145,702920,.8894710540771484,1145690,.5987777709960938,566137,1056389,.5503339767456055,77477,.5411872863769531,7428,-.4079751968383789,28853,-.8435230255126953,30113,.0695438385009766,159879,407564,1.130674362182617,91997,.515350341796875,3162,-.8464841842651367,1178446,-.3238735198974609,871749,159247,.2552928924560547,95799,.1825532913208008,14368051,1.788213729858398,9693375,.3915014266967773,675179,.4622230529785156,1573885,1.104995727539063,3289859,9353,-.2804660797119141,33507,2565053,.5740756988525391,281767,.377105712890625,1889117,1518542,-.2919731140136719,1798229,882981824,.2034034729003906,994677,-.8489494323730469,1451102,150407,.2499580383300781,277122,-.3382034301757813,50258,-.5305271148681641,628628,.2080211639404297,4128120,-.0522556304931641,537577,-.4141044616699219,1305615,matched (3),2581713.3,.91892946,183072.61,334686.88
201102,722990,613,3377,1358804,02,1,0,0,0,0,0,0,0,0,0,0,624843,-.8357410430908203,167605,-.2646121978759766,961960,-.3096227645874023,150281,2954733,1742898,.3457460403442383,684142,52746,14937181,-.0385169982910156,843044,-.5102825164794922,11226,-1.777163505554199,4724083,541573,-.2607650756835938,1017718,-.1184444427490234,976636,1027196,-.0280237197875977,46173,-.5175857543945313,10087,.3059911727905273,20002,-.3663816452026367,21239,-.3491182327270508,195358,267401,-.4214487075805664,165453,.5869312286376953,7440,.8556661605834961,1389647,.1648530960083008,521701,147859,-.0741968154907227,37418,-.9401006698608398,447165,-3.46983528137207,12350196,.2422275543212891,545255,-.2137241363525391,256398,-1.814571380615234,3003643,23669,.9284687042236328,32317,1857356,-.3228254318237305,93629,-1.101739883422852,1461153,1065251,-.3545398712158203,1775967,935971968,.0582809448242188,172937,-1.749490737915039,938990,136094,-.0999994277954102,178662,-.4389619827270508,48417,-.0373191833496094,561875,-.1122598648071289,5154586,.2220649719238281,374148,-.3624200820922852,389875,matched (3),1944385.4,.91892946,190828.58,338991.56
201103,722990,614,3377,1274595,03,0,1,0,0,0,0,0,0,0,0,0,300392,-.7324123382568359,117399,-.3560314178466797,1282073,.2872610092163086,21107,4142078,760331,-.8295507431030273,1181686,37965,17098736,.1351509094238281,1096626,.262974739074707,53964,1.570084571838379,3373787,859806,.4622287750244141,1261432,.2146844863891602,994013,663469,-.4371061325073242,31056,-.3966035842895508,7111,-.349604606628418,23095,.1437845230102539,30587,.3647356033325195,129113,237499,-.118586540222168,89216,-.6176261901855469,25062,1.214482307434082,1678661,.1889467239379883,1233693,108326,-.3111143112182617,185962,1.603390693664551,5990641,2.595026016235352,10878158,-.1269149780273438,596910,.0905122756958008,580303,.8168201446533203,2889417,4048,-1.76594352722168,41427,1888619,.0166921615600586,102741,.0928707122802734,2090345,996324,-.0668935775756836,1786244,574327808,-.4883861541748047,486786,1.034897804260254,1655478,108198,-.2293834686279297,304743,.5339727401733398,42715,-.125300407409668,450782,-.2202959060668945,3762343,-.314845085144043,695219,.6195755004882813,1055147,matched (3),2364829,.91892946,201438.33,345075.53
201104,722990,615,3377,2268661,04,0,0,1,0,0,0,0,0,0,0,0,431630,.3624801635742188,1438,-4.402325630187988,1317544,.0272912979125977,159638,3796522,781611,.0276041030883789,1125567,73124,14182382,-.1870040893554688,1164733,.0602531433105469,117750,.7802467346191406,5280169,1331756,.4375467300415039,1306170,.0348520278930664,1326462,461884,-.3621683120727539,33559,.0775136947631836,25071,1.260068893432617,77752,1.213907241821289,18033,-.5283718109130859,250858,201881,-.1624841690063477,79792,-.1116371154785156,36579,.3781213760375977,1250635,-.2943449020385742,1390909,193430,.5797710418701172,43076,-1.462576866149902,3874344,-.4358224868774414,9841609,-.1001377105712891,671376,.1175632476806641,1490476,.9433002471923828,2541882,15581,1.347829818725586,105313,1485403,-.2401599884033203,85480,-.1839284896850586,1865184,1031921,.0351047515869141,1661162,1738469760,1.107561111450195,749853,.4320526123046875,1892389,81323,-.2855339050292969,272411,-.112156867980957,92166,.7690410614013672,470361,.0425167083740234,4956292,.2756156921386719,565277,-.2069110870361328,356964,matched (3),1933354.6,.91892946,163951.27,324622.47
201105,722990,616,3377,2831089,05,0,0,0,1,0,0,0,0,0,0,0,2844134,1.885445594787598,197857,4.924291610717773,1294166,-.0179033279418945,173110,4006524,1053194,.2982254028320313,1125612,34004,15575750,.0937156677246094,737486,-.4569997787475586,144777,.2066307067871094,5407376,1155099,-.1423120498657227,1679527,.2514123916625977,1170424,1056134,.827056884765625,47279,.3427610397338867,39872,.4639625549316406,331042,1.448721885681152,24236,.2956361770629883,614799,262349,.2619972229003906,138843,.553919792175293,18345,-.6901178359985352,861645,-.372563362121582,1576396,333305,.5441417694091797,237587,1.707568168640137,2639852,-.3836536407470703,13614533,.3245201110839844,947909,.3449287414550781,2057370,.3223323822021484,2284263,7630,-.7139644622802734,73225,1601031,.0749616622924805,91754,.0708284378051758,1508359,1205185,.1552114486694336,1828887,1121855744,-.4380226135253906,975717,.2632951736450195,2148895,114079,.3384628295898438,354278,.2627696990966797,175760,.6455278396606445,546963,.1508808135986328,5886445,.1719942092895508,949909,.5190496444702148,166940,matched (3),1368046,.91892946,249753.63,375335.31
201106,722990,617,3377,2186778,06,0,0,0,0,1,0,0,0,0,0,0,1340690,-.7520742416381836,104226,-.6409835815429688,1099492,-.1630182266235352,87975,3493091,4063701,1.350266456604004,1198540,42172,16781712,.0745735168457031,650266,-.1258659362792969,108182,-.2913799285888672,3667918,1543488,.2898588180541992,1313116,-.2461090087890625,864673,382663,-1.015215873718262,31531,-.405095100402832,7065,-1.730521202087402,180438,-.6068582534790039,12217,-.6850109100341797,121276,145412,-.5901050567626953,171994,.214116096496582,17059,-.0726785659790039,1123178,.2650747299194336,915163,209392,-.4648494720458984,103307,-.8328285217285156,538499,-1.589692115783691,8802686,-.4360818862915039,444259,-.7578506469726563,1572269,-.2689085006713867,2367208,13356,.5598773956298828,48104,1486093,-.0744972229003906,127333,.3276948928833008,1161040,945664,-.2425012588500977,1385190,1149125504,.024017333984375,541362,-.5890846252441406,1477510,109205,-.0436649322509766,239281,-.3924427032470703,57974,-1.109125137329102,404648,-.3013629913330078,7000438,.1733207702636719,797348,-.175074577331543,124569,matched (3),4104844.3,.91892946,330462.28,433249.41
201107,722990,618,3377,2748258,07,0,0,0,0,0,1,0,0,0,0,0,2192662,.4919319152832031,198496,.6442079544067383,1215989,.1007099151611328,275063,4094892,2472850,-.4967231750488281,1041611,47976,17525924,.0433921813964844,578705,-.1165885925292969,135065,.2219419479370117,2894622,1425765,-.0793361663818359,1698847,.2575464248657227,1426980,827155,.7708377838134766,114517,1.289752006530762,19770,1.029012680053711,97163,-.6189975738525391,31791,.956355094909668,503277,265555,.6022510528564453,106623,-.4781599044799805,3892,-1.477754592895508,1502821,.2911815643310547,1090488,505705,.8817453384399414,118067,.1335468292236328,3432416,1.85223388671875,6697815,-.2732753753662109,915971,.7235774993896484,1676724,.0643224716186523,2811293,36263,.9988327026367188,70147,1314256,-.1228799819946289,273573,.7647619247436523,992532,1642371,.5520086288452148,2134593,639503232,-.5860633850097656,648708,.1808948516845703,1895023,76997,-.3494596481323242,286508,.1801280975341797,19591,-1.08492374420166,476175,.1627674102783203,6587629,-.0607795715332031,1054450,.2794837951660156,1227948,matched (3),3738707.5,.91892946,202137.98,345484.44
201108,722990,619,3377,2397018,08,0,0,0,0,0,0,1,0,0,0,0,476040,-1.527369499206543,295583,.3981800079345703,1080136,-.1184711456298828,148041,3913870,3119140,.2321863174438477,810425,71911,20795920,.1710758209228516,1024707,.5713691711425781,57080,-.861302375793457,3715038,698832,-.7130537033081055,1684364,-.0085611343383789,1271430,721180,-.1371040344238281,116197,.0145635604858398,1391,-2.6541428565979,99835,.0271291732788086,26501,-.1820011138916016,89715,417085,.4514684677124023,60556,-.5657310485839844,4446,.1330814361572266,1423822,-.0539989471435547,781751,254775,-.685572624206543,116960,-.0094203948974609,10275463,1.096494674682617,7769051,.1483669281005859,971722,.0590848922729492,1568877,-.0664815902709961,2442417,19608,-.6148605346679688,87055,1261323,-.0411100387573242,95418,-1.053300857543945,547358,1521061,-.0767326354980469,1283813,691546496,.0782375335693359,464006,-.3350849151611328,1721427,121571,.4567317962646484,269280,-.0620155334472656,16099,-.1963138580322266,750125,.4544544219970703,6340208,-.0382814407348633,960660,-.0931549072265625,569542,matched (3),3555024.8,.91892946,246912.66,373450.94
201109,722990,620,3377,1355391,09,0,0,0,0,0,0,0,1,0,0,0,383916,-.2150783538818359,30051,-2.286053657531738,1449264,.2939691543579102,166718,3250992,381249,-2.101860046386719,616520,30032,17285772,-.1848735809326172,740358,-.3250284194946289,88566,.4392938613891602,3123366,514432,-.3063468933105469,1588333,-.0587034225463867,867751,690565,-.0433778762817383,48438,-.8750019073486328,51679,3.615028858184815,16622,-1.792792320251465,12405,-.7590827941894531,72017,496774,.1748447418212891,107668,.5754833221435547,4256,-.043675422668457,1287179,-.1008920669555664,592047,889255,1.250002861022949,87632,-.2886857986450195,996365,-2.333400726318359,7720358,-.0062875747680664,664261,-.3803949356079102,645935,-.8874168395996094,3055838,17354,-.1221141815185547,214311,1200593,-.0493450164794922,139688,.3811445236206055,1860065,1133866,-.2937746047973633,1626567,616962880,-.1141204833984375,284256,-.4900226593017578,1198878,69924,-.5530900955200195,247134,-.0858211517333984,32800,.7116718292236328,535842,-.336400032043457,5330574,-.1734523773193359,590812,-.4861221313476563,242101,matched (3),1366710,.91892946,260084.59,382287.5
201110,722990,621,3377,2087458,10,0,0,0,0,0,0,0,0,1,0,0,487744,.2393665313720703,271832,2.202288627624512,1339282,-.0789222717285156,204158,3907791,578944,.4177532196044922,600369,8214,15887565,-.0843467712402344,733929,-.0087213516235352,84007,-.0528478622436523,3351446,521600,.0138378143310547,1730894,.0859527587890625,805472,815726,.1665678024291992,51478,.0608692169189453,81318,.4533157348632813,35982,.7722921371459961,29001,.8492307662963867,85909,176186,-1.036595344543457,174039,.4802274703979492,2978,-.3570775985717773,1082301,-.1733636856079102,551196,832035,-.0665092468261719,83915,-.0433416366577148,606016,-.4972066879272461,9932216,.251922607421875,671334,.0105915069580078,673432,.0416879653930664,2916853,7186,-.881688117980957,296784,1002772,-.1800479888916016,342606,.8971691131591797,1256059,1603680,.3466672897338867,1679794,739313920,.1809139251708984,404534,.3528604507446289,911529,114966,.497227668762207,440492,.5779619216918945,26862,-.1997156143188477,582998,.0843439102172852,3872932,-.3194475173950195,811748,.3176918029785156,602882,matched (3),2302186.3,.91892946,163390.55,324339.63
201111,722990,622,3377,3026314,11,0,0,0,0,0,0,0,0,0,1,0,3862218,2.069206237792969,855,-5.761837959289551,1512990,.1219539642333984,97994,4577326,1903021,1.18999195098877,1156903,22911,15634372,-.0160655975341797,827065,.119471549987793,115830,.321223258972168,4120387,461312,-.1228265762329102,1704830,-.015172004699707,741453,733813,-.1058244705200195,101392,.6778402328491211,93496,.1395511627197266,25018,-.3634233474731445,5753,-1.617609024047852,141538,163526,-.0745677947998047,135736,-.2485675811767578,1951,-.4229097366333008,854404,-.2364406585693359,574539,216960,-1.344161987304688,155029,.6138076782226563,2759278,1.515817642211914,10060018,.0127849578857422,690153,.0276470184326172,817577,.1939582824707031,2862659,22087,1.122854232788086,45742,1311936,.2687358856201172,224378,-.423248291015625,3459030,2295192,.358515739440918,1860236,753095872,.0184688568115234,648651,.4721593856811523,1803918,91788,-.2251548767089844,203733,-.7710819244384766,32365,.1863651275634766,939946,.4776382446289063,3975256,.0260772705078125,1012755,.2212400436401367,216602,matched (3),3060755.8,.91892946,188626.36,337756.78
201112,722990,623,3377,2073375,12,0,0,0,0,0,0,0,0,0,0,1,1421667,-.9994115829467773,185893,5.38182544708252,943552,-.4721908569335938,9593,2204584,1037721,-.6064157485961914,757027,12100,14920519,-.0467338562011719,808914,-.022191047668457,57717,-.6965713500976563,2908460,501338,.0832061767578125,1269389,-.2949295043945313,629913,287908,-.935612678527832,55107,-.6097173690795898,63879,-.3809280395507813,31043,.2157773971557617,24411,1.4453125,98381,365379,.8039627075195313,130986,-.0356216430664063,3275,.5179758071899414,1093336,.2465848922729492,332225,116028,-.6258811950683594,96414,-.4749603271484375,963907,-1.051729202270508,6682844,-.4090242385864258,396654,-.5538492202758789,422120,-.6610555648803711,2908829,10620,-.7322502136230469,140293,1623323,.2129716873168945,169737,-.2790822982788086,917838,2680195,.1550731658935547,1389449,718137472,-.0475311279296875,439348,-.3896036148071289,1756129,90830,-.0104913711547852,233846,.137852668762207,132975,1.413083076477051,667635,-.3420801162719727,3797555,-.0457315444946289,804087,-.2307224273681641,15813,matched (3),1778587.9,.91892946,172092.69,328809.41
