period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1316c300,growth1316c300,Y1467c208,growth1467c208,Y1514c826,growth1514c826,Y1684c251,growth1684c251,Y1747c208,growth1747c208,Y1764c300,growth1764c300,Y1803c251,growth1803c251,Y1808c300,growth1808c300,Y1818c251,growth1818c251,Y191c381,Y2000c348,growth2000c348,Y2121c300,growth2121c300,Y2150c246,growth2150c246,Y2217c620,growth2217c620,Y2308c381,Y2310c792,growth2310c792,Y2518c620,growth2518c620,Y2563c251,growth2563c251,Y2570c124,growth2570c124,Y2614c32,Y2643c251,growth2643c251,Y2654c620,growth2654c620,Y2799c792,growth2799c792,Y2963c251,growth2963c251,Y2972c352,growth2972c352,Y3013c752,growth3013c752,Y3120c268,growth3120c268,Y3134c251,growth3134c251,Y3372c757,growth3372c757,Y3433c620,growth3433c620,Y3462c620,growth3462c620,Y3594c352,growth3594c352,Y3721c381,Y3827c705,growth3827c705,Y3827c826,growth3827c826,Y3852c792,growth3852c792,Y3901c616,growth3901c616,Y404c208,growth404c208,Y4067c381,Y4085c300,growth4085c300,Y4152c372,Y4206c300,growth4206c300,Y4340c792,growth4340c792,Y4352c68,growth4352c68,Y4755c246,growth4755c246,Y4802c688,growth4802c688,Y4927c752,growth4927c752,Y4941c191,growth4941c191,Y4954c352,growth4954c352,Y872c705,growth872c705,_merge,x,r2,s,sf
201205,901480,628,4733,4318785,05,0,0,0,1,0,0,0,0,0,0,0,2561023,2.019717216491699,15296,1.120555877685547,2142148,.0221595764160156,14766947,-.0384273529052734,74662,.7113943099975586,1096452,.0912151336669922,483168,.5583162307739258,112249,.3869123458862305,1951051,.7068662643432617,9400222,126931,-.1327657699584961,1806638,.0487556457519531,6433788,.1793460845947266,336913,-.3009958267211914,316323,567642,1.269366264343262,178711,-.0817022323608398,1919079,-.3905410766601563,922828,.9308767318725586,213271,2756119,.0679283142089844,363232,.1627721786499023,19847,3.675218105316162,29184344,.0148086547851563,171809,.8652000427246094,149030,.3623571395874023,105783,.8096694946289063,4005106,.1101760864257813,2956123,.2671709060668945,1027482,-.0041275024414063,6037627,.0531034469604492,185316,.7895689010620117,760153,242397,.2892551422119141,19333792,-.0763931274414063,8624827,.1430253982543945,2513489,.1668672561645508,657738,.0915651321411133,8512115,102645,.2505884170532227,23933,8302210,.1093158721923828,1589550,.2987422943115234,85826,.1817712783813477,6411573,.1083459854125977,71078,.0413484573364258,128951,.2826519012451172,542619,.1273298263549805,704494,.3958606719970703,350563,.0812664031982422,matched (3),4634043.5,.89506137,503494.13,1173831.4
201206,901480,629,4733,1509351,06,0,0,0,0,1,0,0,0,0,0,0,1958064,-.2684507369995117,6726,-.8216104507446289,1797886,-.175196647644043,15020002,.0169906616210938,44342,-.5210390090942383,1003082,-.0890016555786133,303405,-.4652957916259766,154358,.3185548782348633,1367451,-.3554201126098633,8206785,90926,-.3335981369018555,1776187,-.0169992446899414,5536041,-.1502838134765625,242533,-.3286867141723633,304244,198815,-1.049116134643555,68382,-.9606599807739258,2226108,.1484098434448242,667335,-.3241510391235352,89318,2539596,-.0818185806274414,331789,-.0905427932739258,7178,-1.017032623291016,30905624,.0573062896728516,22277,-2.042829513549805,113147,-.2754602432250977,45249,-.8492097854614258,2880066,-.3297567367553711,2235086,-.2795991897583008,776382,-.2802219390869141,4956125,-.1973867416381836,173213,-.067540168762207,644876,175622,-.3222436904907227,16517402,-.157440185546875,6848726,-.2305822372436523,2963484,.1646938323974609,653594,-.0063199996948242,8228242,76196,-.2979679107666016,1058,6296194,-.2765769958496094,845866,-.6308450698852539,75807,-.1241312026977539,6827522,.0628566741943359,58999,-.1862573623657227,93607,-.3203277587890625,520160,-.0422706604003906,365923,-.6550569534301758,331795,-.055023193359375,matched (3),1517888.5,.89506137,578565.06,1207936.8
201207,901480,630,4733,2250231,07,0,0,0,0,0,1,0,0,0,0,0,3639012,.619755744934082,13377,.687556266784668,2492751,.3267745971679688,14261552,-.0518150329589844,56703,.2458944320678711,827512,-.1924095153808594,71579,-1.444266319274902,197084,.2443552017211914,1614265,.1659317016601563,7961273,159287,.5606622695922852,1792580,.0091867446899414,5840330,.0535068511962891,325275,.2935333251953125,256220,335668,.523747444152832,147105,.7660369873046875,1871025,-.1737689971923828,1873516,1.032280921936035,219034,3195633,.2297801971435547,275366,-.1863985061645508,39364,1.701831817626953,30993810,.0028495788574219,22339,.0027799606323242,120309,.061375617980957,58257,.2526845932006836,3144434,.0878210067749023,2546925,.1306076049804688,654542,-.1707086563110352,5801002,.1574068069458008,146025,-.1707448959350586,705704,120219,-.3790187835693359,18849492,.1320724487304688,6563527,-.0425348281860352,2068129,-.3597211837768555,510990,-.2461366653442383,8813021,155098,.7107486724853516,1947,7837180,.2189340591430664,1473490,.555027961730957,262173,1.240814208984375,4865926,-.3387041091918945,47305,-.2209053039550781,48534,-.6568403244018555,570331,.0920801162719727,675693,.613316535949707,333669,.0056324005126953,matched (3),855913.5,.89506137,667873.13,1253167.3
201208,901480,631,4733,1518904,08,0,0,0,0,0,0,1,0,0,0,0,409944,-2.183446884155273,15054,.1181068420410156,2221523,-.1151933670043945,10789203,-.279022216796875,13528,-1.433065414428711,582850,-.3504934310913086,76409,.0652980804443359,43772,-1.504635810852051,1381174,-.1559467315673828,4705837,125823,-.2358312606811523,1594628,-.1170148849487305,6818512,.1548547744750977,155295,-.739344596862793,28049,153790,-.7805347442626953,81869,-.5860261917114258,1439156,-.2624292373657227,155403,-2.489550590515137,211879,1333831,-.8737297058105469,238267,-.1447086334228516,109797,1.02578067779541,28485392,-.0843963623046875,11802,-.6380653381347656,102511,-.1600933074951172,52757,-.0991678237915039,3447894,.0921297073364258,2208825,-.1424264907836914,528443,-.2140007019042969,3810263,-.4203329086303711,54806,-.9799776077270508,505771,85389,-.342097282409668,16293328,-.1457309722900391,4993233,-.2734441757202148,1858170,-.1070528030395508,470344,-.0828857421875,4160361,60710,-.9379491806030273,24223,6505920,-.1861667633056641,977007,-.4108953475952148,75033,-1.251076698303223,5315297,.0883312225341797,44495,-.0612392425537109,72825,.4057941436767578,401694,-.3505258560180664,459753,-.3850498199462891,310782,-.0710582733154297,matched (3),1711020.9,.89506137,610842.88,1223725
201209,901480,632,4733,1998041,09,0,0,0,0,0,0,0,1,0,0,0,1576398,1.346877098083496,406622,3.296239852905273,3034263,.3117752075195313,14206185,.2751331329345703,43057,1.157763481140137,1004810,.5446233749389648,477682,1.832844734191895,195706,1.49761962890625,1836877,.2851333618164063,10417248,235305,.6260061264038086,1500569,-.0607967376708984,7841054,.1397314071655273,371252,.8715543746948242,374840,282324,.6074676513671875,149469,.6019687652587891,2005507,.3318405151367188,500669,1.169922828674316,15602,3046123,.8258142471313477,297360,.2215518951416016,93465,-.161046028137207,31137254,.0890140533447266,18720,.4613237380981445,249435,.8892278671264648,116483,.792048454284668,3778691,.09161376953125,2546633,.1423110961914063,867210,.4953460693359375,5072096,.2860555648803711,56925,.0379343032836914,624943,305603,1.275069236755371,20712236,.2399692535400391,6911430,.3250923156738281,2362474,.240117073059082,515648,.0919599533081055,5833953,137915,.8205289840698242,582,8786967,.3005571365356445,2864717,1.07573127746582,66819,-.1159400939941406,5811158,.0891914367675781,190673,1.455183982849121,115750,.463374137878418,422655,.0508651733398438,691009,.4074640274047852,487172,.4495258331298828,matched (3),1502261.4,.89506137,572012.69,1204812.1
201210,901480,633,4733,1631610,10,0,0,0,0,0,0,0,0,1,0,0,2406106,.4228677749633789,35160,-2.44797420501709,2876879,-.0532627105712891,15486298,.0862770080566406,86848,.701634407043457,1096562,.0873813629150391,400365,-.1765680313110352,241161,.2088508605957031,3426563,.6234912872314453,7319853,216264,-.0843830108642578,2013993,.2942752838134766,7173247,-.089015007019043,341683,-.0829973220825195,286998,441172,.4463796615600586,166364,.1070890426635742,1572747,-.2430734634399414,1114628,.8003311157226563,384935,2560575,-.1736383438110352,515749,.5506763458251953,384620,1.414669036865234,35808628,.1397838592529297,14220,-.2749433517456055,156596,-.4655284881591797,170247,.3795051574707031,5146799,.3089971542358398,2519834,-.0105791091918945,756924,-.1360187530517578,5676413,.1125659942626953,270537,1.558674812316895,845412,227584,-.2947673797607422,17581056,-.1639022827148438,7128566,.0309343338012695,3072317,.2627229690551758,814702,.4573984146118164,7632773,135838,-.0151739120483398,13148,10756173,.2022104263305664,2878363,.0047521591186523,146139,.7825708389282227,6674825,.1385631561279297,97550,-.6701955795288086,64377,-.5866765975952148,416682,-.0142326354980469,1878527,1.000089645385742,509405,.0446262359619141,matched (3),1564920.9,.89506137,516704.25,1179558
201211,901480,634,4733,829111,11,0,0,0,0,0,0,0,0,0,1,0,1531548,-.4517307281494141,29902,-.1619844436645508,2750526,-.0449132919311523,12554699,-.2098598480224609,26862,-1.173446655273438,1200021,.0901594161987305,75326,-1.670551300048828,151858,-.4625186920166016,3641407,.0608119964599609,6991799,143532,-.4099416732788086,1646807,-.2012805938720703,6497087,-.099003791809082,283908,-.1852340698242188,191432,143757,-1.121311187744141,187825,.1213321685791016,1558153,-.0093231201171875,868552,-.2494487762451172,88130,2522344,-.0150432586669922,396557,-.2628002166748047,91541,-1.435468673706055,28713760,-.2208118438720703,15478,.0847702026367188,109667,-.3562211990356445,165381,-.0289983749389648,3907588,-.2754545211791992,2242888,-.1164283752441406,362554,-.736088752746582,5287254,-.0710210800170898,191903,-.343419075012207,535505,410841,.5906867980957031,9941805,-.5700740814208984,7026008,-.0144920349121094,2076667,-.391667366027832,609702,-.2898521423339844,7783158,109461,-.2158946990966797,3741,10010535,-.0718421936035156,2319663,-.2157993316650391,83505,-.5596523284912109,6119046,-.0869369506835938,52709,-.6155786514282227,70131,.0856084823608398,358291,-.1509780883789063,1556160,-.1882667541503906,483118,-.0529823303222656,matched (3),1068685.4,.89506137,590956.19,1213920.5
201212,901480,635,4733,1700152,12,0,0,0,0,0,0,0,0,0,0,1,1177353,-.2630109786987305,23723,-.2314796447753906,2340491,-.1614313125610352,10436744,-.1847629547119141,48158,.5837745666503906,903103,-.2842578887939453,189703,.9236345291137695,116754,-.2628765106201172,1766584,-.7233219146728516,6531281,178040,.2154502868652344,1780926,.0782947540283203,6388311,-.0168848037719727,226446,-.2261428833007813,151032,263343,.6053333282470703,86724,-.7727794647216797,1987637,.2434453964233398,803183,-.0782442092895508,125872,1311035,-.6543712615966797,217740,-.5995187759399414,67762,-.300786018371582,29114328,.0138530731201172,19932,.2529067993164063,120184,.0915756225585938,104800,-.4561986923217773,3126556,-.2229881286621094,1368847,-.4937953948974609,765682,.7475929260253906,3778726,-.335911750793457,102433,-.6277809143066406,678383,300224,-.3136777877807617,14052578,.3460578918457031,7468530,.0610799789428711,2378498,.1357049942016602,580153,-.049677848815918,4210799,109048,-.0037803649902344,3130,11847935,.1685161590576172,2394124,.0315952301025391,60036,-.3299617767333984,6227621,.0175876617431641,81952,.4413471221923828,93374,.2862482070922852,297065,-.1873941421508789,1110378,-.3375205993652344,474220,-.018589973449707,matched (3),1303113.8,.89506137,679136.63,1259206.3
201301,901480,636,4733,2844481,01,0,0,0,0,0,0,0,0,0,0,0,1554551,.277918815612793,19068,-.2184333801269531,2689637,.1390447616577148,15270357,.3805809020996094,59344,.2088632583618164,934646,.0343313217163086,451247,.8665542602539063,126228,.0780200958251953,2354594,.2873201370239258,8320720,181682,.0202493667602539,1954314,.0929059982299805,7046532,.0980663299560547,307423,.3057174682617188,235118,534697,.7082433700561523,144600,.5112400054931641,2250097,.1240272521972656,1122497,.3347282409667969,178703,3217477,.8977804183959961,517425,.8655633926391602,94608,.3337411880493164,33475368,.1395797729492188,45976,.8357934951782227,211747,.5663681030273438,29192,-1.278159141540527,3774722,.1883945465087891,2067726,.412480354309082,774756,.0117816925048828,3984287,.0529718399047852,106374,.0377521514892578,780883,326579,.0841436386108398,17115806,.1971969604492188,6146557,-.1948060989379883,3026935,.2410812377929688,838473,.3682899475097656,8824428,131756,.1891632080078125,2337,12570832,.0592250823974609,1748324,-.3143596649169922,135215,.8119211196899414,6508082,.0440511703491211,107138,.2679843902587891,129144,.324315071105957,296805,-.0008754730224609,554885,-.693695068359375,387944,-.200810432434082,matched (3),1565831.6,.89506137,574540.94,1206014.5
201302,901480,637,4733,2031169,02,1,0,0,0,0,0,0,0,0,0,0,1487698,-.0439567565917969,120578,1.844285011291504,2745921,.0207109451293945,14885626,-.0255165100097656,40064,-.3928728103637695,948549,.014765739440918,190900,-.860264778137207,194029,.4299182891845703,1899409,-.2148256301879883,8606135,190324,.0464696884155273,1736160,-.1183633804321289,5156873,-.3122053146362305,105424,-1.070234298706055,184568,671115,.2272396087646484,345762,.8717794418334961,2009741,-.1129674911499023,621839,-.5906295776367188,13334,2589509,-.2171287536621094,295239,-.5610799789428711,20926,-1.508749961853027,30605804,-.0896205902099609,69493,.4131059646606445,122304,-.5488824844360352,38714,.2823066711425781,4104553,.083770751953125,2682224,.2601966857910156,503014,-.4319305419921875,4141119,.0386075973510742,43431,-.8957881927490234,893730,172634,-.6374979019165039,14277902,-.1812896728515625,9363343,.4209098815917969,2382730,-.2393035888671875,646682,-.2597274780273438,6477659,147271,.111323356628418,11236,10142188,-.2146759033203125,1122934,-.4427127838134766,89975,-.4073333740234375,6348708,-.0247936248779297,100525,-.0637111663818359,83054,-.441436767578125,327943,.0997638702392578,659082,.1720876693725586,332419,-.1544647216796875,matched (3),1286891.4,.89506137,596250.94,1216506.9
201303,901480,638,4733,1693352,03,0,1,0,0,0,0,0,0,0,0,0,2270621,.4228229522705078,15959,-2.022274017333984,2346788,-.157069206237793,15801988,.0597381591796875,45063,.1175832748413086,1074824,.1249790191650391,86651,-.789860725402832,99186,-.6710109710693359,5021774,.9722404479980469,9223277,201522,.0571708679199219,1208050,-.3626680374145508,5713523,.1025056838989258,278786,.9724540710449219,161194,794525,.1688041687011719,81113,-1.449907302856445,1671526,-.1842689514160156,789085,.2381925582885742,67393,2615409,.0099515914916992,443730,.4074316024780273,10344,-.7045860290527344,27119262,-.1209449768066406,43141,-.4767522811889648,111662,-.0910329818725586,74396,.6532011032104492,3396205,-.1894388198852539,2214626,-.1915626525878906,573613,.1313371658325195,5910999,.3558483123779297,121853,1.031641960144043,822812,243391,.3434953689575195,20808454,.3766460418701172,9218467,-.015594482421875,2429454,.0194196701049805,606508,-.0641365051269531,5386062,268136,.5992193222045898,1173,10140683,-.0001468658447266,1765184,.4523096084594727,45677,-.6779375076293945,6317025,-.0050029754638672,89951,-.1111412048339844,189779,.8263692855834961,416876,.2399492263793945,742190,.1187572479248047,359652,.0787410736083984,matched (3),2703179,.89506137,655329.69,1246527.5
201304,901480,639,4733,1680242,04,0,0,1,0,0,0,0,0,0,0,0,937559,-.8845291137695313,9887,-.4788017272949219,2790366,.1731252670288086,16138439,.0210685729980469,38205,-.1650943756103516,1043502,-.0295743942260742,259294,1.096074104309082,65878,-.4091920852661133,3788427,-.2818317413330078,8432290,147805,-.3100042343139648,1616387,.2911853790283203,4869038,-.1599397659301758,122819,-.819732666015625,240289,341204,-.8452634811401367,42322,-.6505365371704102,2618284,.4487819671630859,1071915,.3063278198242188,83955,2507499,-.0421342849731445,538626,.1938047409057617,5935,-.5555391311645508,26798796,-.0118885040283203,45694,.0574932098388672,220876,.6821250915527344,85343,.1372766494750977,3765710,.1032781600952148,2343184,.056427001953125,640788,.110743522644043,5859633,-.00872802734375,147349,.1899890899658203,874611,157248,-.4368457794189453,20580466,-.011016845703125,6400819,-.3647823333740234,2173426,-.1113624572753906,579053,-.0463247299194336,5187317,105243,-.9352226257324219,0,9170675,-.1005458831787109,1473696,-.18048095703125,109721,.8763456344604492,5980075,-.0548152923583984,80749,-.1079196929931641,97944,-.6614646911621094,526653,.2337532043457031,608334,-.1988811492919922,367869,.0225896835327148,matched (3),672988.56,.89506137,637496.44,1237245.1
201305,901480,640,4733,1706695,05,0,0,0,1,0,0,0,0,0,0,0,1968152,.7415704727172852,20304,.7195968627929688,2273080,-.2050371170043945,16244364,.0065422058105469,35908,-.062006950378418,1044406,.0008659362792969,554150,.7594728469848633,125923,.6478662490844727,1757386,-.7681236267089844,9763308,181025,.2027406692504883,1671478,.0335149765014648,4923559,.0111351013183594,248191,.7034873962402344,146541,365326,.0683088302612305,326948,2.04449462890625,1873484,-.3347187042236328,1113380,.0379533767700195,191904,2502203,-.0021142959594727,704276,.2681493759155273,65105,2.395133972167969,30836312,.1403369903564453,21225,-.7667865753173828,249855,.1232786178588867,175371,.7202253341674805,3931144,.0429935455322266,2147439,-.0872344970703125,554496,-.1446390151977539,6174409,.0523262023925781,242411,.4978303909301758,679932,215524,.3152484893798828,22406444,.0850067138671875,8577652,.2927350997924805,2638892,.1940546035766602,681399,.1627540588378906,7413501,153333,.3763408660888672,13532,8948282,-.0245494842529297,2132364,.3694572448730469,92136,-.1746749877929688,6707432,.1147832870483398,117087,.3715715408325195,129773,.2813911437988281,469834,-.1141624450683594,694049,.1318187713623047,378334,.028050422668457,matched (3),1984942.8,.89506137,463072.69,1157069.6
201306,901480,641,4733,1689496,06,0,0,0,0,1,0,0,0,0,0,0,1087469,-.5932416915893555,14178,-.3591270446777344,2114542,-.0722970962524414,15010111,-.0790214538574219,35017,-.0251264572143555,973228,-.0705852508544922,169822,-1.182684898376465,140248,.1077413558959961,2027822,.1431350708007813,9723129,169761,-.0642433166503906,1053061,-.4620075225830078,4371102,-.1190166473388672,102573,-.8836240768432617,231335,140950,-.9523849487304688,212551,-.4306192398071289,2176950,.1501245498657227,607326,-.6060895919799805,68843,2748284,.0938053131103516,629304,-.1125564575195313,26354,-.9043807983398438,30741384,-.0030841827392578,86093,1.400247573852539,258423,.033717155456543,52869,-1.199087142944336,3881140,-.0128011703491211,2636666,.2052392959594727,397048,-.3340024948120117,5840800,-.0555448532104492,209794,-.1445083618164063,562801,230282,.0662326812744141,21946216,-.0207538604736328,7510880,-.132807731628418,2968495,.1176958084106445,556154,-.2031021118164063,8075796,114637,-.2908420562744141,2473,10578342,.1673469543457031,1737341,-.2048749923706055,65684,-.3384103775024414,6517408,-.0287399291992188,92804,-.2324275970458984,55443,-.8504314422607422,421333,-.1089563369750977,497423,-.3331022262573242,340077,-.1066055297851563,matched (3),1377641.1,.89506137,499180.34,1171987.5
201307,901480,642,4733,1706383,07,0,0,0,0,0,1,0,0,0,0,0,1708074,.4515132904052734,76047,1.679660797119141,2841736,.2955760955810547,15167646,.0104408264160156,41464,.1689920425415039,662637,-.3843917846679688,324122,.6463689804077148,226947,.4813041687011719,919720,-.7906484603881836,7684212,262200,.4347162246704102,1351797,.2497339248657227,3960951,-.0985307693481445,245155,.8713159561157227,197848,573219,1.402862548828125,127097,-.5142316818237305,2263062,.0387935638427734,729238,.1829347610473633,257876,3127336,.1292047500610352,650705,.033442497253418,19462,-.303156852722168,32743296,.0630893707275391,26746,-1.169042587280273,149792,-.5453500747680664,127379,.8793497085571289,3751893,-.0338687896728516,2982017,.1230850219726563,762960,.6531486511230469,5395677,-.0792703628540039,321681,.427433967590332,973414,199535,-.143315315246582,22153714,.0094089508056641,7678298,.0220451354980469,1763311,-.5208616256713867,496229,-.1140079498291016,9898682,103371,-.1034460067749023,216763,12076738,.1324729919433594,2342282,.2987699508666992,161722,.9010238647460938,6010234,-.0810127258300781,72700,-.2441482543945313,150849,1.000924110412598,495197,.1615324020385742,642255,.2555446624755859,388280,.1325550079345703,matched (3),2353167.8,.89506137,606432.69,1221529.5
201308,901480,643,4733,1934462,08,0,0,0,0,0,0,1,0,0,0,0,258708,-1.887421607971191,639,-4.779202461242676,2409363,-.1650524139404297,12513743,-.1923370361328125,47943,.1451873779296875,827893,.2226572036743164,50791,-1.853401184082031,92623,-.89617919921875,760840,-.1896467208862305,4404505,153609,-.5346975326538086,1167871,-.1462526321411133,4969754,.2268857955932617,289065,.1647605895996094,117168,291081,-.6776657104492188,59828,-.7534761428833008,1789543,-.2347583770751953,866255,.1721782684326172,229277,1464353,-.7587680816650391,276189,-.8569707870483398,84446,1.467648506164551,25419984,-.2531623840332031,65728,.899139404296875,183351,.2021551132202148,84080,-.4153976440429688,4250389,.1247501373291016,1858380,-.4728946685791016,738580,-.0324764251708984,3719964,-.3718833923339844,71045,-1.510246276855469,420623,230710,.145172119140625,21495048,-.030181884765625,7971633,.0374917984008789,1870504,.0590143203735352,570640,.1397209167480469,3561064,74061,-.33343505859375,221268,9956032,-.1931018829345703,1405529,-.5107126235961914,106910,-.4138917922973633,6924820,.1416482925415039,83279,.1358547210693359,107809,-.3359184265136719,306470,-.4798355102539063,535586,-.1816244125366211,320751,-.1910619735717773,matched (3),2233536.5,.89506137,601941.13,1219305.9
201309,901480,644,4733,2464278,09,0,0,0,0,0,0,0,1,0,0,0,2031165,2.060665130615234,9050,2.650615692138672,2832277,.1617183685302734,17611032,.3416976928710938,28818,-.5090122222900391,867433,.0466537475585938,286235,1.729094505310059,95118,.026580810546875,874481,.1392078399658203,5622284,173427,.1213464736938477,1308865,.113978385925293,5906957,.1727609634399414,138207,-.7378988265991211,216531,599635,.7227191925048828,197772,1.195640563964844,1979468,.1008682250976563,510457,-.5288724899291992,99261,2849197,.665623664855957,464428,.5197210311889648,196932,.8467464447021484,32228546,.2373161315917969,25031,-.9654092788696289,192595,.0491867065429688,49129,-.5373191833496094,4024943,-.054499626159668,2131957,.1373348236083984,1130478,.4256668090820313,6544079,.5648460388183594,79936,.1179122924804688,670537,258188,.1125259399414063,17885144,-.1838531494140625,25036798,1.144457817077637,2713688,.372100830078125,622284,.0866384506225586,7613566,121774,.4972772598266602,2739,13089236,.2736110687255859,2880296,.7174797058105469,110308,.0312891006469727,6854799,-.0101633071899414,68632,-.1934375762939453,297200,1.014043807983398,351551,.1372346878051758,947119,.570063591003418,371294,.1463298797607422,matched (3),2918628.5,.89506137,653676.94,1245659.4
201310,901480,645,4733,2609564,10,0,0,0,0,0,0,0,0,1,0,0,2308782,.1281099319458008,26070,1.05802059173584,3115971,.0954599380493164,17296412,-.0180263519287109,65994,.8285627365112305,909767,.0476503372192383,346768,.1918430328369141,198391,.7351217269897461,1045185,.1783180236816406,13837322,209396,.1884708404541016,1724371,.2757015228271484,5933164,.0044269561767578,460318,1.203165054321289,342705,597325,-.0038595199584961,219430,.1039190292358398,1743070,-.1271800994873047,739349,.3704633712768555,311854,3170311,.1067924499511719,601883,.2592563629150391,75198,-.9627342224121094,33724632,.0453758239746094,16098,-.4414205551147461,193421,.0042800903320313,126468,.9455394744873047,6185413,.429682731628418,3036621,.3537054061889648,1151559,.0184755325317383,6545201,.0001716613769531,131531,.498016357421875,926451,221167,-.1547698974609375,12189625,-.3833847045898438,8956828,-1.027931213378906,3336059,.20648193359375,622320,.0000572204589844,8226615,175028,.3627796173095703,8064,17064384,.2652034759521484,1643356,-.561152458190918,130621,.1690235137939453,8328946,.1947879791259766,143792,.7396097183227539,309536,.0406694412231445,373533,.0606517791748047,1795384,.6395492553710938,410024,.0992212295532227,matched (3),3497767.3,.89506137,683551.94,1261593
201311,901480,646,4733,2020363,11,0,0,0,0,0,0,0,0,0,1,0,958447,-.8791608810424805,11766,-.7955713272094727,3129462,.0043201446533203,14780699,-.1571769714355469,38456,-.5400485992431641,658525,-.323185920715332,228890,-.4154148101806641,182629,-.0827827453613281,1130863,.0787878036499023,7369704,236052,.1198244094848633,1811689,.0493974685668945,5079898,-.1552667617797852,135164,-1.225428581237793,248307,506643,-.1646547317504883,263729,.1838884353637695,1729543,-.0077905654907227,649103,-.1301784515380859,62346,2589295,-.2024440765380859,361823,-.5089082717895508,77112,.0251350402832031,29525668,-.1329669952392578,13215,-.1973419189453125,173518,-.1085882186889648,104639,-.1894731521606445,3844986,-.4754238128662109,2326123,-.2665424346923828,966607,-.175079345703125,5326752,-.2059898376464844,81297,-.4811334609985352,444044,231496,.0456447601318359,19063132,.4471721649169922,6774047,-.2793178558349609,2353779,-.3487682342529297,514183,-.1908750534057617,5676000,148705,-.1629819869995117,2220,13771905,-.2143630981445313,2071013,.231297492980957,74790,-.5576152801513672,8151801,-.0214977264404297,43716,-1.190653800964356,404166,.2667512893676758,304862,-.2031478881835938,1106672,-.483860969543457,392788,-.0429458618164063,matched (3),504710.91,.89506137,734039.5,1289646.4
201312,901480,647,4733,1455842,12,0,0,0,0,0,0,0,0,0,0,1,1691123,.5678339004516602,370,-3.459466457366943,2801528,-.1106958389282227,12036144,-.2054080963134766,28806,-.2889308929443359,1178442,.5819463729858398,285954,.2225894927978516,119100,-.4274940490722656,1129796,-.0009441375732422,6419026,200619,-.1626443862915039,1445561,-.2257623672485352,5027806,-.0103073120117188,87547,-.4343128204345703,105921,453605,-.1105794906616211,257738,-.0229787826538086,2097279,.1927833557128906,421457,-.4318733215332031,172239,1773885,-.3782138824462891,332257,-.0852460861206055,22187,-1.245752334594727,29866562,.0114784240722656,12302,-.0715913772583008,159522,-.0840988159179688,91476,-.1344394683837891,3578138,-.0719270706176758,1732815,-.2944555282592773,514643,-.6303186416625977,5144285,-.034855842590332,34690,-.8516578674316406,599892,193304,-.1802988052368164,18163476,-.0483436584472656,5405880,-.225611686706543,2275010,-.0340375900268555,523271,.0175199508666992,5386900,127931,-.1504735946655273,5619,19616486,.3537406921386719,2034471,-.0178022384643555,83240,.1070432662963867,6563099,-.2167758941650391,27047,-.480137825012207,305431,-.2801017761230469,372769,.2011003494262695,1296000,.1579246520996094,347972,-.1211481094360352,matched (3),1628533.1,.89506137,643724.5,1240465.6
201401,901480,648,4733,3215723,01,0,0,0,0,0,0,0,0,0,0,0,1049945,-.4766550064086914,7921,3.063769817352295,2152002,-.2637662887573242,19444336,.4796409606933594,100884,1.253387451171875,901999,-.2673349380493164,359173,.2279729843139648,160288,.2970094680786133,1115495,-.0127391815185547,8811633,237874,.1703338623046875,1488413,.0292129516601563,5830747,.1481609344482422,335605,1.343758583068848,552448,231986,-.6705503463745117,324982,.2318267822265625,2367292,.1211061477661133,453871,.0740947723388672,324155,2585590,.3767814636230469,331178,-.0032529830932617,36904,.5088129043579102,33317044,.1093292236328125,34133,1.020503044128418,218466,.314448356628418,71764,-.2426939010620117,4064693,.1274957656860352,3390973,.6713695526123047,544808,.0569601058959961,5953032,.1460142135620117,94022,.9970779418945313,877830,227459,.1627063751220703,24159228,.2852535247802734,7053398,.2660226821899414,3483736,.4261207580566406,559297,.0665817260742188,5943005,291247,.8226814270019531,7438,14708104,-.2879714965820313,2512767,.2111492156982422,123996,.3985214233398438,7622905,.1496944427490234,14843,-.6000480651855469,568349,.6210117340087891,319516,-.1541519165039063,524371,-.9048385620117188,359166,.0316629409790039,matched (3),3305565.8,.89506137,698096.31,1269532.3
