period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1007c703,growth1007c703,Y1015c124,growth1015c124,Y1206c124,growth1206c124,Y1276c440,growth1276c440,Y1321c620,growth1321c620,Y1470c484,growth1470c484,Y1618c152,growth1618c152,Y1653c124,growth1653c124,Y1674c124,growth1674c124,Y1787c484,growth1787c484,Y1829c251,growth1829c251,Y2028c32,Y2124c428,growth2124c428,Y242c616,Y243c124,growth243c124,Y251c246,growth251c246,Y2627c620,growth2627c620,Y266c124,growth266c124,Y2857c344,Y2865c344,Y3041c152,growth3041c152,Y3083c826,growth3083c826,Y3142c792,growth3142c792,Y3294c792,growth3294c792,Y330c440,growth330c440,Y3377c124,growth3377c124,Y3788c152,growth3788c152,Y3858c586,growth3858c586,Y396c208,growth396c208,Y3998c152,Y4066c300,Y4175c484,growth4175c484,Y4183c36,Y4363c152,growth4363c152,Y4682c300,growth4682c300,Y4688c484,growth4688c484,Y4924c752,growth4924c752,Y4966c124,growth4966c124,Y4981c124,growth4981c124,Y4986c203,Y5004c222,growth5004c222,Y536c705,growth536c705,Y54c428,growth54c428,Y564c372,growth564c372,Y583c752,growth583c752,Y588c208,growth588c208,Y639c376,Y660c233,Y841c381,Y987c124,_merge,x,r2,s,sf
201111,293100,622,1276,15956240,11,0,0,0,0,0,0,0,0,0,1,0,7157541,.7099933624267578,3903734,-.1655349731445313,291995,-.4073801040649414,27094,.8622837066650391,20630,-.2138519287109375,1794348,.6093196868896484,8999550,.27801513671875,23808004,-.0287990570068359,2525797,.4258308410644531,1837130,.6294727325439453,16812748,.1491565704345703,3281729,3608,-.6488027572631836,11276640,9181227,.0424728393554688,8147,.0366268157958984,238199,-.2159109115600586,12724857,.0271091461181641,4892685,1364811,1693652,.0688810348510742,202978,-.9916067123413086,183420,1.212899208068848,3067780,-.3082599639892578,2801299,.1210575103759766,3454873,-.1768569946289063,616807,-.3029499053955078,1142636,-.4257259368896484,23032,-.3721208572387695,381272,3131,6582834,-.0629119873046875,242469,102125,.5769376754760742,548001,.0176773071289063,1743912,-.0588006973266602,7468272,.5881595611572266,1332676,-.2122068405151367,1139049,-.5401248931884766,16091,348423,-.3702383041381836,19385,-.3416538238525391,495972,-.2351350784301758,99971,-.6484136581420898,1342234,-.2634830474853516,33714,-.333064079284668,124000,219512,4693000192,673952,matched (3),15231860,.88018906,4722943.5,9234813
201112,293100,623,1276,27526956,12,0,0,0,0,0,0,0,0,0,0,1,4991955,-.3603391647338867,3996795,.0235586166381836,329985,.1223106384277344,33164,.202153205871582,11627,-.5734167098999023,1137268,-.4560127258300781,7651771,-.1622381210327148,24444372,.0263786315917969,776555,-1.179444313049316,1661081,-.1007366180419922,19473368,.14691162109375,5050762,2726,-.2803177833557129,20512464,9653769,.0501880645751953,7209,-.1223201751708984,117205,-.7091817855834961,14359675,.1208667755126953,11163567,2396311,1759998,.0384254455566406,275909,.3069734573364258,114285,-.4730825424194336,1598988,-.6515827178955078,3392970,.1916227340698242,2357659,-.3821163177490234,903685,.3819246292114258,1068885,-.0667219161987305,21679,-.0605401992797852,302365,1885,9594659,.3767414093017578,84543,68566,-.3984003067016602,458063,-.1792697906494141,1820718,.0431003570556641,8216224,.0954475402832031,3725260,1.027948379516602,1623034,.3541030883789063,7354,444390,.2432851791381836,15971,-.1937255859375,630907,.2406387329101563,154598,.435948371887207,1968956,.3831682205200195,103811,1.124658584594727,447000,169614,4008172544,677146,matched (3),32613604,.88018906,4249252.5,9001762
201201,293100,624,1276,32722720,01,0,0,0,0,0,0,0,0,0,0,0,8306124,.5091657638549805,5810124,.3741092681884766,373637,.1242380142211914,49164,.3936958312988281,17653,.4175758361816406,1205807,.0585203170776367,7636757,-.0019636154174805,32301250,.2787055969238281,2040054,.9658641815185547,1076165,-.4340648651123047,19880616,.0206966400146484,6166103,4307,.4574065208435059,22151698,9828242,.0179119110107422,6995,-.0301342010498047,227853,.6647768020629883,15472485,.0746383666992188,12362301,3561748,2169696,.2092742919921875,149009,-.6160640716552734,170696,.401188850402832,3077595,.6547775268554688,4601586,.3046951293945313,4040595,.5387229919433594,387186,-.8475761413574219,1676704,.4502134323120117,44742,.7245683670043945,1222900,8091,8702294,-.0976200103759766,1239015,370584,1.687282562255859,680119,.3952608108520508,1395158,-.2662229537963867,11295940,.3183326721191406,4061646,.086451530456543,2171860,.2912874221801758,22648,284265,-.4467954635620117,11394,-.3376874923706055,722654,.1357717514038086,84654,-.6022558212280273,2003850,.0175666809082031,186477,.5857362747192383,392000,245827,5512761344,558283,matched (3),33773464,.88018906,4525007.5,9135166
201202,293100,625,1276,28658068,02,1,0,0,0,0,0,0,0,0,0,0,7644734,-.0829763412475586,3361302,-.5472736358642578,108833,-1.233470916748047,18435,-.9809103012084961,13675,-.255335807800293,996021,-.191136360168457,7743002,.0138158798217773,29029916,-.1067790985107422,1570613,-.2615108489990234,888148,-.1920204162597656,18347096,-.0802745819091797,7121482,3633,-.1701831817626953,18585182,8031930,-.2018356323242188,8106,.1474084854125977,261312,.1370143890380859,13822690,-.1127510070800781,5563814,1757770,2256155,.0390748977661133,314003,.7453956604003906,136963,-.2201738357543945,2814334,-.0894231796264648,6195521,.2974262237548828,3831004,-.0532655715942383,441654,.131622314453125,3656047,.7795524597167969,31698,-.3446588516235352,78557,2499,7635113,-.130828857421875,13261,38462,-2.265408515930176,410962,-.5037670135498047,1792426,.2505617141723633,14106094,.2221641540527344,3591168,-.1231107711791992,1668837,-.2634572982788086,10778,197012,-.3666419982910156,19145,.5189542770385742,697517,-.0354032516479492,79536,-.0623626708984375,1663037,-.1864252090454102,32901,-1.734805107116699,557000,199881,4528891904,838595,matched (3),38474164,.88018906,4242195,8998433
201203,293100,626,1276,40323212,03,0,1,0,0,0,0,0,0,0,0,0,6679344,-.1349973678588867,3665165,.0865449905395508,273396,.921107292175293,64572,1.25352954864502,38894,1.045269966125488,1213176,.1972284317016602,8946605,.1444845199584961,31088280,.0685043334960938,2071434,.2767753601074219,1673515,.6335430145263672,24348822,.2830123901367188,5875492,12282,1.218075752258301,26882904,10025268,.2216835021972656,7617,-.0622215270996094,298791,.1340293884277344,16174657,.157135009765625,10601751,2416261,2157297,-.0448055267333984,243345,-.2549228668212891,193117,.3435850143432617,5078865,.590362548828125,7814466,.2321500778198242,4156952,.0816555023193359,1369109,1.131388664245606,6963622,.644317626953125,27128,-.1556873321533203,772364,5650,8122495,.0618791580200195,109614,126564,1.19107723236084,729725,.5741672515869141,1776091,-.0091552734375,10206314,-.3236007690429688,5136171,.3578300476074219,1850318,.1032304763793945,14495,278569,.3464012145996094,20867,.0861272811889648,819551,.1612300872802734,227977,1.053034782409668,1491792,-.1086673736572266,65068,.6819295883178711,694000,405667,5127392256,722458,matched (3),44003776,.88018906,4164739.5,8962177
201204,293100,627,1276,36351824,04,0,0,1,0,0,0,0,0,0,0,0,4506922,-.3934049606323242,4444772,.1928558349609375,240246,-.1292581558227539,54515,-.1693048477172852,12535,-1.132314682006836,412790,-1.078057289123535,8913153,-.0037460327148438,25690026,-.1907291412353516,1571237,-.2763776779174805,1481111,-.1221332550048828,22131798,-.0954685211181641,5419965,6183,-.6863307952880859,21379640,10595489,.0553207397460938,6963,-.0897722244262695,194590,-.4288501739501953,19783874,.2014198303222656,7333800,1745002,2323553,.0742416381835938,346892,.3545341491699219,84192,-.830195426940918,4570605,-.1054420471191406,6673747,-.1577959060668945,3885348,-.0675697326660156,546126,-.9190664291381836,5220008,-.2882003784179688,17203,-.4554824829101563,122286,3751,7473664,-.083251953125,53934,80792,-.4488706588745117,717750,-.0165472030639648,1815080,.0217151641845703,16067630,.4538002014160156,5506424,.0696077346801758,2015283,.0854024887084961,13201,264967,-.0500602722167969,11095,-.6316738128662109,724837,-.1228103637695313,91386,-.9141521453857422,1522067,.0200910568237305,29364,-.7956628799438477,52000,522505,4444161536,652119,matched (3),35251108,.88018906,4131636.3,8946842
201205,293100,628,1276,37195976,05,0,0,0,1,0,0,0,0,0,0,0,1019159,-1.486637115478516,4068821,-.0883760452270508,133495,-.5875997543334961,66506,.1988162994384766,15132,.1882867813110352,1174958,1.046048164367676,8698423,-.0243864059448242,31154802,.1928653717041016,1767703,.1178178787231445,1917161,.2580528259277344,16595134,-.2879047393798828,6825616,13749,.7991628646850586,21589290,12884852,.1956233978271484,8095,.1506357192993164,386633,.6865816116333008,24417568,.2104358673095703,7680705,1337738,4138052,.5771274566650391,281107,-.2102785110473633,149998,.5775213241577148,3297806,-.3263883590698242,4715477,-.3473310470581055,4106488,.0553560256958008,2088165,1.341191291809082,6559762,.22845458984375,28149,.4924278259277344,794645,6880,9321135,.2208986282348633,232345,37174,-.7762680053710938,854957,.1749305725097656,2068049,.1304759979248047,12431368,-.2565841674804688,5873725,.0645732879638672,2650932,.2741508483886719,7648,339117,.246739387512207,12618,.1286296844482422,873655,.1867389678955078,433814,1.557523727416992,1764869,.1480073928833008,29786,.0142688751220703,584000,798596,4881199616,890032,matched (3),42993540,.88018906,5271574.5,9527070
201206,293100,629,1276,39028328,06,0,0,0,0,1,0,0,0,0,0,0,1528647,.4054059982299805,4314708,.0586767196655273,126107,-.0569324493408203,93286,.3383779525756836,36407,.8779497146606445,2301120,.6721639633178711,9368998,.0742654800415039,27035120,-.1418304443359375,2144237,.1931028366088867,1767153,-.0814762115478516,14926946,-.1059417724609375,4416017,14644,.0630645751953125,4954200,13052853,.0129547119140625,4472,-.5934104919433594,168908,-.8281221389770508,20780554,-.161285400390625,5685974,1481231,3791892,-.0873603820800781,259324,-.0806570053100586,204100,.307988166809082,4254769,.2547826766967773,5074667,.0734109878540039,4721330,.1395225524902344,1167443,-.5814695358276367,4803796,-.3115472793579102,15357,-.6059398651123047,186313,12614,9808967,.0510139465332031,242077,46641,.2268705368041992,801626,-.0644092559814453,2275896,.0957679748535156,7192567,-.5471744537353516,3951129,-.3964872360229492,3105090,.1581315994262695,3958,333224,-.0175304412841797,40002,1.153804779052734,992864,.1279077529907227,228696,-.6402225494384766,1481500,-.1750211715698242,57031,.6495561599731445,196000,1014355,4254659328,814007,matched (3),48999636,.88018906,4101028.8,8932749
201207,293100,630,1276,40867232,07,0,0,0,0,0,1,0,0,0,0,0,1259117,-.1939725875854492,4649885,.0748128890991211,295452,.8513755798339844,82897,-.1180706024169922,22209,-.4942636489868164,1040800,-.7934064865112305,9641522,.0286712646484375,34477392,.2431659698486328,2134503,-.0045499801635742,1735959,-.0178098678588867,12617990,-.1680450439453125,5158416,4654,-1.146304130554199,2332209,13191898,.0105953216552734,5294,.1687383651733398,292359,.5486288070678711,13913959,-.4011249542236328,6450513,1509582,2583100,-.3838748931884766,397120,.4261598587036133,160137,-.2425804138183594,4768095,.1139068603515625,2245092,-.8155145645141602,3806563,-.2153644561767578,1431812,.2041244506835938,2587530,-.6187028884887695,11203,-.3153905868530273,534181,20748,10280152,.0469169616699219,64320,98057,.7430686950683594,617062,-.2616729736328125,2539073,.1094255447387695,4111823,-.5591821670532227,2311435,-.5361328125,1379031,-.8116617202758789,10441,318038,-.0466442108154297,26954,-.3947973251342773,852036,-.1529645919799805,394778,.5459299087524414,1586245,.0683145523071289,48989,-.1519994735717773,22000,734190,4250048000,820653,matched (3),33751560,.88018906,3992028.3,8883235
201208,293100,631,1276,39148544,08,0,0,0,0,0,0,1,0,0,0,0,1310503,.0399999618530273,17031080,1.298197746276856,4,-11.20996761322022,10835,-2.034817695617676,8892,-.9153461456298828,752101,-.3248739242553711,9159335,-.0513038635253906,157964608,1.522068023681641,1249141,-.5357780456542969,1656266,-.0469942092895508,9862278,-.2464065551757813,4149175,28622,1.816448211669922,1791577,2380034,-1.71248722076416,5456,.0301418304443359,328993,.1180534362792969,2613756,-1.672103881835938,6087629,1238630,2227582,-.1480731964111328,754337,.6416006088256836,116718,-.3162689208984375,5303404,.1064014434814453,1003604,-.8051490783691406,757331,-1.614681243896484,1387469,-.031458854675293,2028112,-.2435989379882813,19059,.5313587188720703,76205,5109,9903277,-.0373497009277344,16759,121295,.212677001953125,683215,.1018400192260742,2075728,-.2014875411987305,3069893,-.2922239303588867,131371,-2.867598533630371,157051,-2.172565460205078,23696,439016,.3223657608032227,8472,-1.157364845275879,789583,-.0761241912841797,254695,-.4382572174072266,2077893,.269984245300293,91252,.6220293045043945,110000,624476,5711345152,0,matched (3),38500108,.88018906,7360064,10823406
201209,293100,632,1276,23179840,09,0,0,0,0,0,0,0,1,0,0,0,1542889,.1632461547851563,3275190,-1.648664474487305,98990,10.11647987365723,35133,1.176359176635742,2614,-1.224269866943359,449004,-.5158395767211914,7920878,-.1452722549438477,30052594,-1.659421920776367,1254595,.0043563842773438,1298004,-.2437381744384766,8941879,-.0979709625244141,3232635,9378,-1.115808486938477,1306157,7757089,1.181491851806641,5014,-.0844821929931641,218427,-.4095840454101563,8033277,1.122804641723633,4634331,1126980,1542064,-.3677949905395508,361177,-.7364711761474609,73275,-.465540885925293,2842134,-.6237936019897461,1754680,.5586891174316406,3375496,1.494497299194336,1133704,-.201991081237793,1327056,-.4241418838500977,7071,-.9915380477905273,179741,3356,8797395,-.1184091567993164,13918,16312,-2.006324768066406,430651,-.4615116119384766,1729634,-.1824016571044922,2684410,-.134181022644043,1054720,2.083004951477051,1338238,2.142538070678711,7907,506742,.1434659957885742,3898,-.7763032913208008,596507,-.2804136276245117,328188,.2535200119018555,1723840,-.1868000030517578,51106,-.5797224044799805,590000,293495,4840241664,753931,matched (3),26253356,.88018906,3730327,8768746
201210,293100,633,1276,23241688,10,0,0,0,0,0,0,0,0,1,0,0,2764535,.5832157135009766,3904963,.175872802734375,108140,.0884075164794922,93863,.9826955795288086,9336,1.272995948791504,1307307,1.068693161010742,9726861,.2053899765014648,25341114,-.1705207824707031,1478605,.1642866134643555,1943356,.4035892486572266,11283916,.2326335906982422,4600416,17318,.6133794784545898,1814304,8434556,.0837297439575195,5605,.1114253997802734,253172,.1476163864135742,12357908,.4307041168212891,4563948,1090029,1799074,.1541500091552734,811534,.8095588684082031,200007,1.004133224487305,1715594,-.5047950744628906,3714866,.750056266784668,3945927,.1561412811279297,461979,-.8977260589599609,955907,-.3280572891235352,15219,.7665424346923828,1674555,6189,8277818,-.0608768463134766,650934,172634,2.359272956848145,697340,.4819755554199219,2908757,.5198154449462891,2780043,.0350055694580078,873319,-.1887292861938477,1386011,.0350761413574219,13934,407113,-.2189111709594727,20008,1.635668754577637,608506,.0199155807495117,338833,.03192138671875,1796030,.0410251617431641,53388,.0436840057373047,602000,314749,5155615744,789851,matched (3),26962954,.88018906,4879292.5,9315743
201211,293100,634,1276,48280656,11,0,0,0,0,0,0,0,0,0,1,0,855728,-1.172675132751465,4731137,.1919164657592773,65985,-.4939994812011719,26345,-1.270557403564453,5508,-.5276765823364258,634139,-.7234563827514648,9817346,.0092582702636719,26107144,.0297794342041016,1571313,.0608119964599609,1498989,-.2596254348754883,12421853,.0960788726806641,4249956,34737,.6960592269897461,8806126,10235355,.193511962890625,6170,.0960397720336914,326577,.2545967102050781,14616250,.1678371429443359,5702173,1262263,2359667,.2712488174438477,609191,-.2867946624755859,107218,-.6234884262084961,2965265,.5472068786621094,4579002,.2091379165649414,4195013,.0612125396728516,585714,.2373123168945313,1395258,.378173828125,25541,.5177402496337891,325491,4285,7599093,-.0855503082275391,100733,327148,.6392383575439453,390407,-.5800838470458984,2232511,-.2645988464355469,4369178,.4521083831787109,2209966,.928431510925293,1190340,-.1521902084350586,14393,388824,-.045964241027832,19996,-.0005998611450195,610037,.0025129318237305,275046,-.2085695266723633,1861022,.0355463027954102,36201,-.3884992599487305,77000,270504,4526947840,750942,matched (3),41333132,.88018906,4306620.5,9028984
201212,293100,635,1276,88669576,12,0,0,0,0,0,0,0,0,0,0,1,971693,.1270875930786133,5086473,.0724191665649414,60570,-.085627555847168,35033,.2850112915039063,19575,1.268052101135254,389425,-.4875965118408203,8835485,-.1053743362426758,28427260,.0851402282714844,1101475,-.3552608489990234,1179198,-.2399568557739258,15246630,.2049007415771484,5358273,21287,-.4897089004516602,17769568,11124418,.0832939147949219,5726,-.074681282043457,261263,-.2231378555297852,14876995,.0176830291748047,6174824,2133837,2286279,-.0315952301025391,172607,-1.261114120483398,89062,-.1855316162109375,3131063,.0544061660766602,5732894,.2247400283813477,3243079,-.2573728561401367,2490478,1.447398185729981,856919,-.4874916076660156,15331,-.5104074478149414,170346,9328,9635579,.2374334335327148,293176,60671,-1.684947013854981,435415,.1091098785400391,1780286,-.2263526916503906,4361593,-.0017375946044922,2502804,.1244344711303711,1672964,.340357780456543,26177,464010,.1767797470092773,25549,.2450656890869141,822365,.2986650466918945,164035,-.5168581008911133,1890159,.0155353546142578,77673,.7634210586547852,3000,184254,3735722752,651097,matched (3),75654200,.88018906,5024030,9392361
201301,293100,636,1276,97700312,01,0,0,0,0,0,0,0,0,0,0,0,13542,-4.27324390411377,4781258,-.0618801116943359,109008,.5876216888427734,70404,.6979598999023438,24572,.2273540496826172,1289095,1.197024345397949,8980654,.0162973403930664,30340144,.0651226043701172,2069319,.6305694580078125,1575663,.2898416519165039,19529080,.2475452423095703,8574783,7369,-1.06081485748291,23117038,15837204,.3532199859619141,10212,.5785455703735352,344238,.2758054733276367,17889392,.1843910217285156,9963582,2960358,1986775,-.1404123306274414,310204,.586212158203125,217802,.8942537307739258,2698063,-.148838996887207,7534746,.2733039855957031,3258732,.0048151016235352,914401,-1.001960754394531,3651214,1.449471473693848,17979,.159327507019043,1295851,13331,8864427,-.0834159851074219,616347,67313,.1038875579833984,591818,.3069000244140625,2167078,.1966056823730469,9660539,.7952127456665039,4395400,.5631465911865234,2497955,.4008750915527344,25909,336167,-.3222980499267578,23850,-.0688142776489258,839342,.0204334259033203,180297,.0945253372192383,2413517,.2444238662719727,273693,1.259498596191406,646000,225976,4143371776,846076,matched (3),92596064,.88018906,5340144,9565182
201302,293100,637,1276,85283728,02,1,0,0,0,0,0,0,0,0,0,0,342411,3.230215072631836,3541006,-.30029296875,185253,.5303010940551758,29256,-.8781652450561523,11433,-.7651033401489258,886149,-.3748111724853516,7961125,-.1205034255981445,27635164,-.0933818817138672,1963506,-.0524883270263672,1096312,-.3627243041992188,19067474,-.0239200592041016,7190022,22149,1.100510597229004,19442638,15269334,-.0365161895751953,7518,-.3062629699707031,345935,.004918098449707,17149096,-.0422630310058594,6957799,1973861,2218746,.1104288101196289,155372,-.6914072036743164,155376,-.3377389907836914,2689210,-.0032863616943359,7092712,-.0604572296142578,3058940,-.0632696151733398,669140,-.3122758865356445,4037783,.1006364822387695,33224,.6140680313110352,3113078,10102,7331135,-.189915657043457,480850,23444,-1.05473804473877,542951,-.0861806869506836,2110091,-.0266485214233398,10671201,.0994987487792969,4609547,.0475711822509766,2027700,-.2085704803466797,8751,544665,.4825620651245117,46811,.6743345260620117,622722,-.298518180847168,190716,.0561800003051758,1558392,-.4374303817749023,61972,-1.485323905944824,309000,385167,3929021440,800660,matched (3),84392320,.88018906,6100123.5,10009349
201303,293100,638,1276,82914520,03,0,1,0,0,0,0,0,0,0,0,0,1163958,1.223569869995117,4967753,.3385562896728516,60209,-1.123900413513184,63315,.7720375061035156,6972,-.4946022033691406,876707,-.010711669921875,7762238,-.025299072265625,31306608,.1247406005859375,2436249,.2157278060913086,1406876,.249420166015625,20303608,.0628147125244141,4943615,17916,-.2120981216430664,31098016,15580994,.0202045440673828,5615,-.2918586730957031,275202,-.2287454605102539,19292132,.1177520751953125,7499707,2623270,1738082,-.2441596984863281,214927,.3244752883911133,98718,-.4535799026489258,3373415,.2266778945922852,6307164,-.1173810958862305,3091102,.0104589462280273,913457,.3112430572509766,5777534,.358281135559082,13755,-.8818702697753906,134270,1640,8791338,.1816368103027344,40882,70910,1.106796264648438,495601,-.09124755859375,2165571,.0259532928466797,9286438,-.1389942169189453,4889600,.0589809417724609,2747307,.3037195205688477,7825,303594,-.5844793319702148,10884,-1.45882511138916,752404,.189173698425293,133877,-.3538637161254883,1507051,-.0334997177124023,63796,.0290079116821289,452000,328248,3544496128,654679,matched (3),69429928,.88018906,4021604.5,8896565
201304,293100,639,1276,92490448,04,0,0,1,0,0,0,0,0,0,0,0,1747647,.4064445495605469,4591481,-.0787649154663086,95719,.4635953903198242,98520,.4421367645263672,9221,.2795820236206055,1683946,.6527223587036133,9540492,.2062749862670898,27436604,-.1319522857666016,2167175,-.117034912109375,2184832,.4401674270629883,21755844,.0690841674804688,3984720,57178,1.16047477722168,21950934,14349950,-.0823040008544922,9457,.5213136672973633,377582,.3162822723388672,18632366,-.0347976684570313,8872198,3020113,1301815,-.2890224456787109,392142,.6013259887695313,134139,.3066091537475586,4127639,.2017803192138672,8036430,.2422981262207031,3837862,.2163877487182617,1615481,.5701513290405273,5857723,.0137844085693359,19409,.344334602355957,464591,6964,8673445,-.0135011672973633,512618,318704,1.502851486206055,1053479,.7540826797485352,3647774,.5214328765869141,11783240,.2381229400634766,6277339,.2498350143432617,2643596,-.0384807586669922,53501,674266,.7979335784912109,35977,1.195586204528809,1105429,.3847150802612305,179440,.2929191589355469,1866649,.2139902114868164,130129,.7128353118896484,827000,599374,3945679616,816746,matched (3),87900016,.88018906,4488944.5,9117357
201305,293100,640,1276,82904584,05,0,0,0,1,0,0,0,0,0,0,0,2044268,.156768798828125,4475643,-.0255527496337891,182750,.6467018127441406,21529,-1.520858764648438,26176,1.04335880279541,995049,-.5261039733886719,9510894,-.0031070709228516,29494800,.0723361968994141,2223562,.0256862640380859,1662470,-.2732343673706055,18038008,-.1874008178710938,4685441,54026,-.0567035675048828,20376476,16343428,.1300792694091797,9112,-.0371627807617188,241045,-.4488039016723633,26263572,.3432826995849609,6568616,2025635,816565,-.4664087295532227,478492,.1990156173706055,94516,-.3501071929931641,5930497,.3624019622802734,5099638,-.4548149108886719,3557109,-.0759677886962891,1444124,-.1121292114257813,7017667,.1806697845458984,12696,-.4244499206542969,227250,3853,7948314,-.087306022644043,265617,117852,-.9948329925537109,625687,-.5210037231445313,2837318,-.2512578964233398,12990165,.0975151062011719,5747032,-.0882625579833984,2400832,-.0963249206542969,23544,420802,-.4714622497558594,16544,-.7768564224243164,866211,-.2438602447509766,127046,-.3452920913696289,2030787,.0842790603637695,90835,-.3594818115234375,524000,1111986,3324506624,620175,matched (3),74256840,.88018906,3704379.8,8757739
201306,293100,641,1276,64619036,06,0,0,0,0,1,0,0,0,0,0,0,1789553,-.1330738067626953,4055257,-.0986356735229492,60686,-1.102405548095703,19345,-.1069660186767578,10782,-.8869647979736328,872922,-.1309452056884766,9375336,-.0143566131591797,27398626,-.0737209320068359,1822776,-.1987495422363281,1612846,-.0303049087524414,14911879,-.1903247833251953,2859329,52176,-.0348424911499023,10429799,13734586,-.1739082336425781,6042,-.4108572006225586,135743,-.5742206573486328,21953458,-.1792564392089844,5943771,1267668,1504683,.6112308502197266,362678,-.2771244049072266,254766,.9915761947631836,2658665,-.8022832870483398,3219052,-.4600830078125,3473063,-.0239105224609375,918761,-.4522323608398438,6269870,-.112675666809082,20812,.4942426681518555,323962,9362,8558984,.0740213394165039,212279,20774,-1.735727310180664,669311,.0673990249633789,2678597,-.0575656890869141,7074627,-.6076784133911133,4573873,-.2283229827880859,2276130,-.0533390045166016,14100,400957,-.0483083724975586,13958,-.1699705123901367,784614,-.0989360809326172,314353,.9059677124023438,1743110,-.1527528762817383,72724,-.2223730087280273,70000,1022398,3897506560,535460,matched (3),50129628,.88018906,3104670.5,8521417
201307,293100,642,1276,57686688,07,0,0,0,0,0,1,0,0,0,0,0,5677973,1.154628753662109,3909212,-.0366783142089844,35257,-.5430498123168945,102062,1.663146018981934,7420,-.3736991882324219,1077110,.2101907730102539,9058381,-.0343914031982422,31203184,.1300277709960938,2242538,.2072467803955078,1279812,-.2312870025634766,17127384,.1385211944580078,6775526,39669,-.274052619934082,4345158,12833592,-.0678520202636719,6906,.1336555480957031,364213,.9869756698608398,15116871,-.3731136322021484,5868072,1455612,1344464,-.1125869750976563,361023,-.0045738220214844,240719,-.0567150115966797,5165747,.6642255783081055,1946220,-.5031976699829102,3379826,-.0272130966186523,1944682,.7498273849487305,3041529,-.7233953475952148,19110,-.0853176116943359,297852,17475,7920365,-.0775442123413086,110205,108940,1.657094955444336,634440,-.0535058975219727,2275879,-.1629276275634766,6094209,-.1491756439208984,3124866,-.3809690475463867,1599893,-.3525400161743164,4694,417020,.0392799377441406,70213,1.615480422973633,1000167,.2427301406860352,324593,.0320558547973633,2137556,.2039918899536133,115326,.4610919952392578,0,1326037,4345006592,720064,matched (3),65224272,.88018906,3737699.3,8771885
201308,293100,643,1276,50914436,08,0,0,0,0,0,0,1,0,0,0,0,4220665,-.2966012954711914,3348875,-.1547117233276367,27967,-.2316379547119141,43806,-.8458099365234375,26629,1.277822494506836,1385134,.2515153884887695,9193506,.0148067474365234,34363176,.0964641571044922,2227417,-.0067653656005859,1270989,-.0069179534912109,15266038,-.1150474548339844,4355946,59873,.4116554260253906,2443822,9966922,-.2527942657470703,5737,-.1854543685913086,305692,-.1751613616943359,8797707,-.54132080078125,5440542,696820,1783048,.2823295593261719,437940,.193140983581543,157077,-.4268941879272461,4645539,-.1061429977416992,1088264,-.5813055038452148,4019115,.1732378005981445,846874,-.8313016891479492,2591173,-.1602497100830078,16398,-.1530523300170898,140833,3382,7531165,-.0503873825073242,78113,157558,.3689966201782227,601749,-.0529031753540039,2056783,-.1012229919433594,4484532,-.3067045211791992,2227469,-.3385248184204102,1294604,-.2117319107055664,14949,332672,-.2259769439697266,28453,-.9032793045043945,958236,-.0428285598754883,175673,-.613947868347168,1736712,-.2076692581176758,55210,-.7366189956665039,173000,940564,3992163328,762429,matched (3),44204008,.88018906,3468969.3,8660792
201309,293100,644,1276,34014216,09,0,0,0,0,0,0,0,1,0,0,0,4543797,.0737695693969727,3730762,.1079883575439453,18531,-.4115810394287109,51755,.1667509078979492,11864,-.8084926605224609,857073,-.4800291061401367,9029146,-.0180397033691406,30824562,-.108673095703125,2016676,-.0993919372558594,1234218,-.0293569564819336,14585159,-.0456256866455078,6968040,14137,-1.443429946899414,2374062,7607220,-.2701740264892578,4592,-.222620964050293,285894,-.0669565200805664,8127669,-.0792169570922852,3878291,970058,2180393,.2011804580688477,343478,-.2429590225219727,89474,-.5627880096435547,3219947,-.366541862487793,1677223,.43255615234375,3664798,-.0922889709472656,617893,-.3152370452880859,2048478,-.2350130081176758,13041,-.2290611267089844,100351,1268,6578075,-.1353073120117188,26893,38685,-1.404341697692871,426215,-.3448963165283203,1867465,-.0965614318847656,2194539,-.7146625518798828,1169164,-.6445770263671875,1081144,-.1801853179931641,6251,244352,-.3085470199584961,12071,-.857447624206543,861342,-.1066017150878906,135852,-.2570581436157227,1681054,-.0325727462768555,70638,.2464237213134766,92000,482050,3661899520,577093,matched (3),34907572,.88018906,3389378.5,8629221
