period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1325c792,growth1325c792,Y1538c608,Y1590c620,growth1590c620,Y1720c352,growth1720c352,Y1793c554,Y1818c688,growth1818c688,Y1903c251,growth1903c251,Y1986c826,growth1986c826,Y2135c124,growth2135c124,Y2136c268,growth2136c268,Y2159c203,Y2510c616,growth2510c616,Y2557c442,Y2714c68,growth2714c68,Y2716c300,growth2716c300,Y3129c208,growth3129c208,Y3134c440,growth3134c440,Y3470c208,growth3470c208,Y3534c616,growth3534c616,Y3614c152,growth3614c152,Y3681c498,Y3701c428,growth3701c428,Y3714c600,growth3714c600,Y3743c300,growth3743c300,Y3743c826,growth3743c826,Y4060c152,growth4060c152,Y4156c616,growth4156c616,Y428c344,Y4321c246,growth4321c246,Y4540c757,growth4540c757,Y4637c268,growth4637c268,Y4638c32,Y465c620,growth465c620,Y4699c428,Y4724c191,growth4724c191,Y473c124,growth473c124,Y4754c688,growth4754c688,Y4831c372,Y4837c705,growth4837c705,Y4840c616,growth4840c616,Y491c440,growth491c440,Y4928c372,growth4928c372,Y4957c32,Y4975c498,Y527c246,growth527c246,Y613c208,growth613c208,Y614c807,growth614c807,Y646c203,Y738c826,growth738c826,Y885c703,growth885c703,_merge,x,r2,s,sf
201109,841690,620,3862,1632581,09,0,0,0,0,0,0,0,1,0,0,0,685946,-.5625267028808594,899108,1158395,.0814723968505859,32755,.0981101989746094,13765,583711,3.204902648925781,49819848,-.1969509124755859,3883771,-.0340242385864258,580623,-.3417158126831055,1030,-2.236258506774902,189379,1209271,.2497224807739258,330,3240,-.6330432891845703,115930,.4917583465576172,897914,-.2505369186401367,396950,.2129364013671875,7863,.2041521072387695,390312,.2361488342285156,1994562,3.336922645568848,945,29253,.0036640167236328,395408,.8709774017333984,325137,.1185750961303711,3703624,-.0900154113769531,789119,.1545791625976563,7493356,1.09981632232666,2152123,461667,.0810079574584961,3285,-2.6453857421875,4954,-.1117992401123047,2372957,1265934,-.1091680526733398,25615,4142,-1.017422676086426,2130738,-.0055685043334961,192978,-.0616722106933594,57177,33939,.6523561477661133,35891,-.4736604690551758,359435,.2009878158569336,1070889,.0016603469848633,9774551,2820,184587,-.5900239944458008,176146,.37139892578125,40725,-.1309528350830078,418195,697612,-.1166744232177734,115723,.1849365234375,matched (3),2176077.3,.83836871,200167.56,414871.84
201110,841690,621,3862,1838295,10,0,0,0,0,0,0,0,0,1,0,0,1019497,.396265983581543,730852,1163742,.0046052932739258,52364,.4691638946533203,2277,21777,-3.288552284240723,44541992,-.1119823455810547,4077539,.0486869812011719,583962,.0057334899902344,15184,2.690683364868164,22656,1461496,.1894426345825195,863,8751,.9935951232910156,65679,-.5682077407836914,1070754,.1760444641113281,572240,.365748405456543,28563,1.289944648742676,310309,-.2293777465820313,273317,-1.987546920776367,6801,31226,.0652694702148438,169180,-.8489551544189453,306658,-.0585136413574219,3176531,-.1535224914550781,391363,-.7012815475463867,5089987,-.3867406845092773,2211738,454025,-.0166912078857422,81225,3.207856178283691,4646,-.0641889572143555,2507670,1974708,.4446096420288086,5392,10773,.9558649063110352,2319744,.0849885940551758,333944,.5483980178833008,11018,10804,-1.144647598266602,13643,-.9672603607177734,667980,.6197242736816406,1126728,.0508289337158203,9543916,869,202561,.0929203033447266,161210,-.0886049270629883,57744,.349177360534668,383494,784402,.1172580718994141,118557,.0241947174072266,matched (3),2043013,.83836871,186282.73,408353.84
201111,841690,622,3862,2148535,11,0,0,0,0,0,0,0,0,0,1,0,961853,-.0582027435302734,545728,877461,-.2823638916015625,73118,.3338556289672852,4883,61159,1.032623291015625,48050068,.0758113861083984,4102777,.0061702728271484,798626,.3130569458007813,6122,-.9083528518676758,89266,1470865,.0063905715942383,1681,17890,.7150735855102539,141226,.7655830383300781,740713,-.3685054779052734,427521,-.2915554046630859,6439,-1.489739418029785,425225,.3150501251220703,1176958,1.460056304931641,1133,21400,-.3778600692749023,296477,.5610065460205078,157087,-.6689338684082031,3298931,.0378093719482422,189750,-.7239284515380859,9385441,.6118841171264648,2071613,507279,.1109085083007813,50880,-.4677534103393555,2042,-.8220767974853516,2299115,1615319,-.2008876800537109,8542,11119,.0316123962402344,3010520,.2606563568115234,141982,-.8552732467651367,130998,21960,.7093057632446289,85113,1.830753326416016,534814,-.2223386764526367,1819859,.4794406890869141,10027442,2032,310093,.4258308410644531,100043,-.4771080017089844,41761,-.3240566253662109,385316,671450,-.155482292175293,127250,.0707597732543945,matched (3),2667164.8,.83836871,194992.81,412400.06
201112,841690,623,3862,2430463,12,0,0,0,0,0,0,0,0,0,0,1,1177548,.2023277282714844,1002075,959029,.0888891220092773,33544,-.7792167663574219,10707,80912,.2798852920532227,54035784,.1174030303955078,4661662,.1277074813842773,482023,-.5049009323120117,10093,.4999532699584961,101202,1692986,.1406431198120117,975,21250,.1721153259277344,119309,-.168644905090332,982257,.2822399139404297,397661,-.0724029541015625,30443,1.553483009338379,299189,-.3515434265136719,327113,-1.280383110046387,35133,51679,.8816604614257813,285306,-.0384073257446289,169495,.076024055480957,3544313,.0717458724975586,657949,1.243420600891113,2557444,-1.300151824951172,2146543,430716,-.1636114120483398,67519,.2829389572143555,4213,.7242450714111328,2052677,1303530,-.2144565582275391,12615,45617,1.411624908447266,3439359,.1331720352172852,151612,.0656242370605469,47683,29257,.2868967056274414,34502,-.9029626846313477,564979,.0548696517944336,1308109,-.3301763534545898,15339737,2832,265952,-.1535568237304688,65276,-.4269752502441406,76901,.6105556488037109,411896,752725,.1142606735229492,130564,.0257101058959961,matched (3),2436030.3,.83836871,205869.95,417653.03
201201,841690,624,3862,2288208,01,0,0,0,0,0,0,0,0,0,0,0,1023899,-.1398162841796875,685074,926561,-.0344419479370117,15657,-.7619400024414063,460,17458,-1.533564567565918,67367600,.2205181121826172,4268844,-.0880289077758789,652603,.3029775619506836,4071,-.907954216003418,28146,1443632,-.159332275390625,77,18523,-.1373434066772461,30456,-1.365433692932129,646489,-.4182968139648438,203374,-.6705532073974609,17383,-.5603628158569336,211837,-.3452577590942383,405509,.2148370742797852,14010,44883,-.1409931182861328,217548,-.2711429595947266,139735,-.1930761337280273,3538634,-.0016040802001953,235167,-1.028831481933594,521578,-1.58990478515625,1148093,404262,-.0633859634399414,26648,-.9296941757202148,681,-1.822367668151856,2590297,1000172,-.2649040222167969,2232,12132,-1.324434280395508,1571771,-.7830820083618164,149663,-.0129384994506836,13050,22057,-.2824888229370117,15950,-.7715587615966797,413908,-.3111448287963867,918411,-.3536930084228516,13597110,2468,146278,-.5978069305419922,108789,.5107851028442383,28341,-.9982089996337891,410366,433450,-.5519237518310547,64606,-.703557014465332,matched (3),2269054.5,.83836871,202845.52,416170.53
201202,841690,625,3862,2566235,02,1,0,0,0,0,0,0,0,0,0,0,1687930,.4998846054077148,868422,1325358,.3579578399658203,90966,1.759568214416504,5830,20473,.1593084335327148,62137552,-.0808143615722656,4232309,-.0085954666137695,449107,-.3737077713012695,14069,1.240085601806641,39527,1491372,.0325345993041992,145,4180,-1.488702774047852,87569,1.056143760681152,735466,.1289482116699219,502739,.905024528503418,21515,.2132568359375,372939,.5655975341796875,457727,.1211299896240234,27125,33130,-.303619384765625,115595,-.6323261260986328,344935,.9036083221435547,4213673,.1745939254760742,366638,.4440784454345703,3051466,1.766518592834473,2247806,610182,.4116935729980469,59720,.8069524765014648,2311,1.221873283386231,2088207,1558238,.4433841705322266,4586,10990,-.0988607406616211,1921897,.2011098861694336,145959,-.0250606536865234,49780,35886,.4867172241210938,8707,-.6053314208984375,360581,-.1379270553588867,1060882,.1442108154296875,4061139,471,191179,.2677011489868164,137530,.2344322204589844,65873,.843419075012207,490319,599291,.3239717483520508,106551,.5003166198730469,matched (3),2357435.8,.83836871,226570.36,428235.59
201203,841690,626,3862,1208988,03,0,1,0,0,0,0,0,0,0,0,0,999250,-.5242528915405273,436570,1720823,.2611207962036133,84173,-.0776119232177734,4510,30166,.387608528137207,40173096,-.4361515045166016,3315318,-.2441940307617188,720195,.4722604751586914,1193,-2.467502593994141,22521,2867606,.6537809371948242,132,118,-3.567381381988525,152326,.5535955429077148,566429,-.2611532211303711,347136,-.3703546524047852,7723,-1.024547576904297,323102,-.1434469223022461,20286,-3.116341590881348,11737,59287,.5819511413574219,293713,.9325103759765625,226226,-.4218215942382813,2839297,-.3947782516479492,383380,.044651985168457,1186749,-.9444036483764648,1623255,625939,.0254955291748047,79193,.2822208404541016,2802,.1926531791687012,563016,1096178,-.3517265319824219,3847,2512,-1.475906372070313,1359790,-.345982551574707,236337,.48193359375,17495,25241,-.3518781661987305,10081,.1465253829956055,596024,.5025644302368164,790552,-.2941246032714844,2965438,1277,174451,-.0915660858154297,68210,-.7012510299682617,39846,-.5027065277099609,478893,484305,-.2130327224731445,82333,-.2578516006469727,matched (3),1027757.9,.83836871,181912.25,406378.75
201204,841690,627,3862,1404270,04,0,0,1,0,0,0,0,0,0,0,0,1073616,.0717830657958984,774568,761360,-.8154516220092773,61557,-.3129110336303711,7598,62439,.7274751663208008,48285284,.1839275360107422,4066216,.2041597366333008,503609,-.3577213287353516,43363,3.593134880065918,22178,963227,-1.090943336486816,13,4402,3.619129657745361,62138,-.8966646194458008,673829,.1736249923706055,367874,.0580234527587891,18229,.8588113784790039,364312,.1200428009033203,535909,3.274033546447754,16014,20982,-1.038725852966309,224604,-.2682647705078125,219450,-.0304098129272461,4553765,.4723978042602539,254059,-.4114599227905273,2079976,.5611381530761719,1340692,344713,-.5965404510498047,47531,-.5105056762695313,4810,.5403637886047363,569729,823124,-.2864780426025391,1880,19565,2.05266284942627,1809013,.2854509353637695,198847,-.1727237701416016,27394,4297,-1.770552635192871,5949,-.5274295806884766,397064,-.406184196472168,838537,.0589275360107422,1405973,1982,231704,.2838172912597656,52029,-.2707901000976563,75822,.643366813659668,544393,529302,.0888442993164063,96126,.1548881530761719,matched (3),900014.56,.83836871,226400.73,428145.88
201205,841690,628,3862,2567145,05,0,0,0,1,0,0,0,0,0,0,0,1025253,-.0460929870605469,738229,834082,.0912246704101563,62326,.012415885925293,8159,30200,-.7263479232788086,49614760,.0271625518798828,3434792,-.1687564849853516,616342,.2020015716552734,22744,-.6453046798706055,50529,1765771,.606053352355957,614,4362,-.0091285705566406,112211,.5910234451293945,821936,.1986865997314453,494799,.2964115142822266,8031,-.8197050094604492,516606,.3492698669433594,690402,.2533092498779297,8548,31165,.3956308364868164,301139,.2932329177856445,112876,-.6648340225219727,3077640,-.3917913436889648,142253,-.5799598693847656,2136309,.0267229080200195,2579462,777200,.8129854202270508,36775,-.2565641403198242,11527,.8739948272705078,1947985,1226074,.3984661102294922,4060,8316,-.855560302734375,1943924,.0719270706176758,180160,-.0986900329589844,39631,12133,1.038012504577637,14972,.9229593276977539,406739,.0240745544433594,791369,-.0578937530517578,4164796,1861,149810,-.4360933303833008,80545,.4370155334472656,42952,-.5683059692382813,537228,625744,.1673822402954102,94304,-.0191364288330078,matched (3),1834708.3,.83836871,153859.11,394619.09
201206,841690,629,3862,2673363,06,0,0,0,0,1,0,0,0,0,0,0,1246174,.1951379776000977,770837,1071172,.2501773834228516,93409,.4046087265014648,3585,60378,.6927824020385742,66416308,.2916545867919922,4967664,.368992805480957,803565,.2652559280395508,185,-4.811700820922852,261418,1681596,-.0488443374633789,138,5823,.2888851165771484,150262,.2919988632202148,626438,-.2716131210327148,369497,-.2920093536376953,16359,.7114696502685547,264186,-.6706275939941406,921113,.2883090972900391,5086,33393,.0690507888793945,257267,-.1574573516845703,268971,.8683128356933594,2854735,-.0751838684082031,974519,1.924337387084961,7011052,1.188408851623535,2243394,695882,-.1105175018310547,38966,.0578718185424805,60602,1.659635543823242,2063597,623378,-.6764202117919922,5029,8371,.006591796875,2556719,.2740163803100586,223231,.2143621444702148,49886,12879,.0596685409545898,45499,1.111508369445801,433754,.0643062591552734,994091,.2280635833740234,15337283,3314,192888,.252741813659668,96864,.1844911575317383,22888,-.6294698715209961,606371,562996,-.1056690216064453,191098,.7062625885009766,matched (3),2789812.5,.83836871,190129.7,410123.06
201207,841690,630,3862,2123268,07,0,0,0,0,0,1,0,0,0,0,0,1755937,.3429250717163086,522798,1035642,-.0337314605712891,27377,-1.22728443145752,355721,35956,-.5183286666870117,60052532,-.1007232666015625,3705993,-.2929983139038086,548134,-.382537841796875,5098,3.316247940063477,30808,1187699,-.3477249145507813,25,4760,-.2015676498413086,29482,-1.628600120544434,588674,-.0621776580810547,352185,-.0479860305786133,25895,.4592714309692383,461432,.5576820373535156,899188,-.0240907669067383,7459,36618,.092193603515625,108619,-.8622674942016602,206027,-.2665958404541016,3111856,.0862407684326172,271841,-1.276726722717285,5001429,-.3377647399902344,1947104,417570,-.5107278823852539,27335,-.3545217514038086,12175,-1.60494327545166,1893430,1032248,.5043411254882813,876,25071,1.096938133239746,1765729,-.3701610565185547,131516,-.5290794372558594,61959,7074,-.5991716384887695,42662,-.0643815994262695,303579,-.3568363189697266,905898,-.0929012298583984,7855902,2410,239980,.2184457778930664,65154,-.3965539932250977,44944,.6748046875,440246,470864,-.1787033081054688,94588,-.7032556533813477,matched (3),2192383,.83836871,165550.42,399322.63
201208,841690,631,3862,2284106,08,0,0,0,0,0,0,1,0,0,0,0,1438459,-.1994304656982422,691597,795150,-.264246940612793,36113,.2769498825073242,327438,29303,-.2046060562133789,62158124,.0344619750976563,4194609,.1238489151000977,252193,-.7763252258300781,10753,.7463359832763672,70333,862304,-.3201656341552734,50,9184,.6572151184082031,88338,1.097390174865723,369495,-.4657344818115234,449634,.2442779541015625,58516,.8152503967285156,114208,-1.396313667297363,485413,-.6164922714233398,5019,38828,.0586013793945313,460130,1.443662643432617,245346,.1746625900268555,3583511,.1411228179931641,412630,.4173336029052734,3087765,-.4822759628295898,1924336,478504,.1362123489379883,36200,.2808914184570313,4993,-.8913478851318359,1514794,1118943,.0806455612182617,1827,7495,-1.207475662231445,1629325,-.0803976058959961,119110,-.0990810394287109,20129,2036,-1.245439052581787,17651,-.8825168609619141,314106,.0340890884399414,977620,.0761938095092773,15643570,2468,680624,1.042454719543457,38961,-.5141925811767578,25338,-.5731124877929688,595026,575106,.1999855041503906,97125,.0264682769775391,matched (3),2200721.5,.83836871,151920.66,393867.34
201209,841690,632,3862,3296241,09,0,0,0,0,0,0,0,1,0,0,0,857203,-.5176525115966797,980995,995334,.22454833984375,29189,-.2128610610961914,712917,40402,.3211889266967773,56593860,-.093780517578125,4164128,-.0072927474975586,786724,1.137682914733887,15075,.3378534317016602,129262,1317581,.4239444732666016,116,8684,-.0559806823730469,137272,.4407939910888672,904463,.8952035903930664,318229,-.3456630706787109,64155,.0920019149780273,282323,.9050302505493164,1891438,1.360092163085938,2331,74408,.6504220962524414,82984,-1.712862014770508,145436,-.5229339599609375,3596171,.0035266876220703,681409,.5016117095947266,2917915,-.0565776824951172,2185081,490988,.0257549285888672,87687,.8847141265869141,6542,.2702064514160156,1714885,754199,-.3944826126098633,2662,13705,.6035242080688477,1625640,-.0022640228271484,181447,.4209165573120117,54729,598,-1.225151538848877,11777,-.4046430587768555,464706,.3916740417480469,1432989,.3823966979980469,4225474,789,754733,.1033544540405273,61211,.4517660140991211,18019,-.3408784866333008,624223,459351,-.2247400283813477,114735,.1666259765625,matched (3),3026812.5,.83836871,212912.02,421168.78
201210,841690,633,3862,2118254,10,0,0,0,0,0,0,0,0,1,0,0,771590,-.1052217483520508,537061,1119340,.1174154281616211,75437,.9495058059692383,299236,23628,-.5364465713500977,52238332,-.0800838470458984,5564516,.2899026870727539,477192,-.4999589920043945,2228,-1.911933898925781,50287,2007462,.4210739135742188,2257,13825,.464996337890625,64948,-.7483768463134766,892170,-.0136842727661133,967653,1.112102508544922,27375,-.8516721725463867,115331,-.8952455520629883,1126942,-.5178289413452148,3687,27956,-.9789314270019531,402525,1.579110145568848,324311,.801966667175293,3300763,-.0857152938842773,438184,-.441523551940918,2230354,-.2687091827392578,1994956,765713,.4443883895874023,36018,-.8897542953491211,5173,-.2347898483276367,1712402,722130,-.0434513092041016,1859,3410,-1.391048431396484,2097497,.2548427581787109,186210,.0259113311767578,42464,26747,3.800586700439453,10303,-.1337137222290039,404832,-.1379327774047852,1270858,-.1200704574584961,3433452,2404,747328,-.0098600387573242,76287,.2201757431030273,77652,1.460810661315918,522865,439783,-.0435333251953125,103690,-.1012191772460938,matched (3),2385895.8,.83836871,162664.48,398134.84
201211,841690,634,3862,1894387,11,0,0,0,0,0,0,0,0,0,1,0,644219,-.1804141998291016,964540,1011313,-.1014890670776367,51984,-.3723621368408203,338054,24189,.0234661102294922,49171264,-.0605087280273438,4783778,-.151179313659668,643855,.2995548248291016,12260,1.70523738861084,246605,1072001,-.6273441314697266,423,6825,-.7058868408203125,89899,.325098991394043,961741,.0750885009765625,573982,-.5222759246826172,35829,.2691278457641602,323041,1.029973030090332,751360,-.4053783416748047,820,41026,.3835744857788086,86576,-1.536734580993652,201990,-.4734840393066406,2475257,-.2878093719482422,202529,-.7717561721801758,1077374,-.7276334762573242,1967204,658513,-.1508235931396484,17958,-.69598388671875,12430,.8766593933105469,945494,925189,.2477922439575195,4518,6583,.6577787399291992,1650096,-.2399110794067383,158792,-.1592798233032227,36728,8167,-1.186320304870606,95094,2.222430229187012,404499,-.0008230209350586,1201968,-.0557317733764648,4664570,221,538135,-.328394889831543,473918,1.826531410217285,56258,-.3222894668579102,384943,661048,.4075450897216797,113897,.0938892364501953,matched (3),2095322.1,.83836871,133706.36,387206.66
201212,841690,635,3862,2012593,12,0,0,0,0,0,0,0,0,0,0,1,852477,.2801074981689453,616732,857761,-.1646795272827148,47585,-.0884180068969727,322898,10667,-.8187437057495117,61800156,.2285976409912109,4165491,-.1383962631225586,525480,-.2031612396240234,3806,-1.16976261138916,35268,1115625,.0398883819580078,92,10802,.4591398239135742,242836,.9937000274658203,656190,-.3822946548461914,518573,-.1015167236328125,26282,-.3098735809326172,109722,-1.079829216003418,1399930,.6222925186157227,15603,35484,-.1451244354248047,156345,.5910425186157227,161336,-.2247295379638672,3196190,.255615234375,421754,.7335386276245117,841192,-.247462272644043,2385871,642719,-.0242767333984375,28811,.472722053527832,23226,.6251592636108398,2340468,415391,-.8007774353027344,6618,11785,.5823373794555664,1400766,-.1638145446777344,253806,.4689750671386719,43402,5848,-.3340024948120117,15512,-1.813251495361328,564167,.3327016830444336,917047,-.2705564498901367,6459005,2554,315864,-.5327978134155273,25227,-2.933119773864746,60654,.0752372741699219,317131,380987,-.5510616302490234,820275,1.974345207214356,matched (3),2063662,.83836871,344963.06,501050
201301,841690,636,3862,2317233,01,0,0,0,0,0,0,0,0,0,0,0,999797,.1594057083129883,931186,910041,.0591640472412109,48356,.0160722732543945,551186,13417,.2293682098388672,72795904,.1637535095214844,5170311,.2160987854003906,612472,.1531906127929688,7037,.6146030426025391,68809,1532286,.3173456192016602,98,6791,-.4641332626342773,254094,.0453176498413086,676585,.0306072235107422,468924,-.1006402969360352,56288,.7615966796875,169087,.4324636459350586,615940,-.8210277557373047,25283,31906,-.106287956237793,142494,-.0927658081054688,338324,.7405147552490234,3852402,.186737060546875,772317,.6049737930297852,1319226,.4499807357788086,2677504,285566,-.8112344741821289,15895,-.5947532653808594,15367,-.4130496978759766,1675916,1206153,1.065971374511719,16279,13733,.1529741287231445,2760033,.6782236099243164,300727,.1696329116821289,51171,5538,-.0544662475585938,40162,.9513072967529297,598779,.0595417022705078,1005969,.0925474166870117,7079347,2638,632421,.6942434310913086,102411,1.401080131530762,28650,-.7500314712524414,407406,542012,.3525228500366211,109364,-2.014958381652832,matched (3),2569690.5,.83836871,266733.31,450775.19
201302,841690,637,3862,2124209,02,1,0,0,0,0,0,0,0,0,0,0,971709,-.0284957885742188,780776,1379393,.4159097671508789,77741,.47479248046875,782799,52579,1.365794181823731,58297712,-.2220973968505859,4913995,-.0508460998535156,478471,-.2469072341918945,3795,-.617497444152832,50234,1340277,-.1338844299316406,529,5833,-.1520671844482422,186327,-.3102006912231445,920302,.3076438903808594,481775,.0270366668701172,38861,-.3704900741577148,141673,-.1768922805786133,65430,-2.242168426513672,20844,59723,.6269235610961914,313105,.7872390747070313,121298,-1.025753021240234,3065081,-.2286224365234375,281802,-1.008191108703613,1025505,-.2518606185913086,2167970,670766,.853947639465332,61551,1.353861808776856,7017,-.7838859558105469,1341848,921116,-.2696056365966797,13433,9455,-.3732585906982422,1623100,-.5309047698974609,153408,-.6731023788452148,19727,4728,-.1581306457519531,36138,-.1055765151977539,632393,.0546188354492188,827849,-.1948757171630859,6283684,157,617827,-.0233469009399414,81089,-.2334470748901367,38127,.2857694625854492,469051,524007,-.033782958984375,101631,-.0733327865600586,matched (3),2396124.8,.83836871,207335.11,418377.16
201303,841690,638,3862,1500837,03,0,1,0,0,0,0,0,0,0,0,0,939297,-.0339250564575195,658617,970154,-.3519449234008789,42969,-.5929040908813477,841917,28244,-.6214361190795898,42834872,-.3082103729248047,3919789,-.2260494232177734,601670,.2291135787963867,69,-4.007333278656006,75996,1389071,.0357589721679688,21,2965,-.6766543388366699,87213,-.7591495513916016,524757,-.5617666244506836,225626,-.7585983276367188,27173,-.3577671051025391,296422,.7382631301879883,109621,.516047477722168,18582,40857,-.3796396255493164,130801,-.8728618621826172,260473,.7642488479614258,2642654,-.1482906341552734,244966,-.1400852203369141,1024685,-.0007991790771484,2758393,537709,-.2211027145385742,34780,-.5708236694335938,1844,-1.336399078369141,846324,517809,-.5759792327880859,794,6198,-.4223165512084961,1640740,.0108089447021484,173040,.12042236328125,21870,7760,.4954795837402344,31255,-.1451654434204102,435831,-.3722562789916992,977985,.1666641235351563,3611082,1417,575486,-.0709934234619141,26771,-1.10822868347168,30876,-.2109441757202148,404701,310427,-.5235557556152344,54954,-.6148529052734375,matched (3),1527214.3,.83836871,209487,419447.75
201304,841690,639,3862,2161311,04,0,0,1,0,0,0,0,0,0,0,0,799910,-.1606321334838867,1022029,991825,.0220918655395508,57804,.2965793609619141,881972,49524,.5615768432617188,33907680,-.2337112426757813,3047213,-.2518100738525391,484777,-.2160205841064453,5018,4.286679744720459,61708,1210859,-.1373052597045898,100,23464,2.068590641021729,32765,-.9789934158325195,961585,.6056480407714844,359006,.4644603729248047,31041,.1330852508544922,359168,.1920061111450195,1718717,2.752305030822754,17875,31065,-.2739963531494141,354117,.9959506988525391,301430,.1460380554199219,3229211,.2004537582397461,621833,.9315519332885742,3203070,1.139723777770996,2732508,747545,.3294763565063477,67633,.6650533676147461,18493,2.305455207824707,1246753,1213347,.8515310287475586,8240,6109,-.0144634246826172,2622859,.4691181182861328,185673,.0704641342163086,18912,15722,.7060785293579102,22093,-.3469181060791016,866566,.6872835159301758,795716,-.2062520980834961,7243169,2720,768475,.2891931533813477,126768,1.555039405822754,68013,.7897195816040039,528927,501387,.4794292449951172,68026,.2133941650390625,matched (3),2125921.5,.83836871,202853.86,416174.59
201305,841690,640,3862,1740365,05,0,0,0,1,0,0,0,0,0,0,0,1088347,.3079156875610352,585707,1172528,.1673707962036133,59584,.0303287506103516,785188,47461,-.0425491333007813,44349368,.2684574127197266,4000052,.2720794677734375,407694,-.1731719970703125,5537,.0984220504760742,135271,1381715,.1319952011108398,36,6886,-1.225976943969727,20235,-.4819469451904297,924552,-.0392742156982422,366643,.0210494995117188,27665,-.1151409149169922,315004,-.1312055587768555,1092822,-.452815055847168,7696,29394,-.0552911758422852,77877,-1.514496803283691,164281,-.606959342956543,3177248,-.0162220001220703,262547,-.8622407913208008,1322778,-.8843755722045898,2075791,671224,-.107691764831543,64475,-.0478181838989258,8430,-.7855958938598633,1384418,536808,-.8154973983764648,7514,16015,.9637622833251953,1777527,-.3890419006347656,173732,-.0664730072021484,14750,14865,-.0560512542724609,58130,.9674205780029297,548779,-.4568424224853516,633783,-.2275362014770508,3594947,242,508980,-.4119987487792969,66844,-.6399965286254883,64127,-.058833122253418,473422,415456,-.1880016326904297,75753,.1075878143310547,matched (3),1485822.9,.83836871,151149.97,393570.72
201306,841690,641,3862,2105990,06,0,0,0,0,1,0,0,0,0,0,0,1100349,.0109672546386719,346503,987682,-.1715564727783203,175439,1.079904556274414,712468,23008,-.7240667343139648,52126568,.1615772247314453,4643491,.1491594314575195,576723,.3468456268310547,8686,.4502592086791992,63979,1818028,.2744274139404297,1167,1296,-1.670207977294922,61536,1.112209320068359,1298602,.3397340774536133,731330,.6904754638671875,38631,.3338871002197266,217413,-.3707866668701172,82729,-2.580948829650879,20661,51495,.560694694519043,343273,1.483395576477051,172356,.0479841232299805,3266437,.027684211730957,352426,.2944107055664063,5608923,1.444624900817871,2100439,485039,-.3248729705810547,25831,-.9147024154663086,29232,1.243467330932617,1843267,235970,-.8219356536865234,9732,13648,-.1599330902099609,2045315,.1403284072875977,199909,.1403484344482422,26586,1698,-2.169558525085449,14071,-1.41856575012207,751504,.3143806457519531,664612,.0474967956542969,8002564,2056,391860,-.2615041732788086,72131,.0761222839355469,46597,-.3193292617797852,393011,615160,.3925056457519531,129371,.5352058410644531,matched (3),2128627.8,.83836871,142043.11,390163.88
201307,841690,642,3862,2459669,07,0,0,0,0,0,1,0,0,0,0,0,1429124,.2614345550537109,641425,1211857,.2045488357543945,189547,.0773458480834961,761689,31668,.3194646835327148,59356648,.1298885345458984,4257872,-.0866966247558594,637295,.0998706817626953,8949,.0298299789428711,76661,1428768,-.2409400939941406,5630,6224,1.569129943847656,75505,.2045764923095703,1373021,.05572509765625,703780,-.0383987426757813,22759,-.5290946960449219,74460,-1.071536064147949,261613,1.151296615600586,15308,41167,-.2238483428955078,208391,-.499110221862793,422521,.8966770172119141,3872996,.1703281402587891,654550,.6191072463989258,3086649,-.5972728729248047,2317130,794361,.4933090209960938,10460,-.9040164947509766,1863,-2.75307559967041,2017573,1207640,1.632719039916992,12044,4610,-1.085365295410156,3122733,.42315673828125,1686354,2.132461547851563,25755,51823,3.41838264465332,78558,1.719720840454102,851262,.1246433258056641,655716,-.0134754180908203,2410035,504,455328,.1501131057739258,73954,.0249595642089844,62813,.2986259460449219,409066,833913,.3042469024658203,117868,-.0931186676025391,matched (3),2530740.8,.83836871,267971.06,451508.69
201308,841690,643,3862,2069828,08,0,0,0,0,0,0,1,0,0,0,0,894611,-.4684276580810547,191427,1075633,-.1192445755004883,61032,-1.133238792419434,1072356,29523,-.0701370239257813,58382424,-.0165500640869141,4207520,-.0118961334228516,536951,-.1713266372680664,5035,-.5751285552978516,70216,893533,-.4693851470947266,1455,24041,1.351347923278809,78053,.0331888198852539,825153,-.5091991424560547,510215,-.3216333389282227,20497,-.1046819686889648,304163,1.407301902770996,107237,-.8918247222900391,6015,30239,-.3085041046142578,394879,.6391630172729492,241956,-.5574836730957031,3428787,-.121821403503418,543652,-.1856393814086914,8234649,.9812650680541992,2080210,377312,-.7444658279418945,56519,1.687018394470215,38652,3.032410621643066,1332483,714815,-.5243997573852539,8848,9468,.7196903228759766,2638345,-.1685562133789063,155828,-2.381571769714356,5679,119326,.8340253829956055,55414,-.3490047454833984,967643,.128143310546875,702918,.0695123672485352,3414273,473,407632,-.1106529235839844,27778,-.9791994094848633,28812,-.7793703079223633,372350,709056,-.1621942520141602,81203,-.3726129531860352,matched (3),2086233.4,.83836871,212233.13,420825.97
