period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1168c300,growth1168c300,Y1198c440,growth1198c440,Y1223c36,Y1377c348,growth1377c348,Y1428c792,growth1428c792,Y144c124,growth144c124,Y144c484,Y1693c440,growth1693c440,Y1759c124,growth1759c124,Y1825c218,Y183c440,growth183c440,Y1889c586,growth1889c586,Y1900c124,growth1900c124,Y1909c124,growth1909c124,Y1914c124,growth1914c124,Y1960c203,Y1982c484,growth1982c484,Y223c124,growth223c124,Y2617c218,Y2741c36,Y2768c251,growth2768c251,Y2805c381,Y2882c246,growth2882c246,Y3011c344,Y3199c208,growth3199c208,Y3477c616,growth3477c616,Y3513c124,Y3589c233,Y3748c124,growth3748c124,Y3754c124,growth3754c124,Y3754c36,Y3754c586,growth3754c586,Y3771c752,growth3771c752,Y3771c826,growth3771c826,Y3803c484,growth3803c484,Y3845c484,growth3845c484,Y4093c484,growth4093c484,Y4321c68,growth4321c68,Y4480c218,Y451c484,growth451c484,Y4584c376,Y4632c152,growth4632c152,Y4638c484,growth4638c484,Y4690c32,Y482c124,growth482c124,Y4918c124,growth4918c124,Y4944c484,growth4944c484,Y4952c752,growth4952c752,Y4961c124,growth4961c124,Y612c620,growth612c620,_merge,x,r2,s,sf
201109,401699,620,1859,25322220,09,0,0,0,0,0,0,0,1,0,0,0,27168,-.4297075271606445,20035,-1.092839241027832,146570,1564465,-.1745738983154297,445991,.0626354217529297,29529616,-.036590576171875,15402192,127890,-.1242942810058594,29661108,-.1828975677490234,351746,13449056,-.0535697937011719,70375,1.042954444885254,8600371,-.1235675811767578,31491008,-.1187801361083984,4648066,.1754884719848633,23616,12819477,-.2893924713134766,4600369,-.0149250030517578,149763,2414869,106071712,-.3303318023681641,15871178,536452,-.8802480697631836,9904409,37702,-.80084228515625,15841,.2499990463256836,137574,81752,4300989,-.0050516128540039,7387078,-.0340490341186523,5648954,230675,-.0283021926879883,228668,-.5356760025024414,2241618,-.1391401290893555,6362581,.113551139831543,487559,.2555580139160156,774045,-.4690790176391602,3687,-3.353130340576172,786144,17360044,-.3853988647460938,5161000,201116,-.6627693176269531,1699127,-.5912570953369141,265274,478633,-.4149971008300781,2832766,-.2568330764770508,10634866,-.0570259094238281,3790833,-.2426156997680664,15038723,-.2149429321289063,580598,-.6217937469482422,matched (3),26808546,.89543676,941175.94,1836351.3
201110,401699,621,1859,26833260,10,0,0,0,0,0,0,0,0,1,0,0,8799,-1.127401351928711,39439,.6772737503051758,292268,2616462,.5142784118652344,482089,.0778303146362305,20365232,-.3715648651123047,15555274,122446,-.0434999465942383,30642848,.032562255859375,277143,12910956,-.04083251953125,85043,.1893186569213867,8364633,-.0277929306030273,32353746,.0270271301269531,4477163,-.0374622344970703,61348,13227715,.0313491821289063,5613811,.1990928649902344,182751,2501811,82036592,-.2569503784179688,10321577,211525,-.9306344985961914,11736453,66803,.5720348358154297,77563,1.588488578796387,121456,69846,4084553,-.0516328811645508,6893548,-.0691461563110352,6162142,232637,.0084695816040039,229521,.00372314453125,2393141,.0654087066650391,4384888,-.3722705841064453,489076,.0031061172485352,793710,.0250883102416992,3225,-.1338796615600586,550779,13204614,-.2736053466796875,3863000,155267,-.2587356567382813,1932160,.1285238265991211,158317,571866,.1779699325561523,3344178,.1659679412841797,12098643,.1289539337158203,3481804,-.0850353240966797,11482562,-.2697982788085938,512946,-.1238880157470703,matched (3),26904526,.89543676,953970.56,1842941.5
201111,401699,622,1859,28405216,11,0,0,0,0,0,0,0,0,0,1,0,92438,2.351900100708008,44172,.1133365631103516,180260,2924355,.1112508773803711,778603,.4793720245361328,29001988,.3535346984863281,26045544,135704,.1028060913085938,31238570,.0192546844482422,346798,11598673,-.1071853637695313,94063,.1008081436157227,10148747,.1933374404907227,30711088,-.0521049499511719,2820009,-.4622488021850586,99623,16561527,.2247676849365234,5677779,.0113306045532227,184983,3004292,93405208,.1297817230224609,5963149,180729,-.1573448181152344,14608485,101602,.4193153381347656,24376,-1.157490730285645,438132,72552,5008590,.2039422988891602,7232187,.0479555130004883,8268957,214676,-.0803499221801758,409852,.5798015594482422,2321362,-.0304527282714844,5296042,.1887960433959961,604705,.2122230529785156,641075,-.2135715484619141,17793,1.707871437072754,722030,13950524,.0549507141113281,7085000,293284,.6359949111938477,3061302,.4602022171020508,303373,942357,.4994802474975586,3104539,-.0743560791015625,12187899,.0073509216308594,3757506,.0762052536010742,6505117,-.5682401657104492,372103,-.3210000991821289,matched (3),27772180,.89543676,944775.25,1838198.5
201112,401699,623,1859,25008436,12,0,0,0,0,0,0,0,0,0,0,1,26635,-1.244312286376953,4336,-2.321139335632324,87381,1395313,-.739954948425293,704470,-.1000547409057617,28820472,-.0062789916992188,32578622,115722,-.1592855453491211,28106392,-.1056556701660156,382700,11682495,.0072002410888672,33744,-1.025162696838379,7657469,-.2816677093505859,28788736,-.0646400451660156,3262163,.1456499099731445,151848,11733169,-.3446617126464844,4442217,-.2454061508178711,50269,1838944,105031408,.1173133850097656,8272616,207859,.139862060546875,13855768,37956,-.9846353530883789,53286,.782073974609375,30228,136231,4417254,-.125636100769043,8325995,.1408405303955078,4639666,257922,.1835269927978516,222593,-.6104516983032227,1981654,-.1582221984863281,4428535,-.1788911819458008,479892,-.2311801910400391,672491,.0478420257568359,4002,-1.492010116577148,413021,14161033,.0149784088134766,6482000,63624,-1.52815055847168,1951700,-.4501399993896484,238414,402456,-.8507986068725586,4495048,.3701114654541016,11474188,-.0603427886962891,3840426,.0218276977539063,5381105,-.1896953582763672,355273,-.0462846755981445,matched (3),27252096,.89543676,1068570.8,1904788
201201,401699,624,1859,33148120,01,0,0,0,0,0,0,0,0,0,0,0,71081,.9815940856933594,8661,.6918783187866211,588488,1931840,.3253545761108398,390491,-.5900411605834961,26548168,-.0821247100830078,0,137611,.1732397079467773,29583676,.0512256622314453,448051,11805819,.0105018615722656,176145,1.652504920959473,8081775,.053929328918457,33115078,.1400032043457031,3708901,.1283454895019531,159648,11321365,-.0357284545898438,4939985,.1062088012695313,195864,2621421,124794688,.1724109649658203,8425984,986845,1.557652473449707,13236048,40651,.0685958862304688,10191,-1.654168128967285,498412,58021,4223630,-.0448236465454102,8596562,.0319805145263672,8281365,229674,-.1159954071044922,226496,.0173826217651367,2205752,.1071367263793945,3947743,-.114924430847168,479810,-.0001707077026367,831891,.212712287902832,5786,.3686466217041016,1215159,14304421,.0100746154785156,8925000,191774,1.103326797485352,2761721,.3471536636352539,434166,587224,.3778200149536133,3281499,-.3146762847900391,12061247,.049896240234375,4188511,.0867624282836914,4994438,-.0745687484741211,492132,.3258609771728516,matched (3),34817248,.89543676,932780.69,1832062.6
201202,401699,625,1859,25240872,02,1,0,0,0,0,0,0,0,0,0,0,69598,-.0210847854614258,4142,-.7376518249511719,53297,1645806,-.160243034362793,719262,.6108207702636719,19059450,-.3313980102539063,0,130157,-.0556888580322266,28090234,-.0518016815185547,285947,11311148,-.0428047180175781,294895,.5153121948242188,6919609,-.1552524566650391,30993704,-.0662040710449219,2964482,-.2240333557128906,246866,10659910,-.0602016448974609,4239549,-.1529054641723633,337148,1765274,79299488,-.4534397125244141,4770532,192012,-1.636955261230469,5293761,53980,.2835903167724609,9723,-.0470113754272461,129086,69836,4008844,-.0521917343139648,7284503,-.1656131744384766,5302965,165818,-.325770378112793,266345,.1620655059814453,2140499,-.030029296875,3073531,-.2503175735473633,697911,.3747014999389648,340365,-.8936824798583984,2055,-1.035165309906006,1021656,11994035,-.1761608123779297,5956000,143407,-.2906312942504883,1239546,-.8011093139648438,181675,584260,-.0050601959228516,2185998,-.4062280654907227,10890316,-.1021232604980469,3613868,-.1475667953491211,5216796,.0435581207275391,371120,-.282221794128418,matched (3),23649410,.89543676,934122.19,1832746
201203,401699,626,1859,28150932,03,0,1,0,0,0,0,0,0,0,0,0,47814,-.3754167556762695,10918,.9692344665527344,279656,1552992,-.0580463409423828,509395,-.3450021743774414,20258456,.0610103607177734,0,135935,.0434350967407227,31980940,.1297187805175781,400502,12578038,.1061649322509766,231397,-.2424840927124023,6392651,-.0792093276977539,29867608,-.0370082855224609,2416484,-.2043886184692383,249750,11128412,.0430107116699219,5320317,.2270755767822266,89385,2088986,54304268,-.3786277770996094,3391390,141013,-.3087053298950195,7420063,78150,.3700160980224609,42343,1.471309661865234,396348,11511,4447616,.1038646697998047,7294133,.0013208389282227,5835227,153039,-.0801982879638672,211414,-.2309741973876953,1945557,-.0954904556274414,2424377,-.2372522354125977,269213,-.9525890350341797,310183,-.0928564071655273,5579,.9987339973449707,613341,13599300,.1256103515625,5129000,28110,-1.629561424255371,1580356,.2429056167602539,207148,604012,.0332479476928711,2724519,.220219612121582,9781251,-.1074066162109375,3187474,-.1255502700805664,5390616,.03277587890625,668041,.5878238677978516,matched (3),28093460,.89543676,706930.94,1728040.8
201204,401699,627,1859,32465408,04,0,0,1,0,0,0,0,0,0,0,0,19717,-.8858375549316406,39333,1.281650543212891,189400,1563619,.0068187713623047,455019,-.112884521484375,22287244,.0954418182373047,0,119535,-.1285676956176758,32184552,.0063457489013672,363823,12688036,.0087070465087891,65672,-1.259462356567383,7552887,.1667804718017578,33187692,.1054039001464844,2762455,.1338062286376953,326154,13615366,.2016983032226563,5445556,.0232667922973633,76342,1903234,37024312,-.3830280303955078,3525218,288235,.7149238586425781,8966666,133818,.5378513336181641,9533,-1.491044044494629,117349,56583,4472173,.0055065155029297,7788034,.0655183792114258,6759443,194021,.237274169921875,276810,.2695131301879883,2463564,.2360601425170898,3390100,.3352851867675781,641429,.8681964874267578,813358,.9640092849731445,6293,.1204280853271484,754006,13166635,-.0323333740234375,6081000,131620,1.543793678283691,2105944,.2871131896972656,200044,259493,-.8448638916015625,3721748,.3119020462036133,12100073,.2127437591552734,4202219,.2763843536376953,4873150,-.1009187698364258,599175,-.108795166015625,matched (3),31857454,.89543676,690284.06,1721297.8
201205,401699,628,1859,34193752,05,0,0,0,1,0,0,0,0,0,0,0,19311,-.0208063125610352,65891,.5159387588500977,240169,2060807,.2760953903198242,599410,.2756071090698242,20987600,-.0600833892822266,0,156096,.2668619155883789,33994012,.0546989440917969,380840,13459930,.0590572357177734,79083,.1858253479003906,9618908,.2418003082275391,43526868,.2711982727050781,2959652,.0689516067504883,184034,13661101,.0033531188964844,6211834,.1316566467285156,129436,1968987,45618388,.2087364196777344,4902689,322027,.1108589172363281,10012411,56489,-.8624353408813477,14082,.3901376724243164,118711,98693,4166436,-.0708131790161133,9573958,.2064571380615234,7475151,232681,.18170166015625,277202,.0014152526855469,3068527,.2195892333984375,4810631,.3499689102172852,657132,.0241861343383789,1123725,.3232326507568359,29033,1.528995513916016,923879,21891704,.5084228515625,5184000,195141,.393803596496582,3504664,.5093307495117188,213083,273919,.054102897644043,4148716,.1086053848266602,12524965,.0345134735107422,3908357,-.0724954605102539,6845837,.339900016784668,629090,.0487203598022461,matched (3),36503448,.89543676,941513.75,1836524.4
201206,401699,629,1859,36732732,06,0,0,0,0,1,0,0,0,0,0,0,67678,1.254086494445801,53672,-.2051105499267578,520486,1310357,-.4527988433837891,517707,-.1465368270874023,24495668,.1545658111572266,0,176918,.1252155303955078,34366272,.0108909606933594,236086,13826444,.0268650054931641,93236,.1646356582641602,7972826,-.1876916885375977,50058200,.1398086547851563,3516128,.1722888946533203,230679,13861260,.0145454406738281,6454478,.0383176803588867,223015,2395997,78742272,.545867919921875,10036583,870958,.9949588775634766,10481780,109565,.6624717712402344,9101,-.4365129470825195,411595,116817,4144686,-.0052337646484375,8760376,-.0888071060180664,6751478,290683,.222564697265625,256683,-.0769052505493164,2747031,-.1106767654418945,6016479,.2236738204956055,619859,-.0583934783935547,392099,-1.052889823913574,13601,-.7582902908325195,869615,27251524,.2190017700195313,7718000,113369,-.5430746078491211,3483219,-.0061378479003906,241038,745185,1.000800132751465,4833236,.1527166366577148,13669398,.0874347686767578,4603242,.1636438369750977,10951585,.4698429107666016,817066,.2614450454711914,matched (3),36987152,.89543676,911406.69,1821273.1
201207,401699,630,1859,33033776,07,0,0,0,0,0,1,0,0,0,0,0,48559,-.3319816589355469,42525,-.2327995300292969,340067,530509,-.9042177200317383,862380,.5102863311767578,21832286,-.1151065826416016,9545631,67622,-.9617528915405273,36508684,.0604743957519531,447409,13480147,-.0253639221191406,17681,-1.662643432617188,9342438,.1585283279418945,42394828,-.1661605834960938,3305876,-.0616588592529297,54652,14818491,.0667781829833984,5339676,-.1896085739135742,418106,2748329,113491008,.3655433654785156,16893362,1863127,.7604179382324219,12235077,61408,-.5789775848388672,10738,.1654043197631836,222157,71284,4316924,.040715217590332,9434300,.0741128921508789,6751590,258320,-.1180343627929688,314249,.2023439407348633,2593319,-.0575828552246094,4252494,-.3469972610473633,618859,-.0016145706176758,682980,.5549516677856445,2184,-1.828985214233398,1033766,30858680,.1243076324462891,7150000,217101,.6497154235839844,1967239,-.5713253021240234,429677,326083,-.8264808654785156,4371983,-.1002988815307617,12402774,-.0972385406494141,3495781,-.2752046585083008,27922560,.9359512329101563,811388,-.0069732666015625,matched (3),32070622,.89543676,850929.81,1791774.3
201208,401699,631,1859,31892056,08,0,0,0,0,0,0,1,0,0,0,0,66600,.3159246444702148,81680,.6527166366577148,201431,1589556,1.097373008728027,599829,-.3630514144897461,17369242,-.2286891937255859,22708952,9156,-1.999524116516113,36739896,.0063133239746094,554672,13810656,.0242214202880859,19480,.096898078918457,3266983,-1.050700187683106,4618651,-2.216922760009766,1567234,-.7463893890380859,43822,14042837,-.0537643432617188,4718616,-.1236495971679688,173141,2447000,110893360,-.0231533050537109,19011866,820049,-.8206472396850586,11446801,97402,.4613065719604492,4861,-.7925443649291992,0,182218,800722,-1.684783935546875,4407532,-.7610368728637695,8109151,314287,.1961078643798828,240262,-.2684555053710938,1884093,-.3194913864135742,3791334,-.1147871017456055,743854,.1839675903320313,1060345,.4398832321166992,48857,3.107739448547363,783214,29327982,-.0508766174316406,4860000,192233,-.1216545104980469,2021343,.0271310806274414,391696,10843,-3.403632164001465,3108168,-.3411836624145508,15520681,.2242527008056641,4520358,.2570343017578125,1023939,-3.305777549743652,956883,.1649351119995117,matched (3),31664178,.89543676,1214869.3,1990547.9
201209,401699,632,1859,29986948,09,0,0,0,0,0,0,0,1,0,0,0,3844,-2.852190971374512,34064,-.874567985534668,57271,1214106,-.2694463729858398,789469,.2747163772583008,17937744,.0322055816650391,18759620,6869,-.2873907089233398,34163952,-.07269287109375,321766,12752016,-.0797500610351563,19369,-.0057144165039063,8947629,1.007521629333496,29619904,1.858343124389648,3906780,.9134006500244141,38403,11209295,-.2253684997558594,4600375,-.0253782272338867,73834,2958631,98373032,-.1198024749755859,15425691,690076,-.1725625991821289,7345458,92916,-.0471506118774414,5571,.1363306045532227,153358,122384,3574025,1.495933532714844,8146226,.6142396926879883,5408511,241275,-.264369010925293,237709,-.0106830596923828,2213268,.1610231399536133,8849578,.847651481628418,673987,-.0986337661743164,652151,-.4860734939575195,18590,-.966273307800293,783349,12995617,-.8139286041259766,3999000,187887,-.0228681564331055,2042813,.0105657577514648,352148,169128,2.747136116027832,3080447,-.0089588165283203,13771599,-.1195640563964844,3695109,-.2015810012817383,20477328,2.995661735534668,683093,-.3370504379272461,matched (3),29865064,.89543676,1179742.9,1969306.1
201210,401699,633,1859,32424852,10,0,0,0,0,0,0,0,0,1,0,0,49950,2.564509391784668,24592,-.3258199691772461,187681,2208071,.5981111526489258,294475,-.9861669540405273,21051440,.1600627899169922,21187036,8476,.2102203369140625,38161004,.1106433868408203,517032,12949719,.0153846740722656,36003,.6199283599853516,9937982,.1049747467041016,36024284,.1957473754882813,3153856,-.2140874862670898,93374,13997202,.2221145629882813,6062469,.2759799957275391,89106,2827264,90228472,-.0864219665527344,9976331,161941,-1.449569702148438,11302952,97201,.0450849533081055,12754,.8282699584960938,161418,71668,4578507,.2476806640625,9398456,.1429901123046875,6929976,251339,.0408649444580078,297533,.2244777679443359,2292132,.0350122451782227,8899542,.0056304931640625,588534,-.1355762481689453,1816270,1.024264335632324,27201,.3806295394897461,377426,14337977,.0982990264892578,4065000,102878,-.6022968292236328,2275628,.1079282760620117,445963,270457,.4694576263427734,3704311,.184422492980957,15598292,.1245517730712891,4216342,.1319580078125,14627657,-.3364048004150391,769527,.119145393371582,matched (3),32856160,.89543676,1039126.6,1888427.4
201211,401699,634,1859,32944408,11,0,0,0,0,0,0,0,0,0,1,0,16574,-1.103187561035156,8134,-1.106368064880371,315857,1176456,-.629612922668457,491356,.5119752883911133,24014756,.1316986083984375,22271704,79825,2.242597579956055,38746488,.0152263641357422,277614,12085628,-.0690574645996094,71936,.692173957824707,10129272,.0190658569335938,34331624,-.048126220703125,3336550,.0563116073608398,41922,11663769,-.1823711395263672,4923376,-.2081232070922852,154586,2453383,79718120,-.1238479614257813,4721820,149934,-.0770368576049805,11635833,117004,.1854276657104492,4531,-1.03490161895752,144956,84280,4825343,.0525093078613281,8337719,-.1197547912597656,7440745,190659,-.2763156890869141,365624,.206080436706543,2119924,-.0781021118164063,5660647,-.4524621963500977,487655,-.1880264282226563,1998555,.0956392288208008,5352,-1.62578296661377,1176596,15016822,.0462589263916016,3105000,109278,.0603513717651367,3344812,.3851537704467773,373791,346008,.2463483810424805,3770499,.0177106857299805,12551956,-.21728515625,2925118,-.3656330108642578,6844008,-.7595405578613281,442896,-.5524415969848633,matched (3),33856416,.89543676,995517.81,1864786.6
201212,401699,635,1859,33876624,12,0,0,0,0,0,0,0,0,0,0,1,27958,.5228681564331055,16794,.7249689102172852,141009,623548,-.6348361968994141,656148,.2892169952392578,23113400,-.0382556915283203,22308248,85825,.0724735260009766,32361682,-.1800651550292969,338703,13495313,.1103248596191406,78741,.0903873443603516,7931257,-.2446174621582031,28918176,-.1715965270996094,3237889,-.0300159454345703,43896,9866276,-.1673641204833984,4478009,-.0948162078857422,83344,2459756,104780232,.2733669281005859,6587236,779897,1.648966789245606,13304530,153301,.2701950073242188,8642,.64569091796875,114509,18933,4478710,-.0745468139648438,7771084,-.0703802108764648,4806583,239912,.2297849655151367,266730,-.31536865234375,1473208,-.3639373779296875,7023470,.2157192230224609,636317,.2660884857177734,807591,-.906123161315918,7009,.2697238922119141,811737,16191040,.075286865234375,4018000,272998,.9155693054199219,3089312,-.0794620513916016,220085,347437,.0041217803955078,3266634,-.1434478759765625,13153605,.0468196868896484,3046996,.0408210754394531,5752435,-.1737499237060547,409635,-.0780677795410156,matched (3),32628820,.89543676,816517.5,1775689.9
201301,401699,636,1859,38580800,01,0,0,0,0,0,0,0,0,0,0,0,106602,1.338398933410645,52204,1.134137153625488,341479,1102851,.5702285766601563,688123,.047581672668457,24556294,.0605564117431641,26780120,174024,.706883430480957,34615408,.0673236846923828,475907,14154786,.0477104187011719,168422,.7603092193603516,9668097,.1980209350585938,39237496,.3051624298095703,3350893,.0343055725097656,9541,11095703,.1174354553222656,4604049,.0277576446533203,105111,2382141,125505024,.18048095703125,9165358,1223995,.4507131576538086,14819924,178710,.1533603668212891,12302,.3531274795532227,121081,118170,4659840,.0396451950073242,10070623,.2592134475708008,6592401,205871,-.1530218124389648,452313,.5281381607055664,2154550,.3801393508911133,7026848,.0004816055297852,739650,.1504802703857422,825735,.0222177505493164,12133,.5487346649169922,1520679,14760566,-.092498779296875,7107000,226584,-.1863489151000977,2674031,-.1443605422973633,451320,453959,.2674236297607422,2899322,-.1192827224731445,12557067,-.0464115142822266,4455628,.3800125122070313,6134214,.0642585754394531,388157,-.0538568496704102,matched (3),36607296,.89543676,896688.94,1813952.8
201302,401699,637,1859,32369474,02,1,0,0,0,0,0,0,0,0,0,0,10701,-2.298765182495117,714,-4.292031288146973,185964,830810,-.2832527160644531,573605,-.1820268630981445,21257452,-.1442623138427734,29058344,149491,-.1519575119018555,32320304,-.068603515625,261987,14822090,.0460662841796875,204433,.1937675476074219,8947730,-.0774326324462891,33624168,-.154388427734375,3755463,.1139850616455078,26589,8756415,-.2367715835571289,3612398,-.2425642013549805,66495,5398284,83058192,-.4128036499023438,6164190,303864,-1.393295288085938,4488317,74276,-.8779764175415039,10925,-.1187076568603516,378453,84068,4331993,-.0729532241821289,8016720,-.228093147277832,5929878,373217,.59490966796875,218859,-.725947380065918,1571716,-.3154144287109375,3976972,-.5692176818847656,656819,-.1187686920166016,813194,-.0153045654296875,7334,-.5034084320068359,959620,11947252,-.2114582061767578,6137000,72913,-1.133848190307617,2469472,-.0795831680297852,567330,332746,-.3106279373168945,2818980,-.028101921081543,11922580,-.051849365234375,3786236,-.1627960205078125,5313635,-.1436061859130859,523777,.2996559143066406,matched (3),32720126,.89543676,927021.88,1829137.3
201303,401699,638,1859,25260258,03,0,1,0,0,0,0,0,0,0,0,0,29896,1.027387619018555,31555,3.788604736328125,47063,1398638,.5208530426025391,637444,.1055259704589844,16420023,-.2582054138183594,17705700,136243,-.0927963256835938,32678326,.011016845703125,604410,15264960,.0294418334960938,97476,-.7406339645385742,5453111,-.495213508605957,27520548,-.2003116607666016,2941145,-.2444133758544922,25456,8065563,-.0821828842163086,3329833,-.0814495086669922,208461,2380494,52403600,-.4605655670166016,3141644,156315,-.6647071838378906,6998539,47280,-.4517002105712891,13591,.2183542251586914,196969,52063,3732440,-.1489648818969727,7567133,-.0577154159545898,5534749,126694,-1.080385208129883,324271,.3931522369384766,1524649,-.0304031372070313,3360954,-.1682958602905273,302177,-.7763948440551758,738780,-.0959692001342773,1377,-1.672613620758057,1769043,14909741,.2215137481689453,5714000,58867,-.2139863967895508,1275578,-.6606044769287109,285385,285278,-.1539154052734375,2006811,-.3398284912109375,9725306,-.2037029266357422,2896072,-.2680168151855469,5298632,-.0028276443481445,397496,-.2758808135986328,matched (3),26956580,.89543676,1012184.4,1873737.1
201304,401699,639,1859,31361848,04,0,0,1,0,0,0,0,0,0,0,0,99721,1.204651832580566,31859,.009587287902832,330242,882273,-.4607524871826172,551670,-.1445169448852539,17756298,.0782394409179688,17525408,155870,.13458251953125,36838260,.1198234558105469,420199,15158654,-.006988525390625,23641,-1.416624069213867,5917052,.0816516876220703,35161672,.2450237274169922,2595029,-.1252012252807617,32887,9157466,.1269664764404297,4851205,.3763046264648438,84218,3094424,36456344,-.3628597259521484,3149467,620777,1.379098892211914,6617585,36720,-.2527656555175781,2182,-1.829165935516357,131245,131314,3827999,.0252799987792969,8062677,.0634307861328125,6080070,127192,.0039234161376953,267149,-.1937732696533203,1832579,.1839599609375,5066735,.4104719161987305,446252,.3898706436157227,832550,.1194934844970703,4988,1.28712797164917,542561,19496510,.2682209014892578,7273000,76061,.2562551498413086,2846557,.8027105331420898,126837,376030,.2762050628662109,3603111,.5852508544921875,10721628,.0975303649902344,3604042,.2187004089355469,6129449,.1456565856933594,579938,.3777360916137695,matched (3),32131716,.89543676,818079.69,1776408.8
201305,401699,640,1859,32632780,05,0,0,0,1,0,0,0,0,0,0,0,69002,-.3682413101196289,56554,.5738763809204102,65828,1035495,.1601333618164063,668843,.1925992965698242,22757212,.2481422424316406,26722512,205801,.2778873443603516,36582480,-.0069675445556641,669213,15618953,.0299129486083984,10323,-.828608512878418,7858821,.2837982177734375,45118984,.2493457794189453,3354998,.2568540573120117,87233,10506793,.137451171875,4983333,.0268726348876953,117218,2520594,44753288,.2050495147705078,7432870,644264,.0371370315551758,8232428,50201,.312713623046875,5892,.9933533668518066,100981,106517,4091637,.0666027069091797,8231559,.0207300186157227,6460103,272100,.7604713439941406,334351,.2243852615356445,2126056,.1485443115234375,4264608,-.1723470687866211,523489,.1596317291259766,635817,-.2695827484130859,8690,.5551376342773438,1657258,21302034,.0885677337646484,8934000,153135,.6997842788696289,3627400,.242405891418457,283514,476573,.2369518280029297,4007703,.1064205169677734,13790398,.2517108917236328,3798092,.0524425506591797,7061528,.1415567398071289,693074,.1782150268554688,matched (3),33277192,.89543676,846550.19,1789698.5
201306,401699,641,1859,33555728,06,0,0,0,0,1,0,0,0,0,0,0,20696,-1.204195022583008,54839,-.0307941436767578,220997,665118,-.4426708221435547,901807,.2988510131835938,20940180,-.0832138061523438,28364804,126139,-.4895248413085938,36257104,-.0089340209960938,694140,16943200,.0813808441162109,53369,1.642855644226074,9093790,.1459550857543945,47906624,.0599517822265625,2930467,-.135289192199707,128250,10575261,.0064964294433594,5847441,.1599044799804688,207699,3529553,66548608,.3967666625976563,7476620,714075,.102879524230957,8348382,69374,.3234767913818359,32218,1.698929786682129,322256,70377,4515666,.098607063293457,7820592,-.0512151718139648,6539744,318747,.1582279205322266,320543,-.04217529296875,1995531,-.0633583068847656,5013116,.161707878112793,470395,-.1069431304931641,1195318,.6312570571899414,1395,-1.829278469085693,817386,26325316,.2117290496826172,4073000,175339,.1354007720947266,3728912,.0276002883911133,296118,526952,.1004886627197266,4383895,.0897197723388672,11229187,-.2054557800292969,3580798,-.0589132308959961,9675076,.3148918151855469,702101,.0129413604736328,matched (3),33649132,.89543676,771698.94,1755532.1
201307,401699,642,1859,36404364,07,0,0,0,0,0,1,0,0,0,0,0,49035,.8625936508178711,65883,.1834783554077148,158344,1565015,.8556861877441406,957178,.0595893859863281,23012044,.0943489074707031,34755960,226795,.5866613388061523,40609080,.1133575439453125,503584,17444604,.0291652679443359,88294,.5034427642822266,9721237,.0667209625244141,47185960,-.0151576995849609,4250255,.3718166351318359,39536,12272542,.1488456726074219,6268204,.0694856643676758,209069,3907903,112465344,.5247135162353516,14620353,1618742,.8184165954589844,12303157,16128,-1.458954811096191,7588,-1.445957183837891,197123,141290,4990423,.0999679565429688,11039221,.3446941375732422,7802523,283671,-.116581916809082,358776,.1126823425292969,2079327,.0411338806152344,1456945,-1.235715866088867,565149,.1835165023803711,645087,-.6167831420898438,9180,1.884132862091065,1693460,28562096,.0815486907958984,0,248949,.3505268096923828,4700058,.2314586639404297,502514,443088,-.1733407974243164,4884726,.1081752777099609,14217772,.2359752655029297,4214863,.1630315780639648,23206284,.8748703002929688,1077825,.4286222457885742,matched (3),37944460,.89543676,999984.81,1867175.3
201308,401699,643,1859,32733316,08,0,0,0,0,0,0,1,0,0,0,0,13564,-1.285114288330078,60718,-.0816402435302734,216031,912424,-.539546012878418,449984,-.7547769546508789,20503882,-.1154041290283203,31805452,64289,-1.26065731048584,39949444,-.0163764953613281,696627,18020054,.0324535369873047,38428,-.8318862915039063,7931168,-.2035121917724609,38791292,-.1958999633789063,3273402,-.2611494064331055,20102,12493018,.0178070068359375,6075670,-.0311975479125977,314610,3508187,112661800,.0017452239990234,17943224,996174,-.4854831695556641,10104381,19659,.1979780197143555,6763,-.1151018142700195,113552,108676,4347392,-.137944221496582,8343033,-.2800273895263672,6776183,255658,-.1039743423461914,221122,-.4839839935302734,1723854,-.1874818801879883,2158423,.393035888671875,682003,.1879453659057617,982268,.4204797744750977,1926,-1.561582088470459,1103746,26999704,-.0562553405761719,9183000,132253,-.6325311660766602,3621149,-.2607841491699219,371365,295376,-.4055194854736328,3730508,-.2695684432983398,13863191,-.0252552032470703,3899766,-.0777006149291992,33778408,.3753986358642578,1102505,.0226402282714844,matched (3),31965024,.89543676,939944.88,1835720.5
