period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1187c757,growth1187c757,Y1201c372,growth1201c372,Y1202c600,growth1202c600,Y1360c586,growth1360c586,Y1467c124,growth1467c124,Y1526c68,growth1526c68,Y1542c826,growth1542c826,Y1611c352,growth1611c352,Y1853c586,growth1853c586,Y2003c752,growth2003c752,Y2530c233,Y2561c642,Y2631c586,growth2631c586,Y2635c586,growth2635c586,Y2773c381,Y2775c344,Y2921c586,growth2921c586,Y2926c705,growth2926c705,Y2932c268,growth2932c268,Y3029c586,growth3029c586,Y3140c152,growth3140c152,Y3254c484,growth3254c484,Y3452c36,Y3605c484,growth3605c484,Y3693c344,Y3694c344,Y3883c348,growth3883c348,Y4004c586,growth4004c586,Y4085c218,Y4160c381,Y4233c191,growth4233c191,Y4284c222,growth4284c222,Y4358c218,Y4402c752,growth4402c752,Y4403c554,Y4412c208,growth4412c208,Y4429c68,growth4429c68,Y4480c218,Y4581c372,growth4581c372,Y4617c792,growth4617c792,Y4745c586,growth4745c586,Y4820c68,growth4820c68,Y4938c233,Y4945c703,growth4945c703,Y496c348,growth496c348,Y4980c344,Y5005c268,growth5005c268,Y588c376,Y718c616,growth718c616,Y894c222,growth894c222,_merge,x,r2,s,sf
201011,901849,610,4757,2836339,11,0,0,0,0,0,0,0,0,0,1,0,1820960,.3907413482666016,2477406,.3327255249023438,7683,.2336759567260742,359455,.0070209503173828,47772,.2714309692382813,451423,.0868644714355469,1159969,.4544849395751953,695,-3.429941177368164,134883,.6048669815063477,546144,-.4489812850952148,936064,41698,169134,-.2581663131713867,588249,-.4270219802856445,410646,490332,407428,1.403754234313965,7425,.7325677871704102,63469,-.2926530838012695,261116,.215545654296875,72456,.6858587265014648,2491538,-.2190885543823242,845526,158041,.0536136627197266,88062,60908,1371368,2.692771911621094,1252260,.2696142196655273,50078,363896,2276,-.4366092681884766,45778,-.8403148651123047,316602,1496230,.3513412475585938,54682,2153268,.1172447204589844,116928,.5466489791870117,518719,1129398,.5080375671386719,31257,-.7353391647338867,70602,.3493251800537109,17581,-1.237343788146973,1179821,865392,-.2549571990966797,7648296,1.234848022460938,342366,82728,.1768827438354492,97000,56362,.8325510025024414,190102,.1888151168823242,matched (3),6044113,.91973144,488480.5,600756.56
201012,901849,611,4757,3748378,12,0,0,0,0,0,0,0,0,0,0,1,357919,-1.626811981201172,2562734,.0338621139526367,36579,1.560464859008789,367955,.023371696472168,33102,-.3668460845947266,391821,-.1415996551513672,779442,-.3975696563720703,11199,2.779667854309082,77914,-.548802375793457,834656,.4241371154785156,827848,11751,220418,.2648344039916992,692132,.1626262664794922,405425,344224,17300,-3.159157752990723,7313,-.0151996612548828,128984,.709136962890625,394376,.4123401641845703,132891,.6065492630004883,1971549,-.2340803146362305,1089944,94234,-.5170736312866211,69355,86968,16920,-4.39506721496582,1872144,.4021339416503906,44539,5154409,6487,1.047380447387695,136850,1.09508228302002,224296,196599,-2.029538154602051,29086,2311863,.0710668563842773,165485,.3473224639892578,558552,906952,-.2193508148193359,92953,1.089850425720215,109683,.4405355453491211,76502,1.470498085021973,477558,574212,-.4101839065551758,7740635,.0120010375976563,432192,103379,.2228431701660156,117000,68062,.188624382019043,189827,-.0014476776123047,matched (3),5290821.5,.91973144,401015.72,532079.81
201101,901849,612,4757,3875374,01,0,0,0,0,0,0,0,0,0,0,0,1066630,1.091952323913574,3411786,.2861614227294922,77228,.7472877502441406,278862,-.2772436141967773,33615,.0153789520263672,1105282,1.037051200866699,2262882,1.065815925598145,11318,.0105695724487305,127813,.4949626922607422,572503,-.3770017623901367,2545534,60574,253511,.1398820877075195,791513,.1341695785522461,363940,414002,64794,1.320506095886231,14510,.6851844787597656,212606,.4997520446777344,332518,-.1706113815307617,118232,-.1168804168701172,1507951,-.2680683135986328,1330415,159994,.5293560028076172,178932,78734,92451,1.698182106018066,855469,-.7831897735595703,117494,564153,2245789,5.847011566162109,84385,-.4834957122802734,214888,343953,.5593395233154297,35747,2188221,-.0549650192260742,64079,-.9487638473510742,780516,2348254,.9513378143310547,71051,-.2686958312988281,61685,-.5755538940429688,45956,-.5096330642700195,709603,577967,.0065183639526367,8028238,.0364809036254883,176656,109245,.0551910400390625,65000,15906,-1.453722953796387,162841,-.1533393859863281,matched (3),4657550,.91973144,456796.59,575289.88
201102,901849,613,4757,2361184,02,1,0,0,0,0,0,0,0,0,0,0,611801,-.555851936340332,2597208,-.2727985382080078,27565,-1.030215263366699,143979,-.6610498428344727,33834,.0064935684204102,185434,-1.785157203674316,1546412,-.380702018737793,44,-5.549959659576416,33766,-1.331113815307617,562284,-.0180110931396484,1016632,23235,101138,-.9189214706420898,793617,.002655029296875,267015,326602,39274,-.5006504058837891,4026,-1.282064437866211,39581,-1.68109130859375,339597,.0210657119750977,75491,-.4486351013183594,2929795,.6641807556152344,791993,218867,.3133277893066406,18347,81507,92690,.0025815963745117,753338,-.1271352767944336,12194,779754,747,-8.008502006530762,76588,-.096949577331543,158149,95434,-1.282070159912109,29195,2843332,.2618875503540039,151500,.860468864440918,719481,2156375,-.0852432250976563,30830,-.8349094390869141,43767,-.3431606292724609,15837,-1.065335273742676,541838,497834,-.1492500305175781,10722013,.2893333435058594,433366,59358,-.6100053787231445,147000,35321,.7977809906005859,168956,.0368642807006836,matched (3),5885198.5,.91973144,603963.25,697901.81
201103,901849,614,4757,3101374,03,0,1,0,0,0,0,0,0,0,0,0,856652,.3366241455078125,3718811,.3589668273925781,3158,-2.166607856750488,274785,.6463222503662109,52555,.440394401550293,422320,.8230648040771484,2052532,.283137321472168,11434,5.560157299041748,125153,1.31008243560791,429125,-.270258903503418,1388197,459580,127389,.2307596206665039,412762,-.6537294387817383,659885,564125,74517,.6404647827148438,3565,-.1216087341308594,264510,1.899530410766602,436569,.2511873245239258,111892,.3935203552246094,4227770,.3667421340942383,908261,370508,.5264101028442383,62307,95137,32366,-1.052151679992676,168705,-1.496362686157227,33222,3121119,2388,1.16214656829834,80952,.0554161071777344,219742,148571,.4426279067993164,42581,3421034,.1849660873413086,129220,-.1590690612792969,899979,2641015,.2027339935302734,75491,.8955249786376953,80648,.6112146377563477,42663,.9909830093383789,720711,921148,.6153535842895508,13698777,.2450084686279297,405511,142418,.8751792907714844,192000,55875,.4586391448974609,211776,.22589111328125,matched (3),6674680,.91973144,792777.75,866482.5
201104,901849,615,4757,2371865,04,0,0,1,0,0,0,0,0,0,0,0,156220,-1.701766014099121,4993242,.2946815490722656,2052,-.431124210357666,220507,-.2200593948364258,34388,-.4241523742675781,593009,.3394460678100586,2646733,.2542514801025391,198,-4.056079864501953,105992,-.166172981262207,301968,-.3514270782470703,772142,341186,367609,1.059774398803711,1107693,.9871635437011719,884284,634383,24026,-1.131890296936035,1590,-.8074302673339844,185557,-.3545169830322266,434601,-.0045185089111328,105645,-.0574493408203125,5589237,.2791681289672852,9537162,255367,-.3721733093261719,13854,87727,82334,.9336757659912109,491667,1.069649696350098,25504,801632,1638,-.3769803047180176,38527,-.742497444152832,139388,297202,.6933488845825195,37124,2234697,-.4258365631103516,89578,-.3664064407348633,355144,1527425,-.5475797653198242,13386,-1.729804039001465,57404,-.3399801254272461,76984,.590266227722168,596873,402990,-.8267087936401367,11483484,-.1763973236083984,267000,81000,-.5643177032470703,61000,14948,-1.318539619445801,170764,-.2152471542358398,matched (3),4547583,.91973144,705103.56,787061.81
201105,901849,616,4757,3156013,05,0,0,0,1,0,0,0,0,0,0,0,444687,1.04610538482666,4378321,-.1314201354980469,3309,.4778313636779785,217749,-.0125865936279297,63891,.6194705963134766,682580,.1406698226928711,1571922,-.521026611328125,916,1.531749248504639,134936,.2414369583129883,366125,.1926536560058594,2147879,1245256,229811,-.4697628021240234,1401784,.2354660034179688,979073,904587,58320,.8868083953857422,2340,.3864169120788574,435469,.8530607223510742,332198,-.2686967849731445,79158,-.2886381149291992,6447460,.1428432464599609,2958838,206231,-.2137041091918945,46811,230106,16055,-1.634763717651367,581357,.1675634384155273,25702,777574,4383,.9842572212219238,82159,.7572975158691406,416651,316109,.0616750717163086,51583,2705087,.1910285949707031,138792,.4378662109375,810020,563870,-.9965143203735352,21906,.4925508499145508,108487,.6365165710449219,37548,-.7179775238037109,423085,379152,-.06097412109375,6641306,-.5476007461547852,229894,92910,.1371822357177734,86000,49776,1.202956199645996,204581,.1806821823120117,matched (3),4105927.3,.91973144,419266.63,545966.88
201106,901849,617,4757,3369706,06,0,0,0,0,1,0,0,0,0,0,0,607631,.3121967315673828,2804198,-.4455480575561523,29022,2.171407699584961,804860,1.30732536315918,57868,-.0990142822265625,385063,-.5724725723266602,1666459,.0584020614624023,1881,.7195425033569336,81200,-.5078859329223633,791700,.7712078094482422,690336,734474,137371,-.5145721435546875,1881573,.2943620681762695,1320703,1402816,125040,.7626886367797852,62108,3.278723239898682,187153,-.8444967269897461,574829,.5483407974243164,106547,.2971401214599609,8579390,.2856769561767578,1587886,181880,-.1256504058837891,69421,74603,19222,.1800346374511719,480916,-.1896724700927734,30271,462071,7245,.5025787353515625,64453,-.2427206039428711,271594,190310,-.5074329376220703,70687,2218529,-.1982898712158203,151909,.0903053283691406,384125,645502,.1352043151855469,30623,.334991455078125,62982,-.5437822341918945,111463,1.088071823120117,556571,662021,.5573596954345703,1854800,-1.275531768798828,263120,86942,-.0663900375366211,114000,40036,-.2177543640136719,155008,-.2774877548217773,matched (3),3416548,.91973144,245756.31,427424.22
201107,901849,618,4757,3389485,07,0,0,0,0,0,1,0,0,0,0,0,476602,-.2428855895996094,3916034,.3339614868164063,20229,-.3609371185302734,242674,-1.198949813842773,66777,.1431941986083984,528102,.315882682800293,1285187,-.2597970962524414,22740,2.492321491241455,162934,.6964302062988281,551118,-.3622331619262695,778543,769947,306944,.8039798736572266,1073801,-.5609035491943359,1454315,1139053,110560,-.1230754852294922,9638,-1.863161087036133,283390,.4148979187011719,628932,.0899505615234375,74630,-.356043815612793,6980613,-.2062263488769531,731529,201975,.10479736328125,125872,78892,1238543,4.16563606262207,666811,.3268146514892578,63583,884896,1314533,5.200924873352051,129492,.6976833343505859,262762,235099,.2113523483276367,16945,2211162,-.003326416015625,188896,.2179145812988281,653246,1277599,.6827096939086914,6577,-1.538172721862793,103992,.5014657974243164,188826,.5271339416503906,558050,407822,-.484466552734375,249977,-2.00416374206543,187385,109241,.2283153533935547,130000,32548,-.2070627212524414,192150,.2147998809814453,matched (3),2871285.5,.91973144,216424.58,411260.13
201108,901849,619,4757,3438057,08,0,0,0,0,0,0,1,0,0,0,0,444569,-.0695762634277344,4441700,.1259584426879883,1797,-2.420998096466065,292902,.1881189346313477,59153,-.1212310791015625,790166,.4029531478881836,1512918,.1631355285644531,20691,-.094426155090332,51347,-1.154738426208496,1207164,.7840795516967773,1670587,428855,171977,-.5793046951293945,1081691,.0073213577270508,1721389,868066,171395,.4384126663208008,7627,-.2340183258056641,310397,.0910272598266602,1155955,.6086597442626953,161741,.7734537124633789,8973835,.2511758804321289,1836794,193019,-.0453557968139648,18230,91557,1199735,-.0318355560302734,2782632,1.428646087646484,66020,7503999,361,-8.200114250183106,98239,-.2762165069580078,386929,158548,-.3939485549926758,67045,2477567,.1137590408325195,266601,.3445568084716797,940245,272140,-1.546422004699707,10425,.460627555847168,137275,.2776718139648438,129865,-.3743305206298828,919343,485525,.1744003295898438,4717986,2.937768936157227,330827,253488,.8417596817016602,161000,42533,.2675638198852539,195122,.0153484344482422,matched (3),4939170.5,.91973144,319924.63,473969.47
201109,901849,620,4757,3163263,09,0,0,0,0,0,0,0,1,0,0,0,440991,-.0080814361572266,2383279,-.6225605010986328,5916,1.191542148590088,393791,.2959823608398438,126023,.7563371658325195,811394,.0265111923217773,1337539,-.1232080459594727,3519,-1.771522521972656,64542,.2287092208862305,888675,-.3062973022460938,1378721,52880,80035,-.7648963928222656,1840041,.5312623977661133,1145099,748474,87980,-.6668615341186523,7501,-.0166587829589844,238848,-.26202392578125,681882,-.5278263092041016,95500,-.5268697738647461,11157256,.2177772521972656,1068095,303009,.4509744644165039,60985,72577,233043,-1.638632774353027,1067679,-.9579105377197266,43975,4744219,2595776,8.880517959594727,86357,-.1289129257202148,409001,190406,.183100700378418,51051,2462585,-.0060653686523438,191511,-.3308076858520508,786144,652104,.8738880157470703,13039,.2237386703491211,418831,1.115481376647949,63700,-.712310791015625,800794,482002,-.0072822570800781,113919,-3.723649978637695,354824,98133,-.9489927291870117,95000,39917,-.0634775161743164,189601,-.0287027359008789,matched (3),4403827,.91973144,329744.97,480652.72
201110,901849,621,4757,2968859,10,0,0,0,0,0,0,0,0,1,0,0,539888,.2023372650146484,1720195,-.3260393142700195,58279,2.287580490112305,482597,.2033615112304688,55795,-.8147802352905273,626489,-.2586231231689453,1147831,-.1529579162597656,942,-1.317926406860352,165953,.9443883895874023,984776,.1026830673217773,991053,43044,142896,.5796527862548828,1611212,-.1328010559082031,809106,712618,22479,-1.364527702331543,6915,-.0813436508178711,260528,.0868825912475586,230093,-1.086372375488281,125559,.2736492156982422,7077676,-.455143928527832,1263676,258315,-.1595830917358398,42158,118861,86403,-.9922008514404297,472839,-.8144874572753906,92441,1239159,3010,-6.759700775146484,83612,-.0323028564453125,281006,249463,.2701520919799805,24484,2493957,.0126590728759766,224676,.1597137451171875,550779,434299,-.4064712524414063,13072,.0025272369384766,42538,-2.287069320678711,34531,-.6123275756835938,864341,811423,.5208406448364258,2155022,2.940068244934082,323591,114512,.1543560028076172,265000,38342,-.0402565002441406,157159,-.1876640319824219,matched (3),2907007,.91973144,164698.13,386549.84
201111,901849,622,4757,2850632,11,0,0,0,0,0,0,0,0,0,1,0,648181,.1828088760375977,2529594,.3856210708618164,43612,-.2899093627929688,250530,-.6556034088134766,50845,-.0929021835327148,666771,.0623159408569336,1409075,.2050600051879883,4450,1.552654266357422,137212,-.1901769638061523,670331,-.3846426010131836,1408509,36618,193830,.3048648834228516,1045695,-.4323053359985352,391579,927633,134515,1.789093971252441,7714,.109344482421875,108920,-.8720970153808594,585338,.9337053298950195,98455,-.2431764602661133,4616734,-.4272584915161133,910843,163726,-.4559850692749023,59926,75322,44992,-.6525373458862305,579424,.2032794952392578,29115,1561095,2121,-.3500518798828125,51156,-.491307258605957,186952,309239,.2148036956787109,32559,2418675,-.0306510925292969,207901,-.0775966644287109,722030,1042893,.8760213851928711,15358,.1611642837524414,65001,.4240045547485352,191462,1.712832450866699,823663,634814,-.245457649230957,27356,-4.366620063781738,210526,73234,-.4470195770263672,82000,24591,-.4441652297973633,163254,.0380487442016602,matched (3),2927724,.91973144,155971.27,382912.97
