period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1258c757,growth1258c757,Y1273c152,growth1273c152,Y1280c752,growth1280c752,Y1363c32,Y1436c191,growth1436c191,Y1511c152,growth1511c152,Y1540c222,growth1540c222,Y1623c484,growth1623c484,Y1652c376,Y1769c124,growth1769c124,Y1771c484,growth1771c484,Y1916c586,growth1916c586,Y1967c124,Y1968c124,growth1968c124,Y1992c124,growth1992c124,Y2015c703,growth2015c703,Y2056c586,growth2056c586,Y2132c752,growth2132c752,Y2419c124,growth2419c124,Y2509c484,growth2509c484,Y2690c826,growth2690c826,Y2855c792,growth2855c792,Y2934c251,growth2934c251,Y3008c484,growth3008c484,Y3114c124,growth3114c124,Y3136c586,growth3136c586,Y3276c616,growth3276c616,Y3333c300,growth3333c300,Y3584c124,growth3584c124,Y3677c218,Y3734c124,Y3771c484,growth3771c484,Y4237c440,Y4276c68,growth4276c68,Y4285c484,growth4285c484,Y4512c348,growth4512c348,Y4634c792,growth4634c792,Y476c208,growth476c208,Y4797c818,Y4849c344,Y4935c620,growth4935c620,Y4936c348,growth4936c348,Y4951c124,growth4951c124,Y4952c752,growth4952c752,Y561c124,growth561c124,Y583c68,growth583c68,Y583c826,growth583c826,Y829c268,growth829c268,Y842c251,growth842c251,Y89c251,_merge,x,r2,s,sf
201011,841391,610,3842,49107368,11,0,0,0,0,0,0,0,0,0,1,0,602467,.3473329544067383,2616913,.7812013626098633,233736,.0238962173461914,3859631,481277,-.0268783569335938,975068,.5599489212036133,102523,-.4305686950683594,6153387,.3929595947265625,1589000,4028793,-.1076803207397461,3135525,.0519027709960938,27914,1.253819465637207,1570767,19073918,-.1906585693359375,9280208,-.0070533752441406,13954,-.3750514984130859,69014,.3437347412109375,1482453,.009979248046875,460282,.4479913711547852,1860092,.2065038681030273,579827,-.2739830017089844,11913608,-.4356899261474609,2099719,.3018712997436523,96461,.6286649703979492,3940326,-.1460533142089844,694233,.3071584701538086,1379887,.2542009353637695,31130,-1.423406600952148,98929344,-.0365009307861328,247779,3134,2052502,.1272964477539063,98024,29616,.6255874633789063,23340598,-.1617202758789063,5633981,-.1742792129516602,814396,.9950237274169922,11565,-1.755215644836426,2778906,112330,1067832,.1157388687133789,31854,-.5131206512451172,1561218,-.0829105377197266,3511296,-.1675729751586914,1460163,.0019416809082031,12712,1.391342163085938,18219868,.1091442108154297,3028083,.6025228500366211,295667488,.7425861358642578,3950287,matched (3),55755492,.90353292,3370761.5,5652613
201012,841391,611,3842,48931948,12,0,0,0,0,0,0,0,0,0,0,1,295581,-.7120904922485352,1020944,-.9412679672241211,158080,-.3910913467407227,1833738,350230,-.3178529739379883,737840,-.2787799835205078,158484,.4355659484863281,3880399,-.461064338684082,1484000,3141882,-.2486448287963867,3076066,-.0191450119018555,1753,-2.767799377441406,1312325,17159222,-.1057853698730469,7549756,-.2063684463500977,9068,-.4310150146484375,114916,.5098915100097656,1279934,-.1468896865844727,356293,-.2560863494873047,2232954,.1827001571655273,459660,-.2322425842285156,17014252,.3563709259033203,2051419,-.0232715606689453,73266,-.2750425338745117,3623620,-.0837898254394531,873626,.2298450469970703,1107274,-.2201004028320313,237589,2.032370567321777,78141416,-.2358856201171875,152398,1231,1738518,-.1660261154174805,380485,28053,-.0542192459106445,20386494,-.1353206634521484,8151968,.3694429397583008,713791,-.1318559646606445,64652,1.721035957336426,1296919,88642,727119,-.3842954635620117,26344,-.1899223327636719,1308717,-.1764192581176758,3288459,-.0655660629272461,1212516,-.1858501434326172,15865,.2215681076049805,18130138,-.0049362182617188,2287065,-.2806596755981445,186442608,-.4611110687255859,4401060,matched (3),58993800,.90353292,3504443.5,5733335
201101,841391,612,3842,55629120,01,0,0,0,0,0,0,0,0,0,0,0,722888,.8943119049072266,2298200,.8113985061645508,507961,1.167303085327148,2892180,446553,.2429685592651367,101763,-1.981080055236816,79433,-.690739631652832,6124304,.4563274383544922,1084000,3323369,.056157112121582,3199048,.0392017364501953,10160,1.757129669189453,1604566,16732355,-.0251922607421875,8187949,.0811481475830078,1683,-1.684173583984375,154765,.2977066040039063,1682411,.2734193801879883,387426,.0837717056274414,1548582,-.3659858703613281,589748,.2492084503173828,19521156,.1374473571777344,1790200,-.136204719543457,64324,-.1301641464233398,4092935,.1217880249023438,716859,-.1977729797363281,1215786,.0934896469116211,583004,.8976516723632813,102483760,.2711849212646484,165094,3260,1850162,.0622406005859375,603254,27161,-.032313346862793,21153650,.0369396209716797,6009809,-.304865837097168,773155,.0798892974853516,72652,.1166620254516602,2610703,238291,1263994,.5529422760009766,71623,1.000175476074219,2022290,.4351835250854492,3888107,.1675033569335938,1350150,.107518196105957,34211,.7684326171875,24320276,.2937335968017578,3365025,.3861656188964844,95593608,-.6680183410644531,4333824,matched (3),53187640,.90353292,2739973.3,5300703.5
201102,841391,613,3842,48215612,02,1,0,0,0,0,0,0,0,0,0,0,609637,-.1703910827636719,2491279,.0806703567504883,121121,-1.433614730834961,3428685,720225,.4780054092407227,565126,1.714402198791504,208525,.9651451110839844,6858691,.113250732421875,1547000,3285109,-.0115795135498047,3350903,.0463762283325195,23244,.8275890350341797,1537853,19754594,.1660423278808594,7793232,-.049407958984375,11056,1.882394790649414,115161,-.2955770492553711,1683468,.0006284713745117,338369,-.1353874206542969,1627561,.0497426986694336,570165,-.0337696075439453,17521420,-.1080760955810547,3668278,.7173948287963867,60811,-.0561618804931641,4908129,.1816310882568359,627412,-.1332759857177734,1667580,.3159828186035156,448151,-.2630643844604492,90314072,-.1264114379882813,241632,9743,1812204,-.0207300186157227,71764,56367,.7301015853881836,23428112,.1021251678466797,5789551,-.0373382568359375,745657,-.0362138748168945,143970,.6839237213134766,1116655,89897,841588,-.4067420959472656,39364,-.5985641479492188,1820685,-.1050176620483398,3461427,-.116241455078125,1241877,-.083592414855957,7999,-1.453230857849121,17352940,-.3375473022460938,1006748,-1.206709861755371,137992480,.3670940399169922,3199844,matched (3),51288940,.90353292,3195957,5550148
201103,841391,614,3842,42718080,03,0,1,0,0,0,0,0,0,0,0,0,557626,-.0891752243041992,1906054,-.26776123046875,115506,-.0474672317504883,2547892,557350,-.2563705444335938,685530,.1931428909301758,148366,-.3403768539428711,10908212,.4639997482299805,1674000,3109625,-.0548973083496094,2475440,-.3028116226196289,18150,-.2473764419555664,750990,17642800,-.1130580902099609,8750696,.1158781051635742,1064,-2.340937614440918,161158,.336054801940918,1529223,-.0960960388183594,298619,-.1249685287475586,1433979,-.1266298294067383,476385,-.1796998977661133,24130274,.3200435638427734,2975879,-.2091827392578125,83016,.3112630844116211,5224770,.0625181198120117,569891,-.0961580276489258,2468570,.3922653198242188,400553,-.1122837066650391,123396192,.3121070861816406,168335,3143,1830778,.010197639465332,47621,52072,-.0792560577392578,25056682,.0672035217285156,4721863,-.2038516998291016,656300,-.1276483535766602,155487,.0769567489624023,871175,115430,1432317,.5317583084106445,61092,.4395284652709961,2000680,.0942745208740234,3112034,-.1064043045043945,1380106,.1055364608764648,10865,.3062295913696289,19115580,.09674072265625,1929164,.6503610610961914,119323344,-.1453628540039063,4025986,matched (3),54860360,.90353292,3408046,5674925.5
201104,841391,615,3842,52892716,04,0,0,1,0,0,0,0,0,0,0,0,347872,-.4718532562255859,3116705,.4917411804199219,127147,.0960216522216797,3238624,840054,.4102725982666016,821614,.1810789108276367,179654,.1913509368896484,8815066,-.2130537033081055,2805000,3766041,.1915216445922852,3936686,.4639215469360352,25603,.3440389633178711,1320886,19558886,.1031017303466797,8040208,-.0846786499023438,7308,1.926934242248535,59158,-1.00217342376709,1840243,.1851377487182617,423313,.348942756652832,1308420,-.0916328430175781,721509,.4151191711425781,19175928,-.2298107147216797,3770965,.2367916107177734,127482,.4289417266845703,5869476,.1163539886474609,870440,.423553466796875,2364558,-.0430479049682617,45016,-2.18582820892334,116275856,-.0594348907470703,228665,2328,1796145,-.0190982818603516,101718,76479,.3843879699707031,25269848,.0084705352783203,6430792,.308894157409668,529266,-.2151269912719727,210117,.3011026382446289,1100268,169032,2209035,.433262825012207,71315,.1547260284423828,1776584,-.1187953948974609,3292978,.0565156936645508,1480647,.0703191757202148,6469,-.5185251235961914,17339480,-.0975170135498047,5728211,1.088316917419434,210368032,.5670223236083984,4129618,matched (3),60921872,.90353292,3008574.5,5444403
201105,841391,616,3842,59700192,05,0,0,0,1,0,0,0,0,0,0,0,719598,.7268581390380859,3935340,.2332210540771484,253007,.6880731582641602,3067806,1018884,.1929969787597656,1038313,.2340812683105469,216413,.1861553192138672,12591309,.3565435409545898,2398000,4030858,.0679550170898438,5263872,.29052734375,19738,-.2601642608642578,2444986,23797880,.1961669921875,9209048,.1357326507568359,7289,-.0026035308837891,216594,1.297812461853027,2959371,.4750785827636719,376834,-.1163063049316406,2390271,.6025867462158203,819971,.1279239654541016,15180199,-.2336635589599609,4041274,.0692291259765625,44304,-1.056900024414063,6660726,.1264629364013672,684378,-.2404880523681641,4168481,.566960334777832,13429,-1.209601402282715,119997528,.0315055847167969,133079,15306,1977167,.0960216522216797,344801,130785,.5365390777587891,29684218,.1610031127929688,7434964,.1450958251953125,708576,.2917671203613281,217712,.0355091094970703,731607,330361,1981803,-.1085491180419922,31579,-.8146142959594727,1567680,-.1250953674316406,3853319,.1571426391601563,1582702,.0666542053222656,31242,1.574742317199707,21565512,.218109130859375,4365111,-.2717599868774414,238795616,.1267490386962891,4859250,matched (3),66738848,.90353292,4756130.5,6573490.5
201106,841391,617,3842,59020344,06,0,0,0,0,1,0,0,0,0,0,0,228032,-1.14920711517334,2380437,-.5027132034301758,138297,-.6040134429931641,3616392,1003386,-.0153274536132813,631429,-.4973669052124023,141059,-.4280099868774414,8844877,-.3531675338745117,1819000,4281493,.0603227615356445,5308530,.0084476470947266,16624,-.1716976165771484,2377873,23954682,.0065670013427734,9851957,.0674819946289063,5208,-.3361701965332031,172906,-.2252769470214844,2849155,-.0379543304443359,680526,.5910606384277344,2087044,-.1356582641601563,801107,-.0232744216918945,18325236,.1882858276367188,2921843,-.324345588684082,65199,.3863687515258789,5662037,-.1624441146850586,636922,-.0718631744384766,3904984,-.0652980804443359,644827,3.871565818786621,119705144,-.0024394989013672,304999,16801,1858631,-.0618247985839844,4571,27795,-1.548698425292969,26108422,-.12835693359375,6077491,-.2016010284423828,667864,-.059173583984375,222424,.0214118957519531,363351,266776,1133462,-.5587301254272461,24589,-.2501935958862305,1746474,.1080026626586914,3367914,-.1346416473388672,1604107,.0134334564208984,12973,-.8788928985595703,20513636,-.0500049591064453,6839350,.4490489959716797,400776000,.5177936553955078,4375463,matched (3),83459072,.90353292,4226141.5,6200828.5
201107,841391,618,3842,55994228,07,0,0,0,0,0,1,0,0,0,0,0,138493,-.4986658096313477,1603595,-.3950357437133789,282855,.7155303955078125,3034376,877644,-.1338939666748047,343078,-.6100273132324219,229316,.4859228134155273,7985748,-.1021795272827148,2472000,4658356,.0843601226806641,6229068,.159912109375,25445,.4256715774536133,1545483,21618520,-.1026134490966797,9849402,-.0002593994140625,10784,.7278680801391602,56838,-1.112542152404785,2232673,-.2438220977783203,292444,-.8445930480957031,2031591,-.0269289016723633,644326,-.2177896499633789,38455680,.7412281036376953,2240161,-.2656669616699219,31590,-.7246036529541016,6325769,.1108474731445313,559654,-.129328727722168,3265953,-.1787014007568359,4094,-5.059459686279297,111324920,-.0725784301757813,356478,8736,1653176,-.1171417236328125,1976542,90814,1.183957099914551,25627576,-.0185890197753906,6091855,.0023603439331055,320103,-.7354412078857422,185218,-.1830520629882813,557165,193312,1267256,.111577033996582,15462,-.4639129638671875,1480812,-.165008544921875,2938427,-.1364192962646484,1433877,-.1121845245361328,28510,.787384033203125,18376692,-.1100082397460938,1281523,-1.674643516540527,198606704,-.7020759582519531,4638353,matched (3),81273536,.90353292,5517005,7143342.5
201108,841391,619,3842,60420792,08,0,0,0,0,0,0,1,0,0,0,0,467956,1.217554092407227,3502027,.7810935974121094,396455,.3376283645629883,3296027,961491,.0912437438964844,622223,.5953407287597656,40280,-1.739246368408203,11106130,.3298377990722656,1364000,4564208,-.0204172134399414,5850819,-.0626449584960938,4028,-1.843249320983887,2732235,24212636,.1133251190185547,9038889,-.0858745574951172,3586,-1.10102653503418,115873,.7122888565063477,3063364,.3163137435913086,391518,.2917585372924805,2863014,.3430557250976563,615949,-.0450410842895508,11564738,-1.201545715332031,2183951,-.0254116058349609,51079,.4805326461791992,7282853,.1408910751342773,1372198,.8968505859375,2549606,-.2476129531860352,58519,2.659829139709473,127976560,.1393947601318359,436583,12470,1759704,.0624475479125977,35639,65030,-.3339643478393555,27608984,.0744724273681641,7013082,.1408243179321289,460067,.3627290725708008,181252,-.0216445922851563,480524,215718,1305071,.0294036865234375,41236,.9809255599975586,1771346,.1791486740112305,4831712,.4973268508911133,1718277,.1809396743774414,8603,-1.19814395904541,19674550,.0682430267333984,2156054,.5202302932739258,244563840,.2081508636474609,4900286,matched (3),83076888,.90353292,6058344,7569249.5
201109,841391,620,3842,64712536,09,0,0,0,0,0,0,0,1,0,0,0,519153,.1038246154785156,1167673,-1.098328590393066,180933,-.7844362258911133,4017531,709970,-.3032627105712891,1002439,.4768924713134766,96915,.8779792785644531,11349900,.0217113494873047,1723000,4187749,-.0860815048217773,3366068,-.5528364181518555,63722,2.761260032653809,1566123,23110016,-.0466098785400391,9817571,.0826377868652344,1801,-.688694953918457,154417,.2871627807617188,2544279,-.1856660842895508,399513,.0202150344848633,2494222,-.1378984451293945,693065,.1179599761962891,13354657,.1439037322998047,2002681,-.0866489410400391,85805,.5187044143676758,6002819,-.193293571472168,1055773,-.262141227722168,1596198,-.4683141708374023,294113,1.614612579345703,121396968,-.0527820587158203,370026,54893,2022435,.1391563415527344,53192,60100,-.0788393020629883,25460656,-.0810070037841797,7556701,.0746574401855469,628597,.3121185302734375,129011,-.339991569519043,570955,416967,769027,-.5288867950439453,50095,.1946096420288086,1582012,-.113041877746582,3790833,-.2426156997680664,2048238,.1756582260131836,19877,.8374528884887695,21968640,.11029052734375,2362603,.0914850234985352,164577776,-.3960933685302734,4496304,matched (3),79810848,.90353292,3031921.5,5457339
201110,841391,621,3842,62716176,10,0,0,0,0,0,0,0,0,1,0,0,331443,-.4487428665161133,3020757,.9504938125610352,326724,.5909891128540039,3210584,493331,-.3640422821044922,85405,-2.462786674499512,143773,.3944015502929688,8607951,-.2765216827392578,1513000,3505719,-.1777677536010742,2794680,-.1860275268554688,3425,-2.923428535461426,1889198,21770950,-.0596885681152344,9628644,-.0194301605224609,1247,-.3676013946533203,90419,-.5352029800415039,1590609,-.4697303771972656,384578,-.0380992889404297,1433265,-.5540218353271484,842727,.1955194473266602,11042783,-.1900882720947266,1495722,-.2918777465820313,61280,-.3366241455078125,5188601,-.1457643508911133,915411,-.1426553726196289,2276417,.3549776077270508,40227,-1.989425659179688,113708800,-.0654258728027344,135129,6496,1905672,-.0594673156738281,135376,33983,-.5701494216918945,26743228,.0491466522216797,6864952,-.0960054397583008,241154,-.9580545425415039,112225,-.1393918991088867,550969,184351,837634,.0854549407958984,27974,-.5826454162597656,1321492,-.179936408996582,3481804,-.0850353240966797,1808773,-.1243314743041992,12752,-.4438753128051758,19479134,-.1202716827392578,5775206,.8938093185424805,110117296,-.4018363952636719,3969121,matched (3),61874348,.90353292,1893051.9,4916670.5
201111,841391,622,3842,66518488,11,0,0,0,0,0,0,0,0,0,1,0,306936,-.0768165588378906,2071767,-.3771047592163086,128755,-.9312038421630859,2081426,390256,-.2343769073486328,593893,1.939294815063477,270702,.6327829360961914,9161319,.0623035430908203,745000,4244778,.1912937164306641,4153290,.3961830139160156,44421,2.562610626220703,1079188,19038488,-.1341152191162109,8630282,-.1094655990600586,4690,1.324691772460938,119360,.2776899337768555,1391266,-.1339035034179688,494446,.2512912750244141,1586579,.1016254425048828,697202,-.1895685195922852,8872966,-.2187671661376953,2106277,.3423128128051758,74391,.1938819885253906,4702400,-.0983915328979492,1266876,.3249368667602539,2467007,.0804033279418945,147828,1.301510810852051,104638056,-.0831317901611328,156281,8514,1978017,.0372600555419922,736446,42451,.2224903106689453,26098522,-.0244026184082031,13925238,.7072734832763672,328662,.3095941543579102,126206,.1174097061157227,737542,95686,605530,-.3244771957397461,32507,.1501798629760742,1564674,.1689167022705078,3757506,.0762052536010742,2112775,.1553535461425781,33767,.9737958908081055,20335736,.0430355072021484,2664120,-.7736997604370117,148707712,.3004360198974609,4541789,matched (3),69245480,.90353292,2580919.3,5220263
201112,841391,623,3842,68970688,12,0,0,0,0,0,0,0,0,0,0,1,208155,-.3883562088012695,2440611,.1638460159301758,263343,.715545654296875,2119785,572143,.3825855255126953,464911,-.2448530197143555,84710,-1.161785125732422,8921205,-.0265579223632813,586000,2578156,-.4986152648925781,3373301,-.2080087661743164,25724,-.5462875366210938,1314992,19502382,.0240745544433594,7580241,-.1297321319580078,6181,.2760477066040039,130646,.0903472900390625,1284755,-.079646110534668,433903,-.1306171417236328,1357343,-.1560516357421875,491737,-.3491306304931641,11595702,.2676258087158203,1979038,-.0623111724853516,93457,.2281665802001953,3879928,-.192255973815918,1511516,.1765584945678711,1708228,-.367548942565918,183373,.2154731750488281,84286960,-.2162818908691406,218680,5890,1690680,-.1569643020629883,25063,58731,.3246173858642578,25180060,-.0358257293701172,11253416,-.2130298614501953,764502,.8441944122314453,42977,-1.077249526977539,1048311,257292,579175,-.044499397277832,65368,.698577880859375,1492856,-.0469865798950195,3840426,.0218276977539063,1503603,-.3401384353637695,41636,.2094812393188477,19013820,-.0672130584716797,2651267,-.0048360824584961,116449760,-.2445220947265625,5557453,matched (3),72144040,.90353292,2745585,5303606.5
201201,841391,624,3842,73539232,01,0,0,0,0,0,0,0,0,0,0,0,740202,1.26863956451416,3030190,.2163772583007813,104995,-.9195442199707031,4039286,654720,.1348190307617188,586882,.2329778671264648,81632,-.0370121002197266,6872675,-.2608785629272461,1131000,3779478,.382512092590332,3327061,-.0138025283813477,39624,.4320106506347656,1673651,18145600,-.0721092224121094,8656727,.1327915191650391,20240,1.186180114746094,166603,.2431221008300781,1462950,.129887580871582,532456,.2046794891357422,2790407,.7206583023071289,554749,.1205711364746094,13810024,.1747589111328125,2526747,.2443218231201172,109609,.1594171524047852,4657409,.1826419830322266,1737563,.1393709182739258,2121028,.2164440155029297,193820,.0554075241088867,109038096,.2574710845947266,362433,6257,1772178,.0470790863037109,90993,70290,.179661750793457,28102256,.1097965240478516,11879620,.0541515350341797,741751,-.0302114486694336,136612,1.156478881835938,1950382,366655,478729,-.1904697418212891,77198,.1663398742675781,1821187,.1987972259521484,4188511,.0867624282836914,1889992,.2287092208862305,769,-3.991629600524902,20548408,.0776157379150391,4177801,.454747200012207,163337296,.3383560180664063,4832858,matched (3),71433216,.90353292,2273646.5,5075379
201202,841391,625,3842,59072608,02,1,0,0,0,0,0,0,0,0,0,0,619663,-.1777467727661133,1865348,-.4851779937744141,89698,-.1574649810791016,3382093,307296,-.7563962936401367,508743,-.1428813934326172,150150,.6094131469726563,8148609,.1702938079833984,1393000,3720126,-.0158290863037109,2677712,-.2171268463134766,5328,-2.00645923614502,1255618,15597304,-.1513290405273438,8060985,-.0713014602661133,8080,-.9182682037353516,160803,-.0354337692260742,1497763,.0235176086425781,430885,-.2116594314575195,2264802,-.2087001800537109,416665,-.2862329483032227,14866979,.0737476348876953,2514173,-.0049886703491211,83416,-.2730789184570313,4030440,-.1445837020874023,963814,-.5893411636352539,1595789,-.2845325469970703,25112,-2.043584823608398,114340672,.0474853515625,130690,230164,1838984,.0370035171508789,24375,17843,-1.371018409729004,27974354,-.0045604705810547,9891314,-.18316650390625,741726,-.0000333786010742,133126,-.025848388671875,1008120,179126,888842,.6187849044799805,39050,-.6815299987792969,1995210,.0912609100341797,3613868,-.1475667953491211,1820952,-.0372133255004883,6050,2.062722206115723,16295823,-.2318744659423828,703769,-1.781089782714844,235083376,.3641242980957031,3694733,matched (3),59483548,.90353292,2028715.6,4970482
201203,841391,626,3842,62109852,03,0,1,0,0,0,0,0,0,0,0,0,667760,.0747528076171875,2760102,.391819953918457,169026,.6336040496826172,2812973,805300,.9634037017822266,359303,-.3477764129638672,298230,.6862306594848633,6485827,-.2282276153564453,989000,4330955,.1520309448242188,1878483,-.3544979095458984,15905,1.093657493591309,1744079,21191228,.3064899444580078,8757450,.0828695297241211,8610,.0635318756103516,247958,.433079719543457,1517772,.013270378112793,541733,.2289323806762695,1877925,-.1873197555541992,454459,.0868253707885742,17049212,.136962890625,1916086,-.2716588973999023,101012,.1913995742797852,4914686,.1983528137207031,931176,-.034449577331543,5340900,1.208025932312012,85212,1.221796989440918,117912208,.0307579040527344,270513,772567,1719112,-.0674047470092773,310180,210891,2.469730377197266,29230660,.0439300537109375,10934969,.1003074645996094,369798,-.6960229873657227,175441,.2760066986083984,865002,770483,951726,.0683574676513672,41649,.0644340515136719,2453550,.2067861557006836,3187474,-.1255502700805664,2108804,.1467609405517578,37229,1.81702995300293,19391854,.1739444732666016,2697854,1.343761444091797,831201344,1.262931823730469,4309321,matched (3),62565400,.90353292,3306468.3,5614511
201204,841391,627,3842,71885104,04,0,0,1,0,0,0,0,0,0,0,0,442288,-.4119672775268555,2569684,-.0714845657348633,90739,-.6220645904541016,1704856,859511,.0651483535766602,586667,.490290641784668,216227,-.3215360641479492,7946088,.2030601501464844,1473000,3592310,-.1869926452636719,2631984,.3372735977172852,31443,.6815423965454102,1403092,22375412,.0543746948242188,8985988,.025761604309082,24125,1.030324935913086,172436,-.3632335662841797,2229353,.3844680786132813,500951,-.0782651901245117,2470809,.274378776550293,449032,-.0120134353637695,17749288,.0402412414550781,1947489,.0162563323974609,83151,-.1945810317993164,4760518,-.0318717956542969,1069209,.1382265090942383,1111123,-1.570022583007813,86711,.0174379348754883,124532720,.0546283721923828,120284,1316813,1846385,.0714216232299805,316231,38228,-1.707773208618164,30367820,.0381641387939453,8828333,-.2139987945556641,516259,.3336515426635742,235560,.2946634292602539,1501724,214387,1036613,.0854368209838867,43711,.0483226776123047,1683559,-.3766250610351563,4202219,.2763843536376953,1493659,-.3448915481567383,27503,-.3027925491333008,19880456,.0248851776123047,2667659,-.0112552642822266,480157600,-.5487594604492188,5051878,matched (3),77500944,.90353292,2197032,5041523
201205,841391,628,3842,72313808,05,0,0,0,1,0,0,0,0,0,0,0,344882,-.2487592697143555,3355125,.2667064666748047,92209,.0160703659057617,2799273,468819,-.6061468124389648,759138,.2577266693115234,220590,.0199766159057617,8792513,.1012210845947266,1895000,4373274,.19671630859375,4196411,.46649169921875,9297,-1.218483924865723,1258491,22258976,-.0052165985107422,9397113,.0447368621826172,3280,-1.995405197143555,105551,-.4908313751220703,1570361,-.3504056930541992,387639,-.256434440612793,2709099,.0920705795288086,576569,.2500009536743164,15666631,-.1248130798339844,2236975,.1385831832885742,111230,.2909412384033203,6285923,.2779560089111328,1241182,.149144172668457,1482420,.288304328918457,164722,.6416788101196289,117661416,-.0567569732666016,245227,725830,2102398,.1298484802246094,4498,150391,1.369669914245606,36758232,.19097900390625,10912470,.2119407653808594,939190,.5984096527099609,208704,-.1210489273071289,1154508,110062,1186737,.135249137878418,23736,-.6106071472167969,1898122,.1199541091918945,3908357,-.0724954605102539,1563083,.0454311370849609,47319,.5426168441772461,21316624,.0697498321533203,3197425,.1811447143554688,688182080,.3599395751953125,6722385,matched (3),76856168,.90353292,3013232,5446978
201206,841391,629,3842,78764352,06,0,0,0,0,1,0,0,0,0,0,0,730750,.7508687973022461,3679053,.0921659469604492,129882,.3425683975219727,3681623,632388,.2992868423461914,688066,-.0982990264892578,299141,.3046092987060547,7251721,-.192662239074707,1012000,5083191,.1504278182983398,4013583,-.0445461273193359,40641,1.475085258483887,1809418,22566184,.0137062072753906,9595668,.0209083557128906,5991,.6024141311645508,313976,1.090122222900391,1645227,.0465726852416992,448454,.1457319259643555,1908752,-.3501672744750977,604639,.0475358963012695,11358716,-.3215465545654297,2900558,.2597789764404297,84459,-.2753334045410156,7352131,.1566781997680664,1203028,-.0312223434448242,1225591,-.1902532577514648,197197,.1799440383911133,117962320,.0025539398193359,278279,1921888,2050229,-.0251264572143555,28165,46111,-1.182187080383301,30978104,-.17108154296875,11099238,.0169696807861328,571396,-.4969358444213867,159231,-.2705612182617188,1364828,408770,953111,-.2192316055297852,25052,.0539608001708984,2132554,.1164560317993164,4603242,.1636438369750977,3567977,.8253383636474609,33562,-.3435173034667969,21680318,.0169181823730469,3867894,.190363883972168,405743968,-.5283298492431641,5714474,matched (3),79078224,.90353292,2722647,5291768
201207,841391,630,3842,78424080,07,0,0,0,0,0,1,0,0,0,0,0,515672,-.3486003875732422,3586141,-.025578498840332,2481,-3.957964420318604,3575657,354492,-.5788173675537109,812445,.166163444519043,101065,-1.085150718688965,6456135,-.1162080764770508,1159000,5535751,.0852880477905273,2951704,-.3073015213012695,24558,-.5037393569946289,3494168,21866024,-.0315189361572266,10355212,.0761775970458984,1192,-1.614625453948975,58773,-1.675634384155273,1832343,.1077175140380859,502356,.1135034561157227,1159158,-.4987554550170898,858087,.3500738143920898,14652173,.2546024322509766,3980839,.31658935546875,78983,-.0670337677001953,5778095,-.2409162521362305,840080,-.3590993881225586,1578020,.2527484893798828,317185,.4752817153930664,115400992,-.0219535827636719,218805,2385476,1804542,-.1276454925537109,290045,51479,.1101226806640625,33378420,.0746288299560547,9714224,-.1332855224609375,555762,-.0277423858642578,190255,.178009033203125,535798,133525,854803,-.1088600158691406,17714,-.3465986251831055,1534197,-.3293132781982422,3495781,-.2752046585083008,1366470,-.9597682952880859,19320,-.5522537231445313,20641908,-.0490818023681641,4550188,.1624584197998047,464633728,.1355266571044922,5159268,matched (3),76959952,.90353292,2151640.8,5021908
201208,841391,631,3842,71966656,08,0,0,0,0,0,0,1,0,0,0,0,225594,-.8267335891723633,2442390,-.3840999603271484,818,-1.109554767608643,3834801,424185,.1794834136962891,457321,-.5746622085571289,320662,1.154623031616211,6656615,.0305805206298828,1123000,1769134,-1.140737533569336,3169730,.0712642669677734,9957,-.9027624130249023,0,2212069,-2.29100513458252,12676895,.2022914886474609,4858,1.404994487762451,224422,1.339845657348633,2980104,.4863624572753906,182461,-1.012772560119629,2503864,.7701416015625,724127,-.1697378158569336,13209532,-.1036491394042969,3896539,-.0214042663574219,52165,-.414820671081543,2087927,-1.017902374267578,924177,.0954065322875977,1399611,-.1199769973754883,53283,-1.783867835998535,42919512,-.9890861511230469,152096,0,2287404,.2371110916137695,28698,20733,-.9094476699829102,33122220,-.0077037811279297,10639944,.0910243988037109,276597,-.6977777481079102,190774,.0027246475219727,1124670,216471,603783,-.34765625,43400,.8961048126220703,759933,-.7025327682495117,4520358,.2570343017578125,741526,-.6112756729125977,23489,.1953907012939453,20401480,-.0117168426513672,3120115,-.3772983551025391,447919776,-.0366363525390625,4299378,matched (3),66780232,.90353292,3742728,5882008
