period,HS7,T,pid,y,month,_Imonth_2,_Imonth_3,_Imonth_4,_Imonth_5,_Imonth_6,_Imonth_7,_Imonth_8,_Imonth_9,_Imonth_10,_Imonth_11,_Imonth_12,Y1015c440,growth1015c440,Y1052c124,growth1052c124,Y1198c246,growth1198c246,Y1267c484,growth1267c484,Y1397c752,growth1397c752,Y1573c124,growth1573c124,Y1776c752,growth1776c752,Y1779c818,Y1944c203,Y1992c376,Y2017c300,Y2049c600,growth2049c600,Y2101c124,growth2101c124,Y2208c484,growth2208c484,Y2282c484,growth2282c484,Y2322c484,growth2322c484,Y2554c376,Y2901c600,growth2901c600,Y3088c152,growth3088c152,Y3118c208,growth3118c208,Y3262c600,growth3262c600,Y3263c600,growth3263c600,Y3275c484,growth3275c484,Y3340c36,Y3348c372,growth3348c372,Y3411c251,growth3411c251,Y3461c300,growth3461c300,Y3570c484,growth3570c484,Y3615c616,growth3615c616,Y361c152,growth361c152,Y3710c152,growth3710c152,Y3727c152,growth3727c152,Y3909c36,Y3974c344,Y4197c484,growth4197c484,Y4219c440,growth4219c440,Y4251c484,growth4251c484,Y4272c620,growth4272c620,Y4291c376,Y4412c792,growth4412c792,Y4420c352,growth4420c352,Y4506c246,growth4506c246,Y4728c191,growth4728c191,Y4929c428,growth4929c428,Y527c826,growth527c826,Y675c752,growth675c752,Y719c688,growth719c688,Y841c152,growth841c152,Y848c616,growth848c616,Y943c124,growth943c124,_merge,x,r2,s,sf
201308,760720,643,3589,3270756,08,0,0,0,0,0,0,1,0,0,0,0,61209,-.6930246353149414,131529,-.7883510589599609,173709,-.4948339462280273,258913,-.8929014205932617,5636020,1.466032028198242,964749,-.0445957183837891,344529,1.866185188293457,5249828,11664,1752000,1935,569883,-.2913818359375,579559,-.0543508529663086,2329788,.674931526184082,419623,-.3205471038818359,3302059,.20556640625,220000,9344,-.1703176498413086,1808215,.0529747009277344,315287,-.2793292999267578,1279557,-.0023336410522461,1338994,.1507740020751953,82619688,.1310482025146484,277339,2295148,.5626106262207031,600521,-.3444843292236328,149060,-.5265703201293945,3448727,-.0929708480834961,3648736,-.5023651123046875,3358760,-.096217155456543,3014300,-.1057529449462891,283255,-.4288148880004883,1180759,13499109,340923616,-.078887939453125,37502,-2.071702003479004,2797724,.1137018203735352,2013734,.0420618057250977,2329000,580597,-.0787477493286133,367836,-.7588949203491211,37587,2.433948516845703,89028,-.720616340637207,432392,-.2717952728271484,5167851,-.046504020690918,34813004,1.324979782104492,74473,.1479043960571289,674527488,.3234291076660156,24506376,.3533000946044922,175449,-.9687490463256836,matched (3),3369734.3,.92448646,259190.17,545705.81
201309,760720,644,3589,3104147,09,0,0,0,0,0,0,0,1,0,0,0,110964,.5949115753173828,203874,.4382753372192383,151940,-.1338958740234375,82326,-1.145805358886719,1314785,-1.455504417419434,446632,-.7701330184936523,399650,.1484107971191406,4484327,2942,523000,25601,452848,-.2298746109008789,406344,-.355067253112793,2023474,-.1409616470336914,249585,-.519556999206543,2561447,-.2539739608764648,78000,2757,-1.220591068267822,1298573,-.3310737609863281,344205,.0877542495727539,814117,-.4521646499633789,763061,-.5623359680175781,67605128,-.2005653381347656,360245,1821248,-.2312755584716797,687168,.1347818374633789,204224,.3148679733276367,3205635,-.073094367980957,1714604,-.7551984786987305,1296271,-.9520797729492188,2783838,-.0795373916625977,127043,-.8018217086791992,1284680,10653104,342834112,.0055885314941406,48443,.2559938430786133,1785528,-.449091911315918,1587994,-.2375192642211914,1546000,458120,-.2369260787963867,454640,.2118682861328125,20529,-.6048192977905273,25922,-1.233859062194824,1105811,.9390020370483398,8131727,.4533157348632813,11274970,-1.127405166625977,25226,-1.082561492919922,439188928,-.4290828704833984,18761376,-.2671337127685547,352450,.6975603103637695,matched (3),2880168.3,.92448646,219294.34,527925.44
201310,760720,645,3589,3846809,10,0,0,0,0,0,0,0,0,1,0,0,182824,.4993181228637695,291973,.3591585159301758,252645,.5084991455078125,345531,1.434394836425781,3764930,1.052056312561035,1125468,.9242191314697266,143858,-1.021761894226074,4582239,66337,2102000,15828,783405,.5480937957763672,501468,.2103395462036133,3254644,.4752664566040039,275658,.0993614196777344,2625680,.0247678756713867,147000,25317,2.217333316802979,1540086,.1705722808837891,445881,.258814811706543,1741596,.7604532241821289,962765,.2324714660644531,71378184,.0543098449707031,768176,2469066,.3043184280395508,763375,.1051702499389648,264055,.2569398880004883,3552457,.1027288436889648,8854498,1.641743659973145,4540960,1.253645896911621,2969157,.0644474029541016,221072,.5539627075195313,1893181,0,383347968,.1116962432861328,596705,2.511034965515137,2757842,.4347343444824219,2156840,.3061733245849609,2160000,847073,.6146554946899414,755003,.5072164535522461,32752,.4671249389648438,16441,-.4553136825561523,659516,-.5168285369873047,7415282,-.0922298431396484,18690144,.5054111480712891,49246,.6689529418945313,534306368,.1960391998291016,25206420,.2952995300292969,301505,-.1561222076416016,matched (3),3581388.3,.92448646,182052,513573.94
201311,760720,646,3589,3200321,11,0,0,0,0,0,0,0,0,0,1,0,97476,-.6289176940917969,37583,-2.050108909606934,198139,-.243016242980957,213745,-.4802980422973633,2881884,-.2672853469848633,669272,-.5197629928588867,125200,-.1389141082763672,6311135,19588,922000,29791,821807,.0478553771972656,466857,-.0715160369873047,2536421,-.24932861328125,227352,-.1926612854003906,2749780,.0461807250976563,167000,31084,.2052164077758789,1668517,.0800971984863281,362327,-.2075052261352539,636206,-1.007035255432129,930468,-.0341224670410156,64917360,-.0948772430419922,485455,2028822,-.196385383605957,1165528,.4231805801391602,191059,-.3235750198364258,2483085,-.3581380844116211,7000482,-.2349462509155273,3920965,-.1468000411987305,3271570,.0969915390014648,67314,-1.189120292663574,1280001,11157440,275325248,-.3309898376464844,35264,-2.828559875488281,2300690,-.181239128112793,2053113,-.0492877960205078,878000,363517,-.8459606170654297,551655,-.3137989044189453,60235,.6092901229858398,176688,2.374607086181641,288553,-.8266277313232422,6734686,-.0962715148925781,11032661,-.5271358489990234,61645,.2245635986328125,451700512,-.1679496765136719,19414016,-.2611045837402344,192019,-.4511919021606445,matched (3),3049042.5,.92448646,307660.69,570324.81
201312,760720,647,3589,3836847,12,0,0,0,0,0,0,0,0,0,0,1,136702,.3381967544555664,119517,1.156906127929688,217816,.0946817398071289,330294,.4351997375488281,2713244,-.0602989196777344,558983,-.1800718307495117,413716,1.195266723632813,3859707,13964,1619000,14505,388517,-.7491683959960938,412144,-.1246509552001953,3090563,.1975994110107422,178480,-.2420234680175781,2915889,.0586538314819336,184000,158880,1.63145637512207,1806817,.0796308517456055,341278,-.059849739074707,1425901,.807037353515625,970580,.0422067642211914,72183904,.1061019897460938,869040,1722392,-.1637411117553711,1009020,-.1441946029663086,100733,-.6401090621948242,3142641,.2355623245239258,4329641,-.480494499206543,2116730,-.6164655685424805,2872723,-.130009651184082,142288,.7484846115112305,1749836,12551468,343748512,.2219562530517578,399676,2.427791595458984,2779097,.1889171600341797,1749786,-.1598634719848633,2100000,1310871,1.282621383666992,689832,.2235250473022461,17870,-1.215130805969238,60080,-1.078708648681641,588777,.7131690979003906,4831016,-.33221435546875,12854874,.152862548828125,39067,-.4561138153076172,571857984,.2358722686767578,20187504,.0390682220458984,313108,.4889535903930664,matched (3),3961980.3,.92448646,397144.47,623168.5
201401,760720,648,3589,3538506,01,0,0,0,0,0,0,0,0,0,0,0,42875,-1.159514427185059,203483,.5321245193481445,122696,-.5739402770996094,452423,.3146343231201172,2327783,-.153228759765625,426519,-.2704620361328125,248817,-.5084619522094727,2774788,25154,1267000,89910,1294837,1.203803062438965,757411,.6085338592529297,4023345,.2637605667114258,284439,.4660425186157227,2856569,-.0205535888671875,112000,26020,-1.809283256530762,1913436,.0573339462280273,473767,.3280181884765625,987571,-.3673114776611328,940267,-.0317296981811523,69419552,-.0390491485595703,733057,2552780,.3934688568115234,994507,-.0144882202148438,280342,1.023537635803223,3757648,.1787300109863281,2613342,-.5048551559448242,3944748,.6225128173828125,3003188,.0444145202636719,114573,-.2166404724121094,1287107,10905716,304360768,-.1216964721679688,31035,-2.555539131164551,2735985,-.0156345367431641,1955784,.111297607421875,2646000,593183,-.7929439544677734,393031,-.5625600814819336,15877,-.1182518005371094,58013,-.0350103378295898,502781,-.157893180847168,6526508,.3008146286010742,9453952,-.3072910308837891,50552,.2577247619628906,554618560,-.0306110382080078,17479826,-.1440162658691406,173544,-.5901174545288086,matched (3),3035158.3,.92448646,200291.92,520319.25
201402,760720,649,3589,2195378,02,1,0,0,0,0,0,0,0,0,0,0,21634,-.6840229034423828,111063,-.6054849624633789,192224,.4489507675170898,481025,.0613012313842773,1845990,-.2319011688232422,406019,-.0492572784423828,105454,-.8584423065185547,1487145,6102,1328000,31558,764452,-.5269813537597656,394273,-.652862548828125,2805627,-.3604869842529297,85702,-1.199643135070801,2973160,.0400047302246094,145000,951,-3.309107303619385,1648534,-.1490135192871094,336383,-.3424654006958008,1450158,.3841800689697266,271245,-1.243142127990723,63391020,-.0908470153808594,689949,1653696,-.4341697692871094,806882,-.2090692520141602,168553,-.5087604522705078,3808306,.0133905410766602,4841397,.6165733337402344,3559286,-.1028251647949219,3111165,.0353231430053711,96952,-.1669960021972656,1100924,8730899,251902128,-.1891727447509766,17632,-.5654001235961914,1558612,-.5626964569091797,2236894,.1342973709106445,2156000,324490,-.6032485961914063,296485,-.2818918228149414,17391,.0910816192626953,29926,-.6619386672973633,381082,-.2771396636962891,5950060,-.0924701690673828,13147005,.3297615051269531,63687,.2309780120849609,452591968,-.2032890319824219,21222432,.1940116882324219,294327,.5282602310180664,matched (3),2201966.3,.92448646,237650.11,535810.44
201403,760720,650,3589,3004487,03,0,1,0,0,0,0,0,0,0,0,0,116357,1.68239688873291,103066,-.0747280120849609,87362,-.7886009216308594,356323,-.3000812530517578,3941990,.7586698532104492,1174751,1.062411308288574,108655,.029902458190918,2339454,7473,1607000,3873,355719,-.7650175094604492,618040,.4495096206665039,2589902,-.0800065994262695,103707,.1906938552856445,1764044,-.5220165252685547,147000,437,-.777580738067627,1215118,-.3050451278686523,343510,.020965576171875,1912090,.2765235900878906,770603,1.044151306152344,77416200,.1998748779296875,656137,2361942,.356471061706543,817127,.0126171112060547,205051,.1960086822509766,4021766,.0545368194580078,5475466,.1230745315551758,2017690,-.5676069259643555,2407240,-.2565164566040039,120284,.2156391143798828,1125457,12903770,333052736,.2792606353759766,39885,.8162851333618164,1566414,.0049934387207031,2376137,.0603876113891602,1729000,847563,.9601106643676758,607170,.7168130874633789,14423,-.187129020690918,49507,.5033864974975586,578209,.4169206619262695,6311863,.0590295791625977,20078788,.4234695434570313,38414,-.505558967590332,482820512,.0646533966064453,20777868,-.0211696624755859,699588,.8658008575439453,matched (3),3179845.8,.92448646,248834.72,540864.13
201404,760720,651,3589,4183739,04,0,0,1,0,0,0,0,0,0,0,0,125889,.0787372589111328,122492,.1726760864257813,135467,.4386682510375977,606634,.5320873260498047,2464209,-.4698143005371094,1417313,.1877069473266602,449414,1.419766426086426,1419560,13583,1597000,78795,449137,.2331867218017578,576297,-.0699300765991211,1888331,-.3159265518188477,153831,.3942852020263672,2040233,.1454553604125977,64000,55161,4.838078498840332,1295951,.0644035339355469,402591,.1587057113647461,1055600,-.5940866470336914,282298,-1.004210472106934,70110560,-.0991230010986328,317196,1767977,-.2896480560302734,821531,.0053749084472656,240044,.1575632095336914,3828267,-.0493087768554688,10117144,.6139535903930664,3162065,.4492721557617188,2923073,.1941547393798828,120382,.0008144378662109,1190756,8985040,286041888,-.1521625518798828,22585,-.5687141418457031,2178995,.3300752639770508,2448502,.0300006866455078,2032000,437922,-.6603250503540039,425316,-.3559770584106445,52362,1.28935718536377,15407,-1.167292594909668,329133,-.5634737014770508,5490452,-.1394205093383789,25753624,.2489109039306641,82393,.7630786895751953,816540608,.5254325866699219,21904500,.0528030395507813,581398,-.1850566864013672,matched (3),4572487,.92448646,282646.03,557228.88
201405,760720,652,3589,4649063,05,0,0,0,1,0,0,0,0,0,0,0,103917,-.191807746887207,204281,.5114507675170898,240536,.5741415023803711,497858,-.1976099014282227,959536,-.94317626953125,1346912,-.0509481430053711,399173,-.1185493469238281,572330,17819,1881000,42278,617208,.3178777694702148,553055,-.0411653518676758,1525363,-.2134609222412109,248470,.4794673919677734,2691966,.2772073745727539,166000,47434,-.1509170532226563,1690226,.2656173706054688,447669,.1061325073242188,2616944,.9078969955444336,290233,.0277214050292969,84990352,.1924648284912109,802609,1871268,.0567808151245117,1830656,.8012599945068359,316085,.2751893997192383,4258129,.1064176559448242,4490046,-.8123683929443359,4033851,.2434959411621094,3194840,.0889015197753906,176784,.3842582702636719,1670985,11224168,366563360,.2480335235595703,41116,.5991106033325195,3871994,.5749053955078125,2093603,-.156590461730957,2840000,423094,-.0344457626342773,641786,.4114227294921875,1657,-3.453172206878662,27248,.5701580047607422,723146,.7871494293212891,5100363,-.0736989974975586,29596910,.1390953063964844,96826,.1614151000976563,338713888,-.8799209594726563,20080392,-.0869483947753906,698779,.18389892578125,matched (3),4560224.5,.92448646,274935.63,553357.81
201406,760720,653,3589,3863062,06,0,0,0,0,1,0,0,0,0,0,0,76340,-.3083953857421875,212885,.041254997253418,131444,-.6042890548706055,221750,-.8087644577026367,3531851,1.303127288818359,1286038,-.0462484359741211,189727,-.7438087463378906,973771,12309,1790000,20093,365145,-.5249109268188477,511419,-.0782690048217773,1419873,-.0716657638549805,660494,.977665901184082,2561680,-.0496082305908203,147000,12420,-1.340031623840332,1173235,-.3650979995727539,325808,-.3177461624145508,1515920,-.5459842681884766,442663,.422123908996582,84495120,-.0058441162109375,930761,1729500,-.0787839889526367,1243684,-.3865966796875,122778,-.9456338882446289,3127892,-.3084707260131836,3645134,-.2084693908691406,3060591,-.2761135101318359,2498542,-.2458295822143555,90693,-.6674480438232422,1150800,8781473,321776960,-.1303138732910156,29764,-.3230972290039063,3105796,-.2204990386962891,1748561,-.1800928115844727,2241000,414990,-.0193405151367188,330037,-.6650505065917969,1098,-.4115185737609863,916164,3.515215873718262,309694,-.8480262756347656,5163945,.0123891830444336,17100988,-.5485343933105469,17088,-1.734539031982422,584776512,.5460739135742188,16597952,-.1904640197753906,500502,-.3337221145629883,matched (3),3138540,.92448646,266369.28,549151.94
201407,760720,654,3589,5714658,07,0,0,0,0,0,1,0,0,0,0,0,53732,-.3511886596679688,314906,.3915224075317383,178210,.30438232421875,356526,.4748563766479492,3613332,.0228080749511719,807082,-.4658966064453125,65694,-1.060578346252441,172690,9672,1868000,68266,730499,.6934328079223633,688758,.2977008819580078,607249,-.8493833541870117,1157120,.5607013702392578,2000960,-.2470369338989258,179000,82073,1.888301849365234,1695887,.3684415817260742,394694,.191802978515625,1406909,-.0746269226074219,977592,.7922840118408203,87981864,.040435791015625,801821,1969880,.1301403045654297,1567751,.2315645217895508,249788,.7102346420288086,3267247,.0435886383056641,12114525,1.201011657714844,3150700,.0290164947509766,2976714,.1751117706298828,302251,1.203777313232422,1796090,10537668,333489088,.0357513427734375,24089,-.2115440368652344,1551038,-.6943464279174805,2050896,.1594839096069336,2522000,441739,.062464714050293,600454,.5984811782836914,11434,2.343101501464844,51581,-2.877042770385742,397127,.2486715316772461,5261070,.0186338424682617,31144364,.5994987487792969,93963,1.704524040222168,714250304,.2000026702880859,21814172,.2732810974121094,600449,.1820659637451172,matched (3),5351334,.92448646,308345.94,570694.75
201408,760720,655,3589,4335864,08,0,0,0,0,0,0,1,0,0,0,0,137476,.9394407272338867,310691,-.0134754180908203,140357,-.2387733459472656,512924,.3637208938598633,1150599,-1.144347190856934,937394,.1496791839599609,252033,1.344552040100098,5769612,17027,2189000,66667,453775,-.4761266708374023,467886,-.3866653442382813,528606,-.1386957168579102,595382,-.6644859313964844,3066507,.4269123077392578,135000,1004,-4.403617382049561,1909376,.1185703277587891,341850,-.1437387466430664,1822041,.2585620880126953,1076959,.0968046188354492,78181808,-.1180934906005859,756594,1741395,-.123286247253418,680524,-.8345346450805664,221659,-.1194725036621094,4338086,.2834854125976563,4997394,-.8854885101318359,6384215,.7062044143676758,2273178,-.2696409225463867,216934,-.3316640853881836,1672663,16461143,355702336,.0644855499267578,101092,1.434275627136231,1838177,.1698503494262695,1819318,-.1198158264160156,1920000,685520,.4394588470458984,355972,-.5228338241577148,13737,.1835012435913086,33072,-.4444656372070313,638436,.4747648239135742,5735846,.086400032043457,23029812,-.3018436431884766,71195,-.2774782180786133,473453632,-.4111785888671875,18979304,-.1392116546630859,528012,-.1285591125488281,matched (3),4375029.5,.92448646,264288.06,548145.44
201409,760720,656,3589,3906719,09,0,0,0,0,0,0,0,1,0,0,0,98890,-.3294410705566406,116890,-.9775657653808594,60544,-.8408193588256836,191431,-.985600471496582,3615640,1.144986152648926,495535,-.6374664306640625,223820,-.1187171936035156,4021674,8166,1062000,2852,954791,.743891716003418,434207,-.0747032165527344,456661,-.1463022232055664,212816,-1.028776168823242,3185670,.0381240844726563,48000,318,-1.149695873260498,1542648,-.2132759094238281,351873,.0288982391357422,1719514,-.0579156875610352,632205,-.5326833724975586,85340696,.0876140594482422,750117,1712409,-.0167856216430664,1175758,.5468053817749023,185367,-.178802490234375,3837878,-.1225137710571289,4389631,-.1296710968017578,2211191,-1.060297012329102,2994581,.2756252288818359,117905,-.6097145080566406,1416485,11359462,311602176,-.1323680877685547,116551,.1422977447509766,4922302,.9850015640258789,1523769,-.1772747039794922,1865000,554722,-.2117109298706055,444544,.2221975326538086,3790,-1.287727355957031,23752,-.3310203552246094,458952,-.3300752639770508,5251468,-.0882272720336914,9188546,-.9188327789306641,37821,-.6325578689575195,396443968,-.1775188446044922,22613060,.1751785278320313,708639,.2942276000976563,matched (3),4176327.5,.92448646,262304.09,547191.63
201410,760720,657,3589,4263728,10,0,0,0,0,0,0,0,0,1,0,0,137440,.3291797637939453,205922,.5662641525268555,176664,1.070878982543945,438487,.8288021087646484,3772189,.0423860549926758,676299,.3109979629516602,157790,-.3495779037475586,578528,156479,1420000,4102,1256021,.2742109298706055,573249,.2777986526489258,1550794,1.222580909729004,596301,1.030318260192871,3431461,.0743227005004883,133000,61067,5.257675170898438,1943705,.2310953140258789,357952,.0171289443969727,3143803,.6033916473388672,1335128,.7475690841674805,78340592,-.0855846405029297,1096660,1724299,.0069198608398438,1792583,.4217443466186523,210620,.1277179718017578,4830531,.230036735534668,4641619,.0558176040649414,2895801,.2697305679321289,2483659,-.1870708465576172,182652,.4377040863037109,1986475,11702335,381029216,.2011489868164063,97919,-.1741886138916016,3212820,-.4266271591186523,2253532,.3913125991821289,1791000,577623,.0404548645019531,530395,.1765727996826172,14843,1.36516284942627,102610,1.463268280029297,446569,-.0273523330688477,4365502,-.1847743988037109,16678114,.5961399078369141,56616,.4034271240234375,448303584,.1229343414306641,19018692,-.1731052398681641,435703,-.4863853454589844,matched (3),4751225.5,.92448646,243342.36,538359.31
201411,760720,658,3589,3567231,11,0,0,0,0,0,0,0,0,0,1,0,128728,-.065485954284668,122587,-.5186758041381836,88955,-.6861190795898438,332039,-.2780771255493164,3426891,-.0960016250610352,926646,.3149356842041016,430656,1.004045486450195,1149475,3818,1077000,31511,1117200,-.1171226501464844,222624,-.945836067199707,1102607,-.3410892486572266,184378,-1.173757553100586,2691061,-.2430505752563477,93000,46287,-.2771100997924805,1557451,-.2215452194213867,325562,-.0948467254638672,2382695,-.2772016525268555,1232133,-.0802803039550781,59935272,-.2678012847900391,357807,1576300,-.0897407531738281,1533361,-.1561956405639648,150689,-.3348369598388672,3522150,-.3158845901489258,4049179,-.1365489959716797,1835874,-.4557418823242188,1896786,-.2695722579956055,159351,-.1364736557006836,812798,10193791,331916800,-.1379909515380859,30164,-1.177491188049316,1843325,-.5555782318115234,1793257,-.2284660339355469,2000000,383863,-.4086360931396484,517608,-.0244035720825195,4239,-1.253201484680176,19788,-1.645859718322754,303742,-.3854150772094727,4078197,-.0680780410766602,14184255,-.1619644165039063,72208,.2432594299316406,353578688,-.2373638153076172,15912399,-.1783237457275391,383956,-.1264333724975586,matched (3),3819919.3,.92448646,261973.16,547033.06
201412,760720,659,3589,3829888,12,0,0,0,0,0,0,0,0,0,0,1,42228,-1.114618301391602,204947,.5139303207397461,117325,.2768173217773438,414035,.2206974029541016,2116247,-.4820089340209961,580529,-.4676313400268555,203089,-.7516660690307617,501115,6464,1641000,40333,299112,-1.317763328552246,506471,.8219833374023438,2038511,.6145420074462891,362448,.6758928298950195,4117265,.4252538681030273,112000,7103,-1.874343872070313,1894447,.1958761215209961,345431,.0592403411865234,1174632,-.7072772979736328,842472,-.380162239074707,63916800,.0643177032470703,425781,1787129,.1255302429199219,1597070,.0407085418701172,270416,.5847434997558594,3612361,.0252904891967773,2459913,-.4983882904052734,3685264,.6968221664428711,2704118,.3546152114868164,76706,-.7311296463012695,1844960,10991565,432781984,.2653484344482422,31440,.0414314270019531,2425865,.2746171951293945,1458601,-.2065553665161133,1850000,452465,.1644248962402344,595628,.1403980255126953,11177,.9695310592651367,81247,1.412418365478516,674927,.7984256744384766,4810699,.165186882019043,23982380,.5251865386962891,46557,-.438873291015625,424556288,.1829376220703125,13107970,-.193878173828125,634964,.5030403137207031,matched (3),4508815.5,.92448646,207071.77,522966.5
201501,760720,660,3589,4541133,01,0,0,0,0,0,0,0,0,0,0,0,153703,1.291938781738281,295470,.3658161163330078,181457,.4360713958740234,508852,.206207275390625,958361,-.79217529296875,764082,.2747354507446289,269323,.2822675704956055,1589158,3790,1309000,59024,1064712,1.269641876220703,437718,-.1458921432495117,1368689,-.3983659744262695,495710,.3131103515625,3181043,-.2579793930053711,116000,683,-2.341777801513672,1760506,-.0733251571655273,365539,.05657958984375,1829043,.4428386688232422,984301,.1555919647216797,60027724,-.0627765655517578,953176,1362047,-.2716217041015625,1184083,-.2992019653320313,160318,-.5228023529052734,3419282,-.054931640625,7524277,1.118008613586426,5280923,.3597583770751953,1981908,-.3107156753540039,185751,.8844270706176758,771873,11882457,289887520,-.4007396697998047,123827,1.370804786682129,1540917,-.4538097381591797,2161491,.3933200836181641,2094000,356831,-.2374477386474609,347449,-.5389986038208008,24319,.777400016784668,13929,-1.763521194458008,910569,.2994651794433594,3223279,-.4004430770874023,12517548,-.6501884460449219,52300,.1163187026977539,236048256,-.5870075225830078,7533744,-.553828239440918,662520,.0424823760986328,matched (3),4706424,.92448646,247587.19,540291.31
201502,760720,661,3589,2631900,02,1,0,0,0,0,0,0,0,0,0,0,153064,-.0041666030883789,107719,-1.009041786193848,198893,.0917482376098633,239396,-.7540378570556641,2081379,.7755613327026367,553357,-.3226718902587891,43771,-1.816940307617188,254741,4773,1095000,15811,289599,-1.301961898803711,391762,-.1109209060668945,780351,-.5618648529052734,68885,-1.973552703857422,3163261,-.0056056976318359,135000,1082,.4600715637207031,1425472,-.2110986709594727,280208,-.2658405303955078,1430503,-.2457675933837891,462202,-.7559299468994141,68422784,.1308994293212891,318143,1450970,.0632438659667969,904433,-.2694158554077148,116705,-.317509651184082,3014311,-.1260595321655273,5339939,-.3429203033447266,1600187,-1.193980216979981,1815386,-.0877618789672852,31496,-1.774546623229981,1397658,8327117,265087568,-.0894336700439453,18704,-1.890148162841797,1492313,-.0320510864257813,1271622,-.5305042266845703,2138000,291341,-.2027683258056641,476546,.3159465789794922,2431,-2.302955150604248,7382,-.6349277496337891,351614,-.9515352249145508,3054570,-.0537605285644531,11713678,-.0663738250732422,105900,.7054986953735352,208180128,-.1256332397460938,7243107,-.039341926574707,485378,-.3111228942871094,matched (3),3498665.5,.92448646,215123.95,526206.75
201503,760720,662,3589,5164897,03,0,1,0,0,0,0,0,0,0,0,0,121925,-.2274494171142578,223185,.7284746170043945,123821,-.4739303588867188,338649,.3468446731567383,3957308,.6425333023071289,900415,.4868526458740234,204276,1.540500640869141,945393,19081,2078000,32686,741138,.9396896362304688,417062,.0625810623168945,894286,.1362819671630859,83876,.1969013214111328,5583445,.568202018737793,221000,4419,1.407102584838867,1412003,-.0094938278198242,307332,.0923967361450195,1492144,.0421886444091797,1291508,1.02756404876709,76741808,.1147403717041016,564564,1279359,-.1258735656738281,1111275,.2059555053710938,181108,.4394435882568359,4724380,.4493656158447266,9941786,.6215324401855469,4240034,.9744510650634766,2000382,.0970401763916016,132469,1.436488151550293,688929,9682442,324108864,.201019287109375,16833,-.1053962707519531,1457020,-.0239334106445313,1830090,.3640718460083008,2347000,338601,.1503276824951172,504556,.0571146011352539,2483,.0211644172668457,27867,1.328397750854492,465056,.2796239852905273,4078246,.2890281677246094,12144760,.0361404418945313,74300,-.3543844223022461,313738368,.41015625,9598903,.2815990447998047,567992,.1571798324584961,matched (3),4593869.5,.92448646,243003.45,538206.19
201504,760720,663,3589,6006268,04,0,0,1,0,0,0,0,0,0,0,0,107508,-.1258411407470703,308782,.3246345520019531,74917,-.5024557113647461,436555,.2539501190185547,814639,-1.580574035644531,655577,-.3173398971557617,91414,-.8040733337402344,491663,22980,954000,32016,189490,-1.363850593566895,249649,-.513178825378418,873980,-.0229682922363281,314923,1.322988510131836,8201124,.384465217590332,125000,2346,-.633202075958252,772188,-.6035366058349609,332609,.0790386199951172,995740,-.4044837951660156,755579,-.5360822677612305,79143528,.0308170318603516,761103,2084770,.4882993698120117,1145143,.0300216674804688,190491,.050511360168457,4060167,-.1515121459960938,4940412,-.6992979049682617,2181967,-.6643447875976563,2077367,.0377626419067383,115147,-.1401386260986328,846923,12642495,334406592,.0312786102294922,108707,1.865315437316895,2431122,.5119590759277344,1953783,.0654020309448242,1996000,405419,.1800994873046875,333923,-.4127683639526367,4568,.6096076965332031,102669,1.304067611694336,316492,-.3848600387573242,3000383,-.3069267272949219,20399716,.5186233520507813,101400,.3109626770019531,234940256,-.2892284393310547,9872200,.0280742645263672,694556,.2011651992797852,matched (3),5471765,.92448646,233667.5,534055.94
201505,760720,664,3589,6176290,05,0,0,0,1,0,0,0,0,0,0,0,86377,-.2188434600830078,310902,.0068426132202148,144474,.6567182540893555,591153,.3031606674194336,3341532,1.411439895629883,696618,.0607213973999023,166555,.5999269485473633,3525473,38450,1322000,46451,364367,.6538248062133789,254614,.0196924209594727,916871,.0479087829589844,311610,-.0105762481689453,5561691,-.3883686065673828,126000,3243,.3237872123718262,1035033,.2929611206054688,260544,-.2441959381103516,439642,-.8175249099731445,606171,-.2203216552734375,68588280,-.1431407928466797,471314,1305091,-.4683856964111328,920204,-.2186899185180664,279570,.3836479187011719,4805155,.1684646606445313,7512987,.419184684753418,3171289,.3739109039306641,1253529,-.5051383972167969,51421,-.8061628341674805,865259,10763847,363505760,.0834369659423828,78646,-.323699951171875,1272472,-.6473913192749023,2019476,.0330705642700195,2174000,211498,-.6507062911987305,450324,.2990560531616211,2367,-.6574516296386719,27021,-1.334896087646484,288534,-.0924854278564453,4448820,.3938989639282227,26381172,.2571296691894531,114300,.1197528839111328,235484160,.0023136138916016,7996939,-.2106647491455078,444343,-.4466762542724609,matched (3),5671513,.92448646,270210.72,551025.5
